
[00:00:00.000 --> 00:00:11.000]  早上早上,我們剛讀過的經文都告訴他,是一個坐監的故事。
[00:05:18.000 --> 00:05:22.000]  其實就一共出現了四代的希律。
[00:05:22.000 --> 00:05:28.000]  我們比較熟悉的可能就是那位因為要尋找耶穌,
[00:05:28.000 --> 00:05:30.000]  我們剛剛過去聖誕節,
[00:05:30.000 --> 00:05:36.000]  可能你剛剛聽過的《聖經》就是這段故事了,
[00:05:36.000 --> 00:05:38.000]  就是記載在馬蹄福音。
[00:05:38.000 --> 00:05:44.000]  希律王因為要尋找嬰兒耶穌,
[00:05:44.000 --> 00:05:50.000]  因此就殺盡兩歲以下的嬰兒,這位希律。
[00:05:50.000 --> 00:05:53.000]  這位希律我們印象會比較深刻,
[00:05:53.000 --> 00:05:56.000]  因為做了一件很大件事。
[00:05:56.000 --> 00:05:59.000]  那位希律正是第一代的希律,
[00:05:59.000 --> 00:06:05.000]  一般稱之為大希律,或者是希律大大,就是第一代。
[00:06:05.000 --> 00:06:09.000]  後來在盧家福音提到耶穌受審的時候,
[00:06:09.000 --> 00:06:13.000]  被送到那裏去的那位希律,
[00:06:13.000 --> 00:06:16.000]  審問耶穌的那位希律就是第二代的希律。
[00:06:16.000 --> 00:06:20.000]  他就叫做希律安提帕。
[00:06:20.000 --> 00:06:25.000]  然後在《使徒行傳》第十二章所提到的希律,
[00:06:25.000 --> 00:06:28.000]  就是第三代的希律了,
[00:06:28.000 --> 00:06:32.000]  就是希律阿基帕一世。
[00:06:32.000 --> 00:06:35.000]  所以這已經是第三代了。
[00:06:35.000 --> 00:06:38.000]  後來講到第四代的希律,
[00:06:38.000 --> 00:06:40.000]  就是在《使徒行傳》中,
[00:06:40.000 --> 00:06:46.000]  第25,26章所提到的那位希律阿基帕王。
[00:06:46.000 --> 00:06:49.000]  其實審問保羅的時候,
[00:06:49.000 --> 00:06:52.000]  差點被保羅說服了去信耶穌。
[00:06:52.000 --> 00:06:54.000]  他自己也說過,
[00:06:54.000 --> 00:06:56.000]  我差點被你說服了。
[00:06:56.000 --> 00:06:59.000]  那位希律就是第四代的希律了,
[00:06:59.000 --> 00:07:04.000]  歷史上稱之為阿基帕第二世,
[00:07:04.000 --> 00:07:08.000]  就區別了第三代的希律第一世。
[00:07:08.000 --> 00:07:10.000]  那麼介紹這些希律出來,
[00:07:10.000 --> 00:07:14.000]  不單止是要給大家對希律這個人物有所認識,
[00:07:14.000 --> 00:07:16.000]  有所區別,
[00:07:16.000 --> 00:07:19.000]  而且也給我們看到是什麼呢?
[00:07:19.000 --> 00:07:23.000]  就是這四代的希律這些人物,
[00:07:23.000 --> 00:07:25.000]  好像是叫做希律的人物,
[00:07:25.000 --> 00:07:27.000]  都好像很醜惡的。
[00:07:27.000 --> 00:07:31.000]  似乎希律這個名稱已經代表了惡人了,
[00:07:31.000 --> 00:07:34.000]  已經代表了邪惡了。
[00:07:34.000 --> 00:07:38.000]  因為聖經裡面給我們看到他們所作所為,
[00:07:38.000 --> 00:07:40.000]  都不是好事來的,
[00:07:40.000 --> 00:07:42.000]  特別是對基督徒,
[00:07:42.000 --> 00:07:44.000]  更加不是好事來的。
[00:07:44.000 --> 00:07:46.000]  在這裡我們就提到,
[00:07:46.000 --> 00:07:49.000]  希律阿基帕一世,
[00:07:49.000 --> 00:07:52.000]  是希律大帝的孫子來的,
[00:07:52.000 --> 00:07:54.000]  已經第三代了。
[00:07:54.000 --> 00:07:58.000]  他年少的時候是一個不羈的人,
[00:07:58.000 --> 00:07:59.000]  很不羈的。
[00:07:59.000 --> 00:08:02.000]  後來他就承受了國土,
[00:08:02.000 --> 00:08:05.000]  他所擁有的這個國土,
[00:08:05.000 --> 00:08:08.000]  已經相當於他希律大帝的,
[00:08:08.000 --> 00:08:12.000]  就是他祖父大希律的國土了,
[00:08:12.000 --> 00:08:14.000]  就是相當大的範圍。
[00:08:14.000 --> 00:08:17.000]  所以他就很竭盡所能的,
[00:08:17.000 --> 00:08:20.000]  就為了討好猶太人,
[00:08:20.000 --> 00:08:26.000]  或者說他特別的想去討他們的歡心,
[00:08:26.000 --> 00:08:29.000]  所以為他們他可以做了很多的事情。
[00:08:29.000 --> 00:08:32.000]  根據歷史間對希律的認識,
[00:08:32.000 --> 00:08:34.000]  他迫害教會,
[00:08:34.000 --> 00:08:36.000]  他迫害教會領袖,
[00:08:36.000 --> 00:08:40.000]  這些舉動完全是吻合他的為人來的,
[00:08:40.000 --> 00:08:42.000]  就是一種這樣的人,
[00:08:42.000 --> 00:08:44.000]  因為他想討好猶太人,
[00:08:44.000 --> 00:08:49.000]  因此對基督徒有所不利。
[00:08:49.000 --> 00:08:52.000]  經文第二節就提到,
[00:08:52.000 --> 00:08:55.000]  希律用刀殺了雅各。
[00:08:55.000 --> 00:09:00.000]  這是他做的一件對基督徒不好的事。
[00:09:00.000 --> 00:09:03.000]  這位雅各就是約翰的哥哥,
[00:09:03.000 --> 00:09:06.000]  就是耶穌的門徒雅各。
[00:09:06.000 --> 00:09:07.000]  約翰也是。
[00:09:07.000 --> 00:09:09.000]  經文特別提到,
[00:09:09.000 --> 00:09:11.000]  希律是用刀殺他的,
[00:09:11.000 --> 00:09:14.000]  為何要強調用刀殺他呢?
[00:09:14.000 --> 00:09:16.000]  意思是,
[00:09:16.000 --> 00:09:20.000]  他沒有辦法找到雅各的罪名,
[00:09:20.000 --> 00:09:23.000]  是宗教性的一些罪名,
[00:09:23.000 --> 00:09:28.000]  因此他不可以讓民眾用石頭扔死他。
[00:09:28.000 --> 00:09:30.000]  我們都知道,
[00:09:30.000 --> 00:09:34.000]  司提反就是因為宗教性的罪名,
[00:09:34.000 --> 00:09:38.000]  群眾就可以用石頭扔死他。
[00:09:38.000 --> 00:09:41.000]  但是雅各找不到這方面的罪名的時候,
[00:09:41.000 --> 00:09:44.000]  唯有用刀去殺死他。
[00:09:44.000 --> 00:09:47.000]  所以經文是特別提出,
[00:09:47.000 --> 00:09:51.000]  他是被希律用刀殺死的。
[00:09:51.000 --> 00:09:53.000]  我們之前說過,
[00:09:53.000 --> 00:09:58.000]  希律竭盡所能為了討好猶太人。
[00:09:58.000 --> 00:10:01.000]  當他看到雅各的死,
[00:10:01.000 --> 00:10:03.000]  猶太人竟然很歡喜,
[00:10:03.000 --> 00:10:09.000]  因此他更進一步想將彼得捉拿起來,
[00:10:09.000 --> 00:10:11.000]  然後收在金內,
[00:10:11.000 --> 00:10:16.000]  等候余節過後就將彼得處死。
[00:10:16.000 --> 00:10:19.000]  為何要在余節之後呢?
[00:10:19.000 --> 00:10:24.000]  其實那時候正是徐考節的日子,
[00:10:24.000 --> 00:10:26.000]  即是猶太人的節日。
[00:10:26.000 --> 00:10:28.000]  簡直就是余節。
[00:10:28.000 --> 00:10:30.000]  因此這兩個節日當中,
[00:10:30.000 --> 00:10:34.000]  其實是被視為一個大日子。
[00:10:34.000 --> 00:10:40.000]  是一個猶太人很重視的日子。
[00:10:40.000 --> 00:10:43.000]  我們記得希律是想討好猶太人,
[00:10:43.000 --> 00:10:48.000]  因此不敢在猶太人很重視的日子當中殺人。
[00:10:48.000 --> 00:10:51.000]  所以不敢有所行動。
[00:10:51.000 --> 00:10:54.000]  因此就要等這個大日子過了之後,
[00:10:54.000 --> 00:10:57.000]  才要動手。
[00:10:57.000 --> 00:11:00.000]  如果我們看回馬赫福音第十四章,
[00:11:00.000 --> 00:11:03.000]  第一至第二節的時候,
[00:11:03.000 --> 00:11:08.000]  我們都記得耶穌都是這樣的情況,
[00:11:08.000 --> 00:11:11.000]  都是等了余節過後,
[00:11:11.000 --> 00:11:19.000]  群眾才可以處死他,或者官方可以處死他。
[00:11:19.000 --> 00:11:20.000]  為甚麼呢?
[00:11:20.000 --> 00:11:23.000]  因為當節的日子不可這樣做,
[00:11:23.000 --> 00:11:27.000]  因為恐怕百姓會生亂,
[00:11:27.000 --> 00:11:30.000]  即是令到他們暴動,
[00:11:30.000 --> 00:11:32.000]  或者令到他們太過激動,
[00:11:32.000 --> 00:11:37.000]  因此就不敢在這個日子當中去做事。
[00:11:37.000 --> 00:11:42.000]  有學者認為希律選擇了這樣一個日子,
[00:11:42.000 --> 00:11:46.000]  採取竹拿彼得的行動,
[00:11:46.000 --> 00:11:50.000]  就更加看得出他是想討好猶太人這種心態。
[00:11:50.000 --> 00:11:53.000]  因為在當時的猶太人看來,
[00:11:53.000 --> 00:11:55.000]  彼得他們信奉耶穌基督,
[00:11:55.000 --> 00:11:59.000]  全講耶穌是利經叛道的,
[00:11:59.000 --> 00:12:00.000]  不適合他們。
[00:12:00.000 --> 00:12:04.000]  所以現在希律在猶太人的節期當中,
[00:12:04.000 --> 00:12:08.000]  即是將竹拿彼得暫時收監,
[00:12:08.000 --> 00:12:14.000]  之後才為他們剷除他們的宗教所謂的異端,
[00:12:14.000 --> 00:12:16.000]  就是不適合他們。
[00:12:16.000 --> 00:12:17.000]  但是另一方面,
[00:12:17.000 --> 00:12:20.000]  他又尊重猶太人的神聖節日,
[00:12:20.000 --> 00:12:22.000]  所以暫時不動,
[00:12:22.000 --> 00:12:25.000]  要等到之後才動手。
[00:12:25.000 --> 00:12:29.000]  儒節是猶太人很神聖的節期,
[00:12:29.000 --> 00:12:30.000]  我們剛才說過。
[00:12:30.000 --> 00:12:34.000]  但是由於群眾當時在這個節日當中,
[00:12:34.000 --> 00:12:38.000]  情緒很高昂,
[00:12:38.000 --> 00:12:42.000]  最容易引起暴亂。
[00:12:42.000 --> 00:12:44.000]  在高昂的情緒之下,
[00:12:44.000 --> 00:12:46.000]  有什麼刺激到他們呢?
[00:12:46.000 --> 00:12:48.000]  他們就很容易暴亂。
[00:12:48.000 --> 00:12:51.000]  當初處理耶穌的案件的時候,
[00:12:51.000 --> 00:12:52.000]  就是基於這個原因,
[00:12:52.000 --> 00:12:57.000]  因此令那些宗教領袖有所猶疑。
[00:12:57.000 --> 00:12:59.000]  現在希律也顧忌這個問題,
[00:12:59.000 --> 00:13:02.000]  所以不敢立即動手。
[00:13:02.000 --> 00:13:07.000]  看到他將彼得下在金約當中,
[00:13:07.000 --> 00:13:10.000]  但是他仍然要採取最高的戒備。
[00:13:10.000 --> 00:13:12.000]  我們看到,
[00:13:12.000 --> 00:13:16.000]  這就是因為他真的想處理彼得,
[00:13:16.000 --> 00:13:18.000]  只不過暫時動不了。
[00:13:18.000 --> 00:13:20.000]  你看他怎樣,
[00:13:20.000 --> 00:13:22.000]  他用了十六位的士兵,
[00:13:22.000 --> 00:13:24.000]  看守一個人,
[00:13:24.000 --> 00:13:25.000]  十六位的士兵,
[00:13:25.000 --> 00:13:29.000]  分為四班人,每班四位。
[00:13:29.000 --> 00:13:31.000]  我不知道他們的班次是怎樣,
[00:13:31.000 --> 00:13:35.000]  總之每班有四個人看守彼得。
[00:13:35.000 --> 00:13:38.000]  他這樣看守彼得,
[00:13:38.000 --> 00:13:43.000]  一方面是防止彼得囚犯逃走,
[00:13:43.000 --> 00:13:46.000]  另外就是防止他的同伴,
[00:13:46.000 --> 00:13:50.000]  或者其他的同黨來劫獄。
[00:13:50.000 --> 00:13:56.000]  但是,這麼深厭的一個防備、戒備,
[00:13:56.000 --> 00:13:59.000]  也阻止不了彼得離開金約。
[00:13:59.000 --> 00:14:03.000]  這就更加強調了當中的神奇了。
[00:14:03.000 --> 00:14:05.000]  在我們說起,
[00:14:05.000 --> 00:14:08.000]  就是奇蹟、神蹟。
[00:14:08.000 --> 00:14:11.000]  彼得可以脫離這個金約,
[00:14:11.000 --> 00:14:12.000]  離開這個金約。
[00:14:12.000 --> 00:14:15.000]  我們看到神是很奇妙的,
[00:14:15.000 --> 00:14:19.000]  敵對者越是戒備深厭,
[00:14:19.000 --> 00:14:24.000]  神越是由當中去彰顯祂的能力。
[00:14:24.000 --> 00:14:27.000]  我們可以明白到,
[00:14:27.000 --> 00:14:31.000]  沒有人可以攔阻到上帝的作為。
[00:14:31.000 --> 00:14:35.000]  好了,我們看回彼得。
[00:14:35.000 --> 00:14:37.000]  這個時候,
[00:14:37.000 --> 00:14:40.000]  如果我們看彼得在金約當中的情況,
[00:14:40.000 --> 00:14:42.000]  我們就可以了解,
[00:14:42.000 --> 00:14:43.000]  為什麼我們會說,
[00:14:43.000 --> 00:14:45.000]  神是滿有能力的,
[00:14:45.000 --> 00:14:48.000]  是勝過人的能力。
[00:14:48.000 --> 00:14:50.000]  但是在這之前,
[00:14:50.000 --> 00:14:53.000]  我們又會回想馬蹄福音,
[00:14:53.000 --> 00:15:00.000]  記載有關主耶穌被釘死之後的情況、事跡。
[00:15:00.000 --> 00:15:04.000]  在馬蹄福音的記載,
[00:15:04.000 --> 00:15:07.000]  當時由於猶太的宗教領袖,
[00:15:07.000 --> 00:15:15.000]  害怕主耶穌被祂的門徒偷私。
[00:15:15.000 --> 00:15:24.000]  因此曾經要求希律王做一些事情,
[00:15:24.000 --> 00:15:30.000]  免得耶穌所說的事情會發生。
[00:15:30.000 --> 00:15:36.000]  所以在馬蹄福音有這樣的記載。
[00:15:36.000 --> 00:15:44.000]  我們看回。
[00:15:44.000 --> 00:15:49.000]  在馬蹄福音的記載,
[00:15:49.000 --> 00:15:55.000]  這些祭司針對耶穌的人,
[00:15:55.000 --> 00:15:57.000]  敵對耶穌的人,
[00:15:57.000 --> 00:16:00.000]  他們就來求,
[00:16:00.000 --> 00:16:05.000]  免得主耶穌復活說過的話會實現,
[00:16:05.000 --> 00:16:07.000]  或者會應驗。
[00:16:07.000 --> 00:16:09.000]  無論這個是真的會發生,
[00:16:09.000 --> 00:16:11.000]  或者是不會發生也好,
[00:16:11.000 --> 00:16:18.000]  都要求比拉多派兵丁來看守主耶穌的墳墓。
[00:16:18.000 --> 00:16:22.000]  所以在那裡有一些說話,
[00:16:22.000 --> 00:16:24.000]  跟比拉多說的。
[00:16:24.000 --> 00:16:26.000]  因此比拉多就說,
[00:16:26.000 --> 00:16:29.000]  你們有看守的兵就去吧,
[00:16:29.000 --> 00:16:34.000]  盡你們所能的把守妥當。
[00:16:34.000 --> 00:16:38.000]  令到耶穌無論真的復活,
[00:16:38.000 --> 00:16:42.000]  或者是被人偷私令到假傳他復活也好,
[00:16:42.000 --> 00:16:46.000]  都可以防到這件事不會發生。
[00:16:46.000 --> 00:16:47.000]  在聖經就說,
[00:16:47.000 --> 00:16:51.000]  因此他們就帶著看守的兵一同去,
[00:16:51.000 --> 00:16:53.000]  封了石頭,
[00:16:53.000 --> 00:16:58.000]  將墳墓把守妥當。
[00:16:58.000 --> 00:17:01.000]  誰知道就算這樣森嚴的戒備之下,
[00:17:01.000 --> 00:17:04.000]  都阻止不了主耶穌復活了,
[00:17:04.000 --> 00:17:06.000]  真的離開了墳墓了。
[00:17:06.000 --> 00:17:10.000]  因此那些宗教領袖必須收買兵丁,
[00:17:10.000 --> 00:17:13.000]  叫他們說謊,
[00:17:13.000 --> 00:17:18.000]  說耶穌的屍體其實是被他的門徒偷去的。
[00:17:18.000 --> 00:17:22.000]  其實這是不合邏輯的。
[00:17:22.000 --> 00:17:25.000]  在有兵丁的看守之下,
[00:17:25.000 --> 00:17:29.000]  門徒怎麼可能偷走耶穌的屍體呢?
[00:17:29.000 --> 00:17:33.000]  就算兵丁肯吃死貓,
[00:17:33.000 --> 00:17:36.000]  即是說自己睡覺的時候,
[00:17:36.000 --> 00:17:39.000]  耶穌是被偷走的。
[00:17:39.000 --> 00:17:40.000]  我們就會問,
[00:17:40.000 --> 00:17:43.000]  當這個大石頭被滾開的時候,
[00:17:43.000 --> 00:17:44.000]  難道沒有聲音嗎?
[00:17:44.000 --> 00:17:46.000]  難道他們不會驚醒嗎?
[00:17:46.000 --> 00:17:49.000]  所以這是不合理的。
[00:17:49.000 --> 00:17:52.000]  這種謊言始終是謊言,
[00:17:52.000 --> 00:17:53.000]  是不合理的。
[00:17:53.000 --> 00:17:55.000]  說回彼得,
[00:17:55.000 --> 00:17:57.000]  他被看守在監獄裡面,
[00:17:57.000 --> 00:17:59.000]  很森嚴的。
[00:17:59.000 --> 00:18:00.000]  剛才我們說過,
[00:18:00.000 --> 00:18:02.000]  那種森嚴的程度,
[00:18:02.000 --> 00:18:03.000]  想要逃走,
[00:18:03.000 --> 00:18:05.000]  或者被同伴教走,
[00:18:05.000 --> 00:18:07.000]  那個難度之谷,
[00:18:07.000 --> 00:18:09.000]  和主耶穌要離開梵蒙,
[00:18:09.000 --> 00:18:11.000]  是一樣的難。
[00:18:11.000 --> 00:18:13.000]  我們看看第六節的描述,
[00:18:13.000 --> 00:18:15.000]  就知道了。
[00:18:15.000 --> 00:18:19.000]  就說希律將要提出來的前一夜,
[00:18:19.000 --> 00:18:24.000]  彼得被兩條鐵鏈鎖住,
[00:18:24.000 --> 00:18:27.000]  睡在兩個兵丁的當中。
[00:18:27.000 --> 00:18:28.000]  看守的人,
[00:18:28.000 --> 00:18:30.000]  也都在門外看守。
[00:18:30.000 --> 00:18:32.000]  你就明白,
[00:18:32.000 --> 00:18:34.000]  為什麼一班四個兵丁,
[00:18:34.000 --> 00:18:36.000]  兩個兵丁守著他。
[00:18:36.000 --> 00:18:37.000]  那麼,
[00:18:37.000 --> 00:18:40.000]  彼得被鎖鐵鏈是什麼意思呢?
[00:18:40.000 --> 00:18:41.000]  其實那個鐵鏈,
[00:18:41.000 --> 00:18:45.000]  是鎖在兵丁的手上的。
[00:18:45.000 --> 00:18:46.000]  彼得在中間,
[00:18:46.000 --> 00:18:48.000]  兩邊有兵丁。
[00:18:48.000 --> 00:18:49.000]  彼得的鐵鏈,
[00:18:49.000 --> 00:18:51.000]  是鎖在兵丁的手上。
[00:18:51.000 --> 00:18:53.000]  意思是他有什麼意欲,
[00:18:53.000 --> 00:18:55.000]  兵丁是知道的。
[00:18:55.000 --> 00:18:56.000]  好了,
[00:18:56.000 --> 00:18:58.000]  就算他有變魔法也好,
[00:18:58.000 --> 00:19:01.000]  即是脫離了這個鐵鏈。
[00:19:01.000 --> 00:19:02.000]  他走出去,
[00:19:02.000 --> 00:19:06.000]  還有兩個在門外看守著。
[00:19:06.000 --> 00:19:07.000]  所以,
[00:19:07.000 --> 00:19:10.000]  其實那個難度是非常之高,
[00:19:10.000 --> 00:19:14.000]  是沒有辦法逃脫的。
[00:19:14.000 --> 00:19:17.000]  我們想像一下,
[00:19:17.000 --> 00:19:21.000]  彼得是在五重的看守當中,
[00:19:21.000 --> 00:19:24.000]  鎖在金玉裡面的。
[00:19:24.000 --> 00:19:25.000]  那麼,
[00:19:25.000 --> 00:19:28.000]  第一,他就在金玉裡面。
[00:19:28.000 --> 00:19:31.000]  金玉的意思是地牢來的,
[00:19:31.000 --> 00:19:34.000]  即是不容易去到的一個地方。
[00:19:34.000 --> 00:19:35.000]  第二,
[00:19:35.000 --> 00:19:37.000]  他在十六人所組成的兵團,
[00:19:37.000 --> 00:19:38.000]  即是看守著,
[00:19:38.000 --> 00:19:40.000]  輪班,
[00:19:40.000 --> 00:19:43.000]  可能輪得很密的一個班。
[00:19:43.000 --> 00:19:44.000]  第三,
[00:19:44.000 --> 00:19:46.000]  他被兩條鐵鏈鎖住。
[00:19:46.000 --> 00:19:48.000]  剛剛說了,
[00:19:48.000 --> 00:19:52.000]  他是鎖在兵丁的手上的。
[00:19:52.000 --> 00:19:55.000]  另外,他躺在兩個兵丁的當中。
[00:19:55.000 --> 00:19:59.000]  正確的說法就是鎖在他們的身上,
[00:19:59.000 --> 00:20:05.000]  兩隻手分別在兩邊兵丁的一隻手身上。
[00:20:05.000 --> 00:20:06.000]  那麼,
[00:20:06.000 --> 00:20:08.000]  他在金玉外面,
[00:20:08.000 --> 00:20:10.000]  還有另外兩個兵丁,
[00:20:10.000 --> 00:20:12.000]  即是看守著。
[00:20:12.000 --> 00:20:14.000]  在這樣的情況之下,
[00:20:14.000 --> 00:20:15.000]  我不知道彼得心裡面,
[00:20:15.000 --> 00:20:18.000]  會不會還有一絲的希望,
[00:20:18.000 --> 00:20:21.000]  以為自己可以逃脫的。
[00:20:21.000 --> 00:20:22.000]  老實說,
[00:20:22.000 --> 00:20:24.000]  一般人大概都已經知道了,
[00:20:24.000 --> 00:20:26.000]  沒有希望了。
[00:20:26.000 --> 00:20:27.000]  那麼,
[00:20:27.000 --> 00:20:30.000]  這是一個如此森嚴的防守,
[00:20:30.000 --> 00:20:33.000]  肯定不會有任何希望的。
[00:20:33.000 --> 00:20:34.000]  我相信,
[00:20:34.000 --> 00:20:38.000]  彼得不單止不存月獄的一種希望,
[00:20:38.000 --> 00:20:41.000]  也知道自己必死無疑的。
[00:20:41.000 --> 00:20:43.000]  過了今晚,
[00:20:43.000 --> 00:20:46.000]  希律就會殺害他了。
[00:20:46.000 --> 00:20:48.000]  因為希律都會殺害雅各,
[00:20:48.000 --> 00:20:51.000]  當然不會輕易放了他。
[00:20:51.000 --> 00:20:55.000]  他也是一個基督教很主要的人物。
[00:20:55.000 --> 00:20:59.000]  所以才需要這麼牢牢地看守著他,
[00:20:59.000 --> 00:21:05.000]  這麼堅固地守著他。
[00:21:05.000 --> 00:21:06.000]  當然,
[00:21:06.000 --> 00:21:08.000]  這就是希律想做的事。
[00:21:08.000 --> 00:21:09.000]  那麼,
[00:21:09.000 --> 00:21:10.000]  之後,
[00:21:10.000 --> 00:21:12.000]  他就要被處死了。
[00:21:12.000 --> 00:21:13.000]  我想,
[00:21:13.000 --> 00:21:15.000]  彼得在一個這樣的環境當中,
[00:21:15.000 --> 00:21:17.000]  在一個這樣的心情當中,
[00:21:17.000 --> 00:21:19.000]  如果是你,
[00:21:19.000 --> 00:21:21.000]  你會怎麼樣?
[00:21:21.000 --> 00:21:22.000]  那麼,
[00:21:22.000 --> 00:21:25.000]  有些人可能就沒有希望了。
[00:21:25.000 --> 00:21:26.000]  因此,
[00:21:26.000 --> 00:21:27.000]  什麼都不想了。
[00:21:27.000 --> 00:21:29.000]  安心睡覺就算了。
[00:21:29.000 --> 00:21:30.000]  那麼,
[00:21:30.000 --> 00:21:32.000]  另一個就心裡面想,
[00:21:32.000 --> 00:21:33.000]  無論怎樣都好,
[00:21:33.000 --> 00:21:35.000]  一定有希望的。
[00:21:35.000 --> 00:21:37.000]  因此都很安心。
[00:21:37.000 --> 00:21:39.000]  彼得到底是哪一種情況呢?
[00:21:39.000 --> 00:21:40.000]  我們不知道。
[00:21:40.000 --> 00:21:41.000]  但是,
