
[00:00:00.000 --> 00:00:08.040]  上個月是我們學院開學的時候 代言長約我聊天
[00:03:41.140 --> 00:03:44.220]  你們會分散然後到加利利去
[00:03:44.220 --> 00:03:46.260]  馬太福音26章32節講
[00:03:46.260 --> 00:03:51.060]  但我復活以後要在你們之前往加利利去
[00:03:51.060 --> 00:03:54.140]  在馬太福音26章32節說到
[00:03:54.140 --> 00:03:58.380]  但我復活以後要在你們之前到加利利去
[00:03:58.380 --> 00:04:00.860]  第二次就是耶穌基督復活之後
[00:04:00.860 --> 00:04:02.940]  同樣的提醒門徒
[00:04:02.940 --> 00:04:06.740]  第二次是耶穌復活後同樣的提醒門徒
[00:04:06.740 --> 00:04:09.260]  馬太福音16章第一節提7節
[00:04:09.260 --> 00:04:10.780]  那時候是耶穌基督復活了
[00:04:10.780 --> 00:04:13.980]  門徒走到空墳墓那裡
[00:04:13.980 --> 00:04:17.500]  天使是交代給他們
[00:04:17.500 --> 00:04:21.260]  馬太福音16章同樣也是耶穌復活了
[00:04:21.260 --> 00:04:23.500]  門徒們去到空墳墓那裡
[00:04:23.500 --> 00:04:27.220]  然後天使去交代他們
[00:04:27.220 --> 00:04:29.420]  當時幾個婦女就去到那裡
[00:04:29.420 --> 00:04:32.020]  天使就跟幾個婦女講
[00:04:32.020 --> 00:04:35.020]  跟他們講你們去對他的門徒
[00:04:35.020 --> 00:04:39.420]  我彼得講他要給你們先到加利利去
[00:04:39.420 --> 00:04:42.980]  在那裡你們會看見他
[00:04:42.980 --> 00:04:45.860]  當時天使就跟幾個婦女說
[00:04:45.860 --> 00:04:48.740]  你們去對他的門徒和彼得講
[00:04:48.740 --> 00:04:51.020]  他要給你們先到加利利去
[00:04:51.020 --> 00:04:53.540]  在那裡你們會看見他
[00:04:53.540 --> 00:04:57.140]  門徒一晚去到提比利亞海
[00:04:57.140 --> 00:05:01.780]  門徒早一個晚上已經到了提比利亞海邊
[00:05:01.780 --> 00:05:05.580]  無所事事於是彼得就說我們去捕魚
[00:05:05.580 --> 00:05:09.700]  沒有事情做所以彼得就說要不我們去捕魚吧
[00:05:09.700 --> 00:05:12.980]  這班是專業的漁夫
[00:05:12.980 --> 00:05:15.380]  他們是一群專業的漁夫
[00:05:15.380 --> 00:05:19.420]  在加利利那裡他們很多個晚上都嘗試捕魚
[00:05:19.420 --> 00:05:23.580]  他們在加利利的時候很多個晚上都是嘗試去捕魚的
[00:05:23.580 --> 00:05:27.060]  由晚上去到天亮都是沒有收穫
[00:05:27.060 --> 00:05:32.420]  從早上到晚上到天亮的時候都是沒有收穫的
[00:05:32.420 --> 00:05:35.260]  到第三節的時候耶穌基督就去到海邊了
[00:05:35.260 --> 00:05:38.460]  那第三節的時候耶穌到海邊去了
[00:05:38.460 --> 00:05:43.500]  然後見到他們就跟他們主動的打招呼
[00:05:43.500 --> 00:05:47.300]  耶穌看見他們之後主動的跟他們打招呼
[00:05:47.300 --> 00:05:49.300]  你們打不打得到魚
[00:05:49.300 --> 00:05:50.980]  你們有打到魚嗎
[00:05:50.980 --> 00:05:52.180]  他們說沒有
[00:05:52.180 --> 00:05:53.380]  他們說沒有
[00:05:53.380 --> 00:05:54.620]  耶穌就這樣說
[00:05:54.620 --> 00:05:59.980]  不如將你們的網撒在船的右邊就會得到
[00:05:59.980 --> 00:06:04.420]  耶穌就跟他們說不如你們把網撒在船的右邊
[00:06:04.420 --> 00:06:06.900]  這樣就會有收穫了
[00:06:06.900 --> 00:06:11.460]  這一網非同小可
[00:06:11.460 --> 00:06:15.100]  整個網滿了甚至乎是裂開
[00:06:15.100 --> 00:06:17.540]  是大魚共153條
[00:06:17.540 --> 00:06:23.220]  這個網是滿了甚至是裂開有大魚共153條
[00:06:23.220 --> 00:06:27.460]  眾門徒當中約翰是非常敏銳一個的人
[00:06:27.460 --> 00:06:31.260]  眾門徒當中約翰是一個非常敏銳的人
[00:06:31.260 --> 00:06:34.620]  他聽得出這個聲音是耶穌
[00:06:34.620 --> 00:06:37.620]  他認得出這個聲音是耶穌
[00:06:37.620 --> 00:06:39.380]  我記得楊福音說
[00:06:39.380 --> 00:06:43.020]  耶穌說我的羊聽得到我的聲音
[00:06:43.020 --> 00:06:45.220]  在約翰福音中說過
[00:06:45.220 --> 00:06:47.700]  他的羊是聽得見他的聲音的
[00:06:47.700 --> 00:06:49.460]  又見到這麼大的神蹟
[00:06:49.460 --> 00:06:51.580]  又看見這麼大的神蹟
[00:06:51.580 --> 00:06:54.940]  跟著就跟彼得說是耶穌是主
[00:06:54.940 --> 00:06:57.780]  然後就跟彼得說是耶穌是主
[00:06:57.780 --> 00:06:59.820]  當彼得聽到是主的時候
[00:06:59.820 --> 00:07:02.700]  立刻就拿著衣服跳下船
[00:07:02.700 --> 00:07:05.780]  他聽到是主的時候就立刻披上衣服
[00:07:05.780 --> 00:07:07.500]  然後跳下船
[00:07:07.500 --> 00:07:09.820]  大家長洲不要跳船
[00:07:09.820 --> 00:07:10.620]  危險的
[00:07:10.620 --> 00:07:13.380]  但是去長洲的話不要跳船很危險
[00:07:13.380 --> 00:07:14.460]  可能在岸邊
[00:07:14.460 --> 00:07:16.860]  所以彼得跳船的時候一邊游一邊走
[00:07:16.860 --> 00:07:19.300]  一邊穿衣服衝到去岸邊
[00:07:19.300 --> 00:07:20.860]  可能是因為靠近岸邊
[00:07:20.860 --> 00:07:24.340]  所以他是一邊跳下船一邊跑一邊走
[00:07:24.340 --> 00:07:26.100]  一邊穿上他的衣服
[00:07:26.100 --> 00:07:28.780]  彼得上岸的時候見到一個情景
[00:07:28.780 --> 00:07:31.460]  彼得上岸之後看到一個場景
[00:07:31.460 --> 00:07:34.820]  復活主坐在那裡
[00:07:34.820 --> 00:07:39.500]  聖經特別說有炭火和魚和餅
[00:07:39.500 --> 00:07:44.420]  聖經特別有提到是有炭火和魚還有餅
[00:07:44.420 --> 00:07:46.260]  整個晚上他們都很累了
[00:07:46.260 --> 00:07:48.980]  耶穌就說吃了早餐沒有
[00:07:48.980 --> 00:07:49.980]  當然是沒有
[00:07:49.980 --> 00:07:51.780]  耶穌就問他們吃飯了嗎
[00:07:51.780 --> 00:07:53.300]  當然他們還沒有
[00:07:53.300 --> 00:07:55.500]  耶穌就過來吃早飯
[00:07:55.500 --> 00:07:58.620]  耶穌就呼喚他們過來吃早飯
[00:07:58.620 --> 00:07:59.500]  大家留意
[00:07:59.500 --> 00:08:04.300]  耶穌基督拿著餅和魚遞給門徒
[00:08:04.300 --> 00:08:05.420]  大家留意的是
[00:08:05.420 --> 00:08:09.220]  耶穌他是拿著餅跟魚遞給門徒的
[00:08:09.220 --> 00:08:11.180]  每一個門徒接住的時候
[00:08:11.180 --> 00:08:12.820]  他們的感受是怎樣的
[00:08:12.820 --> 00:08:14.660]  每一個門徒他接到的時候
[00:08:14.660 --> 00:08:16.460]  他的感受是怎樣的
[00:08:16.460 --> 00:08:18.700]  這個就類似在最後晚餐
[00:08:18.700 --> 00:08:21.540]  耶穌基督是手持餅
[00:08:21.540 --> 00:08:24.380]  這個杯 足藉了就遞給他們
[00:08:24.380 --> 00:08:25.980]  就是呼應了最後晚餐
[00:08:25.980 --> 00:08:30.060]  耶穌拿著酒跟餅遞給他們的情況
[00:08:30.060 --> 00:08:32.460]  他們接的時候心情是怎樣的
[00:08:32.460 --> 00:08:35.020]  他們接的時候心情會是怎樣的
[00:08:35.020 --> 00:08:37.100]  特別遞給彼得的時候
[00:08:37.100 --> 00:08:38.540]  彼得的感覺會是怎樣的
[00:08:38.540 --> 00:08:40.940]  特別是遞給彼得的時候
[00:08:40.940 --> 00:08:43.140]  彼得他的心情會是怎樣的
[00:08:43.140 --> 00:08:47.860]  相信彼得的內心是很有滋味的
[00:08:47.860 --> 00:08:51.860]  相信他的內心也是十分不是滋味的
[00:08:51.860 --> 00:08:53.300]  在幾個禮拜之前
[00:08:53.300 --> 00:08:58.060]  耶穌說他將會是人們為他的緣故跌倒
[00:08:58.060 --> 00:09:00.340]  彼得很大聲怎樣說
[00:09:00.340 --> 00:09:02.740]  因為在幾個星期前
[00:09:02.740 --> 00:09:03.820]  他跟彼得說
[00:09:03.820 --> 00:09:05.740]  大家會因為他的緣故而跌倒
[00:09:05.740 --> 00:09:07.780]  他的感受和想法
[00:09:07.780 --> 00:09:10.620]  當耶穌說你們為我的緣故會跌倒
[00:09:10.620 --> 00:09:13.700]  當天說你們會因為我的緣故跌倒
[00:09:13.700 --> 00:09:15.820]  彼得誇大海口的話
[00:09:15.820 --> 00:09:18.460]  主啊 我已經預備好和你坐監
[00:09:18.460 --> 00:09:20.380]  和你同死
[00:09:20.380 --> 00:09:22.540]  當時的彼得是誇下海口
[00:09:22.540 --> 00:09:26.060]  就說主啊 我已經準備好要和你坐牢
[00:09:26.060 --> 00:09:27.940]  和你共死
[00:09:27.940 --> 00:09:30.820]  彼得三次不認主的事情大家都熟悉
[00:09:30.820 --> 00:09:34.220]  彼得三次不認主的事情相信大家都很熟悉
[00:09:34.220 --> 00:09:38.100]  我特別喜歡看《路加福音》
[00:09:38.100 --> 00:09:40.900]  我特別喜歡看《路加福音》
[00:09:40.900 --> 00:09:42.540]  沒錯 好多人都是走
[00:09:42.540 --> 00:09:45.740]  但是彼得也有一種愛主的心
[00:09:45.740 --> 00:09:47.180]  他跟著那些人
[00:09:47.180 --> 00:09:50.460]  捉著耶穌去到大祭祀的院子
[00:09:50.460 --> 00:09:52.060]  他跟著去的
[00:09:52.060 --> 00:09:53.180]  大家都是走
[00:09:53.180 --> 00:09:55.700]  可是他也是有這個愛主的心
[00:09:55.700 --> 00:10:01.500]  他是跟從大家到大祭祀的院子那裡抓住他
[00:10:01.500 --> 00:10:02.380]  耶穌說過
[00:10:02.380 --> 00:10:04.820]  彼得你將會三次不認我
[00:10:04.820 --> 00:10:06.340]  耶穌有跟彼得說過
[00:10:06.340 --> 00:10:08.980]  彼得你將會三次不認我
[00:10:08.980 --> 00:10:11.940]  在第三次的時候發生兩件事
[00:10:11.940 --> 00:10:14.940]  在第三次的時候發生了兩件事情
[00:10:14.940 --> 00:10:18.260]  正說話之間雞就叫了
[00:10:18.260 --> 00:10:22.180]  正說話之間雞就叫了
[00:10:22.180 --> 00:10:24.580]  剛剛耶穌基督出院主
[00:10:24.580 --> 00:10:28.140]  主轉過身來看彼得
[00:10:28.140 --> 00:10:29.900]  剛剛耶穌走出院子之後
[00:10:29.900 --> 00:10:32.100]  主轉過身來看彼得
[00:10:32.100 --> 00:10:34.980]  彼得就想起主對他所說的話
[00:10:34.980 --> 00:10:36.460]  今天雞叫已遷
[00:10:36.460 --> 00:10:38.420]  你要三次不認我
[00:10:38.420 --> 00:10:41.300]  彼得就出去痛哭
[00:10:41.300 --> 00:10:43.460]  彼得就想起主對他說
[00:10:43.460 --> 00:10:46.140]  今天雞叫以前你要三次不認我
[00:10:46.140 --> 00:10:49.260]  他就走出去痛哭
[00:10:49.260 --> 00:10:52.740]  大家想耶穌基督用什麼眼神看彼得呢
[00:10:52.740 --> 00:10:56.460]  耶穌會用什麼眼神去看彼得呢
[00:10:56.460 --> 00:10:57.500]  我猜不會
[00:10:57.500 --> 00:10:58.900]  我看死你了
[00:10:58.900 --> 00:11:00.860]  我相信不會是
[00:11:00.860 --> 00:11:03.700]  我就知道你會這樣做的眼神
[00:11:03.700 --> 00:11:06.420]  那是可能透過眼神跟彼得說
[00:11:06.420 --> 00:11:08.900]  彼得你不要忘記一件事
[00:11:08.900 --> 00:11:11.220]  我相信是用眼神跟彼得說
[00:11:11.220 --> 00:11:13.580]  叫他不要忘記這件事
[00:11:13.580 --> 00:11:15.580]  我為你祈禱
[00:11:15.580 --> 00:11:18.580]  你回來要兼顧你的兄弟
[00:11:18.580 --> 00:11:19.900]  我為你禱告
[00:11:19.900 --> 00:11:22.340]  你回來要兼顧你的兄弟
[00:11:22.340 --> 00:11:25.540]  所以在清晨在海邊的時候
[00:11:25.540 --> 00:11:28.420]  當耶穌遞魚和餅給他的時候
[00:11:28.420 --> 00:11:30.580]  彼得的感受是怎麼樣
[00:11:30.580 --> 00:11:32.260]  所以當在清晨
[00:11:32.260 --> 00:11:34.740]  耶穌把餅跟魚遞給他的時候
[00:11:34.740 --> 00:11:37.300]  彼得他的心情會是如何
[00:11:37.300 --> 00:11:40.500]  他敢不敢望耶穌
[00:11:40.500 --> 00:11:43.100]  他有沒有這個膽子去看耶穌呢
[00:11:43.100 --> 00:11:44.220]  中午吃東西的時候
[00:11:44.220 --> 00:11:47.220]  彼得肯定低頭不敢望耶穌
[00:11:47.220 --> 00:11:48.380]  大家吃東西的時候
[00:11:48.380 --> 00:11:50.660]  他可能就在那裡默默低下頭
[00:11:50.660 --> 00:11:52.500]  自己在那裡猛吃
[00:11:52.500 --> 00:11:54.860]  我相信耶穌知道彼得的心情
[00:11:54.860 --> 00:11:59.100]  我相信耶穌他是知道彼得的心情
[00:11:59.100 --> 00:12:00.500]  耶穌三次問彼得
[00:12:00.500 --> 00:12:02.380]  你愛我比這些更什麼
[00:12:02.380 --> 00:12:06.180]  我相信是耶穌去幫助彼得
[00:12:06.180 --> 00:12:09.500]  克服他從前的失敗
[00:12:09.500 --> 00:12:12.220]  耶穌他三次問了彼得
[00:12:12.220 --> 00:12:14.220]  你愛我比這些更什麼
[00:12:14.220 --> 00:12:17.060]  我相信是耶穌他要幫助彼得
[00:12:17.060 --> 00:12:19.620]  去面對他以前的失敗
[00:12:19.620 --> 00:12:22.060]  21章的15到17節
[00:12:22.060 --> 00:12:25.500]  是有一組耶穌和彼得的對話
[00:12:25.500 --> 00:12:29.100]  在21章15到17節是有一組
[00:12:29.100 --> 00:12:31.220]  耶穌跟彼得的對話
[00:12:31.220 --> 00:12:31.940]  大家都熟悉了
[00:12:31.940 --> 00:12:33.660]  我不會詳細去看
[00:12:33.660 --> 00:12:36.260]  一組再跟大家詳細的分析
[00:12:36.260 --> 00:12:37.740]  相信大家都比較熟悉了
[00:12:37.740 --> 00:12:39.420]  所以就不會太仔細的
[00:12:39.420 --> 00:12:41.420]  去跟大家講這一段
[00:12:41.420 --> 00:12:43.700]  在這段中愛出了
[00:12:43.700 --> 00:12:47.260]  在希臘文有兩個的愛字出現過
[00:12:47.260 --> 00:12:51.780]  在這邊有兩個希臘文的愛字出現了
[00:12:51.780 --> 00:12:53.980]  兩個餵羊牧羊的字
[00:12:53.980 --> 00:12:56.100]  有兩個餵羊牧羊的字
[00:12:56.100 --> 00:12:58.380]  兩個不同有關羊的字
[00:12:58.380 --> 00:13:01.260]  兩個有不同相關於羊的字
[00:13:01.260 --> 00:13:07.300]  我相信約翰是用一個修辭法
[00:13:07.300 --> 00:13:08.860]  用不同的表達
[00:13:08.860 --> 00:13:10.220]  帶出了一個訊息
[00:13:10.220 --> 00:13:12.500]  相信他是用不同的修辭
[00:13:12.500 --> 00:13:14.820]  去帶出同一個訊息
[00:13:14.820 --> 00:13:17.660]  這段當中我再跟大家分享
[00:13:17.660 --> 00:13:19.980]  兩個觀念在預備的時候
[00:13:19.980 --> 00:13:21.180]  一些的發現
[00:13:21.180 --> 00:13:23.700]  想跟大家分享的是兩個的觀點
[00:13:23.700 --> 00:13:26.220]  就是我在看的時候的一個發現
[00:13:26.220 --> 00:13:28.500]  我重點是彼得的回答
[00:13:28.500 --> 00:13:30.500]  「知道」這個字
[00:13:30.500 --> 00:13:32.260]  重點是彼得的回答
[00:13:32.260 --> 00:13:33.820]  「知道」這個字
[00:13:33.820 --> 00:13:35.540]  彼得用「知道」來回答
[00:13:35.540 --> 00:13:38.580]  耶穌基督給他問愛的那個挑戰
[00:13:38.580 --> 00:13:41.460]  彼得是用「知道」這個詞
[00:13:41.460 --> 00:13:45.140]  去回答耶穌對他愛的這個問題
[00:13:45.140 --> 00:13:46.020]  幾個禮拜前
[00:13:46.020 --> 00:13:48.980]  彼得的自信心是爆棚
[00:13:48.980 --> 00:13:52.100]  認為我比其他門徒更堅強
[00:13:52.100 --> 00:13:53.220]  更愛主
[00:13:53.220 --> 00:13:54.340]  在幾個星期前
[00:13:54.340 --> 00:13:56.700]  彼得他的自信心是非常高的
[00:13:56.700 --> 00:14:00.300]  認為自己比其他的門徒更加的愛主
[00:14:00.300 --> 00:14:02.660]  馬太二六章33-35節
[00:14:02.660 --> 00:14:06.020]  即使眾人為你而跌倒
[00:14:06.020 --> 00:14:08.820]  彼得說「我也絕對不會跌倒
[00:14:08.820 --> 00:14:11.580]  我就是必須與你同死
[00:14:11.580 --> 00:14:14.340]  也絕不會不認你」
[00:14:14.340 --> 00:14:18.660]  在馬太福音二十六章的三十三和三十五節
[00:14:18.660 --> 00:14:19.660]  這樣說到
[00:14:19.660 --> 00:14:22.060]  即使眾人為你的緣故跌倒
[00:14:22.060 --> 00:14:23.620]  我也絕不會跌倒
[00:14:23.620 --> 00:14:25.940]  我就是必須和你同死
[00:14:25.940 --> 00:14:28.060]  也絕不會不認你
[00:14:28.060 --> 00:14:29.980]  馬福音十四章二十九三十一節
[00:14:29.980 --> 00:14:30.700]  請你讀
[00:14:30.700 --> 00:14:33.900]  馬可福音十四章二十四九的三十一節
[00:14:33.900 --> 00:14:36.860]  雖然眾人跌倒但我不會
[00:14:36.860 --> 00:14:38.300]  彼得卻極力的說
[00:14:38.300 --> 00:14:40.460]  我就是必須和你同死
[00:14:40.460 --> 00:14:42.260]  也絕不會不認你
[00:14:42.260 --> 00:14:43.820]  現在彼得改口了
[00:14:43.820 --> 00:14:45.540]  現在彼得改口了
[00:14:45.540 --> 00:14:47.020]  過往他自傲
[00:14:47.020 --> 00:14:50.300]  很自大地去宣稱
[00:14:50.300 --> 00:14:53.420]  過往他很自大自傲地去宣稱
[00:14:53.420 --> 00:14:55.500]  現在他不靠自己了
[00:14:55.500 --> 00:14:57.540]  他現在不再依靠自己
[00:14:57.540 --> 00:15:00.380]  當耶穌問他「你愛我嗎」
[00:15:00.380 --> 00:15:02.780]  當耶穌問他「你愛我嗎」
[00:15:02.780 --> 00:15:04.100]  他同樣肯定地說
[00:15:04.100 --> 00:15:05.620]  「主啊 是的」
[00:15:05.620 --> 00:15:09.340]  接著說「你知道我愛你」
[00:15:09.340 --> 00:15:10.540]  他很肯定地說
[00:15:10.540 --> 00:15:13.420]  「主啊 是的 你知道我愛你」
[00:15:13.420 --> 00:15:16.220]  一方面他很有肯定的語氣
[00:15:16.220 --> 00:15:17.500]  「是的」
[00:15:17.500 --> 00:15:19.580]  一方面他有很肯定的語氣
[00:15:19.580 --> 00:15:20.620]  「是的」
[00:15:20.620 --> 00:15:22.260]  然後更加強調的是
[00:15:22.260 --> 00:15:24.620]  「主啊 你知道」
[00:15:24.620 --> 00:15:26.140]  然後更加強調的是
[00:15:26.140 --> 00:15:27.780]  「主啊 你知道的」
[00:15:27.780 --> 00:15:29.540]  從前在他自己身上
[00:15:29.540 --> 00:15:31.540]  從前在他自己身上
[00:15:31.540 --> 00:15:33.140]  現在他知道就是說
[00:15:33.140 --> 00:15:36.260]  他的生命在耶穌基督的安排下
[00:15:36.260 --> 00:15:37.420]  他現在知道的是
[00:15:37.420 --> 00:15:40.540]  他的生命是在耶穌基督的安排之下
[00:15:40.540 --> 00:15:42.620]  耶穌知道一切
[00:15:42.620 --> 00:15:44.900]  耶穌他知道一切
[00:15:44.900 --> 00:15:48.260]  十七節特別用了「知道」有兩次
[00:15:48.260 --> 00:15:48.260]  十七節特別用了「知道」有兩次
[00:15:48.260 --> 00:15:48.260]  第十七節特別用了「知道」有兩次
[00:15:48.260 --> 00:15:48.260]  第十七節特別用了「知道」有兩次
[00:15:48.260 --> 00:15:48.260]  第十七節特別用了「知道」有兩次
[00:15:48.260 --> 00:15:48.260]  第十七節特別用了「知道」有兩次
[00:15:48.260 --> 00:15:48.260]  第十七節特別用了「知道」有兩次
[00:15:48.260 --> 00:15:48.260]  第十七節特別用了「知道」有兩次
[00:15:48.260 --> 00:15:48.260]  第十七節特別用了「知道」有兩次
[00:15:48.260 --> 00:15:48.260]  第十七節特別用了「知道」有兩次
[00:15:48.260 --> 00:16:05.260]  第十七節特別用了「知道」有兩次
[00:16:05.260 --> 00:16:05.260]  第十七節特別用了「知道」有兩次
[00:16:05.260 --> 00:16:05.260]  第十七節特別用了「知道」有兩次
[00:16:05.260 --> 00:16:05.260]  第十七節特別用了「知道」有兩次
[00:16:05.260 --> 00:16:05.260]  第十七節特別用了「知道」有兩次
[00:16:05.260 --> 00:16:05.260]  第十七節特別用了「知道」有兩次
[00:16:05.260 --> 00:16:05.260]  第十七節特別用了「知道」有兩次
[00:16:05.260 --> 00:16:05.260]  第十七節特別用了「知道」有兩次
[00:16:05.260 --> 00:16:05.260]  第十七節特別用了「知道」有兩次
[00:16:05.260 --> 00:16:05.260]  第十七節特別用了「知道」有兩次
[00:16:05.260 --> 00:16:05.260]  第十七節特別用了「知道」有兩次
[00:16:05.260 --> 00:16:05.260]  第十七節特別用了「知道」有兩次
[00:16:05.260 --> 00:16:05.260]  第十七節特別用了「知道」有兩次
[00:16:05.260 --> 00:16:05.260]  第十七節特別用了「知道」有兩次
[00:16:05.260 --> 00:16:21.260]  第十七節特別用了「知道」有兩次
[00:16:21.260 --> 00:16:21.260]  第十七節特別用了「知道」有兩次
[00:16:21.260 --> 00:16:21.260]  第十七節特別用了「知道」有兩次
[00:16:21.260 --> 00:16:21.260]  第十七節特別用了「知道」有兩次
[00:16:21.260 --> 00:16:21.260]  第十七節特別用了「知道」有兩次
[00:16:21.260 --> 00:16:21.260]  第十七節特別用了「知道」有兩次
[00:16:21.260 --> 00:16:21.260]  第十七節特別用了「知道」有兩次
[00:16:21.260 --> 00:16:21.260]  第十七節特別用了「知道」有兩次
[00:16:21.260 --> 00:16:21.260]  第十七節特別用了「知道」有兩次
[00:16:21.260 --> 00:16:21.260]  第十七節特別用了「知道」有兩次
[00:16:21.260 --> 00:16:21.260]  第十七節特別用了「知道」有兩次
[00:16:21.260 --> 00:16:21.260]  第十七節特別用了「知道」有兩次
[00:16:21.260 --> 00:16:21.260]  第十七節特別用了「知道」有兩次
[00:16:21.260 --> 00:16:21.260]  第十七節特別用了「知道」有兩次
[00:16:21.260 --> 00:16:37.260]  第十七節特別用了「知道」有兩次
[00:16:37.260 --> 00:16:37.260]  第十七節特別用了「知道」有兩次
[00:16:37.260 --> 00:16:37.260]  第十七節特別用了「知道」有兩次
[00:16:37.260 --> 00:16:37.260]  第十七節特別用了「知道」有兩次
[00:16:37.260 --> 00:16:37.260]  第十七節特別用了「知道」有兩次
[00:16:37.260 --> 00:16:37.260]  第十七節特別用了「知道」有兩次
[00:16:37.260 --> 00:16:37.260]  第十七節特別用了「知道」有兩次
[00:16:37.260 --> 00:16:37.260]  第十七節特別用了「知道」有兩次
[00:16:37.260 --> 00:16:37.260]  第十七節特別用了「知道」有兩次
