
[00:00:00.000 --> 00:00:04.500]  我的見證會分享四方面
[00:01:32.160 --> 00:01:35.160]  接著他在九龍堂、中心堂
[00:01:35.160 --> 00:01:36.460]  是侍奉的
[00:01:36.460 --> 00:01:38.360]  這個是我爸爸
[00:01:38.360 --> 00:01:39.060]  媽媽
[00:01:39.060 --> 00:01:40.260]  接著那個是我
[00:01:40.260 --> 00:01:43.160]  那我在香港長大的
[00:01:43.160 --> 00:01:44.460]  但是
[00:01:44.460 --> 00:01:46.160]  誰記得九七的
[00:01:46.160 --> 00:01:46.960]  九七年
[00:01:46.960 --> 00:01:48.360]  有什麼發生?
[00:01:48.360 --> 00:01:50.360]  很多人害怕
[00:01:50.360 --> 00:01:51.760]  沒有自由了,對不對?
[00:01:51.760 --> 00:01:53.460]  那所以他又飛了去
[00:01:53.460 --> 00:01:55.560]  很多人飛了去外國
[00:01:55.560 --> 00:01:57.560]  去加拿大、美國
[00:01:57.560 --> 00:02:00.260]  那開始就很多教會
[00:02:00.260 --> 00:02:03.660]  又需要一個牧師
[00:02:03.660 --> 00:02:06.160]  在加拿大、美國
[00:02:06.160 --> 00:02:09.860]  去幫這些華人搬了去
[00:02:09.860 --> 00:02:12.160]  這些外國的城市
[00:02:12.160 --> 00:02:14.460]  那我爸爸就祈禱了
[00:02:14.460 --> 00:02:15.260]  我爸爸就說
[00:02:15.260 --> 00:02:17.160]  神啊,你帶領我
[00:02:17.160 --> 00:02:18.960]  去哪裏去侍奉呢?
[00:02:18.960 --> 00:02:20.760]  那那個時間
[00:02:20.760 --> 00:02:25.160]  我婆婆和我阿姨
[00:02:25.160 --> 00:02:26.660]  她就搬了去多倫多
[00:02:26.660 --> 00:02:27.360]  那我們就說
[00:02:27.360 --> 00:02:30.860]  哦,那我媽媽的屍體在那邊
[00:02:30.860 --> 00:02:32.660]  那我搬過去那裏
[00:02:32.660 --> 00:02:34.460]  那我們就看到下一個圖案
[00:02:34.460 --> 00:02:36.760]  我們去了多倫多
[00:02:36.760 --> 00:02:37.860]  那在多倫多
[00:02:37.860 --> 00:02:40.160]  我們就建了一個教會
[00:02:40.160 --> 00:02:42.060]  在密西沙加的
[00:02:42.060 --> 00:02:45.060]  誰去過多倫多的?舉手
[00:02:45.060 --> 00:02:46.860]  多倫多,耶
[00:02:46.860 --> 00:02:50.960]  喜歡很冷可以滑雪
[00:02:50.960 --> 00:02:52.060]  OK
[00:02:52.060 --> 00:02:53.560]  那我們就建了
[00:02:53.560 --> 00:02:57.460]  我爸爸就建了一個教會
[00:02:57.460 --> 00:02:58.560]  在密西沙加的
[00:02:58.560 --> 00:02:59.960]  下一個圖案
[00:02:59.960 --> 00:03:04.460]  那在北美
[00:03:04.460 --> 00:03:05.560]  那些教會很流行
[00:03:05.560 --> 00:03:06.860]  很大的那些建築物
[00:03:06.860 --> 00:03:07.860]  有健身室
[00:03:07.860 --> 00:03:09.560]  有很多課室
[00:03:09.560 --> 00:03:13.060]  有很大的獨立的建築物
[00:03:13.060 --> 00:03:14.660]  那我
[00:03:14.660 --> 00:03:16.760]  OK,下一個圖案
[00:03:16.760 --> 00:03:18.560]  我長大的時候
[00:03:18.560 --> 00:03:20.860]  我是想做
[00:03:20.860 --> 00:03:22.060]  牧師
[00:03:22.060 --> 00:03:24.260]  還是Shenzhi?
[00:03:24.260 --> 00:03:25.660]  Shenzhi
[00:03:25.660 --> 00:03:27.960]  OK
[00:03:27.960 --> 00:03:29.760]  我長大的時候
[00:03:29.760 --> 00:03:31.360]  我想做牧師
[00:03:31.360 --> 00:03:32.360]  將來做牧師
[00:03:32.360 --> 00:03:33.560]  還是想做Shenzhi?
[00:03:33.560 --> 00:03:34.160]  OK
[00:03:34.160 --> 00:03:36.660]  牧師的舉手
[00:03:36.660 --> 00:03:37.260]  牧師的舉手
[00:03:37.260 --> 00:03:38.860]  沒有人想?
[00:03:38.860 --> 00:03:40.960]  沒有人覺得我想做
[00:03:40.960 --> 00:03:43.660]  OK,誰覺得是Shenzhi的?舉手
[00:03:47.760 --> 00:03:49.060]  OK,下一個圖案
[00:03:49.060 --> 00:03:51.260]  其實我之前
[00:03:51.260 --> 00:03:54.560]  小時候很喜歡Jim Carrey
[00:03:54.560 --> 00:03:56.760]  有沒有看過Jim Carrey?
[00:03:56.760 --> 00:03:59.260]  Jim Carrey是這個演員
[00:03:59.260 --> 00:04:02.160]  他是The Mask Pet Detective
[00:04:02.160 --> 00:04:03.060]  OK
[00:04:03.060 --> 00:04:03.660]  他是綠色的
[00:04:03.660 --> 00:04:06.060]  因為他穿著The Mask
[00:04:06.060 --> 00:04:07.460]  為什麼我喜歡Jim Carrey?
[00:04:07.460 --> 00:04:09.260]  因為我覺得他很有趣
[00:04:09.260 --> 00:04:10.360]  而且很自由
[00:04:10.360 --> 00:04:12.360]  他想做任何人都可以
[00:04:12.360 --> 00:04:14.260]  他做什麼都可以
[00:04:14.260 --> 00:04:15.860]  很好笑、很好笑
[00:04:15.860 --> 00:04:18.660]  所以我想做一個演員
[00:04:18.660 --> 00:04:21.360]  好像Jim Carrey那樣
[00:04:21.360 --> 00:04:25.660]  但是我在教會
[00:04:25.660 --> 00:04:27.660]  也有很多壓力
[00:04:27.660 --> 00:04:28.360]  是不是?
[00:04:28.360 --> 00:04:30.460]  因為我爸爸是誰?
[00:04:30.460 --> 00:04:32.060]  是牧師
[00:04:32.060 --> 00:04:33.360]  我們看下一個圖案
[00:04:33.360 --> 00:04:37.760]  我就在爭辯我的身份
[00:04:37.760 --> 00:04:39.760]  我就在爭辯我的身份
[00:04:39.760 --> 00:04:41.660]  因為做牧師仔
[00:04:41.660 --> 00:04:43.560]  也有很大的期望
[00:04:43.560 --> 00:04:44.060]  是不是?
[00:04:44.060 --> 00:04:45.660]  因為你做什麼呢?
[00:04:45.660 --> 00:04:47.960]  會反映誰?
[00:04:47.960 --> 00:04:50.860]  你做什麼會反映誰?
[00:04:50.860 --> 00:04:52.160]  你的父母
[00:04:52.160 --> 00:04:52.960]  是不是?
[00:04:52.960 --> 00:04:54.360]  會反映你的父母
[00:04:54.360 --> 00:04:56.060]  那你乖的時候
[00:04:56.060 --> 00:04:59.960]  你做一個好的兒子
[00:04:59.960 --> 00:05:01.160]  那就好了
[00:05:01.160 --> 00:05:01.660]  是不是?
[00:05:01.660 --> 00:05:03.060]  做一些不好的事
[00:05:03.060 --> 00:05:05.860]  教會的人會看到你
[00:05:05.860 --> 00:05:07.760]  看到你做什麼
[00:05:07.760 --> 00:05:10.760]  那他就告訴你爸爸媽媽
[00:05:10.760 --> 00:05:12.860]  然後爸爸媽媽就跟你說
[00:05:12.860 --> 00:05:13.960]  你看著你
[00:05:13.960 --> 00:05:15.360]  你做些什麼
[00:05:15.360 --> 00:05:17.460]  你會反映我
[00:05:17.460 --> 00:05:17.860]  是不是?
[00:05:17.860 --> 00:05:19.660]  大不大壓力?
[00:05:19.660 --> 00:05:20.960]  好像每個人
[00:05:20.960 --> 00:05:23.560]  在教會看著你那樣
[00:05:23.560 --> 00:05:24.860]  心理損害
[00:05:24.860 --> 00:05:29.060]  這裡有很好的心理分析
[00:05:29.060 --> 00:05:31.260]  那下一個圖案
[00:05:31.260 --> 00:05:34.360]  我就覺得我自己好像困住那樣
[00:05:34.360 --> 00:05:34.760]  是不是?
[00:05:34.760 --> 00:05:37.960]  給一些人的期望困住我
[00:05:37.960 --> 00:05:42.260]  有沒有人感到煩躁
[00:05:42.260 --> 00:05:44.160]  或者被人困住那樣
[00:05:44.160 --> 00:05:46.060]  有沒有人感到煩躁
[00:05:46.060 --> 00:05:46.860]  OK
[00:05:46.860 --> 00:05:49.260]  我就給那些期望
[00:05:49.260 --> 00:05:50.660]  好像困住我
[00:05:50.660 --> 00:05:51.760]  好像沒有自由
[00:05:51.760 --> 00:05:52.960]  我很想有自由
[00:05:52.960 --> 00:05:53.260]  是不是?
[00:05:53.260 --> 00:05:54.760]  好像Jim Carrey那樣
[00:05:54.760 --> 00:05:56.860]  可以做哪個角色都可以
[00:05:56.860 --> 00:05:58.760]  去很有趣
[00:05:58.760 --> 00:06:01.560]  但是我覺得好像困住那樣
[00:06:01.560 --> 00:06:03.560]  那我就開始找個身份
[00:06:03.560 --> 00:06:05.360]  在不同的地方
[00:06:05.360 --> 00:06:06.060]  是不是?
[00:06:06.060 --> 00:06:07.760]  我可能打球很厲害
[00:06:07.760 --> 00:06:09.960]  所以找個身份
[00:06:09.960 --> 00:06:11.760]  在打球那裡
[00:06:11.760 --> 00:06:14.160]  我彈琴又很厲害的
[00:06:14.160 --> 00:06:15.360]  接著我就
[00:06:15.360 --> 00:06:17.860]  想找個身份在彈琴那裡
[00:06:17.860 --> 00:06:20.660]  去避免這個大期望
[00:06:20.660 --> 00:06:23.060]  在教會那裡
[00:06:23.060 --> 00:06:24.560]  但是
[00:06:24.560 --> 00:06:26.360]  你如果擺
[00:06:26.360 --> 00:06:28.660]  你的身份在不同的地方
[00:06:28.660 --> 00:06:31.660]  可能是好的東西
[00:06:31.660 --> 00:06:34.160]  甚至可能是在教會服務
[00:06:34.160 --> 00:06:35.360]  都是好的東西
[00:06:35.360 --> 00:06:38.360]  我可以擺個身份在服務那裡
[00:06:38.360 --> 00:06:40.360]  但是問題是什麼呢?
[00:06:40.360 --> 00:06:41.660]  我打球
[00:06:41.660 --> 00:06:43.460]  可以贏
[00:06:43.460 --> 00:06:45.460]  但是也可以怎樣?
[00:06:45.460 --> 00:06:46.160]  輸
[00:06:46.160 --> 00:06:47.760]  是不是?
[00:06:47.760 --> 00:06:48.760]  贏又輸
[00:06:48.760 --> 00:06:49.660]  贏又輸
[00:06:49.660 --> 00:06:50.960]  贏又輸
[00:06:50.960 --> 00:06:51.560]  是不是?
[00:06:51.560 --> 00:06:53.660]  你彈琴那些競賽
[00:06:53.660 --> 00:06:54.860]  哪個考琴
[00:06:54.860 --> 00:06:56.460]  有競賽的
[00:06:56.460 --> 00:06:57.660]  去過競賽的
[00:06:57.660 --> 00:06:59.360]  OK, Nice
[00:06:59.360 --> 00:06:59.960]  是不是?
[00:06:59.960 --> 00:07:01.860]  你可以贏
[00:07:01.860 --> 00:07:04.160]  又是有時
[00:07:04.160 --> 00:07:05.660]  不是第一個
[00:07:05.660 --> 00:07:06.960]  又第一
[00:07:06.960 --> 00:07:07.960]  可能最後
[00:07:07.960 --> 00:07:09.660]  第一又最後
[00:07:09.660 --> 00:07:11.160]  所以我找身份
[00:07:11.160 --> 00:07:13.060]  而在不同的地方
[00:07:13.060 --> 00:07:16.060]  就好像滾軸車那樣
[00:07:16.060 --> 00:07:16.960]  滾軸車
[00:07:16.960 --> 00:07:18.760]  過山車那樣
[00:07:18.760 --> 00:07:20.360]  那我就開始
[00:07:20.360 --> 00:07:21.960]  找身份是什麼呢?
[00:07:21.960 --> 00:07:24.660]  是可以一致的
[00:07:24.660 --> 00:07:28.960]  有什麼可以在這個世界是一致的?
[00:07:28.960 --> 00:07:31.360]  有什麼是一致的呢?
[00:07:31.360 --> 00:07:34.160]  那我就開始
[00:07:34.160 --> 00:07:36.060]  找主耶穌了
[00:07:36.060 --> 00:07:37.660]  我八歲的時候
[00:07:37.660 --> 00:07:38.760]  我爸爸媽媽
[00:07:38.760 --> 00:07:42.460]  我媽媽就帶我信主的
[00:07:42.460 --> 00:07:43.160]  我是在
[00:07:43.160 --> 00:07:44.160]  好像你那樣
[00:07:44.160 --> 00:07:46.060]  在教會長大
[00:07:46.060 --> 00:07:48.260]  但是有一個點
[00:07:48.260 --> 00:07:48.860]  我是
[00:07:48.860 --> 00:07:51.060]  You take a step of faith
[00:07:51.060 --> 00:07:52.960]  去認識主耶穌
[00:07:52.960 --> 00:07:53.960]  去祈禱
[00:07:53.960 --> 00:07:55.260]  去接受主耶穌
[00:07:55.260 --> 00:07:57.860]  是我個人的救主
[00:07:57.860 --> 00:07:59.760]  那這裡就說
[00:07:59.760 --> 00:08:00.660]  Jesus replied
[00:08:00.660 --> 00:08:01.960]  Verily I tell you
[00:08:01.960 --> 00:08:05.560]  Everyone who sins is a slave to sin
[00:08:05.560 --> 00:08:08.260]  So if the Son sets you free
[00:08:08.260 --> 00:08:11.660]  You will be free indeed
[00:08:11.660 --> 00:08:12.160]  是不是?
[00:08:12.160 --> 00:08:14.160]  我很喜歡freedom
[00:08:14.160 --> 00:08:15.260]  我很喜歡freedom
[00:08:15.260 --> 00:08:17.360]  但是這個世界的東西
[00:08:17.360 --> 00:08:19.760]  我找的身份全部呢
[00:08:19.760 --> 00:08:20.960]  都不是很free的
[00:08:20.960 --> 00:08:23.060]  好像slave那樣
[00:08:23.060 --> 00:08:24.960]  贏又輸
[00:08:24.960 --> 00:08:26.860]  贏又輸
[00:08:26.860 --> 00:08:27.360]  是不是?
[00:08:27.360 --> 00:08:29.760]  那些人的期望怎麼看你
[00:08:29.760 --> 00:08:32.060]  好像困住我那樣
[00:08:32.060 --> 00:08:34.260]  但是我開始困住耶穌
[00:08:34.260 --> 00:08:34.760]  他就說
[00:08:34.760 --> 00:08:36.160]  怎麼說?
[00:08:36.160 --> 00:08:38.560]  If the Son sets you free
[00:08:38.560 --> 00:08:42.560]  You will be free indeed
[00:08:42.560 --> 00:08:43.960]  接著next slide
[00:08:43.960 --> 00:08:45.160]  我就看到
[00:08:45.160 --> 00:08:47.560]  你認識神的時候
[00:08:47.560 --> 00:08:48.560]  你會怎樣?
[00:08:48.560 --> 00:08:52.260]  你會注意一個新的person
[00:08:52.260 --> 00:08:53.760]  a new person
[00:08:53.760 --> 00:08:56.460]  Therefore if anyone is in Christ
[00:08:56.460 --> 00:08:58.760]  the new creation has come
[00:08:58.760 --> 00:09:00.460]  the old has gone
[00:09:00.460 --> 00:09:04.060]  the new is here
[00:09:04.060 --> 00:09:06.560]  那我開始就在神那裡
[00:09:06.560 --> 00:09:08.460]  找我的identity
[00:09:08.460 --> 00:09:09.360]  難不難?
[00:09:09.360 --> 00:09:10.860]  容易嗎?
[00:09:10.860 --> 00:09:11.960]  是難的
[00:09:11.960 --> 00:09:12.460]  不容易的
[00:09:12.460 --> 00:09:13.860]  有時是要
[00:09:13.860 --> 00:09:14.860]  是要
[00:09:14.860 --> 00:09:17.860]  做基督徒都是有 ups and downs 的
[00:09:17.860 --> 00:09:19.360]  但是我
[00:09:19.360 --> 00:09:22.660]  繼續去追求主耶穌
[00:09:22.660 --> 00:09:24.360]  那有一天呢
[00:09:24.360 --> 00:09:25.460]  有個summer呢
[00:09:25.460 --> 00:09:28.060]  我們都有summer camp
[00:09:28.060 --> 00:09:29.160]  summer camp
[00:09:29.160 --> 00:09:30.260]  那next slide
[00:09:30.260 --> 00:09:31.460]  那是
[00:09:31.460 --> 00:09:33.060]  個summer camp呢
[00:09:33.060 --> 00:09:35.360]  就有一個dedication night
[00:09:35.360 --> 00:09:37.860]  有一個dedication night
[00:09:37.860 --> 00:09:39.060]  next slide
[00:09:39.060 --> 00:09:41.160]  好像我們之前那樣
[00:09:41.160 --> 00:09:43.660]  個camp有一個dedication night
[00:09:43.660 --> 00:09:44.960]  那第一個心呢
[00:09:44.960 --> 00:09:46.760]  是去信教主耶穌
[00:09:46.760 --> 00:09:48.360]  是我的教主
[00:09:48.360 --> 00:09:50.660]  第二呢是living for Christ
[00:09:50.660 --> 00:09:51.160]  第一個
[00:09:51.160 --> 00:09:52.160]  第二個calling
[00:09:52.160 --> 00:09:53.560]  個dedication呢
[00:09:53.560 --> 00:09:55.160]  是living for Christ
[00:09:55.160 --> 00:09:57.160]  the third calling
[00:09:57.160 --> 00:09:59.860]  是serving God full time
[00:09:59.860 --> 00:10:02.160]  那你imagine一下
[00:10:02.160 --> 00:10:03.860]  那個summer camp
[00:10:03.860 --> 00:10:04.660]  那一天
[00:10:04.660 --> 00:10:06.160]  個dedication
[00:10:06.160 --> 00:10:08.660]  個dedication night
[00:10:08.660 --> 00:10:10.460]  那我爸爸在那裡
[00:10:10.460 --> 00:10:11.960]  做過dedication
[00:10:11.960 --> 00:10:14.360]  那第三個心那時呢
[00:10:14.360 --> 00:10:16.960]  他就問有沒有人
[00:10:16.960 --> 00:10:20.060]  願意去跟隨主耶穌
[00:10:20.060 --> 00:10:23.660]  去全奉奉獻自己
[00:10:23.660 --> 00:10:26.460]  去serve the Lord full time
[00:10:26.460 --> 00:10:27.260]  那我可以
[00:10:27.260 --> 00:10:28.960]  好像你們那樣坐在那裡
[00:10:28.960 --> 00:10:30.160]  乖乖地
[00:10:30.160 --> 00:10:32.360]  是吧,但是呢
[00:10:32.360 --> 00:10:34.960]  我就開始感動了
[00:10:34.960 --> 00:10:36.560]  聖靈感動我
[00:10:36.560 --> 00:10:38.160]  He gave me a great
[00:10:38.160 --> 00:10:40.160]  emotion, a passion
[00:10:40.160 --> 00:10:41.560]  個passion是什麼呢
[00:10:41.560 --> 00:10:42.760]  個passion呢
[00:10:42.760 --> 00:10:44.460]  是耶穌
[00:10:44.460 --> 00:10:45.560]  給了every
[00:10:45.560 --> 00:10:47.660]  He's given us everything
[00:10:47.660 --> 00:10:49.260]  是吧,他釘十字架
[00:10:49.260 --> 00:10:50.660]  餵你們死
[00:10:50.660 --> 00:10:53.160]  那你的response是什麼呢
[00:10:53.160 --> 00:10:56.360]  你的回應是什麼呢
[00:10:56.360 --> 00:10:59.260]  聖靈就用這樣去感動我
[00:10:59.260 --> 00:11:01.260]  好像nick's verse那樣
[00:11:01.260 --> 00:11:03.660]  I have been crucified with Christ
[00:11:03.660 --> 00:11:05.360]  and I no longer live
[00:11:05.360 --> 00:11:07.360]  that Christ lives in me
[00:11:07.360 --> 00:11:10.160]  the life I now live in the body
[00:11:10.160 --> 00:11:13.260]  I live by faith in the Son of God
[00:11:13.260 --> 00:11:16.960]  who loved me and gave Himself for me
[00:11:16.960 --> 00:11:18.460]  耶穌是給了
[00:11:18.460 --> 00:11:22.060]  祂自己給我們
[00:11:22.060 --> 00:11:23.260]  那我們的回應
[00:11:23.260 --> 00:11:25.060]  我的回應是什麼呢
[00:11:25.060 --> 00:11:26.460]  我的回應
[00:11:26.460 --> 00:11:30.060]  是我會奉獻我自己給神
[00:11:30.060 --> 00:11:34.060]  去serve祂full time
[00:11:34.060 --> 00:11:38.160]  那我receive了這個calling的時候呢
[00:11:38.160 --> 00:11:41.560]  神就開始去equip我了
[00:11:41.560 --> 00:11:43.660]  我calling的時候是十四歲
[00:11:43.660 --> 00:11:45.460]  有沒有人十四歲的,這裡
[00:11:45.460 --> 00:11:47.060]  舉手,十四歲
[00:11:47.060 --> 00:11:48.660]  一個,Peter
[00:11:48.660 --> 00:11:50.760]  這個,兩個人,十四歲
[00:11:50.760 --> 00:11:52.660]  神就差遣我了
[00:11:52.660 --> 00:11:54.360]  Give me a calling
[00:11:54.360 --> 00:11:58.360]  去十四歲,去長時間
[00:11:58.360 --> 00:12:01.560]  奉獻,去侍奉祂了
[00:12:01.560 --> 00:12:02.760]  但是我十四歲
[00:12:02.760 --> 00:12:05.460]  我不知道神想怎樣的,對不對
[00:12:05.460 --> 00:12:07.760]  I don't know when He's gonna
[00:12:07.760 --> 00:12:10.460]  tell me to come full, serve full time
[00:12:10.460 --> 00:12:11.960]  那我就怎樣呢
[00:12:11.960 --> 00:12:14.060]  繼續去跟隨祂
[00:12:14.060 --> 00:12:17.560]  繼續去給祂equip我了
[00:12:17.560 --> 00:12:20.360]  OK,我們講了identity
[00:12:20.360 --> 00:12:22.460]  我們講了calling
[00:12:22.460 --> 00:12:26.660]  第三呢,是equipping
[00:12:26.660 --> 00:12:28.460]  那我在多倫多長大了
[00:12:28.460 --> 00:12:30.960]  我去了多倫多大學
[00:12:30.960 --> 00:12:33.760]  有沒有人想去多倫多大學讀書的
[00:12:33.760 --> 00:12:36.260]  你想讀什麼
[00:12:36.260 --> 00:12:38.460]  還不知道,OK,不要緊
[00:12:38.460 --> 00:12:39.360]  神會帶領你
[00:12:39.360 --> 00:12:40.860]  OK,我考考你了
[00:12:40.860 --> 00:12:42.660]  Next question,考你
[00:12:42.660 --> 00:12:44.260]  Next question, next slide
[00:12:44.260 --> 00:12:48.960]  我在多倫多大學是讀什麼degree的
[00:12:48.960 --> 00:12:50.760]  第一個選擇
[00:12:50.760 --> 00:12:53.260]  psychology and religion
[00:12:53.260 --> 00:12:55.660]  double major in psychology and religion
[00:12:55.660 --> 00:13:01.360]  第二呢,是哲學和經濟
[00:13:01.360 --> 00:13:04.260]  philosophy and economics
[00:13:04.260 --> 00:13:08.560]  OK,誰覺得是psychology and religion的
[00:13:08.560 --> 00:13:10.760]  舉手,我的major
[00:13:10.760 --> 00:13:12.760]  OK,Jetta,兩個
[00:13:12.760 --> 00:13:15.060]  三個,還有沒有,四個
[00:13:15.060 --> 00:13:17.960]  OK,五六七八,OK,看到你
[00:13:17.960 --> 00:13:22.960]  OK,誰覺得我是double major in philosophy and economics的
[00:13:22.960 --> 00:13:27.360]  嘩,你們為什麼這麼認識我
[00:13:27.360 --> 00:13:29.860]  為什麼我study經濟呢
[00:13:29.860 --> 00:13:33.160]  我是其實對經濟是沒有興趣的
[00:13:33.160 --> 00:13:37.060]  但是我的mark是最高的,在economics
[00:13:37.060 --> 00:13:38.960]  因為我是logical
[00:13:38.960 --> 00:13:42.060]  economics,你study是挺logical的
[00:13:42.060 --> 00:13:45.160]  然後呢,第二呢,我的興趣是什麼
[00:13:45.160 --> 00:13:49.160]  是哲學,明白人家的想法
[00:13:49.160 --> 00:13:53.060]  是為什麼會相信不同的religion
[00:13:53.060 --> 00:13:56.160]  或者不相信神的,是不是
[00:13:56.160 --> 00:13:59.060]  好,那我在多倫多大學的時候
[00:13:59.060 --> 00:14:03.960]  我就進了一個基督教的club
[00:14:03.960 --> 00:14:05.960]  學完傳道會,OK
[00:14:05.960 --> 00:14:07.860]  Next slide,這個是我的group
[00:14:07.860 --> 00:14:10.160]  找到我嗎,找到我嗎
[00:14:10.160 --> 00:14:14.760]  我在哪裡,在哪裡
[00:14:14.760 --> 00:14:17.360]  我不是在拍照那個
[00:14:17.360 --> 00:14:20.960]  我在右邊那個,跟那個外國人旁邊那個,OK
[00:14:20.960 --> 00:14:24.460]  這個學完傳道會在那裡大學
[00:14:24.460 --> 00:14:27.360]  那我在學完傳道會那裡
[00:14:27.360 --> 00:14:30.160]  Next slide,我們就開始
[00:14:30.160 --> 00:14:35.460]  會跟學生討論不同的屬靈的topic
[00:14:35.460 --> 00:14:37.360]  OK,spiritual discussion
[00:14:37.360 --> 00:14:41.660]  那有一次,我就跟一個學完傳道會出去
[00:14:41.660 --> 00:14:45.560]  跟不同的學生randomly去聊天
[00:14:45.560 --> 00:14:47.760]  不同的spiritual topic
[00:14:47.760 --> 00:14:51.060]  那他就開始很生氣了
[00:14:51.060 --> 00:14:54.860]  搞錯,為什麼你會相信會有神的
[00:14:54.860 --> 00:14:58.760]  神有給那麼多suffering在這個世界
[00:14:58.760 --> 00:15:00.360]  搞錯啊,是不是
[00:15:00.360 --> 00:15:02.560]  有沒有人問過這個問題
[00:15:02.560 --> 00:15:05.360]  就是為什麼神會給suffering在這個世界
[00:15:05.360 --> 00:15:07.560]  有沒有啊,沒問過
[00:15:07.560 --> 00:15:10.760]  真的沒問過,覺得很開心這個世界,是不是
[00:15:10.760 --> 00:15:12.960]  很和平,your life is perfect,right
[00:15:12.960 --> 00:15:16.360]  Yes,OK,God bless you
[00:15:16.360 --> 00:15:20.160]  那我,我after這次去
[00:15:20.160 --> 00:15:23.360]  跟這個人去聊屬靈的東西
[00:15:23.360 --> 00:15:26.160]  我就發現了,哇,這個世界
[00:15:26.160 --> 00:15:29.960]  我在我的bubble,Christian bubble出來的時候
[00:15:29.960 --> 00:15:32.360]  就看到,哇,這個世界
[00:15:32.360 --> 00:15:37.060]  真的很需要耶穌,真的很需要神啊
[00:15:37.060 --> 00:15:39.760]  是不是,這個人很憤怒神
[00:15:39.760 --> 00:15:42.260]  哇,為什麼這麼多suffering
[00:15:42.260 --> 00:15:46.760]  我就很想幫他,神就感動我第二次了
[00:15:46.760 --> 00:15:50.760]  我想幫他,去認識主耶穌
[00:15:50.760 --> 00:15:53.460]  那在這個大學,這個學完傳道會
[00:15:53.460 --> 00:15:55.360]  他就開始equip我了
[00:15:55.360 --> 00:15:58.360]  去不同的方法,學不同的方法
[00:15:58.360 --> 00:16:03.960]  怎樣去跟學生去溝通不同的spiritual topic
[00:16:03.960 --> 00:16:05.260]  那個next slide是
[00:16:05.260 --> 00:16:09.060]  好像我們在HKU,有沒有人去過HKU的
[00:16:09.060 --> 00:16:13.360]  我們幾年前,你在那裏graduate過,搞錯
[00:16:13.360 --> 00:16:15.460]  我們就用這些不同的banner
[00:16:15.460 --> 00:16:18.360]  去幫學生去認識,怎樣
[00:16:18.360 --> 00:16:20.560]  認識不同的spiritual topic
[00:16:20.560 --> 00:16:24.060]  好像是,耶穌是誰,meaning of life是什麼
[00:16:24.060 --> 00:16:27.060]  是不是,我們怎樣去找spiritual truth
[00:16:27.060 --> 00:16:29.260]  接著繼續,next slide
