
[00:00:00.000 --> 00:00:02.500]  今天是1月1日,是很特別的日子
[00:02:55.500 --> 00:02:56.500]  也對的
[00:02:56.500 --> 00:02:59.500]  一定是這個範圍裡面
[00:02:59.500 --> 00:03:01.500]  第一年我們用了一本書
[00:03:01.500 --> 00:03:03.500]  韓國有一個趙
[00:03:03.500 --> 00:03:04.500]  趙元勇
[00:03:04.500 --> 00:03:08.500]  趙牧師他所寫的第四道空間給大家看
[00:03:08.500 --> 00:03:11.500]  起初有些人沒有接觸的時候
[00:03:11.500 --> 00:03:14.500]  看上去就覺得挺好、挺對的
[00:03:14.500 --> 00:03:17.500]  但是在我們的退修會說
[00:03:17.500 --> 00:03:19.500]  給你看這是一個反連教材
[00:03:19.500 --> 00:03:22.500]  其實裡面提很多信仰的方向
[00:03:22.500 --> 00:03:25.500]  在聖經裡面你多讀幾次你是找不到的
[00:03:25.500 --> 00:03:28.500]  不知道為什麼會讀出這樣的信仰方向
[00:03:28.500 --> 00:03:31.500]  叫你祈禱求的東西就要詳細描述
[00:03:31.500 --> 00:03:33.500]  他說因為你求了書袋也好
[00:03:33.500 --> 00:03:35.500]  神國有很多書袋
[00:03:35.500 --> 00:03:37.500]  你要講清楚你要什麼
[00:03:37.500 --> 00:03:40.500]  最近我們上班的兒子找了一張書袋
[00:03:40.500 --> 00:03:42.500]  不過有多大尺寸
[00:03:42.500 --> 00:03:43.500]  多高矮
[00:03:43.500 --> 00:03:44.500]  用木造用鐵造
[00:03:44.500 --> 00:03:45.500]  有沒有抽屜
[00:03:45.500 --> 00:03:46.500]  什麼材料
[00:03:46.500 --> 00:03:49.500]  你要講清楚才行
[00:03:49.500 --> 00:03:51.500]  他教人這樣做
[00:03:51.500 --> 00:03:53.500]  另外還有一些
[00:03:53.500 --> 00:03:55.500]  說他自己的個人經歷
[00:03:55.500 --> 00:03:58.500]  說他怎樣從神領受到一些
[00:03:58.500 --> 00:04:00.500]  做事的方法
[00:04:00.500 --> 00:04:02.500]  我略略抽出來跟大家說
[00:04:02.500 --> 00:04:04.500]  他建一個銀廊的大班
[00:04:04.500 --> 00:04:07.500]  辦到很有權位
[00:04:07.500 --> 00:04:12.500]  令到別人相信他從很高層而來
[00:04:12.500 --> 00:04:15.500]  騙秘書讓他建大班
[00:04:15.500 --> 00:04:16.500]  跟別人交換
[00:04:16.500 --> 00:04:19.500]  叫他全部教會的會友去銀行開戶口
[00:04:19.500 --> 00:04:22.500]  不過你要給我兌現張支票
[00:04:22.500 --> 00:04:26.500]  你聽下去覺得這些不是基督徒所為
[00:04:26.500 --> 00:04:28.500]  但他作為一個牧師
[00:04:28.500 --> 00:04:30.500]  帶領著幾千人的教會
[00:04:30.500 --> 00:04:33.500]  他這樣去辦事
[00:04:33.500 --> 00:04:35.500]  這本書是他自己寫出來的
[00:04:35.500 --> 00:04:36.500]  不是我們講他的
[00:04:36.500 --> 00:04:38.500]  你覺得這個人的信仰是怎樣
[00:04:38.500 --> 00:04:40.500]  我們從這方面給大家看到
[00:04:40.500 --> 00:04:42.500]  有一些就算很受歡迎
[00:04:42.500 --> 00:04:45.500]  全世界有名的牧師的教會
[00:04:45.500 --> 00:04:48.500]  他們的信仰是這樣的
[00:04:48.500 --> 00:04:49.500]  你要醒覺
[00:04:49.500 --> 00:04:50.500]  你要留心
[00:04:50.500 --> 00:04:51.500]  你要知道
[00:04:51.500 --> 00:04:54.500]  最近有些有心的弟兄姊妹
[00:04:54.500 --> 00:04:57.500]  在網上給我們一些訊息
[00:04:57.500 --> 00:04:59.500]  說以前東方閃電
[00:04:59.500 --> 00:05:01.500]  後來改了名全能神
[00:05:01.500 --> 00:05:03.500]  到處宣揚
[00:05:03.500 --> 00:05:04.500]  吸納一些人
[00:05:04.500 --> 00:05:06.500]  或者潛入一些教會
[00:05:06.500 --> 00:05:09.500]  最近發個訊息出來
[00:05:09.500 --> 00:05:11.500]  原來他們搞了一個
[00:05:11.500 --> 00:05:14.500]  叫做中文聖經網
[00:05:14.500 --> 00:05:16.500]  在上電腦的時候
[00:05:16.500 --> 00:05:18.500]  你找一些聖經資源
[00:05:18.500 --> 00:05:21.500]  可能你會接觸到中文聖經網
[00:05:21.500 --> 00:05:24.500]  但原來是由他們
[00:05:24.500 --> 00:05:26.500]  東方閃電和全能神
[00:05:26.500 --> 00:05:30.500]  那些人辦的一個網頁
[00:05:30.500 --> 00:05:32.500]  裡面有很多資訊
[00:05:32.500 --> 00:05:35.500]  你看起來也很好
[00:05:35.500 --> 00:05:37.500]  但是因為他們的信仰
[00:05:37.500 --> 00:05:39.500]  是有偏差的時候
[00:05:39.500 --> 00:05:40.500]  就不知道在哪一個位置
[00:05:40.500 --> 00:05:42.500]  他們藏了一些
[00:05:42.500 --> 00:05:44.500]  宣揚他們的信仰
[00:05:44.500 --> 00:05:48.500]  基督已經不會再來了
[00:05:48.500 --> 00:05:51.500]  或者基督已經來了
[00:05:51.500 --> 00:05:54.500]  不過剛剛來了的是女基督那些
[00:05:54.500 --> 00:05:57.500]  藏了一些這樣的信仰在裡面
[00:05:57.500 --> 00:05:58.500]  你看起來很多都是對的
[00:05:58.500 --> 00:06:01.500]  不過就不知道誰知道這些東西
[00:06:01.500 --> 00:06:03.500]  知道這些東西的意思是什麼
[00:06:03.500 --> 00:06:04.500]  你在外面看到很多
[00:06:04.500 --> 00:06:05.500]  這些聖經資源
[00:06:05.500 --> 00:06:08.500]  網上那些信仰資源
[00:06:08.500 --> 00:06:10.500]  你不要見到它
[00:06:10.500 --> 00:06:12.500]  基督教就照單傳修
[00:06:12.500 --> 00:06:14.500]  它所講的東西全部正確
[00:06:14.500 --> 00:06:17.500]  小心一點
[00:06:17.500 --> 00:06:20.500]  最近這兩年
[00:06:20.500 --> 00:06:21.500]  你去買東西
[00:06:21.500 --> 00:06:22.500]  很多地方都寫明
[00:06:22.500 --> 00:06:27.500]  不收2003年的一千元紙
[00:06:27.500 --> 00:06:29.500]  有些一千元紙都不收了
[00:06:29.500 --> 00:06:31.500]  為什麼這樣
[00:06:31.500 --> 00:06:32.500]  為什麼這樣
[00:06:32.500 --> 00:06:33.500]  大家記不記得
[00:06:33.500 --> 00:06:35.500]  因為有假鈔票
[00:06:35.500 --> 00:06:37.500]  如果那些假鈔票
[00:06:37.500 --> 00:06:39.500]  現在政府沒有說停用
[00:06:39.500 --> 00:06:42.500]  只不過那些商戶說不收
[00:06:42.500 --> 00:06:44.500]  但是政府又說
[00:06:44.500 --> 00:06:45.500]  你用不用
[00:06:45.500 --> 00:06:46.500]  或者它收不收
[00:06:46.500 --> 00:06:48.500]  是你們自己本身之間
[00:06:48.500 --> 00:06:52.500]  那個交易的協議
[00:06:52.500 --> 00:06:55.500]  我們沒有權不讓它不收
[00:06:55.500 --> 00:06:57.500]  所以很多地方都不收
[00:06:57.500 --> 00:06:59.500]  意思是什麼
[00:06:59.500 --> 00:07:01.500]  就是說很多真人子裡面
[00:07:01.500 --> 00:07:03.500]  有些假鈔票
[00:07:03.500 --> 00:07:04.500]  假到一個地步
[00:07:04.500 --> 00:07:06.500]  那些商戶費事麻煩
[00:07:06.500 --> 00:07:08.500]  都不知道怎麼辨認
[00:07:08.500 --> 00:07:10.500]  全部不收了
[00:07:10.500 --> 00:07:11.500]  意思就是說
[00:07:11.500 --> 00:07:12.500]  這個信仰的環境裡面
[00:07:12.500 --> 00:07:14.500]  其實都充斥著很多這些
[00:07:14.500 --> 00:07:17.500]  你看到那些網上資源
[00:07:17.500 --> 00:07:18.500]  什麼大牧師
[00:07:18.500 --> 00:07:19.500]  大教會那些
[00:07:19.500 --> 00:07:21.500]  你不要這麼快就說
[00:07:21.500 --> 00:07:22.500]  它每逢講那些東西
[00:07:22.500 --> 00:07:24.500]  它是基督教
[00:07:24.500 --> 00:07:25.500]  一定適合神
[00:07:25.500 --> 00:07:27.500]  你說我怎麼知道
[00:07:27.500 --> 00:07:29.500]  所以神的話語
[00:07:29.500 --> 00:07:30.500]  秘密金錢
[00:07:30.500 --> 00:07:31.500]  秘金珍貴
[00:07:31.500 --> 00:07:32.500]  你自己看
[00:07:32.500 --> 00:07:34.500]  你自己真的勤力地看
[00:07:34.500 --> 00:07:35.500]  看幾遍
[00:07:35.500 --> 00:07:37.500]  你看兩三次
[00:07:37.500 --> 00:07:38.500]  全本聖經
[00:07:38.500 --> 00:07:40.500]  其實你就大概有個泡沫
[00:07:40.500 --> 00:07:41.500]  知道神的作為
[00:07:41.500 --> 00:07:42.500]  神的喜好
[00:07:42.500 --> 00:07:44.500]  神造事是怎樣的
[00:07:44.500 --> 00:07:46.500]  你就會自然知道
[00:07:46.500 --> 00:07:49.500]  為什麼你講的信仰是這樣的
[00:07:49.500 --> 00:07:50.500]  有些奇怪
[00:07:50.500 --> 00:07:51.500]  有些疑問
[00:07:51.500 --> 00:07:53.500]  你就存疑不好
[00:07:53.500 --> 00:07:55.500]  照單全收
[00:07:55.500 --> 00:07:57.500]  外面是這樣的
[00:07:57.500 --> 00:07:59.500]  最近有很多人上網
[00:07:59.500 --> 00:08:02.500]  看一些視頻
[00:08:02.500 --> 00:08:05.500]  現在叫中國大陸式的叫法
[00:08:05.500 --> 00:08:07.500]  有一個叫佳音電視台
[00:08:07.500 --> 00:08:08.500]  Good TV
[00:08:08.500 --> 00:08:09.500]  台灣的
[00:08:09.500 --> 00:08:11.500]  都很多東西看的
[00:08:11.500 --> 00:08:12.500]  很多時候有電影節目
[00:08:12.500 --> 00:08:14.500]  都說有些東西看
[00:08:14.500 --> 00:08:15.500]  但是其實看真一點
[00:08:15.500 --> 00:08:18.500]  這個Good TV
[00:08:18.500 --> 00:08:20.500]  真的有些問題
[00:08:20.500 --> 00:08:24.500]  在中國有一個叫中國福音影視網
[00:08:24.500 --> 00:08:26.500]  就已經發表了一個聲明
[00:08:26.500 --> 00:08:28.500]  他說由於這個Good TV
[00:08:28.500 --> 00:08:30.500]  電視台播出的視頻
[00:08:30.500 --> 00:08:34.500]  有很多都充斥著許多靈恩派
[00:08:34.500 --> 00:08:37.500]  或極端靈恩派牧師的正道視頻
[00:08:37.500 --> 00:08:42.500]  所以他們現在只會作出一個選擇性的轉發
[00:08:42.500 --> 00:08:45.500]  就不是說將他整個台的東西轉發過來
[00:08:45.500 --> 00:08:46.500]  大家看吧
[00:08:46.500 --> 00:08:47.500]  他不是
[00:08:47.500 --> 00:08:48.500]  他要篩選過
[00:08:48.500 --> 00:08:50.500]  意思就是
[00:08:50.500 --> 00:08:52.500]  不是說他全部都不好
[00:08:52.500 --> 00:08:53.500]  留心
[00:08:53.500 --> 00:08:55.500]  很多時候我們面對一些
[00:08:55.500 --> 00:08:57.500]  外面的教會
[00:08:57.500 --> 00:08:58.500]  或者一些機構
[00:08:58.500 --> 00:08:59.500]  或者一些人的時候
[00:08:59.500 --> 00:09:00.500]  你會說
[00:09:00.500 --> 00:09:02.500]  他都挺好的
[00:09:02.500 --> 00:09:03.500]  是的
[00:09:03.500 --> 00:09:04.500]  有很多都很好的
[00:09:04.500 --> 00:09:06.500]  但是如果他的淵源
[00:09:06.500 --> 00:09:10.500]  和他所宣揚的信仰
[00:09:10.500 --> 00:09:12.500]  是違反聖經
[00:09:12.500 --> 00:09:14.500]  是在聖經找不到的那些
[00:09:14.500 --> 00:09:16.500]  那是什麼呢
[00:09:16.500 --> 00:09:18.500]  大家還記不記得我前幾次講過
[00:09:18.500 --> 00:09:20.500]  有一篇讀叫《別的福音》
[00:09:20.500 --> 00:09:22.500]  保羅在《迦拉界書》提到
[00:09:22.500 --> 00:09:24.500]  如果有什麼人來傳那個福音
[00:09:24.500 --> 00:09:27.500]  和我所傳給你們聽的那些不同
[00:09:27.500 --> 00:09:30.500]  或者第二師我回頭和你們傳福音
[00:09:30.500 --> 00:09:33.500]  和我傳給你們的那些不同
[00:09:33.500 --> 00:09:35.500]  都要受奏助
[00:09:35.500 --> 00:09:36.500]  哇
[00:09:36.500 --> 00:09:38.500]  用不著這麼嚴謹
[00:09:38.500 --> 00:09:39.500]  意思就是說
[00:09:39.500 --> 00:09:40.500]  那個信仰
[00:09:40.500 --> 00:09:42.500]  保羅當日傳給他們
[00:09:42.500 --> 00:09:45.500]  是聖經福音的全部
[00:09:45.500 --> 00:09:47.500]  是不可以改變的
[00:09:47.500 --> 00:09:49.500]  你不可以加一些東西進去
[00:09:49.500 --> 00:09:52.500]  不可以勾一些出來說不對
[00:09:52.500 --> 00:09:55.500]  有不同的都要受奏助
[00:09:55.500 --> 00:09:57.500]  就是說這個信仰是很嚴謹
[00:09:57.500 --> 00:09:59.500]  一定要跟隨聖經
[00:09:59.500 --> 00:10:04.500]  所以你面對很多這些機構
[00:10:04.500 --> 00:10:06.500]  網上的資源
[00:10:06.500 --> 00:10:07.500]  教會
[00:10:07.500 --> 00:10:08.500]  大牧者那些
[00:10:08.500 --> 00:10:09.500]  如果他所講的
[00:10:09.500 --> 00:10:10.500]  和聖經是有不同的
[00:10:10.500 --> 00:10:12.500]  你就真的要很小心
[00:10:12.500 --> 00:10:14.500]  這個佳音電視台
[00:10:14.500 --> 00:10:16.500]  它開頭的總監
[00:10:16.500 --> 00:10:18.500]  是寇紹欣牧師
[00:10:18.500 --> 00:10:21.500]  這個教會
[00:10:21.500 --> 00:10:23.500]  本來台北基督之家
[00:10:23.500 --> 00:10:24.500]  是沒有什麼
[00:10:24.500 --> 00:10:26.500]  是很正派的
[00:10:26.500 --> 00:10:28.500]  但是慢慢一路
[00:10:28.500 --> 00:10:29.500]  其實轉變了
[00:10:29.500 --> 00:10:32.500]  在2013年的時候
[00:10:32.500 --> 00:10:36.500]  轉了給周臣助牧師
[00:10:36.500 --> 00:10:38.500]  來做總監
[00:10:38.500 --> 00:10:40.500]  周臣助牧師在台北伶良堂
[00:10:40.500 --> 00:10:42.500]  做了34年牧師
[00:10:42.500 --> 00:10:44.500]  將台北伶良堂
[00:10:44.500 --> 00:10:46.500]  從趙世光牧師
[00:10:46.500 --> 00:10:48.500]  很傳統的教會
[00:10:48.500 --> 00:10:51.500]  轉化到成為現今的台北伶良堂
[00:10:51.500 --> 00:10:54.500]  所以佳音電視台
[00:10:54.500 --> 00:10:56.500]  是這樣的人操控著
[00:10:56.500 --> 00:10:58.500]  所以它裡面很多的
[00:10:58.500 --> 00:11:00.500]  資訊時分那些
[00:11:00.500 --> 00:11:01.500]  大家要小心
[00:11:01.500 --> 00:11:03.500]  真的不要太容易
[00:11:03.500 --> 00:11:05.500]  總之是他那裡
[00:11:05.500 --> 00:11:07.500]  基督教的時分
[00:11:07.500 --> 00:11:09.500]  電視台就一定對
[00:11:09.500 --> 00:11:10.500]  要小心
[00:11:10.500 --> 00:11:12.500]  說這麼多的結論
[00:11:12.500 --> 00:11:13.500]  就是要小心
[00:11:13.500 --> 00:11:14.500]  兩個字
[00:11:14.500 --> 00:11:17.500]  最近也有
[00:11:17.500 --> 00:11:19.500]  我認識的一些
[00:11:19.500 --> 00:11:20.500]  一間教會
[00:11:20.500 --> 00:11:22.500]  一些弟兄姊妹
[00:11:22.500 --> 00:11:24.500]  說到跨國敬拜
[00:11:24.500 --> 00:11:26.500]  大家如果有聽過的
[00:11:26.500 --> 00:11:27.500]  有一個叫做
[00:11:27.500 --> 00:11:29.500]  International House of Prayer
[00:11:29.500 --> 00:11:31.500]  萬國禱告殿
[00:11:31.500 --> 00:11:32.500]  這個
[00:11:32.500 --> 00:11:33.500]  如果有弟兄姊妹
[00:11:33.500 --> 00:11:34.500]  去過伶良堂
[00:11:34.500 --> 00:11:36.500]  去年聽我說那個
[00:11:36.500 --> 00:11:38.500]  靈因運動的起源和影響
[00:11:38.500 --> 00:11:39.500]  就會聽過了
[00:11:39.500 --> 00:11:41.500]  在美國
[00:11:41.500 --> 00:11:43.500]  肯薩斯州的Mike Bickle
[00:11:43.500 --> 00:11:45.500]  他起先搞一個叫做
[00:11:45.500 --> 00:11:46.500]  Kansas City Prophet
[00:11:46.500 --> 00:11:50.500]  這個肯薩基市的先知運動
[00:11:50.500 --> 00:11:52.500]  喜歡先知預言
[00:11:52.500 --> 00:11:54.500]  見到人就說先知預言
[00:11:54.500 --> 00:11:56.500]  後來他們
[00:11:56.500 --> 00:11:58.500]  在當中有些領袖
[00:11:58.500 --> 00:12:00.500]  牽涉到一些醜聞
[00:12:00.500 --> 00:12:02.500]  和這個先知
[00:12:02.500 --> 00:12:03.500]  經常都先知預言
[00:12:03.500 --> 00:12:05.500]  慢慢那些人
[00:12:05.500 --> 00:12:07.500]  不知道是不接受還是怎麼樣
[00:12:07.500 --> 00:12:09.500]  他就離開了
[00:12:09.500 --> 00:12:10.500]  沒有再搞了
[00:12:10.500 --> 00:12:11.500]  搞了一個叫做
[00:12:11.500 --> 00:12:13.500]  24小時不停的
[00:12:13.500 --> 00:12:14.500]  敬拜祈禱
[00:12:14.500 --> 00:12:16.500]  就是那個地方
[00:12:16.500 --> 00:12:18.500]  24小時有些大樂隊
[00:12:18.500 --> 00:12:19.500]  在那裏奏樂
[00:12:19.500 --> 00:12:20.500]  在那裏玩音樂
[00:12:20.500 --> 00:12:21.500]  敬拜
[00:12:21.500 --> 00:12:22.500]  你可以進去祈禱
[00:12:22.500 --> 00:12:24.500]  叫做萬國禱告殿
[00:12:24.500 --> 00:12:25.500]  還有他就用一個
[00:12:25.500 --> 00:12:26.500]  很商業的手法
[00:12:26.500 --> 00:12:27.500]  將會推出去
[00:12:27.500 --> 00:12:29.500]  全世界各個地方
[00:12:29.500 --> 00:12:30.500]  其實全世界
[00:12:30.500 --> 00:12:32.500]  現在有一定超過
[00:12:32.500 --> 00:12:33.500]  因為我上一年
[00:12:33.500 --> 00:12:34.500]  搜尋那個資料
[00:12:34.500 --> 00:12:36.500]  已經是超過500億了
[00:12:36.500 --> 00:12:37.500]  香港也有
[00:12:37.500 --> 00:12:39.500]  那個淵源就在那裏來的
[00:12:39.500 --> 00:12:41.500]  他們鼓勵那個
[00:12:41.500 --> 00:12:42.500]  敬拜禱告
[00:12:42.500 --> 00:12:44.500]  就是在敬拜裏面
[00:12:44.500 --> 00:12:45.500]  和這個禱告
[00:12:45.500 --> 00:12:47.500]  混合在一起
[00:12:47.500 --> 00:12:49.500]  就不斷地
[00:12:49.500 --> 00:12:51.500]  敬拜不斷地禱告
[00:12:51.500 --> 00:12:53.500]  有時候就將一些經文
[00:12:53.500 --> 00:12:55.500]  就拿來
[00:12:55.500 --> 00:12:57.500]  就是
[00:12:57.500 --> 00:12:59.500]  好像馬上配上一些樂
[00:12:59.500 --> 00:13:01.500]  音樂來唱
[00:13:01.500 --> 00:13:02.500]  這樣就沒有問題了
[00:13:02.500 --> 00:13:03.500]  是不是
[00:13:03.500 --> 00:13:04.500]  但是那個淵源
[00:13:04.500 --> 00:13:05.500]  從這個人而來
[00:13:05.500 --> 00:13:07.500]  他就和這個
[00:13:07.500 --> 00:13:09.500]  美國那個靈恩派的起源
[00:13:09.500 --> 00:13:11.500]  是很密切的關係
[00:13:11.500 --> 00:13:13.500]  就是那個淵源的問題
[00:13:13.500 --> 00:13:14.500]  但是來到香港的時候
[00:13:14.500 --> 00:13:16.500]  很多人喜歡唱歌
[00:13:16.500 --> 00:13:17.500]  音樂
[00:13:17.500 --> 00:13:18.500]  喜歡敬拜那些
[00:13:18.500 --> 00:13:20.500]  就很容易被他吸引
[00:13:20.500 --> 00:13:21.500]  他們就搞一些
[00:13:21.500 --> 00:13:22.500]  課程
[00:13:22.500 --> 00:13:23.500]  有些訓練
[00:13:23.500 --> 00:13:25.500]  叫琴與爐
[00:13:25.500 --> 00:13:26.500]  你一聽到這個
[00:13:26.500 --> 00:13:27.500]  琴與爐這個名字
[00:13:27.500 --> 00:13:31.500]  就淵源回去那邊了
[00:13:31.500 --> 00:13:33.500]  我的看法是什麼呢
[00:13:33.500 --> 00:13:35.500]  我這間很相熟的教會
[00:13:35.500 --> 00:13:37.500]  他們最近都
[00:13:37.500 --> 00:13:38.500]  要這樣搞
[00:13:38.500 --> 00:13:40.500]  我的看法就是說
[00:13:40.500 --> 00:13:42.500]  一些傳道目者
[00:13:42.500 --> 00:13:44.500]  他們不醒覺到
[00:13:44.500 --> 00:13:46.500]  那個琴與爐的來源
[00:13:46.500 --> 00:13:48.500]  和那個背景
[00:13:48.500 --> 00:13:50.500]  大家喜歡敬拜禱告
[00:13:50.500 --> 00:13:51.500]  好啊好事
[00:13:51.500 --> 00:13:52.500]  是不是
[00:13:52.500 --> 00:13:53.500]  我不反對的
[00:13:53.500 --> 00:13:55.500]  不過你就不要用這個名字
[00:13:55.500 --> 00:13:57.500]  就是有一天
[00:13:57.500 --> 00:13:59.500]  就說我們
[00:13:59.500 --> 00:14:01.500]  不停敬拜禱告六個小時
[00:14:01.500 --> 00:14:03.500]  我們試試這樣好不好
[00:14:03.500 --> 00:14:05.500]  我不反對的
[00:14:05.500 --> 00:14:07.500]  不過你不要按個名字做琴與爐
[00:14:07.500 --> 00:14:08.500]  明白嗎
[00:14:08.500 --> 00:14:10.500]  你按個名字做這個
[00:14:10.500 --> 00:14:12.500]  就是說和他連上關係
[00:14:12.500 --> 00:14:14.500]  名字是重要的
[00:14:14.500 --> 00:14:16.500]  為什麼香港法律
[00:14:16.500 --> 00:14:18.500]  自稱三合會是犯法的
[00:14:18.500 --> 00:14:20.500]  有些年輕人
[00:14:20.500 --> 00:14:22.500]  當玩的
[00:14:22.500 --> 00:14:24.500]  當玩這個是很大的問題
[00:14:24.500 --> 00:14:25.500]  當玩的
[00:14:25.500 --> 00:14:29.500]  我是什麼合會成員
[00:14:29.500 --> 00:14:31.500]  成員這樣可以抓的
[00:14:31.500 --> 00:14:33.500]  因為那句話從你口而出
[00:14:33.500 --> 00:14:35.500]  你自稱
[00:14:35.500 --> 00:14:37.500]  這個黑社會
[00:14:37.500 --> 00:14:39.500]  就可以抓的
[00:14:39.500 --> 00:14:41.500]  我說一下而已
[00:14:41.500 --> 00:14:43.500]  現在年輕人很多時候的問題
[00:14:43.500 --> 00:14:44.500]  我說一下而已
[00:14:44.500 --> 00:14:45.500]  我玩一下而已
[00:14:45.500 --> 00:14:47.500]  大家最近的新聞知道
[00:14:47.500 --> 00:14:49.500]  玩一下都不行
[00:14:49.500 --> 00:14:51.500]  宣誓的時候他玩一下而已
[00:14:51.500 --> 00:14:53.500]  玩一下都不行
[00:14:53.500 --> 00:14:55.500]  就是這樣
[00:14:55.500 --> 00:14:57.500]  地上的法律都是嚴謹到這個地步
[00:14:57.500 --> 00:14:59.500]  所以在屬靈的上面
[00:14:59.500 --> 00:15:01.500]  你如果是要
[00:15:01.500 --> 00:15:03.500]  配這個名字上去
[00:15:03.500 --> 00:15:05.500]  即是說你承認和他牽上一個
[00:15:05.500 --> 00:15:07.500]  關係的淵源
[00:15:07.500 --> 00:15:09.500]  所以你說
[00:15:09.500 --> 00:15:11.500]  很熱切地去敬拜祈禱
[00:15:11.500 --> 00:15:13.500]  不停地敬拜祈禱
[00:15:13.500 --> 00:15:14.500]  有錯嗎
[00:15:14.500 --> 00:15:15.500]  這件事沒有錯的
[00:15:15.500 --> 00:15:17.500]  但是你一用這個名字
[00:15:17.500 --> 00:15:19.500]  和牽上那個關係
[00:15:19.500 --> 00:15:21.500]  那邊的淵源是這樣
[00:15:21.500 --> 00:15:23.500]  你就
[00:15:23.500 --> 00:15:24.500]  很安全地說
[00:15:24.500 --> 00:15:25.500]  你就很危險
[00:15:25.500 --> 00:15:27.500]  你的信仰上面就開了一個
[00:15:27.500 --> 00:15:29.500]  通道
[00:15:29.500 --> 00:15:31.500]  去和這個淵源
[00:15:31.500 --> 00:15:33.500]  扯上了關係
[00:15:33.500 --> 00:15:35.500]  因為這個和香港現在很多的教會
