
[00:00:00.000 --> 00:00:04.640]  今天的題目是從失望到欣賞
[00:06:32.400 --> 00:06:37.040]  《提多書》的全名其實就是保羅給提多的書
[00:06:37.040 --> 00:06:39.360]  我們稱為教目的書信
[00:06:39.360 --> 00:06:42.080]  和提摩泰也是
[00:06:42.080 --> 00:06:46.320]  因為這兩位都是初期教會的教目童工
[00:06:46.320 --> 00:06:48.560]  也是保羅的徒弟
[00:06:48.560 --> 00:06:53.680]  在《提多書》第一章第四節說些什麼呢?
[00:06:53.680 --> 00:06:55.120]  在那裡這樣寫
[00:06:55.120 --> 00:06:57.040]  如果找到的話我們可以一起讀
[00:06:57.040 --> 00:06:58.160]  預備起
[00:06:58.160 --> 00:07:04.400]  我寫信,給在共同的信仰上作我真兒子的提多
[00:07:04.400 --> 00:07:06.400]  願因為平安
[00:07:06.400 --> 00:07:12.000]  從父上帝和我們的救主基督耶穌歸給你
[00:07:12.000 --> 00:07:13.040]  很有趣
[00:07:13.040 --> 00:07:14.640]  真兒子
[00:07:14.640 --> 00:07:18.000]  兒子又不夠做個「真」
[00:07:18.000 --> 00:07:20.400]  這個當然
[00:07:20.400 --> 00:07:23.200]  真兒子的意思不是真的生他
[00:07:23.200 --> 00:07:29.440]  而是在真理上,在屬靈上的兒子,是他的徒弟提多
[00:07:29.440 --> 00:07:31.440]  提摩泰呢
[00:07:31.440 --> 00:07:37.280]  同樣在提摩泰前書第一章一至二節
[00:07:37.280 --> 00:07:44.080]  你們翻開前小說就看到提摩泰前書
[00:07:44.080 --> 00:07:47.920]  第一章一至二節
[00:07:47.920 --> 00:07:51.680]  看看那裡怎樣介紹
[00:07:51.680 --> 00:07:53.680]  找到就一起讀
[00:07:53.680 --> 00:07:55.680]  預備起,第一節開始
[00:07:55.680 --> 00:07:57.920]  奉我們的救主上帝
[00:07:57.920 --> 00:08:01.360]  和我們的盼望基督耶穌的命令
[00:08:01.360 --> 00:08:04.160]  作基督耶穌仕途的保羅
[00:08:04.160 --> 00:08:08.800]  寫信給那恩信主作我真兒子的提摩泰
[00:08:08.800 --> 00:08:11.120]  願因為憐憫平安
[00:08:11.120 --> 00:08:15.760]  從父上帝和我們主基督耶穌歸給你
[00:08:15.760 --> 00:08:17.760]  這個又是真兒子
[00:08:17.760 --> 00:08:20.240]  不過前面再加多一點
[00:08:20.240 --> 00:08:24.720]  就是恩信主作他真兒子的提摩泰
[00:08:24.720 --> 00:08:27.520]  這兩個就是保羅的徒弟
[00:08:27.520 --> 00:08:30.400]  保羅這些童宮和徒弟
[00:08:30.400 --> 00:08:33.840]  對保羅來說都是帶著很大的期望
[00:08:33.840 --> 00:08:39.760]  因為童宮當然對保羅在宣教工作上有很大的幫助
[00:08:39.760 --> 00:08:41.760]  甚至照顧保羅
[00:08:41.760 --> 00:08:46.320]  徒弟就是要將保羅的心智
[00:08:46.320 --> 00:08:51.040]  他所做的一切來繼承去發展
[00:08:51.040 --> 00:08:53.680]  甚至要做得更加好
[00:08:53.680 --> 00:08:59.600]  所以保羅對這些童宮和徒弟非常重視
[00:08:59.600 --> 00:09:06.560]  其實馬可本來都是保羅所體重的一個童宮
[00:09:06.560 --> 00:09:09.440]  亦視之為徒弟
[00:09:09.440 --> 00:09:12.800]  所以他的身份是雙重的
[00:09:12.800 --> 00:09:18.240]  而馬可這個人本身亦相當特別
[00:09:18.240 --> 00:09:22.800]  第一次馬可出場在聖經當中是何時呢?
[00:09:22.800 --> 00:09:27.120]  就是在《紹行傳》第十二章第十二節
[00:09:27.120 --> 00:09:29.840]  所以現在大家有聖經又可以看看
[00:09:29.840 --> 00:09:32.800]  《紹行傳》第十二章第十二節
[00:09:32.800 --> 00:09:36.960]  在這段經文所說的是發生什麼事呢?
[00:09:36.960 --> 00:09:41.920]  就是說彼得本來被關在監獄裡
[00:09:41.920 --> 00:09:45.440]  主的使者天使要救他出來
[00:09:45.440 --> 00:09:49.120]  但是半夜三更彼得朦朧朧朧
[00:09:49.120 --> 00:09:51.360]  在不知道發生什麼事的時候
[00:09:51.360 --> 00:09:53.840]  就被主的使者救了出來
[00:09:53.840 --> 00:09:56.400]  他自己還以為是在見異象
[00:09:56.400 --> 00:09:57.840]  可能是在做夢
[00:09:57.840 --> 00:10:00.160]  到他清醒過來的時候
[00:10:00.160 --> 00:10:03.840]  在第十二章第十二節就這樣說
[00:10:03.840 --> 00:10:06.000]  他清醒了
[00:10:06.000 --> 00:10:13.360]  他就去到稱為馬可的約翰的母親瑪麗亞的家
[00:10:13.360 --> 00:10:20.720]  在那裡已經有些人聚集在那裡禱告
[00:10:20.720 --> 00:10:26.800]  馬可的母親是一個虔誠的婦女瑪麗亞
[00:10:26.800 --> 00:10:33.200]  而她們的家是開放接納信徒弟兄姊妹
[00:10:33.200 --> 00:10:36.480]  特別是當時的一群使徒在那裡祈禱
[00:10:36.480 --> 00:10:38.320]  所以今時今日
[00:10:38.320 --> 00:10:42.240]  有些教會如果有一個祈禱坊
[00:10:42.240 --> 00:10:44.960]  那個地方叫馬可樓
[00:10:44.960 --> 00:10:48.160]  所以大家不要以為因為有四福音書
[00:10:48.160 --> 00:10:50.560]  這個叫馬太樓,那個叫馬可樓,路加樓
[00:10:50.560 --> 00:10:52.080]  不是這樣的
[00:10:52.080 --> 00:10:54.720]  其實是和祈禱有關的
[00:10:54.720 --> 00:10:58.080]  所以大家認識這件事就知道你有讀聖經了
[00:10:58.080 --> 00:11:02.320]  在那個地方他們聚集一起來禱告
[00:11:02.320 --> 00:11:04.000]  但是大家可以想像
[00:11:04.000 --> 00:11:10.160]  當時不是一個作為基督徒是很光榮的事
[00:11:10.160 --> 00:11:12.960]  可以得到很多很多的所謂好處
[00:11:12.960 --> 00:11:13.840]  不是的
[00:11:13.840 --> 00:11:17.120]  做基督徒差不多是死路一條
[00:11:17.120 --> 00:11:21.680]  會面對迫害,會面對很大的困難
[00:11:21.680 --> 00:11:26.400]  他們這個家庭能夠讓這麼多的信徒一起聚集
[00:11:26.400 --> 00:11:31.440]  其實隨時可能會犧牲,會殉道
[00:11:31.440 --> 00:11:35.360]  但是我們看到馬可的媽媽
[00:11:35.360 --> 00:11:39.760]  她整個家庭就是這樣來到她有一個很大的信心
[00:11:39.760 --> 00:11:42.800]  好了,自此之後
[00:11:42.800 --> 00:11:45.120]  馬可就開始加入
[00:11:45.120 --> 00:11:52.560]  在保羅和巴拿巴宣教的旅程當中有份參與
[00:11:52.560 --> 00:11:56.560]  我們從《紹行傳》第十二章
[00:11:56.560 --> 00:11:59.200]  第二十五節就知道
[00:11:59.200 --> 00:12:03.680]  馬可已經加入了保羅和巴拿巴的隊伍當中
[00:12:03.680 --> 00:12:07.360]  在《紹行傳》第十二章第二十五節
[00:12:07.360 --> 00:12:08.880]  怎麼說的呢?
[00:12:08.880 --> 00:12:11.680]  就說巴拿巴和塑羅
[00:12:11.680 --> 00:12:14.720]  當時還是叫塑羅,還沒有叫保羅
[00:12:14.720 --> 00:12:16.720]  完成了供給的事
[00:12:16.720 --> 00:12:18.400]  這個供給的事是什麼呢?
[00:12:18.400 --> 00:12:20.560]  如果大家看聖經前一點就知道了
[00:12:20.560 --> 00:12:25.200]  就是因為當時在猶太的地方有大饑荒
[00:12:25.200 --> 00:12:31.040]  所以耶路撒冷教會為了幫助猶太弟兄
[00:12:31.040 --> 00:12:33.600]  能夠渡過這個大饑荒
[00:12:33.600 --> 00:12:38.720]  所以就打發巴拿巴、塑羅和馬可
[00:12:38.720 --> 00:12:42.080]  去幫助這些住在猶太的弟兄
[00:12:42.080 --> 00:12:44.880]  完成了這件事情之後
[00:12:44.880 --> 00:12:48.240]  他們就回到耶路撒冷
[00:12:48.240 --> 00:12:53.840]  在聖經裡就說他們帶著稱為馬可的約翰同去
[00:12:53.840 --> 00:12:55.200]  所以你就知道了
[00:12:55.200 --> 00:12:57.360]  馬可當時已經加入了
[00:12:57.360 --> 00:13:02.160]  保羅和巴拿巴的宣教隊伍當中
[00:13:02.160 --> 00:13:07.280]  然後到《紹行傳》第十三章第十三節
[00:13:07.280 --> 00:13:10.960]  就和我們今天所看的經文有關係
[00:13:10.960 --> 00:13:13.840]  就是為什麼保羅這麼憤怒
[00:13:13.840 --> 00:13:16.160]  不想帶馬可去呢?
[00:13:16.160 --> 00:13:20.720]  就在第十三章第十三節裡有交代這個原因
[00:13:20.720 --> 00:13:24.880]  在那裡怎麼說呢?就說保羅和他的同伴
[00:13:24.880 --> 00:13:28.560]  包括了巴拿巴和馬可
[00:13:28.560 --> 00:13:32.160]  就從一個地方叫做柏弗開船
[00:13:32.160 --> 00:13:35.600]  去到龐非利亞的別家
[00:13:35.600 --> 00:13:38.320]  約翰,這個約翰就是馬可
[00:13:38.320 --> 00:13:43.120]  卻離開他們,回耶路撒冷去了
[00:13:43.120 --> 00:13:44.880]  只是一句話
[00:13:44.880 --> 00:13:47.760]  就說這個馬可走了
[00:13:47.760 --> 00:13:53.360]  沒有跟隨保羅和巴拿巴繼續旅程
[00:13:53.360 --> 00:13:55.120]  馬可離開的原因
[00:13:55.120 --> 00:13:58.160]  在聖經裡沒有很清楚的交代
[00:13:58.160 --> 00:14:01.680]  不過,從保羅的反應
[00:14:01.680 --> 00:14:07.600]  就是當他聽到巴拿巴說有意思帶馬可的時候
[00:14:07.600 --> 00:14:09.040]  他有反應
[00:14:09.040 --> 00:14:13.200]  他和巴拿巴激烈地來辯論
[00:14:13.200 --> 00:14:16.640]  最後說不妥,分開
[00:14:16.640 --> 00:14:19.920]  大家想想,猜測一下
[00:14:19.920 --> 00:14:24.480]  有什麼事情會令到保羅的反應這麼大呢?
[00:14:24.480 --> 00:14:30.480]  當然是馬可做了一個非常令他憤怒的決定
[00:14:30.480 --> 00:14:33.040]  這個離開不是這麼簡單的
[00:14:33.040 --> 00:14:38.000]  聖經既然沒有說,有三種猜測,有些學者嘗試提出
[00:14:38.000 --> 00:14:41.280]  第一個猜測就說,馬可
[00:14:41.280 --> 00:14:43.920]  可能因為他的父親已經不在
[00:14:43.920 --> 00:14:46.240]  因為一直提都是提他母親
[00:14:46.240 --> 00:14:49.600]  不在,所以他是一個孝順仔
[00:14:49.600 --> 00:14:55.360]  他要這樣到處走,心裡記掛母親
[00:14:55.360 --> 00:14:59.680]  所以當他去龐菲利亞的時候
[00:14:59.680 --> 00:15:01.760]  結果他走了
[00:15:01.760 --> 00:15:04.080]  為了回去看他的母親
[00:15:04.080 --> 00:15:06.800]  這是第一個猜測
[00:15:06.800 --> 00:15:09.600]  第二個猜測就說
[00:15:09.600 --> 00:15:14.880]  馬可的家庭環境是相當不錯的
[00:15:14.880 --> 00:15:16.320]  大家想想,第一
[00:15:16.320 --> 00:15:19.120]  他的家可以這樣開放讓人祈禱
[00:15:19.120 --> 00:15:23.360]  第二,其實他跟巴哈巴有親戚的關係
[00:15:23.360 --> 00:15:25.200]  巴哈巴是他的表哥
[00:15:25.200 --> 00:15:27.120]  而巴哈巴是一個什麼樣的人呢?
[00:15:27.120 --> 00:15:29.680]  其實本來就是一個很有錢的人
[00:15:29.680 --> 00:15:34.080]  他為了支持宣教的工作
[00:15:34.080 --> 00:15:38.080]  變賣所有,擺在聖徒的前面就分了
[00:15:38.080 --> 00:15:39.200]  他本來就是很有錢
[00:15:39.200 --> 00:15:43.280]  就是說馬可來自一個相當富有的家庭
[00:15:43.280 --> 00:15:45.040]  可能熬不慣
[00:15:45.040 --> 00:15:48.720]  所以要這樣去坐船
[00:15:48.720 --> 00:15:51.440]  如果大家想想,你是暈船浪的話
[00:15:51.440 --> 00:15:53.440]  坐一次也撐不住
[00:15:53.440 --> 00:15:55.120]  還要這樣走
[00:15:55.120 --> 00:15:58.320]  保羅,大家看看聖經後面的地圖就知道了
[00:15:58.320 --> 00:15:59.520]  有一個宣教旅程
[00:15:59.520 --> 00:16:02.160]  在地中海這些地方這樣坐船
[00:16:02.160 --> 00:16:05.120]  你以為他暢遊地中海遊船河嗎?
[00:16:05.120 --> 00:16:06.640]  當然不是
[00:16:06.640 --> 00:16:11.280]  去這樣的宣教旅程,九死一生
[00:16:11.280 --> 00:16:14.880]  所以馬可熬不住
[00:16:14.880 --> 00:16:17.200]  他頂不住這樣的生活
[00:16:17.200 --> 00:16:20.320]  所以結果就走了
[00:16:20.320 --> 00:16:22.080]  第三
[00:16:22.080 --> 00:16:26.560]  很可能在他們這個宣教旅程當中
[00:16:26.560 --> 00:16:28.320]  遇到很大的困難
[00:16:28.320 --> 00:16:29.840]  可能遇到攻擊
[00:16:29.840 --> 00:16:32.080]  而在《紹行傳》裡面我們知道
[00:16:32.080 --> 00:16:33.920]  保羅去到很多地方
[00:16:33.920 --> 00:16:36.080]  引起很大的騷動,很多的問題
[00:16:36.080 --> 00:16:39.440]  因為有些人認為他阻礙著大家發達
[00:16:39.440 --> 00:16:41.360]  尤其是做神像那些
[00:16:41.360 --> 00:16:45.040]  這裡說這些真的不可以去擺偶像
[00:16:45.040 --> 00:16:48.400]  所以很多人去衝擊他們
[00:16:48.400 --> 00:16:50.720]  馬可心裡面膽怯
[00:16:50.720 --> 00:16:53.760]  結果在龐菲利亞這個別家的地方
[00:16:53.760 --> 00:16:57.200]  做了逃兵,走了
[00:16:57.200 --> 00:17:00.640]  這三種猜測都有可能性
[00:17:00.640 --> 00:17:03.680]  而令到保羅有這麼大的反應
[00:17:03.680 --> 00:17:07.920]  最大機會可能就是第三個猜測
[00:17:07.920 --> 00:17:11.520]  就是馬可沒有信心
[00:17:11.520 --> 00:17:14.880]  當遇到衝擊的時候,竟然走了
[00:17:14.880 --> 00:17:18.960]  所以保羅認為他既然有這樣的前科
[00:17:18.960 --> 00:17:23.440]  一定不可以再來接受他
[00:17:23.440 --> 00:17:27.920]  保羅其實本來對馬可就是寄以厚望
[00:17:27.920 --> 00:17:30.320]  因為剛才我提到
[00:17:30.320 --> 00:17:34.160]  他家庭的背景
[00:17:34.160 --> 00:17:36.960]  媽媽是虔誠的婦女
[00:17:36.960 --> 00:17:41.760]  家庭開放,讓其他信徒來禱告
[00:17:41.760 --> 00:17:44.240]  巴拿巴是他的表兄
[00:17:44.240 --> 00:17:48.160]  而巴拿巴本身又是一個大有信心的人
[00:17:48.160 --> 00:17:50.480]  為了神的緣故可以撇下一切
[00:17:50.480 --> 00:17:52.560]  最重要是什麼呢?
[00:17:52.560 --> 00:17:55.200]  最重要就是沒有巴拿巴的話
[00:17:55.200 --> 00:17:57.600]  根本就沒有保羅
[00:17:57.600 --> 00:18:00.320]  他一定不會這麼容易
[00:18:00.320 --> 00:18:03.680]  就被這些使徒接納
[00:18:03.680 --> 00:18:05.600]  會相信
[00:18:05.600 --> 00:18:09.840]  既然巴拿巴就是馬可的表兄
[00:18:09.840 --> 00:18:13.360]  所以保羅覺得這個表弟
[00:18:13.360 --> 00:18:16.560]  應該是一個可造之材
[00:18:16.560 --> 00:18:21.760]  所以馬可可以說是一個信義待的表表者
[00:18:21.760 --> 00:18:24.960]  本來保羅就是一心想建立他
[00:18:24.960 --> 00:18:26.960]  不過可惜他的離開
[00:18:26.960 --> 00:18:29.440]  令到保羅大跌眼鏡
[00:18:29.440 --> 00:18:32.960]  非常失望,甚至乎耿耿於懷
[00:18:32.960 --> 00:18:36.800]  一直為了這件事心裡非常不快樂
[00:18:36.800 --> 00:18:39.280]  雖然過了一段日子
[00:18:39.280 --> 00:18:42.800]  當保羅很希望和巴拿巴再次去探訪
[00:18:42.800 --> 00:18:46.080]  在第一次宣教旅程裡建立的教會
[00:18:46.080 --> 00:18:50.640]  但當聽到巴拿巴說要帶著馬可的時候
[00:18:50.640 --> 00:18:54.880]  保羅就立刻提出反對
[00:18:54.880 --> 00:18:59.120]  巴拿巴由始至終都是一個很一致的人
[00:18:59.120 --> 00:19:01.360]  他是一個很大量的人
[00:19:01.360 --> 00:19:03.360]  也是很信任人的人
[00:19:03.360 --> 00:19:08.400]  所以他知道雖然馬可曾經有一次不好的記錄
[00:19:08.400 --> 00:19:12.160]  但他認為應該給他機會
[00:19:12.160 --> 00:19:14.480]  似乎這次的討論
[00:19:14.480 --> 00:19:18.320]  保羅和巴拿巴都不能夠平心靜氣
[00:19:18.320 --> 00:19:22.960]  最終導致他們兩人要分道揚鑣
[00:19:22.960 --> 00:19:24.720]  其實大家想想
[00:19:24.720 --> 00:19:29.760]  保羅照道理應該是非常尊重巴拿巴的
[00:19:29.760 --> 00:19:32.960]  像我剛才所說,沒有巴拿巴就沒有保羅
[00:19:32.960 --> 00:19:35.280]  大致上來說
[00:19:35.280 --> 00:19:39.120]  巴拿巴提出的事情,保羅照道理都會聽
[00:19:39.120 --> 00:19:42.960]  但為什麼這次是不行呢?
[00:19:42.960 --> 00:19:46.880]  當然在保羅來說
[00:19:46.880 --> 00:19:50.160]  這是一件非常重要的事情
[00:19:50.160 --> 00:19:52.560]  不能夠輕率地去處理
[00:19:52.560 --> 00:19:55.040]  如果帶著馬可的話
[00:19:55.040 --> 00:19:57.040]  他再走一次可能沒問題
[00:19:57.040 --> 00:20:01.600]  但如果可能是因為這樣的緣故影響了、動搖了
[00:20:01.600 --> 00:20:04.880]  很多剛剛被建立的教會
[00:20:04.880 --> 00:20:06.560]  那就大件事了
[00:20:06.560 --> 00:20:10.960]  所以保羅其實不是為了自己個人去想
[00:20:10.960 --> 00:20:12.800]  他是為了大局
[00:20:12.800 --> 00:20:14.800]  為了教會的設想
[00:20:14.800 --> 00:20:18.560]  所以他不敢冒這個險
[00:20:18.560 --> 00:20:21.680]  但是從巴拿巴的想法就是
[00:20:21.680 --> 00:20:25.760]  昔日如果他擔保錯了保羅
[00:20:25.760 --> 00:20:30.240]  帶來的後果可能是更加的危險
[00:20:30.240 --> 00:20:36.720]  因為可能將保羅帶入當時教會的核心裡面
[00:20:36.720 --> 00:20:40.800]  將整個核心連根拔起
[00:20:40.800 --> 00:20:45.280]  這樣他就做了一個千古罪人
[00:20:45.280 --> 00:20:51.120]  但巴拿巴竟然可以保證保羅
[00:20:51.120 --> 00:20:52.560]  所以
[00:20:52.560 --> 00:20:54.960]  獨具慧眼的巴拿巴
[00:20:54.960 --> 00:20:59.520]  他當時看到馬可的潛質
[00:20:59.520 --> 00:21:03.360]  和昔日的保羅其實都是不遑多讓
[00:21:03.360 --> 00:21:05.920]  只不過在那個時候
[00:21:05.920 --> 00:21:11.280]  保羅還未能夠有好像巴拿巴這種眼光
[00:21:11.280 --> 00:21:14.720]  結果他們兩個人無法妥協達成共識
[00:21:14.720 --> 00:21:17.920]  最後就要忍痛分開
[00:21:17.920 --> 00:21:19.600]  在經文裡面給我們看到
[00:21:19.600 --> 00:21:23.040]  結果保羅選擇了西拉
[00:21:23.040 --> 00:21:25.200]  而巴拿巴就帶著馬可
[00:21:25.200 --> 00:21:28.960]  大家各自踏上這個旅途
[00:21:28.960 --> 00:21:32.320]  不過不知道過了多久的時間
[00:21:32.320 --> 00:21:35.840]  保羅終於明白了巴拿巴的苦心
[00:21:35.840 --> 00:21:41.600]  也發現了真真正正是巴拿巴的恩賜
[00:21:41.600 --> 00:21:44.080]  所以沒辦法令到保羅不佩服
[00:21:44.080 --> 00:21:48.480]  也沒辦法繼續堅持他自己的想法
