
[00:00:00.000 --> 00:00:03.640]  有人形容2020年是空白的一年
[00:01:47.020 --> 00:01:53.100]  以致在這個英許之地,在迦南地可以得以長久
[00:01:53.100 --> 00:01:56.220]  所以我們今天很想看一下摩西
[00:01:56.220 --> 00:02:01.700]  怎樣整合曠野,很無聊的四十年
[00:02:01.700 --> 00:02:04.380]  我想曠野的生活,我們上一年
[00:02:04.380 --> 00:02:08.420]  都比以色列人好在曠野的生活
[00:02:08.420 --> 00:02:10.220]  看一下摩西怎樣做一個整合
[00:02:10.220 --> 00:02:17.000]  以致我們都可以為上一年增添一些意義
[00:02:17.000 --> 00:02:21.820]  在生命記第一章一開始就交代了很多地點
[00:02:21.820 --> 00:02:25.860]  這些地點學者都說已經找不回實際的地址
[00:02:25.860 --> 00:02:28.840]  但是從那些地點我們可以知道
[00:02:28.840 --> 00:02:31.600]  以色列人再一次站在約旦河邊
[00:02:31.600 --> 00:02:33.900]  但經文很交代了一件事情
[00:02:33.900 --> 00:02:38.320]  就是說其實本身他們在西乃山
[00:02:38.320 --> 00:02:40.040]  在生命記就叫河列山
[00:02:40.040 --> 00:02:41.960]  他們領取了十界那個地方
[00:02:41.960 --> 00:02:47.540]  去到現在那個地點本身只需要走十一天的路程
[00:02:47.540 --> 00:02:51.700]  但結果他們走了四十年
[00:02:51.700 --> 00:02:56.760]  第一章就要解釋為什麼真的走十一天的路
[00:02:56.760 --> 00:02:59.440]  結果走了四十年
[00:02:59.440 --> 00:03:04.680]  然後再交代其實那時候以色列人已經打敗了兩個王
[00:03:04.680 --> 00:03:09.520]  但這個更加詳細的片段其實會在第二第三章才交代
[00:03:09.520 --> 00:03:12.820]  今天就看看摩西如何去理解
[00:03:12.820 --> 00:03:16.900]  以色列人為什麼十一天的路程走了四十年
[00:03:16.900 --> 00:03:20.760]  以致可以對我們今天有些提醒
[00:03:20.760 --> 00:03:23.640]  而當你很快地看第一章
[00:03:23.640 --> 00:03:26.860]  你會發現有一個詞語
[00:03:26.860 --> 00:03:31.120]  都很吸引到我們的注意
[00:03:31.120 --> 00:03:34.260]  以色列人是因為叛逆的緣故
[00:03:34.260 --> 00:03:37.580]  第一次他們在約旦河邊
[00:03:37.580 --> 00:03:39.860]  但他們因為不信上帝
[00:03:39.860 --> 00:03:42.500]  他們決定不進去
[00:03:42.500 --> 00:03:46.040]  以致他們要在曠野漂流四十年
[00:03:46.040 --> 00:03:48.700]  所以對於摩西來說
[00:03:48.700 --> 00:03:53.520]  最難阻止以色列人去順服上帝的就是
[00:03:53.520 --> 00:03:57.340]  懼怕 恐懼
[00:03:57.340 --> 00:03:59.680]  所以你看到摩西在第一章不斷跟他們說
[00:03:59.680 --> 00:04:01.800]  你不要懼怕也不要驚慌
[00:04:01.800 --> 00:04:05.280]  他們形容曠野是一個大而可怕的曠野
[00:04:05.280 --> 00:04:09.300]  他們面對的敵人又高又大又可怕
[00:04:09.300 --> 00:04:13.080]  今天我們就從三個懼怕裡面
[00:04:13.080 --> 00:04:20.740]  去看看以色列人為什麼因為懼怕的緣故而不信服上帝
[00:04:20.740 --> 00:04:30.440]  第一個懼怕出現在《生命記》第一章十九至三十三節
[00:04:30.440 --> 00:04:36.660]  今天經文很長所以我做一些很快的總結跟大家看完
[00:04:36.660 --> 00:04:42.400]  在第一個片段裡面就是在說以色列人第一次準備進入迦南地
[00:04:42.400 --> 00:04:46.480]  摩西在一十九至二十一節就回憶四十年前
[00:04:46.480 --> 00:04:48.840]  他曾經鼓勵過以色列人不要怕
[00:04:48.840 --> 00:04:50.360]  因為這塊地是上帝應許給你的
[00:04:50.360 --> 00:04:52.840]  請你們上去拿
[00:04:52.840 --> 00:04:54.520]  第二十二到二十五節就說
[00:04:54.520 --> 00:04:56.240]  以色列人聽到摩西的吩咐就說
[00:04:56.240 --> 00:04:59.960]  好啊 不如我們先派探子去看看那塊地是什麼地方
[00:04:59.960 --> 00:05:03.200]  是不是真的好或者怎樣去進攻
[00:05:03.200 --> 00:05:06.240]  這班探子也回報說
[00:05:06.240 --> 00:05:10.120]  哇 伊達地真是好 土產多豐富
[00:05:10.120 --> 00:05:13.040]  伊達地真是美地
[00:05:13.040 --> 00:05:15.840]  但是到了第二十六至二十八節
[00:05:15.840 --> 00:05:18.480]  以色列人怎樣給反應這班探子和摩西
[00:05:18.480 --> 00:05:20.960]  他們說我們不上去了
[00:05:20.960 --> 00:05:25.520]  因為這班人 伊達地的人又高又大
[00:05:25.520 --> 00:05:28.600]  你叫我們去 那不就是叫我們去送死
[00:05:28.600 --> 00:05:30.000]  他們還是阿納族的人
[00:05:30.000 --> 00:05:32.480]  阿納族大概只是巨人族
[00:05:32.480 --> 00:05:35.280]  即是巨人的意思
[00:05:35.280 --> 00:05:37.120]  接著他就繼續埋怨上帝
[00:05:37.120 --> 00:05:40.160]  哇 你帶我們出來又送羊入虎口
[00:05:40.160 --> 00:05:44.480]  即是叫我們去死 那我們不進去了
[00:05:44.480 --> 00:05:47.240]  在二十九至三十三節
[00:05:47.240 --> 00:05:50.280]  摩西在這時候再一次鼓勵以色列人
[00:05:50.280 --> 00:05:52.680]  不要這樣
[00:05:52.680 --> 00:05:56.960]  你想想神這四十年為你做過什麼事
[00:05:56.960 --> 00:06:00.680]  是不是應該為了神的緣故給多一點信心
[00:06:00.680 --> 00:06:04.880]  有些困難你們都去呢
[00:06:04.880 --> 00:06:11.880]  這個就是第一個片段
[00:06:11.880 --> 00:06:14.880]  說到他們的懼怕
[00:06:14.880 --> 00:06:16.680]  而你再看下去
[00:06:16.680 --> 00:06:19.680]  很快的 三十四節的片段你就知道
[00:06:19.680 --> 00:06:22.960]  這個懼怕為以色列人帶來的就是
[00:06:22.960 --> 00:06:26.160]  他們整代的以色列人
[00:06:26.160 --> 00:06:30.680]  都沒有辦法進入迦南
[00:06:30.680 --> 00:06:35.640]  在螢幕上就是以色列人的不信和怨言
[00:06:35.640 --> 00:06:38.760]  我們在怨言中特別看到的就是
[00:06:38.760 --> 00:06:41.560]  他們說這裡的百姓比我們又大又高
[00:06:41.560 --> 00:06:44.280]  這個城鎮又大 城牆又堅固
[00:06:44.280 --> 00:06:46.040]  和天一樣高
[00:06:46.040 --> 00:06:51.640]  並且我們在那裡看到一些阿納族人 這些巨人
[00:06:51.640 --> 00:06:54.640]  我們從他們的說話中
[00:06:54.640 --> 00:06:57.920]  我們看到他們第一件事是怕什麼呢
[00:06:57.920 --> 00:06:59.680]  以致他們失落了
[00:06:59.680 --> 00:07:02.680]  本身可以四十年前就已經得到那塊土地
[00:07:02.680 --> 00:07:04.880]  是得到上帝的祝福
[00:07:04.880 --> 00:07:07.960]  第一個就是怕困難
[00:07:07.960 --> 00:07:14.400]  他怕困難以致他們失去了應該有的福氣
[00:07:14.400 --> 00:07:18.120]  或者你也會在這個時候去問一個問題
[00:07:18.120 --> 00:07:23.200]  其實以色列人怕到情有可原
[00:07:23.200 --> 00:07:24.760]  當我去看的時候 我也在想
[00:07:24.760 --> 00:07:28.000]  如果上帝要我去打籃球 一隊籃球隊
[00:07:28.000 --> 00:07:29.400]  要我跟美國隊打
[00:07:29.400 --> 00:07:32.560]  我們平均身高180cm已經算高了
[00:07:32.560 --> 00:07:35.600]  他們高我們兩個頭平均220cm
[00:07:35.600 --> 00:07:36.960]  哇 哪有得打啊
[00:07:36.960 --> 00:07:39.720]  怕也合理啊
[00:07:39.720 --> 00:07:41.440]  那怕一下而已
[00:07:41.440 --> 00:07:48.000]  要不要懲罰以色列人去到這樣的地步
[00:07:48.000 --> 00:07:50.120]  怕在經文裡面
[00:07:50.120 --> 00:07:51.920]  或者在這個處境
[00:07:51.920 --> 00:07:53.840]  我們也會明白
[00:07:53.840 --> 00:07:56.480]  面對著又大又難的事情
[00:07:56.480 --> 00:07:58.200]  是會害怕的
[00:07:58.200 --> 00:07:59.800]  無論在工作的
[00:07:59.800 --> 00:08:01.400]  或者在侍奉上的
[00:08:01.400 --> 00:08:03.280]  傳遞人邀請大家做區長 組長
[00:08:03.280 --> 00:08:06.960]  大家都會想一想是否做得到
[00:08:06.960 --> 00:08:12.400]  但為什麼這個害怕會令到神這麼憤怒呢
[00:08:12.400 --> 00:08:17.720]  我們再看看摩西亞沒有什麼效用的鼓勵
[00:08:17.720 --> 00:08:20.520]  摩西亞有再一次鼓勵以色列人的
[00:08:20.520 --> 00:08:24.240]  在上帝發怒之前
[00:08:24.240 --> 00:08:27.600]  我們看看摩西亞的這段鼓勵
[00:08:27.600 --> 00:08:29.720]  摩西亞的重點
[00:08:29.720 --> 00:08:32.880]  我們用了藍色去選擇了
[00:08:32.880 --> 00:08:34.800]  摩西亞叫他們不要害怕
[00:08:34.800 --> 00:08:37.160]  也不用怕他們
[00:08:37.160 --> 00:08:39.440]  在你們面前走的耶和華說
[00:08:39.440 --> 00:08:42.200]  你們的上帝一定會為你們爭戰的
[00:08:42.200 --> 00:08:43.640]  摩西亞不是空談的
[00:08:43.640 --> 00:08:47.960]  因為摩西亞之後有些證據去支持自己
[00:08:47.960 --> 00:08:52.760]  他說 正如他在埃及地所行的事
[00:08:52.760 --> 00:08:56.920]  也正如他在曠野裡所行的事
[00:08:56.920 --> 00:09:01.480]  也正如他一直在你們面前所行的事
[00:09:01.480 --> 00:09:06.600]  原來這次以色列人不是第一次面對困難的
[00:09:06.600 --> 00:09:11.000]  這群以色列人是從埃及地出來的以色列人
[00:09:11.000 --> 00:09:13.480]  他們見證過十災
[00:09:13.480 --> 00:09:17.520]  上帝為了他們的緣故說了十災給埃及人
[00:09:17.520 --> 00:09:19.280]  但十災是特別可怕的
[00:09:19.280 --> 00:09:23.000]  上帝為他們的緣故說要殺死埃及的所有長子
[00:09:23.000 --> 00:09:25.400]  但他們本身的長子也會死的
[00:09:25.400 --> 00:09:26.320]  經文說
[00:09:26.320 --> 00:09:27.920]  但因為他們殺了羊
[00:09:27.920 --> 00:09:30.960]  把血塗抹在門框
[00:09:30.960 --> 00:09:32.880]  令他們避過一劫
[00:09:32.880 --> 00:09:35.600]  他們在埃及見證過十災
[00:09:35.600 --> 00:09:37.880]  上帝這麼大的神蹟
[00:09:37.880 --> 00:09:39.080]  在曠野裡
[00:09:39.080 --> 00:09:41.920]  他們見證到走投無路的時候
[00:09:41.920 --> 00:09:43.680]  上帝為他們分紅海
[00:09:43.680 --> 00:09:45.520]  沒有東西吃的時候有馬拿
[00:09:45.520 --> 00:09:49.280]  不知路的時候上帝每天都有雲柱火柱
[00:09:49.280 --> 00:09:51.360]  讓他們跟著走
[00:09:51.360 --> 00:09:52.920]  真的很老實
[00:09:52.920 --> 00:09:55.960]  見證過這麼多神蹟的人
[00:09:55.960 --> 00:09:57.160]  真的只有他們
[00:09:57.160 --> 00:10:00.560]  我們也很想見一個
[00:10:00.560 --> 00:10:02.520]  但摩西就說
[00:10:02.520 --> 00:10:07.000]  為什麼你們見證過這麼多神蹟
[00:10:07.000 --> 00:10:09.040]  神一次又一次拯救你們
[00:10:09.040 --> 00:10:12.000]  無論是在埃及人手裡
[00:10:12.000 --> 00:10:14.840]  或者在曠野這麼惡劣的環境下
[00:10:14.840 --> 00:10:16.640]  你有東西吃
[00:10:16.640 --> 00:10:19.600]  你知道路怎麼走
[00:10:19.600 --> 00:10:22.080]  但是為什麼以往
[00:10:22.080 --> 00:10:25.480]  你們經歷上帝的事情
[00:10:25.480 --> 00:10:27.360]  竟然無法增添
[00:10:27.360 --> 00:10:30.840]  今天的任何一點信心
[00:10:30.840 --> 00:10:33.960]  我想這是上帝生氣的原因
[00:10:33.960 --> 00:10:36.560]  面對著困難和害怕
[00:10:36.560 --> 00:10:39.120]  我想上帝應該也會體諒
[00:10:39.120 --> 00:10:41.520]  但是如果
[00:10:41.520 --> 00:10:43.720]  這次不是第一次
[00:10:43.720 --> 00:10:49.160]  我們這次已經是面對第五六七次了
[00:10:49.160 --> 00:10:52.800]  還是像第一次一樣害怕
[00:10:52.800 --> 00:10:57.600]  這不只是指困難和害怕的問題
[00:10:57.600 --> 00:11:02.640]  這是反映我們對神有沒有信心
[00:11:02.640 --> 00:11:05.840]  2020年其中一個最深刻的片段
[00:11:05.840 --> 00:11:10.120]  大家都是搶口罩
[00:11:10.120 --> 00:11:14.800]  我記得第一次教會呼籲派口罩的時候
[00:11:14.800 --> 00:11:17.880]  其實我們家裡本身也沒有什麼口罩
[00:11:17.880 --> 00:11:19.880]  但是弟兄姊妹也好
[00:11:19.880 --> 00:11:21.440]  其他弟兄姊妹也很關心我們
[00:11:21.440 --> 00:11:23.200]  送了幾盒給我們
[00:11:23.200 --> 00:11:25.440]  我們有也很掙扎
[00:11:25.440 --> 00:11:28.240]  因為當時我們有些台灣的朋友也很需要
[00:11:28.240 --> 00:11:30.320]  他們還要開學
[00:11:30.320 --> 00:11:33.600]  我和太太最後也決定寄幾盒過去
[00:11:33.600 --> 00:11:34.840]  但是也有點害怕
[00:11:34.840 --> 00:11:39.160]  會不會寄了幾盒過去之後自己拿不到呢
[00:11:39.160 --> 00:11:41.800]  過了那一波
[00:11:41.800 --> 00:11:44.520]  但是第二次呢
[00:11:44.520 --> 00:11:47.720]  到了我們家裡口罩又緊絀了
[00:11:47.720 --> 00:11:51.480]  第二天又看到身邊的人有需要了
[00:11:51.480 --> 00:11:52.880]  那還派不派呢
[00:11:52.880 --> 00:11:54.960]  我記得當時我太太跟我說
[00:11:54.960 --> 00:11:56.640]  我們隔壁的村子爆發了
[00:11:56.640 --> 00:11:57.680]  很多老人家
[00:11:57.680 --> 00:12:00.440]  我們看到他們的口罩又磨又爛
[00:12:00.440 --> 00:12:02.760]  很明顯戴了等於沒戴
[00:12:02.760 --> 00:12:05.680]  她說不如我們也將家裡緊有的那兩盒
[00:12:05.680 --> 00:12:08.600]  派一盒過去給他們
[00:12:08.600 --> 00:12:11.280]  雖然經歷過第一次
[00:12:11.280 --> 00:12:15.080]  但第二次再派出去的時候也會害怕
[00:12:15.080 --> 00:12:18.880]  是不是真的會上帝又再一次供應呢
[00:12:18.880 --> 00:12:21.520]  所以我們也明白
[00:12:21.520 --> 00:12:24.240]  原來我們經歷過神蹟
[00:12:24.240 --> 00:12:26.320]  我們經歷過上帝的幫助
[00:12:26.320 --> 00:12:28.440]  尤其是不止口罩
[00:12:28.440 --> 00:12:29.880]  特別是在經濟上
[00:12:29.880 --> 00:12:33.520]  2020年令到很多人都失業
[00:12:33.520 --> 00:12:35.440]  但是我們也聽弟兄姊妹的分享
[00:12:35.440 --> 00:12:40.160]  直至很多上帝不同的渠道都供應
[00:12:40.160 --> 00:12:42.240]  弟兄姊妹
[00:12:42.240 --> 00:12:47.240]  2021年或許未必比2020好
[00:12:47.240 --> 00:12:50.920]  艱難或許也會繼續存在
[00:12:50.920 --> 00:12:55.600]  但是我們可不可以為2020年做一個整合
[00:12:55.600 --> 00:12:57.720]  我們有感恩會
[00:12:57.720 --> 00:13:02.600]  我們的感恩是述說著上帝的作為
[00:13:02.600 --> 00:13:05.120]  希望我們直至第一點
[00:13:05.120 --> 00:13:11.800]  我們反思我們2020年經歷上帝的恩典
[00:13:11.800 --> 00:13:17.480]  希望可以成為加強我們信心走過2021年的動力
[00:13:17.480 --> 00:13:21.920]  不要令我們在上年年尾的感恩會說的話
[00:13:21.920 --> 00:13:27.760]  變成一些空談的話
[00:13:27.760 --> 00:13:29.640]  好了 到了第二個害怕
[00:13:29.640 --> 00:13:33.880]  第二個害怕 經文沒有說明是害怕這個字
[00:13:33.880 --> 00:13:37.840]  但是我們可以明白它是害怕的
[00:13:37.840 --> 00:13:41.760]  就是第34至46節
[00:13:41.760 --> 00:13:43.880]  經文就說
[00:13:43.880 --> 00:13:47.040]  在34至40節就說
[00:13:47.040 --> 00:13:49.640]  上帝因為以色列人的不信服
[00:13:49.640 --> 00:13:50.640]  不信上帝
[00:13:50.640 --> 00:13:55.560]  那如你所願 你不進去就不用進去
[00:13:55.560 --> 00:13:58.160]  在這七節的經文裡面
[00:13:58.160 --> 00:14:02.680]  上帝說了哪些人不能進去應許之地
[00:14:02.680 --> 00:14:04.680]  因為叛逆的緣故
[00:14:04.680 --> 00:14:07.400]  那些壯年的人不能進去
[00:14:07.400 --> 00:14:08.440]  除了迦勒之外
[00:14:08.440 --> 00:14:11.400]  因為迦勒專日跟隨耶和
[00:14:11.400 --> 00:14:13.720]  摩西也不能進去
[00:14:13.720 --> 00:14:17.000]  因為以色列人的緣故
[00:14:17.000 --> 00:14:18.280]  約書亞也不能進去
[00:14:18.280 --> 00:14:22.400]  約書亞要繼承摩西做領袖
[00:14:22.400 --> 00:14:25.720]  還有那些不懂得分善樂的小朋友
[00:14:25.720 --> 00:14:32.640]  本身以色列人覺得那些做奴隸的人
[00:14:32.640 --> 00:14:36.800]  上帝說那些人才可以進去
[00:14:36.800 --> 00:14:39.160]  然後呢
[00:14:39.160 --> 00:14:42.280]  上帝宣判完他的懲罰
[00:14:42.280 --> 00:14:43.600]  41至46節
[00:14:43.600 --> 00:14:45.520]  以色列人的反應是什麼呢
[00:14:45.520 --> 00:14:47.080]  最壞了
[00:14:47.080 --> 00:14:49.320]  我們真的得罪了耶和華
[00:14:49.320 --> 00:14:50.400]  真的不行了
[00:14:50.400 --> 00:14:53.400]  我們要上去打了
[00:14:53.400 --> 00:14:54.320]  那就上去打
[00:14:54.320 --> 00:14:56.560]  本身上帝吩咐的
[00:14:56.560 --> 00:14:59.760]  我們見到以色列人悔改就上去打
[00:14:59.760 --> 00:15:03.240]  誰知道上帝叫摩西跟他們說你們不要上去打
[00:15:03.240 --> 00:15:04.640]  因為我不跟你們同在
[00:15:04.640 --> 00:15:07.240]  你們上去打只會輸
[00:15:07.240 --> 00:15:10.480]  結果他們拿了工具就真的上去打
[00:15:10.480 --> 00:15:17.560]  結果就被人打到一盤散沙回來
[00:15:17.560 --> 00:15:23.280]  在這段經文裡面
[00:15:23.280 --> 00:15:27.080]  我想這句話
[00:15:27.080 --> 00:15:29.000]  我們得罪了耶和華
[00:15:29.000 --> 00:15:31.960]  現在我們願意遵照耶和華
[00:15:31.960 --> 00:15:36.720]  我們上帝一切所吩咐的上去征戰
[00:15:36.720 --> 00:15:38.360]  當我看這個段落的時候
[00:15:38.360 --> 00:15:39.680]  我不知道為什麼
[00:15:39.680 --> 00:15:43.520]  我馬上想起很多夫妻的日常生活
[00:15:43.520 --> 00:15:46.680]  這段記載很相似
[00:15:46.680 --> 00:15:48.920]  上帝吩咐你做一件事你不做
[00:15:48.920 --> 00:15:49.880]  上帝生氣罰你
[00:15:49.880 --> 00:15:52.080]  你說好吧好吧那我去做
[00:15:52.080 --> 00:15:53.920]  上帝說不用做了
[00:15:53.920 --> 00:15:56.640]  那不要緊你都說要做就照樣去做
[00:15:56.640 --> 00:15:59.000]  這也真的像夫妻之間的相處
[00:15:59.000 --> 00:16:00.600]  太太吩咐丈夫你去幫我做一件事
[00:16:00.600 --> 00:16:01.800]  去買東西
[00:16:01.800 --> 00:16:04.040]  我猜了很久都不去買
[00:16:04.040 --> 00:16:06.320]  那你不用去買了
[00:16:06.320 --> 00:16:09.200]  好吧好吧怕了你了去買了
[00:16:09.200 --> 00:16:11.200]  都說了你不用去買了
[00:16:11.200 --> 00:16:13.000]  那去不去買
[00:16:13.000 --> 00:16:17.000]  每一個丈夫可能都有不同的處理手法
[00:16:17.000 --> 00:16:20.000]  但是很常見
[00:16:20.000 --> 00:16:23.440]  我想每一個家庭都可能發生過
[00:16:23.440 --> 00:16:26.720]  我大概明白上帝生氣什麼
[00:16:26.720 --> 00:16:28.640]  但是我都和太太拿了一個印證
[00:16:28.640 --> 00:16:31.320]  問她是不是生氣這件事
[00:16:31.320 --> 00:16:34.800]  其實很明顯的
[00:16:34.800 --> 00:16:36.600]  以色列人在說這句話的時候
[00:16:36.600 --> 00:16:39.840]  很明顯不是真心悔改
[00:16:39.840 --> 00:16:45.320]  也很明顯他不是因為重視上帝而去說的
[00:16:45.320 --> 00:16:47.200]  很明顯以色列人在說這句話的時候
[00:16:47.200 --> 00:16:49.520]  他真的怕什麼呢
[00:16:49.520 --> 00:16:53.320]  是怕被人罰
[00:16:53.320 --> 00:16:57.000]  是怕沒有了他本身有的土地
[00:16:57.000 --> 00:16:59.440]  好像剛剛生活的例子
[00:16:59.440 --> 00:17:00.840]  老公真的肯去買了
[00:17:00.840 --> 00:17:02.840]  不是真的怎樣
[00:17:02.840 --> 00:17:06.840]  可能太太都知道你嫌我煩
[00:17:06.840 --> 00:17:08.520]  你不想煩而已
[00:17:08.520 --> 00:17:11.680]  你不是重視我
[00:17:11.680 --> 00:17:14.320]  所以耶和華會更加生氣
[00:17:14.320 --> 00:17:15.680]  因為這個舉動
[00:17:15.680 --> 00:17:20.720]  以色列人的舉動是在反映他們的態度
[00:17:20.720 --> 00:17:23.520]  是不是真的聽上帝的話
[00:17:23.520 --> 00:17:24.760]  如果真的聽上帝的話
[00:17:24.760 --> 00:17:26.160]  上帝叫他們不要上去
[00:17:26.160 --> 00:17:30.680]  他們就應該真的不要再上去了
[00:17:30.680 --> 00:17:33.080]  但是他們不是這樣做
[00:17:33.080 --> 00:17:35.680]  他們反而是真的害怕
[00:17:35.680 --> 00:17:38.800]  真的害怕被罰
[00:17:38.800 --> 00:17:41.880]  他們的態度
[00:17:41.880 --> 00:17:49.280]  在反映他們和上帝的關係
[00:17:49.280 --> 00:17:51.280]  以致上上帝跟他們說
[00:17:51.280 --> 00:17:54.320]  我不在你們中間
[00:17:54.320 --> 00:17:57.160]  我不在你們中間
[00:17:57.160 --> 00:17:59.160]  我也不在你們中間
[00:17:59.160 --> 00:18:05.480]  上去還有什麼位置呢
[00:18:05.480 --> 00:18:07.800]  在疫情裡面
[00:18:07.800 --> 00:18:10.160]  我想第二個令人很深刻的印象片段
[00:18:10.160 --> 00:18:13.760]  就是我們可以用Zoom
[00:18:13.760 --> 00:18:17.080]  用Zoom又好又不好
[00:18:17.080 --> 00:18:21.360]  但我想在不能回到實體聚會的這個改變
[00:18:21.360 --> 00:18:25.040]  甚至我們聽到現在要用YouTube Live
[00:18:25.040 --> 00:18:27.360]  或者Facebook Live
[00:18:27.360 --> 00:18:28.560]  或者用Zoom開小組
[00:18:28.560 --> 00:18:31.000]  這些改變裡面
[00:18:31.000 --> 00:18:33.880]  其實我們真的可以問一問自己
[00:18:33.880 --> 00:18:39.120]  其實我們對上帝的態度是怎樣的呢
[00:18:39.120 --> 00:18:41.080]  曾經跟一些年輕人聊過天
[00:18:41.080 --> 00:18:43.200]  問他為什麼要回教會
[00:18:43.200 --> 00:18:44.600]  教會講到又悶
[00:18:44.600 --> 00:18:46.520]  團契又悶
[00:18:46.520 --> 00:18:48.280]  他們就說
[00:18:48.280 --> 00:18:49.920]  沒辦法
[00:18:49.920 --> 00:18:51.080]  不回去的話
[00:18:51.080 --> 00:18:52.880]  會落地獄
[00:18:52.880 --> 00:18:57.280]  那我怎樣都要回去
[00:18:57.280 --> 00:18:58.600]  不回去的話
[00:18:58.600 --> 00:19:00.480]  別人怎樣看我
[00:19:00.480 --> 00:19:01.520]  有些更慘的
[00:19:01.520 --> 00:19:02.800]  不回去的話
[00:19:02.800 --> 00:19:04.560]  別人怎樣看我爸爸媽媽
[00:19:04.560 --> 00:19:10.960]  那些多數是牧師子女的回答
[00:19:10.960 --> 00:19:12.560]  怕懲罰
[00:19:12.560 --> 00:19:15.000]  怕神去罰
[00:19:15.000 --> 00:19:18.320]  回教會或者一些宗教活動
[00:19:18.320 --> 00:19:21.120]  其實真的反映我們跟上帝的關係
[00:19:21.120 --> 00:19:26.200]  未必是那麼深入的
[00:19:26.200 --> 00:19:29.480]  分分鐘我們滿足了很多教會的要求
[00:19:29.480 --> 00:19:30.880]  宗教的要求
[00:19:30.880 --> 00:19:36.520]  但是就失去了那個賜福的源頭
[00:19:36.520 --> 00:19:38.520]  在Zoom的日子裡面
[00:19:38.520 --> 00:19:41.320]  我們見到
[00:19:41.320 --> 00:19:42.320]  真的有弟兄姊妹
[00:19:42.320 --> 00:19:45.720]  因為要用Zoom
[00:19:45.720 --> 00:19:48.320]  要在家裡開組
[00:19:48.320 --> 00:19:51.360]  要躲在廁所兩至三個小時
[00:19:51.360 --> 00:19:52.240]  這樣跟我們Zoom
[00:19:52.240 --> 00:19:52.880]  因為想安靜
[00:19:52.880 --> 00:19:54.880]  不想被人聽到
[00:19:54.880 --> 00:19:55.800]  有些弟兄姊妹
[00:19:55.800 --> 00:19:57.560]  因為家裡真的太小
[00:19:57.560 --> 00:19:59.520]  講的話要深入一點
[00:19:59.520 --> 00:20:02.960]  真的要外出兩至三個小時
[00:20:02.960 --> 00:20:06.000]  雖然那時候的病毒都很厲害
[00:20:06.000 --> 00:20:07.120]  但是他們還是戴著口罩
[00:20:07.120 --> 00:20:09.160]  冒險地去開組
[00:20:09.160 --> 00:20:12.440]  但我們都知道 或許我們都是這樣
[00:20:12.440 --> 00:20:15.080]  有些人開組就是開著很多個螢幕
[00:20:15.080 --> 00:20:17.320]  Zoom就是其中一個
[00:20:17.320 --> 00:20:19.800]  有空就聽一下
[00:20:19.800 --> 00:20:21.560]  甚至關了螢幕不知道在做什麼
[00:20:21.560 --> 00:20:26.600]  那你就可以做其他事情 也說不定
[00:20:26.600 --> 00:20:30.760]  疫情的確是改變了我們的生活
[00:20:30.760 --> 00:20:33.640]  也很好讓我們去檢視一下
[00:20:33.640 --> 00:20:37.560]  我們平時慣常的活動改變了
[00:20:37.560 --> 00:20:41.240]  我們要用一個新的方式去生活
[00:20:41.240 --> 00:20:47.320]  我們是不是還在堅持以前的堅持呢?
