
[00:00:00.000 --> 00:00:03.320]  在美國的一位牧者也是在報道會的
[00:02:31.720 --> 00:02:33.820]  所以今天跟大家一起看看
[00:02:33.820 --> 00:02:35.820]  以弗所孫這一段經文
[00:02:35.820 --> 00:02:37.820]  其實教會是合一的
[00:02:37.820 --> 00:02:39.200]  有很好的基礎
[00:02:39.200 --> 00:02:40.940]  但是來到這一段的時候
[00:02:40.940 --> 00:02:43.340]  上次左傳道跟我們提到
[00:02:43.340 --> 00:02:45.340]  其實人的生命要轉化
[00:02:45.340 --> 00:02:47.340]  從一個舊我的生命
[00:02:47.340 --> 00:02:49.920]  是很注重私利的、私慾的
[00:02:49.920 --> 00:02:54.780]  轉化成一個有公義、有真理的生命
[00:02:54.780 --> 00:02:56.780]  就是一個新人
[00:02:56.780 --> 00:02:58.780]  我們心智要更新
[00:02:58.780 --> 00:03:02.980]  變成慢慢的生命的轉化
[00:03:02.980 --> 00:03:04.980]  如果我們不留意這一方面
[00:03:04.980 --> 00:03:07.480]  我們很多時候在教會裡面
[00:03:07.480 --> 00:03:09.480]  會有很多的張力
[00:03:09.480 --> 00:03:11.480]  甚至很多的傷害
[00:03:11.480 --> 00:03:15.960]  我相信這段經文對我們很重要
[00:03:15.960 --> 00:03:17.960]  特別是在一個團體裡面
[00:03:17.960 --> 00:03:19.960]  或者我們看看
[00:03:19.960 --> 00:03:22.500]  我重溫上一次第四章
[00:03:22.500 --> 00:03:24.500]  二十四節
[00:03:24.500 --> 00:03:26.500]  並且穿上身臥
[00:03:26.500 --> 00:03:29.900]  這身臥是照著神的形象造的
[00:03:29.900 --> 00:03:32.420]  有從真理來的公義和聖潔
[00:03:32.420 --> 00:03:34.420]  這個就很重要
[00:03:34.420 --> 00:03:36.420]  所以
[00:03:36.420 --> 00:03:38.940]  能不能在教會有健康的成長
[00:03:38.940 --> 00:03:41.900]  在愛的群體裡面繼續在愛中建立自己
[00:03:41.900 --> 00:03:43.900]  大家記不記得在以弗所孫之前
[00:03:43.900 --> 00:03:47.900]  在第四章十六節裡這樣說的
[00:03:47.900 --> 00:03:49.900]  這個教會很重要
[00:03:49.900 --> 00:03:51.900]  生命如何轉化呢?
[00:03:51.900 --> 00:03:53.900]  這段經文在二十五到三十二節
[00:03:53.900 --> 00:03:55.900]  就讓我們看看如何轉化
[00:03:55.900 --> 00:03:57.900]  舊有如何放下
[00:03:57.900 --> 00:03:59.900]  身臥如何穿上
[00:03:59.900 --> 00:04:02.900]  這裡分開五方面
[00:04:02.900 --> 00:04:05.900]  教我們如何轉化我們的生命
[00:04:05.900 --> 00:04:07.900]  當然我們不是靠自己的
[00:04:07.900 --> 00:04:09.900]  五方面
[00:04:09.900 --> 00:04:11.900]  每一方面都有放下
[00:04:11.900 --> 00:04:13.900]  然後就有穿上
[00:04:13.900 --> 00:04:15.900]  除了第二方面
[00:04:15.900 --> 00:04:17.900]  我們等一下詳細看看
[00:04:17.900 --> 00:04:19.900]  然後就說了
[00:04:19.900 --> 00:04:21.900]  穿上和放下
[00:04:21.900 --> 00:04:23.900]  之後又說原因
[00:04:23.900 --> 00:04:26.900]  這是一個很好的學習
[00:04:26.900 --> 00:04:29.900]  我們首先看看
[00:04:29.900 --> 00:04:31.900]  第一個
[00:04:31.900 --> 00:04:33.900]  說真話
[00:04:33.900 --> 00:04:35.900]  二十五節我讀出來
[00:04:35.900 --> 00:04:37.900]  所以你們要棄絕謊言
[00:04:37.900 --> 00:04:39.900]  每個人要與鄰舍說誠實話
[00:04:39.900 --> 00:04:41.900]  因為我們是互為之體
[00:04:41.900 --> 00:04:43.900]  最重要
[00:04:43.900 --> 00:04:45.900]  一個群體的凝聚或建立
[00:04:45.900 --> 00:04:47.900]  就是真
[00:04:47.900 --> 00:04:49.900]  如果沒有真的時候
[00:04:49.900 --> 00:04:51.900]  沒有彼此的信任
[00:04:51.900 --> 00:04:53.900]  很難成為互愛互勉的教會
[00:04:53.900 --> 00:04:55.900]  所以我們要去絕虛謊
[00:04:55.900 --> 00:04:57.900]  如果你們留意
[00:04:57.900 --> 00:04:59.900]  早期教會第一個大問題
[00:04:59.900 --> 00:05:01.900]  就是虛假
[00:05:01.900 --> 00:05:03.900]  當時紹行傳
[00:05:03.900 --> 00:05:05.900]  第五章說到
[00:05:05.900 --> 00:05:07.900]  信徒繁物公用
[00:05:07.900 --> 00:05:09.900]  很多人將家產變賣
[00:05:09.900 --> 00:05:11.900]  然後一起繁物公用
[00:05:11.900 --> 00:05:13.900]  這是自願的
[00:05:13.900 --> 00:05:15.900]  然後阿娜利亞和薩菲拉
[00:05:15.900 --> 00:05:17.900]  買了一些房產
[00:05:17.900 --> 00:05:19.900]  但收了一些
[00:05:19.900 --> 00:05:21.900]  欺控聖靈
[00:05:21.900 --> 00:05:23.900]  就說我全都給了
[00:05:23.900 --> 00:05:25.900]  很簡單
[00:05:25.900 --> 00:05:27.900]  他們的用意是什麼呢
[00:05:27.900 --> 00:05:29.900]  就是想別人
[00:05:29.900 --> 00:05:31.900]  嘩 多厲害
[00:05:31.900 --> 00:05:33.900]  教會會不會有這樣的地方呢
[00:05:33.900 --> 00:05:35.900]  我們去找一些
[00:05:35.900 --> 00:05:37.900]  別人的讚賞
[00:05:37.900 --> 00:05:39.900]  我們都會有一些虛榮
[00:05:39.900 --> 00:05:41.900]  在裡面
[00:05:41.900 --> 00:05:43.900]  這是很大的
[00:05:43.900 --> 00:05:45.900]  使我們裝自己很好
[00:05:45.900 --> 00:05:47.900]  所以我們來到教會
[00:05:47.900 --> 00:05:49.900]  我們就很
[00:05:49.900 --> 00:05:51.900]  我也會的
[00:05:51.900 --> 00:05:53.900]  我們罵那些子女
[00:05:53.900 --> 00:05:55.900]  我不會在教會罵
[00:05:55.900 --> 00:05:57.900]  像朱牧師那樣
[00:05:57.900 --> 00:05:59.900]  有些人說朱牧師你有沒有生氣
[00:05:59.900 --> 00:06:01.900]  我說當然有
[00:06:01.900 --> 00:06:03.900]  我女兒就知道
[00:06:03.900 --> 00:06:05.900]  但是我們很容易
[00:06:05.900 --> 00:06:07.900]  我們覺得教會是聖人
[00:06:07.900 --> 00:06:09.900]  我們就掩飾很多
[00:06:09.900 --> 00:06:11.900]  我們的一些問題
[00:06:11.900 --> 00:06:13.900]  其實這是一個
[00:06:13.900 --> 00:06:15.900]  使我們沒什麼血肉
[00:06:15.900 --> 00:06:17.900]  我們要坦誠
[00:06:17.900 --> 00:06:19.900]  我就是這樣
[00:06:19.900 --> 00:06:21.900]  我記得有一次
[00:06:21.900 --> 00:06:23.900]  我在年青的時候
[00:06:23.900 --> 00:06:25.900]  都說我在讀
[00:06:25.900 --> 00:06:27.900]  年青
[00:06:27.900 --> 00:06:29.900]  我都忘記了
[00:06:29.900 --> 00:06:31.900]  有一次我們有一班
[00:06:31.900 --> 00:06:33.900]  兄弟英姿會就去探望宋牧師
[00:06:33.900 --> 00:06:35.900]  開會談一些事情
[00:06:35.900 --> 00:06:37.900]  宋牧師經常將家裡開放
[00:06:37.900 --> 00:06:39.900]  有一次我早到
[00:06:39.900 --> 00:06:41.900]  我早到的時候
[00:06:41.900 --> 00:06:43.900]  宋牧師就在做一些事情
[00:06:43.900 --> 00:06:45.900]  一個家庭又要招呼
[00:06:45.900 --> 00:06:47.900]  我現在想起來
[00:06:47.900 --> 00:06:49.900]  都很不容易
[00:06:49.900 --> 00:06:51.900]  一班人又要招呼你們
[00:06:51.900 --> 00:06:53.900]  他又要很忙
[00:06:53.900 --> 00:06:55.900]  我就看到師母在擦桌子
[00:06:55.900 --> 00:06:57.900]  擦桌子的時候
[00:06:57.900 --> 00:06:59.900]  有一點點氣氛
[00:06:59.900 --> 00:07:01.900]  他就走過去
[00:07:01.900 --> 00:07:03.900]  蘇師母就說我們叫大叫
[00:07:03.900 --> 00:07:05.900]  我們全家都是叫
[00:07:05.900 --> 00:07:07.900]  我叫大叫
[00:07:07.900 --> 00:07:09.900]  我說好啊 叫一下也好
[00:07:09.900 --> 00:07:11.900]  我唯有這樣說
[00:07:11.900 --> 00:07:13.900]  但我的確是好啊
[00:07:13.900 --> 00:07:15.900]  這是很正常的一個家庭的事
[00:07:15.900 --> 00:07:17.900]  教會就是真的
[00:07:17.900 --> 00:07:19.900]  我們不需要這樣去掩飾
[00:07:19.900 --> 00:07:21.900]  有時候我們很想裝給別人看
[00:07:21.900 --> 00:07:23.900]  有一次我女兒
[00:07:23.900 --> 00:07:25.900]  坐的士去上學
[00:07:25.900 --> 00:07:27.900]  有個的士司機就問
[00:07:27.900 --> 00:07:29.900]  你去哪裡 你去那間基督教學校
[00:07:29.900 --> 00:07:31.900]  我女兒就說我上教會
[00:07:31.900 --> 00:07:33.900]  他就說
[00:07:33.900 --> 00:07:35.900]  上教會的人
[00:07:35.900 --> 00:07:37.900]  不是那麼好
[00:07:37.900 --> 00:07:39.900]  很嚴肅 特別是牧師的女兒
[00:07:39.900 --> 00:07:41.900]  就很慘
[00:07:41.900 --> 00:07:43.900]  很大壓力
[00:07:43.900 --> 00:07:45.900]  我女兒說是嗎 你怎麼覺得
[00:07:45.900 --> 00:07:47.900]  不過我又挺開心
[00:07:47.900 --> 00:07:49.900]  沒什麼
[00:07:49.900 --> 00:07:51.900]  原來人們覺得教會是一個這樣的地方
[00:07:51.900 --> 00:07:53.900]  笑一下都不讓
[00:07:53.900 --> 00:07:55.900]  我又記得
[00:07:55.900 --> 00:07:57.900]  有時候我自己
[00:07:57.900 --> 00:07:59.900]  我早期去探訪
[00:07:59.900 --> 00:08:01.900]  跟一班長者 剛剛吃完飯
[00:08:01.900 --> 00:08:03.900]  去探訪 在巴士上
[00:08:03.900 --> 00:08:05.900]  開始累了
[00:08:05.900 --> 00:08:07.900]  想睏一睏
[00:08:07.900 --> 00:08:09.900]  但沒理由 傳道人去開工
[00:08:09.900 --> 00:08:11.900]  你去睏一睏
[00:08:11.900 --> 00:08:13.900]  又死都撐大隻眼
[00:08:13.900 --> 00:08:15.900]  我看到旁邊那位姐妹
[00:08:15.900 --> 00:08:17.900]  都有少少想睏一睏
[00:08:17.900 --> 00:08:19.900]  我想想 幹什麼
[00:08:19.900 --> 00:08:21.900]  累就閉上眼睛
[00:08:21.900 --> 00:08:23.900]  主耶穌基督
[00:08:23.900 --> 00:08:25.900]  在船上 艇上睡覺嗎
[00:08:25.900 --> 00:08:27.900]  為什麼我會這樣
[00:08:27.900 --> 00:08:29.900]  我想我們都想
[00:08:29.900 --> 00:08:31.900]  做一個樣子
[00:08:31.900 --> 00:08:33.900]  有意無意我們會這樣
[00:08:33.900 --> 00:08:35.900]  不止這樣 我們要坦誠
[00:08:35.900 --> 00:08:37.900]  並且要深入相交
[00:08:37.900 --> 00:08:41.900]  有一個基督教的心理學家
[00:08:41.900 --> 00:08:43.900]  David Stuart
[00:08:43.900 --> 00:08:45.900]  他說人很怕將自己深入的
[00:08:45.900 --> 00:08:47.900]  否開自己
[00:08:47.900 --> 00:08:49.900]  因為怕別人傷害
[00:08:49.900 --> 00:08:51.900]  所以他很少這樣公開
[00:08:51.900 --> 00:08:53.900]  對著太太
[00:08:53.900 --> 00:08:55.900]  他很少將他心底裡
[00:08:55.900 --> 00:08:57.900]  一些黑暗面
[00:08:57.900 --> 00:08:59.900]  向她否白
[00:08:59.900 --> 00:09:01.900]  有一次說不行 我要跟太太說
[00:09:01.900 --> 00:09:03.900]  太太叫阿貞
[00:09:03.900 --> 00:09:05.900]  於是就想想 說了有什麼後果
[00:09:05.900 --> 00:09:07.900]  會不會太太不接納我呢
[00:09:07.900 --> 00:09:09.900]  書裡面沒有說什麼
[00:09:09.900 --> 00:09:11.900]  總之
[00:09:11.900 --> 00:09:13.900]  他說手冒著汗
[00:09:13.900 --> 00:09:15.900]  說完之後
[00:09:15.900 --> 00:09:17.900]  誰知道太太很接納
[00:09:17.900 --> 00:09:19.900]  並且阿貞
[00:09:19.900 --> 00:09:21.900]  說了自己的事
[00:09:21.900 --> 00:09:23.900]  嚇到Stuart 原來如此
[00:09:23.900 --> 00:09:25.900]  我也接納一下
[00:09:25.900 --> 00:09:27.900]  有很多事原來我們沒有說
[00:09:27.900 --> 00:09:29.900]  其實一個深厚的關係
[00:09:29.900 --> 00:09:31.900]  教會裡面我們會留於
[00:09:31.900 --> 00:09:33.900]  比較膚淺的
[00:09:33.900 --> 00:09:35.900]  一些友誼
[00:09:35.900 --> 00:09:37.900]  原因就是我們不想冒險
[00:09:37.900 --> 00:09:39.900]  其實教會裡面認識
[00:09:39.900 --> 00:09:41.900]  我們要坦誠並且去分享
[00:09:41.900 --> 00:09:43.900]  分擔 有一個信任
[00:09:43.900 --> 00:09:45.900]  我就能夠回到教會
[00:09:45.900 --> 00:09:47.900]  我感覺到被人接納
[00:09:47.900 --> 00:09:49.900]  我可以哭 我可以笑
[00:09:49.900 --> 00:09:51.900]  我可以跟別人分享
[00:09:51.900 --> 00:09:53.900]  第一步 如果一個愛的家庭
[00:09:53.900 --> 00:09:55.900]  沒有了真誠
[00:09:55.900 --> 00:09:57.900]  沒有了基礎 很難繼續
[00:09:57.900 --> 00:09:59.900]  建立一個愛的群體
[00:09:59.900 --> 00:10:01.900]  第二方面
[00:10:01.900 --> 00:10:03.900]  我們知道一個基礎是這樣
[00:10:03.900 --> 00:10:05.900]  但我們也知道
[00:10:05.900 --> 00:10:07.900]  我們相交很多時候會有意無意
[00:10:07.900 --> 00:10:09.900]  傷害到大家 所以
[00:10:09.900 --> 00:10:11.900]  保羅在這裡馬上就說
[00:10:11.900 --> 00:10:13.900]  處理怒氣 你要控制怒氣
[00:10:13.900 --> 00:10:15.900]  發覺我們交通
[00:10:15.900 --> 00:10:17.900]  很多事情
[00:10:17.900 --> 00:10:19.900]  其實要留意憤怒
[00:10:19.900 --> 00:10:21.900]  這裡就這樣
[00:10:21.900 --> 00:10:23.900]  第26節說
[00:10:23.900 --> 00:10:25.900]  即使生氣也不要犯罪
[00:10:25.900 --> 00:10:27.900]  不可含怒到日落 不可吸魔鬼留地步
[00:10:27.900 --> 00:10:29.900]  很簡單
[00:10:29.900 --> 00:10:31.900]  就是怒氣要怎麼處理
[00:10:31.900 --> 00:10:33.900]  在原文裡面
[00:10:33.900 --> 00:10:35.900]  就是你生氣
[00:10:35.900 --> 00:10:37.900]  不過不要犯罪
[00:10:37.900 --> 00:10:39.900]  所以我們和合本就說
[00:10:39.900 --> 00:10:41.900]  這個憤怒
[00:10:41.900 --> 00:10:43.900]  他不要犯罪
[00:10:43.900 --> 00:10:45.900]  但我們和修本就改一改
[00:10:45.900 --> 00:10:47.900]  即使生氣
[00:10:47.900 --> 00:10:49.900]  也不要犯罪
[00:10:49.900 --> 00:10:51.900]  為什麼要這樣說呢
[00:10:51.900 --> 00:10:53.900]  因為有些聖經學者說
[00:10:53.900 --> 00:10:55.900]  生氣就不好
[00:10:55.900 --> 00:10:57.900]  所以即使你生氣
[00:10:57.900 --> 00:10:59.900]  即是你破了這個
[00:10:59.900 --> 00:11:01.900]  這樣的情況 你不要犯罪
[00:11:01.900 --> 00:11:03.900]  我自己就覺得未必是這樣分的
[00:11:03.900 --> 00:11:05.900]  你生氣就生氣
[00:11:05.900 --> 00:11:07.900]  即使是怎樣
[00:11:07.900 --> 00:11:09.900]  有些生氣就合理 有些生氣就不合理
[00:11:09.900 --> 00:11:11.900]  譬如聖經講到
[00:11:11.900 --> 00:11:13.900]  就是因為妒忌
[00:11:13.900 --> 00:11:15.900]  阿伯蓋引那件事
[00:11:15.900 --> 00:11:17.900]  蓋引見到阿伯就生氣 因為妒忌
[00:11:17.900 --> 00:11:19.900]  人就是這樣的私心
[00:11:19.900 --> 00:11:21.900]  當然這些生氣不是好的
[00:11:21.900 --> 00:11:23.900]  但難免有這些
[00:11:23.900 --> 00:11:25.900]  但聖經不是鼓勵我們生氣
[00:11:25.900 --> 00:11:27.900]  而是最重要不要犯罪
[00:11:27.900 --> 00:11:29.900]  因為生氣就帶來犯罪
[00:11:29.900 --> 00:11:31.900]  譬如蓋引就殺了阿伯
[00:11:31.900 --> 00:11:33.900]  又或者我們的言辭
[00:11:33.900 --> 00:11:35.900]  耶穌基督在登山寶訓也有講
[00:11:35.900 --> 00:11:37.900]  耶穌基督在登山寶訓也有講
[00:11:37.900 --> 00:11:39.900]  耶穌基督在登山寶訓也有講
[00:11:39.900 --> 00:11:41.900]  意思就是說
[00:11:41.900 --> 00:11:43.900]  如果向弟兄動怒
[00:11:43.900 --> 00:11:45.900]  又罵你的弟兄
[00:11:45.900 --> 00:11:47.900]  好像沒有腦袋
[00:11:47.900 --> 00:11:49.900]  難免受審判
[00:11:49.900 --> 00:11:51.900]  難免受審判
[00:11:51.900 --> 00:11:53.900]  意思是什麼
[00:11:53.900 --> 00:11:55.900]  你生氣就會說人壞話
[00:11:55.900 --> 00:11:57.900]  罵人你的口就會出聲
[00:11:57.900 --> 00:11:59.900]  你就會犯罪
[00:11:59.900 --> 00:12:01.900]  所以最重要不要犯罪
[00:12:01.900 --> 00:12:03.900]  以至我們的生命在神的裏面
[00:12:03.900 --> 00:12:05.900]  還有怎樣做
[00:12:05.900 --> 00:12:07.900]  所以有個方法 有知識的
[00:12:07.900 --> 00:12:09.900]  日落到日落
[00:12:09.900 --> 00:12:11.900]  你記住這句說話
[00:12:11.900 --> 00:12:13.900]  當你每晚看看天
[00:12:13.900 --> 00:12:15.900]  如果黑黑的
[00:12:15.900 --> 00:12:17.900]  有沒有未清的瘤
[00:12:17.900 --> 00:12:19.900]  你會說
[00:12:19.900 --> 00:12:21.900]  是不是要等到天黑才放下我的瘤
[00:12:21.900 --> 00:12:23.900]  當然不是
[00:12:23.900 --> 00:12:25.900]  意思就是盡快
[00:12:25.900 --> 00:12:27.900]  如果到天黑還沒有處理好
[00:12:27.900 --> 00:12:29.900]  那怎麼辦
[00:12:29.900 --> 00:12:31.900]  那也沒辦法
[00:12:31.900 --> 00:12:33.900]  我就是我
[00:12:33.900 --> 00:12:35.900]  快點清掉
[00:12:35.900 --> 00:12:37.900]  因為這樣會積聚你的怒氣
[00:12:37.900 --> 00:12:39.900]  好像茶水煲
[00:12:39.900 --> 00:12:41.900]  會煲到爆
[00:12:41.900 --> 00:12:43.900]  這個就不好
[00:12:43.900 --> 00:12:45.900]  我和我太太
[00:12:45.900 --> 00:12:47.900]  不可含怒到日落
[00:12:47.900 --> 00:12:49.900]  一直遲守
[00:12:49.900 --> 00:12:51.900]  有一次我們搬家
[00:12:51.900 --> 00:12:53.900]  搬家的時候
[00:12:53.900 --> 00:12:55.900]  我和她的方法不同
[00:12:55.900 --> 00:12:57.900]  所以我們衝突就是這樣
[00:12:57.900 --> 00:12:59.900]  我就很慢很仔細
[00:12:59.900 --> 00:13:01.900]  我怕東西撿漏了
[00:13:01.900 --> 00:13:03.900]  我太太就全部丟到箱子裏
[00:13:03.900 --> 00:13:05.900]  我就順便
[00:13:05.900 --> 00:13:07.900]  來清一下屋
[00:13:07.900 --> 00:13:09.900]  我有一個人很浪漫
[00:13:09.900 --> 00:13:11.900]  我覺得那次搬家
[00:13:11.900 --> 00:13:13.900]  我們可以很晚
[00:13:13.900 --> 00:13:15.900]  我們兩夫婦開心
[00:13:15.900 --> 00:13:17.900]  吃下公仔麵
[00:13:17.900 --> 00:13:19.900]  這些日子
[00:13:19.900 --> 00:13:21.900]  雖然不健康
[00:13:21.900 --> 00:13:23.900]  這些就是時刻
[00:13:23.900 --> 00:13:25.900]  搬家的時候
[00:13:25.900 --> 00:13:27.900]  我太太就開始生氣
[00:13:27.900 --> 00:13:29.900]  她開始
[00:13:29.900 --> 00:13:31.900]  把紙皮箱
[00:13:31.900 --> 00:13:33.900]  一拉
[00:13:33.900 --> 00:13:35.900]  不是應該是我
[00:13:35.900 --> 00:13:37.900]  她就冰冰趴趴
[00:13:37.900 --> 00:13:39.900]  我弄那些箱子
[00:13:39.900 --> 00:13:41.900]  我就不示弱
[00:13:41.900 --> 00:13:43.900]  就表示我
[00:13:43.900 --> 00:13:45.900]  都很生氣
[00:13:45.900 --> 00:13:47.900]  結果我們就
[00:13:47.900 --> 00:13:49.900]  對不起我都發脾氣
[00:13:49.900 --> 00:13:51.900]  快點撿這些東西
[00:13:51.900 --> 00:13:53.900]  但是怒氣
[00:13:53.900 --> 00:13:55.900]  那些屈氣還在
[00:13:55.900 --> 00:13:57.900]  用不著這麼緊張
[00:13:57.900 --> 00:13:59.900]  結果我就記得第二天
[00:13:59.900 --> 00:14:01.900]  我們去到新的地方
[00:14:01.900 --> 00:14:03.900]  我太太先去
[00:14:03.900 --> 00:14:05.900]  對不起
[00:14:05.900 --> 00:14:07.900]  時間很久
[00:14:07.900 --> 00:14:09.900]  我就先去
[00:14:09.900 --> 00:14:11.900]  我就悶悶不樂
[00:14:11.900 --> 00:14:13.900]  我想想新屋搬家這麼開心
[00:14:13.900 --> 00:14:15.900]  為什麼和大家搞成這樣
[00:14:15.900 --> 00:14:17.900]  太太來到這裡就看到我悶悶不樂
[00:14:17.900 --> 00:14:19.900]  於是我就說對不起
[00:14:19.900 --> 00:14:21.900]  我們就一起抱
[00:14:21.900 --> 00:14:23.900]  有時候我們覺得
[00:14:23.900 --> 00:14:25.900]  一些怒氣我們要盡快處理
[00:14:25.900 --> 00:14:27.900]  以致魔鬼
[00:14:27.900 --> 00:14:29.900]  會乘虛而入
[00:14:29.900 --> 00:14:31.900]  所以這裡不要讓魔鬼
[00:14:31.900 --> 00:14:33.900]  進入這裡
[00:14:33.900 --> 00:14:35.900]  就有一個怒氣
[00:14:35.900 --> 00:14:37.900]  朱牧師有些怒氣是值得的
[00:14:37.900 --> 00:14:39.900]  對的那些異怒
[00:14:39.900 --> 00:14:41.900]  這個人是做得不好
[00:14:41.900 --> 00:14:43.900]  我怒怒怒有理由
[00:14:43.900 --> 00:14:45.900]  我不能夠放過
[00:14:45.900 --> 00:14:47.900]  否則我就沒有公義
[00:14:47.900 --> 00:14:49.900]  我就被他欺負
[00:14:49.900 --> 00:14:51.900]  我們有些公義的怒氣
[00:14:51.900 --> 00:14:53.900]  的確是的
[00:14:53.900 --> 00:14:55.900]  但是聖經裡面說
[00:14:55.900 --> 00:14:57.900]  包括那些公義的怒氣
[00:14:57.900 --> 00:14:59.900]  為什麼
[00:14:59.900 --> 00:15:01.900]  因為當你很憤怒
[00:15:01.900 --> 00:15:03.900]  無論你公義不公義
[00:15:03.900 --> 00:15:05.900]  你自己都會進入煞旦的圈套
[00:15:05.900 --> 00:15:07.900]  你開始越憤怒
[00:15:07.900 --> 00:15:09.900]  越憤怒的人越積越多
[00:15:09.900 --> 00:15:11.900]  你會對他有偏見
[00:15:11.900 --> 00:15:13.900]  你以後就不是論事
[00:15:13.900 --> 00:15:15.900]  你是論人
[00:15:15.900 --> 00:15:17.900]  慢慢對這個人有種苦毒的心
[00:15:17.900 --> 00:15:19.900]  慢慢積壓積壓
[00:15:19.900 --> 00:15:21.900]  這個就是這樣的情況
[00:15:21.900 --> 00:15:23.900]  所以我們不可以
[00:15:23.900 --> 00:15:25.900]  聖經裡面怎麼說
[00:15:25.900 --> 00:15:27.900]  我們所謂的怒氣
[00:15:27.900 --> 00:15:29.900]  不能夠成就神的義
[00:15:29.900 --> 00:15:31.900]  在《雅各書》這樣說
[00:15:31.900 --> 00:15:33.900]  所以千萬不要以為你憤怒就一定對
[00:15:33.900 --> 00:15:35.900]  你憤怒得對
[00:15:35.900 --> 00:15:37.900]  都要止息
[00:15:37.900 --> 00:15:39.900]  以致我們的生命不會在憤怒當中生活
[00:15:39.900 --> 00:15:41.900]  因為你這樣的時候
[00:15:41.900 --> 00:15:43.900]  別人看到你都會被嚇到
[00:15:43.900 --> 00:15:45.900]  還有你的憤怒
[00:15:45.900 --> 00:15:47.900]  會散發到他們身上
[00:15:47.900 --> 00:15:49.900]  會過了界
[00:15:49.900 --> 00:15:51.900]  你的人就被這些憤怒
[00:15:51.900 --> 00:15:53.900]  散發到你的心田
[00:15:53.900 --> 00:15:55.900]  這是很危險的
[00:15:55.900 --> 00:15:57.900]  唯有一個人將那些怒氣完全放開
[00:15:57.900 --> 00:15:59.900]  以致我們不會被魔鬼留地步
[00:15:59.900 --> 00:16:01.900]  最好的方法
[00:16:01.900 --> 00:16:03.900]  我建議大家
[00:16:03.900 --> 00:16:05.900]  好像羅馬書
[00:16:05.900 --> 00:16:07.900]  聽憑主路
[00:16:07.900 --> 00:16:09.900]  我不是那個審判官
[00:16:09.900 --> 00:16:11.900]  我不應該這樣憤怒
