
[00:00:00.000 --> 00:00:07.000]  很開心,一年一開始,第一個星期可以在這裏講到
[00:18:10.000 --> 00:18:15.000]  撒瑪麗亞那個殿最後都是沒有了
[00:18:15.000 --> 00:18:18.000]  他們也都沒有辦法重建在那裡
[00:18:18.000 --> 00:18:22.000]  撒瑪麗亞人日後
[00:18:22.000 --> 00:18:25.000]  今天來說是很少人的
[00:18:25.000 --> 00:18:29.000]  還有幾百人他們是重在那裡
[00:18:29.000 --> 00:18:35.000]  但是他們沒有再去他們自己的殿
[00:18:35.000 --> 00:18:40.000]  他們只是在那裡一個地方有他們自己的崇拜
[00:18:40.000 --> 00:18:47.000]  所以這是耶穌當日告訴這個婦人的時候
[00:18:47.000 --> 00:18:50.000]  要告訴他們因為耶穌來
[00:18:50.000 --> 00:18:54.000]  他們是要信耶穌
[00:18:54.000 --> 00:18:58.000]  他們不是要去到那個殿那裡
[00:18:58.000 --> 00:19:05.000]  去到那個殿那裡他們敬拜的不是敬拜真的神
[00:19:05.000 --> 00:19:09.000]  他們有他們的想法
[00:19:09.000 --> 00:19:16.000]  所以到最後那個殿也都被毀壞
[00:19:23.000 --> 00:19:26.000]  我們有一個題目就是
[00:19:26.000 --> 00:19:31.000]  耶穌跟他們說這個敬拜的時候
[00:19:31.000 --> 00:19:33.000]  說到跟那個婦人的時候
[00:19:33.000 --> 00:19:35.000]  為什麼這樣跟他們說
[00:19:35.000 --> 00:19:38.000]  在英文有一個字
[00:19:38.000 --> 00:19:40.000]  我想我們稍微看看
[00:19:40.000 --> 00:19:43.000]  Worship我們今天經常會說
[00:19:43.000 --> 00:19:53.000]  敬拜是在我們對神
[00:19:53.000 --> 00:19:58.000]  今天教會是最重要的一件事
[00:19:58.000 --> 00:20:01.000]  最重要的一件事是敬拜
[00:20:01.000 --> 00:20:05.000]  我們以後或者會有機會再說下去
[00:20:05.000 --> 00:20:10.000]  我們會說到信徒的詛咒
[00:20:10.000 --> 00:20:15.000]  在教會裡面會說到差派或者差傳
[00:20:15.000 --> 00:20:19.000]  但是在教會裡面最重要的一件事
[00:20:19.000 --> 00:20:22.000]  一個環節是敬拜
[00:20:22.000 --> 00:20:25.000]  我想我先說了這句
[00:20:25.000 --> 00:20:29.000]  我們要想一下究竟敬拜是什麼意思
[00:20:29.000 --> 00:20:35.000]  這個英文字是兩個字
[00:20:35.000 --> 00:20:39.000]  前面一個字要拆開
[00:20:39.000 --> 00:20:43.000]  好像中文字的布手
[00:20:43.000 --> 00:20:47.000]  前面那個字是WOR的舊字
[00:20:47.000 --> 00:20:51.000]  是積德 配德的意思
[00:20:51.000 --> 00:20:54.000]  後面那個字是SHIP
[00:20:54.000 --> 00:20:58.000]  我們舊時的字是SIP
[00:20:58.000 --> 00:21:00.000]  這是舊的英文
[00:21:00.000 --> 00:21:06.000]  說到那個對象是一個什麼等級
[00:21:06.000 --> 00:21:09.000]  那個人是一個什麼地位
[00:21:09.000 --> 00:21:11.000]  好像一個皇帝一樣
[00:21:11.000 --> 00:21:13.000]  他是配德
[00:21:13.000 --> 00:21:14.000]  配德是什麼呢
[00:21:14.000 --> 00:21:18.000]  就是去尊敬 去敬拜他
[00:21:18.000 --> 00:21:21.000]  好像一個人我們去到皇帝面前
[00:21:21.000 --> 00:21:22.000]  我們不會
[00:21:22.000 --> 00:21:27.000]  去到我們都很恭敬對著一個人
[00:21:27.000 --> 00:21:29.000]  我們不會就這樣
[00:21:29.000 --> 00:21:32.000]  這個是英文的字
[00:21:32.000 --> 00:21:33.000]  英國人有皇帝
[00:21:33.000 --> 00:21:35.000]  今天我們沒有皇帝
[00:21:35.000 --> 00:21:39.000]  但是我們知道去到一個皇帝面前
[00:21:39.000 --> 00:21:41.000]  我們的態度是會怎樣
[00:21:41.000 --> 00:21:43.000]  去到神的面前
[00:21:43.000 --> 00:21:45.000]  如果去到神面前
[00:21:45.000 --> 00:21:46.000]  我們應該又會怎樣呢
[00:21:46.000 --> 00:21:48.000]  我們可以去考
[00:21:48.000 --> 00:21:52.000]  我用John McArthur的一個
[00:21:52.000 --> 00:21:55.000]  稍為再延伸一下給我們知道
[00:21:55.000 --> 00:21:59.000]  John McArthur是在美國西部
[00:21:59.000 --> 00:22:02.000]  Grace Church的一間很大教會
[00:22:02.000 --> 00:22:04.000]  我不知道有多少人
[00:22:04.000 --> 00:22:08.000]  他是那裡的牧師
[00:22:08.000 --> 00:22:10.000]  他出了很多書
[00:22:10.000 --> 00:22:15.000]  他敬拜
[00:22:15.000 --> 00:22:18.000]  他就有一個comment在他的書裡
[00:22:18.000 --> 00:22:24.000]  他就說敬拜是我們內心的深處
[00:22:24.000 --> 00:22:27.000]  基於上帝的真理
[00:22:27.000 --> 00:22:33.000]  通過我們的態度 行為 思想 和言語
[00:22:33.000 --> 00:22:36.000]  對上帝的一切的讚美
[00:22:36.000 --> 00:22:40.000]  因為他已經啟示他自己
[00:22:40.000 --> 00:22:44.000]  這個是我Google翻譯
[00:22:44.000 --> 00:22:46.000]  然後英文那裡
[00:22:46.000 --> 00:22:47.000]  英文下面
[00:22:47.000 --> 00:22:50.000]  我想大家可以看
[00:22:50.000 --> 00:22:52.000]  這個敬拜
[00:22:52.000 --> 00:22:55.000]  我想可以稍為讓我們更加認識到
[00:22:55.000 --> 00:22:58.000]  究竟我們敬拜是做什麼
[00:22:58.000 --> 00:23:01.000]  我們來到這裡
[00:23:01.000 --> 00:23:04.000]  我們一起 我們唱詩也好
[00:23:04.000 --> 00:23:06.000]  我們讀經也好
[00:23:06.000 --> 00:23:11.000]  我們應該有一個什麼態度在那裡
[00:23:11.000 --> 00:23:17.000]  為什麼我講到我們對神的真理
[00:23:17.000 --> 00:23:20.000]  我們要讚美他
[00:23:20.000 --> 00:23:23.000]  或者我們要怎樣去明白
[00:23:23.000 --> 00:23:28.000]  他怎樣啟示給我們自己
[00:23:28.000 --> 00:23:31.000]  在聖經裡面
[00:23:31.000 --> 00:23:36.000]  我想我們可以去查一下的時候
[00:23:36.000 --> 00:23:38.000]  我們會看到
[00:23:38.000 --> 00:23:41.000]  從開始在創世紀裡面
[00:23:41.000 --> 00:23:43.000]  有記載一些事情
[00:23:43.000 --> 00:23:45.000]  最早的記載
[00:23:45.000 --> 00:23:50.000]  是記載到在阿巴拉罕
[00:23:50.000 --> 00:23:54.000]  阿巴拉罕有一個字
[00:23:54.000 --> 00:23:58.000]  是下低s-h-a-w
[00:23:58.000 --> 00:23:59.000]  k-h-a-w
[00:23:59.000 --> 00:24:02.000]  這個是希伯羅文翻過來
[00:24:02.000 --> 00:24:03.000]  英文的字
[00:24:03.000 --> 00:24:07.000]  但是發音我不敢去讀
[00:24:07.000 --> 00:24:13.000]  這個字是在創世紀二十二章那裡
[00:24:13.000 --> 00:24:16.000]  當阿巴拉罕帶他的兒子
[00:24:16.000 --> 00:24:19.000]  上去獻祭的時候
[00:24:19.000 --> 00:24:21.000]  他告訴僕人
[00:24:21.000 --> 00:24:25.000]  我帶著兒子上去拜一拜
[00:24:25.000 --> 00:24:29.000]  他是用這個字
[00:24:29.000 --> 00:24:30.000]  然後就翻過來
[00:24:30.000 --> 00:24:32.000]  但是我們知道
[00:24:32.000 --> 00:24:36.000]  阿巴拉罕上去做什麼
[00:24:36.000 --> 00:24:39.000]  結果是把兒子帶上去
[00:24:39.000 --> 00:24:41.000]  是要把兒子獻祭
[00:24:41.000 --> 00:24:43.000]  但是他用的字
[00:24:43.000 --> 00:24:51.000]  是去拜一拜這個字
[00:24:51.000 --> 00:24:57.000]  這個字我們要看到的時候
[00:24:57.000 --> 00:25:00.000]  我們在舊約裡面
[00:25:00.000 --> 00:25:03.000]  事實上從會有其他地方
[00:25:03.000 --> 00:25:06.000]  我們可以同時用這個字
[00:25:06.000 --> 00:25:08.000]  在舊約裡面
[00:25:08.000 --> 00:25:13.000]  還有一些地方譬如是獻祭
[00:25:13.000 --> 00:25:15.000]  或者是侍奉
[00:25:15.000 --> 00:25:18.000]  都是會連同這個字
[00:25:18.000 --> 00:25:20.000]  我想這個在舊約裡面
[00:25:20.000 --> 00:25:25.000]  我們可以看到的
[00:25:25.000 --> 00:25:27.000]  到了新約的時候
[00:25:27.000 --> 00:25:29.000]  我想上次我們說到
[00:25:29.000 --> 00:25:31.000]  耶穌出生的時候
[00:25:31.000 --> 00:25:34.000]  很特別
[00:25:34.000 --> 00:25:36.000]  那幾個東方來的博士
[00:25:36.000 --> 00:25:39.000]  去到希律王那裡
[00:25:39.000 --> 00:25:43.000]  說給他們的王師
[00:25:43.000 --> 00:25:45.000]  要來找這個王
[00:25:45.000 --> 00:25:46.000]  去到那裡
[00:25:46.000 --> 00:25:49.000]  他就要他來拜他
[00:25:49.000 --> 00:25:50.000]  這個字
[00:25:50.000 --> 00:25:52.000]  但是這個字是希臘文
[00:25:52.000 --> 00:25:54.000]  是另外一個字
[00:25:54.000 --> 00:25:56.000]  他去到的時候就做什麼呢
[00:25:56.000 --> 00:26:00.000]  他就是去到把東西獻上
[00:26:00.000 --> 00:26:02.000]  以及是撫服拜
[00:26:02.000 --> 00:26:05.000]  說到撫服拜的時候
[00:26:05.000 --> 00:26:08.000]  就是趴在那裡
[00:26:08.000 --> 00:26:11.000]  不是就這樣走過去鞠躬
[00:26:11.000 --> 00:26:13.000]  是趴在那裡
[00:26:13.000 --> 00:26:14.000]  躺在那裡
[00:26:14.000 --> 00:26:16.000]  臉是躺在地上
[00:26:16.000 --> 00:26:18.000]  像貼地一樣
[00:26:18.000 --> 00:26:20.000]  在新約那裡
[00:26:20.000 --> 00:26:22.000]  有另外一次
[00:26:22.000 --> 00:26:23.000]  很有趣的
[00:26:23.000 --> 00:26:26.000]  是耶穌
[00:26:26.000 --> 00:26:31.000]  魔鬼要去試探他
[00:26:31.000 --> 00:26:34.000]  他帶耶穌上去山上
[00:26:34.000 --> 00:26:36.000]  要跟他說
[00:26:36.000 --> 00:26:40.000]  叫耶穌去拜他
[00:26:40.000 --> 00:26:42.000]  又是用這個字
[00:26:42.000 --> 00:26:45.000]  這個是新約裡面的一個字
[00:26:45.000 --> 00:26:49.000]  但是耶穌告訴他
[00:26:49.000 --> 00:26:52.000]  他們要拜的是神
[00:26:52.000 --> 00:26:57.000]  不是拜另外任何的事情
[00:26:57.000 --> 00:27:00.000]  所以魔鬼在那裡
[00:27:00.000 --> 00:27:02.000]  對耶穌說的話
[00:27:02.000 --> 00:27:04.000]  就是給我們知道
[00:27:04.000 --> 00:27:07.000]  那個敬拜的事情是怎麼一回事
[00:27:07.000 --> 00:27:12.000]  因為耶穌特別是責備他
[00:27:12.000 --> 00:27:15.000]  這個是
[00:27:15.000 --> 00:27:16.000]  我不想找這張照片
[00:27:16.000 --> 00:27:17.000]  但是也找
[00:27:17.000 --> 00:27:19.000]  因為這張照片是
[00:27:19.000 --> 00:27:24.000]  一個會教徒
[00:27:24.000 --> 00:27:26.000]  因為很多時候會教徒
[00:27:26.000 --> 00:27:28.000]  我們知道
[00:27:28.000 --> 00:27:30.000]  他們一天裡面
[00:27:30.000 --> 00:27:35.000]  要幾多次要去一個跪拜
[00:27:35.000 --> 00:27:36.000]  他們
[00:27:36.000 --> 00:27:38.000]  甚至他們上班
[00:27:38.000 --> 00:27:40.000]  特別是在工作的時候
[00:27:40.000 --> 00:27:42.000]  他們也停下來
[00:27:42.000 --> 00:27:43.000]  找個地方
[00:27:43.000 --> 00:27:46.000]  是用一個這樣的姿勢
[00:27:46.000 --> 00:27:48.000]  鋪在地上
[00:27:48.000 --> 00:27:51.000]  在地上跪拜
[00:27:51.000 --> 00:27:57.000]  如果我們有機會去到一個
[00:27:57.000 --> 00:27:59.000]  會教的寺院的時候
[00:27:59.000 --> 00:28:01.000]  你會發覺
[00:28:01.000 --> 00:28:05.000]  那些會教的寺院裡面
[00:28:05.000 --> 00:28:06.000]  沒有椅子
[00:28:06.000 --> 00:28:08.000]  不會有椅子
[00:28:08.000 --> 00:28:10.000]  全部都是空的平地
[00:28:10.000 --> 00:28:13.000]  他們全部中間是給他們
[00:28:13.000 --> 00:28:14.000]  可以
