
[00:00:00.000 --> 00:00:03.000]  一般我們在八月十五會望天上的月亮
[00:01:24.800 --> 00:01:28.080]  講到耶穌在開頭的日子所行所教訓的一切
[00:01:28.080 --> 00:01:29.760]  在這裡
[00:01:29.760 --> 00:01:31.800]  所講的
[00:01:31.800 --> 00:01:33.960]  耶穌在世的日子
[00:01:33.960 --> 00:01:37.280]  但是來到這一刻
[00:01:37.280 --> 00:01:41.040]  他說「直到他藉著聖靈吩咐所揀選的仕徒
[00:01:41.040 --> 00:01:45.520]  以後被接上升的日子為止」
[00:01:45.520 --> 00:01:48.360]  就是說主耶穌在世
[00:01:48.360 --> 00:01:50.360]  和一群門徒在一起
[00:01:50.360 --> 00:01:51.480]  三十多年
[00:01:51.480 --> 00:01:52.800]  然後三年多的時間
[00:01:53.320 --> 00:01:55.920]  然後主耶穌被釘
[00:01:55.920 --> 00:01:57.000]  受死
[00:01:57.000 --> 00:01:59.880]  然後第三天之後復活
[00:01:59.880 --> 00:02:01.320]  復活之後
[00:02:01.320 --> 00:02:04.160]  又和一群門徒在一起四十天
[00:02:04.160 --> 00:02:07.080]  同樣也是路加所講的
[00:02:07.080 --> 00:02:08.520]  在福音書裡面
[00:02:08.520 --> 00:02:10.920]  又或者在舍行主這一段
[00:02:10.920 --> 00:02:13.840]  只是他在這裡所講述
[00:02:13.840 --> 00:02:17.480]  有四十天和一群門徒在一起
[00:02:17.480 --> 00:02:20.360]  在當下這一刻
[00:02:23.080 --> 00:02:23.800]  白衣人
[00:02:23.800 --> 00:02:25.080]  即是天使
[00:02:25.080 --> 00:02:27.200]  所講的說話
[00:02:27.200 --> 00:02:29.320]  的含義是什麼呢?
[00:02:29.320 --> 00:02:34.120]  為什麼站著望天呢?
[00:02:34.120 --> 00:02:36.480]  其實一群門徒
[00:02:36.480 --> 00:02:38.280]  和主耶穌基督
[00:02:38.280 --> 00:02:40.720]  在地上那四十天
[00:02:40.720 --> 00:02:42.280]  復活之後那四十天
[00:02:42.280 --> 00:02:44.080]  是一個很美好的時刻
[00:02:44.080 --> 00:02:47.440]  在那個時間裡面
[00:02:47.440 --> 00:02:48.480]  因為
[00:02:48.480 --> 00:02:52.000]  這一群門徒經歷了主耶穌被釘
[00:02:53.280 --> 00:02:53.960]  受死
[00:02:53.960 --> 00:02:54.840]  復活
[00:02:54.840 --> 00:02:57.720]  然後其實他們都尿受散了
[00:02:57.720 --> 00:02:58.240]  到處走
[00:02:58.240 --> 00:02:59.640]  怕被人捉拿
[00:02:59.640 --> 00:03:00.720]  走
[00:03:00.720 --> 00:03:03.080]  但是之後第三天復活
[00:03:03.080 --> 00:03:05.480]  就有一個很不同的處境
[00:03:05.480 --> 00:03:09.040]  在一個這樣的情況底下
[00:03:09.040 --> 00:03:10.360]  這一群門徒
[00:03:10.360 --> 00:03:11.800]  就去體會
[00:03:11.800 --> 00:03:15.400]  主耶穌基督復活的那四十晝夜
[00:03:15.400 --> 00:03:18.040]  享受那份同在
[00:03:18.040 --> 00:03:19.760]  在第三節
[00:03:19.760 --> 00:03:20.320]  他說
[00:03:20.320 --> 00:03:23.000]  他受害之後用許多的憑據
[00:03:23.880 --> 00:03:27.520]  將自己活活的顯給仕途漢
[00:03:27.520 --> 00:03:29.960]  四十天之久
[00:03:29.960 --> 00:03:31.200]  向他們顯現
[00:03:31.200 --> 00:03:33.640]  講述神國的事
[00:03:33.640 --> 00:03:35.480]  丁姊妹
[00:03:35.480 --> 00:03:37.360]  四十天有多長?
[00:03:37.360 --> 00:03:43.320]  我在臉書上有一位姊妹
[00:03:43.320 --> 00:03:44.760]  她就每一天
[00:03:44.760 --> 00:03:45.560]  四十天
[00:03:45.560 --> 00:03:46.080]  四十日
[00:03:46.080 --> 00:03:47.560]  預府期的四十天
[00:03:47.560 --> 00:03:50.000]  直到主耶穌今天復活的日子
[00:03:50.000 --> 00:03:51.280]  之前的四十天
[00:03:51.280 --> 00:03:53.440]  每一天就有一段的金句
[00:03:53.440 --> 00:03:54.680]  一個的訊息
[00:03:54.680 --> 00:03:55.680]  給我們默想
[00:03:55.680 --> 00:03:57.120]  四十天
[00:03:57.120 --> 00:03:58.000]  可以很長
[00:03:58.000 --> 00:04:00.600]  四十天
[00:04:00.600 --> 00:04:03.800]  那些日子如果我們可以好好編排的時候
[00:04:03.800 --> 00:04:06.960]  都是一個頗特別的時間
[00:04:06.960 --> 00:04:08.880]  在這四十天裏面
[00:04:08.880 --> 00:04:12.200]  耶穌就和一群的門徒在一起
[00:04:12.200 --> 00:04:14.440]  因為祂受死復活了
[00:04:14.440 --> 00:04:16.600]  一個個主題
[00:04:16.600 --> 00:04:18.240]  這裏就講
[00:04:18.640 --> 00:04:22.560]  然後講述神國的事
[00:04:22.560 --> 00:04:27.200]  講述神國的事
[00:04:27.200 --> 00:04:30.720]  神的國度是甚麼呢?
[00:04:30.720 --> 00:04:33.520]  神的國是一個永恆的國度
[00:04:33.520 --> 00:04:39.720]  神的國度是一個得勝死亡永恆的國度
[00:04:39.720 --> 00:04:47.440]  神的國度是去表述這位梅塞亞救贖的本質
[00:04:49.360 --> 00:04:52.840]  神的國度是去講述祂復活
[00:04:52.840 --> 00:04:54.480]  有關復活的事
[00:04:54.480 --> 00:04:58.720]  是去驗證有關舊約中的意願
[00:04:58.720 --> 00:05:01.120]  神的國度
[00:05:01.120 --> 00:05:03.640]  也是頒令給一群的門徒
[00:05:03.640 --> 00:05:06.960]  他們要有的那個見證
[00:05:06.960 --> 00:05:09.160]  神的國是甚麼呢?
[00:05:09.160 --> 00:05:12.200]  就是給這群的門徒去體會
[00:05:12.200 --> 00:05:13.840]  主耶穌基督復活
[00:05:13.840 --> 00:05:15.720]  和在未復活之前
[00:05:15.720 --> 00:05:18.520]  講有關神國的意義
[00:05:18.800 --> 00:05:19.520]  是不一樣的
[00:05:19.520 --> 00:05:22.520]  如果我們看《馬太福音》
[00:05:22.520 --> 00:05:25.480]  講有關登山補糞的時候
[00:05:25.480 --> 00:05:28.120]  主耶穌也是講述天國的道理
[00:05:28.120 --> 00:05:29.680]  也是講述神國的事
[00:05:29.680 --> 00:05:32.000]  但是來到這一刻
[00:05:32.000 --> 00:05:33.280]  主耶穌復活了
[00:05:33.280 --> 00:05:35.120]  神的國度是不一樣的
[00:05:35.120 --> 00:05:36.040]  這個不一樣
[00:05:36.040 --> 00:05:39.680]  就好像一個我們所講的泛式的轉移
[00:05:39.680 --> 00:05:41.720]  Paradigm shift
[00:05:41.720 --> 00:05:43.000]  轉述了
[00:05:43.000 --> 00:05:45.120]  這個不一樣是甚麼呢?
[00:05:45.120 --> 00:05:46.200]  多了一樣東西
[00:05:47.120 --> 00:05:48.680]  主耶穌復活
[00:05:48.680 --> 00:05:50.760]  這個復活
[00:05:50.760 --> 00:05:54.160]  也是表達
[00:05:54.160 --> 00:05:55.720]  這一群的門徒
[00:05:55.720 --> 00:05:57.280]  見到主耶穌基督
[00:05:57.280 --> 00:05:58.840]  受死之後
[00:05:58.840 --> 00:05:59.760]  第三天
[00:05:59.760 --> 00:06:01.320]  其實這三天裏面
[00:06:01.320 --> 00:06:03.160]  他們經歷了很多的恐懼
[00:06:03.160 --> 00:06:05.240]  又或者是懼怕被捉拿
[00:06:05.240 --> 00:06:06.680]  四周圍離開
[00:06:06.680 --> 00:06:07.520]  分開
[00:06:07.520 --> 00:06:10.080]  他們做回他們原本要做的工作
[00:06:10.080 --> 00:06:11.880]  但是到
[00:06:11.880 --> 00:06:13.480]  主耶穌的清晨
[00:06:13.480 --> 00:06:14.360]  第三天
[00:06:14.800 --> 00:06:17.480]  見到主耶穌基督復活的時候
[00:06:17.480 --> 00:06:19.600]  講述有關神國的事
[00:06:19.600 --> 00:06:21.040]  就很不一樣
[00:06:21.040 --> 00:06:23.000]  這個不一樣
[00:06:23.000 --> 00:06:24.360]  不單只是一個神蹟
[00:06:24.360 --> 00:06:26.400]  主耶穌
[00:06:26.400 --> 00:06:29.400]  曾經叫拉薩路復活
[00:06:29.400 --> 00:06:32.480]  其實復活這個字是一個很獨特的描述
[00:06:32.480 --> 00:06:35.080]  不單是在我們基督教信仰裏面
[00:06:35.080 --> 00:06:37.160]  這個復活是一個很獨特的描述
[00:06:37.160 --> 00:06:40.360]  其實拉薩路的復活嚴格來說不是叫復活
[00:06:40.360 --> 00:06:43.520]  他只是本來死了
[00:06:43.520 --> 00:06:44.440]  然後
[00:06:45.400 --> 00:06:46.280]  復生而已
[00:06:46.280 --> 00:06:47.360]  再次有生命
[00:06:47.360 --> 00:06:48.720]  然後怎樣呢?
[00:06:48.720 --> 00:06:50.520]  最後他也要再死過
[00:06:50.520 --> 00:06:53.080]  最後他也要再死
[00:06:53.080 --> 00:06:56.000]  但是主耶穌基督的復活
[00:06:56.000 --> 00:06:58.720]  是一個很獨特的形容
[00:06:58.720 --> 00:07:00.720]  他從死裏復活
[00:07:00.720 --> 00:07:02.800]  不再有死亡的時間
[00:07:02.800 --> 00:07:06.040]  很清楚地表達
[00:07:06.040 --> 00:07:10.600]  主耶穌基督道成肉身所達成的目標
[00:07:10.600 --> 00:07:13.040]  他降生為人
[00:07:14.520 --> 00:07:16.440]  從兒童去到成人
[00:07:16.440 --> 00:07:20.640]  然後講述神國的事
[00:07:20.640 --> 00:07:23.680]  預言他自己要受苦、受死
[00:07:23.680 --> 00:07:27.000]  死了之後第三天復活
[00:07:27.000 --> 00:07:31.160]  就是一個完整的生命旅程
[00:07:31.160 --> 00:07:37.240]  是一個完整的永恆生命必經的旅程
[00:07:37.240 --> 00:07:38.440]  他經歷了死亡
[00:07:38.440 --> 00:07:41.080]  然後在復活的時候
[00:07:41.080 --> 00:07:42.800]  顯現給門徒知道
[00:07:43.160 --> 00:07:47.560]  而這群門徒和主耶穌基督在一起的四十晝夜
[00:07:47.560 --> 00:07:51.440]  就是一個另類的天堂經驗
[00:07:51.440 --> 00:07:54.520]  原來主耶穌基督的復活
[00:07:54.520 --> 00:07:57.480]  是展現了一個永生
[00:07:57.480 --> 00:08:02.360]  在永生然後去講述神國的事
[00:08:02.360 --> 00:08:06.560]  很立體地去展示甚麼是救贖
[00:08:06.560 --> 00:08:10.200]  很立體地展示甚麼是永恆
[00:08:11.400 --> 00:08:17.760]  他亦親身示範了神國裏面永生的含義
[00:08:17.760 --> 00:08:19.920]  對這群門徒
[00:08:19.920 --> 00:08:26.160]  神國的事其實就是遵行主所吩咐的大使命
[00:08:26.160 --> 00:08:28.560]  甚麼是神國?
[00:08:28.560 --> 00:08:34.760]  神國我們會想像是一個天國的價值觀
[00:08:34.760 --> 00:08:36.680]  是公義
[00:08:36.680 --> 00:08:39.000]  是和平
[00:08:40.520 --> 00:08:41.360]  是愛
[00:08:41.360 --> 00:08:43.400]  是平安
[00:08:43.400 --> 00:08:45.600]  是喜樂
[00:08:45.600 --> 00:08:48.320]  是永恆
[00:08:48.320 --> 00:08:56.200]  我們不是單單看得到我們肉身的生命的關注
[00:08:56.200 --> 00:09:05.040]  而是著眼於看不見永恆生命我們可以有的關注
[00:09:05.520 --> 00:09:11.120]  而這個關注今天要我們一群門徒在地上要怎樣去實踐
[00:09:11.120 --> 00:09:17.760]  就在第四節到第八節裏面去展述出來
[00:09:17.760 --> 00:09:20.080]  耶穌就和一群門徒講
[00:09:20.080 --> 00:09:23.080]  當他們聚集的時候就吩咐他們、祝福他們
[00:09:23.080 --> 00:09:26.960]  各位姐妹,大家要想像在這一刻
[00:09:26.960 --> 00:09:33.520]  其實就是耶穌和這群門徒聚集在一起最後的一段時間
[00:09:34.520 --> 00:09:37.520]  祂最想講的一段說話
[00:09:37.520 --> 00:09:40.280]  祂叫他們不要離開耶路撒冷
[00:09:40.280 --> 00:09:43.720]  而等候所應許的要等候
[00:09:43.720 --> 00:09:44.960]  等候甚麼呢?
[00:09:44.960 --> 00:09:48.160]  就是你們聽見過我講的第五節
[00:09:48.160 --> 00:09:51.280]  約翰用水施浸
[00:09:51.280 --> 00:09:57.000]  但是不多幾天我就要你們受聖靈的浸
[00:09:57.000 --> 00:10:00.560]  當他們聚集的時候就問耶穌
[00:10:00.560 --> 00:10:02.880]  究竟是一回甚麼事呢?
[00:10:03.240 --> 00:10:04.920]  他們所期盼的是甚麼呢?
[00:10:04.920 --> 00:10:09.280]  原來他們所期盼的、所希望的
[00:10:09.280 --> 00:10:14.760]  祂說:主啊,你復興以色列國是否就在這個時間呢?
[00:10:14.760 --> 00:10:17.800]  你是不是就要在這個時間去復興以色列國呢?
[00:10:17.800 --> 00:10:23.840]  原來這群門徒常常期盼的是去想著一個地上的國度
[00:10:23.840 --> 00:10:27.200]  一個政治、軍事的強國
[00:10:27.200 --> 00:10:29.200]  很想主耶穌基督
[00:10:29.640 --> 00:10:33.360]  死就死過了,生就生過了,現在復活了
[00:10:33.360 --> 00:10:38.120]  是不是就要在現在這個時間去復興以色列的國度?
[00:10:38.120 --> 00:10:42.560]  他們有這樣的期盼
[00:10:42.560 --> 00:10:45.520]  但是主耶穌怎麼說呢?
[00:10:45.520 --> 00:10:46.440]  第七節
[00:10:46.440 --> 00:10:50.440]  就對他們所表達
[00:10:50.440 --> 00:10:53.520]  祂說:父憑自己的權柄所定的時間
[00:10:53.520 --> 00:10:55.920]  祂的時間和日期
[00:10:55.920 --> 00:10:58.760]  不是你們現在在這個時間可以知道的
[00:10:59.240 --> 00:11:00.800]  不是你們現在可以知道的
[00:11:00.800 --> 00:11:03.240]  但是一樣是很肯定的
[00:11:03.240 --> 00:11:05.680]  一樣是很肯定的
[00:11:05.680 --> 00:11:06.360]  第八節
[00:11:06.360 --> 00:11:10.600]  聖靈降臨在你們身上的時候
[00:11:10.600 --> 00:11:12.760]  我們看事端轉後一點
[00:11:12.760 --> 00:11:14.320]  就是五旬節的時間
[00:11:14.320 --> 00:11:17.200]  普遍在教會裡面
[00:11:17.200 --> 00:11:20.720]  不同的弟兄姊妹他們去領受聖靈的時候
[00:11:20.720 --> 00:11:23.440]  領受聖靈的時候怎麼樣呢?
[00:11:23.440 --> 00:11:25.600]  就必得著能力
[00:11:25.600 --> 00:11:27.000]  要在耶路撒冷
[00:11:27.000 --> 00:11:28.480]  猶太傳地
[00:11:28.680 --> 00:11:32.240]  撒瑪利亞直到地極作我的見證
[00:11:32.240 --> 00:11:33.520]  如果這個見證
[00:11:33.520 --> 00:11:36.280]  另一個的意思含義
[00:11:36.280 --> 00:11:37.240]  見證是什麼呢?
[00:11:37.240 --> 00:11:41.440]  見證不只是上台說幾句見證
[00:11:41.440 --> 00:11:42.600]  我怎麼信耶穌
[00:11:42.600 --> 00:11:44.320]  這個見證是含義
[00:11:44.320 --> 00:11:47.120]  對一群當時的門徒來說
[00:11:47.120 --> 00:11:50.640]  你們有機會要去準備
[00:11:50.640 --> 00:11:52.120]  殉道
[00:11:52.120 --> 00:11:56.600]  但是在這一節裡面
[00:11:56.800 --> 00:12:02.120]  成為整個的事態行轉的一個很重要的一節
[00:12:02.120 --> 00:12:04.320]  在一章八節
[00:12:04.320 --> 00:12:07.880]  就是說你必得著能力
[00:12:07.880 --> 00:12:12.720]  當一群門徒關注的是一章六節所說的
[00:12:12.720 --> 00:12:15.200]  在地上的國度以色列國的復興
[00:12:15.200 --> 00:12:17.400]  但是耶穌的議程
[00:12:17.400 --> 00:12:20.400]  就告訴一群門徒
[00:12:20.400 --> 00:12:22.360]  祂的策略
[00:12:22.360 --> 00:12:24.200]  你們先留在耶路撒冷
[00:12:24.200 --> 00:12:25.680]  不要離開
[00:12:26.000 --> 00:12:27.480]  你等候父的應許
[00:12:27.480 --> 00:12:32.000]  等候父給你們有一個能力
[00:12:32.000 --> 00:12:35.480]  就是你們可以領受成靈
[00:12:35.480 --> 00:12:41.600]  這就是一章的六至八節
[00:12:41.600 --> 00:12:46.320]  成為一群門徒要他們去見證的一個很重要的指令
[00:12:46.320 --> 00:12:47.960]  頂智媒
[00:12:47.960 --> 00:12:51.040]  在這個肯定和保證裡面
[00:12:51.040 --> 00:12:54.160]  我們有沒有什麼體會呢?
[00:12:56.120 --> 00:12:57.920]  如果我們看事態行轉
[00:12:57.920 --> 00:13:00.120]  事態行轉的另一個意思
[00:13:00.120 --> 00:13:00.840]  另一個翻譯
[00:13:00.840 --> 00:13:04.520]  有些人就說這是一個聖靈行轉
[00:13:04.520 --> 00:13:07.320]  聖靈在教會
[00:13:07.320 --> 00:13:08.680]  在門徒身上
[00:13:08.680 --> 00:13:09.880]  他們的工作
[00:13:09.880 --> 00:13:11.920]  就是神藉著聖靈
[00:13:11.920 --> 00:13:14.120]  他們的恩手進入我們的生命裡面
[00:13:14.120 --> 00:13:15.960]  頂智媒
[00:13:15.960 --> 00:13:17.560]  是不是我們也信了耶穌?
[00:13:17.560 --> 00:13:20.880]  信了耶穌有一樣我們一定要去把握的
[00:13:20.880 --> 00:13:25.200]  我們一定要去得著的
[00:13:26.480 --> 00:13:27.600]  信耶穌的時候
[00:13:27.600 --> 00:13:28.760]  和你一起決志的時候
[00:13:28.760 --> 00:13:31.440]  如果那位弟兄姊妹或者傳道人牧師
[00:13:31.440 --> 00:13:33.480]  牧者沒有和你說
[00:13:33.480 --> 00:13:36.840]  我們求神的聖靈進入你的生命裡面
[00:13:36.840 --> 00:13:38.000]  如果他沒有這一句
[00:13:38.000 --> 00:13:41.680]  你就記得要他去說這一句
[00:13:41.680 --> 00:13:46.720]  求神的聖靈
[00:13:46.720 --> 00:13:47.680]  你信耶穌那一刻
[00:13:47.680 --> 00:13:49.960]  求神的聖靈進入你的生命裡面
[00:13:49.960 --> 00:13:50.800]  這個很重要
[00:13:50.800 --> 00:13:54.640]  原來當聖靈在我們的生命裡面
[00:13:54.640 --> 00:13:57.120]  這個是今天我們在地上
[00:13:57.120 --> 00:13:59.560]  我們為神見證一個很重要的能力
[00:13:59.560 --> 00:14:01.240]  我們信仰的核心
[00:14:01.240 --> 00:14:02.720]  不單止我們信復活
[00:14:02.720 --> 00:14:05.240]  我們要知道聖靈是和我們在一起
[00:14:05.240 --> 00:14:07.680]  要給我們有一種能力
[00:14:07.680 --> 00:14:14.120]  復活很特別
[00:14:14.120 --> 00:14:18.640]  耶穌就在這裡給我們的指令
[00:14:18.640 --> 00:14:20.440]  有一個恩手
[00:14:20.440 --> 00:14:21.880]  藉著聖靈
[00:14:21.880 --> 00:14:23.640]  進入我們的生命裡面
[00:14:24.680 --> 00:14:27.440]  所以在這一節裡面的一個重點就是
[00:14:27.440 --> 00:14:29.040]  這是一個重要的應許
[00:14:29.040 --> 00:14:30.440]  聖靈的同在
[00:14:30.440 --> 00:14:32.040]  表示什麼呢?
[00:14:32.040 --> 00:14:35.080]  當我們要去為祂見證的時候
[00:14:35.080 --> 00:14:37.520]  我們要去建立教會的時候
[00:14:37.520 --> 00:14:39.440]  聖靈就成為一個恩賜
[00:14:39.440 --> 00:14:41.040]  這個恩賜背後是什麼呢?
[00:14:41.040 --> 00:14:43.400]  有聖靈所見的果子
[00:14:43.400 --> 00:14:45.720]  有聖靈給我們有不同的恩賜
[00:14:45.720 --> 00:14:47.520]  有些是講道的
[00:14:47.520 --> 00:14:49.040]  有些是服侍的
[00:14:49.040 --> 00:14:50.840]  有些是教導的
[00:14:50.840 --> 00:14:53.920]  就一同去建立教會
[00:14:55.040 --> 00:14:58.440]  當這一群門徒念念不忘地上的國度的時候
[00:14:58.440 --> 00:15:02.040]  神卻是藉著耶穌告訴他們
[00:15:02.040 --> 00:15:04.680]  我們要顧念天上的事
[00:15:04.680 --> 00:15:10.440]  父神的國度要臨在人間大地
[00:15:10.440 --> 00:15:13.240]  我們不可以本末倒置
[00:15:13.240 --> 00:15:17.640]  復興以色列的國的時間是什麼時候
[00:15:17.640 --> 00:15:18.440]  沒有人知道
[00:15:18.440 --> 00:15:21.240]  但是在那一刻很肯定的
[00:15:21.240 --> 00:15:23.640]  就是我們都要去領受聖靈
[00:15:23.640 --> 00:15:27.440]  為神去做祂要我們做的工作
[00:15:27.440 --> 00:15:32.440]  所以主耶穌和一群門徒在一起
[00:15:32.440 --> 00:15:38.440]  這一節我們說的是一個最後和一個總結
[00:15:38.440 --> 00:15:43.640]  聖靈降臨在你們身上的時候
[00:15:43.640 --> 00:15:45.240]  我們就得著能力
[00:15:45.240 --> 00:15:46.640]  並要在耶路撒冷
[00:15:46.640 --> 00:15:47.640]  猶太全地
[00:15:47.640 --> 00:15:49.440]  撒瑪利亞直到地極
[00:15:49.440 --> 00:15:50.640]  作我們的見證
[00:15:51.640 --> 00:15:54.640]  同馬太福音第十八章十八至二十節
[00:15:54.640 --> 00:15:58.640]  講到我們要為祂去作見證
[00:15:58.640 --> 00:16:01.640]  奉父子聖靈的名為去施浸的時候
[00:16:01.640 --> 00:16:04.840]  都是講神會與我們同在
[00:16:04.840 --> 00:16:08.640]  這個同在昔日是主耶穌在地上
[00:16:08.640 --> 00:16:12.440]  今日是聖靈與我們同在的日子
[00:16:12.440 --> 00:16:15.640]  這個就很重要
[00:16:15.640 --> 00:16:20.640]  丙姐妹我們每一個人都會經歷軟弱的時間
[00:16:22.440 --> 00:16:25.640]  或者我們去做一些工作的時候
[00:16:25.640 --> 00:16:28.640]  我們都會經歷恐懼
[00:16:28.640 --> 00:16:31.640]  又或者在我們的生命本質
[00:16:31.640 --> 00:16:33.640]  因為我們這個肉體的生命
[00:16:33.640 --> 00:16:37.640]  我們都會有時候是懼怕死亡
[00:16:37.640 --> 00:16:41.640]  我們有時候會懼怕死亡
[00:16:41.640 --> 00:16:44.640]  但是丙姐妹你會不會學習
[00:16:44.640 --> 00:16:46.640]  知道神與你同在的時候
[00:16:46.640 --> 00:16:48.640]  聖靈在你生命裡面
[00:16:48.640 --> 00:16:50.640]  你就有一種很大的把握
[00:16:51.040 --> 00:16:55.640]  縱然我們這個肉體會一天一天的衰殘
[00:16:55.640 --> 00:17:00.640]  但是我們內心一天身刺一天
[00:17:00.640 --> 00:17:04.640]  這個是聖靈給我們的能力
[00:17:04.640 --> 00:17:08.640]  丙姐妹知道有些人連死都不怕的時候
[00:17:08.640 --> 00:17:10.640]  我們就真的要怕他
[00:17:10.640 --> 00:17:12.640]  連死都不怕
[00:17:12.640 --> 00:17:14.640]  意思是什麼
[00:17:14.640 --> 00:17:18.640]  我們最懼怕失去的那件事
[00:17:18.640 --> 00:17:20.640]  我們都不怕的時候
[00:17:21.640 --> 00:17:26.640]  我們就可以為神做更大的工作
[00:17:26.640 --> 00:17:30.640]  丙姐妹
[00:17:30.640 --> 00:17:33.640]  我們都要學習去實踐
[00:17:33.640 --> 00:17:37.640]  神的國度在我們的生命裡面
[00:17:37.640 --> 00:17:41.640]  神的靈在我們的生命裡面
[00:17:41.640 --> 00:17:43.640]  為要做更大的工作
[00:17:43.640 --> 00:17:45.640]  在這一段
[00:17:45.640 --> 00:17:52.640]  耶穌就在這一節裡概括整個我們應該做的事
[00:17:52.640 --> 00:17:55.640]  然後去到第九節
[00:17:55.640 --> 00:17:57.640]  到第十一節
[00:17:57.640 --> 00:17:59.640]  這一段是怎樣
[00:17:59.640 --> 00:18:00.640]  講完這句話
[00:18:00.640 --> 00:18:02.640]  這班門徒正望的時候
[00:18:02.640 --> 00:18:04.640]  他就被取上升
[00:18:04.640 --> 00:18:07.640]  有一道雲彩把他接去
[00:18:07.640 --> 00:18:08.640]  便看不見了
[00:18:08.640 --> 00:18:11.640]  雲彩接去
[00:18:12.640 --> 00:18:15.640]  隨著摩格斯不帶走一片雲彩
[00:18:15.640 --> 00:18:16.640]  在這一刻
[00:18:16.640 --> 00:18:18.640]  主耶穌就被雲彩接去
[00:18:18.640 --> 00:18:20.640]  這個雲彩象徵什麼
[00:18:20.640 --> 00:18:21.640]  神的同在
[00:18:21.640 --> 00:18:25.640]  當他被雲彩接去的時候
[00:18:25.640 --> 00:18:28.640]  他會怎樣被接去
[00:18:28.640 --> 00:18:32.640]  在白衣人天使說
[00:18:32.640 --> 00:18:35.640]  站在他們旁邊
[00:18:35.640 --> 00:18:37.640]  當往上升的時候
[00:18:37.640 --> 00:18:40.640]  當這一班門徒定睜望天的時候
[00:18:41.640 --> 00:18:43.640]  穿白衣的人就說
[00:18:43.640 --> 00:18:44.640]  第十一節
[00:18:44.640 --> 00:18:48.640]  加利利人你們為什麼站著望天呢
[00:18:48.640 --> 00:18:52.640]  這個離開你們被接升天的耶穌
[00:18:52.640 --> 00:18:55.640]  你們見他怎樣往天上去
[00:18:55.640 --> 00:19:00.640]  他還要怎樣來
[00:19:00.640 --> 00:19:02.640]  兄弟姐妹
[00:19:02.640 --> 00:19:03.640]  在這一段裡面
[00:19:03.640 --> 00:19:07.640]  講有關上升有多少次
[00:19:07.640 --> 00:19:10.640]  足足有四次
[00:19:11.640 --> 00:19:13.640]  第九節一次
[00:19:13.640 --> 00:19:16.640]  第十節當他往上去的時候
[00:19:16.640 --> 00:19:18.640]  然後第十一節又講兩次
[00:19:18.640 --> 00:19:20.640]  足足講了兩次
[00:19:20.640 --> 00:19:21.640]  往天上
[00:19:21.640 --> 00:19:23.640]  足足講了四次
[00:19:23.640 --> 00:19:25.640]  第十一節講了兩次
[00:19:25.640 --> 00:19:29.640]  當我們看到這個景象的時候
[00:19:29.640 --> 00:19:31.640]  兄弟姐妹
[00:19:31.640 --> 00:19:32.640]  同樣的情況
[00:19:32.640 --> 00:19:34.640]  如果我們看到我們會怎樣
[00:19:34.640 --> 00:19:39.640]  當我們定睜望天的時候
[00:19:40.640 --> 00:19:42.640]  定睜望天的時候
[00:19:42.640 --> 00:19:43.640]  這個天
[00:19:43.640 --> 00:19:47.640]  不單單是一個物理學上
[00:19:47.640 --> 00:19:50.640]  物理空間上的天
[00:19:50.640 --> 00:19:52.640]  這個天
