
[00:00:00.000 --> 00:00:02.000]  大衛傳的第六講
[00:09:30.000 --> 00:09:34.000]  我會將斐理士人交在你的手裡面
[00:09:34.000 --> 00:09:38.000]  我們看到即使大衛逃避蘇羅
[00:09:38.000 --> 00:09:41.000]  他仍然為他的子民著想
[00:09:41.000 --> 00:09:45.000]  這個和蘇羅是有很大的分別
[00:09:45.000 --> 00:09:48.000]  其實如果他去打救基依拉的話
[00:09:48.000 --> 00:09:50.000]  對他是有好處的
[00:09:50.000 --> 00:09:51.000]  為什麼呢
[00:09:51.000 --> 00:09:54.000]  因為基依拉是一個城
[00:09:54.000 --> 00:09:56.000]  是有城牆包圍的
[00:09:56.000 --> 00:10:02.000]  這個比大衛在樹礦野漂流好得多
[00:10:02.000 --> 00:10:04.000]  如果他幫助了基依拉
[00:10:04.000 --> 00:10:05.000]  可以進入城
[00:10:05.000 --> 00:10:07.000]  現在有城牆可以保護他
[00:10:07.000 --> 00:10:10.000]  所以對他來說是一個好處
[00:10:10.000 --> 00:10:14.000]  很多時候我們做事又會怎樣
[00:10:14.000 --> 00:10:17.000]  看到對我們自己有利益有好處的
[00:10:17.000 --> 00:10:19.000]  我們就會說
[00:10:19.000 --> 00:10:21.000]  哎呀 你看看
[00:10:21.000 --> 00:10:23.000]  神打開道門給我了
[00:10:23.000 --> 00:10:25.000]  馬上就反應
[00:10:25.000 --> 00:10:27.000]  馬上就湧到去
[00:10:27.000 --> 00:10:29.000]  想也不用想
[00:10:29.000 --> 00:10:31.000]  大衛怎麼做
[00:10:31.000 --> 00:10:33.000]  尋求神的旨意
[00:10:33.000 --> 00:10:34.000]  尋問神
[00:10:34.000 --> 00:10:36.000]  這個是不是真的祢的旨意
[00:10:36.000 --> 00:10:38.000]  這很重要
[00:10:38.000 --> 00:10:41.000]  於是神就遵守了他的諾言
[00:10:41.000 --> 00:10:44.000]  幫他打敗了斐理士人
[00:10:44.000 --> 00:10:48.000]  還幫他得到很多很多的戰利品
[00:10:48.000 --> 00:10:51.000]  於是大衛就搬了去基依拉
[00:10:51.000 --> 00:10:54.000]  有城牆來保護他
[00:10:54.000 --> 00:10:58.000]  當年阿比亞他逃離那帕的時候
[00:10:58.000 --> 00:11:01.000]  也是躲在這個城裡
[00:11:01.000 --> 00:11:05.000]  但是數羅的探子非常靈通
[00:11:05.000 --> 00:11:09.000]  知道大衛去了基依拉就怎樣
[00:11:09.000 --> 00:11:12.000]  發兵來攻打基依拉
[00:11:12.000 --> 00:11:14.000]  而且還威脅
[00:11:14.000 --> 00:11:17.000]  如果基依拉的人不交出大衛的話
[00:11:17.000 --> 00:11:19.000]  他就會滅城
[00:11:19.000 --> 00:11:23.000]  你猜他是不是真的有心滅城
[00:11:23.000 --> 00:11:25.000]  我相信他真的是
[00:11:25.000 --> 00:11:28.000]  因為曾經以前我們看到他
[00:11:28.000 --> 00:11:31.000]  屠殺了那帕整個城
[00:11:31.000 --> 00:11:34.000]  就是為了要殺死大衛
[00:11:34.000 --> 00:11:37.000]  所以他絕對是有可能這樣做
[00:11:37.000 --> 00:11:40.000]  他被仇恨控制了他
[00:11:40.000 --> 00:11:42.000]  他失去了他的利志
[00:11:42.000 --> 00:11:45.000]  而且濫用了他的權威
[00:11:45.000 --> 00:11:48.000]  這個就帶領我們去到第二個地方
[00:11:48.000 --> 00:11:52.000]  第二個地方就是西伐的曠野
[00:11:52.000 --> 00:11:55.000]  數羅我們看到他
[00:11:55.000 --> 00:11:57.000]  已經在自己的皇宮當中
[00:11:57.000 --> 00:12:00.000]  三次用長矛想扔死大衛
[00:12:00.000 --> 00:12:04.000]  又派了三隊軍馬來追殺大衛
[00:12:04.000 --> 00:12:07.000]  現在大衛帶著六百人
[00:12:07.000 --> 00:12:10.000]  本來以為來到基依拉
[00:12:10.000 --> 00:12:13.000]  是可以有安身之地
[00:12:13.000 --> 00:12:16.000]  但是數羅就來攻打基依拉
[00:12:16.000 --> 00:12:18.000]  於是大衛又怎樣做
[00:12:18.000 --> 00:12:21.000]  又再次尋問神的旨意
[00:12:21.000 --> 00:12:26.000]  又再去叫阿比亞他來尋求神
[00:12:26.000 --> 00:12:29.000]  在薩姆以上的二十三章第十節
[00:12:29.000 --> 00:12:31.000]  大衛禱告說
[00:12:31.000 --> 00:12:33.000]  耶和華以色列的神
[00:12:33.000 --> 00:12:35.000]  祢的僕人聽真了數羅
[00:12:35.000 --> 00:12:37.000]  要王基依拉來
[00:12:37.000 --> 00:12:40.000]  為我的緣故滅城
[00:12:40.000 --> 00:12:42.000]  有沒有看到大衛很信服神
[00:12:42.000 --> 00:12:44.000]  叫自己做僕人
[00:12:44.000 --> 00:12:46.000]  這個就是大衛的作風
[00:12:46.000 --> 00:12:49.000]  在詩篇的七十八篇和八十九篇
[00:12:49.000 --> 00:12:51.000]  他都叫自己做僕人
[00:12:51.000 --> 00:12:53.000]  他非常謙卑
[00:12:53.000 --> 00:12:57.000]  而且我們見到他很擔心基依拉的人
[00:12:57.000 --> 00:12:59.000]  所以他是尋問神的旨意
[00:12:59.000 --> 00:13:02.000]  他很關心他的子民
[00:13:02.000 --> 00:13:06.000]  本來大衛救了基依拉的人
[00:13:06.000 --> 00:13:09.000]  以為這幫人會幫助他
[00:13:09.000 --> 00:13:12.000]  他是救命恩人
[00:13:12.000 --> 00:13:15.000]  基依拉的人是否應該知恩圖報
[00:13:15.000 --> 00:13:17.000]  但是怎樣
[00:13:17.000 --> 00:13:21.000]  基依拉的人願意交出大衛
[00:13:21.000 --> 00:13:24.000]  所以神就警告大衛
[00:13:24.000 --> 00:13:26.000]  你快點離開這個城
[00:13:26.000 --> 00:13:30.000]  他們已經準備將你交給數羅
[00:13:30.000 --> 00:13:34.000]  基依拉的人都很怕數羅
[00:13:34.000 --> 00:13:37.000]  他們都聽過有拿柏的事情
[00:13:37.000 --> 00:13:41.000]  所以他們願意和數羅合作
[00:13:41.000 --> 00:13:45.000]  而數羅心狠手辣言出必行
[00:13:45.000 --> 00:13:49.000]  所以大衛就帶著他六百個勇士
[00:13:49.000 --> 00:13:51.000]  離開了基依拉
[00:13:51.000 --> 00:13:54.000]  去到西佛的曠野
[00:13:54.000 --> 00:13:57.000]  這個就是第二個地方
[00:13:57.000 --> 00:13:59.000]  西佛的曠野
[00:13:59.000 --> 00:14:02.000]  距離基依拉大概是十五里
[00:14:02.000 --> 00:14:08.000]  在希伯倫東南四里的一個城市
[00:14:08.000 --> 00:14:12.000]  當數羅知道大衛離開了基依拉
[00:14:12.000 --> 00:14:15.000]  他便立即撤兵
[00:14:15.000 --> 00:14:19.000]  你看到他最重要的就是想殺死大衛
[00:14:19.000 --> 00:14:21.000]  其他的事情他都不理
[00:14:21.000 --> 00:14:25.000]  他放下了國家很重要的事情
[00:14:25.000 --> 00:14:27.000]  總言之就要追殺大衛
[00:14:27.000 --> 00:14:30.000]  這個就是他唯一的目的
[00:14:30.000 --> 00:14:34.000]  他是很怕大衛威脅他的王位
[00:14:34.000 --> 00:14:37.000]  他是非常非常之擔心
[00:14:37.000 --> 00:14:39.000]  其實西佛的曠野
[00:14:39.000 --> 00:14:42.000]  是屬於猶大曠野的一部分
[00:14:42.000 --> 00:14:44.000]  在樹死海的旁邊
[00:14:44.000 --> 00:14:47.000]  是一個非常之貧乏的地方
[00:14:47.000 --> 00:14:51.000]  在這裡大衛是有很大的考驗
[00:14:51.000 --> 00:14:54.000]  因為你心想去到一個這麼貧乏的地方
[00:14:54.000 --> 00:14:56.000]  實在不是容易的事
[00:14:56.000 --> 00:14:58.000]  如果你現在去聖地的話
[00:14:58.000 --> 00:15:00.000]  去到西佛的地方
[00:15:00.000 --> 00:15:02.000]  你會很驚訝
[00:15:02.000 --> 00:15:04.000]  為什麼大衛居然能夠
[00:15:04.000 --> 00:15:07.000]  在這個地方來生存
[00:15:07.000 --> 00:15:09.000]  什麼都沒有
[00:15:09.000 --> 00:15:11.000]  只有山溝 只有洞穴
[00:15:11.000 --> 00:15:14.000]  實在不是一件容易的事
[00:15:14.000 --> 00:15:17.000]  猶太人的憤裔黨
[00:15:17.000 --> 00:15:20.000]  曾經兩次對抗羅馬政府
[00:15:20.000 --> 00:15:23.000]  都是躲在西佛的曠野
[00:15:23.000 --> 00:15:27.000]  第一次在公元66年至73年
[00:15:27.000 --> 00:15:31.000]  那一次就是羅馬政府軍臨城下
[00:15:31.000 --> 00:15:34.000]  戰勝了以色列人
[00:15:34.000 --> 00:15:36.000]  攻陷了耶路撒冷
[00:15:36.000 --> 00:15:39.000]  然後連聖殿都毀滅了
[00:15:39.000 --> 00:15:41.000]  在這個時候那些憤裔黨
[00:15:41.000 --> 00:15:44.000]  就躲在西佛的曠野
[00:15:44.000 --> 00:15:49.000]  還有一次是公元132年至135年
[00:15:49.000 --> 00:15:52.000]  也是躲在西佛的曠野
[00:15:52.000 --> 00:15:55.000]  約拿丹就是大衛
[00:15:55.000 --> 00:15:57.000]  就是掃羅的兒子
[00:15:57.000 --> 00:16:01.000]  他再一次來到西佛的曠野
[00:16:01.000 --> 00:16:04.000]  來跟大衛見面
[00:16:04.000 --> 00:16:07.000]  約拿丹真的很愛大衛
[00:16:07.000 --> 00:16:10.000]  他來到是安慰他 兼顧他
[00:16:10.000 --> 00:16:12.000]  叫他不要害怕
[00:16:12.000 --> 00:16:15.000]  再一次跟他重申所立的約
[00:16:15.000 --> 00:16:18.000]  就是在《撒武》以上的十八章
[00:16:18.000 --> 00:16:20.000]  二十章所立的約
[00:16:20.000 --> 00:16:23.000]  他將會接受大衛成為他的王
[00:16:23.000 --> 00:16:28.000]  但他希望大衛不會消滅他的後裔
[00:16:28.000 --> 00:16:31.000]  還有他向大衛保證
[00:16:31.000 --> 00:16:34.000]  說神一定會幫助你脫離掃羅
[00:16:34.000 --> 00:16:41.000]  會使你登上以色列人的王位
[00:16:41.000 --> 00:16:44.000]  有沒有見到約拿丹真的很愛大衛
[00:16:44.000 --> 00:16:48.000]  在《針言》的十八章二十四節說什麼
[00:16:48.000 --> 00:16:52.000]  朋友比兄弟更親近
[00:16:52.000 --> 00:16:55.000]  是誰寫《針言》
[00:16:55.000 --> 00:16:58.000]  是所羅門王寫《針言》
[00:16:58.000 --> 00:17:01.000]  我相信他是透過大衛的口
[00:17:01.000 --> 00:17:05.000]  知道大衛和約拿丹的關係
[00:17:05.000 --> 00:17:08.000]  所以他寫了這句《針言》出來
[00:17:08.000 --> 00:17:10.000]  十八章二十四節
[00:17:10.000 --> 00:17:13.000]  朋友比兄弟更親近
[00:17:13.000 --> 00:17:18.000]  這次是約拿丹和大衛最後一次見面
[00:17:18.000 --> 00:17:21.000]  在下一次提到約拿丹
[00:17:21.000 --> 00:17:24.000]  在《撒武》以上的三十一章第二節
[00:17:24.000 --> 00:17:28.000]  約拿丹是戰死在沙場
[00:17:28.000 --> 00:17:31.000]  所以這次是最後一次見面
[00:17:31.000 --> 00:17:35.000]  這樣就帶領我們去到第三個地方
[00:17:35.000 --> 00:17:39.000]  就是馬雲的曠野
[00:17:39.000 --> 00:17:45.000]  西伐人其實本來和大衛是同一個支派
[00:17:45.000 --> 00:17:48.000]  西伐人都是猶大人
[00:17:48.000 --> 00:17:50.000]  他們居然怕死
[00:17:50.000 --> 00:17:54.000]  本來應該是同聲同氣自己人
[00:17:54.000 --> 00:17:59.000]  但就是怕死他們居然願意將大衛交出來
[00:17:59.000 --> 00:18:05.000]  蘇羅根本沒有辦法在西伐曠野找到大衛
[00:18:05.000 --> 00:18:07.000]  如果你去西伐曠野的話
[00:18:07.000 --> 00:18:11.000]  你會發現全部都是岩石和山洞
[00:18:11.000 --> 00:18:13.000]  每處都一模一樣
[00:18:13.000 --> 00:18:15.000]  進去就像迷宮一樣
[00:18:15.000 --> 00:18:17.000]  所以蘇羅一定要知道
[00:18:17.000 --> 00:18:19.000]  具體大衛躲在哪裡
[00:18:19.000 --> 00:18:21.000]  而西伐人知道
[00:18:21.000 --> 00:18:24.000]  也願意供出大衛
[00:18:24.000 --> 00:18:26.000]  大衛也有他的探子
[00:18:26.000 --> 00:18:28.000]  探子回報說
[00:18:28.000 --> 00:18:32.000]  蘇羅已經呼召西伐人
[00:18:32.000 --> 00:18:35.000]  要供出大衛的所在之地
[00:18:35.000 --> 00:18:38.000]  所以大衛再一次逃亡
[00:18:38.000 --> 00:18:42.000]  這次是去到西伐南邊三里
[00:18:42.000 --> 00:18:45.000]  有一個叫做馬雲的曠野
[00:18:45.000 --> 00:18:49.000]  他以為去到那裡就沒問題了
[00:18:49.000 --> 00:18:50.000]  為什麼
[00:18:50.000 --> 00:18:55.000]  馬雲的曠野是大衛以前放羊的地方
[00:18:55.000 --> 00:18:57.000]  我告訴過你們
[00:18:57.000 --> 00:18:59.000]  大衛是一個牧羊人
[00:18:59.000 --> 00:19:02.000]  他以前就在馬雲的曠野放羊
[00:19:02.000 --> 00:19:06.000]  對於馬雲的曠野地理
[00:19:06.000 --> 00:19:08.000]  屬鳥如指掌
[00:19:08.000 --> 00:19:10.000]  他全部都認識了
[00:19:10.000 --> 00:19:13.000]  所以他認為在那裡應該沒問題
[00:19:13.000 --> 00:19:15.000]  就在這個時候
[00:19:15.000 --> 00:19:19.000]  蘇羅也帶著軍隊進入馬雲的曠野
[00:19:19.000 --> 00:19:24.000]  就在一座非常出名的岩石山那裡
[00:19:24.000 --> 00:19:28.000]  很快就會和大衛的士兵相遇
[00:19:28.000 --> 00:19:30.000]  蘇羅怎麼樣
[00:19:30.000 --> 00:19:32.000]  他很聰明
[00:19:32.000 --> 00:19:34.000]  他是兩面包抄
[00:19:34.000 --> 00:19:37.000]  一面的軍隊向山的一邊經過
[00:19:37.000 --> 00:19:41.000]  一部分的軍隊在另外一邊
[00:19:41.000 --> 00:19:43.000]  兩面包抄
[00:19:43.000 --> 00:19:46.000]  看來大衛一定逃不掉
[00:19:46.000 --> 00:19:48.000]  這次一定會失敗
[00:19:48.000 --> 00:19:50.000]  就在這個時候怎麼樣
[00:19:50.000 --> 00:19:52.000]  神給我們看到
[00:19:52.000 --> 00:19:54.000]  神仍然是掌權
[00:19:54.000 --> 00:19:58.000]  他去激動斐理士人來攻擊友大
[00:19:58.000 --> 00:20:01.000]  所以蘇羅只可以收兵
[00:20:01.000 --> 00:20:03.000]  那你說
[00:20:03.000 --> 00:20:05.000]  又是你說的
[00:20:05.000 --> 00:20:09.000]  蘇羅唯一的目的就是要打敗大衛
[00:20:09.000 --> 00:20:12.000]  就算斐理士人來攻擊
[00:20:12.000 --> 00:20:14.000]  為什麼他要收兵
[00:20:14.000 --> 00:20:15.000]  你想想
[00:20:15.000 --> 00:20:19.000]  如果他一邊是和大衛爭戰
[00:20:19.000 --> 00:20:21.000]  另一邊斐理士人來攻擊
[00:20:21.000 --> 00:20:23.000]  他是不是腹背受敵
[00:20:23.000 --> 00:20:24.000]  他正在輸
[00:20:24.000 --> 00:20:25.000]  所以他很聰明
