
[00:00:00.000 --> 00:00:04.040]  各位兄弟姐妹 早晨
[00:03:25.480 --> 00:03:32.440]  我們原來都是從同一位的聖靈受洗、受浸
[00:03:32.440 --> 00:03:34.760]  成爲了一個的身體
[00:03:34.760 --> 00:03:39.480]  並且一起共享同一位的聖靈
[00:03:39.480 --> 00:03:44.200]  我們大家都共同有同一位的聖靈
[00:03:44.200 --> 00:03:47.160]  在我們的生命裏面內住
[00:03:47.160 --> 00:03:51.240]  以致我們能夠組合成爲這一個的身體
[00:03:51.240 --> 00:03:52.680]  不單止這樣
[00:03:52.680 --> 00:03:59.000]  我們都從同一位的聖靈領受了不同的因次
[00:03:59.000 --> 00:04:01.280]  以致原來我們每一個人
[00:04:01.280 --> 00:04:06.480]  都可以按照聖靈所分配、分派給我們的
[00:04:06.480 --> 00:04:08.560]  那個很獨特的因次
[00:04:08.560 --> 00:04:13.960]  來建立基督身體這些侍奉和工作的上面
[00:04:13.960 --> 00:04:18.120]  無論是對內的互相彼此建立
[00:04:18.120 --> 00:04:20.840]  或者對外的我們去得人
[00:04:20.840 --> 00:04:23.800]  都成爲不是兩個、不是三個
[00:04:23.800 --> 00:04:32.160]  而是一個的團隊彼此的配搭、服侍
[00:04:32.160 --> 00:04:37.840]  所以保羅在第四節開始告訴我們知道
[00:04:37.840 --> 00:04:40.360]  因次雖然有很多種
[00:04:40.360 --> 00:04:44.040]  卻是由同一位聖靈所賜
[00:04:44.040 --> 00:04:47.120]  侍奉積分有很多種
[00:04:47.120 --> 00:04:51.760]  不過我們侍奉的都是同一位的主
[00:04:51.760 --> 00:04:58.920]  工作的成效都會有很多不同的類別或者是種類
[00:04:58.920 --> 00:05:02.280]  卻是由同一位的神
[00:05:02.280 --> 00:05:07.240]  在萬人當中來去運行萬事
[00:05:07.240 --> 00:05:11.160]  來到第十一節保羅就說這些一切
[00:05:11.160 --> 00:05:13.880]  都是由唯一的一位
[00:05:13.880 --> 00:05:16.840]  也是同一位的聖靈所運行
[00:05:16.840 --> 00:05:20.120]  隨他自己的意思來傳達
[00:05:20.120 --> 00:05:26.960]  來分配、分派給我們每一個人
[00:05:26.960 --> 00:05:29.680]  所以這段經文由第八節到第十節
[00:05:29.680 --> 00:05:31.760]  那裏如果你回去看聖經
[00:05:31.760 --> 00:05:36.160]  保羅就連續用了九個不同的例子
[00:05:36.160 --> 00:05:41.360]  不過他重複想強調的是同一位的聖靈
[00:05:41.360 --> 00:05:43.200]  他隨自己的意思
[00:05:43.200 --> 00:05:48.600]  將不同的因次來分配、分派給不同的人
[00:05:48.600 --> 00:05:52.200]  而聖靈對於這個由不同的人
[00:05:52.200 --> 00:05:55.600]  所組合而成的基督的身體
[00:05:55.600 --> 00:05:57.160]  即是教會
[00:05:57.160 --> 00:05:59.520]  這個夢幻的組合
[00:05:59.520 --> 00:06:03.440]  是有一個完美的心意和計劃
[00:06:03.440 --> 00:06:05.840]  有一個很特別的設計的特色
[00:06:05.840 --> 00:06:07.320]  就在第十二節那裏
[00:06:07.320 --> 00:06:12.840]  他就用了身體和肢體的關係來做比喻
[00:06:12.840 --> 00:06:18.360]  講出基督身體背後神的設計的特色
[00:06:18.360 --> 00:06:19.680]  這個特色就是說
[00:06:19.680 --> 00:06:24.280]  雖然身體只有一個「One」
[00:06:24.280 --> 00:06:28.440]  卻是有很多的肢體「Many」
[00:06:28.440 --> 00:06:31.960]  身上的肢體雖然是很多
[00:06:31.960 --> 00:06:35.280]  是有一個很大的「Diversity」
[00:06:35.280 --> 00:06:37.680]  但仍然是一個身體
[00:06:37.680 --> 00:06:39.960]  需要「Unity」
[00:06:39.960 --> 00:06:42.800]  兩樣都同樣重要
[00:06:42.800 --> 00:06:44.720]  我們需要去學習
[00:06:44.720 --> 00:06:50.080]  欣賞神對這個夢幻組合的設計特色
[00:06:50.080 --> 00:06:54.880]  我們同樣需要學習信服神的主權
[00:06:54.880 --> 00:06:56.320]  是他這樣設計的
[00:06:56.320 --> 00:06:59.440]  是他這樣組合我們的
[00:06:59.440 --> 00:07:00.560]  事實上
[00:07:00.560 --> 00:07:02.760]  我們所相信的神
[00:07:02.760 --> 00:07:05.800]  他本身就是一個超出
[00:07:05.800 --> 00:07:09.000]  我們能夠想象和理解
[00:07:09.000 --> 00:07:11.720]  最完美的夢幻組合
[00:07:11.720 --> 00:07:17.240]  因爲三一神本身就是彼此的相愛共融
[00:07:17.240 --> 00:07:21.520]  一直都是合作無間
[00:07:21.520 --> 00:07:25.320]  而神期望我們同樣能夠成爲
[00:07:25.320 --> 00:07:31.160]  好像他們這樣一樣的夢幻組合
[00:07:31.160 --> 00:07:34.200]  而我們之所以能夠
[00:07:34.200 --> 00:07:36.600]  成爲他所設計的這個團隊
[00:07:36.600 --> 00:07:43.440]  是基於我們都有着同一個因次的來源
[00:07:43.440 --> 00:07:44.560]  就是聖靈
[00:07:44.560 --> 00:07:47.240]  我們有着同一個侍奉的對象
[00:07:47.240 --> 00:07:48.480]  就是聖子
[00:07:48.480 --> 00:07:50.040]  我們的主耶穌基督
[00:07:50.040 --> 00:07:53.120]  我們也有同一位的父神
[00:07:53.120 --> 00:07:55.600]  在運行工作
[00:07:55.600 --> 00:07:59.200]  在所有人、所有事背後
[00:07:59.200 --> 00:08:02.720]  到達工作
[00:08:02.720 --> 00:08:07.520]  到達團團
[00:08:07.520 --> 00:08:10.520]  去激發我們去完成
[00:08:10.520 --> 00:08:14.120]  去成就他自己要成就的工作
[00:08:14.120 --> 00:08:16.000]  目的只有一個
[00:08:16.000 --> 00:08:17.880]  就是要去環遊神
[00:08:17.880 --> 00:08:20.320]  和去造就人
[00:08:20.320 --> 00:08:23.440]  而這個就是我們能夠成爲團隊的
[00:08:23.440 --> 00:08:27.400]  一個最強後盾
[00:08:27.400 --> 00:08:31.240]  在指出我們成爲團隊的聖經基礎之後
[00:08:31.240 --> 00:08:34.600]  保羅跟着就指出
[00:08:34.600 --> 00:08:36.680]  我們成爲團隊
[00:08:36.680 --> 00:08:41.400]  原來是有兩個很大的阻力
[00:08:41.400 --> 00:08:42.800]  而這兩個阻力
[00:08:42.800 --> 00:08:45.760]  都是和我們自我中心有關的
[00:08:45.760 --> 00:08:47.520]  因爲第一個阻力
[00:08:47.520 --> 00:08:50.960]  就是我們有時候看自己看得太低
[00:08:50.960 --> 00:08:52.720]  第二個阻力
[00:08:52.720 --> 00:08:56.680]  就是我們有時候看自己看得太高
[00:08:56.680 --> 00:08:59.000]  在指出第一個阻力之前
[00:08:59.000 --> 00:09:00.440]  保羅就指出
[00:09:00.440 --> 00:09:04.680]  身體原本就不僅僅是一個的肢體
[00:09:04.680 --> 00:09:07.400]  而是有很多的肢體
[00:09:07.400 --> 00:09:10.240]  所以保羅想強調的就是很多
[00:09:10.240 --> 00:09:11.440]  那個many
[00:09:11.440 --> 00:09:16.160]  那個diversity的重要性
[00:09:16.160 --> 00:09:20.680]  神就是喜歡有這樣的diversity
[00:09:20.680 --> 00:09:22.160]  在創造的時候
[00:09:22.160 --> 00:09:27.800]  他就是各從其類
[00:09:27.800 --> 00:09:32.080]  因爲這個的多
[00:09:32.080 --> 00:09:34.200]  這個的diversity
[00:09:34.200 --> 00:09:37.280]  想說的就是原來我們每一個人
[00:09:37.280 --> 00:09:41.840]  都是一樣這麼重要
[00:09:41.840 --> 00:09:45.920]  沒有說某一個人重要過另一個人
[00:09:45.920 --> 00:09:50.960]  因爲身體是由很多不同的肢體所組成
[00:09:50.960 --> 00:09:52.960]  所以每一個肢體
[00:09:52.960 --> 00:09:55.080]  都是這個身體
[00:09:55.080 --> 00:09:59.960]  一個不可或缺的一個部分
[00:09:59.960 --> 00:10:02.120]  都是屬於這個身體
[00:10:02.120 --> 00:10:04.400]  既不能夠多
[00:10:04.400 --> 00:10:07.160]  也不能夠少
[00:10:07.160 --> 00:10:11.200]  每一個肢體都有自己要去發揮的因次
[00:10:11.200 --> 00:10:13.080]  要去發揮的功能
[00:10:13.080 --> 00:10:17.200]  所以每一個肢體都有它存在的價值
[00:10:17.200 --> 00:10:19.440]  都是同樣這麼重要
[00:10:19.440 --> 00:10:22.440]  整個身體是不能夠沒了你
[00:10:22.440 --> 00:10:28.080]  不能夠沒了任何一個的肢體
[00:10:28.080 --> 00:10:32.120]  所以保羅接着就講了一個比喻
[00:10:32.120 --> 00:10:35.320]  他在第五節那裏就指出
[00:10:35.320 --> 00:10:38.360]  他說「假如腳說」
[00:10:38.360 --> 00:10:41.440]  他就不是說「假如腳對手說」
[00:10:41.440 --> 00:10:43.120]  他是說「假如腳說」
[00:10:43.120 --> 00:10:45.240]  我又不是手
[00:10:45.240 --> 00:10:48.320]  所以我就不屬於這個身體
[00:10:48.320 --> 00:10:53.200]  所以這番說話似乎是腳對自己自言自語地
[00:10:53.200 --> 00:10:57.400]  去對自己做了一個自我的評價
[00:10:57.400 --> 00:10:58.840]  不知道你有沒有想過
[00:10:58.840 --> 00:11:02.720]  爲什麼腳會這樣評價自己呢?
[00:11:02.720 --> 00:11:08.960]  爲什麼它會有一種這麼消極的想法呢?
[00:11:08.960 --> 00:11:10.600]  腳之所以有這種想法
[00:11:10.600 --> 00:11:12.200]  根據聖經是因爲
[00:11:12.200 --> 00:11:17.040]  它似乎將自己和對手去做比較
[00:11:17.040 --> 00:11:20.240]  覺得自己比不上手那麼能幹
[00:11:20.240 --> 00:11:23.680]  比不上手那麼多才多藝
[00:11:23.680 --> 00:11:28.520]  手可以烹調很多不同的各種各樣的美食
[00:11:28.520 --> 00:11:32.040]  可以彈奏出不同的音樂器
[00:11:32.040 --> 00:11:36.560]  也都可以做很多很不同的工作
[00:11:36.560 --> 00:11:40.160]  可以拿起不同的物件
[00:11:40.160 --> 00:11:45.320]  也都可以伸手出來與人握手去建立友誼
[00:11:45.320 --> 00:11:50.240]  可以伸出援手來幫助那些有需要的人
[00:11:50.240 --> 00:11:53.800]  並且可以有時舉起手來去發問
[00:11:53.800 --> 00:11:55.080]  表達意見
[00:11:55.080 --> 00:11:59.280]  甚至代表身體去投票
[00:11:59.280 --> 00:12:01.800]  你想想有多可投票的時候
[00:12:01.800 --> 00:12:04.320]  請各位舉起你的腳來投票
[00:12:04.320 --> 00:12:05.280]  不會的
[00:12:05.280 --> 00:12:07.600]  都是叫你舉起一隻手的
[00:12:07.600 --> 00:12:10.680]  所以另外一隻手就在身體
[00:12:10.680 --> 00:12:12.000]  整個的位置上面
[00:12:12.000 --> 00:12:13.840]  在身體的上半部
[00:12:13.840 --> 00:12:16.720]  明顯是凌駕在雙腳之上
[00:12:16.720 --> 00:12:20.040]  所以當身體站立的時候
[00:12:20.040 --> 00:12:23.600]  人家看到的多數就是這隻手
[00:12:23.600 --> 00:12:29.600]  至於對腳往往就被其他的東西遮擋着
[00:12:29.600 --> 00:12:34.160]  或者被那些衫腹鞋物包住了
[00:12:34.160 --> 00:12:36.480]  而且當我們坐下來喫東西的時候
[00:12:36.480 --> 00:12:37.440]  或者喝東西的時候
[00:12:37.440 --> 00:12:39.640]  對腳多數就會被餐枱
[00:12:39.640 --> 00:12:42.960]  或者那一條枱布遮住了
[00:12:42.960 --> 00:12:48.280]  所以腳就變得很自卑了
[00:12:48.280 --> 00:12:49.880]  可能由於比較
[00:12:49.880 --> 00:12:52.920]  引起自己的這些自卑
[00:12:52.920 --> 00:12:57.640]  對腳就認定自己是不屬於這個身體
[00:12:57.640 --> 00:12:59.160]  保羅同樣在第十六節
[00:12:59.160 --> 00:13:00.360]  再說另一個比喻
[00:13:00.360 --> 00:13:02.360]  他就說假如耳朵說
[00:13:02.360 --> 00:13:03.960]  我又不是眼睛
[00:13:03.960 --> 00:13:06.880]  所以我也是不屬於這個身體
[00:13:06.880 --> 00:13:12.760]  耳朵似乎也是從自己和眼睛來做比較
[00:13:12.760 --> 00:13:14.600]  雖然大家都是這麼高這麼大
[00:13:14.600 --> 00:13:18.200]  你想想眼睛和耳朵都是同一水平
[00:13:18.200 --> 00:13:19.720]  都是五官之一
[00:13:19.720 --> 00:13:21.480]  都是在幫着身體
[00:13:21.480 --> 00:13:25.600]  來接觸外面的世界
[00:13:25.600 --> 00:13:27.720]  認知外面的世界
[00:13:27.720 --> 00:13:30.320]  不過耳朵仍然覺得自己
[00:13:30.320 --> 00:13:33.680]  不及那隻眼睛那麼吸引
[00:13:33.680 --> 00:13:34.960]  跟人聊天的時候
[00:13:34.960 --> 00:13:38.520]  人家通常看的就不是耳朵
[00:13:38.520 --> 00:13:41.880]  多數是看着那隻眼睛來說話的
[00:13:41.880 --> 00:13:45.760]  而且對眼睛是真的很厲害的
[00:13:45.760 --> 00:13:48.040]  是靈魂之槍
[00:13:48.040 --> 00:13:53.360]  他能夠識得善於表達自己
[00:13:53.360 --> 00:13:55.520]  甚至可以是什麼
[00:13:55.520 --> 00:13:58.120]  眉目全程
[00:13:58.120 --> 00:14:01.560]  所以他喜歡看什麼
[00:14:01.560 --> 00:14:03.920]  就可以看什麼
[00:14:03.920 --> 00:14:05.880]  所以他的視野
[00:14:05.880 --> 00:14:07.000]  他的見識
[00:14:07.000 --> 00:14:09.600]  都比耳朵廣博的
[00:14:09.600 --> 00:14:12.680]  而耳朵只能夠很被動地
[00:14:12.680 --> 00:14:16.120]  來接收外界的聲音
[00:14:16.120 --> 00:14:17.320]  軟一點
[00:14:17.320 --> 00:14:19.560]  或者微弱一點的聲音
[00:14:19.560 --> 00:14:24.160]  有時候都聽得不太清楚
[00:14:24.160 --> 00:14:25.640]  所以各位親愛的弟兄姊妹
[00:14:25.640 --> 00:14:27.520]  我不知道你平時
[00:14:27.520 --> 00:14:33.480]  會不會將自己和其他人做比較呢
[00:14:33.480 --> 00:14:35.640]  會不會的
[00:14:35.640 --> 00:14:37.200]  會還是不會
[00:14:37.200 --> 00:14:39.760]  有時候我們不小心也會
[00:14:39.760 --> 00:14:41.360]  不過我們中國人有句話
[00:14:41.360 --> 00:14:42.600]  他說什麼
[00:14:42.600 --> 00:14:44.480]  人比人
[00:14:44.480 --> 00:14:45.800]  比死人
[00:14:45.800 --> 00:14:47.800]  所以我們不需要
[00:14:47.800 --> 00:14:50.240]  第二節目我們真的不需要
[00:14:50.240 --> 00:14:54.360]  拿自己和其他人去做比較
[00:14:54.360 --> 00:14:55.320]  不過手和腳
[00:14:55.320 --> 00:14:57.920]  他們可能沒有聽過這篇道
[00:14:57.920 --> 00:15:00.920]  所以他們自卑感作怪
[00:15:00.920 --> 00:15:03.080]  就在妄自菲薄
[00:15:03.080 --> 00:15:04.840]  就說了這句話
[00:15:04.840 --> 00:15:06.280]  我又不是手
[00:15:06.280 --> 00:15:07.800]  我又不是眼
[00:15:07.800 --> 00:15:10.320]  所以我們都是不屬於這個身體的
[00:15:10.320 --> 00:15:13.120]  以爲自己並沒有什麼恩賜
[00:15:13.120 --> 00:15:16.160]  沒有什麼能力值得一提
[00:15:16.160 --> 00:15:20.120]  以爲自己對身體其實是沒有任何的貢獻
[00:15:20.120 --> 00:15:24.240]  認定自己沒有那個存在的價值
[00:15:24.240 --> 00:15:26.960]  相信身體其實都不需要我
[00:15:26.960 --> 00:15:28.560]  不需要自己的
[00:15:28.560 --> 00:15:31.960]  所以我就不屬於這個身體
[00:15:31.960 --> 00:15:33.400]  有這種想法
[00:15:33.400 --> 00:15:35.080]  那會怎樣
[00:15:35.080 --> 00:15:36.880]  就是退後一點點
[00:15:36.880 --> 00:15:38.440]  退縮
[00:15:38.440 --> 00:15:41.360]  索性就把耳朵閉上
[00:15:41.360 --> 00:15:43.720]  大家現在有沒有閉上耳朵
[00:15:43.720 --> 00:15:45.720]  或者是翹起一隻腳
[00:15:45.720 --> 00:15:46.880]  就不主動
[00:15:46.880 --> 00:15:49.800]  不積極去參與身體其他的活動
[00:15:49.800 --> 00:15:50.720]  你想想
[00:15:50.720 --> 00:15:55.680]  整個身體就會出現種種的問題
[00:15:55.680 --> 00:15:58.240]  保羅接着就在第十七節
[00:15:58.240 --> 00:15:59.400]  指出
[00:15:59.400 --> 00:16:02.360]  這種我又不是他
[00:16:02.360 --> 00:16:05.400]  或者這種我並不屬於這個身體的
[00:16:05.400 --> 00:16:08.120]  這種想法其實是很危險
[00:16:08.120 --> 00:16:11.640]  也的確是很荒謬的
[00:16:11.640 --> 00:16:15.960]  因爲整個身體如果是這樣的時候
[00:16:15.960 --> 00:16:20.000]  就會只有一隻很巨型的眼睛
[00:16:20.000 --> 00:16:22.800]  這隻眼或者好像千里眼一樣
[00:16:22.800 --> 00:16:25.120]  看東西看得很清楚
[00:16:25.120 --> 00:16:26.440]  不過
[00:16:26.440 --> 00:16:28.440]  它聽到什麼聲音呢
[00:16:28.440 --> 00:16:30.320]  聽不到任何的聲音
[00:16:30.320 --> 00:16:32.440]  又或者整個身體
[00:16:32.440 --> 00:16:35.040]  就會變成好像一個巨型的
[00:16:35.040 --> 00:16:36.920]  大的收音器一樣
[00:16:36.920 --> 00:16:38.640]  一個大耳朵
[00:16:38.640 --> 00:16:41.920]  它或者聽東西好像千里耳一樣
[00:16:41.920 --> 00:16:43.200]  老遠的東西
[00:16:43.200 --> 00:16:45.480]  它或者聽得清清楚楚
[00:16:45.480 --> 00:16:47.600]  不過它能聞到味道嗎
[00:16:47.600 --> 00:16:49.320]  聞不到
[00:16:49.320 --> 00:16:51.400]  正如等於如果我們說
[00:16:51.400 --> 00:16:52.480]  唉
[00:16:52.480 --> 00:16:55.320]  我又不是帕瑟丹尼爾
[00:16:55.320 --> 00:16:57.400]  不能站在臺上說
[00:16:57.400 --> 00:16:58.160]  算了
[00:16:58.160 --> 00:16:59.840]  我不屬於這個身體
[00:16:59.840 --> 00:17:02.400]  如果沒有人做善事
[00:17:02.400 --> 00:17:04.200]  沒有人做音響
[00:17:04.200 --> 00:17:05.080]  你想想
[00:17:05.080 --> 00:17:07.840]  我們怎麼可以是實體
[00:17:07.840 --> 00:17:10.320]  或者先上敬拜呢
[00:17:10.320 --> 00:17:11.480]  我們即時就
[00:17:11.480 --> 00:17:13.480]  可能你都聽不到我現在說話
[00:17:13.480 --> 00:17:16.600]  因爲沒有麥克風
[00:17:16.600 --> 00:17:20.960]  雖然腳和耳都說自己不屬於這個身體
[00:17:20.960 --> 00:17:23.000]  不過保羅怎麼說呢
[00:17:23.000 --> 00:17:24.960]  保羅重複地說
[00:17:24.960 --> 00:17:25.760]  他說
[00:17:25.760 --> 00:17:28.280]  他們不能夠因此
[00:17:28.280 --> 00:17:30.520]  就不屬於這個身體
[00:17:30.520 --> 00:17:32.720]  換句話來說
[00:17:32.720 --> 00:17:34.720]  腳和耳
[00:17:34.720 --> 00:17:38.160]  對自己的這種的自我評價
[00:17:38.160 --> 00:17:41.160]  對自己的這種的自我否定
[00:17:41.160 --> 00:17:43.720]  原來並不能夠否定
[00:17:43.720 --> 00:17:45.720]  並不能夠抹殺
[00:17:45.720 --> 00:17:48.280]  距離是百分之百
[00:17:48.280 --> 00:17:50.120]  是屬於這個身體
[00:17:50.120 --> 00:17:52.360]  這個鐵一般的事實
[00:17:52.360 --> 00:17:54.160]  事實是
[00:17:54.160 --> 00:17:56.000]  手的確不是腳
[00:17:56.000 --> 00:17:59.760]  事實是耳的確不是眼
[00:17:59.760 --> 00:18:02.400]  就等於我的確不是帕薩尼爾
[00:18:02.400 --> 00:18:04.560]  我不是Hilbert
[00:18:04.560 --> 00:18:06.560]  不是Jesse
[00:18:06.560 --> 00:18:08.080]  不過不要緊
[00:18:08.080 --> 00:18:10.200]  我們既然每一個人
[00:18:10.200 --> 00:18:13.160]  都是屬於這個身體
[00:18:13.160 --> 00:18:14.400]  我們每一個
[00:18:14.400 --> 00:18:16.040]  就在基督身體裏面
[00:18:16.040 --> 00:18:19.880]  有必然的存在價值
[00:18:19.880 --> 00:18:22.320]  也都有那個必然
[00:18:22.320 --> 00:18:26.480]  聖靈所賦予給你很獨特的恩賜能力
[00:18:26.480 --> 00:18:27.600]  和責任
[00:18:27.600 --> 00:18:29.760]  責任已經交給你了
[00:18:29.760 --> 00:18:31.640]  所以我們每一個
[00:18:31.640 --> 00:18:34.120]  都是恩賜的管家
[00:18:34.120 --> 00:18:35.600]  問題是你選擇
[00:18:35.600 --> 00:18:37.600]  是做一個忠心的管家
[00:18:37.600 --> 00:18:39.680]  還是做一個又惡
[00:18:39.680 --> 00:18:41.840]  又懶的管家
[00:18:41.840 --> 00:18:45.000]  讓我們都在起牀的面前
[00:18:45.000 --> 00:18:46.840]  盡力盡忠
[00:18:46.840 --> 00:18:49.480]  因爲所求於管家的
[00:18:49.480 --> 00:18:53.200]  就是對他有忠心
[00:18:53.200 --> 00:18:54.040]  我們每一個人
[00:18:54.040 --> 00:18:55.520]  都是基督身體裏面
[00:18:55.520 --> 00:18:59.320]  一個不可或缺的部分
[00:18:59.320 --> 00:19:02.960]  Every body is somebody
[00:19:02.960 --> 00:19:05.760]  in the body of Christ
[00:19:05.760 --> 00:19:07.200]  神不單止
[00:19:07.200 --> 00:19:10.120]  只是重視整個的身體
[00:19:10.120 --> 00:19:13.360]  也同樣地重視身體裏面
[00:19:13.360 --> 00:19:16.800]  每一個的你和我
[00:19:16.800 --> 00:19:19.640]  讓我們不要隨便地
[00:19:19.640 --> 00:19:22.320]  把自己看得太低
[00:19:22.320 --> 00:19:24.960]  以至於我們忽略了
[00:19:24.960 --> 00:19:27.080]  和我們低估了
[00:19:27.080 --> 00:19:33.600]  自己在基督身體裏面的重要性
[00:19:33.600 --> 00:19:39.360]  我們除了不要去看低自己的同時保落
[00:19:39.360 --> 00:19:41.400]  接下來就指出
[00:19:41.400 --> 00:19:43.000]  我們也不要隨便地
[00:19:43.000 --> 00:19:45.480]  看自己看得太高
[00:19:45.480 --> 00:19:48.960]  這個是會阻礙我們成爲團隊
[00:19:48.960 --> 00:19:53.400]  另一個很大的阻力
[00:19:53.400 --> 00:19:55.000]  在指出這個阻力之前
[00:19:55.000 --> 00:19:56.480]  保羅同樣的指出
[00:19:56.480 --> 00:19:58.480]  但現在肢體雖多
[00:19:58.480 --> 00:19:59.880]  是many
[00:19:59.880 --> 00:20:02.640]  身體還是一個
[00:20:02.640 --> 00:20:04.840]  所以保羅在這裏要強調的
[00:20:04.840 --> 00:20:06.360]  是那個「一」
[00:20:06.360 --> 00:20:07.800]  不是隻有你一個的「一」
[00:20:07.800 --> 00:20:09.160]  而是身體的「一」
[00:20:09.160 --> 00:20:10.360]  那個「一體」
[00:20:10.360 --> 00:20:13.760]  那個合一的重要性
[00:20:13.760 --> 00:20:16.840]  所以保羅接着就講了
[00:20:16.840 --> 00:20:19.280]  又是兩個比喻
[00:20:19.280 --> 00:20:20.400]  他說
[00:20:20.400 --> 00:20:22.600]  眼睛不能夠對手說
[00:20:22.600 --> 00:20:25.600]  我又……不是你
[00:20:25.600 --> 00:20:27.680]  我用不着你
[00:20:27.680 --> 00:20:30.320]  頭也不能夠對腳說
[00:20:30.320 --> 00:20:34.360]  我不需要你
[00:20:34.360 --> 00:20:35.800]  請問你有沒有想過
[00:20:35.800 --> 00:20:38.440]  爲什麼保羅在這裏的選擇
[00:20:38.440 --> 00:20:44.120]  會用眼和手來做比喻呢
[00:20:44.120 --> 00:20:46.040]  如果你心水清的話
[00:20:46.040 --> 00:20:46.760]  你就會留意到
[00:20:46.760 --> 00:20:48.840]  原來手和眼
[00:20:48.840 --> 00:20:50.720]  都在上一個回合
[00:20:50.720 --> 00:20:53.240]  被認定是比其他肢體
[00:20:53.240 --> 00:20:54.920]  更加的優越
[00:20:54.920 --> 00:20:56.280]  更加的優勝
[00:20:56.280 --> 00:20:57.680]  高人一等
