
[00:00:00.000 --> 00:00:02.800]  如果喜歡打高爾夫球的弟兄姊妹
[00:04:21.700 --> 00:04:27.700]  初期教會的蒙英雲的禱告裏面
[00:04:27.700 --> 00:04:31.700]  我們又得到什麼提醒
[00:04:31.700 --> 00:04:35.200]  第一 蒙英雲的禱告
[00:04:35.200 --> 00:04:38.700]  是我們相信他是獨一的真神
[00:04:38.700 --> 00:04:41.200]  我們榮耀神
[00:04:41.200 --> 00:04:44.700]  我們再看第24節
[00:04:44.700 --> 00:04:49.700]  這裏禱告的第一句就是「主啊」
[00:04:49.700 --> 00:04:54.200]  我們唱「你真偉大」的時候
[00:04:54.200 --> 00:04:55.700]  是不是人唱我唱
[00:04:55.700 --> 00:04:58.700]  歌詞說「主啊 我神」
[00:04:58.700 --> 00:05:03.200]  「我每逢舉目觀看你手所做一切奇妙大功」
[00:05:03.200 --> 00:05:06.200]  「看見聖獸 又聽到隆隆雷聲」
[00:05:06.200 --> 00:05:09.700]  「你的大能遍滿了宇宙中」
[00:05:09.700 --> 00:05:13.200]  這個「主」是真正偉大的「主」
[00:05:13.200 --> 00:05:19.700]  是大能的「主」 是掌管萬有的「主」
[00:05:19.700 --> 00:05:22.200]  希臘原文的這個「主」字
[00:05:22.200 --> 00:05:26.200]  是後來英文字Desperate的前身
[00:05:26.200 --> 00:05:29.200]  Desperate是大有負面的意思
[00:05:29.200 --> 00:05:31.700]  是專制 是暴君
[00:05:31.700 --> 00:05:34.200]  但是在希臘文的意思
[00:05:34.200 --> 00:05:36.700]  全部都是正面的
[00:05:36.700 --> 00:05:38.700]  只是掌管萬有
[00:05:38.700 --> 00:05:42.700]  一切都是在他指掌底下的意思
[00:05:42.700 --> 00:05:46.700]  問題是 我們是不是真的認為
[00:05:46.700 --> 00:05:49.200]  他是掌管萬有
[00:05:49.200 --> 00:05:53.700]  真的一切都是在他指掌底下
[00:05:53.700 --> 00:05:57.200]  當我們有困難 有困惑的時候
[00:05:57.200 --> 00:06:01.200]  是我們依靠神的時候
[00:06:01.200 --> 00:06:04.200]  我們怎樣依靠呢
[00:06:04.200 --> 00:06:07.700]  是小小的依靠神的時候
[00:06:07.700 --> 00:06:12.700]  又或者是我們傳言依靠神的時候
[00:06:12.700 --> 00:06:16.200]  又或者是我們懷疑神不知道去了哪裡的時候
[00:06:16.200 --> 00:06:18.200]  又或者是我們枉稱
[00:06:18.200 --> 00:06:22.700]  我們的主 主啊主啊的時候
[00:06:22.700 --> 00:06:24.700]  有一位老姊妹
[00:06:24.700 --> 00:06:27.200]  她每天早上的第一件事
[00:06:27.200 --> 00:06:30.700]  就是走出她前院的陽台
[00:06:30.700 --> 00:06:34.700]  向天舉手 高聲的讚美神
[00:06:34.700 --> 00:06:38.200]  感謝讚美主 Praise the Lord
[00:06:38.200 --> 00:06:42.700]  有一天 有一個不信神的人搬到她旁邊
[00:06:42.700 --> 00:06:47.200]  這個人開始一聽到這位老姊妹感謝主
[00:06:47.200 --> 00:06:49.700]  就會覺得很厭煩
[00:06:49.700 --> 00:06:54.200]  於是 每次姊妹說完感謝讚美主之後
[00:06:54.200 --> 00:06:56.200]  她必定加一句
[00:06:56.200 --> 00:06:58.700]  There is no Lord
[00:06:58.700 --> 00:07:03.200]  這個世界根本沒有你的主
[00:07:03.200 --> 00:07:05.200]  是一個嚴冬的早上
[00:07:05.200 --> 00:07:08.700]  這位老姊妹如常的感謝讚美主
[00:07:08.700 --> 00:07:10.700]  之後她加上了一句
[00:07:10.700 --> 00:07:12.700]  她說 主啊
[00:07:12.700 --> 00:07:15.200]  多天的大雪令我去不了超級市場
[00:07:15.200 --> 00:07:18.200]  我已經沒有食物了
[00:07:18.200 --> 00:07:21.700]  求你幫助我 主啊
[00:07:21.700 --> 00:07:23.700]  第二天早上 她走出陽台
[00:07:23.700 --> 00:07:25.700]  看到有兩袋的食物
[00:07:25.700 --> 00:07:29.700]  她更加大聲的感謝讚美主
[00:07:29.700 --> 00:07:32.700]  感謝主賜給我食物
[00:07:32.700 --> 00:07:35.200]  這個不信神的鄰居就在這個時候
[00:07:35.200 --> 00:07:37.200]  在草叢當中跳了出來
[00:07:37.200 --> 00:07:40.200]  這個世界根本沒有你的主
[00:07:40.200 --> 00:07:43.200]  那些食物是我買的
[00:07:43.200 --> 00:07:48.200]  誰不知 這位老姊妹更加的興奮
[00:07:48.200 --> 00:07:52.700]  向天舉手 高聲的讚美神
[00:07:52.700 --> 00:07:55.200]  感謝讚美主 Praise the Lord
[00:07:55.200 --> 00:07:57.200]  你供應給我食物
[00:07:57.200 --> 00:08:01.200]  更加使魔鬼撒旦付錢
[00:08:02.700 --> 00:08:08.200]  有一句話這麼說 很有意思
[00:08:08.200 --> 00:08:11.700]  If he is not your Lord of all
[00:08:11.700 --> 00:08:16.200]  he is not your Lord at all
[00:08:16.200 --> 00:08:21.200]  如果我們的主不是我們一切事物的主
[00:08:21.200 --> 00:08:24.700]  我們就枉稱他是我們的主
[00:08:24.700 --> 00:08:28.200]  If he is not your Lord of all
[00:08:28.200 --> 00:08:32.700]  he is not your Lord at all
[00:08:32.700 --> 00:08:34.700]  這位牧師問他的會眾
[00:08:34.700 --> 00:08:36.700]  神聽禱告嗎?
[00:08:36.700 --> 00:08:38.700]  會眾七嘴八舌敢回答說
[00:08:38.700 --> 00:08:40.700]  聽 當然啦
[00:08:40.700 --> 00:08:42.700]  牧師接著問
[00:08:42.700 --> 00:08:46.200]  那為什麼你們不多禱告?
[00:08:46.200 --> 00:08:49.700]  背中有幾秒鐘的不自然
[00:08:49.700 --> 00:08:51.700]  然後就說 很忙啊
[00:08:51.700 --> 00:08:54.700]  沒有時間 我都不知道怎麼好
[00:08:54.700 --> 00:08:56.700]  說什麼好
[00:08:56.700 --> 00:08:58.700]  我不懂得禱告
[00:08:58.700 --> 00:09:03.700]  神哪有這麼多時間聽我那麼瑣碎的禱告
[00:09:03.700 --> 00:09:06.200]  於是我們知道
[00:09:06.200 --> 00:09:09.700]  有很多人信祈禱
[00:09:09.700 --> 00:09:14.700]  但是他們沒有祈禱
[00:09:14.700 --> 00:09:19.700]  弟兄姊妹 你呢?
[00:09:19.700 --> 00:09:24.200]  希伯來書一章1-4節這樣說
[00:09:24.200 --> 00:09:28.700]  神既在古時藉著眾先之多次多方的巧遇列祖
[00:09:28.700 --> 00:09:32.700]  就在這末世藉著他而指巧遇我們
[00:09:32.700 --> 00:09:36.200]  又早已立他為承受萬有的
[00:09:36.200 --> 00:09:39.700]  也曾藉著他創造諸世界
[00:09:39.700 --> 00:09:42.200]  他是神榮耀所發的光輝
[00:09:42.200 --> 00:09:44.700]  是神本體的真像
[00:09:44.700 --> 00:09:48.200]  常用他權能的命令托住萬有
[00:09:48.200 --> 00:09:49.700]  他洗淨了人的罪
[00:09:49.700 --> 00:09:52.700]  就坐在高天至大者的右邊
[00:09:52.700 --> 00:09:54.700]  他所承受的命
[00:09:54.700 --> 00:09:57.200]  既比天使的命更尊貴
[00:09:57.200 --> 00:10:01.200]  就遠超過天使
[00:10:01.200 --> 00:10:03.700]  我們所信的主
[00:10:03.700 --> 00:10:06.700]  是不是一位這樣的主呢?
[00:10:06.700 --> 00:10:08.200]  若果是的話
[00:10:08.200 --> 00:10:13.200]  我們遇到難題會怎樣處理呢?
[00:10:13.200 --> 00:10:16.200]  Rick Warren 牧師講了一個例子
[00:10:16.200 --> 00:10:18.700]  有一個執事走到牧師的跟前
[00:10:18.700 --> 00:10:20.700]  報告侍功的進展
[00:10:20.700 --> 00:10:24.200]  牧師說 我想我們所可以做的
[00:10:24.200 --> 00:10:28.200]  就只有禱告了
[00:10:28.200 --> 00:10:29.700]  執事回答說
[00:10:29.700 --> 00:10:33.200]  我們是不是真的到了這個地步?
[00:10:33.200 --> 00:10:38.700]  然而一切可行的方法都用盡之後
[00:10:38.700 --> 00:10:42.700]  他們仍然在一個大困局當中
[00:10:42.700 --> 00:10:45.700]  要禱告了
[00:10:45.700 --> 00:10:48.700]  是不是真的到了無計可施
[00:10:48.700 --> 00:10:52.200]  才會想起禱告呢?
[00:10:52.200 --> 00:10:54.200]  使徒行轉四章講到
[00:10:54.200 --> 00:10:59.700]  早期教會一開始就已經是受到逼迫
[00:10:59.700 --> 00:11:03.700]  當時那些作帶領的
[00:11:03.700 --> 00:11:07.700]  其實感受到很大的威脅
[00:11:07.700 --> 00:11:11.700]  在第一到三節那裡說
[00:11:11.700 --> 00:11:14.700]  使徒對百姓說話的時候
[00:11:14.700 --> 00:11:16.700]  祭司們和守殿觀
[00:11:16.700 --> 00:11:19.200]  並殺到該人忽然來了
[00:11:19.200 --> 00:11:20.700]  因他們教訓百姓
[00:11:20.700 --> 00:11:23.200]  援助耶穌傳說死人復活
[00:11:23.200 --> 00:11:24.700]  就很煩惱
[00:11:24.700 --> 00:11:26.700]  於是下手拿著他們
[00:11:26.700 --> 00:11:28.700]  因為天已經晚了
[00:11:28.700 --> 00:11:31.200]  就把他們押到第二天
[00:11:31.200 --> 00:11:33.200]  原來在這麼早的時候
[00:11:33.200 --> 00:11:37.200]  已經是有扣留48小時
[00:11:37.200 --> 00:11:41.700]  第二天當使徒他們被問到
[00:11:41.700 --> 00:11:47.200]  你們用什麼能力奉誰的名做者事呢?
[00:11:47.200 --> 00:11:49.700]  那個時候彼得被聖靈充滿
[00:11:49.700 --> 00:11:52.200]  講出了耶穌是誰
[00:11:52.200 --> 00:11:54.700]  第十到十二節
[00:11:54.700 --> 00:11:58.200]  你們眾人和以色列百姓都當知道
[00:11:58.200 --> 00:12:01.200]  站在你們面前的這人不存在
[00:12:01.200 --> 00:12:04.200]  是因你們所釘十字架
[00:12:04.200 --> 00:12:07.200]  神叫他從死裡復活的拿撒
[00:12:07.200 --> 00:12:10.200]  立人耶穌基督的名
[00:12:10.200 --> 00:12:12.700]  他是你們象人所棄的石頭
[00:12:12.700 --> 00:12:16.200]  已成了防角的頭塊石頭
[00:12:16.200 --> 00:12:18.700]  除他以外別無拯救
[00:12:18.700 --> 00:12:20.700]  因為在天下人間
[00:12:20.700 --> 00:12:22.200]  沒有刺客別的名
[00:12:22.200 --> 00:12:25.700]  我們可以靠著得救
[00:12:25.700 --> 00:12:28.700]  宗教領袖他們聽了之後
[00:12:28.700 --> 00:12:30.700]  沒有說話可以駁
[00:12:30.700 --> 00:12:34.200]  唯恐這件事愈發在民間傳揚
[00:12:34.200 --> 00:12:36.200]  於是叫他們來
[00:12:36.200 --> 00:12:39.700]  禁止他們總不可以奉耶穌的名
[00:12:39.700 --> 00:12:42.700]  繼續去講論繼續去教訓人
[00:12:42.700 --> 00:12:45.200]  官長為了百姓的緣故
[00:12:45.200 --> 00:12:47.700]  也想不出什麼法子
[00:12:47.700 --> 00:12:50.700]  什麼刑罰去罰他們
[00:12:50.700 --> 00:12:52.700]  又恐嚇了他們
[00:12:52.700 --> 00:12:55.700]  一番就將他們釋放了
[00:12:55.700 --> 00:12:57.700]  但是大家千萬不要以為
[00:12:57.700 --> 00:12:59.700]  這些恐嚇只是瑣碎
[00:12:59.700 --> 00:13:01.200]  因為在下一章
[00:13:01.200 --> 00:13:04.200]  就是第五章使徒他們就被打了
[00:13:04.200 --> 00:13:09.700]  然後在第六章屍體犯更加被石頭打死
[00:13:09.700 --> 00:13:12.700]  所以形勢可以說是嚴峻
[00:13:12.700 --> 00:13:15.200]  但是大家有沒有留意到
[00:13:15.200 --> 00:13:19.700]  他們一被釋放之後去了哪裡
[00:13:19.700 --> 00:13:23.200]  他們去了和弟兄姊妹
[00:13:23.200 --> 00:13:25.200]  開始一個祈禱會
[00:13:25.200 --> 00:13:27.200]  第23 24節
[00:13:27.200 --> 00:13:28.200]  二人既被釋放
[00:13:28.200 --> 00:13:30.700]  就到會友那裡去
[00:13:30.700 --> 00:13:33.700]  把祭司長和長老所說的話
[00:13:33.700 --> 00:13:35.700]  也告訴他們
[00:13:35.700 --> 00:13:36.700]  他們聽見了
[00:13:36.700 --> 00:13:39.700]  就同心合意的高聲向神說
[00:13:39.700 --> 00:13:42.200]  主啊你是造天地海
[00:13:42.200 --> 00:13:45.200]  我其中萬物的
[00:13:45.200 --> 00:13:47.200]  由此可見他們有事
[00:13:47.200 --> 00:13:49.200]  第一件事就是回教會
[00:13:49.200 --> 00:13:52.700]  或者去到弟兄姊妹那裡一起禱告
[00:13:52.700 --> 00:13:55.200]  因為他們相信這位神
[00:13:55.200 --> 00:13:57.700]  他們又相信弟兄姊妹
[00:13:57.700 --> 00:14:01.700]  這個是一個理想的團契的生活
[00:14:01.700 --> 00:14:03.700]  大家的生命
[00:14:03.700 --> 00:14:09.200]  彼此的禱告生命都互相依靠著
[00:14:09.200 --> 00:14:12.200]  弟兄姊妹 你呢
[00:14:12.200 --> 00:14:14.200]  你有事的時候
[00:14:14.200 --> 00:14:18.700]  會找誰 會找神嗎
[00:14:18.700 --> 00:14:21.700]  還是先找其他的弟兄姊妹
[00:14:21.700 --> 00:14:25.200]  又或者其他朋友
[00:14:25.200 --> 00:14:30.200]  甚至未信的朋友
[00:14:30.200 --> 00:14:32.200]  有五個年輕的學生
[00:14:32.200 --> 00:14:35.200]  去到倫敦那裡過他們的週末
[00:14:35.200 --> 00:14:40.700]  於是他們故意就去聽施布珍牧師說道
[00:14:40.700 --> 00:14:42.200]  當他們去到大門口
[00:14:42.200 --> 00:14:43.700]  等教堂開門的時候
[00:14:43.700 --> 00:14:46.200]  有一位男士跟他們打招呼
[00:14:46.200 --> 00:14:48.200]  帶他們遊一遊
[00:14:48.200 --> 00:14:52.200]  這個Metropolitan Tabernacle
[00:14:52.200 --> 00:14:54.200]  這位男士問他們有沒有興趣
[00:14:54.200 --> 00:14:57.700]  參觀這間教會的發電機
[00:14:57.700 --> 00:15:02.700]  當時因為正值是七月炎夏的日子
[00:15:02.700 --> 00:15:05.200]  他們其實都不是很熱衷
[00:15:05.200 --> 00:15:11.200]  但是又不好意思推卻這位導遊的一腔熱誠
[00:15:11.200 --> 00:15:14.700]  所以最後都是同意了
[00:15:14.700 --> 00:15:18.200]  拐過一個彎 走到一層樓
[00:15:18.200 --> 00:15:21.200]  輾轉的去到一個門口
[00:15:21.200 --> 00:15:24.700]  這位導遊很細聲的跟他們說
[00:15:24.700 --> 00:15:30.200]  這就是我們教會的發電機
[00:15:30.200 --> 00:15:33.700]  一推開門 五位同學都愕然了
[00:15:33.700 --> 00:15:38.700]  他們只看到裡面有700人低頭禱告
[00:15:38.700 --> 00:15:43.200]  求神大令即將在樓上舉行的主人崇拜
[00:15:43.200 --> 00:15:45.200]  輕輕關上門之後
[00:15:45.200 --> 00:15:48.200]  這位導遊介紹他自己
[00:15:48.200 --> 00:15:54.700]  他就是施保真牧師 Charles Spurgeon
[00:15:54.700 --> 00:16:02.200]  弟兄姊妹 你們教會的發電機在哪裡?
[00:16:02.200 --> 00:16:03.700]  在今天的這段經文
[00:16:03.700 --> 00:16:07.200]  初期教會的這個蒙英韻的禱告裡面
[00:16:07.200 --> 00:16:10.200]  第二個提醒是
[00:16:10.200 --> 00:16:13.700]  他們明白聖經 所以明白神
[00:16:13.700 --> 00:16:20.700]  懂得榮耀神 他們繼續禱告在第25節
[00:16:20.700 --> 00:16:26.200]  你曾藉著聖靈託你僕人我們祖宗大會的口說
[00:16:26.200 --> 00:16:31.700]  外邦為什麼爭鬧 萬民為什麼謀算虛妄的事
[00:16:31.700 --> 00:16:35.700]  世上的君王一起起來 神咋也罪責
[00:16:35.700 --> 00:16:40.200]  要敵黨主 並主的受告者
[00:16:40.200 --> 00:16:44.700]  他們知道日光之下 世上其實並無新事
[00:16:44.700 --> 00:16:48.200]  一切都在主的指掌當中
[00:16:48.200 --> 00:16:53.700]  他們對所面對的一切逼迫並不感到出奇
[00:16:53.700 --> 00:16:56.200]  在詩篇二章一到二節
[00:16:56.200 --> 00:16:58.700]  你不是一早已經講了嗎?
[00:16:58.700 --> 00:17:03.200]  外邦為什麼爭鬧 萬民為什麼謀算虛妄的事
[00:17:03.200 --> 00:17:06.700]  世上的君王一起起來 神咋也罪責
[00:17:06.700 --> 00:17:13.200]  要敵黨主 並主的受告者
[00:17:13.200 --> 00:17:16.700]  他們不單止知道這些事會發生
[00:17:16.700 --> 00:17:21.200]  他們更加知道結局是怎樣的
[00:17:21.200 --> 00:17:25.200]  所以他們並沒有大亂陣腳
[00:17:25.200 --> 00:17:27.200]  結局是怎樣的?
[00:17:27.200 --> 00:17:30.200]  二章四到六節
[00:17:30.200 --> 00:17:34.200]  那坐在天上的必發笑 主必恥笑他們
[00:17:34.200 --> 00:17:37.700]  那時他要在路中責備他們
[00:17:37.700 --> 00:17:39.700]  在烈路中驚嚇他們
[00:17:39.700 --> 00:17:45.200]  說:我已經立我的軍 在石岸 我的聖山上了
[00:17:45.200 --> 00:17:49.700]  烈國是他的基業 地極是他的田產
[00:17:49.700 --> 00:17:54.700]  明白神的話語 知道神早已預備
[00:17:54.700 --> 00:17:59.700]  使徒他們還怕什麼呢?
[00:17:59.700 --> 00:18:01.700]  我們呢?
[00:18:01.700 --> 00:18:06.200]  耶穌說 在約翰福音十六章三十三節
[00:18:06.200 --> 00:18:09.200]  我將這些事告訴你們 是要叫你們
[00:18:09.200 --> 00:18:14.200]  在我裡面有平安 在世上你們有苦難
[00:18:14.200 --> 00:18:19.200]  但你們可以放心 我已經勝了世界
[00:18:19.200 --> 00:18:24.200]  我們明白嗎? 我們真的明白嗎?
[00:18:24.200 --> 00:18:33.200]  我們是頭腦上明白 還是在心底體會?
[00:18:33.200 --> 00:18:37.200]  我們為什麼遇到苦難
[00:18:37.200 --> 00:18:41.200]  仍然會跌到一泊一路呢?
[00:18:41.200 --> 00:18:45.200]  我們的禱告有沒有因為我們明白神
[00:18:45.200 --> 00:18:52.200]  認識神 相信神 而可以榮耀神?
[00:18:52.200 --> 00:18:56.200]  我們的禱告是窒窒窒窒
[00:18:56.200 --> 00:18:59.200]  連我們自己禱告的時候
[00:18:59.200 --> 00:19:04.200]  一邊禱告 我們自己也不太相信
[00:19:04.200 --> 00:19:07.200]  在約翰福音六章四十七節
[00:19:07.200 --> 00:19:09.700]  耶穌說:我實實在在的告訴你們
[00:19:09.700 --> 00:19:13.200]  信的人有永生
[00:19:13.200 --> 00:19:16.200]  我們的生活 我們的禱告生活
[00:19:16.200 --> 00:19:24.200]  又是不是反映出 我們真的活著永遠的生命?
[00:19:24.200 --> 00:19:28.200]  多勒斯神學院在1924年成立了不久之後
[00:19:28.200 --> 00:19:31.200]  就陷入了很大的財政困難
[00:19:31.200 --> 00:19:34.200]  差不多要破產結束
[00:19:34.200 --> 00:19:38.200]  所有的債權人也都已經準備在某一天
[00:19:38.200 --> 00:19:41.200]  正午的時間入稟清盤
[00:19:41.200 --> 00:19:45.700]  當天的早上 所有的負責人聚集在主席的辦公室
[00:19:45.700 --> 00:19:47.200]  一起祈禱
[00:19:47.200 --> 00:19:50.200]  其中有一個叫做Harry Ironside
[00:19:50.200 --> 00:19:55.200]  他引用了詩篇五十篇十節說:
[00:19:55.200 --> 00:20:00.200]  因為樹林中的百獸是我的
[00:20:00.200 --> 00:20:03.200]  千山上的牲畜也是我的
[00:20:03.200 --> 00:20:05.200]  他禱告說:主啊
[00:20:05.200 --> 00:20:08.200]  你講過千山上的牲畜都是你的
[00:20:08.200 --> 00:20:14.200]  求你就賣幾隻來讓我們有些資金去周轉
[00:20:14.200 --> 00:20:17.200]  就在他禱告的同時
[00:20:17.200 --> 00:20:21.200]  有一個德薩斯州的牛仔走進了他們的辦公室
[00:20:21.200 --> 00:20:25.200]  向秘書說:我剛剛賣了兩車的牛
[00:20:25.200 --> 00:20:28.200]  我原本想做的生意又報吹了
[00:20:28.200 --> 00:20:31.200]  我又感受到聖靈的吹逼
[00:20:31.200 --> 00:20:33.200]  我走到來神學院
[00:20:33.200 --> 00:20:36.200]  不知道你們需不需要這筆錢呢?
[00:20:36.200 --> 00:20:38.200]  秘書接獲了支票
[00:20:38.200 --> 00:20:40.200]  馬上走到主席的辦公室
[00:20:40.200 --> 00:20:42.200]  主席看一看支票
[00:20:42.200 --> 00:20:45.200]  看一看那個銀碼
[00:20:45.200 --> 00:20:49.200]  正正就是欠款的數字
[00:20:49.200 --> 00:20:52.200]  主席對Ionside說:
[00:20:52.200 --> 00:20:57.200]  神真的賣了幾隻牲畜
[00:20:57.200 --> 00:21:01.200]  神的應許就早已經預備
[00:21:01.200 --> 00:21:07.200]  問題是我們懂不懂得去求
[00:21:07.200 --> 00:21:11.200]  初期教會的蒙英韻的禱告裏面
[00:21:11.200 --> 00:21:14.200]  我們得到的第三個提醒是
[00:21:14.200 --> 00:21:16.200]  蒙英韻的禱告是
[00:21:16.200 --> 00:21:20.200]  我們願意信服在神的旨意底下
[00:21:20.200 --> 00:21:22.200]  榮耀神
[00:21:22.200 --> 00:21:25.200]  27、28節
[00:21:25.200 --> 00:21:27.200]  希律和本雕比拉多
[00:21:27.200 --> 00:21:32.200]  外邦人和以色列民果然在這城裏聚集
[00:21:32.200 --> 00:21:34.200]  要攻打你所高的聖復耶穌
[00:21:34.200 --> 00:21:40.200]  成就你手和你意志所預定必有的事
[00:21:40.200 --> 00:21:43.200]  既然我們清楚知道神為我們預備的道路
[00:21:43.200 --> 00:21:48.200]  我們又知道祂給我們的總是最好的
[00:21:48.200 --> 00:21:51.200]  更加知道祂會和我們同行
[00:21:51.200 --> 00:21:53.200]  為什麼?
[00:21:53.200 --> 00:21:58.200]  我們很多時候還要祂聽我們的
[00:21:58.200 --> 00:22:03.200]  要祂跟我們走
[00:22:03.200 --> 00:22:05.200]  有兩個媽媽在聊天
[00:22:05.200 --> 00:22:10.200]  一個說 或者神會對你好好 會醫好你的兒子
[00:22:10.200 --> 00:22:12.200]  另一個媽媽就回答說
[00:22:12.200 --> 00:22:16.200]  無論神醫不醫好我的兒子
[00:22:16.200 --> 00:22:20.200]  祂對我都是一樣的好
[00:22:20.200 --> 00:22:22.200]  我們很多時候
[00:22:22.200 --> 00:22:26.200]  都想為自己的禱告編寫一個答案
[00:22:26.200 --> 00:22:32.200]  神聽我講 才叫做神聽禱告
[00:22:32.200 --> 00:22:34.200]  我們想像之中的神
[00:22:34.200 --> 00:22:37.200]  只有一個解決方法
[00:22:37.200 --> 00:22:39.200]  是什麼方法?
[00:22:39.200 --> 00:22:43.200]  是我的方法
[00:22:43.200 --> 00:22:45.200]  但是聖經告訴我們
[00:22:45.200 --> 00:22:51.200]  神有時會使起初的事情變得更壞
[00:22:51.200 --> 00:22:53.200]  然後才慢慢改變過來
[00:22:53.200 --> 00:22:56.200]  祂有時會把事情
[00:22:56.200 --> 00:22:59.200]  和我們所想像的完全相反
[00:22:59.200 --> 00:23:05.200]  問題是 我們信服神最基本的原則是
[00:23:05.200 --> 00:23:09.200]  與神同行就要放下我們的框框
[00:23:09.200 --> 00:23:13.200]  不要用任何的框框去想像神
[00:23:13.200 --> 00:23:17.200]  去框住神
