
[00:00:00.000 --> 00:00:02.200]  那麼今天的題目
[00:01:04.120 --> 00:01:05.600]  親愛的主我們多謝你
[00:01:05.600 --> 00:01:08.480]  你的華語是我們隨時的幫助
[00:01:08.480 --> 00:01:10.320]  我們的城市
[00:01:10.320 --> 00:01:12.960]  發生一些不幸的災禍的時候
[00:01:12.960 --> 00:01:15.640]  我們裡面有很多的不明白
[00:01:15.640 --> 00:01:18.040]  有很多的情緒
[00:01:18.040 --> 00:01:19.360]  很多的傷痛
[00:01:19.360 --> 00:01:21.960]  但是我們同時看到人性的光輝
[00:01:21.960 --> 00:01:23.800]  同時看到主祢的僕人
[00:01:23.800 --> 00:01:25.000]  在那些地方
[00:01:25.000 --> 00:01:27.800]  怎麼樣來作見證
[00:01:27.800 --> 00:01:29.320]  我們求主幫助我們
[00:01:29.320 --> 00:01:31.560]  從祢的角度
[00:01:31.560 --> 00:01:33.000]  去看回我們自己
[00:01:33.000 --> 00:01:34.640]  去看回我們這個時代
[00:01:34.640 --> 00:01:36.520]  以至我們知道怎麼去自處
[00:01:36.520 --> 00:01:37.720]  求主用祢的華語
[00:01:37.720 --> 00:01:39.040]  親切的力度去教導
[00:01:39.040 --> 00:01:39.760]  引導我們
[00:01:39.760 --> 00:01:41.600]  禱告奉耶穌基督命求
[00:01:41.600 --> 00:01:42.440]  阿們
[00:01:42.440 --> 00:01:46.520]  今天用的經文是創世紀
[00:01:46.520 --> 00:01:49.200]  題目是《世代轉化》
[00:01:49.200 --> 00:01:51.040]  本來去預備這個經文的時候
[00:01:51.040 --> 00:01:51.600]  就是想
[00:01:51.600 --> 00:01:54.000]  教會來到這個地方是新的一頁
[00:01:54.000 --> 00:01:55.800]  那應該有新的開始
[00:01:55.800 --> 00:01:57.480]  不過我重新再調整過
[00:01:57.480 --> 00:01:58.560]  經文沒有改
[00:01:58.560 --> 00:02:01.560]  不過內容有些調整過
[00:02:01.560 --> 00:02:03.120]  那麼
[00:02:03.120 --> 00:02:04.560]  讓我們明白一件事情
[00:02:04.560 --> 00:02:08.080]  就是在世代的變化裡面
[00:02:08.080 --> 00:02:09.720]  很多事情不是我們掌握的
[00:02:09.720 --> 00:02:11.800]  很多事情的發生
[00:02:11.800 --> 00:02:13.440]  未必盡如人意
[00:02:13.440 --> 00:02:15.360]  很多時候我們說
[00:02:15.360 --> 00:02:16.320]  不自預期
[00:02:16.320 --> 00:02:16.960]  是不是?
[00:02:16.960 --> 00:02:20.360]  其實我們要預期一些不自預期的事情
[00:02:20.360 --> 00:02:21.400]  預期
[00:02:21.400 --> 00:02:24.280]  我們不會想很壞很壞的情況
[00:02:24.280 --> 00:02:26.960]  不過我們在現實裡面看到很多
[00:02:26.960 --> 00:02:32.720]  很難以讓我們預計或者預備的事情
[00:02:32.720 --> 00:02:35.000]  甚至乎剛剛的火災
[00:02:35.000 --> 00:02:37.800]  可能對於部分的弟兄姊妹來說
[00:02:37.800 --> 00:02:39.440]  有不少傷痛的回憶
[00:02:39.440 --> 00:02:41.920]  有些場面
[00:02:41.920 --> 00:02:43.920]  有些狀況
[00:02:43.920 --> 00:02:46.000]  甚至乎我們都不想去面對
[00:02:46.000 --> 00:02:48.760]  甚至乎可能這兩天的新聞不想去看
[00:02:48.760 --> 00:02:50.680]  那就不要看了
[00:02:50.680 --> 00:02:53.440]  因為每一個人面對的情況
[00:02:53.440 --> 00:02:55.600]  我們可能忽略了
[00:02:55.600 --> 00:02:58.160]  隱藏在我們裡面的情緒狀態
[00:02:58.160 --> 00:03:03.360]  可能會觸發了很多過去還沒處理的傷痛
[00:03:03.360 --> 00:03:06.120]  而今天這一段經文
[00:03:06.120 --> 00:03:08.560]  就是《創世紀五十章》的這一段經文
[00:03:08.560 --> 00:03:10.160]  其實就是在講兩個葬禮
[00:03:10.160 --> 00:03:13.520]  兩個葬禮之間的一個對話
[00:03:13.520 --> 00:03:15.640]  那麼這裡在講什麼呢?
[00:03:15.640 --> 00:03:18.920]  我們怎麼去評價和了解一個人的過去
[00:03:18.920 --> 00:03:22.680]  我們自己的過去又怎麼去面對呢?
[00:03:22.680 --> 00:03:23.960]  那麼兩個葬禮
[00:03:23.960 --> 00:03:26.200]  其實一個就是一百四十七歲的雅各
[00:03:26.200 --> 00:03:27.960]  剛剛死了之後沒多久
[00:03:27.960 --> 00:03:29.880]  然後沒多久之後
[00:03:29.880 --> 00:03:31.560]  就是他的兒子約瑟
[00:03:31.560 --> 00:03:34.360]  就是聖經裡面的記載是兩個葬禮中間
[00:03:34.360 --> 00:03:35.920]  約瑟就是一百十歲
[00:03:35.920 --> 00:03:38.440]  不過我這裡擺出來的一張圖
[00:03:38.440 --> 00:03:42.040]  其實就是在希臘
[00:03:42.040 --> 00:03:43.840]  在一個…
[00:03:43.840 --> 00:03:46.080]  如果我沒有記錯的話
[00:03:46.080 --> 00:03:50.280]  在拔摩島的一個東正教堂的 monastery(寺廟)裡面
[00:03:50.280 --> 00:03:51.680]  來去拍攝的
[00:03:51.680 --> 00:03:53.440]  其實是不能拍的
[00:03:53.440 --> 00:03:55.960]  不過可以拍一張 postcard(明信片)而已
[00:03:55.960 --> 00:03:57.640]  那麼…
[00:03:57.640 --> 00:03:58.680]  它很有意思的
[00:03:58.680 --> 00:04:00.400]  因為東正教
[00:04:00.400 --> 00:04:03.920]  就透過很多的我們叫做聖像畫
[00:04:03.920 --> 00:04:05.840]  將歷史
[00:04:05.840 --> 00:04:07.600]  將聖經的故事
[00:04:07.600 --> 00:04:10.240]  將他們的神學畫在牆上
[00:04:10.240 --> 00:04:14.400]  以致不識字的人來到看到這些圖畫
[00:04:14.400 --> 00:04:16.120]  也有一些感受
[00:04:16.120 --> 00:04:20.600]  那麼這個畫像就畫在教堂出去的門尾上面
[00:04:20.600 --> 00:04:22.280]  那麼對於希臘人來講
[00:04:22.280 --> 00:04:24.440]  當然這些希臘文我們不懂
[00:04:24.440 --> 00:04:26.080]  但是他的意思是什麼呢?
[00:04:26.080 --> 00:04:29.880]  無端端給我們一副白骨看什麼呢?
[00:04:29.880 --> 00:04:31.160]  對希臘人來講
[00:04:31.160 --> 00:04:34.680]  他們的歷史裡面最重要、最偉大、最完美的人
[00:04:34.680 --> 00:04:36.680]  叫做亞歷山大
[00:04:36.680 --> 00:04:39.880]  而教堂就將亞歷山大畫出來了
[00:04:39.880 --> 00:04:42.160]  不是老的那個,是躺下的那個
[00:04:42.160 --> 00:04:44.520]  其實這個是寓意
[00:04:44.520 --> 00:04:48.200]  告訴那個地方的人聽
[00:04:48.200 --> 00:04:49.440]  在我們的歷史裡面
[00:04:49.440 --> 00:04:53.120]  在我們最引以為傲的、最偉大的人物
[00:04:53.120 --> 00:04:55.000]  如今都是一副白骨而已
[00:04:55.000 --> 00:04:57.480]  那麼人生的意義是什麼呢?
[00:04:57.480 --> 00:04:59.720]  所以這裡其實就是給
[00:04:59.720 --> 00:05:02.200]  離開這間教堂的人
[00:05:02.200 --> 00:05:04.520]  每一次都去提醒
[00:05:04.520 --> 00:05:06.840]  我們活著的意義是什麼
[00:05:06.840 --> 00:05:08.240]  人生的
[00:05:08.240 --> 00:05:09.880]  生命的長短
[00:05:09.880 --> 00:05:11.960]  其實不是我們可以計劃的
[00:05:11.960 --> 00:05:13.880]  不是我們可以預計的
[00:05:13.880 --> 00:05:16.680]  但是人生的態度我們可以選擇
[00:05:16.680 --> 00:05:20.480]  我們怎麼面對我們今天的生活
[00:05:20.480 --> 00:05:23.440]  怎麼去看我們的生活
[00:05:23.440 --> 00:05:25.600]  這一位創世紀裡面
[00:05:25.600 --> 00:05:28.760]  今天剛才丁文讀過的一個人物
[00:05:28.760 --> 00:05:30.440]  那位雅各
[00:05:30.440 --> 00:05:32.160]  那麼算是創世紀裡面
[00:05:32.160 --> 00:05:34.000]  如果論蝙蝠計
[00:05:34.000 --> 00:05:35.400]  可能是最重要的一個
[00:05:35.400 --> 00:05:36.880]  因為他是最長的
[00:05:36.880 --> 00:05:37.720]  不過
[00:05:37.720 --> 00:05:40.240]  留意到聖經裡面描述的人物
[00:05:40.240 --> 00:05:42.360]  就算花了很長的篇幅
[00:05:42.360 --> 00:05:43.560]  他也不是完美
[00:05:43.560 --> 00:05:45.880]  甚至乎是很多缺陷
[00:05:45.880 --> 00:05:51.320]  可以說雅各是古代的古惑祭
[00:05:51.320 --> 00:05:53.120]  如果你知道他的故事
[00:05:53.120 --> 00:05:55.480]  知道他騙騙騙騙騙等等的事情
[00:05:55.480 --> 00:05:56.760]  也很多的
[00:05:56.760 --> 00:05:59.400]  不過他怎麼評價他的人生呢?
[00:05:59.400 --> 00:06:01.280]  他跟法老說
[00:06:01.280 --> 00:06:04.280]  說我寄居在世的年日是1830年
[00:06:04.280 --> 00:06:05.280]  那時候他還沒死
[00:06:05.280 --> 00:06:08.000]  剛剛來到埃及
[00:06:08.000 --> 00:06:12.160]  跟他的兒子沒有想過的情況下重逢
[00:06:12.160 --> 00:06:13.520]  約瑟
[00:06:13.520 --> 00:06:15.640]  我一生的年日又小又苦
[00:06:15.640 --> 00:06:18.080]  不及我列祖人生的年日
[00:06:18.080 --> 00:06:19.760]  寄居在世的日子
[00:06:19.760 --> 00:06:21.880]  這裡有些奇怪
[00:06:21.880 --> 00:06:24.000]  就是1830歲
[00:06:24.000 --> 00:06:27.160]  還說自己又小又苦
[00:06:27.160 --> 00:06:31.480]  而且他當時重遇他的兒子
[00:06:31.480 --> 00:06:32.440]  有12個兒子
[00:06:32.440 --> 00:06:33.800]  百子千孫
[00:06:33.800 --> 00:06:34.960]  不是對於中國人而言
[00:06:34.960 --> 00:06:37.040]  對猶太人而言也是一個福氣
[00:06:37.040 --> 00:06:40.080]  而且他的家財其實是很多很多
[00:06:40.080 --> 00:06:42.120]  他竟然這樣去看
[00:06:42.120 --> 00:06:44.200]  他一生年日又小又苦
[00:06:44.200 --> 00:06:47.000]  所以這肯定不是一個客觀的描述
[00:06:47.000 --> 00:06:51.880]  是他主觀地認為自己是命苦的
[00:06:51.880 --> 00:06:52.960]  為什麼他這麼看呢?
[00:06:52.960 --> 00:06:55.880]  因為他跟他的列祖去比較
[00:06:55.880 --> 00:06:56.800]  當然
[00:06:56.800 --> 00:06:58.200]  人的比較很特別的
[00:06:58.200 --> 00:07:01.320]  我會選擇一些我喜歡的角度來比較
[00:07:01.320 --> 00:07:03.800]  我有時候會覺得自己比別人好
[00:07:03.800 --> 00:07:06.880]  我是選擇我好的地方跟別人比較
[00:07:06.880 --> 00:07:09.280]  我有時候會選擇我比別人差
[00:07:09.280 --> 00:07:11.240]  因為我選擇別人好的地方
[00:07:11.240 --> 00:07:12.800]  跟我自己去比較
[00:07:12.800 --> 00:07:15.240]  雅各就是一個這樣的人
[00:07:15.240 --> 00:07:19.800]  但是他的兒子約瑟年少有一點得志
[00:07:19.800 --> 00:07:21.640]  受到父母的寵愛
[00:07:21.640 --> 00:07:24.000]  但是有時候就過頭了
[00:07:24.000 --> 00:07:27.680]  所以聰明的人反被聰明誤
[00:07:27.680 --> 00:07:29.800]  結果就是因為說多了話
[00:07:29.800 --> 00:07:32.480]  以至被哥哥出賣
[00:07:32.480 --> 00:07:35.480]  但是他怎麼看他的人生呢?
[00:07:35.480 --> 00:07:37.160]  他離世的時候
[00:07:37.160 --> 00:07:38.040]  他這麼說
[00:07:38.040 --> 00:07:41.000]  他快要離世的時候跟他的兄弟說
[00:07:41.000 --> 00:07:42.160]  我就快要死了
[00:07:42.160 --> 00:07:43.640]  但是神必定眷顧你們
[00:07:43.640 --> 00:07:45.760]  領你們從這個地方上去
[00:07:45.760 --> 00:07:49.840]  到他要賜給亞伯拉罕以撒瓦國的那片土地
[00:07:49.840 --> 00:07:53.040]  這裡他所表達的是一個未來
[00:07:53.040 --> 00:07:55.600]  他不是說他過去有多苦
[00:07:55.600 --> 00:07:59.600]  他可以完全跟他父親一樣這麼說
[00:07:59.600 --> 00:08:01.080]  就是年少被出賣
[00:08:01.080 --> 00:08:06.800]  到了做奴隸的生活做得很好的時候
[00:08:06.800 --> 00:08:08.320]  升職的時候被誣告
[00:08:08.320 --> 00:08:09.680]  然後坐牢等等
[00:08:09.680 --> 00:08:12.880]  坐牢之後又被人遺忘了
[00:08:12.880 --> 00:08:15.400]  後來成為埃及的宰相
[00:08:15.400 --> 00:08:17.960]  但是他有大條道理
[00:08:17.960 --> 00:08:21.240]  眼光停留在最痛苦的片段裡面
[00:08:21.240 --> 00:08:22.440]  不過他沒有
[00:08:22.440 --> 00:08:23.840]  他看的是未來
[00:08:23.840 --> 00:08:25.160]  未來是從哪裡來的?
[00:08:25.160 --> 00:08:27.480]  未來在神的應許那裡
[00:08:27.480 --> 00:08:30.640]  所以他這裡就跟他的哥哥說
[00:08:30.640 --> 00:08:35.080]  你們必定要回到我們家鄉裡面
[00:08:35.080 --> 00:08:40.400]  這兩段對話讓我們看到什麼呢?
[00:08:40.400 --> 00:08:44.360]  是我們的人生態度可以很不同
[00:08:44.360 --> 00:08:46.440]  我們怎麼看我們的人生呢?
[00:08:46.440 --> 00:08:49.000]  我們看我們人生的態度
[00:08:49.000 --> 00:08:52.200]  可以完全從另一個角度來解釋
[00:08:52.200 --> 00:08:54.360]  我們今天的遭遇是怎麼樣的
[00:08:54.360 --> 00:08:56.080]  首先我們看
[00:08:56.080 --> 00:08:57.520]  這篇經文剛才已經讀了
[00:08:57.520 --> 00:08:59.320]  我就不在這裡再讀了
[00:08:59.320 --> 00:09:04.600]  這裡是兩個喪禮中間的一段話
[00:09:04.600 --> 00:09:07.800]  剛才我們看了
[00:09:07.800 --> 00:09:09.480]  雅各怎麼看他的人生
[00:09:09.480 --> 00:09:11.000]  若瑟怎麼看他的人生
[00:09:11.000 --> 00:09:12.000]  中間有一個段落
[00:09:12.000 --> 00:09:15.520]  就是若瑟跟他的哥哥之間的對話
[00:09:15.520 --> 00:09:17.120]  這個對話我們不看了
[00:09:17.120 --> 00:09:18.880]  我們看其實
[00:09:18.880 --> 00:09:22.200]  這個對話帶給我們看到什麼呢?
[00:09:22.200 --> 00:09:27.680]  其實若瑟的哥哥為什麼會這樣說呢?
[00:09:27.680 --> 00:09:30.360]  若瑟的哥哥們看到父親死了就說
[00:09:30.360 --> 00:09:33.280]  或者若瑟仍然對我們懷恨
[00:09:33.280 --> 00:09:38.240]  會嚴厲的報復我們從前對他所做的一切惡事
[00:09:38.240 --> 00:09:41.840]  為什麼哥哥們會看若瑟是一個有仇必報的人呢?
[00:09:41.840 --> 00:09:43.920]  他們已經相處了十幾年了
[00:09:43.920 --> 00:09:45.760]  已經相處了十七年了
[00:09:45.760 --> 00:09:47.080]  其實很特別的
[00:09:47.080 --> 00:09:49.320]  若瑟的生平跟哥哥們相處
[00:09:49.320 --> 00:09:50.800]  頭十七年
[00:09:50.800 --> 00:09:54.920]  若瑟就恃著父母對他的愛
[00:09:54.920 --> 00:10:00.440]  他就很正直的指出哥哥們的不是
[00:10:00.440 --> 00:10:03.080]  引起哥哥們的憤怒
[00:10:03.080 --> 00:10:05.720]  中間他就被賣了
[00:10:05.720 --> 00:10:08.520]  接著到他們重逢
[00:10:08.520 --> 00:10:10.960]  到若瑟離世之前
[00:10:10.960 --> 00:10:13.000]  他們也相處了十七年
[00:10:13.000 --> 00:10:14.760]  這十七年裡面
[00:10:14.760 --> 00:10:16.200]  原來這些哥哥們
[00:10:16.200 --> 00:10:20.120]  一直都沒有忘記自己過去所犯的錯
[00:10:20.120 --> 00:10:23.600]  其實有時候我們會忽略了一件事
[00:10:23.600 --> 00:10:25.600]  有些人得罪我們
[00:10:25.600 --> 00:10:28.240]  其實他的擔子比我們更重
[00:10:28.240 --> 00:10:30.760]  有些人犯罪或者犯錯的人
[00:10:30.760 --> 00:10:33.640]  他的罪疚感不被原諒的時候
[00:10:33.640 --> 00:10:35.840]  會跟隨他一輩子的
[00:10:35.840 --> 00:10:37.880]  在人面前可以逞強
[00:10:37.880 --> 00:10:39.080]  但是關了門
[00:10:39.080 --> 00:10:41.280]  回到自己的房間裡面
[00:10:41.280 --> 00:10:46.000]  我們仍然會那種悔疚、罪疚
[00:10:46.000 --> 00:10:47.600]  會跟隨著他
[00:10:47.600 --> 00:10:52.120]  其實心理學家研究了這種狀態
[00:10:52.120 --> 00:10:55.240]  表現出來的就是反社會人格的異常者
[00:10:55.240 --> 00:10:58.680]  這種反社會人格的人
[00:10:58.680 --> 00:11:00.280]  他們不知道自己的罪
[00:11:00.280 --> 00:11:01.360]  不知道自己的問題
[00:11:01.360 --> 00:11:04.080]  但是因為這個陰影存在在他們裡面
[00:11:04.080 --> 00:11:09.320]  所以做出一些對於社會上不被接受的行為
[00:11:09.320 --> 00:11:12.040]  以致不一定是填補
[00:11:12.040 --> 00:11:15.640]  而是沿著他的罪疚感來生活
[00:11:15.640 --> 00:11:18.280]  有些時候有罪疚感是好事的
[00:11:18.280 --> 00:11:21.000]  我不知道有多少個大型姐妹有開車
[00:11:21.000 --> 00:11:24.800]  開車通常都會必定經過交通意外的
[00:11:24.800 --> 00:11:26.560]  不是人撞你你撞人的
[00:11:26.560 --> 00:11:28.720]  我也試過在美國的時候撞到很大件事
[00:11:28.720 --> 00:11:31.120]  我沒有撞到對方的車
[00:11:31.120 --> 00:11:36.360]  但是我的罪疚感就帶著我開車的時候變得更加謹慎
[00:11:36.360 --> 00:11:38.600]  那個記憶仍然存在
[00:11:38.600 --> 00:11:43.560]  所以每一次去到類似的情況就會特別謹慎
[00:11:43.560 --> 00:11:48.760]  所以其實有些時候這些裡面
[00:11:48.760 --> 00:11:52.320]  那種存在在我們裡面的一個問題
[00:11:52.320 --> 00:11:53.640]  可以是一個問題
[00:11:53.640 --> 00:11:55.360]  但是可以是一個提醒
[00:11:55.360 --> 00:11:59.440]  也可以是一個給我們反思和改進的機會
[00:11:59.440 --> 00:12:00.760]  我們接受
[00:12:00.760 --> 00:12:03.480]  其實我們接受某一套的道德價值
[00:12:03.480 --> 00:12:06.000]  所以我們才會有罪疚感
[00:12:06.000 --> 00:12:07.880]  如果我們沒有那種道德標準
[00:12:07.880 --> 00:12:10.800]  我們就不會有罪疚感
[00:12:10.800 --> 00:12:14.040]  所以弱勢哥哥的反應代表了他們的罪疚感
[00:12:14.040 --> 00:12:17.120]  他們裡面的問題還沒有處理
[00:12:17.120 --> 00:12:19.000]  所以過了很多年
[00:12:19.000 --> 00:12:20.600]  還是以己度人
[00:12:20.600 --> 00:12:23.520]  還是用自己的角度來看待其他人
[00:12:23.520 --> 00:12:25.840]  我不知道電影節目有沒有認識一些人
[00:12:25.840 --> 00:12:28.400]  總是看這個世界很不順眼的
[00:12:28.400 --> 00:12:29.760]  不要埋怨他
[00:12:29.760 --> 00:12:30.560]  不要怪他
[00:12:30.560 --> 00:12:33.760]  而是他裡面有些事情還沒有去處理
[00:12:33.760 --> 00:12:35.600]  所以過了這麼多年
[00:12:35.600 --> 00:12:39.240]  他們認為弱勢因為給爸爸面子
[00:12:39.240 --> 00:12:41.480]  所以不動他們
[00:12:41.480 --> 00:12:43.120]  現在爸爸去世了
[00:12:43.120 --> 00:12:45.640]  還不出來報仇
[00:12:45.640 --> 00:12:47.760]  我們也不能怪這些哥哥
[00:12:47.760 --> 00:12:49.360]  其實這些哥哥
[00:12:49.360 --> 00:12:50.760]  他們看到什麼呢?
[00:12:50.760 --> 00:12:52.680]  因為他們的爸爸跟他們說什麼呢?
[00:12:52.680 --> 00:12:53.880]  原來呢
[00:12:53.880 --> 00:12:55.720]  這些哥哥複述一下
[00:12:55.720 --> 00:12:57.600]  有些事情可能弱勢不知道的
[00:12:57.600 --> 00:12:58.640]  但是呢
[00:12:58.640 --> 00:13:00.960]  這個雅各就這麼說
[00:13:00.960 --> 00:13:02.200]  你們對弱勢這麼說
[00:13:02.200 --> 00:13:04.120]  從前這個哥哥惡待你們
[00:13:04.120 --> 00:13:05.120]  求求你們
[00:13:05.120 --> 00:13:07.440]  求求你們饒恕他們的過犯和罪惡
[00:13:07.440 --> 00:13:11.120]  現在求你們饒恕你父親之臣的僕人的過犯
[00:13:11.120 --> 00:13:14.960]  原來是雅各教他們的
[00:13:14.960 --> 00:13:16.400]  告訴他們
[00:13:16.400 --> 00:13:21.800]  其實過去這些哥哥這樣對待你們
[00:13:21.800 --> 00:13:24.480]  希望你們饒恕他們
[00:13:24.480 --> 00:13:26.880]  原來這件事情為什麼十七年都不說呢?
[00:13:26.880 --> 00:13:29.320]  留在維園處理呢?
[00:13:29.320 --> 00:13:34.160]  而結果這些哥哥就來到弱勢的面前
[00:13:34.160 --> 00:13:37.800]  就說我現在甘願做你的奴僕了
[00:13:37.800 --> 00:13:39.760]  原來這個陰影
[00:13:39.760 --> 00:13:41.880]  陰霾一直都沒有處理
[00:13:41.880 --> 00:13:43.400]  也很一致的
[00:13:43.400 --> 00:13:45.720]  雅各一直都是這麼表現的
[00:13:45.720 --> 00:13:47.640]  所以雅各
[00:13:47.640 --> 00:13:49.880]  他處理的方法
[00:13:49.880 --> 00:13:52.200]  影響了他的兒子
[00:13:52.200 --> 00:13:53.640]  如何相處
[00:13:53.640 --> 00:13:55.720]  他如何教導他的兒子
[00:13:55.720 --> 00:13:58.080]  他的兒子就如何傳承
[00:13:58.080 --> 00:14:00.880]  一個負面的情緒
[00:14:00.880 --> 00:14:05.240]  一個沒有處理過的罪疚感在他裡面
[00:14:05.240 --> 00:14:07.680]  所以這種的罪疚感
[00:14:07.680 --> 00:14:09.760]  這種的以己度人
[00:14:09.760 --> 00:14:11.560]  這種的不信任
[00:14:11.560 --> 00:14:13.720]  原來在過去這麼多年
[00:14:13.720 --> 00:14:16.040]  一直在這個家庭裡面
[00:14:16.040 --> 00:14:18.520]  好像陰雲不散一樣
[00:14:18.520 --> 00:14:20.840]  困擾著他們
[00:14:20.840 --> 00:14:22.600]  將心比己
[00:14:22.600 --> 00:14:24.080]  他覺得對方是不會
[00:14:24.080 --> 00:14:25.840]  他不會饒恕出賣他的人
[00:14:25.840 --> 00:14:27.600]  所以他這麼說
[00:14:27.600 --> 00:14:28.680]  所以
[00:14:28.680 --> 00:14:30.840]  這個情況
[00:14:30.840 --> 00:14:32.560]  這樣發生
[00:14:32.560 --> 00:14:33.480]  原來
[00:14:33.480 --> 00:14:35.680]  是一直在這個家族的遺傳
[00:14:35.680 --> 00:14:39.200]  甚至乎在他們那一代的人裡面
[00:14:39.200 --> 00:14:41.400]  這也是他們的陰影
[00:14:41.400 --> 00:14:43.000]  這些的兄長
[00:14:43.000 --> 00:14:45.360]  這十個的哥哥
[00:14:45.360 --> 00:14:47.120]  受到雅各的影響
[00:14:47.120 --> 00:14:50.040]  想法也很接近
[00:14:50.040 --> 00:14:51.400]  只不過
[00:14:51.400 --> 00:14:53.200]  很特別的一件事
[00:14:53.200 --> 00:14:54.680]  在《創世紀》的最後一章
[00:14:54.680 --> 00:14:56.280]  最後一個段落裡面
[00:14:56.280 --> 00:14:58.960]  記載了一個不一樣的反應
[00:14:58.960 --> 00:15:00.680]  就是這個弱勢
[00:15:00.680 --> 00:15:02.680]  弱勢的故事
[00:15:02.680 --> 00:15:04.000]  我不知道大家有沒有想過
[00:15:04.000 --> 00:15:07.240]  為什麼會放在《創世紀》的最後
[00:15:07.240 --> 00:15:08.960]  《創世紀》有一半的篇幅
[00:15:08.960 --> 00:15:11.920]  超過一半的篇幅是關於這個家族的
[00:15:11.920 --> 00:15:13.760]  就是由第十一章開始
[00:15:13.760 --> 00:15:15.320]  由阿伯拉罕開始
[00:15:15.320 --> 00:15:16.760]  一直到五十章
[00:15:16.760 --> 00:15:19.200]  三分二的篇幅是關於這個家族
[00:15:19.200 --> 00:15:21.680]  而這個家族最長的片段
[00:15:21.680 --> 00:15:23.040]  就是在雅各那裡
[00:15:23.040 --> 00:15:25.120]  然後就在弱勢的故事裡面
[00:15:25.120 --> 00:15:27.280]  到底為什麼呢?
[00:15:27.280 --> 00:15:28.080]  弱勢
[00:15:28.080 --> 00:15:28.960]  其實呢
[00:15:28.960 --> 00:15:30.560]  我們看下去
[00:15:30.560 --> 00:15:32.680]  他當時是被賣
[00:15:32.680 --> 00:15:33.960]  被出賣
[00:15:33.960 --> 00:15:36.000]  被遺棄
[00:15:36.000 --> 00:15:38.200]  在他被賣的時候
[00:15:38.200 --> 00:15:39.240]  扔在井裡
[00:15:39.240 --> 00:15:41.120]  然後賣給了米甸人
[00:15:41.120 --> 00:15:43.040]  然後賣給埃及人的時候
[00:15:43.040 --> 00:15:44.960]  你猜他會想些什麼?
[00:15:44.960 --> 00:15:45.800]  你是他
[00:15:45.800 --> 00:15:48.320]  你會想些什麼?
[00:15:48.320 --> 00:15:49.920]  正常的反應就是
[00:15:49.920 --> 00:15:52.760]  為什麼這些災難會淋到我身上
[00:15:52.760 --> 00:15:54.080]  我又沒有做錯
[00:15:54.080 --> 00:15:56.000]  為什麼他們會這樣對我
[00:15:56.000 --> 00:15:56.800]  面對未來
[00:15:56.800 --> 00:15:59.880]  我完全不知道我的未來是怎麼樣
[00:15:59.880 --> 00:16:00.960]  面對未來
[00:16:00.960 --> 00:16:04.040]  只是一個不可知的未來
[00:16:04.040 --> 00:16:06.720]  你怎麼去自處呢?
[00:16:06.720 --> 00:16:08.080]  他沒有朋友
[00:16:08.080 --> 00:16:09.200]  自己一個
[00:16:09.200 --> 00:16:11.200]  首先在井洞裡面
[00:16:11.200 --> 00:16:13.560]  然後賣去外邦的地方
[00:16:13.560 --> 00:16:17.560]  在這麼淒慘的遭遇裡面
[00:16:17.560 --> 00:16:19.240]  有情緒是很自然的
[00:16:19.240 --> 00:16:21.080]  有憤怒是很自然的
[00:16:21.080 --> 00:16:24.040]  有問號是很正常的
