
[00:00:00.000 --> 00:00:02.440]  今天的題目叫做「估你唔到」
[00:02:33.000 --> 00:02:36.160]  通常工作就做到十二個小時
[00:02:36.160 --> 00:02:37.840]  就是到下午六點
[00:02:37.840 --> 00:02:40.880]  為什麼他們會請傭工呢?
[00:02:40.880 --> 00:02:42.920]  通常他們有兩段時間
[00:02:42.920 --> 00:02:44.200]  最多請傭工的
[00:02:44.200 --> 00:02:45.640]  就是甚麼時間呢?
[00:02:45.640 --> 00:02:47.800]  剛剛插秧的時候
[00:02:47.800 --> 00:02:49.800]  或者下種的時候
[00:02:49.800 --> 00:02:50.680]  要人
[00:02:50.680 --> 00:02:52.000]  然後是收割的時間
[00:02:52.000 --> 00:02:53.400]  所以
[00:02:53.400 --> 00:02:57.160]  這兩段時間最多要請傭工
[00:02:57.160 --> 00:02:59.080]  所以他們應該是收割
[00:02:59.080 --> 00:03:01.200]  於是他們就請傭工來
[00:03:01.200 --> 00:03:03.360]  六點鐘請
[00:03:03.360 --> 00:03:05.760]  接著工錢是一錢
[00:03:05.760 --> 00:03:07.520]  當時是工價
[00:03:07.520 --> 00:03:09.680]  就是哪個葡萄園
[00:03:09.680 --> 00:03:12.560]  就是納粟那些
[00:03:12.560 --> 00:03:16.320]  全部都是這樣的價錢
[00:03:16.320 --> 00:03:18.400]  民事最多也是兩錢而已
[00:03:18.400 --> 00:03:20.880]  當時一個工資
[00:03:20.880 --> 00:03:21.920]  每天的工資
[00:03:21.920 --> 00:03:25.240]  其實貧富未必是很懸殊
[00:03:25.240 --> 00:03:27.360]  除非你是很有錢的那些
[00:03:27.360 --> 00:03:29.440]  或者你一般打工仔差不多
[00:03:29.440 --> 00:03:31.920]  除非你是沒有人請的那些
[00:03:31.920 --> 00:03:34.600]  這樣又另作一句話
[00:03:34.600 --> 00:03:36.800]  二到七節就猜不到
[00:03:36.800 --> 00:03:37.920]  真的很特別
[00:03:37.920 --> 00:03:39.800]  請人就應該請夠的
[00:03:39.800 --> 00:03:41.120]  好像又請不夠
[00:03:41.120 --> 00:03:43.120]  接著我們發現
[00:03:43.120 --> 00:03:44.760]  在這個致時的裡面
[00:03:44.760 --> 00:03:46.400]  原文九點
[00:03:46.400 --> 00:03:47.960]  接著中午十二點
[00:03:47.960 --> 00:03:49.240]  新初
[00:03:49.240 --> 00:03:50.600]  有初
[00:03:50.600 --> 00:03:53.280]  中午五點六點就收工了
[00:03:53.280 --> 00:03:55.080]  五點還在請人
[00:03:55.080 --> 00:03:57.960]  這個園主真的猜不到
[00:03:57.960 --> 00:04:00.360]  接著你會發現
[00:04:00.360 --> 00:04:01.360]  最猜不到的
[00:04:01.360 --> 00:04:02.600]  就是我們隨便讀讀
[00:04:02.600 --> 00:04:04.480]  也是最爭拗的地方
[00:04:04.480 --> 00:04:06.560]  就是第八到第十節
[00:04:06.560 --> 00:04:08.120]  發放工錢的時候
[00:04:08.120 --> 00:04:09.720]  當然是早來的那些
[00:04:09.720 --> 00:04:13.640]  等他出糧就快點休息
[00:04:13.640 --> 00:04:14.680]  不是
[00:04:14.680 --> 00:04:16.560]  真的是在後的在前
[00:04:16.560 --> 00:04:20.280]  首先給有初的那班人
[00:04:20.280 --> 00:04:22.880]  最後用一個小時
[00:04:22.880 --> 00:04:24.880]  接著究竟出多少呢
[00:04:24.880 --> 00:04:25.960]  一前
[00:04:25.960 --> 00:04:27.240]  這個工價
[00:04:27.240 --> 00:04:29.000]  接著你想想
[00:04:29.000 --> 00:04:31.680]  遲來先上岸
[00:04:31.680 --> 00:04:35.560]  可能真的好戲在後頭
[00:04:35.560 --> 00:04:40.600]  肯定後面一小時都一前
[00:04:40.600 --> 00:04:42.600]  我做十二小時的那些多少
[00:04:42.600 --> 00:04:44.080]  十二
[00:04:44.080 --> 00:04:45.280]  按道理應該這樣
[00:04:45.280 --> 00:04:46.720]  猜不到
[00:04:46.720 --> 00:04:48.160]  就在新初
[00:04:48.160 --> 00:04:49.440]  致時的那些
[00:04:49.440 --> 00:04:50.720]  又是一前
[00:04:50.720 --> 00:04:52.760]  最猜不到的就是最早來的那些
[00:04:52.760 --> 00:04:54.000]  最終都是一前
[00:04:54.000 --> 00:04:56.280]  於是
[00:04:56.280 --> 00:05:01.240]  情況出了僱主和員工的爭拗
[00:05:01.240 --> 00:05:03.440]  最初來的他們在想
[00:05:03.440 --> 00:05:05.240]  按工時比例
[00:05:05.240 --> 00:05:06.840]  後面的那些
[00:05:06.840 --> 00:05:08.840]  都有一前
[00:05:08.840 --> 00:05:11.520]  我照計也應該有這麼多
[00:05:11.520 --> 00:05:13.000]  所以他覺得不公平
[00:05:13.000 --> 00:05:13.960]  很正常
[00:05:13.960 --> 00:05:15.560]  這種心理
[00:05:15.560 --> 00:05:17.080]  所以在十一到十二節
[00:05:17.080 --> 00:05:19.080]  這批工人不滿了
[00:05:19.080 --> 00:05:20.800]  即是埋怨
[00:05:20.800 --> 00:05:22.000]  有沒有搞錯
[00:05:22.000 --> 00:05:23.040]  怎麼搞
[00:05:23.040 --> 00:05:24.760]  真的猜不到
[00:05:24.760 --> 00:05:27.560]  這個真的是壞的員主
[00:05:27.560 --> 00:05:28.920]  在十三到十五節
[00:05:28.920 --> 00:05:31.360]  這個員主就解釋了
[00:05:31.360 --> 00:05:33.160]  他說朋友
[00:05:33.160 --> 00:05:34.680]  即是原文是同伴
[00:05:34.680 --> 00:05:36.120]  很客氣的一些說話
[00:05:36.120 --> 00:05:37.600]  他說
[00:05:37.600 --> 00:05:38.760]  你想想
[00:05:38.760 --> 00:05:40.760]  一開始跟你談的時候是多少
[00:05:40.760 --> 00:05:41.880]  一前
[00:05:41.880 --> 00:05:43.280]  我有沒有手約
[00:05:43.280 --> 00:05:44.160]  有
[00:05:44.160 --> 00:05:45.680]  根據即是說
[00:05:45.680 --> 00:05:47.000]  如果用今天來說
[00:05:47.000 --> 00:05:48.760]  你不用去勞工署了
[00:05:48.760 --> 00:05:53.040]  你真的告我不入
[00:05:53.040 --> 00:05:54.000]  當然
[00:05:54.000 --> 00:05:55.200]  如果我們再看下去
[00:05:55.200 --> 00:05:57.280]  他是一個無情的僱主
[00:05:57.280 --> 00:06:00.480]  還是一個有情有義的僱主
[00:06:00.480 --> 00:06:02.480]  我們看下去的時候
[00:06:02.480 --> 00:06:04.680]  一開始談了
[00:06:04.680 --> 00:06:05.360]  一前
[00:06:05.360 --> 00:06:06.160]  我是手約的
[00:06:06.160 --> 00:06:07.680]  我沒有規附你們的
[00:06:07.680 --> 00:06:09.760]  其他人如果你看到經文
[00:06:09.760 --> 00:06:12.400]  沒有說他們多少錢
[00:06:12.400 --> 00:06:13.920]  總之他們就來了
[00:06:13.920 --> 00:06:15.920]  我有沒有違背約
[00:06:15.920 --> 00:06:18.200]  我也是按著自己意願
[00:06:18.200 --> 00:06:20.040]  難道我這樣去做
[00:06:20.040 --> 00:06:21.040]  不可以嗎?
[00:06:21.040 --> 00:06:21.960]  是不是?
[00:06:21.960 --> 00:06:23.400]  於是
[00:06:23.400 --> 00:06:24.880]  這群工人會覺得
[00:06:24.880 --> 00:06:28.280]  這個員主真的不公平了
[00:06:28.280 --> 00:06:29.680]  但是員主就說
[00:06:29.680 --> 00:06:31.520]  怎樣回答他說
[00:06:31.520 --> 00:06:33.120]  我沒有什麼不公平
[00:06:33.120 --> 00:06:35.400]  問題是你們眼紅
[00:06:35.400 --> 00:06:37.640]  眼紅這個原文裡面是指邪惡
[00:06:37.640 --> 00:06:39.240]  如果你看馬太福音裡面
[00:06:39.240 --> 00:06:42.720]  當法利塞人和文士
[00:06:42.720 --> 00:06:44.360]  或者後面的法利塞人
[00:06:44.360 --> 00:06:46.080]  和不合格的薩多哥人
[00:06:46.080 --> 00:06:47.760]  因為他們神學理念不同
[00:06:47.760 --> 00:06:48.760]  他們都走在一起
[00:06:48.760 --> 00:06:49.960]  正所謂道不同
[00:06:49.960 --> 00:06:51.080]  應該不相為謀
[00:06:51.080 --> 00:06:53.080]  但是大家有共同的敵人
[00:06:53.080 --> 00:06:54.680]  就起來了
[00:06:54.680 --> 00:06:55.560]  於是
[00:06:55.560 --> 00:06:56.440]  整群人的時候
[00:06:56.440 --> 00:06:57.360]  耶穌就說
[00:06:57.360 --> 00:06:59.800]  他們問有沒有神蹟看
[00:06:59.800 --> 00:07:01.440]  耶穌就說約拿的神蹟之外
[00:07:01.440 --> 00:07:02.000]  沒有了
[00:07:02.000 --> 00:07:04.360]  因為在這個邪惡的世代
[00:07:04.360 --> 00:07:05.480]  就是用這個字
[00:07:05.480 --> 00:07:06.760]  就是說
[00:07:06.760 --> 00:07:08.560]  他覺得這群人是邪惡
[00:07:08.560 --> 00:07:09.840]  或者妒忌
[00:07:09.840 --> 00:07:11.680]  什麼原因他們是邪惡呢?
[00:07:11.680 --> 00:07:13.400]  有什麼不好呢?
[00:07:13.400 --> 00:07:15.200]  他們的心態是什麼呢?
[00:07:15.200 --> 00:07:17.200]  我們可以慢慢看下去
[00:07:18.120 --> 00:07:20.520]  其實如果你看回三到第七節
[00:07:20.520 --> 00:07:22.160]  這個原主可能你們在想
[00:07:22.160 --> 00:07:22.720]  哇
[00:07:22.720 --> 00:07:24.720]  請人真的差勁了
[00:07:24.720 --> 00:07:25.640]  經常請不夠人
[00:07:25.640 --> 00:07:28.040]  經常要走出去請人
[00:07:28.040 --> 00:07:29.000]  或者
[00:07:29.000 --> 00:07:30.280]  另一個想法就是
[00:07:30.280 --> 00:07:32.160]  一開始就在想
[00:07:32.160 --> 00:07:32.800]  哇
[00:07:32.800 --> 00:07:33.760]  先請少一點人
[00:07:33.760 --> 00:07:34.560]  省下一點錢
[00:07:34.560 --> 00:07:35.240]  是不是?
[00:07:35.240 --> 00:07:36.960]  以今時今日來說
[00:07:36.960 --> 00:07:37.240]  哇
[00:07:37.240 --> 00:07:38.120]  繼續請
[00:07:38.120 --> 00:07:38.760]  最後那些
[00:07:38.760 --> 00:07:40.520]  就可以壓榨他
[00:07:40.520 --> 00:07:41.080]  是不是?
[00:07:41.080 --> 00:07:41.920]  又可以減少一點
[00:07:41.920 --> 00:07:43.480]  你現在只花了一半天
[00:07:43.480 --> 00:07:43.800]  是不是?
[00:07:43.800 --> 00:07:44.520]  一切的裡面
[00:07:44.520 --> 00:07:45.840]  一半了
[00:07:45.840 --> 00:07:48.240]  很動聽
[00:07:48.240 --> 00:07:49.280]  但是很特別的
[00:07:49.280 --> 00:07:51.320]  如果你看那一段經文裡面
[00:07:51.320 --> 00:07:53.040]  原主走出去的時候就說
[00:07:53.040 --> 00:07:54.280]  等人用啊
[00:07:54.280 --> 00:07:54.760]  是不是?
[00:07:54.760 --> 00:07:56.160]  現在要收割了
[00:07:56.160 --> 00:07:57.160]  快點給
[00:07:57.160 --> 00:07:58.160]  不是的
[00:07:58.160 --> 00:07:59.960]  他好像一個社工
[00:07:59.960 --> 00:08:00.800]  他走出去說
[00:08:00.800 --> 00:08:02.560]  為什麼這裡閒暫
[00:08:02.560 --> 00:08:05.000]  閒暫原文可以這樣理解是失業
[00:08:05.000 --> 00:08:06.440]  為什麼你失業呢?
[00:08:06.440 --> 00:08:08.000]  你說
[00:08:08.000 --> 00:08:11.160]  你這個人真的很壞
[00:08:11.160 --> 00:08:12.120]  我在這裡已經失業了
[00:08:12.120 --> 00:08:12.680]  你還走過來
[00:08:12.680 --> 00:08:14.040]  為什麼失業呢?
[00:08:14.040 --> 00:08:15.040]  真的壞
[00:08:15.040 --> 00:08:16.040]  但是他不是
[00:08:16.040 --> 00:08:17.920]  他之後請他
[00:08:17.920 --> 00:08:19.360]  請他的裡面
[00:08:19.360 --> 00:08:20.040]  很特別的
[00:08:20.040 --> 00:08:22.200]  去到有錯的裡面
[00:08:22.200 --> 00:08:23.360]  都繼續請
[00:08:23.360 --> 00:08:25.280]  還要問的就是
[00:08:25.280 --> 00:08:26.280]  這幫失業的人
[00:08:26.280 --> 00:08:27.320]  他繼續去請
[00:08:27.320 --> 00:08:29.800]  在當中裡面
[00:08:29.800 --> 00:08:31.600]  如果他是一個壞的人
[00:08:31.600 --> 00:08:32.480]  他應該什麼?
[00:08:32.480 --> 00:08:33.920]  cut budget
[00:08:33.920 --> 00:08:34.760]  不夠人
[00:08:34.760 --> 00:08:35.240]  哎呀
[00:08:35.240 --> 00:08:36.280]  都是我壞
[00:08:36.280 --> 00:08:37.320]  現在請回那些人
[00:08:37.320 --> 00:08:38.640]  或者用盡他
[00:08:38.640 --> 00:08:39.360]  洗盡他
[00:08:39.360 --> 00:08:40.480]  最後的時候不行了
[00:08:40.480 --> 00:08:41.200]  要收割了
[00:08:41.200 --> 00:08:42.560]  一定要了
[00:08:42.560 --> 00:08:43.640]  但是他每人是什麼?
[00:08:43.640 --> 00:08:44.680]  最後
[00:08:44.680 --> 00:08:45.720]  一個工錢
[00:08:45.720 --> 00:08:47.080]  咦?
[00:08:47.080 --> 00:08:48.480]  他沒有虧待他
[00:08:48.480 --> 00:08:50.280]  其實他的想法是什麼呢?
[00:08:50.280 --> 00:08:52.320]  原來當時如果你失業的話
[00:08:52.320 --> 00:08:54.040]  其實是很大件事的
[00:08:54.040 --> 00:08:55.400]  因為大部分的人
[00:08:55.400 --> 00:08:57.400]  其實都是朝不保夕的
[00:08:57.400 --> 00:08:58.440]  在當中裡面
[00:08:58.440 --> 00:09:00.760]  如果你看回當時有些人說的話
[00:09:00.760 --> 00:09:04.040]  大概70%的人是僅僅溫飽而已
[00:09:04.040 --> 00:09:06.480]  當然有2-3%是超級富豪的
[00:09:06.480 --> 00:09:08.280]  那剩下的又怎麼樣呢?
[00:09:08.280 --> 00:09:09.320]  可能不夠吃
[00:09:09.320 --> 00:09:10.840]  甚至乎
[00:09:10.840 --> 00:09:12.680]  就是說
[00:09:12.680 --> 00:09:15.000]  經常都是欠人很多錢的
[00:09:15.000 --> 00:09:16.520]  所以呢
[00:09:16.520 --> 00:09:17.920]  記不記得主統文明是什麼呢?
[00:09:17.920 --> 00:09:19.760]  免我們的債
[00:09:19.760 --> 00:09:22.760]  耶穌經常舉例子是什麼呢?
[00:09:22.760 --> 00:09:24.120]  債主
[00:09:24.120 --> 00:09:26.440]  當時真的很中聽的
[00:09:26.440 --> 00:09:29.120]  在當時的文化裡面是欠了很多錢的
[00:09:29.120 --> 00:09:30.160]  因為你又要交稅
[00:09:30.160 --> 00:09:32.320]  羅馬政府打仗的時候又要交稅
[00:09:32.320 --> 00:09:33.720]  然後還有聖殿稅
[00:09:33.720 --> 00:09:35.960]  所以耶穌經常被人問什麼呢?
[00:09:35.960 --> 00:09:36.800]  交稅
[00:09:36.800 --> 00:09:37.720]  是不是?
[00:09:37.720 --> 00:09:39.680]  可能現在的日子差不多了
[00:09:39.680 --> 00:09:41.160]  於是我們又在想
[00:09:41.160 --> 00:09:43.040]  嘩!又是交稅的時間了
[00:09:43.040 --> 00:09:44.000]  頭痛了
[00:09:44.000 --> 00:09:45.000]  這樣
[00:09:45.000 --> 00:09:47.120]  原來當時如果你失業的話
[00:09:47.120 --> 00:09:48.360]  你是會繼續貧窮
[00:09:48.360 --> 00:09:49.760]  還要你繼續借錢
[00:09:49.760 --> 00:09:52.160]  是真的隔代貧窮
[00:09:52.160 --> 00:09:53.080]  沒有人請
[00:09:53.080 --> 00:09:53.840]  甚至乎呢
[00:09:53.840 --> 00:09:54.880]  如果你想想
[00:09:54.880 --> 00:09:56.400]  有時候都沒有人請的時候
[00:09:56.400 --> 00:09:58.720]  可能代表不單止他經濟有問題
[00:09:58.720 --> 00:10:00.520]  可能代表他為什麼沒有人請呢?
[00:10:00.520 --> 00:10:02.360]  為什麼閒暫呢?
[00:10:02.360 --> 00:10:04.640]  因為可能他本身的條件不好
[00:10:04.640 --> 00:10:07.120]  沒有人請他
[00:10:07.120 --> 00:10:10.160]  想不到的結果就是這個元主竟然
[00:10:10.520 --> 00:10:11.680]  會請這群人
[00:10:11.680 --> 00:10:14.720]  可能在今天的多勞多得
[00:10:14.720 --> 00:10:16.960]  或者弱肉強食的世界裡面
[00:10:16.960 --> 00:10:19.080]  大家猜不到他有這種
[00:10:19.080 --> 00:10:21.720]  無怪乎這個元主在第十五節說
[00:10:21.720 --> 00:10:23.720]  我是一個好人
[00:10:23.720 --> 00:10:24.720]  好人
[00:10:24.720 --> 00:10:26.600]  原文是良善
[00:10:26.600 --> 00:10:27.760]  十九章十七節
[00:10:27.760 --> 00:10:29.080]  如果你看到前面的時候
[00:10:29.080 --> 00:10:30.360]  是指上帝
[00:10:30.360 --> 00:10:31.360]  去形容上帝
[00:10:31.360 --> 00:10:34.200]  就是良善那位的上帝
[00:10:34.200 --> 00:10:36.760]  就是這個人有上主的心腸
[00:10:36.760 --> 00:10:37.840]  這個元主
[00:10:37.840 --> 00:10:40.160]  好像上帝一般
[00:10:40.400 --> 00:10:41.520]  可以這麼說
[00:10:41.520 --> 00:10:43.960]  容許我這樣去解釋
[00:10:43.960 --> 00:10:45.680]  他是一個有恩典
[00:10:45.680 --> 00:10:50.200]  並且是關顧貧窮人的一個慷慨的元主
[00:10:50.200 --> 00:10:51.360]  就是說
[00:10:51.360 --> 00:10:53.400]  他走出去不是提醒他們
[00:10:53.400 --> 00:10:54.600]  你沒有人請嗎?
[00:10:54.600 --> 00:10:55.520]  是的
[00:10:55.520 --> 00:10:56.760]  剋扣他的工資
[00:10:56.760 --> 00:10:58.840]  逼他上路
[00:10:58.840 --> 00:10:59.560]  而是
[00:10:59.560 --> 00:11:00.280]  你沒有人請嗎?
[00:11:00.280 --> 00:11:01.040]  來吧來吧
[00:11:01.040 --> 00:11:03.160]  去到有初的時候
[00:11:03.160 --> 00:11:04.480]  只剩下一個鐘而已
[00:11:04.480 --> 00:11:05.000]  都來
[00:11:05.000 --> 00:11:06.800]  都給他一個過前
[00:11:06.800 --> 00:11:07.440]  哇
[00:11:07.440 --> 00:11:08.480]  大慈善家
[00:11:10.240 --> 00:11:11.480]  恩典是什麼呢?
[00:11:11.480 --> 00:11:12.840]  慕德曾經這樣說過
[00:11:12.840 --> 00:11:13.640]  恩典是什麼呢?
[00:11:13.640 --> 00:11:14.960]  undeserved kindness
[00:11:14.960 --> 00:11:16.040]  就是我們不配的
[00:11:16.040 --> 00:11:18.240]  或者看下來的時候
[00:11:18.240 --> 00:11:19.600]  就好像我有時候看回自己
[00:11:19.600 --> 00:11:20.520]  真的不配的
[00:11:20.520 --> 00:11:22.240]  怎麼會有這樣的恩典呢?
[00:11:22.240 --> 00:11:23.360]  好像有一首歌的
[00:11:23.360 --> 00:11:24.600]  何等恩典
[00:11:24.600 --> 00:11:26.960]  你竟然在乎我
[00:11:26.960 --> 00:11:29.400]  這個是上帝的禮物
[00:11:29.400 --> 00:11:30.960]  是在當中裡面
[00:11:30.960 --> 00:11:31.640]  我們
[00:11:31.640 --> 00:11:33.320]  看得到
[00:11:33.320 --> 00:11:34.680]  我們根本不配
[00:11:34.680 --> 00:11:37.080]  給上帝給我們這個 favor(好處)
[00:11:37.080 --> 00:11:39.280]  給我這個好處
[00:11:39.680 --> 00:11:41.160]  其實第一批工人
[00:11:41.160 --> 00:11:42.040]  被人請的時候
[00:11:42.040 --> 00:11:43.560]  他們自覺是什麼呢?
[00:11:43.560 --> 00:11:45.640]  我們就是在職場裡面
[00:11:45.640 --> 00:11:46.920]  最有競爭力的那些
[00:11:46.920 --> 00:11:47.760]  對不對?
[00:11:47.760 --> 00:11:48.640]  你想想
[00:11:48.640 --> 00:11:49.640]  一見到我的時候
[00:11:49.640 --> 00:11:50.720]  這麼大隻
[00:11:50.720 --> 00:11:51.360]  人見人
[00:11:51.360 --> 00:11:52.400]  我是車見車載
[00:11:52.400 --> 00:11:53.640]  馬上來的
[00:11:53.640 --> 00:11:55.680]  我就是在職場上面的
[00:11:55.680 --> 00:11:56.480]  優勝者
[00:11:56.480 --> 00:11:57.080]  winner(贏家)
[00:11:57.080 --> 00:11:58.600]  而這班人
[00:11:58.600 --> 00:12:00.880]  在有初都沒有人請的
[00:12:00.880 --> 00:12:01.680]  代表什麼呢?
[00:12:01.680 --> 00:12:03.000]  loser(輸家)
[00:12:03.000 --> 00:12:06.360]  我自己都有很多這樣的經驗
[00:12:06.360 --> 00:12:07.640]  不是因為我是一個 winner(贏家)
[00:12:07.760 --> 00:12:10.000]  我最記得我做暑期工的時候
[00:12:10.000 --> 00:12:11.080]  當時還沒讀神學
[00:12:11.080 --> 00:12:13.000]  就跑去一家公司
[00:12:13.000 --> 00:12:15.400]  請一些 customer service(客戶服務)
[00:12:15.400 --> 00:12:17.800]  最重要是背好這些東西
[00:12:17.800 --> 00:12:19.000]  記住回應
[00:12:19.000 --> 00:12:21.000]  好像人肉錄音機那樣
[00:12:21.000 --> 00:12:23.000]  你好,我是什麼機構
[00:12:23.000 --> 00:12:24.800]  我姓什麼等等
[00:12:24.800 --> 00:12:27.200]  最後那段時間
[00:12:27.200 --> 00:12:28.040]  我不知道為什麼
[00:12:28.040 --> 00:12:29.360]  收到電話都是這樣說的
[00:12:29.360 --> 00:12:30.800]  你好,我姓李的
[00:12:30.800 --> 00:12:32.000]  習慣了
[00:12:32.000 --> 00:12:34.000]  不是在工作時間
[00:12:34.000 --> 00:12:35.560]  因為已經變成了機械人
[00:12:35.560 --> 00:12:37.600]  但是入職之前
[00:12:37.600 --> 00:12:38.400]  interview(面試)
[00:12:38.400 --> 00:12:39.400]  就要讀一些東西
[00:12:39.400 --> 00:12:40.400]  然後馬上回答
[00:12:40.400 --> 00:12:41.400]  我回答得很差
[00:12:41.400 --> 00:12:43.400]  我以為沒有機會了
[00:12:43.400 --> 00:12:44.800]  最後又進去了
[00:12:44.800 --> 00:12:45.800]  進去的時候
[00:12:45.800 --> 00:12:49.200]  和我剛剛聚在一起的時候
[00:12:49.200 --> 00:12:50.400]  要去再培訓的時候
[00:12:50.400 --> 00:12:52.400]  和我同一 group(組)的人
[00:12:52.400 --> 00:12:53.000]  一來到的時候
[00:12:53.000 --> 00:12:53.800]  見到我的時候
[00:12:53.800 --> 00:12:55.200]  他就和他旁邊的人說
[00:12:55.200 --> 00:12:57.200]  這家公司真的很等人使
[00:12:57.200 --> 00:12:58.200]  什麼人都請的
[00:12:58.200 --> 00:13:01.400]  我就終於感受到什麼叫 loser(輸家)了
[00:13:01.400 --> 00:13:05.600]  在這個競爭的環境裡面
[00:13:06.600 --> 00:13:08.000]  就有這種經驗
[00:13:08.000 --> 00:13:09.000]  所以我很清楚的
