
[00:00:00.000 --> 00:00:03.320]  各位弟兄姊妹,午安!處內平安!
[00:04:14.560 --> 00:04:20.680]  就會強調在後面這三章的經文裡
[00:04:20.680 --> 00:04:26.480]  怎樣去應用榮耀的教會觀
[00:04:26.480 --> 00:04:32.480]  特別是在四章一至十六節的教導
[00:04:32.480 --> 00:04:35.760]  寶羅一開始就勸勉我們
[00:04:35.760 --> 00:04:41.400]  行事為人就當與蒙照的恩相稱
[00:04:41.400 --> 00:04:43.160]  我們一般所理解
[00:04:43.160 --> 00:04:46.920]  其實就是講述我們弟兄姊妹信徒
[00:04:46.920 --> 00:04:50.000]  要在日常的生活當中
[00:04:50.000 --> 00:04:54.160]  要走出基督的樣式出來
[00:04:54.160 --> 00:04:56.120]  因為我們的好行為
[00:04:56.120 --> 00:05:00.880]  才能夠引領人去到主的面前
[00:05:00.880 --> 00:05:05.520]  叫我們才能夠對得起選照我們的神
[00:05:05.520 --> 00:05:06.960]  這一點我們很清楚
[00:05:06.960 --> 00:05:10.680]  我們要做很好的見證
[00:05:10.680 --> 00:05:16.520]  但是究竟寶羅在這裡所講的是什麼意思呢?
[00:05:16.520 --> 00:05:20.280]  若果是根據在二福所書的脈絡
[00:05:20.280 --> 00:05:23.720]  寶羅其實是鼓勵我們生活的實踐
[00:05:23.720 --> 00:05:27.160]  信徒既然是蒙神的呼召
[00:05:27.160 --> 00:05:31.040]  就是要成為一個信仰的群體
[00:05:31.040 --> 00:05:34.920]  我們在日常的生活上的表現
[00:05:34.920 --> 00:05:39.400]  就應該要活出合一的見證
[00:05:39.400 --> 00:05:45.840]  叫人們看見我們是一個團結和諧的群體
[00:05:45.840 --> 00:05:49.160]  所以我們就是要去竭力
[00:05:49.160 --> 00:05:53.760]  保守聖靈所賜合而為一的心
[00:05:53.760 --> 00:05:59.000]  竭力在原來的文字的意思是有熱切
[00:05:59.000 --> 00:06:06.040]  或者渴望保守聖靈所賜合而為一的心
[00:06:06.040 --> 00:06:12.560]  意味著我們是要看從這個合一的價值
[00:06:12.560 --> 00:06:17.800]  我們本身合一的基礎就很清楚也很明白
[00:06:17.800 --> 00:06:23.920]  我們根據的是一個的認順、一個的根基
[00:06:23.920 --> 00:06:26.760]  就是一個很共同的根據
[00:06:26.760 --> 00:06:32.520]  就是有一個身體、一個聖靈和一個指望
[00:06:32.520 --> 00:06:35.760]  是源自神的救恩
[00:06:35.760 --> 00:06:40.880]  祂的權能、祂的工作是無所不在
[00:06:40.880 --> 00:06:45.880]  我們同是一個基督身體的肢體
[00:06:45.880 --> 00:06:50.200]  我們就是一齊去經歷和盼望
[00:06:50.200 --> 00:06:55.000]  一主、一信、一朕、一神
[00:06:55.000 --> 00:06:57.160]  一主就是指主耶穌基督
[00:06:57.160 --> 00:07:02.800]  一朕其實就是我們具體去表現我們信仰的行動
[00:07:02.800 --> 00:07:06.040]  進入神的國度就是
[00:07:06.040 --> 00:07:10.760]  這個就是基於我們一個的信仰
[00:07:10.760 --> 00:07:14.400]  保羅就是在這裡去蓋立了
[00:07:14.400 --> 00:07:19.320]  神在教會當中的這個權能
[00:07:19.320 --> 00:07:24.000]  他之後在第七至十三節也有說到
[00:07:24.000 --> 00:07:26.880]  有關屬靈的恩賜
[00:07:26.880 --> 00:07:31.400]  這裡就是他講到屬靈的恩賜
[00:07:31.400 --> 00:07:40.800]  這個恩賜就是照基督所量的給各人的恩賜
[00:07:40.800 --> 00:07:43.400]  我們留意這個恩賜
[00:07:43.400 --> 00:07:44.920]  它是一個單數
[00:07:44.920 --> 00:07:50.400]  這個就不是指我們個別的人去擁有的恩賜
[00:07:50.400 --> 00:07:52.680]  這個恩賜是一個恩典
[00:07:52.680 --> 00:07:57.720]  是主耶穌基督賜予的一份恩典
[00:07:57.720 --> 00:08:02.880]  我們蒙恩是照基督所量給各人的恩賜
[00:08:02.880 --> 00:08:06.520]  我們其實每個人也都會有恩賜
[00:08:06.520 --> 00:08:10.920]  我們每個人領受的恩賜都不同
[00:08:10.920 --> 00:08:16.800]  這個恩賜的來源是源自耶穌基督自己
[00:08:16.800 --> 00:08:20.400]  其實在聖經裏面
[00:08:20.400 --> 00:08:25.680]  有一些地方都會有提到有恩賜的名單
[00:08:25.680 --> 00:08:28.000]  不過在這一章裏面
[00:08:28.000 --> 00:08:31.440]  其實它就沒有提到很多的恩賜
[00:08:31.440 --> 00:08:38.200]  反而就集中了教會裏面的神
[00:08:38.200 --> 00:08:42.960]  是要興起一些的領導人
[00:08:42.960 --> 00:08:46.800]  這裏就是講到教會如何去竭力
[00:08:46.800 --> 00:08:51.440]  保守聖靈所賜、合而為一的心
[00:08:51.440 --> 00:08:56.200]  就是耶穌基督賜教會領袖
[00:08:56.200 --> 00:08:59.800]  讓教會是可以合一的
[00:08:59.800 --> 00:09:06.440]  這裏就是耶穌基督所有恩賜的源頭
[00:09:06.440 --> 00:09:10.680]  我們就會看到在八至十節那裏所講
[00:09:10.680 --> 00:09:12.320]  就是講到
[00:09:12.320 --> 00:09:17.760]  「所以經上說,他升上高天的時候,老略了受敵」
[00:09:17.760 --> 00:09:22.440]  這裏就是將各樣的恩賜想吸引
[00:09:22.440 --> 00:09:28.680]  這裏所運用的恩賜就會是一個重數
[00:09:28.680 --> 00:09:32.760]  每個人都會有那個恩賜
[00:09:32.760 --> 00:09:39.200]  這裏其實保羅引用了四篇、六十八篇、十八節的經文
[00:09:39.200 --> 00:09:44.920]  我們就看一看四篇、六十八篇的經文是怎樣講的
[00:09:44.920 --> 00:09:49.280]  這裏也講到
[00:09:49.280 --> 00:09:52.720]  「你已經升上高天,老略了受敵」
[00:09:52.720 --> 00:09:56.760]  「你在人間,就是在博弈的人間」
[00:09:56.760 --> 00:10:02.160]  留意我特別用綠色讓大家看得見
[00:10:02.160 --> 00:10:05.520]  是說「受了貢獻」
[00:10:05.520 --> 00:10:09.080]  叫耶和華神可以與他們同住
[00:10:09.080 --> 00:10:11.440]  大家可能會留意一下
[00:10:11.440 --> 00:10:16.320]  保羅在《爾忽所書》這裏就講到賜下
[00:10:16.320 --> 00:10:19.440]  賜下恩賜給各人
[00:10:19.440 --> 00:10:22.840]  但是為甚麼保羅引用的六十八篇、十八節這裏
[00:10:22.840 --> 00:10:27.640]  為甚麼神受了貢獻呢
[00:10:27.640 --> 00:10:31.880]  是否好像出現了一個意思相反
[00:10:31.880 --> 00:10:34.680]  在保羅引用的時候
[00:10:34.680 --> 00:10:37.960]  可以說他對聖經很熟悉
[00:10:37.960 --> 00:10:45.240]  他亦將整篇的四篇、六十八篇融匯半通了
[00:10:45.240 --> 00:10:49.120]  所以他所用的經文
[00:10:49.120 --> 00:10:56.200]  整個的精意不只是在十八節這裏
[00:10:56.200 --> 00:10:59.800]  所以在這裏我們亦都會知道
[00:10:59.800 --> 00:11:04.000]  新約舊約都是「神所默示」
[00:11:04.000 --> 00:11:07.440]  這個連貫性就會看得見
[00:11:07.440 --> 00:11:11.320]  在詩篇六十八篇裏面就講到
[00:11:11.320 --> 00:11:14.080]  神的受高者打勝仗之後
[00:11:14.080 --> 00:11:19.760]  就將努力的財物分給自己的子民
[00:11:19.760 --> 00:11:22.320]  這裏我們都會看到一些經文
[00:11:22.320 --> 00:11:26.520]  就說作孤兒的父、作寡婦的伸冤者
[00:11:26.520 --> 00:11:30.560]  不是接受他們,而是幫助他們
[00:11:30.560 --> 00:11:35.440]  不是由下面去貢獻給上面
[00:11:35.440 --> 00:11:41.080]  接著又看到「賜予給在曠野行走的以色列人」
[00:11:41.080 --> 00:11:45.800]  神亦都主動賜下恩典給以色列人
[00:11:45.800 --> 00:11:50.280]  接著亦都有「神阿利從聖所顯為可為
[00:11:50.280 --> 00:11:55.400]  以色列的神是那將力量權能賜給他百姓的
[00:11:55.400 --> 00:11:57.520]  神是應當稱重的」
[00:11:57.520 --> 00:12:01.080]  所以整篇的詩篇的意思就是
[00:12:01.080 --> 00:12:04.640]  在上的受高者君王
[00:12:04.640 --> 00:12:12.320]  也會說神自己是將自己的豐富跟子民去分享
[00:12:12.320 --> 00:12:19.800]  所以保羅他不只是以一句金句式去引用一句聖經
[00:12:19.800 --> 00:12:27.200]  他就是將整篇六十八篇的意思很精確地去引用出來
[00:12:27.200 --> 00:12:30.800]  放在耶穌基督身上
[00:12:30.800 --> 00:12:34.080]  耶穌基督升上高天的時候
[00:12:34.080 --> 00:12:38.720]  擄掠了受敵,將各樣的恩賜上給人
[00:12:38.720 --> 00:12:44.800]  這就是詩篇六十八篇整個的意思
[00:12:44.800 --> 00:12:48.000]  或者我們停一停,想一想
[00:12:48.000 --> 00:12:50.680]  如果我們沒有停下來
[00:12:50.680 --> 00:12:56.160]  沒有讀下面的有關賜予給我們的東西的時候
[00:12:56.160 --> 00:12:58.120]  我們有沒有想過其實
[00:12:58.120 --> 00:13:01.360]  耶穌基督祂榮耀得勝
[00:13:01.360 --> 00:13:05.720]  祂會是給教會有什麼禮物呢?
[00:13:05.720 --> 00:13:07.880]  或者大家可以想像一下
[00:13:07.880 --> 00:13:13.600]  你會想耶穌基督是給什麼禮物給教會呢?
[00:13:13.600 --> 00:13:15.120]  想一想
[00:13:18.000 --> 00:13:23.400]  祂是給我們平安喜樂
[00:13:23.400 --> 00:13:26.760]  傳福音的力量
[00:13:26.760 --> 00:13:29.600]  和諧合一
[00:13:29.600 --> 00:13:32.880]  給我們有豐盛的生命
[00:13:32.880 --> 00:13:36.280]  甚至教會是可以更加順利發展
[00:13:36.280 --> 00:13:41.280]  又或者有禱告的權柄
[00:13:41.280 --> 00:13:43.720]  我們看這一段經文
[00:13:43.720 --> 00:13:46.680]  我們都有一個驚訝的地方
[00:13:46.680 --> 00:13:50.320]  這個驚訝的地方我們會看到
[00:13:50.320 --> 00:13:51.680]  祂所賜的是什麼呢?
[00:13:51.680 --> 00:13:56.720]  是有使徒、有先知、有傳福音的
[00:13:56.720 --> 00:14:00.760]  有牧師和教師
[00:14:00.760 --> 00:14:09.600]  原來神是將一些人當作禮物送給教會
[00:14:09.600 --> 00:14:12.800]  我們經歷過這個宗教改革
[00:14:12.800 --> 00:14:14.840]  我們會知道
[00:14:14.840 --> 00:14:16.560]  「信徒皆濟師」
[00:14:16.560 --> 00:14:21.680]  我們每一個弟兄姊妹都是去學習神的話語
[00:14:21.680 --> 00:14:23.080]  有這個權利
[00:14:23.080 --> 00:14:27.800]  亦都有一個權利去侍奉
[00:14:27.800 --> 00:14:31.080]  看看我們身邊的弟兄姊妹
[00:14:31.080 --> 00:14:39.720]  是神賜弟兄姊妹這一份禮物給教會的
[00:14:39.720 --> 00:14:41.360]  是的,這一份禮物
[00:14:41.360 --> 00:14:46.400]  就是說我們無論是牧者、無論是弟兄姊妹
[00:14:46.400 --> 00:14:50.920]  都是神所賜給教會的
[00:14:50.920 --> 00:14:54.240]  我們在這一段經文裡
[00:14:54.240 --> 00:14:56.640]  這一節的經文我們會看到
[00:14:56.640 --> 00:15:03.080]  都有五個名詞、五個積分
[00:15:03.080 --> 00:15:05.160]  但是實際上是有四個
[00:15:05.160 --> 00:15:06.440]  為什麼呢?
[00:15:06.440 --> 00:15:08.160]  在前面你會看到
[00:15:08.160 --> 00:15:11.760]  有「使徒」、有「先知」、有「傳福音的」
[00:15:11.760 --> 00:15:16.120]  他們三個前面都有一個貫詞
[00:15:16.120 --> 00:15:18.480]  有一個「對」在前面
[00:15:18.480 --> 00:15:22.080]  但是「牧師和教師」就只有一個貫詞
[00:15:22.080 --> 00:15:24.680]  就是「牧師和教師」
[00:15:24.680 --> 00:15:29.320]  其實他們互為關係是非常緊密的
[00:15:29.320 --> 00:15:33.760]  就是說他們是肩負教導的工作
[00:15:33.760 --> 00:15:43.360]  因此我們原來的文字其實是解釋「禮物」的
[00:15:43.360 --> 00:15:45.840]  這也是一個重數
[00:15:45.840 --> 00:15:48.440]  所以我們會想一想
[00:15:48.440 --> 00:15:52.040]  我們身邊的弟兄姊妹
[00:15:52.040 --> 00:15:55.200]  我們要很值得去讚賞的
[00:15:55.200 --> 00:15:57.200]  神賜給我們的禮物
[00:15:57.200 --> 00:16:05.240]  有沒有對身邊的弟兄姊妹有一些不同的看法?
[00:16:05.240 --> 00:16:09.080]  因為我們其實每一個都不是完美的
[00:16:09.080 --> 00:16:12.240]  因為神去呼召我們的時候
[00:16:12.240 --> 00:16:14.080]  都不是要我們完美
[00:16:14.080 --> 00:16:16.800]  祂才呼召我們,是嗎?
[00:16:16.800 --> 00:16:19.200]  祂很認識我們每一個
[00:16:19.200 --> 00:16:21.720]  雖然我們不是完美
[00:16:21.720 --> 00:16:25.960]  但是神都是使用我們每一位
[00:16:25.960 --> 00:16:28.680]  我們在教會裡面
[00:16:28.680 --> 00:16:38.520]  我們在當中怎樣去繼續見證神這一份的恩典呢?
[00:16:38.520 --> 00:16:43.560]  我們知道每一位都是神賜給我們的禮物
[00:16:43.560 --> 00:16:51.560]  所以無論我們每一位在地上是多麼的卑微
[00:16:51.560 --> 00:16:54.000]  神賜予的恩典
[00:16:54.000 --> 00:16:59.160]  就是讓我們每一個人在神的家庭當中
[00:16:59.160 --> 00:17:02.560]  都有祂的價值
[00:17:02.560 --> 00:17:06.640]  賜予恩賜給我們每一位
[00:17:06.640 --> 00:17:12.760]  這個目的其實就是要去成全聖徒
[00:17:12.760 --> 00:17:17.320]  成全聖徒的結果就會帶來什麼呢?
[00:17:17.320 --> 00:17:19.440]  就是今天的題目了
[00:17:19.440 --> 00:17:31.000]  是「各盡其職,建立基督的身體,在真道上同歸於一,成長」
[00:17:31.000 --> 00:17:35.320]  如果我們就是從這個角度來看的話
[00:17:35.320 --> 00:17:41.760]  恩賜其實就是包含著責任和承擔
[00:17:41.760 --> 00:17:46.840]  每一個肢體都是可以互相去配搭
[00:17:46.840 --> 00:17:49.960]  發揮個別的功用
[00:17:49.960 --> 00:17:55.640]  正是為了要建立這個群體
[00:17:55.640 --> 00:17:58.560]  大家要留意一個地方就是
[00:17:58.560 --> 00:18:04.840]  在真道上是同歸於一和成長的
[00:18:04.840 --> 00:18:08.480]  保羅說到合一的時候
[00:18:08.480 --> 00:18:13.840]  其實是要將神的話語的教導
[00:18:13.840 --> 00:18:19.800]  所以是有神的話語才會有教會的
[00:18:19.800 --> 00:18:23.600]  如果教會不看重神的話語的話
[00:18:23.600 --> 00:18:27.480]  這個教會就不是教會了
[00:18:27.480 --> 00:18:32.520]  神的話語是讓我們走在神的道路上
[00:18:32.520 --> 00:18:34.840]  在真理的上面
[00:18:34.840 --> 00:18:41.760]  叫教會能夠健康地發展和成長
[00:18:41.760 --> 00:18:48.400]  最終滿有基督長成的身量
[00:18:48.400 --> 00:18:54.760]  在這裡就說到一個合一的結果
[00:18:54.760 --> 00:19:00.280]  合一其實不是一個靜止的狀態
[00:19:00.280 --> 00:19:06.760]  因為這裡也會說到各盡其職,建立基督的身體
[00:19:06.760 --> 00:19:15.680]  所以這裡說到給了我們有使徒、有先知
[00:19:15.680 --> 00:19:18.640]  有傳福音、有牧師和教師
[00:19:18.640 --> 00:19:22.040]  就是去肩負起這個重任
[00:19:22.040 --> 00:19:28.000]  又去裝備信徒、各盡其職
[00:19:28.000 --> 00:19:30.920]  然後慢慢建立教會
[00:19:30.920 --> 00:19:33.200]  我們在這個時代
[00:19:33.200 --> 00:19:35.840]  我們信徒皆祭司的時候
[00:19:35.840 --> 00:19:39.360]  我們就是要去接受裝備
[00:19:39.360 --> 00:19:42.840]  我們要去學習神的話語
[00:19:42.840 --> 00:19:50.080]  這樣我們才知道神是叫我們使用教會的心意
[00:19:50.080 --> 00:19:53.680]  我們怎樣去達成
[00:19:53.680 --> 00:19:58.040]  我們會看到滿有基督長成的身量
[00:19:58.040 --> 00:20:02.560]  可以說是長大成熟的教會
[00:20:02.560 --> 00:20:09.360]  其實也會讓我們看到有它一個的結果
[00:20:09.360 --> 00:20:12.480]  是會讓人去看得見
[00:20:12.480 --> 00:20:14.920]  這個結果會是怎樣呢
[00:20:14.920 --> 00:20:20.720]  就會有從反面去看和正面去看
[00:20:20.720 --> 00:20:27.360]  這個首先我們去看一看就是在經文的第十四節
[00:20:27.360 --> 00:20:35.960]  就是說「使我們不再作小孩子、縱瞭人的詭計和欺騙的法術
[00:20:35.960 --> 00:20:44.280]  被一切異教之風搖動,飄來飄去,就隨從各樣的異端」
[00:20:44.280 --> 00:20:46.480]  在這裡我們會看到
[00:20:46.480 --> 00:20:50.960]  就是無論是個別的基督徒和教會
[00:20:50.960 --> 00:20:57.880]  就是在分辨是非的過程當中去成長
[00:20:57.880 --> 00:21:02.000]  特別如果保羅在他的書信裡面要提到
[00:21:02.000 --> 00:21:05.840]  要去提醒教會的事情就會知道
[00:21:05.840 --> 00:21:09.240]  會有一些地方是需要去改善
[00:21:09.240 --> 00:21:12.560]  或者有一些地方也都是需要去進步
[00:21:12.560 --> 00:21:15.040]  可以說就是保羅他去承認
[00:21:15.040 --> 00:21:21.200]  在世上的確是有不少或者是有不成熟的教會
[00:21:21.200 --> 00:21:26.880]  有幼嫩的教會在教義上面仍然是未清晰的
[00:21:26.880 --> 00:21:33.560]  就好像小孩子一樣軟弱和要去依賴其他人
[00:21:33.560 --> 00:21:40.600]  所以這些的環境就會危害小孩的屬靈的生命
[00:21:40.600 --> 00:21:45.760]  小孩也都是可以表達為質量的成長
[00:21:45.760 --> 00:21:50.080]  也可以說是分辨是非黑白
[00:21:50.080 --> 00:21:56.880]  在這一節的經文裡面說「隨從各樣的異端」
[00:21:56.880 --> 00:21:59.920]  異端可能我們也都會知道
[00:21:59.920 --> 00:22:03.600]  也都可能在街上或者都會有遇過
[00:22:03.600 --> 00:22:07.920]  或者以前有敲門都可能有遇過
[00:22:07.920 --> 00:22:12.920]  會跟你說他們所相信的事情
[00:22:12.920 --> 00:22:16.760]  原來這個在原來的文字裡面
[00:22:16.760 --> 00:22:22.920]  其實是沒有分開異端或者是異教的
[00:22:22.920 --> 00:22:30.360]  只是說其實各樣教導的風吹動搖擺
[00:22:30.360 --> 00:22:35.320]  這些風就是有關教義上面的正確
[00:22:35.320 --> 00:22:41.680]  那麼這間教會的教義是否正確呢?
[00:22:41.680 --> 00:22:46.000]  讓人會有搖擺
[00:22:46.000 --> 00:22:53.240]  可以說就是有人用欺詐的手段去設下這些騙局
[00:22:53.240 --> 00:22:59.800]  我相信大家這段時間一聽到騙局都很敏感
[00:22:59.800 --> 00:23:03.240]  無論在新聞或者自己的電話
[00:23:03.240 --> 00:23:08.600]  都有一些不明來歷的電話號碼都會看過
[00:23:08.600 --> 00:23:10.960]  不過未必接到,未必會接到
[00:23:10.960 --> 00:23:14.960]  很警覺性,大家會知道
[00:23:14.960 --> 00:23:17.960]  知道的時候自己也會有一個判斷
[00:23:17.960 --> 00:23:19.880]  例如怎樣判斷呢?
[00:23:19.880 --> 00:23:21.920]  好像我這樣
[00:23:21.920 --> 00:23:24.640]  沒有輸入電話號碼
[00:23:24.640 --> 00:23:27.800]  通常打給你的朋友,你輸入了他的名字
[00:23:27.800 --> 00:23:32.320]  沒有名字,然後就不聽了
[00:23:32.320 --> 00:23:34.960]  現在好像說有個加號
[00:23:34.960 --> 00:23:38.480]  有個加號讓你知道他是來自海外的電話
[00:23:38.480 --> 00:23:41.040]  加1還是怎樣,我也不太清楚
[00:23:41.040 --> 00:23:43.360]  如果你們知道可以告訴我
[00:23:43.360 --> 00:23:47.240]  有這些知識
[00:23:47.240 --> 00:23:51.400]  我們就是要去防備騙局
[00:23:51.400 --> 00:23:53.120]  如果在我們的信仰也是
[00:23:53.120 --> 00:23:57.160]  我們要有正確的對神的認識
[00:23:57.160 --> 00:23:59.160]  我們就會去防備
[00:23:59.160 --> 00:24:05.840]  以及去辨別黑白
[00:24:05.840 --> 00:24:07.960]  怎樣去辨別黑白,怎樣去防備
[00:24:07.960 --> 00:24:11.480]  就是我們要熟讀神的話語
[00:24:11.480 --> 00:24:13.680]  我們要去接受裝備
[00:24:13.680 --> 00:24:20.360]  我們要這樣才會認識神的話語更加多
[00:24:20.360 --> 00:24:26.760]  另外一方面我們從正面去看
[00:24:26.760 --> 00:24:31.400]  就是「唯用愛心說誠實話
[00:24:31.400 --> 00:24:35.840]  凡事長進,連於懸授基督」
[00:24:35.840 --> 00:24:42.040]  說誠實話,或者可以譯作是真理
[00:24:42.040 --> 00:24:47.400]  這就是榮耀教會的另一個寫照
[00:24:47.400 --> 00:24:55.600]  神是將一些有恩賜的領袖賜給教會和弟兄姊妹
[00:24:55.600 --> 00:25:02.480]  讓他們去學習神的真道,繼續成長
[00:25:02.480 --> 00:25:06.840]  今天我們都是要去學習神的話語
[00:25:06.840 --> 00:25:11.680]  除了我們牧者同工去作教導
[00:25:11.680 --> 00:25:17.760]  弟兄姊妹也是起來去學習接受裝備
[00:25:17.760 --> 00:25:23.400]  也是去成為一個教導神話語的人
[00:25:23.400 --> 00:25:28.640]  就是慢慢地在神的話語裏面去成長
[00:25:28.640 --> 00:25:35.000]  去長大成熟,成為一個合一的教會
[00:25:35.000 --> 00:25:39.080]  我們會知道神給我們的恩賜
[00:25:39.080 --> 00:25:43.200]  也是讓我們在這個群體裏面
[00:25:43.200 --> 00:25:47.680]  我們有這個多元性
[00:25:47.680 --> 00:25:51.920]  因為我們每一個人的生命都是不一樣的
[00:25:51.920 --> 00:25:56.560]  而每一個人的生命,也都是充滿了恩賜
[00:25:56.560 --> 00:26:03.960]  所以神是讓我們參與在祂的國度的即是上面
[00:26:03.960 --> 00:26:09.520]  我們被神呼召的時候,已經領受了恩賜
[00:26:09.520 --> 00:26:13.480]  保羅就是指出,就是因為神的愛
[00:26:13.480 --> 00:26:19.240]  祂是將不同的人,和我們多方面的恩賜結合
[00:26:19.240 --> 00:26:23.000]  我們就是彼此互為肢體
[00:26:23.000 --> 00:26:26.480]  是屬基督的身體
[00:26:26.480 --> 00:26:31.280]  因著神的愛,以及基督的同在
[00:26:31.280 --> 00:26:36.680]  我們每個人都是彼此的服侍
[00:26:36.680 --> 00:26:42.400]  在我們的日常生活,其實我們怎樣去實踐呢?
[00:26:42.400 --> 00:26:47.440]  我們在學習神的話語
[00:26:47.440 --> 00:26:50.720]  亦都伴隨著我們在侍奉上面
[00:26:50.720 --> 00:26:54.400]  大家弟兄姊妹因為多元,亦都會有不同
[00:26:54.400 --> 00:26:59.880]  有很多不同的背景,有不同學習的地方
[00:26:59.880 --> 00:27:06.600]  我們都會有面對彼此謙讓,彼此磨擦
[00:27:06.600 --> 00:27:12.160]  都會是很真實,教會裏面都會出現的情況
[00:27:12.160 --> 00:27:15.000]  我們確實是要明白
[00:27:15.000 --> 00:27:20.040]  基督導誠肉身,祂更加是死而復活
[00:27:20.040 --> 00:27:25.880]  以致神去成為教會恩賜的賜予者
[00:27:25.880 --> 00:27:30.240]  我們就沒有可以誇口的地方了
[00:27:30.240 --> 00:27:35.080]  因為我們都是白白得著這些恩賜
[00:27:35.080 --> 00:27:41.240]  所以我們在彼此服侍的當中
[00:27:41.240 --> 00:27:46.920]  我們是去完成神給我們的計劃
[00:27:46.920 --> 00:27:52.480]  亦都我們會知道神是必定是會成就祂的事
[00:27:52.480 --> 00:27:58.600]  所以對我們每一位弟兄姊妹在侍奉的當中
[00:27:58.600 --> 00:28:01.680]  真正去考驗我們的
[00:28:01.680 --> 00:28:06.720]  並不是服侍最後那個的成績
[00:28:06.720 --> 00:28:14.400]  而是在服侍的過程當中的馴服和成長
[00:28:14.400 --> 00:28:19.160]  所以我們很重要的就是在這個過程裏面
[00:28:19.160 --> 00:28:24.920]  因為我們是和神已經是建立了這一份的關係
[00:28:24.920 --> 00:28:31.240]  以致於我們是會去重新去調整自己的價值觀
[00:28:31.240 --> 00:28:35.800]  就是會是按經文的第二節去說
