
[00:00:00.000 --> 00:00:06.860]  上一次和大家思想聖靈的真理
[00:02:26.100 --> 00:02:28.100]  是聖靈要給我們
[00:02:28.100 --> 00:02:31.100]  但是這裡說要被聖靈充滿
[00:02:31.100 --> 00:02:33.500]  究竟是主動還是被動
[00:02:33.500 --> 00:02:34.900]  又是主動的
[00:02:34.900 --> 00:02:37.500]  因為你要被聖靈充滿
[00:02:37.500 --> 00:02:40.300]  所以這裡的意思就是你要配合
[00:02:40.300 --> 00:02:43.300]  就是說你要付出去追求
[00:02:43.300 --> 00:02:47.300]  然後配合聖靈很希望去感動你
[00:02:47.300 --> 00:02:49.100]  去充滿你
[00:02:49.100 --> 00:02:53.100]  所以這個就是聖靈很主動要做的工作
[00:02:53.100 --> 00:02:54.700]  我們好像是被動的
[00:02:54.700 --> 00:02:58.300]  因為我們不可以要求聖靈做什麼
[00:02:58.300 --> 00:03:01.500]  但是聖靈很想去充滿我們
[00:03:01.500 --> 00:03:05.500]  我們就要被聖靈充滿
[00:03:05.500 --> 00:03:06.900]  所以說到這裡
[00:03:06.900 --> 00:03:09.700]  有些人就經常覺得好像遙不可及
[00:03:09.700 --> 00:03:10.900]  被聖靈充滿
[00:03:10.900 --> 00:03:14.900]  覺得自己有沒有被聖靈充滿
[00:03:14.900 --> 00:03:19.900]  好像不是經常覺得被聖靈充滿
[00:03:19.900 --> 00:03:23.900]  又好像很神秘很懸疑
[00:03:23.900 --> 00:03:25.900]  是不是有些特別經歷
[00:03:25.900 --> 00:03:30.900]  因為過往聽到很多這些比較極端的說法
[00:03:30.900 --> 00:03:32.900]  聖靈充滿
[00:03:32.900 --> 00:03:34.900]  好像有些很奇特的經驗
[00:03:34.900 --> 00:03:36.900]  很奇特的表現
[00:03:36.900 --> 00:03:39.900]  這樣才是被聖靈充滿
[00:03:39.900 --> 00:03:43.900]  是不是鎖了門
[00:03:43.900 --> 00:03:49.900]  所以究竟聖靈充滿是什麼呢
[00:03:49.900 --> 00:03:51.900]  原來我們說
[00:03:51.900 --> 00:03:53.900]  在聖經裡面很清楚
[00:03:53.900 --> 00:03:56.900]  這是一個正常基督徒應該有的表現
[00:03:56.900 --> 00:03:57.900]  我們一起讀一讀
[00:03:57.900 --> 00:03:59.900]  《二福所書》第五章十八節
[00:03:59.900 --> 00:04:00.900]  我們應該很熟悉的
[00:04:00.900 --> 00:04:02.900]  我們一起跟聖讀出
[00:04:02.900 --> 00:04:04.900]  不要醉酒
[00:04:04.900 --> 00:04:07.900]  酒能使人放蕩
[00:04:07.900 --> 00:04:10.900]  乃要被聖靈充滿
[00:04:10.900 --> 00:04:13.900]  乃要被聖靈充滿
[00:04:13.900 --> 00:04:14.900]  這裡很明顯
[00:04:14.900 --> 00:04:15.900]  在《二福所書》第五章
[00:04:15.900 --> 00:04:20.900]  它是說教會或者信徒的生活
[00:04:20.900 --> 00:04:22.900]  它是說到很多方面的
[00:04:22.900 --> 00:04:27.900]  說到教會生活 家庭生活 工作 子女
[00:04:27.900 --> 00:04:29.900]  很多方面
[00:04:29.900 --> 00:04:33.900]  究竟這是一個基督徒很特別的東西
[00:04:33.900 --> 00:04:35.900]  還是正常的東西呢
[00:04:35.900 --> 00:04:37.900]  在寶羅第四章到第六章
[00:04:37.900 --> 00:04:39.900]  是說基督徒一些很正常的
[00:04:39.900 --> 00:04:41.900]  我們的生活的表現
[00:04:41.900 --> 00:04:43.900]  做基督徒我們應該怎樣做
[00:04:43.900 --> 00:04:46.900]  我們在教會 在家庭 在工作
[00:04:46.900 --> 00:04:48.900]  在子女之間 父母之間
[00:04:48.900 --> 00:04:51.900]  在屬靈的領域
[00:04:51.900 --> 00:04:54.900]  我們應該有的一種什麼的追求
[00:04:54.900 --> 00:04:55.900]  竟然蒙恩
[00:04:55.900 --> 00:04:59.900]  就與蒙照的恩相稱的生活
[00:04:59.900 --> 00:05:04.900]  所以這個似乎不是一種很特殊的
[00:05:04.900 --> 00:05:05.900]  不是一些超然的
[00:05:05.900 --> 00:05:07.900]  或者只有某些人
[00:05:07.900 --> 00:05:08.900]  某些 他很屬靈的
[00:05:08.900 --> 00:05:11.900]  或者牧師那些
[00:05:11.900 --> 00:05:14.900]  好像很屬靈的領袖這樣才有的
[00:05:14.900 --> 00:05:15.900]  其實不是
[00:05:15.900 --> 00:05:17.900]  就是說我們每一個基督徒
[00:05:17.900 --> 00:05:21.900]  只要你是屬神的人
[00:05:21.900 --> 00:05:24.900]  有聖靈內著 重生得救的人
[00:05:24.900 --> 00:05:28.900]  都應該追求要被聖靈充滿
[00:05:28.900 --> 00:05:29.900]  所以這個就是
[00:05:29.900 --> 00:05:32.900]  每一個基督徒應該有的
[00:05:32.900 --> 00:05:36.900]  一個追求 或者我們有的正常的表現
[00:05:36.900 --> 00:05:40.900]  雖然未必說時常都好像很興奮
[00:05:40.900 --> 00:05:41.900]  但其實不是的
[00:05:41.900 --> 00:05:45.900]  聖靈充滿不是時常都要你的情緒很興奮
[00:05:45.900 --> 00:05:46.900]  聖靈充滿是什麼呢
[00:05:46.900 --> 00:05:48.900]  其實在《爾忽所書》裡面
[00:05:48.900 --> 00:05:50.900]  這裡是第五章
[00:05:50.900 --> 00:05:52.900]  我們退前幾節
[00:05:52.900 --> 00:05:57.900]  這裡說到一種內在的生命和見證
[00:05:57.900 --> 00:05:59.900]  第五章的八至九節
[00:05:59.900 --> 00:06:01.900]  我們一起讀一讀 請讀
[00:06:01.900 --> 00:06:03.900]  從前你們是暗媒的
[00:06:03.900 --> 00:06:07.900]  但如今在主裡面是光明的
[00:06:07.900 --> 00:06:09.900]  行是為人
[00:06:09.900 --> 00:06:12.900]  就當作光明的子女
[00:06:12.900 --> 00:06:14.900]  光明所結的果子
[00:06:14.900 --> 00:06:20.900]  就是一切良善 公義 誠實
[00:06:20.900 --> 00:06:24.900]  所以這裡是指到我們生命從未信主
[00:06:24.900 --> 00:06:25.900]  從前是暗媒的
[00:06:25.900 --> 00:06:27.900]  現在是光明的
[00:06:27.900 --> 00:06:29.900]  在主裡面 即是信了耶穌
[00:06:29.900 --> 00:06:31.900]  在耶穌基督裡面是光明的
[00:06:31.900 --> 00:06:35.900]  所以行是為人就應該好像什麼
[00:06:35.900 --> 00:06:37.900]  好像光明的子女
[00:06:37.900 --> 00:06:40.900]  光明的子女應該有什麼表現
[00:06:40.900 --> 00:06:42.900]  他們說應該結出這些果子
[00:06:42.900 --> 00:06:44.900]  就是我們這些聖靈的品格
[00:06:44.900 --> 00:06:49.900]  即是良善 公義 誠實
[00:06:49.900 --> 00:06:51.900]  所以這就是
[00:06:51.900 --> 00:06:54.900]  司徒保羅在這裡重新回到
[00:06:54.900 --> 00:06:57.900]  我們得救之後應該有的生命
[00:06:57.900 --> 00:06:58.900]  行是為人
[00:06:58.900 --> 00:07:00.900]  第四章已經說了
[00:07:00.900 --> 00:07:02.900]  我們是漸漸變成主的樣式
[00:07:02.900 --> 00:07:05.900]  脫去舊人 穿上新人
[00:07:05.900 --> 00:07:07.900]  第五章這裡再說一次
[00:07:07.900 --> 00:07:10.900]  再重複其實都是一樣的
[00:07:10.900 --> 00:07:12.900]  只不過不同方面說
[00:07:12.900 --> 00:07:13.900]  我們從前是黑暗的
[00:07:13.900 --> 00:07:15.900]  現在是光明的
[00:07:15.900 --> 00:07:18.900]  光明結出來的果子應該是這樣的
[00:07:18.900 --> 00:07:23.900]  究竟這些信徒成長成為新人
[00:07:23.900 --> 00:07:25.900]  成為一個改變了的人
[00:07:25.900 --> 00:07:28.900]  靠什麼去活出來呢
[00:07:28.900 --> 00:07:30.900]  所以保羅在下面就說
[00:07:30.900 --> 00:07:34.900]  以前我們有時候放縱自己的生活
[00:07:34.900 --> 00:07:37.900]  我們醉酒 酒就使人放蕩
[00:07:37.900 --> 00:07:40.900]  放蕩就是失控制的意思
[00:07:40.900 --> 00:07:45.900]  即是你不能夠去控制自己
[00:07:45.900 --> 00:07:47.900]  行神所喜悅的事
[00:07:47.900 --> 00:07:49.900]  相反就是放蕩
[00:07:49.900 --> 00:07:51.900]  即是這種肉體的生活
[00:07:51.900 --> 00:07:54.900]  所以怎樣能夠可以活出新人呢
[00:07:54.900 --> 00:07:55.900]  行事為人
[00:07:55.900 --> 00:07:58.900]  有這種光明 良善 公義 誠實呢
[00:07:58.900 --> 00:08:00.900]  所以保羅就是提到
[00:08:00.900 --> 00:08:03.900]  「乃要被聖靈充滿」
[00:08:03.900 --> 00:08:05.900]  所以這個我們就看見
[00:08:05.900 --> 00:08:08.900]  原來我們能夠為主發光
[00:08:08.900 --> 00:08:10.900]  能夠活出聖徒的品行
[00:08:10.900 --> 00:08:14.900]  這些全部在《二忽所書》裡面說到
[00:08:14.900 --> 00:08:17.900]  這些新人的表現
[00:08:17.900 --> 00:08:19.900]  行事為人應該與我們
[00:08:19.900 --> 00:08:22.900]  蒙照的恩相稱的生活
[00:08:22.900 --> 00:08:24.900]  很重要的一個關鍵
[00:08:24.900 --> 00:08:27.900]  這裏就提到「被聖靈充滿」
[00:08:27.900 --> 00:08:30.900]  所以「被聖靈充滿」其實就是
[00:08:30.900 --> 00:08:33.900]  等於我們能夠為主發光的原料
[00:08:33.900 --> 00:08:35.900]  即是我們
[00:08:35.900 --> 00:08:39.900]  好像我們過往一直說的
[00:08:39.900 --> 00:08:41.900]  聖靈好像油一樣
[00:08:41.900 --> 00:08:43.900]  使我們的燈發亮
[00:08:43.900 --> 00:08:47.900]  所以這個就是活水的江河
[00:08:47.900 --> 00:08:49.900]  使我們能夠有能量
[00:08:49.900 --> 00:08:53.900]  可以活出來 覆杯真的可以滿日
[00:08:53.900 --> 00:08:55.900]  所以這個就是聖靈的工作
[00:08:55.900 --> 00:08:56.900]  聖靈要充滿
[00:08:56.900 --> 00:08:58.900]  使我們能夠滿日
[00:08:58.900 --> 00:09:00.900]  聖靈好像油一樣
[00:09:00.900 --> 00:09:04.900]  使我們的光能夠有原料去點亮
[00:09:04.900 --> 00:09:06.900]  所以「聖靈充滿」其實就是
[00:09:06.900 --> 00:09:10.900]  每一個信徒經常有的追求
[00:09:10.900 --> 00:09:12.900]  我們再說
[00:09:12.900 --> 00:09:15.900]  不是經常情緒高漲
[00:09:15.900 --> 00:09:17.900]  其實不是的
[00:09:17.900 --> 00:09:18.900]  當然當聖靈充滿的時候
[00:09:18.900 --> 00:09:20.900]  我們會感覺到
[00:09:20.900 --> 00:09:22.900]  我們在情緒上會有反應
[00:09:22.900 --> 00:09:24.900]  即是說我們更加愛神
[00:09:24.900 --> 00:09:27.900]  更加可以感受到
[00:09:27.900 --> 00:09:30.900]  主的光在我們的內心裏面
[00:09:30.900 --> 00:09:32.900]  這種都是正常應該有的
[00:09:32.900 --> 00:09:35.900]  當然我們每一日生活
[00:09:35.900 --> 00:09:37.900]  很多早上起床到晚上
[00:09:37.900 --> 00:09:39.900]  我們有時都很平常的生活
[00:09:39.900 --> 00:09:41.900]  要處理很多繁瑣的事情
[00:09:41.900 --> 00:09:43.900]  有時會不會面對一些
[00:09:43.900 --> 00:09:45.900]  很平淡的事情
[00:09:45.900 --> 00:09:49.900]  我們沒有可能時常情緒高漲
[00:09:49.900 --> 00:09:52.900]  如果這樣對身體是沒有益的
[00:09:52.900 --> 00:09:53.900]  而且很危險的
[00:09:53.900 --> 00:09:55.900]  經常情緒高漲
[00:09:55.900 --> 00:09:59.900]  但是神告訴我們
[00:09:59.900 --> 00:10:01.900]  我們應該要被聖靈充滿
[00:10:01.900 --> 00:10:02.900]  究竟是什麼意思呢
[00:10:02.900 --> 00:10:04.900]  今天我們來看看這幾方面
[00:10:04.900 --> 00:10:08.900]  讓我們來解開這種誤解
[00:10:08.900 --> 00:10:09.900]  或者一種迷思
[00:10:09.900 --> 00:10:12.900]  第一其實聖靈充滿是什麼
[00:10:12.900 --> 00:10:14.900]  聖靈充滿其實就是
[00:10:14.900 --> 00:10:17.900]  被真理充滿
[00:10:17.900 --> 00:10:20.900]  就是被真理的靈充滿
[00:10:20.900 --> 00:10:22.900]  這段聖經我們已經讀過很多次了
[00:10:22.900 --> 00:10:25.900]  在約翰福音十四章十六至十七節
[00:10:25.900 --> 00:10:26.900]  我們一起來讀好不好
[00:10:26.900 --> 00:10:27.900]  請讀
[00:10:27.900 --> 00:10:32.900]  我要求父父就另外次給你們一位保衛師
[00:10:32.900 --> 00:10:35.900]  叫他永遠與你們同在
[00:10:35.900 --> 00:10:38.900]  就是真理的聖靈
[00:10:38.900 --> 00:10:40.900]  乃世人不能接受的
[00:10:40.900 --> 00:10:42.900]  因為不見他
[00:10:42.900 --> 00:10:43.900]  也不認識他
[00:10:43.900 --> 00:10:46.900]  但是你們卻認識他
[00:10:46.900 --> 00:10:49.900]  因為他常與你們同在
[00:10:49.900 --> 00:10:52.900]  也要在你們裡面
[00:10:52.900 --> 00:10:54.900]  其實聖靈已經在我們裡面
[00:10:54.900 --> 00:10:56.900]  就是因著我們接受耶穌基督
[00:10:56.900 --> 00:10:58.900]  進入我們的心的時候
[00:10:58.900 --> 00:10:59.900]  耶穌的靈
[00:10:59.900 --> 00:11:01.900]  就是聖靈就住在我們裡面
[00:11:01.900 --> 00:11:02.900]  住在我們裡面
[00:11:02.900 --> 00:11:06.900]  究竟是哪一位呢
[00:11:06.900 --> 00:11:08.900]  這裡再清楚講
[00:11:08.900 --> 00:11:11.900]  這位保衛師就是真理的聖靈
[00:11:11.900 --> 00:11:13.900]  所以講了一次
[00:11:13.900 --> 00:11:14.900]  最後再講一次
[00:11:14.900 --> 00:11:17.900]  就是他要常在你們裡面
[00:11:17.900 --> 00:11:19.900]  所以換句話說
[00:11:19.900 --> 00:11:25.900]  當我們說被聖靈要充滿我們整個人的心靈
[00:11:25.900 --> 00:11:27.900]  或者整個人
[00:11:27.900 --> 00:11:30.900]  我們是要被真理充滿
[00:11:30.900 --> 00:11:32.900]  就是說真理的靈充滿我們
[00:11:32.900 --> 00:11:34.900]  所以換句話說被聖靈充滿
[00:11:34.900 --> 00:11:37.900]  其實就是The Spirit of Truth
[00:11:37.900 --> 00:11:41.900]  就是整個真理的靈充滿我們
[00:11:41.900 --> 00:11:45.900]  就是說我們再不是放蕩地去行事
[00:11:45.900 --> 00:11:48.900]  我們是被真理去約束我們
[00:11:48.900 --> 00:11:51.900]  被真理去帶領我們
[00:11:51.900 --> 00:11:54.900]  幫助我們的思想去做決定
[00:11:54.900 --> 00:11:56.900]  幫助我們的情感應該怎樣反應
[00:11:56.900 --> 00:12:00.900]  幫助我們的意志怎樣去堅定
[00:12:00.900 --> 00:12:02.900]  所以這個就是
[00:12:02.900 --> 00:12:07.900]  讓真理來引導我們的思想 引導我們的決定
[00:12:07.900 --> 00:12:09.900]  引導我們別人這樣的時候
[00:12:09.900 --> 00:12:13.900]  我們怎樣向人反應
[00:12:13.900 --> 00:12:15.900]  當我們越明白真理
[00:12:15.900 --> 00:12:18.900]  越了解神的道真的很寶貴
[00:12:18.900 --> 00:12:22.900]  神的道怎樣來幫助我們處理人生各樣
[00:12:22.900 --> 00:12:24.900]  賜給我們智慧
[00:12:24.900 --> 00:12:28.900]  這個就是真理充滿我們
[00:12:28.900 --> 00:12:29.900]  這個充滿的意思就是
[00:12:29.900 --> 00:12:31.900]  有些小充滿 有些大充滿
[00:12:31.900 --> 00:12:33.900]  就像倒水一樣
[00:12:33.900 --> 00:12:37.900]  有時小充滿 有時大充滿
[00:12:37.900 --> 00:12:40.900]  我們希望越來越擴大我們的容量
[00:12:40.900 --> 00:12:41.900]  就是說越來越
[00:12:41.900 --> 00:12:44.900]  我們可以在生命各方面
[00:12:44.900 --> 00:12:46.900]  我們很多的決定
[00:12:46.900 --> 00:12:48.900]  很多的情感 很多方面
[00:12:48.900 --> 00:12:51.900]  都能夠被真理的靈充滿我們
[00:12:51.900 --> 00:12:54.900]  用真理帶領我們
[00:12:54.900 --> 00:12:57.900]  所以在這個世界裡面
[00:12:57.900 --> 00:12:59.900]  有很多敵黨真理的東西
[00:12:59.900 --> 00:13:04.900]  很多世界各樣的價值觀 引誘
[00:13:04.900 --> 00:13:07.900]  我們怎樣面對這些呢
[00:13:07.900 --> 00:13:11.900]  我們回到聖經的真理
[00:13:11.900 --> 00:13:13.900]  聖經的真理幫助我們面對決擇
[00:13:13.900 --> 00:13:15.900]  有正確的價值觀
[00:13:15.900 --> 00:13:21.900]  還有我們應該怎樣用神的方法
[00:13:21.900 --> 00:13:23.900]  去回應這個世界
[00:13:23.900 --> 00:13:27.900]  回應我們自己肉體的引誘
[00:13:27.900 --> 00:13:29.900]  為魔鬼給我們的試探
[00:13:29.900 --> 00:13:31.900]  所以我們看到這個是
[00:13:31.900 --> 00:13:37.900]  代表著一種很渴望去明白真理
[00:13:37.900 --> 00:13:41.900]  去思想真理 去了解
[00:13:41.900 --> 00:13:45.900]  更重要就是要去信靠神的說話
[00:13:45.900 --> 00:13:47.900]  應許的真理
[00:13:47.900 --> 00:13:52.900]  然後我們願意去遵行神的話語
[00:13:52.900 --> 00:13:54.900]  當我們願意 有個心說
[00:13:54.900 --> 00:13:58.900]  我要遵行 決意 遵行 真理 神的話語的時候
[00:13:58.900 --> 00:14:01.900]  在那時候 聖靈就充滿我們
[00:14:01.900 --> 00:14:03.900]  這個真理的靈就充滿我們
[00:14:03.900 --> 00:14:06.900]  所以不是一定是情緒很high的
[00:14:06.900 --> 00:14:09.900]  可能是你的意志的決定
[00:14:09.900 --> 00:14:11.900]  是你的思想
[00:14:11.900 --> 00:14:14.900]  你自己的一種價值觀的衡量
[00:14:14.900 --> 00:14:16.900]  所以那時候可能是很平靜的
[00:14:16.900 --> 00:14:22.900]  那時候可以是一種心靈裡面的堅定
[00:14:22.900 --> 00:14:24.900]  未必一定是情緒很高漲
[00:14:24.900 --> 00:14:30.900]  因為我們全人有理性 有感性 有知性
[00:14:30.900 --> 00:14:34.900]  所以聖靈在這方面充滿我們
[00:14:34.900 --> 00:14:37.900]  不一定是一些狂歡 情感那方面
[00:14:37.900 --> 00:14:39.900]  當然會有
[00:14:39.900 --> 00:14:42.900]  但在這方面就是他用真理充滿我們
[00:14:42.900 --> 00:14:44.900]  所以這叫真理的聖靈
[00:14:44.900 --> 00:14:46.900]  那你說如果是這樣
[00:14:46.900 --> 00:14:52.900]  做基督徒是不是每一樣東西都很限制著
[00:14:52.900 --> 00:14:54.900]  每樣東西都很束縛著
[00:14:54.900 --> 00:14:56.900]  其實不是 想法就是
[00:14:56.900 --> 00:15:00.900]  神要給我們在意志上面有一個自由
[00:15:00.900 --> 00:15:02.900]  在我們的決定裡面
[00:15:02.900 --> 00:15:04.900]  我們自由選擇神的時候
[00:15:04.900 --> 00:15:06.900]  我們有一種喜樂 有一種平安
[00:15:06.900 --> 00:15:08.900]  有一種滿足
[00:15:08.900 --> 00:15:10.900]  這種就是當我們行真理
[00:15:10.900 --> 00:15:12.900]  即是說行神的道
[00:15:12.900 --> 00:15:15.900]  行出神要希望有的真理的時候
[00:15:15.900 --> 00:15:17.900]  那種滿足
[00:15:17.900 --> 00:15:19.900]  所以在聖經裡面
[00:15:19.900 --> 00:15:21.900]  約翰福音亦都這樣說
[00:15:21.900 --> 00:15:23.900]  約翰福音第八章 這是《箴言》
[00:15:23.900 --> 00:15:25.900]  我們先讀完這一節
[00:15:25.900 --> 00:15:27.900]  《箴言》第六章23節請讀
[00:15:27.900 --> 00:15:31.900]  因為誡命是燈 法則是光
[00:15:31.900 --> 00:15:35.900]  忿悔的責備是生命的道
[00:15:35.900 --> 00:15:38.900]  生命的道 我們現在想生命之道
[00:15:38.900 --> 00:15:40.900]  所以我們說
[00:15:40.900 --> 00:15:43.900]  其實聖靈幫助我們了解真理
[00:15:43.900 --> 00:15:45.900]  我們在誡命裡面找到亮光
[00:15:45.900 --> 00:15:48.900]  找到生命的道
[00:15:48.900 --> 00:15:51.900]  這就是真理的寶貴
[00:15:51.900 --> 00:15:54.900]  當你思想想通這些真理的時候
[00:15:54.900 --> 00:15:56.900]  你的心靈裡面很喜樂
[00:15:56.900 --> 00:15:58.900]  當你願意愛慕真理的時候
[00:15:58.900 --> 00:16:03.900]  你會發覺你的渴慕得到滿足
[00:16:03.900 --> 00:16:06.900]  當你願意遵行真理的時候
[00:16:06.900 --> 00:16:10.900]  你會發覺你的意志得到很大的堅定
[00:16:10.900 --> 00:16:14.900]  知道自己人生的價值和取向是對的
[00:16:14.900 --> 00:16:17.900]  所以這些都是我們生命的道
[00:16:17.900 --> 00:16:20.900]  而耶穌在裡面告訴我們
[00:16:20.900 --> 00:16:23.900]  耶穌在《箴言》第八章
[00:16:23.900 --> 00:16:25.900]  我們一起讀 好不好 請讀
[00:16:25.900 --> 00:16:28.900]  耶穌對信他的猶太人說
[00:16:28.900 --> 00:16:31.900]  你們若常常遵守我的道
[00:16:31.900 --> 00:16:34.900]  就珍視我的門徒
[00:16:34.900 --> 00:16:37.900]  你們必曉得真理
[00:16:37.900 --> 00:16:40.900]  真理必叫你們得以自由
[00:16:40.900 --> 00:16:42.900]  所以這裡很清楚
[00:16:42.900 --> 00:16:43.900]  其實真理是什麼
[00:16:43.900 --> 00:16:45.900]  就是遵行神的道
[00:16:45.900 --> 00:16:47.900]  所以當我們明白聖經的話語
[00:16:47.900 --> 00:16:49.900]  遵行祂的道的時候
[00:16:49.900 --> 00:16:53.900]  耶穌告訴這些猶太人信主的人
[00:16:53.900 --> 00:16:56.900]  其實他們都明白舊約聖經了
[00:16:56.900 --> 00:16:58.900]  但是祂說你要常常去遵守
[00:16:58.900 --> 00:17:00.900]  在舊約裡面多次
[00:17:00.900 --> 00:17:02.900]  祂的重點就是這樣
[00:17:02.900 --> 00:17:04.900]  原來這個就是明白真理
[00:17:04.900 --> 00:17:07.900]  當我們最重要的就是去明白真理
[00:17:07.900 --> 00:17:08.900]  就是遵守神的話
[00:17:08.900 --> 00:17:09.900]  很多時候真的
[00:17:09.900 --> 00:17:11.900]  當我們走的時候就明白了
[00:17:11.900 --> 00:17:12.900]  走出來的時候就明白了
[00:17:12.900 --> 00:17:14.900]  在頭腦想的時候明白一半而已
[00:17:14.900 --> 00:17:17.900]  走出去的時候明白更多了
[00:17:17.900 --> 00:17:21.900]  剛才我們說究竟這是否使我們受捆綁
[00:17:21.900 --> 00:17:22.900]  其實不是
[00:17:22.900 --> 00:17:24.900]  相反 聖經裡面很清楚
[00:17:24.900 --> 00:17:29.900]  祂說真理就必叫你們得以自由
[00:17:29.900 --> 00:17:33.900]  不知道大家有沒有讀我們每日靈糧
[00:17:33.900 --> 00:17:34.900]  有沒有
[00:17:34.900 --> 00:17:35.900]  每日發給大家
[00:17:35.900 --> 00:17:37.900]  我們的姊妹很用心
[00:17:37.900 --> 00:17:38.900]  每日發給大家
[00:17:38.900 --> 00:17:41.900]  星期五有一個故事
[00:17:41.900 --> 00:17:43.900]  每日靈糧很多時候都有些遇到
[00:17:43.900 --> 00:17:46.900]  或者一些生活見證
[00:17:46.900 --> 00:17:48.900]  如果大家記得
[00:17:48.900 --> 00:17:53.900]  他就說有一個神恩仔
[00:17:53.900 --> 00:17:54.900]  他們的家
[00:17:54.900 --> 00:17:57.900]  他發覺他不敢離開家很遠
[00:17:57.900 --> 00:18:00.900]  雖然他們有一個很大的平原
[00:18:00.900 --> 00:18:02.900]  屬於他們的家
[00:18:02.900 --> 00:18:05.900]  但是神恩仔他不敢離遠
[00:18:05.900 --> 00:18:06.900]  為什麼
[00:18:06.900 --> 00:18:09.900]  因為他對於前面很多事情不肯定
[00:18:09.900 --> 00:18:11.900]  很陌生
[00:18:11.900 --> 00:18:12.900]  所以產生了懼怕
[00:18:12.900 --> 00:18:14.900]  最好不要去那麼遠
[00:18:14.900 --> 00:18:16.900]  這是人之常情
[00:18:16.900 --> 00:18:17.900]  其實不只是神恩仔
[00:18:17.900 --> 00:18:18.900]  我們人都是這樣
[00:18:18.900 --> 00:18:21.900]  很多事情我們不知道領域的時候
[00:18:21.900 --> 00:18:22.900]  對還是錯
[00:18:22.900 --> 00:18:24.900]  最好不要動
[00:18:24.900 --> 00:18:27.900]  所以不變
[00:18:27.900 --> 00:18:28.900]  而不變
[00:18:28.900 --> 00:18:32.900]  應難變 很多時候人都是這樣想
[00:18:32.900 --> 00:18:34.900]  但是那個故事就說
[00:18:34.900 --> 00:18:38.900]  當後來爸爸媽媽或者管理人
[00:18:38.900 --> 00:18:41.900]  他就為這個建築物
[00:18:41.900 --> 00:18:43.900]  他們有的 property
[00:18:43.900 --> 00:18:45.900]  建一個圍欄
[00:18:45.900 --> 00:18:49.900]  就告訴他那個範圍去到那裡
[00:18:49.900 --> 00:18:54.900]  結果影響神恩仔是怎樣
[00:18:54.900 --> 00:18:56.900]  神恩仔就很自由
[00:18:56.900 --> 00:18:57.900]  他就很快樂
[00:18:57.900 --> 00:19:00.900]  因為他知道可以去到多遠
[00:19:00.900 --> 00:19:02.900]  他可以去到尼巴
[00:19:02.900 --> 00:19:05.900]  離開他家的那一間很遠都不怕
