
[00:00:00.000 --> 00:00:02.800]  感謝神今天可以和大家一起敬拜
[00:03:18.500 --> 00:03:20.400]  除了物質以外
[00:03:20.400 --> 00:03:22.900]  雅各有提點富裕的人
[00:03:22.900 --> 00:03:24.700]  他告訴他們
[00:03:24.700 --> 00:03:28.900]  你們不可以重富輕貧
[00:03:28.900 --> 00:03:31.700]  即是說不可以以貌取人
[00:03:31.700 --> 00:03:34.000]  不要用外貌去待人
[00:03:34.000 --> 00:03:36.000]  他有個例子在第二章
[00:03:36.000 --> 00:03:38.900]  他說當有個人進到會堂的時候
[00:03:38.900 --> 00:03:40.500]  那個人他怎樣呢?
[00:03:40.500 --> 00:03:44.200]  你看到那個人看中那穿華麗衣服的人
[00:03:44.200 --> 00:03:45.800]  你就會說
[00:03:45.800 --> 00:03:48.100]  請坐這個好的位置
[00:03:48.100 --> 00:03:50.200]  坐好一點,坐前一點
[00:03:50.200 --> 00:03:51.600]  但如果對窮的人
[00:03:51.600 --> 00:03:53.900]  你就會叫他先站著
[00:03:53.900 --> 00:03:56.600]  或者是你坐在我的腳下
[00:03:56.600 --> 00:03:58.400]  這個更差
[00:03:58.400 --> 00:04:02.600]  這種重富輕貧的價值觀
[00:04:02.600 --> 00:04:04.200]  或者這些心態
[00:04:04.200 --> 00:04:05.800]  在富裕的人身上
[00:04:05.800 --> 00:04:08.300]  其實是會很多時候見到
[00:04:08.300 --> 00:04:11.300]  我不知道你會不會遇過這些事情
[00:04:11.300 --> 00:04:13.800]  我記得我以前跟我同學
[00:04:13.800 --> 00:04:17.000]  開車去到一間比較高檔的餐館
[00:04:17.000 --> 00:04:18.200]  吃晚飯
[00:04:18.200 --> 00:04:19.300]  去到停車場的時候
[00:04:19.300 --> 00:04:21.500]  其實有不少位置
[00:04:21.500 --> 00:04:23.300]  很多停車位置在那裏
[00:04:23.300 --> 00:04:28.700]  我們打算停一個比較靠近餐館的位置
[00:04:28.700 --> 00:04:30.000]  突然有個人走出來
[00:04:30.000 --> 00:04:32.000]  他就攔住了我們
[00:04:32.000 --> 00:04:32.700]  他就說
[00:04:32.700 --> 00:04:35.200]  請你們停遠一點
[00:04:35.200 --> 00:04:36.300]  那時候我們就問
[00:04:36.300 --> 00:04:38.100]  即是在哪裏
[00:04:38.100 --> 00:04:40.100]  他的手指指向了一個方向
[00:04:40.100 --> 00:04:41.200]  那個方向是什麼呢
[00:04:41.200 --> 00:04:43.400]  他就說是Dumpster那邊
[00:04:43.400 --> 00:04:46.800]  那時候真的很激氣
[00:04:46.800 --> 00:04:48.000]  火都來了
[00:04:48.000 --> 00:04:49.300]  我心裏想
[00:04:49.300 --> 00:04:51.100]  用不著吧
[00:04:51.100 --> 00:04:51.700]  正所謂
[00:04:51.700 --> 00:04:55.000]  起碼我開的是美國房車
[00:04:55.000 --> 00:04:56.300]  你這樣對我們
[00:04:56.300 --> 00:04:59.200]  是想看不起我們
[00:04:59.200 --> 00:05:01.700]  其實那時候的心是很憤怒的
[00:05:01.700 --> 00:05:04.400]  當然剛才雅各姐也告訴我們
[00:05:04.400 --> 00:05:06.400]  要慢慢的動腦
[00:05:06.400 --> 00:05:08.000]  這件事情是不容易的
[00:05:08.000 --> 00:05:09.700]  不過你遇到的時候
[00:05:09.700 --> 00:05:11.600]  這個世界的價值觀
[00:05:11.600 --> 00:05:12.700]  就會是這樣
[00:05:12.700 --> 00:05:15.000]  先敬羅衣後敬人
[00:05:15.000 --> 00:05:19.400]  當然進化到先敬名車後敬人等等
[00:05:19.400 --> 00:05:21.000]  總之你遇到這些事情
[00:05:21.000 --> 00:05:22.600]  會很不高興
[00:05:22.600 --> 00:05:25.000]  我不知道你是否一個富裕的人
[00:05:25.000 --> 00:05:26.600]  如果你是一個富裕的人
[00:05:26.600 --> 00:05:29.000]  雅各書給你很多提醒
[00:05:29.000 --> 00:05:31.900]  更加希望其實你能夠做一個有品格
[00:05:31.900 --> 00:05:34.300]  有智慧的富裕人
[00:05:34.300 --> 00:05:35.700]  我又不知道你會不會覺得自己
[00:05:35.700 --> 00:05:38.100]  其實我也是一個卑微的人
[00:05:38.100 --> 00:05:40.900]  很卑微而已
[00:05:40.900 --> 00:05:42.700]  弱勢社群
[00:05:42.700 --> 00:05:44.700]  如果是這樣的話
[00:05:44.700 --> 00:05:45.900]  不要緊
[00:05:45.900 --> 00:05:48.700]  因為神今天想你和我
[00:05:48.700 --> 00:05:50.200]  都去成為
[00:05:50.200 --> 00:05:52.600]  他在雅各書第三章所寫的
[00:05:52.600 --> 00:05:54.500]  另外兩種人
[00:05:54.500 --> 00:05:55.800]  不是階級問題
[00:05:55.800 --> 00:05:57.900]  不是種族問題
[00:05:57.900 --> 00:05:59.700]  而是什麼人呢
[00:05:59.700 --> 00:06:00.300]  這兩種人
[00:06:00.300 --> 00:06:02.100]  一種叫做完全人
[00:06:02.100 --> 00:06:05.100]  一個叫做締造和平的人
[00:06:05.100 --> 00:06:06.900]  當然一看就覺得很難
[00:06:06.900 --> 00:06:08.700]  完全締造和平
[00:06:08.700 --> 00:06:09.700]  即是怎樣呢
[00:06:09.700 --> 00:06:10.700]  他也有這樣說
[00:06:10.700 --> 00:06:12.100]  這個完全人
[00:06:12.100 --> 00:06:13.800]  其實你不要誤會
[00:06:13.800 --> 00:06:15.200]  他不是說你
[00:06:15.200 --> 00:06:16.800]  完全沒有錯誤
[00:06:16.800 --> 00:06:18.400]  毫無瑕疵
[00:06:18.400 --> 00:06:19.500]  即是完美無瑕
[00:06:19.500 --> 00:06:21.500]  毫無指責
[00:06:21.500 --> 00:06:22.900]  他的意思是這樣說的
[00:06:22.900 --> 00:06:25.300]  他說第三章第二節說
[00:06:25.300 --> 00:06:28.000]  我們在許多事上都有過錯
[00:06:28.000 --> 00:06:29.100]  人人都會犯錯
[00:06:29.100 --> 00:06:32.300]  假如你在言語上沒有過錯
[00:06:32.300 --> 00:06:34.200]  你就是一個完全人
[00:06:34.200 --> 00:06:36.500]  也能夠控制全身
[00:06:36.500 --> 00:06:37.600]  但是
[00:06:37.600 --> 00:06:41.600]  他就說沒有人能夠制服舌頭
[00:06:41.600 --> 00:06:44.100]  他是諜諜不休的惡物
[00:06:44.100 --> 00:06:48.500]  充滿了致命的毒素
[00:06:48.500 --> 00:06:49.600]  原來這個完全人
[00:06:49.600 --> 00:06:51.900]  其實是說他有一種
[00:06:51.900 --> 00:06:53.100]  自控的能力
[00:06:53.100 --> 00:06:55.900]  能夠制服他的舌頭
[00:06:55.900 --> 00:06:59.400]  我很喜歡聖經用制服這個字
[00:06:59.400 --> 00:07:00.200]  制服
[00:07:00.200 --> 00:07:01.800]  即是很生動
[00:07:01.800 --> 00:07:04.400]  將我們和舌頭這個很微妙的關係
[00:07:04.400 --> 00:07:06.500]  形容得非常貼切
[00:07:06.500 --> 00:07:07.200]  怎樣制服呢
[00:07:07.200 --> 00:07:09.200]  就好像有時候有些
[00:07:09.200 --> 00:07:10.900]  小朋友很頑皮的那些
[00:07:10.900 --> 00:07:12.200]  他
[00:07:12.200 --> 00:07:13.500]  如果你制服到他
[00:07:13.500 --> 00:07:15.000]  他就會很乖
[00:07:15.000 --> 00:07:15.900]  很聽話
[00:07:15.900 --> 00:07:16.700]  但如果不是
[00:07:16.700 --> 00:07:18.400]  你想起其實他的破壞力
[00:07:18.400 --> 00:07:19.600]  會非常大
[00:07:19.600 --> 00:07:21.600]  很大的破壞力
[00:07:21.600 --> 00:07:22.600]  假設
[00:07:22.600 --> 00:07:23.100]  不是假設
[00:07:23.100 --> 00:07:24.300]  實際有人試過
[00:07:24.300 --> 00:07:25.600]  進到房間
[00:07:25.600 --> 00:07:26.700]  突然間見到這個
[00:07:26.700 --> 00:07:29.000]  傳說中的阿凡達
[00:07:29.000 --> 00:07:29.800]  嘩
[00:07:29.800 --> 00:07:33.500]  有沒有媽媽去過你的兒子女兒的房間
[00:07:33.500 --> 00:07:34.700]  見到這個
[00:07:34.700 --> 00:07:36.400]  傳說中的阿凡達
[00:07:36.400 --> 00:07:37.800]  說你會怎樣呢
[00:07:37.800 --> 00:07:39.200]  即是力奔之針
[00:07:39.200 --> 00:07:40.700]  即是尖叫
[00:07:40.700 --> 00:07:42.200]  還是說你那時候會
[00:07:42.200 --> 00:07:43.100]  制服到你的舌頭
[00:07:43.100 --> 00:07:44.200]  你說嘩
[00:07:44.200 --> 00:07:46.300]  你真是有創意
[00:07:46.300 --> 00:07:46.700]  嘩
[00:07:46.700 --> 00:07:48.800]  你看他真是有很長時間搞這件事
[00:07:48.800 --> 00:07:49.900]  又或者有沒有試過
[00:07:49.900 --> 00:07:51.000]  你另一個場景
[00:07:51.000 --> 00:07:52.000]  見到
[00:07:52.000 --> 00:07:53.000]  有兩個小朋友
[00:07:53.000 --> 00:07:54.000]  姐姐
[00:07:54.000 --> 00:07:55.000]  在廁所裏
[00:07:55.000 --> 00:07:55.800]  如此
[00:07:55.800 --> 00:07:58.200]  然後一邊照顧弟弟
[00:07:58.200 --> 00:07:59.200]  吃廁紙
[00:07:59.200 --> 00:07:59.700]  嘩
[00:07:59.700 --> 00:08:00.200]  即是這個場景
[00:08:00.200 --> 00:08:01.900]  你見到你又會
[00:08:01.900 --> 00:08:02.800]  即是崩潰
[00:08:02.800 --> 00:08:04.500]  即是你會瘋癲
[00:08:04.500 --> 00:08:05.400]  爆發
[00:08:05.400 --> 00:08:07.000]  見到這個時候
[00:08:07.000 --> 00:08:07.500]  在這個時候
[00:08:07.500 --> 00:08:08.800]  你要控制
[00:08:08.800 --> 00:08:10.000]  你要制服舌頭
[00:08:10.000 --> 00:08:12.300]  其實是不容易的事情
[00:08:12.300 --> 00:08:14.000]  所以這個制服
[00:08:14.000 --> 00:08:17.000]  是很處境化
[00:08:17.000 --> 00:08:19.100]  所謂一言興邦
[00:08:19.100 --> 00:08:21.500]  一言喪邦
[00:08:21.500 --> 00:08:23.700]  一句說話可以叫你笑
[00:08:23.700 --> 00:08:26.700]  另一句說話又可以讓你跳
[00:08:26.700 --> 00:08:28.100]  不止你現在居家的時候
[00:08:28.100 --> 00:08:29.200]  你身邊的人
[00:08:29.200 --> 00:08:31.700]  所謂的說話是會讓你笑
[00:08:31.700 --> 00:08:34.900]  還是讓你跳呢
[00:08:34.900 --> 00:08:37.500]  現在你知道在居家期間
[00:08:37.500 --> 00:08:39.000]  運動不是很方便
[00:08:39.000 --> 00:08:41.200]  很多人在家裏自己做運動
[00:08:41.200 --> 00:08:44.900]  有一個太太打開YouTube去跳健康舞
[00:08:44.900 --> 00:08:46.500]  她一邊跳的時候
[00:08:46.500 --> 00:08:49.300]  她老公坐在沙發上
[00:08:49.300 --> 00:08:51.300]  一邊在笑
[00:08:51.300 --> 00:08:52.200]  她一邊跳
[00:08:52.200 --> 00:08:53.700]  她老公一邊笑
[00:08:53.700 --> 00:08:55.200]  她跳得氣來氣喘
[00:08:55.200 --> 00:08:59.700]  她老公笑得很可愛
[00:08:59.700 --> 00:09:02.300]  她太太問你在笑什麼
[00:09:02.300 --> 00:09:04.300]  她老公說很可愛
[00:09:04.300 --> 00:09:06.300]  我覺得你跳得很好笑
[00:09:06.300 --> 00:09:08.300]  YouTube有YouTube的人自己跳
[00:09:08.300 --> 00:09:09.500]  你有你自己跳
[00:09:09.500 --> 00:09:11.300]  真的很好笑
[00:09:11.300 --> 00:09:12.100]  我不知道
[00:09:12.100 --> 00:09:13.700]  如果你是那個太太
[00:09:13.700 --> 00:09:17.800]  聽到之後你覺得好笑還是好跳
[00:09:17.800 --> 00:09:19.300]  這個時候
[00:09:19.300 --> 00:09:21.600]  怎樣可以控制舌頭是不容易的
[00:09:21.600 --> 00:09:24.700]  但我覺得這個太太非常有智慧
[00:09:24.700 --> 00:09:25.600]  她怎樣呢
[00:09:25.600 --> 00:09:26.800]  她二話不說
[00:09:26.800 --> 00:09:28.700]  她馬上拿口罩出來
[00:09:28.700 --> 00:09:29.900]  遞給她老公
[00:09:29.900 --> 00:09:32.500]  總之是N95那種
[00:09:32.500 --> 00:09:35.200]  她老公說我都不是吹我幹嘛要戴口罩
[00:09:35.200 --> 00:09:37.100]  她說麻煩你戴上這個口罩
[00:09:37.100 --> 00:09:39.600]  坐在這裏不要說話
[00:09:39.600 --> 00:09:41.800]  我覺得這個太太非常有智慧
[00:09:41.800 --> 00:09:44.000]  亦都控制到自己的舌頭
[00:09:44.000 --> 00:09:45.100]  她知道什麼叫做
[00:09:45.100 --> 00:09:46.000]  快快的聽
[00:09:46.000 --> 00:09:47.300]  慢慢的說
[00:09:47.300 --> 00:09:49.900]  慢慢的動腦
[00:09:49.900 --> 00:09:51.900]  這個不是容易的事
[00:09:51.900 --> 00:09:55.100]  但這個原傳人我希望你注意
[00:09:55.100 --> 00:09:57.900]  他不是單單說說話的藝術
[00:09:57.900 --> 00:09:59.500]  或者一些控制力
[00:09:59.500 --> 00:10:00.900]  他更加要說到
[00:10:00.900 --> 00:10:06.300]  其實是第三章的九到第十節
[00:10:06.300 --> 00:10:07.600]  我們一起讀好嗎
[00:10:07.600 --> 00:10:09.800]  你在家裏也可以一起讀
[00:10:09.800 --> 00:10:11.700]  他說我們用他的
[00:10:11.700 --> 00:10:13.700]  用他他就是舌頭
[00:10:13.700 --> 00:10:16.800]  來稱頌我們的主和天父
[00:10:16.800 --> 00:10:21.900]  又用他來奏助召神的形象被造的人
[00:10:21.900 --> 00:10:25.100]  同一張嘴竟然又稱頌主又奏助人
[00:10:25.100 --> 00:10:26.300]  我的弟兄們
[00:10:26.300 --> 00:10:28.900]  這是不應該的
[00:10:28.900 --> 00:10:31.600]  原來這個原傳人的重點
[00:10:31.600 --> 00:10:35.500]  是他懂得用舌頭去稱頌神
[00:10:35.500 --> 00:10:37.300]  但當然與此同時
[00:10:37.300 --> 00:10:39.900]  我們人就會去奏助人
[00:10:39.900 --> 00:10:42.200]  當雅各寫這句說話的時候
[00:10:42.200 --> 00:10:45.000]  不單止是字面上我們去理解
[00:10:45.000 --> 00:10:47.600]  你有沒有想到其實他所寫的背景
[00:10:47.600 --> 00:10:50.800]  或者是場景的處境是怎樣
[00:10:50.800 --> 00:10:51.600]  我們都想過
[00:10:51.600 --> 00:10:53.100]  我們當然是說我們崇拜完
[00:10:53.100 --> 00:10:56.200]  唱完歌之後就走了
[00:10:56.200 --> 00:10:59.300]  後來可能跟家人吵架
[00:10:59.300 --> 00:11:01.100]  可能跟鄧小敏吵架
[00:11:01.100 --> 00:11:01.800]  他不是這樣說
[00:11:01.800 --> 00:11:05.100]  其實他不是說在會堂或者崇拜
[00:11:05.100 --> 00:11:07.400]  他是說在家裏面
[00:11:07.400 --> 00:11:08.300]  其實都是崇拜的
[00:11:08.300 --> 00:11:12.000]  因為當時猶太人很多都是居家聚會
[00:11:12.000 --> 00:11:13.900]  都是家庭教會
[00:11:13.900 --> 00:11:15.800]  在家庭裏面他就說
[00:11:15.800 --> 00:11:18.000]  當你去頌讚神
[00:11:18.000 --> 00:11:21.100]  但你與此同時去罵人的時候
[00:11:21.100 --> 00:11:23.000]  即是罵家人的時候
[00:11:23.000 --> 00:11:27.400]  他說這件事是不應該的
[00:11:27.400 --> 00:11:29.200]  控制舌頭
[00:11:29.200 --> 00:11:31.000]  我們最主要
[00:11:31.000 --> 00:11:35.200]  聖經上我們是去讚頌我們的神
[00:11:35.200 --> 00:11:37.000]  這段經文
[00:11:37.000 --> 00:11:39.200]  是非常之
[00:11:39.200 --> 00:11:41.700]  對今天是很重要的
[00:11:41.700 --> 00:11:43.700]  很多人認為這個疫情
[00:11:43.700 --> 00:11:46.200]  是將教網逼上網
[00:11:46.200 --> 00:11:47.500]  現在好像大家一樣
[00:11:47.500 --> 00:11:49.300]  在上網崇拜
[00:11:49.300 --> 00:11:51.400]  但其實
[00:11:51.400 --> 00:11:54.000]  這個疫情過了之後
[00:11:54.000 --> 00:11:57.100]  教會面臨的挑戰是什麼
[00:11:57.100 --> 00:11:58.800]  你有沒有想過
[00:11:58.800 --> 00:11:59.700]  如果完了之後
[00:11:59.700 --> 00:12:01.200]  我們又回到以前
[00:12:01.200 --> 00:12:03.800]  我們終於可以很渴望地一起去敬拜
[00:12:03.800 --> 00:12:05.800]  我們在教會裏面
[00:12:05.800 --> 00:12:10.100]  我相信我們會錯過了這個居家的時候
[00:12:10.100 --> 00:12:13.200]  疫情不是將教會逼上網
[00:12:13.200 --> 00:12:16.800]  其實疫情將教會敬拜
[00:12:16.800 --> 00:12:20.100]  上帝要帶回我們家
[00:12:20.100 --> 00:12:22.800]  當然今天大家一齊在敬拜
[00:12:22.800 --> 00:12:24.300]  讚美主
[00:12:24.300 --> 00:12:26.900]  但我希望你們每一天
[00:12:26.900 --> 00:12:27.800]  更多的時候
[00:12:27.800 --> 00:12:29.400]  在居家時尤其是
[00:12:29.400 --> 00:12:30.700]  都不外出
[00:12:30.700 --> 00:12:32.400]  多些一齊與家人
[00:12:32.400 --> 00:12:34.100]  唱詩讚美
[00:12:34.100 --> 00:12:36.500]  祈禱
[00:12:36.500 --> 00:12:38.000]  Shout in place開始之後
[00:12:38.000 --> 00:12:40.400]  我感謝我和師母
[00:12:40.400 --> 00:12:43.000]  每一天
[00:12:43.000 --> 00:12:45.300]  我們都有機會一起唱詩
[00:12:45.300 --> 00:12:47.200]  135她選詩
[00:12:47.200 --> 00:12:49.300]  246我選詩
[00:12:49.300 --> 00:12:51.200]  或者她禱告
[00:12:51.200 --> 00:12:52.500]  我們一齊唱詩
[00:12:52.500 --> 00:12:54.200]  一齊以道致見
[00:12:54.200 --> 00:12:55.000]  以道致見
[00:12:55.000 --> 00:12:56.200]  靈修Apps
[00:12:56.200 --> 00:12:58.900]  跟著我們一齊禱告
[00:12:58.900 --> 00:13:00.100]  每一天都能夠這樣做的時候
[00:13:00.100 --> 00:13:02.700]  我發覺和以前很不同
[00:13:02.700 --> 00:13:05.500]  很享受這個居家的時候
[00:13:05.500 --> 00:13:06.100]  因為完了之後
[00:13:06.100 --> 00:13:07.700]  可能又各有各忙
[00:13:07.700 --> 00:13:08.900]  就不可以這麼多時間
[00:13:08.900 --> 00:13:11.600]  可以一齊敬拜
[00:13:11.600 --> 00:13:14.200]  因為今天很多家庭很可惜
[00:13:14.200 --> 00:13:17.700]  只有在家裏就座人
[00:13:17.700 --> 00:13:19.100]  是沒有敬拜的
[00:13:19.100 --> 00:13:22.400]  是沒有一齊去稱頌主
[00:13:22.400 --> 00:13:23.700]  我希望大家
[00:13:23.700 --> 00:13:26.100]  完了這個疫情之後
[00:13:26.100 --> 00:13:27.700]  我們的盼望是什麼呢
[00:13:27.700 --> 00:13:28.500]  我們的盼望
[00:13:28.500 --> 00:13:30.300]  我們的目標是
[00:13:30.300 --> 00:13:32.500]  人人繼續有靈修
[00:13:32.500 --> 00:13:35.500]  家家繼續有敬拜
[00:13:35.500 --> 00:13:36.800]  將我們的教會
[00:13:36.800 --> 00:13:37.800]  將我們的家
[00:13:37.800 --> 00:13:38.500]  將我們的教會
[00:13:38.500 --> 00:13:39.500]  將我們的崇拜
[00:13:39.500 --> 00:13:41.200]  帶回我們每一個人的家
[00:13:41.200 --> 00:13:44.000]  帶回你的家裏
[00:13:44.000 --> 00:13:44.800]  感謝神
[00:13:44.800 --> 00:13:48.500]  我們除了要靠著主
[00:13:48.500 --> 00:13:50.600]  去做一個完全人之外
[00:13:50.600 --> 00:13:53.600]  上帝也希望我們能夠做
[00:13:53.600 --> 00:13:56.500]  低造和平的人
[00:13:56.500 --> 00:13:57.600]  這個低造和平的人
[00:13:57.600 --> 00:13:58.900]  仍然在第三章
[00:13:58.900 --> 00:14:00.700]  在十八節開始說
[00:14:00.700 --> 00:14:05.000]  這個人是有從天上來的智慧
[00:14:05.000 --> 00:14:06.700]  他在經文這樣說
[00:14:06.700 --> 00:14:07.600]  他說
[00:14:07.600 --> 00:14:10.400]  唯獨從上頭來的智慧
[00:14:10.400 --> 00:14:12.000]  先是清潔
[00:14:12.000 --> 00:14:13.800]  後是和平
[00:14:13.800 --> 00:14:15.600]  溫涼柔順
[00:14:15.600 --> 00:14:17.000]  滿有憐憫
[00:14:17.000 --> 00:14:18.600]  多潔善果
[00:14:18.600 --> 00:14:20.000]  沒有偏見
[00:14:20.000 --> 00:14:21.400]  沒有假冒
[00:14:21.400 --> 00:14:23.800]  這是低造和平的人
[00:14:23.800 --> 00:14:26.600]  是用和平所栽種的
[00:14:26.600 --> 00:14:30.400]  異果
[00:14:30.400 --> 00:14:32.100]  這個和平人
[00:14:32.100 --> 00:14:33.600]  非常有智慧
[00:14:33.600 --> 00:14:35.600]  是從天上來的智慧
[00:14:35.600 --> 00:14:36.600]  這個智慧
[00:14:36.600 --> 00:14:38.000]  包括了七方面
[00:14:38.000 --> 00:14:39.700]  剛才這裡你也看到了
[00:14:39.700 --> 00:14:40.600]  這七方面
[00:14:40.600 --> 00:14:41.600]  你也要注意
[00:14:41.600 --> 00:14:46.000]  其實它是用一個行為來表現出來的
[00:14:46.000 --> 00:14:48.200]  這個智慧不是說我有智慧
[00:14:48.200 --> 00:14:50.100]  它有實際行動
[00:14:50.100 --> 00:14:52.400]  第一個當然是說到清潔
[00:14:52.400 --> 00:14:53.900]  這個不是說家居清潔
[00:14:53.900 --> 00:14:57.100]  這裡說到道德上的純潔
[00:14:57.100 --> 00:15:00.100]  他知道在這個時候
[00:15:00.100 --> 00:15:01.300]  什麼是應該做
[00:15:01.300 --> 00:15:02.000]  什麼是不應該做
[00:15:02.000 --> 00:15:03.300]  在道德上他知道
[00:15:03.300 --> 00:15:06.100]  應該上網的時候
[00:15:06.100 --> 00:15:07.100]  去到哪個位置
[00:15:07.100 --> 00:15:08.400]  他應該說話的時候
[00:15:08.400 --> 00:15:10.400]  應該怎樣點到即止等等
[00:15:10.400 --> 00:15:14.000]  他懂得很多在道德上的操守
[00:15:14.000 --> 00:15:15.800]  甚至沒有人看到他的時候
[00:15:15.800 --> 00:15:17.400]  他也知道他在上帝面前
[00:15:17.400 --> 00:15:19.900]  是怎樣可以純潔
[00:15:19.900 --> 00:15:21.800]  第二就是和平
[00:15:21.800 --> 00:15:26.200]  和平就是說到親和和和睦
[00:15:26.200 --> 00:15:27.700]  這個表現
[00:15:27.700 --> 00:15:29.600]  什麼時候你會覺得你不平安
[00:15:29.600 --> 00:15:31.700]  什麼時候你會覺得你不和平
[00:15:31.700 --> 00:15:33.200]  不和睦呢
[00:15:33.200 --> 00:15:38.200]  我相信都是當你內心覺得很煩躁的時候
[00:15:38.200 --> 00:15:42.300]  但是你的心為何煩躁呢
[00:15:42.300 --> 00:15:45.400]  有很多時候是因為我們身邊的人不配合
[00:15:45.400 --> 00:15:46.600]  他和我們不配合
[00:15:46.600 --> 00:15:50.000]  我們的心就很煩躁
[00:15:50.000 --> 00:15:52.400]  我想問你在家裡
[00:15:52.400 --> 00:15:57.100]  什麼地方是最需要最高的配合度呢
