
[00:00:00.000 --> 00:00:02.760]  OK,今天跟大家講的題目是什麼呢?
[00:04:06.020 --> 00:04:09.200]  魔鬼很厲害
[00:04:09.200 --> 00:04:12.000]  如果你相信神,你也相信有魔鬼的
[00:04:12.000 --> 00:04:14.000]  魔鬼很厲害
[00:04:14.000 --> 00:04:16.680]  他知道神要藉著教會
[00:04:16.680 --> 00:04:19.680]  去完成拯救世界的使命
[00:04:19.680 --> 00:04:23.900]  魔鬼知道如果他攻擊基督教的教義
[00:04:23.900 --> 00:04:26.160]  這個教義不對,那個教義不好
[00:04:26.160 --> 00:04:29.240]  或者阻撓教會去完成使命
[00:04:29.240 --> 00:04:33.160]  或者攔阻基督徒去傳福音去為信眾見證
[00:04:33.160 --> 00:04:35.840]  行不行? 正面交鋒
[00:04:35.840 --> 00:04:38.360]  不是不行,魔鬼很厲害
[00:04:38.360 --> 00:04:40.360]  他知道效果不大
[00:04:40.360 --> 00:04:42.360]  而且很費力氣
[00:04:42.360 --> 00:04:49.360]  但是如果攻擊教會的後方
[00:04:49.360 --> 00:04:53.160]  攻擊教會的大後方
[00:04:53.160 --> 00:04:55.160]  如果他成功的話
[00:04:55.160 --> 00:04:59.840]  魔鬼在屬靈的戰爭上
[00:04:59.840 --> 00:05:02.640]  他就可以稍微佔上風
[00:05:02.640 --> 00:05:06.640]  那麼我們教會的大後方是什麼?
[00:05:06.640 --> 00:05:08.640]  大家知不知道?
[00:05:08.640 --> 00:05:10.640]  我們正在看耶福所書
[00:05:10.640 --> 00:05:13.640]  耶福所書第五章尾到第六章
[00:05:13.640 --> 00:05:15.640]  講了一大堆什麼?
[00:05:15.640 --> 00:05:17.640]  家人的關係
[00:05:17.640 --> 00:05:19.640]  你應該怎樣做功
[00:05:19.640 --> 00:05:23.640]  然後才到第六章
[00:05:23.640 --> 00:05:27.640]  所以其實魔鬼的策略就是
[00:05:27.640 --> 00:05:29.640]  要攻擊我們的大後方
[00:05:29.640 --> 00:05:31.640]  就是我們的家
[00:05:31.640 --> 00:05:33.640]  和我們的職場
[00:05:33.640 --> 00:05:37.640]  因為魔鬼知道如果我們家出了問題
[00:05:37.640 --> 00:05:40.640]  我們教會的侍奉會不會受影響?
[00:05:40.640 --> 00:05:42.640]  當然會受影響
[00:05:42.640 --> 00:05:44.640]  家裡有個大病人
[00:05:44.640 --> 00:05:46.640]  你只照顧他,哪有時間服侍?
[00:05:46.640 --> 00:05:48.640]  所以不單受影響
[00:05:48.640 --> 00:05:52.640]  甚至我們的侍奉全方位會被癱瘓
[00:05:52.640 --> 00:05:55.640]  現在我們都說工作越來越艱難
[00:05:55.640 --> 00:05:57.640]  當你工作這麼大的壓力
[00:05:57.640 --> 00:05:59.640]  淋到我們每個人身上的時候
[00:05:59.640 --> 00:06:03.640]  會不會令你的家人的關係惡化?
[00:06:03.640 --> 00:06:05.640]  因為你自己偷不到氣
[00:06:05.640 --> 00:06:09.640]  回家可能是一個讓你生氣的地方
[00:06:09.640 --> 00:06:12.640]  抒發你壓力的一個機會
[00:06:12.640 --> 00:06:14.640]  所以可能不自覺地
[00:06:14.640 --> 00:06:17.640]  跟家人的關係會越來越惡化
[00:06:17.640 --> 00:06:19.640]  進一步影響我們的健康
[00:06:19.640 --> 00:06:23.640]  然後教會的侍奉會就放在一旁
[00:06:23.640 --> 00:06:27.640]  所以大家有沒有留意到
[00:06:27.640 --> 00:06:30.640]  原來我們的家和我們的職場
[00:06:30.640 --> 00:06:36.640]  就成為了被魔鬼重點攻擊的目標
[00:06:36.640 --> 00:06:39.640]  魔鬼知道只要拆毀我們的家庭
[00:06:39.640 --> 00:06:42.640]  破壞我們的教會這個大後方
[00:06:42.640 --> 00:06:45.640]  他就會大大削弱了我們
[00:06:45.640 --> 00:06:48.640]  完成天國侍奉的能力
[00:06:48.640 --> 00:06:51.640]  而且都會分散神的力量
[00:06:51.640 --> 00:06:53.640]  為什麼呢?
[00:06:53.640 --> 00:06:57.640]  神王要照顧那些受傷的百姓
[00:06:57.640 --> 00:07:03.640]  要很努力去幫助重建那些被破碎的家庭
[00:07:03.640 --> 00:07:05.640]  所以到第六章
[00:07:05.640 --> 00:07:08.640]  保羅很鄭重地跟我們說
[00:07:08.640 --> 00:07:09.640]  第十四章說什麼呢?
[00:07:09.640 --> 00:07:11.640]  「我還有無聊的話」
[00:07:11.640 --> 00:07:13.640]  保羅很鄭重地說
[00:07:13.640 --> 00:07:15.640]  「我還有一些話沒說完」
[00:07:15.640 --> 00:07:17.640]  「要說什麼呢?」
[00:07:17.640 --> 00:07:19.640]  「你們要靠著主」
[00:07:19.640 --> 00:07:22.640]  「依賴他的大能大力做剛強的人」
[00:07:22.640 --> 00:07:26.640]  「要穿戴神所賜的全副軍裝」
[00:07:26.640 --> 00:07:28.640]  「就能抵擋魔鬼的詭計」
[00:07:28.640 --> 00:07:32.640]  「因為我們並不是與屬血氣的爭戰」
[00:07:32.640 --> 00:07:37.640]  「而是與執政的、掌權的、管轄著一岸世界的」
[00:07:37.640 --> 00:07:41.640]  「以及天空屬靈氣的惡魔爭戰」
[00:07:41.640 --> 00:07:46.640]  所以保羅說到最後的時候
[00:07:46.640 --> 00:07:47.640]  他就提醒我們
[00:07:47.640 --> 00:07:49.640]  「你們要小心了」
[00:07:49.640 --> 00:07:51.640]  「因為你要知道我們的敵人是誰」
[00:07:51.640 --> 00:07:54.640]  「我們的敵人不是我們家人」
[00:07:54.640 --> 00:07:56.640]  「我們的敵人不是我們的同事」
[00:07:56.640 --> 00:07:58.640]  「不是我們的上司」
[00:07:58.640 --> 00:07:59.640]  「我們的敵人是什麼呢?」
[00:07:59.640 --> 00:08:01.640]  「是一個屬靈的惡魔」
[00:08:01.640 --> 00:08:03.640]  原來中文版的翻譯是什麼呢?
[00:08:03.640 --> 00:08:07.640]  「因為我們並不是對抗有血有肉的人」
[00:08:07.640 --> 00:08:10.640]  「而是與天界的邪靈」
[00:08:10.640 --> 00:08:14.640]  「就是黑暗世代的執政者、掌權者」
[00:08:14.640 --> 00:08:19.640]  「以及宇宙間邪惡的勢力作戰」
[00:08:19.640 --> 00:08:21.640]  所以弟兄姊妹
[00:08:21.640 --> 00:08:24.640]  現在我們坐在這裡似乎平安無事
[00:08:24.640 --> 00:08:25.640]  但是你們知不知道
[00:08:25.640 --> 00:08:30.640]  其實我們現在是在一場屬靈的戰爭當中
[00:08:30.640 --> 00:08:32.640]  我們說得平安無事
[00:08:32.640 --> 00:08:33.640]  No!
[00:08:33.640 --> 00:08:34.640]  弟兄姊妹
[00:08:34.640 --> 00:08:36.640]  我們正在打仗
[00:08:36.640 --> 00:08:38.640]  而我們打仗的敵人是什麼呢?
[00:08:38.640 --> 00:08:41.640]  是靈界的惡魔
[00:08:41.640 --> 00:08:43.640]  這個屬靈的惡魔很厲害
[00:08:43.640 --> 00:08:45.640]  他懂得玩弄手段
[00:08:45.640 --> 00:08:48.640]  他能夠操縱黑暗的世界
[00:08:48.640 --> 00:08:52.640]  聖經形容魔鬼大有能力
[00:08:52.640 --> 00:08:54.640]  很有力量
[00:08:54.640 --> 00:08:56.640]  在教會聖經裡面
[00:08:56.640 --> 00:08:57.640]  有一個很出名的人物
[00:08:57.640 --> 00:08:59.640]  我們幾個圖應該記得
[00:08:59.640 --> 00:09:01.640]  這個人叫若白
[00:09:01.640 --> 00:09:04.640]  聖經如何形容若白呢?
[00:09:04.640 --> 00:09:06.640]  上帝如何為若白作見證呢?
[00:09:06.640 --> 00:09:08.640]  若白是一個什麼人呢?
[00:09:08.640 --> 00:09:10.640]  大家看到聖經怎麼說嗎?
[00:09:10.640 --> 00:09:11.640]  很簡單的
[00:09:11.640 --> 00:09:12.640]  幾句話而已
[00:09:12.640 --> 00:09:15.640]  若白是完全正直
[00:09:15.640 --> 00:09:17.640]  敬畏神
[00:09:17.640 --> 00:09:19.640]  遠離惡事
[00:09:19.640 --> 00:09:22.640]  這是聖經的記載
[00:09:22.640 --> 00:09:26.640]  和上帝為若白作的見證
[00:09:26.640 --> 00:09:28.640]  所以魔鬼受不了
[00:09:28.640 --> 00:09:30.640]  你這麼厲害啊
[00:09:30.640 --> 00:09:33.640]  我開想方法讓你不相信神
[00:09:33.640 --> 00:09:36.640]  於是和神討價還價
[00:09:36.640 --> 00:09:40.640]  我們看到魔鬼嘗試用豬般的手段
[00:09:40.640 --> 00:09:42.640]  想摧毀若白對神的信心
[00:09:42.640 --> 00:09:45.640]  要逼若白放下他的信仰
[00:09:45.640 --> 00:09:47.640]  不要再相信神
[00:09:47.640 --> 00:09:49.640]  你看聖經的時候
[00:09:49.640 --> 00:09:50.640]  第一章講得很清楚
[00:09:50.640 --> 00:09:53.640]  這個若白是很成功的牧場主人
[00:09:53.640 --> 00:09:56.640]  有超過一萬頭的生畜
[00:09:56.640 --> 00:09:58.640]  羊七千,駱駝三百
[00:09:58.640 --> 00:10:00.640]  很厲害啊
[00:10:00.640 --> 00:10:03.640]  三千,加起來超過一萬
[00:10:03.640 --> 00:10:05.640]  瀑被成群
[00:10:05.640 --> 00:10:06.640]  是很有錢的人
[00:10:06.640 --> 00:10:09.640]  東方而去為最大
[00:10:09.640 --> 00:10:11.640]  但是魔鬼在一天之內
[00:10:11.640 --> 00:10:13.640]  用天災人禍
[00:10:13.640 --> 00:10:18.640]  策動強盜和周邊的仇敵
[00:10:18.640 --> 00:10:23.640]  外族人搶走若白所有的家產
[00:10:23.640 --> 00:10:26.640]  殺死了他很多的僕人婢女
[00:10:26.640 --> 00:10:28.640]  不但如此
[00:10:28.640 --> 00:10:30.640]  用強風
[00:10:30.640 --> 00:10:35.640]  吹倒了他的子女正在吃午餐
[00:10:35.640 --> 00:10:38.640]  七個兒子,三個女兒
[00:10:38.640 --> 00:10:40.640]  當場死亡
[00:10:40.640 --> 00:10:44.640]  停了嗎?還沒停
[00:10:44.640 --> 00:10:49.640]  然後讓若白全身長滿了毒瘡
[00:10:49.640 --> 00:10:52.640]  令他生不如死
[00:10:52.640 --> 00:10:54.640]  夠慘了嗎?
[00:10:54.640 --> 00:10:57.640]  比中國的梁天來還要慘嗎?
[00:10:57.640 --> 00:10:59.640]  還沒有
[00:10:59.640 --> 00:11:01.640]  最慘的大家知道是什麼嗎?
[00:11:01.640 --> 00:11:05.640]  最令他難過的是若白的老婆
[00:11:05.640 --> 00:11:07.640]  就說她是老公
[00:11:07.640 --> 00:11:09.640]  你去死了她吧
[00:11:09.640 --> 00:11:11.640]  你還相信這個上帝?
[00:11:11.640 --> 00:11:13.640]  這個上帝還值得你去相信嗎?
[00:11:13.640 --> 00:11:15.640]  你去死吧,不要在這裡獻世
[00:11:15.640 --> 00:11:17.640]  慘不慘?
[00:11:17.640 --> 00:11:19.640]  完沒?
[00:11:19.640 --> 00:11:21.640]  還沒完
[00:11:21.640 --> 00:11:23.640]  若白有三個好朋友
[00:11:23.640 --> 00:11:25.640]  他這麼慘,遇到這麼多的災難
[00:11:25.640 --> 00:11:27.640]  我們去探望他,安慰他
[00:11:27.640 --> 00:11:29.640]  但是見到若白的時候
[00:11:29.640 --> 00:11:31.640]  若白,你知不知道你這麼慘
[00:11:31.640 --> 00:11:33.640]  一定是犯罪得罪神
[00:11:33.640 --> 00:11:35.640]  這是報應
[00:11:40.640 --> 00:11:42.640]  你能不能想像若白
[00:11:42.640 --> 00:11:44.640]  家裡
[00:11:44.640 --> 00:11:46.640]  工作
[00:11:46.640 --> 00:11:48.640]  和妻子
[00:11:48.640 --> 00:11:50.640]  和朋友的關係
[00:11:50.640 --> 00:11:52.640]  嚴重受創
[00:11:52.640 --> 00:11:55.640]  魔鬼厲害嗎?
[00:11:55.640 --> 00:11:58.640]  魔鬼相當厲害
[00:11:58.640 --> 00:12:00.640]  我不知道我們在座的弟兄姊妹
[00:12:00.640 --> 00:12:03.640]  有沒有遇到類似的事情
[00:12:03.640 --> 00:12:05.640]  我希望沒有
[00:12:05.640 --> 00:12:08.640]  但是保羅就提醒我們
[00:12:08.640 --> 00:12:10.640]  弟兄姊妹,你要知道
[00:12:10.640 --> 00:12:12.640]  我們現在在屬靈的爭戰當中
[00:12:12.640 --> 00:12:15.640]  我們不要道以輕心
[00:12:15.640 --> 00:12:18.640]  就好像現在我們在美國
[00:12:18.640 --> 00:12:20.640]  特別我們在美國
[00:12:20.640 --> 00:12:22.640]  OK嗎?
[00:12:22.640 --> 00:12:24.640]  是啊,有一點緊張
[00:12:24.640 --> 00:12:26.640]  經濟政治不穩定
[00:12:26.640 --> 00:12:28.640]  我們覺得OK的
[00:12:28.640 --> 00:12:30.640]  但是原來現在美國
[00:12:30.640 --> 00:12:33.640]  只是和全世界在打超限戰
[00:12:33.640 --> 00:12:35.640]  Am I correct?
[00:12:35.640 --> 00:12:37.640]  你同意嗎?
[00:12:37.640 --> 00:12:39.640]  而我們的敵人
[00:12:39.640 --> 00:12:41.640]  教會的敵人
[00:12:41.640 --> 00:12:43.640]  不是政治
[00:12:43.640 --> 00:12:45.640]  不是經濟
[00:12:45.640 --> 00:12:47.640]  這些都不是我們的敵人
[00:12:47.640 --> 00:12:49.640]  聖經說
[00:12:49.640 --> 00:12:52.640]  天空屬靈是惡魔
[00:12:52.640 --> 00:12:54.640]  邪靈
[00:12:54.640 --> 00:12:56.640]  他沒有能力
[00:12:56.640 --> 00:12:58.640]  可以用諸般的計謀手段
[00:12:58.640 --> 00:13:00.640]  去拆毀神的工作
[00:13:00.640 --> 00:13:02.640]  消除人的信心
[00:13:02.640 --> 00:13:05.640]  驅使人要離開上帝
[00:13:05.640 --> 00:13:07.640]  所以保羅提醒我們
[00:13:07.640 --> 00:13:09.640]  弟兄姊妹,要警醒
[00:13:09.640 --> 00:13:11.640]  我們必須要警醒
[00:13:11.640 --> 00:13:15.640]  做好隨時作戰的準備
[00:13:15.640 --> 00:13:18.640]  魔鬼在我們想不到的時候
[00:13:18.640 --> 00:13:20.640]  隨時會來攻擊我們
[00:13:20.640 --> 00:13:22.640]  正面攻擊我們
[00:13:22.640 --> 00:13:24.640]  我們會防備
[00:13:24.640 --> 00:13:26.640]  但是不用的,繞個圈
[00:13:26.640 --> 00:13:29.640]  家裡人有病
[00:13:29.640 --> 00:13:31.640]  不用大病
[00:13:31.640 --> 00:13:33.640]  小病都可以
[00:13:33.640 --> 00:13:37.640]  工作被老闆罵了
[00:13:37.640 --> 00:13:39.640]  怎麼樣?
[00:13:39.640 --> 00:13:41.640]  我們就很depressed
[00:13:41.640 --> 00:13:45.640]  求神幫助我們,弟兄姊妹
[00:13:45.640 --> 00:13:47.640]  今天有很多基督徒
[00:13:47.640 --> 00:13:51.640]  我們不是被魔鬼打到靠近
[00:13:51.640 --> 00:13:55.640]  我們不懂得去求神幫助
[00:13:55.640 --> 00:13:57.640]  我們沒有做好準備
[00:13:57.640 --> 00:14:02.640]  去跟魔鬼做一個屬靈的征戰
[00:14:02.640 --> 00:14:05.640]  所以保羅在同一段經文裡
[00:14:05.640 --> 00:14:07.640]  講了兩次
[00:14:07.640 --> 00:14:09.640]  要穿戴,要拿起
[00:14:09.640 --> 00:14:11.640]  什麼?
[00:14:11.640 --> 00:14:14.640]  神所賜的全副軍裝
[00:14:14.640 --> 00:14:16.640]  我們要整裝待發
[00:14:16.640 --> 00:14:17.640]  隨時做好準備
[00:14:17.640 --> 00:14:19.640]  魔鬼什麼時候來攻擊我們
[00:14:19.640 --> 00:14:21.640]  我們不知道
[00:14:21.640 --> 00:14:23.640]  所以要準備好
[00:14:23.640 --> 00:14:25.640]  跟魔鬼再征戰
[00:14:25.640 --> 00:14:27.640]  聖經裡說
[00:14:27.640 --> 00:14:30.640]  要穿起神所賜的全副軍裝
[00:14:30.640 --> 00:14:32.640]  保在磨爛的日子
[00:14:32.640 --> 00:14:34.640]  能夠抵擋魔鬼
[00:14:34.640 --> 00:14:35.640]  抵擋仇敵
[00:14:35.640 --> 00:14:37.640]  並且成就了一切
[00:14:37.640 --> 00:14:39.640]  還能站立不住
[00:14:39.640 --> 00:14:42.640]  所以我們要站穩
[00:14:42.640 --> 00:14:45.640]  如果我們在磨爛的日子
[00:14:45.640 --> 00:14:47.640]  希望能夠抵擋魔鬼
[00:14:47.640 --> 00:14:49.640]  是很慘,是很艱難
[00:14:49.640 --> 00:14:51.640]  很多的挑戰
[00:14:51.640 --> 00:14:52.640]  不知道怎麼去應付
[00:14:52.640 --> 00:14:55.640]  但是如果我們想能夠抵擋魔鬼
[00:14:55.640 --> 00:14:59.640]  就要將神所賜給我們的全副軍裝
[00:14:59.640 --> 00:15:02.640]  穿在我們的身上
[00:15:02.640 --> 00:15:04.640]  不要將神賜給我們的裝備
[00:15:04.640 --> 00:15:06.640]  放在一旁
[00:15:06.640 --> 00:15:08.640]  不去使用,不去處理
[00:15:08.640 --> 00:15:12.640]  整個裝備包括什麼?
[00:15:12.640 --> 00:15:16.640]  第一,用真理度大致速要
[00:15:16.640 --> 00:15:19.640]  我有皮帶
[00:15:19.640 --> 00:15:20.640]  不過不是打仗
[00:15:20.640 --> 00:15:22.640]  所以我今天穿得很斯文
[00:15:22.640 --> 00:15:23.640]  如果打仗的時候
[00:15:23.640 --> 00:15:25.640]  腰帶很重要
[00:15:25.640 --> 00:15:27.640]  以前的配件是不是放在這裡
[00:15:27.640 --> 00:15:30.640]  兵手一邊左一邊右
[00:15:30.640 --> 00:15:32.640]  水,糧食,各樣的東西
[00:15:32.640 --> 00:15:34.640]  如果沒有腰帶
[00:15:34.640 --> 00:15:35.640]  你要打仗的時候
[00:15:35.640 --> 00:15:37.640]  就不能夠手到拿來
[00:15:37.640 --> 00:15:38.640]  是不是?
[00:15:38.640 --> 00:15:39.640]  如果有看武學片的話
[00:15:39.640 --> 00:15:40.640]  你更加知道
[00:15:40.640 --> 00:15:41.640]  有沒有看黃飛鴻
[00:15:41.640 --> 00:15:43.640]  打仗的時候還有什麼?
[00:15:43.640 --> 00:15:44.640]  穿上長衣
[00:15:44.640 --> 00:15:45.640]  摺在腰上
[00:15:45.640 --> 00:15:46.640]  為什麼?
[00:15:46.640 --> 00:15:47.640]  扎著腰
[00:15:47.640 --> 00:15:48.640]  靈活一點
[00:15:48.640 --> 00:15:50.640]  你才可以打仗
[00:15:50.640 --> 00:15:52.640]  所以腰帶很重要
[00:15:52.640 --> 00:15:55.640]  我們用什麼做腰帶?
[00:15:55.640 --> 00:15:57.640]  真理
[00:15:57.640 --> 00:16:01.640]  用真理做腰帶去促腰
[00:16:01.640 --> 00:16:04.640]  真理就是代表
[00:16:04.640 --> 00:16:06.640]  神透過聖經
[00:16:06.640 --> 00:16:07.640]  透過傳導人
[00:16:07.640 --> 00:16:08.640]  給我們的教導
[00:16:08.640 --> 00:16:09.640]  聖經的真理
[00:16:09.640 --> 00:16:10.640]  用神的話
[00:16:10.640 --> 00:16:11.640]  用神的真理
[00:16:11.640 --> 00:16:13.640]  去對抗虛謊
[00:16:13.640 --> 00:16:18.640]  去對抗那些似是而非的言論
[00:16:18.640 --> 00:16:20.640]  很多時候
[00:16:20.640 --> 00:16:23.640]  聖經說的是說謊的始祖
[00:16:23.640 --> 00:16:25.640]  用謊言來欺騙我們
[00:16:25.640 --> 00:16:27.640]  攻擊我們
[00:16:27.640 --> 00:16:29.640]  大家有沒有聽過
[00:16:29.640 --> 00:16:31.640]  你的同事跟你們說
[00:16:31.640 --> 00:16:32.640]  你上班
[00:16:32.640 --> 00:16:33.640]  你的職場
[00:16:33.640 --> 00:16:34.640]  你的同事說
[00:16:34.640 --> 00:16:36.640]  這是上面的決定
[00:16:36.640 --> 00:16:37.640]  不關我的事
[00:16:37.640 --> 00:16:39.640]  我執行的
[00:16:39.640 --> 00:16:41.640]  有沒有聽過?
[00:16:41.640 --> 00:16:43.640]  所以他怎麼做都無所謂
[00:16:43.640 --> 00:16:44.640]  頭要這樣做
[00:16:44.640 --> 00:16:46.640]  我是執行的
[00:16:46.640 --> 00:16:49.640]  只要能夠交差
[00:16:49.640 --> 00:16:51.640]  只要能夠交差
[00:16:51.640 --> 00:16:52.640]  用什麼方法都不要緊
[00:16:52.640 --> 00:16:54.640]  最重要是要搞定它
[00:16:54.640 --> 00:16:55.640]  有沒有聽過
[00:16:55.640 --> 00:16:56.640]  上班的時候
[00:16:56.640 --> 00:16:58.640]  不要想太多
[00:16:58.640 --> 00:16:59.640]  不用計劃的
[00:16:59.640 --> 00:17:00.640]  做了再說
[00:17:00.640 --> 00:17:01.640]  逼到你了
[00:17:01.640 --> 00:17:02.640]  哪有時間想
[00:17:02.640 --> 00:17:03.640]  做了再說
[00:17:03.640 --> 00:17:08.640]  聖經怎麼說?
[00:17:08.640 --> 00:17:10.640]  聖經怎麼教我們?
[00:17:10.640 --> 00:17:13.640]  你們作僕人的
[00:17:13.640 --> 00:17:16.640]  不要只著眼前的侍奉
[00:17:16.640 --> 00:17:18.640]  像是做曲人看的
[00:17:18.640 --> 00:17:22.640]  總要全心誠實
[00:17:22.640 --> 00:17:24.640]  更加要敬畏神
[00:17:24.640 --> 00:17:27.640]  聽上去似乎很有道理
[00:17:27.640 --> 00:17:29.640]  但其實是推卸責任
[00:17:29.640 --> 00:17:31.640]  不做計劃
[00:17:31.640 --> 00:17:33.640]  為了應付工作
[00:17:33.640 --> 00:17:35.640]  而去做工作
[00:17:35.640 --> 00:17:37.640]  這個不是神給我們的教導
[00:17:37.640 --> 00:17:39.640]  大家有沒有聽過
[00:17:39.640 --> 00:17:41.640]  我不知道你兒子多大
[00:17:41.640 --> 00:17:44.640]  我兒子這麼小
[00:17:44.640 --> 00:17:45.640]  當然會鬧彆扭
[00:17:45.640 --> 00:17:47.640]  長大一點就不會了
[00:17:47.640 --> 00:17:49.640]  有沒有聽過
[00:17:49.640 --> 00:17:51.640]  就讓他鬧彆扭
[00:17:51.640 --> 00:17:55.640]  很多父母又覺得
[00:17:55.640 --> 00:17:58.640]  現在世界艱難
[00:17:58.640 --> 00:18:00.640]  千萬不要輸在起跑時
[00:18:00.640 --> 00:18:02.640]  這個大家已經聽很久了
[00:18:02.640 --> 00:18:05.640]  所以兒子放學之後
[00:18:05.640 --> 00:18:07.640]  又要學一樣學那樣
