
[00:00:00.000 --> 00:00:02.140]  各位大英姊妹,新年快樂!
[00:01:54.960 --> 00:01:56.400]  他們是母後代,
[00:01:56.400 --> 00:02:00.520]  因為聖經說薩萊是不生育的,
[00:02:00.520 --> 00:02:05.200]  不育在古代近東的地方的文化裡面,
[00:02:05.200 --> 00:02:07.800]  是一個恥辱來的,
[00:02:07.800 --> 00:02:10.520]  因為他們覺得沒有孩子,
[00:02:10.520 --> 00:02:14.440]  代表他們是沒有神的庇佑,
[00:02:14.440 --> 00:02:20.640]  所以對他們來說是一個很重要的東西,
[00:02:20.640 --> 00:02:21.920]  他們的渴望,
[00:02:21.920 --> 00:02:24.320]  他們也很希望他們有個後代,
[00:02:24.320 --> 00:02:27.200]  但是他們已經年老了。
[00:02:27.200 --> 00:02:29.600]  在走上這個祝福的路之前,
[00:02:29.600 --> 00:02:33.120]  在《創世紀》十一章三十一節,
[00:02:33.120 --> 00:02:35.280]  就記載了一段經文,
[00:02:35.280 --> 00:02:38.960]  就是說他爸爸他拉帶著阿伯蘭,
[00:02:38.960 --> 00:02:40.880]  帶著孫羅德,
[00:02:40.880 --> 00:02:46.680]  還有薩萊他們走出去離開吾爾,
[00:02:46.680 --> 00:02:50.120]  去到哈蘭居住,
[00:02:50.120 --> 00:02:52.280]  雖然聖經沒有說明,
[00:02:52.280 --> 00:02:54.240]  但是有機會有可能,
[00:02:54.240 --> 00:02:59.520]  其實他拉和阿伯蘭都聽到神的呼召,
[00:02:59.520 --> 00:03:03.280]  是要他們離開吾爾去展開一個旅程,
[00:03:03.280 --> 00:03:06.640]  但是他們去到哈蘭的地方就停下了,
[00:03:06.640 --> 00:03:09.840]  而在《使徒行傳》的七章二到四節那裡,
[00:03:09.840 --> 00:03:11.080]  有很多人說,
[00:03:11.080 --> 00:03:13.080]  阿伯拉罕就是阿伯蘭,
[00:03:13.080 --> 00:03:14.920]  在未住哈蘭的時候,
[00:03:14.920 --> 00:03:17.040]  就是他在吾爾的時候,
[00:03:17.040 --> 00:03:19.200]  榮耀的神就向他顯然,
[00:03:19.200 --> 00:03:20.320]  就跟他說,
[00:03:20.320 --> 00:03:23.040]  要他離開他的本地和親族,
[00:03:23.040 --> 00:03:25.520]  要去到他指示的地方,
[00:03:25.520 --> 00:03:28.080]  然後就不知道那裡在哪裡,
[00:03:28.080 --> 00:03:30.520]  但是當時他就和他拉,
[00:03:30.520 --> 00:03:31.960]  就是他爸爸一起,
[00:03:31.960 --> 00:03:35.000]  就停留了在哈蘭這個地方,
[00:03:35.000 --> 00:03:37.400]  就停下了。
[00:03:37.400 --> 00:03:40.720]  哈蘭和吾爾這兩個地方,
[00:03:40.720 --> 00:03:43.360]  都有很相同的地方,
[00:03:43.360 --> 00:03:47.360]  就是他們都是一個拜偶像的地方,
[00:03:47.360 --> 00:03:52.440]  而哈蘭是因為拜月亮而出名的。
[00:03:52.440 --> 00:03:55.320]  今天我們正式看的經文就是,
[00:03:55.320 --> 00:03:58.640]  《創世紀》十二章一到三節,
[00:03:58.640 --> 00:04:02.320]  是阿伯蘭七十五歲的時候神呼召他,
[00:04:02.320 --> 00:04:04.800]  頭的三節是說什麼呢?
[00:04:04.800 --> 00:04:06.280]  請大家幫我讀,好嗎?
[00:04:06.280 --> 00:04:09.680]  1、2、3,夜禍話對阿伯蘭說:
[00:04:35.680 --> 00:04:37.000]  謝謝!
[00:04:37.000 --> 00:04:39.800]  那夜禍話呼召阿伯蘭的時候,
[00:04:39.800 --> 00:04:41.840]  他是面對著兩樣東西,
[00:04:41.840 --> 00:04:44.680]  第一樣就是神的命令,
[00:04:44.680 --> 00:04:48.760]  第二樣就是他收到神的應許,
[00:04:48.760 --> 00:04:51.480]  那命令他是要離開,
[00:04:51.480 --> 00:04:56.240]  然後那個應許是上帝會賜福給他。
[00:04:56.240 --> 00:04:59.800]  那夜禍話的命令是什麼呢?
[00:04:59.800 --> 00:05:04.720]  他就說你要離開本地本族,
[00:05:04.720 --> 00:05:08.560]  你的父家去到我所指示你的地方,
[00:05:08.560 --> 00:05:11.240]  本地就是他的故鄉,
[00:05:11.240 --> 00:05:14.640]  本族就是他和親屬住的地方,
[00:05:14.640 --> 00:05:16.840]  父家就是他自己的房子,
[00:05:16.840 --> 00:05:19.280]  他的居所,他的祖家,
[00:05:19.280 --> 00:05:21.760]  他所有的嫡親,他要離開,
[00:05:21.760 --> 00:05:27.280]  這個關係是由遠到近越做越靠近的,
[00:05:27.280 --> 00:05:28.720]  要一個改變,
[00:05:28.720 --> 00:05:30.640]  是由外在環境改變,
[00:05:30.640 --> 00:05:33.120]  他的人際關係要改變,
[00:05:33.120 --> 00:05:36.720]  而最深層的價值觀都要改變,
[00:05:36.720 --> 00:05:38.200]  神要他離開,
[00:05:38.200 --> 00:05:41.040]  目的就是要帶他去一個新的地方,
[00:05:41.040 --> 00:05:45.160]  那當阿伯蘭他願意聽從神的吩咐離開的時候,
[00:05:45.160 --> 00:05:49.880]  神說他要得著神上帝而來的祝福。
[00:05:49.880 --> 00:05:53.000]  其實離開是否容易呢?
[00:05:53.000 --> 00:05:57.960]  不容易,離開一個熟悉的地方其實是很不容易,
[00:05:57.960 --> 00:06:00.960]  特別是當年在古代的時候,
[00:06:00.960 --> 00:06:05.040]  離開他的本族是很容易被人排斥,
[00:06:05.040 --> 00:06:08.800]  會被殺害,會被攻擊,
[00:06:08.800 --> 00:06:11.440]  並且他說他離開他的本地,
[00:06:11.440 --> 00:06:13.880]  即是說他原本有的承繼權,
[00:06:13.880 --> 00:06:17.720]  他的地土的承繼權他都要放棄,
[00:06:17.720 --> 00:06:19.800]  那他就一無所有了,
[00:06:19.800 --> 00:06:22.040]  那他靠甚麼生活呢?
[00:06:22.040 --> 00:06:24.400]  原來當我們,
[00:06:24.400 --> 00:06:28.840]  當他收到神的吩咐的時候,
[00:06:28.840 --> 00:06:32.080]  他一定要對神很有信心,
[00:06:32.080 --> 00:06:36.120]  才可以走出這個行道。
[00:06:36.120 --> 00:06:39.520]  丁小妹,如果是你聽到神的呼召,
[00:06:39.520 --> 00:06:42.880]  你對神會不會有大信心?
[00:06:42.880 --> 00:06:46.320]  叫我們連根拔起這樣走,
[00:06:46.320 --> 00:06:49.000]  你會不會有掙扎呢?
[00:06:49.000 --> 00:06:52.760]  大家我們今天的安全感是來自甚麼?
[00:06:52.760 --> 00:06:55.920]  會不會是你的屋?
[00:06:55.920 --> 00:06:59.160]  你剛剛建立了的事業,
[00:06:59.160 --> 00:07:01.880]  你儲蓄的錢,你的財富,
[00:07:01.880 --> 00:07:03.760]  就是你的安全感呢?
[00:07:03.760 --> 00:07:06.160]  你的朋友,我們今天的弟兄姊妹,
[00:07:06.160 --> 00:07:08.040]  就是我們的安全感,
[00:07:08.040 --> 00:07:09.960]  還是神呢?
[00:07:09.960 --> 00:07:11.320]  新的地方在哪裏?
[00:07:11.320 --> 00:07:13.280]  神將要帶亞伯蘭去哪裏?
[00:07:13.280 --> 00:07:15.160]  那個地方的細節是怎樣?
[00:07:15.160 --> 00:07:16.920]  怎樣去?那裏有甚麼特色?
[00:07:16.920 --> 00:07:18.640]  有甚麼好?有甚麼特點?
[00:07:18.640 --> 00:07:20.520]  祂在哪裏?
[00:07:20.520 --> 00:07:23.680]  希伯來書十一章八字那裏告訴我們,
[00:07:23.680 --> 00:07:26.960]  祂說祂還未知道的時候,
[00:07:26.960 --> 00:07:29.080]  祂就出去了,
[00:07:29.080 --> 00:07:31.680]  雖然祂不知道祂要去哪裏,
[00:07:31.680 --> 00:07:34.040]  但是祂清楚知道,
[00:07:34.040 --> 00:07:36.680]  吩咐祂的是哪一個,
[00:07:36.680 --> 00:07:40.160]  所以祂就以一個信靠馴服的心,
[00:07:40.160 --> 00:07:44.320]  離開祂一個很熟悉的舒適區,
[00:07:44.320 --> 00:07:47.560]  就踏出一個很模糊不清,
[00:07:47.560 --> 00:07:49.120]  很不肯定的旅程,
[00:07:49.120 --> 00:07:52.360]  祂就走了,
[00:07:52.360 --> 00:07:53.800]  離開一個地方,
[00:07:53.800 --> 00:07:56.680]  其實不只是離開地,
[00:07:56.680 --> 00:07:59.000]  而是應用在我們今天的生命上,
[00:07:59.000 --> 00:08:01.760]  是有意思的,
[00:08:01.760 --> 00:08:03.880]  我認識當中有些人,
[00:08:03.880 --> 00:08:05.880]  我們試過出去外國讀書,
[00:08:05.880 --> 00:08:07.520]  然後回來,
[00:08:07.520 --> 00:08:09.560]  在我過年的時候,
[00:08:09.560 --> 00:08:12.080]  我有親戚告訴我,
[00:08:12.080 --> 00:08:13.440]  未來八月份,
[00:08:13.440 --> 00:08:17.120]  他又要離開香港移民去加拿大,
[00:08:17.120 --> 00:08:18.880]  我不斷跟阿南他們說,
[00:08:18.880 --> 00:08:22.160]  我的親戚一個一個都飛走了,
[00:08:22.160 --> 00:08:25.840]  離開不是說只是一個地,
[00:08:25.840 --> 00:08:28.280]  原來順便提醒我們的離開,
[00:08:28.280 --> 00:08:31.360]  是離開一些我們未信主的時候,
[00:08:31.360 --> 00:08:33.720]  那種的生活方式,
[00:08:33.720 --> 00:08:35.120]  我們的生命,
[00:08:35.120 --> 00:08:36.800]  我們的人際關係,
[00:08:36.800 --> 00:08:38.400]  我們的價值觀,
[00:08:38.400 --> 00:08:39.840]  我們的思想,
[00:08:39.840 --> 00:08:42.840]  我們的思維習慣喜好,
[00:08:42.840 --> 00:08:46.320]  都要離開,
[00:08:46.320 --> 00:08:48.440]  在這裏跟大家分享一下,
[00:08:48.440 --> 00:08:51.080]  我未信主之前是怎樣的好嗎?
[00:08:51.080 --> 00:08:53.560]  因為快到新年了,
[00:08:53.560 --> 00:08:54.920]  新年尾了,
[00:08:54.920 --> 00:08:57.120]  今天大年初七,
[00:08:57.120 --> 00:08:59.600]  大家開工了嗎?
[00:08:59.600 --> 00:09:02.000]  你們上班的開工了嗎?
[00:09:02.000 --> 00:09:05.560]  可能有些人下個星期一才開工,
[00:09:05.560 --> 00:09:08.680]  我舊底開工的時候,
[00:09:08.680 --> 00:09:13.040]  我會看看那些是好日子,
[00:09:13.040 --> 00:09:14.560]  開工大吉,
[00:09:14.560 --> 00:09:17.000]  你們有沒有試過?
[00:09:17.000 --> 00:09:18.240]  沒我那麼頑皮吧?
[00:09:18.240 --> 00:09:20.520]  我就想分享一下我未信主之前,
[00:09:20.520 --> 00:09:24.160]  我有給大家8的,
[00:09:24.160 --> 00:09:28.040]  我會封利是給自己,
[00:09:28.040 --> 00:09:29.280]  在利是裏面,
[00:09:29.280 --> 00:09:31.640]  我會放一些東西,
[00:09:31.640 --> 00:09:34.160]  今天帶來了,
[00:09:34.160 --> 00:09:35.200]  大家看到嗎?
[00:09:35.200 --> 00:09:36.880]  比較難看,
[00:09:36.880 --> 00:09:37.960]  我會放,
[00:09:37.960 --> 00:09:38.880]  有沒有放到?
[00:09:38.880 --> 00:09:40.080]  好,
[00:09:40.080 --> 00:09:44.040]  我會放一個兩元,
[00:09:44.040 --> 00:09:46.560]  然後又放一個兩毫子,
[00:09:46.560 --> 00:09:49.480]  放在利是封那裏,
[00:09:49.480 --> 00:09:52.640]  我會封利是給自己開工,
[00:09:52.640 --> 00:09:53.720]  封了之後,
[00:09:53.720 --> 00:09:58.360]  我會把它放在我公司桌子的抽屜底,
[00:09:58.360 --> 00:10:00.600]  我的寓意是什麼呢?
[00:10:00.600 --> 00:10:02.720]  我會說,
[00:10:02.720 --> 00:10:05.840]  無論是今年我遇到的大事情,
[00:10:05.840 --> 00:10:06.920]  小事情,
[00:10:06.920 --> 00:10:08.720]  還是我遇到的大客,
[00:10:08.720 --> 00:10:10.320]  還是小客,
[00:10:10.320 --> 00:10:12.720]  我都會覺得一切都會很順利,
[00:10:12.720 --> 00:10:13.480]  很如意,
[00:10:13.480 --> 00:10:14.200]  很容易,
[00:10:14.200 --> 00:10:16.960]  所以我會特意用二毫和二元,
[00:10:16.960 --> 00:10:19.760]  放在抽屜底那裏,
[00:10:19.760 --> 00:10:20.720]  自己給自己,
[00:10:20.720 --> 00:10:24.080]  還要選一個最大吉大利的利是封,
[00:10:24.080 --> 00:10:26.760]  就會覺得平平安安,
[00:10:26.760 --> 00:10:28.640]  很安樂,
[00:10:28.640 --> 00:10:32.920]  這個就是微信注之前的我,
[00:10:32.920 --> 00:10:34.600]  頭一年放的時候,
[00:10:34.600 --> 00:10:36.880]  我覺得自己發問得挺好,
[00:10:36.880 --> 00:10:39.000]  那一年好像挺順利,
[00:10:39.000 --> 00:10:41.680]  那些客人都不錯,
[00:10:41.680 --> 00:10:44.480]  然後第二年這樣放不放?
[00:10:44.480 --> 00:10:46.320]  放吧,
[00:10:46.320 --> 00:10:49.560]  大家放聲回應一下就可以了,
[00:10:49.560 --> 00:10:51.640]  我是真的會這樣做的,
[00:10:51.640 --> 00:10:52.760]  我放,
[00:10:52.760 --> 00:10:54.280]  因為上年順利嘛,
[00:10:54.280 --> 00:10:55.720]  那就放吧,
[00:10:55.720 --> 00:10:56.720]  放完之後,
[00:10:56.720 --> 00:10:58.880]  那一年未必真的那麼順利,
[00:10:58.880 --> 00:11:01.000]  有一點點不順利的時候,
[00:11:01.000 --> 00:11:02.000]  我就覺得,
[00:11:02.000 --> 00:11:04.880]  幸好放了一封利是在裡面,
[00:11:04.880 --> 00:11:07.200]  鎮住了,
[00:11:07.200 --> 00:11:09.200]  所以第三年放不放?
[00:11:09.200 --> 00:11:10.880]  那我又放,
[00:11:10.880 --> 00:11:12.560]  第四年又放,
[00:11:12.560 --> 00:11:13.680]  如是者,
[00:11:13.680 --> 00:11:15.720]  年復年這樣放,
[00:11:15.720 --> 00:11:19.720]  去到有一年忘記了唱定兩蚊兩號,
[00:11:19.720 --> 00:11:24.720]  你覺得我會怎樣?
[00:11:24.720 --> 00:11:25.720]  囉囉亂亂,
[00:11:25.720 --> 00:11:26.200]  是呀,
[00:11:26.200 --> 00:11:27.560]  多謝大家,
[00:11:27.560 --> 00:11:30.200]  簡直是不安樂啦,
[00:11:30.200 --> 00:11:32.840]  我又忘記唱了這樣,
[00:11:32.840 --> 00:11:34.800]  我現在順著我回去回望,
[00:11:34.800 --> 00:11:35.920]  我就知道,
[00:11:35.920 --> 00:11:38.160]  原來這些叫做久而久之,
[00:11:38.160 --> 00:11:39.920]  從小開始,
[00:11:39.920 --> 00:11:41.760]  我就開始變了怎樣?
[00:11:41.760 --> 00:11:43.280]  被合掣了,
[00:11:43.280 --> 00:11:44.360]  我現在懂得說,
[00:11:44.360 --> 00:11:46.360]  以前不知道,
[00:11:46.360 --> 00:11:47.080]  又呢,
[00:11:47.080 --> 00:11:49.760]  大家上班的時候,
[00:11:49.760 --> 00:11:50.800]  開了工那些,
[00:11:50.800 --> 00:11:52.840]  不知道你有沒有經歷,
[00:11:52.840 --> 00:11:55.520]  總有些同事告訴你,
[00:11:55.520 --> 00:11:57.400]  薪水金多寶呀,
[00:11:57.400 --> 00:11:57.920]  是嗎?
[00:11:57.920 --> 00:11:59.520]  大家有沒有聽過?
[00:11:59.520 --> 00:12:01.040]  大家幫我放一放,
[00:12:01.040 --> 00:12:02.440]  看不到的媽媽,
[00:12:02.440 --> 00:12:04.120]  這個是今年,
[00:12:04.120 --> 00:12:06.040]  年初五那天,
[00:12:06.040 --> 00:12:08.640]  我原本在預備這一篇東西的時候,
[00:12:08.640 --> 00:12:10.200]  忽然間聽到一個電視機說,
[00:12:10.200 --> 00:12:12.400]  我自己都放大了一隻耳朵,
[00:12:12.400 --> 00:12:16.080]  他說,他說什麼呢?他說,
[00:12:16.080 --> 00:12:17.760]  十塊錢一票,
[00:12:17.760 --> 00:12:20.640]  就可以獨中八千萬,這樣,
[00:12:20.640 --> 00:12:23.280]  那時候我又這樣,
[00:12:23.280 --> 00:12:25.640]  十塊錢獲八千萬,
[00:12:25.640 --> 00:12:27.000]  我第一個反應就是,
[00:12:27.000 --> 00:12:29.400]  咦,都真是有點通脹,
[00:12:29.400 --> 00:12:31.680]  因為小妹小時候,
[00:12:31.680 --> 00:12:33.000]  那部電影寫著什麼呢?
[00:12:33.000 --> 00:12:34.840]  它是橫財三千萬,
[00:12:34.840 --> 00:12:38.080]  現在一變就變成八千萬了,這樣,
[00:12:38.080 --> 00:12:40.800]  我第一個時間就想起這件事,
[00:12:40.800 --> 00:12:43.000]  那部電影寫著,我上班的時候,
[00:12:43.000 --> 00:12:44.600]  我是做銀行的,
[00:12:44.600 --> 00:12:45.640]  我的同事就會跟我說,
[00:12:45.640 --> 00:12:46.400]  喂,喂,喂,
[00:12:46.400 --> 00:12:47.600]  這麼多寶呀,
[00:12:47.600 --> 00:12:50.920]  你夾錢買六合彩吧,是嗎?
[00:12:50.920 --> 00:12:52.680]  我不知道大家有沒有遇過,
[00:12:52.680 --> 00:12:54.800]  如果當我們信了主之後,
[00:12:54.800 --> 00:12:55.920]  有沒有同事跟你說,
[00:12:55.920 --> 00:12:58.000]  喂,夾一下吧,這樣,
[00:12:58.000 --> 00:13:00.640]  那可能你會跟同事說,
[00:13:00.640 --> 00:13:02.800]  不好意思啦,我不夾啦,
[00:13:02.800 --> 00:13:04.760]  是因為我信了主,
[00:13:04.760 --> 00:13:09.240]  那我就不參與這些賭的東西,
[00:13:09.240 --> 00:13:11.320]  可能都可以中獎,
[00:13:11.320 --> 00:13:14.240]  如果那個是你老闆呢?
[00:13:14.240 --> 00:13:17.320]  唉,
[00:13:17.320 --> 00:13:19.400]  還是你好像我這樣,
[00:13:19.400 --> 00:13:22.240]  一聽到說十元賭八千萬,
[00:13:22.240 --> 00:13:23.960]  醒一醒,
[00:13:23.960 --> 00:13:29.440]  其實會不會有機會是我們自己想中獎呢?
[00:13:29.440 --> 00:13:34.440]  神叫我們要離開,
[00:13:34.440 --> 00:13:38.160]  離開一些我們舊有的思想,
[00:13:38.160 --> 00:13:41.720]  我們的價值觀,
[00:13:41.720 --> 00:13:44.600]  我們有些價值觀可能明知逃逃,
[00:13:44.600 --> 00:13:46.920]  聖經雙違背,
[00:13:46.920 --> 00:13:51.800]  有沒有什麼是我們知而又未離開,
[00:13:51.800 --> 00:13:53.800]  隨舊迎新,
[00:13:53.800 --> 00:13:56.800]  大家過年的時候有沒有為自己立志,
[00:13:56.800 --> 00:13:59.200]  我希望神今年幫助我們,
[00:13:59.200 --> 00:14:01.320]  勝過什麼,救我,
[00:14:01.320 --> 00:14:03.520]  不要什麼呢?
[00:14:03.520 --> 00:14:05.120]  金錢,權力和性,
[00:14:05.120 --> 00:14:09.600]  三方面,是二人最大三個試探,
[00:14:09.600 --> 00:14:13.800]  當我們知道神要我們離開什麼的時候,
[00:14:13.800 --> 00:14:16.560]  當我們願意離開的時候,
[00:14:16.560 --> 00:14:21.360]  我們要踏上一個經歷神祝福的旅程,
[00:14:21.360 --> 00:14:24.360]  第二第三節是講神的應許,
[00:14:24.360 --> 00:14:27.240]  剛才大家幫我讀了,
[00:14:27.240 --> 00:14:35.360]  神說當阿伯蘭出去離開這些東西的時候,
[00:14:35.360 --> 00:14:39.000]  祂說祂要賜福給他,
[00:14:39.000 --> 00:14:41.640]  祝福有很多方面,
[00:14:41.640 --> 00:14:43.440]  要成為大國,
[00:14:43.440 --> 00:14:45.120]  要賜福給你,
[00:14:45.120 --> 00:14:47.400]  要叫你名為大,
[00:14:47.400 --> 00:14:51.320]  也要叫你使別人得福,
[00:14:51.320 --> 00:14:54.320]  為你祝福的,神要祝福他,
[00:14:54.320 --> 00:14:57.440]  奏助你的,神也會奏助他,
[00:14:57.440 --> 00:15:03.840]  地上的萬族都要因你得福,
[00:15:03.840 --> 00:15:07.160]  成為大國,叫你的名為大,
[00:15:07.160 --> 00:15:12.000]  剛才我說當阿伯蘭聽到這個呼召的時候,
[00:15:12.000 --> 00:15:13.840]  他多少歲?
[00:15:13.840 --> 00:15:15.120]  七十五歲,
[00:15:15.120 --> 00:15:17.640]  他沒有什麼?
[00:15:17.640 --> 00:15:19.240]  沒有兒子,
[00:15:19.240 --> 00:15:21.760]  但是他說他要成為大國,
[00:15:21.760 --> 00:15:24.360]  叫他的名為大,
[00:15:24.360 --> 00:15:27.040]  不單止他的後裔多,
[00:15:27.040 --> 00:15:29.880]  他還要可以成為一個國家,
[00:15:29.880 --> 00:15:32.240]  還要是一個大國,
[00:15:32.240 --> 00:15:34.280]  有沒有可能?
[00:15:34.280 --> 00:15:35.200]  大家有沒有想過,
[00:15:35.200 --> 00:15:37.400]  有時候我們看聖經的東西,
[00:15:37.400 --> 00:15:40.200]  你有沒有覺得神的能力究竟可以大到怎樣?
[00:15:40.200 --> 00:15:44.440]  那些東西是有沒有可能的呢?
[00:15:44.440 --> 00:15:47.000]  大家後來就知道了,
[00:15:47.000 --> 00:15:51.840]  阿伯拉罕這個名字叫做信心之父,
[00:15:51.840 --> 00:15:55.080]  劉芳百世,
[00:15:55.080 --> 00:15:58.760]  在聖經裏面阿伯拉罕的名字有很多,
[00:15:58.760 --> 00:16:02.800]  多國的父,先知,尊大的王子,
[00:16:02.800 --> 00:16:06.840]  神的僕人,神的朋友,
[00:16:06.840 --> 00:16:10.880]  並且他的後裔是有以撒,
[00:16:10.880 --> 00:16:12.440]  他的孫是雅各,
[00:16:12.440 --> 00:16:14.160]  後來改名叫以色列,
[00:16:14.160 --> 00:16:18.480]  然後十二個支派都是他的下一代,
[00:16:18.480 --> 00:16:20.640]  連我們救主耶穌基督,
[00:16:20.640 --> 00:16:22.920]  都是他的後裔,
[00:16:22.920 --> 00:16:26.160]  神的應許是信實的,
[00:16:26.160 --> 00:16:28.640]  是嗎?
[00:16:28.640 --> 00:16:29.960]  弟兄姊妹,
[00:16:29.960 --> 00:16:34.000]  你有沒有覺得我們即稱的弟兄姊妹,
[00:16:34.000 --> 00:16:38.320]  那我初出茅廬,做一個職員,
[00:16:38.320 --> 00:16:41.920]  或者我是家庭主婦,
[00:16:41.920 --> 00:16:45.280]  這些成為大國,叫我們的名字為大,
[00:16:45.280 --> 00:16:48.680]  跟我有什麼關係?
[00:16:48.680 --> 00:16:50.960]  我都未結婚,我都沒有子女,
[00:16:50.960 --> 00:16:53.880]  跟我有什麼關係?
[00:16:53.880 --> 00:16:57.080]  但是原來我們可以在兩個層面裏面,
[00:16:57.080 --> 00:16:59.880]  都給神祝福,
[00:16:59.880 --> 00:17:01.960]  屬靈的層面上,
[00:17:01.960 --> 00:17:04.800]  我們可以多結一些果子,
[00:17:04.800 --> 00:17:09.200]  神祝福我們要帶身邊很多不同的人去信耶穌,
[00:17:09.200 --> 00:17:12.800]  你有你的朋友,你有舊同學,你的同事,
[00:17:12.800 --> 00:17:15.920]  你可以帶他們去信耶穌,
[00:17:15.920 --> 00:17:18.200]  並且生養眾多,
[00:17:18.200 --> 00:17:20.920]  建立你信徒的下一代,
[00:17:20.920 --> 00:17:24.120]  在屬世方面當我們按照聖經的吩咐,
[00:17:24.120 --> 00:17:26.320]  我們做好的僕人,好的員工,
[00:17:26.320 --> 00:17:29.840]  我們跟我們的老闆有很好的關係,
[00:17:29.840 --> 00:17:31.800]  我們盡忠職守的時候,
[00:17:31.800 --> 00:17:36.240]  我們一定會見到神的祝福會在我們的工作裏面,
[00:17:36.240 --> 00:17:40.080]  因為提升人的,是上帝。
[00:17:40.080 --> 00:17:43.560]  我想跟大家介紹一本書,
[00:17:43.560 --> 00:17:46.080]  這本書叫做《同行》,
[00:17:46.080 --> 00:17:52.360]  我在這裏拍攝了其中一些不同主角的故事,
[00:17:52.360 --> 00:17:56.200]  因為這一班都是年輕人,
[00:17:56.200 --> 00:18:01.640]  直稱《同行》這本書是我們教會其中一個弟兄出版的書,
[00:18:01.640 --> 00:18:05.960]  他是一個保險業界的人生顧問,
[00:18:05.960 --> 00:18:12.040]  在他栽培這些保險業界的同事的時候,
[00:18:12.040 --> 00:18:15.560]  他經歷了很多不同很豐盛的故事,
[00:18:15.560 --> 00:18:18.760]  而他們在保險業,大家都會知道,
[00:18:18.760 --> 00:18:22.720]  其實競爭很大,要找客人,
[00:18:22.720 --> 00:18:25.520]  但他們從來都不用搶單,
[00:18:25.520 --> 00:18:28.880]  後來他發現其中一位叫Louis,
[00:18:28.880 --> 00:18:33.160]  你看見他穿上西裝,原來他得獎,
[00:18:33.160 --> 00:18:37.960]  他說當時我開始重新去正視我的生命,
[00:18:37.960 --> 00:18:42.280]  就發現原來人生有上帝是一個關鍵,
[00:18:42.280 --> 00:18:45.480]  他們很年輕,個個都不過三十歲,
[00:18:45.480 --> 00:18:53.120]  但當他們跟隨隨神的方法去營運他們的生意的時候,
[00:18:53.120 --> 00:18:54.400]  神會祝福,
[00:18:54.400 --> 00:18:59.400]  他說我初出馬路,我是一個小小的管理層,
[00:18:59.400 --> 00:19:02.440]  我帶著一隊隊伍,大家都不太認識,
[00:19:02.440 --> 00:19:05.360]  但他靠著神的恩典去賺,
[00:19:05.360 --> 00:19:10.600]  結果他得到認同HKMA的獎項,
[00:19:10.600 --> 00:19:17.160]  你有興趣的可以拿這本書來看看,
[00:19:17.160 --> 00:19:20.640]  接著神說他要賜福給你,
[00:19:20.640 --> 00:19:24.720]  這是一個充滿恩典的宣言,
[00:19:24.720 --> 00:19:28.880]  阿伯蘭原本他的前景很灰暗,很絕望,
[00:19:28.880 --> 00:19:32.680]  因為他太太不生,他沒有後代,
