
[00:00:00.000 --> 00:00:04.000]  最近香港的文化博物館有一個展覽
[00:04:46.000 --> 00:04:49.000]  這本書就以啟示錄來命名
[00:04:49.000 --> 00:04:54.000]  啟示這個字的意思就是揭開 揭示
[00:04:54.000 --> 00:04:56.000]  就是將一些隱藏了的
[00:04:56.000 --> 00:04:59.000]  本來看不到的東西揭開出來
[00:04:59.000 --> 00:05:01.000]  讓人來看到
[00:05:01.000 --> 00:05:03.000]  這一節的經文也告訴我們
[00:05:03.000 --> 00:05:07.000]  啟示的來源是來自神的
[00:05:07.000 --> 00:05:12.000]  神要將必要拜成的事來指示他的僕人
[00:05:12.000 --> 00:05:15.000]  而寫這本書的就是約翰
[00:05:15.000 --> 00:05:19.000]  一般都相信這位約翰是耶穌的門徒
[00:05:19.000 --> 00:05:21.000]  是十二使徒之一
[00:05:21.000 --> 00:05:25.000]  也是寫約翰福音的那一位
[00:05:25.000 --> 00:05:28.000]  啟示這個字告訴我們
[00:05:28.000 --> 00:05:33.000]  啟示錄的寫作目的就是要揭開 揭示
[00:05:33.000 --> 00:05:39.000]  讓讀者看到一些本來被隱藏的訊息
[00:05:39.000 --> 00:05:41.000]  既然如此
[00:05:41.000 --> 00:05:44.000]  為什麼我們今天去看啟示錄的時候
[00:05:44.000 --> 00:05:46.000]  又好像怎麼看都看不明白呢?
[00:05:46.000 --> 00:05:49.000]  為什麼當中的訊息會這麼難解
[00:05:49.000 --> 00:05:52.000]  引起這麼多的討論呢?
[00:05:52.000 --> 00:05:59.000]  原來這和啟示錄所運用的寫作題材有關係
[00:05:59.000 --> 00:06:05.000]  啟示錄是屬於一種叫做啟示文學的題材
[00:06:05.000 --> 00:06:09.000]  啟示文學又或者叫做天啟文學
[00:06:09.000 --> 00:06:12.000]  這一類的文學作品
[00:06:12.000 --> 00:06:16.000]  是在公元前二百年至公元第一世紀
[00:06:16.000 --> 00:06:19.000]  這二三百年裡流行的
[00:06:19.000 --> 00:06:22.000]  這類作品其中有兩個主要的特色
[00:06:22.000 --> 00:06:26.000]  第一個特色就是它喜歡用數字
[00:06:26.000 --> 00:06:28.000]  和很多特別的景象
[00:06:28.000 --> 00:06:31.000]  一些超現實的場景
[00:06:31.000 --> 00:06:35.000]  來傳遞作者想要傳遞的訊息
[00:06:35.000 --> 00:06:38.000]  第二個特色就是這類作品
[00:06:38.000 --> 00:06:44.000]  是表達世界觀是善惡二元對立的世界觀
[00:06:44.000 --> 00:06:49.000]  這兩種善惡的力量不斷地來鬥爭
[00:06:49.000 --> 00:06:52.000]  古代的讀者,即聖經當代的讀者
[00:06:52.000 --> 00:06:55.000]  他們看這些聖經的時候
[00:06:55.000 --> 00:06:59.000]  其實他們是明白當中所說的東西
[00:06:59.000 --> 00:07:01.000]  但是今天我們會覺得
[00:07:01.000 --> 00:07:05.000]  對現代的讀者來說就不容易明白
[00:07:05.000 --> 00:07:09.000]  其實這個就好像今天我們說
[00:07:09.000 --> 00:07:11.000]  如果我說一畫六八九
[00:07:11.000 --> 00:07:13.000]  大家都知道我在說什麼
[00:07:13.000 --> 00:07:15.000]  又或者薯片
[00:07:15.000 --> 00:07:18.000]  大家都知道除了吃薯片之外
[00:07:18.000 --> 00:07:20.000]  另外的意思是什麼
[00:07:20.000 --> 00:07:22.000]  但是五百年之後的人
[00:07:22.000 --> 00:07:26.000]  他可能未必知道我們在說什麼
[00:07:26.000 --> 00:07:29.000]  這就好像啟示錄一樣
[00:07:29.000 --> 00:07:32.000]  他運用當中的意象
[00:07:32.000 --> 00:07:34.000]  象徵的數字
[00:07:34.000 --> 00:07:36.000]  當代的人是明白的
[00:07:36.000 --> 00:07:40.000]  但是今天我們看起來可能就有困難
[00:07:40.000 --> 00:07:46.000]  另外引用這本書的時代背景
[00:07:46.000 --> 00:07:48.000]  也是值得我們留意的
[00:07:48.000 --> 00:07:50.000]  我們一起讀這一節
[00:07:50.000 --> 00:07:53.000]  我約翰就是你們的弟兄
[00:07:53.000 --> 00:07:56.000]  和你們在耶穌的患難
[00:07:56.000 --> 00:07:59.000]  國道忍耐裡一同有份
[00:07:59.000 --> 00:08:04.000]  為神的道並為給耶穌作的見證
[00:08:04.000 --> 00:08:08.000]  曾在那名叫拔摩的海島上
[00:08:08.000 --> 00:08:13.000]  這裡就看到啟示錄有實際的對象
[00:08:13.000 --> 00:08:17.000]  這些對象就是在耶穌的患難國道忍耐裡
[00:08:17.000 --> 00:08:19.000]  一同有份的那些人
[00:08:19.000 --> 00:08:21.000]  到底這些人是什麼人呢
[00:08:21.000 --> 00:08:24.000]  我讀這一節
[00:08:24.000 --> 00:08:27.000]  你所看見的當寫在書上
[00:08:27.000 --> 00:08:32.000]  達與以弗所、士美那、別加摩、推亞推拉
[00:08:32.000 --> 00:08:37.000]  薩迪、菲拉鐵菲、魯底加那七個教會
[00:08:37.000 --> 00:08:43.000]  這裡看到啟示錄的對象就是七教會
[00:08:43.000 --> 00:08:45.000]  這裡所出現的
[00:08:45.000 --> 00:08:47.000]  在十一節這裡出現的這七個城市
[00:08:47.000 --> 00:08:52.000]  其實就是位於當時羅馬帝國的亞細亞省
[00:08:52.000 --> 00:09:01.000]  也就是今天的土耳其的小亞細亞半島
[00:09:01.000 --> 00:09:04.000]  就是這一帶的地方
[00:09:04.000 --> 00:09:07.000]  這裡就是今天的土耳其
[00:09:07.000 --> 00:09:11.000]  那七個教會的名字就在這裡
[00:09:11.000 --> 00:09:17.000]  約翰就在拔摩島這裡看到異象
[00:09:17.000 --> 00:09:22.000]  有人說約翰就像在一個講壇
[00:09:22.000 --> 00:09:29.000]  對著七個教會宣講訊息
[00:09:29.000 --> 00:09:33.000]  其實是不是真的只有七個教會呢
[00:09:33.000 --> 00:09:37.000]  地區這麼大可能不止七個教會
[00:09:37.000 --> 00:09:40.000]  所以七其實是一個象徵
[00:09:40.000 --> 00:09:44.000]  七在聖經裡可以代表完全完整的意思
[00:09:44.000 --> 00:09:47.000]  也有屬於神的意思
[00:09:47.000 --> 00:09:50.000]  就是說這些教會是屬於神的教會
[00:09:50.000 --> 00:09:53.000]  當時這些教會的信徒
[00:09:53.000 --> 00:09:57.000]  他們在亞細亞區的這些信徒
[00:09:57.000 --> 00:10:04.000]  其實是處身在非基督徒佔絕大多數的社會裡
[00:10:04.000 --> 00:10:08.000]  當時他們在政治、社會、宗教、經濟和文化上
[00:10:08.000 --> 00:10:12.000]  都受到很多的挑戰和困難
[00:10:12.000 --> 00:10:14.000]  而啟示錄的寫作目的
[00:10:14.000 --> 00:10:18.000]  就是要鼓勵這些患難中的信徒
[00:10:18.000 --> 00:10:21.000]  叫他們堅守信仰
[00:10:21.000 --> 00:10:27.000]  因為縱然在這個惡人當道的世界裡
[00:10:27.000 --> 00:10:30.000]  從上帝而來的訊息
[00:10:30.000 --> 00:10:34.000]  卻是要他們知道那些被掩藏了的真相
[00:10:34.000 --> 00:10:36.000]  那個真相是什麼呢
[00:10:36.000 --> 00:10:40.000]  就是縱然這個世界現在是惡人當道
[00:10:40.000 --> 00:10:44.000]  但是其實神已經得勝了
[00:10:44.000 --> 00:10:49.000]  神必然會對那些邪惡勢力進行審判
[00:10:49.000 --> 00:10:53.000]  而這些惡勢力也必然會被殲滅
[00:10:53.000 --> 00:10:56.000]  至於那些忍耐到底的信徒
[00:10:56.000 --> 00:10:58.000]  他們必然會得勝
[00:10:58.000 --> 00:11:06.000]  這就是啟示錄裡要表達的隱藏訊息
[00:11:06.000 --> 00:11:09.000]  所以當我們去看這本書的時候
[00:11:09.000 --> 00:11:14.000]  我們不要被這本書的那些特別的意象
[00:11:14.000 --> 00:11:19.000]  那些奇特的景象模糊了我們的焦點
[00:11:19.000 --> 00:11:21.000]  誤導了我們
[00:11:21.000 --> 00:11:25.000]  我們要知道在這些景象背後要傳達的
[00:11:25.000 --> 00:11:27.000]  要揭示的訊息
[00:11:27.000 --> 00:11:30.000]  就是說這些邪惡勢力必然會過去
[00:11:30.000 --> 00:11:32.000]  神已經得勝了
[00:11:32.000 --> 00:11:37.000]  並且我們將來要和神一起得勝
[00:11:37.000 --> 00:11:40.000]  說到訊息
[00:11:40.000 --> 00:11:45.000]  其實今天我們也接收不少訊息
[00:11:45.000 --> 00:11:49.000]  我們是一個資訊爆炸的年代
[00:11:49.000 --> 00:11:52.000]  就以我們手機的WhatsApp為例
[00:11:52.000 --> 00:11:55.000]  我試過一個下午不去看
[00:11:55.000 --> 00:11:57.000]  不去查看WhatsApp
[00:11:57.000 --> 00:12:01.000]  結果收到一百多二百個訊息
[00:12:01.000 --> 00:12:05.000]  有時候不是我們經常想要看著那些訊息
[00:12:05.000 --> 00:12:07.000]  而是一不看的時候
[00:12:07.000 --> 00:12:09.000]  訊息堆積得太多
[00:12:09.000 --> 00:12:14.000]  很容易將一些重要的訊息隱藏、忽略
[00:12:14.000 --> 00:12:18.000]  後果可能會很嚴重
[00:12:18.000 --> 00:12:22.000]  所以我覺得大家是時候要節省一下
[00:12:22.000 --> 00:12:25.000]  大家節省一點不要發那麼多訊息
[00:12:25.000 --> 00:12:29.000]  那些祈禱手一兩隻出來就算了
[00:12:29.000 --> 00:12:30.000]  代表了就算了
[00:12:30.000 --> 00:12:34.000]  不是每個人都要表態的
[00:12:34.000 --> 00:12:35.000]  還有就是
[00:12:35.000 --> 00:12:38.000]  另一方面我們也要小心分辨
[00:12:38.000 --> 00:12:43.000]  什麼訊息是重要的、是真實的
[00:12:43.000 --> 00:12:50.000]  其實時不時都會有電話、電郵那些行騙的案件
[00:12:50.000 --> 00:12:53.000]  無論報導多少、說多少都好
[00:12:53.000 --> 00:12:58.000]  不知道為什麼依然會有人中計、中伏
[00:12:58.000 --> 00:13:00.000]  其實我們也要小心
[00:13:00.000 --> 00:13:03.000]  小心這些所接收的訊息
[00:13:03.000 --> 00:13:06.000]  要分辨到底是不是真的
[00:13:06.000 --> 00:13:08.000]  還有就是近幾個月
[00:13:08.000 --> 00:13:12.000]  陸續都有曾經在群眾集會裡
[00:13:12.000 --> 00:13:16.000]  涉嫌有違法行動的人被檢控
[00:13:16.000 --> 00:13:20.000]  甚至是判罪要坐牢
[00:13:20.000 --> 00:13:24.000]  當中那些有計劃、有組織去參與的人
[00:13:24.000 --> 00:13:26.000]  其實他們走到這一步
[00:13:26.000 --> 00:13:31.000]  他們都預了會有被檢控的危險
[00:13:31.000 --> 00:13:34.000]  但是我覺得有些可惜的就是
[00:13:34.000 --> 00:13:40.000]  他們未必是蓄意進行這些違法行動
[00:13:40.000 --> 00:13:43.000]  他們可能在群情洶湧的底下
[00:13:43.000 --> 00:13:47.000]  沒有經過理智去分析
[00:13:47.000 --> 00:13:49.000]  就作出這些違法行為
[00:13:49.000 --> 00:13:51.000]  結果他們被判罪
[00:13:51.000 --> 00:13:53.000]  甚至影響了他們的前途
[00:13:53.000 --> 00:13:54.000]  要坐牢
[00:13:54.000 --> 00:13:57.000]  其實這樣是非常令人可惜的
[00:13:57.000 --> 00:13:59.000]  我們也需要小心去分辨
[00:13:59.000 --> 00:14:02.000]  到底是不是要參與這些集會
[00:14:02.000 --> 00:14:04.000]  參與的其中
[00:14:04.000 --> 00:14:07.000]  我們的一舉一動也需要去小心
[00:14:07.000 --> 00:14:09.000]  當我們去看啟示錄的時候
[00:14:09.000 --> 00:14:12.000]  我們不要讓那些特別的異象
[00:14:12.000 --> 00:14:14.000]  來模糊我們的視線
[00:14:14.000 --> 00:14:16.000]  使我們失去焦點
[00:14:16.000 --> 00:14:18.000]  同樣我們在這個世代
[00:14:18.000 --> 00:14:20.000]  這個更紛亂的世代裡
[00:14:20.000 --> 00:14:22.000]  我們接收不同的信息
[00:14:22.000 --> 00:14:25.000]  我們也要小心去分辨
[00:14:25.000 --> 00:14:27.000]  因為我們知道我們的一言一行
[00:14:27.000 --> 00:14:32.000]  都是要榮耀上帝
[00:14:32.000 --> 00:14:34.000]  在這段經文裡
[00:14:34.000 --> 00:14:36.000]  還有第二個字
[00:14:36.000 --> 00:14:38.000]  就是「預言」
[00:14:38.000 --> 00:14:40.000]  我們一起讀
[00:14:40.000 --> 00:14:43.000]  「念者書上預言的
[00:14:43.000 --> 00:14:44.000]  和那些聽見
[00:14:44.000 --> 00:14:47.000]  又遵守其中所記載的
[00:14:47.000 --> 00:14:49.000]  都是有福的
[00:14:49.000 --> 00:14:52.000]  因為日期近了」
[00:14:52.000 --> 00:14:56.000]  「預言」這個字
[00:14:56.000 --> 00:14:58.000]  原文翻譯過來
[00:14:58.000 --> 00:15:01.000]  翻譯成「先知的說話」
[00:15:01.000 --> 00:15:04.000]  一說到預言或先知
[00:15:04.000 --> 00:15:08.000]  我們就不期然會想到未卜先知
[00:15:08.000 --> 00:15:11.000]  或者預測未來的事
[00:15:11.000 --> 00:15:13.000]  所以很多人去看啟示錄的時候
[00:15:13.000 --> 00:15:15.000]  都會帶著一種眼光
[00:15:15.000 --> 00:15:18.000]  就是將啟示錄看成為
[00:15:18.000 --> 00:15:24.000]  破解未來的密碼的工具
[00:15:24.000 --> 00:15:28.000]  其實先知是神的代言人
[00:15:28.000 --> 00:15:31.000]  他的責任主要是教導以色列人
[00:15:31.000 --> 00:15:33.000]  遵守上帝的說話
[00:15:33.000 --> 00:15:38.000]  行在上帝的道路當中
[00:15:38.000 --> 00:15:42.000]  他所說的大多數都是針對
[00:15:42.000 --> 00:15:44.000]  讀者當時的情況
[00:15:44.000 --> 00:15:46.000]  針對以色列人當時的情況
[00:15:46.000 --> 00:15:50.000]  就算他說的話牽涉到將來也好
[00:15:50.000 --> 00:15:56.000]  其實他的目的主要是提醒以色列人
[00:15:56.000 --> 00:16:00.000]  警戒他們不要行差踏錯
[00:16:00.000 --> 00:16:04.000]  否則將來就會遭到神的審判
[00:16:04.000 --> 00:16:07.000]  後果是很嚴重的
[00:16:07.000 --> 00:16:10.000]  這些先知的教導
[00:16:10.000 --> 00:16:14.000]  其實主要是這方面的目的
[00:16:14.000 --> 00:16:17.000]  在剛才第一節也提到
[00:16:17.000 --> 00:16:24.000]  啟示要將必要快成的事指示出來
[00:16:24.000 --> 00:16:28.000]  到底必要快成的事
[00:16:28.000 --> 00:16:30.000]  快成是指何時呢?
[00:16:30.000 --> 00:16:33.000]  何時這些事會實現呢?
[00:16:33.000 --> 00:16:36.000]  如果這些將要實現的事
[00:16:36.000 --> 00:16:39.000]  是指作者在第一世紀
[00:16:39.000 --> 00:16:42.000]  寫卷書時將要發生的事
[00:16:42.000 --> 00:16:46.000]  即是距離現在有近一千九百多年
[00:16:46.000 --> 00:16:53.000]  這些事對我們有甚麼意義呢?
[00:16:53.000 --> 00:16:56.000]  而且書中提到的事
[00:16:56.000 --> 00:16:59.000]  例如是世界的末日
[00:16:59.000 --> 00:17:01.000]  世界的終結
[00:17:01.000 --> 00:17:03.000]  或者是新天新地
[00:17:03.000 --> 00:17:06.000]  這些事到現在都未曾實現
[00:17:06.000 --> 00:17:08.000]  未曾發生
[00:17:08.000 --> 00:17:13.000]  所以有人會將這些快要成的事
[00:17:13.000 --> 00:17:17.000]  看成不是指第一世紀
[00:17:17.000 --> 00:17:20.000]  而是指將來的事
[00:17:20.000 --> 00:17:24.000]  這些人亦會將自己所身處的時代
[00:17:24.000 --> 00:17:27.000]  看成聖經裡說的末世
[00:17:27.000 --> 00:17:29.000]  他們會對號入座
[00:17:29.000 --> 00:17:32.000]  認為書中所描述的事件
[00:17:32.000 --> 00:17:36.000]  就是他們所身處的時代所發生的事
[00:17:36.000 --> 00:17:38.000]  我舉個例子
[00:17:38.000 --> 00:17:41.000]  在上世紀七八十年代
[00:17:41.000 --> 00:17:46.000]  美國在一些暢銷的書中
[00:17:46.000 --> 00:17:50.000]  有一類是以末世為題材
[00:17:50.000 --> 00:17:54.000]  其中一本是1970年出版的
[00:17:54.000 --> 00:17:57.000]  英文是The Late Great Planet Earth
[00:17:57.000 --> 00:17:59.000]  作者是Horlice
[00:17:59.000 --> 00:18:04.000]  這本書的中文譯名是《曲終人散》
[00:18:04.000 --> 00:18:09.000]  書中宣揚世界末日快要來臨
[00:18:09.000 --> 00:18:14.000]  並直指當時的蘇聯是基督
[00:18:14.000 --> 00:18:19.000]  另一本書是1974年出版的
[00:18:19.000 --> 00:18:25.000]  中文譯名是《哈米吉多頓大戰》
[00:18:25.000 --> 00:18:28.000]  《石油與中東危機》
[00:18:28.000 --> 00:18:32.000]  這本書指出
[00:18:32.000 --> 00:18:37.000]  中東國家因為石油所引發的危機
[00:18:37.000 --> 00:18:39.000]  產生衝突
[00:18:39.000 --> 00:18:42.000]  而這些衝突最終會引發大戰
[00:18:42.000 --> 00:18:47.000]  就是啟示錄中所說的哈米吉多頓大戰
[00:18:47.000 --> 00:18:50.000]  這本書於1974年出版
[00:18:50.000 --> 00:18:52.000]  1990年這本書再版
[00:18:52.000 --> 00:18:55.000]  第二年發生了波斯灣戰爭
[00:18:55.000 --> 00:18:58.000]  當時很多美國人都認為
[00:18:58.000 --> 00:19:03.000]  末日戰爭的序幕已經被揭開
[00:19:03.000 --> 00:19:07.000]  亦有人說這兩本書助長了
[00:19:07.000 --> 00:19:10.000]  80年代的美蘇軍備競賽
[00:19:10.000 --> 00:19:14.000]  在1984年美國總統雷根
[00:19:14.000 --> 00:19:17.000]  當時他還未成為總統
[00:19:17.000 --> 00:19:20.000]  他競選總統時
[00:19:20.000 --> 00:19:24.000]  亦曾提及哈米吉多頓大戰
[00:19:24.000 --> 00:19:29.000]  並形容蘇聯是邪惡的帝國
[00:19:29.000 --> 00:19:32.000]  他的政敵亦不甘示弱
[00:19:32.000 --> 00:19:38.000]  他的政敵形容雷根是666的化身
[00:19:38.000 --> 00:19:41.000]  原因是雷根的英文名
[00:19:41.000 --> 00:19:43.000]  Ronald Wilson Reagan
[00:19:43.000 --> 00:19:46.000]  每個字都有6個字母
[00:19:46.000 --> 00:19:50.000]  所以他就是666的化身
[00:19:50.000 --> 00:19:53.000]  大家聽到都會覺得很可笑
[00:19:53.000 --> 00:19:56.000]  20世紀已經成為過去
[00:19:56.000 --> 00:20:00.000]  很多這類對語言的解碼
[00:20:00.000 --> 00:20:04.000]  大多數都經不起時間的考驗
[00:20:04.000 --> 00:20:07.000]  證實是穿鑿附會
[00:20:07.000 --> 00:20:10.000]  還有一點我們需要知道
[00:20:10.000 --> 00:20:14.000]  按照《新約聖經》所說的末世
[00:20:14.000 --> 00:20:19.000]  其實是在說耶穌第一次來的時候
[00:20:19.000 --> 00:20:21.000]  就已經開始了
[00:20:21.000 --> 00:20:23.000]  我們看看哥林多前書
[00:20:23.000 --> 00:20:25.000]  司徒保羅說
[00:20:25.000 --> 00:20:28.000]  他們遭遇這些事都要作為尷尬
[00:20:28.000 --> 00:20:30.000]  並且寫在經上
[00:20:30.000 --> 00:20:33.000]  正是警戒我們這末世的人
[00:20:33.000 --> 00:20:36.000]  司徒保羅形容他自己當代的人
[00:20:36.000 --> 00:20:38.000]  是末世的人
[00:20:38.000 --> 00:20:40.000]  彼得前書
[00:20:40.000 --> 00:20:42.000]  彼得是耶穌的大弟子
[00:20:42.000 --> 00:20:43.000]  彼得亦說
[00:20:43.000 --> 00:20:46.000]  基督在創世以前是預先被神所知道的
[00:20:46.000 --> 00:20:49.000]  卻在這末世才為你們顯現
[00:20:49.000 --> 00:20:54.000]  他同樣稱呼當代是末世
[00:20:54.000 --> 00:20:59.000]  其實《新約聖經》對末世的理解
[00:20:59.000 --> 00:21:02.000]  我們可以用幾個英文字來理解
[00:21:02.000 --> 00:21:04.000]  很多人用這個來理解
[00:21:04.000 --> 00:21:07.000]  就是already but not yet
[00:21:07.000 --> 00:21:09.000]  中文有不同的翻譯
[00:21:09.000 --> 00:21:12.000]  其中一個翻譯叫做既濟未濟
[00:21:12.000 --> 00:21:16.000]  我覺得不濟又濟很古怪
[00:21:16.000 --> 00:21:18.000]  我比較喜歡這個翻譯
[00:21:18.000 --> 00:21:20.000]  既然未然
[00:21:20.000 --> 00:21:22.000]  什麼是既然呢
[00:21:22.000 --> 00:21:26.000]  既然是指耶穌基督的死亡和復活
[00:21:26.000 --> 00:21:28.000]  已經宣告了
[00:21:28.000 --> 00:21:31.000]  末世已經到了
[00:21:31.000 --> 00:21:34.000]  所以由他第一次來到到現在
[00:21:34.000 --> 00:21:36.000]  已經超過二千年
[00:21:36.000 --> 00:21:38.000]  這二千多年裡
[00:21:38.000 --> 00:21:40.000]  每一個時代的人
[00:21:40.000 --> 00:21:43.000]  其實都是活在末世當中
[00:21:43.000 --> 00:21:45.000]  這個就是既然
[00:21:45.000 --> 00:21:48.000]  已經來了已經發生了
[00:21:48.000 --> 00:21:50.000]  未然的意思是指
[00:21:50.000 --> 00:21:54.000]  這個世界正在朝向終結
[00:21:54.000 --> 00:21:56.000]  雖然我們沒有人知道
[00:21:56.000 --> 00:21:58.000]  這個終結在什麼時候
[00:21:58.000 --> 00:22:00.000]  在哪一天發生
[00:22:00.000 --> 00:22:02.000]  但是它的發生
[00:22:02.000 --> 00:22:04.000]  我們是不容否認的
[00:22:04.000 --> 00:22:07.000]  並且耶穌基督的教導就是說
[00:22:07.000 --> 00:22:11.000]  我們不應該花那麼多時間
[00:22:11.000 --> 00:22:14.000]  去研究到底這個世界末日
[00:22:14.000 --> 00:22:16.000]  什麼時候會出現
[00:22:16.000 --> 00:22:21.000]  我們應該專注好好地預備自己
[00:22:21.000 --> 00:22:23.000]  來迎接這一天
[00:22:23.000 --> 00:22:26.000]  因為這一天來到的時候
[00:22:26.000 --> 00:22:28.000]  主耶穌也會再回來
[00:22:28.000 --> 00:22:32.000]  我們每一個人都要面對他的審判
[00:22:32.000 --> 00:22:34.000]  在今年年初
[00:22:34.000 --> 00:22:36.000]  科學家就將末日時鐘
[00:22:36.000 --> 00:22:41.000]  調快了半分鐘
[00:22:41.000 --> 00:22:44.000]  距離午夜就象徵著世界末日
[00:22:44.000 --> 00:22:46.000]  大家知不知道
[00:22:46.000 --> 00:22:48.000]  調快了之後
[00:22:48.000 --> 00:22:52.000]  距離十二點還有多少分鐘
[00:22:52.000 --> 00:22:54.000]  還有兩分半鐘
[00:22:54.000 --> 00:22:58.000]  還有兩分半鐘就到世界末日
[00:22:58.000 --> 00:23:01.000]  上一次最近午夜
[00:23:01.000 --> 00:23:03.000]  就是六十四年前
[00:23:03.000 --> 00:23:05.000]  當年是一九五三年
[00:23:05.000 --> 00:23:07.000]  當時美國和前蘇聯
[00:23:07.000 --> 00:23:13.000]  是首次做熱核彈的測試
