
[00:00:00.000 --> 00:00:03.500]  主的命是應當去稱頌
[00:05:57.000 --> 00:05:59.000]  不是我們配得
[00:05:59.000 --> 00:06:04.000]  也不是因著我有什麼公義好行為
[00:06:04.000 --> 00:06:08.000]  去贏取神給我們這份救恩
[00:06:08.000 --> 00:06:13.000]  我們每一個都是蒙恩的罪人
[00:06:13.000 --> 00:06:18.000]  我們體會到我們的過犯
[00:06:18.000 --> 00:06:24.000]  但是這位主甘願為我們犧牲
[00:06:24.000 --> 00:06:31.000]  我們如何去回應主對我們這份的愛呢?
[00:06:31.000 --> 00:06:32.000]  聖經提到
[00:06:32.000 --> 00:06:35.000]  主給我們每一個都是有恩賜
[00:06:35.000 --> 00:06:39.000]  目的是為了去建立教會
[00:06:39.000 --> 00:06:42.000]  恩賜和柴幹是有分別
[00:06:42.000 --> 00:06:47.000]  恩賜是讓我們可以在教會裡面去服侍神
[00:06:47.000 --> 00:06:53.000]  正如我們在當中崇拜的侍奉人員
[00:06:53.000 --> 00:06:56.000]  你進來禮堂之前
[00:06:56.000 --> 00:06:59.000]  有一些招待的弟兄姊妹
[00:06:59.000 --> 00:07:01.000]  給大家有程序表
[00:07:01.000 --> 00:07:04.000]  或者為大家去剔名
[00:07:04.000 --> 00:07:06.000]  我們都有師班
[00:07:06.000 --> 00:07:08.000]  有師禽
[00:07:08.000 --> 00:07:09.000]  有領師的
[00:07:09.000 --> 00:07:11.000]  有主席
[00:07:11.000 --> 00:07:13.000]  有講員等等
[00:07:13.000 --> 00:07:15.000]  我們實在看到
[00:07:15.000 --> 00:07:18.000]  神給我們有不同的侍奉崗位
[00:07:18.000 --> 00:07:21.000]  這個都是神給我們去經歷
[00:07:21.000 --> 00:07:25.000]  祂同在同行那份的厚恩
[00:07:25.000 --> 00:07:27.000]  第九第十節提到
[00:07:27.000 --> 00:07:31.000]  主耶穌是唯一從天上來到世界
[00:07:31.000 --> 00:07:38.000]  完成了神為人去承受這份的救恩
[00:07:38.000 --> 00:07:42.000]  之後祂也去到天上
[00:07:42.000 --> 00:07:47.000]  祂成為人來到世上
[00:07:47.000 --> 00:07:49.000]  和人的相處接觸
[00:07:49.000 --> 00:07:54.000]  讓人去經歷和祂相交的
[00:07:54.000 --> 00:07:58.000]  體會到這位真是一位真神
[00:07:58.000 --> 00:08:03.000]  讓人可以知道祂是一位怎樣的主
[00:08:03.000 --> 00:08:10.000]  接著講到神給恩賜給教會的目的
[00:08:10.000 --> 00:08:15.000]  就是為了要裝備教會的侍奉人員
[00:08:15.000 --> 00:08:17.000]  在四章十一節
[00:08:17.000 --> 00:08:19.000]  首先提到有使徒
[00:08:19.000 --> 00:08:22.000]  就是一個奉差顯
[00:08:22.000 --> 00:08:25.000]  他們是神福音一位的特使
[00:08:25.000 --> 00:08:29.000]  使徒是被主直接來到呼召
[00:08:29.000 --> 00:08:35.000]  揀選他們三年多和主一起的生活
[00:08:35.000 --> 00:08:41.000]  去學校主自己的榜樣
[00:08:41.000 --> 00:08:47.000]  另外他們也是體會到
[00:08:47.000 --> 00:08:51.000]  主在他們生活當中那份的
[00:08:51.000 --> 00:08:53.000]  和人那份的接觸
[00:08:53.000 --> 00:08:58.000]  不斷去經歷體會祂說話的真實
[00:08:58.000 --> 00:09:04.000]  活出一個超越的人生
[00:09:04.000 --> 00:09:10.000]  並且祂的生命真是慢慢潛移默化的
[00:09:10.000 --> 00:09:13.000]  在使徒的裏邊
[00:09:13.000 --> 00:09:17.000]  讓他們能夠將自己獻情給主
[00:09:17.000 --> 00:09:19.000]  萬苦不辭
[00:09:19.000 --> 00:09:23.000]  縱然經歷艱苦
[00:09:23.000 --> 00:09:25.000]  當主被拉的時候
[00:09:25.000 --> 00:09:27.000]  他們要四散
[00:09:27.000 --> 00:09:31.000]  他們親眼見到主復活
[00:09:31.000 --> 00:09:34.000]  他們很樂意的為主賓馳
[00:09:34.000 --> 00:09:37.000]  去傳講這個好消息
[00:09:37.000 --> 00:09:40.000]  雖然現在沒有使徒這個位份
[00:09:40.000 --> 00:09:43.000]  但仍然有使徒的特質
[00:09:43.000 --> 00:09:46.000]  譬如現今的宣教士
[00:09:46.000 --> 00:09:53.000]  他們奉差去國內或者是其他的地方
[00:09:53.000 --> 00:09:55.000]  為主來到工作
[00:09:55.000 --> 00:09:57.000]  這些福音特仕
[00:09:57.000 --> 00:10:01.000]  就好像昔日的使徒一樣
[00:10:01.000 --> 00:10:04.000]  講到先知是分了兩類
[00:10:04.000 --> 00:10:08.000]  一種是從神直接得到啟示
[00:10:08.000 --> 00:10:10.000]  為主來到講預言
[00:10:10.000 --> 00:10:14.000]  好像聖經當中的大小先知
[00:10:14.000 --> 00:10:20.000]  以賽亞、耶利米、約拿、哈巴菊等等
[00:10:20.000 --> 00:10:23.000]  另一種是神的代言人
[00:10:23.000 --> 00:10:26.000]  他們從神去領受訊息
[00:10:26.000 --> 00:10:28.000]  不折不扣
[00:10:28.000 --> 00:10:32.000]  來講出神要講的話
[00:10:32.000 --> 00:10:36.000]  真的先知為了傳神的訊息
[00:10:36.000 --> 00:10:42.000]  甚至將生死置於道外
[00:10:42.000 --> 00:10:46.000]  初期教會也有些是自由的傳道
[00:10:46.000 --> 00:10:50.000]  他們沒有一個恆常的居所
[00:10:50.000 --> 00:10:56.000]  可能每兩天就到另外一個地方傳福音
[00:10:56.000 --> 00:11:01.000]  到了後期教會有固定的教睦同工
[00:11:01.000 --> 00:11:05.000]  這些自由傳道就是式微
[00:11:05.000 --> 00:11:08.000]  現代的先知為神的代言人
[00:11:08.000 --> 00:11:13.000]  能夠經得起神給他們不同的考驗
[00:11:13.000 --> 00:11:15.000]  作神無愧的工人
[00:11:15.000 --> 00:11:20.000]  不偏不倚來傳遞神的說話
[00:11:20.000 --> 00:11:26.000]  傳福音就是一個有這方面恩賜的傳道者
[00:11:26.000 --> 00:11:30.000]  不單只是一個個人的談道
[00:11:30.000 --> 00:11:34.000]  也是帶領小組一些福音聖查經
[00:11:34.000 --> 00:11:38.000]  更加重要能夠栽培其他的門徒
[00:11:38.000 --> 00:11:41.000]  來傳講這個好消息
[00:11:41.000 --> 00:11:45.000]  或者是主令一些報道聚會
[00:11:45.000 --> 00:11:51.000]  讓失喪的人可以得著這個好消息
[00:11:51.000 --> 00:11:53.000]  正如聖經所說
[00:11:53.000 --> 00:11:55.000]  報福音傳起信的人
[00:11:55.000 --> 00:11:59.000]  他們的腳踮何等皆美
[00:11:59.000 --> 00:12:02.000]  在過去的星期四 1月4日
[00:12:02.000 --> 00:12:05.000]  黃永信牧師安息主懷
[00:12:05.000 --> 00:12:08.000]  享年93歲
[00:12:08.000 --> 00:12:11.000]  黃牧師他一生注視一件事
[00:12:11.000 --> 00:12:14.000]  就是實踐大使命
[00:12:14.000 --> 00:12:18.000]  為此他沒有停下來到處奔走
[00:12:18.000 --> 00:12:21.000]  為神去工作
[00:12:21.000 --> 00:12:25.000]  在2009年8月
[00:12:25.000 --> 00:12:29.000]  當時他已經是84歲的高齡
[00:12:29.000 --> 00:12:31.000]  他親自去主導一個
[00:12:31.000 --> 00:12:35.000]  是第一屆的網絡宣教論壇
[00:12:35.000 --> 00:12:39.000]  推動了新媒體的一個福音運動
[00:12:39.000 --> 00:12:45.000]  之後他多次參加一些網絡宣教論壇
[00:12:45.000 --> 00:12:47.000]  還向網絡宣教士
[00:12:47.000 --> 00:12:51.000]  一位基殿弟兄學習
[00:12:51.000 --> 00:12:55.000]  如何透過網絡去傳福音
[00:12:55.000 --> 00:12:57.000]  基殿他說
[00:12:57.000 --> 00:13:00.000]  這位黃老牧師
[00:13:00.000 --> 00:13:03.000]  他願意為著傳福音去學習
[00:13:03.000 --> 00:13:06.000]  使用一些新媒體
[00:13:06.000 --> 00:13:09.000]  在基督徒當中
[00:13:09.000 --> 00:13:13.000]  我所遇到是一位最年長的一位
[00:13:13.000 --> 00:13:16.000]  一位德高望重的牧者
[00:13:16.000 --> 00:13:20.000]  對新科技竟然是這麼有興趣
[00:13:20.000 --> 00:13:24.000]  傳福音仍然是用一個赤子之心
[00:13:24.000 --> 00:13:27.000]  對我們這些後輩
[00:13:27.000 --> 00:13:30.000]  參與網絡宣教的童工
[00:13:30.000 --> 00:13:33.000]  真的是一個很好的典範
[00:13:33.000 --> 00:13:36.000]  是一個很大的激勵
[00:13:36.000 --> 00:13:40.000]  黃牧師他有一個心願
[00:13:40.000 --> 00:13:42.000]  就是教會和神學院
[00:13:42.000 --> 00:13:44.000]  為著他們去開始一門
[00:13:44.000 --> 00:13:47.000]  叫做網絡宣教的課程
[00:13:47.000 --> 00:13:50.000]  讓福音傳得更快
[00:13:50.000 --> 00:13:51.000]  更廣
[00:13:51.000 --> 00:13:53.000]  更遠
[00:13:53.000 --> 00:13:57.000]  這個心願在他安息之前
[00:13:57.000 --> 00:13:59.000]  是完成了
[00:13:59.000 --> 00:14:03.000]  就是透過普世佳音和海外校園機構
[00:14:03.000 --> 00:14:08.000]  他們聯合製作了這個網絡宣教課程
[00:14:08.000 --> 00:14:12.000]  有十多位牧師和學者
[00:14:12.000 --> 00:14:16.000]  他們一起去錄製這個課程
[00:14:16.000 --> 00:14:21.000]  將在今年一月即將來推出
[00:14:21.000 --> 00:14:26.000]  盼望我們都是接過黃牧師
[00:14:26.000 --> 00:14:28.000]  這個福音的火炬
[00:14:28.000 --> 00:14:32.000]  朝著大使命的目標前進
[00:14:32.000 --> 00:14:36.000]  第四就講到牧師和教師
[00:14:36.000 --> 00:14:40.000]  是一個積分兩種的侍奉
[00:14:40.000 --> 00:14:43.000]  意思就是說一位好牧者
[00:14:43.000 --> 00:14:45.000]  和一位好教師
[00:14:45.000 --> 00:14:50.000]  計劃能夠讓教會整體的成功
[00:14:50.000 --> 00:14:52.000]  好的開展
[00:14:52.000 --> 00:14:56.000]  關心到回眾不同的需要
[00:14:56.000 --> 00:15:00.000]  牧者原文是一個牧人
[00:15:00.000 --> 00:15:02.000]  正如約翰福音十章
[00:15:02.000 --> 00:15:04.000]  這位好牧人
[00:15:04.000 --> 00:15:06.000]  他認識他的羊
[00:15:06.000 --> 00:15:09.000]  他的羊也認識他
[00:15:09.000 --> 00:15:13.000]  他帶領羊群去到青草地
[00:15:13.000 --> 00:15:15.000]  可以潔色的地方
[00:15:15.000 --> 00:15:19.000]  他能夠去牧養他的羊
[00:15:19.000 --> 00:15:21.000]  作為他的使命
[00:15:21.000 --> 00:15:26.000]  牧人是願意去看守關心羊群
[00:15:26.000 --> 00:15:30.000]  正如戴衛弼臣去選擇成為
[00:15:30.000 --> 00:15:34.000]  希伯來統一王國一位的君王
[00:15:34.000 --> 00:15:39.000]  就是因為他表現出一個好牧人的樣式
[00:15:39.000 --> 00:15:44.000]  主自己也都成為我們一個好牧者
[00:15:44.000 --> 00:15:47.000]  在我們不同的處境上
[00:15:47.000 --> 00:15:52.000]  常常的陪伴我們和我們去同行
[00:15:52.000 --> 00:15:54.000]  教導有兩方面
[00:15:54.000 --> 00:15:58.000]  就是將知識去傳遞
[00:15:58.000 --> 00:16:01.000]  另外就是去培育後進
[00:16:01.000 --> 00:16:07.000]  讓他們透過培育訓練
[00:16:07.000 --> 00:16:11.000]  成為一個好的門徒
[00:16:11.000 --> 00:16:14.000]  臣賜下這些恩賜的目的
[00:16:14.000 --> 00:16:18.000]  就是為了要裝備每一位弟兄姊妹
[00:16:18.000 --> 00:16:24.000]  在臣的工作裏面去彼此的配搭、服侍
[00:16:24.000 --> 00:16:29.000]  去建立教會、建立基督的身體
[00:16:29.000 --> 00:16:31.000]  所以在教會裏面的領袖
[00:16:31.000 --> 00:16:36.000]  就是能夠去好好地栽培其他的弟兄姊妹
[00:16:36.000 --> 00:16:41.000]  讓各人可以在侍奉的裏面來參與
[00:16:41.000 --> 00:16:45.000]  在十三字提到讓教會可以增長
[00:16:45.000 --> 00:16:47.000]  有什麼目標呢?
[00:16:47.000 --> 00:16:52.000]  就是直等到我們眾人對神的兒子
[00:16:52.000 --> 00:16:56.000]  有一致的認識
[00:16:56.000 --> 00:16:58.000]  可以長大成人
[00:16:58.000 --> 00:17:02.000]  滿有基督長成的新娘
[00:17:02.000 --> 00:17:03.000]  長大成人
[00:17:03.000 --> 00:17:08.000]  就是成為一個在靈裏邊成熟的門徒
[00:17:08.000 --> 00:17:11.000]  去跟隨主的人
[00:17:11.000 --> 00:17:15.000]  有一個穩定的信仰
[00:17:15.000 --> 00:17:20.000]  即是說他經常來到神的面前
[00:17:20.000 --> 00:17:23.000]  學校主自己的說話
[00:17:23.000 --> 00:17:25.000]  他跟神有相交
[00:17:25.000 --> 00:17:29.000]  跟小孩子剛剛是一個相對
[00:17:29.000 --> 00:17:32.000]  因為在十四字提醒
[00:17:32.000 --> 00:17:36.000]  不要再好像一些小朋友
[00:17:36.000 --> 00:17:40.000]  他說中了人的詭計和欺騙的法術
[00:17:40.000 --> 00:17:42.000]  被一切異教之風搖動
[00:17:42.000 --> 00:17:44.000]  飄來飄去
[00:17:44.000 --> 00:17:47.000]  就隨從各樣的異端
[00:17:47.000 --> 00:17:50.000]  飄來飄去就好像一隻船
[00:17:50.000 --> 00:17:55.000]  在一個波濤洶湧的海洋上
[00:17:55.000 --> 00:17:58.000]  象徵在顛簸
[00:17:58.000 --> 00:18:01.000]  得不到援助
[00:18:01.000 --> 00:18:03.000]  早期教會的異端就是
[00:18:03.000 --> 00:18:07.000]  洛斯底派的一個二元論
[00:18:07.000 --> 00:18:10.000]  因為靈性是一個美善
[00:18:10.000 --> 00:18:13.000]  物質是醜惡
[00:18:13.000 --> 00:18:15.000]  因此他們否認
[00:18:15.000 --> 00:18:18.000]  道成肉身和復活了的基督
[00:18:18.000 --> 00:18:20.000]  這件事情
[00:18:20.000 --> 00:18:23.000]  另外猶太教的律法主義
[00:18:23.000 --> 00:18:27.000]  是著重一個外表的移民
[00:18:27.000 --> 00:18:29.000]  是失去了對靈女
[00:18:29.000 --> 00:18:33.000]  一個真正渴慕追求的心
[00:18:33.000 --> 00:18:35.000]  凡事長進
[00:18:35.000 --> 00:18:37.000]  憐於元首基督
[00:18:37.000 --> 00:18:41.000]  就是和耶穌基督保持一個結連
[00:18:41.000 --> 00:18:45.000]  就是憐於主自己的話語
[00:18:45.000 --> 00:18:48.000]  神的話就是真理
[00:18:48.000 --> 00:18:51.000]  用愛心說誠實話
[00:18:51.000 --> 00:18:55.000]  就是用愛心來持守真理
[00:18:55.000 --> 00:18:57.000]  講當講的說話
[00:18:57.000 --> 00:19:01.000]  表達神自己的公義慈愛
[00:19:01.000 --> 00:19:04.000]  有時我們都不容易接受
[00:19:04.000 --> 00:19:07.000]  別人講一些真心的話
[00:19:07.000 --> 00:19:11.000]  所以當我們特別講一些
[00:19:11.000 --> 00:19:14.000]  勸諫提醒的話的時候
[00:19:14.000 --> 00:19:16.000]  真的很需要愛心
[00:19:16.000 --> 00:19:19.000]  免得弄巧反拙
[00:19:19.000 --> 00:19:23.000]  那些能夠緊緊與基督連合的信徒
[00:19:23.000 --> 00:19:27.000]  他們內心對神的話是保持
[00:19:27.000 --> 00:19:30.000]  一個渴慕追求的心
[00:19:30.000 --> 00:19:34.000]  常常在靈裡面有一個成長
[00:19:34.000 --> 00:19:40.000]  因為知道神是多麼愛我們
[00:19:40.000 --> 00:19:44.000]  讓我們去遵行這個大使命
[00:19:44.000 --> 00:19:50.000]  將更多人帶到祂的根治
[00:19:50.000 --> 00:19:54.000]  在三年前教會的外場維修
[00:19:54.000 --> 00:19:56.000]  都是面對有困難
[00:19:56.000 --> 00:20:00.000]  因為弟兄姊妹都擔心經費的不足
[00:20:00.000 --> 00:20:04.000]  神實在因為很豐富的神
[00:20:04.000 --> 00:20:09.000]  祂自己去為我們預備人手
[00:20:09.000 --> 00:20:13.000]  預備弟兄姊妹一個樂意奉獻的心
[00:20:13.000 --> 00:20:18.000]  願意在這個維修的事上來參與
[00:20:18.000 --> 00:20:23.000]  亦都有五餅二魚參與的弟兄姊妹
[00:20:23.000 --> 00:20:27.000]  幫忙來支持來籌款
[00:20:27.000 --> 00:20:32.000]  實在看到神自己在當中
[00:20:32.000 --> 00:20:35.000]  去感動我們的弟兄姊妹
[00:20:35.000 --> 00:20:37.000]  亦都有些弟兄姊妹
[00:20:37.000 --> 00:20:43.000]  願意看到今天堂慶
[00:20:43.000 --> 00:20:45.000]  抄寫詩篇
[00:20:45.000 --> 00:20:49.000]  剛才我們有呈獻一些禮物
[00:20:49.000 --> 00:20:51.000]  除了詩篇
[00:20:51.000 --> 00:20:53.000]  大家都看到有十字架
[00:20:53.000 --> 00:20:54.000]  有星星
[00:20:54.000 --> 00:20:57.000]  亦都有毛巾娃娃
[00:20:57.000 --> 00:20:59.000]  一些福袋
[00:20:59.000 --> 00:21:04.000]  都是讓我們去表達對神話語的重視
[00:21:04.000 --> 00:21:08.000]  願意去關愛我們當中的弟兄姊妹
[00:21:08.000 --> 00:21:12.000]  或者我們社區的服務對象
[00:21:12.000 --> 00:21:15.000]  我們實在感受到神的愛
[00:21:15.000 --> 00:21:17.000]  在推動我們每一位
[00:21:17.000 --> 00:21:20.000]  我們實在為著弟兄姊妹同心
[00:21:20.000 --> 00:21:26.000]  去預備下午的筵席去感謝神
[00:21:26.000 --> 00:21:30.000]  我們很希望神的角度可以去擴展
[00:21:30.000 --> 00:21:35.000]  通常一間教會活躍分子大概是百分之二十
[00:21:35.000 --> 00:21:39.000]  怎樣去推動其他的弟兄姊妹
[00:21:39.000 --> 00:21:43.000]  來同心參與去在神的服事
[00:21:43.000 --> 00:21:47.000]  去擴展神的工作
[00:21:47.000 --> 00:21:50.000]  其實都很需要大家一起的努力
[00:21:50.000 --> 00:21:52.000]  同心配搭
[00:21:52.000 --> 00:21:55.000]  去發揮我們的恩賜
[00:21:55.000 --> 00:22:01.000]  如果大家一起去邀請一位來賓來到教會
[00:22:01.000 --> 00:22:04.000]  可能在今年的年尾
[00:22:04.000 --> 00:22:07.000]  我們的人數可以倍增
[00:22:07.000 --> 00:22:11.000]  這個很在乎大家是否有這份心
[00:22:11.000 --> 00:22:14.000]  神賜給我們不同的恩賜
[00:22:14.000 --> 00:22:17.000]  如果我們能夠好好地去使用
[00:22:17.000 --> 00:22:19.000]  互相的配搭
[00:22:19.000 --> 00:22:25.000]  真是可以發揮一個身體的作用
[00:22:25.000 --> 00:22:29.000]  讓每一個弟兄姊妹都可以來到神的面前
[00:22:29.000 --> 00:22:31.000]  去尊榮他自己
[00:22:31.000 --> 00:22:34.000]  你說我都不太知道我有什麼恩賜
[00:22:34.000 --> 00:22:37.000]  其實基督教教育委員會
[00:22:37.000 --> 00:22:39.000]  有幾年就會開一個
[00:22:39.000 --> 00:22:43.000]  認識自己恩賜的茶經班
[00:22:43.000 --> 00:22:46.000]  都很希望弟兄姊妹來參與
[00:22:46.000 --> 00:22:48.000]  又或者你問問你身邊的
[00:22:48.000 --> 00:22:53.000]  熟悉你的導師、組長、弟兄姊妹
[00:22:53.000 --> 00:22:55.000]  我有什麼恩賜呀?
[00:22:55.000 --> 00:22:59.000]  或者你參與侍奉的時候慢慢體會到
[00:22:59.000 --> 00:23:02.000]  到底你有什麼恩賜呢?
[00:23:02.000 --> 00:23:06.000]  聖靈引導我們是在靈裡邊的合一
[00:23:06.000 --> 00:23:10.000]  當我們能夠去重視神自己的話語
[00:23:10.000 --> 00:23:13.000]  可以幫助我們學校主耶穌自己的
[00:23:13.000 --> 00:23:16.000]  謙虛、溫柔、忍耐
[00:23:16.000 --> 00:23:21.000]  那份體諒和平去跟人的相處
[00:23:21.000 --> 00:23:25.000]  在靈裡邊繼續追求成長
[00:23:25.000 --> 00:23:29.000]  讓我們能夠互相去配搭神給我們的恩賜
[00:23:29.000 --> 00:23:36.000]  去建立柴浸家見證神的大能
[00:23:36.000 --> 00:23:44.000]  我們有一個禱告
[00:23:44.000 --> 00:23:46.000]  親愛的主很感謝你
[00:23:46.000 --> 00:23:48.000]  你透過你自己的話語
[00:23:48.000 --> 00:23:51.000]  給我們有不同的教導
[00:23:51.000 --> 00:23:57.000]  讓我們明白你是一位愛我們的神
[00:23:57.000 --> 00:24:01.000]  你是一位喜樂
[00:24:01.000 --> 00:24:05.000]  願意你的兒女恩著你
[00:24:05.000 --> 00:24:07.000]  生命有改變
[00:24:07.000 --> 00:24:09.000]  望你自己的賜福
[00:24:09.000 --> 00:24:12.000]  你很想我們上上喜樂
[00:24:12.000 --> 00:24:16.000]  也很想我們去祝福別人的生命
[00:24:16.000 --> 00:24:19.000]  讓別人的生命得著改變
[00:24:19.000 --> 00:24:23.000]  得著神賜給他們的喜樂滿足
[00:24:23.000 --> 00:24:30.000]  盼望聖靈在我們內心裡邊繼續的感動我們眾人
[00:24:30.000 --> 00:24:32.000]  更加的愛你
[00:24:32.000 --> 00:24:35.000]  和你更加親近
[00:24:35.000 --> 00:24:37.000]  去宣講這個好消息
[00:24:37.000 --> 00:24:40.000]  多謝你聽我們的祈禱
[00:24:40.000 --> 00:24:42.000]  奉主耶穌基督的名
[00:24:42.000 --> 00:24:43.000]  阿門
