
[00:00:00.000 --> 00:00:04.840]  聖經說,他們專注全心投入和合本的翻譯
[00:04:02.120 --> 00:04:04.880]  去那裡學跳舞
[00:04:04.880 --> 00:04:09.760]  其中一個女孩,你算一算,她當時只有十六歲
[00:04:09.760 --> 00:04:10.960]  叫Joy Romance
[00:04:10.960 --> 00:04:12.160]  現在很出名的了
[00:04:12.160 --> 00:04:17.320]  很出名的一個舞蹈家
[00:04:17.320 --> 00:04:21.800]  他怎麼知道這間俄國的舞蹈學校呢?
[00:04:21.800 --> 00:04:24.800]  他說他從小到大都是學芭蕾舞
[00:04:24.800 --> 00:04:26.560]  他很喜歡芭蕾舞
[00:04:26.560 --> 00:04:32.400]  有一次他在YouTube上看到Bulljoy的影片
[00:04:32.400 --> 00:04:34.120]  他說他一開始看他沒辦法停
[00:04:34.120 --> 00:04:36.160]  他看了幾個小時
[00:04:36.160 --> 00:04:38.080]  他不斷的流淚
[00:04:38.080 --> 00:04:42.320]  為什麼有人跳舞可以跳到這樣呢?
[00:04:42.320 --> 00:04:46.160]  他覺得他深深被俄國吸引著
[00:04:46.160 --> 00:04:50.040]  他喜歡那團烈火
[00:04:50.040 --> 00:04:51.920]  於是他跟他父母說
[00:04:51.920 --> 00:04:54.840]  他想報讀那間學校
[00:04:54.840 --> 00:04:57.720]  於是他真的去考一考
[00:04:57.720 --> 00:04:58.400]  考入了它
[00:04:58.400 --> 00:05:04.080]  於是自己一個人飄洋過海去到俄國
[00:05:04.080 --> 00:05:06.600]  完全不懂俄文
[00:05:06.600 --> 00:05:08.320]  每天練習四至八小時
[00:05:08.320 --> 00:05:09.840]  還要讀書
[00:05:09.840 --> 00:05:13.080]  還要自己加俄文
[00:05:13.080 --> 00:05:15.280]  但是他說他心裡面有個渴慕
[00:05:15.280 --> 00:05:20.560]  渴慕就是成為一個偉大的舞蹈家
[00:05:20.560 --> 00:05:24.040]  他說他去到Bulljoy這間學校的時候
[00:05:24.040 --> 00:05:27.320]  他們要經過他們的大堂
[00:05:27.320 --> 00:05:33.320]  大堂裡面左邊右邊就是他們最出色的學生
[00:05:33.320 --> 00:05:34.600]  他說你看到那些照片
[00:05:34.600 --> 00:05:35.720]  你看到那些表演
[00:05:35.720 --> 00:05:38.920]  自己心裡面有多大震盪
[00:05:38.920 --> 00:05:43.400]  心裡想著難道我們記得駕舞這件事嗎?
[00:05:43.400 --> 00:05:48.400]  我們有如雲彩般的見證人
[00:05:48.400 --> 00:05:50.640]  完全在聖經裡面出來
[00:05:50.640 --> 00:05:56.320]  為什麼我們沒有辦法有一種這麼大的渴望
[00:05:56.320 --> 00:05:58.520]  that you want to be great
[00:05:58.520 --> 00:06:04.400]  我要為上帝做一個全心投入的人
[00:06:04.400 --> 00:06:05.600]  有記者問Joy
[00:06:05.600 --> 00:06:08.240]  他說為什麼你隻身這麼辛苦
[00:06:08.240 --> 00:06:09.880]  都要離開美國
[00:06:09.880 --> 00:06:13.760]  一個人去俄國呢?
[00:06:13.760 --> 00:06:15.560]  他回答了一句很有趣的說話
[00:06:15.560 --> 00:06:16.080]  他說
[00:06:16.080 --> 00:06:20.120]  in America I never really felt that I fit in
[00:06:20.120 --> 00:06:21.560]  I want to be Russian
[00:06:21.560 --> 00:06:22.480]  it calls to me
[00:06:22.480 --> 00:06:24.720]  Russia calls to me
[00:06:24.720 --> 00:06:25.600]  他說什麼呢?
[00:06:25.600 --> 00:06:28.280]  他說我從小到大在美國
[00:06:28.280 --> 00:06:30.920]  我都很喜歡跳馬拉舞
[00:06:30.920 --> 00:06:33.360]  我知道我自己在美國
[00:06:33.360 --> 00:06:37.000]  我已經是一個很頂尖的馬拉舞度假
[00:06:37.000 --> 00:06:38.560]  但你知不知道他說
[00:06:38.560 --> 00:06:39.280]  在美國
[00:06:39.280 --> 00:06:41.000]  馬拉舞只是一種外號
[00:06:41.000 --> 00:06:42.760]  一個hobby
[00:06:42.760 --> 00:06:45.280]  頂弄是一種體育運動
[00:06:45.280 --> 00:06:46.320]  sports
[00:06:46.320 --> 00:06:49.920]  但當你去看那些俄國人跳舞的時候
[00:06:49.920 --> 00:06:52.960]  Ballet is the life
[00:06:52.960 --> 00:06:56.280]  跳馬拉舞是他們的生命
[00:06:56.280 --> 00:06:57.680]  於是他說
[00:06:57.680 --> 00:07:01.920]  那種呼召吸引他
[00:07:01.920 --> 00:07:06.200]  他不要馬拉舞做他的興趣
[00:07:06.200 --> 00:07:08.360]  他不要馬拉舞做他的運動
[00:07:08.360 --> 00:07:15.800]  他要馬拉舞成為他的生命
[00:07:15.800 --> 00:07:18.840]  令我想起我在搭地鐵
[00:07:18.840 --> 00:07:21.240]  回到香港搭地鐵的時候
[00:07:21.240 --> 00:07:22.720]  兩個故事
[00:07:22.720 --> 00:07:24.360]  一個是喜的故事
[00:07:24.360 --> 00:07:26.600]  另一個是悲的故事
[00:07:26.600 --> 00:07:29.240]  我先聽那個悲的故事
[00:07:29.240 --> 00:07:30.040]  有一次我記得
[00:07:30.040 --> 00:07:31.840]  那時候我還在中層上班
[00:07:31.840 --> 00:07:33.280]  回到香港不是很久
[00:07:33.280 --> 00:07:34.360]  幾個月
[00:07:34.360 --> 00:07:36.160]  每次我上車
[00:07:36.160 --> 00:07:40.040]  我當然拿著我的手機開始看聖經
[00:07:40.040 --> 00:07:42.840]  我記得那天我正在看加拿大書
[00:07:42.840 --> 00:07:45.200]  看到差不多有一個小孩
[00:07:45.200 --> 00:07:47.200]  其實他是大學生
[00:07:47.200 --> 00:07:49.360]  他在我旁邊已經很擠迫
[00:07:49.360 --> 00:07:50.560]  突然間扭我聊天
[00:07:50.560 --> 00:07:53.080]  他說你是不是在看加拿大書
[00:07:53.080 --> 00:07:54.120]  我正在看英文
[00:07:54.120 --> 00:07:55.240]  他說是不是加拿大書
[00:07:55.240 --> 00:07:55.840]  我說是
[00:07:55.840 --> 00:07:56.840]  是加拿大書
[00:07:56.840 --> 00:08:00.560]  很明顯他想和我so call聊聊天
[00:08:00.560 --> 00:08:01.440]  說說聰明的事
[00:08:01.440 --> 00:08:02.360]  於是我問他
[00:08:02.360 --> 00:08:03.560]  我說你也是基督徒
[00:08:03.560 --> 00:08:05.200]  他說是
[00:08:05.200 --> 00:08:07.080]  然後我就問他
[00:08:07.080 --> 00:08:08.440]  我說你回哪一間教堂
[00:08:08.440 --> 00:08:11.520]  他當然不知道我是牧師
[00:08:11.520 --> 00:08:15.840]  他說他回野華見證人
[00:08:15.840 --> 00:08:17.000]  如果大家知道
[00:08:17.000 --> 00:08:18.760]  是一個我們所謂的異端
[00:08:18.760 --> 00:08:20.360]  是偏離了聖經的
[00:08:20.360 --> 00:08:21.600]  於是我當然好奇
[00:08:21.600 --> 00:08:22.400]  我問他
[00:08:22.400 --> 00:08:27.000]  喔那間教會明白
[00:08:27.000 --> 00:08:28.040]  然後我說
[00:08:28.040 --> 00:08:29.880]  你是不是一直都是回那間教會
[00:08:29.880 --> 00:08:31.880]  沒有回過其他教會呢
[00:08:31.880 --> 00:08:32.600]  他說不是的
[00:08:32.600 --> 00:08:33.920]  他說他初中的時候
[00:08:33.920 --> 00:08:36.280]  他回過第一間他回的教會
[00:08:36.280 --> 00:08:38.200]  是一間學校裏面的教會
[00:08:38.200 --> 00:08:40.520]  是一個普通的基督教學校
[00:08:40.520 --> 00:08:41.040]  我問他
[00:08:41.040 --> 00:08:47.960]  那為什麼你最後會和這班人去了呢
[00:08:47.960 --> 00:08:49.360]  他很坦誠地和我分享
[00:08:49.360 --> 00:08:50.320]  他說
[00:08:50.320 --> 00:08:53.720]  因為他去這間學校教會的時候
[00:08:53.720 --> 00:08:54.960]  他很想讀聖經
[00:08:54.960 --> 00:08:56.880]  他很想知道聖經是教你什麼
[00:08:56.880 --> 00:08:58.640]  他很想知道基督教信仰是什麼
[00:08:58.640 --> 00:09:02.840]  接著他去到他發覺那些人在玩
[00:09:02.840 --> 00:09:06.360]  他搞來搞去那些人都在玩
[00:09:06.360 --> 00:09:09.200]  他們的計劃就是玩
[00:09:09.200 --> 00:09:11.000]  要講聖經的時候
[00:09:11.000 --> 00:09:13.840]  大家都沒有心機
[00:09:13.840 --> 00:09:15.680]  於是他最後
[00:09:15.680 --> 00:09:17.120]  他遇上了另外一群人
[00:09:17.120 --> 00:09:19.200]  於是他就走了
[00:09:19.200 --> 00:09:21.840]  我很深感
[00:09:21.840 --> 00:09:24.560]  這個小孩不應該離開教會
[00:09:24.560 --> 00:09:25.760]  不應該離開我們教會
[00:09:25.760 --> 00:09:27.560]  其他很多人不應該離開我們教會
[00:09:27.560 --> 00:09:28.720]  我不是趕別人走
[00:09:28.720 --> 00:09:32.200]  你明白嗎
[00:09:32.200 --> 00:09:35.880]  如果我們教會是一個全心投入的教會
[00:09:35.880 --> 00:09:38.960]  不是每個人都喜歡留在這裏的
[00:09:38.960 --> 00:09:41.120]  有些人你留不住他
[00:09:41.120 --> 00:09:43.760]  但是那些人留不住是可以的
[00:09:43.760 --> 00:09:45.520]  但是我們現在最怕的就是
[00:09:45.520 --> 00:09:48.280]  我們應該留的人我們留不住
[00:09:48.280 --> 00:09:50.880]  如果今天丹尼尼和他三個朋友來我們教會
[00:09:50.880 --> 00:09:52.480]  他會不會留下
[00:09:52.480 --> 00:09:54.920]  這個是一個問題
[00:09:54.920 --> 00:10:00.680]  如果他不留下我們教會有什麼希望呢
[00:10:00.680 --> 00:10:03.040]  我們是不是一個全心投入的教會
[00:10:03.040 --> 00:10:06.640]  有一群人如果他們很想全心投入上帝的時候
[00:10:06.640 --> 00:10:10.520]  他們會不會選擇來我們當中呢
[00:10:10.520 --> 00:10:12.560]  所以這個很悲的一個故事
[00:10:12.560 --> 00:10:15.160]  經常都令我在想
[00:10:15.160 --> 00:10:17.920]  真是可惜
[00:10:17.920 --> 00:10:20.760]  那就分享一個喜的故事
[00:10:20.760 --> 00:10:21.960]  這個更早一點
[00:10:21.960 --> 00:10:24.840]  我記得我回來香港沒多久
[00:10:24.840 --> 00:10:29.240]  有一天我在地鐵上看著自己的聖經
[00:10:29.240 --> 00:10:31.600]  看得很入神的時候
[00:10:31.600 --> 00:10:34.320]  突然發現旁邊那個人
[00:10:34.320 --> 00:10:37.880]  也是在看東西看得很入神
[00:10:37.880 --> 00:10:39.160]  然後我留意了他一會
[00:10:39.160 --> 00:10:40.480]  留意幾分鐘再看
[00:10:40.480 --> 00:10:44.040]  他從來不停地不斷地看
[00:10:44.040 --> 00:10:46.480]  他在看什麼
[00:10:46.480 --> 00:10:50.160]  在看《馬經》
[00:10:50.160 --> 00:10:51.800]  我很喜歡這個人
[00:10:51.800 --> 00:10:53.400]  因為他不是看報紙的《馬經》
[00:10:53.400 --> 00:10:54.960]  他在看《馬經》的《馬經》
[00:10:54.960 --> 00:10:56.360]  你知道那個分別嗎
[00:10:56.360 --> 00:10:57.440]  就是《馬經》《馬經》
[00:10:57.440 --> 00:11:00.360]  從頭到尾都是《馬經》
[00:11:00.360 --> 00:11:02.080]  他不是看著娛樂版
[00:11:02.080 --> 00:11:03.920]  看著什麼版的
[00:11:03.920 --> 00:11:08.840]  他是從頭到尾都在看《馬經》
[00:11:08.840 --> 00:11:10.600]  我說如果我們幾個徒看聖經
[00:11:10.600 --> 00:11:12.760]  可以看《馬經》
[00:11:12.760 --> 00:11:16.960]  你說我們教會多有威力
[00:11:16.960 --> 00:11:17.960]  那一星期很有趣
[00:11:17.960 --> 00:11:21.120]  那一星期我一直在思想
[00:11:21.120 --> 00:11:23.640]  看《馬經》的先生之後
[00:11:23.640 --> 00:11:26.880]  那星期我記得我外母我外父來探望我們
[00:11:26.880 --> 00:11:29.080]  我來了香港沒多久就回來了
[00:11:29.080 --> 00:11:32.280]  於是星期六就帶他們出去吃午飯
[00:11:32.280 --> 00:11:34.880]  我記得在北角
[00:11:34.880 --> 00:11:39.200]  我去到一半我就去廁所
[00:11:39.200 --> 00:11:40.440]  去到廁所的時候
[00:11:40.440 --> 00:11:42.280]  突然間發覺有幾個人
[00:11:42.280 --> 00:11:45.360]  把自己鎖在廁格裡面
[00:11:45.360 --> 00:11:47.760]  接著做什麼呢
[00:11:47.760 --> 00:11:50.640]  在聽收音機
[00:11:50.640 --> 00:11:52.080]  在聽什麼呢
[00:11:52.080 --> 00:11:53.720]  跑馬
[00:11:53.720 --> 00:11:55.120]  我離開香港太久
[00:11:55.120 --> 00:11:58.520]  我忘記了香港有一樣東西叫跑馬
[00:11:58.520 --> 00:12:01.640]  很明顯這幾個人是在上班的
[00:12:01.640 --> 00:12:04.120]  突然間走去廁所
[00:12:04.120 --> 00:12:05.360]  跟他聊天
[00:12:05.360 --> 00:12:07.320]  你知道跑馬的馬仔是怎樣嗎
[00:12:07.320 --> 00:12:10.200]  人家在跑他覺得他自己在跑
[00:12:10.200 --> 00:12:13.160]  全心的投入
[00:12:13.160 --> 00:12:14.560]  等於我們今天有一個人
[00:12:14.560 --> 00:12:16.480]  他沒辦法一定要上班星期天
[00:12:16.480 --> 00:12:19.360]  不過他一定要直播我們教會
[00:12:19.360 --> 00:12:24.720]  他不可以等著聽錄音
[00:12:24.720 --> 00:12:27.160]  而且那天跑馬日是他最開心
[00:12:27.160 --> 00:12:29.080]  最期待的日子
[00:12:29.080 --> 00:12:32.840]  你可不可以想像初期教會是這樣的
[00:12:32.840 --> 00:12:35.640]  最期待的日子是什麼
[00:12:35.640 --> 00:12:36.080]  是主日
[00:12:36.080 --> 00:12:36.480]  為什麼
[00:12:36.480 --> 00:12:38.840]  因為主日可以聽到福音
[00:12:38.840 --> 00:12:41.680]  因為主日我們可以一起去祈禱
[00:12:41.680 --> 00:12:45.360]  因為在主日裡面我們可以傾談上帝的事
[00:12:45.360 --> 00:12:47.720]  因為在主日裡面我們可以高舉唱
[00:12:47.720 --> 00:12:49.840]  GSO基督的詩歌
[00:12:49.840 --> 00:12:50.920]  這是不是你的心願
[00:12:50.920 --> 00:12:55.560]  是不是我的心願
[00:12:55.560 --> 00:12:57.520]  在我還沒回來香港很多年前
[00:12:57.520 --> 00:12:59.040]  我家裡已經在美國
[00:12:59.040 --> 00:13:01.880]  很喜歡看《聲音中國》
[00:13:01.880 --> 00:13:03.000]  中國好聲音
[00:13:03.000 --> 00:13:05.760]  我不是喜歡表演
[00:13:05.760 --> 00:13:08.520]  我喜歡它裡面說的那些故事
[00:13:08.520 --> 00:13:10.600]  那些參加者的故事
[00:13:10.600 --> 00:13:16.120]  當然我們現在知道很多故事是假的
[00:13:16.120 --> 00:13:19.200]  假也無所謂讓我做一下白日夢
[00:13:19.200 --> 00:13:21.680]  為什麼我喜歡看
[00:13:21.680 --> 00:13:23.560]  因為在我現實生活裡面
[00:13:23.560 --> 00:13:27.120]  我找不到一些全心投入的基督徒在我身邊
[00:13:27.120 --> 00:13:29.160]  於是我看這個秀的時候
[00:13:29.160 --> 00:13:32.120]  我就會夢想我有一班這樣的朋友
[00:13:32.120 --> 00:13:36.880]  愛好音樂的朋友
[00:13:36.880 --> 00:13:39.400]  我記得第二個季節的時候
[00:13:39.400 --> 00:13:41.960]  汪峰最喜歡問人這兩個問題
[00:13:41.960 --> 00:13:46.280]  他說音樂對你意味著什麼
[00:13:46.280 --> 00:13:49.320]  你的夢想又是什麼
[00:13:49.320 --> 00:13:51.120]  你有沒有試過問你自己這幾個問題
[00:13:51.120 --> 00:13:52.440]  如果保羅今天在這裡
[00:13:52.440 --> 00:13:53.960]  保羅會問我們
[00:13:53.960 --> 00:13:56.160]  福音對你意味著什麼
[00:13:56.160 --> 00:13:58.320]  你的夢想是什麼
[00:13:58.320 --> 00:13:59.520]  保羅自己的答案
[00:13:59.520 --> 00:14:01.280]  福音對你意味著什麼
[00:14:01.280 --> 00:14:05.520]  他的答案是Everything
[00:14:05.520 --> 00:14:07.360]  漢萬事 漢為訓土
[00:14:07.360 --> 00:14:09.160]  福音是一切
[00:14:09.160 --> 00:14:12.160]  他有什麼夢想有西遊記
[00:14:12.160 --> 00:14:14.920]  你有聽羅馬書的 你知道的
[00:14:14.920 --> 00:14:16.320]  他的夢想就是去西班牙
[00:14:16.320 --> 00:14:19.040]  不是去看花賽隆
[00:14:19.040 --> 00:14:23.880]  他要將福音傳到地極
[00:14:23.880 --> 00:14:25.240]  我現在想告訴你一件事
[00:14:25.240 --> 00:14:27.080]  當你回去初期教會的時候
[00:14:27.080 --> 00:14:31.080]  你發覺不是單單保羅是這樣回答這些問題
[00:14:31.080 --> 00:14:35.520]  是那三千個人都是同樣回答同一個問題
[00:14:35.520 --> 00:14:37.560]  What does the gospel mean to you
[00:14:37.560 --> 00:14:39.240]  福音對你意味著什麼
[00:14:39.240 --> 00:14:41.000]  Everything
[00:14:41.000 --> 00:14:43.560]  福音對你有什麼夢想
[00:14:43.560 --> 00:14:47.200]  將這個福音傳到地極
[00:14:47.200 --> 00:14:52.520]  於是他們專心
[00:14:52.520 --> 00:14:56.600]  繼續去明白上帝的話語
[00:14:56.600 --> 00:14:57.760]  專心祈禱
[00:14:57.760 --> 00:15:02.240]  專心聚在一起去團契
[00:15:02.240 --> 00:15:04.080]  他們的secret
[00:15:04.080 --> 00:15:05.640]  究竟他們的秘密在哪裡
[00:15:05.640 --> 00:15:08.720]  他們的秘密就是當他們起初聽福音的時候
[00:15:08.720 --> 00:15:11.480]  他們聽一個很純正的福音
[00:15:11.480 --> 00:15:13.200]  接著面對這個純正的福音
[00:15:13.200 --> 00:15:15.600]  他們有一個很純正的回應
[00:15:15.600 --> 00:15:16.560]  那個回應就是
[00:15:16.560 --> 00:15:17.920]  They clutch to the heart
[00:15:17.920 --> 00:15:22.360]  他們的心被刺透
[00:15:22.360 --> 00:15:24.080]  在那一刻他們知道
[00:15:24.080 --> 00:15:25.800]  他們自己是一個罪人
[00:15:25.800 --> 00:15:29.160]  他們知道他們唯有靠主耶穌基督
[00:15:29.160 --> 00:15:31.680]  他們知道在耶穌基督裡面
[00:15:31.680 --> 00:15:34.920]  一切都更甚了
[00:15:34.920 --> 00:15:37.120]  聚被赦免
[00:15:37.120 --> 00:15:40.280]  一切都被養了
[00:15:40.280 --> 00:15:42.440]  今天我們的劣勢在哪裡
[00:15:42.440 --> 00:15:46.480]  我們再聽不到純正的福音
[00:15:46.480 --> 00:15:50.560]  我們再沒有辦法正確地回應這個福音
[00:15:50.560 --> 00:15:55.320]  這個福音沒有辦法在我們生命裡面成為一種帶能
[00:15:55.320 --> 00:15:58.720]  成為一種喜樂的泉源
[00:15:58.720 --> 00:16:00.400]  我們只是靠上帝
[00:16:00.400 --> 00:16:01.880]  每個禮拜要祝福我們
[00:16:01.880 --> 00:16:07.760]  少少在這裡那裡讓我們有少少的東西可以分享
[00:16:07.760 --> 00:16:14.480]  我們忘記了上帝已經捨棄了他自己獨生的意志
[00:16:14.480 --> 00:16:17.400]  and that is enough
[00:16:17.400 --> 00:16:19.080]  已經足夠了
[00:16:19.080 --> 00:16:23.320]  我們怎樣回去這個福音
[00:16:23.320 --> 00:16:25.000]  如果你有聽過羅馬書的時候
[00:16:25.000 --> 00:16:30.400]  你記得我最近一直在分享我以前的神學院的同學
[00:16:30.400 --> 00:16:32.600]  他跟他的先生和兩個女兒
[00:16:32.600 --> 00:16:35.560]  在2009年搬到了一個
[00:16:35.560 --> 00:16:39.880]  巴勃華新幾內亞旁邊的一個小島
[00:16:39.880 --> 00:16:41.080]  叫Bayan
[00:16:41.080 --> 00:16:44.520]  那裡只有二三千人的土人
[00:16:44.520 --> 00:16:45.960]  沒有一個語言
[00:16:45.960 --> 00:16:47.320]  沒有一個聖經
[00:16:47.320 --> 00:16:48.480]  沒有福音聽
[00:16:48.480 --> 00:16:52.720]  於是他跟他們其他的宣教士
[00:16:52.720 --> 00:16:54.760]  三個家庭在那裡住
[00:16:54.760 --> 00:16:55.880]  學他們的語言
[00:16:55.880 --> 00:16:57.520]  將福音傳給他們
[00:16:57.520 --> 00:16:59.800]  但是當那些土人聽到福音的時候
[00:16:59.800 --> 00:17:03.880]  他們不是找個明星去做見證
[00:17:03.880 --> 00:17:06.160]  土人懂什麼
[00:17:06.160 --> 00:17:08.360]  於是他們從舊約開始
[00:17:08.360 --> 00:17:12.600]  用了六個月的時間跟他們講舊約裡面的故事
[00:17:12.600 --> 00:17:14.920]  講上帝怎樣創造這個世界
[00:17:14.920 --> 00:17:18.080]  講上帝怎樣去愛護亞當夏娃
[00:17:18.080 --> 00:17:21.880]  講亞當夏娃怎樣犯罪
[00:17:21.880 --> 00:17:23.200]  因為撒旦的試探
[00:17:23.200 --> 00:17:30.080]  講到以色列人不斷重複去愛的假神
[00:17:30.080 --> 00:17:31.600]  結果這幫土人
[00:17:31.600 --> 00:17:34.200]  越來越感覺到自己的罪
[00:17:34.200 --> 00:17:35.960]  他們說我們就是以色列人
[00:17:35.960 --> 00:17:37.200]  我們就是埃及人
[00:17:37.200 --> 00:17:39.680]  我們就是那些該死的
[00:17:39.680 --> 00:17:41.840]  於是他們
[00:17:41.840 --> 00:17:44.040]  跟聖經裡面終於上帝的人
[00:17:44.040 --> 00:17:45.840]  一起期待君王的來臨
[00:17:45.840 --> 00:17:48.200]  以致主耶穌基督最後的來臨
[00:17:48.200 --> 00:17:52.280]  祂的壽死復活
[00:17:52.280 --> 00:17:59.560]  讓這幫土人有個純正的福音
[00:17:59.560 --> 00:18:01.280]  2010年的時候
[00:18:01.280 --> 00:18:02.320]  過了三年之後
[00:18:02.320 --> 00:18:04.880]  他們將那個福音整傳的
[00:18:04.880 --> 00:18:06.360]  傳了給這幫土人
[00:18:06.360 --> 00:18:10.360]  當時當中有幾個土人回應了這個福音
[00:18:10.360 --> 00:18:14.880]  我想你聽一下他們的回應
[00:18:14.880 --> 00:18:16.680]  有一個土人這樣講
[00:18:16.680 --> 00:18:16.960]  他說
[00:18:16.960 --> 00:18:20.720]  I can't stop thinking about this talk
[00:18:20.720 --> 00:18:23.600]  It is what I think of when I first get up
[00:18:23.600 --> 00:18:24.760]  Yesterday I woke
[00:18:24.760 --> 00:18:28.000]  and that's what I started talking with my wife about
[00:18:28.000 --> 00:18:29.280]  We went to the garden
[00:18:29.280 --> 00:18:30.560]  and were there all day
[00:18:30.560 --> 00:18:33.480]  talking about this talk of the Roman
[00:18:33.480 --> 00:18:35.080]  Then all of a sudden it's night
[00:18:35.080 --> 00:18:36.200]  and we have to stop
[00:18:36.200 --> 00:18:38.880]  But in the morning we start all over again
[00:18:38.880 --> 00:18:40.240]  It's always on my mind
[00:18:40.240 --> 00:18:41.680]  他說這個土人
[00:18:41.680 --> 00:18:43.160]  當他接受了福音的時候
[00:18:43.160 --> 00:18:44.280]  他跟孫教士說
[00:18:44.280 --> 00:18:44.720]  他說
[00:18:44.720 --> 00:18:47.560]  我沒辦法停止想這個故事
[00:18:47.560 --> 00:18:49.280]  他說我早上一起床
[00:18:49.280 --> 00:18:52.320]  我就開始和我太太說這個福音的故事
[00:18:52.320 --> 00:18:54.480]  我們一起去到田園工作
[00:18:54.480 --> 00:18:56.480]  我整天從早到晚都跟他說
[00:18:56.480 --> 00:19:00.360]  接著眨眼之間就已經是晚上了
[00:19:00.360 --> 00:19:01.640]  接著我們睡完覺
[00:19:01.640 --> 00:19:02.320]  起床第二天
