
[00:00:00.000 --> 00:00:02.500]  我今次揀咗個題目
[00:03:18.600 --> 00:03:21.800]  我阿媽真係好
[00:03:21.800 --> 00:03:25.200]  我本來讀緊一間西營培一間私校
[00:03:25.200 --> 00:03:27.600]  就叫做國民小學
[00:03:27.600 --> 00:03:30.400]  而家都冇咗
[00:03:30.400 --> 00:03:32.400]  喺舊樓嗰度
[00:03:32.400 --> 00:03:35.200]  我阿媽去到小學
[00:03:35.200 --> 00:03:37.000]  我喺呢度都講過
[00:03:37.000 --> 00:03:39.800]  我喺上海嚟到香港
[00:03:39.800 --> 00:03:41.800]  係兩歲期都未夠三歲
[00:03:41.800 --> 00:03:45.400]  阿媽就推咗我入去讀小學
[00:03:45.400 --> 00:03:46.400]  就一年班
[00:03:46.400 --> 00:03:48.800]  好大一年升班
[00:03:48.800 --> 00:03:52.400]  但係去到六年班上學期
[00:03:52.400 --> 00:03:54.400]  我阿媽逼之一聽到
[00:03:54.400 --> 00:03:56.400]  佢有間小學好好
[00:03:56.400 --> 00:03:58.400]  有得小學會考
[00:03:58.400 --> 00:04:00.400]  我間私校冇得會考
[00:04:00.400 --> 00:04:02.200]  咁佢就聽到
[00:04:02.200 --> 00:04:03.400]  嘩可以排隊
[00:04:03.400 --> 00:04:04.600]  就太遲
[00:04:04.600 --> 00:04:07.400]  咁結果我讀完六年班上學期
[00:04:07.400 --> 00:04:10.000]  就轉咗我去求
[00:04:10.000 --> 00:04:13.400]  求當時嘅主任何永元主任
[00:04:13.400 --> 00:04:14.400]  我都記得
[00:04:14.400 --> 00:04:15.800]  我啲小學啲老師
[00:04:15.800 --> 00:04:17.000]  係我恩師
[00:04:17.000 --> 00:04:18.800]  話你收我啦
[00:04:18.800 --> 00:04:19.800]  我個仔好乖㗎
[00:04:19.800 --> 00:04:20.800]  好叻㗎
[00:04:20.800 --> 00:04:22.600]  何主任好人
[00:04:22.600 --> 00:04:23.800]  就俾我見啦
[00:04:23.800 --> 00:04:24.800]  就俾我考啦
[00:04:24.800 --> 00:04:26.800]  咁我考嗰啲成績梗係唔好啦
[00:04:26.800 --> 00:04:27.800]  佢話咁啦
[00:04:27.800 --> 00:04:29.800]  你讀低一班得唔得
[00:04:29.800 --> 00:04:31.800]  我阿媽話幾大都濟
[00:04:31.800 --> 00:04:33.800]  讀完六年班上學期
[00:04:33.800 --> 00:04:36.800]  就轉咗去人哋五年班下學期插班
[00:04:36.800 --> 00:04:38.800]  咁插班就遇到
[00:04:38.800 --> 00:04:40.800]  呢位老師
[00:04:40.800 --> 00:04:42.800]  今日佢喺度
[00:04:42.800 --> 00:04:44.800]  留心聽我先介紹佢出場
[00:04:44.800 --> 00:04:46.800]  點解我介紹佢
[00:04:46.800 --> 00:04:48.800]  五年班下學期
[00:04:48.800 --> 00:04:50.800]  我得半個學期
[00:04:50.800 --> 00:04:52.800]  但呢個老師
[00:04:52.800 --> 00:04:54.800]  好愛學生
[00:04:54.800 --> 00:04:56.800]  入到去都已經好感動
[00:04:56.800 --> 00:04:58.800]  真係咁好老師
[00:04:58.800 --> 00:05:00.800]  咁我考完個大學
[00:05:00.800 --> 00:05:02.800]  仲剩返兩日
[00:05:02.800 --> 00:05:04.800]  咁嗰日呢
[00:05:04.800 --> 00:05:06.800]  個老師就出嚟
[00:05:06.800 --> 00:05:08.800]  各位同學
[00:05:08.800 --> 00:05:10.800]  我哋今日唔使上堂
[00:05:10.800 --> 00:05:11.800]  我有啲自由活動
[00:05:11.800 --> 00:05:13.800]  我仲借咗好多好靚嘅書
[00:05:13.800 --> 00:05:15.800]  就俾你哋睇
[00:05:15.800 --> 00:05:17.800]  咁好開心
[00:05:17.800 --> 00:05:19.800]  個個都有活動
[00:05:19.800 --> 00:05:21.800]  睇下書
[00:05:21.800 --> 00:05:23.800]  誰不知就到嗰日放學
[00:05:23.800 --> 00:05:25.800]  班主任點下數
[00:05:25.800 --> 00:05:27.800]  爭咗六本
[00:05:27.800 --> 00:05:29.800]  咁佢就話
[00:05:29.800 --> 00:05:31.800]  各位同學
[00:05:31.800 --> 00:05:33.800]  啲書你哋可能唔記得交返畀我
[00:05:33.800 --> 00:05:35.800]  咁又無呀
[00:05:35.800 --> 00:05:37.800]  講來講去都無
[00:05:37.800 --> 00:05:39.800]  咁之後佢話
[00:05:39.800 --> 00:05:41.800]  咁唔好意思呀我要搜下你啲書
[00:05:41.800 --> 00:05:43.800]  咁我喺在場
[00:05:43.800 --> 00:05:45.800]  咁我
[00:05:45.800 --> 00:05:47.800]  阿媽好錫我
[00:05:47.800 --> 00:05:49.800]  成日都湊我放學
[00:05:49.800 --> 00:05:51.800]  咁我見到我阿媽喺度
[00:05:51.800 --> 00:05:53.800]  老師我媽咪嚟湊我
[00:05:53.800 --> 00:05:55.800]  咁我見老師話你走先
[00:05:55.800 --> 00:05:57.800]  因為我好乖
[00:05:57.800 --> 00:05:59.800]  乖嗰啲係咩意思呢
[00:05:59.800 --> 00:06:01.800]  唔講嘢就乖
[00:06:01.800 --> 00:06:03.800]  老師我都唔敢講嘢
[00:06:03.800 --> 00:06:05.800]  成日都細人幾歲
[00:06:05.800 --> 00:06:07.800]  咁於是就走咗
[00:06:07.800 --> 00:06:09.800]  走咗
[00:06:09.800 --> 00:06:11.800]  第二朝到最後一日
[00:06:11.800 --> 00:06:13.800]  我一返去就知道唔掂
[00:06:13.800 --> 00:06:15.800]  因為你知我矮嘅係坐十年
[00:06:15.800 --> 00:06:17.800]  老師成日望住我
[00:06:17.800 --> 00:06:19.800]  我已經知道不如
[00:06:19.800 --> 00:06:21.800]  結果老師就走埋
[00:06:21.800 --> 00:06:23.800]  走埋細細聲同我講
[00:06:23.800 --> 00:06:25.800]  叫阿蔡園
[00:06:25.800 --> 00:06:27.800]  你落校務處
[00:06:27.800 --> 00:06:29.800]  我同你傾計
[00:06:29.800 --> 00:06:31.800]  咁我就知道
[00:06:31.800 --> 00:06:33.800]  大仔
[00:06:33.800 --> 00:06:35.800]  咁佢落去
[00:06:35.800 --> 00:06:37.800]  落去佢仍然好溫柔
[00:06:37.800 --> 00:06:39.800]  叫阿蔡園
[00:06:39.800 --> 00:06:41.800]  係咪你攞走啲書
[00:06:41.800 --> 00:06:43.800]  咁我望住佢
[00:06:43.800 --> 00:06:45.800]  我見佢咁溫柔
[00:06:45.800 --> 00:06:47.800]  我都無得揀
[00:06:47.800 --> 00:06:49.800]  老師唔好意思
[00:06:49.800 --> 00:06:51.800]  我唔覺意攞咗六本返去
[00:06:51.800 --> 00:06:55.800]  唔覺意
[00:06:55.800 --> 00:06:59.800]  咁佢
[00:06:59.800 --> 00:07:01.800]  仍然睇住我
[00:07:01.800 --> 00:07:03.800]  咁梗係記過啦
[00:07:03.800 --> 00:07:05.800]  記完過之後佢就轉返身過去
[00:07:05.800 --> 00:07:07.800]  佢望住我
[00:07:07.800 --> 00:07:09.800]  咁呢句說話
[00:07:09.800 --> 00:07:11.800]  饒我命
[00:07:11.800 --> 00:07:13.800]  跟阿蔡園講
[00:07:13.800 --> 00:07:15.800]  我相信
[00:07:15.800 --> 00:07:17.800]  你以後唔會再做呢樣嘅嘢
[00:07:17.800 --> 00:07:21.800]  我呀
[00:07:21.800 --> 00:07:23.800]  無言
[00:07:23.800 --> 00:07:25.800]  唯唔單止咁呀
[00:07:25.800 --> 00:07:27.800]  佢無公告天下
[00:07:27.800 --> 00:07:29.800]  無向啲同學公告
[00:07:29.800 --> 00:07:31.800]  無提我個名出黎
[00:07:31.800 --> 00:07:33.800]  咁呀我好感激佢
[00:07:33.800 --> 00:07:35.800]  咁我想我到六年班
[00:07:35.800 --> 00:07:37.800]  升咗班
[00:07:37.800 --> 00:07:39.800]  咁我就好悲心去讀書
[00:07:39.800 --> 00:07:41.800]  攞咗我人生第一個獎
[00:07:41.800 --> 00:07:43.800]  進步獎
[00:07:43.800 --> 00:07:45.800]  我去五年班考廿三
[00:07:45.800 --> 00:07:47.800]  去六年班
[00:07:47.800 --> 00:07:49.800]  考第八
[00:07:49.800 --> 00:07:51.800]  咁就可以會考
[00:07:51.800 --> 00:07:53.800]  因為準十個去會考
[00:07:53.800 --> 00:07:55.800]  咁我就考咗一間幾好嘅學校
[00:07:55.800 --> 00:07:57.800]  就應我
[00:07:57.800 --> 00:07:59.800]  咁呀隔咗好耐
[00:07:59.800 --> 00:08:01.800]  我轉咗轉
[00:08:01.800 --> 00:08:03.800]  有一次我去到一間樓房度
[00:08:03.800 --> 00:08:05.800]  去姓氏題板
[00:08:05.800 --> 00:08:07.800]  大家記得呀姓氏題板
[00:08:07.800 --> 00:08:09.800]  咁我去講
[00:08:09.800 --> 00:08:11.800]  講完之後我落黎
[00:08:11.800 --> 00:08:13.800]  有個女士行上黎
[00:08:13.800 --> 00:08:15.800]  咁我行上黎
[00:08:15.800 --> 00:08:17.800]  咁佢呢
[00:08:17.800 --> 00:08:19.800]  就問一位老師
[00:08:19.800 --> 00:08:21.800]  蔡醫生記唔記得我
[00:08:21.800 --> 00:08:23.800]  嘩吳老師
[00:08:23.800 --> 00:08:25.800]  點解你喺度嘅
[00:08:25.800 --> 00:08:27.800]  你點記得我
[00:08:27.800 --> 00:08:29.800]  嘩吳老師多謝你當年
[00:08:29.800 --> 00:08:31.800]  不殺之恩
[00:08:33.800 --> 00:08:35.800]  我唔係講笑
[00:08:35.800 --> 00:08:37.800]  因為我當年都未成年
[00:08:37.800 --> 00:08:39.800]  我唔知佢呢個世界
[00:08:39.800 --> 00:08:41.800]  有赦免呢樣嘢
[00:08:41.800 --> 00:08:43.800]  咁我覺得自己好彩
[00:08:43.800 --> 00:08:45.800]  但係已經好感激佢
[00:08:45.800 --> 00:08:47.800]  咁佢好為期
[00:08:47.800 --> 00:08:49.800]  咁佢就同我相見過
[00:08:49.800 --> 00:08:51.800]  之後呢
[00:08:51.800 --> 00:08:53.800]  好少機會見面
[00:08:53.800 --> 00:08:55.800]  有時去大位堂
[00:08:55.800 --> 00:08:57.800]  咁就見到佢
[00:08:57.800 --> 00:08:59.800]  好少去姓氏題板樓
[00:08:59.800 --> 00:09:01.800]  跟住我收咗一篇詩
[00:09:01.800 --> 00:09:03.800]  啱啱最後
[00:09:03.800 --> 00:09:05.800]  就吳老師畀我
[00:09:05.800 --> 00:09:07.800]  佢話啱啱學寫古詩
[00:09:07.800 --> 00:09:11.800]  咁我就用咗你做題材
[00:09:11.800 --> 00:09:13.800]  就寫咗篇詩
[00:09:13.800 --> 00:09:17.800]  咁就贈蔡醫生
[00:09:17.800 --> 00:09:19.800]  咁我睇咗感動到不得了
[00:09:19.800 --> 00:09:21.800]  因為我哋好少見面
[00:09:21.800 --> 00:09:23.800]  但估唔到佢篇詩
[00:09:23.800 --> 00:09:25.800]  將我發生咗啲嘢
[00:09:25.800 --> 00:09:27.800]  好仔細寫曬出嚟
[00:09:27.800 --> 00:09:29.800]  仲有注釋嘅
[00:09:29.800 --> 00:09:31.800]  仲有注釋嘅
[00:09:31.800 --> 00:09:33.800]  呢個邊年邊年係咩事
[00:09:33.800 --> 00:09:35.800]  呢個邊年邊年係咩事
[00:09:35.800 --> 00:09:37.800]  我好驚奇
[00:09:37.800 --> 00:09:39.800]  請大家熱烈歡迎
[00:09:39.800 --> 00:09:41.800]  我嘅吳兆奇老師
[00:09:41.800 --> 00:09:43.800]  同埋佢嘅丈夫
[00:09:43.800 --> 00:09:45.800]  洪先生
[00:09:45.800 --> 00:09:47.800]  吳兆奇老師今年90歲
[00:09:47.800 --> 00:09:53.800]  佢嘅丈夫洪先生
[00:09:53.800 --> 00:09:55.800]  94
[00:09:55.800 --> 00:09:57.800]  係呀
[00:09:59.800 --> 00:10:01.800]  係咪似70歲
[00:10:01.800 --> 00:10:03.800]  係呀
[00:10:03.800 --> 00:10:05.800]  好好嘅
[00:10:05.800 --> 00:10:07.800]  咁我呢就
[00:10:07.800 --> 00:10:09.800]  請佢讀得係有意思嘅
[00:10:09.800 --> 00:10:11.800]  因為佢自己讀就好過我讀
[00:10:11.800 --> 00:10:13.800]  第二呢嗰啲字有啲我都唔識讀
[00:10:13.800 --> 00:10:17.800]  因為佢而家都每個禮拜去學
[00:10:17.800 --> 00:10:19.800]  古典文學
[00:10:19.800 --> 00:10:21.800]  就同先生
[00:10:21.800 --> 00:10:23.800]  教人書法
[00:10:23.800 --> 00:10:25.800]  每朝早去運動去打太極
[00:10:25.800 --> 00:10:27.800]  好精神嘅
[00:10:27.800 --> 00:10:29.800]  每朝早
[00:10:29.800 --> 00:10:31.800]  專業嘅吳老師
[00:10:31.800 --> 00:10:33.800]  我多謝你
[00:10:33.800 --> 00:10:35.800]  請你幫佢讀啲篇先
[00:10:35.800 --> 00:10:37.800]  我幫你揸住個咪
[00:10:37.800 --> 00:10:39.800]  這首詩呢
[00:10:39.800 --> 00:10:41.800]  大概係我七八年前
[00:10:41.800 --> 00:10:43.800]  或者十年前
[00:10:43.800 --> 00:10:45.800]  作咗嘅
[00:10:45.800 --> 00:10:47.800]  最近呢就寄畀人蔡醫生
[00:10:47.800 --> 00:10:51.800]  咁我而家呢就將佢讀畀大家聽下
[00:10:51.800 --> 00:10:55.800]  玄雲入學未及齡
[00:10:55.800 --> 00:10:57.800]  若小心靈
[00:10:57.800 --> 00:10:59.800]  易受驚
[00:10:59.800 --> 00:11:01.800]  剛己偶為
[00:11:01.800 --> 00:11:03.800]  是難免
[00:11:03.800 --> 00:11:05.800]  同志真純
[00:11:05.800 --> 00:11:07.800]  未感情
[00:11:07.800 --> 00:11:09.800]  不殺
[00:11:09.800 --> 00:11:11.800]  等同恩在座
[00:11:11.800 --> 00:11:15.800]  雞鬼墳高
[00:11:15.800 --> 00:11:17.800]  以為報
[00:11:17.800 --> 00:11:19.800]  好勤力書
[00:11:19.800 --> 00:11:21.800]  巧往前投
[00:11:21.800 --> 00:11:23.800]  勝志揚
[00:11:23.800 --> 00:11:25.800]  心靈孝
[00:11:25.800 --> 00:11:27.800]  如宿土
[00:11:27.800 --> 00:11:29.800]  願作良醫
[00:11:29.800 --> 00:11:31.800]  志氣好
[00:11:31.800 --> 00:11:33.800]  療傷治病
[00:11:33.800 --> 00:11:35.800]  忘辛勞
[00:11:35.800 --> 00:11:37.800]  龍城厚碑
[00:11:37.800 --> 00:11:39.800]  文在道
[00:11:39.800 --> 00:11:41.800]  貧病交青
[00:11:41.800 --> 00:11:43.800]  不擇高
[00:11:43.800 --> 00:11:45.800]  當時蔡醫係九龍城做醫生
[00:11:45.800 --> 00:11:49.800]  厚碑非常之好
[00:11:49.800 --> 00:11:51.800]  青年原是家方丈
[00:11:51.800 --> 00:11:53.800]  淡落毀身
[00:11:53.800 --> 00:11:55.800]  遠將喪
[00:11:55.800 --> 00:11:57.800]  投身輔導
[00:11:57.800 --> 00:11:59.800]  救亡揚
[00:11:59.800 --> 00:12:01.800]  指點迷津
[00:12:01.800 --> 00:12:03.800]  人方向
[00:12:03.800 --> 00:12:05.800]  突破機構
[00:12:05.800 --> 00:12:07.800]  因此成
[00:12:07.800 --> 00:12:09.800]  創刊傳道
[00:12:09.800 --> 00:12:11.800]  心力傾
[00:12:11.800 --> 00:12:13.800]  遠救贖災
[00:12:13.800 --> 00:12:15.800]  人者是
[00:12:15.800 --> 00:12:17.800]  美譽珍重
[00:12:17.800 --> 00:12:19.800]  方舟榮
[00:12:19.800 --> 00:12:21.800]  有蔡醫生
[00:12:49.800 --> 00:12:51.800]  你不知
[00:12:51.800 --> 00:12:53.800]  當然我後來知
[00:12:53.800 --> 00:12:55.800]  我信了主
[00:12:55.800 --> 00:12:57.800]  很好的基督徒
[00:12:57.800 --> 00:12:59.800]  當年他是因為神的愛
[00:12:59.800 --> 00:13:01.800]  他放了
[00:13:01.800 --> 00:13:03.800]  這隻小鷹
[00:13:03.800 --> 00:13:05.800]  死了
[00:13:05.800 --> 00:13:07.800]  不計代價
[00:13:07.800 --> 00:13:09.800]  所以就真
[00:13:09.800 --> 00:13:11.800]  我拉尾是隔了
[00:13:11.800 --> 00:13:13.800]  由那裏畢業
[00:13:13.800 --> 00:13:15.800]  到我中學畢業
[00:13:15.800 --> 00:13:17.800]  是中六我才信主
[00:13:17.800 --> 00:13:19.800]  信主是
[00:13:19.800 --> 00:13:21.800]  譚近輝牧師講到
[00:13:21.800 --> 00:13:23.800]  譚牧師剛剛安息
[00:13:23.800 --> 00:13:25.800]  他講什麼
[00:13:25.800 --> 00:13:27.800]  神就是愛
[00:13:27.800 --> 00:13:29.800]  只有神的兒子
[00:13:29.800 --> 00:13:31.800]  在我們仍然做罪人的時間
[00:13:31.800 --> 00:13:33.800]  成為我們的贖罪制
[00:13:33.800 --> 00:13:35.800]  這個就是愛
[00:13:35.800 --> 00:13:37.800]  愛你無懼怕
[00:13:37.800 --> 00:13:39.800]  你不知道自己有罪
[00:13:39.800 --> 00:13:41.800]  但你照下鏡你就知
[00:13:41.800 --> 00:13:43.800]  你讀聖經最緊要照鏡
[00:13:43.800 --> 00:13:45.800]  看你入面是怎樣
[00:13:45.800 --> 00:13:47.800]  真是照下
[00:13:47.800 --> 00:13:49.800]  如果照是怎樣
[00:13:49.800 --> 00:13:51.800]  我忽然想起當年偷書
[00:13:51.800 --> 00:13:53.800]  隔了很多年
[00:13:53.800 --> 00:13:55.800]  忽然控制不到自己
[00:13:55.800 --> 00:13:57.800]  眼淚都出來了
[00:13:57.800 --> 00:13:59.800]  我說你不要緊
[00:13:59.800 --> 00:14:01.800]  神是赦免
[00:14:01.800 --> 00:14:03.800]  主耶穌基督十字架是赦免你的
[00:14:03.800 --> 00:14:05.800]  他沒有條件
[00:14:05.800 --> 00:14:07.800]  在我們仍然做罪人的時間
[00:14:07.800 --> 00:14:09.800]  為你赦免
[00:14:09.800 --> 00:14:11.800]  赦免
[00:14:11.800 --> 00:14:13.800]  我1962年
[00:14:13.800 --> 00:14:15.800]  信主
[00:14:15.800 --> 00:14:17.800]  50年前
[00:14:17.800 --> 00:14:19.800]  追回去是60年前
[00:14:19.800 --> 00:14:21.800]  連我自己
[00:14:21.800 --> 00:14:23.800]  都不察覺的恩典
[00:14:23.800 --> 00:14:25.800]  我們領受了很多恩典
[00:14:25.800 --> 00:14:27.800]  我們不覺的
[00:14:27.800 --> 00:14:29.800]  我們以為必然
[00:14:29.800 --> 00:14:31.800]  我們以為是的
[00:14:31.800 --> 00:14:33.800]  其實不是的
[00:14:33.800 --> 00:14:35.800]  神的愛是沒有條件的
[00:14:35.800 --> 00:14:37.800]  我很感動
[00:14:37.800 --> 00:14:39.800]  我很想請他
[00:14:39.800 --> 00:14:41.800]  特別今天
[00:14:41.800 --> 00:14:43.800]  他親自
[00:14:43.800 --> 00:14:45.800]  和大家分享
[00:14:45.800 --> 00:14:47.800]  這個赦罪之恩
[00:14:47.800 --> 00:14:49.800]  改變了一個孩子
[00:14:49.800 --> 00:14:51.800]  當日他嫖了出來
[00:14:51.800 --> 00:14:53.800]  然後公告天下
[00:14:53.800 --> 00:14:55.800]  結果可能
[00:14:55.800 --> 00:14:57.800]  你會在赤柱關了我
[00:14:57.800 --> 00:15:03.800]  多數犯罪
[00:15:03.800 --> 00:15:05.800]  由小罪開始
[00:15:05.800 --> 00:15:07.800]  罪越犯越勁
[00:15:07.800 --> 00:15:09.800]  我真是很不配
[00:15:09.800 --> 00:15:11.800]  神的恩典
[00:15:11.800 --> 00:15:13.800]  赦罪
[00:15:13.800 --> 00:15:15.800]  之恩
[00:15:15.800 --> 00:15:17.800]  我們不知
[00:15:17.800 --> 00:15:19.800]  第二個
[00:15:19.800 --> 00:15:21.800]  醫治你一切疾病
[00:15:21.800 --> 00:15:23.800]  我真是醫生
[00:15:23.800 --> 00:15:25.800]  為甚麼
[00:15:25.800 --> 00:15:27.800]  神賜給我們
[00:15:27.800 --> 00:15:29.800]  醫治的恩典
[00:15:29.800 --> 00:15:31.800]  神創造我們
[00:15:31.800 --> 00:15:33.800]  絕大部分的病
[00:15:33.800 --> 00:15:35.800]  是神創造
[00:15:35.800 --> 00:15:37.800]  祂保護了你
[00:15:37.800 --> 00:15:39.800]  和牽連很多病去
[00:15:39.800 --> 00:15:41.800]  由皮膚
[00:15:41.800 --> 00:15:43.800]  到骨骼
[00:15:43.800 --> 00:15:45.800]  所有的東西
[00:15:45.800 --> 00:15:47.800]  是神設計保護你
[00:15:47.800 --> 00:15:49.800]  而且你所有的病
[00:15:49.800 --> 00:15:51.800]  入去的時間
[00:15:51.800 --> 00:15:53.800]  最重要的系統是甚麼
[00:15:53.800 --> 00:15:55.800]  你的免疫系統
[00:15:55.800 --> 00:15:57.800]  你的白血球
[00:15:57.800 --> 00:15:59.800]  天天在打仗
[00:15:59.800 --> 00:16:01.800]  就算你做手術
[00:16:01.800 --> 00:16:03.800]  最後醫生都說
[00:16:03.800 --> 00:16:05.800]  是靠你自己去康復
[00:16:05.800 --> 00:16:07.800]  我們經常都忘記了
[00:16:07.800 --> 00:16:09.800]  創造之恩
[00:16:09.800 --> 00:16:11.800]  神創造我們
[00:16:11.800 --> 00:16:13.800]  我們在地上有很多疾病
[00:16:13.800 --> 00:16:15.800]  其實是預知
[00:16:15.800 --> 00:16:17.800]  所以其實已經設計到你一樣的東西
[00:16:17.800 --> 00:16:19.800]  就保護了你
[00:16:19.800 --> 00:16:21.800]  為甚麼最脆弱的腦
[00:16:21.800 --> 00:16:23.800]  找個頭骨保護住它
[00:16:23.800 --> 00:16:25.800]  為甚麼心臟有肋骨
[00:16:25.800 --> 00:16:27.800]  整個保護住它
[00:16:27.800 --> 00:16:29.800]  每個設計是很奇怪
[00:16:29.800 --> 00:16:31.800]  每一個血球有設計
[00:16:31.800 --> 00:16:33.800]  紅血球有它的功能
[00:16:33.800 --> 00:16:35.800]  白血球一殲滅
[00:16:35.800 --> 00:16:37.800]  然後那些血小板
