
[00:00:00.000 --> 00:00:02.440]  今天在人生的過程當中
[00:02:57.880 --> 00:02:59.520]  十八節怎麼說呢
[00:02:59.520 --> 00:03:01.400]  這又何妨呢他說
[00:03:01.400 --> 00:03:02.640]  或是假意
[00:03:02.640 --> 00:03:03.920]  或是真心
[00:03:03.920 --> 00:03:06.640]  無論怎樣基督究竟被傳開了
[00:03:06.640 --> 00:03:08.400]  為此我就要歡喜
[00:03:08.400 --> 00:03:11.320]  而且還要歡喜
[00:03:11.320 --> 00:03:15.280]  哇原來在保羅的心中
[00:03:15.280 --> 00:03:18.920]  他知道有一場最重要的戰爭
[00:03:18.920 --> 00:03:23.080]  那個戰爭就是主的福音要被傳開
[00:03:23.080 --> 00:03:24.360]  Amen
[00:03:24.360 --> 00:03:28.200]  對他來講環境可以捆鎖他
[00:03:28.200 --> 00:03:31.280]  仇敵可以攻擊他
[00:03:31.280 --> 00:03:34.280]  親友可以誤會他
[00:03:34.280 --> 00:03:39.200]  但是有一場最重要的戰爭是不能夠失去的
[00:03:39.200 --> 00:03:41.240]  所以二十節保羅怎麼說呢
[00:03:41.240 --> 00:03:46.040]  他照著我所竊目所盼望的沒有一件事情叫我羞愧
[00:03:46.040 --> 00:03:50.200]  只要凡事放膽無論是生是死
[00:03:50.200 --> 00:03:53.120]  總教基督在我身上怎麼樣
[00:03:53.120 --> 00:03:55.880]  照常顯大
[00:03:55.880 --> 00:03:57.600]  換句話說
[00:03:57.600 --> 00:04:00.920]  只要主的戰爭能夠贏
[00:04:00.920 --> 00:04:05.040]  所有其他的征戰是都可以輸掉的
[00:04:05.040 --> 00:04:06.480]  Amen
[00:04:06.480 --> 00:04:09.040]  弟兄姊妹今天在我們人生的過程當中
[00:04:09.040 --> 00:04:12.800]  這是何等重要一個提醒啊
[00:04:12.800 --> 00:04:15.040]  這個提醒就是
[00:04:15.040 --> 00:04:17.760]  不要上錯戰場打錯仗
[00:04:17.760 --> 00:04:19.640]  跟你旁邊說不要上錯戰場打錯仗
[00:04:19.640 --> 00:04:22.680]  你跟他說
[00:04:22.680 --> 00:04:26.880]  我看見今天有太多的人在人生過程當中
[00:04:26.880 --> 00:04:30.520]  好像不斷地選錯戰場
[00:04:30.520 --> 00:04:33.440]  也打錯仗
[00:04:33.440 --> 00:04:39.680]  我們只為一些枝節的事情真的你死我活
[00:04:39.680 --> 00:04:45.720]  結果不但讓我們身旁周圍的人受到極大的傷害
[00:04:45.720 --> 00:04:50.480]  而且我們自己也無法得到神的祝福
[00:04:50.480 --> 00:04:52.800]  所以今天早上從兩方面要來講
[00:04:52.800 --> 00:04:57.040]  我們怎麼樣面對人生各樣的征戰呢
[00:04:57.040 --> 00:04:58.840]  第一點
[00:04:58.840 --> 00:05:04.200]  不要上錯戰場跟他說
[00:05:04.200 --> 00:05:06.520]  最重要一件事情不要上錯戰場
[00:05:06.520 --> 00:05:11.240]  那你說哪一些戰場我們很容易上錯呢
[00:05:11.240 --> 00:05:13.520]  第一個戰場我們很容易上錯
[00:05:13.520 --> 00:05:14.960]  個性的戰場
[00:05:14.960 --> 00:05:18.320]  跟你們說個性的戰場
[00:05:18.320 --> 00:05:22.040]  我們人常常就是因為彼此個性不同
[00:05:22.040 --> 00:05:24.640]  我們彼此相爭嘛
[00:05:24.640 --> 00:05:27.360]  我們卻忽略了一件事情
[00:05:27.360 --> 00:05:31.960]  個性的不同雖然帶來表面上的衝突
[00:05:31.960 --> 00:05:38.920]  但事實上個性的不同也帶來人際關係的互補性不是嗎
[00:05:38.920 --> 00:05:42.480]  在教會裡面一討論事情來你就會發現
[00:05:42.480 --> 00:05:45.160]  有些人是比較理想主義的
[00:05:45.160 --> 00:05:47.440]  很多的idea
[00:05:47.440 --> 00:05:49.960]  有些人比較實用主義的
[00:05:49.960 --> 00:05:52.600]  最重要的是用什麼方法
[00:05:52.600 --> 00:05:56.320]  所以一討論起來就問題重重
[00:05:56.320 --> 00:05:57.480]  但事實上
[00:05:57.480 --> 00:06:04.000]  理想主義跟實用主義兩者是有互補性的不是嗎
[00:06:04.000 --> 00:06:05.960]  有些人性質比較急
[00:06:05.960 --> 00:06:09.640]  兩三下臉色就不大好看了
[00:06:09.640 --> 00:06:11.640]  有些人個性比較慢
[00:06:11.640 --> 00:06:15.280]  考慮再三還是不能夠做決定
[00:06:15.280 --> 00:06:18.320]  就像中國話說急驚風就碰到什麼呢
[00:06:18.320 --> 00:06:21.280]  慢囊中你怎麼辦呢
[00:06:21.280 --> 00:06:26.640]  但事實上急的人是很容易落入主觀當中的嘛
[00:06:26.640 --> 00:06:30.720]  慢的人很需要學習信心跟勇敢的功課
[00:06:30.720 --> 00:06:35.840]  這兩者是需要彼此互補的平衡的嘛
[00:06:35.840 --> 00:06:38.640]  但自終我們需要明白
[00:06:38.640 --> 00:06:44.080]  其實大家都是為了教會的好處不是嗎
[00:06:44.080 --> 00:06:49.040]  但我們卻常常落入了個性的戰場當中
[00:06:49.040 --> 00:06:51.480]  彼此相爭
[00:06:51.480 --> 00:06:56.040]  反而我們忘了為何而戰
[00:06:56.040 --> 00:06:58.200]  在家庭中也是如此嘛
[00:06:58.200 --> 00:07:03.320]  我看見多少的夫妻是因為個性不合在爭吵
[00:07:03.320 --> 00:07:08.440]  我們急於想爭到底是誰對誰錯
[00:07:08.440 --> 00:07:10.960]  但事實上無論是誰輸誰贏
[00:07:10.960 --> 00:07:14.840]  都已經為整個家庭帶來極大的傷害
[00:07:14.840 --> 00:07:17.720]  你知道其實這麼多年我在做婚姻輔導的工作
[00:07:17.720 --> 00:07:20.560]  越來越看見一件事情
[00:07:20.560 --> 00:07:25.880]  一個美滿的婚姻從來不是因為對方被改變了
[00:07:25.880 --> 00:07:28.240]  哈囉
[00:07:28.240 --> 00:07:29.080]  多少說我們多美滿
[00:07:29.080 --> 00:07:30.040]  就是他需要美滿
[00:07:30.040 --> 00:07:33.760]  只要他改變了一切都好沒事
[00:07:33.760 --> 00:07:37.320]  No 他真的改變了問題就變你了你知道嗎
[00:07:37.320 --> 00:07:42.200]  一個美滿的婚姻永遠不是因為對方被改變
[00:07:42.200 --> 00:07:48.920]  一個美滿的婚姻永遠是因為你開始學習接納對方了
[00:07:48.920 --> 00:07:52.880]  接納對方的優點接納對方的缺點
[00:07:52.880 --> 00:07:58.080]  接納他的個性也接納他溝通的方式
[00:07:58.080 --> 00:08:02.520]  我常常發現很多的夫妻單單只是為了溝通的方式
[00:08:02.520 --> 00:08:04.360]  就已經吵不完了
[00:08:04.360 --> 00:08:08.600]  一定要按照我的方式坐下來講清楚
[00:08:08.600 --> 00:08:12.800]  很多人一坐下來就什麼話都講不出來了
[00:08:12.800 --> 00:08:17.040]  你一定要對方按照你溝通的方式來溝通
[00:08:17.040 --> 00:08:19.680]  那就很難溝通了
[00:08:19.680 --> 00:08:23.000]  其實你的目的是要溝通不是嗎
[00:08:23.000 --> 00:08:27.760]  不要為方式跟個性的緣故打錯仗
[00:08:27.760 --> 00:08:33.200]  結果溝還沒通已經兩敗俱傷了
[00:08:33.200 --> 00:08:37.080]  我常常說夫妻的溝通一定要自然
[00:08:37.080 --> 00:08:41.240]  不要很不自然很勉強的樣子
[00:08:41.240 --> 00:08:44.560]  溝通一定要自然的方式
[00:08:44.560 --> 00:08:47.680]  有時間能夠做一些一起去做一些事情
[00:08:47.680 --> 00:08:49.680]  其實溝通最好的方式
[00:08:49.680 --> 00:08:53.680]  就一起去做一些想做的事情
[00:08:53.680 --> 00:08:55.280]  有對夫妻曾經告訴我說
[00:08:55.280 --> 00:08:58.360]  自從他們家養了一隻狗之後
[00:08:58.360 --> 00:09:00.680]  夫妻愛火重燃
[00:09:00.680 --> 00:09:03.840]  我說愛火重燃跟養狗有什麼關係呢
[00:09:03.840 --> 00:09:05.680]  他們很有關係啊
[00:09:05.680 --> 00:09:08.480]  一養狗之後就要去遛狗啊
[00:09:08.480 --> 00:09:10.000]  以前夫妻都不講話
[00:09:10.000 --> 00:09:11.160]  兩個人一起出去遛狗
[00:09:11.160 --> 00:09:12.920]  一遛遛半個鐘頭啊
[00:09:12.920 --> 00:09:14.640]  就開始慢慢講起話來
[00:09:14.640 --> 00:09:16.400]  講啊講啊話越來越多
[00:09:16.400 --> 00:09:18.400]  愛火就重燃了
[00:09:18.400 --> 00:09:20.320]  Hallelujah
[00:09:20.320 --> 00:09:23.880]  我曾經輔導一對中年的夫妻
[00:09:23.880 --> 00:09:26.120]  他們也是吵架吵不完
[00:09:26.120 --> 00:09:27.200]  那我就建議他們說
[00:09:27.200 --> 00:09:30.000]  有沒有什麼能夠一些事情一起想去做
[00:09:30.000 --> 00:09:32.960]  去做一下一起去做吧
[00:09:32.960 --> 00:09:34.400]  那個丈夫立刻就回答
[00:09:34.400 --> 00:09:35.480]  哪有時間
[00:09:35.480 --> 00:09:38.200]  這麼忙哪有時間啊
[00:09:38.200 --> 00:09:40.920]  那我就問他說真的沒時間嗎
[00:09:40.920 --> 00:09:42.400]  他想了一下
[00:09:42.400 --> 00:09:43.400]  其實也有時間
[00:09:43.400 --> 00:09:45.560]  吵架就有時間了
[00:09:45.560 --> 00:09:50.520]  也有很多時間了
[00:09:50.520 --> 00:09:51.520]  我說你們有沒有想到
[00:09:51.520 --> 00:09:55.320]  你們以前有沒有一起想做的一些事情呢
[00:09:55.320 --> 00:09:58.200]  他們以前喜歡到公園散步
[00:09:58.200 --> 00:09:59.240]  我說哇太好了
[00:09:59.240 --> 00:10:01.840]  又節省金錢又健康身體
[00:10:01.840 --> 00:10:03.240]  I mean 太好了
[00:10:03.240 --> 00:10:04.640]  有多久沒去做了
[00:10:04.640 --> 00:10:07.000]  他們說很多年沒去做了
[00:10:07.000 --> 00:10:09.120]  我就建議他們從現在開始
[00:10:09.120 --> 00:10:10.640]  去公園散步吧
[00:10:10.640 --> 00:10:12.720]  花半個鐘頭吧
[00:10:12.720 --> 00:10:16.760]  結果不久夫妻的關係就重新恢復
[00:10:16.760 --> 00:10:20.200]  有些很多時候溝通是很簡單的事情
[00:10:20.200 --> 00:10:22.240]  預備一些環境自然的溝通
[00:10:22.240 --> 00:10:24.360]  在我們家裡面我們都很忙碌
[00:10:24.360 --> 00:10:25.680]  我們溝通的方式是什麼
[00:10:25.680 --> 00:10:28.160]  找個小餐館坐下來談談話就好
[00:10:28.160 --> 00:10:29.640]  我們都喜歡吃嘛全家
[00:10:29.640 --> 00:10:30.720]  全家大家
[00:10:30.720 --> 00:10:31.920]  我們女兒回來就溝通
[00:10:31.920 --> 00:10:33.240]  就在餐館裡溝通講講
[00:10:33.240 --> 00:10:34.720]  吃完飯就全部都溝通完畢
[00:10:34.720 --> 00:10:37.680]  Hallelujah
[00:10:37.680 --> 00:10:43.640]  你知道我發現我們人常常落入在個性的戰場裡面
[00:10:43.640 --> 00:10:46.640]  結果就兩敗俱傷
[00:10:46.640 --> 00:10:50.920]  我們忽略了個性是有它的互補性
[00:10:50.920 --> 00:10:53.760]  我們要學習彼此的接納
[00:10:53.760 --> 00:10:57.440]  我們就能夠享受這種互補的喜樂
[00:10:57.440 --> 00:10:58.480]  Amen
[00:10:58.480 --> 00:11:00.920]  所以第一個常常落入錯誤的戰場
[00:11:00.920 --> 00:11:02.160]  個性的戰場
[00:11:02.160 --> 00:11:03.600]  第二個
[00:11:03.600 --> 00:11:06.840]  錯誤的戰場是文化跟傳統的戰場
[00:11:06.840 --> 00:11:10.920]  跟你們說文化跟傳統的戰場
[00:11:10.920 --> 00:11:12.920]  你知道文化跟傳統
[00:11:12.920 --> 00:11:16.120]  代表著我們的生活的方式
[00:11:16.120 --> 00:11:18.040]  代表我們做事的方式
[00:11:18.040 --> 00:11:20.440]  也代表我們的價值觀嘛
[00:11:20.440 --> 00:11:22.240]  你在不同的地方長大
[00:11:22.240 --> 00:11:24.640]  你知道不同的環境
[00:11:24.640 --> 00:11:27.920]  就會塑造不同的文化
[00:11:27.920 --> 00:11:31.000]  你自然在不同的環境長大的時候
[00:11:31.000 --> 00:11:33.720]  你就承襲了這種不同的文化
[00:11:33.720 --> 00:11:37.080]  不同的生活方式 不同的價值系統
[00:11:37.080 --> 00:11:41.560]  那這些價值系統從小長大就影響我們的生活
[00:11:41.560 --> 00:11:42.800]  影響我們的生命
[00:11:42.800 --> 00:11:44.920]  以至於我們今天生活形式
[00:11:44.920 --> 00:11:49.080]  其實都是按照文化跟傳統在行事
[00:11:49.080 --> 00:11:52.400]  再加上我們人常常以自我為中心
[00:11:52.400 --> 00:11:55.320]  而且先入為主嘛
[00:11:55.320 --> 00:11:58.960]  所以我們從小長大的方式先入為主的結果
[00:11:58.960 --> 00:12:02.080]  我們就以為就是應當是如此
[00:12:02.080 --> 00:12:04.520]  全世界人也都應當是如此
[00:12:04.520 --> 00:12:07.600]  one way the only way 嘛
[00:12:07.600 --> 00:12:12.080]  所以我們總是看不慣那些跟我們不一樣的人
[00:12:12.080 --> 00:12:16.560]  那些做事方法 想法跟我們不同的人
[00:12:16.560 --> 00:12:22.360]  結果我們就落入所謂的文化跟傳統的戰爭當中
[00:12:22.360 --> 00:12:24.040]  在家庭裡面
[00:12:24.040 --> 00:12:26.720]  特別我們有teenager的父母
[00:12:26.720 --> 00:12:28.440]  就發現在美國
[00:12:28.440 --> 00:12:30.080]  當我們教養teenager的時候
[00:12:30.080 --> 00:12:32.760]  其實不只是兩代的問題
[00:12:32.760 --> 00:12:35.760]  更是兩種文化 你知道嗎
[00:12:35.760 --> 00:12:37.880]  所以很多時候我們跟孩子們在一起
[00:12:37.880 --> 00:12:40.360]  常常就為了生活的方式
[00:12:40.360 --> 00:12:44.120]  做事的方式我們起了很大的衝突
[00:12:44.120 --> 00:12:45.840]  我們常常要求我們的孩子
[00:12:45.840 --> 00:12:47.640]  一定要按照我們的方式
[00:12:47.640 --> 00:12:50.720]  我們的習慣 我們的傳統
[00:12:50.720 --> 00:12:52.960]  很多時候礙於權威的緣故
[00:12:52.960 --> 00:12:54.920]  他們會順從我們
[00:12:54.920 --> 00:12:58.640]  但事實上無形中帶給我們兒女心中
[00:12:58.640 --> 00:13:00.400]  極大的傷害
[00:13:00.400 --> 00:13:03.840]  傷害了我們與他們之間的關係
[00:13:03.840 --> 00:13:06.800]  事實上今天在教養兒女這件事情上
[00:13:06.800 --> 00:13:11.880]  我們一定要學習一個非常重要的事情
[00:13:11.880 --> 00:13:13.360]  那就是我們要問我們自己說
[00:13:13.360 --> 00:13:16.600]  到底是我們的權威重要呢
[00:13:16.600 --> 00:13:20.240]  還是我們與他們的關係重要呢
[00:13:20.240 --> 00:13:23.040]  你要知道有一天他們會長大的
[00:13:23.040 --> 00:13:27.160]  而且你與他們的關係是一生之久的
[00:13:27.160 --> 00:13:31.360]  所以千萬不要在青少年的時期
[00:13:31.360 --> 00:13:33.480]  因著你的權威
[00:13:33.480 --> 00:13:38.480]  你就破壞了你與他們之間的關係
[00:13:38.480 --> 00:13:40.080]  當孩子漸漸長大的時候
[00:13:40.080 --> 00:13:42.200]  我們一定要學習
[00:13:42.200 --> 00:13:46.520]  從一個父母的權威的這種角色裡面
[00:13:46.520 --> 00:13:50.280]  慢慢變成一種朋友的角色
[00:13:50.280 --> 00:13:52.400]  因為你要明白真正重要的
[00:13:52.400 --> 00:13:54.760]  不是文化跟傳統
[00:13:54.760 --> 00:13:58.440]  真正重要的是你與他們的關係
[00:13:58.440 --> 00:13:59.800]  你們
[00:13:59.800 --> 00:14:01.840]  在教會裡面也是這樣
[00:14:01.840 --> 00:14:04.120]  我們個人來自不同的地方嘛
[00:14:04.120 --> 00:14:06.280]  雖然都講中文哦
[00:14:06.280 --> 00:14:07.760]  但是有些人從中國大陸來
[00:14:07.760 --> 00:14:08.480]  有些從台灣來
[00:14:08.480 --> 00:14:09.480]  有些從香港來
[00:14:09.480 --> 00:14:10.520]  有些從新加坡來
[00:14:10.520 --> 00:14:11.440]  有些從馬來西亞來
[00:14:11.440 --> 00:14:12.640]  還有從印尼而來
[00:14:12.640 --> 00:14:14.000]  越南而來
[00:14:14.000 --> 00:14:15.160]  都講中國話
[00:14:15.160 --> 00:14:16.680]  何等不同啊
[00:14:16.680 --> 00:14:17.880]  我們社會形態不一樣
[00:14:17.880 --> 00:14:19.840]  想吃的東西也都不一樣
[00:14:19.840 --> 00:14:22.440]  各有各的一套耶
[00:14:22.440 --> 00:14:26.480]  有時候就發現彼此很難相容耶
[00:14:26.480 --> 00:14:29.840]  但弟兄姊妹今天不管你從哪裡來
[00:14:29.840 --> 00:14:32.560]  今天我們之所以連結在這裡
[00:14:32.560 --> 00:14:35.880]  難道只是因為我們的背景文化嗎
[00:14:35.880 --> 00:14:37.760]  從來不是的
[00:14:37.760 --> 00:14:40.120]  今天讓我們聚集在這只有一個目的
[00:14:40.120 --> 00:14:44.800]  是因為神所託付給教會的意向跟使命
[00:14:44.800 --> 00:14:45.880]  你們
[00:14:45.880 --> 00:14:48.400]  就像我們做這麼多跨文化的施工
[00:14:48.400 --> 00:14:50.320]  請問那些跨文化的教會
[00:14:50.320 --> 00:14:53.320]  是因為我們的背景文化跟我們連結的嗎
[00:14:53.320 --> 00:14:55.120]  從來不是
[00:14:55.120 --> 00:14:58.520]  是因為神所託付給我們的意向跟使命
[00:14:58.520 --> 00:14:59.320]  你們
[00:14:59.320 --> 00:15:02.800]  為這個緣故我們連結在一起
[00:15:02.800 --> 00:15:03.960]  也為這個緣故
[00:15:03.960 --> 00:15:07.640]  我們齊心努力來建造神榮耀的教會
[00:15:07.640 --> 00:15:08.760]  你們
[00:15:08.760 --> 00:15:11.120]  所以第二個常常我們落入錯誤的戰場
[00:15:11.120 --> 00:15:13.760]  是文化跟傳統的戰場
[00:15:13.760 --> 00:15:16.840]  第三個戰場我們常常錯誤的落入
[00:15:16.840 --> 00:15:18.840]  屬靈領受的戰場
[00:15:18.840 --> 00:15:23.440]  跟你們說屬靈領受的戰場
[00:15:23.440 --> 00:15:25.800]  在教會當中我們常常
[00:15:25.800 --> 00:15:29.480]  會因為神給我們每一個人不同屬靈的領受
[00:15:29.480 --> 00:15:32.800]  我們常常會彼此相爭
[00:15:32.800 --> 00:15:35.400]  格林多教會就有這樣的問題
[00:15:35.400 --> 00:15:37.560]  為個人不同的恩賜
[00:15:37.560 --> 00:15:39.200]  他們在相爭
[00:15:39.200 --> 00:15:41.360]  為個人不同的領受
[00:15:41.360 --> 00:15:43.000]  在那裡相爭
[00:15:43.000 --> 00:15:45.120]  所以有人說我是屬保羅的
[00:15:45.120 --> 00:15:47.120]  有人說我是屬彼得的
[00:15:47.120 --> 00:15:49.760]  有人說我是屬亞波羅的
[00:15:49.760 --> 00:15:53.200]  就好像今天教會特別在靈恩的教會裡面
[00:15:53.200 --> 00:15:57.600]  我們看見我們常常為彼此不同屬靈的領受
[00:15:57.600 --> 00:15:59.200]  在那裡相爭
[00:15:59.200 --> 00:16:02.520]  常常在教會裡面充滿不同屬靈的領受
[00:16:02.520 --> 00:16:04.600]  有些是敬拜丹梅派的
[00:16:04.600 --> 00:16:06.760]  有人是安靜等候派的
[00:16:06.760 --> 00:16:08.920]  有人是理性解禁派
[00:16:08.920 --> 00:16:10.760]  有人傳統保守派
[00:16:10.760 --> 00:16:12.560]  有人神醫靈恩派
[00:16:12.560 --> 00:16:14.360]  有人福音宣教派
[00:16:14.360 --> 00:16:17.280]  還有人狐狸糊塗派
[00:16:17.280 --> 00:16:20.080]  什麼都搞不清楚
[00:16:20.080 --> 00:16:22.080]  但是百家爭鳴
[00:16:22.080 --> 00:16:25.240]  而且彼此相親
[00:16:25.240 --> 00:16:28.560]  中國話說文人自古彼此相親
[00:16:28.560 --> 00:16:30.320]  我告訴你教會一樣
[00:16:30.320 --> 00:16:33.920]  教會恩賜彼此相親你知道嗎
[00:16:33.920 --> 00:16:36.320]  只有我的恩賜最重要
[00:16:36.320 --> 00:16:37.440]  雖然每個人都有恩賜
[00:16:37.440 --> 00:16:40.200]  但是我的最重要
[00:16:40.200 --> 00:16:42.720]  這些日子我越來越看見在教會裡面
[00:16:42.720 --> 00:16:44.520]  侍奉神最大的攬阻
[00:16:44.520 --> 00:16:47.160]  就是人裡面的驕傲
[00:16:47.160 --> 00:16:51.400]  我們總覺得我們比別人屬靈一點不是嗎
[00:16:51.400 --> 00:16:55.080]  我們總覺得我們的領受比別人重要一點
[00:16:55.080 --> 00:16:56.080]  雖然每個人都不同領受
[00:16:56.080 --> 00:16:58.440]  但是我的最重要
[00:16:58.440 --> 00:17:00.800]  我們總覺得我們最屬靈
[00:17:00.800 --> 00:17:02.280]  我就發現常常在教會裡面
[00:17:02.280 --> 00:17:03.640]  屬靈來屬靈去
[00:17:03.640 --> 00:17:08.320]  最後就變成零鴨蛋的零我告訴你
[00:17:08.320 --> 00:17:09.920]  但事實上
[00:17:09.920 --> 00:17:11.920]  這些年我越來越看見
[00:17:11.920 --> 00:17:14.280]  每一個人我們屬靈的領受
[00:17:14.280 --> 00:17:17.920]  其實也跟我們個人的個性是有關的
[00:17:17.920 --> 00:17:20.120]  其實真的是這樣
[00:17:20.120 --> 00:17:24.080]  比較悲觀型的人就是渴望安靜
[00:17:24.080 --> 00:17:28.880]  等候 追求 渴慕 聖潔
[00:17:28.880 --> 00:17:31.000]  你樂觀 樂天派的人
[00:17:31.000 --> 00:17:37.840]  就喜歡小組 團企 交友 吃飯
[00:17:37.840 --> 00:17:40.200]  你剛練習的這些都不要
[00:17:40.200 --> 00:17:42.200]  GO GO GO 傳福音 還在那邊幹什麼
[00:17:42.200 --> 00:17:44.760]  出去 出去 出去
[00:17:44.760 --> 00:17:46.400]  冷靜型的說
[00:17:46.400 --> 00:17:49.680]  還是我們回到神的話語吧
[00:17:49.680 --> 00:17:52.320]  所以根基在這裡
[00:17:52.320 --> 00:17:54.720]  所以你發現其實所謂的屬靈領受
[00:17:54.720 --> 00:17:56.960]  其實也跟我們個人的個性
[00:17:56.960 --> 00:17:59.680]  我們的喜好是有關係的
[00:17:59.680 --> 00:18:03.080]  所以千萬不要自以為屬靈啦
[00:18:03.080 --> 00:18:03.880]  我們只要明白
[00:18:03.880 --> 00:18:06.680]  神給我們各種不同的屬靈領受
[00:18:06.680 --> 00:18:09.760]  目的不是要我們高舉這些領受
[00:18:09.760 --> 00:18:13.000]  我們只能有高舉耶穌基督
[00:18:13.000 --> 00:18:15.480]  因為唯有耶穌基督是次下恩典
[00:18:15.480 --> 00:18:18.240]  次下恩賜的主
[00:18:18.240 --> 00:18:20.280]  神賜我們各樣不同的領受
[00:18:20.280 --> 00:18:21.440]  更重要的目的
[00:18:21.440 --> 00:18:23.560]  是要我們齊心配搭
[00:18:23.560 --> 00:18:25.760]  一同建造神榮耀的教會的
[00:18:25.760 --> 00:18:27.200]  你們跟你媽說
[00:18:27.200 --> 00:18:28.800]  齊心配搭建造神榮耀的教會
[00:18:28.800 --> 00:18:32.240]  跟她說
[00:18:32.240 --> 00:18:35.560]  所以第一個千萬不要上錯戰場
[00:18:35.560 --> 00:18:37.520]  第二個 不要打錯仗
[00:18:37.520 --> 00:18:41.320]  跟你媽說不要打錯仗
[00:18:41.320 --> 00:18:43.840]  你還記得當約書亞帶領以色列人
[00:18:43.840 --> 00:18:45.320]  過了約旦河
[00:18:45.320 --> 00:18:49.360]  準備要面對耶利哥城的戰役的時候
[00:18:49.360 --> 00:18:51.480]  聖經講得很清楚
[00:18:51.480 --> 00:18:54.680]  約書亞清早起來
[00:18:54.680 --> 00:18:57.320]  為什麼他清早起來
