
[00:00:00.000 --> 00:00:02.000]  各位妹妹 主內平安
[00:16:01.000 --> 00:16:05.000]  是上帝將肢體擺在我們旁邊
[00:16:05.000 --> 00:16:06.000]  不僅是擺
[00:16:06.000 --> 00:16:09.000]  我再一次說,是撈
[00:16:09.000 --> 00:16:12.000]  只有上帝他配搭
[00:16:12.000 --> 00:16:14.000]  是神配搭
[00:16:14.000 --> 00:16:18.000]  甚至乎是神為我們預備這些肢體
[00:16:18.000 --> 00:16:19.000]  我們有沒有遺著
[00:16:19.000 --> 00:16:21.000]  我們能夠在這個身體裡有份
[00:16:21.000 --> 00:16:24.000]  我們可不可以感謝上帝呢
[00:16:24.000 --> 00:16:27.000]  從另一個角度去看
[00:16:27.000 --> 00:16:28.000]  或者我們能夠承認
[00:16:28.000 --> 00:16:31.000]  只有神知道為什麼要這樣配搭
[00:16:31.000 --> 00:16:32.000]  我不太明白
[00:16:32.000 --> 00:16:33.000]  我也不知道為什麼
[00:16:33.000 --> 00:16:37.000]  但如果我們認定我們知道神知道
[00:16:37.000 --> 00:16:38.000]  唯有這樣
[00:16:38.000 --> 00:16:41.000]  才能夠將我們發揮最大的功用
[00:16:41.000 --> 00:16:43.000]  我們就能夠多一點去明白
[00:16:43.000 --> 00:16:47.000]  我們肢體在我們身邊的意義
[00:16:47.000 --> 00:16:50.000]  不僅是神配搭我們
[00:16:50.000 --> 00:16:52.000]  神還要加倍
[00:16:52.000 --> 00:16:54.000]  我們每個人都不一樣
[00:16:54.000 --> 00:16:56.000]  我們與眾不同
[00:16:56.000 --> 00:16:58.000]  我們無可取代
[00:16:58.000 --> 00:17:00.000]  我們無法重複
[00:17:00.000 --> 00:17:03.000]  最近有新聞
[00:17:03.000 --> 00:17:06.000]  近年有些科學家去研究複製人
[00:17:06.000 --> 00:17:08.000]  我覺得很恐怖
[00:17:08.000 --> 00:17:10.000]  我覺得複製人這件事真的很恐怖
[00:17:10.000 --> 00:17:12.000]  複製一個一模一樣的你
[00:17:12.000 --> 00:17:15.000]  連說話聲音都可以跟你一樣
[00:17:15.000 --> 00:17:18.000]  實在太可怕了
[00:17:18.000 --> 00:17:20.000]  上帝做我們不是這樣
[00:17:20.000 --> 00:17:22.000]  每一個都獨特
[00:17:22.000 --> 00:17:24.000]  無可取代
[00:17:24.000 --> 00:17:26.000]  無可重複
[00:17:26.000 --> 00:17:28.000]  是誰令我們如此獨特呢
[00:17:28.000 --> 00:17:31.000]  是誰令我們如此不一樣呢
[00:17:31.000 --> 00:17:33.000]  是神
[00:17:33.000 --> 00:17:36.000]  保羅說假如全身都是眼睛
[00:17:36.000 --> 00:17:38.000]  聽覺在哪裡呢
[00:17:38.000 --> 00:17:40.000]  假如全身都是耳朵
[00:17:40.000 --> 00:17:42.000]  那嗅覺去了哪裡呢
[00:17:42.000 --> 00:17:46.000]  每一個肢體都有它的功用
[00:17:46.000 --> 00:17:48.000]  是不能夠替代
[00:17:48.000 --> 00:17:50.000]  不能夠交換的
[00:17:50.000 --> 00:17:54.000]  我們可能當中有兩種不同的信徒
[00:17:54.000 --> 00:17:58.000]  一種是會覺得有點自卑
[00:17:58.000 --> 00:18:00.000]  有點自憐
[00:18:00.000 --> 00:18:02.000]  好像這個比喻裡說
[00:18:02.000 --> 00:18:04.000]  我不是手
[00:18:04.000 --> 00:18:06.000]  腳說我不是手
[00:18:06.000 --> 00:18:08.000]  所以我不屬於身體腳
[00:18:08.000 --> 00:18:10.000]  又或者耳朵說
[00:18:10.000 --> 00:18:12.000]  我都不是眼
[00:18:12.000 --> 00:18:14.000]  所以我不屬於身體腳
[00:18:14.000 --> 00:18:18.000]  它不能夠因此就不屬於身體
[00:18:18.000 --> 00:18:20.000]  我不知道在這中間
[00:18:20.000 --> 00:18:22.000]  會不會有些頂姐妹都會覺得
[00:18:22.000 --> 00:18:26.000]  我真的不太配在這個身體裡
[00:18:26.000 --> 00:18:27.000]  我又沒什麼用
[00:18:27.000 --> 00:18:29.000]  我又沒什麼功用
[00:18:29.000 --> 00:18:30.000]  又沒什麼恩賜
[00:18:30.000 --> 00:18:31.000]  沒什麼才幹
[00:18:31.000 --> 00:18:33.000]  我常常都好像很笨拙
[00:18:33.000 --> 00:18:37.000]  所以我都帶給別人很多麻煩
[00:18:37.000 --> 00:18:39.000]  頂姐妹可能都不太喜歡我
[00:18:39.000 --> 00:18:41.000]  覺得我礙事
[00:18:41.000 --> 00:18:42.000]  有的
[00:18:42.000 --> 00:18:46.000]  我曾經聽過不少頂姐妹會說
[00:18:46.000 --> 00:18:48.000]  大家都覺得我很笨拙
[00:18:48.000 --> 00:18:49.000]  很麻煩
[00:18:49.000 --> 00:18:50.000]  很礙事
[00:18:50.000 --> 00:18:51.000]  又浪費大家時間
[00:18:51.000 --> 00:18:53.000]  我都不屬於這個身體
[00:18:53.000 --> 00:18:54.000]  不如我走吧
[00:18:54.000 --> 00:18:57.000]  問我可不可以離開這個教會
[00:18:57.000 --> 00:18:59.000]  但聖經說
[00:18:59.000 --> 00:19:02.000]  不是因為你說不是
[00:19:02.000 --> 00:19:04.000]  你就能夠不是
[00:19:04.000 --> 00:19:06.000]  基督重視你
[00:19:06.000 --> 00:19:08.000]  基督重視每一個
[00:19:08.000 --> 00:19:11.000]  另外有一種肢體是怎樣的呢
[00:19:11.000 --> 00:19:14.000]  另外一種肢體是自高自傲的
[00:19:14.000 --> 00:19:15.000]  可能它會說
[00:19:15.000 --> 00:19:17.000]  我用不著你
[00:19:17.000 --> 00:19:18.000]  好像這個比喻說
[00:19:18.000 --> 00:19:20.000]  眼睛和手說用不著你
