
[00:00:00.000 --> 00:00:03.100]  如果你有聖經的話,或者是電子版的聖經
[00:05:01.900 --> 00:05:03.900]  然後祂離開這個世界
[00:05:03.900 --> 00:05:04.900]  被釘死在十字架上
[00:05:04.900 --> 00:05:07.900]  嬰兒死在墳墓裡面
[00:05:07.900 --> 00:05:09.900]  三天以後從死裡復活
[00:05:09.900 --> 00:05:12.900]  弟兄姊妹這些都是神的榮耀
[00:05:12.900 --> 00:05:16.900]  我告訴你人是想不出來這種計畫的
[00:05:16.900 --> 00:05:19.900]  真的是神所預定的神所定的
[00:05:19.900 --> 00:05:24.900]  這個是唯一的一個我們人救贖的辦法
[00:05:24.900 --> 00:05:26.900]  所以主耶穌祂已經來了
[00:05:26.900 --> 00:05:28.900]  然後祂也從死裡復活了
[00:05:28.900 --> 00:05:30.900]  祂將來還要再顯現
[00:05:30.900 --> 00:05:33.900]  祂要再來把祂的榮耀再來
[00:05:33.900 --> 00:05:34.900]  我們既然有這個盼望
[00:05:34.900 --> 00:05:37.900]  弟兄姊妹我們真的是不要再像過去一樣
[00:05:37.900 --> 00:05:39.900]  活在這個世界上
[00:05:39.900 --> 00:05:41.900]  為了滿足自己的私慾
[00:05:41.900 --> 00:05:44.900]  而去安排我們一切的生活
[00:05:44.900 --> 00:05:47.900]  我們真的是應該像一個神的兒女一樣
[00:05:47.900 --> 00:05:51.900]  效法神過一種聖潔的生活
[00:05:51.900 --> 00:05:54.900]  因為祂是聖潔的
[00:05:54.900 --> 00:05:58.900]  我們中間有人也許你第一次來聽見這個信息
[00:05:58.900 --> 00:06:01.900]  我告訴你
[00:06:01.900 --> 00:06:03.900]  神的恩臨到你了
[00:06:03.900 --> 00:06:06.900]  因為你過去從來沒有聽見過這個
[00:06:06.900 --> 00:06:07.900]  你現在聽到了
[00:06:07.900 --> 00:06:09.900]  神的恩已經臨到你了
[00:06:09.900 --> 00:06:11.900]  你也可以向神禱告
[00:06:11.900 --> 00:06:12.900]  告訴祂
[00:06:12.900 --> 00:06:14.900]  神啊我從前不認識祢
[00:06:14.900 --> 00:06:15.900]  今天我聽見了
[00:06:15.900 --> 00:06:17.900]  我願意把我自己整個生命
[00:06:17.900 --> 00:06:19.900]  交在祢自己的手中
[00:06:19.900 --> 00:06:20.900]  從今以後
[00:06:20.900 --> 00:06:22.900]  讓祢在我生活當中
[00:06:22.900 --> 00:06:23.900]  做主做王
[00:06:23.900 --> 00:06:26.900]  我願意跟隨祢的腳步行
[00:06:26.900 --> 00:06:30.900]  這就是我們今天的信息
[00:06:30.900 --> 00:06:31.900]  我們一起起立
