
[00:00:00.000 --> 00:00:03.340]  今天講第一個題目 首先是婚姻
[00:05:37.140 --> 00:05:39.140]  所以我們說
[00:05:39.140 --> 00:05:41.140]  婚姻是一個奧祕
[00:05:41.140 --> 00:05:43.140]  婚姻是一個奧祕
[00:05:43.140 --> 00:05:45.140]  很多時候
[00:05:45.140 --> 00:05:47.140]  在聖經的時候
[00:05:47.140 --> 00:05:49.140]  聖經是神的話語
[00:05:49.140 --> 00:05:51.140]  聖經是神的話語
[00:05:51.140 --> 00:05:53.140]  是真的很好
[00:05:53.140 --> 00:05:55.140]  原來這個不是Mike Mason所說的
[00:05:55.140 --> 00:05:57.140]  原來這個不是Mike Mason所說的
[00:05:57.140 --> 00:05:59.140]  事實上聖經裏都有這樣的記載
[00:05:59.140 --> 00:06:01.140]  事實上聖經裏都有這樣的記載
[00:06:01.140 --> 00:06:03.140]  大家想想《真言三十篇》
[00:06:03.140 --> 00:06:05.140]  講到教你姐妹
[00:06:05.140 --> 00:06:07.140]  怎麼做好妻子
[00:06:07.140 --> 00:06:09.140]  其實不是的
[00:06:09.140 --> 00:06:11.140]  這兩個聖經是挺有意思的
[00:06:11.140 --> 00:06:13.140]  我們一起看看
[00:06:13.140 --> 00:06:15.140]  《真言》第30章18-19節
[00:06:15.140 --> 00:06:17.140]  這個就是詩人所說的
[00:06:17.140 --> 00:06:19.140]  我所測不透的奇妙
[00:06:19.140 --> 00:06:21.140]  有三樣
[00:06:21.140 --> 00:06:23.140]  我所不知道的有四樣
[00:06:23.140 --> 00:06:25.140]  就是鷹在空中飛的道
[00:06:25.140 --> 00:06:27.140]  蛇在盤石中爬的道
[00:06:27.140 --> 00:06:29.140]  船在海中行的道
[00:06:29.140 --> 00:06:31.140]  然後第四樣是什麼
[00:06:31.140 --> 00:06:33.140]  是男與女交合的道
[00:06:33.140 --> 00:06:35.140]  是男與女交合的道
[00:06:35.140 --> 00:06:37.140]  其實你看詩篇
[00:06:37.140 --> 00:06:39.140]  學習如何解釋聖經的時候
[00:06:39.140 --> 00:06:41.140]  你會發覺覺得很煩
[00:06:41.140 --> 00:06:43.140]  測不透的東西
[00:06:43.140 --> 00:06:45.140]  有三樣
[00:06:45.140 --> 00:06:47.140]  不過另外有第四樣
[00:06:47.140 --> 00:06:49.140]  這個方法其實說第四樣是最厲害的
[00:06:49.140 --> 00:06:51.140]  這個方法其實說第四樣是最厲害的
[00:06:51.140 --> 00:06:53.140]  第四樣就是最令人覺得測不透的東西
[00:06:53.140 --> 00:06:55.140]  是什麼在這裏所說
[00:06:55.140 --> 00:06:57.140]  男與女交合的道
[00:06:57.140 --> 00:06:59.140]  他說這樣東西是最複雜的
[00:06:59.140 --> 00:07:01.140]  這樣東西是最麻煩的
[00:07:01.140 --> 00:07:03.140]  最頭痛
[00:07:03.140 --> 00:07:05.140]  最不能夠完全掌握和明白的
[00:07:05.140 --> 00:07:07.140]  當然
[00:07:07.140 --> 00:07:09.140]  當聖經裏面說到
[00:07:09.140 --> 00:07:11.140]  男與女交合的道
[00:07:11.140 --> 00:07:13.140]  他說交合的道
[00:07:13.140 --> 00:07:15.140]  不是單單說到
[00:07:15.140 --> 00:07:17.140]  是男女肉體
[00:07:17.140 --> 00:07:19.140]  雙面的結合
[00:07:19.140 --> 00:07:21.140]  事實上
[00:07:21.140 --> 00:07:23.140]  如果你看現代中文版
[00:07:23.140 --> 00:07:25.140]  我比較喜歡他的翻譯
[00:07:25.140 --> 00:07:27.140]  這個是一個奧祕
[00:07:27.140 --> 00:07:29.140]  男女相戀
[00:07:29.140 --> 00:07:31.140]  兩個人因爲相戀而結合
[00:07:31.140 --> 00:07:33.140]  是一個很大很大的奧祕
[00:07:33.140 --> 00:07:35.140]  是一個很大很大的奧祕
[00:07:35.140 --> 00:07:37.140]  這個是測不透的
[00:07:37.140 --> 00:07:39.140]  你不知道怎麼去解釋
[00:07:39.140 --> 00:07:41.140]  所以如果你要明白的話
[00:07:41.140 --> 00:07:43.140]  既然這個是奧祕
[00:07:43.140 --> 00:07:45.140]  奧祕也會揭開
[00:07:45.140 --> 00:07:47.140]  revelation就是揭開奧祕的意思
[00:07:47.140 --> 00:07:49.140]  到新約的時間
[00:07:49.140 --> 00:07:51.140]  奧祕就揭開了
[00:07:51.140 --> 00:07:53.140]  誰揭開呢
[00:07:53.140 --> 00:07:55.140]  保羅替我們揭開
[00:07:55.140 --> 00:07:57.140]  這是一個經典的
[00:07:57.140 --> 00:07:59.140]  一個很classic的經文
[00:07:59.140 --> 00:08:01.140]  在《爾弗所書》第五章
[00:08:01.140 --> 00:08:03.140]  比較長的
[00:08:03.140 --> 00:08:05.140]  因爲是打開奧祕的一段經文
[00:08:05.140 --> 00:08:07.140]  我們一起去看一看
[00:08:07.140 --> 00:08:09.140]  如果你喜歡的話
[00:08:09.140 --> 00:08:11.140]  可以和我一起讀
[00:08:11.140 --> 00:08:13.140]  希望你印象深刻一點
[00:08:13.140 --> 00:08:15.140]  講到保羅怎麼去解釋婚姻的奧祕
[00:08:15.140 --> 00:08:17.140]  第五章
[00:08:17.140 --> 00:08:19.140]  我們從第一節開始
[00:08:19.140 --> 00:08:21.140]  看到33節
[00:08:21.140 --> 00:08:23.140]  一起來
[00:08:23.140 --> 00:08:25.140]  如果你願意和我一起讀
[00:08:25.140 --> 00:08:27.140]  第一節很重要的
[00:08:27.140 --> 00:08:29.140]  要全敬畏基督的心
[00:08:29.140 --> 00:08:31.140]  彼此信服
[00:08:31.140 --> 00:08:33.140]  做妻子的你要信服自己的丈夫
[00:08:33.140 --> 00:08:35.140]  如同信服主
[00:08:35.140 --> 00:08:37.140]  因爲丈夫是妻子的頭
[00:08:37.140 --> 00:08:39.140]  如同基督是教會的頭
[00:08:39.140 --> 00:08:41.140]  他又是這身體的救主
[00:08:41.140 --> 00:08:43.140]  教會怎樣信服基督
[00:08:43.140 --> 00:08:45.140]  妻子也要凡事信服丈夫
[00:08:45.140 --> 00:08:47.140]  作丈夫的
[00:08:47.140 --> 00:08:49.140]  你們要愛自己的妻子
[00:08:49.140 --> 00:08:51.140]  正如基督愛教會
[00:08:51.140 --> 00:08:53.140]  爲教會捨己
[00:08:53.140 --> 00:08:55.140]  以水浙濁道
[00:08:55.140 --> 00:08:57.140]  把教會洗淨
[00:08:57.140 --> 00:08:59.140]  使他成爲聖潔
[00:08:59.140 --> 00:09:01.140]  好獻給自己
[00:09:01.140 --> 00:09:03.140]  作榮耀的教會
[00:09:03.140 --> 00:09:05.140]  毫無佔污咒民等類的缺陷
[00:09:05.140 --> 00:09:07.140]  而是聖潔
[00:09:07.140 --> 00:09:09.140]  沒有瑕疵的
[00:09:09.140 --> 00:09:11.140]  丈夫也應當照樣愛妻子
[00:09:11.140 --> 00:09:13.140]  如同愛自己的身體
[00:09:13.140 --> 00:09:15.140]  愛妻子就是愛自己了
[00:09:15.140 --> 00:09:17.140]  從來沒有人
[00:09:17.140 --> 00:09:19.140]  恨護自己的身體
[00:09:19.140 --> 00:09:21.140]  總是保養愛惜
[00:09:21.140 --> 00:09:23.140]  正像基督待教會一樣
[00:09:23.140 --> 00:09:25.140]  因我們是他身體的肢體
[00:09:25.140 --> 00:09:27.140]  爲這個緣故
[00:09:27.140 --> 00:09:29.140]  人要離開父母
[00:09:29.140 --> 00:09:31.140]  與妻子結合
[00:09:31.140 --> 00:09:33.140]  二人成爲一體
[00:09:33.140 --> 00:09:35.140]  這是極大的奧悲
[00:09:35.140 --> 00:09:37.140]  而我是指
[00:09:37.140 --> 00:09:39.140]  基督和教會說的
[00:09:39.140 --> 00:09:41.140]  然而你們每個人
[00:09:41.140 --> 00:09:43.140]  都要愛妻子
[00:09:43.140 --> 00:09:45.140]  如同愛自己一樣
[00:09:45.140 --> 00:09:47.140]  妻子也要敬重
[00:09:47.140 --> 00:09:49.140]  她的丈夫
[00:09:49.140 --> 00:09:51.140]  原來解開奧悲
[00:09:51.140 --> 00:09:53.140]  婚姻的奧悲的竅門
[00:09:53.140 --> 00:09:55.140]  就是嘗試
[00:09:55.140 --> 00:09:57.140]  從耶穌基督和教會的關係
[00:09:57.140 --> 00:09:59.140]  去了解
[00:09:59.140 --> 00:10:01.140]  這個問題
[00:10:01.140 --> 00:10:03.140]  好 來一開始
[00:10:03.140 --> 00:10:05.140]  我剛纔說21節是相當重要的
[00:10:05.140 --> 00:10:07.140]  爲什麼呢 因爲21節說到
[00:10:07.140 --> 00:10:09.140]  夫妻之間要怎麼樣
[00:10:09.140 --> 00:10:11.140]  彼此信服
[00:10:11.140 --> 00:10:13.140]  這段事大家不陌生
[00:10:13.140 --> 00:10:15.140]  我們經常聽
[00:10:15.140 --> 00:10:17.140]  不過我們聽了很久覺得麻木
[00:10:17.140 --> 00:10:19.140]  妻子信服丈夫 丈夫要愛妻子
[00:10:19.140 --> 00:10:21.140]  我們就是有這樣的看法
[00:10:21.140 --> 00:10:23.140]  對我們社會來說
[00:10:23.140 --> 00:10:25.140]  現在很多是大女人主義
[00:10:25.140 --> 00:10:27.140]  妻子要聽老公的話
[00:10:27.140 --> 00:10:29.140]  老公是大男人
[00:10:29.140 --> 00:10:31.140]  不懂得愛妻子
[00:10:31.140 --> 00:10:33.140]  所以通常我們的感覺
[00:10:33.140 --> 00:10:35.140]  我們的瞭解就是這樣
[00:10:35.140 --> 00:10:37.140]  但其實這個觀念
[00:10:37.140 --> 00:10:39.140]  對當時的教會來說
[00:10:39.140 --> 00:10:41.140]  是很具革命性的一件事
[00:10:41.140 --> 00:10:43.140]  是很具革命性的一件事
[00:10:43.140 --> 00:10:45.140]  是一個很革命性
[00:10:45.140 --> 00:10:47.140]  和對當時的男男女女
[00:10:47.140 --> 00:10:49.140]  丈夫妻子結婚的人來說
[00:10:49.140 --> 00:10:51.140]  一聽到保留這樣教的時候
[00:10:51.140 --> 00:10:53.140]  其實是頭疼的
[00:10:53.140 --> 00:10:55.140]  大家知道爲什麼嗎
[00:10:55.140 --> 00:10:57.140]  因爲原來在聖經時代
[00:10:57.140 --> 00:10:59.140]  耶穌的時代
[00:10:59.140 --> 00:11:01.140]  做妻子
[00:11:01.140 --> 00:11:03.140]  其實是丈夫的財產
[00:11:03.140 --> 00:11:05.140]  子女也是
[00:11:05.140 --> 00:11:07.140]  是丈夫的財產
[00:11:07.140 --> 00:11:09.140]  財產是什麼意思
[00:11:09.140 --> 00:11:11.140]  是一件物件
[00:11:11.140 --> 00:11:13.140]  所以妻子在耶穌基督的時代
[00:11:13.140 --> 00:11:15.140]  聖經的時代
[00:11:15.140 --> 00:11:17.140]  是丈夫的財產
[00:11:17.140 --> 00:11:19.140]  是丈夫所擁有的其中一件物件
[00:11:19.140 --> 00:11:21.140]  所以既然是丈夫擁有其中一件物件
[00:11:21.140 --> 00:11:23.140]  他可以隨便怎麼用
[00:11:23.140 --> 00:11:25.140]  在聖經裏面
[00:11:25.140 --> 00:11:27.140]  有很多例子
[00:11:27.140 --> 00:11:29.140]  怎麼用 借錢
[00:11:29.140 --> 00:11:31.140]  抵押 找老婆
[00:11:31.140 --> 00:11:33.140]  找老婆去做抵押
[00:11:33.140 --> 00:11:35.140]  老婆可以當禮物送給人
[00:11:35.140 --> 00:11:37.140]  不要緊
[00:11:37.140 --> 00:11:39.140]  有什麼不妥當
[00:11:39.140 --> 00:11:41.140]  送禮物給你
[00:11:41.140 --> 00:11:43.140]  現在你信不信
[00:11:43.140 --> 00:11:45.140]  希望你不信
[00:11:45.140 --> 00:11:47.140]  原來是這樣
[00:11:47.140 --> 00:11:49.140]  大家明白我的意思嗎
[00:11:49.140 --> 00:11:51.140]  在聖經的時代
[00:11:51.140 --> 00:11:53.140]  妻子在家裏是一點地位都沒有
[00:11:53.140 --> 00:11:55.140]  老公可以隨自己喜歡
[00:11:55.140 --> 00:11:57.140]  趕老婆出去
[00:11:57.140 --> 00:11:59.140]  寫紙休書就可以休了你
[00:11:59.140 --> 00:12:03.140]  所以當保羅教導
[00:12:03.140 --> 00:12:05.140]  當時的基督徒
[00:12:05.140 --> 00:12:07.140]  丈夫和妻子之間
[00:12:07.140 --> 00:12:11.140]  要對基督那種敬畏的心
[00:12:11.140 --> 00:12:15.140]  互相信服的時候
[00:12:15.140 --> 00:12:17.140]  你說是不是很革命性
[00:12:17.140 --> 00:12:19.140]  是不是對他們來說
[00:12:19.140 --> 00:12:21.140]  聽到的時候很震撼
[00:12:21.140 --> 00:12:23.140]  不可思議
[00:12:23.140 --> 00:12:25.140]  在當時的時代
[00:12:25.140 --> 00:12:27.140]  老婆聽老公的話理所當然
[00:12:27.140 --> 00:12:29.140]  甚至老婆也是這麼看的
[00:12:29.140 --> 00:12:31.140]  老公覺得老婆聽我的話是應該的
[00:12:31.140 --> 00:12:33.140]  是理所當然
[00:12:33.140 --> 00:12:35.140]  保羅這個教導
[00:12:35.140 --> 00:12:37.140]  他覺得是歪理
[00:12:37.140 --> 00:12:39.140]  不是真理
[00:12:39.140 --> 00:12:41.140]  是很難接受的
[00:12:41.140 --> 00:12:43.140]  而那些做妻子的
[00:12:43.140 --> 00:12:47.140]  文化是這樣的
[00:12:47.140 --> 00:12:49.140]  他覺得不聽老公的話
[00:12:49.140 --> 00:12:51.140]  是大逆不道的
[00:12:51.140 --> 00:12:53.140]  不敢這麼做的
[00:12:53.140 --> 00:12:55.140]  大家明白我的意思嗎
[00:12:55.140 --> 00:12:57.140]  所以我們能夠放棄自己的情況的時候
[00:12:57.140 --> 00:12:59.140]  你會發現
[00:12:59.140 --> 00:13:01.140]  保羅怎麼接受呢
[00:13:01.140 --> 00:13:03.140]  所以保羅要解釋
[00:13:03.140 --> 00:13:05.140]  Unveil the mystery
[00:13:05.140 --> 00:13:07.140]  如何打開奧祕的面紗呢
[00:13:07.140 --> 00:13:11.140]  所以保羅就說
[00:13:11.140 --> 00:13:13.140]  在二二節做妻子的
[00:13:13.140 --> 00:13:15.140]  你要信服自己的丈夫
[00:13:15.140 --> 00:13:17.140]  如同信服主
[00:13:17.140 --> 00:13:19.140]  因爲丈夫是妻子的頭
[00:13:19.140 --> 00:13:21.140]  而基督是教會的頭
[00:13:21.140 --> 00:13:23.140]  又是身體的救主
[00:13:23.140 --> 00:13:25.140]  教會如何信服基督
[00:13:25.140 --> 00:13:27.140]  妻子也要凡事信服丈夫
[00:13:29.140 --> 00:13:31.140]  解開奧祕的解釋
[00:13:31.140 --> 00:13:33.140]  教會是如何信服基督的呢
[00:13:33.140 --> 00:13:35.140]  教會是如何信服基督的呢
[00:13:35.140 --> 00:13:37.140]  正經說
[00:13:37.140 --> 00:13:39.140]  我讀了兩次
[00:13:39.140 --> 00:13:41.140]  基督是教會的頭
[00:13:41.140 --> 00:13:43.140]  基督是教會的頭
[00:13:43.140 --> 00:13:45.140]  丈夫也是妻子的頭
[00:13:45.140 --> 00:13:47.140]  基督如果是教會的頭
[00:13:47.140 --> 00:13:49.140]  他是不會讓自己的身體受傷害的
[00:13:49.140 --> 00:13:51.140]  他是不會讓自己的身體受傷害的
[00:13:51.140 --> 00:13:53.140]  通常我們身體是靠頭去指揮的
[00:13:53.140 --> 00:13:55.140]  通常我們身體是靠頭去指揮的
[00:13:55.140 --> 00:13:57.140]  當然現在大佬
[00:13:57.140 --> 00:13:59.140]  在他們的時代他們理解了很多
[00:13:59.140 --> 00:14:01.140]  頭是指揮身體的運作
[00:14:01.140 --> 00:14:03.140]  所以做頭的那個
[00:14:03.140 --> 00:14:05.140]  是有責任去保護自己的身體
[00:14:05.140 --> 00:14:07.140]  將它打理得乾乾淨淨
[00:14:07.140 --> 00:14:09.140]  沒有半點污垢
[00:14:09.140 --> 00:14:11.140]  他說做丈夫的
[00:14:11.140 --> 00:14:13.140]  要好像這樣
[00:14:13.140 --> 00:14:15.140]  去保護和愛惜
[00:14:15.140 --> 00:14:17.140]  自己的妻子
[00:14:17.140 --> 00:14:19.140]  讓妻子變得漂亮美麗
[00:14:19.140 --> 00:14:21.140]  讓妻子變得漂亮美麗
[00:14:21.140 --> 00:14:23.140]  妻子如果知道
[00:14:23.140 --> 00:14:25.140]  做丈夫好像是
[00:14:25.140 --> 00:14:27.140]  做這樣做那樣
[00:14:27.140 --> 00:14:29.140]  如果丈夫出於這樣的心
[00:14:29.140 --> 00:14:31.140]  出於對我們的愛
[00:14:31.140 --> 00:14:33.140]  保護和關心的時候
[00:14:33.140 --> 00:14:35.140]  我相信我們做妻子的
[00:14:35.140 --> 00:14:37.140]  是否會容易去聽老公的話呢
[00:14:37.140 --> 00:14:39.140]  很自然
[00:14:39.140 --> 00:14:41.140]  我們就會信服他
[00:14:41.140 --> 00:14:43.140]  因爲原來老公不是想管制他
[00:14:43.140 --> 00:14:45.140]  是希望讓他變得
[00:14:45.140 --> 00:14:47.140]  更加漂亮
[00:14:47.140 --> 00:14:49.140]  更加完美
[00:14:49.140 --> 00:14:51.140]  其實這個就好像
[00:14:51.140 --> 00:14:53.140]  我們做父母親
[00:14:53.140 --> 00:14:55.140]  我們有小朋友
[00:14:55.140 --> 00:14:57.140]  愛不愛小朋友
[00:14:57.140 --> 00:14:59.140]  有時候說愛妻子愛丈夫有點麻木
[00:14:59.140 --> 00:15:01.140]  但是愛不愛自己的子女
[00:15:01.140 --> 00:15:03.140]  特別當他小的時候
[00:15:03.140 --> 00:15:05.140]  慢慢長大
[00:15:05.140 --> 00:15:07.140]  愛不愛
[00:15:07.140 --> 00:15:09.140]  所以爲了保護你的小朋友
[00:15:09.140 --> 00:15:11.140]  有些地方不讓他去
[00:15:11.140 --> 00:15:13.140]  有些事不讓他去做
[00:15:13.140 --> 00:15:15.140]  到teenager的時候
[00:15:15.140 --> 00:15:17.140]  可不可以晚點回來
