
[00:00:00.000 --> 00:00:06.500]  我們讀底節的聖經在乙烯節書第37章 第三節跟九跟十節
[00:01:52.480 --> 00:01:58.280]  可是現在我們在非洲已經在十五個國家建立了超過一百間分堂
[00:01:58.280 --> 00:02:02.920]  阿里路亞將榮耀歸給我們的神
[00:02:02.920 --> 00:02:08.160]  另外我們還外加了職業訓練學校 孤兒院跟生命和醫療中心
[00:02:08.160 --> 00:02:14.360]  我們看見神所成就的是遠遠超過我們當初所能夠想象的
[00:02:14.360 --> 00:02:21.400]  你們 一方面我們真的感謝弟兄姐妹這麼多年來不斷的支持我們的施工
[00:02:21.400 --> 00:02:24.640]  但另一方面我也真的看見這一切
[00:02:24.640 --> 00:02:29.800]  若不是因爲依靠聖靈的大能就不可能成就
[00:02:29.800 --> 00:02:33.880]  聖靈不但是一位內注在我們裏面的神
[00:02:33.880 --> 00:02:40.600]  聖靈也是那位在我們生命跟侍奉當中能夠帶來翻轉能力的神
[00:02:40.600 --> 00:02:45.960]  在聖經當中聖經常常被稱爲是神的氣息
[00:02:45.960 --> 00:02:48.720]  當神的氣息催來的時候
[00:02:48.720 --> 00:02:53.720]  就能夠更新我們的生命而且扭轉我們的環境
[00:02:53.720 --> 00:02:58.800]  在剛纔我們所讀的這段經文當中我們就看見乙烯節看見一個異象
[00:02:58.800 --> 00:03:01.960]  就在一個平原裏面有很多的骸骨
[00:03:01.960 --> 00:03:05.840]  而這些骸骨都是極其枯乾的
[00:03:05.840 --> 00:03:09.840]  神在第三節裏面就問乙烯節一個問題
[00:03:09.840 --> 00:03:15.840]  神問他說 仁者 你看這些骸骨可能復活嗎
[00:03:15.840 --> 00:03:20.440]  乙烯節無論怎麼看都覺得是不可能的事情
[00:03:20.440 --> 00:03:24.120]  但他的回答卻是非常有意思
[00:03:24.120 --> 00:03:27.920]  他說 主耶和華 你是知道的
[00:03:27.920 --> 00:03:30.200]  換句話說 我是不知道的
[00:03:30.200 --> 00:03:32.240]  因爲我怎麼看都不可能
[00:03:32.240 --> 00:03:35.280]  但主啊 我相信你是知道的
[00:03:35.280 --> 00:03:37.920]  因爲在你永遠沒有難成的事
[00:03:37.920 --> 00:03:40.240]  Amen 哈利路亞
[00:03:40.240 --> 00:03:44.600]  所以乙烯節就按照神所吩咐的向風發預言
[00:03:44.600 --> 00:03:47.680]  叫風從四面吹來
[00:03:47.680 --> 00:03:53.240]  神就讓神的氣息吹進這個骸骨之中
[00:03:53.240 --> 00:03:56.000]  這些骸骨就都活了
[00:03:56.000 --> 00:03:57.320]  哈利路亞
[00:03:57.320 --> 00:04:01.720]  我就想到今天我們也不是常常同樣的光景嗎
[00:04:01.720 --> 00:04:05.280]  很多時候面對這樣一個充滿動盪的世代
[00:04:05.280 --> 00:04:10.400]  多少人面對的環境心中充滿了憂慮跟恐懼
[00:04:10.400 --> 00:04:13.760]  多少人面對前途心中充滿了彷徨
[00:04:13.760 --> 00:04:15.920]  不知道何去何從
[00:04:15.920 --> 00:04:20.200]  我們就好像這個在平原中的骸骨一樣
[00:04:20.200 --> 00:04:23.360]  我們多麼需要神的氣息吹來
[00:04:23.360 --> 00:04:26.040]  讓我們的靈魂得以甦醒
[00:04:26.040 --> 00:04:28.960]  我們多麼需要聖靈的風能夠吹來
[00:04:28.960 --> 00:04:31.400]  讓我們的生命得以更新
[00:04:31.400 --> 00:04:35.080]  我們需要歡迎聖靈的風再次吹到我們中間
[00:04:35.080 --> 00:04:37.120]  帶來翻轉的大能
[00:04:37.120 --> 00:04:38.360]  Amen
[00:04:38.360 --> 00:04:39.840]  所以今天早上跟大家分享
[00:04:39.840 --> 00:04:45.680]  我們怎麼樣能夠經歷聖靈的風吹來所帶來的能力
[00:04:45.680 --> 00:04:46.880]  三方面
[00:04:46.880 --> 00:04:47.800]  第一個
[00:04:47.800 --> 00:04:49.840]  一定要渴慕聖靈的充滿
[00:04:49.840 --> 00:04:53.720]  跟你們說要渴慕聖靈的充滿
[00:04:53.720 --> 00:04:56.440]  今天我們若是渴慕來經歷聖靈
[00:04:56.440 --> 00:04:59.920]  首先我們心中一定要有渴慕的心
[00:04:59.920 --> 00:05:01.160]  你要想經歷聖靈
[00:05:01.160 --> 00:05:04.400]  你一定要渴慕聖靈
[00:05:04.400 --> 00:05:06.000]  42篇第一節
[00:05:06.000 --> 00:05:07.720]  我們非常熟悉的經文《陰瞳來唸》
[00:05:07.720 --> 00:05:10.080]  神啊我的心怯慕你
[00:05:10.080 --> 00:05:10.800]  如什麼
[00:05:10.800 --> 00:05:13.600]  路怯慕期水
[00:05:13.600 --> 00:05:16.120]  這裏講到一種渴慕
[00:05:16.120 --> 00:05:18.920]  這種渴慕不是普普通通的渴慕
[00:05:18.920 --> 00:05:21.840]  這種渴慕是一種很迫切的渴慕
[00:05:21.840 --> 00:05:25.160]  像路怯慕期水一樣
[00:05:25.160 --> 00:05:27.840]  你知道當路怯慕期水的時候
[00:05:27.840 --> 00:05:30.600]  無論路途再遙遠
[00:05:30.600 --> 00:05:32.840]  無論再危險的一個環境
[00:05:32.840 --> 00:05:34.680]  都不能夠攔住它
[00:05:34.680 --> 00:05:38.200]  要到那個水源去取水
[00:05:38.200 --> 00:05:40.440]  因爲那不是可有可無的
[00:05:40.440 --> 00:05:42.840]  那是一件必須的事情
[00:05:42.840 --> 00:05:45.440]  只要這支路知道自己有缺乏
[00:05:45.440 --> 00:05:48.440]  只要它知道在哪裏有滿足自己的水源
[00:05:48.440 --> 00:05:51.640]  它就一定勇往直前
[00:05:51.640 --> 00:05:55.440]  同樣的今天我們若想要來渴慕神
[00:05:55.440 --> 00:05:59.080]  我們一定要看見這兩件很重要的事情
[00:05:59.080 --> 00:05:59.920]  第一件事情
[00:05:59.920 --> 00:06:03.840]  一個人必須要看見他自己裏面的缺乏
[00:06:03.840 --> 00:06:06.160]  一個沒有缺乏感的人
[00:06:06.160 --> 00:06:08.160]  絕對不可能來渴慕
[00:06:08.160 --> 00:06:10.440]  絕對不可能有渴慕的心
[00:06:10.440 --> 00:06:13.880]  其次他也必須要看見神的豐富
[00:06:13.880 --> 00:06:18.240]  他必須看見神能夠滿足他一切的需求
[00:06:18.240 --> 00:06:21.440]  否則他也不可能來渴慕神
[00:06:21.440 --> 00:06:24.680]  在聖經當中我們看見耶穌的母親
[00:06:24.680 --> 00:06:28.640]  在婚宴當中看見一個缺乏
[00:06:28.640 --> 00:06:32.560]  那個缺乏就是他們沒有酒了
[00:06:32.560 --> 00:06:35.080]  所以他就來到主耶穌的面前
[00:06:35.080 --> 00:06:37.600]  爲什麼他來到主耶穌面前
[00:06:37.600 --> 00:06:41.640]  因爲他相信耶穌有答案
[00:06:41.640 --> 00:06:44.560]  那位管會團的雅魯
[00:06:44.560 --> 00:06:48.560]  我看在他家中他也看見一個缺乏
[00:06:48.560 --> 00:06:52.720]  那個缺乏就是他的女兒生病快要死了
[00:06:52.720 --> 00:06:55.280]  所以他來到主耶穌基督面前
[00:06:55.280 --> 00:06:57.720]  他爲什麼要來到主耶穌面前
[00:06:57.720 --> 00:07:02.120]  因爲他相信耶穌能夠醫治
[00:07:02.120 --> 00:07:05.000]  那個患了十二年血肉的婦人
[00:07:05.000 --> 00:07:07.800]  他在他身上看見一個缺乏
[00:07:07.800 --> 00:07:10.800]  結果他花了一次所有的
[00:07:10.800 --> 00:07:13.400]  卻醫不好他自己的疾病
[00:07:13.400 --> 00:07:16.080]  所以他就來到主耶穌基督面前
[00:07:16.080 --> 00:07:17.960]  他爲什麼來到主耶穌面前
[00:07:17.960 --> 00:07:22.720]  因爲他相信耶穌是唯一的盼望
[00:07:22.720 --> 00:07:27.640]  今天要渴慕你一定要看見你裏面的缺乏
[00:07:27.640 --> 00:07:32.480]  你也要看見耶穌擁有你的答案
[00:07:32.480 --> 00:07:36.120]  今天你心中今天渴慕什麼
[00:07:36.120 --> 00:07:39.080]  很多時候我們之所以不渴慕
[00:07:39.080 --> 00:07:40.760]  正正重要的原因就是因爲
[00:07:40.760 --> 00:07:44.120]  我們看不見自己裏面的缺乏
[00:07:44.120 --> 00:07:47.080]  我們自己以爲富足自己以爲聰明
[00:07:47.080 --> 00:07:49.320]  自己以爲擁有很多東西
[00:07:49.320 --> 00:07:53.680]  我們不覺得我們很有需要
[00:07:53.680 --> 00:07:54.800]  就像起司路里面
[00:07:54.800 --> 00:07:57.400]  當主責被老底家教會的時候
[00:07:57.400 --> 00:08:01.520]  主責被老底家教會是自以爲富足
[00:08:01.520 --> 00:08:02.600]  一點都不缺
[00:08:02.600 --> 00:08:05.000]  他們說我們一點都不缺
[00:08:05.000 --> 00:08:06.280]  所以主纔對他們說
[00:08:06.280 --> 00:08:08.280]  要去買個眼藥給你擦擦
[00:08:08.280 --> 00:08:12.240]  擦擦你的眼睛看見你的缺乏
[00:08:12.240 --> 00:08:14.000]  所以起司路里三章十六節
[00:08:14.000 --> 00:08:16.800]  主怎麼形容這樣一個老底家教會
[00:08:16.800 --> 00:08:19.200]  他說你們即如溫水
[00:08:19.200 --> 00:08:21.640]  也不冷也不熱
[00:08:21.640 --> 00:08:26.760]  換句話說一點渴慕的心都沒有
[00:08:26.760 --> 00:08:31.280]  神說我必從我口中把你們要吐出去
[00:08:31.280 --> 00:08:33.400]  很多時候我們心中不渴慕
[00:08:33.400 --> 00:08:36.440]  是因爲我們看不見自己的缺乏
[00:08:36.440 --> 00:08:37.680]  不但看不見自己的缺乏
[00:08:37.680 --> 00:08:41.120]  我們也看不見神的豐富
[00:08:41.120 --> 00:08:45.760]  我們不確定神真的擁有我們的答案
[00:08:45.760 --> 00:08:48.800]  所以我們總覺得還是要依靠自己比較好吧
[00:08:48.800 --> 00:08:51.360]  依靠自己的聰明自己的才智
[00:08:51.360 --> 00:08:53.680]  來解決自己的問題
[00:08:53.680 --> 00:08:55.760]  第二節多少時候我們必須承認一件事情
[00:08:55.760 --> 00:08:57.760]  今天我們之所以沒有辦法
[00:08:57.760 --> 00:09:01.640]  經歷到神的恩典跟作爲
[00:09:01.640 --> 00:09:04.880]  我常說就是因爲我們容許我們的心剛硬
[00:09:04.880 --> 00:09:07.000]  你知道嗎
[00:09:07.000 --> 00:09:08.960]  我們容許我們的心剛硬
[00:09:08.960 --> 00:09:13.360]  依靠自己不來依靠神
[00:09:13.360 --> 00:09:14.960]  這爲什麼乙系節出三十六章
[00:09:14.960 --> 00:09:17.040]  第二十六節主在這裏說
[00:09:17.040 --> 00:09:19.800]  我要賜給你們一顆新的心
[00:09:19.800 --> 00:09:22.200]  將新的靈放在裏面
[00:09:22.200 --> 00:09:26.280]  又從你們的肉體中除掉石心
[00:09:26.280 --> 00:09:29.080]  賜給你們肉心
[00:09:29.080 --> 00:09:31.120]  我好喜歡這個形容
[00:09:31.120 --> 00:09:34.040]  肉心而不是死心
[00:09:34.040 --> 00:09:36.680]  一個肉心是柔軟的
[00:09:36.680 --> 00:09:39.320]  只有當我們在神面有一個柔軟的心的時候
[00:09:39.320 --> 00:09:41.520]  我們纔可能來渴慕神
[00:09:41.520 --> 00:09:44.800]  否則我們的心像石頭一樣
[00:09:44.800 --> 00:09:47.520]  我們不可能經歷神的恩典
[00:09:47.520 --> 00:09:49.600]  經歷神的作爲
[00:09:49.600 --> 00:09:54.200]  我就記得許多年前我有一次坐飛機到亞特蘭特
[00:09:54.200 --> 00:09:55.760]  當飛機要降落的時候
[00:09:55.760 --> 00:09:57.440]  我從窗戶裏面往外看
[00:09:57.440 --> 00:10:02.040]  哇 真的看見都是充滿了樹林
[00:10:02.040 --> 00:10:03.480]  看不到任何房子
[00:10:03.480 --> 00:10:06.520]  所有的房子都好像藏在樹蟲當中
[00:10:06.520 --> 00:10:09.360]  哇 我從加州來的人就非常興奮
[00:10:09.360 --> 00:10:12.520]  因爲每次回加州坐飛機往外看
[00:10:12.520 --> 00:10:14.480]  一降落都是黃土一片
[00:10:14.480 --> 00:10:15.400]  什麼都沒有
[00:10:15.400 --> 00:10:17.040]  可是當我第一次看見
[00:10:17.040 --> 00:10:21.120]  哇 綠油有一片都是樹蟲就蠻興奮的
[00:10:21.120 --> 00:10:22.200]  下了飛機之後
[00:10:22.200 --> 00:10:24.360]  跟弟兄姐妹們有些交通分享
[00:10:24.360 --> 00:10:25.880]  他們跟我提到一件事情
[00:10:25.880 --> 00:10:27.480]  在這裏有一個名勝
[00:10:27.480 --> 00:10:28.560]  我是什麼名勝
[00:10:28.560 --> 00:10:30.680]  叫石頭山
[00:10:30.680 --> 00:10:33.160]  我說怎麼在這樣一個充滿樹木的地方
[00:10:33.160 --> 00:10:34.360]  卻有個石頭山
[00:10:34.360 --> 00:10:35.960]  什麼地方啊
[00:10:35.960 --> 00:10:37.000]  他們說劉牧師要不要去看看
[00:10:37.000 --> 00:10:39.600]  我說 sure 去看看吧
[00:10:39.600 --> 00:10:41.960]  結果我們就去了石頭山去參觀
[00:10:41.960 --> 00:10:42.800]  真的當然一看
[00:10:42.800 --> 00:10:45.920]  一座大山就是光禿禿的石頭
[00:10:45.920 --> 00:10:47.720]  什麼都沒有
[00:10:47.720 --> 00:10:49.720]  好不容易爬到山頂還蠻高的
[00:10:49.720 --> 00:10:52.400]  爬到山頂往下一看
[00:10:52.400 --> 00:10:55.560]  下面充滿茂密的樹林
[00:10:55.560 --> 00:10:59.760]  唯獨石頭山上寸草不生
[00:10:59.760 --> 00:11:02.200]  在那裏我就心裏在想
[00:11:02.200 --> 00:11:03.680]  很納悶
[00:11:03.680 --> 00:11:08.000]  難道沒有雨水降臨在這裏嗎
[00:11:08.000 --> 00:11:08.960]  no
[00:11:08.960 --> 00:11:13.800]  事實上同樣的雨水都降臨在這個地區
[00:11:13.800 --> 00:11:16.680]  但因爲這個山是石頭山
[00:11:16.680 --> 00:11:19.400]  一點水分都不吸收
[00:11:19.400 --> 00:11:22.320]  所以別的地方都是綠油油的
[00:11:22.320 --> 00:11:26.760]  唯有這個地方什麼東西都長不出來
[00:11:26.760 --> 00:11:29.120]  你知道那天當我站在那個石頭山上
[00:11:29.120 --> 00:11:31.440]  我感觸很深
[00:11:31.440 --> 00:11:34.400]  好像祖德林就在提醒我
[00:11:34.400 --> 00:11:35.440]  會不會聽衆姐妹
[00:11:35.440 --> 00:11:39.480]  很多時候我們的心就像石頭山一樣
[00:11:39.480 --> 00:11:41.520]  是石心
[00:11:41.520 --> 00:11:43.360]  不是肉心
[00:11:43.360 --> 00:11:45.200]  不是神不降下恩典
[00:11:45.200 --> 00:11:46.880]  不是神不降下祝福
[00:11:46.880 --> 00:11:49.440]  不是說恩語沒有降下來
[00:11:49.440 --> 00:11:54.840]  而是我們容許我們的心剛硬像一個石頭一樣
[00:11:54.840 --> 00:11:57.920]  我們無法領受
[00:11:57.920 --> 00:12:00.040]  就算周圍充滿了神的恩典
[00:12:00.040 --> 00:12:02.800]  我們還是無法領受
[00:12:02.800 --> 00:12:06.320]  今天我們真的需要重新求神
[00:12:06.320 --> 00:12:09.600]  憐憫我們讓我們謙卑下來
[00:12:09.600 --> 00:12:14.280]  重新來可慕神可慕聖靈來充滿我們
[00:12:14.280 --> 00:12:18.520]  你們就像在舊約時代以利沙一樣
[00:12:18.520 --> 00:12:22.240]  當他知道他老師以利亞被接昇天的時候
[00:12:22.240 --> 00:12:24.520]  他知道光靠他肉體的力量
[00:12:24.520 --> 00:12:26.800]  他絕對沒有辦法去面對
[00:12:26.800 --> 00:12:29.320]  這樣一個被敵人所攻擊
[00:12:29.320 --> 00:12:33.440]  又是充滿偶像敬拜的一種環境
[00:12:33.440 --> 00:12:35.920]  他知道他必須要依靠神
[00:12:35.920 --> 00:12:38.320]  他必須要依靠在他老師以利亞身上
[00:12:38.320 --> 00:12:42.280]  那個聖靈跟聖靈所帶來的能力
[00:12:42.280 --> 00:12:45.240]  所以他就一路跟隨以利亞
[00:12:45.240 --> 00:12:48.440]  從吉甲到伯特利
[00:12:48.440 --> 00:12:50.600]  從伯特利到耶利哥
[00:12:50.600 --> 00:12:52.000]  從耶利哥到約太和平
[00:12:52.000 --> 00:12:53.120]  一路跟隨
[00:12:53.120 --> 00:12:55.160]  爲什麼一路跟隨
[00:12:55.160 --> 00:12:57.000]  他就可慕
[00:12:57.000 --> 00:13:00.640]  他可慕在以利亞身上那種聖靈的大能
[00:13:00.640 --> 00:13:03.040]  他知道必須要得到聖靈的能力
[00:13:03.040 --> 00:13:04.760]  否則他無法生存
[00:13:04.760 --> 00:13:08.560]  否則他無法來服侍
[00:13:08.560 --> 00:13:11.000]  所以列王紀下第二章第九節
[00:13:11.000 --> 00:13:12.600]  他們過了約太和之後
[00:13:12.600 --> 00:13:14.680]  以利亞對以利沙說是嗎
[00:13:14.680 --> 00:13:16.680]  我未曾被接去離開的
[00:13:16.680 --> 00:13:18.400]  你要我爲你做什麼
[00:13:18.400 --> 00:13:20.200]  只管求我
[00:13:20.200 --> 00:13:23.120]  以利沙一點沒有猶豫
[00:13:23.120 --> 00:13:26.600]  以利沙立刻說願感動你的靈怎麼樣
[00:13:26.600 --> 00:13:29.480]  加倍地感動我
[00:13:29.480 --> 00:13:31.760]  你可以看見他那種可慕嗎
[00:13:31.760 --> 00:13:33.360]  可慕嗎
[00:13:33.360 --> 00:13:35.200]  很多時候我們常常只是注重到
[00:13:35.200 --> 00:13:38.200]  以利沙求加倍的靈
[00:13:38.200 --> 00:13:39.720]  我們卻常常沒有看見
[00:13:39.720 --> 00:13:43.440]  他裏面的可慕是加倍的可慕
[00:13:43.440 --> 00:13:46.320]  是他深深的可慕
[00:13:46.320 --> 00:13:48.240]  是那種加倍的可慕
[00:13:48.240 --> 00:13:50.880]  驅使他一路要跟隨以利亞
[00:13:50.880 --> 00:13:52.840]  自從他必須要得到
[00:13:52.840 --> 00:13:55.800]  在以利亞身上的聖靈的工作
[00:13:55.800 --> 00:13:57.080]  丁文傑今天
[00:13:57.080 --> 00:14:00.280]  當我們面對這樣充滿危機的世代的時候
[00:14:00.280 --> 00:14:02.600]  我們不是同樣需要
[00:14:02.600 --> 00:14:04.520]  有這樣一種呼求嗎
[00:14:04.520 --> 00:14:06.800]  我們需要聖靈來充滿我們
[00:14:06.800 --> 00:14:09.640]  我們需要聖靈的恩高降臨在我們身上
[00:14:09.640 --> 00:14:12.400]  讓我們面對每天的生活
[00:14:12.400 --> 00:14:16.200]  因爲唯有聖靈的恩高能夠斷開沉重
[00:14:16.200 --> 00:14:18.720]  唯有聖靈的恩高能夠在一切困境當中
[00:14:18.720 --> 00:14:20.840]  親自爲我們開道路
[00:14:20.840 --> 00:14:24.240]  唯有聖靈的恩高能夠在一切黑暗的詮釋當中
[00:14:24.240 --> 00:14:27.720]  讓我們能夠斷開黑暗的詮釋
[00:14:27.720 --> 00:14:29.840]  所以聖經典很清楚告訴我們說
[00:14:29.840 --> 00:14:32.960]  我們要在神面前大大地在張口
[00:14:32.960 --> 00:14:35.520]  神就要大大充滿我們
[00:14:35.520 --> 00:14:36.840]  更別說你要大大張口
[00:14:36.840 --> 00:14:41.720]  神就大大充滿跟他說
[00:14:41.720 --> 00:14:45.280]  我常說如果你小小張口呢
[00:14:45.280 --> 00:14:46.840]  就小小充滿
[00:14:46.840 --> 00:14:48.200]  不張口呢
[00:14:48.200 --> 00:14:49.520]  就不充滿
[00:14:49.520 --> 00:14:51.280]  神的原則很簡單
[00:14:51.280 --> 00:14:52.920]  大大張口大大充滿
[00:14:52.920 --> 00:14:55.720]  小小張口就小小充滿
[00:14:55.720 --> 00:14:57.120]  我這些年觀察
[00:14:57.120 --> 00:14:59.600]  在華人教會的華人信徒
[00:14:59.600 --> 00:15:01.560]  都是小小張口的
[00:15:01.560 --> 00:15:03.080]  小小張口
[00:15:03.080 --> 00:15:05.760]  也不是說不張口
[00:15:05.760 --> 00:15:06.800]  是小小張口
[00:15:06.800 --> 00:15:09.000]  他有太多的顧慮太多的牽掛
[00:15:09.000 --> 00:15:11.040]  想很多啊
[00:15:11.040 --> 00:15:12.440]  很少大大張口
[00:15:12.440 --> 00:15:14.760]  都是小小張口小小張口
[00:15:14.760 --> 00:15:15.880]  不不不
[00:15:15.880 --> 00:15:19.440]  丁宏姐妹你一定要大大張口啦
[00:15:19.440 --> 00:15:21.320]  在這樣一個危機的時代
[00:15:21.320 --> 00:15:23.120]  你怎麼不需要聖靈呢
[00:15:23.120 --> 00:15:25.920]  你需要聖靈的大能在你生命當中
[00:15:25.920 --> 00:15:26.920]  你們
[00:15:26.920 --> 00:15:30.680]  跟你們說你一定要大大張口跟他說
[00:15:30.680 --> 00:15:32.120]  你要可慕神的工作
[00:15:32.120 --> 00:15:35.360]  可慕聖靈的作爲在你身上
[00:15:35.360 --> 00:15:37.160]  第二你要依靠聖靈的大能
[00:15:37.160 --> 00:15:41.240]  跟着說你要依靠聖靈的大能
[00:15:41.240 --> 00:15:44.120]  撒加利亞書第四章第六節講到
[00:15:44.120 --> 00:15:46.400]  他對我說這耶和華只是索羅巴伯了
[00:15:46.400 --> 00:15:49.360]  萬俊耶和華說不是依靠勢力
[00:15:49.360 --> 00:15:50.520]  不是依靠才能
[00:15:50.520 --> 00:15:51.880]  而是依靠我的靈
[00:15:51.880 --> 00:15:52.520]  怎麼樣
[00:15:52.520 --> 00:15:54.440]  方能成事
[00:15:54.440 --> 00:15:55.560]  這裏講得很清楚
[00:15:55.560 --> 00:15:57.760]  你知道每天的生活當中
[00:15:57.760 --> 00:16:00.360]  我們一定要學習依靠聖靈
[00:16:00.360 --> 00:16:04.920]  而不是依靠人的勢力跟才能
[00:16:04.920 --> 00:16:07.360]  什麼是勢力跟才能呢
[00:16:07.360 --> 00:16:08.960]  勢力跟才能就是
[00:16:08.960 --> 00:16:13.640]  人所以爲成功的要素
[00:16:13.640 --> 00:16:17.440]  當你在做任何一件事情的時候
[00:16:17.440 --> 00:16:20.680]  你總是會問你自己一個問題
[00:16:20.680 --> 00:16:23.840]  那就是我能不能做
[00:16:23.840 --> 00:16:26.600]  我的交情夠不夠
[00:16:26.600 --> 00:16:28.760]  我有多少資源
[00:16:28.760 --> 00:16:31.400]  我有多少本錢
[00:16:31.400 --> 00:16:35.640]  這些就是勢力跟才能
[00:16:35.640 --> 00:16:37.000]  一個人在地上要成功
[00:16:37.000 --> 00:16:39.800]  他必須要思想這種問題
[00:16:39.800 --> 00:16:41.920]  他擁有多少的本錢
[00:16:41.920 --> 00:16:43.960]  有多少的能力
[00:16:43.960 --> 00:16:46.440]  這是人成功的道路
[00:16:46.440 --> 00:16:50.880]  但神的道路是與人的道路是不相同的
[00:16:50.880 --> 00:16:55.640]  事實上神的道路永遠高過人的道路
[00:16:55.640 --> 00:17:00.720]  人以爲要依靠勢力跟才能才能夠成功
[00:17:00.720 --> 00:17:04.160]  神卻說不是依靠勢力
[00:17:04.160 --> 00:17:05.760]  不是依靠才能
[00:17:05.760 --> 00:17:09.560]  而是依靠神的靈方能成事
[00:17:09.560 --> 00:17:10.880]  Amen
[00:17:10.880 --> 00:17:14.560]  那什麼是依靠神的靈呢
[00:17:14.560 --> 00:17:17.920]  那就是當你在做每一件事情的時候
[00:17:17.920 --> 00:17:22.080]  你要換一種問題來問了
[00:17:22.080 --> 00:17:25.880]  當你在依靠勢力跟才能的時候
[00:17:25.880 --> 00:17:28.520]  你所問的問題是我能不能
[00:17:28.520 --> 00:17:31.760]  我有多少
[00:17:31.760 --> 00:17:34.000]  但當你在依靠聖靈的時候
[00:17:34.000 --> 00:17:39.160]  你所問的問題是另外一套的系列的問題了
[00:17:39.160 --> 00:17:41.000]  你開始要學習問主說
[00:17:41.000 --> 00:17:44.920]  主啊那你的心意是什麼呢
[00:17:44.920 --> 00:17:47.640]  你要我做什麼呢
[00:17:47.640 --> 00:17:51.040]  問題不再是我要做什麼
[00:17:51.040 --> 00:17:53.480]  不再是我能做什麼
[00:17:53.480 --> 00:17:55.840]  問題是主你要我做什麼
[00:17:55.840 --> 00:17:59.200]  你的心意是如何呢
[00:17:59.200 --> 00:18:00.640]  Amen
[00:18:00.640 --> 00:18:07.480]  你要開始活在一種不同的思想的領域的裏面
[00:18:07.480 --> 00:18:12.040]  我想大家都知道最近在阿斯伯雷大學的Revival
[00:18:12.040 --> 00:18:14.640]  雖然現在已經結束
[00:18:14.640 --> 00:18:17.840]  可是我再一次說阿斯伯雷大學Revival
[00:18:17.840 --> 00:18:21.280]  再一次提醒我們一件事情
[00:18:21.280 --> 00:18:26.480]  就是不要再忽略神的同在了
[00:18:26.480 --> 00:18:29.280]  阿斯伯雷大學Revival要再一次提醒我們一件
[00:18:29.280 --> 00:18:30.440]  作爲一個基督徒
[00:18:30.440 --> 00:18:33.000]  你要知道神永遠與你同在
[00:18:33.000 --> 00:18:36.040]  神永遠不離開
[00:18:36.040 --> 00:18:37.480]  無論你在做什麼
[00:18:37.480 --> 00:18:38.880]  無論在去哪裏
[00:18:38.880 --> 00:18:40.880]  主都永遠與你同在
[00:18:40.880 --> 00:18:43.080]  Amen
[00:18:43.080 --> 00:18:47.280]  對不對 如果思想一下吧
[00:18:47.280 --> 00:18:50.320]  如果主每天與你同在
[00:18:50.320 --> 00:18:52.680]  無論你去做什麼到哪裏
[00:18:52.680 --> 00:18:55.160]  祂都在你旁邊
[00:18:55.160 --> 00:18:59.680]  難道你的思想模式不應該改變一下嗎
[00:18:59.680 --> 00:19:02.560]  難道你不應該問一下主你想去哪裏嗎
[00:19:02.560 --> 00:19:05.400]  Hello
[00:19:05.400 --> 00:19:09.480]  但多少時候我們從來不顧念主在想什麼
