
[00:00:00.000 --> 00:00:02.720]  今天的講題叫做「平安之道」
[00:06:05.600 --> 00:06:06.720]  害不害怕?
[00:06:06.720 --> 00:06:07.840]  很不安
[00:06:07.840 --> 00:06:08.640]  不算
[00:06:08.640 --> 00:06:11.840]  我昨晚在那裡坐巴士回家
[00:06:11.840 --> 00:06:12.880]  去到唐明犬對出
[00:06:12.880 --> 00:06:14.880]  又有輛車反轉了
[00:06:14.880 --> 00:06:16.960]  然後那輛車停在那裡
[00:06:16.960 --> 00:06:18.400]  那些人就說
[00:06:18.400 --> 00:06:21.760]  要繞對面線過去
[00:06:21.760 --> 00:06:23.440]  整地都是粟米
[00:06:23.440 --> 00:06:26.800]  坤叔樓下不知道有沒有看到清了牆
[00:06:26.800 --> 00:06:31.120]  這段時間覺得不太安全
[00:06:31.120 --> 00:06:35.040]  這個世界平安很難找的
[00:06:35.040 --> 00:06:38.640]  你用手機有沒有平安?
[00:06:38.640 --> 00:06:44.320]  今年全世界都在說一個人叫斯諾登
[00:06:44.320 --> 00:06:46.000]  很多的政要
[00:06:46.000 --> 00:06:48.560]  包括德國總理、巴西總統
[00:06:48.560 --> 00:06:52.960]  那些手機、私人手機都被人監聽
[00:06:52.960 --> 00:06:54.880]  周圍的人都說
[00:06:54.880 --> 00:07:01.040]  我們又被人監聽我們的網頁
[00:07:01.040 --> 00:07:02.880]  那些曲奇
[00:07:02.880 --> 00:07:05.440]  電腦的曲奇不下來吃那些
[00:07:05.440 --> 00:07:06.960]  就是說
[00:07:06.960 --> 00:07:10.800]  這個世界很多東西令我們很不安
[00:07:10.800 --> 00:07:15.360]  想起佔中大家會不會有不安?
[00:07:15.360 --> 00:07:17.840]  開心吧
[00:07:17.840 --> 00:07:19.040]  你不知道
[00:07:19.040 --> 00:07:20.880]  其實現在的世界
[00:07:20.880 --> 00:07:23.920]  平安是很難找的
[00:07:23.920 --> 00:07:25.680]  你有份工作在做
[00:07:25.680 --> 00:07:27.920]  你是擔心自己會沒工作
[00:07:27.920 --> 00:07:28.720]  是吧
[00:07:28.720 --> 00:07:29.520]  你沒工作
[00:07:29.520 --> 00:07:32.160]  你是擔心自己繼續沒工作
[00:07:32.160 --> 00:07:35.440]  所以無論你今天有多安心也好
[00:07:35.440 --> 00:07:39.360]  你總會有些事發覺你是控制不了的
[00:07:39.360 --> 00:07:42.320]  你的工作、你的健康
[00:07:42.320 --> 00:07:45.520]  人際關係、天氣、股市
[00:07:45.520 --> 00:07:46.160]  是吧
[00:07:46.160 --> 00:07:48.480]  發覺自己的脾氣都控制不了的
[00:07:48.480 --> 00:07:51.360]  有誰覺得你很多時候都控制不了自己
[00:07:51.360 --> 00:07:53.120]  你拍拍手
[00:07:53.120 --> 00:07:56.720]  你現在連拍手都控制不了
[00:07:56.720 --> 00:07:59.200]  想拍也拍不到
[00:07:59.200 --> 00:08:01.920]  有些鬱卒的原因
[00:08:01.920 --> 00:08:04.240]  很多東西都失控的
[00:08:04.240 --> 00:08:06.480]  說到將來
[00:08:06.480 --> 00:08:07.840]  那個未來
[00:08:07.840 --> 00:08:09.920]  亦都是控制不了
[00:08:09.920 --> 00:08:12.160]  你想想有些甚麼是控制不了
[00:08:12.160 --> 00:08:14.080]  你就會害怕
[00:08:14.080 --> 00:08:16.480]  平安是很難找的
[00:08:16.480 --> 00:08:18.960]  真正的平安
[00:08:18.960 --> 00:08:20.320]  最容易找的
[00:08:20.320 --> 00:08:22.800]  就是平安保險
[00:08:22.800 --> 00:08:25.760]  平安中都是容易安的
[00:08:25.760 --> 00:08:27.360]  但真正的平安
[00:08:27.360 --> 00:08:29.760]  在這個世界是很難找到
[00:08:29.760 --> 00:08:32.080]  但我們的信仰就經常說
[00:08:32.080 --> 00:08:34.880]  平安會給我們
[00:08:34.880 --> 00:08:36.960]  我們想說平安有個特點
[00:08:36.960 --> 00:08:40.000]  在世界除了平安很難找到
[00:08:40.000 --> 00:08:41.920]  我想大家留意一件事
[00:08:41.920 --> 00:08:43.920]  不安的心態
[00:08:43.920 --> 00:08:47.040]  比不幸的事
[00:08:47.040 --> 00:08:49.120]  帶來更大的影響
[00:08:49.120 --> 00:08:51.920]  更加令人不安
[00:08:51.920 --> 00:08:55.680]  我們經常害怕很多事情會發生
[00:08:55.680 --> 00:08:56.800]  或者我們憂慮
[00:08:56.800 --> 00:09:00.880]  憂慮和恐懼是孿生兄弟
[00:09:00.880 --> 00:09:03.360]  恐懼是本能
[00:09:03.360 --> 00:09:04.400]  不用教的
[00:09:04.400 --> 00:09:06.080]  小朋友都會害怕
[00:09:06.080 --> 00:09:07.680]  但憂慮不同
[00:09:07.680 --> 00:09:09.360]  憂慮有甚麼特點
[00:09:09.360 --> 00:09:12.560]  憂慮的不同是憂慮必定經過思考
[00:09:12.560 --> 00:09:13.760]  所以看見小朋友
[00:09:13.760 --> 00:09:16.240]  他會無憂無慮
[00:09:16.240 --> 00:09:17.760]  你想沒有憂慮不要緊
[00:09:17.760 --> 00:09:19.840]  你不要想太多
[00:09:19.840 --> 00:09:21.440]  不要看太多新聞
[00:09:21.440 --> 00:09:23.200]  如果真的有很多憂慮
[00:09:23.200 --> 00:09:24.880]  最好不要想太多
[00:09:24.880 --> 00:09:26.720]  所以小朋友上車就睡著覺
[00:09:26.720 --> 00:09:28.000]  他們都不會憂慮
[00:09:28.000 --> 00:09:32.640]  我覺得越來越多乘車越來越多憂慮
[00:09:32.640 --> 00:09:35.200]  又怕下鎖車又怕上鎖車
[00:09:35.200 --> 00:09:36.160]  我唯一不憂慮的
[00:09:36.160 --> 00:09:38.640]  我每次乘車都是兩元
[00:09:38.640 --> 00:09:41.600]  我有殘障的優惠券每次兩元
[00:09:41.600 --> 00:09:44.400]  我都坐得不怕
[00:09:44.400 --> 00:09:46.160]  兄弟姐妹
[00:09:46.160 --> 00:09:48.080]  不安的心態
[00:09:48.080 --> 00:09:50.400]  有時困擾我們
[00:09:50.400 --> 00:09:52.080]  如果你很害怕
[00:09:52.080 --> 00:09:53.680]  由早到晚都害怕
[00:09:53.680 --> 00:09:56.240]  或者有些事情困擾你
[00:09:56.240 --> 00:09:57.240]  你整天都幫
[00:09:57.240 --> 00:09:59.360]  其實那樣東西未發生的
[00:09:59.360 --> 00:10:08.000]  譬如你有一個朋友病了
[00:10:08.000 --> 00:10:11.440]  令到你又自己
[00:10:11.440 --> 00:10:15.120]  他有病我會有病嗎
[00:10:15.120 --> 00:10:18.640]  譬如親人發了重病
[00:10:18.640 --> 00:10:21.200]  我會不會這個家族我又會有呢
[00:10:21.200 --> 00:10:23.120]  很害怕
[00:10:23.120 --> 00:10:26.720]  又或者有些人有官司在身
[00:10:26.720 --> 00:10:30.000]  我試過聽說有些井姐妹
[00:10:30.000 --> 00:10:33.120]  她在街上遇到些無妄之災
[00:10:33.120 --> 00:10:35.120]  接著就被人誣告
[00:10:35.120 --> 00:10:38.880]  上法庭等受審
[00:10:38.880 --> 00:10:40.880]  她是無辜的
[00:10:40.880 --> 00:10:45.440]  但這些所謂官非撞了過來
[00:10:45.440 --> 00:10:47.680]  通常一單這樣的案件
[00:10:47.680 --> 00:10:53.520]  判了多少個月呢
[00:10:53.520 --> 00:10:54.720]  通常是短的
[00:10:54.720 --> 00:10:58.720]  短期都要多久
[00:10:58.720 --> 00:11:00.080]  半年吧
[00:11:00.080 --> 00:11:01.440]  只是半年好了
[00:11:01.440 --> 00:11:03.200]  你是無辜的
[00:11:03.200 --> 00:11:04.720]  但都要半年
[00:11:04.720 --> 00:11:06.720]  又去見這樣見那樣
[00:11:06.720 --> 00:11:09.200]  到最後就說你沒事了
[00:11:09.200 --> 00:11:12.000]  那半年你會怎樣
[00:11:12.000 --> 00:11:14.160]  很煩很不安
[00:11:14.160 --> 00:11:17.360]  甚至如果入了罪很恐懼
[00:11:17.360 --> 00:11:19.760]  我認識一個失明朋友
[00:11:19.760 --> 00:11:21.760]  他去買東西
[00:11:21.760 --> 00:11:23.760]  他自力去化
[00:11:23.760 --> 00:11:26.160]  他的樣子就好像我一樣不像失明
[00:11:26.160 --> 00:11:28.160]  他又沒有拿一支萬能磁鐵出來
[00:11:28.160 --> 00:11:33.040]  他拿著東西走過了出閘之道
[00:11:33.040 --> 00:11:36.320]  最後被人拘捕了
[00:11:36.320 --> 00:11:38.320]  告入了罪
[00:11:38.320 --> 00:11:41.520]  他辯護那個官不信他
[00:11:41.520 --> 00:11:47.040]  但事實他真的拿著東西過了那個警戒線
[00:11:47.040 --> 00:11:49.040]  那麼
[00:11:49.040 --> 00:11:51.040]  超過一年
[00:11:51.040 --> 00:11:53.040]  一年多
[00:11:53.040 --> 00:11:55.040]  但最後都打不掉
[00:11:55.040 --> 00:11:57.040]  有了案底
[00:11:57.040 --> 00:11:59.040]  那跟我說
[00:11:59.040 --> 00:12:01.040]  哭
[00:12:01.040 --> 00:12:03.040]  那可以怎樣呢
[00:12:03.040 --> 00:12:05.040]  但更大的困擾就是
[00:12:05.040 --> 00:12:07.040]  他很多個月
[00:12:07.040 --> 00:12:11.040]  未落罪判罪之前
[00:12:11.040 --> 00:12:13.040]  經歷了很多的不安
[00:12:13.040 --> 00:12:15.040]  很多的不安
[00:12:15.040 --> 00:12:17.040]  有些事情
[00:12:17.040 --> 00:12:19.040]  其實未發生
[00:12:19.040 --> 00:12:21.040]  帶來的困擾不安
[00:12:21.040 --> 00:12:23.040]  譬如做了醫療檢查報告
[00:12:23.040 --> 00:12:25.040]  未出報告
[00:12:25.040 --> 00:12:27.040]  為什麼沒有電話來
[00:12:27.040 --> 00:12:29.040]  是不是他
[00:12:29.040 --> 00:12:31.040]  是不是有什麼問題呢
[00:12:31.040 --> 00:12:33.040]  有電話來又害怕
[00:12:33.040 --> 00:12:35.040]  沒有電話來又害怕
[00:12:35.040 --> 00:12:37.040]  我有另外一個姐妹
[00:12:37.040 --> 00:12:39.040]  她有兩次在外國旅行
[00:12:39.040 --> 00:12:41.040]  試過兩次有電話打來
[00:12:41.040 --> 00:12:43.040]  都是她家人出事
[00:12:43.040 --> 00:12:45.040]  現在她去旅行都很害怕
[00:12:45.040 --> 00:12:47.040]  特別怕什麼
[00:12:47.040 --> 00:12:49.040]  怕電話響
[00:12:49.040 --> 00:12:51.040]  有沒有人怕電話響
[00:12:51.040 --> 00:12:53.040]  多數就是
[00:12:53.040 --> 00:12:55.040]  你試過接過一些
[00:12:55.040 --> 00:12:57.040]  令你很不安
[00:12:57.040 --> 00:12:59.040]  很驚恐的電話
[00:12:59.040 --> 00:13:01.040]  有一輪我爸爸就入院
[00:13:01.040 --> 00:13:03.040]  那我
[00:13:03.040 --> 00:13:05.040]  我和我太太又打電話給我
[00:13:05.040 --> 00:13:07.040]  我們其中一個哥哥
[00:13:07.040 --> 00:13:09.040]  那他說
[00:13:09.040 --> 00:13:11.040]  接到我的電話
[00:13:11.040 --> 00:13:13.040]  電話一來我就害怕
[00:13:13.040 --> 00:13:15.040]  那我發電郵給他
[00:13:15.040 --> 00:13:17.040]  是不是
[00:13:17.040 --> 00:13:19.040]  我一收到
[00:13:19.040 --> 00:13:21.040]  是我和我太太的電話
[00:13:21.040 --> 00:13:23.040]  他就害怕 為什麼
[00:13:23.040 --> 00:13:25.040]  因為那一輪打電話就說
[00:13:25.040 --> 00:13:27.040]  爸爸大入院不舒服
[00:13:27.040 --> 00:13:29.040]  姐妹
[00:13:29.040 --> 00:13:31.040]  如果你有這些不安的心態
[00:13:31.040 --> 00:13:33.040]  經常困擾你
[00:13:33.040 --> 00:13:35.040]  你不會有平安
[00:13:35.040 --> 00:13:37.040]  真正的平安
[00:13:37.040 --> 00:13:39.040]  不是環境好就行了
[00:13:39.040 --> 00:13:41.040]  環境比很多地方都要好
[00:13:41.040 --> 00:13:43.040]  但很多香港人都不安
[00:13:43.040 --> 00:13:45.040]  因為香港人
[00:13:45.040 --> 00:13:47.040]  他
[00:13:47.040 --> 00:13:49.040]  妄想
[00:13:49.040 --> 00:13:51.040]  要控制自己的生命
[00:13:51.040 --> 00:13:53.040]  你知道
[00:13:53.040 --> 00:13:55.040]  很多東西都控制不了
[00:13:55.040 --> 00:13:57.040]  特別是關於未來
[00:13:57.040 --> 00:13:59.040]  沒有人可以控制將來
[00:13:59.040 --> 00:14:01.040]  將來一定
[00:14:01.040 --> 00:14:03.040]  帶來不多不少的憂慮
[00:14:03.040 --> 00:14:05.040]  甚至恐懼
[00:14:05.040 --> 00:14:07.040]  去到一個極端
[00:14:07.040 --> 00:14:09.040]  恐懼
[00:14:09.040 --> 00:14:11.040]  太多令到你
[00:14:11.040 --> 00:14:13.040]  經常有不安的心態
[00:14:13.040 --> 00:14:15.040]  你不敢去街
[00:14:15.040 --> 00:14:17.040]  不敢去旅行 不敢吃雞
[00:14:17.040 --> 00:14:19.040]  還有不敢什麼
[00:14:19.040 --> 00:14:21.040]  三聚氰胺 令我不安
[00:14:21.040 --> 00:14:23.040]  是不是
[00:14:23.040 --> 00:14:25.040]  很多 孔雀石綠
[00:14:25.040 --> 00:14:27.040]  什麼灰藍
[00:14:27.040 --> 00:14:29.040]  灰幾斯藍
[00:14:29.040 --> 00:14:31.040]  不是 忘記什麼藍
[00:14:31.040 --> 00:14:33.040]  很多的 蘇丹紅
[00:14:33.040 --> 00:14:35.040]  我們在這裡學化學
[00:14:35.040 --> 00:14:37.040]  很多紅藍綠
[00:14:37.040 --> 00:14:39.040]  全部這些東西
[00:14:39.040 --> 00:14:41.040]  令我們不安
[00:14:41.040 --> 00:14:43.040]  我最近聽到
[00:14:43.040 --> 00:14:45.040]  有一樣我都不安
[00:14:45.040 --> 00:14:47.040]  我以前我們很老定
[00:14:47.040 --> 00:14:49.040]  我們作為蠻人
[00:14:49.040 --> 00:14:51.040]  在街上走 揹著個袋
[00:14:51.040 --> 00:14:53.040]  就沒什麼
[00:14:53.040 --> 00:14:55.040]  最近我聽到有些失明朋友
[00:14:55.040 --> 00:14:57.040]  在街上被人搶東西
[00:14:57.040 --> 00:15:01.040]  以往我們以為盜亦有盜
[00:15:01.040 --> 00:15:03.040]  是不是
[00:15:03.040 --> 00:15:05.040]  那些
[00:15:05.040 --> 00:15:07.040]  做那些
[00:15:07.040 --> 00:15:09.040]  扒手
[00:15:09.040 --> 00:15:11.040]  扒手都要有
[00:15:11.040 --> 00:15:13.040]  技術含量
[00:15:13.040 --> 00:15:15.040]  他搶我們蠻人的東西沒有技術含量
[00:15:15.040 --> 00:15:17.040]  他得志去做
[00:15:17.040 --> 00:15:19.040]  他搶我的東西
[00:15:19.040 --> 00:15:21.040]  不如就算我的手機
[00:15:21.040 --> 00:15:23.040]  不是什麼名貴
[00:15:23.040 --> 00:15:25.040]  他搶了 我沒有他扶
[00:15:25.040 --> 00:15:27.040]  他又不怕我認到他
[00:15:27.040 --> 00:15:29.040]  認不到
[00:15:29.040 --> 00:15:31.040]  他不出聲就行了
[00:15:31.040 --> 00:15:33.040]  看看前面還是後面下手
[00:15:33.040 --> 00:15:35.040]  總之沒人看到他就
[00:15:35.040 --> 00:15:37.040]  可以兩個人夾住我
[00:15:37.040 --> 00:15:39.040]  銀包都拿了
[00:15:39.040 --> 00:15:41.040]  是不是
[00:15:41.040 --> 00:15:43.040]  抓到都沒有扶
[00:15:43.040 --> 00:15:45.040]  沒有證據
[00:15:45.040 --> 00:15:47.040]  除非有錄影帶拍到
[00:15:47.040 --> 00:15:49.040]  但原來真的有
[00:15:49.040 --> 00:15:51.040]  我最近都想
[00:15:51.040 --> 00:15:53.040]  所以初初兩年前
[00:15:53.040 --> 00:15:55.040]  我開始用iphone的時候
[00:15:55.040 --> 00:15:57.040]  電話打來
[00:15:57.040 --> 00:15:59.040]  在旺角
[00:15:59.040 --> 00:16:01.040]  我怕他出來
[00:16:01.040 --> 00:16:03.040]  這些叫什麼
[00:16:03.040 --> 00:16:05.040]  不安的心態
[00:16:05.040 --> 00:16:07.040]  那一輪開始用手機
[00:16:07.040 --> 00:16:09.040]  用iphone 有些地方響
[00:16:09.040 --> 00:16:11.040]  我敢聽 我搭地鐵敢聽
[00:16:11.040 --> 00:16:13.040]  我應該搭地鐵站在門邊
[00:16:13.040 --> 00:16:15.040]  我又不敢拿手機出來
[00:16:15.040 --> 00:16:17.040]  因為我第一次在交通廣場見到
[00:16:17.040 --> 00:16:19.040]  他目擊一個人
[00:16:19.040 --> 00:16:21.040]  站在門邊
[00:16:21.040 --> 00:16:23.040]  一關門一走就拿了手機
[00:16:23.040 --> 00:16:25.040]  那個人呆了
[00:16:25.040 --> 00:16:27.040]  那些乘客就看到
[00:16:27.040 --> 00:16:29.040]  關了門
[00:16:29.040 --> 00:16:31.040]  所以我站在門邊
[00:16:31.040 --> 00:16:33.040]  我又怕
[00:16:33.040 --> 00:16:35.040]  電話響了
[00:16:35.040 --> 00:16:37.040]  我拿著扇子
[00:16:37.040 --> 00:16:39.040]  其實都會有機會
[00:16:39.040 --> 00:16:41.040]  他如果捕捉到我
[00:16:41.040 --> 00:16:43.040]  所以我有時扮看到東西
[00:16:43.040 --> 00:16:51.040]  不安
[00:16:51.040 --> 00:16:53.040]  我扮到好像很安定
[00:16:53.040 --> 00:16:55.040]  其實都有些不安
[00:16:55.040 --> 00:16:57.040]  雖然有威威蝦在身邊
[00:16:57.040 --> 00:16:59.040]  我就很放心
[00:16:59.040 --> 00:17:01.040]  所以我未來一個星期
[00:17:01.040 --> 00:17:03.040]  就有點不安
[00:17:03.040 --> 00:17:05.040]  他去了緬甸
[00:17:05.040 --> 00:17:07.040]  我想講就是
[00:17:07.040 --> 00:17:09.040]  其實很多東西你控制不到
[00:17:09.040 --> 00:17:11.040]  你要學依靠神
[00:17:11.040 --> 00:17:13.040]  不安的心態
[00:17:13.040 --> 00:17:15.040]  困擾
[00:17:15.040 --> 00:17:17.040]  就好像如果你真的有官非在身
