
[00:00:00.000 --> 00:00:05.040]  在上兩個星期我們講到神的慈愛
[00:02:13.040 --> 00:02:16.200]  創造整個的天與地
[00:02:16.200 --> 00:02:17.720]  神說
[00:02:17.720 --> 00:02:18.840]  要有光
[00:02:18.840 --> 00:02:20.080]  就有了光
[00:02:20.080 --> 00:02:21.320]  神說要有空氣
[00:02:21.320 --> 00:02:22.280]  有寒地
[00:02:22.280 --> 00:02:24.280]  就有空氣、就有寒地
[00:02:24.280 --> 00:02:26.880]  神說天上要有光體
[00:02:26.880 --> 00:02:28.920]  地上要有樹木、走獸
[00:02:28.920 --> 00:02:32.400]  海裏面要有各類的魚類、生物
[00:02:32.400 --> 00:02:34.040]  天上要有飛鳥
[00:02:34.040 --> 00:02:39.200]  事情就按著神所說的一一成就
[00:02:39.200 --> 00:02:41.200]  那麼就
[00:02:41.200 --> 00:02:42.600]  如果我們看第三節
[00:02:42.600 --> 00:02:44.400]  當詩人大衛說
[00:02:44.400 --> 00:02:48.000]  我觀看你指頭所造的天
[00:02:48.000 --> 00:02:51.840]  並你所陳設的月亮星宿
[00:02:51.840 --> 00:02:55.400]  詩人就心底裡發出一個讚嘆
[00:02:55.400 --> 00:02:58.000]  我人算甚麼
[00:02:58.000 --> 00:02:59.960]  你竟顧念他
[00:02:59.960 --> 00:03:00.800]  世人算甚麼
[00:03:00.800 --> 00:03:03.560]  你竟眷顧他
[00:03:03.560 --> 00:03:06.560]  當我讀這兩節經文的時候
[00:03:06.560 --> 00:03:11.800]  我很難不欣賞大衛的智慧
[00:03:11.800 --> 00:03:18.200]  我不知道大衛對星系或行星的理解有多少
[00:03:18.200 --> 00:03:21.120]  我不知道他知不知道
[00:03:21.120 --> 00:03:23.320]  他在天上看到的星
[00:03:23.320 --> 00:03:27.280]  距離我們所處的地球的距離
[00:03:27.280 --> 00:03:29.880]  是用甚麼來計算
[00:03:29.880 --> 00:03:32.000]  用光年來計算
[00:03:32.000 --> 00:03:35.160]  不過有一樣東西我可以肯定的
[00:03:35.160 --> 00:03:38.920]  就是我們今天對天文的知識
[00:03:38.920 --> 00:03:42.200]  必定多過當日的大衛
[00:03:42.200 --> 00:03:43.520]  或者考考大家
[00:03:43.520 --> 00:03:49.040]  大家知不知道我們身處的宇宙有多大
[00:03:49.040 --> 00:03:51.000]  宇宙有多大
[00:03:51.000 --> 00:03:55.600]  有人說宇宙是以億計的星系
[00:03:55.600 --> 00:04:00.600]  而每一個星系有數以億計的星球
[00:04:00.600 --> 00:04:03.960]  大家可以想像到這個宇宙有多大
[00:04:03.960 --> 00:04:08.520]  簡直是超乎我們理解的能力
[00:04:08.520 --> 00:04:12.080]  我記得我小時候經常和我哥哥討論
[00:04:12.080 --> 00:04:14.960]  這個世界有沒有盡頭
[00:04:14.960 --> 00:04:16.360]  如果這個世界有盡頭
[00:04:16.360 --> 00:04:18.880]  那盡頭是甚麼
[00:04:18.880 --> 00:04:20.560]  是一幅牆
[00:04:20.560 --> 00:04:21.560]  如果是一幅牆
[00:04:21.560 --> 00:04:24.520]  那牆後面又是甚麼呢
[00:04:24.520 --> 00:04:25.720]  沒完沒了的討論
[00:04:25.720 --> 00:04:28.360]  因為是超乎人的理解
[00:04:28.360 --> 00:04:30.760]  而我們今天所身處的地球
[00:04:30.760 --> 00:04:38.280]  只不過是無法想像的星球數目裏面的其中一個
[00:04:38.280 --> 00:04:39.360]  或者這樣問一下大家
[00:04:39.360 --> 00:04:43.320]  大家知不知道這個世界有多少人
[00:04:43.320 --> 00:04:45.080]  75億
[00:04:45.080 --> 00:04:46.560]  75億人
[00:04:46.560 --> 00:04:49.800]  即是75後面有多少個零
[00:04:49.800 --> 00:04:51.280]  8個零
[00:04:51.280 --> 00:04:52.320]  這是甚麼觀念
[00:04:52.320 --> 00:04:54.800]  大家知不知道甚麼觀念
[00:04:54.800 --> 00:04:55.800]  這是甚麼概念
[00:04:55.800 --> 00:04:57.960]  怎樣去理解75億
[00:04:57.960 --> 00:04:59.120]  這樣去理解一下
[00:04:59.120 --> 00:05:02.280]  我們今天大概
[00:05:02.280 --> 00:05:05.640]  當是一秒鐘數一個人命
[00:05:05.640 --> 00:05:07.840]  即是說我們大概要用一分鐘時間
[00:05:07.840 --> 00:05:11.280]  數完我們的回眾左右
[00:05:11.280 --> 00:05:13.240]  如果要數完75億的人
[00:05:13.240 --> 00:05:14.240]  一秒鐘數一個
[00:05:14.240 --> 00:05:16.360]  你猜要數多久
[00:05:16.360 --> 00:05:20.320]  237年才數得完
[00:05:20.320 --> 00:05:22.640]  可以想像到人的渺小
[00:05:22.640 --> 00:05:26.000]  雖然大衛未必知道這些
[00:05:26.000 --> 00:05:28.720]  我剛才跟大家所說的數據
[00:05:28.720 --> 00:05:35.440]  但是大衛的智慧可以說是超越過我們今天很多的現代人
[00:05:35.440 --> 00:05:37.400]  因為他知道
[00:05:37.400 --> 00:05:40.760]  如此一個偉大的宇宙
[00:05:40.760 --> 00:05:42.240]  世界
[00:05:42.240 --> 00:05:46.680]  是從一個偉大的神所創造出來
[00:05:46.680 --> 00:05:49.720]  亦都由於這個理解
[00:05:49.720 --> 00:05:53.000]  他知道這個偉大的創造裏面
[00:05:53.000 --> 00:05:58.560]  他是一個極為渺小的人
[00:05:58.560 --> 00:06:01.000]  所以當他來到神面前的時候
[00:06:01.000 --> 00:06:05.160]  他很謙卑的從心底裏面發出一個很自然的讚嘆
[00:06:05.160 --> 00:06:06.520]  人算甚麼
[00:06:06.520 --> 00:06:09.200]  神說你竟顧念他
[00:06:09.200 --> 00:06:11.120]  世人算得你甚麼
[00:06:11.120 --> 00:06:13.560]  你竟眷顧他
[00:06:13.560 --> 00:06:17.680]  肯定大家喜不喜歡看日出
[00:06:17.680 --> 00:06:19.000]  或者看日落
[00:06:19.000 --> 00:06:21.000]  又或者喜不喜歡看
[00:06:21.000 --> 00:06:23.720]  滿天繁星的夜空
[00:06:23.720 --> 00:06:25.520]  如果大家沒有這樣的喜好
[00:06:25.520 --> 00:06:27.520]  或者從來沒有試過的話
[00:06:27.520 --> 00:06:29.120]  我建議大家試一試
[00:06:29.120 --> 00:06:29.680]  為甚麼
[00:06:29.680 --> 00:06:31.120]  因為先人告訴我們
[00:06:31.120 --> 00:06:34.760]  神將他的榮耀彰顯於天
[00:06:34.760 --> 00:06:37.040]  而保羅、史圖、保羅都告訴我們
[00:06:37.040 --> 00:06:38.600]  自從做天地以來
[00:06:38.600 --> 00:06:42.000]  神的永恆和神正是冥冥可知的
[00:06:42.000 --> 00:06:43.640]  雖然我們眼睛看不到
[00:06:43.640 --> 00:06:45.120]  但是藉著所做之物
[00:06:45.120 --> 00:06:47.560]  就叫人知道
[00:06:47.560 --> 00:06:49.320]  甚至是無可推諉
[00:06:49.320 --> 00:06:50.160]  換言之
[00:06:50.160 --> 00:06:51.760]  大家想一想
[00:06:51.760 --> 00:06:54.320]  今天每一個的日出與日落
[00:06:54.320 --> 00:06:57.400]  每一個的潮漲與潮退
[00:06:57.400 --> 00:07:01.000]  每一次劃過夜空的流星
[00:07:01.000 --> 00:07:03.920]  每一粒在天上閃爍的星星
[00:07:03.920 --> 00:07:07.800]  或者每一次雨過後的天空
[00:07:07.800 --> 00:07:11.880]  其實都彰顯著神的榮耀
[00:07:11.880 --> 00:07:15.760]  都告訴我們神的大能
[00:07:15.760 --> 00:07:16.760]  有一次
[00:07:16.760 --> 00:07:18.920]  大家都知道科學家牛頓
[00:07:18.920 --> 00:07:21.360]  牛頓設計了一個
[00:07:21.360 --> 00:07:24.640]  按照比例來設計的
[00:07:24.640 --> 00:07:26.640]  我們今天的太陽系
[00:07:26.640 --> 00:07:31.000]  然後就有一個考像
[00:07:31.000 --> 00:07:33.120]  幫牛頓做了一個
[00:07:33.120 --> 00:07:35.560]  做了他所設計的模型
[00:07:35.560 --> 00:07:38.640]  有一次他有一個科學家的朋友去探望他
[00:07:38.640 --> 00:07:43.200]  走到他的辦公室看到這麼漂亮的
[00:07:43.200 --> 00:07:48.040]  太陽系的模型的時候
[00:07:48.040 --> 00:07:51.000]  這個朋友就問牛頓
[00:07:51.000 --> 00:07:55.000]  哪一個做這麼精緻的模型
[00:07:55.000 --> 00:07:57.520]  牛頓就說沒有人做的
[00:07:57.520 --> 00:07:58.880]  這個朋友就覺得
[00:07:58.880 --> 00:07:59.840]  怎麼會沒有人做
[00:07:59.840 --> 00:08:01.320]  莫非牛頓聽得不清楚
[00:08:01.320 --> 00:08:02.440]  再問多一次
[00:08:02.440 --> 00:08:03.640]  牛頓就說
[00:08:03.640 --> 00:08:04.760]  沒有人做的
[00:08:04.760 --> 00:08:09.200]  只不過這些球狀的星體
[00:08:09.200 --> 00:08:11.640]  就偶然而出現
[00:08:11.640 --> 00:08:16.200]  然後那些支架也偶然出現
[00:08:16.200 --> 00:08:18.040]  自己走在一起
[00:08:18.040 --> 00:08:21.120]  就成為這個模型了
[00:08:21.120 --> 00:08:22.520]  這個朋友就覺得
[00:08:22.520 --> 00:08:25.360]  你跟牛頓說
[00:08:25.360 --> 00:08:27.400]  你當我是傻的嗎
[00:08:27.400 --> 00:08:29.920]  一個這麼精緻的模型
[00:08:29.920 --> 00:08:32.080]  怎麼會是偶然而出現的呢
[00:08:32.080 --> 00:08:36.200]  一定是有一個背後的設計和製造的
[00:08:36.200 --> 00:08:37.520]  他就說你快點告訴我
[00:08:37.520 --> 00:08:40.440]  我很想認識這個這麼有天份的人
[00:08:40.440 --> 00:08:42.160]  牛頓就說
[00:08:42.160 --> 00:08:44.280]  這個模型
[00:08:44.280 --> 00:08:46.000]  比起我們這麼偉大
[00:08:46.000 --> 00:08:47.000]  這麼精緻
[00:08:47.000 --> 00:08:48.880]  這麼精密的宇宙
[00:08:48.880 --> 00:08:53.880]  其實是一個很粗糙的仿製品
[00:08:53.880 --> 00:08:55.960]  當一個這麼粗糙的仿製品
[00:08:55.960 --> 00:09:00.160]  你不相信背後沒有一個設計者
[00:09:00.160 --> 00:09:02.280]  沒有一個製造者的時候
[00:09:02.280 --> 00:09:04.760]  但是當我說到這麼偉大的宇宙
[00:09:04.760 --> 00:09:06.560]  跟你說有一個偉大的神
[00:09:06.560 --> 00:09:10.080]  創造這麼偉大的宇宙
[00:09:10.080 --> 00:09:12.440]  你卻是不相信
[00:09:12.440 --> 00:09:14.360]  你作為一個科學家
[00:09:14.360 --> 00:09:19.440]  你覺得這是一個合理的結論嗎
[00:09:19.440 --> 00:09:21.600]  然後
[00:09:21.600 --> 00:09:25.840]  詩人大衛也有另外一首詩篇
[00:09:25.840 --> 00:09:27.880]  在第十九篇
[00:09:27.880 --> 00:09:31.840]  詩人說:諸天說說神的榮耀
[00:09:31.840 --> 00:09:34.120]  窮瘡傳揚他的手段
[00:09:34.120 --> 00:09:36.840]  這日到那日發出言語
[00:09:36.840 --> 00:09:40.680]  這夜到那夜傳出知識
[00:09:40.680 --> 00:09:45.240]  無言無語亦無聲音可聽
[00:09:45.240 --> 00:09:48.200]  雖然這個被創造的世界
[00:09:48.200 --> 00:09:50.720]  不會用人的語言
[00:09:50.720 --> 00:09:55.280]  告訴人這個世界是神所創造
[00:09:55.280 --> 00:09:59.360]  但實際上每日每夜從東到西
[00:09:59.360 --> 00:10:00.680]  從南到北
[00:10:00.680 --> 00:10:04.080]  整個創造的世界用他自己的語言
[00:10:04.080 --> 00:10:06.080]  告訴世人
[00:10:06.080 --> 00:10:10.680]  這個世界是由一個偉大的神所創造
[00:10:10.680 --> 00:10:15.480]  我們要明白大自然所發出來的訊息
[00:10:15.480 --> 00:10:18.880]  我們需要帶著謙卑的心
[00:10:18.880 --> 00:10:21.000]  來感受大自然
[00:10:21.000 --> 00:10:24.080]  也要帶著一個淑寧的觸覺
[00:10:24.080 --> 00:10:27.760]  去感受明白每日每夜
[00:10:27.760 --> 00:10:31.960]  諸天所述說的神的榮耀
[00:10:31.960 --> 00:10:41.040]  什麼叫做淑寧的觸覺呢?
[00:10:41.040 --> 00:10:46.040]  在《創世紀》的故事裏
[00:10:46.040 --> 00:10:48.640]  在《創世紀》的故事裏
[00:10:48.640 --> 00:10:54.560]  當神用他的話語來創造萬物的時候
[00:10:54.560 --> 00:10:56.760]  唯獨去到人的時候
[00:10:56.760 --> 00:10:59.280]  和其他的生物是不同的
[00:10:59.280 --> 00:11:02.560]  因為聖經告訴我們
[00:11:02.560 --> 00:11:10.560]  神是用他的形象來做男做女
[00:11:10.560 --> 00:11:11.840]  不單是這樣
[00:11:11.840 --> 00:11:15.640]  神亦是將生氣吹入他的鼻孔裏面
[00:11:15.640 --> 00:11:19.960]  以至第一個被創造的人亞當
[00:11:19.960 --> 00:11:23.120]  成為一個有靈的活人
[00:11:23.120 --> 00:11:25.440]  或者這個就是中國人所說
[00:11:25.440 --> 00:11:26.960]  人是萬物之靈
[00:11:26.960 --> 00:11:29.960]  因為人和其他的生物不同
[00:11:29.960 --> 00:11:31.840]  人是有靈魂
[00:11:31.840 --> 00:11:35.960]  亦都唯有有靈的被造之物
[00:11:35.960 --> 00:11:38.960]  才能夠和神溝通
[00:11:38.960 --> 00:11:41.840]  所以你會發覺貓和狗
[00:11:41.840 --> 00:11:46.040]  是不會懂得撞向、不會懂得祈禱
[00:11:46.040 --> 00:11:47.840]  不會懂得敬拜神的原因
[00:11:47.840 --> 00:11:53.640]  就是因為所有其他的被造之物沒有靈魂
[00:11:53.640 --> 00:11:56.040]  所以不會和神有溝通
[00:11:56.040 --> 00:11:58.440]  雖然我的狗也懂得祈禱
[00:11:58.440 --> 00:12:00.640]  我在訓練牠之後
[00:12:00.640 --> 00:12:02.240]  我的狗不敢吃東西
[00:12:02.240 --> 00:12:05.040]  直至我祈完禱、說阿門的時候
[00:12:05.040 --> 00:12:06.840]  牠才會吃東西
[00:12:06.840 --> 00:12:11.840]  但是大家都知道狗不是因為敬拜祈禱
[00:12:11.840 --> 00:12:14.840]  而只不過是主人訓練
[00:12:14.840 --> 00:12:16.640]  故此詩人就說
[00:12:16.640 --> 00:12:22.040]  你讓人比天使微小一點
[00:12:22.040 --> 00:12:25.840]  並視他榮耀尊貴為冠冕
[00:12:25.840 --> 00:12:29.240]  原因就是因為人是按著神的形象
[00:12:29.240 --> 00:12:31.040]  與樣式而被造
[00:12:31.040 --> 00:12:32.640]  所以我們有靈魂
[00:12:32.640 --> 00:12:34.840]  我們能夠和神溝通
[00:12:34.840 --> 00:12:35.840]  不單是這樣
[00:12:35.840 --> 00:12:40.840]  神也給我們在地上有一個責任
[00:12:40.840 --> 00:12:43.640]  而這個靈魂
[00:12:43.640 --> 00:12:45.440]  我們能夠和神溝通
[00:12:45.440 --> 00:12:48.840]  就成為我們一個在世界上
[00:12:48.840 --> 00:12:52.040]  我們人生命寶貴的地方
[00:12:52.040 --> 00:12:55.840]  因為人是神所
[00:12:55.840 --> 00:12:59.040]  特別按著祂的形象而造
[00:12:59.040 --> 00:13:02.840]  所以詩人大衛在這裡說
[00:13:02.840 --> 00:13:07.040]  人是得到神的榮耀、尊貴
[00:13:07.040 --> 00:13:09.240]  好像一個冠冕一樣
[00:13:09.240 --> 00:13:11.840]  如果大家記得幾年前
[00:13:11.840 --> 00:13:14.240]  在美國的一個動物園
[00:13:14.240 --> 00:13:18.640]  有一個小孩曾經掉進大猩猩的範圍裡
[00:13:18.640 --> 00:13:20.240]  大家記不記得
[00:13:20.240 --> 00:13:22.840]  那個時候的處境是相當的凶險
[00:13:22.840 --> 00:13:26.240]  那個大猩猩拖著這個小孩
[00:13:26.240 --> 00:13:28.240]  大概拖了十分鐘
[00:13:28.240 --> 00:13:30.840]  部分時間好像圖片所看到
[00:13:30.840 --> 00:13:32.640]  在水裡拖行
[00:13:32.640 --> 00:13:33.840]  相當的凶險
[00:13:33.840 --> 00:13:34.840]  我想問問大家
[00:13:34.840 --> 00:13:37.840]  如果你是當時動物園的主事人
[00:13:37.840 --> 00:13:40.640]  你會怎麼做?
[00:13:40.640 --> 00:13:45.040]  當時動物園的主事人
[00:13:45.040 --> 00:13:49.040]  決定射殺這個大猩猩
[00:13:49.040 --> 00:13:50.640]  救回那個小孩
[00:13:50.640 --> 00:13:51.640]  當然有些人同意
[00:13:51.640 --> 00:13:53.240]  有些人不同意
[00:13:53.240 --> 00:13:54.640]  特別是一些環保分子
[00:13:54.640 --> 00:13:58.040]  因為當時那種猩猩
[00:13:58.040 --> 00:14:00.640]  是瀕臨絕種的種類
[00:14:00.640 --> 00:14:02.440]  所以是相當的寶貴
[00:14:02.440 --> 00:14:05.240]  所以有很多環保人士不同意
[00:14:05.240 --> 00:14:08.040]  為什麼要射殺這麼寶貴的猩猩
[00:14:08.040 --> 00:14:10.240]  它也是一條性命
[00:14:10.240 --> 00:14:12.040]  他說你大可以用其他方法
[00:14:12.040 --> 00:14:13.440]  你可以射麻醉針
[00:14:13.440 --> 00:14:15.440]  或者用其他方法引開它
[00:14:15.440 --> 00:14:16.640]  來救回小孩
[00:14:16.640 --> 00:14:18.640]  你不應該射殺它
[00:14:18.640 --> 00:14:22.240]  也有一些人去批評
[00:14:22.240 --> 00:14:23.440]  指責這個母親
[00:14:23.440 --> 00:14:24.440]  你為什麼這麼疏忽
[00:14:24.440 --> 00:14:27.840]  怎麼會讓你兒子掉進去
[00:14:27.840 --> 00:14:30.640]  也有些人在責怪動物園的疏忽
[00:14:30.640 --> 00:14:34.440]  為什麼你的安全設施設計得這麼差
[00:14:34.440 --> 00:14:36.440]  小孩竟然可以掉進去
[00:14:36.440 --> 00:14:38.440]  但是無論什麼意見
[00:14:38.440 --> 00:14:40.640]  我沒聽過一個意見就是說
[00:14:40.640 --> 00:14:42.440]  任由這個小孩
[00:14:42.440 --> 00:14:43.840]  他自己掉進去
[00:14:43.840 --> 00:14:45.440]  讓他自生自滅
[00:14:45.440 --> 00:14:47.440]  看他自己的命數
[00:14:47.440 --> 00:14:49.840]  我沒聽過這樣的留言
[00:14:49.840 --> 00:14:52.240]  為什麼
[00:14:52.240 --> 00:14:55.440]  我相信所有人都同意一件事
[00:14:55.440 --> 00:14:57.040]  人的生命
[00:14:57.040 --> 00:14:58.040]  人的價值
[00:14:58.040 --> 00:14:59.440]  是很寶貴的
[00:14:59.440 --> 00:15:00.840]  為什麼
[00:15:00.840 --> 00:15:03.640]  我相信就是資人大衛所說
[00:15:03.640 --> 00:15:05.640]  人生命的寶貴
[00:15:05.640 --> 00:15:10.840]  就在於他帶有神的榮耀和尊貴
[00:15:10.840 --> 00:15:14.640]  不只是神給人有榮耀和尊貴
[00:15:14.640 --> 00:15:17.440]  神也讓人參與
[00:15:17.440 --> 00:15:23.040]  在整個大地的管理裡面
[00:15:23.040 --> 00:15:29.240]  包括所有地上的走獸
[00:15:29.240 --> 00:15:37.240]  整個世界都是人在當中來管理大地
[00:15:37.240 --> 00:15:43.040]  所以如果從管理與創造的角度來看的話
[00:15:43.040 --> 00:15:49.240]  人在神的旨意裡面是這個世界的主人
[00:15:49.240 --> 00:15:51.040]  我們管理這個世界的
[00:15:51.040 --> 00:15:54.840]  大家覺不覺得我們是世界的主人
[00:15:54.840 --> 00:15:57.440]  大家覺不覺得
[00:15:57.440 --> 00:15:59.240]  很老實說
[00:15:59.240 --> 00:16:02.840]  我很多時候都不覺得我是這個世界的主人
[00:16:02.840 --> 00:16:04.240]  更加慘的
[00:16:04.240 --> 00:16:06.240]  有時候我甚至覺得
[00:16:06.240 --> 00:16:09.640]  我是這個世界的奴僕
[00:16:09.640 --> 00:16:10.640]  不要說得遠了
[00:16:10.640 --> 00:16:12.040]  我們單說
[00:16:12.040 --> 00:16:13.240]  大家都有花園
[00:16:13.240 --> 00:16:16.040]  我每次要剷草
[00:16:16.040 --> 00:16:17.440]  要除插草
[00:16:17.440 --> 00:16:18.640]  又要收編
[00:16:18.640 --> 00:16:21.240]  有時候還要處理
[00:16:21.240 --> 00:16:26.040]  鄰居走過的貓狗流下來的黃金萬兩
[00:16:26.040 --> 00:16:29.040]  我一定要做到這些事情的時候
[00:16:29.040 --> 00:16:30.840]  我覺得身水山河
[00:16:30.840 --> 00:16:32.440]  好像這個世界的僕人一樣
[00:16:32.440 --> 00:16:33.640]  奴僕一樣
[00:16:33.640 --> 00:16:36.040]  有時候看著要剷草的時候
[00:16:36.040 --> 00:16:37.040]  我都在想
[00:16:37.040 --> 00:16:39.440]  如果我是世界的主人
[00:16:39.440 --> 00:16:40.840]  立刻命令草
[00:16:40.840 --> 00:16:41.840]  自己剷完之後
[00:16:41.840 --> 00:16:44.840]  自己走上垃圾桶那裡
[00:16:44.840 --> 00:16:47.640]  看到那些雜草自己自動消失
[00:16:47.640 --> 00:16:50.840]  看到那些貓狗流下的黃金萬兩
[00:16:50.840 --> 00:16:52.240]  怎麼處理好
[00:16:52.240 --> 00:16:53.440]  我想到一個方法
[00:16:53.440 --> 00:16:57.240]  自己變成那些復活蛋
[00:16:57.240 --> 00:16:59.840]  讓小朋友下次來可以尋寶
[00:16:59.840 --> 00:17:00.640]  或者玩遊戲
[00:17:00.640 --> 00:17:02.040]  多好啊
[00:17:02.040 --> 00:17:04.240]  這樣才叫做主人
[00:17:04.240 --> 00:17:06.840]  但不是這樣發生的
[00:17:06.840 --> 00:17:08.440]  又或者當時有人說到
[00:17:08.440 --> 00:17:13.440]  我們人是帶有神的榮耀尊貴
[00:17:13.440 --> 00:17:15.040]  我又想問問大家
[00:17:15.040 --> 00:17:17.040]  你從來有沒有覺得人很尊貴
[00:17:17.040 --> 00:17:18.640]  在這個世界上
[00:17:18.640 --> 00:17:21.840]  人有神的榮耀
[00:17:21.840 --> 00:17:27.440]  我記得我在大學團契裡面唱過幾首詩歌
[00:17:27.440 --> 00:17:29.840]  我還記得其中一句歌詞
[00:17:29.840 --> 00:17:31.840]  人面裡找到彩虹
[00:17:31.840 --> 00:17:34.040]  不知道大家有沒有印象這首詩歌
[00:17:34.040 --> 00:17:35.840]  人面裡找到彩虹
[00:17:35.840 --> 00:17:38.240]  沒多久之後有個姐妹跟我分享
[00:17:38.240 --> 00:17:40.240]  這首歌真是玩笨
[00:17:40.240 --> 00:17:42.640]  很多時候我看人的面孔
[00:17:42.640 --> 00:17:45.040]  我看不到人的彩虹
[00:17:45.040 --> 00:17:47.040]  我看到暴風雨
[00:17:47.040 --> 00:17:49.040]  我看到人的黑暗
[00:17:49.040 --> 00:17:51.240]  人的醜惡
[00:17:51.240 --> 00:17:53.440]  這是事實
[00:17:53.440 --> 00:17:59.840]  很多時候我們聽很多人生光輝的故事
[00:17:59.840 --> 00:18:04.040]  但同一時間我們也聽到很多人醜惡的故事
[00:18:04.040 --> 00:18:05.440]  沒錯,聖經告訴我們
[00:18:05.440 --> 00:18:12.240]  我們每一樣事物都伏在他的腳下
[00:18:12.240 --> 00:18:16.240]  但很多時候生活上的現實告訴我們
[00:18:16.240 --> 00:18:19.640]  我們很多時候需要做事做到汗流浹背
[00:18:19.640 --> 00:18:21.040]  疲於奔命
[00:18:21.040 --> 00:18:24.640]  特別是當天災橫禍來臨的時候
[00:18:24.640 --> 00:18:27.040]  我們更加面對大自然的時候
[00:18:27.040 --> 00:18:30.040]  我們覺得我們什麼都做不到
[00:18:30.040 --> 00:18:32.640]  人的渺小就在那個時候出來
[00:18:32.640 --> 00:18:35.440]  詩人為什麼說
[00:18:35.440 --> 00:18:40.240]  人是帶著神所給的榮耀和尊貴
[00:18:40.240 --> 00:18:43.440]  而人又好像這個世界的主人一樣
[00:18:43.440 --> 00:18:47.840]  有權去管理整個大自然呢?
[00:18:47.840 --> 00:18:51.440]  而我們又經驗不到
[00:18:51.440 --> 00:18:53.840]  神是不是說謊?
[00:18:53.840 --> 00:18:58.440]  我們再看下去
[00:18:58.440 --> 00:19:01.240]  在《創世》的第三章
[00:19:01.240 --> 00:19:03.240]  聖經告訴我們
[00:19:03.240 --> 00:19:05.840]  當我們的始祖亞當
[00:19:05.840 --> 00:19:08.840]  神明明叫他不要吃這棵樹
[00:19:08.840 --> 00:19:12.440]  亞當就越叫他不要越要吃
[00:19:12.440 --> 00:19:18.240]  最後,由於亞當不聽神的話
[00:19:18.240 --> 00:19:22.240]  由於亞當的叛逆
[00:19:22.240 --> 00:19:27.040]  罪惡因而進入這個世界
[00:19:27.040 --> 00:19:29.440]  當罪進入這個世界的時候
[00:19:29.440 --> 00:19:33.840]  整個大地受到神的咒詛
[00:19:33.840 --> 00:19:36.440]  所以我們今天有天災
[00:19:36.440 --> 00:19:38.040]  也由於這個咒詛
[00:19:38.040 --> 00:19:41.840]  地因此而長出荊棘和擲泥
[00:19:41.840 --> 00:19:43.840]  人要很辛苦
[00:19:43.840 --> 00:19:48.240]  汗流浹背才可以得到兩餐
[00:19:48.240 --> 00:19:50.640]  聖經也告訴我們
[00:19:50.640 --> 00:19:54.640]  當人虧缺了神的榮耀的時候
[00:19:54.640 --> 00:19:57.040]  罪的功架就是死
[00:19:57.040 --> 00:20:01.840]  所以每一個人需要面對死亡
