
[00:00:00.000 --> 00:00:12.600]  各位親愛的弟兄姊妹,還有親愛的朋友們,我們的這麼寶貴的客人,我們歡迎你。
[00:15:10.600 --> 00:15:12.600]  只要我們願意,
[00:15:12.600 --> 00:15:14.600]  我們就能夠得到生命的冠冕。
[00:15:14.600 --> 00:15:31.600]  (英文翻譯)
[00:15:31.600 --> 00:15:39.600]  所以我看到我們很多的弟兄姊妹在這裡,
[00:15:39.600 --> 00:15:41.600]  是戴著年歲的冠冕。
[00:15:41.600 --> 00:15:50.600]  (英文翻譯)
[00:15:50.600 --> 00:15:53.600]  在詩篇103篇經詩節說,
[00:15:53.600 --> 00:15:55.600]  它就以你的命運脫離死亡,
[00:15:55.600 --> 00:15:58.600]  以仁愛和慈悲為你的冠冕。
[00:15:58.600 --> 00:16:00.600]  所以是以仁愛和慈悲的冠冕。
[00:16:00.600 --> 00:16:07.600]  (英文翻譯)
[00:16:07.600 --> 00:16:11.600]  森嚴書12章4節說,財德的婦人是丈夫的冠冕。
[00:16:11.600 --> 00:16:13.600]  丈夫的冠冕。
[00:16:13.600 --> 00:16:36.600]  (英文翻譯)
[00:16:36.600 --> 00:16:39.600]  在森嚴書16章31節講說,
[00:16:39.600 --> 00:16:41.600]  白髮是榮耀的冠冕,
[00:16:41.600 --> 00:16:43.600]  在公義的路上必然得到。
[00:16:43.600 --> 00:16:46.600]  所以我們中間有很多榮耀的冠冕。
[00:16:46.600 --> 00:16:51.600]  (英文翻譯)
[00:16:51.600 --> 00:16:53.600]  本來也有很多人戴著榮耀冠冕的,
[00:16:53.600 --> 00:16:55.600]  但是因為我把白頭髮染黑了。
[00:16:55.600 --> 00:17:09.600]  (英文翻譯)
[00:17:09.600 --> 00:17:11.600]  因為太后在14章7到8節說,
[00:17:11.600 --> 00:17:14.600]  那美好的上帝我已經打破了,
[00:17:14.600 --> 00:17:16.600]  當好的路我已經跑盡了,
[00:17:16.600 --> 00:17:18.600]  所信的道我已經守住了,
[00:17:18.600 --> 00:17:22.600]  從此以後有公義的冠冕為我承留。
[00:17:22.600 --> 00:17:25.600]  (英文翻譯)
[00:17:25.600 --> 00:17:28.600]  我們還在努力它公義的冠冕。
[00:17:28.600 --> 00:17:37.600]  (英文翻譯)
[00:17:37.600 --> 00:17:39.600]  希伯來書2章7節說,
[00:17:39.600 --> 00:17:41.600]  你叫他比天使微小一點,
[00:17:41.600 --> 00:17:45.600]  是給他榮耀尊貴為冠軍。
[00:17:45.600 --> 00:17:51.600]  (英文翻譯)
[00:17:51.600 --> 00:18:01.600]  (英文翻譯)
[00:18:01.600 --> 00:18:03.600]  在雅各書1章12節說,
[00:18:03.600 --> 00:18:05.600]  忍受試探的人自有福了,
[00:18:05.600 --> 00:18:07.600]  因為他經過試驗之後,
[00:18:07.600 --> 00:18:10.600]  必得到生命的冠冕。
[00:18:10.600 --> 00:18:23.600]  (英文翻譯)
[00:18:23.600 --> 00:18:25.600]  聽說太后書2章5節說,
[00:18:25.600 --> 00:18:27.600]  人若在場上比武,
[00:18:27.600 --> 00:18:29.600]  非按規矩就不能得冠冕。
[00:18:29.600 --> 00:18:34.600]  (英文翻譯)
[00:18:34.600 --> 00:18:37.600]  所以我們要得到冠冕,
[00:18:37.600 --> 00:18:39.600]  我們就要照著聖經的準則,
[00:18:39.600 --> 00:18:40.600]  才能夠得到那個冠冕。
[00:18:40.600 --> 00:18:41.600]  (英文翻譯)
[00:18:41.600 --> 00:18:45.600]  那是什麼規矩呢?規定呢?規則呢?
[00:18:45.600 --> 00:18:47.600]  讀聖經。
[00:18:47.600 --> 00:18:49.600]  (英文翻譯)
[00:18:49.600 --> 00:18:59.600]  (英文翻譯)
[00:18:59.600 --> 00:19:01.600]  所以你書4章7節說,
[00:19:01.600 --> 00:19:04.600]  我所親愛的,所想念的弟兄們啊,
[00:19:04.600 --> 00:19:06.600]  你們就是我的喜樂,
[00:19:06.600 --> 00:19:08.600]  就是我的冠冕。
[00:19:08.600 --> 00:19:11.600]  (英文翻譯)
[00:19:11.600 --> 00:19:13.600]  你們都是我們的喜樂,
[00:19:13.600 --> 00:19:15.600]  都是我們的冠冕。
[00:19:15.600 --> 00:19:24.600]  (英文翻譯)
[00:19:24.600 --> 00:19:28.600]  今天,護士要用以賽亞書62章1到4節,
[00:19:28.600 --> 00:19:30.600]  來分享錫安的兒女,
[00:19:30.600 --> 00:19:32.600]  要心啟發光。
[00:19:32.600 --> 00:19:33.600]  (英文翻譯)
[00:19:33.600 --> 00:19:35.600]  (英文翻譯)
[00:19:35.600 --> 00:19:37.600]  (英文翻譯)
[00:19:37.600 --> 00:19:46.600]  (英文翻譯)
[00:19:46.600 --> 00:19:49.600]  經文上說,我因錫安,必不寂寞,
[00:19:49.600 --> 00:19:52.600]  會殃殺的必不息生,
[00:19:52.600 --> 00:19:55.600]  直到他的公義如光輝發出,
[00:19:55.600 --> 00:19:58.600]  他的救恩如明燈照亮。
[00:19:58.600 --> 00:20:05.600]  (英文翻譯)
[00:20:05.600 --> 00:20:08.600]  (英文翻譯)
[00:20:08.600 --> 00:20:10.600]  烈火必見到你的公義,
[00:20:10.600 --> 00:20:12.600]  烈王必見到你的榮耀,
[00:20:12.600 --> 00:20:14.600]  你必得到新的名稱,
[00:20:14.600 --> 00:20:16.600]  這是耶和華親口說的。
[00:20:16.600 --> 00:20:25.600]  (英文翻譯)
[00:20:25.600 --> 00:20:27.600]  你在耶和華的手中,
[00:20:27.600 --> 00:20:28.600]  要作為華冠,
[00:20:28.600 --> 00:20:30.600]  在你神的膽上,
[00:20:30.600 --> 00:20:32.600]  必作為免流。
[00:20:32.600 --> 00:20:51.600]  (英文翻譯)
[00:20:51.600 --> 00:20:54.600]  你必不再稱為鐵器的,
[00:20:54.600 --> 00:20:56.600]  你的地也不再稱為荒涼的,
[00:20:56.600 --> 00:20:59.600]  你卻要稱為佛所喜悅的,
[00:20:59.600 --> 00:21:02.600]  你的地也必稱為永夫之父,
[00:21:02.600 --> 00:21:04.600]  因為耶和華喜悅你,
[00:21:04.600 --> 00:21:06.600]  你的地也必歸他。
[00:21:06.600 --> 00:21:08.600]  以上是以賽爾書62章,
[00:21:08.600 --> 00:21:10.600]  第一章的世界經文。
[00:21:10.600 --> 00:21:22.600]  (英文翻譯)
[00:21:22.600 --> 00:21:24.600]  這是我們將來郵件到天上要帶的。
[00:21:24.600 --> 00:21:27.600]  (英文翻譯)
[00:21:27.600 --> 00:21:30.600]  接著我們回到聖經的經節1到3節。
[00:21:30.600 --> 00:21:34.600]  (英文翻譯)
[00:21:34.600 --> 00:21:38.600]  西安即將帶回到了公義與榮耀。
[00:21:38.600 --> 00:21:43.600]  (英文翻譯)
[00:21:43.600 --> 00:21:48.600]  神說我必不休息,直到公義如光照亮。
[00:21:48.600 --> 00:21:56.600]  (英文翻譯)
[00:21:56.600 --> 00:21:58.600]  先知以賽亞發這個預言的時候,
[00:21:58.600 --> 00:22:02.600]  耶路撒冷已經是一個正常運作的層次,
[00:22:02.600 --> 00:22:06.600]  但他百姓的靈力卻已經垂背消沉了。
[00:22:06.600 --> 00:22:14.600]  (英文翻譯)
[00:22:14.600 --> 00:22:17.600]  在這裡以賽亞從意象中看到耶路撒冷,
[00:22:17.600 --> 00:22:22.600]  因為被巴底倫征服統治而日漸荒涼。
[00:22:22.600 --> 00:22:29.600]  (英文翻譯)
[00:22:29.600 --> 00:22:34.600]  先知就對垂背的百姓說出安慰和應許的話。
[00:22:34.600 --> 00:22:43.600]  (英文翻譯)
[00:22:43.600 --> 00:22:50.600]  神保證他們絕不休息,直到耶路撒冷恢復公義如光照亮。
[00:22:50.600 --> 00:22:53.600]  (英文翻譯)
[00:22:53.600 --> 00:22:55.600]  自然也要見到神的公義。
[00:22:55.600 --> 00:23:03.600]  (英文翻譯)
[00:23:03.600 --> 00:23:10.600]  當神升高西安的時候,萬國要看到神的作為,轉而信號祂。
[00:23:10.600 --> 00:23:12.600]  (英文翻譯)
[00:23:12.600 --> 00:23:14.600]  西安是代表教會。
[00:23:14.600 --> 00:23:18.600]  (英文翻譯)
[00:23:18.600 --> 00:23:21.600]  耶路撒冷有時候是代表神的子女。
[00:23:21.600 --> 00:23:35.600]  (英文翻譯)
[00:23:35.600 --> 00:23:44.600]  所以神的工作不是只是在耶路撒冷,而是神要使用耶路撒冷來影響更多的外邦人和世上的君王。
[00:23:44.600 --> 00:23:49.600]  (英文翻譯)
[00:23:49.600 --> 00:23:52.600]  但神說你要有一個新的名字。
[00:23:52.600 --> 00:23:55.600]  (英文翻譯)
[00:23:55.600 --> 00:24:06.600]  所以你可以有一個新的名字,不論神怎麼樣來洗示你,你可以有一個新的名字。
[00:24:06.600 --> 00:24:11.600]  (英文翻譯)
[00:24:11.600 --> 00:24:18.600]  耶路撒冷已經被神轉化了,所以神要為耶路撒冷聖神取新的名字。
[00:24:18.600 --> 00:24:23.600]  (英文翻譯)
[00:24:23.600 --> 00:24:29.600]  神是轉化了神,所以神也會為耶路撒冷取新的名字。
[00:24:29.600 --> 00:24:34.600]  (英文翻譯)
[00:24:34.600 --> 00:24:37.600]  所以你也會有榮耀的冠冕在神的手中。
[00:24:37.600 --> 00:24:43.600]  (英文翻譯)
[00:24:43.600 --> 00:24:48.600]  不是說你要得到一個冠冕,而是說你就會變成神的冠冕。
[00:24:48.600 --> 00:24:53.600]  (英文翻譯)
[00:24:53.600 --> 00:24:57.600]  耶路撒冷聖神跟神所看重的是榮耀的華冠。
[00:24:57.600 --> 00:25:03.600]  (英文翻譯)
[00:25:03.600 --> 00:25:08.600]  有時候我們會期待將來我們要領受冠冕。
[00:25:08.600 --> 00:25:12.600]  (英文翻譯)
[00:25:12.600 --> 00:25:16.600]  想想看,我們在神的手中要成為榮耀的冠冕。
[00:25:16.600 --> 00:25:18.600]  (英文翻譯)
[00:25:18.600 --> 00:25:19.600]  我們三非常的高興。
[00:25:19.600 --> 00:25:22.600]  (英文翻譯)
[00:25:22.600 --> 00:25:24.600]  神要給我一個新的名字。
[00:25:24.600 --> 00:25:29.600]  (英文翻譯)
[00:25:29.600 --> 00:25:33.600]  別人不該隨便給我亂取綽號。
[00:25:33.600 --> 00:25:35.600]  (英文翻譯)
[00:25:35.600 --> 00:25:38.600]  別人不該隨便給我取綽號,我的名字是從神來的,一個新的名字。
[00:25:38.600 --> 00:25:41.600]  (英文翻譯)
[00:25:41.600 --> 00:25:43.600]  因為神已經給我恩寵了。
[00:25:43.600 --> 00:25:48.600]  (英文翻譯)
[00:25:48.600 --> 00:25:53.600]  (英文翻譯)
[00:25:53.600 --> 00:25:56.600]  主耶和華必始月息安。
[00:25:56.600 --> 00:26:06.600]  (英文翻譯)
[00:26:06.600 --> 00:26:08.600]  你必不再被撇棄。
[00:26:08.600 --> 00:26:10.600]  (英文翻譯)
[00:26:10.600 --> 00:26:13.600]  耶路撒冷亡母親的名字。
[00:26:13.600 --> 00:26:18.600]  (英文翻譯)
[00:26:18.600 --> 00:26:22.600]  耶路撒冷經歷過征戰,戰敗和荒涼。
[00:26:22.600 --> 00:26:32.600]  (英文翻譯)
[00:26:32.600 --> 00:26:35.600]  神的子民知道被撇棄及荒涼的感受。
[00:26:35.600 --> 00:26:40.600]  他們有時候甚至誤以為撇棄跟荒涼就是他們的名字。
[00:26:40.600 --> 00:26:42.600]  (英文翻譯)
[00:26:42.600 --> 00:26:44.600]  但是你卻要被稱為Habadeva。
[00:26:44.600 --> 00:26:46.600]  (英文翻譯)
[00:26:46.600 --> 00:26:47.600]  你的名字叫Baler。
[00:26:47.600 --> 00:26:51.600]  (英文翻譯)
[00:26:51.600 --> 00:26:56.600]  Habadeva 意思是說我,稱為我最愛的我的心腹。
[00:26:56.600 --> 00:27:00.600]  (英文翻譯)
[00:27:00.600 --> 00:27:03.600]  Baler 的意思是我的心腹。
[00:27:03.600 --> 00:27:14.600]  (英文翻譯)
[00:27:14.600 --> 00:27:18.600]  被棄、荒涼,有一天都會過去的。
[00:27:18.600 --> 00:27:21.600]  (英文翻譯)
[00:27:21.600 --> 00:27:25.600]  西安及神的百姓都要蒙神的月納的時候已經快到了。
[00:27:25.600 --> 00:27:30.600]  (英文翻譯)
[00:27:30.600 --> 00:27:34.600]  你們知道我們有醫治自方志工在我們教會裡面。
[00:27:34.600 --> 00:27:42.600]  (英文翻譯)
[00:27:42.600 --> 00:27:47.600]  在禮拜四的晚上和禮拜六的早上,我們會有需要的人做醫治的禱告。
[00:27:47.600 --> 00:27:55.600]  (英文翻譯)
[00:27:55.600 --> 00:28:00.600]  穆斯在這個七音櫃裡面,他就是常常坐在那邊讀聖經。
[00:28:00.600 --> 00:28:09.600]  (英文翻譯)
[00:28:09.600 --> 00:28:15.600]  有一天有一個姐妹來,所以我們的director就點穆斯說請穆斯為這個姐妹禱告。
[00:28:15.600 --> 00:28:21.600]  (英文翻譯)
[00:28:21.600 --> 00:28:24.600]  我正在讀以色亞書六十二章一到世界。
[00:28:24.600 --> 00:28:28.600]  (英文翻譯)
[00:28:28.600 --> 00:28:30.600]  我問他說我可以為你禱告什麼。
[00:28:30.600 --> 00:28:33.600]  (英文翻譯)
[00:28:33.600 --> 00:28:34.600]  他說你看呢。
[00:28:34.600 --> 00:28:38.600]  (英文翻譯)
[00:28:38.600 --> 00:28:42.600]  如果你問我,隨你說,那就是很困難的事情。
[00:28:42.600 --> 00:28:47.600]  (英文翻譯)
[00:28:47.600 --> 00:28:50.600]  我就把這四節的經文念給他聽。
[00:28:50.600 --> 00:28:52.600]  (英文翻譯)
[00:28:52.600 --> 00:28:54.600]  他一邊聽一邊流淚。
[00:28:54.600 --> 00:29:03.600]  (英文翻譯)
[00:29:03.600 --> 00:29:11.600]  他說剛才這兩個字是他很小很小在小女孩的時候,在教會裡面常常聽到人家提起的兩個字。
[00:29:11.600 --> 00:29:16.600]  (英文翻譯)
[00:29:16.600 --> 00:29:25.600]  經過年月的摧殘,他覺得他自己生命的境況和內心的境況好像就是被拋棄及荒涼的。
[00:29:25.600 --> 00:29:29.600]  (英文翻譯)
[00:29:29.600 --> 00:29:34.600]  現在他體會到,那個晚上他體會到人給了他一個新的名字。
[00:29:34.600 --> 00:29:35.600]  (英文翻譯)
[00:29:35.600 --> 00:29:37.600]  是基督的新婦。
[00:29:37.600 --> 00:29:40.600]  (英文翻譯)
[00:29:40.600 --> 00:29:51.600]  他頭上戴著華冠及緬牛,他是被愛、被保護、被神同在的環繞的。
[00:29:51.600 --> 00:29:53.600]  (英文翻譯)
[00:29:53.600 --> 00:29:55.600]  我們不都有一個新的名字嗎?
[00:29:55.600 --> 00:29:57.600]  (英文翻譯)
[00:29:57.600 --> 00:29:59.600]  有一天我們都要戴著冠冕。
[00:29:59.600 --> 00:30:03.600]  (英文翻譯)
[00:30:03.600 --> 00:30:06.600]  你要戴著神所賞賜給你的冠冕。
[00:30:06.600 --> 00:30:08.600]  (英文翻譯)
[00:30:08.600 --> 00:30:10.600]  和姓名。
[00:30:10.600 --> 00:30:14.600]  (英文翻譯)
[00:30:14.600 --> 00:30:17.600]  所以我們要說我們的神是恩典的神,偉大的神。
[00:30:17.600 --> 00:30:19.600]  (英文翻譯)
[00:30:19.600 --> 00:30:21.600]  是王上,王中之王。
[00:30:21.600 --> 00:30:23.600]  (英文翻譯)
[00:30:23.600 --> 00:30:25.600]  祖上之祖。
[00:30:25.600 --> 00:30:27.600]  (英文翻譯)
[00:30:27.600 --> 00:30:29.600]  他是耶和華字。
[00:30:29.600 --> 00:30:31.600]  (英文翻譯)
[00:30:31.600 --> 00:30:33.600]  他是阿周乃。
[00:30:33.600 --> 00:30:35.600]  (英文翻譯)
[00:30:35.600 --> 00:30:38.600]  他是恩典的神,夠配我們來稱讚美的。
[00:30:38.600 --> 00:30:40.600]  (英文翻譯)
[00:30:40.600 --> 00:30:42.600]  那我們一同禱告。
[00:30:42.600 --> 00:30:44.600]  (英文翻譯)
[00:30:44.600 --> 00:30:52.600]  (英文翻譯)
[00:30:52.600 --> 00:31:07.600]  (英文翻譯)
