
[00:00:00.000 --> 00:00:03.240]  無論你的靈性是枯乾
[00:02:09.520 --> 00:02:11.160]  全部人一起去祈禱
[00:02:11.160 --> 00:02:13.600]  我們在那個祈禱會當中一起去經歷
[00:02:13.600 --> 00:02:15.120]  雖然時間不是很長
[00:02:15.120 --> 00:02:17.160]  是一晚一日
[00:02:17.160 --> 00:02:20.160]  但是都很寶貴 在那個祈禱會當中
[00:02:20.160 --> 00:02:26.000]  接下來又會有一個呼風喚雨的伊利亞仙芝的
[00:02:26.000 --> 00:02:27.720]  Bible Camp
[00:02:27.720 --> 00:02:31.200]  很多的Camp 今年我都去了這些Spiritual Camp
[00:02:31.200 --> 00:02:33.320]  其中有一個是挺特別的
[00:02:33.320 --> 00:02:36.520]  我從來都沒有參與過類似的Camp
[00:02:36.520 --> 00:02:39.880]  那個叫做靈命塑造營
[00:02:39.880 --> 00:02:42.160]  是安靜營
[00:02:42.160 --> 00:02:44.920]  學習的是個人安靜
[00:02:44.920 --> 00:02:47.240]  集體的靜修
[00:02:47.240 --> 00:02:48.760]  是一起去靜修
[00:02:48.760 --> 00:02:52.160]  喫東西是不說話的
[00:02:52.160 --> 00:02:53.320]  喫東西是不說話的
[00:02:53.320 --> 00:02:56.680]  好喫的時候你只能夠很安靜
[00:02:56.680 --> 00:02:57.920]  如果一會兒說
[00:02:57.920 --> 00:02:59.880]  不如你們完了崇拜一會兒喫東西的時候
[00:02:59.880 --> 00:03:01.240]  不要說話
[00:03:01.240 --> 00:03:02.600]  可能很困難
[00:03:02.600 --> 00:03:05.200]  但是在那個營會就有這樣的機會
[00:03:05.200 --> 00:03:06.480]  要有意圖的
[00:03:06.480 --> 00:03:08.760]  你自己不說話 然後旁邊那個
[00:03:08.760 --> 00:03:10.480]  兩籠叉燒包啊 麻煩
[00:03:10.480 --> 00:03:12.640]  打擾了 整個打擾了
[00:03:12.640 --> 00:03:15.720]  你要一羣人一起在那個環境
[00:03:15.720 --> 00:03:16.720]  慢慢去品嚐
[00:03:16.720 --> 00:03:17.840]  爲什麼要不說話呢
[00:03:17.840 --> 00:03:19.360]  不是一個規矩
[00:03:19.360 --> 00:03:22.840]  目的在背後就是想我們慢慢喫
[00:03:22.840 --> 00:03:24.560]  不要很快
[00:03:24.560 --> 00:03:25.840]  不要咬到舌頭
[00:03:25.840 --> 00:03:27.920]  然後就可以慢慢品嚐一下
[00:03:27.920 --> 00:03:31.240]  這些食物神似我們的
[00:03:31.240 --> 00:03:33.240]  原來味道是這樣的
[00:03:33.240 --> 00:03:36.360]  咬下去是怎樣的
[00:03:36.360 --> 00:03:39.760]  還有一個就是說到獨行
[00:03:39.760 --> 00:03:41.920]  當中的營會有很多人
[00:03:41.920 --> 00:03:44.240]  其中一個環節就是獨行
[00:03:44.240 --> 00:03:45.440]  就是獨行合作
[00:03:45.440 --> 00:03:47.040]  自己一個人去走
[00:03:47.040 --> 00:03:49.800]  但是走又是背後的一個原因
[00:03:49.800 --> 00:03:51.640]  他要你慢走
[00:03:51.640 --> 00:03:52.760]  慢慢地走
[00:03:52.760 --> 00:03:54.040]  爲什麼要慢慢走呢
[00:03:54.040 --> 00:03:55.720]  就是除了不要跌倒
[00:03:55.720 --> 00:03:57.920]  回來之後跌倒不好
[00:03:57.920 --> 00:04:00.400]  他是希望你能夠慢慢走當中
[00:04:00.400 --> 00:04:02.080]  去細測
[00:04:02.080 --> 00:04:05.160]  你一路走的過程當中看到些什麼
[00:04:05.160 --> 00:04:06.880]  而看到那些東西的時候
[00:04:06.880 --> 00:04:10.000]  你將它和神有一個關係
[00:04:10.000 --> 00:04:12.720]  這種營會我覺得很大得着
[00:04:12.720 --> 00:04:13.640]  其中有一次
[00:04:13.640 --> 00:04:15.560]  其中有一個慢走的時候
[00:04:15.560 --> 00:04:18.760]  那個營會可能很多頂尖的都去過
[00:04:18.760 --> 00:04:20.320]  那個叫做Mission Spring
[00:04:20.320 --> 00:04:21.720]  在聖路四的
[00:04:21.720 --> 00:04:23.320]  Christian Mission Spring
[00:04:23.320 --> 00:04:25.040]  有沒有人去過
[00:04:25.040 --> 00:04:26.080]  應該去過
[00:04:26.080 --> 00:04:27.560]  我們以前
[00:04:27.560 --> 00:04:29.400]  很多年前都經常
[00:04:29.400 --> 00:04:32.480]  整個教會的退休營都去過那個營會
[00:04:32.480 --> 00:04:34.000]  那個營會的門口的時候
[00:04:34.000 --> 00:04:35.560]  我就看到有個牌子很特別
[00:04:35.560 --> 00:04:38.640]  那個牌子寫着1930
[00:04:38.640 --> 00:04:40.440]  那1930
[00:04:40.440 --> 00:04:43.160]  是不是街上的號碼呢
[00:04:43.160 --> 00:04:44.240]  其實不是
[00:04:44.240 --> 00:04:47.200]  1930那個牌子就是說
[00:04:47.200 --> 00:04:49.840]  這個營會原來在1930年
[00:04:49.840 --> 00:04:51.120]  就開始創辦
[00:04:51.120 --> 00:04:53.160]  開始去興建
[00:04:53.160 --> 00:04:54.800]  OK 1930年
[00:04:54.800 --> 00:04:57.040]  歷史很悠久是吧
[00:04:57.040 --> 00:05:01.520]  我們在座當中有沒有人是1930年出生的
[00:05:01.520 --> 00:05:02.800]  沒有是吧
[00:05:02.800 --> 00:05:04.480]  如果你出生的你今年幾歲啊
[00:05:04.480 --> 00:05:06.560]  今年應該是
[00:05:06.560 --> 00:05:08.080]  85歲啦是吧
[00:05:08.080 --> 00:05:09.400]  就是simple math啦
[00:05:09.400 --> 00:05:12.440]  開始一個早上整個simple math
[00:05:12.440 --> 00:05:13.840]  85歲
[00:05:13.840 --> 00:05:15.320]  那
[00:05:15.320 --> 00:05:18.680]  沒有啦覺得很舊好像很老
[00:05:18.680 --> 00:05:20.120]  但不是我再走一走
[00:05:20.120 --> 00:05:22.000]  我真的慢走的時候
[00:05:22.000 --> 00:05:23.160]  我再想
[00:05:23.160 --> 00:05:26.200]  1930年是什麼時代
[00:05:26.200 --> 00:05:28.880]  考完數學當然要考一下歷史
[00:05:28.880 --> 00:05:30.800]  1930年
[00:05:30.800 --> 00:05:32.560]  Great Depression
[00:05:32.560 --> 00:05:33.400]  開始了
[00:05:33.400 --> 00:05:35.880]  大蕭條是吧
[00:05:35.880 --> 00:05:38.000]  股市崩盤
[00:05:38.000 --> 00:05:39.800]  公司倒閉
[00:05:39.800 --> 00:05:41.480]  工廠關門
[00:05:41.480 --> 00:05:45.720]  大量的勞動人口成爲了失業的一羣
[00:05:45.720 --> 00:05:47.960]  很多人的那些lifesaving
[00:05:47.960 --> 00:05:49.520]  沒有了爲什麼因爲那時候
[00:05:49.520 --> 00:05:51.280]  個個都去銀行拿錢
[00:05:51.280 --> 00:05:52.480]  銀行滯蹄
[00:05:52.480 --> 00:05:54.160]  關完一間又一間
[00:05:54.160 --> 00:05:57.200]  央行都終於關門那時候如果你記得
[00:05:57.200 --> 00:05:59.560]  那時候是沒有FDIC的
[00:05:59.560 --> 00:06:02.440]  就是你現在有FDIC是吧銀行滯蹄不要緊
[00:06:02.440 --> 00:06:03.560]  但那時候是沒有的
[00:06:03.560 --> 00:06:07.280]  就是因爲那時候之後纔有FDIC
[00:06:07.280 --> 00:06:09.520]  那些貧窮啊
[00:06:09.520 --> 00:06:11.680]  飢餓啊饑荒啊
[00:06:11.680 --> 00:06:13.880]  人流落街頭啊
[00:06:13.880 --> 00:06:18.600]  整個社會里面都是很恐慌的氣氛
[00:06:18.600 --> 00:06:21.760]  很悽慘的情況
[00:06:21.760 --> 00:06:23.800]  那歷史告訴你是怎樣
[00:06:23.800 --> 00:06:24.760]  在那個時候
[00:06:24.760 --> 00:06:28.080]  不知道是時勢做英雄還是英雄做時勢
[00:06:28.080 --> 00:06:28.920]  是吧
[00:06:28.920 --> 00:06:32.160]  Franklin Roosevelt
[00:06:32.160 --> 00:06:35.680]  這個羅斯福總統當選那時候是吧
[00:06:35.680 --> 00:06:41.000]  當選的時候將整個的政府體制改了
[00:06:41.000 --> 00:06:44.000]  推出一系列的new deal我們叫做
[00:06:44.000 --> 00:06:45.400]  所有的新政策
[00:06:45.400 --> 00:06:51.000]  很多今天很出名的建築都是當時推行出來
[00:06:51.000 --> 00:06:53.080]  他要推這個經濟
[00:06:53.080 --> 00:06:56.600]  那些什麼hover dam啊那些什麼highway啊
[00:06:56.600 --> 00:06:59.920]  那些什麼
[00:06:59.920 --> 00:07:03.480]  Rushmore那個四個那個
[00:07:03.480 --> 00:07:05.720]  President那個像那裏
[00:07:05.720 --> 00:07:06.960]  那些National Park啊
[00:07:06.960 --> 00:07:10.480]  那時候搞了很多這些
[00:07:10.480 --> 00:07:13.360]  那將整個美國救回來了
[00:07:13.360 --> 00:07:16.440]  二戰之後他又做了這個二戰英雄
[00:07:16.440 --> 00:07:18.120]  歷史告訴你
[00:07:18.120 --> 00:07:22.480]  他們怎樣怎樣怎樣去將整個的Great Depression
[00:07:22.480 --> 00:07:23.240]  挽回
[00:07:23.240 --> 00:07:26.680]  但其實那時候不單只是Great Depression
[00:07:26.680 --> 00:07:30.760]  更加是一個Spiritual Depression
[00:07:30.760 --> 00:07:32.440]  在那時候很多人恐慌
[00:07:32.440 --> 00:07:35.280]  我剛纔說的那些new deal之類的
[00:07:35.280 --> 00:07:36.920]  這個是歷史告訴你
[00:07:36.920 --> 00:07:40.560]  但其實歷史的旁邊不是主流的歷史
[00:07:40.560 --> 00:07:42.800]  很多都沒有記載
[00:07:42.800 --> 00:07:44.600]  因爲在那一刻
[00:07:44.600 --> 00:07:46.440]  那些new deal要時間
[00:07:46.440 --> 00:07:49.680]  在那個短暫危情告急的時候
[00:07:49.680 --> 00:07:53.120]  誰去幫忙那些睏乏的人呢
[00:07:53.120 --> 00:07:55.480]  在那個時候神使用教會
[00:07:55.480 --> 00:08:01.160]  當時那個年代教會的弟兄姐妹其實都是
[00:08:01.160 --> 00:08:02.240]  不夠的
[00:08:02.240 --> 00:08:03.760]  捉襟見爪的時候
[00:08:03.760 --> 00:08:06.120]  他們仍然去互相的幫忙
[00:08:06.120 --> 00:08:09.800]  成爲整個社會的一個福利制度那時候
[00:08:09.800 --> 00:08:13.400]  所以對當時是很大的影響
[00:08:13.400 --> 00:08:16.200]  我們見到很多就是說當我們有時候
[00:08:16.200 --> 00:08:18.280]  幫不了的時候
[00:08:18.280 --> 00:08:19.480]  在那時候很多人都會覺得
[00:08:19.480 --> 00:08:21.360]  我都不夠我爲什麼要幫人呢
[00:08:21.360 --> 00:08:22.800]  我自保
[00:08:22.800 --> 00:08:24.200]  就是自保都不行
[00:08:24.200 --> 00:08:25.600]  人人自危的時候
[00:08:25.600 --> 00:08:27.640]  我是不可以幫到他
[00:08:27.640 --> 00:08:30.040]  我是莫能助是嗎
[00:08:30.040 --> 00:08:31.600]  但那一刻的時候
[00:08:31.600 --> 00:08:34.600]  我們看到神如何使用教會
[00:08:34.600 --> 00:08:37.960]  那時候爲什麼這羣基督徒會在那一刻
[00:08:37.960 --> 00:08:39.840]  會去做這些事情呢
[00:08:39.840 --> 00:08:43.840]  其實我不覺得有什麼很
[00:08:43.840 --> 00:08:46.960]  很complicated的原因
[00:08:46.960 --> 00:08:48.200]  你作爲基督徒的時候
[00:08:48.200 --> 00:08:49.440]  你看聖經的時候
[00:08:49.440 --> 00:08:51.840]  神就用他的話語去感動你
[00:08:51.840 --> 00:08:55.720]  當時相信我們今天要看的那一段聖經
[00:08:55.720 --> 00:08:58.040]  是成爲當時很多
[00:08:58.040 --> 00:08:59.160]  本身已經不夠
[00:08:59.160 --> 00:09:04.360]  但仍然因爲神的話語去幫助其他人的鼓舞和動力
[00:09:04.360 --> 00:09:08.920]  這段經文記載在馬太福音的第25章
[00:09:08.920 --> 00:09:11.800]  第34節到40節
[00:09:11.800 --> 00:09:13.000]  他一直這麼說
[00:09:13.000 --> 00:09:16.240]  他說那時王要對右邊的說
[00:09:16.240 --> 00:09:18.720]  蒙我父賜福的
[00:09:18.720 --> 00:09:22.920]  來承受創世以來爲你們預備好的國寶
[00:09:22.920 --> 00:09:24.360]  因爲我餓了
[00:09:24.360 --> 00:09:26.120]  你們就給我喫
[00:09:26.120 --> 00:09:27.040]  我渴了
[00:09:27.040 --> 00:09:28.440]  你們就給我喝
[00:09:28.440 --> 00:09:30.120]  我作旅客
[00:09:30.120 --> 00:09:31.320]  你們就接待我
[00:09:31.320 --> 00:09:32.400]  我赤身露體
[00:09:32.400 --> 00:09:34.080]  你們給我衣服穿
[00:09:34.080 --> 00:09:35.120]  我病
[00:09:35.120 --> 00:09:36.400]  你們看顧我
[00:09:36.400 --> 00:09:39.920]  我在監獄裏你們看我
[00:09:39.920 --> 00:09:42.960]  義人回答說
[00:09:42.960 --> 00:09:45.160]  在座義人們
[00:09:45.160 --> 00:09:47.360]  我們一起回答好不好
[00:09:47.360 --> 00:09:48.680]  一二三
[00:09:48.680 --> 00:09:49.880]  主啊
[00:09:49.880 --> 00:09:54.200]  我們什麼時候見你餓了就給你喫
[00:09:54.200 --> 00:09:56.680]  渴了就給你喝呢
[00:09:56.680 --> 00:10:00.760]  又什麼時候見你作旅客就接待你
[00:10:00.760 --> 00:10:04.160]  赤身露體就給你衣服穿呢
[00:10:04.160 --> 00:10:06.720]  或者什麼時候見你病
[00:10:06.720 --> 00:10:09.720]  或在監獄就來看你呢
[00:10:09.720 --> 00:10:11.600]  王回答他們
[00:10:11.600 --> 00:10:13.760]  我實在告訴你們
[00:10:13.760 --> 00:10:15.360]  你們所作的
[00:10:15.360 --> 00:10:20.600]  只要是作在我一個最小的弟兄身上
[00:10:20.600 --> 00:10:23.720]  就是作在我的身上了
[00:10:23.720 --> 00:10:27.200]  今天我們作爲一個服役的教會
[00:10:27.200 --> 00:10:30.360]  我們要知道當我們作在一個最軟弱
[00:10:30.360 --> 00:10:32.840]  最有需要的人身上
[00:10:32.840 --> 00:10:35.600]  其實就是作在耶穌基督的身上
[00:10:35.600 --> 00:10:39.360]  剛纔這段聖經提到這一幫義人
[00:10:39.360 --> 00:10:40.760]  爲什麼要大家一起讀呢
[00:10:40.760 --> 00:10:41.680]  其實不是一個義人
[00:10:41.680 --> 00:10:43.360]  是一幫的義人
[00:10:43.360 --> 00:10:45.840]  這幫義人做了六件事
[00:10:45.840 --> 00:10:46.600]  說了六件事
[00:10:46.600 --> 00:10:48.360]  第一件事
[00:10:48.360 --> 00:10:49.720]  就是說
[00:10:49.720 --> 00:10:53.800]  他們說你餓了我們給你喫
[00:10:53.800 --> 00:10:56.200]  你餓了我們給你喫
[00:10:56.200 --> 00:10:58.440]  在這個時候我不知道大家喫了早餐沒有
[00:10:58.440 --> 00:11:00.960]  還是你說你會很餓
[00:11:00.960 --> 00:11:03.880]  餓的時候我不知道你有什麼反應
[00:11:03.880 --> 00:11:06.880]  餓的時候你有什麼反應啊弟兄姊妹
[00:11:06.880 --> 00:11:10.440]  有沒有人餓的時候就想睡覺的
[00:11:10.440 --> 00:11:13.680]  就是餓了很累了不如睡吧
[00:11:13.680 --> 00:11:17.720]  還是說餓的時候有人會發脾氣的
[00:11:17.720 --> 00:11:22.440]  尤其是男性餓的時候會發脾氣的
[00:11:22.440 --> 00:11:25.200]  女性餓的時候就
[00:11:25.200 --> 00:11:28.200]  煮東西喫吧買菜吧
[00:11:28.200 --> 00:11:31.960]  男性可能就是發脾氣
[00:11:31.960 --> 00:11:33.040]  無論怎樣也好
[00:11:33.040 --> 00:11:35.920]  餓了而已一會兒喫吧
[00:11:35.920 --> 00:11:39.080]  但是今天原來饑荒
[00:11:39.080 --> 00:11:40.160]  饑荒
[00:11:40.160 --> 00:11:43.280]  真正的饑荒是會死人的
[00:11:43.280 --> 00:11:48.760]  今天的饑荒仍然是全世界威脅全世界的頭號殺手
[00:11:48.760 --> 00:11:53.760]  聯合國世界糧食計劃署WPF
[00:11:53.760 --> 00:11:55.040]  它指出
[00:11:55.040 --> 00:11:58.360]  因爲飢餓而死亡的人數
[00:11:58.360 --> 00:12:01.960]  是遠超過有三種的病
[00:12:01.960 --> 00:12:03.920]  第一種病是
[00:12:03.920 --> 00:12:05.040]  愛滋病
[00:12:05.040 --> 00:12:07.760]  第二種病是
[00:12:07.760 --> 00:12:08.440]  肺病
[00:12:08.440 --> 00:12:10.520]  第三種病是弱質
[00:12:10.520 --> 00:12:12.280]  這三種病的總和
[00:12:12.280 --> 00:12:16.240]  都不夠今天因爲飢餓的人數
[00:12:16.240 --> 00:12:18.680]  死亡的人數
[00:12:18.680 --> 00:12:23.480]  在2003年的時候全球飢餓的人數
[00:12:23.480 --> 00:12:25.440]  是8.5億
[00:12:25.440 --> 00:12:30.560]  到目前爲止2015年這個數字已經達到9.25億
[00:12:30.560 --> 00:12:32.480]  十多年的時間
[00:12:32.480 --> 00:12:36.080]  飢餓的人數差不多增長了一億的人
[00:12:36.080 --> 00:12:41.040]  剛纔我說的這9.5億現在還是飢餓的
[00:12:41.040 --> 00:12:42.920]  如果你今天是飢餓的就不算了
[00:12:42.920 --> 00:12:44.520]  你不要包自己
[00:12:44.520 --> 00:12:46.400]  這9.5億飢餓的人
[00:12:46.400 --> 00:12:48.760]  你知道大部分是什麼年齡層的人嗎
[00:12:48.760 --> 00:12:51.400]  是兒童
[00:12:51.400 --> 00:12:52.800]  大部分都是兒童
[00:12:52.800 --> 00:12:56.440]  它的統計是說每年有260萬
[00:12:56.440 --> 00:13:00.520]  在5歲以下的小孩因爲飢餓而死亡
[00:13:00.520 --> 00:13:05.200]  260萬就是2.6個million
[00:13:05.200 --> 00:13:08.000]  ok 2.6個million
[00:13:08.000 --> 00:13:10.400]  這個數字代表什麼呢
[00:13:10.400 --> 00:13:12.440]  這個數字其實就等於
[00:13:12.440 --> 00:13:15.320]  每年全世界兒童的死亡率
[00:13:15.320 --> 00:13:19.440]  每年全世界的兒童死亡的總數
[00:13:19.440 --> 00:13:22.040]  這裏佔了三分之一
[00:13:22.040 --> 00:13:23.920]  很厲害這些數字很驚人
[00:13:23.920 --> 00:13:26.080]  當你聽到的時候很嚇人
[00:13:26.080 --> 00:13:29.120]  但更加詫異的數字給你的是
[00:13:29.120 --> 00:13:31.880]  飢餓其實不代表沒東西喫這麼簡單
[00:13:31.880 --> 00:13:35.160]  不代表沒飯喫這麼簡單
[00:13:35.160 --> 00:13:38.840]  它裏面也包含了一個叫做隱性飢餓
[00:13:38.840 --> 00:13:41.480]  hidden hunger
[00:13:41.480 --> 00:13:45.320]  我看資料的時候其實簡單來說是在說營養不良
[00:13:45.320 --> 00:13:47.560]  就是說小孩喫的東西是營養不良
[00:13:47.560 --> 00:13:48.840]  以至疲惘骨瘦
[00:13:48.840 --> 00:13:51.960]  而它發現呢
[00:13:51.960 --> 00:13:56.560]  現在有20億的人是在抵受這個隱性飢餓
[00:13:56.560 --> 00:13:57.440]  20億
[00:13:57.440 --> 00:13:59.680]  我剛纔說小孩是最多的
[00:13:59.680 --> 00:14:05.200]  它說每4個小孩就有一個營養不良
[00:14:05.200 --> 00:14:08.000]  在現在這個世代
[00:14:08.000 --> 00:14:09.840]  20億 全美有多少人
[00:14:09.840 --> 00:14:10.960]  全美國有多少人
[00:14:10.960 --> 00:14:13.280]  匯甸有多少人
[00:14:13.280 --> 00:14:14.640]  全美有3億
[00:14:14.640 --> 00:14:16.520]  全世界呢
[00:14:16.520 --> 00:14:17.440]  70億
[00:14:17.440 --> 00:14:23.640]  20億人是在忍受這個隱性飢餓
[00:14:23.640 --> 00:14:27.000]  全世界只有70億人有20億人
[00:14:27.000 --> 00:14:29.280]  這些數字當你看到的時候
[00:14:29.280 --> 00:14:30.960]  我不知道你有沒有同樣的感覺
[00:14:30.960 --> 00:14:33.200]  他們就在說我餓了
[00:14:33.200 --> 00:14:34.920]  請給我喫
[00:14:34.920 --> 00:14:38.840]  那我就說主啊 太多了 幫不了
[00:14:38.840 --> 00:14:42.200]  但是今天我相信神希望我們有一個態度
[00:14:42.200 --> 00:14:43.680]  這個是什麼態度呢
[00:14:43.680 --> 00:14:48.160]  這個態度就是雖然我們不能夠幫助所有的人
[00:14:48.160 --> 00:14:50.280]  但是至少有一個人
[00:14:50.280 --> 00:14:52.120]  你是可以幫助
[00:14:52.120 --> 00:14:54.400]  你是可以讓他不餓
[00:14:54.400 --> 00:14:56.440]  這個態度
[00:14:56.440 --> 00:14:58.480]  神說我們今天仍要加油
[00:14:58.480 --> 00:15:01.240]  世界上仍然有很多的需要
[00:15:01.240 --> 00:15:02.760]  我們的零加油的意思
[00:15:02.760 --> 00:15:06.040]  神說原來當我們在服侍的過程當中
[00:15:06.040 --> 00:15:08.000]  我們的零纔會加油
[00:15:08.000 --> 00:15:11.320]  早幾個星期有一個live group
[00:15:11.320 --> 00:15:14.920]  他們去了和city team合作
[00:15:14.920 --> 00:15:16.640]  去了serve(服務)他們的homeless
[00:15:16.640 --> 00:15:20.680]  在座如果你是那組的體育姐妹你也去過
[00:15:20.680 --> 00:15:21.720]  serve(服務)他們的homeless
[00:15:21.720 --> 00:15:23.520]  和他們派餐 預備食物
[00:15:23.520 --> 00:15:25.320]  一個上午很忙
[00:15:25.320 --> 00:15:27.040]  又要預備很多東西切菜
[00:15:27.040 --> 00:15:28.280]  如果你去過你知道要做些什麼
[00:15:28.280 --> 00:15:31.080]  然後下午就要真的面對那羣homeless
[00:15:31.080 --> 00:15:32.720]  去serve(服務)他們
[00:15:32.720 --> 00:15:34.000]  在serve(服務)的過程當中
[00:15:34.000 --> 00:15:35.360]  有一個姐妹後來跟我說
[00:15:35.360 --> 00:15:36.200]  她說她serve(服務)的時候
[00:15:36.200 --> 00:15:40.520]  她心裏有一種感動
[00:15:40.520 --> 00:15:43.280]  有一種感慨
[00:15:43.280 --> 00:15:46.240]  她說這種感動不知道是什麼感動
[00:15:46.240 --> 00:15:47.040]  但其實很簡單
[00:15:47.040 --> 00:15:50.120]  這份感動就是她對這羣人的一份憐憫
[00:15:50.120 --> 00:15:50.920]  本來沒有的
[00:15:50.920 --> 00:15:53.480]  是要去到那個位置見到那麼多人
[00:15:53.480 --> 00:15:54.680]  她去serve(服務)的時候
[00:15:54.680 --> 00:15:58.440]  這種感動 這種感慨 這種憐憫
[00:15:58.440 --> 00:16:01.320]  就油然而生在她的生命當中
[00:16:01.320 --> 00:16:03.400]  她的靈就因此而加油
[00:16:03.400 --> 00:16:08.200]  這份感動成爲了她靈里加油的沿遊
[00:16:08.200 --> 00:16:12.160]  以至她有一個心要繼續去做這件事
[00:16:12.160 --> 00:16:13.920]  聖經提到耶穌基督
[00:16:13.920 --> 00:16:17.200]  其實祂都曾經飢餓過
[00:16:17.200 --> 00:16:18.840]  大家都記得 是不是啊
[00:16:18.840 --> 00:16:21.640]  是不是剛纔呢
[00:16:21.640 --> 00:16:23.800]  祈禱會的時候我們也有提及過
[00:16:23.800 --> 00:16:26.200]  耶穌基督四十晝夜
[00:16:26.200 --> 00:16:27.600]  在這個曠野的時候
[00:16:27.600 --> 00:16:29.120]  祂都有飢餓的時候
[00:16:29.120 --> 00:16:30.640]  祂什麼時候飢餓啊
[00:16:30.640 --> 00:16:32.680]  祂是飢餓的時候飢餓嘛
[00:16:32.680 --> 00:16:34.240]  試探祂那個人就來到
[00:16:34.240 --> 00:16:37.640]  就說你將石頭變餅
[00:16:37.640 --> 00:16:39.720]  將石頭變食物
[00:16:39.720 --> 00:16:42.120]  那耶穌那句話
[00:16:42.120 --> 00:16:45.880]  一句寶貴的說話給我們每一個人
[00:16:45.880 --> 00:16:48.040]  識背啦 是不是
[00:16:48.040 --> 00:16:50.600]  人活着 一起講好嗎
[00:16:50.600 --> 00:16:54.200]  人活着不是單靠食物
[00:16:54.200 --> 00:16:59.040]  更要靠神口裏所出的一切
[00:16:59.040 --> 00:17:01.000]  飢餓今天相信其實不是
[00:17:01.000 --> 00:17:03.000]  我們在座每一個人的問題
[00:17:03.000 --> 00:17:05.560]  但靈裏飢餓
[00:17:05.560 --> 00:17:08.200]  很可能是你今天面對的問題
[00:17:08.200 --> 00:17:10.720]  剛纔那個WPF它有一個計劃
[00:17:10.720 --> 00:17:12.880]  它推行一個挑戰 很厲害
[00:17:12.880 --> 00:17:14.960]  叫做靈飢餓
[00:17:14.960 --> 00:17:17.600]  它要終止飢餓
[00:17:17.600 --> 00:17:22.920]  它要杜絕隱性飢餓
[00:17:22.920 --> 00:17:24.960]  今天很多人靈飢餓
[00:17:24.960 --> 00:17:26.480]  我相信加上靈飢餓
[00:17:26.480 --> 00:17:30.320]  姓靈的那個靈 不是那個靈
