
[00:00:00.000 --> 00:00:01.800]  在我們一同思考上帝的話語的時候
[00:03:18.920 --> 00:03:20.760]  要彰顯祂的統治
[00:03:20.760 --> 00:03:27.040]  要彰顯祂對人的同在的時候
[00:03:27.040 --> 00:03:29.360]  人面對公義的主
[00:03:29.360 --> 00:03:31.520]  最應該要做的事情
[00:03:31.520 --> 00:03:33.280]  從司祭約翰的角度來說
[00:03:33.280 --> 00:03:35.800]  就是我們應該要作出改變
[00:03:35.800 --> 00:03:40.560]  特別要去除一些主上帝所不起悅的行為
[00:03:40.560 --> 00:03:44.200]  免得我們好像在《耳塞亞書》第六章
[00:03:44.200 --> 00:03:48.240]  「耳塞亞先知」遇到上帝顯現的時候
[00:03:48.240 --> 00:03:49.520]  那份惶恐
[00:03:49.520 --> 00:03:51.680]  如果大家記得《耳塞亞書》第六章
[00:03:51.680 --> 00:03:55.040]  當「耳塞亞先知」面對上帝的時候
[00:03:55.040 --> 00:03:56.120]  他第一個反應就是
[00:03:56.120 --> 00:03:57.520]  「禍災我有禍了」
[00:03:57.520 --> 00:03:59.320]  因為我是嘴唇不潔的
[00:03:59.320 --> 00:04:01.640]  亦都住在嘴唇不潔的民中
[00:04:01.640 --> 00:04:02.920]  他就看見自己有罪
[00:04:02.920 --> 00:04:05.280]  亦都看見他周圍的人都有罪
[00:04:05.280 --> 00:04:08.400]  如果面對聖潔公義的主的時候
[00:04:08.400 --> 00:04:11.600]  我們所要面對的是上帝的審判
[00:04:11.600 --> 00:04:13.400]  其實司祭約翰就繼承了
[00:04:13.400 --> 00:04:17.200]  舊約傳統裡面所呼籲的一個事情
[00:04:17.200 --> 00:04:21.360]  就是我們要面對那位要來臨的上帝的時候
[00:04:21.360 --> 00:04:24.480]  我們可能要面對這個審判的時候
[00:04:24.480 --> 00:04:27.360]  我們最需要做的就是回轉
[00:04:27.360 --> 00:04:30.840]  我們最需要的是悔改
[00:04:30.840 --> 00:04:32.640]  但是當耶穌去到繼承了
[00:04:32.640 --> 00:04:35.120]  這個司祭約翰的話的時候
[00:04:35.120 --> 00:04:37.760]  他在後面加了一句話
[00:04:37.760 --> 00:04:39.560]  「要信福音」
[00:04:39.560 --> 00:04:41.680]  似乎在耶穌的論述裡面
[00:04:41.680 --> 00:04:43.360]  悔改並不足夠
[00:04:43.360 --> 00:04:45.760]  而是在悔改之餘
[00:04:45.760 --> 00:04:47.600]  要相信福音
[00:04:47.600 --> 00:04:48.640]  甚麼是福音呢?
[00:04:48.640 --> 00:04:51.640]  在馬可福音第一章第一節
[00:04:51.640 --> 00:04:54.120]  很清晰地告訴我們
[00:04:54.120 --> 00:04:55.640]  馬可這樣說
[00:04:55.640 --> 00:04:59.760]  上帝的兒子耶穌基督的福音
[00:04:59.760 --> 00:05:03.320]  對於馬可第一代的信徒來說
[00:05:03.320 --> 00:05:05.400]  他們對福音的認知
[00:05:05.400 --> 00:05:09.240]  不是一個沒有特別含義的認知
[00:05:09.240 --> 00:05:11.760]  而是好像馬可一說福音的時候
[00:05:11.760 --> 00:05:12.800]  一定很清楚的
[00:05:12.800 --> 00:05:15.280]  就好像他一章第一節所說的
[00:05:15.280 --> 00:05:21.040]  他所說的就是關於耶穌基督的福音
[00:05:21.040 --> 00:05:23.600]  馬可在第一章裡面
[00:05:23.600 --> 00:05:26.560]  去強調耶穌基督的福音
[00:05:26.560 --> 00:05:31.680]  並且去記述耶穌在加利利開始傳道的時候
[00:05:31.680 --> 00:05:34.360]  所宣講的那個口號
[00:05:34.360 --> 00:05:35.800]  不單要悔改
[00:05:35.800 --> 00:05:38.400]  並且要相信福音
[00:05:38.400 --> 00:05:39.440]  對於我們來說
[00:05:39.440 --> 00:05:42.280]  或許我們可以從另一個角度
[00:05:42.280 --> 00:05:44.560]  去了解這個的意義
[00:05:44.560 --> 00:05:47.680]  因為當第一代第二代的信徒
[00:05:47.680 --> 00:05:52.800]  他們開始以基督為他們信仰的核心的時候
[00:05:52.800 --> 00:05:57.240]  他們面對的就是猶太人對他們的挑戰
[00:05:57.240 --> 00:05:59.120]  因為對於猶太教來說
[00:05:59.120 --> 00:06:04.800]  他們不相信耶穌是上帝所預備的那位尼塞亞
[00:06:04.800 --> 00:06:07.360]  他頂聾只是一個拉比
[00:06:07.360 --> 00:06:11.280]  但他絕對不是上帝所預備的救主
[00:06:11.280 --> 00:06:14.400]  但對於跟從耶穌基督的人來說
[00:06:14.400 --> 00:06:16.640]  對於每一個基督徒來說
[00:06:16.640 --> 00:06:19.680]  耶穌就是上帝為世人
[00:06:19.680 --> 00:06:21.920]  世人預備的拯救
[00:06:21.920 --> 00:06:24.880]  為我們所帶來那份
[00:06:24.880 --> 00:06:29.640]  能夠成為上帝兒女的那份恩典
[00:06:29.640 --> 00:06:32.960]  所以當馬可去寫第一章的時候
[00:06:32.960 --> 00:06:36.280]  他去申述耶穌的信息的時候
[00:06:36.280 --> 00:06:41.440]  確實耶穌不是去反對施洗約翰的信息
[00:06:41.440 --> 00:06:45.760]  這一個由舊約一路下來的智慧和傳統
[00:06:45.760 --> 00:06:48.160]  呼籲人面對上帝的時候
[00:06:48.160 --> 00:06:49.440]  我們需要自省
[00:06:49.440 --> 00:06:54.680]  我們需要在軟弱的過犯當中悔改過來
[00:06:54.680 --> 00:06:58.280]  我們需要去行上帝所喜悅的事情
[00:06:58.280 --> 00:07:01.360]  特別是對於以色列人來說
[00:07:01.360 --> 00:07:03.320]  就是在舊約聖經裡面
[00:07:03.320 --> 00:07:07.200]  對於我們的教導上帝
[00:07:07.200 --> 00:07:09.200]  對我們生命的那份期望
[00:07:09.200 --> 00:07:10.840]  我相信這對於我們基督徒來說
[00:07:10.840 --> 00:07:13.360]  同樣我們不會反對
[00:07:13.360 --> 00:07:15.080]  不會否定
[00:07:15.080 --> 00:07:18.840]  不過在我們要進行上帝的旨意的同時
[00:07:18.840 --> 00:07:22.000]  我們不能夠遺忘一件事情
[00:07:22.000 --> 00:07:25.840]  就是我們真正生命裡面信仰的核心
[00:07:25.840 --> 00:07:28.160]  就是我們要信福音
[00:07:28.160 --> 00:07:31.440]  信靠耶穌基督的福音
[00:07:31.440 --> 00:07:33.160]  在《使徒行傳》第四章十二節
[00:07:33.160 --> 00:07:36.120]  當彼得去宣導的時候
[00:07:36.120 --> 00:07:39.520]  他曾經做了一個很清晰的斷言
[00:07:39.520 --> 00:07:42.280]  他說「除他以外別無拯救
[00:07:42.280 --> 00:07:44.920]  因為在天下人間沒有次下別的名
[00:07:44.920 --> 00:07:47.920]  我們可以靠著得救」
[00:07:47.920 --> 00:07:49.360]  作為第一、二代的信徒
[00:07:49.360 --> 00:07:51.560]  他們很清晰地去反省
[00:07:51.560 --> 00:07:54.240]  他們作為猶太人
[00:07:54.240 --> 00:07:57.720]  在當中經歷耶穌基督的教導
[00:07:57.720 --> 00:08:00.080]  經歷耶穌基督的死和復活
[00:08:00.080 --> 00:08:02.560]  甚至經歷聖靈的帶能的時候
[00:08:02.560 --> 00:08:04.920]  他們很體會一件事情
[00:08:04.920 --> 00:08:09.000]  耶穌是他們生命重要的依靠
[00:08:09.000 --> 00:08:12.240]  今天當我們在每日的生活裡面
[00:08:12.240 --> 00:08:14.000]  或許我們都很努力地
[00:08:14.000 --> 00:08:17.440]  活出聖經裡面對我們的教導
[00:08:17.440 --> 00:08:18.880]  對我們的提醒
[00:08:18.880 --> 00:08:22.360]  有時候我們基督徒被形容為道德佬
[00:08:22.360 --> 00:08:24.920]  因為我們要做什麼就做什麼
[00:08:24.920 --> 00:08:26.520]  不應該做什麼就不准做什麼
[00:08:26.520 --> 00:08:28.440]  反對什麼就反對什麼
[00:08:28.440 --> 00:08:30.840]  可能在很多社會的議題
[00:08:30.840 --> 00:08:34.160]  我們會被批判
[00:08:34.160 --> 00:08:37.440]  很多對行為上的反對
[00:08:37.440 --> 00:08:44.200]  或者跟社會價值上不同的道德立場
[00:08:44.200 --> 00:08:47.000]  以至於我們被認為
[00:08:47.000 --> 00:08:48.960]  我們只是去看行為
[00:08:48.960 --> 00:08:52.480]  去看一些價值的表現
[00:08:52.480 --> 00:08:54.960]  在乎的是這一切的事情
[00:08:54.960 --> 00:08:57.760]  沒錯,這一切其實我們作為基督徒
[00:08:57.760 --> 00:09:00.280]  我們相信聖經所提醒我們
[00:09:00.280 --> 00:09:03.480]  聖經裡面的教導是上帝渴望
[00:09:03.480 --> 00:09:05.240]  我們每一個信主的人
[00:09:05.240 --> 00:09:09.840]  去到實踐,去到活在我們生活當中
[00:09:09.840 --> 00:09:15.000]  這是上帝對我們的期望和心意
[00:09:15.000 --> 00:09:17.960]  但是讓我們不會忘記
[00:09:17.960 --> 00:09:21.160]  第一代信徒留給我們的提醒
[00:09:21.160 --> 00:09:23.400]  當他們沒有忘記
[00:09:23.400 --> 00:09:27.480]  耶穌基督的重要角色和位置的時候
[00:09:27.480 --> 00:09:30.920]  今天當我們聚焦在聖經裡面
[00:09:30.920 --> 00:09:35.600]  教導我們一些行為、操守、道德價值
[00:09:35.600 --> 00:09:37.480]  生命價值的同時
[00:09:37.480 --> 00:09:41.360]  讓我們不能夠忘記一件事情
[00:09:41.360 --> 00:09:44.560]  就是我們真真正正需要的
[00:09:44.560 --> 00:09:48.600]  是耶穌基督帶給我們的恩典和拯救
[00:09:48.600 --> 00:09:53.840]  也都唯有我們依靠主耶穌基督的時候
[00:09:53.840 --> 00:09:56.400]  我們才能夠在當中
[00:09:56.400 --> 00:10:02.040]  與我們的天父建立一個真正密切的關係
[00:10:02.040 --> 00:10:04.280]  更加的是對於我們基督徒來說
[00:10:04.280 --> 00:10:07.960]  我們很體會保羅曾經說過的說話
[00:10:07.960 --> 00:10:10.440]  就是靠我們自己的力量
[00:10:10.440 --> 00:10:12.160]  我們很多事情都做不到
[00:10:12.160 --> 00:10:15.040]  唯有靠那個加級我們能力的
[00:10:15.040 --> 00:10:17.640]  我們才能夠凡事都能做
[00:10:17.640 --> 00:10:20.640]  那個加級我們能力的是哪一位呢?
[00:10:20.640 --> 00:10:22.680]  是那位的耶穌基督
[00:10:22.680 --> 00:10:27.200]  所以在馬可福音第一章裡面所宣講的
[00:10:27.200 --> 00:10:31.520]  是我們要悔改、要相信的時候
[00:10:31.520 --> 00:10:33.520]  耶穌這樣強調的時候
[00:10:33.520 --> 00:10:36.560]  是當然一方面去延續著聖經
[00:10:36.560 --> 00:10:39.200]  特別是在舊約裡面給我們的智慧
[00:10:39.200 --> 00:10:40.600]  但是同樣的
[00:10:40.600 --> 00:10:45.000]  在作為一個新約的開始的時候
[00:10:45.000 --> 00:10:49.240]  對於基督徒得著的另一個更珍貴的智慧
[00:10:49.240 --> 00:10:53.840]  就是我們需要耶穌基督那份恩典
[00:10:53.840 --> 00:10:56.440]  當我們看馬可福音第一章
[00:10:56.440 --> 00:10:59.720]  十四到二十節的時候
[00:10:59.720 --> 00:11:01.480]  我們都有另一個疑問
[00:11:01.480 --> 00:11:05.680]  為什麼耶穌要在加利利開展
[00:11:05.680 --> 00:11:09.880]  祂的福音宣教的事供
[00:11:09.880 --> 00:11:12.200]  因為我們記得在開首的時候
[00:11:12.200 --> 00:11:14.680]  其實耶穌是去到約旦河
[00:11:14.680 --> 00:11:17.280]  接受施洗約翰的洗禮
[00:11:17.280 --> 00:11:21.600]  然後去到曠野面對撒旦的試探
[00:11:21.600 --> 00:11:25.080]  其實耶穌領洗的地方
[00:11:25.080 --> 00:11:28.040]  都在曠野約旦河的旁邊
[00:11:28.040 --> 00:11:29.320]  這個地方去領洗
[00:11:29.320 --> 00:11:32.000]  而約旦河其實所指的地方
[00:11:32.000 --> 00:11:33.560]  如果你今天跟人去旅行
[00:11:33.560 --> 00:11:35.840]  去這個聖地的時候
[00:11:35.840 --> 00:11:38.160]  大約可能你都會知道這個地方
[00:11:38.160 --> 00:11:40.280]  其實不在加利利的附近
[00:11:40.280 --> 00:11:41.400]  其實在猶大
[00:11:41.400 --> 00:11:44.240]  在耶路撒冷附近的地方
[00:11:44.240 --> 00:11:47.960]  接近約旦河的地方
[00:11:47.960 --> 00:11:52.200]  在曠野河邊裡面去受洗
[00:11:52.200 --> 00:11:52.920]  換句話說
[00:11:52.920 --> 00:11:56.600]  耶穌去到聖經開始記載
[00:11:56.600 --> 00:11:59.040]  耶穌的事蹟在馬可福音裡面的時候
[00:11:59.040 --> 00:12:01.240]  那個地點是猶大地
[00:12:01.240 --> 00:12:02.560]  是耶路撒冷
[00:12:02.560 --> 00:12:07.680]  但是當這裡描述約翰下監的時候
[00:12:07.680 --> 00:12:10.200]  耶穌卻離開猶大
[00:12:10.200 --> 00:12:14.480]  去到加利利宣講上帝的福音
[00:12:14.480 --> 00:12:17.000]  為什麼要去加利利呢?
[00:12:17.000 --> 00:12:22.080]  為什麼要離開耶路撒冷呢?
[00:12:22.080 --> 00:12:24.200]  從第一章裡面我們會清楚知道
[00:12:24.200 --> 00:12:27.440]  施濟若翰和耶穌其實是相識的
[00:12:27.440 --> 00:12:29.160]  當然我們從其他福音書裡面
[00:12:29.160 --> 00:12:32.600]  我們會知道其實他們可能是表兄弟
[00:12:32.600 --> 00:12:35.600]  在這裡他們彼此相識
[00:12:35.600 --> 00:12:40.280]  但是他們在福音的事供上
[00:12:40.280 --> 00:12:44.000]  其實他們不是同工
[00:12:44.000 --> 00:12:48.440]  不是他們一起去工作的夥伴
[00:12:48.440 --> 00:12:51.440]  不是一個團體
[00:12:51.440 --> 00:12:53.040]  所以照常理
[00:12:53.040 --> 00:12:55.240]  雖然第十四節告訴我們
[00:12:55.240 --> 00:13:00.120]  當施濟若翰被希律王捉拿下監的時候
[00:13:00.120 --> 00:13:04.640]  耶穌其實不需要離開猶大地
[00:13:04.640 --> 00:13:06.360]  去到加利利
[00:13:06.360 --> 00:13:10.240]  如果他是為了逃避政治迫害的話
[00:13:10.240 --> 00:13:17.080]  我相信這個機會是非常非常微的情況
[00:13:17.080 --> 00:13:21.160]  加上加利利雖然有不少的以色列人聚居
[00:13:21.160 --> 00:13:23.320]  但是加利利從來不是一個
[00:13:23.320 --> 00:13:26.720]  猶太宗教信仰發展蓬勃的地方
[00:13:26.720 --> 00:13:30.680]  也不是一個猶太教的重心所在
[00:13:30.680 --> 00:13:34.280]  大家都知道猶太教的重心在哪裡呢?
[00:13:34.280 --> 00:13:36.000]  在當時來說就是耶路撒冷
[00:13:36.000 --> 00:13:37.760]  在聖殿當中
[00:13:37.760 --> 00:13:40.520]  所以加利利某程度來說
[00:13:40.520 --> 00:13:42.840]  可以說是一個荒蕪之地
[00:13:42.840 --> 00:13:44.240]  是一個宣教的地方
[00:13:44.240 --> 00:13:45.480]  可以這樣說
[00:13:45.480 --> 00:13:50.280]  但是如果他想令更多人相信福音
[00:13:50.280 --> 00:13:52.640]  去到認識上帝的話的時候
[00:13:52.640 --> 00:13:55.680]  最直接的地方應該是猶大
[00:13:55.680 --> 00:13:59.920]  應該是耶路撒冷
[00:13:59.920 --> 00:14:03.200]  就算施濟若翰以他為例
[00:14:03.200 --> 00:14:06.040]  我們都知道他宣教的地方
[00:14:06.040 --> 00:14:07.680]  都是在猶大地
[00:14:07.680 --> 00:14:12.160]  在耶路撒冷附近的約旦河那裡去宣教
[00:14:12.160 --> 00:14:13.720]  可想而知
[00:14:13.720 --> 00:14:17.160]  當要宣講這個信息
[00:14:17.160 --> 00:14:21.880]  讓更多的以色列人能夠明白上帝的心意的話
[00:14:21.880 --> 00:14:22.800]  毫無疑問
[00:14:22.800 --> 00:14:27.960]  猶大地、耶路撒冷是一個最重要的地方
[00:14:27.960 --> 00:14:35.240]  但是為什麼耶穌要走到加利利呢?
[00:14:35.240 --> 00:14:38.840]  當耶穌在加利利開始宣教的時候
[00:14:38.840 --> 00:14:41.440]  在我們今天所讀的福音書裡
[00:14:41.440 --> 00:14:42.800]  馬可告訴我們
[00:14:42.800 --> 00:14:46.720]  第一批回應耶穌的人是哪幾個呢?
[00:14:46.720 --> 00:14:48.640]  是那四個漁夫
[00:14:48.640 --> 00:14:52.040]  分別是彼得、安德烈、約翰和雅各
[00:14:52.040 --> 00:14:52.960]  有趣的是
[00:14:52.960 --> 00:14:57.360]  這四個人究竟是不是第一次認識耶穌呢?
[00:14:57.360 --> 00:15:01.240]  如果我們從約翰福音留給我們的一些線索的話
[00:15:01.240 --> 00:15:03.480]  我們知道
[00:15:03.480 --> 00:15:09.080]  安德烈、約翰兩個是施洗約翰的門徒
[00:15:09.080 --> 00:15:13.440]  並且在約翰福音第一章35到42節裡告訴我們
[00:15:13.440 --> 00:15:21.200]  約翰和安德烈是被施洗約翰帶領著
[00:15:21.200 --> 00:15:25.480]  在耶路撒冷附近曾經與耶穌相遇
[00:15:25.480 --> 00:15:28.080]  並且在施洗約翰介紹之後
[00:15:28.080 --> 00:15:29.360]  他們認識了耶穌
[00:15:29.360 --> 00:15:33.000]  並且與耶穌相處了一段時間
[00:15:33.000 --> 00:15:37.680]  向耶穌學習
[00:15:37.680 --> 00:15:39.440]  如果用約翰福音的說法
[00:15:39.440 --> 00:15:47.080]  基本上是跟從耶穌成為他的門徒
[00:15:47.080 --> 00:15:53.120]  為什麼彼得、安德烈、約翰會在加利利
[00:15:53.120 --> 00:15:59.520]  並且從粗固業做漁夫到捕魚呢?
[00:15:59.520 --> 00:16:02.960]  如果照其他福音書的記載
[00:16:02.960 --> 00:16:12.160]  他們是跟著施洗約翰宣教學習的旅程
[00:16:12.160 --> 00:16:17.040]  但為什麼他們會離開了猶大地
[00:16:17.040 --> 00:16:25.400]  回到加利利去從粗固業呢?
[00:16:25.400 --> 00:16:28.520]  在馬可福音第一章第四到第五節說
[00:16:28.520 --> 00:16:31.240]  「照這話施洗約翰來到曠野
[00:16:31.240 --> 00:16:32.720]  宣講悔改的洗禮
[00:16:32.720 --> 00:16:34.000]  洗罪得赦
[00:16:34.000 --> 00:16:37.120]  又帶全耶路撒冷的人都出去
[00:16:37.120 --> 00:16:39.880]  到約翰那裡承認他們的罪
[00:16:39.880 --> 00:16:42.400]  在約旦河裡受洗」
[00:16:42.400 --> 00:16:47.200]  這反映了施洗約翰宣教事業的高峰
[00:16:47.200 --> 00:16:52.640]  但這個事業總有衰落的時候
[00:16:52.640 --> 00:16:53.880]  好景不常的
[00:16:53.880 --> 00:16:56.520]  是因為他曾經批判希律王
[00:16:56.520 --> 00:17:00.800]  在婚姻上違背了猶太的律法
[00:17:00.800 --> 00:17:02.960]  而遭受到政治的迫害
[00:17:02.960 --> 00:17:06.600]  這就是今天我們所讀的第十四節所說的
[00:17:06.600 --> 00:17:09.000]  約翰下監的原因
[00:17:09.000 --> 00:17:11.080]  所謂「蜀島湖宣散」
[00:17:11.080 --> 00:17:12.680]  作為施洗約翰的門生
[00:17:12.680 --> 00:17:14.560]  大難當前的時候
[00:17:14.560 --> 00:17:17.680]  總會有害怕失望的時刻
[00:17:17.680 --> 00:17:19.640]  逃亡返回老家避難
[00:17:19.640 --> 00:17:23.800]  尤其離開希律王猶大的勢力範圍
[00:17:23.800 --> 00:17:28.760]  對於他們來說是一個最好的選擇
[00:17:28.760 --> 00:17:31.360]  如果我們從這個角度思考
[00:17:31.360 --> 00:17:33.760]  為什麼耶穌去加利利的時候
[00:17:33.760 --> 00:17:37.160]  可能我們就能夠對耶穌的選擇
[00:17:37.160 --> 00:17:40.640]  有更多的理解和認知
[00:17:40.640 --> 00:17:44.680]  似乎耶穌去加利利不是無的放矢
[00:17:44.680 --> 00:17:49.960]  而是為了要尋找那幾個失去信心的
[00:17:49.960 --> 00:17:53.160]  曾經是施洗約翰的門生
[00:17:53.160 --> 00:17:57.320]  安德烈、約翰、甚至彼得和雅各
[00:17:57.320 --> 00:17:58.920]  耶穌去到加利利
[00:17:58.920 --> 00:18:02.520]  是特意要尋找他們
[00:18:02.520 --> 00:18:09.880]  要讓他們重拾對信仰的熱心和追求
[00:18:09.880 --> 00:18:13.840]  所以當耶穌說你們要悔改信福音
[00:18:13.840 --> 00:18:16.320]  並且第一批蒙召的
[00:18:16.320 --> 00:18:20.440]  就是祂所熟悉的那四個人的時候
[00:18:20.440 --> 00:18:24.160]  其實耶穌所說你們要悔改信福音
[00:18:24.160 --> 00:18:27.920]  對於彼得、安德烈、約翰、雅各來說
[00:18:27.920 --> 00:18:29.560]  就是一種挑戰
[00:18:29.560 --> 00:18:35.400]  挑戰他們要走出灰心失意的心理狀態
[00:18:35.400 --> 00:18:38.480]  挑戰他們要作出生命的轉變
[00:18:38.480 --> 00:18:42.600]  縱然外在的環境是他們意料之外
[00:18:42.600 --> 00:18:47.320]  並且不是他們所能夠感受得到如意的一個狀況
[00:18:47.320 --> 00:18:51.160]  甚至是一個危險的狀態
[00:18:51.160 --> 00:18:56.800]  但是他們願不願意在當中重拾那份信心
[00:18:56.800 --> 00:18:58.640]  作出生命的改變
[00:18:58.640 --> 00:19:00.400]  並且更重要的
[00:19:00.400 --> 00:19:03.480]  不是去信靠施洗約翰
[00:19:03.480 --> 00:19:08.760]  而是去信靠那位呼召他們的耶穌基督
[00:19:08.760 --> 00:19:10.880]  成為耶穌的門徒
[00:19:10.880 --> 00:19:14.920]  繼續那個信仰的歷程
[00:19:14.920 --> 00:19:16.600]  他們原本的師父施洗約翰
[00:19:16.600 --> 00:19:18.400]  沒錯 曾經一時無量
[00:19:18.400 --> 00:19:22.280]  令很多人認真去思考和天父上帝的關係
[00:19:22.280 --> 00:19:24.440]  願意的悔改回轉
[00:19:24.440 --> 00:19:27.000]  直接領受洗禮表達到悔罪
[00:19:27.000 --> 00:19:28.240]  潔淨自己
[00:19:28.240 --> 00:19:31.880]  但總不是所有人都願意面對自己的過犯
[00:19:31.880 --> 00:19:33.280]  認罪悔改
[00:19:33.280 --> 00:19:34.800]  上帝的國即使要來臨
[00:19:34.800 --> 00:19:37.680]  也會面對拒絕和抗拒
[00:19:37.680 --> 00:19:41.040]  所以施洗約翰被捕下獄
[00:19:41.040 --> 00:19:42.640]  但是上帝的國來臨
[00:19:42.640 --> 00:19:45.760]  並不會因著人的抗拒而停步
[00:19:45.760 --> 00:19:49.080]  上帝的拯救世人的心意營救
[00:19:49.080 --> 00:19:51.760]  是要按著祂的計劃去成就
[00:19:51.760 --> 00:19:52.960]  而這個成就
[00:19:52.960 --> 00:19:58.800]  就是要成就在降生成人的耶穌基督的身上
[00:19:58.800 --> 00:20:05.200]  因此耶穌要去重新鼓舞那四個祂熟悉的年輕人
[00:20:05.200 --> 00:20:08.200]  那四個曾經跟從施洗約翰
[00:20:08.200 --> 00:20:11.600]  卻見到施洗約翰被捕下獄
[00:20:11.600 --> 00:20:13.680]  面對政治迫害之下
[00:20:13.680 --> 00:20:17.480]  那個灰心喪志的那四個年輕人
[00:20:17.480 --> 00:20:20.120]  我希望他們能夠重拾那份信心
[00:20:20.120 --> 00:20:25.360]  重拾對信仰對上帝那份追求
