
[00:00:00.000 --> 00:00:02.000]  在正道之前我們同心理會祈禱
[00:07:34.600 --> 00:07:37.600]  等待下一水
[00:07:37.600 --> 00:07:43.600]  但不知道下一水是否真的會有豐收
[00:07:43.600 --> 00:07:50.600]  還是好像之前那樣繼續臉修
[00:07:50.600 --> 00:07:55.600]  神是否真的會祝福我們的農作物和生畜
[00:07:55.600 --> 00:07:58.600]  還是繼續空歡喜一場
[00:07:58.600 --> 00:08:00.600]  悲痛的記憶不能夠磨滅
[00:08:00.600 --> 00:08:02.600]  因為太深刻了
[00:08:02.600 --> 00:08:05.600]  滿懷期望地播種施肥
[00:08:05.600 --> 00:08:07.600]  除草除蟲
[00:08:07.600 --> 00:08:09.600]  一口氣地放進去
[00:08:09.600 --> 00:08:11.600]  但是得不償失
[00:08:11.600 --> 00:08:15.600]  收穫和付出不成正比
[00:08:15.600 --> 00:08:17.600]  看來老實說
[00:08:17.600 --> 00:08:19.600]  寒雨是十月中開始的
[00:08:19.600 --> 00:08:23.600]  等到土壤能夠鬆軟
[00:08:23.600 --> 00:08:25.600]  就去泥田
[00:08:25.600 --> 00:08:27.600]  到十二月工作就完成
[00:08:27.600 --> 00:08:32.600]  只是剩下是等待
[00:08:32.600 --> 00:08:34.600]  還是等待
[00:08:34.600 --> 00:08:36.600]  希望來年
[00:08:36.600 --> 00:08:37.600]  即是十二月
[00:08:37.600 --> 00:08:39.600]  明年就沒有乾旱
[00:08:39.600 --> 00:08:40.600]  沒有乾旱
[00:08:40.600 --> 00:08:41.600]  沒有蟲災
[00:08:41.600 --> 00:08:43.600]  沒有各樣的天災
[00:08:43.600 --> 00:08:45.600]  但是只是怎樣
[00:08:45.600 --> 00:08:53.600]  怕那樣就離那樣
[00:08:53.600 --> 00:08:57.600]  一章六節來講到
[00:08:57.600 --> 00:08:59.600]  是黑蓋書來呼籲他們
[00:08:59.600 --> 00:09:01.600]  在反省的時間
[00:09:01.600 --> 00:09:02.600]  我們殺的種多
[00:09:02.600 --> 00:09:03.600]  收的缺少
[00:09:03.600 --> 00:09:05.600]  吃得飽
[00:09:05.600 --> 00:09:06.600]  害不足
[00:09:06.600 --> 00:09:07.600]  我好像今天那樣
[00:09:07.600 --> 00:09:08.600]  或者昨晚
[00:09:08.600 --> 00:09:11.600]  穿的衣服都好像很冷
[00:09:11.600 --> 00:09:12.600]  在家裡
[00:09:12.600 --> 00:09:15.660]  整天撞都覺得冷到顫抖
[00:09:15.660 --> 00:09:20.340]  賺了也不夠錢看醫生
[00:09:20.340 --> 00:09:25.060]  你想想一年是這樣
[00:09:25.060 --> 00:09:28.180]  三年是這樣
[00:09:28.180 --> 00:09:29.940]  經典的對白
[00:09:29.940 --> 00:09:32.060]  三年又三年
[00:09:32.060 --> 00:09:34.520]  但現在不是 十六年而已
[00:09:34.520 --> 00:09:35.900]  三年又三年
[00:09:35.900 --> 00:09:37.340]  三年又三年
[00:09:37.340 --> 00:09:39.220]  三年又三年
[00:09:39.220 --> 00:09:40.860]  三年又三年
[00:09:40.860 --> 00:09:42.180]  五個三年
[00:09:42.180 --> 00:09:45.180]  今年是第十六年
[00:09:45.180 --> 00:09:49.440]  會不會又再來的
[00:09:49.440 --> 00:09:54.140]  會不會又是空歡喜一場
[00:09:54.140 --> 00:09:58.940]  會不會又來過
[00:09:58.940 --> 00:10:03.500]  而以將十五節到二十節描述的情況
[00:10:03.500 --> 00:10:06.100]  戲劇化來表達剛才主軸有讀
[00:10:06.100 --> 00:10:07.580]  我就不再讀了
[00:10:07.580 --> 00:10:10.180]  如果戲劇化的表達來講
[00:10:10.180 --> 00:10:14.820]  以前我看小朋友看的雨場片重播的時間
[00:10:14.820 --> 00:10:20.620]  張活悠 悲情王子 悲情天王
[00:10:20.620 --> 00:10:25.020]  看到他上班通頂或者去胎通宵間
[00:10:25.020 --> 00:10:30.300]  捱夜捱 捱間底捱出個病來
[00:10:30.300 --> 00:10:40.460]  回到家突然咳起來 咳不出來 咳就怎樣了
[00:10:40.460 --> 00:10:44.460]  血痰來的 立刻收起來 怎樣了
[00:10:44.460 --> 00:10:46.420]  不要被老婆和兒女看到
[00:10:46.420 --> 00:10:48.460]  很怕他們擔心
[00:10:48.460 --> 00:10:49.620]  重要是怎樣了
[00:10:49.620 --> 00:10:51.220]  沒事的 沒事的
[00:10:51.220 --> 00:10:52.820]  沒事 沒事 沒事
[00:10:52.820 --> 00:10:54.660]  死頂啊
[00:10:54.660 --> 00:10:57.660]  然後經典的歌曲是怎樣了
[00:10:57.660 --> 00:11:02.260]  (唱歌)
[00:11:02.260 --> 00:11:05.780]  嘩 你想想一年
[00:11:05.780 --> 00:11:07.540]  不 你想想三年是這樣
[00:11:07.540 --> 00:11:09.380]  三年又是三年是這樣
[00:11:09.380 --> 00:11:12.780]  五個三年 到第十年第六年
[00:11:12.780 --> 00:11:16.660]  會不會又是這樣啊
[00:11:16.660 --> 00:11:20.140]  這份的難耐
[00:11:20.140 --> 00:11:23.420]  再一次來打擊他們
[00:11:23.420 --> 00:11:26.220]  沒有希望就沒有絕望
[00:11:26.220 --> 00:11:28.780]  沒有目標就不需要努力了
[00:11:28.780 --> 00:11:30.580]  沒有努力就怎樣了
[00:11:30.580 --> 00:11:33.300]  不需要懊悔了
[00:11:33.300 --> 00:11:37.900]  神的聖言再次就好像黑暗裡面的亮光
[00:11:37.900 --> 00:11:40.260]  來照亮他們
[00:11:40.260 --> 00:11:43.460]  先至宣告神不斷地提醒表達
[00:11:43.460 --> 00:11:47.180]  是一直同行和參與
[00:11:47.180 --> 00:11:50.020]  然後再以二章六節神是說
[00:11:50.020 --> 00:11:52.820]  過不多時我必有再一次
[00:11:52.820 --> 00:11:56.900]  來震動天地 滄海和寒地
[00:11:56.900 --> 00:11:58.780]  我必震動萬國
[00:11:58.780 --> 00:12:02.820]  萬國的珍寶必都運來
[00:12:02.820 --> 00:12:07.540]  過不多時即是甚麼時候
[00:12:07.540 --> 00:12:10.180]  你有沒有試過等人
[00:12:10.180 --> 00:12:11.980]  等了半個小時
[00:12:11.980 --> 00:12:15.180]  還說是即將來臨
[00:12:15.180 --> 00:12:17.660]  就打電話問他即將來臨
[00:12:17.660 --> 00:12:22.420]  我們等多了就會醒來
[00:12:22.420 --> 00:12:24.980]  你出門了沒有
[00:12:24.980 --> 00:12:26.860]  你說即將來臨
[00:12:26.860 --> 00:12:28.740]  那你未出門即是未來
[00:12:28.740 --> 00:12:30.980]  等甚麼 等甚麼
[00:12:30.980 --> 00:12:33.260]  不需要等了 再見了
[00:12:33.260 --> 00:12:35.020]  等了 說即將來臨
[00:12:35.020 --> 00:12:37.500]  但原來你都未出門
[00:12:37.500 --> 00:12:40.220]  那我等甚麼
[00:12:40.220 --> 00:12:43.380]  他說 神說過不多時
[00:12:43.380 --> 00:12:45.940]  那我等要等多久
[00:12:45.940 --> 00:12:49.260]  難道我只是幻聽
[00:12:49.260 --> 00:12:51.100]  神在這個關鍵的時刻
[00:12:51.100 --> 00:12:53.340]  再次透過哈該來發聲
[00:12:53.340 --> 00:12:56.500]  他說要忍耐 要堅持
[00:12:56.500 --> 00:12:58.420]  來到去 要信靠
[00:12:58.420 --> 00:13:01.420]  我們合十大行山的潛台詞
[00:13:01.420 --> 00:13:04.260]  十大行山的潛台詞
[00:13:04.260 --> 00:13:06.700]  即是這個語言藝術
[00:13:06.700 --> 00:13:09.420]  很簡單
[00:13:09.420 --> 00:13:12.620]  經常都被人嘈吵
[00:13:12.620 --> 00:13:15.300]  傳道 又說很簡單
[00:13:15.300 --> 00:13:16.660]  我說真的很簡單
[00:13:16.660 --> 00:13:18.860]  甚麼簡單
[00:13:18.860 --> 00:13:20.700]  我經常被人嘈吵
[00:13:20.700 --> 00:13:24.980]  他說 轉個彎就到了
[00:13:24.980 --> 00:13:28.380]  轉這麼多個彎都未到
[00:13:28.380 --> 00:13:32.220]  再五分鐘就到了
[00:13:32.220 --> 00:13:33.500]  傳道這句說話
[00:13:33.500 --> 00:13:37.940]  半個小時前你都說五分鐘
[00:13:37.940 --> 00:13:41.700]  最辛苦那段 走了
[00:13:41.700 --> 00:13:43.660]  不是 我越來越覺得辛苦
[00:13:43.660 --> 00:13:44.860]  當然啦 你累了
[00:13:44.860 --> 00:13:46.460]  當然越來越覺得辛苦
[00:13:46.460 --> 00:13:50.020]  他說 半個小時就搞定了
[00:13:50.020 --> 00:13:51.500]  甚麼 半個小時
[00:13:51.500 --> 00:13:56.580]  只有一個小時前說半個小時
[00:13:56.580 --> 00:13:58.900]  下山 有可樂飲
[00:13:58.900 --> 00:14:00.020]  有豆腐花吃
[00:14:00.020 --> 00:14:03.780]  甚麼下山都沒有
[00:14:03.780 --> 00:14:06.940]  百姓在想是否真的
[00:14:06.940 --> 00:14:10.300]  但他說 神是一直同行
[00:14:10.300 --> 00:14:12.900]  不是說風涼話
[00:14:12.900 --> 00:14:16.820]  不是一個離線的分析
[00:14:16.820 --> 00:14:20.260]  不癢不痛
[00:14:20.260 --> 00:14:25.900]  從神激動波斯王鼓裂的心
[00:14:25.900 --> 00:14:29.260]  這是以斯拉尼希米的技術
[00:14:29.260 --> 00:14:32.180]  在公元前538年
[00:14:32.180 --> 00:14:36.660]  神即是去允許避露的以色列人
[00:14:36.660 --> 00:14:40.940]  去回歸古土重建聖殿
[00:14:40.940 --> 00:14:43.220]  開工不久就停工了
[00:14:43.220 --> 00:14:47.260]  好像燒烤用報紙來透火
[00:14:47.260 --> 00:14:48.220]  是就很厲害
[00:14:48.220 --> 00:14:49.780]  一下子怎樣
[00:14:49.780 --> 00:14:51.300]  不夠一分鐘
[00:14:51.300 --> 00:14:53.060]  就好像沒事就過了
[00:14:53.060 --> 00:14:54.860]  就關了
[00:14:54.860 --> 00:14:56.620]  一等再等
[00:14:56.620 --> 00:14:59.820]  反過來 神都等了這班人是怎樣
[00:14:59.820 --> 00:15:01.460]  十六年了
[00:15:01.460 --> 00:15:03.460]  反過來
[00:15:03.460 --> 00:15:05.180]  神是等你等我們等
[00:15:05.180 --> 00:15:10.540]  或者等以色列人等了十六年
[00:15:10.540 --> 00:15:12.420]  他們覺得失望
[00:15:12.420 --> 00:15:20.180]  神起不是更加失望嗎
[00:15:20.180 --> 00:15:23.060]  以色列人等待神作功
[00:15:23.060 --> 00:15:29.220]  他們正在體驗神等待他們回應的心情
[00:15:29.220 --> 00:15:30.100]  他等神作功
[00:15:30.100 --> 00:15:31.460]  神在等他們
[00:15:31.460 --> 00:15:34.900]  誰等誰呢
[00:15:34.900 --> 00:15:36.700]  神都一直在等待他們
[00:15:36.700 --> 00:15:39.220]  當他們覺得在這難耐的時候
[00:15:39.220 --> 00:15:40.900]  豈不是神更加難耐
[00:15:40.900 --> 00:15:44.100]  是因為神更加心急焦急嗎
[00:15:44.100 --> 00:15:46.980]  今天忍耐對我們來說太難了
[00:15:46.980 --> 00:15:49.020]  因為習慣是即時回應
[00:15:49.020 --> 00:15:52.860]  我們只是多媒體影音
[00:15:52.860 --> 00:15:56.060]  我們不想用腦被動地吸收
[00:15:56.060 --> 00:16:03.060]  我們追求感官的娛樂和快感刺激
[00:16:03.060 --> 00:16:05.380]  我們吃快餐
[00:16:05.380 --> 00:16:11.140]  我們覺得五分鐘內是一個合理期望
[00:16:11.140 --> 00:16:13.860]  你超過五分鐘覺得怎樣
[00:16:13.860 --> 00:16:17.500]  這麼久都未出這麼慢
[00:16:17.500 --> 00:16:19.140]  快餐
[00:16:19.140 --> 00:16:22.220]  我們去網絡的媒體
[00:16:22.220 --> 00:16:23.420]  不要緊 萬廣告
[00:16:23.420 --> 00:16:26.420]  Netflix Dixie Napus
[00:16:26.420 --> 00:16:29.460]  你看我片集
[00:16:29.460 --> 00:16:34.340]  有人說兩分鐘你決定看不看下去
[00:16:34.340 --> 00:16:35.660]  你覺得這集不好看
[00:16:35.660 --> 00:16:40.300]  或者這兩分鐘內覺得不好看又怎樣
[00:16:40.300 --> 00:16:42.700]  轉台拜拜看另一個
[00:16:42.700 --> 00:16:47.700]  現在哪有空跟你慢慢煲劇
[00:16:47.700 --> 00:16:50.860]  就是兩分鐘之內決定看不看下去
[00:16:50.860 --> 00:16:56.460]  偏偏大自然就不到我們作主
[00:16:56.460 --> 00:16:58.580]  種植不是我們馬里馬里
[00:16:58.580 --> 00:17:02.820]  「HOME」他馬上出來
[00:17:02.820 --> 00:17:08.260]  我試過和我兒子在街市買種子回來
[00:17:08.260 --> 00:17:11.460]  第一次來玩種植
[00:17:11.460 --> 00:17:13.380]  種了一盆東西
[00:17:13.380 --> 00:17:15.900]  一整年都沒有東西出來
[00:17:15.900 --> 00:17:17.580]  我真的要死 說要丟掉
[00:17:17.580 --> 00:17:18.340]  我兒子說不丟
[00:17:18.340 --> 00:17:21.980]  但我第一次買回來就是要保存著
[00:17:21.980 --> 00:17:25.820]  那棵太陽菊一年後就出現了
[00:17:25.820 --> 00:17:27.620]  叨頭一年就出現了
[00:17:27.620 --> 00:17:32.780]  我說你厲害 等一年就出現了
[00:17:32.780 --> 00:17:37.180]  生命的成長不是按個鍵
[00:17:37.180 --> 00:17:40.260]  不是「嘟」一下就出現
[00:17:40.260 --> 00:17:45.620]  相信在座當中我們作為家長的
[00:17:45.620 --> 00:17:48.380]  都有這個移民的迷思
[00:17:48.380 --> 00:17:52.860]  子女什麼時候才會長大
[00:17:52.860 --> 00:17:56.500]  什麼時候才會生性
[00:17:56.500 --> 00:17:59.300]  什麼時候才會想
[00:17:59.300 --> 00:18:06.780]  我們能夠做的就是懷著盼望
[00:18:06.780 --> 00:18:10.900]  來堅持陪伴他 鼓勵他
[00:18:10.900 --> 00:18:13.900]  開導教育各樣
[00:18:13.900 --> 00:18:15.940]  認識我們的父母
[00:18:15.940 --> 00:18:18.700]  長輩們一樣在等我們
[00:18:18.700 --> 00:18:23.340]  期待我們成長 進步和發奮
[00:18:23.340 --> 00:18:25.060]  到我們覺得他們慢
[00:18:25.060 --> 00:18:29.300]  可能在我們父母心中我們更慢
[00:18:29.300 --> 00:18:31.460]  到我們發奮的時間
[00:18:31.460 --> 00:18:33.580]  可能我們父母看回
[00:18:33.580 --> 00:18:37.780]  你比我們的子女更慢
[00:18:37.780 --> 00:18:42.740]  但我們覺得我們的容忍不及我們上一代
[00:18:42.740 --> 00:18:47.940]  我們來懷著盼望來堅持
[00:18:47.940 --> 00:18:54.940]  以致我們不會失望
[00:18:54.940 --> 00:18:57.380]  但是我們懷著盼望堅持
[00:18:57.380 --> 00:19:03.220]  同樣要痛定思痛來徹底改變
[00:19:03.220 --> 00:19:06.740]  經文二章十到十九節
[00:19:06.740 --> 00:19:10.020]  和一章一到十一節
[00:19:10.020 --> 00:19:12.060]  在架構上告
[00:19:12.060 --> 00:19:19.380]  在經文的脈絡 思想 思念 理念都是平衡的
[00:19:19.380 --> 00:19:22.180]  在一章先知來去發問
[00:19:22.180 --> 00:19:29.020]  這個百姓建造耶和華殿的時候尚未來到
[00:19:29.020 --> 00:19:32.820]  那時候耶和華的話語就臨到先知
[00:19:32.820 --> 00:19:36.100]  哈哥來講這個殿仍然荒涼
[00:19:36.100 --> 00:19:41.940]  你們自己住在有天花板的房屋嗎
[00:19:41.940 --> 00:19:43.860]  透過反問
[00:19:43.860 --> 00:19:46.700]  拆穿這班百姓一再拖延
[00:19:46.700 --> 00:19:48.060]  一拖再拖
[00:19:48.060 --> 00:19:51.260]  拖了十六年他不覺得有問題
[00:19:51.260 --> 00:19:53.020]  自己住在有天花板的房屋
[00:19:53.020 --> 00:19:57.860]  但是無視聖殿是一個爛尾的工程
[00:19:57.860 --> 00:19:59.260]  反映他們怎樣
[00:19:59.260 --> 00:20:02.180]  這個拖延 真是拖延
[00:20:02.180 --> 00:20:03.460]  沒有一個行動
[00:20:03.460 --> 00:20:07.620]  虛認重建聖殿的照命
[00:20:07.620 --> 00:20:09.980]  這個是要痛定思痛
[00:20:09.980 --> 00:20:12.580]  是要徹底來改變
[00:20:12.580 --> 00:20:14.540]  在二章十一節
[00:20:14.540 --> 00:20:18.500]  是說你要問祭司文論法
[00:20:18.500 --> 00:20:21.540]  向祭司問論法就是考問
[00:20:21.540 --> 00:20:24.020]  如果有人用依坎兜聖肉
[00:20:24.020 --> 00:20:25.900]  你說依坎挨著餅
[00:20:25.900 --> 00:20:31.660]  或湯或酒或油或別的食物便算為聖嗎
[00:20:31.660 --> 00:20:34.300]  祭司說不算為聖
[00:20:34.300 --> 00:20:35.620]  哈哥又說
[00:20:35.620 --> 00:20:40.260]  有人用因摸死屍 嚴烈污穢
[00:20:40.260 --> 00:20:43.460]  然後挨著這些物的那樣
[00:20:43.460 --> 00:20:45.420]  這個不是算為污穢
[00:20:45.420 --> 00:20:48.820]  祭司說就說必算污穢
[00:20:48.820 --> 00:20:50.300]  於是也話說
[00:20:50.300 --> 00:20:51.820]  這個文 這個國
[00:20:51.820 --> 00:20:54.900]  在我面前都是一樣
[00:20:54.900 --> 00:20:58.580]  我們手下各樣的工作都是如此
[00:20:58.580 --> 00:21:03.980]  我們在壇上所獻的也是如此
[00:21:03.980 --> 00:21:08.660]  巴星並在眼前的困難死局來限制
[00:21:08.660 --> 00:21:11.420]  願聖再到
[00:21:11.420 --> 00:21:15.860]  願天由人 對鏡致殮
[00:21:15.860 --> 00:21:17.780]  但未覺醒
[00:21:17.780 --> 00:21:21.460]  他們無視神的命令成為不潔
[00:21:21.460 --> 00:21:23.540]  去污染了這個地方
[00:21:23.540 --> 00:21:27.780]  污染了他們的田地生畜
[00:21:27.780 --> 00:21:30.700]  以致各樣的天災
[00:21:30.700 --> 00:21:31.420]  天然災害
[00:21:31.420 --> 00:21:36.260]  好像旱災 瘟疫 病患 接踵而至
[00:21:36.260 --> 00:21:41.740]  受成大減 生畜 難產 子女 疲亡 骨瘦
[00:21:41.740 --> 00:21:43.700]  都是子役選擇
[00:21:43.700 --> 00:21:47.100]  都是演活子役的角色
[00:21:47.100 --> 00:21:48.700]  在這段期間
[00:21:48.700 --> 00:21:51.620]  新年的事開始上
[00:21:51.620 --> 00:21:54.780]  我太太就會出聲
[00:21:54.780 --> 00:21:56.060]  你不要吃熱氣的東西
[00:21:56.060 --> 00:22:00.820]  你吃熱氣的東西我不理你
[00:22:00.820 --> 00:22:04.980]  到時她就見我真的吃 掘著我
[00:22:04.980 --> 00:22:07.300]  然後到我喉嚨痛的時候
[00:22:07.300 --> 00:22:10.180]  她就說 她說了什麼
[00:22:10.180 --> 00:22:14.020]  「活該」
[00:22:14.020 --> 00:22:20.620]  我們自己選擇的
[00:22:20.620 --> 00:22:24.660]  是自己拿來的
[00:22:24.660 --> 00:22:25.780]  有些人咳到痴肺
[00:22:25.780 --> 00:22:26.940]  這個不是我
[00:22:26.940 --> 00:22:28.940]  咳到痴肺還喝汽水
[00:22:28.940 --> 00:22:30.780]  這個人都說
[00:22:30.780 --> 00:22:32.860]  就是去救傷靈藥
[00:22:32.860 --> 00:22:37.140]  可可樂喝了就藥刀柄取
