
[00:00:00.000 --> 00:00:05.000]  剛才主席也有提到今天是中國人的農曆新年的年初四
[00:03:33.000 --> 00:03:36.000]  也吩咐他要時常地學習神的話
[00:03:36.000 --> 00:03:38.000]  也要時常學習神的話
[00:03:38.000 --> 00:03:40.000]  將神的話藏在心裏
[00:03:40.000 --> 00:03:42.000]  將神的話藏在心裏
[00:03:42.000 --> 00:03:45.000]  於是約書亞就照著神的吩咐去做
[00:03:45.000 --> 00:03:48.000]  於是約書亞就照著神的話去做
[00:03:48.000 --> 00:03:50.000]  準備過河
[00:03:50.000 --> 00:03:51.000]  準備過河
[00:03:51.000 --> 00:03:55.000]  他差派了兩個探子到河的另外一邊去視察
[00:03:55.000 --> 00:03:59.000]  他差派了兩個探子到河的對岸去視察
[00:03:59.000 --> 00:04:03.000]  第二章的尾章告訴我們兩個探子帶回來的情報
[00:04:03.000 --> 00:04:09.000]  第二章的尾章告訴我們兩個探子帶回來的情報
[00:04:09.000 --> 00:04:11.000]  他們對約書亞尼特說
[00:04:11.000 --> 00:04:14.000]  耶和華果然將全地交在我們手中
[00:04:14.000 --> 00:04:18.000]  耶和華果然將全地交在我們手中
[00:04:18.000 --> 00:04:22.000]  那地的一切居民在我們面前心都消化了
[00:04:22.000 --> 00:04:26.000]  那地的一切居民在我們面前心都消化了
[00:04:26.000 --> 00:04:29.000]  那時候以色列還住在什廷
[00:04:29.000 --> 00:04:31.000]  那時候以色列還住在什廷
[00:04:31.000 --> 00:04:35.000]  大概距離這條河還有七里的路程
[00:04:35.000 --> 00:04:38.000]  大概距離這條河還有七里的路程
[00:04:38.000 --> 00:04:41.000]  剛才我們所讀的第三章一開始就告訴我們
[00:04:41.000 --> 00:04:44.000]  剛才我們所讀的第三章一開始就告訴我們
[00:04:44.000 --> 00:04:46.000]  約書亞事不宜遲
[00:04:46.000 --> 00:04:48.000]  約書亞事不宜遲
[00:04:48.000 --> 00:04:51.000]  清早起來就帶領以色列人離開什廷
[00:04:51.000 --> 00:04:54.000]  清早起來就帶領以色列人離開什廷
[00:04:54.000 --> 00:04:57.000]  將一切的行李將神的帳篷收拾好
[00:04:57.000 --> 00:05:00.000]  將一切的行李將神的帳篷收拾好
[00:05:00.000 --> 00:05:02.000]  將一切的行李將神的帳篷收拾好
[00:05:02.000 --> 00:05:03.000]  來到準備過河
[00:05:03.000 --> 00:05:04.000]  來準備過河
[00:05:04.000 --> 00:05:06.000]  他們來到河邊
[00:05:06.000 --> 00:05:07.000]  來到河邊
[00:05:07.000 --> 00:05:08.000]  就住在那裡
[00:05:08.000 --> 00:05:09.000]  就住在那裡
[00:05:09.000 --> 00:05:10.000]  就住在那裡
[00:05:10.000 --> 00:05:11.000]  但問題來了
[00:05:11.000 --> 00:05:12.000]  但問題來了
[00:05:12.000 --> 00:05:13.000]  但問題來了
[00:05:13.000 --> 00:05:14.000]  怎樣去過河呢
[00:05:14.000 --> 00:05:15.000]  怎樣去過河呢
[00:05:15.000 --> 00:05:16.000]  怎樣去過河呢
[00:05:16.000 --> 00:05:17.000]  難道要游泳過河
[00:05:17.000 --> 00:05:18.000]  難道要游泳過河
[00:05:18.000 --> 00:05:19.000]  難道要游泳過河
[00:05:19.000 --> 00:05:20.000]  但是有二百多人
[00:05:20.000 --> 00:05:21.000]  但是有二百多人
[00:05:21.000 --> 00:05:23.000]  二百萬的人怎樣一起游泳過河呢
[00:05:23.000 --> 00:05:25.000]  二百萬的人怎樣一起游泳過河呢
[00:05:25.000 --> 00:05:26.000]  二百萬的人怎樣一起游泳過河呢
[00:05:26.000 --> 00:05:27.000]  當中有些小朋友
[00:05:27.000 --> 00:05:28.000]  當中有些小朋友
[00:05:28.000 --> 00:05:29.000]  當中有些小朋友
[00:05:29.000 --> 00:05:30.000]  當中有些小朋友
[00:05:30.000 --> 00:05:31.000]  當中有些小朋友
[00:05:31.000 --> 00:05:32.000]  當中有些小朋友
[00:05:32.000 --> 00:05:33.000]  有些小朋友不擅長游泳
[00:05:33.000 --> 00:05:34.000]  有些小朋友不擅長游泳
[00:05:34.000 --> 00:05:35.000]  有些小朋友不擅長游泳
[00:05:35.000 --> 00:05:36.000]  有些小朋友不擅長游泳
[00:05:36.000 --> 00:05:37.000]  有些小朋友不擅長游泳
[00:05:37.000 --> 00:05:38.000]  有些小朋友不擅長游泳
[00:05:38.000 --> 00:05:39.000]  有些小朋友不擅長游泳
[00:05:39.000 --> 00:05:40.000]  有些小朋友不擅長游泳
[00:05:40.000 --> 00:05:41.000]  有些小朋友不擅長游泳
[00:05:41.000 --> 00:05:42.000]  有些小朋友不擅長游泳
[00:05:53.000 --> 00:05:54.000]  有些小朋友不擅長游泳
[00:05:54.000 --> 00:05:55.000]  有些小朋友不擅長游泳
[00:05:55.000 --> 00:05:56.000]  有些小朋友不擅長游泳
[00:05:56.000 --> 00:05:57.000]  有些小朋友不擅長游泳
[00:05:57.000 --> 00:05:58.000]  有些小朋友不擅長游泳
[00:05:58.000 --> 00:05:59.000]  有些小朋友不擅長游泳
[00:05:59.000 --> 00:06:00.000]  有些小朋友不擅長游泳
[00:06:00.000 --> 00:06:01.000]  有些小朋友不擅長游泳
[00:06:01.000 --> 00:06:02.000]  有些小朋友不擅長游泳
[00:06:02.000 --> 00:06:03.000]  有些小朋友不擅長游泳
[00:06:03.000 --> 00:06:04.000]  有些小朋友不擅長游泳
[00:06:04.000 --> 00:06:05.000]  有些小朋友不擅長游泳
[00:06:05.000 --> 00:06:06.000]  有些小朋友不擅長游泳
[00:06:06.000 --> 00:06:07.000]  有些小朋友不擅長游泳
[00:06:07.000 --> 00:06:08.000]  有些小朋友不擅長游泳
[00:06:08.000 --> 00:06:28.000]  有些小朋友不擅長游泳
[00:06:28.000 --> 00:06:29.000]  有些小朋友不擅長游泳
[00:06:29.000 --> 00:06:30.000]  有些小朋友不擅長游泳
[00:06:30.000 --> 00:06:31.000]  有些小朋友不擅長游泳
[00:06:31.000 --> 00:06:32.000]  有些小朋友不擅長游泳
[00:06:32.000 --> 00:06:33.000]  有些小朋友不擅長游泳
[00:06:33.000 --> 00:06:34.000]  有些小朋友不擅長游泳
[00:06:34.000 --> 00:06:35.000]  有些小朋友不擅長游泳
[00:06:35.000 --> 00:06:36.000]  有些小朋友不擅長游泳
[00:06:36.000 --> 00:06:37.000]  有些小朋友不擅長游泳
[00:06:37.000 --> 00:06:38.000]  有些小朋友不擅長游泳
[00:06:38.000 --> 00:06:39.000]  有些小朋友不擅長游泳
[00:06:39.000 --> 00:06:40.000]  有些小朋友不擅長游泳
[00:06:40.000 --> 00:06:41.000]  有些小朋友不擅長游泳
[00:06:41.000 --> 00:06:42.000]  有些小朋友不擅長游泳
[00:06:42.000 --> 00:06:43.000]  有些小朋友不擅長游泳
[00:06:43.000 --> 00:06:44.000]  有些小朋友不擅長游泳
[00:06:44.000 --> 00:06:45.000]  有些小朋友不擅長游泳
[00:06:45.000 --> 00:06:46.000]  有些小朋友不擅長游泳
[00:06:46.000 --> 00:06:47.000]  有些小朋友不擅長游泳
[00:06:47.000 --> 00:06:48.000]  有些小朋友不擅長游泳
[00:06:48.000 --> 00:06:49.000]  有些小朋友不擅長游泳
[00:06:49.000 --> 00:06:50.000]  有些小朋友不擅長游泳
[00:06:50.000 --> 00:06:51.000]  有些小朋友不擅長游泳
[00:06:51.000 --> 00:06:52.000]  有些小朋友不擅長游泳
[00:06:52.000 --> 00:07:07.000]  有些小朋友不擅長游泳
[00:07:07.000 --> 00:07:08.000]  有些小朋友不擅長游泳
[00:07:08.000 --> 00:07:09.000]  有些小朋友不擅長游泳
[00:07:09.000 --> 00:07:10.000]  有些小朋友不擅長游泳
[00:07:10.000 --> 00:07:11.000]  有些小朋友不擅長游泳
[00:07:11.000 --> 00:07:12.000]  有些小朋友不擅長游泳
[00:07:12.000 --> 00:07:13.000]  有些小朋友不擅長游泳
[00:07:13.000 --> 00:07:14.000]  有些小朋友不擅長游泳
[00:07:14.000 --> 00:07:15.000]  有些小朋友不擅長游泳
[00:07:15.000 --> 00:07:16.000]  有些小朋友不擅長游泳
[00:07:16.000 --> 00:07:17.000]  有些小朋友不擅長游泳
[00:07:17.000 --> 00:07:18.000]  有些小朋友不擅長游泳
[00:07:18.000 --> 00:07:19.000]  有些小朋友不擅長游泳
[00:07:19.000 --> 00:07:20.000]  有些小朋友不擅長游泳
[00:07:20.000 --> 00:07:21.000]  有些小朋友不擅長游泳
[00:07:21.000 --> 00:07:22.000]  有些小朋友不擅長游泳
[00:07:22.000 --> 00:07:23.000]  有些小朋友不擅長游泳
[00:07:23.000 --> 00:07:24.000]  有些小朋友不擅長游泳
[00:07:24.000 --> 00:07:25.000]  有些小朋友不擅長游泳
[00:07:25.000 --> 00:07:26.000]  有些小朋友不擅長游泳
[00:07:26.000 --> 00:07:27.000]  有些小朋友不擅長游泳
[00:07:27.000 --> 00:07:28.000]  有些小朋友不擅長游泳
[00:07:28.000 --> 00:07:29.000]  有些小朋友不擅長游泳
[00:07:29.000 --> 00:07:30.000]  有些小朋友不擅長游泳
[00:07:30.000 --> 00:07:31.000]  有些小朋友不擅長游泳
[00:07:31.000 --> 00:07:32.000]  有些小朋友不擅長游泳
[00:07:32.000 --> 00:07:33.000]  有些小朋友不擅長游泳
[00:07:33.000 --> 00:07:34.000]  有些小朋友不擅長游泳
[00:07:34.000 --> 00:07:35.000]  有些小朋友不擅長游泳
[00:07:35.000 --> 00:07:36.000]  有些小朋友不擅長游泳
[00:07:36.000 --> 00:07:51.000]  有些小朋友不擅長游泳
[00:07:51.000 --> 00:07:52.000]  有些小朋友不擅長游泳
[00:07:52.000 --> 00:07:53.000]  有些小朋友不擅長游泳
[00:07:53.000 --> 00:07:54.000]  有些小朋友不擅長游泳
[00:07:54.000 --> 00:07:55.000]  有些小朋友不擅長游泳
[00:07:55.000 --> 00:07:56.000]  有些小朋友不擅長游泳
[00:07:56.000 --> 00:07:57.000]  有些小朋友不擅長游泳
[00:07:57.000 --> 00:07:58.000]  有些小朋友不擅長游泳
[00:07:58.000 --> 00:07:59.000]  有些小朋友不擅長游泳
[00:07:59.000 --> 00:08:00.000]  有些小朋友不擅長游泳
[00:08:00.000 --> 00:08:01.000]  有些小朋友不擅長游泳
[00:08:01.000 --> 00:08:02.000]  有些小朋友不擅長游泳
[00:08:02.000 --> 00:08:03.000]  有些小朋友不擅長游泳
[00:08:03.000 --> 00:08:04.000]  有些小朋友不擅長游泳
[00:08:04.000 --> 00:08:05.000]  有些小朋友不擅長游泳
[00:08:05.000 --> 00:08:06.000]  有些小朋友不擅長游泳
[00:08:06.000 --> 00:08:07.000]  有些小朋友不擅長游泳
[00:08:07.000 --> 00:08:08.000]  有些小朋友不擅長游泳
[00:08:08.000 --> 00:08:09.000]  有些小朋友不擅長游泳
[00:08:09.000 --> 00:08:10.000]  有些小朋友不擅長游泳
[00:08:10.000 --> 00:08:11.000]  有些小朋友不擅長游泳
[00:08:11.000 --> 00:08:12.000]  有些小朋友不擅長游泳
[00:08:12.000 --> 00:08:13.000]  有些小朋友不擅長游泳
[00:08:13.000 --> 00:08:14.000]  有些小朋友不擅長游泳
[00:08:14.000 --> 00:08:15.000]  有些小朋友不擅長游泳
[00:08:15.000 --> 00:08:16.000]  有些小朋友不擅長游泳
[00:08:16.000 --> 00:08:17.000]  有些小朋友不擅長游泳
[00:08:17.000 --> 00:08:18.000]  有些小朋友不擅長游泳
[00:08:18.000 --> 00:08:19.000]  有些小朋友不擅長游泳
[00:08:19.000 --> 00:08:20.000]  有些小朋友不擅長游泳
[00:08:20.000 --> 00:08:48.000]  有些小朋友不擅長游泳
[00:08:50.000 --> 00:08:51.000]  有些小朋友不擅長游泳
[00:08:51.000 --> 00:08:52.000]  有些小朋友不擅長游泳
[00:08:52.000 --> 00:08:53.000]  有些小朋友不擅長游泳
[00:08:53.000 --> 00:08:54.000]  有些小朋友不擅長游泳
[00:08:54.000 --> 00:08:55.000]  有些小朋友不擅長游泳
[00:08:55.000 --> 00:08:56.000]  有些小朋友不擅長游泳
[00:08:56.000 --> 00:08:57.000]  有些小朋友不擅長游泳
[00:08:57.000 --> 00:08:58.000]  有些小朋友不擅長游泳
[00:08:58.000 --> 00:08:59.000]  有些小朋友不擅長游泳
[00:08:59.000 --> 00:09:00.000]  有些小朋友不擅長游泳
[00:09:00.000 --> 00:09:01.000]  有些小朋友不擅長游泳
[00:09:01.000 --> 00:09:02.000]  有些小朋友不擅長游泳
[00:09:02.000 --> 00:09:03.000]  有些小朋友不擅長游泳
[00:09:03.000 --> 00:09:04.000]  有些小朋友不擅長游泳
[00:09:04.000 --> 00:09:05.000]  有些小朋友不擅長游泳
[00:09:05.000 --> 00:09:34.000]  有些小朋友不擅長游泳
[00:09:35.000 --> 00:09:36.000]  有些小朋友不擅長游泳
[00:09:36.000 --> 00:09:37.000]  有些小朋友不擅長游泳
[00:09:37.000 --> 00:09:38.000]  有些小朋友不擅長游泳
[00:09:38.000 --> 00:09:39.000]  有些小朋友不擅長游泳
[00:09:39.000 --> 00:09:40.000]  有些小朋友不擅長游泳
[00:09:40.000 --> 00:09:41.000]  有些小朋友不擅長游泳
[00:09:41.000 --> 00:09:42.000]  有些小朋友不擅長游泳
[00:09:42.000 --> 00:09:43.000]  有些小朋友不擅長游泳
[00:09:43.000 --> 00:09:44.000]  有些小朋友不擅長游泳
[00:09:44.000 --> 00:09:45.000]  有些小朋友不擅長游泳
[00:09:45.000 --> 00:09:46.000]  有些小朋友不擅長游泳
[00:09:46.000 --> 00:09:47.000]  有些小朋友不擅長游泳
[00:09:47.000 --> 00:09:48.000]  有些小朋友不擅長游泳
[00:09:48.000 --> 00:09:49.000]  有些小朋友不擅長游泳
[00:09:49.000 --> 00:09:50.000]  有些小朋友不擅長游泳
[00:09:50.000 --> 00:10:06.000]  有些小朋友不擅長游泳
[00:10:06.000 --> 00:10:07.000]  有些小朋友不擅長游泳
[00:10:07.000 --> 00:10:08.000]  有些小朋友不擅長游泳
[00:10:08.000 --> 00:10:09.000]  有些小朋友不擅長游泳
[00:10:09.000 --> 00:10:10.000]  有些小朋友不擅長游泳
[00:10:10.000 --> 00:10:11.000]  有些小朋友不擅長游泳
[00:10:11.000 --> 00:10:12.000]  有些小朋友不擅長游泳
[00:10:12.000 --> 00:10:13.000]  有些小朋友不擅長游泳
[00:10:13.000 --> 00:10:14.000]  有些小朋友不擅長游泳
[00:10:14.000 --> 00:10:15.000]  有些小朋友不擅長游泳
[00:10:15.000 --> 00:10:16.000]  有些小朋友不擅長游泳
[00:10:16.000 --> 00:10:17.000]  有些小朋友不擅長游泳
[00:10:17.000 --> 00:10:18.000]  有些小朋友不擅長游泳
[00:10:18.000 --> 00:10:19.000]  有些小朋友不擅長游泳
[00:10:19.000 --> 00:10:20.000]  有些小朋友不擅長游泳
[00:10:20.000 --> 00:10:21.000]  有些小朋友不擅長游泳
[00:10:21.000 --> 00:10:22.000]  有些小朋友不擅長游泳
[00:10:22.000 --> 00:10:23.000]  有些小朋友不擅長游泳
[00:10:23.000 --> 00:10:24.000]  有些小朋友不擅長游泳
[00:10:24.000 --> 00:10:25.000]  有些小朋友不擅長游泳
[00:10:25.000 --> 00:10:26.000]  有些小朋友不擅長游泳
[00:10:26.000 --> 00:10:27.000]  有些小朋友不擅長游泳
[00:10:27.000 --> 00:10:28.000]  有些小朋友不擅長游泳
[00:10:28.000 --> 00:10:29.000]  有些小朋友不擅長游泳
[00:10:29.000 --> 00:10:30.000]  有些小朋友不擅長游泳
[00:10:30.000 --> 00:10:31.000]  有些小朋友不擅長游泳
[00:10:31.000 --> 00:10:32.000]  有些小朋友不擅長游泳
[00:10:32.000 --> 00:10:33.000]  有些小朋友不擅長游泳
[00:10:33.000 --> 00:10:34.000]  有些小朋友不擅長游泳
[00:10:34.000 --> 00:11:00.000]  有些小朋友不擅長游泳
[00:11:00.000 --> 00:11:05.000]  有些小朋友不擅長游泳
[00:11:05.000 --> 00:11:06.000]  有些小朋友不擅長游泳
[00:11:06.000 --> 00:11:07.000]  有些小朋友不擅長游泳
[00:11:07.000 --> 00:11:08.000]  有些小朋友不擅長游泳
[00:11:08.000 --> 00:11:09.000]  有些小朋友不擅長游泳
[00:11:09.000 --> 00:11:10.000]  有些小朋友不擅長游泳
[00:11:10.000 --> 00:11:11.000]  有些小朋友不擅長游泳
[00:11:11.000 --> 00:11:12.000]  有些小朋友不擅長游泳
[00:11:12.000 --> 00:11:13.000]  有些小朋友不擅長游泳
[00:11:13.000 --> 00:11:14.000]  有些小朋友不擅長游泳
[00:11:14.000 --> 00:11:15.000]  有些小朋友不擅長游泳
[00:11:15.000 --> 00:11:16.000]  有些小朋友不擅長游泳
[00:11:16.000 --> 00:11:17.000]  有些小朋友不擅長游泳
[00:11:17.000 --> 00:11:18.000]  有些小朋友不擅長游泳
[00:11:18.000 --> 00:11:19.000]  有些小朋友不擅長游泳
[00:11:19.000 --> 00:11:33.000]  有些小朋友不擅長游泳
[00:11:33.000 --> 00:11:34.000]  有些小朋友不擅長游泳
[00:11:34.000 --> 00:11:35.000]  有些小朋友不擅長游泳
[00:11:35.000 --> 00:11:36.000]  有些小朋友不擅長游泳
[00:11:36.000 --> 00:11:37.000]  有些小朋友不擅長游泳
[00:11:37.000 --> 00:11:38.000]  有些小朋友不擅長游泳
[00:11:38.000 --> 00:11:39.000]  有些小朋友不擅長游泳
[00:11:39.000 --> 00:11:40.000]  有些小朋友不擅長游泳
[00:11:40.000 --> 00:11:41.000]  有些小朋友不擅長游泳
[00:11:41.000 --> 00:11:42.000]  有些小朋友不擅長游泳
[00:11:42.000 --> 00:11:43.000]  有些小朋友不擅長游泳
[00:11:43.000 --> 00:11:44.000]  有些小朋友不擅長游泳
[00:11:44.000 --> 00:11:45.000]  有些小朋友不擅長游泳
[00:11:45.000 --> 00:11:46.000]  有些小朋友不擅長游泳
[00:11:46.000 --> 00:11:47.000]  有些小朋友不擅長游泳
[00:11:47.000 --> 00:11:49.000]  有些小朋友不擅長游泳
[00:11:49.000 --> 00:11:50.000]  有些小朋友不擅長游泳
[00:11:50.000 --> 00:11:51.000]  有些小朋友不擅長游泳
[00:11:51.000 --> 00:11:52.000]  有些小朋友不擅長游泳
[00:11:52.000 --> 00:11:53.000]  有些小朋友不擅長游泳
[00:11:53.000 --> 00:11:54.000]  有些小朋友不擅長游泳
[00:11:54.000 --> 00:11:55.000]  有些小朋友不擅長游泳
[00:11:55.000 --> 00:11:56.000]  有些小朋友不擅長游泳
[00:11:56.000 --> 00:11:57.000]  有些小朋友不擅長游泳
[00:11:57.000 --> 00:11:58.000]  有些小朋友不擅長游泳
[00:11:58.000 --> 00:11:59.000]  有些小朋友不擅長游泳
[00:11:59.000 --> 00:12:00.000]  有些小朋友不擅長游泳
[00:12:00.000 --> 00:12:01.000]  有些小朋友不擅長游泳
[00:12:01.000 --> 00:12:02.000]  有些小朋友不擅長游泳
[00:12:02.000 --> 00:12:03.000]  有些小朋友不擅長游泳
[00:12:03.000 --> 00:12:18.000]  有些小朋友不擅長游泳
[00:12:18.000 --> 00:12:19.000]  有些小朋友不擅長游泳
[00:12:19.000 --> 00:12:20.000]  有些小朋友不擅長游泳
[00:12:20.000 --> 00:12:21.000]  有些小朋友不擅長游泳
[00:12:21.000 --> 00:12:22.000]  有些小朋友不擅長游泳
[00:12:22.000 --> 00:12:23.000]  有些小朋友不擅長游泳
[00:12:23.000 --> 00:12:24.000]  有些小朋友不擅長游泳
[00:12:24.000 --> 00:12:25.000]  有些小朋友不擅長游泳
[00:12:25.000 --> 00:12:26.000]  有些小朋友不擅長游泳
[00:12:26.000 --> 00:12:27.000]  有些小朋友不擅長游泳
[00:12:27.000 --> 00:12:28.000]  有些小朋友不擅長游泳
[00:12:28.000 --> 00:12:29.000]  有些小朋友不擅長游泳
[00:12:29.000 --> 00:12:30.000]  有些小朋友不擅長游泳
[00:12:30.000 --> 00:12:31.000]  有些小朋友不擅長游泳
[00:12:31.000 --> 00:12:32.000]  有些小朋友不擅長游泳
[00:12:32.000 --> 00:12:33.000]  有些小朋友不擅長游泳
[00:12:33.000 --> 00:12:34.000]  有些小朋友不擅長游泳
[00:12:34.000 --> 00:12:35.000]  有些小朋友不擅長游泳
[00:12:35.000 --> 00:12:36.000]  有些小朋友不擅長游泳
[00:12:36.000 --> 00:12:37.000]  有些小朋友不擅長游泳
[00:12:37.000 --> 00:12:38.000]  有些小朋友不擅長游泳
[00:12:38.000 --> 00:12:39.000]  有些小朋友不擅長游泳
[00:12:39.000 --> 00:12:40.000]  有些小朋友不擅長游泳
[00:12:40.000 --> 00:12:41.000]  有些小朋友不擅長游泳
[00:12:41.000 --> 00:12:42.000]  有些小朋友不擅長游泳
[00:12:42.000 --> 00:12:43.000]  有些小朋友不擅長游泳
[00:12:43.000 --> 00:12:44.000]  有些小朋友不擅長游泳
[00:12:44.000 --> 00:12:45.000]  有些小朋友不擅長游泳
[00:12:45.000 --> 00:12:46.000]  有些小朋友不擅長游泳
[00:12:46.000 --> 00:12:47.000]  有些小朋友不擅長游泳
[00:12:47.000 --> 00:13:02.000]  有些小朋友不擅長游泳
[00:13:02.000 --> 00:13:03.000]  有些小朋友不擅長游泳
[00:13:03.000 --> 00:13:04.000]  有些小朋友不擅長游泳
[00:13:04.000 --> 00:13:05.000]  有些小朋友不擅長游泳
[00:13:05.000 --> 00:13:06.000]  有些小朋友不擅長游泳
[00:13:06.000 --> 00:13:07.000]  有些小朋友不擅長游泳
[00:13:07.000 --> 00:13:08.000]  有些小朋友不擅長游泳
[00:13:08.000 --> 00:13:09.000]  有些小朋友不擅長游泳
[00:13:09.000 --> 00:13:10.000]  有些小朋友不擅長游泳
[00:13:10.000 --> 00:13:11.000]  有些小朋友不擅長游泳
[00:13:11.000 --> 00:13:12.000]  有些小朋友不擅長游泳
[00:13:12.000 --> 00:13:13.000]  有些小朋友不擅長游泳
[00:13:13.000 --> 00:13:14.000]  有些小朋友不擅長游泳
[00:13:14.000 --> 00:13:15.000]  有些小朋友不擅長游泳
[00:13:15.000 --> 00:13:16.000]  有些小朋友不擅長游泳
[00:13:16.000 --> 00:13:17.000]  有些小朋友不擅長游泳
[00:13:17.000 --> 00:13:18.000]  有些小朋友不擅長游泳
[00:13:18.000 --> 00:13:19.000]  有些小朋友不擅長游泳
[00:13:19.000 --> 00:13:20.000]  有些小朋友不擅長游泳
[00:13:20.000 --> 00:13:21.000]  有些小朋友不擅長游泳
[00:13:21.000 --> 00:13:22.000]  有些小朋友不擅長游泳
[00:13:22.000 --> 00:13:23.000]  有些小朋友不擅長游泳
[00:13:23.000 --> 00:13:24.000]  有些小朋友不擅長游泳
[00:13:24.000 --> 00:13:25.000]  有些小朋友不擅長游泳
[00:13:25.000 --> 00:13:26.000]  有些小朋友不擅長游泳
[00:13:26.000 --> 00:13:27.000]  有些小朋友不擅長游泳
[00:13:27.000 --> 00:13:28.000]  有些小朋友不擅長游泳
[00:13:28.000 --> 00:13:29.000]  有些小朋友不擅長游泳
[00:13:29.000 --> 00:13:30.000]  有些小朋友不擅長游泳
