
[00:00:00.000 --> 00:00:05.000]  前一陣子讀到一本最近在基督教出版界非常暢銷的一本書
[00:01:29.000 --> 00:01:33.200]  要將身體獻上當作活跡
[00:01:33.200 --> 00:01:35.000]  換句話說保羅是在說
[00:01:35.000 --> 00:01:38.400]  不是隻有禮拜天做個基督徒而已
[00:01:38.400 --> 00:01:41.200]  是要在每天的生活當中
[00:01:41.200 --> 00:01:45.200]  要活出一個奉獻的生活
[00:01:45.200 --> 00:01:47.400]  上禮拜我們特別講到奉獻的生活
[00:01:47.400 --> 00:01:48.400]  從哪裏開始呢
[00:01:48.400 --> 00:01:50.000]  從三方面開始
[00:01:50.000 --> 00:01:53.400]  第一個從身體的奉獻開始
[00:01:53.400 --> 00:01:57.000]  第二個從心思意念的轉換開始
[00:01:57.000 --> 00:02:01.400]  第三個是從查驗神的旨意開始
[00:02:01.400 --> 00:02:03.200]  特別是第三點
[00:02:03.200 --> 00:02:09.000]  今天每一位信徒都需要尋求神在我們身上的心意
[00:02:09.000 --> 00:02:11.000]  因爲今天神之所以拯救我們
[00:02:11.000 --> 00:02:12.800]  神之所以施恩典給我們
[00:02:12.800 --> 00:02:17.200]  其實神的心意不是叫我們在地上只等得上天堂而已嗎
[00:02:17.200 --> 00:02:24.400]  神的心意是要與神同宮來擴展神的國度
[00:02:24.400 --> 00:02:28.000]  所以保羅接下來從第三節到第八節
[00:02:28.000 --> 00:02:32.600]  他就繼續講到我們怎麼樣在神的國度當中
[00:02:32.600 --> 00:02:36.200]  能夠做一個合神心意的器皿呢
[00:02:36.200 --> 00:02:40.600]  怎麼樣做一個合用的器皿被神所使用呢
[00:02:40.600 --> 00:02:44.600]  我們看見保羅正在經文當中講到三方面
[00:02:44.600 --> 00:02:47.000]  怎麼樣做合用的器皿
[00:02:47.000 --> 00:02:50.800]  第一方面要認識神眼中的你
[00:02:50.800 --> 00:02:55.400]  跟你朋友說要認識神眼中的你
[00:02:55.400 --> 00:03:00.800]  第三節保羅說不要看自己過於所當看
[00:03:00.800 --> 00:03:05.000]  我發現這是我們人本性的軟弱就是如此
[00:03:05.000 --> 00:03:06.200]  不是嗎
[00:03:06.200 --> 00:03:09.600]  許多時候我們只要有一點點小小的成就
[00:03:09.600 --> 00:03:13.000]  心裏就得意得不得了
[00:03:13.000 --> 00:03:15.200]  說起話來不一樣
[00:03:15.200 --> 00:03:17.600]  走起來也不一樣
[00:03:17.600 --> 00:03:19.200]  別人稱讚兩句
[00:03:19.200 --> 00:03:21.400]  我們心裏已經飄飄然了
[00:03:21.400 --> 00:03:23.000]  口裏說哪裏哪裏
[00:03:23.000 --> 00:03:26.000]  心裏說老兄你說得對極了
[00:03:26.000 --> 00:03:28.400]  再多說兩句吧
[00:03:28.400 --> 00:03:33.000]  有一首十分流行的美國鄉村音樂裏面的歌詞這樣說
[00:03:33.000 --> 00:03:36.400]  主啊 要我學習謙卑實在太難了
[00:03:36.400 --> 00:03:39.000]  因爲每天早上我拿鏡子照自己
[00:03:39.000 --> 00:03:42.400]  越看自己就越滿意
[00:03:42.400 --> 00:03:45.400]  我相信這首詩歌流行來是因爲
[00:03:45.400 --> 00:03:49.000]  它正是說中了人的心
[00:03:49.000 --> 00:03:51.600]  今天多少時候當我們人只看自己的時候
[00:03:51.600 --> 00:03:54.400]  我們越看自己就越大
[00:03:54.400 --> 00:03:58.400]  什麼時候只有當我們轉眼來看神的時候
[00:03:58.400 --> 00:04:02.400]  我們才發現自己是何等的渺小
[00:04:02.400 --> 00:04:04.200]  事實上當我們來到神面前
[00:04:04.200 --> 00:04:06.000]  我們越認識神
[00:04:06.000 --> 00:04:07.400]  我們就越明白
[00:04:07.400 --> 00:04:13.200]  我們自己在神面前不過是個蒙恩的罪人而已
[00:04:13.200 --> 00:04:16.200]  這爲什麼保羅在第三節一開始就說
[00:04:16.200 --> 00:04:20.200]  所以我以神的恩來勸你們
[00:04:20.200 --> 00:04:23.600]  是用神的恩典來勸告你們
[00:04:23.600 --> 00:04:28.800]  保羅自己就是一個非常明白神恩典的人
[00:04:28.800 --> 00:04:31.600]  如果你看在保羅書信當中
[00:04:31.600 --> 00:04:34.200]  你看保羅怎麼看他自己
[00:04:34.200 --> 00:04:37.800]  你就會有一個非常有意思的發現
[00:04:37.800 --> 00:04:42.000]  在柯林多前書當中是保羅早期的書信
[00:04:42.000 --> 00:04:44.000]  他怎麼看他自己呢
[00:04:44.000 --> 00:04:48.400]  他說他自己是使徒當中最小的那一位
[00:04:48.400 --> 00:04:49.600]  這也理當事如
[00:04:49.600 --> 00:04:51.400]  他是最晚蒙昭的
[00:04:51.400 --> 00:04:52.400]  所以也是對的
[00:04:52.400 --> 00:04:55.400]  他是使徒中最小的一位
[00:04:55.400 --> 00:04:57.200]  到了《以佛所書》
[00:04:57.200 --> 00:05:00.000]  是他在後期的書信
[00:05:00.000 --> 00:05:01.800]  他怎麼看他自己呢
[00:05:01.800 --> 00:05:07.000]  他說我是比衆聖徒最小的還小
[00:05:07.000 --> 00:05:08.800]  這個比剛纔已經差了一截
[00:05:08.800 --> 00:05:11.600]  剛纔是衆使徒中最小的
[00:05:11.600 --> 00:05:16.800]  現在他說他是比衆聖徒最小的還小
[00:05:16.800 --> 00:05:20.200]  到了提摩泰前書是他晚年的時候
[00:05:20.200 --> 00:05:22.400]  快要死的時候所寫
[00:05:22.400 --> 00:05:23.800]  他怎麼看他自己呢
[00:05:23.800 --> 00:05:27.400]  他說他是罪人當中的罪魁
[00:05:27.400 --> 00:05:30.600]  換句話說是最大的罪人
[00:05:30.600 --> 00:05:31.800]  怎麼回事
[00:05:31.800 --> 00:05:34.200]  保羅好像越活越回頭了
[00:05:34.200 --> 00:05:37.200]  每況愈下怎麼搞的
[00:05:37.200 --> 00:05:41.400]  其實不是保羅越活越回頭了
[00:05:41.400 --> 00:05:44.400]  而是他越認識神的恩典
[00:05:44.400 --> 00:05:48.200]  就越明白自己的不配了
[00:05:48.200 --> 00:05:50.800]  他越來越清楚
[00:05:50.800 --> 00:05:53.200]  若不是因爲神的恩典
[00:05:53.200 --> 00:05:56.400]  他就什麼都不能做
[00:05:56.400 --> 00:05:58.600]  弟兄姐妹今天你呢
[00:05:58.600 --> 00:06:00.600]  你怎麼看你自己呢
[00:06:00.600 --> 00:06:02.200]  保羅在第三節說
[00:06:02.200 --> 00:06:06.200]  要看你自己看得合乎忠道
[00:06:06.200 --> 00:06:08.200]  什麼叫合乎忠道
[00:06:08.200 --> 00:06:12.200]  我相信合乎忠道不是一種人爲的標準
[00:06:12.200 --> 00:06:15.000]  你知道今天我們人總是很在意
[00:06:15.000 --> 00:06:17.800]  別人怎麼看我們不是嗎
[00:06:17.800 --> 00:06:20.400]  但事實上我眼中的你
[00:06:20.400 --> 00:06:22.000]  跟他眼中的你
[00:06:22.000 --> 00:06:24.000]  可能完全不一樣
[00:06:24.000 --> 00:06:25.000]  可能我眼中的你
[00:06:25.000 --> 00:06:27.400]  我覺得你非常有潛能
[00:06:27.400 --> 00:06:29.600]  你大有作爲
[00:06:29.600 --> 00:06:31.200]  可是他那看你呢
[00:06:31.200 --> 00:06:32.800]  覺得你根本不是這塊料
[00:06:32.800 --> 00:06:35.200]  根本不要白費功夫
[00:06:35.200 --> 00:06:37.400]  你看見不同的人看你
[00:06:37.400 --> 00:06:39.000]  就是不一樣
[00:06:39.000 --> 00:06:41.800]  多少時候你在其中聽來聽去
[00:06:41.800 --> 00:06:44.600]  你越聽是越迷糊
[00:06:44.600 --> 00:06:47.200]  但事實上今天在你的生命當中
[00:06:47.200 --> 00:06:49.600]  我告訴你最重要的
[00:06:49.600 --> 00:06:52.800]  既不是你自己這麼看你自己
[00:06:52.800 --> 00:06:55.600]  也不是別人怎麼看你
[00:06:55.600 --> 00:06:57.600]  在你生命當中最重要的是
[00:06:57.600 --> 00:07:00.600]  神怎麼看你
[00:07:00.600 --> 00:07:04.200]  什麼是神眼中的你呢
[00:07:04.200 --> 00:07:06.400]  只有當你能夠開始認識到
[00:07:06.400 --> 00:07:08.800]  神眼中的你的時候
[00:07:08.800 --> 00:07:11.000]  你纔可能在神的手中
[00:07:11.000 --> 00:07:14.000]  成爲神合用的器皿
[00:07:14.000 --> 00:07:15.800]  那你說我們怎麼樣能夠認識
[00:07:15.800 --> 00:07:18.400]  神眼中的我們呢
[00:07:18.400 --> 00:07:19.000]  兩方面
[00:07:19.000 --> 00:07:19.800]  第一個
[00:07:19.800 --> 00:07:22.800]  你要認識你的優點跟缺點
[00:07:22.800 --> 00:07:27.000]  跟你媽說你要認識你的優點跟缺點
[00:07:27.000 --> 00:07:30.400]  今天我們每個人都是神所創造的
[00:07:30.400 --> 00:07:32.400]  而當神創造我們的時候
[00:07:32.400 --> 00:07:34.000]  神也賜給我們每個人
[00:07:34.000 --> 00:07:39.000]  都有不同天然的本能跟特質
[00:07:39.000 --> 00:07:40.800]  每個人都不同
[00:07:40.800 --> 00:07:42.200]  所以說今天我們每一個人
[00:07:42.200 --> 00:07:44.000]  都有神所給我們
[00:07:44.000 --> 00:07:47.600]  天生的一些長處優點
[00:07:47.600 --> 00:07:52.400]  也有當然天生所帶來的短處跟缺點
[00:07:52.400 --> 00:07:54.600]  雖然在靈恩的領域裏面
[00:07:54.600 --> 00:07:55.800]  我們常常說
[00:07:55.800 --> 00:07:58.400]  在神沒有難成的事情
[00:07:58.400 --> 00:08:00.000]  雖然在靈恩的教會里
[00:08:00.000 --> 00:08:01.400]  我們常常宣告
[00:08:01.400 --> 00:08:03.200]  靠着那加給我力量的
[00:08:03.200 --> 00:08:05.000]  凡事都能做
[00:08:05.000 --> 00:08:07.000]  但是我還是要說
[00:08:07.000 --> 00:08:09.800]  一般而言
[00:08:09.800 --> 00:08:12.000]  一般來說
[00:08:12.000 --> 00:08:14.200]  當神要使用你的時候
[00:08:14.200 --> 00:08:17.800]  神還是按照你的優點來使用你的
[00:08:17.800 --> 00:08:18.800]  Amen
[00:08:18.800 --> 00:08:20.400]  不要一天到晚夢想到
[00:08:20.400 --> 00:08:22.200]  神要用你的短處
[00:08:22.200 --> 00:08:24.000]  神機其實要來發生
[00:08:24.000 --> 00:08:24.600]  No no no
[00:08:24.600 --> 00:08:27.600]  一般來講
[00:08:27.600 --> 00:08:29.000]  一般來講
[00:08:29.000 --> 00:08:33.600]  神還是要按照祂所賜給你的長處
[00:08:33.600 --> 00:08:35.000]  來使用你的
[00:08:35.000 --> 00:08:38.800]  所以你需要認識你的優點是什麼
[00:08:38.800 --> 00:08:40.800]  你的缺點是什麼
[00:08:40.800 --> 00:08:44.200]  當然我們中國人一向非常謙卑
[00:08:44.200 --> 00:08:45.300]  叫你說你的優點
[00:08:45.300 --> 00:08:47.800]  一個都想不起來不是嗎
[00:08:47.800 --> 00:08:48.600]  叫你說你的缺點
[00:08:48.600 --> 00:08:49.200]  一大堆
[00:08:49.200 --> 00:08:52.100]  我有好多缺點啊
[00:08:52.100 --> 00:08:55.200]  如果你說你有一大堆缺點
[00:08:55.200 --> 00:08:57.600]  就讓我恭喜你吧
[00:08:57.600 --> 00:09:01.200]  因爲那表示你有一大堆優點
[00:09:01.200 --> 00:09:02.500]  爲什麼呢
[00:09:02.500 --> 00:09:05.700]  因爲一個人的缺點跟優點
[00:09:05.700 --> 00:09:09.400]  其實是一體的兩面而已
[00:09:09.400 --> 00:09:12.000]  你說你是優柔寡斷
[00:09:12.000 --> 00:09:15.900]  反過來說你就是深思熟慮
[00:09:15.900 --> 00:09:19.100]  你會是個好參謀
[00:09:19.100 --> 00:09:21.300]  你說你個性很急
[00:09:21.300 --> 00:09:25.100]  反過來你是很能夠勇敢向前
[00:09:25.100 --> 00:09:28.800]  你會是個很好的開拓者
[00:09:28.800 --> 00:09:31.600]  每個缺點的背後
[00:09:31.600 --> 00:09:35.000]  都是你所擁有的潛能
[00:09:35.000 --> 00:09:36.200]  我再次說
[00:09:36.200 --> 00:09:38.900]  每個缺點的背後
[00:09:38.900 --> 00:09:42.500]  都是你所擁有的潛能
[00:09:42.500 --> 00:09:43.400]  如果說
[00:09:43.400 --> 00:09:46.500]  牧師我真的不知道我的優點跟缺點是什麼
[00:09:46.500 --> 00:09:51.000]  那最簡單就問一下你的另一半吧
[00:09:51.000 --> 00:09:52.600]  就很快知道了
[00:09:52.600 --> 00:09:54.300]  只是當他說你的缺點的時候
[00:09:54.300 --> 00:09:58.200]  千萬不要惱羞成怒
[00:09:58.200 --> 00:10:02.000]  因爲你真的需要知道你的優點是什麼
[00:10:02.000 --> 00:10:04.300]  你的缺點是什麼
[00:10:04.300 --> 00:10:09.900]  然後你就要花時間來發展你的優點
[00:10:09.900 --> 00:10:14.500]  永遠不要花時間來發展你的缺點
[00:10:14.500 --> 00:10:15.500]  我常說
[00:10:15.500 --> 00:10:19.200]  如果你唱歌像殺雞的話
[00:10:19.200 --> 00:10:21.000]  那無論你怎麼練聲樂
[00:10:21.000 --> 00:10:26.200]  練來練去只能從殺雞到不殺雞而已
[00:10:26.200 --> 00:10:32.600]  你怎麼能夠跟天生就能夠唱意大利歌劇的人相比呢
[00:10:32.600 --> 00:10:36.800]  不要花時間來發展你的缺點
[00:10:36.800 --> 00:10:41.200]  你一定要花時間發展你的優點
[00:10:41.200 --> 00:10:45.400]  好讓你的優點能夠成爲你的優勢
[00:10:45.400 --> 00:10:49.400]  就能夠遮蓋你自己的缺點
[00:10:49.400 --> 00:10:50.700]  所以第一個很重要
[00:10:50.700 --> 00:10:54.100]  你要認識你的優點跟缺點
[00:10:54.100 --> 00:10:55.000]  第二個
[00:10:55.000 --> 00:10:57.500]  你要認識神所給你的恩賜
[00:10:57.500 --> 00:11:01.200]  跟你旁說要認識神給你的恩賜
[00:11:01.200 --> 00:11:02.400]  恩賜是什麼呢
[00:11:02.400 --> 00:11:06.000]  恩賜是神所給你福祉的能力
[00:11:06.000 --> 00:11:09.500]  恩賜可以說是你信主之後
[00:11:09.500 --> 00:11:13.700]  神所給你一種潛能
[00:11:13.700 --> 00:11:16.100]  所以保羅在第六節到第八節裏面
[00:11:16.100 --> 00:11:19.900]  保羅提出了七種不同的恩賜
[00:11:19.900 --> 00:11:22.900]  如果你仔細看這段聖經所列出的恩賜
[00:11:22.900 --> 00:11:27.900]  是跟哥林多前書十二章所列的恩賜是不大一樣的
[00:11:27.900 --> 00:11:30.900]  我們常常提到哥林多前書十二章的恩賜
[00:11:30.900 --> 00:11:35.600]  哥林多前書十二章的恩賜多半都講到神機性的恩賜
[00:11:35.600 --> 00:11:39.000]  所以我們常常覺得與我們一點關係都沒有
[00:11:39.000 --> 00:11:40.500]  可是這裏不是
[00:11:40.500 --> 00:11:43.200]  這裏的恩賜我覺得我非常地喜歡列出來
[00:11:43.200 --> 00:11:47.100]  我把這裏的恩賜叫做平民化的恩賜
[00:11:47.100 --> 00:11:49.300]  因爲是我們比較能夠認同的
[00:11:49.300 --> 00:11:51.500]  這裏講的恩賜講了有預言的恩賜
[00:11:51.500 --> 00:11:52.900]  有指示的恩賜
[00:11:52.900 --> 00:11:55.100]  就是服務的恩賜
[00:11:55.100 --> 00:11:56.500]  有教導的恩賜
[00:11:56.500 --> 00:11:57.900]  有勸話的恩賜
[00:11:57.900 --> 00:11:59.600]  有施捨的恩賜
[00:11:59.600 --> 00:12:01.100]  有管理的恩賜
[00:12:01.100 --> 00:12:02.600]  還有憐憫的恩賜
[00:12:02.600 --> 00:12:05.100]  這些都是我們比較能夠明白
[00:12:05.100 --> 00:12:07.400]  比較能夠認同的
[00:12:07.400 --> 00:12:11.800]  但無論是哥林多前書十二章神機性的恩賜
[00:12:11.800 --> 00:12:15.700]  或者是這裏所說平民化的恩賜
[00:12:15.700 --> 00:12:19.100]  最重要的是神今天賜給我們每一個人
[00:12:19.100 --> 00:12:21.500]  都有不同的恩賜
[00:12:21.500 --> 00:12:22.300]  跟你媽說
[00:12:22.300 --> 00:12:26.200]  你有神所給你的恩賜跟她說
[00:12:26.200 --> 00:12:27.800]  而今天我們所需要做的
[00:12:27.800 --> 00:12:32.200]  就是要來認識神所給我們的恩賜是什麼
[00:12:32.200 --> 00:12:34.400]  怎麼來認識呢
[00:12:34.400 --> 00:12:37.900]  除了是禱告尋求之外
[00:12:37.900 --> 00:12:39.100]  其實最重要的
[00:12:39.100 --> 00:12:45.600]  你一定要主動地嘗試各樣不同的服飾
[00:12:45.600 --> 00:12:50.600]  你一定要主動嘗試各樣不同的服飾
[00:12:50.600 --> 00:12:52.400]  只有在嘗試當中
[00:12:52.400 --> 00:12:54.200]  我們會發現
[00:12:54.200 --> 00:12:55.700]  在某些事情上
[00:12:55.700 --> 00:12:58.100]  我們做得比較有果效
[00:12:58.100 --> 00:12:59.600]  在某些事情上
[00:12:59.600 --> 00:13:02.000]  我們不大合適去做
[00:13:02.000 --> 00:13:03.300]  如果你不去嘗試
[00:13:03.300 --> 00:13:07.200]  你永遠不會發覺你的恩賜
[00:13:07.200 --> 00:13:10.800]  有的時候很多的基督徒常常有錯誤的觀念
[00:13:10.800 --> 00:13:11.500]  他們常以爲
[00:13:11.500 --> 00:13:13.100]  如果不能做得最好
[00:13:13.100 --> 00:13:15.300]  我就乾脆什麼都不做
[00:13:15.300 --> 00:13:17.200]  你有這種觀念嗎
[00:13:17.200 --> 00:13:18.400]  當你有這種觀念的時候
[00:13:18.400 --> 00:13:20.500]  其實是你很驕傲
[00:13:20.500 --> 00:13:21.600]  面子問題
[00:13:21.600 --> 00:13:23.200]  你怕失敗
[00:13:23.200 --> 00:13:25.200]  其實就是怕失敗
[00:13:25.200 --> 00:13:26.200]  如果不能做得最好
[00:13:26.200 --> 00:13:27.600]  我就不做
[00:13:27.600 --> 00:13:30.400]  在這種錯誤的觀念之下
[00:13:30.400 --> 00:13:34.600]  以至於我們從來不敢去嘗試一些新的服飾
[00:13:34.600 --> 00:13:37.600]  我們也從來不敢讓我們自己
[00:13:37.600 --> 00:13:41.300]  給神來使用我們的機會
[00:13:41.300 --> 00:13:42.200]  但事實上弟兄姐妹
[00:13:42.200 --> 00:13:44.900]  沒有人天生會服飾的
[00:13:44.900 --> 00:13:46.400]  你不要光看那些大獎
[00:13:46.400 --> 00:13:48.800]  哇 真的好有恩賜
[00:13:48.800 --> 00:13:50.000]  你就從來沒有看見
[00:13:50.000 --> 00:13:53.200]  他背後有多少的眼淚
[00:13:53.200 --> 00:13:58.100]  在他背後曾經有多少失敗的經驗
[00:13:58.100 --> 00:13:59.400]  所以弟兄姐妹
[00:13:59.400 --> 00:14:01.400]  不要害怕失敗
[00:14:01.400 --> 00:14:05.900]  因爲如果沒有這些失敗經驗的累積
[00:14:05.900 --> 00:14:10.600]  哪裏能夠有成功的服飾呢
[00:14:10.600 --> 00:14:14.000]  所以你一定要主動嘗試各種不同的服飾
[00:14:14.000 --> 00:14:16.000]  當然除了嘗試之外
[00:14:16.000 --> 00:14:19.700]  別人的印證是很重要的
[00:14:19.700 --> 00:14:20.900]  否則的話
[00:14:20.900 --> 00:14:24.200]  光是你自己自我感覺良好
[00:14:24.200 --> 00:14:27.300]  別人都痛苦萬分
[00:14:27.300 --> 00:14:31.700]  這也是不能夠造就別人的服飾
[00:14:31.700 --> 00:14:33.800]  所以讓我給你一個非常簡單的
[00:14:33.800 --> 00:14:37.100]  操練恩賜的建議
[00:14:37.100 --> 00:14:40.700]  三個多一點
[00:14:40.700 --> 00:14:43.500]  第一個 多一點努力
[00:14:43.500 --> 00:14:46.400]  第二個 多一點檢討
[00:14:46.400 --> 00:14:49.300]  第三個 多一點改進
[00:14:49.300 --> 00:14:50.300]  三個多一點
[00:14:50.300 --> 00:14:51.400]  各位同學說來
[00:14:51.400 --> 00:14:53.000]  多一點努力
[00:14:53.000 --> 00:14:54.900]  多一點檢討
[00:14:54.900 --> 00:14:56.800]  多一點改進
[00:14:56.800 --> 00:15:00.900]  你就能活出神眼中的你
[00:15:00.900 --> 00:15:01.900]  你們
[00:15:01.900 --> 00:15:03.000]  所以第一個
[00:15:03.000 --> 00:15:06.100]  認識神眼中的你
[00:15:06.100 --> 00:15:07.300]  第二個
[00:15:07.300 --> 00:15:09.200]  你一定要學習團隊侍奉
[00:15:09.200 --> 00:15:12.600]  跟你們好像說要學習團隊侍奉
[00:15:12.600 --> 00:15:16.800]  保羅在第三節講到認識自己之後
[00:15:16.800 --> 00:15:19.200]  他立刻轉到另外一個題目
[00:15:19.200 --> 00:15:21.000]  第四節開始
[00:15:21.000 --> 00:15:24.600]  好像立刻就轉移講另外一件事情
[00:15:24.600 --> 00:15:26.500]  是同樣重要的事情
[00:15:26.500 --> 00:15:29.700]  就講到肢體配搭的觀念
[00:15:29.700 --> 00:15:30.200]  換句話說
[00:15:30.200 --> 00:15:32.100]  保羅在這裏提醒我們說
[00:15:32.100 --> 00:15:33.400]  一方面我們要看自己
[00:15:33.400 --> 00:15:35.000]  看得合乎忠道
[00:15:35.000 --> 00:15:35.900]  但另一方面
[00:15:35.900 --> 00:15:41.200]  服侍神絕對不是靠一個人單打獨鬥而已
[00:15:41.200 --> 00:15:43.800]  無論你再有恩賜
[00:15:43.800 --> 00:15:48.700]  你都不可能一個人獨立來完成神的工作
[00:15:48.700 --> 00:15:49.800]  在神的國度裏面
[00:15:49.800 --> 00:15:54.400]  我們一定要學習團隊侍奉
[00:15:54.400 --> 00:15:55.900]  兩方面
[00:15:55.900 --> 00:15:57.200]  第一個
[00:15:57.200 --> 00:15:59.700]  團隊侍奉是神的心意
[00:15:59.700 --> 00:16:04.000]  跟你們好像說團隊侍奉是神的心意
[00:16:04.000 --> 00:16:05.300]  因爲我們所信的神
[00:16:05.300 --> 00:16:07.700]  三一真神
[00:16:07.700 --> 00:16:10.600]  本身就是個團隊不是嗎
[00:16:10.600 --> 00:16:11.600]  聖經裏告訴我們
[00:16:11.600 --> 00:16:14.200]  今天我們所信的神是一位神
[00:16:14.200 --> 00:16:16.200]  獨一的真神
[00:16:16.200 --> 00:16:18.700]  但卻是三位一體的真神
[00:16:18.700 --> 00:16:20.100]  是獨一的真神
[00:16:20.100 --> 00:16:23.100]  卻有三個不同的位格
[00:16:23.100 --> 00:16:26.500]  聖父 聖子 聖靈
[00:16:26.500 --> 00:16:28.300]  什麼是位格呢
[00:16:28.300 --> 00:16:33.500]  位格就是有獨立的思想意志跟情感
[00:16:33.500 --> 00:16:35.900]  所以我們看見今天我們所信的神是
[00:16:35.900 --> 00:16:38.500]  獨一的真神一位神
[00:16:38.500 --> 00:16:42.100]  但在這一位神裏面卻有個小小的團隊
[00:16:42.100 --> 00:16:43.700]  三是最小的團隊
[00:16:43.700 --> 00:16:45.400]  三就是最小的團隊
[00:16:45.400 --> 00:16:49.200]  而我們所信的神是三位一體的真神
[00:16:49.200 --> 00:16:51.400]  聖父 聖子 聖靈
[00:16:51.400 --> 00:16:53.500]  三個位格是同等的
[00:16:53.500 --> 00:16:55.300]  沒有什麼高低之分的
[00:16:55.300 --> 00:16:57.500]  同等 同尊 同榮
[00:16:57.500 --> 00:17:00.300]  但是功能是不同
[00:17:00.300 --> 00:17:02.000]  所以我們看見我們所信的神
[00:17:02.000 --> 00:17:06.400]  祂自己就是一個工作的小團隊
[00:17:06.400 --> 00:17:10.100]  所以祂對教會的心意也是如此
[00:17:10.100 --> 00:17:12.900]  教會既然是基督的身體
[00:17:12.900 --> 00:17:16.300]  那既然我們的神是一個團隊的神
[00:17:16.300 --> 00:17:19.500]  所以難怪神也是要我們整個教會
[00:17:19.500 --> 00:17:21.900]  有一種團隊侍奉的佩搭
[00:17:21.900 --> 00:17:26.600]  所以保羅在這就用一個身體跟肢體來做比喻
[00:17:26.600 --> 00:17:29.300]  我們都是一個身體裏面不同的肢體
[00:17:29.300 --> 00:17:32.000]  每一個人功能都不同
[00:17:32.000 --> 00:17:36.400]  但是如果你要讓整個身體發揮它整體的功能的話
[00:17:36.400 --> 00:17:42.800]  就每一個肢體都要互相佩搭聯絡在一起纔可以
[00:17:42.800 --> 00:17:45.100]  就像鋼琴的琴鍵一樣
[00:17:45.100 --> 00:17:48.600]  鋼琴一共有八十八個琴鍵
[00:17:48.600 --> 00:17:54.000]  詩琴的姐妹們就知道每一個琴鍵都不可少
[00:17:54.000 --> 00:17:58.400]  雖然有時候你覺得你自己是最偏遠的一個琴鍵
[00:17:58.400 --> 00:18:00.500]  從來沒有人彈過你的
[00:18:00.500 --> 00:18:02.600]  你總覺得根本不需要你
[00:18:02.600 --> 00:18:04.900]  就像有時候你來到大教會里面
[00:18:04.900 --> 00:18:05.800]  你坐得遠遠
[00:18:05.800 --> 00:18:07.500]  你根本覺得我不需要
[00:18:07.500 --> 00:18:08.800]  不需要再被伸縮
[00:18:08.800 --> 00:18:11.600]  是有一大把人羣在這裏
[00:18:11.600 --> 00:18:15.400]  可是你要知道當詩琴要彈起花音來的時候
[00:18:15.400 --> 00:18:19.700]  你有時候聽到詩琴彈花音 最後有一聲
[00:18:19.700 --> 00:18:21.700]  咚一聲
[00:18:21.700 --> 00:18:26.100]  那就是你
[00:18:26.100 --> 00:18:27.900]  如果沒有你那個咚
[00:18:27.900 --> 00:18:29.100]  整個曲子就不完全
[00:18:29.100 --> 00:18:29.800]  無論前面彈多少
[00:18:29.800 --> 00:18:32.600]  就少了咚一聲
[00:18:32.600 --> 00:18:34.500]  你不要以爲你最偏遠了
[00:18:34.500 --> 00:18:37.600]  就是要用到你的時候
[00:18:37.600 --> 00:18:39.200]  你是不可少的
[00:18:39.200 --> 00:18:42.600]  跟你媽說你是不可少的
[00:18:42.600 --> 00:18:45.800]  團隊就是神的心意
[00:18:45.800 --> 00:18:46.900]  第二
