
[00:00:00.000 --> 00:00:04.900]  在我們今天講的這個題目 我很想大家看到
[00:02:43.500 --> 00:02:46.500]  教會究竟是存在在地上
[00:02:46.500 --> 00:02:48.500]  究竟是為了什麼呢
[00:02:48.500 --> 00:02:50.500]  我們看看這個大使命
[00:02:50.500 --> 00:02:53.500]  講這個大使命的內涵之前
[00:02:53.500 --> 00:02:58.500]  你看一看 在這個十八節到二十節之前
[00:02:58.500 --> 00:03:00.500]  那一句很重要
[00:03:00.500 --> 00:03:02.500]  我們一起讀好嗎
[00:03:02.500 --> 00:03:05.500]  他們見了耶穌就拜他
[00:03:05.500 --> 00:03:07.500]  然而還有人疑惑
[00:03:07.500 --> 00:03:09.500]  你真的覺得奇怪
[00:03:09.500 --> 00:03:12.500]  為什麼還有人疑惑
[00:03:12.500 --> 00:03:14.500]  總之他們在這裡
[00:03:14.500 --> 00:03:17.500]  見到耶穌約定的山上
[00:03:17.500 --> 00:03:22.500]  他們準備去再聽耶穌最後的一個祝福
[00:03:22.500 --> 00:03:24.500]  他們在這裡敬拜主耶穌
[00:03:24.500 --> 00:03:26.500]  但竟然還有人疑惑
[00:03:26.500 --> 00:03:28.500]  究竟他們疑惑什麼呢
[00:03:28.500 --> 00:03:30.500]  其實疑惑這個字
[00:03:30.500 --> 00:03:32.500]  在新約聖經就是在這裡
[00:03:32.500 --> 00:03:35.500]  另外一處只出現了兩次
[00:03:35.500 --> 00:03:38.500]  這個疑惑在希臘文叫Destatio
[00:03:38.500 --> 00:03:40.500]  就是一個的焦慮
[00:03:40.500 --> 00:03:42.500]  一個的恐懼
[00:03:42.500 --> 00:03:45.500]  彼得那個在十四章三十一節的疑惑
[00:03:45.500 --> 00:03:47.500]  就在風浪中
[00:03:47.500 --> 00:03:49.500]  他見到風浪他馬上害怕
[00:03:49.500 --> 00:03:51.500]  他就要跌落水中的時候
[00:03:51.500 --> 00:03:53.500]  他說主啊救我
[00:03:53.500 --> 00:03:55.500]  主耶穌一手將他拉起
[00:03:55.500 --> 00:03:57.500]  其實我們今天
[00:03:57.500 --> 00:03:59.500]  我們是對於前路
[00:03:59.500 --> 00:04:01.500]  對於我們的人生好
[00:04:01.500 --> 00:04:03.500]  對於我們家庭我們的事業好
[00:04:03.500 --> 00:04:05.500]  對於一切一切
[00:04:05.500 --> 00:04:07.500]  我們都要回去
[00:04:07.500 --> 00:04:09.500]  就是神的說話
[00:04:09.500 --> 00:04:11.500]  在祂的光照底下
[00:04:11.500 --> 00:04:13.500]  我們知道我們不需要懼怕
[00:04:13.500 --> 00:04:15.500]  在基督耶穌裡面
[00:04:15.500 --> 00:04:17.500]  這個就是我們人生真正的指望
[00:04:17.500 --> 00:04:19.500]  以及出路
[00:04:19.500 --> 00:04:21.500]  當我們能夠面對
[00:04:21.500 --> 00:04:24.500]  人生裡面各樣的挑戰的時候
[00:04:24.500 --> 00:04:26.500]  我們將我們的信心
[00:04:26.500 --> 00:04:29.500]  注目在這位呼召
[00:04:29.500 --> 00:04:32.500]  以及拯救我們救主耶穌的身上
[00:04:32.500 --> 00:04:34.500]  究竟門徒疑惑什麼呢
[00:04:34.500 --> 00:04:37.500]  他們是否懷疑耶穌的復活呢
[00:04:37.500 --> 00:04:39.500]  我覺得這個可能性很低
[00:04:39.500 --> 00:04:41.500]  因為耶穌已經復活了四十天了
[00:04:41.500 --> 00:04:43.500]  祂現在臨別在即
[00:04:43.500 --> 00:04:45.500]  要準備升天了
[00:04:45.500 --> 00:04:47.500]  所以這班門徒
[00:04:47.500 --> 00:04:49.500]  你說他們疑慮
[00:04:49.500 --> 00:04:51.500]  不是耶穌復活
[00:04:51.500 --> 00:04:53.500]  他們有另外的懷疑是什麼呢
[00:04:53.500 --> 00:04:55.500]  可能他們懷疑
[00:04:55.500 --> 00:04:57.500]  不知道耶穌會不會
[00:04:57.500 --> 00:04:59.500]  怎樣處置我們這班門徒
[00:04:59.500 --> 00:05:01.500]  這班門徒當時在耶穌被埋的那一夜
[00:05:01.500 --> 00:05:03.500]  他們去了哪裡呢
[00:05:03.500 --> 00:05:05.500]  他們四散
[00:05:05.500 --> 00:05:07.500]  那些羅馬兵來抓耶穌的時候
[00:05:07.500 --> 00:05:09.500]  他們後來就害怕了
[00:05:09.500 --> 00:05:12.500]  只剩下一個
[00:05:12.500 --> 00:05:14.500]  就是約翰
[00:05:14.500 --> 00:05:17.500]  連彼得他也三次不認主
[00:05:17.500 --> 00:05:19.500]  就是在那天的晚上
[00:05:19.500 --> 00:05:21.500]  但是後來
[00:05:21.500 --> 00:05:23.500]  你記得他們
[00:05:23.500 --> 00:05:26.500]  彼得帶著這班門徒
[00:05:26.500 --> 00:05:28.500]  我們不如去打魚了
[00:05:28.500 --> 00:05:30.500]  在提比利亞海邊
[00:05:30.500 --> 00:05:33.500]  耶穌親自來找他們
[00:05:33.500 --> 00:05:36.500]  耶穌問彼得三次
[00:05:36.500 --> 00:05:39.500]  你愛我比者先更心魔
[00:05:39.500 --> 00:05:42.500]  就是要彼得不要忘記祂的初心
[00:05:42.500 --> 00:05:46.500]  不要忘記祂原初夢召的使命
[00:05:46.500 --> 00:05:49.500]  耶穌要祂得人魚得魚
[00:05:49.500 --> 00:05:51.500]  不是得海上的魚
[00:05:51.500 --> 00:05:54.500]  是真的得著那些迷羊
[00:05:54.500 --> 00:05:58.500]  耶穌將這個使命重新牧養
[00:05:58.500 --> 00:06:00.500]  餵養群羊的責任
[00:06:00.500 --> 00:06:02.500]  即時托付
[00:06:02.500 --> 00:06:04.500]  要比過彼得
[00:06:04.500 --> 00:06:07.500]  和那些信心軟弱的門徒
[00:06:07.500 --> 00:06:09.500]  所以我們看見門徒
[00:06:09.500 --> 00:06:12.500]  最大的可能性他們疑慮什麼呢
[00:06:12.500 --> 00:06:15.500]  就是疑慮究竟怎麼辦呢
[00:06:15.500 --> 00:06:17.500]  現在我們的前路
[00:06:17.500 --> 00:06:19.500]  我們究竟原初跟隨主
[00:06:19.500 --> 00:06:21.500]  那個初心
[00:06:21.500 --> 00:06:23.500]  那個使命我們原本想著
[00:06:23.500 --> 00:06:25.500]  耶穌你要得國
[00:06:25.500 --> 00:06:27.500]  所以亞國約翰
[00:06:27.500 --> 00:06:29.500]  連他媽媽都來找耶穌
[00:06:29.500 --> 00:06:31.500]  如果你得國的時候
[00:06:31.500 --> 00:06:33.500]  得到這個地上的角度
[00:06:33.500 --> 00:06:35.500]  他們以為耶穌要建立地上的角度
[00:06:35.500 --> 00:06:37.500]  請你讓我兩個兒子
[00:06:37.500 --> 00:06:39.500]  坐在你兩邊
[00:06:39.500 --> 00:06:41.500]  做左右丞相
[00:06:41.500 --> 00:06:43.500]  這樣的意思
[00:06:43.500 --> 00:06:45.500]  做高官
[00:06:45.500 --> 00:06:47.500]  但是耶穌說我所建立的角度
[00:06:47.500 --> 00:06:49.500]  不是這個地上的角度
[00:06:49.500 --> 00:06:51.500]  地上的角度不是永存的
[00:06:51.500 --> 00:06:53.500]  只有天上的角度才是永存
[00:06:53.500 --> 00:06:55.500]  因為祂不是人手所建立的
[00:06:55.500 --> 00:06:57.500]  這個就是耶穌基督自己
[00:06:57.500 --> 00:07:00.500]  祂親自要來建造的
[00:07:00.500 --> 00:07:02.500]  對於這個前路
[00:07:02.500 --> 00:07:04.500]  他們是擔憂無可厚非
[00:07:04.500 --> 00:07:06.500]  因為他們突然間
[00:07:06.500 --> 00:07:10.500]  這個所謂地上的角度的夢幻
[00:07:10.500 --> 00:07:12.500]  猶太人要復國
[00:07:12.500 --> 00:07:14.500]  這個夢想突然間一掃而空
[00:07:14.500 --> 00:07:17.500]  因為耶穌被人盯在十字架
[00:07:17.500 --> 00:07:19.500]  祂雖然現在復活了
[00:07:19.500 --> 00:07:21.500]  但是前路應該怎麼走呢
[00:07:21.500 --> 00:07:23.500]  他們很迷惘
[00:07:23.500 --> 00:07:25.500]  這個也是最重要的原因
[00:07:25.500 --> 00:07:28.500]  為什麼耶穌復活了之後
[00:07:28.500 --> 00:07:30.500]  祂沒有立時升天呢
[00:07:30.500 --> 00:07:32.500]  祂留在地上那四十天做什麼呢
[00:07:32.500 --> 00:07:34.500]  如果根據聖經
[00:07:34.500 --> 00:07:36.500]  在《侍堂人傳》第一章第三節
[00:07:36.500 --> 00:07:38.500]  祂告訴我們
[00:07:38.500 --> 00:07:40.500]  耶穌用這四十天的時間
[00:07:40.500 --> 00:07:45.500]  祂不斷跟門徒講論神國的事
[00:07:45.500 --> 00:07:47.500]  神的角度的事
[00:07:47.500 --> 00:07:49.500]  就不只是一個教會的事
[00:07:49.500 --> 00:07:52.500]  是普世我們各族各方各民的
[00:07:52.500 --> 00:07:54.500]  每一個地上的教會
[00:07:54.500 --> 00:07:56.500]  只要祂真的認信耶穌基督
[00:07:56.500 --> 00:07:58.500]  為主為救主
[00:07:58.500 --> 00:08:01.500]  我們所侍奉所敬拜所傳揚的
[00:08:01.500 --> 00:08:03.500]  直到耶穌基督回來
[00:08:03.500 --> 00:08:06.500]  地上的教會都需要復興
[00:08:06.500 --> 00:08:08.500]  而且要重新不要忘記祂們的初心
[00:08:08.500 --> 00:08:11.500]  如果一個教會全立在這個地上
[00:08:11.500 --> 00:08:13.500]  慢慢走偏了路
[00:08:13.500 --> 00:08:15.500]  他們再不傳福音
[00:08:15.500 --> 00:08:18.500]  再不去建立門徒的話
[00:08:18.500 --> 00:08:21.500]  他只是很嚮往
[00:08:21.500 --> 00:08:23.500]  只是彼此相愛而以
[00:08:23.500 --> 00:08:25.500]  這個是不足夠的
[00:08:25.500 --> 00:08:27.500]  我們彼此相愛重要
[00:08:27.500 --> 00:08:30.500]  但是為了承托大使命的履行
[00:08:30.500 --> 00:08:34.500]  這個實踐是非常重要
[00:08:34.500 --> 00:08:36.500]  最近我帶幾個同工
[00:08:36.500 --> 00:08:40.500]  以及學清區有幾個導師
[00:08:40.500 --> 00:08:42.500]  我們一起去到新加坡
[00:08:42.500 --> 00:08:45.500]  一個叫 Heart of God 的教會
[00:08:45.500 --> 00:08:47.500]  他們教會平均年齡
[00:08:47.500 --> 00:08:49.500]  你猜多少歲?
[00:08:49.500 --> 00:08:52.500]  八十?
[00:08:52.500 --> 00:08:55.500]  不是,是十八
[00:08:55.500 --> 00:08:57.500]  他們教會平均年齡是十八歲
[00:08:57.500 --> 00:08:59.500]  為什麼這麼年輕呢?
[00:08:59.500 --> 00:09:02.500]  原來他們第一代的創立人
[00:09:02.500 --> 00:09:04.500]  都是一班年輕人
[00:09:04.500 --> 00:09:06.500]  他們創立的教會
[00:09:06.500 --> 00:09:08.500]  他們今天已經接近三十年了
[00:09:08.500 --> 00:09:10.500]  超過二十五年
[00:09:10.500 --> 00:09:12.500]  他們現在
[00:09:12.500 --> 00:09:14.500]  他們一路由兒童主義學
[00:09:14.500 --> 00:09:16.500]  一路去到青少年人
[00:09:16.500 --> 00:09:19.500]  他們在七歲、八歲的小孩子
[00:09:19.500 --> 00:09:21.500]  幫忙搬桌子、搬椅子
[00:09:21.500 --> 00:09:25.500]  去服侍、去做招待員
[00:09:25.500 --> 00:09:27.500]  他們給他們一個相機
[00:09:27.500 --> 00:09:29.500]  幫一些來賓可以拍照留念
[00:09:29.500 --> 00:09:33.500]  他們到了十幾歲的青少年人
[00:09:33.500 --> 00:09:35.500]  已經可以在後台
[00:09:35.500 --> 00:09:37.500]  他們有一個直播室
[00:09:37.500 --> 00:09:41.500]  是那些儀器比我們廣福堂這套儀器更複雜
[00:09:41.500 --> 00:09:43.500]  簡直好像電視台那些
[00:09:43.500 --> 00:09:47.500]  但是竟然是十二、三歲的青少年人
[00:09:47.500 --> 00:09:49.500]  他們為什麼信得過他們呢?
[00:09:49.500 --> 00:09:51.500]  因為他們訓練他們
[00:09:51.500 --> 00:09:53.500]  他們希望他們自由
[00:09:53.500 --> 00:09:57.500]  一路成長、一路愛主、愛人、愛教會
[00:09:57.500 --> 00:09:59.500]  愛傳福音
[00:09:59.500 --> 00:10:01.500]  所以他們是很好的見證
[00:10:01.500 --> 00:10:03.500]  他們在這個營會裏面
[00:10:03.500 --> 00:10:05.500]  今次他們說到
[00:10:05.500 --> 00:10:07.500]  他們有三個女孩子
[00:10:07.500 --> 00:10:10.500]  當時來教會的時候都是十一、二歲
[00:10:10.500 --> 00:10:12.500]  現在已經三十幾歲
[00:10:12.500 --> 00:10:14.500]  有一個已經結了婚
[00:10:14.500 --> 00:10:16.500]  有小孩子
[00:10:16.500 --> 00:10:18.500]  但是牧師跟我們分享的時候
[00:10:18.500 --> 00:10:20.500]  他說是一學眼淚
[00:10:20.500 --> 00:10:23.500]  你現在看到這三個就是成功的個案
[00:10:23.500 --> 00:10:24.500]  但是他說
[00:10:24.500 --> 00:10:26.500]  你看到他們當中
[00:10:26.500 --> 00:10:30.500]  每一個仍留在教會的這些青少年人
[00:10:30.500 --> 00:10:34.500]  其實背後有三個就已經不見了
[00:10:34.500 --> 00:10:37.500]  但是今天仍然是幾千人的教會
[00:10:37.500 --> 00:10:39.500]  他就很幽默地說
[00:10:39.500 --> 00:10:41.500]  他說好像殺種的比喻
[00:10:41.500 --> 00:10:43.500]  四種土壤只有一種
[00:10:43.500 --> 00:10:44.500]  是好土
[00:10:44.500 --> 00:10:46.500]  所以不要灰心
[00:10:46.500 --> 00:10:48.500]  今天你在團契、你在小組
[00:10:48.500 --> 00:10:51.500]  就算我們眼見
[00:10:51.500 --> 00:10:55.500]  我們現在可能都有很多不同的挑戰
[00:10:55.500 --> 00:10:59.500]  我們仍然是將我們眼目放在我們這位
[00:10:59.500 --> 00:11:01.500]  呼召我們的主耶穌身上
[00:11:01.500 --> 00:11:04.500]  祂給過教會的大使命
[00:11:04.500 --> 00:11:06.500]  我們一起唸出來
[00:11:06.500 --> 00:11:07.500]  在十八到二十節
[00:11:07.500 --> 00:11:10.500]  耶穌進前來對他們說
[00:11:10.500 --> 00:11:14.500]  天上地下所有的權柄都賜給我了
[00:11:14.500 --> 00:11:18.500]  所以你們要去使萬民作我的門徒
[00:11:18.500 --> 00:11:22.500]  奉父子聖靈的名給他們施洗
[00:11:22.500 --> 00:11:26.500]  凡我所吩咐你們的都教導他們遵守
[00:11:26.500 --> 00:11:29.500]  看啊!我天天與你們同在
[00:11:29.500 --> 00:11:32.500]  直到世代的終結
[00:11:32.500 --> 00:11:36.500]  這一段經文是講到大使命的內涵
[00:11:36.500 --> 00:11:38.500]  耶穌進前來
[00:11:38.500 --> 00:11:44.500]  耶穌是主動向這群仍然敬拜祂但仍然疑惑的門徒說話
[00:11:44.500 --> 00:11:47.500]  就好像昔日祂在登山變象的時候
[00:11:47.500 --> 00:11:50.500]  彼得亞的約翰見到耶穌
[00:11:50.500 --> 00:11:54.500]  他的樣子明亮、發光
[00:11:54.500 --> 00:11:56.500]  和摩西爾尼亞
[00:11:56.500 --> 00:11:58.500]  他們就驚起來
[00:11:58.500 --> 00:12:01.500]  耶穌進前來摸他們
[00:12:01.500 --> 00:12:03.500]  安慰他們
[00:12:03.500 --> 00:12:05.500]  兼顧他們的信心
[00:12:05.500 --> 00:12:07.500]  要他們不要害怕
[00:12:07.500 --> 00:12:09.500]  所以耶穌跟著跟他們說
[00:12:09.500 --> 00:12:12.500]  天上地下所有的權柄都賜給我了
[00:12:12.500 --> 00:12:16.500]  這個權柄是超乎萬民之上
[00:12:16.500 --> 00:12:19.500]  耶穌基督從死裡復活
[00:12:19.500 --> 00:12:21.500]  祂在十字架登山
[00:12:21.500 --> 00:12:27.500]  解除了我們罪的捆綁和要付的代價
[00:12:27.500 --> 00:12:31.500]  耶穌的復活是勝過陰間的權勢
[00:12:31.500 --> 00:12:35.500]  魔鬼用律法指控我們每一個人的罪
[00:12:35.500 --> 00:12:38.500]  但是我們每一個信靠耶穌的名的人
[00:12:38.500 --> 00:12:41.500]  都可以因著基督耶穌的緣故
[00:12:41.500 --> 00:12:43.500]  在十字架那個代贖的功勞
[00:12:43.500 --> 00:12:47.500]  我們就一定可以得到救贖
[00:12:47.500 --> 00:12:51.500]  這件事在菲臘比書二
[00:12:51.500 --> 00:12:54.500]  保羅跟我們說
[00:12:54.500 --> 00:12:58.500]  天父將耶穌升做至高
[00:12:58.500 --> 00:12:59.500]  因著祂的復活
[00:12:59.500 --> 00:13:03.500]  祂的名字是超乎萬民之上的名
[00:13:03.500 --> 00:13:05.500]  二里書第七章都跟我們說
[00:13:05.500 --> 00:13:08.500]  這位救贖主
[00:13:08.500 --> 00:13:11.500]  這位真正的尼塞亞
[00:13:11.500 --> 00:13:15.500]  祂的名字是要傳到永遠的
[00:13:15.500 --> 00:13:20.500]  我自己過去都有很多次講鬼的經驗
[00:13:20.500 --> 00:13:24.500]  我雖然沒有一次親眼見過這些邪靈
[00:13:24.500 --> 00:13:26.500]  但我知道祂們的存在
[00:13:26.500 --> 00:13:28.500]  但每一次我奉主耶穌的名字
[00:13:28.500 --> 00:13:32.500]  去驅鬼和吩咐這些邪靈
[00:13:32.500 --> 00:13:33.500]  去引身上離開
[00:13:33.500 --> 00:13:35.500]  祂就要信服
[00:13:35.500 --> 00:13:37.500]  不是我靠聲音大
[00:13:37.500 --> 00:13:38.500]  我沒有咪高峰
[00:13:38.500 --> 00:13:42.500]  我甚至起初我沒有經驗的時候
[00:13:42.500 --> 00:13:43.500]  在神樂山的時候
[00:13:43.500 --> 00:13:45.500]  喊破喉嚨
[00:13:45.500 --> 00:13:48.500]  通宵講鬼
[00:13:48.500 --> 00:13:50.500]  反而之後
[00:13:50.500 --> 00:13:54.500]  自己的聲音沙了
[00:13:54.500 --> 00:13:55.500]  失了聲
[00:13:55.500 --> 00:13:57.500]  但我看到
[00:13:57.500 --> 00:13:59.500]  原來神的靈
[00:13:59.500 --> 00:14:01.500]  透過祂的兒子耶穌基督
[00:14:01.500 --> 00:14:02.500]  那些烏鬼
[00:14:02.500 --> 00:14:04.500]  他們是信耶穌的
[00:14:04.500 --> 00:14:06.500]  不過他們是戰驚恐懼
[00:14:06.500 --> 00:14:09.500]  今天我們信奉神兒子之名的人
[00:14:09.500 --> 00:14:11.500]  我們是很有福氣的
[00:14:11.500 --> 00:14:14.500]  我們是可以奉父子聖靈的名
[00:14:14.500 --> 00:14:17.500]  我們去傳讓耶穌基督
[00:14:17.500 --> 00:14:20.500]  我們是叫人去作主的門徒
[00:14:20.500 --> 00:14:23.500]  這是大使命中心的思想
[00:14:23.500 --> 00:14:31.500]  這就是整個希臘文的長句子裡面的主要句子
[00:14:31.500 --> 00:14:34.500]  使萬民作主的門徒
[00:14:34.500 --> 00:14:36.500]  不只是我們的同胞
[00:14:36.500 --> 00:14:38.500]  是全世界各族各方各民
[00:14:38.500 --> 00:14:40.500]  所以為什麼每一個教會
[00:14:40.500 --> 00:14:42.500]  要忠於耶穌的大使命
[00:14:42.500 --> 00:14:44.500]  都需要做差傳
[00:14:44.500 --> 00:14:46.500]  我們願意差遣宣教士
[00:14:46.500 --> 00:14:47.500]  去到不同的地域
[00:14:47.500 --> 00:14:50.500]  我們願意去還這個福音寨
[00:14:50.500 --> 00:14:53.500]  不只是本地甚至去到地極
[00:14:53.500 --> 00:14:56.500]  還有你要叫人作主的門徒
[00:14:56.500 --> 00:14:58.500]  你必定要出去
[00:14:58.500 --> 00:15:00.500]  包括在我們這個城市裡面
[00:15:00.500 --> 00:15:03.500]  去到不同的朋友圈子裡面
[00:15:03.500 --> 00:15:05.500]  工作的環境裡面
[00:15:05.500 --> 00:15:08.500]  還有我們透過言行
[00:15:08.500 --> 00:15:10.500]  我們要去見證耶穌基督
[00:15:10.500 --> 00:15:12.500]  所以不只是傳福音
[00:15:12.500 --> 00:15:14.500]  你的生命的見證都是需要
[00:15:14.500 --> 00:15:16.500]  帶領他們回來教會
[00:15:16.500 --> 00:15:18.500]  他們信了主決志之後
[00:15:18.500 --> 00:15:20.500]  耶穌不是要決志數字
[00:15:20.500 --> 00:15:23.500]  這個決志是一個開始
[00:15:23.500 --> 00:15:26.500]  但必須要叫他們來受洗的話
[00:15:26.500 --> 00:15:29.500]  他要在基督的真理得到栽培
[00:15:29.500 --> 00:15:31.500]  信心得以堅固
[00:15:31.500 --> 00:15:33.500]  還有要教導他們
[00:15:33.500 --> 00:15:35.500]  教導他們不只是知識上
[00:15:35.500 --> 00:15:37.500]  是需要在什麼呢
[00:15:37.500 --> 00:15:39.500]  是去到一個層面就是
[00:15:39.500 --> 00:15:44.500]  他們要遵行神的兒子的吩咐
[00:15:44.500 --> 00:15:47.500]  這個就是這三個分詞
[00:15:47.500 --> 00:15:49.500]  這三個participle
[00:15:49.500 --> 00:15:52.500]  going, baptizing, teaching
[00:15:52.500 --> 00:15:55.500]  以至我們能夠make disciples
[00:15:55.500 --> 00:15:57.500]  你說這樣講好像很簡單
[00:15:57.500 --> 00:15:58.500]  是不是很簡單呢
[00:15:58.500 --> 00:15:59.500]  其實一點都不簡單
[00:15:59.500 --> 00:16:00.500]  我告訴大家
[00:16:00.500 --> 00:16:03.500]  這件事我們一生都要學習
[00:16:03.500 --> 00:16:05.500]  你說今天我不論你
[00:16:05.500 --> 00:16:07.500]  信主耶穌信了多少年
[00:16:07.500 --> 00:16:09.500]  你是不是一個扎實
[00:16:09.500 --> 00:16:14.500]  是跟隨主而行的一個門徒呢
[00:16:14.500 --> 00:16:17.500]  其實到我們年紀大
[00:16:17.500 --> 00:16:21.500]  我今年大家都知道我的年歲
[00:16:21.500 --> 00:16:24.500]  雖然明年未退休
[00:16:24.500 --> 00:16:27.500]  教會要我延遲多一年
[00:16:27.500 --> 00:16:33.500]  但其實我已經出道三十五年
[00:16:33.500 --> 00:16:35.500]  我亦都信主五十一年
[00:16:35.500 --> 00:16:38.500]  但我真是今生無悔
[00:16:38.500 --> 00:16:41.500]  我覺得這是神給我的使命
[00:16:41.500 --> 00:16:45.500]  我個人生我自己覺得一點都不會枉過
[00:16:45.500 --> 00:16:49.500]  而且每一個是可以有份參與
[00:16:49.500 --> 00:16:52.500]  去帶領他信主的
[00:16:52.500 --> 00:16:53.500]  我每一個個案
[00:16:53.500 --> 00:16:56.500]  有時候我現在回想都是歷歷在目
[00:16:56.500 --> 00:16:58.500]  我都很感動
[00:16:58.500 --> 00:17:02.500]  但有些其實可能我真是已經忘記了
[00:17:02.500 --> 00:17:04.500]  現在年紀越大
[00:17:04.500 --> 00:17:07.500]  有時越遠古那些就開始模糊
[00:17:07.500 --> 00:17:09.500]  但突然有人走過來說
[00:17:09.500 --> 00:17:11.500]  林牧師你記不記得
[00:17:11.500 --> 00:17:13.500]  你以前在加拿大是你為我決志
[00:17:13.500 --> 00:17:15.500]  你帶我信耶穌
[00:17:15.500 --> 00:17:16.500]  我說是嗎
[00:17:16.500 --> 00:17:18.500]  哦~這樣
[00:17:18.500 --> 00:17:20.500]  因為大家都可能都變了
[00:17:20.500 --> 00:17:21.500]  他的樣子又變了
[00:17:21.500 --> 00:17:23.500]  我的樣子又變了
[00:17:23.500 --> 00:17:25.500]  我自己看見
[00:17:25.500 --> 00:17:28.500]  原來這一切都是主的恩典
[00:17:28.500 --> 00:17:30.500]  但我們要怎樣學習去跟隨主
[00:17:30.500 --> 00:17:31.500]  作祂的門徒呢
[00:17:31.500 --> 00:17:32.500]  要衛生社稷
[00:17:32.500 --> 00:17:35.500]  背十價跟隨主是一回什麼事呢
[00:17:35.500 --> 00:17:37.500]  在我們今天這個時代
[00:17:37.500 --> 00:17:39.500]  我們更加要好好學習
[00:17:39.500 --> 00:17:43.500]  我發覺要一個教會好好履行大使命
[00:17:43.500 --> 00:17:46.500]  必須要同心相愛
[00:17:46.500 --> 00:17:48.500]  我們要實踐耶穌所說的
[00:17:48.500 --> 00:17:50.500]  就是這個大誡命
[00:17:50.500 --> 00:17:52.500]  這個大誡命對內對外
[00:17:52.500 --> 00:17:54.500]  我們都要彰顯轉的愛
[00:17:54.500 --> 00:17:58.500]  一個教會如果只是對內有愛心
[00:17:58.500 --> 00:18:00.500]  而對這個社會莫不關心
[00:18:00.500 --> 00:18:03.500]  不去關心其他有需要的人群的時候
[00:18:03.500 --> 00:18:07.500]  教會就變得越來越冷漠
[00:18:07.500 --> 00:18:10.500]  教會就跟這個社會脫節
[00:18:10.500 --> 00:18:11.500]  我們感謝神
[00:18:11.500 --> 00:18:13.500]  廣福堂不是一個這樣的教會
[00:18:13.500 --> 00:18:15.500]  我們弟兄姊妹可以彼此
[00:18:15.500 --> 00:18:18.500]  在裡面彼此相愛
