
[00:00:00.000 --> 00:00:03.640]  每個基督徒一定知道瑤書的功課
[00:01:42.400 --> 00:01:47.400]  要原諒一個殺死自己最寶貴最愛的幾個兒子
[00:01:47.400 --> 00:01:49.400]  是很困難的
[00:01:49.400 --> 00:01:51.400]  怎可以做得到呢
[00:01:51.400 --> 00:01:53.400]  還有一個問題就是說
[00:01:53.400 --> 00:01:55.400]  就算我饒恕了
[00:01:55.400 --> 00:01:56.400]  甚麼叫做饒恕呢
[00:01:56.400 --> 00:01:59.400]  饒恕是否代表我要和她交好呢
[00:01:59.400 --> 00:02:04.400]  當然我也希望這位人兄成為一個基督徒
[00:02:04.400 --> 00:02:05.400]  在主的愛裏面
[00:02:05.400 --> 00:02:10.400]  他也可以憑著主的恩典過一個豐盛的日後生命
[00:02:10.400 --> 00:02:13.400]  但他的生命我不想和他有來往
[00:02:13.400 --> 00:02:15.400]  很大的掙扎
[00:02:15.400 --> 00:02:20.400]  他就問這個問題 究竟我要不要和她 甚麼叫做饒恕呢
[00:02:20.400 --> 00:02:23.400]  可能你有你自己的看法
[00:02:23.400 --> 00:02:24.400]  或者我們看這篇經文
[00:02:24.400 --> 00:02:27.400]  或者我們一起探討
[00:02:27.400 --> 00:02:31.400]  其實這位女士沒錯 她的經歷是很悲傷
[00:02:31.400 --> 00:02:33.400]  但我相信她的心情
[00:02:33.400 --> 00:02:36.400]  是要學習饒恕這個功課
[00:02:36.400 --> 00:02:37.400]  或者她的掙扎
[00:02:37.400 --> 00:02:40.400]  可能都是你和我的掙扎或多或少
[00:02:40.400 --> 00:02:43.400]  有時有些人傷害了我們
[00:02:43.400 --> 00:02:45.400]  做了些不對的事
[00:02:45.400 --> 00:02:47.400]  可能這些是我們的家人
[00:02:47.400 --> 00:02:50.400]  可能又或者我們做工的同事
[00:02:50.400 --> 00:02:52.400]  又或者我們的朋友
[00:02:52.400 --> 00:02:54.400]  甚至無教會的弟兄姊妹
[00:02:54.400 --> 00:02:57.400]  得罪過我們
[00:02:57.400 --> 00:02:59.400]  我們怎樣去面對呢
[00:02:59.400 --> 00:03:04.400]  首先就說我們很重要去饒恕這個功課
[00:03:04.400 --> 00:03:06.400]  但饒恕這個功課談何容易呢
[00:03:06.400 --> 00:03:09.400]  我們每個人都懂得掛在口邊
[00:03:09.400 --> 00:03:13.400]  我們今天看這篇經文
[00:03:13.400 --> 00:03:15.400]  學習其中一個很重要的
[00:03:15.400 --> 00:03:19.400]  饒恕的一個訊息
[00:03:19.400 --> 00:03:23.400]  其實我們知道我們要饒恕
[00:03:23.400 --> 00:03:26.400]  但如果不饒恕也有很多問題
[00:03:26.400 --> 00:03:29.400]  一些報導告訴我們
[00:03:29.400 --> 00:03:33.400]  如果一些人是常懷一些恨意
[00:03:33.400 --> 00:03:35.400]  即是不肯寬恕
[00:03:35.400 --> 00:03:37.400]  其實他的免疫力也差一點
[00:03:37.400 --> 00:03:41.400]  還有就是容易生病
[00:03:41.400 --> 00:03:43.400]  例如心臟病
[00:03:43.400 --> 00:03:46.400]  如果生氣太多就要小心
[00:03:46.400 --> 00:03:49.400]  亦都精神不振
[00:03:49.400 --> 00:03:54.400]  因為太多東西在生氣中
[00:03:54.400 --> 00:03:58.400]  所以生氣這件事對我們對別人也不好
[00:03:58.400 --> 00:04:02.400]  聖經教我們原諒是一個寬恕
[00:04:02.400 --> 00:04:04.400]  是一個從心裏面的寬恕
[00:04:04.400 --> 00:04:06.400]  好像這篇經文
[00:04:06.400 --> 00:04:08.400]  或者我們今天看這篇經文
[00:04:08.400 --> 00:04:10.400]  在《馬太福音》十八章
[00:04:10.400 --> 00:04:12.400]  二十一節到三十五節
[00:04:12.400 --> 00:04:14.400]  很寶貴的經文
[00:04:14.400 --> 00:04:15.400]  其實很簡單的
[00:04:15.400 --> 00:04:17.400]  我想大家都會很熟悉
[00:04:17.400 --> 00:04:20.400]  我們再看看裏面的饒恕功課
[00:04:20.400 --> 00:04:23.400]  或者看看第十八章整體來說
[00:04:23.400 --> 00:04:26.400]  其實我們知道《馬太福音》有幾個講論
[00:04:26.400 --> 00:04:28.400]  其中一個很重要的講論
[00:04:28.400 --> 00:04:30.400]  就是一個信徒群體的講論
[00:04:30.400 --> 00:04:33.400]  十八章講到最重要的一個主旨
[00:04:33.400 --> 00:04:35.400]  就是謙卑
[00:04:35.400 --> 00:04:38.400]  首先講到我們不要看自己太重
[00:04:38.400 --> 00:04:40.400]  我們覺得自己很厲害
[00:04:40.400 --> 00:04:42.400]  我們要謙卑好像小孩子一樣
[00:04:42.400 --> 00:04:44.400]  不要和別人比較
[00:04:44.400 --> 00:04:47.400]  這個不是一個自我中心的生命
[00:04:47.400 --> 00:04:49.400]  當一個群體生活的時候
[00:04:49.400 --> 00:04:52.400]  我們再不是去看看誰厲害一點
[00:04:52.400 --> 00:04:54.400]  我們反而是看到別人的好處
[00:04:54.400 --> 00:04:56.400]  看看哪些人有罪
[00:04:56.400 --> 00:04:58.400]  我們要防備自己也要防備罪
[00:04:58.400 --> 00:05:02.400]  和群體一起過一個聖潔的生活
[00:05:02.400 --> 00:05:04.400]  接著再講到如果有罪的時候
[00:05:04.400 --> 00:05:06.400]  我們去提醒他們
[00:05:06.400 --> 00:05:07.400]  甚至紀律他們
[00:05:07.400 --> 00:05:09.400]  為了要挽回這些弟兄姊妹
[00:05:09.400 --> 00:05:11.400]  都是和罪有關
[00:05:11.400 --> 00:05:14.400]  但來到這裏的高潮就講到
[00:05:14.400 --> 00:05:17.400]  原來我們信仰群體一個最重要的
[00:05:17.400 --> 00:05:19.400]  就是當我們處理罪的時候
[00:05:19.400 --> 00:05:21.400]  我們一定要有寬恕
[00:05:21.400 --> 00:05:23.400]  特別當一些人傷害我們的時候
[00:05:23.400 --> 00:05:25.400]  得罪我們的時候
[00:05:25.400 --> 00:05:27.400]  我們更加要學習這個寬恕
[00:05:27.400 --> 00:05:29.400]  或者我們首先看看
[00:05:29.400 --> 00:05:33.400]  這句經文有彼得和主耶穌有個對話
[00:05:33.400 --> 00:05:36.400]  首先我們知道
[00:05:36.400 --> 00:05:39.400]  搖損是一個沒有限量的搖損
[00:05:39.400 --> 00:05:41.400]  不是一個有限的
[00:05:41.400 --> 00:05:43.400]  搖損了多少次我們就完
[00:05:43.400 --> 00:05:46.400]  我們一起讀第21節到第22節
[00:05:46.400 --> 00:05:48.400]  請大家一起讀
[00:05:48.400 --> 00:05:51.400]  那時彼得進前來對耶穌說
[00:05:51.400 --> 00:05:54.400]  主啊,我弟兄得罪我
[00:05:54.400 --> 00:05:56.400]  我當搖損他幾次呢
[00:05:56.400 --> 00:05:58.400]  到七次夠嗎?
[00:05:58.400 --> 00:06:00.400]  耶穌說,我告訴你
[00:06:00.400 --> 00:06:04.400]  不是七次,而是七十個七次
[00:06:04.400 --> 00:06:06.400]  我們首先看這兩節
[00:06:06.400 --> 00:06:09.400]  我們知道之前講到罪的問題
[00:06:09.400 --> 00:06:11.400]  所以彼得很容易想到
[00:06:11.400 --> 00:06:13.400]  如果得罪我的時候我要怎樣
[00:06:13.400 --> 00:06:17.400]  耶穌基督也之前講過搖損的功課
[00:06:17.400 --> 00:06:19.400]  他很自然就說,我要學搖損
[00:06:19.400 --> 00:06:23.400]  不過我的搖損應該是有限
[00:06:23.400 --> 00:06:25.400]  我估計,彼得這樣估計
[00:06:25.400 --> 00:06:28.400]  他就說了一件事,是不是七次呢?
[00:06:28.400 --> 00:06:32.400]  其實他這樣講,大家覺得他寬不寬容?
[00:06:32.400 --> 00:06:35.400]  都幾寬容
[00:06:35.400 --> 00:06:38.400]  因為他想想,如果你一犯罪
[00:06:38.400 --> 00:06:40.400]  就寬容,就原諒
[00:06:40.400 --> 00:06:42.400]  嘩,那不就常常被人傷害?
[00:06:42.400 --> 00:06:45.400]  所以都有些限制
[00:06:45.400 --> 00:06:47.400]  七是一個完整的數目
[00:06:47.400 --> 00:06:49.400]  其實都真是不錯
[00:06:49.400 --> 00:06:51.400]  在當時猶太人的社會裏面
[00:06:51.400 --> 00:06:53.400]  就有個共識
[00:06:53.400 --> 00:06:56.400]  原諒人三次都差不多
[00:06:56.400 --> 00:06:59.400]  他說七次是不錯
[00:06:59.400 --> 00:07:01.400]  但是原來這個標準
[00:07:01.400 --> 00:07:04.400]  比起耶穌基督的標準遠遠不及
[00:07:04.400 --> 00:07:08.400]  耶穌基督就說不是七次,是七十個七次
[00:07:08.400 --> 00:07:12.400]  這個七十個七次的原文的意思
[00:07:12.400 --> 00:07:14.400]  可能有兩個譯法
[00:07:14.400 --> 00:07:16.400]  一個就像這裡,七十個七次
[00:07:16.400 --> 00:07:18.400]  類似七十乘七
[00:07:18.400 --> 00:07:23.400]  也有一個意思是四百九十次
[00:07:23.400 --> 00:07:26.400]  另外一個就是七十再加七次
[00:07:26.400 --> 00:07:28.400]  即是七十七次
[00:07:28.400 --> 00:07:33.400]  無論如何,其實是一個很多的數目
[00:07:33.400 --> 00:07:35.400]  當然耶穌基督不是說
[00:07:35.400 --> 00:07:37.400]  七十八次就不原諒
[00:07:37.400 --> 00:07:39.400]  這個不是這個意思
[00:07:39.400 --> 00:07:42.400]  即是說無盡的寬恕
[00:07:42.400 --> 00:07:44.400]  即是無條件的
[00:07:44.400 --> 00:07:47.400]  不會有限制,隨時都要寬恕
[00:07:47.400 --> 00:07:50.400]  就好像哥倫多前書說
[00:07:50.400 --> 00:07:52.400]  愛是不計較人的惡
[00:07:52.400 --> 00:07:54.400]  你不會數著多少次
[00:07:54.400 --> 00:07:55.400]  然後去寬恕他
[00:07:55.400 --> 00:07:56.400]  全部都要寬恕
[00:07:56.400 --> 00:07:58.400]  這個就是一個很重要
[00:07:58.400 --> 00:08:00.400]  來到這裡你會說
[00:08:00.400 --> 00:08:02.400]  嘩,一直這麼寬恕
[00:08:02.400 --> 00:08:04.400]  自己豈不是很不公平
[00:08:04.400 --> 00:08:06.400]  對自己,這個人犯了罪
[00:08:06.400 --> 00:08:09.400]  對我,我還要主動地去付出
[00:08:09.400 --> 00:08:11.400]  要寬恕
[00:08:11.400 --> 00:08:13.400]  況且對方也未必接納
[00:08:13.400 --> 00:08:16.400]  未必需要我這個寬恕
[00:08:16.400 --> 00:08:19.400]  嘩,會不會一廂情願
[00:08:19.400 --> 00:08:23.400]  又會不會對罪有很多妥協
[00:08:23.400 --> 00:08:27.400]  即是說你都沒有原則
[00:08:27.400 --> 00:08:29.400]  是否都要赦免
[00:08:29.400 --> 00:08:33.400]  但當然我們前文後理一定不是這樣
[00:08:33.400 --> 00:08:35.400]  我們十五節這裡
[00:08:35.400 --> 00:08:36.400]  十八章十五節說
[00:08:36.400 --> 00:08:39.400]  若善你的弟兄得罪你
[00:08:39.400 --> 00:08:43.400]  你要去趁著他和你在一起的時候
[00:08:43.400 --> 00:08:45.400]  指出他的錯來
[00:08:45.400 --> 00:08:48.400]  即是說絕對不會和罪妥協
[00:08:48.400 --> 00:08:50.400]  但就以一個愛的寬容
[00:08:50.400 --> 00:08:53.400]  去面對對方的得罪我們
[00:08:53.400 --> 00:08:55.400]  這個是很重要
[00:08:55.400 --> 00:08:59.400]  所以我們每天的實踐
[00:08:59.400 --> 00:09:00.400]  寬恕
[00:09:00.400 --> 00:09:02.400]  我們想想這個世界
[00:09:02.400 --> 00:09:04.400]  你和我都是罪人
[00:09:04.400 --> 00:09:06.400]  你有什麼辦法不讓自己得罪
[00:09:06.400 --> 00:09:08.400]  所以饒恕這個千萬不要小看
[00:09:08.400 --> 00:09:10.400]  是一個很簡單的功課
[00:09:10.400 --> 00:09:13.400]  我們每天日常都會遇到
[00:09:13.400 --> 00:09:16.400]  你可能一天都要經歷過好幾次
[00:09:16.400 --> 00:09:17.400]  要寬恕別人
[00:09:17.400 --> 00:09:20.400]  或者你被人寬恕好多次
[00:09:20.400 --> 00:09:22.400]  我們不知道
[00:09:22.400 --> 00:09:23.400]  所以這樣的情況
[00:09:23.400 --> 00:09:26.400]  我們就要時常去饒恕別人
[00:09:26.400 --> 00:09:29.400]  有一次我看了一套錄影帶
[00:09:29.400 --> 00:09:32.400]  就是一些基督教的拍攝
[00:09:32.400 --> 00:09:35.400]  其中說到中年的危機
[00:09:35.400 --> 00:09:37.400]  你知道中年有做工的危機
[00:09:37.400 --> 00:09:38.400]  又有夫妻的危機
[00:09:38.400 --> 00:09:40.400]  可能兩者都兼備
[00:09:40.400 --> 00:09:41.400]  中年很多問題
[00:09:41.400 --> 00:09:43.400]  其中說到一對夫婦
[00:09:43.400 --> 00:09:44.400]  是這樣的
[00:09:44.400 --> 00:09:46.400]  太太很兇
[00:09:46.400 --> 00:09:48.400]  經常罵丈夫
[00:09:48.400 --> 00:09:50.400]  有人點頭
[00:09:50.400 --> 00:09:53.400]  不是說我們這樣
[00:09:53.400 --> 00:09:56.400]  只是聽我說
[00:09:56.400 --> 00:10:00.400]  太太聽完後面的故事
[00:10:00.400 --> 00:10:02.400]  太太很兇
[00:10:02.400 --> 00:10:04.400]  太太原來這麼兇
[00:10:04.400 --> 00:10:07.400]  丈夫原來是軟皮蛇
[00:10:07.400 --> 00:10:10.400]  被人罵就縮起來不出聲
[00:10:10.400 --> 00:10:12.400]  太太越罵越兇
[00:10:12.400 --> 00:10:17.400]  原來丈夫不懂跟別人溝通
[00:10:17.400 --> 00:10:19.400]  積累了很多怨憤
[00:10:19.400 --> 00:10:22.400]  有一次他爆發得很厲害
[00:10:22.400 --> 00:10:24.400]  有一次太太罵他
[00:10:24.400 --> 00:10:27.400]  他整個人好像瘋狂一樣
[00:10:27.400 --> 00:10:30.400]  說話用手
[00:10:30.400 --> 00:10:32.400]  令太太很害怕
[00:10:32.400 --> 00:10:34.400]  原來丈夫這麼兇
[00:10:34.400 --> 00:10:36.400]  他原來就是生了這麼久的憤怒
[00:10:36.400 --> 00:10:38.400]  一次過爆出來
[00:10:38.400 --> 00:10:39.400]  不止那一次
[00:10:39.400 --> 00:10:41.400]  以後他這樣對太太
[00:10:41.400 --> 00:10:43.400]  太太變得溫馴
[00:10:43.400 --> 00:10:45.400]  變了另一個角色
[00:10:45.400 --> 00:10:46.400]  調轉了
[00:10:46.400 --> 00:10:49.400]  丈夫就說我再不報復你
[00:10:49.400 --> 00:10:50.400]  因為你這樣做的時候
[00:10:50.400 --> 00:10:52.400]  以後都是這樣
[00:10:52.400 --> 00:10:53.400]  後來這個家庭
[00:10:53.400 --> 00:10:55.400]  大家都知道
[00:10:55.400 --> 00:10:57.400]  很面臨一個婚姻的破裂
[00:10:57.400 --> 00:10:58.400]  後來他們
[00:10:58.400 --> 00:11:00.400]  影帶就說到他們去了教會
[00:11:00.400 --> 00:11:02.400]  慢慢學會怎樣去溝通
[00:11:02.400 --> 00:11:04.400]  怎樣彼此傷害彼此饒恕
[00:11:04.400 --> 00:11:07.400]  所以這個是我們日常的生活
[00:11:07.400 --> 00:11:09.400]  我們不要以為怪
[00:11:09.400 --> 00:11:11.400]  耶穌基督說
[00:11:11.400 --> 00:11:14.400]  就算他得罪你七次
[00:11:14.400 --> 00:11:17.400]  如果跟你說對不起
[00:11:17.400 --> 00:11:18.400]  你都要去饒恕他
[00:11:18.400 --> 00:11:20.400]  很明顯這個饒恕的功課
[00:11:20.400 --> 00:11:21.400]  是經常有的
[00:11:21.400 --> 00:11:22.400]  耶穌基督是要求我們
[00:11:22.400 --> 00:11:23.400]  經常這樣做
[00:11:23.400 --> 00:11:25.400]  或者我們就看一下
[00:11:25.400 --> 00:11:26.400]  如果這樣做
[00:11:26.400 --> 00:11:29.400]  超出了彼得的想法的時候
[00:11:29.400 --> 00:11:31.400]  耶穌基督就用了一個比喻
[00:11:31.400 --> 00:11:34.400]  很詳細的解釋這個饒恕的功課
[00:11:34.400 --> 00:11:35.400]  是怎樣的
[00:11:35.400 --> 00:11:37.400]  以下我們下來
[00:11:37.400 --> 00:11:39.400]  前面這麼長的篇幅
[00:11:39.400 --> 00:11:41.400]  全部都是這個比喻
[00:11:41.400 --> 00:11:43.400]  我們首先將這個比喻
[00:11:43.400 --> 00:11:45.400]  分開兩邊去看
[00:11:45.400 --> 00:11:47.400]  第一就是看一下
[00:11:47.400 --> 00:11:48.400]  耶穌在前半段
[00:11:48.400 --> 00:11:49.400]  祂說出一個
[00:11:49.400 --> 00:11:52.400]  我們饒恕對方的一個基礎
[00:11:52.400 --> 00:11:54.400]  原來這個基礎
[00:11:54.400 --> 00:11:55.400]  就是說
[00:11:55.400 --> 00:11:59.400]  神是無條件的去饒恕我們
[00:11:59.400 --> 00:12:03.400]  我們是蒙赦罪的一些人
[00:12:03.400 --> 00:12:05.400]  我們一起讀
[00:12:05.400 --> 00:12:08.400]  23節到27節
[00:12:08.400 --> 00:12:10.400]  請我們一起讀
[00:12:10.400 --> 00:12:12.400]  因為天國好像一個王
[00:12:12.400 --> 00:12:14.400]  要和他僕人算帳
[00:12:14.400 --> 00:12:16.400]  他開始算的時候
[00:12:16.400 --> 00:12:21.400]  有人帶了一個欠他一萬鈴鐺的僕人來
[00:12:21.400 --> 00:12:24.400]  因為他沒有什麼償還之物
[00:12:24.400 --> 00:12:27.400]  主人下令把他和他妻子兒女
[00:12:27.400 --> 00:12:29.400]  以及一切所有的
[00:12:29.400 --> 00:12:31.400]  都賣了來償還
[00:12:31.400 --> 00:12:35.400]  那僕人就很服向他求求說
[00:12:35.400 --> 00:12:36.400]  寬容我吧
[00:12:36.400 --> 00:12:38.400]  我都會還你
[00:12:38.400 --> 00:12:41.400]  那僕人的主人就動了持心
[00:12:41.400 --> 00:12:42.400]  把他釋放了
[00:12:42.400 --> 00:12:45.400]  並且免了他的債
[00:12:45.400 --> 00:12:47.400]  這裡就說到有一個
[00:12:47.400 --> 00:12:48.400]  但是要留意
[00:12:48.400 --> 00:12:49.400]  我們開始說的時候
[00:12:49.400 --> 00:12:52.400]  天國就好像這樣
[00:12:52.400 --> 00:12:54.400]  其實主耶穌說饒恕的罪
[00:12:54.400 --> 00:12:56.400]  不需要這樣引子
[00:12:56.400 --> 00:12:58.400]  但祂提到天國
[00:12:58.400 --> 00:13:01.400]  很明顯我們知道馬太福音是說天國
[00:13:01.400 --> 00:13:03.400]  是主題
[00:13:03.400 --> 00:13:06.400]  所以很多說到教會裏面的生活
[00:13:06.400 --> 00:13:07.400]  信徒的生活
[00:13:07.400 --> 00:13:10.400]  是用天國來作為一個比喻
[00:13:10.400 --> 00:13:13.400]  就是說我們受天國這個法則的規限
[00:13:13.400 --> 00:13:15.400]  我們看看這裡就說
[00:13:15.400 --> 00:13:17.400]  好像有一個王
[00:13:17.400 --> 00:13:20.400]  這個王有很多神僕
[00:13:20.400 --> 00:13:23.400]  這個僕人可能是一些
[00:13:23.400 --> 00:13:26.400]  欠了債是一個很重要的官員
[00:13:26.400 --> 00:13:27.400]  你想想他欠了多少債
[00:13:27.400 --> 00:13:29.400]  我們看看他欠了多少債
[00:13:29.400 --> 00:13:32.400]  這裡說到一萬塔蓮德
[00:13:32.400 --> 00:13:36.400]  塔蓮德其實是一個重量的單位
[00:13:36.400 --> 00:13:39.400]  是當時羅馬的社會裏面
[00:13:39.400 --> 00:13:44.400]  最高的一種重量的單位
[00:13:44.400 --> 00:13:46.400]  等於我們今天西方
[00:13:46.400 --> 00:13:48.400]  很多時候我們美國英國
[00:13:48.400 --> 00:13:50.400]  我們說噸
[00:13:50.400 --> 00:13:53.400]  噸就是最重的單位
[00:13:53.400 --> 00:13:57.400]  但是塔蓮德一噸有多少
[00:13:57.400 --> 00:13:59.400]  就很視乎是一噸什麼
[00:13:59.400 --> 00:14:02.400]  一噸金一噸銀都很不同
[00:14:02.400 --> 00:14:03.400]  如果沒有說是什麼
[00:14:03.400 --> 00:14:05.400]  大概上是銀
[00:14:05.400 --> 00:14:07.400]  一噸的塔蓮德
[00:14:07.400 --> 00:14:10.400]  就等於大概六千個銀幣
[00:14:10.400 --> 00:14:12.400]  當時六千銀幣
[00:14:12.400 --> 00:14:13.400]  六千銀幣就是
[00:14:13.400 --> 00:14:16.400]  一個銀幣等於一天的工資
[00:14:16.400 --> 00:14:18.400]  換言之一個塔蓮德
[00:14:18.400 --> 00:14:19.400]  只是一個
[00:14:19.400 --> 00:14:22.400]  都有十六年的工資
[00:14:22.400 --> 00:14:24.400]  如果一生人打工
[00:14:24.400 --> 00:14:26.400]  大概三十年左右
[00:14:26.400 --> 00:14:27.400]  我當它是四十年
[00:14:27.400 --> 00:14:29.400]  差不多是三分之一
[00:14:29.400 --> 00:14:30.400]  或者甚至二分之一的
[00:14:30.400 --> 00:14:32.400]  一個賺到的錢
[00:14:32.400 --> 00:14:33.400]  一個而已
[00:14:33.400 --> 00:14:35.400]  現在有多少
[00:14:35.400 --> 00:14:37.400]  有一萬的塔蓮德
[00:14:37.400 --> 00:14:38.400]  意思就是說
[00:14:38.400 --> 00:14:40.400]  十六萬年的工資
[00:14:40.400 --> 00:14:42.400]  你想想你可不可以計出
[00:14:42.400 --> 00:14:43.400]  十六萬年的工資
[00:14:43.400 --> 00:14:45.400]  就是說這個是天文的數字
[00:14:45.400 --> 00:14:47.400]  根本計都計不到
[00:14:47.400 --> 00:14:49.400]  意思就是
[00:14:49.400 --> 00:14:50.400]  這個欠了這麼多錢
[00:14:50.400 --> 00:14:51.400]  哪有得還呢
[00:14:51.400 --> 00:14:53.400]  於是沒得還的情況
[00:14:53.400 --> 00:14:55.400]  這個主人就要他
[00:14:55.400 --> 00:14:57.400]  壞了自己
[00:14:57.400 --> 00:14:59.400]  兒女所有的物都要去
[00:14:59.400 --> 00:15:01.400]  還了這個債
[00:15:01.400 --> 00:15:02.400]  還了這個債的時候
[00:15:02.400 --> 00:15:04.400]  其實我想問大家
[00:15:04.400 --> 00:15:05.400]  你估計
[00:15:05.400 --> 00:15:07.400]  十六萬年的
[00:15:07.400 --> 00:15:09.400]  一些收入
[00:15:09.400 --> 00:15:11.400]  就算全家做了奴隸
[00:15:11.400 --> 00:15:13.400]  熬一輩子
[00:15:13.400 --> 00:15:15.400]  你估計還不還得完呢
[00:15:15.400 --> 00:15:18.400]  都不還得完
[00:15:18.400 --> 00:15:20.400]  所以主人叫他們
[00:15:20.400 --> 00:15:23.400]  其實都有這個理由
[00:15:23.400 --> 00:15:25.400]  因為當時欠債還錢
[00:15:25.400 --> 00:15:27.400]  還不到就要做人的奴隸
[00:15:27.400 --> 00:15:29.400]  繼續去賺錢
[00:15:29.400 --> 00:15:31.400]  這樣就是償還
[00:15:31.400 --> 00:15:33.400]  但是這個僕人沒有了
[00:15:33.400 --> 00:15:34.400]  於是他怎樣呢
[00:15:34.400 --> 00:15:35.400]  你看他那個神情
[00:15:35.400 --> 00:15:37.400]  就是俯伏向他叩頭
[00:15:37.400 --> 00:15:39.400]  五體投地
[00:15:39.400 --> 00:15:41.400]  是一個很可憐的情況
[00:15:41.400 --> 00:15:43.400]  他就說
[00:15:43.400 --> 00:15:44.400]  又說了一句話
[00:15:44.400 --> 00:15:46.400]  寬容我吧
[00:15:46.400 --> 00:15:47.400]  就是多給我一點時間
[00:15:47.400 --> 00:15:49.400]  我就會還你的了
[00:15:49.400 --> 00:15:51.400]  我想問
[00:15:51.400 --> 00:15:53.400]  他是不是很實際的
[00:15:53.400 --> 00:15:55.400]  這樣的應許呢
[00:15:55.400 --> 00:15:57.400]  其實他根本還不到
[00:15:57.400 --> 00:15:59.400]  但是這個處境
[00:15:59.400 --> 00:16:01.400]  卻是這個主人
[00:16:01.400 --> 00:16:03.400]  這個皇帝很可憐他
[00:16:03.400 --> 00:16:05.400]  這個講話
[00:16:05.400 --> 00:16:07.400]  他說僕人的主人動了慈心
[00:16:07.400 --> 00:16:09.400]  這個字在馬尼福音講到
[00:16:09.400 --> 00:16:11.400]  耶穌基督見到那些人
[00:16:11.400 --> 00:16:13.400]  好像是好四處流離
[00:16:13.400 --> 00:16:15.400]  他就動了慈心
[00:16:15.400 --> 00:16:17.400]  這個字是一個悲憫的情
[00:16:17.400 --> 00:16:19.400]  在他心裏拿出來
[00:16:19.400 --> 00:16:21.400]  整個人都感受到
[00:16:21.400 --> 00:16:23.400]  這個憐恤
[00:16:23.400 --> 00:16:25.400]  他的做法
[00:16:25.400 --> 00:16:27.400]  剛才很大件事
[00:16:27.400 --> 00:16:29.400]  如果欠千文的數字
[00:16:29.400 --> 00:16:31.400]  真是解決不了的
[00:16:31.400 --> 00:16:33.400]  但是竟然
[00:16:33.400 --> 00:16:35.400]  27節這裡輕描淡寫
[00:16:35.400 --> 00:16:37.400]  這裡講到他動了慈心
[00:16:37.400 --> 00:16:39.400]  就釋放了他
[00:16:39.400 --> 00:16:41.400]  釋放了他不是叫他出去賺錢
[00:16:41.400 --> 00:16:43.400]  還錢給我
[00:16:43.400 --> 00:16:45.400]  所有的
[00:16:45.400 --> 00:16:47.400]  一分一毛
[00:16:47.400 --> 00:16:49.400]  都不需要還
[00:16:49.400 --> 00:16:51.400]  你有沒有想過這樣
[00:16:51.400 --> 00:16:53.400]  一個很大的
[00:16:53.400 --> 00:16:55.400]  泰山額頂的巨債
[00:16:55.400 --> 00:16:57.400]  突然間沒了
[00:16:57.400 --> 00:16:59.400]  你覺得主人怎樣
[00:16:59.400 --> 00:17:01.400]  很慷慨
[00:17:01.400 --> 00:17:03.400]  很有恩慈
[00:17:03.400 --> 00:17:05.400]  這個就是主人的
[00:17:05.400 --> 00:17:07.400]  做法
[00:17:07.400 --> 00:17:09.400]  就等於
[00:17:09.400 --> 00:17:11.400]  今天我們經常說
[00:17:11.400 --> 00:17:13.400]  買房子
[00:17:13.400 --> 00:17:15.400]  如果你買房子
[00:17:15.400 --> 00:17:17.400]  接下來幾十年
