
[00:00:00.000 --> 00:00:03.100]  今天是猜拳相周的第一個主日
[00:03:57.080 --> 00:03:59.800]  以及當中說到未來的拯救
[00:03:59.800 --> 00:04:02.760]  到了四十章和六十六章的時候
[00:04:02.760 --> 00:04:04.680]  是在第二個情景裏面
[00:04:04.680 --> 00:04:07.360]  是說到耶和華的拯救
[00:04:07.360 --> 00:04:08.520]  實際的拯救
[00:04:08.520 --> 00:04:10.480]  如何給盼望以色列民
[00:04:10.480 --> 00:04:12.400]  如何呼召以色列民
[00:04:12.400 --> 00:04:14.040]  希望他們做些什麼
[00:04:14.040 --> 00:04:18.760]  認罪迴轉到耶和華唯一真神救主的當中
[00:04:18.760 --> 00:04:21.520]  去跟從耶和華
[00:04:21.520 --> 00:04:25.840]  去傳揚這個救贖去到萬邦
[00:04:25.840 --> 00:04:26.880]  所以當中
[00:04:26.880 --> 00:04:29.880]  極忠的耶路撒的榮耀就彰顯出來了
[00:04:29.880 --> 00:04:33.880]  還有說到末世末來的審判
[00:04:33.880 --> 00:04:37.320]  但是我們知道我們所用的經文
[00:04:37.320 --> 00:04:41.040]  是集中在四十章到五十五章的經文裏面
[00:04:41.040 --> 00:04:45.400]  我們的宣講
[00:04:45.400 --> 00:04:48.080]  港臺裏面的宣講
[00:04:48.080 --> 00:04:51.600]  如果看四十章到五十五章當時
[00:04:51.600 --> 00:04:54.480]  我就看到四點希望跟大家分享
[00:04:54.480 --> 00:04:58.520]  第一點是說到耶和華在萬邦當中的掌權性
[00:04:58.520 --> 00:05:01.760]  第二點是說到耶和華的獨特
[00:05:01.760 --> 00:05:05.280]  無意的慰格或者他的屬性
[00:05:05.280 --> 00:05:07.360]  第三點是說到耶和華的呼召
[00:05:07.360 --> 00:05:09.440]  呼召以色列民
[00:05:09.440 --> 00:05:12.760]  第四點我說到耶和華是不斷更新的帶領
[00:05:12.760 --> 00:05:18.560]  鞏固保守以色列民造神的工作
[00:05:18.560 --> 00:05:20.840]  如果看這四點當中當時
[00:05:20.840 --> 00:05:22.840]  我們慢慢去思想
[00:05:22.840 --> 00:05:26.040]  所以在今天正道當中
[00:05:26.040 --> 00:05:28.720]  不是一個言經式的講道
[00:05:28.720 --> 00:05:30.840]  是一個主題式的講道
[00:05:30.840 --> 00:05:32.520]  當有一個主題式的講道的時候
[00:05:32.520 --> 00:05:35.160]  聖經的經文就會多一點點
[00:05:35.160 --> 00:05:39.520]  讓大家明白這四點是怎麼講的
[00:05:39.520 --> 00:05:41.720]  聖經裏面說得清楚就是說
[00:05:41.720 --> 00:05:44.120]  我們以色列民提點出來的
[00:05:44.120 --> 00:05:46.880]  就是說要成爲外邦人的光
[00:05:46.880 --> 00:05:49.440]  或者萬民的光是怎麼樣的呢
[00:05:49.440 --> 00:05:52.240]  聖經裏面有三段的經文說到這一點
[00:05:52.240 --> 00:05:54.480]  所以我們慢慢逐段逐段去看
[00:05:54.480 --> 00:05:55.800]  第一次經文就是在《二醜亞書》
[00:05:55.800 --> 00:05:59.800]  四十二章六節所說的作外邦人的光
[00:05:59.800 --> 00:06:03.280]  我們大家從中讀這段經文起
[00:06:03.280 --> 00:06:06.520]  我耶和華憑公義召你
[00:06:06.520 --> 00:06:08.640]  必參彩你的手
[00:06:08.640 --> 00:06:09.720]  保守你
[00:06:09.720 --> 00:06:12.200]  使你作衆民的宗保
[00:06:12.200 --> 00:06:15.040]  作外邦人的光
[00:06:15.040 --> 00:06:16.880]  這裏說得很清楚
[00:06:16.880 --> 00:06:18.480]  一開始的時候
[00:06:18.480 --> 00:06:19.760]  最前幾個字是什麼
[00:06:19.760 --> 00:06:22.600]  我耶和華
[00:06:22.600 --> 00:06:24.000]  他做了什麼
[00:06:24.000 --> 00:06:28.520]  他憑公義召以色列民
[00:06:28.520 --> 00:06:31.560]  必參附你的手
[00:06:31.560 --> 00:06:34.120]  保守你
[00:06:34.120 --> 00:06:35.520]  然後再說下去的時候
[00:06:35.520 --> 00:06:36.680]  使你
[00:06:36.680 --> 00:06:38.560]  這個字我是重點放在這裏
[00:06:38.560 --> 00:06:40.080]  使你是什麼
[00:06:40.080 --> 00:06:41.000]  是給你
[00:06:41.000 --> 00:06:43.320]  不單單是給你這麼簡單的
[00:06:43.320 --> 00:06:47.920]  是使你委身去專注
[00:06:47.920 --> 00:06:51.280]  使你能夠光強去做一些事
[00:06:51.280 --> 00:06:53.600]  特別可以說是授予委任
[00:06:53.600 --> 00:06:57.600]  成爲萬民外邦人的光
[00:06:57.600 --> 00:06:59.160]  衆民的宗保
[00:06:59.160 --> 00:07:00.920]  是很另類的字詞
[00:07:00.920 --> 00:07:03.480]  是強化你專注要做的一件事
[00:07:03.480 --> 00:07:04.360]  委任你
[00:07:04.360 --> 00:07:07.000]  讓你任命去做的一件事
[00:07:07.000 --> 00:07:08.680]  所以這時候你要明白
[00:07:08.680 --> 00:07:12.280]  我們使你作衆民的宗保
[00:07:12.280 --> 00:07:13.520]  外邦人的光
[00:07:13.520 --> 00:07:15.440]  其實講宣教打大聖命
[00:07:15.440 --> 00:07:16.640]  其實是不是我們說
[00:07:16.640 --> 00:07:17.440]  做什麼就做什麼的
[00:07:17.440 --> 00:07:18.600]  不是的
[00:07:18.600 --> 00:07:22.360]  是神在當中呼召
[00:07:22.360 --> 00:07:24.800]  光強
[00:07:24.800 --> 00:07:26.080]  然後保守
[00:07:26.080 --> 00:07:27.520]  這樣的做法
[00:07:27.520 --> 00:07:28.440]  所以大聖命實踐
[00:07:28.440 --> 00:07:30.640]  不是靠自己的資源力量
[00:07:30.640 --> 00:07:31.400]  怎麼去做
[00:07:31.400 --> 00:07:33.080]  而是我們要專注
[00:07:33.080 --> 00:07:35.080]  依賴神的帶領
[00:07:35.080 --> 00:07:36.160]  光強
[00:07:36.160 --> 00:07:37.240]  來委身實踐
[00:07:37.240 --> 00:07:41.720]  神所指示要做的宣教工作
[00:07:41.720 --> 00:07:42.680]  第二點
[00:07:42.680 --> 00:07:43.880]  我們看《經文》
[00:07:43.880 --> 00:07:45.360]  它講到外邦人的光
[00:07:45.360 --> 00:07:46.640]  當時在《二串話書》
[00:07:46.640 --> 00:07:48.560]  四十九章六節
[00:07:48.560 --> 00:07:49.680]  我一起衆讀
[00:07:49.680 --> 00:07:50.680]  起
[00:07:50.680 --> 00:07:52.360]  現在他說
[00:07:52.360 --> 00:07:54.000]  你作我的僕人
[00:07:54.000 --> 00:07:56.640]  使雅各衆之派復興
[00:07:56.640 --> 00:08:01.720]  使你各族團歸回尚爲小事
[00:08:01.720 --> 00:08:04.840]  我還以使你作外邦人的光
[00:08:04.840 --> 00:08:07.160]  叫你施行我的咎因
[00:08:07.160 --> 00:08:09.200]  直到地極
[00:08:09.200 --> 00:08:10.440]  這裏所講的
[00:08:10.440 --> 00:08:11.480]  不是開始就說
[00:08:11.480 --> 00:08:12.560]  我耶和華
[00:08:12.560 --> 00:08:13.960]  這裏說的是什麼
[00:08:13.960 --> 00:08:15.960]  我的僕人
[00:08:15.960 --> 00:08:18.080]  用紅色的字
[00:08:18.080 --> 00:08:19.440]  其實一般來說
[00:08:19.440 --> 00:08:23.640]  是指向神的公衆
[00:08:23.640 --> 00:08:25.120]  神的事情
[00:08:25.120 --> 00:08:26.960]  藍色就是人的公衆
[00:08:26.960 --> 00:08:28.040]  人的事情
[00:08:28.040 --> 00:08:30.200]  但這裏說的是僕人
[00:08:30.200 --> 00:08:31.320]  那是人
[00:08:31.320 --> 00:08:34.000]  但我想重點的不是說僕人
[00:08:34.000 --> 00:08:38.240]  我所說的是耶和華的僕人
[00:08:38.240 --> 00:08:39.360]  這個重點
[00:08:39.360 --> 00:08:40.960]  是耶和華的僕人
[00:08:40.960 --> 00:08:41.800]  還要如何
[00:08:41.800 --> 00:08:44.640]  使雅各衆之派復興
[00:08:44.640 --> 00:08:49.120]  使你各族團歸回
[00:08:49.120 --> 00:08:51.920]  但是聖經後面那四個字很重要
[00:08:51.920 --> 00:08:53.800]  說什麼
[00:08:53.800 --> 00:08:55.960]  尚爲小事
[00:08:55.960 --> 00:08:57.560]  你覺得怪不怪
[00:08:57.560 --> 00:09:01.320]  怎麼會復興也是小事
[00:09:01.320 --> 00:09:03.400]  在巴比倫國受壓
[00:09:03.400 --> 00:09:05.200]  復興出來小事
[00:09:05.200 --> 00:09:06.840]  不是吧
[00:09:06.840 --> 00:09:12.800]  歸歸耶和華當中的保守
[00:09:12.800 --> 00:09:14.840]  祝福盼望裏面
[00:09:14.840 --> 00:09:15.880]  是小事嗎
[00:09:15.880 --> 00:09:17.680]  爲什麼耶和華會這麼說
[00:09:17.680 --> 00:09:19.880]  因爲相比之下
[00:09:19.880 --> 00:09:20.600]  後面有
[00:09:20.600 --> 00:09:24.160]  我還要使你作外邦人的光
[00:09:24.160 --> 00:09:25.600]  叫你施行我的拯救
[00:09:25.600 --> 00:09:28.280]  直到地極
[00:09:28.280 --> 00:09:29.840]  所以清晰看到
[00:09:29.840 --> 00:09:32.160]  尚爲小事的是什麼小事
[00:09:32.160 --> 00:09:34.440]  自己以色列國的復興迴歸
[00:09:34.440 --> 00:09:35.480]  在神的角度來說
[00:09:35.480 --> 00:09:37.600]  是小事而已
[00:09:37.600 --> 00:09:39.360]  神的視野看哪裏
[00:09:39.360 --> 00:09:40.920]  是不是看以色列國
[00:09:40.920 --> 00:09:42.280]  不是這麼簡單
[00:09:42.280 --> 00:09:45.400]  是看萬邦外邦
[00:09:45.400 --> 00:09:46.480]  甚至我們現在這麼說
[00:09:46.480 --> 00:09:48.160]  就是美德之盟裏面
[00:09:48.160 --> 00:09:51.560]  祂的視野只有萬國萬民
[00:09:51.560 --> 00:09:52.760]  所以希望
[00:09:52.760 --> 00:09:53.880]  盼望當中
[00:09:53.880 --> 00:09:56.200]  以色列民成爲外邦人的光
[00:09:56.200 --> 00:09:56.800]  就是這樣的道理
[00:09:56.800 --> 00:09:58.560]  施行神的救恩
[00:09:58.560 --> 00:09:59.520]  直到地極
[00:09:59.520 --> 00:10:02.360]  這就爲之大事
[00:10:02.360 --> 00:10:03.200]  我們看
[00:10:03.200 --> 00:10:04.760]  當中的時候明白
[00:10:04.760 --> 00:10:06.880]  神給了迴歸
[00:10:06.880 --> 00:10:08.000]  給了復興
[00:10:08.000 --> 00:10:10.680]  背後有個照明
[00:10:10.680 --> 00:10:11.720]  相比來說
[00:10:11.720 --> 00:10:13.480]  看得出哪個是重點
[00:10:13.480 --> 00:10:15.520]  哪個是次點
[00:10:15.520 --> 00:10:18.080]  好使我們能夠真正明白到
[00:10:18.080 --> 00:10:20.200]  被祝福蒙福之後
[00:10:20.200 --> 00:10:23.440]  是要將救恩的光傳到地極
[00:10:23.440 --> 00:10:24.280]  因此
[00:10:24.280 --> 00:10:26.560]  也就是說得到極大
[00:10:26.560 --> 00:10:30.080]  極中的榮美
[00:10:30.080 --> 00:10:32.040]  我看第三點的經文
[00:10:32.040 --> 00:10:34.560]  說到萬民之光
[00:10:34.560 --> 00:10:37.800]  我一起中到五十一章四節起
[00:10:37.800 --> 00:10:39.400]  我的百姓
[00:10:39.400 --> 00:10:40.840]  要向我留心
[00:10:40.840 --> 00:10:42.280]  我的國民
[00:10:42.280 --> 00:10:44.120]  要按我質疑
[00:10:44.120 --> 00:10:46.880]  因爲忿悔必從我而出
[00:10:46.880 --> 00:10:49.040]  我必堅定我的公理
[00:10:49.040 --> 00:10:51.800]  爲萬民之光
[00:10:51.800 --> 00:10:53.080]  這裏很清晰地說
[00:10:53.080 --> 00:10:54.360]  忿悔從哪裏出來的
[00:10:54.360 --> 00:10:56.400]  是出於耶和華自己
[00:10:56.400 --> 00:10:58.000]  如果忿悔當中的時候
[00:10:58.000 --> 00:11:00.440]  就包含不了很多的
[00:11:00.440 --> 00:11:01.360]  實常生活
[00:11:01.360 --> 00:11:04.040]  甚至救贖當中要做的事情
[00:11:04.040 --> 00:11:05.040]  怎麼處理
[00:11:05.040 --> 00:11:05.880]  還有耶和華說
[00:11:05.880 --> 00:11:09.480]  我必堅定我的公理
[00:11:09.480 --> 00:11:10.120]  公理
[00:11:10.120 --> 00:11:12.320]  英文可以說是Justice
[00:11:12.320 --> 00:11:13.880]  也可以用一個字眼說
[00:11:13.880 --> 00:11:18.360]  是神的掌權當中核心的元素
[00:11:18.360 --> 00:11:20.800]  耶和華說神必堅定
[00:11:20.800 --> 00:11:22.200]  堅立祂的公理
[00:11:22.200 --> 00:11:24.240]  成爲萬邦的光
[00:11:24.240 --> 00:11:25.760]  有耶和華的公理
[00:11:25.760 --> 00:11:27.120]  有耶和華的公正
[00:11:27.120 --> 00:11:28.200]  公義當中的時候
[00:11:28.200 --> 00:11:30.800]  萬邦當中的智慧都出來
[00:11:30.800 --> 00:11:34.360]  耶和華說必堅定這個工作
[00:11:34.360 --> 00:11:35.320]  如果這樣想的時候
[00:11:35.320 --> 00:11:36.960]  我們看得出一樣東西
[00:11:36.960 --> 00:11:37.880]  就是說
[00:11:37.880 --> 00:11:41.000]  神的宣教的啓動者
[00:11:41.000 --> 00:11:43.400]  神的宣教的裝架者
[00:11:43.400 --> 00:11:45.400]  完全都是耶和華的身份
[00:11:45.400 --> 00:11:47.280]  祂自己拿了
[00:11:47.280 --> 00:11:48.920]  就是拿了一個掌權
[00:11:48.920 --> 00:11:51.000]  帶領、支援、強化者
[00:11:51.000 --> 00:11:52.800]  就是耶和華
[00:11:52.800 --> 00:11:55.120]  不單單是祂強化
[00:11:55.120 --> 00:11:56.360]  掌權帶領
[00:11:56.360 --> 00:11:59.040]  還有祂是成就者
[00:11:59.040 --> 00:12:01.240]  事情必定會成就
[00:12:01.240 --> 00:12:02.840]  耶和華的心意
[00:12:02.840 --> 00:12:04.200]  祂喜悅的
[00:12:04.200 --> 00:12:08.200]  必定會成就
[00:12:08.200 --> 00:12:10.400]  所以我們可以清楚看到
[00:12:10.400 --> 00:12:11.840]  耶和華對以色列明的拯救
[00:12:11.840 --> 00:12:13.560]  在巴比倫國裏面的拯救出來
[00:12:13.560 --> 00:12:14.560]  是一個照明
[00:12:14.560 --> 00:12:16.120]  照明當中的背後
[00:12:16.120 --> 00:12:18.080]  要他們成爲萬邦的光
[00:12:18.080 --> 00:12:20.680]  即道地劫
[00:12:20.680 --> 00:12:22.200]  所以我們看第一點
[00:12:22.200 --> 00:12:23.520]  我們所說的就是
[00:12:23.520 --> 00:12:25.800]  耶和華在萬邦當中的掌權
[00:12:25.800 --> 00:12:28.400]  如果看耶和華在萬邦當中的掌權當中的時候
[00:12:28.400 --> 00:12:29.560]  最主要是看
[00:12:29.560 --> 00:12:31.840]  祂在以色列的輪廓當中
[00:12:31.840 --> 00:12:33.800]  做了什麼工作
[00:12:33.800 --> 00:12:34.760]  祂說掌權
[00:12:34.760 --> 00:12:36.240]  以色列文在巴比倫
[00:12:36.240 --> 00:12:37.840]  但是祂在輪廓裏面怎麼看
[00:12:37.840 --> 00:12:42.280]  我看三個不同的視野
[00:12:42.280 --> 00:12:43.320]  第一個視野
[00:12:43.320 --> 00:12:44.960]  我看的是埃及
[00:12:44.960 --> 00:12:45.680]  古實
[00:12:45.680 --> 00:12:47.200]  和西巴
[00:12:47.200 --> 00:12:50.880]  耶和華如何在這些萬邦當中的國裏面掌權
[00:12:50.880 --> 00:12:54.200]  《以色列書》四十三章三至四次這樣說
[00:12:54.200 --> 00:12:55.560]  因爲我是耶和華
[00:12:55.560 --> 00:12:57.520]  你的神是以色列的聖者
[00:12:57.520 --> 00:12:58.200]  你的救主
[00:12:58.200 --> 00:13:00.960]  我已經使埃及作你的屬家
[00:13:00.960 --> 00:13:04.120]  使古實和西巴代替你
[00:13:04.120 --> 00:13:07.920]  因我看你爲寶爲尊
[00:13:07.920 --> 00:13:09.440]  又因我愛你
[00:13:09.440 --> 00:13:11.480]  所以我使人代替你
[00:13:11.480 --> 00:13:16.320]  使你幫人替換你的生命
[00:13:16.320 --> 00:13:17.760]  我開始看紅色
[00:13:17.760 --> 00:13:20.680]  我們看到耶和華怎麼說祂自己
[00:13:20.680 --> 00:13:23.400]  因爲
[00:13:23.400 --> 00:13:26.040]  一開始是說因爲
[00:13:26.040 --> 00:13:28.240]  第四節也是說因爲
[00:13:28.240 --> 00:13:31.680]  後面第二點也是因爲
[00:13:31.680 --> 00:13:33.240]  完全是因爲什麼
[00:13:33.240 --> 00:13:35.440]  因爲我是耶和華
[00:13:35.440 --> 00:13:36.560]  是你的神
[00:13:36.560 --> 00:13:38.600]  因爲我是以色列的聖者
[00:13:38.600 --> 00:13:39.960]  是你的救主
[00:13:39.960 --> 00:13:41.200]  所以我做這些事
[00:13:41.200 --> 00:13:43.080]  因爲我看你爲自保
[00:13:43.080 --> 00:13:44.760]  爲尊
[00:13:44.760 --> 00:13:46.920]  因爲我愛你
[00:13:46.920 --> 00:13:48.360]  因爲這樣的緣故
[00:13:48.360 --> 00:13:50.320]  所以耶和華在萬邦當中
[00:13:50.320 --> 00:13:52.760]  在埃及古實西巴當中
[00:13:52.760 --> 00:13:55.440]  作出歧視
[00:13:55.440 --> 00:13:56.440]  再看當時
[00:13:56.440 --> 00:13:57.760]  這裏經文所說
[00:13:57.760 --> 00:13:58.760]  第三節
[00:13:58.760 --> 00:14:03.440]  他用很清晰的視野說出的關係
[00:14:03.440 --> 00:14:04.720]  和以色列人的關係
[00:14:04.720 --> 00:14:07.840]  和耶和華自己本身是什麼的遺格
[00:14:07.840 --> 00:14:10.480]  很清晰地說
[00:14:10.480 --> 00:14:12.840]  在香港我認識了一個
[00:14:12.840 --> 00:14:14.440]  侍功的朋友
[00:14:14.440 --> 00:14:16.000]  侍功的朋友當時
[00:14:16.000 --> 00:14:17.520]  我們知道每個人有卡片
[00:14:17.520 --> 00:14:19.000]  派卡片
[00:14:19.000 --> 00:14:20.640]  派卡片一張卡片
[00:14:20.640 --> 00:14:22.080]  但是那張卡片很另類
[00:14:22.080 --> 00:14:24.200]  爲什麼另類化
[00:14:24.200 --> 00:14:26.400]  不是一張卡片
[00:14:26.400 --> 00:14:29.680]  是有三張卡片
[00:14:29.680 --> 00:14:31.040]  摺在一起
[00:14:31.040 --> 00:14:33.080]  即是說可以打開
[00:14:33.080 --> 00:14:34.320]  如果打開卡片
[00:14:34.320 --> 00:14:35.240]  我沒有見過
[00:14:35.240 --> 00:14:36.560]  而且不是底面
[00:14:36.560 --> 00:14:37.640]  或者是摺一摺
[00:14:37.640 --> 00:14:38.920]  是三摺
[00:14:38.920 --> 00:14:41.200]  摺 摺 這樣
[00:14:41.200 --> 00:14:42.360]  即是說
[00:14:42.360 --> 00:14:43.280]  他給我一個名片
[00:14:43.280 --> 00:14:44.400]  我看了他的
[00:14:44.400 --> 00:14:45.280]  他的鹹頭
[00:14:45.280 --> 00:14:46.440]  什麼什麼
[00:14:46.440 --> 00:14:47.120]  其實看到就是
[00:14:47.120 --> 00:14:50.840]  很重視他的位分是怎樣
[00:14:50.840 --> 00:14:52.160]  要我說重不重視他的位分
[00:14:52.160 --> 00:14:53.080]  他重視
[00:14:53.080 --> 00:14:55.480]  但是很清晰地說得清清楚楚
[00:14:55.480 --> 00:14:58.760]  不需要大詳細地說很多東西
[00:14:58.760 --> 00:14:59.960]  我是耶和華
[00:14:59.960 --> 00:15:00.960]  一個已經夠了
[00:15:00.960 --> 00:15:02.520]  如果在聖經的時候
[00:15:02.520 --> 00:15:04.000]  我是耶和華
[00:15:04.000 --> 00:15:05.680]  你要留心聽
[00:15:05.680 --> 00:15:09.360]  還有是你的神
[00:15:09.360 --> 00:15:10.640]  不是你其他的親戚
[00:15:10.640 --> 00:15:12.080]  是你的神
[00:15:12.080 --> 00:15:12.600]  再說
[00:15:12.600 --> 00:15:13.760]  是你其他的聖者
[00:15:13.760 --> 00:15:14.280]  有沒有其他
[00:15:14.280 --> 00:15:15.480]  沒有
[00:15:15.480 --> 00:15:16.200]  是你的救主
[00:15:16.200 --> 00:15:16.680]  有沒有其他
[00:15:16.680 --> 00:15:17.320]  沒有
[00:15:17.320 --> 00:15:18.840]  是他的
[00:15:18.840 --> 00:15:20.120]  說得清清楚楚
[00:15:20.120 --> 00:15:21.160]  他的位分是怎樣
[00:15:21.160 --> 00:15:23.760]  他的關係是怎樣
[00:15:23.760 --> 00:15:24.800]  然後就說
[00:15:24.800 --> 00:15:29.160]  我看你爲寶貝
[00:15:29.160 --> 00:15:31.600]  爲高尊最高崇
[00:15:31.600 --> 00:15:34.280]  我是喜愛的
[00:15:34.280 --> 00:15:36.120]  我愛你
[00:15:36.120 --> 00:15:37.560]  所以當中
[00:15:37.560 --> 00:15:39.520]  埃及 古實 西巴
[00:15:39.520 --> 00:15:40.400]  這些國家
[00:15:40.400 --> 00:15:41.920]  大家知道埃及在哪裏嗎
[00:15:41.920 --> 00:15:43.280]  古實就差不多是
[00:15:43.280 --> 00:15:44.920]  埃塞俄比亞這樣的說法
[00:15:44.920 --> 00:15:47.360]  西巴等於是蘇丹的地方這樣的說法
[00:15:47.360 --> 00:15:48.480]  如果你再想一想
[00:15:48.480 --> 00:15:49.840]  這些是大國
[00:15:49.840 --> 00:15:51.040]  但是
[00:15:51.040 --> 00:15:52.800]  和以色列國
[00:15:52.800 --> 00:15:55.120]  指紋對比沒得比
[00:15:55.120 --> 00:15:56.800]  所以
[00:15:56.800 --> 00:15:58.280]  就是這些的
[00:15:58.280 --> 00:16:00.600]  埃及 古實 西巴
[00:16:00.600 --> 00:16:02.160]  就成爲你的屬家
[00:16:02.160 --> 00:16:03.600]  成爲代替了你
[00:16:03.600 --> 00:16:04.960]  成爲交換你的生命
[00:16:04.960 --> 00:16:07.360]  所以你可以從巴比倫國出來
[00:16:07.360 --> 00:16:10.160]  這是什麼意思
