
[00:00:00.000 --> 00:00:05.800]  學者的研究發現,人類某些身體器官
[00:05:51.000 --> 00:05:54.000]  試問怎樣可以教好人民呢?
[00:05:54.000 --> 00:05:57.000]  怎樣可以使他們行在正路呢?
[00:05:57.000 --> 00:06:01.000]  於是全國的人都陷在這些罪惡當中」
[00:06:01.000 --> 00:06:04.000]  第二段是13至15節
[00:06:04.000 --> 00:06:06.000]  我抽了其中兩節出來
[00:06:06.000 --> 00:06:08.000]  「在撒瑪利亞的先知中
[00:06:08.000 --> 00:06:10.000]  我看見可驗的事
[00:06:10.000 --> 00:06:12.000]  他們警奉巴力的名說預言
[00:06:12.000 --> 00:06:15.000]  使我的子民以色列走錯了路
[00:06:15.000 --> 00:06:17.000]  在耶路撒冷的先知中
[00:06:17.000 --> 00:06:18.000]  我看見可怕的事
[00:06:18.000 --> 00:06:21.000]  他們犯奸淫行事虛假
[00:06:21.000 --> 00:06:25.000]  堅固惡人的手以至沒有人離棄惡行
[00:06:25.000 --> 00:06:28.000]  在我看來他們都像索多瑪人
[00:06:28.000 --> 00:06:33.000]  耶路撒冷的居民也像俄摩拉人一樣」
[00:06:33.000 --> 00:06:39.000]  以色列到索羅門的兒子羅波安繼位後
[00:06:39.000 --> 00:06:42.000]  分裂成為南北兩國
[00:06:42.000 --> 00:06:48.000]  以色列北國的首都就是撒瑪利亞
[00:06:48.000 --> 00:06:54.000]  他們的先知竟然奉巴力的名說預言
[00:06:54.000 --> 00:06:56.000]  巴力是什麼呢?
[00:06:56.000 --> 00:07:01.000]  巴力其實就是外邦人拜的假神
[00:07:01.000 --> 00:07:03.000]  因為他們是假神
[00:07:03.000 --> 00:07:05.000]  所以不是叫他們神
[00:07:05.000 --> 00:07:07.000]  我們叫他們偶像
[00:07:07.000 --> 00:07:10.000]  巴力就是這些外邦人所拜的偶像
[00:07:10.000 --> 00:07:16.000]  耶和華的先知竟然奉外邦人神的名說預言
[00:07:16.000 --> 00:07:20.000]  這其實是一件幾荒謬的事
[00:07:20.000 --> 00:07:25.000]  還有就是耶路撒冷的先知其實都不太好
[00:07:25.000 --> 00:07:27.000]  他們一樣都是一塌糊塗
[00:07:27.000 --> 00:07:31.000]  奸淫行事虛假
[00:07:31.000 --> 00:07:34.000]  即是他們偽善
[00:07:34.000 --> 00:07:35.000]  說一套做一套
[00:07:35.000 --> 00:07:38.000]  更甚的是他們堅固惡人的手
[00:07:38.000 --> 00:07:40.000]  即是助長惡人的惡行
[00:07:40.000 --> 00:07:43.000]  以至人人都行惡
[00:07:43.000 --> 00:07:49.000]  耶利米形容這些先知是所多瑪人
[00:07:49.000 --> 00:07:53.000]  而耶路撒冷的居民就好像是俄摩拉人一樣
[00:07:53.000 --> 00:07:56.000]  其實所多瑪和俄摩拉在舊約裏
[00:07:56.000 --> 00:07:59.000]  是兩個象徵著罪惡的城市
[00:07:59.000 --> 00:08:03.000]  這兩個城市最後都是被神毀滅的
[00:08:03.000 --> 00:08:07.000]  可想而知當時的先知和百姓
[00:08:07.000 --> 00:08:10.000]  他們的道德是多麼的敗壞
[00:08:10.000 --> 00:08:13.000]  第三段就是16至22節
[00:08:13.000 --> 00:08:16.000]  我又抽了這兩節出來
[00:08:16.000 --> 00:08:18.000]  萬君子耶和華這樣說
[00:08:18.000 --> 00:08:23.000]  不要聽從這些向你們說預言的先知所說的話
[00:08:23.000 --> 00:08:26.000]  他們使你們存有虛幻的希望
[00:08:26.000 --> 00:08:29.000]  他們所講的意象是出於自己的心思
[00:08:29.000 --> 00:08:31.000]  不是出於耶和華的口
[00:08:31.000 --> 00:08:34.000]  他們不斷對那些藐視我的人說
[00:08:34.000 --> 00:08:37.000]  耶和華說你們必平安無事
[00:08:37.000 --> 00:08:41.000]  又對隨從自己環境的心行事的人說
[00:08:41.000 --> 00:08:44.000]  災禍必不臨到你們
[00:08:44.000 --> 00:08:47.000]  其實這段經文
[00:08:47.000 --> 00:08:50.000]  告訴我們先知有三個特點
[00:08:50.000 --> 00:08:54.000]  第一就是他們讓人有虛幻的希望
[00:08:54.000 --> 00:08:58.000]  即是說那些所謂的盼望是假的
[00:08:58.000 --> 00:09:03.000]  第二就是他們所傳的不是出於神的
[00:09:03.000 --> 00:09:07.000]  而是他們按照自己的心意去講
[00:09:07.000 --> 00:09:10.000]  第三就是
[00:09:10.000 --> 00:09:16.000]  那些惡人原本是神講得很清楚要懲罰他們
[00:09:16.000 --> 00:09:19.000]  但這些先知卻對這些惡人說
[00:09:19.000 --> 00:09:21.000]  沒事的 沒事的
[00:09:21.000 --> 00:09:24.000]  不用怕 你們有平安
[00:09:24.000 --> 00:09:27.000]  他們沒有提醒那些先知
[00:09:27.000 --> 00:09:29.000]  沒有撥亂反正
[00:09:29.000 --> 00:09:31.000]  這就是他們第三個特點
[00:09:31.000 --> 00:09:33.000]  這段經文讓我們看到
[00:09:33.000 --> 00:09:38.000]  這些先知不傳講神的說話
[00:09:38.000 --> 00:09:41.000]  他們只是按照自己的心意
[00:09:41.000 --> 00:09:44.000]  講一些人家喜歡聽的說話
[00:09:44.000 --> 00:09:47.000]  看到這裡我不知道大家有什麼感覺
[00:09:47.000 --> 00:09:50.000]  我覺得有點心寒
[00:09:50.000 --> 00:09:56.000]  為什麼服侍神 侍奉的人
[00:09:56.000 --> 00:10:00.000]  這些先知竟然去到這麼差的地步
[00:10:00.000 --> 00:10:01.000]  其實也不是沒有理由的
[00:10:01.000 --> 00:10:05.000]  因為根據一些學者的研究認為
[00:10:05.000 --> 00:10:09.000]  猶大國在約西亞王的時候
[00:10:09.000 --> 00:10:12.000]  曾經進行一次宗教改革
[00:10:12.000 --> 00:10:18.000]  當時就將那些拜偶像的幽壇全部拆掉
[00:10:18.000 --> 00:10:20.000]  而其實當時不少的先知
[00:10:20.000 --> 00:10:24.000]  都是依附著這些幽壇來工作
[00:10:24.000 --> 00:10:27.000]  所以當這些幽壇被拆掉之後
[00:10:27.000 --> 00:10:30.000]  這些先知唯有搬進耶路撒冷
[00:10:30.000 --> 00:10:34.000]  耶路撒冷一下子就多了很多先知
[00:10:34.000 --> 00:10:38.000]  這些先知的質素也很參差
[00:10:38.000 --> 00:10:41.000]  大家為了要博上位
[00:10:41.000 --> 00:10:45.000]  各出其謀 吸引客戶 爭客
[00:10:45.000 --> 00:10:50.000]  希望爭取收視率 收聽率和點擊率
[00:10:50.000 --> 00:10:54.000]  他們務求要入屋
[00:10:54.000 --> 00:10:59.000]  於是唯有講一些人家喜歡聽的說話
[00:10:59.000 --> 00:11:04.000]  這些都是耶利米所身處的年代的背景
[00:11:04.000 --> 00:11:07.000]  聽起來好像有點荒謬
[00:11:07.000 --> 00:11:10.000]  但大家千萬不要以為不關我們事
[00:11:10.000 --> 00:11:12.000]  不要以為這些是以前的事
[00:11:12.000 --> 00:11:13.000]  不關今天的事
[00:11:13.000 --> 00:11:17.000]  其實這些事情都可能在今天的教會裡出現
[00:11:17.000 --> 00:11:22.000]  不過是換了另外一些形式
[00:11:22.000 --> 00:11:25.000]  神在世上設立教會
[00:11:25.000 --> 00:11:27.000]  教會其中一個功能
[00:11:27.000 --> 00:11:29.000]  就好像昔日的先知一樣
[00:11:29.000 --> 00:11:32.000]  將神的訊息向人傳講
[00:11:32.000 --> 00:11:36.000]  教導人行真理 行在上帝的道路上
[00:11:36.000 --> 00:11:38.000]  但今時今日的教會
[00:11:38.000 --> 00:11:42.000]  有沒有好好發揮這方面的功能呢?
[00:11:42.000 --> 00:11:45.000]  最近我看到一篇文章給了我很多反省
[00:11:45.000 --> 00:11:47.000]  這篇文章的作者
[00:11:47.000 --> 00:11:52.000]  是四川成都的秋雨聖若教會的主任牧師
[00:11:52.000 --> 00:11:54.000]  王怡牧師
[00:11:54.000 --> 00:11:56.000]  他在上個月的19號
[00:11:56.000 --> 00:11:57.000]  和他的太太
[00:11:57.000 --> 00:12:01.000]  因為主持家庭教會的緣故而被逮捕
[00:12:01.000 --> 00:12:03.000]  他被控的罪名是
[00:12:03.000 --> 00:12:07.000]  煽動顛覆國家政權罪
[00:12:07.000 --> 00:12:10.000]  煽動顛覆國家政權罪
[00:12:10.000 --> 00:12:13.000]  這是一個相當重的罪名
[00:12:13.000 --> 00:12:19.000]  政府其實很少用這麼重的罪名來控告教會人士
[00:12:19.000 --> 00:12:23.000]  當年劉曉波也是被控這個罪名
[00:12:23.000 --> 00:12:26.000]  判刑是11年
[00:12:26.000 --> 00:12:30.000]  在王怡牧師的文章裡有一段這樣說
[00:12:30.000 --> 00:12:32.000]  和幾十年前相比
[00:12:32.000 --> 00:12:36.000]  這是一場過於溫和的宗教迫害
[00:12:36.000 --> 00:12:39.000]  幾十年前人們沒有外衣
[00:12:39.000 --> 00:12:41.000]  人人都只有一件女衣
[00:12:41.000 --> 00:12:43.000]  逼迫的方式是剝去女衣
[00:12:43.000 --> 00:12:47.000]  刀劍的權柄直接針對人身
[00:12:47.000 --> 00:12:50.000]  逼迫意味著性命之憂
[00:12:50.000 --> 00:12:53.000]  2018年是改革開放40年
[00:12:53.000 --> 00:12:56.000]  人人都穿上了外衣
[00:12:56.000 --> 00:12:59.000]  基督徒和教會也不例外
[00:12:59.000 --> 00:13:04.000]  逼迫的主要方式是威脅基督徒群體的文化身份
[00:13:04.000 --> 00:13:09.000]  將他們趕出40年社會進步的朋友圈
[00:13:09.000 --> 00:13:11.000]  教會並無性命之憂
[00:13:11.000 --> 00:13:15.000]  卻在這一威脅面前大驚失色
[00:13:15.000 --> 00:13:18.000]  反映出教會已經愛上了自己的外衣
[00:13:18.000 --> 00:13:20.000]  捨不得再換上囚衣
[00:13:20.000 --> 00:13:24.000]  但這並不是黨在稱黨
[00:13:24.000 --> 00:13:27.000]  而是主在稱教
[00:13:27.000 --> 00:13:37.000]  這篇文章針對的對象並不是政府
[00:13:37.000 --> 00:13:42.000]  這篇文章是要對當今的中國教會
[00:13:42.000 --> 00:13:45.000]  發出警世的良言
[00:13:45.000 --> 00:13:47.000]  提醒基督徒
[00:13:47.000 --> 00:13:50.000]  經過40年的改革開放
[00:13:50.000 --> 00:13:54.000]  教會似乎已經變成俱樂部
[00:13:54.000 --> 00:13:56.000]  在安逸的環境裡
[00:13:56.000 --> 00:13:59.000]  距離神越來越遠
[00:13:59.000 --> 00:14:02.000]  雖然這次的逼迫未傷及性命
[00:14:02.000 --> 00:14:04.000]  但大家已經很害怕
[00:14:04.000 --> 00:14:13.000]  害怕被趕出40年改革開放的共榮圈
[00:14:13.000 --> 00:14:18.000]  教會的教導似乎不再著重提醒信徒
[00:14:18.000 --> 00:14:21.000]  要背負十字架為主受負
[00:14:21.000 --> 00:14:25.000]  而是如何跟大環境大氣候融合
[00:14:25.000 --> 00:14:29.000]  以保住平安
[00:14:29.000 --> 00:14:32.000]  今天我們作為香港的基督徒
[00:14:32.000 --> 00:14:34.000]  我們也要問問自己
[00:14:34.000 --> 00:14:37.000]  我們會否也落入這樣的光景
[00:14:37.000 --> 00:14:39.000]  我們的憂慮是什麼呢?
[00:14:39.000 --> 00:14:43.000]  我們是怕失去敬拜的自由
[00:14:43.000 --> 00:14:49.000]  還是我們會怕失去安定繁榮的生活多一點呢?
[00:14:49.000 --> 00:14:52.000]  這篇文章亦這樣說
[00:14:52.000 --> 00:14:54.000]  如嘉爾文所說
[00:14:54.000 --> 00:14:58.000]  邪惡的統治者是邪惡的人民的標配
[00:14:58.000 --> 00:15:02.000]  活在這一切之中卻不絕望不欲求的人
[00:15:02.000 --> 00:15:05.000]  是最平庸的邪惡之人
[00:15:05.000 --> 00:15:09.000]  或是最邪惡的平庸之人
[00:15:09.000 --> 00:15:11.000]  教會必須在場
[00:15:11.000 --> 00:15:15.000]  承認自己是這樣的社會與文化的一員
[00:15:15.000 --> 00:15:18.000]  而甘願背負十字架為淪卸受苦
[00:15:18.000 --> 00:15:20.000]  這是教會脫穎而出
[00:15:20.000 --> 00:15:25.000]  見證自己屬天身份的唯一方式
[00:15:25.000 --> 00:15:30.000]  「標配」這個字是內地社交網絡出現的字眼
[00:15:30.000 --> 00:15:34.000]  意思是指兩件事物結合起來
[00:15:34.000 --> 00:15:38.000]  會給人一種良好的感覺
[00:15:38.000 --> 00:15:41.000]  比如某個廣告
[00:15:41.000 --> 00:15:50.000]  有某位天王幫某牌子的按摩椅推銷
[00:15:50.000 --> 00:15:55.000]  見到天王就會想起那個天王椅
[00:15:55.000 --> 00:15:57.000]  這就是「標配」
[00:15:57.000 --> 00:16:00.000]  這個文章提醒我們
[00:16:00.000 --> 00:16:05.000]  政權是不會在一夜之間冒起的
[00:16:05.000 --> 00:16:09.000]  有怎樣的人民就會有怎樣的政權
[00:16:09.000 --> 00:16:14.000]  人民的反應會影響到政府的施政
[00:16:14.000 --> 00:16:16.000]  而教會作為社會的一份子
[00:16:16.000 --> 00:16:20.000]  基督徒背負的十字架
[00:16:20.000 --> 00:16:25.000]  就是要拒絕向不公義屈服
[00:16:25.000 --> 00:16:28.000]  我們要敢於為淪卸受苦
[00:16:28.000 --> 00:16:30.000]  不可以置身事外
[00:16:30.000 --> 00:16:32.000]  更加不可以說我們那邊近
[00:16:32.000 --> 00:16:35.000]  就不理會我們的下一代
[00:16:35.000 --> 00:16:38.000]  這篇文章繼續說
[00:16:38.000 --> 00:16:42.000]  基督徒必須暫著被政府統治
[00:16:42.000 --> 00:16:44.000]  無論是多麼邪惡的政府
[00:16:44.000 --> 00:16:48.000]  但基督徒絕不能跪著被政府統治
[00:16:48.000 --> 00:16:50.000]  無論是多麼美善的政府
[00:16:50.000 --> 00:16:52.000]  教會的可悲
[00:16:52.000 --> 00:16:57.000]  是習慣了把犧牲當作不必要
[00:16:57.000 --> 00:17:00.000]  而把安全當作必須
[00:17:00.000 --> 00:17:03.000]  習慣了把勇毅當作不必要
[00:17:03.000 --> 00:17:09.000]  而把妥協當作必須
[00:17:09.000 --> 00:17:15.000]  如果我們說今天中國的教會正面對新一輪的迫害
[00:17:15.000 --> 00:17:19.000]  這篇文章就提醒我們兩件事
[00:17:19.000 --> 00:17:26.000]  第一 勿必先腐而後重生
[00:17:26.000 --> 00:17:29.000]  教會是否也應該反省一下
[00:17:29.000 --> 00:17:32.000]  本身出了甚麼問題
[00:17:32.000 --> 00:17:37.000]  以致要面對新一波的迫害呢
[00:17:37.000 --> 00:17:44.000]  第二 如果中國教會真是逐漸變質
[00:17:44.000 --> 00:17:50.000]  恐怕香港的教會是有過之而無不及
[00:17:50.000 --> 00:17:55.000]  香港的教會和信徒是否也應該檢視一下
[00:17:55.000 --> 00:17:58.000]  我們是否過於安逸
[00:17:58.000 --> 00:18:01.000]  過分與世界融合
[00:18:01.000 --> 00:18:03.000]  以致我們失去應有的見證
[00:18:03.000 --> 00:18:10.000]  失去抵受困難逼迫的能耐呢
[00:18:10.000 --> 00:18:12.000]  由1949年開始
[00:18:12.000 --> 00:18:15.000]  中國教會歷經風霜
[00:18:15.000 --> 00:18:20.000]  1966年正是文化大革命初期的時候
[00:18:20.000 --> 00:18:24.000]  國內的教會甚至被全面禁止活動
[00:18:24.000 --> 00:18:26.000]  直到13年之後
[00:18:26.000 --> 00:18:29.000]  即是1979年才解禁
[00:18:29.000 --> 00:18:31.000]  一解禁 基督徒就出來
[00:18:31.000 --> 00:18:34.000]  各地的教會紛紛復堂
[00:18:34.000 --> 00:18:39.000]  為何當時的教會可以在這麼短的時間內
[00:18:39.000 --> 00:18:44.000]  能夠恢復進行活動呢
[00:18:44.000 --> 00:18:49.000]  因為他們從來沒有停止過聚會
[00:18:49.000 --> 00:18:51.000]  公開聚會被禁止
[00:18:51.000 --> 00:18:54.000]  他們就在家庭裡聚會
[00:18:54.000 --> 00:18:57.000]  牧師傳道人被抓去坐牢
[00:18:57.000 --> 00:19:01.000]  信徒彼此牧羊
[00:19:01.000 --> 00:19:06.000]  所以 雖然中國教會經過了過去40年
[00:19:06.000 --> 00:19:10.000]  相對比較穩定的時間
[00:19:10.000 --> 00:19:13.000]  但我對他們有信心
[00:19:13.000 --> 00:19:16.000]  因為他們裡面已經有一種基因
[00:19:16.000 --> 00:19:22.000]  這種基因使他們能夠抵受風雨
[00:19:22.000 --> 00:19:25.000]  所以縱然他們今天受到迫迫
[00:19:25.000 --> 00:19:28.000]  但我相信他們仍然能夠站立得穩
[00:19:28.000 --> 00:19:34.000]  不過 我們習慣了安逸的香港信徒
[00:19:34.000 --> 00:19:38.000]  又是否可以站得這麼硬呢
[00:19:38.000 --> 00:19:42.000]  如果有一天 香港的教會
[00:19:42.000 --> 00:19:46.000]  要向宗教局註冊
[00:19:46.000 --> 00:19:52.000]  所有牧師傳道人要由政府聘任
[00:19:52.000 --> 00:19:55.000]  我們所講的信息 全部的講章
[00:19:55.000 --> 00:19:59.000]  都需要經由宗教局來審批
[00:19:59.000 --> 00:20:02.000]  教會成為了官方的喉舌
[00:20:02.000 --> 00:20:08.000]  弟兄姊妹 你還能夠站立得穩嗎
[00:20:08.000 --> 00:20:12.000]  如果有一天 教會要被取締
[00:20:12.000 --> 00:20:14.000]  所有的活動被禁止
[00:20:14.000 --> 00:20:23.000]  弟兄姊妹 你會否放棄這個信仰呢
[00:20:23.000 --> 00:20:27.000]  講到這裡 大家不要以為我在天方夜譚
[00:20:27.000 --> 00:20:29.000]  這不是危言聳聽
[00:20:29.000 --> 00:20:33.000]  只是希望大家能夠防範於微熱
[00:20:33.000 --> 00:20:36.000]  在這段經文裡 其實為我們提供出路
[00:20:36.000 --> 00:20:38.000]  我們一起來讀
[00:20:38.000 --> 00:20:44.000]  可視他們中間有誰曾參與耶和華的議會
[00:20:44.000 --> 00:20:46.000]  看見或聽見他的話呢
[00:20:46.000 --> 00:20:52.000]  有誰曾留心聽他的話而實在聽見呢
[00:20:52.000 --> 00:20:56.000]  這裡很清楚講出當時的先知
[00:20:56.000 --> 00:20:58.000]  他們最根本的問題
[00:20:58.000 --> 00:21:02.000]  就是他們沒有留心去聽和讀上帝的話
[00:21:02.000 --> 00:21:07.000]  他們沒有和神建立一個緊密的關係
[00:21:07.000 --> 00:21:09.000]  我沒有猜派這些先知
[00:21:09.000 --> 00:21:11.000]  但他們自己到處跑
[00:21:11.000 --> 00:21:13.000]  我沒有對他們說話
[00:21:13.000 --> 00:21:16.000]  他們僅擅自說如言
[00:21:16.000 --> 00:21:18.000]  如果他們曾參與我的議會
[00:21:18.000 --> 00:21:21.000]  就必向我的子民宣告我的信息
[00:21:21.000 --> 00:21:23.000]  使他們轉離他們的惡道
[00:21:23.000 --> 00:21:27.000]  離開他們的惡行
[00:21:27.000 --> 00:21:31.000]  這些是他們擅自說自己喜歡說的話
[00:21:31.000 --> 00:21:34.000]  甚至我稱這些說話就是來自神
[00:21:34.000 --> 00:21:35.000]  是神的信息
[00:21:35.000 --> 00:21:37.000]  結果他們胡說八道
[00:21:37.000 --> 00:21:41.000]  那些人民就被他們誤導走上罪惡的道路
[00:21:41.000 --> 00:21:45.000]  經文在這裡形容他們是自己到處跑
[00:21:45.000 --> 00:21:48.000]  亂中 擅自說如言
[00:21:48.000 --> 00:21:53.000]  原因是他們根本沒有留心去聽和讀上帝的話
[00:21:53.000 --> 00:21:55.000]  是否因為他們太忙
[00:21:55.000 --> 00:21:59.000]  還是因為他們根本就自作主張
[00:21:59.000 --> 00:22:02.000]  不理會神的說話 藐視神的說話
[00:22:02.000 --> 00:22:06.000]  這幾節的經文給予我很多提醒
[00:22:06.000 --> 00:22:09.000]  作為一個傳道人 一個牧師
[00:22:09.000 --> 00:22:13.000]  提醒我不是單靠多看幾本參考書
[00:22:13.000 --> 00:22:15.000]  或者多讀幾個神學課程
[00:22:15.000 --> 00:22:18.000]  多參加幾個講座
[00:22:18.000 --> 00:22:20.000]  這些都重要是好的
[00:22:20.000 --> 00:22:23.000]  但最重要的是每一天去親近神
[00:22:23.000 --> 00:22:26.000]  在生活裡藉著我的神學知識
[00:22:26.000 --> 00:22:29.000]  我的人生經驗和理性思維
[00:22:29.000 --> 00:22:36.000]  來向神展開靈裡面的對話
[00:22:36.000 --> 00:22:40.000]  並且透過反省交代
[00:22:40.000 --> 00:22:42.000]  悔改實踐
[00:22:42.000 --> 00:22:45.000]  從中得著神的道
[00:22:45.000 --> 00:22:48.000]  以致我可以有道可存
[00:22:48.000 --> 00:22:50.000]  作為神的子民
[00:22:50.000 --> 00:22:53.000]  我們都要和上帝建立一個直接的關係
[00:22:53.000 --> 00:22:59.000]  而不是靠第三者來幫助我們認識神
[00:22:59.000 --> 00:23:04.000]  香港教會更新運動的總幹事胡志偉牧師
[00:23:04.000 --> 00:23:07.000]  寫過一篇文章裡面說
[00:23:07.000 --> 00:23:11.000]  當今教會正存在不少不健康的
[00:23:11.000 --> 00:23:13.000]  共依存關係
[00:23:13.000 --> 00:23:16.000]  即信徒要依賴堂會的專業牧者
[00:23:16.000 --> 00:23:20.000]  或者聚會才能維持信仰
[00:23:20.000 --> 00:23:24.000]  或者得著牧養與餵養
[00:23:24.000 --> 00:23:26.000]  教牧與信徒不自覺
[00:23:26.000 --> 00:23:30.000]  陷入要依賴吸引式的模式
