
[00:00:00.000 --> 00:00:02.580]  祝你新年快樂
[00:01:46.060 --> 00:01:49.060]  我們那種彼此的仇恨
[00:01:49.060 --> 00:01:51.060]  我常常說
[00:01:51.060 --> 00:01:52.060]  你騙人
[00:01:52.060 --> 00:01:54.060]  其實騙不了別人
[00:01:54.060 --> 00:01:56.060]  你是騙到自己而已
[00:01:58.060 --> 00:02:01.060]  我們怎樣才可以做聰明呢
[00:02:01.060 --> 00:02:03.060]  還有這個對我們
[00:02:03.060 --> 00:02:07.060]  和我們的生命有什麼關係呢
[00:02:07.060 --> 00:02:13.060]  自從2001年之後
[00:02:13.060 --> 00:02:16.060]  大家知道2001年發生什麼事了
[00:02:16.060 --> 00:02:20.060]  911
[00:02:20.060 --> 00:02:22.060]  那時候開始之後
[00:02:22.060 --> 00:02:26.060]  我就一直有儲一些新聞上的照片
[00:02:26.060 --> 00:02:28.060]  真是那些天災人禍
[00:02:28.060 --> 00:02:30.060]  到現在我不再儲了
[00:02:30.060 --> 00:02:32.060]  因為每天都有不同的
[00:02:32.060 --> 00:02:35.060]  剛才那首詩歌裏面最後那一節
[00:02:35.060 --> 00:02:37.060]  又說到什麼
[00:02:37.060 --> 00:02:39.060]  基督快來
[00:02:39.060 --> 00:02:43.060]  今天我身邊也有些朋友
[00:02:43.060 --> 00:02:45.060]  覺得很無奈
[00:02:45.060 --> 00:02:47.060]  有些可能身體有軟弱
[00:02:47.060 --> 00:02:49.060]  他們說
[00:02:49.060 --> 00:02:51.060]  哎呀 諸耶穌快點回來就好了
[00:02:51.060 --> 00:02:55.060]  那諸耶穌什麼時候會回來呢
[00:02:55.060 --> 00:02:57.060]  有沒有人知道
[00:02:57.060 --> 00:02:58.060]  沒有人知道
[00:02:58.060 --> 00:03:01.060]  在歷史上有些異端邪教
[00:03:01.060 --> 00:03:02.060]  他們怎樣呢
[00:03:02.060 --> 00:03:04.060]  他們預言說
[00:03:04.060 --> 00:03:06.060]  哦 諸耶穌什麼時候回來
[00:03:06.060 --> 00:03:09.060]  那些人賣光家產
[00:03:09.060 --> 00:03:11.060]  走上山那裏
[00:03:11.060 --> 00:03:13.060]  一次再次
[00:03:13.060 --> 00:03:16.060]  其實都是被人騙了
[00:03:16.060 --> 00:03:19.060]  因為在聖經裏面明明說
[00:03:19.060 --> 00:03:22.060]  諸耶穌回來是沒有人知道的
[00:03:22.060 --> 00:03:25.060]  他用比喻說好像賊一樣
[00:03:25.060 --> 00:03:27.060]  你如果知道那個賊什麼時候來
[00:03:27.060 --> 00:03:29.060]  你就不會睡著覺了
[00:03:29.060 --> 00:03:33.060]  諸耶穌回來是沒有人知道的
[00:03:33.060 --> 00:03:35.060]  所以如果有人跟你說
[00:03:35.060 --> 00:03:37.060]  他知道了
[00:03:37.060 --> 00:03:39.060]  他就是一個異端
[00:03:39.060 --> 00:03:41.060]  他就是騙你的
[00:03:41.060 --> 00:03:43.060]  沒有人會知道
[00:03:43.060 --> 00:03:46.060]  在這段經文裏面告訴我們
[00:03:46.060 --> 00:03:49.060]  這十個的童女
[00:03:49.060 --> 00:03:53.060]  我們要明白當時的文化
[00:03:53.060 --> 00:03:59.060]  今天在中東都有類似的習俗
[00:03:59.060 --> 00:04:04.060]  這裏西式的婚禮是怎樣的
[00:04:04.060 --> 00:04:07.060]  新郎哥站在前面
[00:04:07.060 --> 00:04:09.060]  可能站了一個小時
[00:04:09.060 --> 00:04:11.060]  新娘還沒有見到人
[00:04:11.060 --> 00:04:13.060]  但是當時的文化
[00:04:13.060 --> 00:04:15.060]  他們是什麼人
[00:04:15.060 --> 00:04:17.060]  新娘就要準備好了
[00:04:17.060 --> 00:04:19.060]  陪她的人都要準備好
[00:04:19.060 --> 00:04:23.060]  新郎哥可能是天還沒亮
[00:04:23.060 --> 00:04:25.060]  或者是半夜
[00:04:25.060 --> 00:04:27.060]  就來達閘了
[00:04:27.060 --> 00:04:31.060]  現在我們很多街燈
[00:04:31.060 --> 00:04:35.060]  我前幾天跟幾個朋友去看楓葉
[00:04:35.060 --> 00:04:37.060]  去到一些小鎮那裏
[00:04:37.060 --> 00:04:41.060]  我們走的時候都太陽下山了
[00:04:41.060 --> 00:04:43.060]  就發覺
[00:04:43.060 --> 00:04:46.060]  原來比較郊區的路
[00:04:46.060 --> 00:04:48.060]  有很多沒有路燈的
[00:04:48.060 --> 00:04:53.060]  我自己去過多一次烏克蘭
[00:04:53.060 --> 00:04:57.060]  在城市那裏都有些地方
[00:04:57.060 --> 00:04:59.060]  他們是沒有街燈的
[00:04:59.060 --> 00:05:00.060]  那些人很厲害
[00:05:00.060 --> 00:05:01.060]  黑黑的
[00:05:01.060 --> 00:05:03.060]  我去到哪裡都要拿著手電筒
[00:05:03.060 --> 00:05:06.060]  他們就可以走得到
[00:05:06.060 --> 00:05:08.060]  在古代的時候
[00:05:08.060 --> 00:05:11.060]  沒有路燈他們用什麼
[00:05:11.060 --> 00:05:13.060]  他們點油燈
[00:05:13.060 --> 00:05:16.060]  或者甚至是拿著火把
[00:05:16.060 --> 00:05:19.060]  大家可能看電影都會看到
[00:05:19.060 --> 00:05:22.060]  在紙棍上面包了一塊東西
[00:05:22.060 --> 00:05:24.060]  就點了些油
[00:05:24.060 --> 00:05:29.060]  是用這樣來照明的
[00:05:29.060 --> 00:05:32.060]  在這個環境裏面
[00:05:32.060 --> 00:05:34.060]  你那些油
[00:05:34.060 --> 00:05:37.060]  你不知道什麼時候新郎哥會出現
[00:05:37.060 --> 00:05:41.060]  那些油他要有足夠的油
[00:05:41.060 --> 00:05:44.060]  如果大家看《舊約聖經》裏面
[00:05:44.060 --> 00:05:47.060]  提到那個燈
[00:05:47.060 --> 00:05:49.060]  彈前面那兩盞燈
[00:05:49.060 --> 00:05:52.060]  他們是不是有些管在那裏
[00:05:52.060 --> 00:05:54.060]  來輸油給他
[00:05:54.060 --> 00:05:58.060]  不知道你們有沒有點過油燈
[00:05:58.060 --> 00:06:00.060]  我小時候就用過油燈
[00:06:00.060 --> 00:06:04.060]  那個油燈你是有那條芯
[00:06:04.060 --> 00:06:05.060]  那條芯你要剪的
[00:06:05.060 --> 00:06:09.060]  不然那些煙就黑黑的了
[00:06:09.060 --> 00:06:12.060]  如果你有一個比較漂亮的
[00:06:12.060 --> 00:06:13.060]  有一個玻璃的
[00:06:13.060 --> 00:06:15.060]  那個玻璃你就沒有了
[00:06:15.060 --> 00:06:20.060]  油燈你是需要去維持
[00:06:20.060 --> 00:06:22.060]  有油
[00:06:22.060 --> 00:06:24.060]  也是要維持
[00:06:24.060 --> 00:06:26.060]  要收藏
[00:06:26.060 --> 00:06:29.060]  在這裏
[00:06:29.060 --> 00:06:33.060]  我們看到我們那個能力
[00:06:33.060 --> 00:06:35.060]  那個動力在哪裏
[00:06:35.060 --> 00:06:38.060]  如果我們沒有那個油的時候
[00:06:39.060 --> 00:06:40.060]  我們是沒有力氣
[00:06:40.060 --> 00:06:41.060]  就好像你的車
[00:06:41.060 --> 00:06:44.060]  現在用電動車
[00:06:44.060 --> 00:06:46.060]  那些電動的車
[00:06:46.060 --> 00:06:49.060]  同樣你去到尾的時候
[00:06:49.060 --> 00:06:53.060]  這兩天開始涼了
[00:06:53.060 --> 00:06:56.060]  這裏說其實用電動車
[00:06:56.060 --> 00:06:58.060]  其實不是說最理想的
[00:06:58.060 --> 00:07:00.060]  因為你天氣一冷
[00:07:00.060 --> 00:07:01.060]  你要開暖氣
[00:07:01.060 --> 00:07:05.060]  那個電池消耗就快很多
[00:07:05.060 --> 00:07:08.060]  你用油一樣
[00:07:08.060 --> 00:07:09.060]  你沒了油了
[00:07:09.060 --> 00:07:11.060]  你的車就啪啪啪的了
[00:07:11.060 --> 00:07:15.060]  我們是需要有油
[00:07:15.060 --> 00:07:17.060]  這段經文告訴我們
[00:07:17.060 --> 00:07:20.060]  我們需要是來到
[00:07:20.060 --> 00:07:22.060]  去
[00:07:22.060 --> 00:07:24.060]  趁著的機會
[00:07:24.060 --> 00:07:27.060]  在這裏一開始
[00:07:27.060 --> 00:07:30.060]  頭四節那裏告訴我們
[00:07:30.060 --> 00:07:33.060]  天國好比十個童女
[00:07:33.060 --> 00:07:36.060]  拿著燈出去迎接新郎
[00:07:36.060 --> 00:07:39.060]  其中有五個是愚絕的
[00:07:39.060 --> 00:07:41.060]  五個是聰明的
[00:07:41.060 --> 00:07:44.060]  愚絕的拿著燈
[00:07:44.060 --> 00:07:46.060]  沒有預備油
[00:07:46.060 --> 00:07:48.060]  聰明的拿著燈
[00:07:48.060 --> 00:07:51.060]  有預備油在氣餅裏面
[00:07:51.060 --> 00:07:53.060]  今天我們很多
[00:07:53.060 --> 00:07:55.060]  都說自己是基督徒
[00:07:55.060 --> 00:07:57.060]  但是我們這個基督徒
[00:07:57.060 --> 00:07:59.060]  只是有外表
[00:07:59.060 --> 00:08:02.060]  是一個空殼
[00:08:02.060 --> 00:08:04.060]  還是有實際呢
[00:08:06.060 --> 00:08:07.060]  很多時候你見一個人
[00:08:07.060 --> 00:08:10.060]  哇 那個人好帥啊
[00:08:10.060 --> 00:08:11.060]  但是你看
[00:08:11.060 --> 00:08:14.060]  原來他背後什麼都是假的
[00:08:14.060 --> 00:08:16.060]  或者你見到那個很美女
[00:08:16.060 --> 00:08:17.060]  原來
[00:08:17.060 --> 00:08:20.060]  她天生不是那麼美的
[00:08:20.060 --> 00:08:23.060]  我們需要
[00:08:23.060 --> 00:08:27.060]  不是要求我們有什麼外表
[00:08:27.060 --> 00:08:28.060]  我們更重要的是
[00:08:28.060 --> 00:08:30.060]  有我們內在
[00:08:30.060 --> 00:08:32.060]  今天我們看到
[00:08:32.060 --> 00:08:34.060]  很多不同的戰爭
[00:08:34.060 --> 00:08:36.060]  很多的瘟疫
[00:08:36.060 --> 00:08:39.060]  我相信這裡在座
[00:08:39.060 --> 00:08:41.060]  個個都打過小兒麻痺
[00:08:41.060 --> 00:08:46.060]  但是本來說
[00:08:46.060 --> 00:08:50.060]  這個病這個菌已經沒有了
[00:08:50.060 --> 00:08:52.060]  但是這幾年怎麼樣
[00:08:52.060 --> 00:08:54.060]  又復活了
[00:08:54.060 --> 00:08:57.060]  甚至在戰地
[00:08:57.060 --> 00:08:59.060]  他們都願意來去停火
[00:08:59.060 --> 00:09:01.060]  給這些小朋友
[00:09:01.060 --> 00:09:04.060]  有機會來接這些疫苗
[00:09:04.060 --> 00:09:07.060]  我們看到
[00:09:07.060 --> 00:09:09.060]  一幾年的時候
[00:09:09.060 --> 00:09:11.060]  這個伊波拉病菌
[00:09:11.060 --> 00:09:14.060]  我們看到
[00:09:14.060 --> 00:09:18.060]  現在我們還在經歷著
[00:09:18.060 --> 00:09:20.060]  我身邊都認識有人
[00:09:20.060 --> 00:09:22.060]  偶爾就聽到
[00:09:22.060 --> 00:09:24.060]  這個又中招了
[00:09:24.060 --> 00:09:25.060]  那個又中招了
[00:09:25.060 --> 00:09:31.060]  有人很開心去了克魯茲回來
[00:09:31.060 --> 00:09:33.060]  結果又病了一段時間了
[00:09:33.060 --> 00:09:38.060]  那些疫情是一波又一波
[00:09:38.060 --> 00:09:41.060]  戰爭是一個又一個
[00:09:41.060 --> 00:09:46.060]  早幾年緬甸內戰
[00:09:46.060 --> 00:09:50.060]  雖然今天你聽不到什麼新聞
[00:09:50.060 --> 00:09:53.060]  因為它的新聞是不可能出來的
[00:09:53.060 --> 00:09:55.060]  除非你裡面認識人
[00:09:55.060 --> 00:09:57.060]  你才有那些消息
[00:09:57.060 --> 00:10:00.060]  烏克蘭
[00:10:00.060 --> 00:10:02.060]  兩年多了
[00:10:02.060 --> 00:10:06.060]  這個一年
[00:10:06.060 --> 00:10:08.060]  過了一年了
[00:10:08.060 --> 00:10:10.060]  以色列
[00:10:10.060 --> 00:10:13.060]  這一切的一切
[00:10:13.060 --> 00:10:15.060]  給我們看到
[00:10:15.060 --> 00:10:17.060]  真是主耶穌要回來的日子
[00:10:17.060 --> 00:10:18.060]  是很近的
[00:10:18.060 --> 00:10:20.060]  但是我們怎樣去準備呢
[00:10:20.060 --> 00:10:23.060]  我們預備好了沒有
[00:10:23.060 --> 00:10:26.060]  在準備的過程當中
[00:10:26.060 --> 00:10:29.060]  有時候我們會覺得很沉悶
[00:10:29.060 --> 00:10:31.060]  好像遙無期那樣
[00:10:31.060 --> 00:10:33.060]  慢慢來吧
[00:10:33.060 --> 00:10:35.060]  你有沒有這樣呢
[00:10:35.060 --> 00:10:38.060]  今天這段英文告訴我們
[00:10:38.060 --> 00:10:40.060]  我們要警醒
[00:10:40.060 --> 00:10:44.060]  你不可以在這裡合著
[00:10:44.060 --> 00:10:46.060]  合著腳
[00:10:46.060 --> 00:10:48.060]  睡著了
[00:10:48.060 --> 00:10:50.060]  我們需要去警醒
[00:10:50.060 --> 00:10:51.060]  警醒的當中
[00:10:51.060 --> 00:10:55.060]  不只是我們要睜大雙眼去看
[00:10:55.060 --> 00:10:57.060]  去等
[00:10:57.060 --> 00:11:00.060]  這個新娘來到
[00:11:00.060 --> 00:11:02.060]  這個警醒當中
[00:11:02.060 --> 00:11:05.060]  更加我們需要去預備
[00:11:05.060 --> 00:11:09.060]  你沒有預備好的時候
[00:11:09.060 --> 00:11:11.060]  你只是坐著等
[00:11:11.060 --> 00:11:14.060]  你要去旅行
[00:11:14.060 --> 00:11:16.060]  你要做些什麼
[00:11:16.060 --> 00:11:18.060]  我們都需要去預備
[00:11:18.060 --> 00:11:20.060]  很多時候
[00:11:20.060 --> 00:11:23.060]  我們就是措手不及
[00:11:23.060 --> 00:11:26.060]  我們不懂得去
[00:11:26.060 --> 00:11:27.060]  我要做這樣
[00:11:27.060 --> 00:11:29.060]  要準備那樣
[00:11:29.060 --> 00:11:31.060]  有時候我看
[00:11:31.060 --> 00:11:33.060]  譬如加拿大這幾年
[00:11:33.060 --> 00:11:35.060]  那個山火
[00:11:35.060 --> 00:11:41.060]  最近美國連續兩場的大風
[00:11:41.060 --> 00:11:44.060]  住在那些地區的人
[00:11:44.060 --> 00:11:46.060]  他們需要什麼
[00:11:46.060 --> 00:11:48.060]  他們需要隨時
[00:11:48.060 --> 00:11:50.060]  有一個袋
[00:11:50.060 --> 00:11:53.060]  政府說現在要疏散
[00:11:53.060 --> 00:11:56.060]  他們拿著那個袋就要走
[00:11:56.060 --> 00:11:58.060]  今天我們的生命
[00:11:58.060 --> 00:12:00.060]  我們不知道什麼時候
[00:12:00.060 --> 00:12:04.060]  神要接我們回去
[00:12:04.060 --> 00:12:07.060]  我們有沒有預備
[00:12:07.060 --> 00:12:09.060]  所以今天想跟大家
[00:12:09.060 --> 00:12:11.060]  來看這一段的經文
[00:12:11.060 --> 00:12:16.060]  我們在這裡的時候
[00:12:16.060 --> 00:12:20.060]  我們需要來到去享受
[00:12:20.060 --> 00:12:22.060]  很多人看傳道書
[00:12:22.060 --> 00:12:26.060]  只記得那個虛空的虛空
[00:12:26.060 --> 00:12:28.060]  但其實傳道書裡面
[00:12:28.060 --> 00:12:30.060]  都有很積極的一面
[00:12:30.060 --> 00:12:32.060]  是提醒我們
[00:12:32.060 --> 00:12:34.060]  神給我們的
[00:12:34.060 --> 00:12:36.060]  我們要享受
[00:12:36.060 --> 00:12:38.060]  我在加拿大好幾十年了
[00:12:38.060 --> 00:12:42.060]  我每一年那個季節的轉換
[00:12:42.060 --> 00:12:44.060]  我都很欣賞
[00:12:44.060 --> 00:12:45.060]  很享受
[00:12:45.060 --> 00:12:48.060]  無論是春天好
[00:12:48.060 --> 00:12:51.060]  無論是第一場雪也好
[00:12:51.060 --> 00:12:53.060]  神給我們的
[00:12:53.060 --> 00:12:55.060]  是給我們去享受
[00:12:55.060 --> 00:12:57.060]  但是神同時
[00:12:57.060 --> 00:13:00.060]  也要我們去作功
[00:13:00.060 --> 00:13:02.060]  我們是要去歡宴
[00:13:02.060 --> 00:13:06.060]  我們也需要去作功
[00:13:06.060 --> 00:13:11.060]  我們作什麼功
[00:13:11.060 --> 00:13:13.060]  我們作什麼功
[00:13:13.060 --> 00:13:14.060]  我們作為基督徒
[00:13:14.060 --> 00:13:16.060]  我們是有使命的
[00:13:16.060 --> 00:13:17.060]  我們作為基督徒
[00:13:17.060 --> 00:13:23.060]  神是給我們有一個遺憾
[00:13:23.060 --> 00:13:26.060]  我們是代表神
[00:13:26.060 --> 00:13:28.060]  我們是神的大使
[00:13:28.060 --> 00:13:31.060]  是天國的大使
[00:13:31.060 --> 00:13:34.060]  在《馬太福音》24章
[00:13:34.060 --> 00:13:36.060]  就是這一章前面的章
[00:13:36.060 --> 00:13:38.060]  其實很多時候我鼓勵大家
[00:13:38.060 --> 00:13:41.060]  24、25章兩章一起來讀
[00:13:41.060 --> 00:13:47.060]  24章第6到第8節說
[00:13:47.060 --> 00:13:49.060]  你們也要聽見打仗
[00:13:49.060 --> 00:13:52.060]  打仗的風聲總不要驚慌
[00:13:52.060 --> 00:13:54.060]  因為這些事是必須有的
[00:13:54.060 --> 00:13:57.060]  只是末期還末有度
[00:13:57.060 --> 00:13:59.060]  民要攻打民
[00:13:59.060 --> 00:14:00.060]  國要攻打國
[00:14:00.060 --> 00:14:04.060]  多處必有饑荒地震
[00:14:04.060 --> 00:14:08.060]  這都是災難的起頭
[00:14:08.060 --> 00:14:10.060]  剛才我提過了
[00:14:10.060 --> 00:14:13.060]  很多的天災人禍
[00:14:13.060 --> 00:14:17.060]  很多時候不是我們可以想像到的
[00:14:17.060 --> 00:14:19.060]  但是這裡說什麼
[00:14:19.060 --> 00:14:23.060]  這都是災難的起頭
[00:14:23.060 --> 00:14:25.060]  我們作為真正神的兒女
[00:14:25.060 --> 00:14:27.060]  我們不需要擔心
[00:14:27.060 --> 00:14:30.060]  去到啟示錄裡面那些
[00:14:30.060 --> 00:14:33.060]  真是不可思議的日子
[00:14:33.060 --> 00:14:37.060]  因為我們不需要它經過
[00:14:37.060 --> 00:14:41.060]  但是到什麼時候這些會過去呢
[00:14:41.060 --> 00:14:43.060]  在第14節
[00:14:43.060 --> 00:14:45.060]  《馬太福音》24章14節那裡說
[00:14:45.060 --> 00:14:48.060]  這天國的福音要全遍天下
[00:14:48.060 --> 00:14:51.060]  對萬民作見證
[00:14:51.060 --> 00:14:56.060]  然後末期才來到
[00:14:56.060 --> 00:14:57.060]  主耶穌還沒來
[00:14:57.060 --> 00:14:59.060]  為什麼呢
[00:14:59.060 --> 00:15:01.060]  有些人說主耶穌你快點來吧
[00:15:01.060 --> 00:15:03.060]  快點回來吧
[00:15:03.060 --> 00:15:06.060]  為什麼主耶穌還沒回來呢
[00:15:06.060 --> 00:15:09.060]  因為得救的人數還沒到
[00:15:09.060 --> 00:15:11.060]  因為還有很多人
[00:15:11.060 --> 00:15:14.060]  他們不知道主耶穌是誰
[00:15:14.060 --> 00:15:18.060]  你有沒有遇過這些人
[00:15:18.060 --> 00:15:20.060]  救你出去吃飯
[00:15:20.060 --> 00:15:23.060]  你去買東西的時候
[00:15:23.060 --> 00:15:28.060]  你有沒有跟這些你不認識的人
[00:15:28.060 --> 00:15:31.060]  很可能你一生就見過他一次
[00:15:31.060 --> 00:15:33.060]  很可能你是他唯一一個
[00:15:33.060 --> 00:15:36.060]  願意開口問他
[00:15:36.060 --> 00:15:39.060]  你知不知道主耶穌愛你的人
[00:15:39.060 --> 00:15:43.060]  我們每一個人都有責任
[00:15:43.060 --> 00:15:46.060]  有一次我要買一點東西
[00:15:46.060 --> 00:15:51.060]  去一間屬於dollar shop的地方
[00:15:51.060 --> 00:15:56.060]  那次我是刻意去那間店鋪的
[00:15:56.060 --> 00:16:00.060]  因為我知道看到那間店鋪
[00:16:00.060 --> 00:16:04.060]  經營的應該是穆斯林
[00:16:04.060 --> 00:16:08.060]  那時候是接近聖誕節的時候
[00:16:08.060 --> 00:16:10.060]  我付錢的時候
[00:16:10.060 --> 00:16:14.060]  我就拿張單張給他
[00:16:14.060 --> 00:16:20.060]  那個女士立刻臉色變了
[00:16:20.060 --> 00:16:25.060]  她說你都沒有問我要不要
[00:16:25.060 --> 00:16:28.060]  那我當然就打算了
[00:16:28.060 --> 00:16:32.060]  但是我很感恩神給我智慧
[00:16:32.060 --> 00:16:33.060]  我立刻隨口而出
[00:16:33.060 --> 00:16:36.060]  我知道不是我自己有這麼聰明的
[00:16:36.060 --> 00:16:38.060]  我立刻隨口而出說
[00:16:38.060 --> 00:16:41.060]  我只是想祝福你
[00:16:41.060 --> 00:16:46.060]  她面前的面容不同了
[00:16:46.060 --> 00:16:49.060]  她不再這麼生氣了
[00:16:49.060 --> 00:16:52.060]  所以我們不需要去害怕
[00:16:52.060 --> 00:16:54.060]  很多時候我都會覺得
[00:16:54.060 --> 00:16:59.060]  好像很不好意思
[00:16:59.060 --> 00:17:01.060]  我自己
[00:17:01.060 --> 00:17:05.060]  我媽媽神好恩代在疫情之前
[00:17:05.060 --> 00:17:07.060]  接走了她
[00:17:07.060 --> 00:17:11.060]  她不需要受疫情之苦
[00:17:11.060 --> 00:17:18.060]  但是她在護理院都住了9年
[00:17:18.060 --> 00:17:23.060]  我仍然跟那裡的員工有聯絡
[00:17:23.060 --> 00:17:25.060]  開放之後我就問他們
[00:17:25.060 --> 00:17:27.060]  怎樣啊
[00:17:27.060 --> 00:17:28.060]  很忙啊
[00:17:28.060 --> 00:17:30.060]  有沒有什麼可以幫忙的
[00:17:30.060 --> 00:17:34.060]  所以我又回去跟他們彈琴唱歌
[00:17:34.060 --> 00:17:36.060]  那也是我孫教的工場
[00:17:36.060 --> 00:17:39.060]  其實我們身邊很多傳福音的機會
[00:17:39.060 --> 00:17:43.060]  我們有沒有找到機會去做工呢
[00:17:43.060 --> 00:17:45.060]  我讀了很多聖經
[00:17:45.060 --> 00:17:48.060]  我們有很多的知識
[00:17:48.060 --> 00:17:51.060]  我們有沒有用出來
[00:17:51.060 --> 00:17:56.060]  其實當我們去幫別人的同時
[00:17:56.060 --> 00:18:00.060]  我們都是幫自己去長進
[00:18:00.060 --> 00:18:04.060]  去成長
[00:18:04.060 --> 00:18:07.060]  我經常說好像兩個翼
[00:18:07.060 --> 00:18:09.060]  你不可以只是吃
[00:18:09.060 --> 00:18:11.060]  你都需要運動
[00:18:11.060 --> 00:18:13.060]  你才可以起飛
[00:18:13.060 --> 00:18:15.060]  是不是
[00:18:15.060 --> 00:18:17.060]  你沒見過一隻雀鳥
[00:18:17.060 --> 00:18:18.060]  或者一隻蜜蜂
[00:18:18.060 --> 00:18:19.060]  只是一邊這樣爬一爬
[00:18:19.060 --> 00:18:22.060]  它就可以飛起來了
[00:18:22.060 --> 00:18:25.060]  飛機也是需要兩隻翼
[00:18:25.060 --> 00:18:30.060]  我們有沒有兩隻翼一起去用呢
[00:18:30.060 --> 00:18:37.060]  還是我們好像那五個蠢的童女一樣
[00:18:37.060 --> 00:18:39.060]  是啊 很開心啊
[00:18:39.060 --> 00:18:41.060]  我們很熱鬧啊
[00:18:41.060 --> 00:18:43.060]  其實我們要頂眼相
[00:18:43.060 --> 00:18:45.060]  不可以黑眼睡
[00:18:45.060 --> 00:18:48.060]  但是忘記了
[00:18:48.060 --> 00:18:51.060]  它那個油燈需要去修剪
[00:18:51.060 --> 00:18:53.060]  需要去加油
[00:18:53.060 --> 00:18:56.060]  需要帶好那些油
[00:18:56.060 --> 00:18:58.060]  就好像你出去玩
[00:18:58.060 --> 00:19:02.060]  你明明會出去一整天的了
[00:19:02.060 --> 00:19:04.060]  你只是帶一瓶水
[00:19:04.060 --> 00:19:06.060]  那你接著怎麼辦
[00:19:06.060 --> 00:19:08.060]  不就很口渴了
[00:19:08.060 --> 00:19:10.060]  是不是
[00:19:10.060 --> 00:19:11.060]  我們有沒有準備呢
[00:19:11.060 --> 00:19:15.060]  我們有沒有那個心態去準備呢
[00:19:15.060 --> 00:19:17.060]  我們讀了神經華語之後
[00:19:17.060 --> 00:19:20.060]  我們有沒有將它真的消化
[00:19:20.060 --> 00:19:23.060]  好像牛一樣去反芻
[00:19:23.060 --> 00:19:25.060]  以致叫那些營養
[00:19:25.060 --> 00:19:28.060]  真的成為我們生命的一部份
[00:19:28.060 --> 00:19:34.060]  也都能夠成為我們的推動力呢
[00:19:34.060 --> 00:19:38.060]  當我們看到這麼多天災人禍的時候
[00:19:38.060 --> 00:19:41.060]  我們是在想什麼呢
[00:19:41.060 --> 00:19:46.060]  沒錯 是很淒涼
[00:19:46.060 --> 00:19:51.060]  你是慶幸自己不在那個環境呢
[00:19:51.060 --> 00:19:53.060]  還是你在說
[00:19:53.060 --> 00:19:55.060]  為什麼他們要繼續在那裡打
[00:19:55.060 --> 00:19:57.060]  今天社會很多人都是
[00:19:57.060 --> 00:20:00.060]  他們沒有看到
[00:20:00.060 --> 00:20:02.060]  原來神的計劃
[00:20:02.060 --> 00:20:09.060]  神早已經預言了這些東西是要發生的
[00:20:09.060 --> 00:20:12.060]  來到第五第六節那裡
[00:20:12.060 --> 00:20:16.060]  我們看到這幫人
[00:20:16.060 --> 00:20:19.060]  他們實在受不了
[00:20:19.060 --> 00:20:23.060]  新郎遲遲都沒有出現
[00:20:23.060 --> 00:20:26.060]  他們玩得太開心了
[00:20:26.060 --> 00:20:29.060]  結果睡著了
[00:20:29.060 --> 00:20:31.060]  然後突然間半夜有人說
[00:20:31.060 --> 00:20:33.060]  新郎來了 新郎來了
[00:20:33.060 --> 00:20:38.060]  你們快點出來
[00:20:38.060 --> 00:20:41.060]  他們怎麼樣
[00:20:41.060 --> 00:20:46.060]  他們沒有準備好
