
[00:00:00.000 --> 00:00:03.660]  歡迎大家來到《烈師橫方堂》的主日崇拜
[00:05:36.920 --> 00:05:41.760]  就是因為他們行耶和華眼中捍衛惡的事
[00:05:41.760 --> 00:05:45.080]  就和三章第十二節一開始出現的句子
[00:05:45.080 --> 00:05:46.560]  是幾乎完全一樣的
[00:05:46.560 --> 00:05:48.280]  因為一開始那句就是說
[00:05:48.280 --> 00:05:50.880]  行耶和華眼中捍衛惡的事
[00:05:50.880 --> 00:05:55.320]  在結構上就好像在產生一個前呼後應的寫作技巧
[00:05:55.320 --> 00:05:56.920]  好像一個三文字一樣
[00:05:56.920 --> 00:06:00.760]  將他們行惡犯罪的結果
[00:06:00.760 --> 00:06:05.560]  就是耶和華使摩訝王伊基倫強盛
[00:06:05.560 --> 00:06:08.160]  攻擊以色列人這個罪行
[00:06:08.160 --> 00:06:11.080]  放正在中間的位置
[00:06:11.080 --> 00:06:13.000]  將這個罪行帶來的結果
[00:06:13.000 --> 00:06:14.720]  放正在中間的位置
[00:06:14.720 --> 00:06:19.960]  目的就是要去突出以色列人重複犯的相同的惡事
[00:06:19.960 --> 00:06:23.720]  就是行耶和華眼中捍衛惡的事
[00:06:23.720 --> 00:06:25.000]  什麼叫惡的事呢?
[00:06:25.000 --> 00:06:29.120]  惡的事正正就是在第三章第七節之前的記載裡面
[00:06:29.120 --> 00:06:32.000]  很明確的說到的兩項罪惡
[00:06:32.000 --> 00:06:35.960]  第一就是當年忘記耶和華他們的神
[00:06:35.960 --> 00:06:39.480]  就好像你竟然忘記了你結婚週年
[00:06:39.480 --> 00:06:41.720]  你竟然忘記了你老婆、你老公的生日
[00:06:41.720 --> 00:06:43.040]  或者你子女的生日
[00:06:43.040 --> 00:06:44.760]  那你說大不大件事呢?
[00:06:44.760 --> 00:06:49.480]  第二就是侍奉迦南人信奉的神明
[00:06:49.480 --> 00:06:51.080]  找第二位、第三位
[00:06:51.080 --> 00:06:53.160]  甚至有無數這麼多個神明
[00:06:53.160 --> 00:06:55.680]  去取代獨一的主耶和華神
[00:06:55.680 --> 00:06:58.360]  難怪耶和華這次硬起來了
[00:06:58.360 --> 00:07:01.680]  所以耶和華令這位以色列多年的死敵
[00:07:01.680 --> 00:07:06.000]  摩訶強盛起來去攻擊以色列
[00:07:06.000 --> 00:07:10.440]  摩訶就是在約旦河東那邊
[00:07:10.440 --> 00:07:13.600]  而以色列人當然是在河的另一邊
[00:07:13.600 --> 00:07:14.240]  很可惜
[00:07:14.240 --> 00:07:16.080]  現在耶和華站在哪一邊呢?
[00:07:16.080 --> 00:07:20.120]  現在耶和華竟然站在河東的摩訶那邊
[00:07:20.120 --> 00:07:22.840]  而不是站在以色列那邊
[00:07:22.840 --> 00:07:25.760]  還有第二件事
[00:07:25.760 --> 00:07:28.000]  就是當時以色列是一個什麼樣的環境呢?
[00:07:28.000 --> 00:07:30.680]  以色列人是被圍打
[00:07:30.680 --> 00:07:32.800]  根據第十三節告訴我們
[00:07:32.800 --> 00:07:35.920]  伊基倫招聚了阿門人和阿瑪力人
[00:07:35.920 --> 00:07:37.920]  聚集了這兩類人
[00:07:37.920 --> 00:07:39.040]  換句話說
[00:07:39.040 --> 00:07:40.960]  現在是有一股勢力
[00:07:40.960 --> 00:07:43.720]  有一股聯盟的力量去對抗以色列人
[00:07:43.720 --> 00:07:46.080]  不過這些地方或者這些國家
[00:07:46.080 --> 00:07:48.160]  從來沒有《見海》第二章
[00:07:48.160 --> 00:07:51.000]  或者第三章裡面的經文出現過
[00:07:51.000 --> 00:07:54.040]  而他們都是屬於以色列境外的勢力
[00:07:54.040 --> 00:07:58.880]  這個聯盟是以伊基倫為首
[00:07:58.880 --> 00:08:03.120]  所以現在他們一起出去攻打以色列人
[00:08:03.120 --> 00:08:05.520]  還有第三件事
[00:08:05.520 --> 00:08:09.120]  就是以色列人他們的地方被佔據
[00:08:09.120 --> 00:08:10.680]  根據第十三節說
[00:08:10.680 --> 00:08:14.200]  他們去攻打以色列人佔據了中樹城
[00:08:14.200 --> 00:08:17.440]  人們都知道中樹城就等於耶利哥
[00:08:17.440 --> 00:08:18.920]  一提起耶利哥
[00:08:18.920 --> 00:08:22.040]  可能我們會很快想起這一棵樹
[00:08:22.040 --> 00:08:24.240]  就是撒該爬過的樹
[00:08:24.240 --> 00:08:28.840]  又或者你會想起那裡古老的耶利哥皇宮的遺址
[00:08:28.840 --> 00:08:30.280]  一定去打卡
[00:08:30.280 --> 00:08:33.480]  其實那裡還有一處挺特別的地方
[00:08:33.480 --> 00:08:35.960]  就是在一處耶利哥入口裡面
[00:08:35.960 --> 00:08:37.840]  一個彎彎曲曲的地方
[00:08:37.840 --> 00:08:39.040]  不知道是不是彎彎曲曲
[00:08:39.040 --> 00:08:40.720]  我覺得像一個彎彎曲曲
[00:08:40.720 --> 00:08:42.160]  就放了一條鎖匙
[00:08:42.160 --> 00:08:44.280]  裡面寫著我們一定會回來的
[00:08:44.280 --> 00:08:47.920]  要將以色列人所奪的地方奪回來
[00:08:47.920 --> 00:08:51.440]  我們知道耶利哥其實低於海平
[00:08:51.440 --> 00:08:52.920]  是非常低的
[00:08:52.920 --> 00:08:56.400]  我相信是世界海拔最低的城市
[00:08:56.400 --> 00:09:01.600]  但相傳如果從耶穌的受試探山看下來
[00:09:01.600 --> 00:09:04.760]  你也會看到多綠柔柔的一片
[00:09:04.760 --> 00:09:06.920]  你會發現綠草如茵
[00:09:06.920 --> 00:09:10.280]  因為這裡主要有兩個泉水供應的地方
[00:09:10.280 --> 00:09:13.080]  第一個就是以利沙的水泉
[00:09:13.080 --> 00:09:17.840]  以利沙的水泉可以將當地綠化
[00:09:17.840 --> 00:09:18.960]  在附近
[00:09:18.960 --> 00:09:21.440]  在西邊也有一條清澈的溪水
[00:09:21.440 --> 00:09:22.560]  但是很奇怪
[00:09:22.560 --> 00:09:27.120]  作者竟然選擇了中樹城這個字眼
[00:09:27.120 --> 00:09:28.640]  而沒有用到耶利哥
[00:09:28.640 --> 00:09:29.840]  無他的
[00:09:29.840 --> 00:09:33.200]  因為耶利哥是一個盛產耶祖的地方
[00:09:33.200 --> 00:09:34.640]  所以又稱為中樹城
[00:09:34.640 --> 00:09:35.920]  一點也不奇怪
[00:09:35.920 --> 00:09:42.560]  但是問題是為何作者要用這個字
[00:09:42.560 --> 00:09:46.720]  中樹城去取代了耶利哥這個地方呢?
[00:09:46.720 --> 00:09:49.640]  目的就是要表達出征服以色列的人
[00:09:49.640 --> 00:09:52.920]  摩訶這個地方的人
[00:09:52.920 --> 00:09:56.960]  和被征服的以色列人的生活上的對比
[00:09:56.960 --> 00:09:59.120]  而最明顯的對比就是
[00:09:59.120 --> 00:10:02.240]  茂盛的綻放中樹
[00:10:02.240 --> 00:10:04.160]  對比他們住的山地
[00:10:04.160 --> 00:10:09.200]  清涼對比著以色列人痛苦地經歷的炎熱
[00:10:09.200 --> 00:10:11.440]  還有就是肥美的地土
[00:10:11.440 --> 00:10:16.200]  來媲美以色列人住的荒涼的地方
[00:10:16.200 --> 00:10:21.240]  而我們也看到佔據這個字也能夠指出驅逐的意思
[00:10:21.240 --> 00:10:22.040]  換句話說
[00:10:22.040 --> 00:10:25.520]  以色列人諷刺地被他們驅逐出去
[00:10:25.520 --> 00:10:28.240]  有誰在當時這樣的環境中
[00:10:28.240 --> 00:10:32.320]  敢於站出來反摩訶王?
[00:10:32.320 --> 00:10:33.520]  不僅如此
[00:10:33.520 --> 00:10:38.400]  以色列人當時的環境是他們服侍摩訶王伊基隆
[00:10:38.400 --> 00:10:39.760]  《聖經》第十四節說
[00:10:39.760 --> 00:10:43.400]  他們一服侍了他們十八年
[00:10:43.400 --> 00:10:47.360]  服侍這個字正是反映了以色列人沒有侍奉耶和華
[00:10:47.360 --> 00:10:48.880]  反而是侍奉別臣
[00:10:48.880 --> 00:10:53.000]  帶來的結果就是他們要服侍別國的王
[00:10:53.000 --> 00:10:57.520]  以色列人服侍了摩訶伊基倫王足足十八年
[00:10:57.520 --> 00:11:00.000]  比先前第三章第八節所說的
[00:11:00.000 --> 00:11:04.560]  他們服侍雙重邪惡者古山利薩田八年
[00:11:04.560 --> 00:11:07.680]  還要多足足十年這麼長的時間
[00:11:07.680 --> 00:11:09.880]  以色列人屬靈的狀況
[00:11:09.880 --> 00:11:12.040]  我們看到是每況愈下
[00:11:12.040 --> 00:11:15.560]  所以他們承受的痛苦只有有憎無感
[00:11:15.560 --> 00:11:17.360]  在這樣的大環境之下
[00:11:17.360 --> 00:11:18.960]  這樣的警方之中
[00:11:18.960 --> 00:11:21.320]  試問有誰夠有吉時
[00:11:21.320 --> 00:11:24.920]  有誰不會跪下呢?
[00:11:24.920 --> 00:11:29.240]  有誰敢有勇氣站出來呢?
[00:11:29.240 --> 00:11:32.120]  我們知道這個世界誰有錢
[00:11:32.120 --> 00:11:33.560]  誰拳頭大
[00:11:33.560 --> 00:11:35.000]  誰軍力強勁
[00:11:35.000 --> 00:11:36.760]  就誰說了算
[00:11:36.760 --> 00:11:41.200]  有誰會不跪下呢?
[00:11:41.200 --> 00:11:42.600]  還有第五件事
[00:11:42.600 --> 00:11:44.120]  第五件事就是
[00:11:44.120 --> 00:11:46.440]  聖經告訴我們當時的以色列人
[00:11:46.440 --> 00:11:48.880]  他們是假屬靈的情況
[00:11:48.880 --> 00:11:50.360]  留意第十五節
[00:11:50.360 --> 00:11:52.920]  十五節說以色列人呼求耶和華的時候
[00:11:52.920 --> 00:11:55.800]  耶和華就為他們興起一位拯救者
[00:11:55.800 --> 00:11:58.480]  就是變雅敏人基拉的兒子爾弗
[00:11:58.480 --> 00:11:59.920]  他是左手便利的
[00:11:59.920 --> 00:12:04.400]  以色列人托他送禮物給摩訶王伊基倫
[00:12:04.400 --> 00:12:08.160]  這一句是非常諷刺的表達
[00:12:08.160 --> 00:12:12.120]  以色列人一方面在困境中呼求上帝
[00:12:12.120 --> 00:12:14.240]  但另一方面就去猜險爾弗
[00:12:14.240 --> 00:12:16.880]  去伊基倫那裡送禮物
[00:12:16.880 --> 00:12:18.720]  留意「禮物」這一詞
[00:12:18.720 --> 00:12:22.200]  這一詞在舊約廣泛都是被用來指
[00:12:22.200 --> 00:12:24.680]  穀類獻祭的供物
[00:12:24.680 --> 00:12:26.840]  明顯就是要去諷刺以色列人
[00:12:26.840 --> 00:12:30.000]  現在竟然將供物送去給誰呢?
[00:12:30.000 --> 00:12:31.800]  是摩訶王伊基倫的手上
[00:12:31.800 --> 00:12:34.160]  而不是耶和華上帝
[00:12:34.160 --> 00:12:36.920]  事實上這節經文開始的時候
[00:12:36.920 --> 00:12:39.120]  第一個詞是說到耶和華
[00:12:39.120 --> 00:12:41.040]  而結束的時候提到誰呢?
[00:12:41.040 --> 00:12:43.000]  是摩訶王
[00:12:43.000 --> 00:12:48.600]  這個框架就將以色列人那種在神面前假裝的屬靈
[00:12:48.600 --> 00:12:50.680]  完全披露出來
[00:12:50.680 --> 00:12:52.280]  像不像我們呢?
[00:12:52.280 --> 00:12:54.240]  我們說我們呼求上主
[00:12:54.240 --> 00:12:55.840]  有事的時候我們就去祈禱
[00:12:55.840 --> 00:12:57.320]  我們又說倚靠神
[00:12:57.320 --> 00:12:58.360]  相信神
[00:12:58.360 --> 00:13:00.160]  去教會甚至奉獻
[00:13:00.160 --> 00:13:01.920]  但是當有事的時候
[00:13:01.920 --> 00:13:04.080]  當有什麼情況急難的時候
[00:13:04.080 --> 00:13:06.920]  又或者有些外在環境變動的時候
[00:13:06.920 --> 00:13:08.600]  我們就徹底跪下
[00:13:08.600 --> 00:13:12.120]  我們就不再去相信神
[00:13:12.120 --> 00:13:13.680]  甚至我們相信其他東西
[00:13:13.680 --> 00:13:18.800]  相信其他人都不去找我們的上帝
[00:13:18.800 --> 00:13:20.520]  以弗的勇氣
[00:13:20.520 --> 00:13:21.960]  其實可以說
[00:13:21.960 --> 00:13:26.760]  他是完全不去受群眾影響的
[00:13:26.760 --> 00:13:31.160]  我最近看到一條YouTube頻道非常熱播的短片
[00:13:31.160 --> 00:13:33.320]  提到一個國內的人
[00:13:33.320 --> 00:13:36.560]  他很勇敢去到新疆拍攝當地的情況
[00:13:36.560 --> 00:13:39.480]  你看到他拍攝的時候非常賤勁
[00:13:39.480 --> 00:13:40.840]  非常小心
[00:13:40.840 --> 00:13:43.720]  但是不少網民覺得他非常有勇氣
[00:13:43.720 --> 00:13:46.360]  非常夠膽量
[00:13:46.360 --> 00:13:50.080]  所以在留言板上寫了很多鼓勵的說話
[00:13:50.080 --> 00:13:53.760]  將當地的情況如實地拍下來
[00:13:53.760 --> 00:13:55.400]  這種就是勇氣
[00:13:55.400 --> 00:13:57.440]  在沒有人敢去的情況下
[00:13:57.440 --> 00:13:58.560]  沒有人敢
[00:13:58.560 --> 00:14:01.800]  甚至可以說沒有人願意去做的情況下
[00:14:01.800 --> 00:14:03.000]  不需要多
[00:14:03.000 --> 00:14:03.920]  一個
[00:14:03.920 --> 00:14:05.320]  一個就夠了
[00:14:05.320 --> 00:14:07.560]  他們就站出來
[00:14:07.560 --> 00:14:09.360]  這一份就是勇氣
[00:14:09.360 --> 00:14:12.960]  就像以弗所擁有的勇氣一樣
[00:14:12.960 --> 00:14:16.480]  他不受當時的群眾影響
[00:14:16.480 --> 00:14:18.600]  在三章第十二到第十五節
[00:14:18.600 --> 00:14:19.800]  這四節經文中
[00:14:19.800 --> 00:14:21.720]  搭建了一個大的舞台
[00:14:21.720 --> 00:14:23.040]  一個背景
[00:14:23.040 --> 00:14:26.120]  看到當時是一個什麼樣子的大環境呢?
[00:14:26.120 --> 00:14:29.880]  就是在屬靈的層次上
[00:14:29.880 --> 00:14:32.880]  以色列人繼續不聽上帝的話
[00:14:32.880 --> 00:14:34.360]  結果是怎麼樣?
[00:14:34.360 --> 00:14:35.440]  難道沒有後果?
[00:14:35.440 --> 00:14:36.920]  當然有後果
[00:14:36.920 --> 00:14:38.400]  結果我們知道
[00:14:38.400 --> 00:14:42.200]  就是他們被一個新興的侵略暴君伊基倫
[00:14:42.200 --> 00:14:44.040]  他們聯盟的勢力
[00:14:44.040 --> 00:14:46.320]  成功地控制了以色列
[00:14:46.320 --> 00:14:48.080]  讓他們聽聽話話
[00:14:48.080 --> 00:14:49.320]  連連進貢
[00:14:49.320 --> 00:14:52.280]  討好了新興的崛起的魔壓王
[00:14:52.280 --> 00:14:54.480]  你想造反?
[00:14:54.480 --> 00:14:57.160]  妖魔抓緊你幾件
[00:14:57.160 --> 00:14:58.880]  威脅你做人質
[00:14:58.880 --> 00:15:00.480]  讓你聽聽話話
[00:15:00.480 --> 00:15:02.960]  妖魔就割你韭菜
[00:15:02.960 --> 00:15:05.000]  我其實來到歐洲這麼久
[00:15:05.000 --> 00:15:07.320]  也不太明白什麼叫做割韭菜
[00:15:07.320 --> 00:15:08.600]  結果我查了一下
[00:15:08.600 --> 00:15:09.840]  什麼叫做割韭菜
[00:15:09.840 --> 00:15:10.960]  原來這個字
[00:15:10.960 --> 00:15:15.640]  本身是用在古時被大戶欺壓的散戶
[00:15:15.640 --> 00:15:17.240]  形容這些散戶
[00:15:17.240 --> 00:15:20.120]  後期引申成為一個比喻
[00:15:20.120 --> 00:15:23.040]  去比喻被欺壓的人民
[00:15:23.040 --> 00:15:25.080]  特別是低下層的民眾
[00:15:25.080 --> 00:15:30.680]  割韭菜就是對於被壓制的人作一個比喻
[00:15:30.680 --> 00:15:32.240]  割韭菜的比喻
[00:15:32.240 --> 00:15:35.280]  就是比喻上層有權有勢的人
[00:15:35.280 --> 00:15:39.000]  剝削、欺壓、打壓基層的蟻民
[00:15:39.000 --> 00:15:41.080]  在一個不對等的情況下
[00:15:41.080 --> 00:15:42.520]  處於優勢地位的人
[00:15:42.520 --> 00:15:47.200]  他們剝削、壓制處於劣勢地位的人
[00:15:47.200 --> 00:15:50.360]  魔壓王不斷割韭菜
[00:15:50.360 --> 00:15:52.040]  作為神的子民
[00:15:52.040 --> 00:15:54.400]  還有什麼可以選擇?
[00:15:54.400 --> 00:15:55.200]  沒錯
[00:15:55.200 --> 00:15:56.800]  他們苦過滴滴的時候
[00:15:56.800 --> 00:15:58.880]  他們也出來求高野和華臣
[00:15:58.880 --> 00:16:01.000]  臣聽見以色列人的呼求
[00:16:01.000 --> 00:16:02.880]  所以興起士師去幫他們
[00:16:02.880 --> 00:16:03.600]  哇
[00:16:03.600 --> 00:16:04.880]  不過轉過頭來
[00:16:04.880 --> 00:16:06.680]  他們一邊呼求臣
[00:16:06.680 --> 00:16:10.000]  但是另一邊就向魔壓低頭
[00:16:10.000 --> 00:16:12.440]  竟然派使臣去進貢
[00:16:12.440 --> 00:16:13.680]  在這樣的大環境
[00:16:13.680 --> 00:16:15.360]  在這樣的大氣氛之下
[00:16:15.360 --> 00:16:16.640]  個個都怕
[00:16:16.640 --> 00:16:18.120]  沒有人敢去挑戰
[00:16:18.120 --> 00:16:20.280]  沒有人敢出來挑戰
[00:16:20.280 --> 00:16:22.120]  沒有人敢去做一些事情
[00:16:22.120 --> 00:16:25.080]  當時有誰敢出來做駕輛呢?
[00:16:25.080 --> 00:16:27.480]  想不到有
[00:16:27.480 --> 00:16:28.840]  爾忽
[00:16:28.840 --> 00:16:30.480]  不需要多的
[00:16:30.480 --> 00:16:31.560]  一個
[00:16:31.560 --> 00:16:33.440]  一個就夠了
[00:16:33.440 --> 00:16:37.440]  爾忽的勇氣不是隨從群眾的影響
[00:16:37.440 --> 00:16:39.560]  周圍的人雖然不敢這樣做
[00:16:39.560 --> 00:16:41.720]  但是不需要多的
[00:16:41.720 --> 00:16:44.160]  一個在這樣的環境中
[00:16:44.160 --> 00:16:46.400]  只要願意站出來的話
[00:16:46.400 --> 00:16:50.000]  一石激起千重浪
[00:16:50.000 --> 00:16:53.760]  就好像後期大衛迎戰哥利亞一樣
[00:16:53.760 --> 00:16:55.200]  這麼多天都沒有人願意
[00:16:55.200 --> 00:16:57.160]  沒有人敢出來挑戰
[00:16:57.160 --> 00:16:58.520]  不需要多的
[00:16:58.520 --> 00:17:02.800]  一個大衛就可以搞定
[00:17:02.800 --> 00:17:04.280]  我相信
[00:17:04.280 --> 00:17:09.200]  爾忽的勇氣絕對是不隨從群眾的勇氣
[00:17:09.200 --> 00:17:11.000]  在沒有人敢出來挑戰
[00:17:11.000 --> 00:17:12.960]  沒有人敢出力的時候
[00:17:12.960 --> 00:17:13.680]  有啊
[00:17:13.680 --> 00:17:16.200]  有一個就是爾忽
[00:17:16.200 --> 00:17:18.400]  馬丁路德在五百多年前
[00:17:18.400 --> 00:17:21.440]  年僅33歲的一個神學教授
[00:17:21.440 --> 00:17:24.600]  他一向反對神秘主義的屬靈觀
[00:17:24.600 --> 00:17:28.600]  馬丁路德不相信人可以搭建一道天梯去靠近上帝
[00:17:28.600 --> 00:17:30.240]  與上帝結合
[00:17:30.240 --> 00:17:32.160]  怎麼可以靠人的努力呢?
[00:17:32.160 --> 00:17:32.920]  相反
[00:17:32.920 --> 00:17:35.120]  是上帝主動去靠近人
[00:17:35.120 --> 00:17:38.080]  路德否認了屬靈的人
[00:17:38.080 --> 00:17:41.280]  可以靠自己任何德行稱義
[00:17:41.280 --> 00:17:43.560]  在當時贖罪券的議題上
[00:17:43.560 --> 00:17:45.840]  路德更加不認同當時的教宗
[00:17:45.840 --> 00:17:48.000]  竟然會容許贖罪券這件事
[00:17:48.000 --> 00:17:52.320]  用金錢換取縮短在煉獄受刑的時間
[00:17:52.320 --> 00:17:56.000]  什麼銀帝叮落錢箱
[00:17:56.000 --> 00:17:58.440]  靈魂雀躍就會跳出煉獄
[00:17:58.440 --> 00:18:01.160]  這些簡直是白癡的理論
