
[00:00:00.000 --> 00:00:03.800]  今天講的是驚喜的開展
[00:01:39.800 --> 00:01:42.600]  突然間我聽到有人打開我的門
[00:01:42.600 --> 00:01:44.800]  然後有人拍我 就是我女兒了
[00:01:44.800 --> 00:01:49.700]  她說爸爸 很好消息
[00:01:49.700 --> 00:01:55.700]  好消息 No school and no work
[00:01:55.700 --> 00:02:00.000]  不用上學 不用上班 好消息
[00:02:00.000 --> 00:02:02.300]  我真的知道很有趣
[00:02:02.300 --> 00:02:04.400]  突然間會有這樣的事
[00:02:04.400 --> 00:02:06.200]  當然我們都不希望打風
[00:02:06.200 --> 00:02:09.800]  有人的傷亡等等
[00:02:09.800 --> 00:02:12.600]  不過有時候都有這些有趣的事
[00:02:12.600 --> 00:02:16.800]  今天我都講一個很特別的驚喜
[00:02:16.800 --> 00:02:21.300]  而這個驚喜都是當時有一個非常大的影響
[00:02:21.300 --> 00:02:24.500]  亦都停留在梁牧師上次開始
[00:02:24.500 --> 00:02:27.800]  被立比書發生那件事的漸傳
[00:02:27.800 --> 00:02:30.100]  一會兒會慢慢講多一點
[00:02:30.100 --> 00:02:32.100]  我都重覆一點 重覆一點
[00:02:32.100 --> 00:02:34.600]  上個星期梁牧師講到
[00:02:34.600 --> 00:02:36.100]  前個星期梁牧師講到
[00:02:36.100 --> 00:02:39.000]  開始的時候為什麼有被立比的教會
[00:02:39.000 --> 00:02:43.800]  就是當時保羅在第二次宣教的旅程
[00:02:43.800 --> 00:02:47.000]  亦都是第一次去到歐洲的宣教
[00:02:47.000 --> 00:02:50.500]  當時發生一個馬其頓的呼聲
[00:02:50.500 --> 00:02:53.900]  馬其頓其實就是在歐洲 希臘的地方
[00:02:53.900 --> 00:02:55.900]  當時有這樣的記載
[00:02:55.900 --> 00:02:59.900]  令到他去了那裏傳福音
[00:02:59.900 --> 00:03:01.100]  有什麼記載呢
[00:03:01.100 --> 00:03:03.100]  就是在《史圖行傳》第十六章
[00:03:03.100 --> 00:03:04.100]  我們一起讀一讀 好嗎
[00:03:04.100 --> 00:03:05.500]  1 2 3
[00:03:05.500 --> 00:03:08.800]  在夜間有異象
[00:03:08.800 --> 00:03:12.300]  有一個馬其頓人站著投靠樹
[00:03:12.300 --> 00:03:15.600]  請你們用馬其頓來幫助我們
[00:03:15.600 --> 00:03:18.400]  保羅既看見者異象
[00:03:18.400 --> 00:03:22.600]  我們既想要往馬其頓去
[00:03:22.600 --> 00:03:24.400]  當時見到這個異象
[00:03:24.400 --> 00:03:28.100]  有人呼喚 當然是上帝給保羅的異象
[00:03:28.100 --> 00:03:31.500]  所以於是乎保羅就開始
[00:03:31.500 --> 00:03:34.300]  剛才講的歐洲之旅
[00:03:34.300 --> 00:03:36.300]  而歐洲之旅的第一站
[00:03:36.300 --> 00:03:38.300]  就是什麼 菲臘比
[00:03:38.300 --> 00:03:39.900]  究竟去到會怎樣呢
[00:03:39.900 --> 00:03:42.300]  他們想不到 會有什麼發生呢
[00:03:42.300 --> 00:03:43.800]  有什麼阻礙呢
[00:03:43.800 --> 00:03:46.700]  今天我們將會講到
[00:03:46.700 --> 00:03:51.300]  這個菲臘比教會的獨特之處
[00:03:51.300 --> 00:03:52.700]  這一段聖經
[00:03:52.700 --> 00:03:53.500]  如果我們就這樣看
[00:03:53.500 --> 00:03:55.600]  覺得沒什麼的
[00:03:55.600 --> 00:03:57.100]  在《史圖行傳》第十六章
[00:03:57.100 --> 00:03:58.300]  不過你仔細看
[00:03:58.300 --> 00:04:04.100]  你會發現原來有很多特別的驚喜
[00:04:04.100 --> 00:04:06.500]  第一個驚喜 我們立刻進入
[00:04:06.500 --> 00:04:11.700]  第一個驚喜是關於一個富裕的女商人
[00:04:11.700 --> 00:04:13.600]  女嫡
[00:04:13.600 --> 00:04:14.900]  很多人都覺得
[00:04:14.900 --> 00:04:16.700]  我們信耶穌的人
[00:04:16.700 --> 00:04:19.500]  他當然有苦難的時候會信
[00:04:19.500 --> 00:04:22.800]  或者覺得生命是不行的時候
[00:04:22.800 --> 00:04:23.600]  軟弱的時候
[00:04:23.600 --> 00:04:25.100]  當然覺得是好的
[00:04:25.100 --> 00:04:26.800]  這樣去找耶穌是好的
[00:04:26.800 --> 00:04:28.100]  但是不一定
[00:04:28.100 --> 00:04:29.900]  今天第一個驚喜
[00:04:29.900 --> 00:04:33.100]  正正不是那類的情況
[00:04:33.100 --> 00:04:35.700]  是一個富裕什麼都有
[00:04:35.700 --> 00:04:38.200]  心靈又好像很滿足的人
[00:04:38.200 --> 00:04:40.400]  不過我們看看究竟什麼事情發生
[00:04:40.400 --> 00:04:41.700]  我們立刻看
[00:04:41.700 --> 00:04:43.800]  第十三到十五節
[00:04:43.800 --> 00:04:44.700]  我們一起讀好嗎
[00:04:44.700 --> 00:04:45.800]  一 二 三
[00:04:45.800 --> 00:04:47.100]  當安息入
[00:04:47.100 --> 00:04:48.700]  我們出城門
[00:04:48.700 --> 00:04:50.100]  到了河邊
[00:04:50.100 --> 00:04:53.500]  知道那裡有一個禱告的地方
[00:04:53.500 --> 00:04:54.900]  我們就坐下
[00:04:54.900 --> 00:04:57.500]  對那最富裕的婦女國度
[00:04:57.500 --> 00:05:00.500]  有一個賣知識豐富的婦人
[00:05:00.500 --> 00:05:02.100]  的妙慮之下
[00:05:02.100 --> 00:05:04.700]  前方那是那聖地
[00:05:04.700 --> 00:05:06.400]  祖律應大臣
[00:05:06.400 --> 00:05:08.500]  要在那裡大臣
[00:05:08.500 --> 00:05:11.700]  要太勒心聽保祿所說的話
[00:05:11.700 --> 00:05:13.700]  一家人面前上席
[00:05:13.700 --> 00:05:15.300]  面向我母親
[00:05:15.300 --> 00:05:17.500]  請到我家的祿祝
[00:05:17.500 --> 00:05:20.000]  子孫請到我母親
[00:05:20.000 --> 00:05:23.600]  這裡說到保祿短暫去了一個地方
[00:05:23.600 --> 00:05:26.000]  那個地方有一個禱告的地方
[00:05:26.000 --> 00:05:27.300]  我們一定要知道背景
[00:05:27.300 --> 00:05:29.600]  你知道這一段其實很特別
[00:05:29.600 --> 00:05:31.500]  第一個特別就是
[00:05:31.500 --> 00:05:33.800]  保祿通常去一個地方傳福音
[00:05:33.800 --> 00:05:36.700]  會先去猶太會堂
[00:05:36.700 --> 00:05:38.100]  通常去會堂怎麼會有呢
[00:05:38.100 --> 00:05:39.500]  就是有十個人
[00:05:39.500 --> 00:05:43.700]  如果是信猶太耶和華神
[00:05:43.700 --> 00:05:45.100]  就會有會堂
[00:05:45.100 --> 00:05:47.800]  就是說當時那裡連十個都沒有
[00:05:47.800 --> 00:05:49.500]  整個城市
[00:05:49.500 --> 00:05:50.700]  當然這個城市
[00:05:50.700 --> 00:05:53.500]  是一個非常主要的城市
[00:05:53.500 --> 00:05:56.100]  於是乎在安息日
[00:05:56.100 --> 00:05:58.900]  就是說是星期五
[00:05:58.900 --> 00:05:59.900]  到了晚上
[00:05:59.900 --> 00:06:01.500]  星期六傳入到晚上
[00:06:01.500 --> 00:06:02.500]  那段時間
[00:06:02.500 --> 00:06:05.500]  他就去那裡找一個祈禱的地方
[00:06:05.500 --> 00:06:07.500]  看看有沒有一些人
[00:06:07.500 --> 00:06:08.700]  還沒有會堂
[00:06:08.700 --> 00:06:10.700]  但是都想找神的
[00:06:10.700 --> 00:06:15.900]  於是乎就看到這個Lydia女帝娅
[00:06:15.900 --> 00:06:17.400]  這個人是什麼人呢
[00:06:17.400 --> 00:06:18.200]  第一
[00:06:18.200 --> 00:06:21.500]  她是賣什麼布匹的人
[00:06:21.500 --> 00:06:22.500]  紫色
[00:06:22.500 --> 00:06:23.800]  紫色即是怎樣
[00:06:23.800 --> 00:06:25.900]  我們今天沒有人穿紫色衣服
[00:06:25.900 --> 00:06:27.000]  有
[00:06:27.000 --> 00:06:28.400]  穿紫色衣服漂亮嗎
[00:06:28.400 --> 00:06:29.400]  漂亮
[00:06:29.400 --> 00:06:33.500]  不過當日穿有顏色衣服
[00:06:33.500 --> 00:06:35.300]  是很困難的
[00:06:35.300 --> 00:06:36.700]  有錢人才穿的
[00:06:36.700 --> 00:06:38.200]  因為要驗的
[00:06:38.200 --> 00:06:40.400]  就是說要特別的布料
[00:06:40.400 --> 00:06:41.900]  特別的程序
[00:06:41.900 --> 00:06:43.700]  而這個女帝娅
[00:06:43.700 --> 00:06:45.600]  不單止是一個賣布
[00:06:45.600 --> 00:06:46.700]  一個商人
[00:06:46.700 --> 00:06:48.800]  是賣一些貴的東西行不行
[00:06:48.800 --> 00:06:49.500]  賣一些貴的東西
[00:06:49.500 --> 00:06:51.400]  你想想哪裡賣貴的東西在香港
[00:06:51.400 --> 00:06:52.600]  如果香港在哪裡
[00:06:52.600 --> 00:06:54.300]  IFC
[00:06:54.300 --> 00:06:55.900]  Lanmark
[00:06:55.900 --> 00:06:57.700]  現在什麼貴牌子
[00:06:57.700 --> 00:07:00.000]  Channel
[00:07:00.000 --> 00:07:01.200]  就是Chanel
[00:07:01.200 --> 00:07:03.000]  飛甩雞毛
[00:07:03.000 --> 00:07:05.000]  大家知道我在說什麼
[00:07:05.000 --> 00:07:06.500]  我不是賣廣告
[00:07:06.500 --> 00:07:08.600]  就是那些老闆
[00:07:08.600 --> 00:07:09.800]  而她從哪裡來
[00:07:09.800 --> 00:07:12.700]  她是推啊推拉城的人
[00:07:12.700 --> 00:07:14.300]  經過歷史學家的分析
[00:07:14.300 --> 00:07:15.700]  原來這個城
[00:07:15.700 --> 00:07:18.800]  當日是出上好的布匹
[00:07:18.800 --> 00:07:19.900]  在小亞細亞
[00:07:19.900 --> 00:07:21.400]  即是亞洲的地方
[00:07:21.400 --> 00:07:22.600]  她是一個商人
[00:07:22.600 --> 00:07:25.600]  不過她內心是敬拜神
[00:07:25.600 --> 00:07:27.900]  但她又未肯定誰是神
[00:07:27.900 --> 00:07:29.400]  她又不是不滿足
[00:07:29.400 --> 00:07:31.000]  但她又很想尋求
[00:07:31.000 --> 00:07:32.600]  在那個時刻
[00:07:32.600 --> 00:07:37.000]  她就見到保羅
[00:07:37.000 --> 00:07:41.200]  對她來說是一個驚喜
[00:07:41.200 --> 00:07:44.800]  但對神來說是一個鋪排
[00:07:44.800 --> 00:07:48.000]  神已經用異象叫保羅去
[00:07:48.000 --> 00:07:50.500]  於是乎她一家領了洗
[00:07:50.500 --> 00:07:52.000]  非常開心
[00:07:52.000 --> 00:07:53.200]  那你說陳牧師
[00:07:53.200 --> 00:07:54.200]  你怎麼會覺得他開心
[00:07:54.200 --> 00:07:55.900]  因為她就說
[00:07:55.900 --> 00:08:00.100]  於是就強留他們
[00:08:00.100 --> 00:08:02.500]  在她家裡招呼她
[00:08:02.500 --> 00:08:04.600]  你會不會強留一些
[00:08:04.600 --> 00:08:06.200]  你很討厭的人在那裡
[00:08:06.200 --> 00:08:07.200]  不會吧
[00:08:07.200 --> 00:08:10.200]  你會不會強留陳牧師在你家裡
[00:08:10.200 --> 00:08:12.200]  幸好有人說會
[00:08:12.200 --> 00:08:14.400]  即是你都很喜歡我
[00:08:14.400 --> 00:08:16.400]  強留一定是你的喜悅
[00:08:16.400 --> 00:08:17.500]  想款待
[00:08:17.500 --> 00:08:19.000]  覺得有價值
[00:08:19.000 --> 00:08:20.100]  對不對
[00:08:20.100 --> 00:08:21.600]  特別中國人我們很明白
[00:08:21.600 --> 00:08:23.200]  我們會去吃飯
[00:08:23.200 --> 00:08:25.100]  大家都很想
[00:08:25.100 --> 00:08:27.300]  款待很想做給錢的那個
[00:08:27.300 --> 00:08:28.600]  你是不是
[00:08:28.600 --> 00:08:29.900]  看看他是誰
[00:08:29.900 --> 00:08:31.000]  又有人笑
[00:08:31.000 --> 00:08:31.900]  那你和我吃飯
[00:08:31.900 --> 00:08:35.100]  你會不會很想給錢請我
[00:08:35.100 --> 00:08:37.900]  都好多人這樣說
[00:08:37.900 --> 00:08:38.700]  很害怕
[00:08:38.700 --> 00:08:39.700]  就真的
[00:08:39.700 --> 00:08:40.500]  中國人特別
[00:08:40.500 --> 00:08:44.400]  傳統中國人都很想表達心意
[00:08:44.400 --> 00:08:47.000]  去年我女兒去美國讀書
[00:08:47.000 --> 00:08:47.800]  度了一年
[00:08:47.800 --> 00:08:49.900]  我去美國探望她的時候
[00:08:49.900 --> 00:08:52.700]  就很想多謝她同房
[00:08:52.700 --> 00:08:56.100]  兩個同學兒子
[00:08:56.100 --> 00:08:57.000]  特別是她父母
[00:08:57.000 --> 00:08:59.100]  於是就叫父母出來吃飯
[00:08:59.100 --> 00:09:00.800]  就想請她
[00:09:00.800 --> 00:09:04.400]  結果我都想盡辦法
[00:09:04.400 --> 00:09:05.300]  怎樣去給錢
[00:09:05.300 --> 00:09:06.600]  你知道都很難的
[00:09:06.600 --> 00:09:08.300]  她是地主之兒
[00:09:08.300 --> 00:09:09.300]  我又很想多謝她
[00:09:09.300 --> 00:09:12.800]  於是肯定點完食物的時候
[00:09:12.800 --> 00:09:15.200]  我就借什麼就斷了
[00:09:15.200 --> 00:09:15.900]  其實是什麼呢
[00:09:15.900 --> 00:09:17.700]  就是想去找數可以嗎
[00:09:17.700 --> 00:09:19.900]  那我先去洗手間
[00:09:19.900 --> 00:09:21.800]  接著我就去到那個櫃檯
[00:09:21.800 --> 00:09:22.900]  打算找數
[00:09:22.900 --> 00:09:24.400]  結果我們到櫃檯
[00:09:24.400 --> 00:09:27.200]  你猜我見到什麼
[00:09:27.200 --> 00:09:28.300]  差不多了
[00:09:28.300 --> 00:09:34.100]  見到那兩個同房女生的父親
[00:09:34.100 --> 00:09:36.100]  因為他已經聞到我的味道
[00:09:36.100 --> 00:09:37.200]  就在櫃檯
[00:09:37.200 --> 00:09:39.000]  他們兩個都在爭
[00:09:39.000 --> 00:09:40.600]  好在兩個在爭
[00:09:40.600 --> 00:09:41.900]  接著我馬上推開
[00:09:41.900 --> 00:09:43.100]  不行一定是我
[00:09:43.100 --> 00:09:45.300]  因為多謝你照顧我女兒
[00:09:45.300 --> 00:09:47.700]  接著大家就在推來推去
[00:09:47.700 --> 00:09:49.200]  那個西人就看著
[00:09:49.200 --> 00:09:50.400]  你想怎樣
[00:09:50.400 --> 00:09:51.500]  他們不是這樣的
[00:09:51.500 --> 00:09:53.000]  推呀推呀
[00:09:53.000 --> 00:09:54.400]  接著他出了一招
[00:09:54.400 --> 00:09:55.000]  他說
[00:09:55.000 --> 00:09:58.800]  We don't take Hong Kong credit card
[00:09:58.800 --> 00:10:00.300]  很明顯是亂說
[00:10:00.300 --> 00:10:02.300]  我們不會接受香港信用卡
[00:10:02.300 --> 00:10:03.500]  就是那個爸爸這樣說
[00:10:03.500 --> 00:10:05.800]  我說 No I don't believe you
[00:10:05.800 --> 00:10:07.000]  接著搞來搞去
[00:10:07.000 --> 00:10:09.500]  結果他真誠到一個地步
[00:10:09.500 --> 00:10:10.800]  他走進了那個櫃檯裡面
[00:10:10.800 --> 00:10:11.900]  可以嗎
[00:10:11.900 --> 00:10:12.900]  攔住了我
[00:10:12.900 --> 00:10:14.800]  我真的沒辦法了
[00:10:14.800 --> 00:10:16.400]  但你分辨得到的
[00:10:16.400 --> 00:10:19.100]  真正很想給的那些
[00:10:19.100 --> 00:10:20.100]  還有假的那些
[00:10:20.100 --> 00:10:20.900]  假的通常怎樣說
[00:10:20.900 --> 00:10:22.400]  等我來啦
[00:10:22.400 --> 00:10:24.200]  手都還沒拿出來
[00:10:24.200 --> 00:10:25.300]  明白的
[00:10:25.300 --> 00:10:27.300]  這裡看到
[00:10:27.300 --> 00:10:30.100]  他真是很喜悅
[00:10:30.100 --> 00:10:31.800]  這個 Lydia
[00:10:31.800 --> 00:10:33.000]  很開心
[00:10:33.000 --> 00:10:34.300]  而你說沉默
[00:10:34.300 --> 00:10:35.200]  你怎知道他有錢
[00:10:35.200 --> 00:10:36.200]  很簡單
[00:10:36.200 --> 00:10:37.800]  他說我們
[00:10:37.800 --> 00:10:38.600]  強留我們
[00:10:38.600 --> 00:10:40.700]  我們出城究竟有多少人
[00:10:40.700 --> 00:10:43.200]  其實這個我們是有四個人
[00:10:43.200 --> 00:10:44.200]  保羅一個
[00:10:44.200 --> 00:10:46.400]  西拉 Silas
[00:10:46.400 --> 00:10:48.200]  接著提摩大Timothy
[00:10:48.200 --> 00:10:52.900]  還有記載試圖行轉的路加醫生
[00:10:52.900 --> 00:10:54.200]  我想問一下
[00:10:54.200 --> 00:10:55.700]  這裡誰人的家
[00:10:55.700 --> 00:10:57.200]  隨時今晚
[00:10:57.200 --> 00:11:00.700]  就可以招呼四個陌生人
[00:11:00.700 --> 00:11:02.300]  在你家住的
[00:11:02.300 --> 00:11:03.900]  舉手好不好
[00:11:03.900 --> 00:11:05.400]  有的
[00:11:05.400 --> 00:11:06.600]  你不舉手而已
[00:11:06.600 --> 00:11:09.000]  一定是一個大一點的房子
[00:11:09.000 --> 00:11:11.200]  也有人招呼你的
[00:11:11.200 --> 00:11:12.200]  但很明顯
[00:11:12.200 --> 00:11:13.500]  真的很感恩
[00:11:13.500 --> 00:11:15.400]  就是為什麼保羅一去到
[00:11:15.400 --> 00:11:18.500]  他遇見這個是上帝的安排
[00:11:18.500 --> 00:11:19.200]  有人說
[00:11:19.200 --> 00:11:20.500]  信是否一定要苦難的時候
[00:11:20.500 --> 00:11:22.100]  我覺得當然不需要
[00:11:22.100 --> 00:11:23.800]  並且很多人受洗的時候
[00:11:23.800 --> 00:11:25.700]  我會問他心事
[00:11:25.700 --> 00:11:27.200]  我說你信了主這麼久
[00:11:27.200 --> 00:11:30.700]  你有沒有後悔
[00:11:30.700 --> 00:11:32.900]  有時候有些人說會
[00:11:32.900 --> 00:11:35.000]  那我問你為什麼後悔
[00:11:35.000 --> 00:11:39.800]  他說因為我信得太遲了
[00:11:39.800 --> 00:11:41.100]  不需要的 真的的
[00:11:41.100 --> 00:11:44.200]  我自己就不是有苦難的時候信主
[00:11:44.200 --> 00:11:46.700]  我是讀中五中六的時候
[00:11:46.700 --> 00:11:48.100]  我覺得這個世界
[00:11:48.100 --> 00:11:51.200]  當然有個創造主
[00:11:51.200 --> 00:11:53.000]  這麼漂亮的手錶
[00:11:53.000 --> 00:11:55.700]  你就會想起一個設計師
[00:11:55.700 --> 00:11:57.400]  這麼漂亮的皮鞋
[00:11:57.400 --> 00:11:58.500]  我的就不是很漂亮
[00:11:58.500 --> 00:11:59.200]  這麼漂亮的鞋
[00:11:59.200 --> 00:12:01.700]  你就會想起一個設計師
[00:12:01.700 --> 00:12:03.600]  你想起這麼漂亮的iPhone
[00:12:03.600 --> 00:12:05.400]  當然有個人生產
[00:12:05.400 --> 00:12:07.000]  我不是賣廣告
[00:12:07.000 --> 00:12:07.800]  你不會想起
[00:12:07.800 --> 00:12:08.800]  有些人拿著鐵
[00:12:08.800 --> 00:12:09.800]  不斷扔在地上
[00:12:09.800 --> 00:12:11.200]  扔了一萬年
[00:12:11.200 --> 00:12:13.300]  然後出了個iPhone
[00:12:13.300 --> 00:12:14.700]  這個可能性有人相信
[00:12:14.700 --> 00:12:16.200]  我就真的不相信
[00:12:16.200 --> 00:12:16.900]  我覺得不會
[00:12:16.900 --> 00:12:19.200]  我覺得真的很理所當然
[00:12:19.200 --> 00:12:20.400]  這個世界
[00:12:20.400 --> 00:12:22.200]  就是有一個創造者
[00:12:22.200 --> 00:12:23.700]  超越我們智慧人
[00:12:23.700 --> 00:12:28.000]  維繫整個宇宙這麼仔細的運行
[00:12:28.000 --> 00:12:30.100]  我記得我一直追到現在都在追
[00:12:30.100 --> 00:12:32.000]  前幾個月我女兒回香港
[00:12:32.000 --> 00:12:33.400]  我就跟她聽到一個講座
[00:12:33.400 --> 00:12:37.900]  這個講座是一個劍橋的教授
[00:12:37.900 --> 00:12:40.300]  有兩天的全日講座
[00:12:40.300 --> 00:12:45.700]  就是講一個叫做fine tuning of the universe for life
[00:12:45.700 --> 00:12:48.100]  fine tuning of the universe for life
[00:12:48.100 --> 00:12:51.000]  就是說這個宇宙和生命
[00:12:51.000 --> 00:12:55.300]  是一個很仔細微小的調教才發生
[00:12:55.300 --> 00:12:56.900]  這個教授
[00:12:56.900 --> 00:12:59.800]  當他發出這個邀請人去聽
[00:12:59.800 --> 00:13:01.500]  我就傻傻的
[00:13:01.500 --> 00:13:03.500]  我就在別人的教授的戶口
[00:13:03.500 --> 00:13:05.100]  拿了就報了
[00:13:05.100 --> 00:13:08.700]  一報原來去到全部都是大學教授
[00:13:08.700 --> 00:13:10.500]  他就坐下來問
[00:13:10.500 --> 00:13:11.500]  where are you from
[00:13:11.500 --> 00:13:14.200]  我是這間大學的學術交流
[00:13:14.200 --> 00:13:15.100]  他問我
[00:13:15.100 --> 00:13:16.300]  where are you from
[00:13:16.300 --> 00:13:19.200]  我說I am from Hong Kong
[00:13:19.200 --> 00:13:20.900]  from church
[00:13:20.900 --> 00:13:22.200]  教會呀
[00:13:22.200 --> 00:13:25.200]  so what do you do
[00:13:25.200 --> 00:13:27.700]  I am a pastor
[00:13:27.700 --> 00:13:29.700]  我覺得他的眼神是表示
[00:13:29.700 --> 00:13:31.500]  希望你明白我說什麼
[00:13:31.500 --> 00:13:33.500]  但我都明白一點點的
[00:13:33.500 --> 00:13:35.100]  在中間我發現
[00:13:35.100 --> 00:13:37.200]  他晚上有些公開聚會就淺一點
[00:13:37.200 --> 00:13:38.700]  我和我女兒在那邊聽
[00:13:38.700 --> 00:13:40.100]  我覺得很感動
[00:13:40.100 --> 00:13:44.600]  這個博士和另一個伴侶博士
[00:13:44.600 --> 00:13:46.200]  一個是順著一個不順著
[00:13:46.200 --> 00:13:47.200]  但他做了一個結論
[00:13:47.200 --> 00:13:48.400]  而這個結論
[00:13:48.400 --> 00:13:50.900]  他是找回宇宙基本的元素
[00:13:50.900 --> 00:13:54.400]  然後找回元素做一個模擬
[00:13:54.400 --> 00:13:55.400]  simulation
[00:13:55.400 --> 00:13:57.300]  如果每個元素歪一點點
[00:13:57.300 --> 00:13:58.300]  多一點點
[00:13:58.300 --> 00:14:00.000]  或者減一點點
[00:14:00.000 --> 00:14:01.900]  這個宇宙會怎樣呢
[00:14:01.900 --> 00:14:02.900]  他做出一個結論
[00:14:02.900 --> 00:14:05.000]  已經在劍橋出來了
[00:14:05.000 --> 00:14:06.300]  這個結論就是
[00:14:06.300 --> 00:14:08.500]  沒有可能這個宇宙背後
[00:14:08.500 --> 00:14:11.800]  沒有一個超越我們的智慧者
[00:14:11.800 --> 00:14:13.800]  來維繫這個宇宙
[00:14:13.800 --> 00:14:15.300]  否則這個宇宙根本
[00:14:15.300 --> 00:14:17.600]  一開始已經不再發生
[00:14:17.600 --> 00:14:19.700]  我聽完很感動
[00:14:19.700 --> 00:14:21.200]  作為信徒來講
[00:14:21.200 --> 00:14:23.000]  這個教授叫Luke Bass
[00:14:23.000 --> 00:14:24.400]  他說在我的信仰上
[00:14:24.400 --> 00:14:28.400]  我肯定這個維繫宇宙的智慧者
[00:14:28.400 --> 00:14:29.800]  是耶穌基督
[00:14:29.800 --> 00:14:31.400]  另一個不信主的
[00:14:31.400 --> 00:14:33.000]  在他的本書記載
[00:14:33.000 --> 00:14:35.200]  他說我不知道是誰我不信主
[00:14:35.200 --> 00:14:37.500]  不過我沒有辦法否定
[00:14:37.500 --> 00:14:41.000]  背後必然有一個
[00:14:41.000 --> 00:14:47.500]  維繫整個宇宙運作的超越能力者
[00:14:47.500 --> 00:14:48.900]  真的很特別
[00:14:48.900 --> 00:14:50.400]  所以這個時刻我們
[00:14:50.400 --> 00:14:53.000]  就可以明白這個世界
[00:14:53.000 --> 00:14:55.200]  這樣發生的話
[00:14:55.200 --> 00:14:59.100]  誰是背後的創造主
[00:14:59.100 --> 00:15:00.200]  也有人說
[00:15:00.200 --> 00:15:03.600]  唉呀 有千人很難信主的
[00:15:03.600 --> 00:15:05.100]  No
[00:15:05.100 --> 00:15:06.800]  當日在羅馬
[00:15:06.800 --> 00:15:09.800]  這個當時最強的國家
[00:15:09.800 --> 00:15:11.800]  這個凱撒帝帝
[00:15:11.800 --> 00:15:14.100]  其中一個最出名的皇帝曾經這樣說
[00:15:14.100 --> 00:15:16.400]  他說世上的名利
[00:15:16.400 --> 00:15:19.400]  賢才就好像海水
[00:15:19.400 --> 00:15:21.500]  有沒有人喝過海水
[00:15:21.500 --> 00:15:22.300]  有啊
[00:15:22.300 --> 00:15:23.200]  有沒有喝過
[00:15:23.200 --> 00:15:24.400]  解不解渴
[00:15:24.400 --> 00:15:24.900]  有沒有人喝過
[00:15:24.900 --> 00:15:26.000]  嘩 正啊
[00:15:26.000 --> 00:15:27.800]  給多一杯來
[00:15:27.800 --> 00:15:29.300]  即是你游海灘游水
[00:15:29.300 --> 00:15:31.300]  一喝了海水之後你怎樣
[00:15:31.300 --> 00:15:32.700]  吐都吐不完
[00:15:32.700 --> 00:15:37.500]  有沒有喝過 嘩 正啊
[00:15:37.500 --> 00:15:39.300]  不會啊 為甚麼
[00:15:39.300 --> 00:15:40.300]  很鹹
[00:15:40.300 --> 00:15:42.600]  你喝下去會Dehydrate
[00:15:42.600 --> 00:15:44.500]  你會越來越抽乾
[00:15:44.500 --> 00:15:45.700]  你越來越口渴
[00:15:45.700 --> 00:15:50.100]  他說名利賢就好像海水一樣
[00:15:50.100 --> 00:15:52.900]  不能止渴
[00:15:52.900 --> 00:15:53.900]  真的
