
[00:00:00.000 --> 00:00:01.000]  (聽節目早晨)
[00:02:19.000 --> 00:02:21.000]  是會令你過分的分析
[00:02:21.000 --> 00:02:22.000]  還有過分的放大一些東西
[00:02:22.000 --> 00:02:24.000]  (或者一些毫無意義的舉動)
[00:02:24.000 --> 00:02:26.000]  或者一些毫無意義的舉動
[00:02:26.000 --> 00:02:28.000]  例如你不喜歡某一個人
[00:02:28.000 --> 00:02:30.000]  (譬如說你不喜歡某一個人)
[00:02:30.000 --> 00:02:33.000]  那你不小心他的眼光掃一掃到你
[00:02:33.000 --> 00:02:36.000]  (那個人不經意的眼光看到你)
[00:02:36.000 --> 00:02:38.000]  那你可能就說
[00:02:38.000 --> 00:02:40.000]  哼!一早就挖住我了
[00:02:40.000 --> 00:02:43.000]  (那你可能就說一早他就兇著我)
[00:02:43.000 --> 00:02:45.000]  所以過分的懷疑
[00:02:45.000 --> 00:02:46.000]  (所以過分的懷疑)
[00:02:46.000 --> 00:02:49.000]  所以你對別人的信任就會大大減退
[00:02:49.000 --> 00:02:52.000]  (令到你對別人的信任會大大減退)
[00:02:52.000 --> 00:02:54.000]  在南宋的時期
[00:02:54.000 --> 00:02:55.000]  (在南宋的時期)
[00:02:55.000 --> 00:03:00.000]  宋高宗對掌握大部分兵權的岳飛起了疑心
[00:03:00.000 --> 00:03:04.000]  (宋高宗對掌握大部分兵權的岳飛起了疑心)
[00:03:04.000 --> 00:03:06.000]  懷疑他會謀反
[00:03:06.000 --> 00:03:07.000]  (懷疑他會謀反)
[00:03:07.000 --> 00:03:11.000]  於是乎就變得非常畏懼
[00:03:11.000 --> 00:03:13.000]  以及對岳飛不信任
[00:03:13.000 --> 00:03:17.000]  (於是就變成非常畏懼岳飛還有對他不信任)
[00:03:17.000 --> 00:03:18.000]  最終殺死了他
[00:03:18.000 --> 00:03:20.000]  (最終把他殺了)
[00:03:20.000 --> 00:03:22.000]  把一個精忠報國的岳飛
[00:03:22.000 --> 00:03:24.000]  (把一個精忠報國的岳飛)
[00:03:24.000 --> 00:03:25.000]  殺了他
[00:03:25.000 --> 00:03:26.000]  (殺了他)
[00:03:26.000 --> 00:03:30.000]  結果導致南宋國力衰退
[00:03:30.000 --> 00:03:32.000]  (結果導致南宋國力衰退)
[00:03:32.000 --> 00:03:37.000]  可見過分的懷疑會令人不信任別人
[00:03:37.000 --> 00:03:40.000]  (可見過分的懷疑會令人不信任別人)
[00:03:40.000 --> 00:03:42.000]  引起不良的後果
[00:03:42.000 --> 00:03:43.000]  (引起不良的後果)
[00:03:43.000 --> 00:03:46.000]  過分的懷疑也會令到你身心疲累
[00:03:46.000 --> 00:03:49.000]  (過分的懷疑也會令到你身心疲累)
[00:03:49.000 --> 00:03:51.000]  經常惹人憂天
[00:03:51.000 --> 00:03:53.000]  (經常惹人憂天)
[00:03:53.000 --> 00:03:54.000]  怕人陷害你
[00:03:54.000 --> 00:03:55.000]  (怕人陷害你)
[00:03:55.000 --> 00:03:57.000]  處處加以防備
[00:03:57.000 --> 00:03:58.000]  (處處加以防備)
[00:03:58.000 --> 00:04:01.000]  最終惡化了跟別人的關係
[00:04:01.000 --> 00:04:04.000]  (最終惡化了跟別人的關係)
[00:04:04.000 --> 00:04:05.000]  在生活
[00:04:05.000 --> 00:04:06.000]  (在生活)
[00:04:06.000 --> 00:04:07.000]  工作
[00:04:07.000 --> 00:04:08.000]  (工作)
[00:04:08.000 --> 00:04:09.000]  學習
[00:04:09.000 --> 00:04:10.000]  (學習)
[00:04:10.000 --> 00:04:12.000]  社交上也有不少負面影響
[00:04:12.000 --> 00:04:15.000]  (社交上也有不少負面影響)
[00:04:15.000 --> 00:04:17.000]  懷疑令人卻步
[00:04:17.000 --> 00:04:18.000]  (懷疑令人卻步)
[00:04:18.000 --> 00:04:19.000]  不敢前行
[00:04:19.000 --> 00:04:20.000]  (不敢前行)
[00:04:20.000 --> 00:04:22.000]  我記得我考車的時候
[00:04:22.000 --> 00:04:23.000]  (我記得我考車的時候)
[00:04:23.000 --> 00:04:25.000]  考牌的地方就在沙田
[00:04:25.000 --> 00:04:26.000]  (考牌)
[00:04:26.000 --> 00:04:27.000]  考車牌的地方在沙田
[00:04:27.000 --> 00:04:29.000]  沙田有個迴旋處
[00:04:29.000 --> 00:04:30.000]  (沙田有個迴旋處)
[00:04:30.000 --> 00:04:31.000]  到今天我想起也害怕
[00:04:31.000 --> 00:04:34.000]  (到今天我想起來也害怕)
[00:04:34.000 --> 00:04:39.000]  很多車就不停衝出迴旋處
[00:04:39.000 --> 00:04:42.000]  (很多車就不停衝出迴旋處)
[00:04:42.000 --> 00:04:44.000]  我看到那麼多車我又害怕
[00:04:44.000 --> 00:04:46.000]  (我看到那麼多車我又害怕)
[00:04:46.000 --> 00:04:48.000]  我擔心我衝出去的時候
[00:04:48.000 --> 00:04:50.000]  車位人亡
[00:04:50.000 --> 00:04:52.000]  (我很擔心我衝出去的時候)
[00:04:52.000 --> 00:04:54.000]  我就一直站在那裡
[00:04:54.000 --> 00:04:56.000]  (我就一直站在那裡)
[00:04:56.000 --> 00:05:00.000]  考車的考車官就說
[00:05:00.000 --> 00:05:02.000]  「你還不開車?」
[00:05:02.000 --> 00:05:04.000]  (考車的官員就跟我說)
[00:05:04.000 --> 00:05:05.000]  「你還不開?」
[00:05:05.000 --> 00:05:08.000]  我於是咬緊牙關就衝過去
[00:05:08.000 --> 00:05:11.000]  (於是我就咬緊牙關就衝出去)
[00:05:11.000 --> 00:05:13.000]  那次衝過去之後
[00:05:13.000 --> 00:05:14.000]  (那次衝過去之後)
[00:05:14.000 --> 00:05:15.000]  考車的結果
[00:05:15.000 --> 00:05:17.000]  (考車的結果)
[00:05:17.000 --> 00:05:20.000]  就令到香港人更加安全的出街
[00:05:20.000 --> 00:05:23.000]  (就令到香港人更加安全的出街逛街)
[00:05:23.000 --> 00:05:24.000]  我胖了
[00:05:24.000 --> 00:05:26.000]  (我胖了)
[00:05:26.000 --> 00:05:29.000]  懷疑好像一個路牌寫著不准進入
[00:05:29.000 --> 00:05:32.000]  (懷疑好像一個路牌寫著不准進入)
[00:05:32.000 --> 00:05:34.000]  它使人裹足不前
[00:05:34.000 --> 00:05:36.000]  (它使人裹足不前)
[00:05:36.000 --> 00:05:38.000]  消耗你很多的體力
[00:05:38.000 --> 00:05:40.000]  (消耗了你很多的體力)
[00:05:40.000 --> 00:05:43.000]  懷疑很多時候令人在決擇之間徘徊不定
[00:05:43.000 --> 00:05:47.000]  (懷疑很多時候令人在決擇之間徘徊不定)
[00:05:47.000 --> 00:05:49.000]  一點一滴地榨乾你的精力
[00:05:49.000 --> 00:05:52.000]  (一點一滴地榨乾你的精力)
[00:05:52.000 --> 00:05:54.000]  最後一生都沒有改變
[00:05:54.000 --> 00:05:56.000]  (最後一生也沒有改變)
[00:05:56.000 --> 00:05:57.000]  又沒有成就
[00:05:57.000 --> 00:05:59.000]  (又沒有成就)
[00:05:59.000 --> 00:06:03.000]  這篇講章你會發覺我之前也講過以利亞的
[00:06:03.000 --> 00:06:07.000]  (這個講章你會發覺我以前也說過以利亞的)
[00:06:07.000 --> 00:06:10.000]  在十七章的時候講過以利亞祈禱
[00:06:10.000 --> 00:06:13.000]  (在十七章的時候講過以利亞祈禱)
[00:06:13.000 --> 00:06:15.000]  她說如果她不祈禱的時候
[00:06:15.000 --> 00:06:17.000]  就不會下雨
[00:06:17.000 --> 00:06:20.000]  (她說如果她不祈禱的話就不會下雨)
[00:06:20.000 --> 00:06:23.000]  她就去了基納溪旁在那裡三年
[00:06:23.000 --> 00:06:26.000]  (她就到了基納溪旁在那邊三年)
[00:06:26.000 --> 00:06:28.000]  今天我想從第十八章
[00:06:28.000 --> 00:06:30.000]  (今天我想跟大家說第十八章)
[00:06:30.000 --> 00:06:34.000]  在電影裡面一件懷疑要造成可悲的事件
[00:06:34.000 --> 00:06:37.000]  (看一件因為懷疑而造成的可悲事件)
[00:06:37.000 --> 00:06:41.000]  以色列人被以利亞召喚到加密山上
[00:06:41.000 --> 00:06:45.000]  (以色列人被以利亞召喚到加密山上)
[00:06:45.000 --> 00:06:50.000]  以色列人以為他們遭災是以利亞造成的
[00:06:50.000 --> 00:06:53.000]  (以色列人以為他們遭災是以利亞造成的)
[00:06:53.000 --> 00:06:56.000]  將以利亞視為叛徒
[00:06:56.000 --> 00:06:58.000]  (他們把以利亞視為叛徒)
[00:06:58.000 --> 00:07:00.000]  是應該抓了她的
[00:07:00.000 --> 00:07:01.000]  (是應該把她抓了)
[00:07:01.000 --> 00:07:03.000]  但如果你細心看下去
[00:07:03.000 --> 00:07:06.000]  (但是如果你細心地看下去)
[00:07:06.000 --> 00:07:10.000]  發現問題在於那群百姓
[00:07:10.000 --> 00:07:13.000]  (你就會發覺那個問題是在於那群百姓)
[00:07:13.000 --> 00:07:15.000]  那群以色列人
[00:07:15.000 --> 00:07:16.000]  (那群以色列人)
[00:07:16.000 --> 00:07:17.000]  三年過去了
[00:07:17.000 --> 00:07:18.000]  (三年過去了)
[00:07:18.000 --> 00:07:20.000]  是一個三個艱難的年頭
[00:07:20.000 --> 00:07:22.000]  (是一個三個艱難的年頭)
[00:07:22.000 --> 00:07:26.000]  三年給他們反省的年頭
[00:07:26.000 --> 00:07:29.000]  (三個讓他們去反省的年頭)
[00:07:29.000 --> 00:07:31.000]  他們都無動於衷
[00:07:31.000 --> 00:07:32.000]  (他們也無動於衷)
[00:07:32.000 --> 00:07:33.000]  又沒有改變
[00:07:33.000 --> 00:07:34.000]  (也沒有改變)
[00:07:34.000 --> 00:07:36.000]  仍舊是冷淡和軟弱
[00:07:36.000 --> 00:07:38.000]  (仍舊是冷淡和軟弱)
[00:07:38.000 --> 00:07:40.000]  至於以利亞
[00:07:40.000 --> 00:07:41.000]  (至於以利亞)
[00:07:41.000 --> 00:07:43.000]  雖然她忍受艱難的時候
[00:07:43.000 --> 00:07:45.000]  (雖然她忍受艱難的時候)
[00:07:45.000 --> 00:07:46.000]  但是她的信心
[00:07:46.000 --> 00:07:47.000]  (但是她的信心)
[00:07:47.000 --> 00:07:49.000]  智慧和力量等等
[00:07:49.000 --> 00:07:50.000]  (智慧和力量等等)
[00:07:50.000 --> 00:07:52.000]  各方面她都成長
[00:07:52.000 --> 00:07:53.000]  (各方面都成長了)
[00:07:53.000 --> 00:07:55.000]  究竟我們的屬靈生命
[00:07:55.000 --> 00:07:56.000]  (究竟我們的屬靈生命)
[00:07:56.000 --> 00:07:58.000]  怎樣可以勇往直前
[00:07:58.000 --> 00:08:00.000]  (怎樣可以勇往直前)
[00:08:00.000 --> 00:08:02.000]  可以一路的成長呢
[00:08:02.000 --> 00:08:03.000]  (可以一路的成長呢)
[00:08:03.000 --> 00:08:05.000]  十七和十八節
[00:08:05.000 --> 00:08:06.000]  (十七和十八節)
[00:08:06.000 --> 00:08:09.000]  以色列人對於耶和華的崇拜
[00:08:09.000 --> 00:08:10.000]  (以色列人對於耶和華的崇拜)
[00:08:10.000 --> 00:08:12.000]  始於米索不達米亞的平原
[00:08:12.000 --> 00:08:13.000]  (始於米索不達米亞的平原)
[00:08:13.000 --> 00:08:15.000]  以色列人對耶和華的崇拜
[00:08:15.000 --> 00:08:17.000]  始於美索不達亞平原
[00:08:17.000 --> 00:08:19.000]  而這種一神的信仰
[00:08:19.000 --> 00:08:22.000]  (而這種一神的信仰)
[00:08:22.000 --> 00:08:26.000]  竟然能夠在迦蘭的地方紮根生長
[00:08:26.000 --> 00:08:29.000]  (竟然能夠在迦蘭的地方紮根生長)
[00:08:29.000 --> 00:08:31.000]  真是一件奇跡
[00:08:31.000 --> 00:08:33.000]  迦蘭人對一神的信仰
[00:08:33.000 --> 00:08:35.000]  是絕對沒有好感的
[00:08:35.000 --> 00:08:37.000]  迦蘭人對一神的信仰
[00:08:37.000 --> 00:08:38.000]  是絕對沒有好感的
[00:08:38.000 --> 00:08:41.000]  當以色列人初次踏足迦蘭的時候
[00:08:41.000 --> 00:08:44.000]  當以色列人初次踏足迦蘭的時候
[00:08:44.000 --> 00:08:48.000]  當地人正是活在偶像崇拜的風氣之中
[00:08:48.000 --> 00:08:52.000]  當地人正是活在偶像崇拜的風氣當中
[00:08:52.000 --> 00:08:54.000]  他們的道德更加是腐敗
[00:08:54.000 --> 00:08:56.000]  他們的道德更加是腐敗
[00:08:56.000 --> 00:08:57.000]  在一九二七年
[00:08:57.000 --> 00:08:59.000]  在一九二七年
[00:08:59.000 --> 00:09:03.000]  考古學家在敘利亞北部發現了大量的文獻
[00:09:03.000 --> 00:09:09.000]  考古學家在敘利亞北部發現了大量的文獻
[00:09:09.000 --> 00:09:14.000]  令我們認識了當日崇拜巴力和至尊之神的活動
[00:09:14.000 --> 00:09:19.000]  令我們認識了當日崇拜巴力和至尊之神的活動
[00:09:19.000 --> 00:09:22.000]  文獻中所描述的那種放蕩悲下的道德
[00:09:22.000 --> 00:09:26.000]  文獻中所描述的那種放蕩悲下的道德
[00:09:26.000 --> 00:09:31.000]  以及舊約聖經所記載的迦南宗教完全吻合
[00:09:31.000 --> 00:09:35.000]  以及舊約聖經所記載的迦南宗教完全吻合
[00:09:35.000 --> 00:09:37.000]  在以色列人定居迦南之後
[00:09:37.000 --> 00:09:39.000]  在以色列人定居迦南之後
[00:09:39.000 --> 00:09:45.000]  迦南人對巴力的崇拜始終是威脅著以色列人的一神信仰
[00:09:45.000 --> 00:09:51.000]  迦南人對巴力的崇拜始終是威脅著以色列人的一神信仰
[00:09:51.000 --> 00:09:56.000]  這種情況在雅哈統治以色列期間更加嚴重
[00:09:56.000 --> 00:10:01.000]  這種情況在雅哈統治以色列期間更加嚴重
[00:10:01.000 --> 00:10:03.000]  在這個情況之下
[00:10:03.000 --> 00:10:06.000]  昔日約書亞曾經挺身而出
[00:10:06.000 --> 00:10:09.000]  昔日約書亞曾經挺身而出
[00:10:09.000 --> 00:10:12.000]  在事件向以色列人發出一個很嚴肅的宣告
[00:10:12.000 --> 00:10:16.000]  在事件向以色列人發出一個非常嚴重的宣告
[00:10:16.000 --> 00:10:19.000]  在事件向以色列人發出一個非常嚴重的宣告
[00:10:19.000 --> 00:10:23.000]  「若你們已侍奉耶和華為不好」
[00:10:23.000 --> 00:10:26.000]  「今日就可以選擇所要侍奉的」
[00:10:26.000 --> 00:10:28.000]  「今日就可以選擇所要侍奉的」
[00:10:28.000 --> 00:10:32.000]  「是你們列祖在大河那邊所侍奉的神」
[00:10:32.000 --> 00:10:36.000]  「是你們列祖在大河那邊所侍奉的神呢」
[00:10:36.000 --> 00:10:39.000]  「是你們所住在這地的亞摩利亞的神呢」
[00:10:39.000 --> 00:10:43.000]  「是你們所住在這地的亞摩利亞的神呢」
[00:10:43.000 --> 00:10:45.000]  「至於我和我一家」
[00:10:45.000 --> 00:10:50.000]  「至於我和我一家,我們必定侍奉耶和華」
[00:10:50.000 --> 00:10:52.000]  「我們必定侍奉耶和華」
[00:10:52.000 --> 00:10:55.000]  「我們需要有一個清晰的屬靈視覺」
[00:10:55.000 --> 00:10:58.000]  「我們需要有一個清晰的屬靈視覺」
[00:10:58.000 --> 00:11:03.000]  「好叫我們能夠分辨哪個是我們生活中的主人」
[00:11:03.000 --> 00:11:07.000]  「好叫我們能夠分辨哪一個是我們生活中的主人」
[00:11:07.000 --> 00:11:09.000]  「我們應該怎樣生活」
[00:11:09.000 --> 00:11:10.000]  「我們應該怎樣生活」
[00:11:10.000 --> 00:11:14.000]  「阿哈跟他的百姓根本看不清楚現世是怎樣的」
[00:11:14.000 --> 00:11:17.000]  「阿哈跟他的百姓根本看不清楚現世是怎樣的」
[00:11:17.000 --> 00:11:19.000]  「阿哈跟他的百姓根本看不清楚現世是怎樣的」
[00:11:19.000 --> 00:11:22.000]  「阿哈把以色列所遭遇的禍患」
[00:11:22.000 --> 00:11:25.000]  「阿哈把以色列人所遭遇的禍患」
[00:11:25.000 --> 00:11:28.000]  「全部歸咎於在伊利亞身上」
[00:11:28.000 --> 00:11:30.000]  「全部歸咎於在伊利亞身上」
[00:11:30.000 --> 00:11:31.000]  「一直以來」
[00:11:31.000 --> 00:11:32.000]  「一直以來」
[00:11:32.000 --> 00:11:35.000]  「他都以為所有的麻煩都是伊利亞惹出來的」
[00:11:35.000 --> 00:11:39.000]  「他都以為所有的麻煩都是伊利亞惹來的」
[00:11:39.000 --> 00:11:41.000]  「伊利亞先知就說了」
[00:11:41.000 --> 00:11:42.000]  「伊利亞先知就說了」
[00:11:42.000 --> 00:11:44.000]  「關我什麼事」
[00:11:44.000 --> 00:11:45.000]  「關我什麼事」
[00:11:45.000 --> 00:11:47.000]  「是你們離棄耶和華的誡命」
[00:11:47.000 --> 00:11:49.000]  「是你們離棄了耶和華的誡命」
[00:11:49.000 --> 00:11:52.000]  「旱災是什麼時候開始的」
[00:11:52.000 --> 00:11:54.000]  「旱災是什麼時候開始的」
[00:11:54.000 --> 00:11:58.000]  「是伊利亞向阿哈發出最後通牒的時候開始的」
[00:11:58.000 --> 00:12:01.000]  「是伊利亞向阿哈發出最後通牒的時候開始的」
[00:12:01.000 --> 00:12:03.000]  「如果他們立刻迴轉」
[00:12:03.000 --> 00:12:04.000]  「如果他們立刻迴轉」
[00:12:04.000 --> 00:12:05.000]  「旱災就會停了」
[00:12:05.000 --> 00:12:06.000]  「旱災就會停了」
[00:12:06.000 --> 00:12:12.000]  「但以色列人看不到他們遭殃始於他們離開了耶和華」
[00:12:12.000 --> 00:12:19.000]  「但是以色列人看不到他們遭殃始於他們離棄了耶和華」
[00:12:19.000 --> 00:12:21.000]  「有一個女士去找一個牧師祈禱」
[00:12:21.000 --> 00:12:23.000]  「有一個女士去找牧師去禱告」
[00:12:23.000 --> 00:12:28.000]  「牧師發覺這個女士的祈禱生活是有一個問題」
[00:12:28.000 --> 00:12:31.000]  「牧師發覺她的禱告生活是有一個問題」
[00:12:31.000 --> 00:12:33.000]  「她生活在一個框框裏面去祈禱」
[00:12:33.000 --> 00:12:35.000]  「她生活在一個框框裏面去禱告」
[00:12:35.000 --> 00:12:37.000]  「框框裏面就是她的需要」
[00:12:37.000 --> 00:12:39.000]  「框框裏面就是她的需要」
[00:12:39.000 --> 00:12:40.000]  「她的願望」
[00:12:40.000 --> 00:12:41.000]  「她的願望」
[00:12:41.000 --> 00:12:42.000]  「她的理想」
[00:12:42.000 --> 00:12:43.000]  「她的理想」
[00:12:43.000 --> 00:12:44.000]  「和她所渴望的一切」
[00:12:44.000 --> 00:12:45.000]  「和她所渴望的一切」
[00:12:45.000 --> 00:12:47.000]  「這個框框是怎樣形成的呢」
[00:12:47.000 --> 00:12:49.000]  「這個框框是怎樣形成的呢」
[00:12:49.000 --> 00:12:53.000]  「或者是出於一種要將別人比下來的心理」
[00:12:53.000 --> 00:12:57.000]  「或者是出於一種要把別人比下去的心理」
[00:12:57.000 --> 00:13:00.000]  「又或者是為了證明自己一個信念」
[00:13:00.000 --> 00:13:03.000]  「又或者是為了證明自己一個信念」
[00:13:03.000 --> 00:13:06.000]  「又或者要彌補她過去的損失」
[00:13:06.000 --> 00:13:08.000]  「又或者要彌補她過去的損失」
[00:13:08.000 --> 00:13:09.000]  「又或者要彌補她過去的損失」
[00:13:09.000 --> 00:13:10.000]  「又或者要彌補她過去的損失」
[00:13:10.000 --> 00:13:11.000]  「又或者要彌補她過去的損失」
[00:13:11.000 --> 00:13:12.000]  「又或者要彌補她過去的損失」
[00:13:12.000 --> 00:13:13.000]  「又或者要彌補她過去的損失」
[00:13:13.000 --> 00:13:14.000]  「又或者要彌補她過去的損失」
[00:13:14.000 --> 00:13:15.000]  「又或者要彌補她過去的損失」
[00:13:15.000 --> 00:13:16.000]  「又或者要彌補她過去的損失」
[00:13:16.000 --> 00:13:17.000]  「又或者要彌補她過去的損失」
[00:13:17.000 --> 00:13:18.000]  「又或者要彌補她過去的損失」
[00:13:18.000 --> 00:13:34.000]  「又或者要彌補她過去的損失」
[00:13:34.000 --> 00:13:35.000]  「又或者要彌補她過去的損失」
[00:13:35.000 --> 00:13:36.000]  「又或者要彌補她過去的損失」
[00:13:36.000 --> 00:13:37.000]  「又或者要彌補她過去的損失」
[00:13:37.000 --> 00:13:38.000]  「又或者要彌補她過去的損失」
[00:13:38.000 --> 00:13:39.000]  「又或者要彌補她過去的損失」
[00:13:39.000 --> 00:13:40.000]  「又或者要彌補她過去的損失」
[00:13:40.000 --> 00:13:41.000]  「又或者要彌補她過去的損失」
[00:13:41.000 --> 00:13:42.000]  「又或者要彌補她過去的損失」
[00:13:42.000 --> 00:13:43.000]  「又或者要彌補她過去的損失」
[00:13:43.000 --> 00:13:44.000]  「又或者要彌補她過去的損失」
[00:13:44.000 --> 00:13:45.000]  「又或者要彌補她過去的損失」
[00:13:45.000 --> 00:13:50.000]  「又或者要彌補她過去的損失」
[00:13:50.000 --> 00:13:51.000]  「又或者要彌補她過去的損失」
[00:13:51.000 --> 00:13:52.000]  「又或者要彌補她過去的損失」
[00:13:52.000 --> 00:13:53.000]  「又或者要彌補她過去的損失」
[00:13:53.000 --> 00:13:54.000]  「又或者要彌補她過去的損失」
[00:13:54.000 --> 00:13:55.000]  「又或者要彌補她過去的損失」
[00:13:55.000 --> 00:13:56.000]  「又或者要彌補她過去的損失」
[00:13:56.000 --> 00:13:57.000]  「又或者要彌補她過去的損失」
[00:13:57.000 --> 00:13:58.000]  「又或者要彌補她過去的損失」
[00:13:58.000 --> 00:13:59.000]  「又或者要彌補她過去的損失」
[00:13:59.000 --> 00:14:00.000]  「又或者要彌補她過去的損失」
[00:14:00.000 --> 00:14:01.000]  「又或者要彌補她過去的損失」
[00:14:01.000 --> 00:14:15.000]  「又或者要彌補她過去的損失」
[00:14:15.000 --> 00:14:16.000]  「又或者要彌補她過去的損失」
[00:14:16.000 --> 00:14:17.000]  「又或者要彌補她過去的損失」
[00:14:17.000 --> 00:14:18.000]  「又或者要彌補她過去的損失」
[00:14:18.000 --> 00:14:19.000]  「又或者要彌補她過去的損失」
[00:14:19.000 --> 00:14:20.000]  「又或者要彌補她過去的損失」
[00:14:20.000 --> 00:14:21.000]  「又或者要彌補她過去的損失」
[00:14:21.000 --> 00:14:22.000]  「又或者要彌補她過去的損失」
[00:14:22.000 --> 00:14:23.000]  「又或者要彌補她過去的損失」
[00:14:23.000 --> 00:14:24.000]  「又或者要彌補她過去的損失」
[00:14:24.000 --> 00:14:25.000]  「又或者要彌補她過去的損失」
[00:14:25.000 --> 00:14:26.000]  「又或者要彌補她過去的損失」
[00:14:26.000 --> 00:14:31.000]  「又或者要彌補她過去的損失」
[00:14:31.000 --> 00:14:32.000]  「又或者要彌補她過去的損失」
[00:14:32.000 --> 00:14:33.000]  「又或者要彌補她過去的損失」
[00:14:33.000 --> 00:14:34.000]  「又或者要彌補她過去的損失」
[00:14:34.000 --> 00:14:35.000]  「又或者要彌補她過去的損失」
[00:14:35.000 --> 00:14:36.000]  「又或者要彌補她過去的損失」
[00:14:36.000 --> 00:14:37.000]  「又或者要彌補她過去的損失」
[00:14:37.000 --> 00:14:38.000]  「又或者要彌補她過去的損失」
[00:14:38.000 --> 00:14:39.000]  「又或者要彌補她過去的損失」
[00:14:39.000 --> 00:14:40.000]  「又或者要彌補她過去的損失」
[00:14:40.000 --> 00:14:41.000]  「又或者要彌補她過去的損失」
[00:14:41.000 --> 00:14:42.000]  「又或者要彌補她過去的損失」
[00:14:42.000 --> 00:14:57.000]  「又或者要彌補她過去的損失」
