
[00:00:00.000 --> 00:00:06.000]  相信大家從新聞或者親戚朋友的消息裡
[00:07:10.500 --> 00:07:19.500]  他列舉了三件事是會影響當時羅馬的信徒守法的
[00:07:19.500 --> 00:07:27.500]  第一就是當時在羅馬的信徒大多數仍然是猶太人
[00:07:27.500 --> 00:07:32.500]  或者他們是猶太人 不過他們說希臘話
[00:07:32.500 --> 00:07:37.500]  就好像我們中國人來到美國說英文
[00:07:37.500 --> 00:07:40.500]  但他們仍然是猶太人 以猶太人居多
[00:07:40.500 --> 00:07:45.500]  而猶太人一向都不太喜歡羅馬政府的管治
[00:07:45.500 --> 00:07:54.500]  特別在當時 當時的羅馬皇帝下令要趕猶太人離開羅馬城
[00:07:54.500 --> 00:07:58.500]  我們在《仕途行傳》裡都知道
[00:07:58.500 --> 00:08:00.500]  保羅在第二次的旅程裡
[00:08:00.500 --> 00:08:07.500]  在哥林多遇到一對夫婦叫阿居拉和伯幾拉
[00:08:07.500 --> 00:08:16.500]  他們剛好被羅馬政府趕走 離開羅馬去哥林多遇到保羅
[00:08:16.500 --> 00:08:24.500]  因此 因為這個原因
[00:08:24.500 --> 00:08:31.500]  所以留在這裡的猶太人更加會敵視政府
[00:08:31.500 --> 00:08:34.500]  所以保羅就在這裡告訴他們
[00:08:34.500 --> 00:08:39.500]  政府雖然對你們不好 壓迫你們
[00:08:39.500 --> 00:08:46.500]  但你們仍然需要守法和服從統治
[00:08:46.500 --> 00:08:50.500]  因為這是神所命定
[00:08:50.500 --> 00:08:57.500]  就是說就算政府對我們不好
[00:08:57.500 --> 00:08:59.500]  或者你覺得政府不好
[00:08:59.500 --> 00:09:03.500]  你仍然要守法 因為這是神所命定
[00:09:03.500 --> 00:09:09.500]  第二件事影響守法的就是
[00:09:09.500 --> 00:09:13.500]  當時的羅馬皇帝開始搞個人崇拜
[00:09:13.500 --> 00:09:16.500]  他要人當他是神來敬拜
[00:09:16.500 --> 00:09:23.500]  信了耶穌的信徒當然不會去敬拜皇帝
[00:09:23.500 --> 00:09:28.500]  信徒只會敬拜獨一的真神
[00:09:28.500 --> 00:09:36.500]  所以羅馬的信徒也會對政府和皇帝不信服
[00:09:36.500 --> 00:09:41.500]  故此保羅也提醒他們
[00:09:41.500 --> 00:09:52.500]  羅馬的政府不是權力最高的中心
[00:09:52.500 --> 00:09:56.500]  他們的權柄都是出於神
[00:09:56.500 --> 00:09:59.500]  神才是最高的權柄
[00:09:59.500 --> 00:10:05.500]  而我們服從國家的政府統治
[00:10:05.500 --> 00:10:10.500]  是因為我們服從擁有最高權柄的神
[00:10:10.500 --> 00:10:13.500]  所命定這個政府
[00:10:13.500 --> 00:10:17.500]  其實我們是服從神
[00:10:17.500 --> 00:10:26.500]  我們服從神所以才服從政府的權柄
[00:10:26.500 --> 00:10:36.500]  第三件事會影響當時羅馬的信徒去信服統治的
[00:10:36.500 --> 00:10:41.500]  就是和立稅是否有關
[00:10:41.500 --> 00:10:44.500]  和立稅的事情有關
[00:10:44.500 --> 00:10:46.500]  為什麼會這樣呢?
[00:10:46.500 --> 00:10:49.500]  立稅不是很應該嗎?
[00:10:49.500 --> 00:10:52.500]  每個地方的人都要這樣做
[00:10:52.500 --> 00:10:57.500]  為什麼要特別提醒羅馬的信徒要立稅呢?
[00:10:57.500 --> 00:11:00.500]  原來根據當時的法例
[00:11:00.500 --> 00:11:04.500]  因為猶太人因為信仰的問題
[00:11:04.500 --> 00:11:09.500]  他們會向聖殿立稅
[00:11:09.500 --> 00:11:12.500]  而羅馬皇帝很優待他們
[00:11:12.500 --> 00:11:14.500]  當他們立了聖殿稅的時候
[00:11:14.500 --> 00:11:19.500]  就可以豁免交當地政府的稅
[00:11:19.500 --> 00:11:21.500]  而基督徒在當時
[00:11:21.500 --> 00:11:26.500]  多數被羅馬人認為
[00:11:26.500 --> 00:11:30.500]  他們都是屬於猶太人或猶太教的一部分
[00:11:30.500 --> 00:11:38.500]  所以基督徒也可以免交當地政府的稅
[00:11:38.500 --> 00:11:44.500]  但是保羅寫信提醒他們要立稅
[00:11:44.500 --> 00:11:45.500]  為什麼呢?
[00:11:45.500 --> 00:11:48.500]  因為信了耶穌的信徒不會再向聖殿立稅
[00:11:48.500 --> 00:11:54.500]  也就是說你不應該去貪這一種優待的便宜
[00:11:54.500 --> 00:11:56.500]  你既然沒有立聖殿的稅
[00:11:56.500 --> 00:12:07.500]  你就應該按照國家的法例立國家的稅
[00:12:07.500 --> 00:12:11.500]  保羅在第六節
[00:12:11.500 --> 00:12:14.500]  在羅馬書十三章第六節說
[00:12:14.500 --> 00:12:17.500]  「你們立糧也為這緣故
[00:12:17.500 --> 00:12:21.500]  因他們是臣的差役常常特管者事」
[00:12:21.500 --> 00:12:22.500]  第七節
[00:12:22.500 --> 00:12:24.500]  「凡人所當得的就給他
[00:12:24.500 --> 00:12:27.500]  當得糧的給他立糧
[00:12:27.500 --> 00:12:29.500]  當得稅的給他上稅
[00:12:29.500 --> 00:12:31.500]  當懼怕的懼怕他
[00:12:31.500 --> 00:12:36.500]  當恭敬的恭敬他」
[00:12:36.500 --> 00:12:38.500]  如果將這一段聖經的教訓
[00:12:38.500 --> 00:12:41.500]  應用在今天的社會上
[00:12:41.500 --> 00:12:43.500]  我們就可以這樣想
[00:12:43.500 --> 00:12:49.500]  如果我認為政府是亂用納稅人的錢
[00:12:49.500 --> 00:12:53.500]  我可不可以去呼籲人民
[00:12:53.500 --> 00:12:56.500]  不交稅來抵制政府
[00:12:56.500 --> 00:12:59.500]  迫使政府來改善呢?
[00:12:59.500 --> 00:13:08.500]  有人這樣做的確是
[00:13:08.500 --> 00:13:10.500]  可不可以呢?
[00:13:10.500 --> 00:13:13.500]  如果根據這個聖經的教訓是不可以的
[00:13:13.500 --> 00:13:16.500]  因為可以有很多其他的方法
[00:13:16.500 --> 00:13:20.500]  去令到政府改善
[00:13:20.500 --> 00:13:25.500]  不需要用不交稅這個方法
[00:13:25.500 --> 00:13:29.500]  正如你很多方面
[00:13:29.500 --> 00:13:31.500]  你不滿意某人
[00:13:31.500 --> 00:13:33.500]  你不滿意家裡各樣的東西
[00:13:33.500 --> 00:13:38.500]  你不可以不給家用
[00:13:38.500 --> 00:13:40.500]  你不滿意兒子的表現
[00:13:40.500 --> 00:13:42.500]  你可不可以不給零用錢
[00:13:42.500 --> 00:13:44.500]  一兩天可以作為教訓
[00:13:44.500 --> 00:13:50.500]  長期你不可以這樣做
[00:13:50.500 --> 00:13:52.500]  你不滿意傭人的表現
[00:13:52.500 --> 00:13:56.500]  是不給錢的
[00:13:56.500 --> 00:13:59.500]  不給貼士也可以
[00:13:59.500 --> 00:14:02.500]  工資你不可以不給
[00:14:02.500 --> 00:14:03.500]  當你這樣想的時候
[00:14:03.500 --> 00:14:11.500]  你發覺是不通的
[00:14:11.500 --> 00:14:13.500]  綜合這一段聖經
[00:14:13.500 --> 00:14:15.500]  就是一節七節裏面
[00:14:15.500 --> 00:14:17.500]  這段聖經教導我們
[00:14:17.500 --> 00:14:18.500]  從這個教導裏面
[00:14:18.500 --> 00:14:22.500]  我們可以得到一個
[00:14:22.500 --> 00:14:25.500]  怎樣面對政府的命令或者法例
[00:14:25.500 --> 00:14:28.500]  我們是服從還是抗命
[00:14:28.500 --> 00:14:30.500]  我們可以得到一個大原則
[00:14:30.500 --> 00:14:32.500]  這個原則就是
[00:14:32.500 --> 00:14:34.500]  在絕大部分的情況之下
[00:14:34.500 --> 00:14:39.500]  我們都要服從政府的法律
[00:14:39.500 --> 00:14:41.500]  就算我們不滿意這個政府也好
[00:14:41.500 --> 00:14:43.500]  我們不滿意統治的人也好
[00:14:43.500 --> 00:14:46.500]  我們不滿意那條法例也好
[00:14:46.500 --> 00:14:49.500]  我們仍然要守法
[00:14:49.500 --> 00:14:52.500]  這是這段聖經給我們的原則
[00:14:52.500 --> 00:14:54.500]  那有沒有例外呢?
[00:14:54.500 --> 00:14:59.500]  我們知道是有例外
[00:14:59.500 --> 00:15:01.500]  相信大家都猜得到
[00:15:01.500 --> 00:15:02.500]  這個例外的情況就是
[00:15:02.500 --> 00:15:05.500]  當政府的法例和神的吩咐
[00:15:05.500 --> 00:15:08.500]  有直接的衝突抵觸的時候
[00:15:08.500 --> 00:15:11.500]  我們就需要去選擇
[00:15:11.500 --> 00:15:13.500]  順從神的吩咐
[00:15:13.500 --> 00:15:20.500]  而去抗拒法律的命令
[00:15:20.500 --> 00:15:22.500]  我們看第二段的聖經
[00:15:22.500 --> 00:15:29.500]  就是《使徒行傳》五章二十九節
[00:15:29.500 --> 00:15:31.500]  第二十九節那裏說
[00:15:31.500 --> 00:15:33.500]  彼得和眾使徒回答說
[00:15:33.500 --> 00:15:36.500]  信從神不信從人是應當的
[00:15:36.500 --> 00:15:39.500]  這節聖經的背景故事是說
[00:15:39.500 --> 00:15:44.500]  彼得和使徒行神蹟
[00:15:44.500 --> 00:15:49.500]  治好了一個生來騎腿的人
[00:15:49.500 --> 00:15:51.500]  之後他們就向群眾
[00:15:51.500 --> 00:15:53.500]  來去傳講耶穌的福音
[00:15:53.500 --> 00:15:56.500]  在那天有五千人信了主
[00:15:56.500 --> 00:15:59.500]  但是那些祭司和長老
[00:15:59.500 --> 00:16:02.500]  就悼恨他們
[00:16:02.500 --> 00:16:07.500]  就將彼得等人捉拿收監
[00:16:07.500 --> 00:16:10.500]  並且警告他們
[00:16:10.500 --> 00:16:12.500]  命令他們以後
[00:16:12.500 --> 00:16:15.500]  不可以再奉耶穌的名來去傳講
[00:16:15.500 --> 00:16:20.500]  即是說不可以再傳福音
[00:16:20.500 --> 00:16:24.500]  但是彼得和其他使徒等人
[00:16:24.500 --> 00:16:27.500]  當然沒有服從這個命令
[00:16:27.500 --> 00:16:29.500]  他們繼續去傳福音
[00:16:29.500 --> 00:16:33.500]  於是官府再次拘捕他們收監
[00:16:33.500 --> 00:16:37.500]  並且審問他們
[00:16:37.500 --> 00:16:40.500]  這段聖經就是這個背景
[00:16:40.500 --> 00:16:42.500]  我們再看前一點
[00:16:42.500 --> 00:16:46.500]  27節
[00:16:46.500 --> 00:16:48.500]  司徒行主五章27節
[00:16:48.500 --> 00:16:52.500]  大祭司問他們說
[00:16:52.500 --> 00:16:53.500]  然後跳到28節
[00:16:53.500 --> 00:16:58.500]  「我們不是嚴嚴地禁止你們不可奉這名教訓人嗎?
[00:16:58.500 --> 00:17:01.500]  你們倒把你們的道理充滿了耶路撒冷
[00:17:01.500 --> 00:17:04.500]  想要叫這人的血歸到我們身上」
[00:17:04.500 --> 00:17:05.500]  29節
[00:17:05.500 --> 00:17:08.500]  彼得和眾使徒回答說
[00:17:08.500 --> 00:17:12.500]  「信從神不信從人是應當的」
[00:17:12.500 --> 00:17:17.500]  彼得說「抗命是應當的」
[00:17:17.500 --> 00:17:22.500]  當你的命令跟我們依照神的吩咐
[00:17:22.500 --> 00:17:24.500]  有抵觸有衝突的時候
[00:17:24.500 --> 00:17:31.500]  我們就會抗命
[00:17:31.500 --> 00:17:36.500]  從這段經文我們可以得到一個抗命的原則
[00:17:36.500 --> 00:17:40.500]  就是當人或者當政府的命令
[00:17:40.500 --> 00:17:42.500]  跟神的吩咐有直接衝突的時候
[00:17:42.500 --> 00:17:46.500]  我們就要選擇抗命
[00:17:46.500 --> 00:17:47.500]  但是留意
[00:17:47.500 --> 00:17:48.500]  抗命的時候
[00:17:48.500 --> 00:18:02.500]  我們要預料到會受到制裁或壓迫
[00:18:02.500 --> 00:18:04.500]  當我們抗命的時候
[00:18:04.500 --> 00:18:08.500]  也需要預料到會有犧牲
[00:18:08.500 --> 00:18:16.500]  會有生命的危險
[00:18:16.500 --> 00:18:18.500]  我們看完這兩個原則的時候
[00:18:18.500 --> 00:18:25.500]  其實抗命的原則是不難明白的
[00:18:25.500 --> 00:18:27.500]  很容易
[00:18:27.500 --> 00:18:30.500]  跟神有抵觸就是要抗命
[00:18:30.500 --> 00:18:31.500]  很容易
[00:18:31.500 --> 00:18:33.500]  難處在哪裡呢?
[00:18:33.500 --> 00:18:40.500]  難處在於我們如何去判斷現在發生的事情
[00:18:40.500 --> 00:18:42.500]  在這一刻在這個地步
[00:18:42.500 --> 00:18:44.500]  是否就是這麼嚴重
[00:18:44.500 --> 00:18:53.500]  程度是值得我們去用相對激烈的行動去抗爭呢?
[00:18:53.500 --> 00:18:57.500]  這個才是困難
[00:18:57.500 --> 00:19:01.500]  說回以佔中行動為例
[00:19:01.500 --> 00:19:06.500]  佔中是為了追求符合國際標準的民主選舉方式
[00:19:06.500 --> 00:19:09.500]  我們基督徒應該如何去判斷
[00:19:09.500 --> 00:19:15.500]  這件事在這一刻是否值得我們去支持去參加呢?
[00:19:15.500 --> 00:19:24.500]  或者去反抗呢?
[00:19:24.500 --> 00:19:26.500]  當我們用這些原則去看的時候
[00:19:26.500 --> 00:19:34.500]  我們會有較為正確的判斷
[00:19:34.500 --> 00:19:39.500]  第二樣抗命的難處
[00:19:39.500 --> 00:19:43.500]  如何去定是否要抗命的難處是什麼呢?
[00:19:43.500 --> 00:19:49.500]  就是我們應該用什麼程度的反抗去做呢?
[00:19:49.500 --> 00:19:55.500]  這個很難定
[00:19:55.500 --> 00:19:57.500]  當我們不滿意一條法例的時候
[00:19:57.500 --> 00:20:00.500]  或者我們要爭取一些福利一些事情的時候
[00:20:00.500 --> 00:20:05.500]  我們應該用什麼程度的抗爭行動去達到目的
[00:20:05.500 --> 00:20:08.500]  或者這樣認為合理呢?
[00:20:08.500 --> 00:20:12.500]  是否要用簡單的和平示威方式呢?
[00:20:12.500 --> 00:20:18.500]  還是採取不合作或是抬弓的態度呢?
[00:20:18.500 --> 00:20:23.500]  或者我們需要佔領公共地方去表達意見呢?
[00:20:23.500 --> 00:20:27.500]  是否要罷工罷課罷市呢?
[00:20:27.500 --> 00:20:28.500]  是否要暴動呢?
[00:20:28.500 --> 00:20:29.500]  要破壞呢?
[00:20:29.500 --> 00:20:31.500]  要放炸彈呢?
[00:20:31.500 --> 00:20:34.500]  什麼時候我們開始要絕食抗議呢?
[00:20:34.500 --> 00:20:37.500]  什麼時候要自焚抗議呢?
[00:20:37.500 --> 00:20:40.500]  我這個很深印象自焚
[00:20:40.500 --> 00:20:44.500]  因為我年輕的時候常常從新聞裡面聽到
[00:20:44.500 --> 00:20:47.500]  好像是泰國不知道是印度還是泰國
[00:20:47.500 --> 00:20:50.500]  那些爭人很流行為了爭取
[00:20:50.500 --> 00:20:52.500]  我都不記得是爭取什麼
[00:20:52.500 --> 00:20:53.500]  他們就會自焚
[00:20:53.500 --> 00:20:55.500]  在電視裡面看到這些場面
[00:20:55.500 --> 00:21:00.500]  真的讓人很害怕
[00:21:00.500 --> 00:21:07.500]  什麼抗爭令我們需要自焚呢?
[00:21:07.500 --> 00:21:09.500]  什麼時候應該要搞革命?
[00:21:09.500 --> 00:21:14.500]  什麼時候甚至要發動內戰呢?
[00:21:14.500 --> 00:21:22.500]  我們真的很難去決定
[00:21:22.500 --> 00:21:29.500]  什麼事情我們只需要簡單地去遊行示威就可以了
[00:21:29.500 --> 00:21:36.500]  什麼事情我們必須用極之嚴厲的行動去抗爭呢?
[00:21:36.500 --> 00:21:38.500]  很難判斷
[00:21:38.500 --> 00:21:41.500]  不同的人有不同的判斷
[00:21:41.500 --> 00:21:47.500]  就算是基督徒之間也有分歧的意見
[00:21:47.500 --> 00:21:49.500]  我相信絕大部分的人
[00:21:49.500 --> 00:21:52.500]  包括基督徒裡面都沒有這個智慧
[00:21:52.500 --> 00:22:00.500]  能夠做一個準確的決定
[00:22:00.500 --> 00:22:10.500]  我們大部分的人只能夠在事後批評
[00:22:10.500 --> 00:22:13.500]  我看了很多一些人的文章
[00:22:13.500 --> 00:22:17.500]  我很同意香港北宣的主任牧師蕭壽華牧師
[00:22:17.500 --> 00:22:19.500]  其中有一段評論
[00:22:19.500 --> 00:22:21.500]  我覺得他說得很好
[00:22:21.500 --> 00:22:22.500]  很中肯
[00:22:22.500 --> 00:22:25.500]  他說在政制上謀求公義的基督徒
[00:22:25.500 --> 00:22:29.500]  對是否在這個時刻參加抗命行動
[00:22:29.500 --> 00:22:32.500]  自然會有不同的抉擇
[00:22:32.500 --> 00:22:35.500]  某些基督徒若不選擇佔中
[00:22:35.500 --> 00:22:38.500]  並不表示他們不尋求公義
[00:22:38.500 --> 00:22:42.500]  而另一些認為這是可以無規地尋求公義
[00:22:42.500 --> 00:22:45.500]  他們可以按良心誠實而行
[00:22:45.500 --> 00:22:52.500]  但卻不可論斷別些不參與的人
[00:22:52.500 --> 00:22:53.500]  我很同意
[00:22:53.500 --> 00:23:02.500]  我很認同他這個看法
[00:23:02.500 --> 00:23:08.500]  聖經裡面也記載了一些抗命的例子
[00:23:08.500 --> 00:23:10.500]  在九曰裡面
[00:23:10.500 --> 00:23:17.500]  「但以理他堅持要向獨一真神來禱告」
[00:23:17.500 --> 00:23:22.500]  他因為這樣被雕在獅子坑裡
[00:23:22.500 --> 00:23:28.500]  「但以理的三個朋友他堅持不肯拜偶像」
[00:23:28.500 --> 00:23:35.500]  他們三個被雕在火窯裡
[00:23:35.500 --> 00:23:37.500]  在《出埃及記》裡面他記載
[00:23:37.500 --> 00:23:40.500]  有兩個修生婆違抗法老王的命令
[00:23:40.500 --> 00:23:51.500]  不肯殺害那些希伯來人的初生男孩
[00:23:51.500 --> 00:23:57.500]  耶穌為了傳講真理和福音被迫害被殺害
[00:23:57.500 --> 00:23:59.500]  彼得、保羅和其他使徒都是
[00:23:59.500 --> 00:24:05.500]  為了傳講福音而被迫害被殺害
[00:24:05.500 --> 00:24:09.500]  早期教會基督徒受到逼迫
[00:24:09.500 --> 00:24:11.500]  或者所謂叫教難的時代
[00:24:11.500 --> 00:24:14.500]  他們為了不肯背棄他們的信仰
[00:24:14.500 --> 00:24:19.500]  而被扔進了鬥獸場裡
[00:24:19.500 --> 00:24:21.500]  在中國大陸很長的時間裡
[00:24:21.500 --> 00:24:24.500]  都是他們中國大陸裡面的信徒
[00:24:24.500 --> 00:24:27.500]  他們為了仍然堅持要去敬拜神
[00:24:27.500 --> 00:24:28.500]  主日要聚會
[00:24:28.500 --> 00:24:31.500]  他們違抗政府的命令
[00:24:31.500 --> 00:24:35.500]  繼續聚會敬拜神
[00:24:35.500 --> 00:24:42.500]  甘願無被捉拿被監禁的危險
[00:24:42.500 --> 00:24:44.500]  我們今天的信徒
[00:24:44.500 --> 00:24:46.500]  我們應該為什麼事來抗爭呢?
[00:24:46.500 --> 00:24:50.500]  為什麼事來抗命呢?
[00:24:50.500 --> 00:24:52.500]  這個世界上有很多事情
[00:24:52.500 --> 00:24:55.500]  社會上有很多不公的事情
[00:24:55.500 --> 00:24:59.500]  其實是值得基督徒去抗爭
[00:24:59.500 --> 00:25:02.500]  但是我們基督徒很多在這些事情上
[00:25:02.500 --> 00:25:10.500]  我們就袖手旁觀
[00:25:10.500 --> 00:25:11.500]  剛剛最近發生的事情
[00:25:11.500 --> 00:25:16.500]  有一個學生在學校的餐廳裡
[00:25:16.500 --> 00:25:17.500]  吃午飯的時候
[00:25:17.500 --> 00:25:19.500]  他吃午飯之前祈禱
[00:25:19.500 --> 00:25:21.500]  自己一個人
[00:25:21.500 --> 00:25:25.500]  竟然當值的先生會來譴責他
[00:25:25.500 --> 00:25:30.500]  叫他不可以這樣做
[00:25:30.500 --> 00:25:37.500]  這是什麼世界?
[00:25:37.500 --> 00:25:39.500]  我前天上網去查一下
[00:25:39.500 --> 00:25:40.500]  因為我想說到
[00:25:40.500 --> 00:25:43.500]  什麼事情應該值得抗爭的時候
[00:25:43.500 --> 00:25:47.500]  我查一下現在在美國
[00:25:47.500 --> 00:25:53.500]  因墮胎手術裡面死亡的嬰兒人數是多少
[00:25:53.500 --> 00:25:55.500]  當你看這個網的時候
[00:25:55.500 --> 00:25:56.500]  很不舒服
[00:25:56.500 --> 00:26:03.500]  因為數字一直在跳
[00:26:03.500 --> 00:26:05.500]  我上網大概
[00:26:05.500 --> 00:26:07.500]  它有一個數字很有趣的
[00:26:07.500 --> 00:26:13.500]  一年大約超過千萬
[00:26:13.500 --> 00:26:20.500]  美國是每年過百萬的嬰兒
[00:26:20.500 --> 00:26:24.500]  是這樣被殺害
[00:26:24.500 --> 00:26:28.500]  在我上網大概八至十分鐘裡
[00:26:28.500 --> 00:26:31.500]  它告訴我已經有一千個人被殺害
[00:26:31.500 --> 00:26:42.500]  有一千個嬰兒墮胎
[00:26:42.500 --> 00:26:44.500]  我們知道同性戀
[00:26:44.500 --> 00:26:50.500]  和性婚姻是不合神的心意是罪
[00:26:50.500 --> 00:26:55.500]  但我們卻不是很積極去抗爭
[00:26:55.500 --> 00:26:57.500]  當政府立法說是合理的時候
[00:26:57.500 --> 00:27:01.500]  我們沒有什麼去表達
[00:27:01.500 --> 00:27:03.500]  我們心裡面多數說我不同意
[00:27:03.500 --> 00:27:15.500]  但我們很溫和地放棄
[00:27:15.500 --> 00:27:16.500]  我們作為今天的信徒
[00:27:16.500 --> 00:27:20.500]  我們應該為什麼事來抗爭呢?
[00:27:20.500 --> 00:27:23.500]  希望今天這兩段聖經能夠幫到我們
[00:27:23.500 --> 00:27:28.500]  增加我們這方面的智慧
[00:27:28.500 --> 00:27:35.500]  最後我用羅馬書十二章二節來做結束
[00:27:35.500 --> 00:27:37.500]  「不要效法這個世界
[00:27:37.500 --> 00:27:40.500]  只要心意更新而變化
[00:27:40.500 --> 00:27:42.500]  叫你們測驗何謂神的善良
[00:27:42.500 --> 00:27:46.500]  純全可喜悅的旨意」
[00:27:46.500 --> 00:27:49.500]  不要效法這個世界
[00:27:49.500 --> 00:27:56.500]  但我們尚尚卻是效法這個世界來判斷任何事情
[00:27:56.500 --> 00:28:05.500]  我們必須用神的話語來不斷增強和確定我們的價值觀和世界觀
