
[00:00:00.000 --> 00:00:03.280]  今天我們所講的題目是
[00:01:49.840 --> 00:01:51.760]  卻恨他的弟兄
[00:01:51.760 --> 00:01:53.320]  就是說謊的
[00:01:53.320 --> 00:01:55.360]  不愛看見的弟兄
[00:01:55.360 --> 00:01:58.040]  就不能看見的神
[00:01:58.040 --> 00:02:01.200]  愛神的也應當愛弟兄
[00:02:01.200 --> 00:02:04.720]  這就是我們從神領受的命令」
[00:02:04.720 --> 00:02:08.760]  《約翰一書》四章二十至二十一節
[00:02:08.760 --> 00:02:11.400]  我們今天想說
[00:02:11.400 --> 00:02:14.160]  教會裡面組織一個網絡
[00:02:14.160 --> 00:02:16.400]  不是我們網絡的網絡
[00:02:16.400 --> 00:02:18.400]  是一個愛的網絡
[00:02:18.400 --> 00:02:19.720]  一個互聯網
[00:02:19.720 --> 00:02:22.400]  大家彼此來關顧
[00:02:22.400 --> 00:02:25.760]  這個網是不斷在織的
[00:02:25.760 --> 00:02:27.920]  不斷在擴大
[00:02:27.920 --> 00:02:30.320]  這個網是一個愛的網絡
[00:02:30.320 --> 00:02:34.360]  所以教會必須要大家編織愛的網絡
[00:02:34.360 --> 00:02:37.840]  有人說人際關係只靠化學
[00:02:37.840 --> 00:02:39.760]  就是我跟他不合
[00:02:39.760 --> 00:02:42.360]  我們說不合,不合鍵
[00:02:42.360 --> 00:02:44.360]  就沒得兩句說了
[00:02:44.360 --> 00:02:46.600]  其實人際關係
[00:02:46.600 --> 00:02:48.880]  不只是說化學這麼簡單
[00:02:48.880 --> 00:02:50.960]  是我們要付出的
[00:02:50.960 --> 00:02:52.720]  我們要毀身的
[00:02:52.720 --> 00:02:54.600]  我們要犧牲的
[00:02:54.600 --> 00:02:58.200]  我們不斷學不要將自我擺在先
[00:02:58.200 --> 00:03:00.840]  我們不要學習去操控別人
[00:03:00.840 --> 00:03:04.720]  這是學習彼此來建造的
[00:03:04.720 --> 00:03:07.560]  所以今天跟大家說四件事
[00:03:07.560 --> 00:03:12.400]  這四件事是幫助我們建立人際的關係
[00:03:12.400 --> 00:03:14.560]  簡單來說四件事是什麼呢?
[00:03:14.560 --> 00:03:17.840]  第一件事就是學堯樹和尊重
[00:03:17.840 --> 00:03:25.960]  第二件事就是學如何聆聽
[00:03:25.960 --> 00:03:28.600]  第三件事就是學如何建造人
[00:03:28.600 --> 00:03:33.400]  第四件事就是學如何珍惜機會
[00:03:33.400 --> 00:03:34.280]  很簡單
[00:03:34.280 --> 00:03:37.160]  四個方面幫助我們學習
[00:03:37.160 --> 00:03:45.400]  第一件事就是學習堯樹和尊重別人
[00:03:45.400 --> 00:03:49.120]  彼得有一次問耶穌
[00:03:49.120 --> 00:03:50.560]  大家都記得
[00:03:50.560 --> 00:03:53.760]  堯樹了人七次夠不夠呢?
[00:03:53.760 --> 00:03:55.440]  耶穌怎麼回答?
[00:03:55.440 --> 00:03:58.520]  大家記不記得?
[00:03:58.520 --> 00:04:00.960]  七十個七次
[00:04:00.960 --> 00:04:03.240]  耶穌說七次不夠
[00:04:03.240 --> 00:04:05.320]  我們可以想像到
[00:04:05.320 --> 00:04:06.280]  其實彼得
[00:04:06.280 --> 00:04:07.440]  我們以前也說過
[00:04:07.440 --> 00:04:09.880]  彼得、雅各、約翰
[00:04:09.880 --> 00:04:15.840]  特別是雅各、約翰的花名叫做女子
[00:04:15.840 --> 00:04:17.440]  就是說脾氣好不好
[00:04:17.440 --> 00:04:19.720]  彼得脾氣也不是很好
[00:04:19.720 --> 00:04:25.400]  所以耶穌的門徒三個巨頭
[00:04:25.400 --> 00:04:27.800]  其實也不是很老
[00:04:27.800 --> 00:04:30.600]  大家可以想像到
[00:04:30.600 --> 00:04:34.200]  一定會有很多磨擦
[00:04:34.200 --> 00:04:37.360]  所以彼得就這樣問
[00:04:37.360 --> 00:04:42.120]  什麼時候我們最容易受傷害呢?
[00:04:42.120 --> 00:04:44.480]  大家想一想
[00:04:44.480 --> 00:04:46.800]  別人會傷害到我們
[00:04:46.800 --> 00:04:51.440]  哪些人最容易傷害我們呢?
[00:04:51.440 --> 00:04:53.200]  是我們很親近的那些人
[00:04:53.200 --> 00:04:54.920]  對不對?
[00:04:54.920 --> 00:04:56.720]  很親近的那些人
[00:04:56.720 --> 00:04:59.760]  我們越親密的時候
[00:04:59.760 --> 00:05:03.400]  越容易大家彼此有些磨擦
[00:05:03.400 --> 00:05:05.280]  這是很正常的事
[00:05:05.280 --> 00:05:09.120]  我們人是很不一樣的
[00:05:09.120 --> 00:05:12.640]  所以越親近你的人
[00:05:12.640 --> 00:05:16.320]  好像我們的同事、我們的配偶
[00:05:16.320 --> 00:05:17.720]  越親近的人
[00:05:17.720 --> 00:05:21.800]  我們發覺越容易受到傷害
[00:05:21.800 --> 00:05:24.640]  第二是什麼時候容易受到傷害呢?
[00:05:24.640 --> 00:05:27.680]  就是當我們覺得自我很大的時候
[00:05:27.680 --> 00:05:29.000]  我以前也說過
[00:05:29.000 --> 00:05:31.680]  就是我們不懂敬畏神的時候
[00:05:31.680 --> 00:05:33.560]  我們不用神的角度去想
[00:05:33.560 --> 00:05:35.800]  用自己的角度去想的時候
[00:05:35.800 --> 00:05:38.000]  就很容易受傷害
[00:05:38.000 --> 00:05:40.600]  為什麼你這樣做
[00:05:40.600 --> 00:05:43.080]  是不合我的心意呢?
[00:05:43.080 --> 00:05:44.360]  很容易受傷害
[00:05:44.360 --> 00:05:47.120]  很多很細微的事情
[00:05:47.120 --> 00:05:49.920]  特別是新結婚的弟兄姊妹
[00:05:49.920 --> 00:05:52.760]  你發覺很多事情是不一樣的
[00:05:52.760 --> 00:05:54.080]  如果不合你的心意
[00:05:54.080 --> 00:05:55.720]  你會受傷害
[00:05:55.720 --> 00:05:56.840]  好像有些人
[00:05:56.840 --> 00:05:59.600]  兩夫婦試過洗碗機
[00:05:59.600 --> 00:06:00.760]  放一些東西進去
[00:06:00.760 --> 00:06:04.880]  你放的方法和你太太的方法是不一樣的
[00:06:04.880 --> 00:06:07.320]  所以你要重新放過
[00:06:07.320 --> 00:06:09.120]  她又重新放過
[00:06:09.120 --> 00:06:12.480]  家裡有很多調整
[00:06:12.480 --> 00:06:15.360]  如果我們硬要用我的方法去做
[00:06:15.360 --> 00:06:18.240]  我們很容易受傷害
[00:06:18.240 --> 00:06:21.640]  當我們不肯去遷就的時候
[00:06:21.640 --> 00:06:24.160]  我們自己更忠心的時候
[00:06:24.160 --> 00:06:27.160]  我們很容易受傷害
[00:06:27.160 --> 00:06:31.600]  有些不懂得感恩的人很容易受傷害
[00:06:31.600 --> 00:06:33.120]  大家記住
[00:06:33.120 --> 00:06:36.680]  不懂得感恩的人很容易受傷害
[00:06:36.680 --> 00:06:39.520]  凡事直著禱告、祈求和感謝
[00:06:39.520 --> 00:06:41.040]  請你們幫我們說一下
[00:06:41.040 --> 00:06:43.040]  我們來到主的面前
[00:06:43.040 --> 00:06:47.560]  我們順便說一說祈禱
[00:06:47.560 --> 00:06:48.600]  我今早在想
[00:06:48.600 --> 00:06:55.520]  祈禱其實是不是求神做一些事情呢?
[00:06:55.520 --> 00:06:57.600]  其實在我們未祈禱之前
[00:06:57.600 --> 00:07:00.120]  我們的需要神已經知道
[00:07:00.120 --> 00:07:01.720]  那祈禱是什麼呢?
[00:07:01.720 --> 00:07:04.760]  祈禱是說到我們的感受
[00:07:04.760 --> 00:07:06.200]  幫神說
[00:07:06.200 --> 00:07:10.680]  也是神的感受讓我們知道
[00:07:10.680 --> 00:07:13.000]  所以說到饒恕
[00:07:13.000 --> 00:07:19.520]  其實是一個很不容易的功課
[00:07:19.520 --> 00:07:25.480]  今天想和大家看一個舊約的故事
[00:07:25.480 --> 00:07:29.000]  這就是「河西雅先知」的故事
[00:07:29.000 --> 00:07:30.680]  「河西雅先知」
[00:07:30.680 --> 00:07:33.200]  如果大家去看《河西雅書》的時候
[00:07:33.200 --> 00:07:35.040]  講到很特別
[00:07:35.040 --> 00:07:36.880]  我們很少講舊約
[00:07:36.880 --> 00:07:39.920]  但舊約的先知
[00:07:39.920 --> 00:07:41.960]  是和我們一樣的性情人
[00:07:41.960 --> 00:07:43.920]  所以《雅各書》記載
[00:07:43.920 --> 00:07:45.680]  以利亞這麼偉大
[00:07:45.680 --> 00:07:48.480]  他其實和我們一樣的性情
[00:07:48.480 --> 00:07:51.200]  也不想祈禱
[00:07:51.200 --> 00:07:52.800]  河西雅也是
[00:07:52.800 --> 00:07:55.000]  神要他做什麼事呢?
[00:07:55.000 --> 00:07:58.520]  我們的弟兄們特別的震驚
[00:07:58.520 --> 00:08:00.560]  要做什麼事呢?
[00:08:00.560 --> 00:08:02.480]  要他娶一個太太
[00:08:02.480 --> 00:08:04.840]  那個太太是淫婦
[00:08:04.840 --> 00:08:07.240]  是妓女
[00:08:07.240 --> 00:08:10.880]  他娶了她回來之後
[00:08:10.880 --> 00:08:12.680]  最後和她生了幾個孩子
[00:08:12.680 --> 00:08:16.040]  也不知道是不是這個丈夫生的
[00:08:16.040 --> 00:08:17.520]  但他娶了她回來之後
[00:08:17.520 --> 00:08:19.800]  他繼續出去行淫
[00:08:19.800 --> 00:08:22.120]  然後神就叫他
[00:08:22.120 --> 00:08:23.520]  挽回她回來
[00:08:23.520 --> 00:08:25.520]  贖回她回來
[00:08:25.520 --> 00:08:27.960]  他好像被人賣了身出去
[00:08:27.960 --> 00:08:30.240]  現在要贖回她回來
[00:08:30.240 --> 00:08:32.680]  所以第三章二至三節
[00:08:32.680 --> 00:08:35.800]  「於是我用一百七十一克的銀紙
[00:08:35.800 --> 00:08:38.400]  一百五十公斤的大麥
[00:08:38.400 --> 00:08:40.720]  買她回來歸我
[00:08:40.720 --> 00:08:41.960]  我對她說
[00:08:41.960 --> 00:08:43.960]  你要給我獨居多日
[00:08:43.960 --> 00:08:45.000]  不要行淫
[00:08:45.000 --> 00:08:46.560]  不要有別的男人
[00:08:46.560 --> 00:08:50.400]  我又必不與你同房」
[00:08:50.400 --> 00:08:54.440]  這是《荷西亞書》所記載的一段經文
[00:08:54.440 --> 00:08:57.840]  這段經文令我們非常之震驚
[00:08:57.840 --> 00:09:02.160]  是講到饒恕的功課
[00:09:02.160 --> 00:09:03.520]  在當中我們知道
[00:09:03.520 --> 00:09:08.320]  神要讓荷西亞仙子親自經歷
[00:09:08.320 --> 00:09:14.600]  感受到那些被人出賣的痛苦
[00:09:14.600 --> 00:09:17.960]  然後他繼續贖回她回來
[00:09:17.960 --> 00:09:20.040]  饒恕是一個代價
[00:09:20.040 --> 00:09:21.760]  去贖回她回來
[00:09:21.760 --> 00:09:22.880]  我們知道
[00:09:22.880 --> 00:09:26.040]  在現代婚姻的觀念當中
[00:09:26.040 --> 00:09:28.480]  很多時候是相反的
[00:09:28.480 --> 00:09:31.760]  不忠的是男人
[00:09:31.760 --> 00:09:33.160]  女人就少一點
[00:09:33.160 --> 00:09:34.840]  不是女人無
[00:09:34.840 --> 00:09:40.240]  所以當妻子發覺丈夫不忠的時候
[00:09:40.240 --> 00:09:41.520]  很多的案例都說
[00:09:41.520 --> 00:09:43.600]  「都好了 我們不離婚了」
[00:09:43.600 --> 00:09:45.360]  「暫時不離婚」
[00:09:45.360 --> 00:09:48.360]  特別是那些婦女們
[00:09:48.360 --> 00:09:51.360]  有時候她的生活需要丈夫
[00:09:51.360 --> 00:09:52.640]  「我不離婚了」
[00:09:52.640 --> 00:09:55.200]  「忍吧 忍你做戲」
[00:09:55.200 --> 00:09:56.960]  「不離婚」
[00:09:56.960 --> 00:09:58.920]  但反過來說
[00:09:58.920 --> 00:10:02.160]  如果丈夫發覺妻子不忠
[00:10:02.160 --> 00:10:06.240]  差不多百分之一百都離婚
[00:10:06.240 --> 00:10:07.720]  忍不住的
[00:10:07.720 --> 00:10:10.080]  忍不住的太太是不忠的
[00:10:10.080 --> 00:10:14.160]  這裏講到一段經文是令我們很震驚的
[00:10:14.160 --> 00:10:17.240]  這裏講到其實神與人的關係
[00:10:17.240 --> 00:10:19.320]  特別是講到以色列民
[00:10:19.320 --> 00:10:22.240]  他們對神是不忠的
[00:10:22.240 --> 00:10:25.240]  他們愛巴黎好像行奸淫一樣
[00:10:25.240 --> 00:10:27.840]  這個神不倚靠
[00:10:27.840 --> 00:10:30.640]  他們愛其他的神
[00:10:30.640 --> 00:10:33.640]  這裏講到人與神的關係
[00:10:33.640 --> 00:10:39.080]  神在這裏預備了一個饒恕的方法
[00:10:39.080 --> 00:10:43.320]  這就叫做「救恩請救我們」
[00:10:43.320 --> 00:10:49.040]  神在這裏預備了一個饒恕的方法
[00:10:49.040 --> 00:10:52.160]  有時候我在想
[00:10:52.160 --> 00:10:55.560]  人與人之間的關係是很危險的
[00:10:55.560 --> 00:10:58.880]  特別是有些丈夫太太
[00:10:58.880 --> 00:11:01.920]  有些丈夫是不敢說話的
[00:11:01.920 --> 00:11:05.200]  因為怕說錯話就很大件事
[00:11:05.200 --> 00:11:06.560]  我記得有一次
[00:11:06.560 --> 00:11:10.200]  我和一個弟兄去吃午餐
[00:11:10.200 --> 00:11:15.320]  吃完之後他說要帶外賣回去給太太吃
[00:11:15.320 --> 00:11:17.920]  太太那天沒有空
[00:11:17.920 --> 00:11:20.000]  走到一半
[00:11:20.000 --> 00:11:23.360]  外賣汁都流出來了
[00:11:23.360 --> 00:11:25.400]  就放在膠袋裏
[00:11:25.400 --> 00:11:26.280]  他就幫我講
[00:11:26.280 --> 00:11:29.000]  「大衛,我們很熟的朋友」
[00:11:29.000 --> 00:11:32.960]  「你可不可以將這個外賣給我太太?」
[00:11:32.960 --> 00:11:34.040]  「你給她吧」
[00:11:34.040 --> 00:11:35.240]  「為甚麼?」
[00:11:35.240 --> 00:11:38.760]  「因為如果我給她一定會有罵的」
[00:11:38.760 --> 00:11:40.600]  「為甚麼弄得髒兮兮的?」
[00:11:40.600 --> 00:11:44.960]  「但你給她,她就沒得罵」
[00:11:44.960 --> 00:11:50.920]  我說「你們夫妻倆的關係這麼危險?」
[00:11:50.920 --> 00:11:53.600]  很多人害怕的
[00:11:53.600 --> 00:11:55.040]  他這樣講的時候
[00:11:55.040 --> 00:11:57.840]  我在想那些馬戲班的人
[00:11:57.840 --> 00:12:00.480]  馬戲班最喜歡看的是空中飛人
[00:12:00.480 --> 00:12:02.440]  這個是最緊張的
[00:12:02.440 --> 00:12:03.840]  大家飛來飛去
[00:12:03.840 --> 00:12:09.160]  不過下面沒有網更加危險
[00:12:09.160 --> 00:12:11.400]  很多夫婦的關係
[00:12:11.400 --> 00:12:13.440]  下面沒有了網
[00:12:13.440 --> 00:12:17.080]  講錯一句說話就離婚
[00:12:17.080 --> 00:12:21.520]  講錯一句說話就跌死
[00:12:21.520 --> 00:12:24.600]  我們沒有了那個網
[00:12:24.600 --> 00:12:26.480]  這裡講到饒恕
[00:12:26.480 --> 00:12:29.120]  饒恕人七十個七次
[00:12:29.120 --> 00:12:30.560]  如果你喜歡做accounting
[00:12:30.560 --> 00:12:33.920]  你記住他,記住他,在日記上寫住
[00:12:33.920 --> 00:12:36.360]  今天饒恕了他一次
[00:12:36.360 --> 00:12:37.480]  兩次
[00:12:37.480 --> 00:12:40.200]  七十個七次即是四百多次
[00:12:40.200 --> 00:12:42.680]  七七四十九四百九十次
[00:12:42.680 --> 00:12:44.880]  我沒有計錯數
[00:12:44.880 --> 00:12:46.520]  你試試記住他
[00:12:46.520 --> 00:12:49.480]  我估計你記住一百次就懶得記了
[00:12:49.480 --> 00:12:52.160]  以後都要饒恕他了
[00:12:52.160 --> 00:12:58.280]  我們在人際關係當中要預先饒恕人
[00:12:58.280 --> 00:13:03.600]  在人際關係當中我們時常說你不可以做錯
[00:13:03.600 --> 00:13:08.080]  很多人我們的緊張關係就是我不讓他做錯
[00:13:08.080 --> 00:13:10.160]  對方亦都很緊張
[00:13:10.160 --> 00:13:12.560]  我不可以錯
[00:13:12.560 --> 00:13:14.480]  可不可以呢
[00:13:14.480 --> 00:13:18.680]  有時候不適合錯與不錯的問題
[00:13:18.680 --> 00:13:20.840]  不是錯與對的問題
[00:13:20.840 --> 00:13:23.240]  是心水問題
[00:13:23.240 --> 00:13:25.920]  你認為錯他未必是錯的
[00:13:25.920 --> 00:13:28.480]  男人女人的想法都不一樣
[00:13:28.480 --> 00:13:31.360]  朋友的想法都不一樣
[00:13:31.360 --> 00:13:33.440]  很多時候我們在心靈當中
[00:13:33.440 --> 00:13:36.400]  我們沒有預備這個網絡
[00:13:36.400 --> 00:13:38.400]  這個饒恕的網絡
[00:13:38.400 --> 00:13:42.640]  所以一下子我們人際的關係就很快地破裂
[00:13:42.640 --> 00:13:46.040]  很快很快地破裂了
[00:13:46.040 --> 00:13:49.080]  我們在這裡感受一下
[00:13:49.080 --> 00:13:53.680]  原來在饒恕當中有一個重點
[00:13:53.680 --> 00:13:59.800]  饒恕就是一個人有罪的時候
[00:13:59.800 --> 00:14:02.840]  他覺得自己很羞愧
[00:14:02.840 --> 00:14:04.760]  《羅馬書》三章二十三節說
[00:14:04.760 --> 00:14:06.880]  世人都犯了罪
[00:14:06.880 --> 00:14:10.280]  虧缺了神的榮耀
[00:14:10.280 --> 00:14:14.800]  所有罪你覺得是羞愧
[00:14:14.800 --> 00:14:17.760]  不知道大家有沒有這樣的感覺
[00:14:17.760 --> 00:14:19.200]  我們犯罪的時候
[00:14:19.200 --> 00:14:22.600]  我們好像不敢見神
[00:14:22.600 --> 00:14:24.760]  我們小時候不讀書
[00:14:24.760 --> 00:14:26.240]  我經歷很多
[00:14:26.240 --> 00:14:28.400]  小時候不讀書
[00:14:28.400 --> 00:14:31.040]  回來不敢見媽媽
[00:14:31.040 --> 00:14:34.960]  我二哥更厲害 滿江紅
[00:14:34.960 --> 00:14:38.400]  回來不敢見
[00:14:38.400 --> 00:14:41.120]  我們試過改成績表自己
[00:14:41.120 --> 00:14:43.360]  改黑他 試過沒有
[00:14:43.360 --> 00:14:45.360]  小時候什麼都敢做
[00:14:45.360 --> 00:14:47.600]  因為不見得人
[00:14:47.600 --> 00:14:50.360]  我那天聽一個弟兄講的見證
[00:14:50.360 --> 00:14:54.240]  他說他會考零分
[00:14:54.240 --> 00:14:56.000]  神都可以改變
[00:14:56.000 --> 00:14:59.440]  但每一件事我們不合神的標準的時候
[00:14:59.440 --> 00:15:02.320]  我們覺得是羞愧
[00:15:02.320 --> 00:15:05.400]  但每一次神原諒我們的時候
[00:15:05.400 --> 00:15:09.400]  我們就回復了尊貴
[00:15:09.400 --> 00:15:11.560]  每一次神原諒我們的時候
[00:15:11.560 --> 00:15:15.200]  我們可以在神面前再站起來
[00:15:15.200 --> 00:15:16.600]  好了 這次算了
[00:15:16.600 --> 00:15:18.480]  下次不要了
[00:15:18.480 --> 00:15:21.000]  你聽到媽媽這樣說很開心
[00:15:21.000 --> 00:15:24.920]  還有下一次再來
[00:15:24.920 --> 00:15:26.520]  有尊貴在這裡
[00:15:26.520 --> 00:15:28.640]  可以感謝神
[00:15:28.640 --> 00:15:31.240]  可以一起吃飯
[00:15:31.240 --> 00:15:33.520]  我們知道我們生命當中
[00:15:33.520 --> 00:15:37.160]  每一次我們被饒恕的時候
[00:15:37.160 --> 00:15:40.040]  我們的生命的尊貴可以回來
[00:15:40.040 --> 00:15:42.520]  當我們的罪
[00:15:42.520 --> 00:15:45.000]  神抹乾我們的罪的時候
[00:15:45.000 --> 00:15:48.440]  我們可以再一次重新站立在神的面前
[00:15:48.440 --> 00:15:50.720]  這個叫尊貴
[00:15:50.720 --> 00:15:53.160]  但當我們不肯認罪的時候
[00:15:53.160 --> 00:15:55.880]  我們在神的面前永遠都是羞愧
[00:15:55.880 --> 00:15:57.600]  所以神叫我們認罪
[00:15:57.600 --> 00:15:59.960]  是為了回復我們在祂的面前
[00:15:59.960 --> 00:16:04.200]  那個身份、那個地位、那個尊貴
[00:16:04.200 --> 00:16:05.880]  各位聽眾姐妹們
[00:16:05.880 --> 00:16:08.040]  我們去饒恕一個人的時候
[00:16:08.040 --> 00:16:11.080]  也要將這個尊貴給他
[00:16:11.080 --> 00:16:13.560]  我們要彼此來敬重
[00:16:13.560 --> 00:16:15.120]  當我們不肯饒恕一個人
[00:16:15.120 --> 00:16:17.560]  我們釘死一個人的時候
[00:16:17.560 --> 00:16:20.520]  就是說這個人永遠抬不起頭
[00:16:20.520 --> 00:16:22.480]  永遠都是不尊貴的
[00:16:22.480 --> 00:16:24.120]  永遠都是這麼渣的
[00:16:24.120 --> 00:16:30.200]  永遠都會落地獄的
[00:16:30.200 --> 00:16:32.400]  有沒有試過呢?
[00:16:32.400 --> 00:16:34.280]  我記得有一個姐妹
[00:16:34.280 --> 00:16:37.000]  她的哥哥信耶穌
[00:16:37.000 --> 00:16:39.480]  她很驚訝
[00:16:39.480 --> 00:16:41.440]  她說不可能
[00:16:41.440 --> 00:16:43.640]  我哥哥應該落地獄的
[00:16:43.640 --> 00:16:45.240]  我不可以原諒他
[00:16:45.240 --> 00:16:46.720]  神原諒他,我不可以原諒他
[00:16:46.720 --> 00:16:49.320]  我將來天上不想見他
[00:16:49.320 --> 00:16:50.760]  很厲害的
[00:16:50.760 --> 00:16:52.440]  可能她的傷很重
[00:16:52.440 --> 00:16:55.240]  可能以前她的哥哥不知道做了甚麼事
[00:16:55.240 --> 00:16:57.560]  但是在她的生命當中
[00:16:57.560 --> 00:17:00.080]  她不肯去原諒
[00:17:00.080 --> 00:17:01.200]  我們想一想
[00:17:01.200 --> 00:17:02.840]  神原諒我們
[00:17:02.840 --> 00:17:04.440]  我們得罪了神很多
[00:17:04.440 --> 00:17:08.320]  所以神給了我們一個充分的網絡
[00:17:08.320 --> 00:17:10.560]  我們去原諒其他人
[00:17:10.560 --> 00:17:13.440]  我們去再一次將這個尊貴
[00:17:13.440 --> 00:17:16.320]  給這些曾經得罪我們的人
[00:17:16.320 --> 00:17:18.840]  我們生命當中可以重新開始
[00:17:18.840 --> 00:17:22.160]  這是第一點想和大家分享的
[00:17:22.160 --> 00:17:26.160]  就是去饒恕、去挽回這個人
[00:17:26.160 --> 00:17:31.280]  第二點想和大家分享的就是講到聆聽
[00:17:31.280 --> 00:17:34.000]  我們只是讀《雅各書》
[00:17:34.000 --> 00:17:35.880]  第一章十九節
[00:17:35.880 --> 00:17:37.440]  我親愛的弟兄們
[00:17:37.440 --> 00:17:38.440]  你們要知道
[00:17:38.440 --> 00:17:41.000]  人人都應該快快地聽
[00:17:41.000 --> 00:17:42.320]  慢慢地說
[00:17:42.320 --> 00:17:44.760]  慢一點的動腦
[00:17:44.760 --> 00:17:46.840]  讀完《針研》第十八章
[00:17:46.840 --> 00:17:48.360]  前面那一節
[00:17:48.360 --> 00:17:51.520]  不先聆聽就回答的
[00:17:51.520 --> 00:17:56.240]  這就是他的慾望和羞辱
[00:17:56.240 --> 00:18:00.200]  第二章我們學習聆聽
[00:18:00.200 --> 00:18:01.840]  聽別人說話
[00:18:01.840 --> 00:18:05.800]  我們人的本性是喜歡說
[00:18:05.800 --> 00:18:07.280]  但不喜歡聽
[00:18:07.280 --> 00:18:08.760]  是不是?
[00:18:08.760 --> 00:18:10.800]  有沒有發覺?
[00:18:10.800 --> 00:18:13.080]  這是人的本質
[00:18:13.080 --> 00:18:15.840]  我們有時說了之後
[00:18:15.840 --> 00:18:19.720]  別人聽不到我們會很不開心
[00:18:19.720 --> 00:18:21.640]  對不對?
[00:18:21.640 --> 00:18:23.920]  所以我們有時懷疑人們失聰
[00:18:23.920 --> 00:18:25.640]  聽不到話
[00:18:25.640 --> 00:18:27.240]  有一個丈夫
[00:18:27.240 --> 00:18:28.640]  記得有一個故事
[00:18:28.640 --> 00:18:31.120]  他覺得太太經常聽不到他說話
[00:18:31.120 --> 00:18:32.960]  回家看醫生
[00:18:32.960 --> 00:18:35.520]  他說我太太聽不到我說話怎麼辦呢?
[00:18:35.520 --> 00:18:37.800]  醫生說你回家試試
[00:18:37.800 --> 00:18:39.720]  在她後面說話
[00:18:39.720 --> 00:18:41.800]  你說幾次她聽不聽到
[00:18:41.800 --> 00:18:44.000]  他就回家幫太太說話
[00:18:44.000 --> 00:18:46.080]  太太今晚吃什麼飯?
[00:18:46.080 --> 00:18:47.560]  吃什麼菜?
[00:18:47.560 --> 00:18:49.560]  太太不理他
[00:18:49.560 --> 00:18:50.800]  說第二次
[00:18:50.800 --> 00:18:54.280]  太太今晚吃什麼菜?
[00:18:54.280 --> 00:18:56.040]  又不理他
[00:18:56.040 --> 00:18:57.200]  第三次
[00:18:57.200 --> 00:18:58.720]  太太
[00:18:58.720 --> 00:18:59.880]  他很害怕
[00:18:59.880 --> 00:19:01.880]  聽不到
[00:19:01.880 --> 00:19:03.320]  太太今晚吃什麼菜?
[00:19:03.320 --> 00:19:04.880]  很大聲說
[00:19:04.880 --> 00:19:07.320]  太太就回頭幫他說
