
[00:00:00.000 --> 00:00:03.680]  好 讓我們在聆聽上主的說話以先
[00:02:42.280 --> 00:02:46.760]  因爲有權之後我就可以排除很多人的難阻
[00:02:46.760 --> 00:02:51.000]  別人的反對意見我一律不需要聽
[00:02:51.000 --> 00:02:55.760]  但是結果卻是往往令人失望
[00:02:55.760 --> 00:02:59.040]  很多人當他越努力
[00:02:59.040 --> 00:03:05.440]  越用自己的方法去達成自己目的的過程
[00:03:05.440 --> 00:03:08.720]  就帶來更大的失望
[00:03:08.720 --> 00:03:10.840]  而在這個過程的裏面
[00:03:10.840 --> 00:03:15.160]  他的期望當落空的時候
[00:03:15.160 --> 00:03:20.120]  那種失落感 那種失控感
[00:03:20.120 --> 00:03:27.800]  以及他對着人生的意義就開始有連串的挑戰
[00:03:27.800 --> 00:03:32.920]  作爲神的子民又是不是這樣過我們的生命生活呢
[00:03:32.920 --> 00:03:34.560]  人生不是很長的
[00:03:34.560 --> 00:03:37.320]  幾十載 雖然基督徒的人生
[00:03:37.320 --> 00:03:40.480]  卻不是單單幾十載 是永恆
[00:03:40.480 --> 00:03:43.800]  但是在這個幾十年的時間
[00:03:43.800 --> 00:03:46.720]  上帝是怎麼用我們在這幾十年的裏面
[00:03:46.720 --> 00:03:51.640]  將屬神的人 將他一個一個呼召和吸引回來呢
[00:03:51.640 --> 00:03:53.520]  在今天這段聖經裏面
[00:03:53.520 --> 00:03:57.760]  正正就是我們想看到的事實
[00:03:57.760 --> 00:03:59.840]  也都從而給我們這個亮光
[00:03:59.840 --> 00:04:02.360]  怎麼去活我們今天的生命生活
[00:04:02.360 --> 00:04:03.360]  所以我給了個題目
[00:04:03.360 --> 00:04:06.320]  它叫做當你的人生
[00:04:06.320 --> 00:04:10.280]  如果已經再不在你掌控之下的時候
[00:04:10.280 --> 00:04:11.480]  你會怎麼樣呢
[00:04:11.480 --> 00:04:16.120]  所以這個題目叫做誰能掌控自己的人生呢
[00:04:16.120 --> 00:04:18.040]  這個問題問回我們自己
[00:04:18.040 --> 00:04:19.320]  究竟有些什麼東西
[00:04:19.320 --> 00:04:22.000]  我們以爲自己好像很有把握
[00:04:22.000 --> 00:04:26.880]  但實質上其實往往是出人意料之外
[00:04:26.880 --> 00:04:28.960]  而當出人意料之外
[00:04:28.960 --> 00:04:32.080]  作爲信徒也應該怎樣去面對
[00:04:32.080 --> 00:04:34.960]  讓我們一起去看看這段聖經說些什麼
[00:04:34.960 --> 00:04:36.680]  今天我們會看的是第六章
[00:04:36.680 --> 00:04:39.480]  第一至到第九節的經文
[00:04:39.480 --> 00:04:41.320]  回憶一下上文說些什麼
[00:04:41.320 --> 00:04:44.680]  上文我們說到巴比倫王朝
[00:04:44.680 --> 00:04:48.480]  或者新巴比倫王朝正式完結
[00:04:48.480 --> 00:04:51.760]  完結在一個攝政王的手上
[00:04:51.760 --> 00:04:55.480]  這個攝政王的名字叫做伯沙撒
[00:04:55.480 --> 00:04:58.000]  他的爸爸纔是正式的王
[00:04:58.000 --> 00:05:01.360]  但是因爲掛着拜這個月亮神
[00:05:01.360 --> 00:05:04.440]  於是乎他根本各事不理
[00:05:04.440 --> 00:05:07.000]  當這個伯沙撒
[00:05:07.000 --> 00:05:11.800]  他進入了一個瘋狂的統治的手段
[00:05:11.800 --> 00:05:15.800]  利用到上帝原本用來在聖殿裏面
[00:05:15.800 --> 00:05:18.480]  去敬拜獻祭的器皿
[00:05:18.480 --> 00:05:23.600]  來私下喝酒作樂
[00:05:23.600 --> 00:05:26.360]  這個人物可以給他看見
[00:05:26.360 --> 00:05:32.880]  那種自我爲中心的態度是非常之強
[00:05:32.880 --> 00:05:38.400]  縱使身邊所有當時的哲士、術士、法術師
[00:05:38.400 --> 00:05:44.600]  和迦勒底所有當時能夠聲稱通曉神的
[00:05:44.600 --> 00:05:46.320]  我們叫Diviners
[00:05:46.320 --> 00:05:48.280]  就是通神的通靈家
[00:05:48.280 --> 00:05:50.160]  都沒有辦法瞭解到
[00:05:50.160 --> 00:05:54.280]  那個寫在粉牆上的信息的時候
[00:05:54.280 --> 00:05:58.440]  竟然這位伯沙撒王的母親
[00:05:58.440 --> 00:06:04.520]  就來介紹丹爾裏進入了去宮廷當中爲他解釋
[00:06:04.520 --> 00:06:05.960]  我們也都說過
[00:06:05.960 --> 00:06:10.520]  丹爾裏當時已經是八十多歲的老人家
[00:06:10.520 --> 00:06:12.720]  因爲這樣的老人家
[00:06:12.720 --> 00:06:16.280]  自從利布加利撒王之後
[00:06:16.280 --> 00:06:21.000]  他經歷了很多政治上的改變
[00:06:21.000 --> 00:06:24.600]  進入了一種投降置散的狀態
[00:06:24.600 --> 00:06:27.760]  一個能夠這麼有能力的人
[00:06:27.760 --> 00:06:32.760]  可以在那個時候完全沒有人去看重他
[00:06:32.760 --> 00:06:36.840]  被放在一邊好幾十年的時間
[00:06:36.840 --> 00:06:38.520]  但是來到這個時候
[00:06:38.520 --> 00:06:42.760]  竟然被介紹到進入這個宮廷裏面
[00:06:42.760 --> 00:06:46.280]  再次用上帝給他的能力
[00:06:46.280 --> 00:06:53.680]  去爲這位伯沙撒王要知的信息去傳講解釋
[00:06:53.680 --> 00:06:57.160]  這個就是上文的介紹
[00:06:57.160 --> 00:06:58.760]  而這位伯沙撒王我們知道
[00:06:58.760 --> 00:07:04.560]  他那種自尊的態度可以說是很橫頑無禮的
[00:07:04.560 --> 00:07:05.960]  如果大家記得
[00:07:05.960 --> 00:07:08.320]  他不是說過他要去將
[00:07:08.320 --> 00:07:12.320]  能夠解釋這個粉牆上寫的字的人
[00:07:12.320 --> 00:07:16.920]  爲他穿上紙袍 爲他頸項上戴上金鍊
[00:07:16.920 --> 00:07:22.000]  以及將他宣佈爲國中的第三位的權力人士
[00:07:22.000 --> 00:07:23.200]  這個做法
[00:07:23.200 --> 00:07:27.360]  其實是完全彰顯出他那種自我爲尊的態度
[00:07:27.360 --> 00:07:30.160]  硬要但以你接受這些
[00:07:30.160 --> 00:07:35.040]  但以你否定而且不要的一些賞詞
[00:07:35.040 --> 00:07:39.280]  這種情況我們看到上帝不動手不行了
[00:07:39.280 --> 00:07:47.600]  於是乎就讓米底亞人或者我們稱之爲馬代人
[00:07:47.600 --> 00:07:52.200]  就叫做大流士在高齡62歲的時候
[00:07:52.200 --> 00:07:53.720]  其實62歲都不是高齡
[00:07:53.720 --> 00:07:57.280]  我們現在當時62歲就是高齡
[00:07:57.280 --> 00:08:02.160]  就奪取了加勒底這個王國
[00:08:02.160 --> 00:08:06.360]  將巴比倫國正式完結
[00:08:06.360 --> 00:08:10.360]  第六章就進入到這個大流士的年代
[00:08:10.360 --> 00:08:18.760]  波斯馬代或者馬代多斯波斯的一個統治的環境
[00:08:18.760 --> 00:08:22.680]  是有全新的一個政治氣候
[00:08:22.680 --> 00:08:26.200]  全新的政治環境
[00:08:26.200 --> 00:08:30.680]  但以你在這樣的狀態之下
[00:08:30.680 --> 00:08:32.760]  還有什麼作爲呢
[00:08:32.760 --> 00:08:35.640]  年紀又大了 是不是
[00:08:35.640 --> 00:08:36.920]  他還有什麼可以做呢
[00:08:36.920 --> 00:08:41.000]  還有年紀大就成爲我們很多人的理由
[00:08:41.000 --> 00:08:44.360]  可以做事隨便一點
[00:08:44.360 --> 00:08:45.360]  是吧
[00:08:45.360 --> 00:08:46.760]  就是我年紀大了
[00:08:46.760 --> 00:08:47.640]  比如好像我的樣子
[00:08:47.640 --> 00:08:50.120]  其實我看不清楚我現在的廣告寫什麼
[00:08:50.120 --> 00:08:51.320]  一張眼睛看不清楚
[00:08:51.320 --> 00:08:52.760]  年紀大嘛
[00:08:52.760 --> 00:08:55.040]  年紀大老花越來越厲害
[00:08:55.040 --> 00:08:56.720]  醫生都叫我不要配眼鏡
[00:08:56.720 --> 00:08:58.120]  配都無謂
[00:08:58.120 --> 00:08:59.760]  浪費錢而已
[00:08:59.760 --> 00:09:01.320]  就是到這樣的地步
[00:09:01.320 --> 00:09:03.000]  是不是可以不用做呢
[00:09:03.000 --> 00:09:04.160]  做少一點呢
[00:09:04.160 --> 00:09:08.800]  或者做東西求求其其這樣呢
[00:09:08.800 --> 00:09:10.280]  不過其實實際上我又看到
[00:09:10.280 --> 00:09:12.160]  今天很多信徒的生命生活
[00:09:12.160 --> 00:09:14.800]  不到年紀大都是這樣的態度
[00:09:14.800 --> 00:09:16.040]  求求其其的
[00:09:16.040 --> 00:09:17.680]  是不是這樣過日子呢
[00:09:17.680 --> 00:09:20.400]  信徒屬於神的子民是否這樣而活呢
[00:09:20.400 --> 00:09:24.840]  今天我就來從這段聖經裏面去看一下
[00:09:24.840 --> 00:09:29.760]  這位前朝的高官彈爾裏
[00:09:29.760 --> 00:09:32.920]  他怎麼隨着前朝的失落
[00:09:32.920 --> 00:09:38.720]  會不會他的命徒試圖因此被腰斬呢
[00:09:38.720 --> 00:09:41.480]  上帝不用他再做任何事呢
[00:09:41.480 --> 00:09:45.840]  還是上帝還用得着他呢
[00:09:45.840 --> 00:09:47.040]  一起去看吧
[00:09:47.040 --> 00:09:49.880]  今天我們要分三個部分去看
[00:09:49.880 --> 00:09:51.080]  第一部分
[00:09:51.080 --> 00:09:53.320]  第六章第一至第三節
[00:09:53.320 --> 00:09:56.680]  或者我們一起打開之後一起去讀一下
[00:09:56.680 --> 00:09:59.200]  第六章第一至第三節
[00:09:59.200 --> 00:10:00.760]  在這裏我給了一個副題
[00:10:00.760 --> 00:10:08.000]  它叫做《當我們以爲一切都已經運籌爲壓的時候》
[00:10:08.000 --> 00:10:08.920]  會怎樣呢
[00:10:08.920 --> 00:10:10.240]  我們一起讀一下
[00:10:10.240 --> 00:10:14.000]  第六章第一至第三節
[00:10:14.000 --> 00:10:17.200]  大流士隨心所願
[00:10:17.200 --> 00:10:20.640]  立一百二十個總督
[00:10:20.640 --> 00:10:22.640]  至理通國
[00:10:22.640 --> 00:10:27.080]  又在他們以上立總長三人
[00:10:27.080 --> 00:10:29.800]  但以理在其中
[00:10:29.800 --> 00:10:34.960]  使總督在他們三人面前回復事務
[00:10:34.960 --> 00:10:37.880]  免得皇授窺損
[00:10:37.880 --> 00:10:41.840]  跟者但以理有美好的靈性
[00:10:41.840 --> 00:10:47.120]  所以顯然超乎其餘的總長和總督
[00:10:47.120 --> 00:10:50.720]  皇又想立他至理通國
[00:10:50.720 --> 00:10:53.400]  我們停在這裏爲止
[00:10:53.400 --> 00:10:57.960]  在談論中進入了一個全新的政權
[00:10:57.960 --> 00:11:00.000]  叫做馬代年代
[00:11:00.000 --> 00:11:02.560]  或者米底亞年代
[00:11:02.560 --> 00:11:04.000]  統治人物
[00:11:04.000 --> 00:11:04.880]  說得很清楚
[00:11:04.880 --> 00:11:07.080]  叫做大流士
[00:11:07.080 --> 00:11:08.640]  Darius
[00:11:08.640 --> 00:11:12.200]  當時他已經62歲
[00:11:12.200 --> 00:11:14.840]  經文上面記載到
[00:11:14.840 --> 00:11:17.400]  他在一個這樣的環境
[00:11:17.400 --> 00:11:21.040]  一個新的政權被建立之後
[00:11:21.040 --> 00:11:27.360]  他就要進行一個連串的政治改革
[00:11:27.360 --> 00:11:29.920]  所以很多牧師一去到教會里
[00:11:29.920 --> 00:11:31.680]  第一件事就是改革教會
[00:11:31.680 --> 00:11:33.600]  重寫會章
[00:11:33.600 --> 00:11:35.960]  很多新牧者都是這樣做的
[00:11:35.960 --> 00:11:37.640]  很可怕的
[00:11:37.640 --> 00:11:38.280]  爲什麼呢
[00:11:38.280 --> 00:11:39.960]  你去到那個地方
[00:11:39.960 --> 00:11:41.480]  在教會侍奉你
[00:11:41.480 --> 00:11:45.080]  理論上就應該跟着你相信那一套的神學
[00:11:45.080 --> 00:11:45.920]  你纔去的
[00:11:45.920 --> 00:11:50.440]  你不是去到將那一套改成你的
[00:11:50.440 --> 00:11:51.440]  如果是這樣的態度
[00:11:51.440 --> 00:11:54.640]  你跟這個大流士沒有分別的
[00:11:54.640 --> 00:11:56.200]  大流士可以這樣做
[00:11:56.200 --> 00:11:56.760]  爲什麼呢
[00:11:56.760 --> 00:11:59.280]  就是一個全新的國度
[00:11:59.280 --> 00:12:00.480]  如果大家還記得
[00:12:00.480 --> 00:12:04.480]  在前面我說過一件事就是
[00:12:04.480 --> 00:12:05.600]  你有沒有留意到
[00:12:05.600 --> 00:12:08.640]  記載到第五章尾的時候
[00:12:08.640 --> 00:12:12.760]  很多的記載是說到族系
[00:12:12.760 --> 00:12:17.160]  而不是說巴比倫這個國度
[00:12:17.160 --> 00:12:20.560]  如果大家立下眼看
[00:12:20.560 --> 00:12:23.640]  談論到的是加勒底國
[00:12:23.640 --> 00:12:24.440]  最簡單的
[00:12:24.440 --> 00:12:26.480]  去到第五章最後尾一節
[00:12:26.480 --> 00:12:27.600]  是談論到
[00:12:27.600 --> 00:12:29.920]  加勒底的王
[00:12:29.920 --> 00:12:33.440]  他被一個米底亞人
[00:12:33.440 --> 00:12:36.000]  來殲滅了這個王國
[00:12:36.000 --> 00:12:39.800]  取替了他這個加勒底國
[00:12:39.800 --> 00:12:44.960]  是從一個族裔社羣的記載去陳述的
[00:12:44.960 --> 00:12:46.280]  這些記載
[00:12:46.280 --> 00:12:48.360]  大家不要小看這些記載
[00:12:48.360 --> 00:12:52.360]  因爲這些記載往往就告訴他
[00:12:52.360 --> 00:12:55.160]  爲什麼後面的經文要這樣記載
[00:12:55.160 --> 00:12:59.200]  大流氏要隨心所願
[00:12:59.200 --> 00:13:04.320]  立一百二十個總督
[00:13:04.320 --> 00:13:08.040]  爲什麼要是一百二十個總督
[00:13:08.040 --> 00:13:10.080]  爲什麼要用一百二十個總督
[00:13:10.080 --> 00:13:13.680]  來統治整個國家
[00:13:13.680 --> 00:13:15.240]  因爲作者
[00:13:15.240 --> 00:13:18.560]  彈爾裏已經預示了
[00:13:18.560 --> 00:13:20.000]  告訴他知道
[00:13:20.000 --> 00:13:22.760]  這個國度是完全是由
[00:13:22.760 --> 00:13:27.240]  很多的族羣來組成的
[00:13:27.240 --> 00:13:28.560]  這些每一個族羣
[00:13:28.560 --> 00:13:31.320]  縱使它在同一個國家的裏面
[00:13:31.320 --> 00:13:34.440]  或者一個皇權管治之下
[00:13:34.440 --> 00:13:43.000]  它仍然有它們各個的民族語系的特點
[00:13:43.000 --> 00:13:46.560]  所以如果大家看回加拿大來看
[00:13:46.560 --> 00:13:49.240]  加拿大原本所採取的
[00:13:49.240 --> 00:13:52.440]  都是這樣的做法
[00:13:52.440 --> 00:13:54.520]  我們加拿大最出名的
[00:13:54.520 --> 00:13:57.240]  管治模式是什麼
[00:13:57.240 --> 00:14:00.080]  就是多元文化
[00:14:00.080 --> 00:14:03.240]  什麼叫多元文化管治
[00:14:03.240 --> 00:14:04.920]  就是由那個很不妥的
[00:14:04.920 --> 00:14:07.240]  叫Justin Trudeau的父親
[00:14:07.240 --> 00:14:09.400]  做出來的
[00:14:09.400 --> 00:14:12.440]  知不知道他
[00:14:12.440 --> 00:14:16.080]  他設計出來一套就是告訴他知道
[00:14:16.080 --> 00:14:18.520]  每個族羣有它自己的特色
[00:14:18.520 --> 00:14:20.440]  於是乎每個族羣要有一個
[00:14:20.440 --> 00:14:24.600]  它自己的族羣領袖來管治就最好了
[00:14:24.600 --> 00:14:28.680]  這就是那種統治模式
[00:14:28.680 --> 00:14:32.880]  這位大樓市因爲它建立了一個政權
[00:14:32.880 --> 00:14:37.400]  以往由一個統一的一個家底皇國
[00:14:37.400 --> 00:14:38.960]  國度來管治
[00:14:38.960 --> 00:14:41.160]  現在轉了來成爲一個
[00:14:41.160 --> 00:14:45.000]  多民族化的結構統治
[00:14:45.000 --> 00:14:47.200]  當時以他所看的
[00:14:47.200 --> 00:14:51.360]  至少有120個這樣的族羣或者地區
[00:14:51.360 --> 00:14:55.440]  於是乎他就設計了一個這樣的制度
[00:14:55.440 --> 00:14:59.560]  請了120個總督或者陰差
[00:14:59.560 --> 00:15:01.880]  來管治這個國家
[00:15:01.880 --> 00:15:06.720]  管治這個國家的國家的福源有多廣呢
[00:15:06.720 --> 00:15:08.600]  簡單的說就是
[00:15:08.600 --> 00:15:12.920]  跨越了整個歐、亞、非
[00:15:12.920 --> 00:15:17.400]  三個大陸的版圖
[00:15:17.400 --> 00:15:23.040]  它遠至到非洲北部的埃及
[00:15:23.040 --> 00:15:27.880]  近至到的就是在它們古近東、中東的地區
[00:15:27.880 --> 00:15:34.840]  以今日來計就是伊朗、伊拉克的地區
[00:15:34.840 --> 00:15:37.040]  以及亞美尼亞
[00:15:37.040 --> 00:15:40.160]  如果大家瞭解多一點
[00:15:40.160 --> 00:15:43.640]  亞美尼亞人Amenian
[00:15:43.640 --> 00:15:47.800]  現在有個國家在中亞地區
[00:15:47.800 --> 00:15:52.960]  就是這個米典人的後裔
[00:15:52.960 --> 00:15:56.280]  所以當我們看回今日這個世界的發展
[00:15:56.280 --> 00:15:59.480]  其實不是跟以往的東西脫節的
[00:15:59.480 --> 00:16:01.280]  在《聖經》裏面所記載的東西
[00:16:01.280 --> 00:16:04.040]  完全是能夠連接得到的
[00:16:04.040 --> 00:16:06.120]  這個不是《聖經》的主旨
[00:16:06.120 --> 00:16:08.640]  不過只是順帶地告訴大家
[00:16:08.640 --> 00:16:11.200]  在我這麼幅員廣闊的地區裏面
[00:16:11.200 --> 00:16:13.640]  充滿了很多不同的民族
[00:16:13.640 --> 00:16:18.720]  少數民族與系不同的地方的人羣
[00:16:18.720 --> 00:16:21.960]  在這裏組織而成的一個國家
[00:16:21.960 --> 00:16:26.320]  所以先前這個巴比倫的高雅統治
[00:16:26.320 --> 00:16:32.600]  和進入到馬代波斯的年代就很不同了
[00:16:32.600 --> 00:16:35.360]  當我們讀兩約之間的經文
[00:16:35.360 --> 00:16:40.520]  比如我們所看的以斯拉、以斯帖、尼希米記
[00:16:40.520 --> 00:16:43.560]  我們會留意到在裏面的記載
[00:16:43.560 --> 00:16:46.520]  很多都講到不同的族羣
[00:16:46.520 --> 00:16:50.680]  這些地方爲什麼是這麼不同的記載
[00:16:50.680 --> 00:16:52.680]  原來有這樣一個歷史的因素
[00:16:52.680 --> 00:16:54.400]  管治環境不同了
[00:16:54.400 --> 00:16:58.240]  當我們讀那段《聖經》處理的方法都會不同
[00:16:58.240 --> 00:17:02.000]  他立了120個總督
[00:17:02.000 --> 00:17:07.840]  120個人就很難去一個王去管理
[00:17:07.840 --> 00:17:13.560]  於是他就分開三個的大總管
[00:17:13.560 --> 00:17:17.760]  這些大總管在這段《聖經》裏面
[00:17:17.760 --> 00:17:19.760]  就清楚介紹給我們聽
[00:17:19.760 --> 00:17:23.280]  他們的名字叫總長
[00:17:23.280 --> 00:17:26.000]  這些總長是做什麼的呢
[00:17:26.000 --> 00:17:34.600]  這些總長主要是直接去管理這120個總督
[00:17:34.600 --> 00:17:37.320]  你可以看到那個政治架構
[00:17:37.320 --> 00:17:40.480]  首先有一個本地的總督去處理
[00:17:40.480 --> 00:17:47.000]  總督接着就有一個總長去看着他
[00:17:47.000 --> 00:17:50.320]  而這三個總長的設計原意
[00:17:50.320 --> 00:17:54.080]  如果大家去看那個歷史發展
[00:17:54.080 --> 00:17:57.400]  你說牧師你怎麼知道那些歷史發展很簡單
[00:17:57.400 --> 00:17:59.760]  你又走上去大英博物館
[00:17:59.760 --> 00:18:02.160]  或者大英百科傳宣找到了
[00:18:02.160 --> 00:18:07.600]  你找到的時候你又會看回這個米典時期的管治
[00:18:07.600 --> 00:18:12.680]  就告訴他知道這三個人原來是合力地去一起
[00:18:12.680 --> 00:18:18.080]  討論所有這120個總督報上來的問題
[00:18:18.080 --> 00:18:21.320]  只要他們有一個原則去管治就可以了
[00:18:21.320 --> 00:18:22.400]  這個原則是什麼
[00:18:22.400 --> 00:18:24.560]  在《慨慰聖經》裏面有清楚記載
[00:18:24.560 --> 00:18:26.360]  第二節末
[00:18:26.360 --> 00:18:34.120]  他說使總督在他們三人面前回復事務
[00:18:34.120 --> 00:18:36.840]  就是local governor
[00:18:36.840 --> 00:18:40.720]  本地的總督報上來
[00:18:40.720 --> 00:18:42.920]  然後報告之後
[00:18:42.920 --> 00:18:47.360]  這三個總長就要決定你報上來的做法
[00:18:47.360 --> 00:18:50.720]  運作會不會對王有虧損
[00:18:50.720 --> 00:18:52.880]  這個整個統治就很簡單了
[00:18:52.880 --> 00:18:54.400]  你看下去
[00:18:54.400 --> 00:19:04.640]  只要做任何對王沒有虧損的事情都可以去做
[00:19:04.640 --> 00:19:06.400]  今天很多國家就不是這樣了
[00:19:06.400 --> 00:19:10.240]  本地的官員胡作非爲
[00:19:10.240 --> 00:19:11.320]  做什麼都可以
[00:19:11.320 --> 00:19:13.080]  做完之後搞到一些禍出來
[00:19:13.080 --> 00:19:18.120]  就留給上面那些高層政府慢慢去受
[00:19:18.120 --> 00:19:21.640]  其實他們也這麼說應該是上層政府做得不好
[00:19:21.640 --> 00:19:25.040]  所以才下層這樣去想着這樣搞
[00:19:25.040 --> 00:19:26.160]  這些我們不討論了
[00:19:26.160 --> 00:19:27.800]  因爲不是政治討論
[00:19:27.800 --> 00:19:29.120]  不過從這段《聖經》裏面
[00:19:29.120 --> 00:19:33.720]  這個是當時的氣候
[00:19:33.720 --> 00:19:39.720]  而丹爾裏就是其中一個總長
[00:19:39.720 --> 00:19:47.600]  三人總長這個團隊裏面去負責其中一個
[00:19:47.600 --> 00:19:53.440]  這個大流氏王也很聰明這個做法
[00:19:53.440 --> 00:19:59.200]  聰明的管治者就不會樣樣自己下手去做
[00:19:59.200 --> 00:20:02.240]  就要曉得去委任
[00:20:02.240 --> 00:20:08.880]  委任一些能夠真是有能力去做一件事的人
[00:20:08.880 --> 00:20:10.120]  所以委任人
[00:20:10.120 --> 00:20:13.920]  而人就莫委任了
[00:20:13.920 --> 00:20:17.600]  你如果委任了一個人你就一定相信那個人
[00:20:17.600 --> 00:20:20.320]  中國人也有這樣的言語
[00:20:20.320 --> 00:20:22.240]  言人就莫用
[00:20:22.240 --> 00:20:24.240]  用人就莫疑
[00:20:24.240 --> 00:20:26.280]  你不要懷疑那個人
[00:20:26.280 --> 00:20:27.520]  你用着他
[00:20:27.520 --> 00:20:30.040]  在那個過程裏面
[00:20:30.040 --> 00:20:32.680]  這個大流氏就造成了一個
[00:20:32.680 --> 00:20:37.880]  對於自己不需要直接面對一些政治困難的做法
[00:20:37.880 --> 00:20:40.320]  簡單點來說
[00:20:40.320 --> 00:20:46.320]  這個大流氏不需要直接以一個君王直接介入到每個地方的事務
[00:20:46.320 --> 00:20:50.640]  他一箇中間的空間成爲一個我們叫做Buffer
[00:20:50.640 --> 00:20:54.760]  一個叫做防撞欄那樣
[00:20:54.760 --> 00:20:57.520]  有什麼找這三個人頂一頂先
[00:20:57.520 --> 00:21:02.680]  這種是一種很聰明的管治方式
[00:21:02.680 --> 00:21:04.400]  但是在這個過程裏面
[00:21:04.400 --> 00:21:10.960]  這位大流氏王也看到有一些缺陷在這個設計
[00:21:10.960 --> 00:21:15.240]  就是這三個人如果只是他們去討論的時候
[00:21:15.240 --> 00:21:19.600]  可能仍然有一些問題他們解決不了
[00:21:19.600 --> 00:21:21.800]  那怎麼做好呢
[00:21:21.800 --> 00:21:24.360]  是不是立刻上來王那裏呢
[00:21:24.360 --> 00:21:28.800]  所以這個就是我所說這位大流氏王聰明的地方
[00:21:28.800 --> 00:21:36.520]  他在看見這三人的總長的小團隊裏面
[00:21:36.520 --> 00:21:43.680]  他發現了丹爾裏是截然不同
[00:21:43.680 --> 00:21:53.720]  這種記載不得不使我們重新回想丹爾裏書的第一章
[00:21:53.720 --> 00:21:57.400]  第一章說什麼呢
[00:21:57.400 --> 00:22:03.520]  尼布甲尼撒王在公元前602年的時候
[00:22:03.520 --> 00:22:09.520]  將丹爾里老略去到巴比倫的時候
[00:22:09.520 --> 00:22:12.040]  他看準了這幾個年輕人
[00:22:12.040 --> 00:22:13.720]  當時還是年輕人
[00:22:13.720 --> 00:22:17.120]  15歲左右的年輕人
[00:22:17.120 --> 00:22:18.840]  你松一點15至17歲
[00:22:18.840 --> 00:22:21.200]  免得有些大英姐妹上網
[00:22:21.200 --> 00:22:24.880]  不是大英姐妹是一些立心不良的人來攻擊我
[00:22:24.880 --> 00:22:26.000]  你怎麼知道15歲
[00:22:26.000 --> 00:22:29.200]  15至17 青年人
[00:22:29.200 --> 00:22:33.800]  聖經記載青年人是15至17歲
[00:22:33.800 --> 00:22:38.040]  他看準了這幾個青年人是需要特別訓練
[00:22:38.040 --> 00:22:43.800]  並且他留意到丹爾裏卻是與別人不同的
[00:22:43.800 --> 00:22:47.240]  還記不記得丹爾裏有個什麼不同之處
[00:22:47.240 --> 00:22:53.360]  就是他能夠解釋異象比其他人性過十倍
[00:22:53.360 --> 00:22:56.320]  請大家再提醒這個字眼
[00:22:56.320 --> 00:22:57.600]  十倍
