
[00:00:00.000 --> 00:00:03.700]  今天早上很高興能夠再次在主日崇拜的時間
[00:06:58.200 --> 00:07:00.200]  就很嚴肅地跟我說
[00:07:00.200 --> 00:07:04.200]  牧師,其實這張照片裡面這個女士
[00:07:04.200 --> 00:07:07.200]  其實就是我媽媽
[00:07:07.200 --> 00:07:10.200]  而她手抱著的那個嬰兒
[00:07:10.200 --> 00:07:12.200]  其實就是我剛剛出生
[00:07:12.200 --> 00:07:16.200]  沒多久準備出院之前那一張照片
[00:07:16.200 --> 00:07:20.200]  原來這張照片這麼有歷史價值
[00:07:20.200 --> 00:07:23.200]  他就說:是啊,這個就是我媽媽
[00:07:23.200 --> 00:07:25.200]  他就跟我說
[00:07:25.200 --> 00:07:31.200]  當日他出院的時候,然後就抱著我
[00:07:31.200 --> 00:07:33.200]  還剛剛吃飽奶
[00:07:33.200 --> 00:07:35.200]  所以你看到我在這張照片裡面
[00:07:35.200 --> 00:07:37.200]  都好像很懵懵鬆鬆的眼神
[00:07:37.200 --> 00:07:41.200]  好像快要吃飽睡,想睡想睡的狀態
[00:07:41.200 --> 00:07:44.200]  當時我媽媽就拍了這張照片
[00:07:44.200 --> 00:07:50.200]  後來我就將這張照片放在我這裡
[00:07:50.200 --> 00:07:52.200]  經常可以讓我見一下我媽媽
[00:07:52.200 --> 00:07:55.200]  他說:是嗎?那你媽媽不是跟你一起住的嗎?
[00:07:55.200 --> 00:08:00.200]  他說:不是啊,其實我們後來移民了過來
[00:08:00.200 --> 00:08:03.200]  其實我跟我媽媽最初一起移民之後
[00:08:03.200 --> 00:08:09.200]  沒多久我就自己移民了過來多倫多這一邊
[00:08:09.200 --> 00:08:12.200]  我媽媽就跟我的弟弟妹妹
[00:08:12.200 --> 00:08:17.200]  在另一個省份裡面去生活
[00:08:17.200 --> 00:08:20.200]  所以在現在這樣的情況的時候
[00:08:20.200 --> 00:08:23.200]  我們很少可以說直接見面的
[00:08:23.200 --> 00:08:29.200]  不過我媽媽就經常都仍然打電話來問我
[00:08:29.200 --> 00:08:33.200]  問我:兒子,你吃飯了沒有?
[00:08:33.200 --> 00:08:36.200]  其實說真的,我都四五十歲人了
[00:08:36.200 --> 00:08:39.200]  怎麼會不知道什麼時候吃飯呢?
[00:08:39.200 --> 00:08:42.200]  但是她仍然間中就打電話來
[00:08:42.200 --> 00:08:44.200]  一到吃飯時間前後
[00:08:44.200 --> 00:08:46.200]  她就會打來:吃飯了沒有?
[00:08:46.200 --> 00:08:49.200]  天氣冷的時候,她就說:天氣冷了
[00:08:49.200 --> 00:08:52.200]  你夠不夠衣服穿啊?
[00:08:52.200 --> 00:08:55.200]  所以現在雖然見面少了
[00:08:55.200 --> 00:09:03.200]  但是其實我母子倆仍然都很緊密地保持著聯絡
[00:09:03.200 --> 00:09:08.200]  不過在這樣的人生過了幾十年之後
[00:09:08.200 --> 00:09:11.200]  其實覺得只要她是我父母
[00:09:11.200 --> 00:09:13.200]  無論我多大都好
[00:09:13.200 --> 00:09:16.200]  她看我仍然都好像一個嬰兒一樣
[00:09:16.200 --> 00:09:19.200]  很擔心我很多時候可能吃不飽
[00:09:19.200 --> 00:09:22.200]  或者穿得不夠暖
[00:09:22.200 --> 00:09:24.200]  其實真的每一個父母
[00:09:24.200 --> 00:09:27.200]  從我們出生開始
[00:09:27.200 --> 00:09:32.200]  都仍然好像一個嬰兒、一個小朋友一樣
[00:09:32.200 --> 00:09:36.200]  其實在這個弟兄的分享裏面
[00:09:36.200 --> 00:09:42.200]  讓我看見中國人有句話叫:養兒方知父母心
[00:09:42.200 --> 00:09:45.200]  更何況是在屬靈的生命上
[00:09:45.200 --> 00:09:48.200]  所生出來的兒女呢?
[00:09:48.200 --> 00:09:51.200]  今日我們所看的這段經文
[00:09:51.200 --> 00:09:53.200]  在《迦拉提說》
[00:09:53.200 --> 00:09:57.200]  從第四章第十七節到第二十節裏面
[00:09:57.200 --> 00:10:00.200]  正好就要講這個題目
[00:10:00.200 --> 00:10:04.200]  保羅其實是要在這段經文裏面
[00:10:04.200 --> 00:10:08.200]  告訴他所關愛的迦拉提教會
[00:10:08.200 --> 00:10:12.200]  讓他們知道其實保羅是何等掛心
[00:10:12.200 --> 00:10:14.200]  他們的屬靈的生命
[00:10:14.200 --> 00:10:18.200]  很擔心他們在屬靈的成長過程當中
[00:10:18.200 --> 00:10:21.200]  可能被餓死了
[00:10:21.200 --> 00:10:27.200]  甚至可能被引誘離開了原本那條生命的道路
[00:10:27.200 --> 00:10:30.200]  所以讓我們再一次回到這段聖經裏面
[00:10:30.200 --> 00:10:34.200]  讓我們看看保羅怎樣去關愛迦拉提教會
[00:10:34.200 --> 00:10:37.200]  但是更重要的一件事就是
[00:10:37.200 --> 00:10:40.200]  保羅是怎樣幫助一間
[00:10:40.200 --> 00:10:45.200]  或者眾多在這個地區裏面的眾迦拉提教會的信徒
[00:10:45.200 --> 00:10:50.200]  當他們已經走離開了那條生命的道路的時候
[00:10:50.200 --> 00:10:52.200]  保羅怎樣去幫助他們
[00:10:52.200 --> 00:10:55.200]  能夠可以回到來
[00:10:55.200 --> 00:11:00.200]  而且是主動地回到上帝的面前
[00:11:00.200 --> 00:11:03.200]  我們會分為三個部分一起去看
[00:11:03.200 --> 00:11:07.200]  我們首先去看的是從第四章第十七節
[00:11:07.200 --> 00:11:10.200]  我為大家再讀出這節經文
[00:11:10.200 --> 00:11:19.200]  「那些人熱心待你們卻不是好意,是要離間你們,叫你們熱心待他們。
[00:11:19.200 --> 00:11:27.200]  那些人熱心待你們卻不是好意,是要離間你們,叫你們熱心待他們。
[00:11:27.200 --> 00:11:40.200]  那些人熱心待你們卻不是好意,是要離間你們,叫你們熱心待他們。」
[00:11:40.200 --> 00:11:45.200]  在這節裏面有條問題是保羅很想問的
[00:11:45.200 --> 00:11:51.200]  你們明白你們被牽引墮落的原因嗎?
[00:11:51.200 --> 00:11:59.200]  你們明白被甚麼牽引你們離開了原本的救恩道理嗎?
[00:11:59.200 --> 00:12:01.200]  直接這樣說
[00:12:01.200 --> 00:12:04.200]  在我的人生裏面我所看見的是
[00:12:04.200 --> 00:12:08.200]  逼良為娼去墮落的事情
[00:12:08.200 --> 00:12:10.200]  即是類似的事情
[00:12:10.200 --> 00:12:14.200]  其實往往不是他們情願的事
[00:12:14.200 --> 00:12:17.200]  所以逼良為娼的人
[00:12:17.200 --> 00:12:22.200]  其實大部份他們不是被迫的
[00:12:22.200 --> 00:12:24.200]  只是小部份
[00:12:24.200 --> 00:12:32.200]  人的墮落很多時候都是自己主動甚至很開心地去墮落
[00:12:32.200 --> 00:12:35.200]  或者有些弟兄姊妹會這樣說
[00:12:35.200 --> 00:12:38.200]  牧師你不要信口開河
[00:12:38.200 --> 00:12:43.200]  你夠膽說那些人至今墮落大部份不是被迫的嗎?
[00:12:43.200 --> 00:12:46.200]  而是人至今墮落的嗎?
[00:12:46.200 --> 00:12:48.200]  我說這句話
[00:12:48.200 --> 00:12:50.200]  在這裏因為不是法庭
[00:12:50.200 --> 00:12:56.200]  我不需要給你甚麼數據去支持你這個回應
[00:12:56.200 --> 00:12:58.200]  不過因為我作為一個牧者
[00:12:58.200 --> 00:13:02.200]  在聖經裏面已經提供了這個答案
[00:13:02.200 --> 00:13:06.200]  當我們去看回羅馬書第三章23節
[00:13:06.200 --> 00:13:09.200]  Romans chapter 3 verse 23
[00:13:09.200 --> 00:13:12.200]  那裏其實已經很清楚告訴我們知道
[00:13:12.200 --> 00:13:17.200]  因為世人都犯了罪 規決了神的榮耀
[00:13:17.200 --> 00:13:23.200]  上帝藉著祂的啟示已經告訴我們這個世界的事實
[00:13:23.200 --> 00:13:27.200]  人墮落不是出自於被迫的
[00:13:27.200 --> 00:13:34.200]  很多時候是人主動自己去墮落這些陷阱裏面
[00:13:34.200 --> 00:13:44.200]  而且墮落的時候是他們甘願 而且很開心 很悅意地去跌入這些陷阱裏面
[00:13:44.200 --> 00:13:46.200]  為甚麼會有這樣的情況呢?
[00:13:46.200 --> 00:13:50.200]  為甚麼人會這麼容易跌入這些陷阱裏面呢?
[00:13:50.200 --> 00:13:53.200]  今天這句聖經就是一個很好的介紹
[00:13:53.200 --> 00:13:57.200]  其實讓我們看見這段經文裏面
[00:13:57.200 --> 00:13:59.200]  保羅說到那些人
[00:13:59.200 --> 00:14:02.200]  其實是指在加拉太教會裏面
[00:14:02.200 --> 00:14:09.200]  那些假師父 假弟兄 假教師 甚至假教會領袖
[00:14:09.200 --> 00:14:13.200]  他們原來用了一些手段
[00:14:13.200 --> 00:14:17.200]  使得你很樂意地跟隨他們被他們所牽引
[00:14:17.200 --> 00:14:21.200]  甚至被他們扯入墮落的深淵裏面
[00:14:21.200 --> 00:14:22.200]  怎樣做呢?
[00:14:22.200 --> 00:14:25.200]  從這段聖經裏面就讓我們知道
[00:14:25.200 --> 00:14:33.200]  原來這班人表現出一種熱心來接待你們
[00:14:33.200 --> 00:14:35.200]  所以弟兄姊妹
[00:14:35.200 --> 00:14:43.200]  這是他們第一步如何引你們跌入這個陷阱當中
[00:14:43.200 --> 00:14:45.200]  因為在加拉太教會裏面
[00:14:45.200 --> 00:14:49.200]  你們其實都是一群熱心愛主的信徒
[00:14:49.200 --> 00:14:55.200]  他們就利用你們熱心愛主的基礎
[00:14:55.200 --> 00:14:58.200]  去引誘你們跌入他們的圈套裏面
[00:14:58.200 --> 00:15:00.200]  怎樣引誘你們進去呢?
[00:15:00.200 --> 00:15:02.200]  第一部分
[00:15:02.200 --> 00:15:08.200]  他就將他們自己表現出是一個熱心的一群
[00:15:08.200 --> 00:15:10.200]  簡單來說
[00:15:10.200 --> 00:15:13.200]  其實當你看見你也是信徒
[00:15:13.200 --> 00:15:15.200]  我也是信徒
[00:15:15.200 --> 00:15:17.200]  我很熱心愛主
[00:15:17.200 --> 00:15:20.200]  你又表現出這麼熱心愛主的時候
[00:15:20.200 --> 00:15:25.200]  很容易你對他的防備心就會降低
[00:15:25.200 --> 00:15:28.200]  甚至會認為他是同理一夥
[00:15:28.200 --> 00:15:29.200]  所以弟兄姊妹
[00:15:29.200 --> 00:15:33.200]  不要以為一個人只是告訴你是基督徒
[00:15:33.200 --> 00:15:36.200]  你就立刻將一個基督徒應有的面貌套進去
[00:15:36.200 --> 00:15:38.200]  他就應該是這樣
[00:15:38.200 --> 00:15:40.200]  簡單來說
[00:15:40.200 --> 00:15:43.200]  很多人稱自己為基督徒
[00:15:43.200 --> 00:15:48.200]  其實有各式各樣變質的類別的基督徒
[00:15:48.200 --> 00:15:50.200]  其實不斷在發生
[00:15:50.200 --> 00:15:53.200]  而且是存留在我們身邊的
[00:15:53.200 --> 00:15:55.200]  我們不要輕言地說
[00:15:55.200 --> 00:15:57.200]  因為你是基督徒
[00:15:57.200 --> 00:16:00.200]  甚至你表現出很熱心地侍奉
[00:16:00.200 --> 00:16:02.200]  接待我們
[00:16:02.200 --> 00:16:07.200]  我們就認為你一定是一個很好的基督徒
[00:16:07.200 --> 00:16:12.200]  對你甚至放下一些辯別、鑑別
[00:16:12.200 --> 00:16:18.200]  或者認識你是一個是否這樣的基督徒
[00:16:18.200 --> 00:16:21.200]  否則我們很容易掉進他們的陷阱裏面
[00:16:21.200 --> 00:16:23.200]  說到熱心
[00:16:23.200 --> 00:16:26.200]  熱心這個字眼究竟是什麼意思呢?
[00:16:26.200 --> 00:16:29.200]  其實熱心這個字在希臘文裏面
[00:16:29.200 --> 00:16:33.200]  原本的字眼就是Selo
[00:16:33.200 --> 00:16:38.200]  Selo這個字本身是一個很中性的字眼
[00:16:38.200 --> 00:16:43.200]  但是重點就是這個字背後的動機
[00:16:43.200 --> 00:16:45.200]  簡單來說
[00:16:45.200 --> 00:16:50.200]  你的熱心是為了什麼而推動你去熱心呢?
[00:16:50.200 --> 00:16:53.200]  這是一個很重要的因素
[00:16:53.200 --> 00:16:59.200]  因為Selo這個字眼其實可以有正面和負面的意思
[00:16:59.200 --> 00:17:04.200]  正面的意思就是說一個人對一些事情很有投入感
[00:17:04.200 --> 00:17:10.200]  對那件事不斷有尋索、追求、認識、了解
[00:17:10.200 --> 00:17:14.200]  譬如在哥倫多前書第十二章第三十一節裏
[00:17:14.200 --> 00:17:18.200]  就說到我們熱心地追求、侍奉著
[00:17:18.200 --> 00:17:20.200]  是正面的介紹
[00:17:20.200 --> 00:17:25.200]  但是其實Selo這個字眼同樣可以有負面的意思
[00:17:25.200 --> 00:17:30.200]  負面的意思就是解釋到原來心裏有一種叫做嫉妒
[00:17:30.200 --> 00:17:32.200]  有一種妒忌
[00:17:32.200 --> 00:17:34.200]  英文叫做Jealousy
[00:17:34.200 --> 00:17:36.200]  有Envy
[00:17:36.200 --> 00:17:38.200]  在他的背後
[00:17:38.200 --> 00:17:41.200]  這些經文其實也在聖經裏面
[00:17:41.200 --> 00:17:44.200]  這個字眼在聖經裏面也經常使用
[00:17:44.200 --> 00:17:47.200]  譬如在《使徒函傳》第七章第九節
[00:17:47.200 --> 00:17:49.200]  十七章第五節
[00:17:49.200 --> 00:17:53.200]  大家在先前我講《使徒函傳》的事情應該很熟悉
[00:17:53.200 --> 00:17:59.200]  有些教會的領袖甚至是一些做商業的領袖
[00:17:59.200 --> 00:18:03.200]  見到保羅來到傳道的時候產生嫉妒
[00:18:03.200 --> 00:18:06.200]  有些教會領袖或者宗教領袖
[00:18:06.200 --> 00:18:09.200]  猶太人宗教領袖去嫉妒
[00:18:09.200 --> 00:18:13.200]  甚至基督徒之間產生一些嫉妒的時候
[00:18:13.200 --> 00:18:15.200]  都是用到這個字眼Selo
[00:18:15.200 --> 00:18:21.200]  所以Selo熱心有正面有負面
[00:18:21.200 --> 00:18:27.200]  問題就是什麼帶導著這個熱心
[00:18:27.200 --> 00:18:30.200]  很多時候不少的基督徒
[00:18:30.200 --> 00:18:33.200]  見到有其他的基督徒很熱心的時候
[00:18:33.200 --> 00:18:38.200]  他就誤以為大家都是自己人
[00:18:38.200 --> 00:18:39.200]  一同熱心
[00:18:39.200 --> 00:18:42.200]  一起以為大家的相信都是一樣
[00:18:42.200 --> 00:18:50.200]  但原來因此他們就降低了我們對他們的防範之心
[00:18:50.200 --> 00:18:51.200]  第二個步驟
[00:18:51.200 --> 00:18:53.200]  從這段聖經裏面
[00:18:53.200 --> 00:18:58.200]  他不單止表現出熱心對待基督教會的信徒
[00:18:58.200 --> 00:18:59.200]  保羅在這裏說
[00:18:59.200 --> 00:19:05.200]  他帶著一個不好的意思或者一個動機在背後
[00:19:05.200 --> 00:19:06.200]  怎樣?
[00:19:06.200 --> 00:19:07.200]  之後他會再說
[00:19:07.200 --> 00:19:10.200]  但其實原來的目的是怎樣?
[00:19:10.200 --> 00:19:12.200]  要離間你們
[00:19:12.200 --> 00:19:14.200]  怎樣離間你們呢?
[00:19:14.200 --> 00:19:18.200]  其實中文和合本就說要離間你們
[00:19:18.200 --> 00:19:22.200]  但在原文聖經裏面是第二部分
[00:19:22.200 --> 00:19:24.200]  他們就採用了一種手段
[00:19:24.200 --> 00:19:25.200]  我簡單的來形容
[00:19:25.200 --> 00:19:31.200]  就是一種叫做欲拒還迎的一種手段
[00:19:31.200 --> 00:19:34.200]  Confusing you by rejection
[00:19:34.200 --> 00:19:36.200]  意思就是說
[00:19:36.200 --> 00:19:38.200]  他雖然好像很熱心對待你
[00:19:38.200 --> 00:19:40.200]  但他到某個程度的時候
[00:19:40.200 --> 00:19:43.200]  他就用一種拒絕
[00:19:43.200 --> 00:19:45.200]  不侵你玩
[00:19:45.200 --> 00:19:51.200]  我和你有分別的做法
[00:19:51.200 --> 00:19:53.200]  到了某個程度
[00:19:53.200 --> 00:19:55.200]  你就會被他吸引
[00:19:55.200 --> 00:19:57.200]  更加想去黏著他
[00:19:57.200 --> 00:19:58.200]  跟隨著他
[00:19:58.200 --> 00:20:00.200]  不想落單
[00:20:00.200 --> 00:20:02.200]  在當中惹怒自己
[00:20:02.200 --> 00:20:03.200]  其實這種手段
[00:20:03.200 --> 00:20:05.200]  在今時今日的裏面
[00:20:05.200 --> 00:20:09.200]  無論在不信的世界裏面
[00:20:09.200 --> 00:20:11.200]  甚至在教會圈裏面
[00:20:11.200 --> 00:20:13.200]  其實都很經常使用
[00:20:13.200 --> 00:20:16.200]  譬如我們看看一些新聞
[00:20:16.200 --> 00:20:18.200]  一些很重要的新聞
[00:20:18.200 --> 00:20:20.200]  如果有些傳媒
[00:20:20.200 --> 00:20:23.200]  他根本所支持的人
[00:20:23.200 --> 00:20:27.200]  如果對這些新聞是對他有害的
[00:20:27.200 --> 00:20:28.200]  有損害的
[00:20:28.200 --> 00:20:31.200]  他們甚至將他不要報告
[00:20:31.200 --> 00:20:33.200]  所以有些電視
[00:20:33.200 --> 00:20:35.200]  有些報紙
[00:20:35.200 --> 00:20:37.200]  左派、右派
[00:20:37.200 --> 00:20:38.200]  他支持左派
[00:20:38.200 --> 00:20:39.200]  支持右派
[00:20:39.200 --> 00:20:41.200]  左派就不報右派
[00:20:41.200 --> 00:20:43.200]  右派不報左派
[00:20:43.200 --> 00:20:47.200]  只要那些初對他自己支持的人
[00:20:47.200 --> 00:20:48.200]  是有傷害的
[00:20:48.200 --> 00:20:49.200]  他就禁
[00:20:49.200 --> 00:20:51.200]  奇怪在這件事
[00:20:51.200 --> 00:20:54.200]  當你越禁一件事
[00:20:54.200 --> 00:20:56.200]  不讓人知道的時候
[00:20:56.200 --> 00:20:59.200]  其他人就越想去知道
[00:20:59.200 --> 00:21:01.200]  於是造成怎樣
[00:21:01.200 --> 00:21:02.200]  你越壓制
[00:21:02.200 --> 00:21:05.200]  就越多人去尋找
[00:21:05.200 --> 00:21:07.200]  越多人去想找那個消息
[00:21:07.200 --> 00:21:09.200]  其實這個現象
[00:21:09.200 --> 00:21:13.200]  不單止是在新聞界或者傳媒界
[00:21:13.200 --> 00:21:15.200]  我們看看小朋友玩
[00:21:15.200 --> 00:21:17.200]  一班小朋友
[00:21:17.200 --> 00:21:18.200]  他們走在一起
[00:21:18.200 --> 00:21:20.200]  大家小朋友很開心
[00:21:20.200 --> 00:21:22.200]  一起玩
[00:21:22.200 --> 00:21:23.200]  但是
[00:21:23.200 --> 00:21:26.200]  有時造成一個局面就是
[00:21:26.200 --> 00:21:27.200]  一大群人當中
[00:21:27.200 --> 00:21:30.200]  去排擠其中一兩個
[00:21:30.200 --> 00:21:33.200]  我不理你兩個玩
[00:21:33.200 --> 00:21:36.200]  奇怪就奇怪在這件事
[00:21:36.200 --> 00:21:40.200]  當一大群人排擠這兩個人的時候
[00:21:40.200 --> 00:21:42.200]  這兩個人不會因此
[00:21:42.200 --> 00:21:44.200]  你不理我玩我就不玩
[00:21:44.200 --> 00:21:45.200]  不會
[00:21:45.200 --> 00:21:47.200]  因為他們同樣有一種
