
[00:00:00.000 --> 00:00:07.000]  幾年前有人寫過一本書叫做《天水為十二師奶的故事》
[00:04:24.000 --> 00:04:28.000]  我聽到很傷心 因為我很疼愛我爸爸
[00:04:28.000 --> 00:04:33.000]  我就問他 為什麼你要離開我們
[00:04:33.000 --> 00:04:37.000]  他就說 乖女兒 我和你媽合不來
[00:04:37.000 --> 00:04:42.000]  我真的要走了 還有不到一個小時飛機就要飛了
[00:04:42.000 --> 00:04:45.000]  我真的現在要走了
[00:04:45.000 --> 00:04:51.000]  我就問 但是爸爸 你為什麼要走這麼遠不留在華盛頓
[00:04:51.000 --> 00:04:56.000]  你可以視上來看我 不用住得這麼遠
[00:04:56.000 --> 00:05:01.000]  乖女兒 你不會明白的
[00:05:01.000 --> 00:05:05.000]  我和我女朋友要搬到新澤西州
[00:05:05.000 --> 00:05:09.000]  但是你會不會來見我的
[00:05:09.000 --> 00:05:14.000]  傻女兒 當然會 你是我心肝
[00:05:14.000 --> 00:05:17.000]  你可不可以每個星期來見我
[00:05:17.000 --> 00:05:19.000]  那我要和你媽商量
[00:05:19.000 --> 00:05:22.000]  或者暑假的時候你可以來我家住
[00:05:22.000 --> 00:05:24.000]  我帶你去公園
[00:05:24.000 --> 00:05:27.000]  說要等到暑假這麼長
[00:05:27.000 --> 00:05:29.000]  傻女兒 很快就到暑假了
[00:05:29.000 --> 00:05:31.000]  我真的要走了
[00:05:31.000 --> 00:05:34.000]  不到50分鐘飛機就要飛了
[00:05:34.000 --> 00:05:37.000]  爸爸 我真的捨不得你
[00:05:37.000 --> 00:05:39.000]  捨不得你離開我
[00:05:39.000 --> 00:05:44.000]  傻女兒 我何嘗捨得呢
[00:05:44.000 --> 00:05:49.000]  你要聽聽話 快點進房
[00:05:49.000 --> 00:05:51.000]  不要哭 知道嗎
[00:05:51.000 --> 00:05:55.000]  我會打電話給你的
[00:05:55.000 --> 00:05:58.000]  我一到達我就打電話給你
[00:05:58.000 --> 00:06:02.000]  你快點進房 爸爸要走了
[00:06:02.000 --> 00:06:05.000]  這次是我最後見爸爸的一面
[00:06:05.000 --> 00:06:10.000]  也是我最後聽到他的聲音
[00:06:10.000 --> 00:06:14.000]  自此之後 我一直沒有見過他
[00:06:14.000 --> 00:06:17.000]  也沒有聽過他的聲音
[00:06:17.000 --> 00:06:21.000]  甚至現在在哪裡 我都不知道
[00:06:21.000 --> 00:06:26.000]  這件事已經發生在六年前的事
[00:06:26.000 --> 00:06:29.000]  這不是一個特別個別的事
[00:06:29.000 --> 00:06:33.000]  是今天成千上萬的人不住的上演
[00:06:33.000 --> 00:06:41.000]  令人感到非常悲劇 令人心碎 令人憤怒
[00:06:41.000 --> 00:06:46.000]  事實上一個不負責任的男人或父親
[00:06:46.000 --> 00:06:51.000]  不單止是害死自己 更加是害死自己的子女
[00:06:51.000 --> 00:06:56.000]  同樣一個不負責任的媽媽也是一樣
[00:06:56.000 --> 00:07:00.000]  根據三藩市大學的教授Julie Lewis
[00:07:00.000 --> 00:07:05.000]  她用25年的功夫做了一個很長時間的研究
[00:07:05.000 --> 00:07:10.000]  她取得了60個單親的家庭
[00:07:10.000 --> 00:07:14.000]  由她兩歲至六歲之間 父母離婚
[00:07:14.000 --> 00:07:18.000]  一直追蹤這60個家庭的子女
[00:07:18.000 --> 00:07:21.000]  用25年的功夫來看看
[00:07:21.000 --> 00:07:27.000]  這60個家庭的子女究竟變成怎樣
[00:07:27.000 --> 00:07:29.000]  以下是這些數據
[00:07:29.000 --> 00:07:38.000]  50%是吸毒或是魚酒
[00:07:38.000 --> 00:07:47.000]  有60個家庭 即是沒有了父親的家庭
[00:07:47.000 --> 00:07:54.000]  80%的父親不供養子女讀大學
[00:07:54.000 --> 00:08:00.000]  50%的子女還沒有中學畢業就被踢出校
[00:08:00.000 --> 00:08:08.000]  這些60個家庭的子女犯罪比率比雙親家庭超出6倍
[00:08:08.000 --> 00:08:14.000]  超過75%的子女的婚姻是有問題的
[00:08:14.000 --> 00:08:17.000]  是離婚收場的
[00:08:17.000 --> 00:08:24.000]  如果有人問離婚或是單親
[00:08:24.000 --> 00:08:27.000]  一樣可以養出很好的子女
[00:08:27.000 --> 00:08:30.000]  或是偶爾會是
[00:08:30.000 --> 00:08:33.000]  但這些數目告訴你
[00:08:33.000 --> 00:08:36.000]  是一件很可怕的事
[00:08:36.000 --> 00:08:41.000]  事實上我想我們要明白一下
[00:08:41.000 --> 00:08:46.000]  有時我自己都會問一個問題
[00:08:46.000 --> 00:08:51.000]  為何人是這麼奇怪的動物
[00:08:51.000 --> 00:08:58.000]  你比較其他動物是比人好很多
[00:08:58.000 --> 00:09:04.000]  養一個子女最低限度20多年才可以獨立
[00:09:04.000 --> 00:09:07.000]  有些人40歲都還未獨立
[00:09:07.000 --> 00:09:13.000]  那個羚羊2小時就可以獨立
[00:09:13.000 --> 00:09:16.000]  我家是養豬的
[00:09:16.000 --> 00:09:21.000]  生了小豬不到一兩個星期就可以獨立
[00:09:21.000 --> 00:09:23.000]  是人這麼蠢
[00:09:23.000 --> 00:09:27.000]  20多年都獨立不了
[00:09:27.000 --> 00:09:30.000]  但我想了想不是蠢
[00:09:30.000 --> 00:09:35.000]  上帝有一個很重要的計劃在裏面
[00:09:35.000 --> 00:09:42.000]  因為上帝要知道人是需要很多時間去培植這個關係
[00:09:42.000 --> 00:09:47.000]  所以我們的子女要20多歲才獨立
[00:09:47.000 --> 00:09:52.000]  因為他要培植在家庭裏面淪除的關係
[00:09:52.000 --> 00:09:56.000]  因為我們是關係的動物
[00:09:56.000 --> 00:09:59.000]  關係一破裂的時候
[00:09:59.000 --> 00:10:02.000]  是很多很多的問題
[00:10:02.000 --> 00:10:07.000]  王尚義是幾十年前台灣一個很出名的作家
[00:10:07.000 --> 00:10:10.000]  他本身是一個醫生
[00:10:10.000 --> 00:10:13.000]  但他的醫術就不是很出名
[00:10:13.000 --> 00:10:16.000]  但他寫的書就很出名
[00:10:16.000 --> 00:10:19.000]  野鴿子的黃昏
[00:10:19.000 --> 00:10:22.000]  這些是一個很出名的散文
[00:10:22.000 --> 00:10:25.000]  可惜他27歲就離開世界
[00:10:25.000 --> 00:10:28.000]  王尚義用了三個詞去形容現代人
[00:10:28.000 --> 00:10:32.000]  但我將這三個詞去形容現代的男人
[00:10:32.000 --> 00:10:36.000]  我想是雖不中亦不願意
[00:10:36.000 --> 00:10:39.000]  男人是陌生人
[00:10:39.000 --> 00:10:42.000]  男人你的名字是陌生人
[00:10:42.000 --> 00:10:46.000]  男人你的名字是機械人
[00:10:46.000 --> 00:10:48.000]  沒有feeling
[00:10:48.000 --> 00:10:52.000]  男人你的名字是
[00:10:52.000 --> 00:10:55.000]  是甚麼人?
[00:10:55.000 --> 00:10:57.000]  殘暴的人
[00:10:57.000 --> 00:10:59.000]  原始人
[00:10:59.000 --> 00:11:01.000]  或者我們再看一看
[00:11:01.000 --> 00:11:03.000]  在《創世紀》第三章第四章
[00:11:03.000 --> 00:11:08.000]  是將男人這個故事描繪得非常精彩
[00:11:08.000 --> 00:11:10.000]  在《創世紀》第三章
[00:11:10.000 --> 00:11:13.000]  上帝第一個問題就是男人你在哪裡?
[00:11:13.000 --> 00:11:15.000]  男人很喜歡玩一個遊戲
[00:11:15.000 --> 00:11:18.000]  這個遊戲叫做Hide and Seek
[00:11:18.000 --> 00:11:20.000]  喜歡躲起來
[00:11:20.000 --> 00:11:22.000]  《創世紀》第三章就告訴你
[00:11:22.000 --> 00:11:24.000]  當亞當犯了罪的時候
[00:11:24.000 --> 00:11:26.000]  他聽到上帝的聲音
[00:11:26.000 --> 00:11:29.000]  就躲在園裏的樹林
[00:11:29.000 --> 00:11:31.000]  躲避耶和華的面
[00:11:31.000 --> 00:11:33.000]  耶和華神就呼喚男人對他說
[00:11:33.000 --> 00:11:35.000]  你在哪裡?
[00:11:35.000 --> 00:11:36.000]  第十節就告訴你
[00:11:36.000 --> 00:11:38.000]  男人回答說
[00:11:38.000 --> 00:11:40.000]  我在園中聽見你的聲音
[00:11:40.000 --> 00:11:41.000]  我就害怕
[00:11:41.000 --> 00:11:43.000]  因為我赤身露體
[00:11:43.000 --> 00:11:46.000]  我便藏起來了
[00:11:46.000 --> 00:11:49.000]  男人第一件事他做的就是甚麼呢?
[00:11:49.000 --> 00:11:52.000]  犯了罪的就躲起來
[00:11:52.000 --> 00:11:54.000]  聽到上帝的聲音的時候
[00:11:54.000 --> 00:11:56.000]  他就躲起來走了
[00:11:56.000 --> 00:11:59.000]  很奇怪的
[00:11:59.000 --> 00:12:02.000]  犯罪第一件事就不來禮拜堂了
[00:12:02.000 --> 00:12:04.000]  躲起來上帝不想見他
[00:12:04.000 --> 00:12:06.000]  《創世紀》第四章
[00:12:06.000 --> 00:12:08.000]  當那個人殺了他的弟弟
[00:12:08.000 --> 00:12:09.000]  亞當犯罪的時候
[00:12:09.000 --> 00:12:11.000]  耶和華就找了另外一個男人
[00:12:11.000 --> 00:12:13.000]  找他的弟弟
[00:12:13.000 --> 00:12:15.000]  他就問你的兄弟在哪裡?
[00:12:15.000 --> 00:12:17.000]  同一個問題就是問
[00:12:17.000 --> 00:12:19.000]  在哪裡?
[00:12:19.000 --> 00:12:20.000]  他怎麼回答?
[00:12:20.000 --> 00:12:22.000]  我不知道
[00:12:22.000 --> 00:12:26.000]  我豈是看守我弟兄的嗎?
[00:12:26.000 --> 00:12:28.000]  我發覺現在的小朋友
[00:12:28.000 --> 00:12:30.000]  尤其是男生就很喜歡這一句
[00:12:30.000 --> 00:12:31.000]  哎 同路
[00:12:31.000 --> 00:12:33.000]  我不知道就是從這裡出來的
[00:12:33.000 --> 00:12:38.000]  有一次我有一個中學生
[00:12:38.000 --> 00:12:41.000]  我還在三藩市有一個中學生
[00:12:41.000 --> 00:12:46.000]  拿一條水喉鐵打架
[00:12:46.000 --> 00:12:48.000]  結果被警察抓了
[00:12:48.000 --> 00:12:52.000]  就抓了他去坐牢
[00:12:52.000 --> 00:12:54.000]  我去探望他
[00:12:54.000 --> 00:12:58.000]  我說你為甚麼會做這麼蠢的事?
[00:12:58.000 --> 00:13:00.000]  你明知這樣就不做?
[00:13:00.000 --> 00:13:01.000]  他回答說
[00:13:01.000 --> 00:13:03.000]  I don't know
[00:13:03.000 --> 00:13:05.000]  我不知道
[00:13:05.000 --> 00:13:08.000]  我豈是看守我的兄弟?
[00:13:08.000 --> 00:13:10.000]  明明殺了他
[00:13:10.000 --> 00:13:12.000]  竟然敢說我不知道
[00:13:12.000 --> 00:13:14.000]  我豈是看守我的兄弟?
[00:13:14.000 --> 00:13:17.000]  我們可以看到男人的第一個本相
[00:13:17.000 --> 00:13:18.000]  喜歡藏起來
[00:13:18.000 --> 00:13:19.000]  躲藏
[00:13:19.000 --> 00:13:20.000]  不敢面對自己
[00:13:20.000 --> 00:13:22.000]  不敢面對真相
[00:13:22.000 --> 00:13:24.000]  不敢去面對
[00:13:24.000 --> 00:13:25.000]  而且不但不敢面對
[00:13:25.000 --> 00:13:26.000]  還大話連天
[00:13:26.000 --> 00:13:28.000]  甚至死定
[00:13:28.000 --> 00:13:30.000]  我豈是看守我的弟兄?
[00:13:30.000 --> 00:13:32.000]  逃避事實
[00:13:32.000 --> 00:13:34.000]  逃避責任
[00:13:34.000 --> 00:13:36.000]  我想我們很多時候都是這樣
[00:13:36.000 --> 00:13:38.000]  我想想我自己
[00:13:38.000 --> 00:13:41.000]  有時候和太太說兩句很不開心
[00:13:41.000 --> 00:13:42.000]  激氣的時候
[00:13:42.000 --> 00:13:43.000]  太太說很生氣?
[00:13:43.000 --> 00:13:44.000]  不是啊
[00:13:44.000 --> 00:13:46.000]  你以為我這麼小器嗎?
[00:13:46.000 --> 00:13:50.000]  但其實自己已經藏起來了
[00:13:50.000 --> 00:13:52.000]  我們發覺很奇怪
[00:13:52.000 --> 00:13:54.000]  我們再看一看
[00:13:54.000 --> 00:13:58.000]  其實我們河上不是像阿當和阿哥一樣
[00:13:58.000 --> 00:14:00.000]  我們面對自己赤身露體
[00:14:00.000 --> 00:14:02.000]  怕別人看穿自己
[00:14:02.000 --> 00:14:04.000]  覺得自己很羞恥
[00:14:04.000 --> 00:14:06.000]  看穿自己的弱點
[00:14:06.000 --> 00:14:08.000]  於是就藏起來了
[00:14:08.000 --> 00:14:09.000]  逃避了
[00:14:09.000 --> 00:14:12.000]  甚至不惜門天過海
[00:14:12.000 --> 00:14:14.000]  去裝模作樣
[00:14:14.000 --> 00:14:16.000]  我看過一篇文章
[00:14:16.000 --> 00:14:19.000]  那篇文章的題目非常有趣
[00:14:19.000 --> 00:14:22.000]  "Please hear what I am not saying"
[00:14:22.000 --> 00:14:25.000]  請留意我沒有說的是什麼
[00:14:25.000 --> 00:14:28.000]  我將它翻譯成中文
[00:14:28.000 --> 00:14:32.000]  留心免受我搵你笨
[00:14:32.000 --> 00:14:35.000]  我的笑容和眼淚都不是真
[00:14:35.000 --> 00:14:38.000]  我戴著面具成千上萬的面具
[00:14:38.000 --> 00:14:40.000]  分分鐘轉體
[00:14:40.000 --> 00:14:43.000]  要我露出本相米濟
[00:14:43.000 --> 00:14:47.000]  犯野是我與生俱來的本性
[00:14:47.000 --> 00:14:51.000]  收藏自己戰無不勝
[00:14:51.000 --> 00:14:53.000]  我的款夠定
[00:14:53.000 --> 00:14:54.000]  我的樣夠酷
[00:14:54.000 --> 00:14:57.000]  我的樣夠威
[00:14:57.000 --> 00:14:58.000]  夠fresh
[00:14:58.000 --> 00:14:59.000]  定是我的名字
[00:14:59.000 --> 00:15:01.000]  酷是我的遊戲
[00:15:01.000 --> 00:15:03.000]  威是我的化妝品
[00:15:03.000 --> 00:15:06.000]  但留心免受我搵你笨
[00:15:06.000 --> 00:15:09.000]  面具包著的我其實是殘花一朵
[00:15:09.000 --> 00:15:11.000]  揭開廬山真面目
[00:15:11.000 --> 00:15:13.000]  有時殊不言熟
[00:15:13.000 --> 00:15:15.000]  有時似舊木
[00:15:15.000 --> 00:15:17.000]  有時極庸碌
[00:15:17.000 --> 00:15:19.000]  有時心狠手毒
[00:15:19.000 --> 00:15:21.000]  有時內心極孤獨
[00:15:21.000 --> 00:15:24.000]  但留心我曉得佈局
[00:15:24.000 --> 00:15:26.000]  我曉得何是笑何是哭
[00:15:26.000 --> 00:15:28.000]  何是生何是熟
[00:15:28.000 --> 00:15:33.000]  其實我非常厭惡這個假局
[00:15:33.000 --> 00:15:35.000]  我很想做回我自己
[00:15:35.000 --> 00:15:37.000]  無論是悲是喜
[00:15:37.000 --> 00:15:38.000]  是生是死
[00:15:38.000 --> 00:15:40.000]  還是我自己
[00:15:40.000 --> 00:15:43.000]  奈何人在江湖身不由己
[00:15:43.000 --> 00:15:45.000]  還是分分鐘去飛
[00:15:45.000 --> 00:15:47.000]  你知道我是誰
[00:15:47.000 --> 00:15:51.000]  我就是你我他
[00:15:51.000 --> 00:15:54.000]  一個懂得去收藏
[00:15:54.000 --> 00:15:56.000]  去逃避
[00:15:56.000 --> 00:15:59.000]  一個人是毫無安全感的
[00:15:59.000 --> 00:16:02.000]  我這個毫無安全感的陌生人
[00:16:02.000 --> 00:16:04.000]  創世紀第四章十二節
[00:16:04.000 --> 00:16:06.000]  當上帝說要罰
[00:16:06.000 --> 00:16:10.000]  這個該人要流離飄蕩在地上的時候
[00:16:10.000 --> 00:16:12.000]  他就說我刑罰太重了
[00:16:12.000 --> 00:16:14.000]  過於我所能當
[00:16:14.000 --> 00:16:17.000]  但你現在趕著我流離飄蕩
[00:16:17.000 --> 00:16:19.000]  以至不能見你的面
[00:16:19.000 --> 00:16:21.000]  我沒有安全感
[00:16:21.000 --> 00:16:23.000]  凡遇見我的就會殺我
[00:16:23.000 --> 00:16:27.000]  他自己衰
[00:16:27.000 --> 00:16:29.000]  就以為人人都是衰
[00:16:29.000 --> 00:16:32.000]  自己殺人就以為人人都會殺人
[00:16:32.000 --> 00:16:35.000]  大家都好像陌生人
[00:16:35.000 --> 00:16:38.000]  流離飄蕩在這個江湖裏面
[00:16:38.000 --> 00:16:39.000]  沒有信任
[00:16:39.000 --> 00:16:40.000]  沒有愛
[00:16:40.000 --> 00:16:42.000]  沒有猜疑
[00:16:42.000 --> 00:16:45.000]  Henry Nauwen一個很出名的天主教神學家
[00:16:45.000 --> 00:16:47.000]  他說了一句話很真
[00:16:47.000 --> 00:16:51.000]  今天是什麼東西將我們拉在一起的
[00:16:51.000 --> 00:16:53.000]  是恐懼
[00:16:53.000 --> 00:16:55.000]  是恐怒
[00:16:55.000 --> 00:16:57.000]  而不是愛
[00:16:57.000 --> 00:17:00.000]  在街頭裏面這麼多人聚集
[00:17:00.000 --> 00:17:03.000]  是什麼聚集他們一起的呢
[00:17:03.000 --> 00:17:05.000]  是恐懼
[00:17:05.000 --> 00:17:07.000]  是恐懼
[00:17:07.000 --> 00:17:09.000]  而不是愛
[00:17:11.000 --> 00:17:15.000]  在這個世界裏面我們都好像陌生人一樣
[00:17:15.000 --> 00:17:17.000]  我們時常說一句
[00:17:17.000 --> 00:17:19.000]  為了要保護我們自己
[00:17:19.000 --> 00:17:22.000]  都是保持距離好些
[00:17:22.000 --> 00:17:24.000]  就算在家裏面
[00:17:24.000 --> 00:17:26.000]  面對太太
[00:17:26.000 --> 00:17:27.000]  面對子女
[00:17:27.000 --> 00:17:29.000]  我們都在裝模作樣
[00:17:29.000 --> 00:17:31.000]  難怪
[00:17:31.000 --> 00:17:35.000]  我和一位離了婚的太太跟我說
[00:17:35.000 --> 00:17:38.000]  我嫁了她幾十年
[00:17:38.000 --> 00:17:42.000]  我到今天都不是很認識她
[00:17:42.000 --> 00:17:46.000]  真的
[00:17:46.000 --> 00:17:50.000]  阿當躲起來
[00:17:50.000 --> 00:17:52.000]  該人也都躲起來
[00:17:52.000 --> 00:17:54.000]  我們都躲起來
[00:17:54.000 --> 00:17:57.000]  你和我都好像陌生人一樣
[00:17:57.000 --> 00:18:01.000]  人和人之間就好像孤島大石
[00:18:01.000 --> 00:18:03.000]  而最不幸的
[00:18:03.000 --> 00:18:05.000]  在教會裏面都是這樣
[00:18:05.000 --> 00:18:09.000]  我們都是孤獨的陌生人
[00:18:09.000 --> 00:18:11.000]  我們再看第二個
[00:18:11.000 --> 00:18:14.000]  男人你都明知是機械人
[00:18:14.000 --> 00:18:17.000]  一個人不能夠永遠做陌生人
[00:18:17.000 --> 00:18:21.000]  一個人永遠不能夠在一個很沒有安全之下
[00:18:21.000 --> 00:18:23.000]  流離飄蕩
[00:18:23.000 --> 00:18:25.000]  我們懂得找出路
[00:18:25.000 --> 00:18:28.000]  在剛才我們讀了一段聖經第十五節
[00:18:28.000 --> 00:18:30.000]  我們就看到了
[00:18:30.000 --> 00:18:33.000]  他說你叫我流離飄蕩在地上
[00:18:33.000 --> 00:18:35.000]  不可以的
[00:18:35.000 --> 00:18:36.000]  上帝說好啊
[00:18:36.000 --> 00:18:37.000]  我就在這裏做一個記號
[00:18:37.000 --> 00:18:40.000]  誰殺你的就租報七倍
[00:18:40.000 --> 00:18:43.000]  你想一想
[00:18:43.000 --> 00:18:45.000]  那個人不是不懂事
[00:18:45.000 --> 00:18:48.000]  他跟上帝說都死了
[00:18:48.000 --> 00:18:50.000]  有什麼用
[00:18:50.000 --> 00:18:53.000]  你都不是保障我
[00:18:53.000 --> 00:18:54.000]  你保障我不死
[00:18:54.000 --> 00:18:56.000]  我死了之後租報七倍
[00:18:56.000 --> 00:18:58.000]  有什麼用
[00:18:58.000 --> 00:19:00.000]  在該人的心目之中
[00:19:00.000 --> 00:19:03.000]  他不是尋求公義
[00:19:03.000 --> 00:19:05.000]  在該人的心目之中
[00:19:05.000 --> 00:19:07.000]  他尋求他自己的安全
[00:19:07.000 --> 00:19:09.000]  他的保障
[00:19:09.000 --> 00:19:11.000]  所以
[00:19:11.000 --> 00:19:13.000]  接著聖經就告訴你
[00:19:13.000 --> 00:19:15.000]  很有趣
[00:19:15.000 --> 00:19:17.000]  中文聖經說
[00:19:17.000 --> 00:19:19.000]  於是他就離開耶和華的面
[00:19:19.000 --> 00:19:21.000]  第十六節
[00:19:21.000 --> 00:19:24.000]  於是他就離開耶和華的面
[00:19:24.000 --> 00:19:27.000]  其實於是的意思不是說
[00:19:27.000 --> 00:19:29.000]  這樣他就離開
[00:19:29.000 --> 00:19:31.000]  意思就是說
[00:19:31.000 --> 00:19:33.000]  你保障我有什麼用
[00:19:33.000 --> 00:19:35.000]  靠你沒用
[00:19:35.000 --> 00:19:37.000]  不如靠我自己
[00:19:37.000 --> 00:19:39.000]  於是他就離開耶和華
[00:19:39.000 --> 00:19:41.000]  向著東面走了
[00:19:41.000 --> 00:19:43.000]  往伊甸園的東面
[00:19:43.000 --> 00:19:45.000]  東面的意思
[00:19:45.000 --> 00:19:47.000]  猶太人東面是什麼意思
[00:19:47.000 --> 00:19:49.000]  分離的意思
[00:19:49.000 --> 00:19:51.000]  他開始離開耶和華的原址
[00:19:51.000 --> 00:19:54.000]  開始離開耶和華的面
[00:19:54.000 --> 00:19:57.000]  他覺得耶和華不可以保障他
[00:19:57.000 --> 00:19:59.000]  耶和華只是講公義
[00:19:59.000 --> 00:20:01.000]  他需要的是一些保障
[00:20:01.000 --> 00:20:03.000]  所以他就離開耶和華的面
[00:20:03.000 --> 00:20:05.000]  去到羅德的地方
[00:20:05.000 --> 00:20:07.000]  很有趣
[00:20:07.000 --> 00:20:09.000]  他離開
[00:20:09.000 --> 00:20:11.000]  去到羅德的地方
[00:20:11.000 --> 00:20:13.000]  第十七節就告訴你
[00:20:13.000 --> 00:20:15.000]  他離開了耶和華的面
[00:20:15.000 --> 00:20:17.000]  去到羅德的地方
[00:20:17.000 --> 00:20:19.000]  就做了兩件大事
[00:20:19.000 --> 00:20:21.000]  第一件事就是生了兒子
[00:20:21.000 --> 00:20:23.000]  第二件事就是建了城
[00:20:23.000 --> 00:20:25.000]  我知道有很多人就會問
[00:20:25.000 --> 00:20:27.000]  他怎麼可以做阿當阿蛙
[00:20:27.000 --> 00:20:29.000]  生了兩個兒子
[00:20:29.000 --> 00:20:31.000]  怎麼會有個媳婦出來
[00:20:31.000 --> 00:20:33.000]  對不起
[00:20:33.000 --> 00:20:35.000]  聖經沒興趣回答這些問題
[00:20:35.000 --> 00:20:37.000]  我也不知道
[00:20:37.000 --> 00:20:39.000]  他沒興趣回答這些問題
[00:20:39.000 --> 00:20:41.000]  也不是很重要
[00:20:41.000 --> 00:20:43.000]  事實上這些故事
[00:20:43.000 --> 00:20:45.000]  往往是一些很重要的symbol
[00:20:45.000 --> 00:20:47.000]  去描繪我們現代人
[00:20:47.000 --> 00:20:49.000]  透過這些故事
[00:20:49.000 --> 00:20:51.000]  去描述給我們聽
[00:20:51.000 --> 00:20:53.000]  現代人是一個什麼樣的人
[00:20:53.000 --> 00:20:55.000]  第一是生了兒子
[00:20:55.000 --> 00:20:57.000]  第二就是建了城
[00:20:57.000 --> 00:20:59.000]  或者我們可以這樣說
[00:20:59.000 --> 00:21:01.000]  用我的說法
[00:21:01.000 --> 00:21:03.000]  他不想做一個陌生人
[00:21:03.000 --> 00:21:05.000]  於是他就做了一個
[00:21:05.000 --> 00:21:07.000]  機械人
[00:21:07.000 --> 00:21:09.000]  為什麼?你們看第十七節就知道
[00:21:09.000 --> 00:21:11.000]  他就改了兒子的名字
[00:21:11.000 --> 00:21:13.000]  叫做爾諾
[00:21:13.000 --> 00:21:15.000]  改了城的名字
[00:21:15.000 --> 00:21:17.000]  叫做爾諾
[00:21:17.000 --> 00:21:19.000]  同一個字
[00:21:19.000 --> 00:21:21.000]  爾諾
[00:21:21.000 --> 00:21:23.000]  很自然我們就會問
[00:21:23.000 --> 00:21:25.000]  什麼叫爾諾?
[00:21:25.000 --> 00:21:27.000]  為什麼要建一個城呢?
[00:21:27.000 --> 00:21:29.000]  那個城的名字叫爾諾
[00:21:29.000 --> 00:21:31.000]  為什麼要生一個兒子
[00:21:31.000 --> 00:21:33.000]  叫兒子的名字叫爾諾呢?
[00:21:33.000 --> 00:21:35.000]  爾諾是什麼意思呢?
[00:21:35.000 --> 00:21:37.000]  希伯來文這個字
[00:21:37.000 --> 00:21:39.000]  爾諾這個字
