
[00:00:00.000 --> 00:00:02.680]  各位北愛爾蘭的弟兄姊妹你們好
[00:02:40.640 --> 00:02:43.280]  每一個牧者或者領袖
[00:02:43.280 --> 00:02:46.840]  他承擔的壓力是非常沉重的
[00:02:46.840 --> 00:02:48.040]  為甚麼呢?
[00:02:48.040 --> 00:02:51.880]  第一他就要好好的來計劃工作
[00:02:51.880 --> 00:02:56.120]  但接著又要來大陸面對一些紛爭的時候
[00:02:56.120 --> 00:02:57.680]  要平息這些紛爭
[00:02:57.680 --> 00:02:59.400]  萎實是不容易的
[00:02:59.400 --> 00:03:03.920]  要拆解一些挑戰是要花時間的
[00:03:03.920 --> 00:03:05.320]  很簡單舉個例
[00:03:05.320 --> 00:03:06.920]  在奧運會裏面
[00:03:06.920 --> 00:03:10.080]  代表香港羽毛球出賽的運動員
[00:03:10.080 --> 00:03:12.640]  竟然被人無理地去指責
[00:03:12.640 --> 00:03:17.520]  說他做甚麼不來大陸穿著有區旗
[00:03:17.520 --> 00:03:20.280]  或者區徽的運動衣
[00:03:20.280 --> 00:03:23.080]  甚至指責他說他穿黑衣服
[00:03:23.080 --> 00:03:24.880]  這個無理的指責
[00:03:24.880 --> 00:03:28.120]  其實一定會帶來這個運動員一個壓力的
[00:03:28.120 --> 00:03:29.520]  他就要去回應
[00:03:29.520 --> 00:03:33.120]  他就說到因為我們沒有贊助商
[00:03:33.120 --> 00:03:37.360]  所以我自己出錢來大陸去做這件球衣
[00:03:37.360 --> 00:03:40.520]  都令我們香港居民來大陸驚訝的
[00:03:40.520 --> 00:03:41.520]  為甚麼?
[00:03:41.520 --> 00:03:43.760]  四十多個運動員而已
[00:03:43.760 --> 00:03:45.560]  香港這麼多的財富
[00:03:45.560 --> 00:03:50.040]  但竟然不會為運動員去做一些球衣呢?
[00:03:50.040 --> 00:03:51.360]  你可以想一下
[00:03:51.360 --> 00:03:55.360]  這個就令到他不能夠專心的來大陸去比賽
[00:03:55.360 --> 00:03:57.920]  所以實彈往往就會來大陸去攻擊
[00:03:57.920 --> 00:04:00.400]  那些忠心於神的領袖
[00:04:00.400 --> 00:04:03.960]  當然壓力可以成為動力的
[00:04:03.960 --> 00:04:07.200]  可以藉著這些使得那個人更加的堅強
[00:04:07.200 --> 00:04:08.680]  更加的警醒
[00:04:08.680 --> 00:04:10.360]  更加的有耐性
[00:04:10.360 --> 00:04:14.720]  使到他的生命發揮更大的光彩
[00:04:14.720 --> 00:04:15.800]  很簡單
[00:04:15.800 --> 00:04:18.120]  我們看第二次世界大戰的時候
[00:04:18.120 --> 00:04:22.040]  英國的首相邱吉爾面對著很大的困難
[00:04:22.040 --> 00:04:26.320]  因為德國和英國只有22公里之遙
[00:04:26.320 --> 00:04:30.160]  他所面對的壓力是沉重的
[00:04:30.160 --> 00:04:31.440]  但他工作不竭
[00:04:31.440 --> 00:04:32.800]  面對這個困境
[00:04:32.800 --> 00:04:36.120]  他更加的鬥志勃勃
[00:04:36.120 --> 00:04:38.400]  鐵良子、戴卓爾夫人
[00:04:38.400 --> 00:04:41.600]  面對波克蘭群島的危機
[00:04:41.600 --> 00:04:45.400]  但是他也將煤礦事業收歸國有
[00:04:45.400 --> 00:04:49.680]  所以那時候英國有很多的暴亂
[00:04:49.680 --> 00:04:52.040]  甚至是反政府
[00:04:52.040 --> 00:04:55.920]  國內國外的攻擊都很大
[00:04:55.920 --> 00:04:57.280]  但你有沒有留意到
[00:04:57.280 --> 00:05:00.000]  鐵良子從來沒有垂頭喪氣
[00:05:00.000 --> 00:05:02.160]  容貌很枯骨
[00:05:02.160 --> 00:05:04.480]  每次都是梳好頭髮
[00:05:04.480 --> 00:05:06.720]  精神亦充滿自信
[00:05:06.720 --> 00:05:08.560]  顯得他朝氣勃勃
[00:05:08.560 --> 00:05:10.800]  所以有鐵良子之稱
[00:05:10.800 --> 00:05:14.600]  所以領袖是很需要有堅強的毅力
[00:05:14.600 --> 00:05:18.280]  面對壓力之下仍然有德性的信心
[00:05:18.280 --> 00:05:20.280]  深信倚靠神
[00:05:20.280 --> 00:05:23.200]  神必定會來帶他去加力量
[00:05:23.200 --> 00:05:24.680]  賜下恩典
[00:05:24.680 --> 00:05:29.840]  這個不單不會使他自己在壓力之下苟延殘喘
[00:05:29.840 --> 00:05:33.800]  而且會發揮更大的效力
[00:05:33.800 --> 00:05:35.320]  突破自己的局限
[00:05:35.320 --> 00:05:37.400]  經歷神更多
[00:05:37.400 --> 00:05:41.000]  所以我們看看尼希米如何去面對
[00:05:41.000 --> 00:05:42.400]  第二方面
[00:05:42.400 --> 00:05:45.080]  就是假意結盟
[00:05:45.080 --> 00:05:48.880]  尼希米的敵人主要是參巴拉
[00:05:48.880 --> 00:05:50.880]  多比亞和雅善
[00:05:50.880 --> 00:05:53.120]  還有就是那些阿拉伯人
[00:05:53.120 --> 00:05:55.600]  阿滿人、阿薩特人
[00:05:55.600 --> 00:05:57.600]  當我們知道尼希米
[00:05:57.600 --> 00:06:00.320]  竟然在極不利的環境之下
[00:06:00.320 --> 00:06:05.200]  都完成了修築破爛的城牆的時候
[00:06:05.200 --> 00:06:06.720]  效果多美好
[00:06:06.720 --> 00:06:08.720]  而且沒有破裂的地方
[00:06:08.720 --> 00:06:12.280]  大家看看尼希米第六章的第一節
[00:06:12.280 --> 00:06:14.280]  這裡就會有記載
[00:06:14.280 --> 00:06:18.240]  「但是現在城門仍然未做好
[00:06:18.240 --> 00:06:21.640]  故此他們要盡快做最後一擊
[00:06:21.640 --> 00:06:24.000]  使他們功虧一簣
[00:06:24.000 --> 00:06:27.200]  他們表面釋出了善意
[00:06:27.200 --> 00:06:29.200]  要與尼希米見面
[00:06:29.200 --> 00:06:33.000]  與他來帶去協商一些事情
[00:06:33.000 --> 00:06:37.320]  這時候就邀請尼希米與他們見面了」
[00:06:37.320 --> 00:06:40.120]  大家看看第六章的第二節
[00:06:40.120 --> 00:06:41.320]  他說到
[00:06:41.320 --> 00:06:45.720]  「參巴拉和基善就打發人來見我說
[00:06:45.720 --> 00:06:47.080]  請你來
[00:06:47.080 --> 00:06:52.040]  我們在阿拿平原的一個村莊相會
[00:06:52.040 --> 00:06:55.480]  他們想邂逅」
[00:06:55.480 --> 00:07:02.120]  你留意到尼希米接受了他們的邀請信
[00:07:02.120 --> 00:07:03.680]  但他分析到
[00:07:03.680 --> 00:07:05.880]  這個原來不是出於善意
[00:07:05.880 --> 00:07:08.280]  是有陰謀在當中的
[00:07:08.280 --> 00:07:12.440]  阿拿平原是在阿薩達和撒瑪利亞之間
[00:07:12.440 --> 00:07:14.840]  一個中間的領域
[00:07:14.840 --> 00:07:17.080]  是靠近參巴拉
[00:07:17.080 --> 00:07:18.680]  就是敵人的家鄉
[00:07:18.680 --> 00:07:20.680]  在猶大省之外
[00:07:20.680 --> 00:07:24.240]  由於是波斯那時候管理著他們
[00:07:24.240 --> 00:07:28.680]  所以這個地方對尼希米非常不利
[00:07:28.680 --> 00:07:33.080]  有時候我們做運動也有叫做主場之利
[00:07:33.080 --> 00:07:35.480]  如果離開了自己的主場
[00:07:35.480 --> 00:07:37.840]  你進入敵人的地方
[00:07:37.840 --> 00:07:39.720]  還是孤身一人的時候
[00:07:39.720 --> 00:07:41.720]  就很危險了
[00:07:41.720 --> 00:07:44.280]  尼希米看穿了他們的詭計
[00:07:44.280 --> 00:07:45.600]  表面上是
[00:07:45.600 --> 00:07:47.920]  不如我們坐下來聊聊天
[00:07:47.920 --> 00:07:49.720]  商談一下
[00:07:49.720 --> 00:07:51.480]  其實是想陷害他
[00:07:51.480 --> 00:07:54.280]  這個背後有很多很多的陰謀
[00:07:54.280 --> 00:07:56.800]  或者可能會扣留他
[00:07:56.800 --> 00:07:58.200]  不讓他回去
[00:07:58.200 --> 00:07:59.880]  那就沒有了一個領袖
[00:07:59.880 --> 00:08:02.600]  可能會傷害他甚至殺害他
[00:08:02.600 --> 00:08:04.600]  縱使不是這樣
[00:08:04.600 --> 00:08:07.200]  可能他們聊完天之後
[00:08:07.200 --> 00:08:10.840]  於是就散播出一些謠言
[00:08:10.840 --> 00:08:12.840]  就說我們已經達成協議了
[00:08:12.840 --> 00:08:14.360]  他為了某些好處
[00:08:14.360 --> 00:08:15.760]  現在他不再做了
[00:08:15.760 --> 00:08:18.480]  他會出賣他的同胞
[00:08:18.480 --> 00:08:19.880]  所以你有沒有留意到
[00:08:19.880 --> 00:08:22.480]  一些人去了外國訪問的時候
[00:08:22.480 --> 00:08:25.800]  回來就被人家批評說他出賣自己的國家
[00:08:25.800 --> 00:08:29.000]  但其實他們去外國談些什麼我們不是很清楚的
[00:08:29.000 --> 00:08:31.760]  甚至大家記不記得《金庸小說》裏面
[00:08:31.760 --> 00:08:33.760]  有倚天屠龍記
[00:08:33.760 --> 00:08:36.120]  有一幕是他開頭的時候
[00:08:36.120 --> 00:08:40.640]  因素素就被打到重傷臨死的時候
[00:08:40.640 --> 00:08:42.880]  他就叫少林的方丈來
[00:08:42.880 --> 00:08:45.040]  你來我講些東西給你聽
[00:08:45.040 --> 00:08:47.040]  這個方丈就走過去
[00:08:47.040 --> 00:08:49.040]  他就在耳邊
[00:08:49.040 --> 00:08:51.040]  講了一段時間就死了
[00:08:51.040 --> 00:08:53.920]  但是臨死前他就說
[00:08:53.920 --> 00:08:55.920]  你已經知道秘密了
[00:08:55.920 --> 00:08:57.480]  他就死了
[00:08:57.480 --> 00:09:01.040]  但其實他完全沒有跟方丈講過任何東西
[00:09:01.040 --> 00:09:04.440]  結果這個方丈就承受很大的壓力
[00:09:04.440 --> 00:09:06.440]  因為每個人都親眼看到
[00:09:06.440 --> 00:09:08.440]  咦 因素素跟他說了
[00:09:08.440 --> 00:09:12.000]  倚天屠龍記是不是會在那裏呢?
[00:09:12.000 --> 00:09:15.360]  這個時候他就有很多壓力
[00:09:15.360 --> 00:09:19.480]  所以黎希敏分析到
[00:09:19.480 --> 00:09:22.600]  如果去見他們的時候
[00:09:22.600 --> 00:09:24.600]  就會中了他們的詭計
[00:09:24.600 --> 00:09:28.960]  可能被他們傷害、殺害、扣留
[00:09:28.960 --> 00:09:30.960]  散播一些謠言
[00:09:30.960 --> 00:09:32.960]  縱使這些沒有
[00:09:32.960 --> 00:09:35.640]  但都阻礙了他的工作
[00:09:35.640 --> 00:09:37.960]  所以黎希敏很清楚回應
[00:09:37.960 --> 00:09:41.800]  大家看看黎希敏的第六章的第三節
[00:09:41.800 --> 00:09:42.800]  他說到
[00:09:42.800 --> 00:09:45.480]  「於是我差遣人去見他們說
[00:09:45.480 --> 00:09:49.320]  我現在辦理大功不能下去
[00:09:49.320 --> 00:09:54.440]  已能停工下去見你們呢?」
[00:09:54.440 --> 00:09:57.680]  他很聰明、很有智慧
[00:09:57.680 --> 00:10:01.400]  他沒有直接斷言拒絕他們的邀請
[00:10:01.400 --> 00:10:02.920]  我不會理你們
[00:10:02.920 --> 00:10:06.200]  你們這些奸計我已經釐清了
[00:10:06.200 --> 00:10:07.720]  不是
[00:10:07.720 --> 00:10:13.480]  他也沒有用說話去挑動他們之間的衝突
[00:10:13.480 --> 00:10:16.400]  但用合情合理的原因
[00:10:16.400 --> 00:10:19.480]  我現在做著一些很重要的工作
[00:10:19.480 --> 00:10:22.800]  所以我絕對不能夠走開
[00:10:22.800 --> 00:10:25.080]  我不能夠來來當眾
[00:10:25.080 --> 00:10:26.360]  這個時候
[00:10:26.360 --> 00:10:30.720]  敵人並不能夠因為一次的拒絕而罷休
[00:10:30.720 --> 00:10:34.480]  他們就會再想第二種方法
[00:10:34.480 --> 00:10:36.280]  第六章第四節
[00:10:36.280 --> 00:10:37.480]  大家看看
[00:10:37.480 --> 00:10:40.880]  原來他們四次發出邀請
[00:10:40.880 --> 00:10:46.760]  但是同樣的 尼西米四次的拒絕
[00:10:46.760 --> 00:10:50.920]  這個是不是尼西米好像不近人情呢?
[00:10:50.920 --> 00:10:54.960]  還是他怕死不敢去呢?
[00:10:54.960 --> 00:10:56.640]  不是
[00:10:56.640 --> 00:11:03.000]  如果大家的目標是完全的截然不同
[00:11:03.000 --> 00:11:08.240]  根本就不應該考慮怎樣來攜手合作
[00:11:08.240 --> 00:11:11.000]  我們有時候會解錯聖經
[00:11:11.000 --> 00:11:13.240]  《信與不信不能同父恩厄》
[00:11:13.240 --> 00:11:15.840]  保羅在《哥林多》的書中說
[00:11:15.840 --> 00:11:20.960]  我們往往會說戀愛的就不要和未信的人談戀愛
[00:11:20.960 --> 00:11:23.440]  當然這個可以引用下去
[00:11:23.440 --> 00:11:26.440]  但是你看看上下文是怎麼說的
[00:11:26.440 --> 00:11:32.760]  根本神的事公和魔鬼是完全不能夠有妥協的機會
[00:11:32.760 --> 00:11:34.160]  最簡單舉個例子
[00:11:34.160 --> 00:11:36.160]  教會舉辦報道會
[00:11:36.160 --> 00:11:42.240]  你不會和佛教團體或者是回教團體一起去辦報道會的
[00:11:42.240 --> 00:11:45.320]  這些事情是不會彼此有合作的
[00:11:45.320 --> 00:11:48.840]  所以尼西米絕對不是懼怕危險
[00:11:48.840 --> 00:11:51.320]  他是以神的工作為重
[00:11:51.320 --> 00:11:54.960]  他怎樣來安排時間和哪些人去見面
[00:11:54.960 --> 00:11:57.720]  這個是需要神比較有智慧的
[00:11:57.720 --> 00:11:59.120]  作為一個領袖
[00:11:59.120 --> 00:12:03.080]  當時我們面對很多不同的邀請
[00:12:03.080 --> 00:12:05.480]  我們時間很有限
[00:12:05.480 --> 00:12:10.360]  我們怎樣去分辨哪些是重要
[00:12:10.360 --> 00:12:12.000]  哪些是次要
[00:12:12.000 --> 00:12:15.280]  安排的先後次序是很重要的
[00:12:15.280 --> 00:12:20.960]  甚至有時候我們要適當地、有禮貌地去拒絕一些邀請
[00:12:20.960 --> 00:12:24.680]  可能是一些像是撐牆面
[00:12:24.680 --> 00:12:25.640]  多你一個不多
[00:12:25.640 --> 00:12:27.440]  少你一個不少的時候
[00:12:27.440 --> 00:12:29.960]  但是你一坐可能要坐兩三個小時
[00:12:29.960 --> 00:12:32.320]  這時候光陰是很寶貴的
[00:12:32.320 --> 00:12:33.960]  所以不可以浪費
[00:12:33.960 --> 00:12:38.840]  我們見到他們的詭計就是要假意結盟
[00:12:38.840 --> 00:12:40.680]  我們再看另外一點
[00:12:40.680 --> 00:12:43.360]  就是散播謠言
[00:12:43.360 --> 00:12:48.120]  尼西米記第六章第六到第九節
[00:12:48.120 --> 00:12:52.560]  他們見到他們的詭計不能夠得逞之後
[00:12:52.560 --> 00:12:55.360]  於是就用另外一種方法
[00:12:55.360 --> 00:13:00.320]  這個方法就是古今中外都非常有效的
[00:13:00.320 --> 00:13:02.560]  就是做什麼?
[00:13:02.560 --> 00:13:04.240]  造謠
[00:13:04.240 --> 00:13:06.440]  散播謠言
[00:13:06.440 --> 00:13:08.840]  第六章第五節
[00:13:08.840 --> 00:13:09.960]  大家看到
[00:13:09.960 --> 00:13:13.720]  「參拜第五次打發僕人來見我
[00:13:13.720 --> 00:13:18.360]  手裡拿著微風的信」
[00:13:18.360 --> 00:13:20.320]  幸好一次邀請我
[00:13:20.320 --> 00:13:22.320]  但聖經特別提到
[00:13:22.320 --> 00:13:26.080]  這封信是沒有風的
[00:13:26.080 --> 00:13:32.640]  他拿著一封誣衊他造反的信去要脅他
[00:13:32.640 --> 00:13:34.440]  微風的信
[00:13:34.440 --> 00:13:38.320]  當時的信多數寫在蒲草紙上
[00:13:38.320 --> 00:13:40.560]  或者在圖片上
[00:13:40.560 --> 00:13:42.480]  即是圖詞上的圖
[00:13:42.480 --> 00:13:47.760]  但是一般的蒲草紙是會捲起
[00:13:47.760 --> 00:13:49.960]  然後用繩子紮著的
[00:13:49.960 --> 00:13:53.200]  就好像我們寄信會入信封
[00:13:53.200 --> 00:13:55.520]  連著信封口的
[00:13:55.520 --> 00:13:59.720]  再加上一個七印蓋上了
[00:13:59.720 --> 00:14:04.560]  就表示沒有人可以撕開這封信帶去看
[00:14:04.560 --> 00:14:08.040]  但這次這封信沒有綁起
[00:14:08.040 --> 00:14:10.360]  沒有打這個七印
[00:14:10.360 --> 00:14:14.600]  這時候一定是別有用心的
[00:14:14.600 --> 00:14:19.200]  而給別人看到內容是什麼
[00:14:19.200 --> 00:14:22.720]  大家留意第六章第六到第七節
[00:14:22.720 --> 00:14:24.240]  這封信的內容是什麼呢?
[00:14:24.240 --> 00:14:28.760]  它說道:在外邦人中有風聲
[00:14:28.760 --> 00:14:30.320]  加斯穆也說:
[00:14:30.320 --> 00:14:35.040]  你和猶大人謀反修造城牆
[00:14:35.040 --> 00:14:37.160]  你要作他們的王
[00:14:37.160 --> 00:14:42.600]  你又派先知在耶路撒冷指著你宣講
[00:14:42.600 --> 00:14:44.960]  說在猶大有王
[00:14:44.960 --> 00:14:48.160]  現在這話必傳於王之言
[00:14:48.160 --> 00:14:49.600]  所以請你來
[00:14:49.600 --> 00:14:52.040]  我們彼此相議
[00:14:52.040 --> 00:14:58.360]  看到嗎?這裡就說他們想搞獨立
[00:14:58.360 --> 00:15:00.600]  你自己要做王
[00:15:00.600 --> 00:15:03.080]  這個是大忌
[00:15:03.080 --> 00:15:06.560]  當時猶太人是被波斯管轄
[00:15:06.560 --> 00:15:10.280]  屬於波斯國的特別行政區
[00:15:10.280 --> 00:15:12.520]  現在你要搞獨立的時候
[00:15:12.520 --> 00:15:15.960]  是多麼的一個大罪呢?
[00:15:15.960 --> 00:15:18.280]  而且直譯的意思是什麼呢?
[00:15:18.280 --> 00:15:21.440]  各國之中已經傳開了
[00:15:21.440 --> 00:15:24.720]  連加斯穆就是基善
[00:15:24.720 --> 00:15:27.400]  波斯朝廷裡面很重要的人物
[00:15:27.400 --> 00:15:30.960]  參巴拉爾的社會地位這麼高的時候
[00:15:30.960 --> 00:15:32.680]  基善來做證人的時候
[00:15:32.680 --> 00:15:36.520]  就加強了謠言的可靠性
[00:15:36.520 --> 00:15:41.200]  就是說連波斯的高官都相信你這麼做了
[00:15:41.200 --> 00:15:43.640]  證實所言非虛
[00:15:43.640 --> 00:15:46.800]  你在猶太人當中修造城牆的目的是什麼?
[00:15:46.800 --> 00:15:48.600]  就是想要造反
[00:15:48.600 --> 00:15:52.560]  你們要來做他的王 起碼你想做王
[00:15:52.560 --> 00:15:55.160]  你又說揀選了你的先知
[00:15:55.160 --> 00:15:58.400]  在城裡面為你作出這個宣告的信息
[00:15:58.400 --> 00:16:03.680]  你知不知道這個謠言已經傳到王的耳中了
[00:16:03.680 --> 00:16:06.360]  因為你的好處 你快點來吧
[00:16:06.360 --> 00:16:10.360]  我們大家商量一下怎樣擺平這件事
[00:16:10.360 --> 00:16:13.000]  是不是好像出於善意
[00:16:13.000 --> 00:16:16.920]  如果你聽到這些謠言 你會不會怕?
[00:16:16.920 --> 00:16:20.080]  很危險的 如果傳到王的耳中
[00:16:20.080 --> 00:16:24.440]  那不就當我造反 那不就真是生命不保了
[00:16:24.440 --> 00:16:26.840]  這個計劃很厲害
[00:16:26.840 --> 00:16:28.760]  大家想一想
[00:16:28.760 --> 00:16:33.080]  如果你被人批評你 誣蔑你
[00:16:33.080 --> 00:16:36.760]  傳出一些不是事實的壞話
[00:16:36.760 --> 00:16:38.240]  你會有什麼反應?
[00:16:38.240 --> 00:16:40.640]  我想我們會很緊張 我也會
[00:16:40.640 --> 00:16:42.960]  盡快去解釋、澄清
[00:16:42.960 --> 00:16:47.120]  阻止這個謠言繼續散播下去
[00:16:47.120 --> 00:16:51.600]  同樣的 尼赫米收到這個消息的時候
[00:16:51.600 --> 00:16:54.200]  他會不會一樣的這麼緊張
[00:16:54.200 --> 00:16:57.680]  馬上來澄清這個謠言呢?是不是?
[00:16:57.680 --> 00:17:03.040]  阻止這個謠言來帶它繼續下去
[00:17:03.040 --> 00:17:08.920]  所以他們預計尼赫米一定會馬上去見他
[00:17:08.920 --> 00:17:14.080]  這個時候 如果這個謠言不停止
[00:17:14.080 --> 00:17:18.400]  傳到波斯王的耳中 他或者會相信的
[00:17:18.400 --> 00:17:21.720]  尼赫米就很容易被定罪
[00:17:21.720 --> 00:17:26.160]  如果波斯王不相信的話
[00:17:26.160 --> 00:17:30.120]  可能會召尼赫米回到波斯那裡
[00:17:30.120 --> 00:17:34.440]  向他解釋 這樣大仗一去
[00:17:34.440 --> 00:17:38.200]  一定會令到子民受影響的
[00:17:38.200 --> 00:17:43.120]  其實這個謠言我們要細心分析
[00:17:43.120 --> 00:17:45.120]  就不會相信了
[00:17:45.120 --> 00:17:51.280]  因為猶太國的王朝一直是大衛的後裔
[00:17:51.280 --> 00:17:56.080]  猶大之派來帶他去承繼的
[00:17:56.080 --> 00:17:59.880]  但是尼赫米不是猶大之派
[00:17:59.880 --> 00:18:04.760]  所以他一定不會來帶他去做王
[00:18:04.760 --> 00:18:08.200]  人民都不會接納他做王 是不是?
[00:18:08.200 --> 00:18:14.360]  這個時候 所以很多知情的人就不會相信
[00:18:14.360 --> 00:18:17.800]  但是問題是有很多人真是不知就裡的
[00:18:17.800 --> 00:18:20.080]  很容易就會相信
[00:18:20.080 --> 00:18:27.520]  甚至這些言論都會造成在猶太人當中一個恐慌
[00:18:27.520 --> 00:18:30.640]  所以今天有時候要很小心
[00:18:30.640 --> 00:18:35.440]  現在這個世代有很多的假新聞
[00:18:35.440 --> 00:18:38.280]  甚至有些國家會出錢
[00:18:38.280 --> 00:18:41.520]  是不少的錢來帶他去怎麼樣呢?
[00:18:41.520 --> 00:18:44.480]  就是製造一些假的新聞
[00:18:44.480 --> 00:18:46.760]  假新聞很容易來做的
[00:18:46.760 --> 00:18:48.560]  最簡單舉個例子
[00:18:48.560 --> 00:18:53.280]  我真的有影片看到的
[00:18:53.280 --> 00:19:00.720]  如果將一件事情的影片 將它前後來剪接
[00:19:00.720 --> 00:19:04.800]  將後果或者放在前面的時候
[00:19:04.800 --> 00:19:08.600]  那就產生完全不同的體會了
[00:19:08.600 --> 00:19:12.360]  除非你看的是直播 現場直播
[00:19:12.360 --> 00:19:14.680]  那個可信性就很差
[00:19:14.680 --> 00:19:17.520]  如果不是事後人家可以將影片
[00:19:17.520 --> 00:19:21.120]  來帶去剪頭剪尾 然後重新剪接過
[00:19:21.120 --> 00:19:24.160]  出來是另外一個果效了
[00:19:24.160 --> 00:19:27.120]  所以今天我們要很小心
[00:19:27.120 --> 00:19:31.520]  因為誣衊他的是參巴拉、多比亞
[00:19:31.520 --> 00:19:36.080]  他們在朝廷裏面一定有他的影響力
[00:19:36.080 --> 00:19:40.960]  所以阿達舍西王相信是不足為奇的
[00:19:40.960 --> 00:19:44.760]  容不然王就會派兵來剿滅他們
[00:19:44.760 --> 00:19:46.560]  他們就會受影響
[00:19:46.560 --> 00:19:48.800]  所以他們感到懼怕
[00:19:48.800 --> 00:19:53.320]  甚至使他們不能夠再重建這個城牆
[00:19:53.320 --> 00:19:57.200]  《尼米基第六章》第九節的上半節
[00:19:57.200 --> 00:20:02.320]  就很清楚地指出這個經文了
[00:20:02.320 --> 00:20:04.520]  所以今天你留意到
[00:20:04.520 --> 00:20:08.880]  很多時候我們要來收一些信息的時候
[00:20:08.880 --> 00:20:10.640]  要很小心
[00:20:10.640 --> 00:20:15.960]  不要輕率地去接受一些信息
[00:20:15.960 --> 00:20:18.560]  特別是在網絡上的信息
[00:20:18.560 --> 00:20:21.040]  有時候我們真的要去細測
[00:20:21.040 --> 00:20:22.920]  我們要去了解
[00:20:22.920 --> 00:20:26.560]  免得有時候我們被誤導
[00:20:26.560 --> 00:20:28.120]  被誤導不僅如此
[00:20:28.120 --> 00:20:31.160]  我見過很多人很有愛心地
[00:20:31.160 --> 00:20:33.960]  就來帶去將這些信息傳出去
[00:20:33.960 --> 00:20:35.840]  就想提醒人
[00:20:35.840 --> 00:20:38.520]  但原來我們就已經中計了
[00:20:38.520 --> 00:20:42.120]  成為這個謠言的散播者
[00:20:42.120 --> 00:20:44.400]  很簡單舉一個例子
[00:20:44.400 --> 00:20:47.160]  還記不記得 或者你沒有收過
