
[00:00:00.000 --> 00:00:04.000]  感謝主我們在張臨奇的第四個主日
[00:02:56.000 --> 00:02:58.000]  但是有一樣不變
[00:02:58.000 --> 00:03:00.000]  就是我們靠著主的恩典
[00:03:00.000 --> 00:03:02.000]  要以道為本
[00:03:02.000 --> 00:03:05.000]  我們是一個紮根於聖經的群體
[00:03:05.000 --> 00:03:08.000]  是讓聖經有第一個字
[00:03:08.000 --> 00:03:10.000]  和最後一個字
[00:03:10.000 --> 00:03:12.000]  是一切都視乎
[00:03:12.000 --> 00:03:14.000]  神自己的聖言
[00:03:14.000 --> 00:03:16.000]  是怎樣教導我們
[00:03:16.000 --> 00:03:18.000]  我們希望我們在聖言方面
[00:03:18.000 --> 00:03:20.000]  繼續的盡心
[00:03:20.000 --> 00:03:22.000]  而在教會的禮儀學
[00:03:22.000 --> 00:03:24.000]  崇拜學方面
[00:03:24.000 --> 00:03:26.000]  其實都有幫助我們認識
[00:03:26.000 --> 00:03:28.000]  這個神的話語
[00:03:28.000 --> 00:03:31.000]  我們到底應該怎樣來敬拜祂?
[00:03:31.000 --> 00:03:33.000]  祂是一位怎樣的君尊的祭師?
[00:03:33.000 --> 00:03:36.000]  敬拜祂的人怎樣守潔心清?
[00:03:36.000 --> 00:03:38.000]  怎樣是裡外呼應?
[00:03:38.000 --> 00:03:40.000]  怎樣是按著那個時節
[00:03:40.000 --> 00:03:42.000]  按著那個文化的傳統
[00:03:42.000 --> 00:03:44.000]  按著那個場合
[00:03:44.000 --> 00:03:46.000]  來表達對祂的敬拜
[00:03:46.000 --> 00:03:48.000]  而在教會幾千年來
[00:03:48.000 --> 00:03:51.000]  累積下來的屬靈智慧裡面
[00:03:51.000 --> 00:03:54.000]  有一些很寶貴的東西
[00:03:54.000 --> 00:03:56.000]  其實我不知道你怎樣看這些東西
[00:03:56.000 --> 00:03:58.000]  有些人很討厭這些東西
[00:03:58.000 --> 00:04:00.000]  我走出來給你看看
[00:04:00.000 --> 00:04:02.000]  你覺得怎樣?
[00:04:02.000 --> 00:04:04.000]  有些人說
[00:04:04.000 --> 00:04:06.000]  不用這些東西
[00:04:06.000 --> 00:04:08.000]  那麼天主教
[00:04:08.000 --> 00:04:10.000]  這些那麼聖俗義勳
[00:04:10.000 --> 00:04:12.000]  好像將你們傳道人
[00:04:12.000 --> 00:04:14.000]  抬高一級那樣
[00:04:14.000 --> 00:04:16.000]  我們大家都不要
[00:04:16.000 --> 00:04:18.000]  大家都是普普通通
[00:04:18.000 --> 00:04:20.000]  只是稱兄道弟就行了
[00:04:20.000 --> 00:04:22.000]  有些人是這樣選擇
[00:04:22.000 --> 00:04:24.000]  但是很多很多
[00:04:24.000 --> 00:04:26.000]  主裡面的人都選擇
[00:04:26.000 --> 00:04:28.000]  在合宜的場合
[00:04:28.000 --> 00:04:32.000]  我們要有些合宜的裝束
[00:04:32.000 --> 00:04:34.000]  合宜的擺設
[00:04:34.000 --> 00:04:37.000]  目的不是引人迷信
[00:04:37.000 --> 00:04:40.000]  目的不是聖俗義勳
[00:04:40.000 --> 00:04:43.000]  目的不是抬舉任何的人
[00:04:43.000 --> 00:04:45.000]  或者等級的人
[00:04:45.000 --> 00:04:48.000]  目的是直著我們的視覺
[00:04:48.000 --> 00:04:50.000]  我們的聽覺
[00:04:50.000 --> 00:04:52.000]  甚至我們的嗅覺
[00:04:52.000 --> 00:04:56.000]  來學習進入一種敬拜
[00:04:56.000 --> 00:04:59.000]  尊崇的那種氣氛裡面
[00:04:59.000 --> 00:05:01.000]  我自己
[00:05:01.000 --> 00:05:03.000]  也都我認識的神學家
[00:05:03.000 --> 00:05:05.000]  認識的朋友
[00:05:05.000 --> 00:05:07.000]  越來越多人覺得
[00:05:07.000 --> 00:05:09.000]  今天的教會
[00:05:09.000 --> 00:05:13.000]  有必要恢復多點歷史感
[00:05:13.000 --> 00:05:16.000]  恢復多點的莊重感
[00:05:16.000 --> 00:05:18.000]  我不知道你同不同意
[00:05:18.000 --> 00:05:20.000]  我自己不知道是不是因為
[00:05:20.000 --> 00:05:22.000]  年紀大的緣故
[00:05:22.000 --> 00:05:24.000]  還是眼界開始
[00:05:24.000 --> 00:05:26.000]  闊一點的緣故
[00:05:26.000 --> 00:05:28.000]  是覺得這一切對我們
[00:05:28.000 --> 00:05:30.000]  是非常之有益的
[00:05:30.000 --> 00:05:32.000]  所以今天這一堂的訊息
[00:05:32.000 --> 00:05:34.000]  同工們就叫我
[00:05:34.000 --> 00:05:36.000]  來分享
[00:05:36.000 --> 00:05:38.000]  因為這一堂的訊息裡面的內容
[00:05:38.000 --> 00:05:40.000]  其實很dry(乾)的
[00:05:40.000 --> 00:05:42.000]  他就要找一個
[00:05:42.000 --> 00:05:44.000]  比較不dry(乾)的人來說
[00:05:44.000 --> 00:05:46.000]  我希望你們不要
[00:05:46.000 --> 00:05:48.000]  聽著聽著就中了他
[00:05:48.000 --> 00:05:50.000]  但是我覺得這些dry(乾)的東西裡面
[00:05:50.000 --> 00:05:52.000]  其實如果我們繼續下去
[00:05:52.000 --> 00:05:54.000]  回答他
[00:05:54.000 --> 00:05:56.000]  是很好味道的
[00:05:56.000 --> 00:05:58.000]  我承認自己對這方面
[00:05:58.000 --> 00:06:00.000]  都是破生疏
[00:06:00.000 --> 00:06:02.000]  去學習
[00:06:02.000 --> 00:06:04.000]  有人問我牧師啊
[00:06:04.000 --> 00:06:06.000]  為什麼你的領子是圓的
[00:06:06.000 --> 00:06:08.000]  為什麼其他同工那條領子
[00:06:08.000 --> 00:06:10.000]  是一塊的
[00:06:10.000 --> 00:06:12.000]  其實沒有分別是馬的
[00:06:12.000 --> 00:06:16.000]  但是到底有什麼意思
[00:06:16.000 --> 00:06:18.000]  其中有一個含義就是
[00:06:18.000 --> 00:06:20.000]  這是負基督的額
[00:06:20.000 --> 00:06:22.000]  將這個目積的額
[00:06:22.000 --> 00:06:24.000]  加在你的身上
[00:06:24.000 --> 00:06:26.000]  主的額是容易的
[00:06:26.000 --> 00:06:28.000]  是輕散的
[00:06:28.000 --> 00:06:30.000]  我自己有個
[00:06:30.000 --> 00:06:32.000]  覺得是
[00:06:32.000 --> 00:06:34.000]  自嘲的說法
[00:06:34.000 --> 00:06:36.000]  我全身是黑的
[00:06:36.000 --> 00:06:38.000]  因為我是黑的
[00:06:38.000 --> 00:06:40.000]  如果沒有基督我是黑的
[00:06:40.000 --> 00:06:42.000]  沒有盼望的
[00:06:42.000 --> 00:06:44.000]  但是有基督
[00:06:44.000 --> 00:06:46.000]  他的恩典就黑到變成白
[00:06:46.000 --> 00:06:48.000]  他的恩典
[00:06:48.000 --> 00:06:50.000]  讓我們成為有盼望
[00:06:50.000 --> 00:06:52.000]  教會的年曆
[00:06:52.000 --> 00:06:54.000]  擺設禮儀學
[00:06:54.000 --> 00:06:56.000]  崇拜學裡面的東西
[00:06:56.000 --> 00:06:58.000]  有一些教育的意義
[00:06:58.000 --> 00:07:00.000]  不過我覺得
[00:07:00.000 --> 00:07:02.000]  有時候
[00:07:02.000 --> 00:07:04.000]  我們自己在自己的小群體
[00:07:04.000 --> 00:07:06.000]  裡面生活得太久
[00:07:06.000 --> 00:07:08.000]  或者我們自己
[00:07:08.000 --> 00:07:10.000]  有自己一些思想上的
[00:07:10.000 --> 00:07:12.000]  包袱
[00:07:12.000 --> 00:07:14.000]  我們對於某一類的東西
[00:07:14.000 --> 00:07:16.000]  是有先天性的抗拒感
[00:07:16.000 --> 00:07:18.000]  譬如這樣說
[00:07:18.000 --> 00:07:20.000]  守主日
[00:07:20.000 --> 00:07:22.000]  譬如這樣說守安息日
[00:07:22.000 --> 00:07:24.000]  譬如這樣說守愉悅節
[00:07:24.000 --> 00:07:26.000]  有些人聽到節日就
[00:07:26.000 --> 00:07:28.000]  不用不用不用
[00:07:28.000 --> 00:07:30.000]  為什麼?因為我在基督裡
[00:07:30.000 --> 00:07:32.000]  我是完全自由的
[00:07:32.000 --> 00:07:34.000]  其實有些人更厲害
[00:07:34.000 --> 00:07:36.000]  其實他是
[00:07:36.000 --> 00:07:38.000]  很節儉的
[00:07:38.000 --> 00:07:40.000]  所以他完全不會
[00:07:40.000 --> 00:07:42.000]  慶祝任何東西
[00:07:42.000 --> 00:07:44.000]  他任何的日子
[00:07:44.000 --> 00:07:46.000]  你的生日,爸爸的生日,情人的生日
[00:07:46.000 --> 00:07:48.000]  情人節,什麼節
[00:07:48.000 --> 00:07:50.000]  都不要搞
[00:07:50.000 --> 00:07:52.000]  因為我不想破費
[00:07:52.000 --> 00:07:54.000]  我不想掏錢
[00:07:54.000 --> 00:07:56.000]  有些人當然是
[00:07:56.000 --> 00:07:58.000]  更崇高一點
[00:07:58.000 --> 00:08:00.000]  他覺得我真的
[00:08:00.000 --> 00:08:02.000]  不需要任何的日子
[00:08:02.000 --> 00:08:04.000]  我天天都浪漫在愛裡面
[00:08:04.000 --> 00:08:06.000]  所以送不送花都不要緊
[00:08:06.000 --> 00:08:08.000]  有些人就覺得
[00:08:08.000 --> 00:08:10.000]  藉著這個周年紀念
[00:08:10.000 --> 00:08:12.000]  結婚周年
[00:08:12.000 --> 00:08:14.000]  生日的日子,表達一種情誼
[00:08:14.000 --> 00:08:16.000]  都是很好的
[00:08:16.000 --> 00:08:18.000]  在整體的生活裡面
[00:08:18.000 --> 00:08:20.000]  我都希望我們不會
[00:08:20.000 --> 00:08:22.000]  穿著自己個人的包袱
[00:08:22.000 --> 00:08:24.000]  或者喜好
[00:08:24.000 --> 00:08:26.000]  來互相批評
[00:08:26.000 --> 00:08:28.000]  或者造成我們在以後
[00:08:28.000 --> 00:08:30.000]  來進行這個年曆的計劃
[00:08:30.000 --> 00:08:32.000]  或者經過的計劃
[00:08:32.000 --> 00:08:34.000]  造成我們彼此之間的
[00:08:34.000 --> 00:08:36.000]  一種的
[00:08:36.000 --> 00:08:38.000]  一種的誤會
[00:08:38.000 --> 00:08:40.000]  哥羅西書當然有叫我們
[00:08:40.000 --> 00:08:42.000]  不要去這個
[00:08:42.000 --> 00:08:44.000]  節日,新月的節慶
[00:08:44.000 --> 00:08:46.000]  或者其他的東西
[00:08:46.000 --> 00:08:48.000]  來被人批評
[00:08:48.000 --> 00:08:50.000]  不要讓這些
[00:08:50.000 --> 00:08:52.000]  傳統的日子
[00:08:52.000 --> 00:08:54.000]  成為為首
[00:08:54.000 --> 00:08:56.000]  而首的重擔
[00:08:56.000 --> 00:08:58.000]  而是用這些日子
[00:08:58.000 --> 00:09:00.000]  來成為一個教育的
[00:09:00.000 --> 00:09:02.000]  作用,來成為一個路標
[00:09:02.000 --> 00:09:04.000]  帶領我們
[00:09:04.000 --> 00:09:06.000]  其實我們人生是有
[00:09:06.000 --> 00:09:08.000]  限制的
[00:09:08.000 --> 00:09:10.000]  用這個時間來表達
[00:09:10.000 --> 00:09:12.000]  對上主的崇敬
[00:09:12.000 --> 00:09:14.000]  有個歷史感,有個節令感
[00:09:14.000 --> 00:09:16.000]  好不好呀
[00:09:16.000 --> 00:09:18.000]  好不好呀
[00:09:18.000 --> 00:09:20.000]  今天是什麼日子呀
[00:09:20.000 --> 00:09:22.000]  錯
[00:09:22.000 --> 00:09:24.000]  章林奇第四
[00:09:24.000 --> 00:09:26.000]  主人
[00:09:26.000 --> 00:09:30.000]  我們是有節令
[00:09:30.000 --> 00:09:32.000]  的人來的,無論是
[00:09:32.000 --> 00:09:34.000]  冬至,無論是章林奇
[00:09:34.000 --> 00:09:36.000]  都是主喜悅
[00:09:36.000 --> 00:09:38.000]  讓我們學習在這個
[00:09:38.000 --> 00:09:40.000]  人世間的日子
[00:09:40.000 --> 00:09:42.000]  懂得
[00:09:42.000 --> 00:09:44.000]  去思想,紀念
[00:09:44.000 --> 00:09:46.000]  我們的主,從安息日
[00:09:46.000 --> 00:09:48.000]  開始,是主
[00:09:48.000 --> 00:09:50.000]  創造,成就
[00:09:50.000 --> 00:09:52.000]  了之後,祂歇息
[00:09:52.000 --> 00:09:54.000]  安息日好不好呀
[00:09:54.000 --> 00:09:56.000]  各位,是
[00:09:56.000 --> 00:09:58.000]  主歇息了
[00:09:58.000 --> 00:10:00.000]  成就了,一切
[00:10:00.000 --> 00:10:02.000]  都美好,同時
[00:10:02.000 --> 00:10:04.000]  亦都是主
[00:10:04.000 --> 00:10:06.000]  比在埃及維奴
[00:10:06.000 --> 00:10:08.000]  之家,出來的人
[00:10:08.000 --> 00:10:10.000]  可以知道
[00:10:10.000 --> 00:10:12.000]  人生在世
[00:10:12.000 --> 00:10:14.000]  不是牛馬中生
[00:10:14.000 --> 00:10:16.000]  人生
[00:10:16.000 --> 00:10:18.000]  在上主的面前
[00:10:18.000 --> 00:10:20.000]  是有安息
[00:10:20.000 --> 00:10:22.000]  有歇息,神的
[00:10:22.000 --> 00:10:24.000]  恩典,是藉著
[00:10:24.000 --> 00:10:26.000]  這些日子來顯示
[00:10:26.000 --> 00:10:28.000]  然後我們在
[00:10:28.000 --> 00:10:30.000]  初期教會見到,教會
[00:10:30.000 --> 00:10:32.000]  是有歷史感,其實看福音書
[00:10:32.000 --> 00:10:34.000]  很有歷史感
[00:10:34.000 --> 00:10:36.000]  在這個居你樓做什麼
[00:10:36.000 --> 00:10:38.000]  的時候,在這個蓋薩亞古士
[00:10:38.000 --> 00:10:40.000]  篤的時候,在這個
[00:10:40.000 --> 00:10:42.000]  冬季,守殿節
[00:10:42.000 --> 00:10:44.000]  的時候,獻殿節
[00:10:44.000 --> 00:10:46.000]  的時候,耶穌就怎樣怎樣
[00:10:46.000 --> 00:10:48.000]  全部都是有時間
[00:10:48.000 --> 00:10:50.000]  有日子的,所以親愛的弟兄姊妹
[00:10:50.000 --> 00:10:52.000]  不要屬靈到什麼日子
[00:10:52.000 --> 00:10:54.000]  都不理,用
[00:10:54.000 --> 00:10:56.000]  我們以這個日子
[00:10:56.000 --> 00:10:58.000]  來思念我們主
[00:10:58.000 --> 00:11:00.000]  的作為,每逢
[00:11:00.000 --> 00:11:02.000]  七日的第一日,我們都
[00:11:02.000 --> 00:11:04.000]  要照自己的
[00:11:04.000 --> 00:11:06.000]  收入來抽出一些
[00:11:06.000 --> 00:11:08.000]  的錢,保留起來
[00:11:08.000 --> 00:11:10.000]  不用
[00:11:10.000 --> 00:11:12.000]  臨急臨忙的拿出來
[00:11:12.000 --> 00:11:14.000]  這個是聖經其中提到
[00:11:14.000 --> 00:11:16.000]  主日的時候,一個的
[00:11:16.000 --> 00:11:18.000]  教導,讓我們看見原來
[00:11:18.000 --> 00:11:20.000]  在初期教會,他們都已經有
[00:11:20.000 --> 00:11:22.000]  七日的第一日,這個
[00:11:22.000 --> 00:11:24.000]  這樣的聚集,而在
[00:11:24.000 --> 00:11:26.000]  主啟示,這個使徒
[00:11:26.000 --> 00:11:28.000]  約翰的時候,也是在一個主日
[00:11:28.000 --> 00:11:30.000]  來向他啟示
[00:11:30.000 --> 00:11:32.000]  可見這個
[00:11:32.000 --> 00:11:34.000]  的主日,已經在
[00:11:34.000 --> 00:11:36.000]  歷史上面,成功
[00:11:36.000 --> 00:11:38.000]  地來取代
[00:11:38.000 --> 00:11:40.000]  猶太人的
[00:11:40.000 --> 00:11:42.000]  安息日,而在這個
[00:11:42.000 --> 00:11:44.000]  創造與救贖
[00:11:44.000 --> 00:11:46.000]  兩者結合起來的時候
[00:11:46.000 --> 00:11:48.000]  唯在基督
[00:11:48.000 --> 00:11:50.000]  耶穌裡,能夠得以
[00:11:50.000 --> 00:11:52.000]  圓滿,因為萬物
[00:11:52.000 --> 00:11:54.000]  是著著他做的,因為
[00:11:54.000 --> 00:11:56.000]  若有人在基督裡
[00:11:56.000 --> 00:11:58.000]  Hallelujah,新的創造
[00:11:58.000 --> 00:12:00.000]  所以這位創造的主
[00:12:00.000 --> 00:12:02.000]  是我們歡慶的主
[00:12:02.000 --> 00:12:04.000]  他褪色的日子
[00:12:04.000 --> 00:12:06.000]  他復活的日子
[00:12:06.000 --> 00:12:08.000]  都是我們歡慶
[00:12:08.000 --> 00:12:10.000]  的日子,在初期
[00:12:10.000 --> 00:12:12.000]  教會,是
[00:12:12.000 --> 00:12:14.000]  記載了怎樣過
[00:12:14.000 --> 00:12:16.000]  這個節期,其中一個
[00:12:16.000 --> 00:12:18.000]  節期,就是將這個
[00:12:18.000 --> 00:12:20.000]  猶太人的愉悅節
[00:12:20.000 --> 00:12:22.000]  節,賦予一個新的
[00:12:22.000 --> 00:12:24.000]  意義,由這個
[00:12:24.000 --> 00:12:26.000]  被殺的,這個生畜
[00:12:26.000 --> 00:12:28.000]  的羊羔,去到這個上主
[00:12:28.000 --> 00:12:30.000]  的羊羔,看下神的羔羊
[00:12:30.000 --> 00:12:32.000]  除去世人罪孽的,這個
[00:12:32.000 --> 00:12:34.000]  愉悅的意義,由出哀及
[00:12:34.000 --> 00:12:36.000]  變成脫離
[00:12:36.000 --> 00:12:38.000]  撒旦的權下
[00:12:38.000 --> 00:12:40.000]  進入神的光明,脫離死亡
[00:12:40.000 --> 00:12:42.000]  進入生命的
[00:12:42.000 --> 00:12:44.000]  盼望當中
[00:12:44.000 --> 00:12:46.000]  然後
[00:12:46.000 --> 00:12:48.000]  過這一種節的人
[00:12:48.000 --> 00:12:50.000]  使徒保祿提醒我們
[00:12:50.000 --> 00:12:52.000]  與舊有的以色列民
[00:12:52.000 --> 00:12:54.000]  所過的,又有
[00:12:54.000 --> 00:12:56.000]  相似,又有不相似
[00:12:56.000 --> 00:12:58.000]  他其實是藉著
[00:12:58.000 --> 00:13:00.000]  這個愉悅節,來告訴我們
[00:13:00.000 --> 00:13:02.000]  現在我們有的
[00:13:02.000 --> 00:13:04.000]  愉悅的羔羊,是
[00:13:04.000 --> 00:13:06.000]  基督已經被殺
[00:13:06.000 --> 00:13:08.000]  獻為濟生,所以我們
[00:13:08.000 --> 00:13:10.000]  來守這個節,就要
[00:13:10.000 --> 00:13:12.000]  除掉舊的教
[00:13:12.000 --> 00:13:14.000]  那些發酵的,那些不好的
[00:13:14.000 --> 00:13:16.000]  那些腐敗性的東西
[00:13:16.000 --> 00:13:18.000]  我們都不要了
[00:13:18.000 --> 00:13:20.000]  即是什麼呢?一些
[00:13:20.000 --> 00:13:22.000]  惡毒的說話,一些惡毒的
[00:13:22.000 --> 00:13:24.000]  思想,一些邪惡的傾向
[00:13:24.000 --> 00:13:26.000]  這一切的東西
[00:13:26.000 --> 00:13:28.000]  都不應該
[00:13:28.000 --> 00:13:30.000]  屬基督的群體裡面
[00:13:30.000 --> 00:13:32.000]  是存在的,我們
[00:13:32.000 --> 00:13:34.000]  只應該有這個純潔
[00:13:34.000 --> 00:13:36.000]  真實的無教餅
[00:13:36.000 --> 00:13:38.000]  因為
[00:13:38.000 --> 00:13:40.000]  我們所守的那個愉悅節
[00:13:40.000 --> 00:13:42.000]  是以基督為愉悅
[00:13:42.000 --> 00:13:44.000]  羔羊的,那這個
[00:13:44.000 --> 00:13:46.000]  西方的教會
[00:13:46.000 --> 00:13:48.000]  開始計劃這個
[00:13:48.000 --> 00:13:50.000]  年曆的時候
[00:13:50.000 --> 00:13:52.000]  就以基督為核心
[00:13:52.000 --> 00:13:54.000]  兩個的循環
[00:13:54.000 --> 00:13:56.000]  一個的循環叫做
[00:13:56.000 --> 00:13:58.000]  復活節的循環
[00:13:58.000 --> 00:14:00.000]  那這個復活節的循環
[00:14:00.000 --> 00:14:02.000]  就包括了
[00:14:02.000 --> 00:14:04.000]  由這個中樹主日
[00:14:04.000 --> 00:14:06.000]  一直去到這個聖灰
[00:14:06.000 --> 00:14:08.000]  的禮拜三,去到這個
[00:14:08.000 --> 00:14:10.000]  禮拜四,然後禮拜五就是
[00:14:10.000 --> 00:14:12.000]  壽難節,然後接著有復活的
[00:14:12.000 --> 00:14:14.000]  前夕,然後就復活
[00:14:14.000 --> 00:14:16.000]  這個是一個重要的
[00:14:16.000 --> 00:14:18.000]  其中一個的循環
[00:14:18.000 --> 00:14:20.000]  第二個的循環呢
[00:14:20.000 --> 00:14:22.000]  就是這個聖誕節的循環
[00:14:22.000 --> 00:14:24.000]  話是說呢
[00:14:24.000 --> 00:14:26.000]  你有沒有聽過有些人說
[00:14:26.000 --> 00:14:28.000]  唉
[00:14:28.000 --> 00:14:30.000]  不要慶祝聖誕節
[00:14:30.000 --> 00:14:32.000]  因為聖誕節其實不是在
[00:14:32.000 --> 00:14:34.000]  十二月二十五號的
[00:14:34.000 --> 00:14:36.000]  十二月二十五號呢,是一個
[00:14:36.000 --> 00:14:38.000]  異教的神祇的那個節期
[00:14:38.000 --> 00:14:40.000]  我們教會我們
[00:14:40.000 --> 00:14:42.000]  不守這個節的,有沒有聽過
[00:14:42.000 --> 00:14:46.000]  我尊重這些弟兄姊妹
[00:14:46.000 --> 00:14:48.000]  那種的忠誠度
[00:14:48.000 --> 00:14:50.000]  不過我自己就覺得
[00:14:50.000 --> 00:14:52.000]  這一種的選擇,其實
[00:14:52.000 --> 00:14:54.000]  未必是最必須的
[00:14:54.000 --> 00:14:56.000]  如果
[00:14:56.000 --> 00:14:58.000]  那個異教神祇的節日
[00:14:58.000 --> 00:15:00.000]  今天已經沒有人記得
[00:15:00.000 --> 00:15:02.000]  大家只記得
[00:15:02.000 --> 00:15:04.000]  那個慶祝耶穌基督的
[00:15:04.000 --> 00:15:06.000]  Christmas,這個
[00:15:06.000 --> 00:15:08.000]  聖誕節,那又
[00:15:08.000 --> 00:15:10.000]  何樂而不為呢
[00:15:10.000 --> 00:15:12.000]  這個日頭
[00:15:12.000 --> 00:15:14.000]  太陽神已經被人
[00:15:14.000 --> 00:15:16.000]  忘記了,沒有人再會
[00:15:16.000 --> 00:15:18.000]  拜祂了,只有公義的
[00:15:18.000 --> 00:15:20.000]  日頭,耶穌基督已經是
[00:15:20.000 --> 00:15:22.000]  照亮著這個日子
[00:15:22.000 --> 00:15:24.000]  那我們就用這個日子
[00:15:24.000 --> 00:15:26.000]  來高舉基督
[00:15:26.000 --> 00:15:28.000]  何樂而不為,我移得
[00:15:28.000 --> 00:15:30.000]  所有神祇的日子都被人
[00:15:30.000 --> 00:15:32.000]  忘記,只記得
[00:15:32.000 --> 00:15:34.000]  是慶祝耶穌基督這樣,慶祝
[00:15:34.000 --> 00:15:36.000]  耶穌那樣
[00:15:36.000 --> 00:15:38.000]  所以這個聖誕的節期
[00:15:38.000 --> 00:15:40.000]  是早早教會
[00:15:40.000 --> 00:15:42.000]  已經有設立的,不過
[00:15:42.000 --> 00:15:44.000]  定他為一個主顯節
[00:15:44.000 --> 00:15:46.000]  Epiphany
[00:15:46.000 --> 00:15:48.000]  Epiphany,即是耶穌基督
[00:15:48.000 --> 00:15:50.000]  祂不再是在
[00:15:50.000 --> 00:15:52.000]  高天,而是祂親自
[00:15:52.000 --> 00:15:54.000]  的臨到這個人世間
[00:15:54.000 --> 00:15:56.000]  我們的信仰是何
[00:15:56.000 --> 00:15:58.000]  等寶貴,是一個
[00:15:58.000 --> 00:16:00.000]  上主親自
[00:16:00.000 --> 00:16:02.000]  介入時空,是
[00:16:02.000 --> 00:16:04.000]  這位靈,是人
[00:16:04.000 --> 00:16:06.000]  不能見的光宗的上主
[00:16:06.000 --> 00:16:08.000]  藉著祂的愛子
[00:16:08.000 --> 00:16:10.000]  親自的來顯於人世
[00:16:10.000 --> 00:16:12.000]  所以這個主顯節
[00:16:12.000 --> 00:16:14.000]  這個時期,成為教會的
[00:16:14.000 --> 00:16:16.000]  另外一個節期
[00:16:16.000 --> 00:16:18.000]  的循環
[00:16:18.000 --> 00:16:20.000]  那就是我們看
[00:16:20.000 --> 00:16:22.000]  接下來
[00:16:22.000 --> 00:16:24.000]  教會的年曆到底是怎樣
[00:16:24.000 --> 00:16:26.000]  我覺得有時
[00:16:26.000 --> 00:16:28.000]  我們看這些年曆的東西
[00:16:28.000 --> 00:16:30.000]  是有少少緊張
[00:16:30.000 --> 00:16:32.000]  其實我就不想我們
[00:16:32.000 --> 00:16:34.000]  太緊張,不想
