
[00:00:00.000 --> 00:00:05.000]  讓我們在港道聽道以詩 我們同心的禱告
[00:03:10.000 --> 00:03:12.000]  在人際關係上
[00:03:12.000 --> 00:03:15.000]  都有錯誤的教導
[00:03:15.000 --> 00:03:18.000]  為了反對這種言論
[00:03:18.000 --> 00:03:21.000]  作者就是用教義
[00:03:21.000 --> 00:03:24.000]  作為一個信仰的基礎
[00:03:24.000 --> 00:03:27.000]  他用生命見證去論述
[00:03:27.000 --> 00:03:29.000]  在基礎的教義上
[00:03:29.000 --> 00:03:31.000]  我們去信靠耶穌基督
[00:03:31.000 --> 00:03:33.000]  我們有永生
[00:03:33.000 --> 00:03:35.000]  所以留意一下第一章說什麼
[00:03:35.000 --> 00:03:37.000]  我們聽見 我們看見
[00:03:37.000 --> 00:03:39.000]  我們親眼看過 親口摸過
[00:03:39.000 --> 00:03:42.000]  我們強調 耶穌基督是百分之百的人
[00:03:42.000 --> 00:03:44.000]  百分之百的神
[00:03:44.000 --> 00:03:46.000]  而信教耶穌基督是要與神
[00:03:46.000 --> 00:03:48.000]  建立一個親密的關係
[00:03:48.000 --> 00:03:52.000]  這樣就可以進入豐盛的永生
[00:03:52.000 --> 00:03:54.000]  如果你作為神的兒女
[00:03:54.000 --> 00:03:55.000]  你與神相交
[00:03:55.000 --> 00:03:57.000]  你的生命自然會改變
[00:03:57.000 --> 00:04:00.000]  會反映到父神的屬性
[00:04:00.000 --> 00:04:02.000]  神是光
[00:04:02.000 --> 00:04:05.000]  所以信徒應該會遠離罪
[00:04:05.000 --> 00:04:07.000]  按神的旨意而行
[00:04:07.000 --> 00:04:10.000]  在道德層面應該會有改變
[00:04:10.000 --> 00:04:12.000]  神是愛
[00:04:12.000 --> 00:04:15.000]  信徒會學校 以神的愛去愛人
[00:04:15.000 --> 00:04:18.000]  在人際關係上你會不一樣
[00:04:18.000 --> 00:04:23.000]  作者用教義 道德 人際
[00:04:23.000 --> 00:04:28.000]  這些場景回應當時的謬誤
[00:04:28.000 --> 00:04:30.000]  劉金馬學了經文
[00:04:30.000 --> 00:04:32.000]  作者要為書信做總結
[00:04:32.000 --> 00:04:35.000]  他重拾上文一些主題
[00:04:35.000 --> 00:04:37.000]  去兼顧信徒
[00:04:37.000 --> 00:04:39.000]  給他們有得救的把握
[00:04:39.000 --> 00:04:42.000]  要知道這個信仰是何等寶貴
[00:04:42.000 --> 00:04:44.000]  何等蒙福
[00:04:44.000 --> 00:04:46.000]  以致他們不要受教師的影響
[00:04:46.000 --> 00:04:49.000]  忠心於他們的信仰
[00:04:49.000 --> 00:04:53.000]  十三節是總結他要寫信的目的
[00:04:53.000 --> 00:04:56.000]  如果你將同一個作者
[00:04:56.000 --> 00:04:59.000]  在福音書一些用語
[00:04:59.000 --> 00:05:02.000]  你會發覺有些近似
[00:05:02.000 --> 00:05:05.000]  約翰福音說記載這些事
[00:05:05.000 --> 00:05:07.000]  是要使你們相信耶穌是基督
[00:05:07.000 --> 00:05:10.000]  是神的兒子 並且使你相信祂
[00:05:10.000 --> 00:05:13.000]  好恩著他的名德生命
[00:05:13.000 --> 00:05:16.000]  約翰一書說 我把這些話
[00:05:16.000 --> 00:05:19.000]  寫給你們信奉神兒子之名的人
[00:05:19.000 --> 00:05:22.000]  要讓你們知道自己有永生
[00:05:22.000 --> 00:05:25.000]  約翰福音叫人要相信耶穌
[00:05:25.000 --> 00:05:28.000]  約翰一書是為信徒而寫的
[00:05:28.000 --> 00:05:32.000]  是的 你已經相信了
[00:05:32.000 --> 00:05:35.000]  你要有很確實的永生的確據
[00:05:35.000 --> 00:05:38.000]  我們見到作者
[00:05:38.000 --> 00:05:41.000]  他先用教義
[00:05:41.000 --> 00:05:44.000]  去為這個永生的確據
[00:05:44.000 --> 00:05:47.000]  奠定了一個很穩定的基石
[00:05:47.000 --> 00:05:50.000]  什麼叫做信耶穌
[00:05:50.000 --> 00:05:53.000]  你是信奉神兒子之名的人
[00:05:53.000 --> 00:05:56.000]  意思是你接受一切關於
[00:05:56.000 --> 00:05:59.000]  神的兒子耶穌基督的啟示
[00:05:59.000 --> 00:06:02.000]  特別針對當時的假教師
[00:06:02.000 --> 00:06:05.000]  他們不信耶穌 神人的異性
[00:06:05.000 --> 00:06:08.000]  也不接受很多救贖的工作
[00:06:08.000 --> 00:06:11.000]  他們的教導
[00:06:11.000 --> 00:06:14.000]  要讓你們知道自己有永生
[00:06:14.000 --> 00:06:17.000]  大家覺得你們什麼時候
[00:06:17.000 --> 00:06:20.000]  可以兌現有永生這個應許呢
[00:06:20.000 --> 00:06:23.000]  要等到我們百年歸老
[00:06:23.000 --> 00:06:26.000]  現在已經開始
[00:06:26.000 --> 00:06:29.000]  領受這份屬靈的福氣
[00:06:29.000 --> 00:06:32.000]  上帝的救贖計劃一路開展
[00:06:32.000 --> 00:06:35.000]  到終末的時候會完全實現
[00:06:35.000 --> 00:06:38.000]  我們看見在第十三節
[00:06:38.000 --> 00:06:41.000]  作者訂立了進入豐盛永生的信仰基礎
[00:06:41.000 --> 00:06:44.000]  我們要持守純正的教義
[00:06:44.000 --> 00:06:47.000]  教義錯了
[00:06:47.000 --> 00:06:50.000]  多麼努力都是枉然
[00:06:50.000 --> 00:06:53.000]  所以我們在上個月和今天下午
[00:06:53.000 --> 00:06:56.000]  我們舉辦了兩場假的真不了
[00:06:56.000 --> 00:06:59.000]  認識新興教派的講座
[00:06:59.000 --> 00:07:02.000]  就是回應早前我們相信是異端教派
[00:07:02.000 --> 00:07:05.000]  在高知泰地用電話邀請我們的牧者
[00:07:05.000 --> 00:07:08.000]  很多神學院老師等等出席一個宗教活動
[00:07:08.000 --> 00:07:11.000]  我們Wolf也經歷過一個
[00:07:11.000 --> 00:07:14.000]  高度懷疑有異端深入的個案
[00:07:14.000 --> 00:07:17.000]  當時有一位新朋友
[00:07:17.000 --> 00:07:20.000]  參加了我們教會幾乎逢團契
[00:07:20.000 --> 00:07:23.000]  他也想去試
[00:07:23.000 --> 00:07:26.000]  我負責帶領的兩位他也有來
[00:07:26.000 --> 00:07:29.000]  他第一次來已經極度極度的投入
[00:07:29.000 --> 00:07:32.000]  他直接幫我搬椅子
[00:07:32.000 --> 00:07:35.000]  第一次你不會這樣
[00:07:35.000 --> 00:07:38.000]  很快他就問我可不可以跟你一起住
[00:07:38.000 --> 00:07:41.000]  他說我可以免費幫你做家務
[00:07:41.000 --> 00:07:44.000]  幫你煮飯
[00:07:44.000 --> 00:07:47.000]  我想體驗一下傳道人怎樣競拳去生活
[00:07:47.000 --> 00:07:50.000]  我當然拒絕
[00:07:50.000 --> 00:07:53.000]  要不要收到一個我們右會的通知
[00:07:53.000 --> 00:07:56.000]  一個很近似的個案可能也是他
[00:07:56.000 --> 00:07:59.000]  有一樣的表現
[00:07:59.000 --> 00:08:02.000]  他們名產房之下高度懷疑是
[00:08:02.000 --> 00:08:05.000]  傳良神教會的信徒
[00:08:05.000 --> 00:08:08.000]  提醒我們也要小心
[00:08:08.000 --> 00:08:11.000]  那次他還特別在周圍
[00:08:11.000 --> 00:08:14.000]  有些三福隊
[00:08:14.000 --> 00:08:17.000]  他知道有人傳三福的時候
[00:08:17.000 --> 00:08:20.000]  他特意去聽福音
[00:08:20.000 --> 00:08:23.000]  信奉一個純正的教義
[00:08:23.000 --> 00:08:26.000]  你外顯的生命你會流露
[00:08:26.000 --> 00:08:29.000]  作出人證
[00:08:29.000 --> 00:08:32.000]  如果你真的信奉耶穌基督
[00:08:32.000 --> 00:08:35.000]  很寶貴可以藉著禱告和神有相交
[00:08:35.000 --> 00:08:38.000]  生命會被改變
[00:08:38.000 --> 00:08:41.000]  十四節如果我們看原文
[00:08:41.000 --> 00:08:44.000]  其實次序有點倒轉
[00:08:44.000 --> 00:08:47.000]  如果你們不介意可以參考NIV的譯本
[00:08:47.000 --> 00:08:50.000]  十四節是這樣說的
[00:08:50.000 --> 00:08:53.000]  我們來到神的根前
[00:08:53.000 --> 00:08:56.000]  我們可以有一份很坦然無據的心
[00:08:56.000 --> 00:08:59.000]  為什麼呢
[00:08:59.000 --> 00:09:02.000]  就是我們照著神的旨意去求
[00:09:02.000 --> 00:09:05.000]  他就會遂聽我們
[00:09:05.000 --> 00:09:08.000]  坦然無據是知道我們可以很自由
[00:09:08.000 --> 00:09:11.000]  沒有障礙很有信心地向神去求
[00:09:11.000 --> 00:09:14.000]  這是一個給我們很
[00:09:14.000 --> 00:09:17.000]  得鼓舞的正面的信息
[00:09:17.000 --> 00:09:20.000]  不過有個條件寫著什麼
[00:09:20.000 --> 00:09:23.000]  按著神的旨意去求
[00:09:23.000 --> 00:09:26.000]  不知道大家覺得這是什麼好消息呢
[00:09:26.000 --> 00:09:29.000]  還是有些患得患失的心情
[00:09:29.000 --> 00:09:32.000]  在頭腦的認知上確實
[00:09:32.000 --> 00:09:35.000]  如果照著神的旨意去成就
[00:09:35.000 --> 00:09:38.000]  其實是最安全的
[00:09:38.000 --> 00:09:41.000]  如果人的酬算上帝沒有過濾過就成就
[00:09:41.000 --> 00:09:44.000]  真是心想事成
[00:09:44.000 --> 00:09:47.000]  其實是極度危險
[00:09:47.000 --> 00:09:50.000]  其實在上文作者都提過一些有關
[00:09:50.000 --> 00:09:53.000]  禱告和信心的課題
[00:09:53.000 --> 00:09:56.000]  我們抽一點去概覽一下
[00:09:56.000 --> 00:09:59.000]  在第三章的時候他說
[00:09:59.000 --> 00:10:02.000]  要照著神的跟前向他求
[00:10:02.000 --> 00:10:05.000]  三章二十二節因為我們遵守他的命令
[00:10:05.000 --> 00:10:08.000]  行他所喜悅的旨意
[00:10:08.000 --> 00:10:11.000]  今日經文提到要照著神的旨意去求
[00:10:11.000 --> 00:10:14.000]  在約翰福音也有兩次很寶貴的經文
[00:10:14.000 --> 00:10:17.000]  他說你們奉我的名無論求什麼
[00:10:17.000 --> 00:10:20.000]  我一定會成全有目的
[00:10:20.000 --> 00:10:23.000]  為了使父因兒子得榮耀
[00:10:23.000 --> 00:10:26.000]  十五章說你們若常在我裡面
[00:10:26.000 --> 00:10:29.000]  我既說日常在你們裡面
[00:10:29.000 --> 00:10:32.000]  你們想要的祈求我就為你們成全
[00:10:32.000 --> 00:10:35.000]  簡單總括來說
[00:10:35.000 --> 00:10:38.000]  我們禱告登夢垂聽是基於第一
[00:10:38.000 --> 00:10:41.000]  我們是信耶穌基督兒子的名
[00:10:41.000 --> 00:10:44.000]  二是我們可以奉祂的名
[00:10:44.000 --> 00:10:47.000]  按祂的心意去求
[00:10:47.000 --> 00:10:50.000]  我們生命和上帝要有結連
[00:10:50.000 --> 00:10:53.000]  我們明白上帝的心意進行祂的命令
[00:10:53.000 --> 00:10:56.000]  讓祂得榮耀
[00:10:56.000 --> 00:10:59.000]  今日經文更加補充要按神的旨意去求
[00:10:59.000 --> 00:11:02.000]  可能我們人會問
[00:11:02.000 --> 00:11:05.000]  如果禱告要按神的旨意去成就
[00:11:05.000 --> 00:11:08.000]  那你祈不祈禱上帝也自然會成就
[00:11:08.000 --> 00:11:11.000]  那祈禱有什麼意義
[00:11:11.000 --> 00:11:14.000]  神很想和人互動
[00:11:14.000 --> 00:11:17.000]  等人回應
[00:11:17.000 --> 00:11:20.000]  等人願意去配合上帝的心意
[00:11:20.000 --> 00:11:23.000]  就可以透過禱告讓我們成為上帝
[00:11:23.000 --> 00:11:26.000]  合用的器皿
[00:11:26.000 --> 00:11:29.000]  我們與神同工去實現上帝的旨意
[00:11:29.000 --> 00:11:32.000]  十五節說既然我們知道祂聽我們一切所求
[00:11:32.000 --> 00:11:35.000]  就知道我們所求的都可以得著
[00:11:35.000 --> 00:11:38.000]  禱告是一個信心的功課
[00:11:38.000 --> 00:11:41.000]  而確據不是基於我們
[00:11:41.000 --> 00:11:44.000]  是基於上帝的信實
[00:11:44.000 --> 00:11:47.000]  如果我們按上帝的旨意去求
[00:11:47.000 --> 00:11:50.000]  祂就會回應
[00:11:50.000 --> 00:11:53.000]  當然要補充按上帝的心意都包括
[00:11:53.000 --> 00:11:56.000]  祂認為最合適的時間
[00:11:56.000 --> 00:11:59.000]  很多時候我們在過程中要有很耐心的等候
[00:11:59.000 --> 00:12:02.000]  我們需要更加多的時間
[00:12:02.000 --> 00:12:05.000]  去預備我們的生命
[00:12:05.000 --> 00:12:08.000]  去盛載上帝的恩典
[00:12:08.000 --> 00:12:11.000]  我們都知道禱告是一個
[00:12:11.000 --> 00:12:14.000]  不容易的屬靈操練
[00:12:14.000 --> 00:12:17.000]  禱告有限的視野
[00:12:17.000 --> 00:12:20.000]  按著我們仍然有很多的罪性
[00:12:20.000 --> 00:12:23.000]  在我們個人認為合情合理的訴求
[00:12:23.000 --> 00:12:26.000]  看望神去成就是很自然的事
[00:12:26.000 --> 00:12:29.000]  聖經的教導啟示了合神心意
[00:12:29.000 --> 00:12:32.000]  一些基本的原則
[00:12:32.000 --> 00:12:35.000]  但在現實中我們總無法完全明白神的旨意
[00:12:35.000 --> 00:12:38.000]  我們仍然可以坦然無懼去求
[00:12:38.000 --> 00:12:41.000]  好像小孩子來到父親的跟前一樣
[00:12:41.000 --> 00:12:44.000]  我們難免會難過
[00:12:44.000 --> 00:12:47.000]  不開心,不需要逃避我們在信仰上的掙扎
[00:12:47.000 --> 00:12:50.000]  但盼望在屬靈成長的歷程中
[00:12:50.000 --> 00:12:53.000]  一點一滴
[00:12:53.000 --> 00:12:56.000]  我們能與神的心意更多的貼近
[00:12:56.000 --> 00:12:59.000]  建立一個更加緊密的關係
[00:12:59.000 --> 00:13:02.000]  禱告是一個
[00:13:02.000 --> 00:13:05.000]  不只是看有沒有果效
[00:13:05.000 --> 00:13:08.000]  是一個與上帝結連的過程中
[00:13:08.000 --> 00:13:11.000]  禱告不只是我們向神求
[00:13:11.000 --> 00:13:14.000]  更是學在裡面去聽
[00:13:14.000 --> 00:13:17.000]  去聽上帝說話
[00:13:17.000 --> 00:13:20.000]  去調教我們自己的心思意念
[00:13:20.000 --> 00:13:23.000]  與上帝的旨意更加的吻合
[00:13:23.000 --> 00:13:26.000]  在禱告的課題中
[00:13:26.000 --> 00:13:29.000]  犯罪會妨礙我們與神的相交
[00:13:29.000 --> 00:13:32.000]  所以同樣要依靠禱告的力量去求赦免
[00:13:32.000 --> 00:13:35.000]  作者就轉到在彼此相愛這個課題上
[00:13:35.000 --> 00:13:38.000]  如何為犯罪的弟兄去禱告
[00:13:38.000 --> 00:13:41.000]  十六節說
[00:13:41.000 --> 00:13:44.000]  人若看見弟兄犯了不至於死的罪
[00:13:44.000 --> 00:13:47.000]  就要為他祈求
[00:13:47.000 --> 00:13:50.000]  神必將生命賜給他
[00:13:50.000 --> 00:13:53.000]  第一個會問的問題
[00:13:53.000 --> 00:13:56.000]  如何去分那些罪會不會致死
[00:13:56.000 --> 00:13:59.000]  我們很害怕
[00:13:59.000 --> 00:14:02.000]  首先這不是講肉身的死亡
[00:14:02.000 --> 00:14:05.000]  否則神將生命賜給他
[00:14:05.000 --> 00:14:08.000]  就要他將他從死裡復活
[00:14:08.000 --> 00:14:11.000]  神必將生命賜給他
[00:14:11.000 --> 00:14:14.000]  學者有不同的詮釋
[00:14:14.000 --> 00:14:17.000]  按我的理解
[00:14:17.000 --> 00:14:20.000]  代徒的力量能夠將犯罪的弟兄挽回過來
[00:14:20.000 --> 00:14:23.000]  重新去回復他與神相交的屬靈生命
[00:14:23.000 --> 00:14:26.000]  這是指屬靈生命的挽回
[00:14:26.000 --> 00:14:29.000]  假如這是指屬靈生命的死亡
[00:14:29.000 --> 00:14:32.000]  那甚麼是會致於死的罪
[00:14:32.000 --> 00:14:35.000]  當然罪在程度上會分大會分小
[00:14:35.000 --> 00:14:38.000]  但很難明確去界定
[00:14:38.000 --> 00:14:41.000]  按大小去分上帝會不會赦免
[00:14:41.000 --> 00:14:44.000]  這是天主教的想法
[00:14:44.000 --> 00:14:47.000]  但我們不能花時間去說
[00:14:47.000 --> 00:14:50.000]  如果我們參考馬太福音所說
[00:14:50.000 --> 00:14:53.000]  凡說干犯仁慈的還可以赦免
[00:14:53.000 --> 00:14:56.000]  但說干犯聖靈的
[00:14:56.000 --> 00:14:59.000]  今世來世也不能赦免
[00:14:59.000 --> 00:15:02.000]  當時是耶穌說的那些
[00:15:02.000 --> 00:15:05.000]  很橫行的法利塞人
[00:15:05.000 --> 00:15:08.000]  他們見證了耶穌滿有神的大能
[00:15:08.000 --> 00:15:11.000]  但說祂是靠鬼王的力量趕鬼
[00:15:11.000 --> 00:15:14.000]  這樣去褻瀆神
[00:15:14.000 --> 00:15:17.000]  怎樣去赦免
[00:15:17.000 --> 00:15:20.000]  如果針對約翰一書的處境
[00:15:20.000 --> 00:15:23.000]  我相信是特別抨擊當時全港謬論的假教師
[00:15:23.000 --> 00:15:26.000]  他們和基督信仰對立
[00:15:26.000 --> 00:15:29.000]  離經背道
[00:15:29.000 --> 00:15:32.000]  所以跟隨他們的人
[00:15:32.000 --> 00:15:35.000]  就是進入一種屬靈生命上的死亡
[00:15:35.000 --> 00:15:38.000]  套用今天的場景
[00:15:38.000 --> 00:15:41.000]  在正統信仰和異端邪說之間
[00:15:41.000 --> 00:15:44.000]  不能妥協要劃清界線
[00:15:44.000 --> 00:15:47.000]  十六次這樣說
[00:15:47.000 --> 00:15:50.000]  有些罪是至於死的罪
[00:15:50.000 --> 00:15:53.000]  我不是說要為這些罪祈求
[00:15:53.000 --> 00:15:56.000]  好像很淪陷似的
[00:15:56.000 --> 00:15:59.000]  作者我想他不是說不可以為他們禱告
[00:15:59.000 --> 00:16:02.000]  不過作者在當時不是特別鼓勵會眾
[00:16:02.000 --> 00:16:05.000]  要這樣做
[00:16:05.000 --> 00:16:08.000]  我們信徒可以為任何人祈求
[00:16:08.000 --> 00:16:11.000]  難道我們身邊有朋友入了乙天
[00:16:11.000 --> 00:16:14.000]  我們不為他求
[00:16:14.000 --> 00:16:17.000]  當然蒙蒙英雲是上帝按他的旨意
[00:16:17.000 --> 00:16:20.000]  我們確實需要很小心處理
[00:16:20.000 --> 00:16:23.000]  作者在十七節作了個補充
[00:16:23.000 --> 00:16:26.000]  一切不義的事都是罪
[00:16:26.000 --> 00:16:29.000]  不要以為這些是小罪
[00:16:29.000 --> 00:16:32.000]  不是犯致死的罪
[00:16:32.000 --> 00:16:35.000]  無傷大雅
[00:16:35.000 --> 00:16:38.000]  同樣要在神面前尋求赦免
[00:16:38.000 --> 00:16:41.000]  這給我們一個很好的提醒
[00:16:41.000 --> 00:16:44.000]  問問大家你在團契
[00:16:44.000 --> 00:16:47.000]  在教會的生活中
[00:16:47.000 --> 00:16:50.000]  會否一起為認罪禱告
[00:16:50.000 --> 00:16:53.000]  我們很多時候都會
[00:16:53.000 --> 00:16:56.000]  為每個人的需要去代求
[00:16:56.000 --> 00:16:59.000]  這是我們常常做的
[00:16:59.000 --> 00:17:02.000]  但相對為了這個群體的聖潔生命去守望
[00:17:02.000 --> 00:17:05.000]  而認罪代求的可能不多
[00:17:05.000 --> 00:17:08.000]  當然我們也很明白認罪代求的時候
[00:17:08.000 --> 00:17:11.000]  我們需要很小心要尊重其他人的私隱
[00:17:11.000 --> 00:17:14.000]  我們目的不是要查毀而是要譴責
[00:17:14.000 --> 00:17:17.000]  是要挽回去建立一個生命
[00:17:17.000 --> 00:17:20.000]  說完禱告的生活
[00:17:20.000 --> 00:17:23.000]  作者用了三個
[00:17:23.000 --> 00:17:26.000]  「我們知道」去帶出了三項
[00:17:26.000 --> 00:17:29.000]  有關基督徒可以很肯定的確句
[00:17:29.000 --> 00:17:32.000]  去建立他們的信心
[00:17:32.000 --> 00:17:35.000]  十八十九節
[00:17:35.000 --> 00:17:38.000]  我們知道凡從神生的必不犯罪
[00:17:38.000 --> 00:17:41.000]  從神生的那一位必保守他
[00:17:41.000 --> 00:17:44.000]  那邪惡者無法加害於他
[00:17:44.000 --> 00:17:47.000]  我們知道我們是屬神的
[00:17:47.000 --> 00:17:50.000]  而全世界都服在那邪惡者的權勢之下
[00:17:50.000 --> 00:17:53.000]  我們看見兩個神形的對立
[00:17:53.000 --> 00:17:56.000]  屬神的
[00:17:56.000 --> 00:17:59.000]  屬邪惡者的
[00:17:59.000 --> 00:18:02.000]  上文其實都有常常看到的
[00:18:02.000 --> 00:18:05.000]  魔鬼的兒女 神的兒女
[00:18:05.000 --> 00:18:08.000]  凡從神生的出現了良辭
[00:18:08.000 --> 00:18:11.000]  十八節的「上」
[00:18:11.000 --> 00:18:14.000]  凡從神生的是眾數
[00:18:14.000 --> 00:18:17.000]  我相信是指信徒
[00:18:17.000 --> 00:18:20.000]  他們的屬靈生命是源出於神
[00:18:20.000 --> 00:18:23.000]  必不犯罪 我們必不犯罪
[00:18:23.000 --> 00:18:26.000]  你看回原文是一個現在時代
[00:18:26.000 --> 00:18:29.000]  應該要做continuously 不斷去做
[00:18:29.000 --> 00:18:32.000]  就是說一個真正的基督徒
[00:18:32.000 --> 00:18:35.000]  他們的屬靈生命是源出於神
[00:18:35.000 --> 00:18:38.000]  不會刻意持續不斷去犯罪
[00:18:38.000 --> 00:18:41.000]  去做一些背影神的事
[00:18:41.000 --> 00:18:44.000]  我們安心一點 不會continuously
[00:18:44.000 --> 00:18:47.000]  不停的去刻意做這件事
[00:18:47.000 --> 00:18:50.000]  那怎樣能夠成就呢
[00:18:50.000 --> 00:18:53.000]  不是靠自己 他說從神生的那一位
[00:18:53.000 --> 00:18:56.000]  這個是單數
[00:18:56.000 --> 00:18:59.000]  我相信是指 與父神圓為一的耶穌基督
[00:18:59.000 --> 00:19:02.000]  魔鬼雖然會攻擊信徒
[00:19:02.000 --> 00:19:05.000]  但信徒可以有信心
[00:19:05.000 --> 00:19:08.000]  耶穌基督在保守 讓他們得勝
[00:19:08.000 --> 00:19:11.000]  十九節作者做了一個補充
[00:19:11.000 --> 00:19:14.000]  去提醒信徒
[00:19:14.000 --> 00:19:17.000]  一方面 我們有神的保守
[00:19:17.000 --> 00:19:20.000]  但這個世界現在仍然
[00:19:20.000 --> 00:19:23.000]  在魔鬼的合制下
[00:19:23.000 --> 00:19:26.000]  我們不要輕看屬靈的增戰
[00:19:26.000 --> 00:19:29.000]  信徒仍然處於被罪的捆綁
[00:19:29.000 --> 00:19:32.000]  試探裡面 我們常常會
[00:19:32.000 --> 00:19:35.000]  與罪交戰
[00:19:35.000 --> 00:19:38.000]  在二十節 告訴我們
[00:19:38.000 --> 00:19:41.000]  雖然在兩個對立的勢力交戰裡
[00:19:41.000 --> 00:19:44.000]  我們信徒有盼望
[00:19:44.000 --> 00:19:47.000]  因為我們知道神的兒子
[00:19:47.000 --> 00:19:50.000]  已經來到
[00:19:50.000 --> 00:19:53.000]  作者要再一次去衝擊
[00:19:53.000 --> 00:19:56.000]  要捍衛耶穌基督 神的異性
[00:19:56.000 --> 00:19:59.000]  基督信仰不只是一些
[00:19:59.000 --> 00:20:02.000]  我們關乎抽象的理論
[00:20:02.000 --> 00:20:05.000]  不只是一些我們感性上的安慰
[00:20:05.000 --> 00:20:08.000]  是建基於在歷史上
[00:20:08.000 --> 00:20:11.000]  發生過真真正正的事實
