
[00:00:00.000 --> 00:00:02.820]  我哋人生都總係會做一啲計劃
[00:01:59.520 --> 00:02:01.520]  即佢人生未完嘅
[00:02:01.520 --> 00:02:02.840]  喺佢人生未完嘅時候
[00:02:02.840 --> 00:02:05.720]  佢似乎之前計劃咗嗰啲嘢呢
[00:02:05.720 --> 00:02:06.800]  點呀
[00:02:06.800 --> 00:02:08.120]  大部分都達到
[00:02:08.120 --> 00:02:11.040]  甚至係超標地達到
[00:02:11.040 --> 00:02:14.440]  我諗我哋都好羨慕呢種嘅人生
[00:02:14.440 --> 00:02:16.880]  計劃幾十年幾十年幾十年
[00:02:16.880 --> 00:02:18.080]  全部都達到
[00:02:18.080 --> 00:02:20.240]  理想達到哂真係太開心
[00:02:20.240 --> 00:02:21.800]  佢應該可以提早退休
[00:02:21.800 --> 00:02:24.560]  將所有嘅計劃提前
[00:02:24.560 --> 00:02:25.080]  但佢冇
[00:02:25.080 --> 00:02:27.600]  我哋唔知佢未來係點
[00:02:27.600 --> 00:02:30.880]  咁輝煌嘅成就
[00:02:30.880 --> 00:02:33.600]  咁早可以達成佢人生嘅理想
[00:02:33.600 --> 00:02:35.240]  令人好羨慕
[00:02:35.240 --> 00:02:37.040]  今日你同埋我
[00:02:37.040 --> 00:02:39.480]  唔知有啲乜嘢人生計劃嘅呢
[00:02:39.480 --> 00:02:41.920]  我相信大部分人都會為自己
[00:02:41.920 --> 00:02:43.160]  或者為家人呢
[00:02:43.160 --> 00:02:44.480]  嚟到寫上一啲
[00:02:44.480 --> 00:02:46.480]  我哋叫做人生嘅計劃
[00:02:46.480 --> 00:02:48.320]  有啲就由小朋友
[00:02:48.320 --> 00:02:50.320]  幼稚園開始升學就業
[00:02:50.320 --> 00:02:51.200]  讀邊間幼稚園
[00:02:51.200 --> 00:02:51.880]  讀邊間小學
[00:02:51.880 --> 00:02:52.960]  讀邊間中學
[00:02:52.960 --> 00:02:54.080]  將來喺香港讀
[00:02:54.080 --> 00:02:55.360]  定係喺外國讀
[00:02:55.360 --> 00:02:57.520]  讀完之後究竟佢要做啲乜嘢呢
[00:02:57.520 --> 00:03:00.640]  我哋都會為兒女做呢個嘅打算
[00:03:00.640 --> 00:03:02.320]  當兒女自己長大嘅時候
[00:03:02.320 --> 00:03:03.400]  佢自己打算
[00:03:03.400 --> 00:03:04.760]  我幾時結婚好呢
[00:03:04.760 --> 00:03:06.040]  幾時生仔好呢
[00:03:06.040 --> 00:03:07.800]  或者你幾時買樓
[00:03:07.800 --> 00:03:10.520]  投資買唔買得起嘅呢
[00:03:10.520 --> 00:03:12.120]  以為好平買得起
[00:03:12.120 --> 00:03:13.000]  好似大澳咁
[00:03:13.000 --> 00:03:15.280]  原來個管理費咁貴㗎喎
[00:03:15.280 --> 00:03:17.000]  都係肅沙啦
[00:03:17.000 --> 00:03:19.880]  我哋會為人生做呢啲嘅計劃
[00:03:19.880 --> 00:03:21.120]  跟住諗吓
[00:03:21.120 --> 00:03:22.520]  退休呀
[00:03:22.520 --> 00:03:23.520]  移民呀
[00:03:23.520 --> 00:03:25.880]  喺香港過中老嘅日子好呀
[00:03:25.880 --> 00:03:27.560]  點解去第二度呢
[00:03:27.560 --> 00:03:29.640]  去第二度又好似連根拔起
[00:03:29.640 --> 00:03:31.880]  喺香港又好似太大嘅壓迫咁
[00:03:31.880 --> 00:03:33.800]  太大嘅壓力咁
[00:03:33.800 --> 00:03:36.960]  我哋要為人生做呢啲嘅計劃
[00:03:36.960 --> 00:03:38.320]  我哋真係要睇吓呢
[00:03:38.320 --> 00:03:41.200]  周圍究竟有幾多人好似
[00:03:41.200 --> 00:03:43.480]  呢個嘅孫靜怡一樣
[00:03:43.480 --> 00:03:44.880]  如自己所計劃嘅
[00:03:44.880 --> 00:03:46.560]  或者比自己所計劃嘅
[00:03:46.560 --> 00:03:51.560]  係更早達成目標同埋理想
[00:03:51.560 --> 00:03:53.680]  近期呢多次客機嘅意外
[00:03:53.680 --> 00:03:56.360]  越睇越多我哋好怕
[00:03:56.360 --> 00:04:00.920]  喺之前嘅馬航失蹤嘅事件
[00:04:00.920 --> 00:04:06.200]  最近又有馬航嘅航機被擊落
[00:04:06.200 --> 00:04:08.760]  台灣復興客機墜毀
[00:04:08.760 --> 00:04:11.480]  阿爾及尼亞客機失落
[00:04:11.480 --> 00:04:13.880]  即係失蹤咗失去聯絡
[00:04:13.880 --> 00:04:17.440]  之後就話應該係都係墜落咗啦咁
[00:04:17.440 --> 00:04:19.040]  又似乎呢話畀我哋聽吓
[00:04:19.040 --> 00:04:20.880]  一而再再而三
[00:04:20.880 --> 00:04:26.960]  原來人嘅命運往往喺我哋計劃之外
[00:04:26.960 --> 00:04:30.800]  根本冇人能夠完全去掌握
[00:04:30.800 --> 00:04:33.520]  或者叫做控制自己嘅人生
[00:04:33.520 --> 00:04:34.840]  可能呢好多人係點呀
[00:04:34.840 --> 00:04:35.880]  我計劃咗㗎
[00:04:35.880 --> 00:04:36.880]  我計劃咗呢
[00:04:36.880 --> 00:04:38.040]  二十年後我點㗎
[00:04:38.040 --> 00:04:39.240]  三十年後我點㗎
[00:04:39.240 --> 00:04:42.200]  四十年後我點㗎
[00:04:42.200 --> 00:04:46.120]  但原來都唔到自己所諗
[00:04:46.120 --> 00:04:50.400]  既然係咁我哋嘅人生係咪好灰暗嘅呢
[00:04:50.400 --> 00:04:52.200]  係咪好無奈嘅呢
[00:04:52.200 --> 00:04:53.600]  乜嘢都唔到我計劃過
[00:04:53.600 --> 00:04:57.080]  有好多嘅人原本就諗住計劃退休之後
[00:04:57.080 --> 00:04:59.920]  好好享下兒女福兒孫福
[00:04:59.920 --> 00:05:03.080]  但係一退休病痛就出嚟
[00:05:03.080 --> 00:05:06.560]  嗰啲重病就走出嚟
[00:05:06.560 --> 00:05:09.800]  弟兄姊妹聖經話畀我哋聽
[00:05:09.800 --> 00:05:13.480]  雖然我哋唔能夠控制或者掌握
[00:05:13.480 --> 00:05:16.840]  我哋嘅人生或者我哋所計劃
[00:05:16.840 --> 00:05:19.240]  但我哋唔係無奈
[00:05:19.240 --> 00:05:21.080]  我哋唔係灰暗
[00:05:21.080 --> 00:05:23.080]  今日同大家讀嘅一節嘅聖經
[00:05:23.080 --> 00:05:25.680]  記載喺《針研》第十六章第九節
[00:05:25.680 --> 00:05:27.480]  我哋一齊重讀呢節嘅經文
[00:05:27.480 --> 00:05:29.080]  一二三
[00:05:29.080 --> 00:05:31.760]  「人心籌算自己嘅道路
[00:05:31.760 --> 00:05:35.000]  為耶和華指引他的腳步」
[00:05:35.000 --> 00:05:37.280]  喺呢度作者嘅意思係要我哋明白
[00:05:37.280 --> 00:05:40.960]  雖然我哋無辦法控制自己嘅人生
[00:05:40.960 --> 00:05:43.920]  但係嗰位掌管萬有嘅主
[00:05:43.920 --> 00:05:45.480]  佢仍然係好樂意嘅
[00:05:45.480 --> 00:05:46.800]  嚟對建立我哋所做嘅
[00:05:46.800 --> 00:05:49.960]  以至我哋人生其實我哋唔受虧損
[00:05:49.960 --> 00:05:52.920]  無錯我哋無辦法控制我哋嘅人生
[00:05:52.920 --> 00:05:55.280]  但係掌管萬有嘅主
[00:05:55.280 --> 00:05:58.040]  佢仍然係好樂意嘅嚟對指引我哋
[00:05:58.040 --> 00:05:59.240]  我哋兩個重點
[00:05:59.240 --> 00:06:02.920]  好想同丙姐妹同埋今日嚟嘅新朋友分享
[00:06:02.920 --> 00:06:04.600]  第一原來
[00:06:04.600 --> 00:06:08.120]  人仍然係有責任好好計劃自己嘅人生
[00:06:08.120 --> 00:06:10.240]  雖然我哋講到我哋所計劃嘅
[00:06:10.240 --> 00:06:12.920]  都係唔係我哋所控制
[00:06:12.920 --> 00:06:13.960]  好似榮峰
[00:06:13.960 --> 00:06:17.040]  佢諗住自己讀數將來教書
[00:06:17.040 --> 00:06:18.320]  但係原來有轉變
[00:06:18.320 --> 00:06:20.800]  諗住自己去IT嘅行業
[00:06:20.800 --> 00:06:23.360]  跟住原來可以係從商
[00:06:23.360 --> 00:06:25.600]  諗住自己嗰度可能做一世
[00:06:25.600 --> 00:06:27.040]  原來有去到教會
[00:06:27.040 --> 00:06:28.880]  教會都諗住做幹事
[00:06:28.880 --> 00:06:31.160]  原來可以變工種
[00:06:31.160 --> 00:06:33.440]  做傳達人
[00:06:33.440 --> 00:06:34.520]  計劃雖然會變
[00:06:34.520 --> 00:06:38.720]  但我哋仍然係有責任去計劃自己嘅人生
[00:06:38.720 --> 00:06:40.520]  人生就算自己嘅道路
[00:06:40.520 --> 00:06:42.600]  為耶和華指引他的腳步
[00:06:42.600 --> 00:06:44.080]  驟眼睇
[00:06:44.080 --> 00:06:46.200]  我哋會誤以為作者
[00:06:46.200 --> 00:06:50.400]  否定咗人為自己做計劃嘅重要性
[00:06:50.400 --> 00:06:51.520]  即係話
[00:06:51.520 --> 00:06:53.280]  你籌算咩咁
[00:06:53.280 --> 00:06:55.400]  其實係上帝指引咁
[00:06:55.400 --> 00:06:56.600]  籌算係咩意思呢
[00:06:56.600 --> 00:06:57.960]  籌算係思考
[00:06:57.960 --> 00:06:59.600]  係計劃
[00:06:59.600 --> 00:07:00.480]  人生
[00:07:00.480 --> 00:07:02.440]  人即係自己
[00:07:02.440 --> 00:07:04.680]  去計劃自己嘅人生
[00:07:04.680 --> 00:07:06.240]  佢道路係講緊我哋嘅行為
[00:07:06.240 --> 00:07:07.200]  我哋嘅方向
[00:07:07.200 --> 00:07:09.800]  或者就係我哋整個嘅人生
[00:07:09.800 --> 00:07:12.080]  但係上帝佢係指引佢嘅腳步
[00:07:12.080 --> 00:07:13.880]  腳步係講緊佢嘅步伐
[00:07:13.880 --> 00:07:16.360]  佢嘅方向
[00:07:16.360 --> 00:07:17.480]  佢嘅步調
[00:07:17.480 --> 00:07:18.360]  即係佢嘅步伐
[00:07:18.360 --> 00:07:19.360]  佢嘅速度
[00:07:19.360 --> 00:07:21.040]  佢所做嘅嘢
[00:07:21.040 --> 00:07:22.600]  類似嘅觀念
[00:07:22.600 --> 00:07:25.000]  喺《箏賢十六章三十三字》
[00:07:25.000 --> 00:07:26.360]  即係呢一章嘅最後一節
[00:07:26.360 --> 00:07:28.320]  同埋《新約聖經》都有出現
[00:07:28.320 --> 00:07:30.840]  我哋一齊睇《箏賢十六章三十三字》
[00:07:30.840 --> 00:07:32.040]  預備起
[00:07:32.040 --> 00:07:36.560]  「添放在懷裡,定是猶耶和華」
[00:07:36.560 --> 00:07:39.280]  即係以前啲人要搖籤
[00:07:39.280 --> 00:07:41.080]  好似我哋自己就搖
[00:07:41.080 --> 00:07:43.480]  最後係邊個定奪嘅呢?
[00:07:43.480 --> 00:07:44.480]  上帝
[00:07:44.480 --> 00:07:46.760]  《雅各書四章十三至十五節》
[00:07:46.760 --> 00:07:47.400]  我哋一齊讀
[00:07:47.400 --> 00:07:48.560]  1、2、3
[00:07:48.560 --> 00:07:50.760]  「嘿,你們有話說
[00:07:50.760 --> 00:07:54.520]  今天明天,我們要往某城裡去
[00:07:54.520 --> 00:07:57.760]  在那裡住一年,作買賣得利
[00:07:57.760 --> 00:08:01.040]  其實明天如何,你們還不知道
[00:08:01.040 --> 00:08:03.160]  你們的生命是什麼呢?
[00:08:03.160 --> 00:08:05.680]  你們原來是一片雲霧
[00:08:05.680 --> 00:08:08.240]  出現笑時就不見了
[00:08:08.240 --> 00:08:12.800]  你們只當說主願意,我們就可以活著
[00:08:12.800 --> 00:08:16.960]  也可以做這事或做那事」
[00:08:16.960 --> 00:08:20.920]  喺呢度我哋可以再留意嘅係
[00:08:20.920 --> 00:08:23.040]  我哋做計劃
[00:08:23.040 --> 00:08:25.200]  計劃我哋要做嘅
[00:08:25.200 --> 00:08:27.040]  佢冇否定我哋要做計劃嘅
[00:08:27.040 --> 00:08:27.840]  我哋計劃
[00:08:27.840 --> 00:08:29.840]  你明日去嗰度,後日去嗰度
[00:08:29.840 --> 00:08:32.040]  五年後做呢樣,十年後做嗰樣
[00:08:32.040 --> 00:08:34.400]  我哋仍然要做呢種計劃嘅
[00:08:34.400 --> 00:08:38.320]  不過佢嗰個講呢「耶和華指引他的腳步」
[00:08:38.320 --> 00:08:40.040]  指引嘅意思
[00:08:40.040 --> 00:08:41.240]  下一章係講
[00:08:41.240 --> 00:08:43.600]  佢話畀我哋聽「建立」
[00:08:43.600 --> 00:08:46.840]  建立係「預備」同埋「建立」
[00:08:46.840 --> 00:08:48.440]  即係話我哋做計劃啦
[00:08:48.440 --> 00:08:50.760]  原來上帝都為我哋預備嘅喎
[00:08:50.760 --> 00:08:52.520]  我哋做計劃啦,咁點呀?
[00:08:52.520 --> 00:08:54.280]  上帝都建立嘅,係咁
[00:08:54.280 --> 00:08:56.680]  一陣我會再解釋呢部分嘅意思
[00:08:56.680 --> 00:08:57.640]  意思即係話
[00:08:57.640 --> 00:09:00.240]  其實喺我哋人做計劃嘅同時
[00:09:00.240 --> 00:09:03.280]  神自己都做緊嘢嘅
[00:09:03.280 --> 00:09:05.880]  所以人同上帝做嘅呢
[00:09:05.880 --> 00:09:07.600]  係相輔相成嘅
[00:09:07.600 --> 00:09:09.000]  唔係抵觸嘅
[00:09:09.000 --> 00:09:10.240]  唔係相反嘅
[00:09:10.240 --> 00:09:14.920]  哦,既然上帝做呀,咁我就唔使做囉
[00:09:14.920 --> 00:09:16.840]  上帝做佢嗰部分,我哋話
[00:09:16.840 --> 00:09:17.960]  人點呀?
[00:09:17.960 --> 00:09:19.280]  人做我哋嗰部分
[00:09:19.280 --> 00:09:21.160]  人我哋要計劃㗎喎
[00:09:21.160 --> 00:09:22.240]  我哋要計劃咩呀?
[00:09:22.240 --> 00:09:24.160]  係,我哋要計劃
[00:09:24.160 --> 00:09:26.920]  成年人啦,我見我哋大部分都係
[00:09:26.920 --> 00:09:29.440]  你可以計劃咩呀?
[00:09:29.440 --> 00:09:32.800]  你計劃,你點計劃你嘅人生呀?
[00:09:32.800 --> 00:09:34.520]  未結婚嘅計劃
[00:09:34.520 --> 00:09:36.720]  我點樣預備自己結婚呀?
[00:09:36.720 --> 00:09:39.040]  我哋可能好渴想結婚
[00:09:39.040 --> 00:09:41.880]  但係成日話我哋有冇準備好自己結婚嘅呢?
[00:09:41.880 --> 00:09:43.840]  我識唔識得同配偶相處嘅呢?
[00:09:43.840 --> 00:09:45.520]  我係咪識得煮飯呢?
[00:09:45.520 --> 00:09:48.040]  我爸以前成日話要介紹啲男仔比我
[00:09:48.040 --> 00:09:53.080]  我話我做傳達,我唔得閒煮飯㗎喎
[00:09:53.080 --> 00:09:55.440]  我冇時間做家務㗎喎
[00:09:55.440 --> 00:10:00.320]  我禮拜六日最重要嘅時刻都係要喺教會㗎喎
[00:10:00.320 --> 00:10:01.680]  我唔裝鄉㗎喎
[00:10:01.680 --> 00:10:03.880]  我爸都信住呀
[00:10:03.880 --> 00:10:06.120]  佢覺得冇所謂嫁咩人
[00:10:06.120 --> 00:10:09.120]  總之有得嫁就得㗎喇
[00:10:09.120 --> 00:10:11.520]  我適唔適合嫁人嘅呢?
[00:10:11.520 --> 00:10:13.400]  諗下,我真係好驚呀話畀大家聽
[00:10:13.400 --> 00:10:14.560]  雖然我依家仲開放嘅
[00:10:14.560 --> 00:10:16.760]  啲人問牧師你仲嫁唔嫁呀?
[00:10:16.760 --> 00:10:18.160]  適合嘅都會嘅
[00:10:18.160 --> 00:10:20.200]  不過諗下
[00:10:20.200 --> 00:10:21.520]  我真係未必適合㗎喎
[00:10:21.520 --> 00:10:24.400]  我邊有時間呀?
[00:10:24.400 --> 00:10:25.240]  我要計劃㗎喎
[00:10:25.240 --> 00:10:27.520]  如果我真係嘅時候我要計劃
[00:10:27.520 --> 00:10:29.320]  如果我真係要結婚嘅話
[00:10:29.320 --> 00:10:32.400]  我要計劃教會嘅工作量我要減少喎
[00:10:32.400 --> 00:10:36.400]  教會俾唔俾呀?
[00:10:36.400 --> 00:10:37.880]  教會實俾㗎呀
[00:10:37.880 --> 00:10:40.480]  為咗牧師幸福㗎嘛
[00:10:40.480 --> 00:10:43.920]  係因為你要做計劃㗎喎
[00:10:43.920 --> 00:10:45.240]  成年嗰啲弟兄姊妹喇
[00:10:45.240 --> 00:10:47.360]  你啲仔女大喇你要計劃喎
[00:10:47.360 --> 00:10:49.400]  佢哋大喇我哋講空巢喇
[00:10:49.400 --> 00:10:51.360]  你計劃你未來嘅日子
[00:10:51.360 --> 00:10:54.040]  佢哋只會越嚟越遠走高飛㗎咋係咪呀?
[00:10:54.040 --> 00:10:55.480]  陪你嘅係邊個呀?
[00:10:55.480 --> 00:10:57.080]  陪你可能係自己囉
[00:10:57.080 --> 00:10:58.440]  可能係你嘅配偶
[00:10:58.440 --> 00:11:01.000]  有啲可能係配偶都已經離開咗㗎喇
[00:11:01.000 --> 00:11:01.760]  係咩呀?
[00:11:01.760 --> 00:11:02.920]  可能係我哋嘅朋友
[00:11:02.920 --> 00:11:04.160]  係我哋教會弟兄姊妹
[00:11:04.160 --> 00:11:06.800]  我點樣同佢哋建立乜啲嘅關係㗎呢?
[00:11:06.800 --> 00:11:09.640]  到呢我哋再大啲年紀喇我哋要計劃喎
[00:11:09.640 --> 00:11:12.160]  可能我哋唔行得唔走得㗎喎
[00:11:12.160 --> 00:11:13.760]  點算呀?
[00:11:13.760 --> 00:11:15.160]  我哋成日話等嗰啲嘢
[00:11:15.160 --> 00:11:17.320]  等我退休先做啦咁
[00:11:17.320 --> 00:11:20.800]  我哋有冇機會退休都係另一個問題呀?
[00:11:20.800 --> 00:11:22.040]  我哋要計劃
[00:11:22.040 --> 00:11:24.800]  司令九十篇
[00:11:24.800 --> 00:11:26.880]  第十二節
[00:11:26.880 --> 00:11:30.040]  求你指教我哋怎樣數算自己嘅日子
[00:11:30.040 --> 00:11:33.080]  好叫我哋得著智慧嘅心
[00:11:33.080 --> 00:11:33.840]  係呀
[00:11:33.840 --> 00:11:34.760]  我哋真係要
[00:11:34.760 --> 00:11:35.720]  嗰種計劃係咩?
[00:11:35.720 --> 00:11:38.200]  我哋要識得數算自己嘅日子
[00:11:38.200 --> 00:11:40.800]  數算自己嘅日子
[00:11:40.800 --> 00:11:41.680]  即係計下
[00:11:41.680 --> 00:11:43.840]  其實我仲有幾多年命嘅呢?
[00:11:43.840 --> 00:11:45.000]  儘管諗
[00:11:45.000 --> 00:11:46.640]  雖然冇人保證係咪?
[00:11:46.640 --> 00:11:49.040]  我諗住自己仲有三十年命咁
[00:11:49.040 --> 00:11:51.560]  邊個話㗎?
[00:11:51.560 --> 00:11:53.040]  一個交通事故
[00:11:53.040 --> 00:11:54.480]  一場病
[00:11:54.480 --> 00:11:55.920]  就可以呢
[00:11:55.920 --> 00:11:57.840]  結束我哋嘅生命
[00:11:57.840 --> 00:11:58.760]  唔知㗎
[00:11:58.760 --> 00:12:00.320]  但我哋都仍然有咁樣計劃
[00:12:00.320 --> 00:12:01.480]  佢呢度係話咩?
[00:12:01.480 --> 00:12:04.000]  叫我哋得著智慧嘅心
[00:12:04.000 --> 00:12:04.600]  即係話呢
[00:12:04.600 --> 00:12:05.720]  當我哋計算嘅時候
[00:12:05.720 --> 00:12:07.440]  我哋就有智慧去活啦
[00:12:07.440 --> 00:12:09.160]  呢度嘅智慧係講咩呀?
[00:12:09.160 --> 00:12:11.360]  如果呢近期你有返成人崇拜
[00:12:11.360 --> 00:12:12.200]  聽我講真言
[00:12:12.200 --> 00:12:13.080]  智慧係咩呢?
[00:12:13.080 --> 00:12:14.280]  以仁義
[00:12:14.280 --> 00:12:14.960]  公平
[00:12:14.960 --> 00:12:17.200]  正直嘅原則嚟對做決定
[00:12:17.200 --> 00:12:19.120]  即係話我計劃我嘅人生係點呢?
[00:12:19.120 --> 00:12:20.360]  我所做嘅
[00:12:20.360 --> 00:12:22.520]  我要係仍然持守嗰種
[00:12:22.520 --> 00:12:23.840]  我係咪持守仁義
[00:12:23.840 --> 00:12:26.200]  我係咪持守公平 我係咪持守正直
[00:12:26.200 --> 00:12:27.160]  如果係嘅時候
[00:12:27.160 --> 00:12:27.960]  咁就得㗎啦
[00:12:27.960 --> 00:12:30.400]  即係我哋無論做乜嘢
[00:12:30.400 --> 00:12:32.000]  我哋叫做行得正
[00:12:32.000 --> 00:12:33.320]  企得正
[00:12:33.320 --> 00:12:34.920]  就心安理得囉
[00:12:34.920 --> 00:12:36.240]  不過呢個行得正企得正
[00:12:36.240 --> 00:12:38.000]  當然係上帝定義㗎啦
[00:12:38.000 --> 00:12:38.560]  仲有
[00:12:38.560 --> 00:12:40.760]  以下所說五章十六至十七節
[00:12:40.760 --> 00:12:41.560]  你係咁樣同我哋講
[00:12:41.560 --> 00:12:42.880]  要愛惜光陰
[00:12:42.880 --> 00:12:45.200]  因為現今嘅世代邪惡
[00:12:45.200 --> 00:12:46.440]  不要做糊塗人
[00:12:46.440 --> 00:12:48.440]  要明白主嘅旨意如何
[00:12:48.440 --> 00:12:51.880]  愛惜光陰意思係把握時機呀
[00:12:51.880 --> 00:12:54.080]  我哋要把握時機
[00:12:54.080 --> 00:12:56.160]  我哋成日諗之後先啦
[00:12:56.160 --> 00:12:57.320]  第二日先啦
[00:12:57.320 --> 00:13:00.040]  第二日先啦
[00:13:00.040 --> 00:13:01.280]  把握時機
[00:13:01.280 --> 00:13:03.280]  趁今天仲有機會
[00:13:03.280 --> 00:13:04.880]  我就做啦
[00:13:04.880 --> 00:13:07.560]  趁今天仲有機會我就做
[00:13:07.560 --> 00:13:09.960]  所以呢我哋要計劃
[00:13:09.960 --> 00:13:11.680]  計劃
[00:13:11.680 --> 00:13:12.600]  家庭嘅計劃
[00:13:12.600 --> 00:13:13.760]  我侍奉嘅計劃
[00:13:13.760 --> 00:13:15.880]  我工作嘅計劃
[00:13:15.880 --> 00:13:18.080]  唔係話上帝既然佢會做嘢
[00:13:18.080 --> 00:13:19.280]  我就唔使做
[00:13:19.280 --> 00:13:20.120]  上帝做
[00:13:20.120 --> 00:13:21.760]  不過我哋都做
[00:13:21.760 --> 00:13:23.680]  永豐佢反思呀
[00:13:23.680 --> 00:13:25.280]  佢自己喺世上末著嘅日子
[00:13:25.280 --> 00:13:27.640]  既然可以為公司打工
[00:13:27.640 --> 00:13:29.080]  幫老闆賺錢
[00:13:29.080 --> 00:13:31.960]  佢話點解唔用自己嘅專業
[00:13:31.960 --> 00:13:33.720]  嚟對服侍教會呢
[00:13:33.720 --> 00:13:34.560]  係呀
[00:13:34.560 --> 00:13:35.280]  呢個係佢嘅計劃
[00:13:35.280 --> 00:13:36.320]  呢個係佢轉變
[00:13:36.320 --> 00:13:37.680]  我哋都可以諗
[00:13:37.680 --> 00:13:40.800]  既然我可以行街睇戲食飯
[00:13:40.800 --> 00:13:42.360]  冇錯㗎呢啲嘢係咪呀
[00:13:42.360 --> 00:13:43.480]  佢繼續為公司打工
[00:13:43.480 --> 00:13:44.960]  佢都講冇錯㗎我哋
[00:13:44.960 --> 00:13:46.480]  人都要打工㗎啦
[00:13:46.480 --> 00:13:47.480]  但係我諗下
[00:13:47.480 --> 00:13:49.480]  我可唔可以用我嘅人生
[00:13:49.480 --> 00:13:51.640]  做我再想做嘅嘢呢
[00:13:51.640 --> 00:13:53.840]  或者你對更多嘅人
[00:13:53.840 --> 00:13:54.960]  係有意義
[00:13:54.960 --> 00:13:56.800]  有更多嘅價值㗎呢
[00:13:56.800 --> 00:13:57.400]  你可以喎
[00:13:57.400 --> 00:13:59.600]  所以呢教會成立名中心之後
[00:13:59.600 --> 00:14:00.720]  好多嘅弟兄姊妹
[00:14:00.720 --> 00:14:02.640]  係真係走嚟做義工嘅
[00:14:02.640 --> 00:14:03.560]  佢計劃佢嘅人生
[00:14:03.560 --> 00:14:04.920]  係可以點樣嚟到去
[00:14:04.920 --> 00:14:06.680]  成為別人嘅幫助
[00:14:06.680 --> 00:14:10.080]  你會唔會咁樣計劃呢
[00:14:10.080 --> 00:14:11.160]  第二點
[00:14:11.160 --> 00:14:11.960]  當佢話我哋呢
[00:14:11.960 --> 00:14:14.120]  都做呢啲嘅計劃嘅時候
[00:14:14.120 --> 00:14:15.120]  咁點呢
[00:14:15.120 --> 00:14:16.280]  又唔係我哋掌握喎
[00:14:16.280 --> 00:14:17.440]  唔係我哋控制喎
