
[00:00:00.000 --> 00:00:04.080]  頂指每月主內蒙恩 聖誕快樂
[00:01:26.440 --> 00:01:29.080]  當然很快主教學老師就會教了
[00:01:29.080 --> 00:01:33.240]  以馬奈里 即是神與人同在的意思
[00:01:33.240 --> 00:01:36.000]  從此你就會記得了
[00:01:36.000 --> 00:01:40.040]  以馬奈里 是神與人同在
[00:01:40.040 --> 00:01:41.920]  馬達光第一章說了
[00:01:41.920 --> 00:01:45.400]  耶穌自己就是以馬奈里
[00:01:45.400 --> 00:01:47.040]  神從很久以前
[00:01:47.040 --> 00:01:49.800]  祂一直說一個救恩的計劃
[00:01:49.800 --> 00:01:51.640]  來到耶穌出世的一刻
[00:01:51.640 --> 00:01:53.920]  就進入了一個新的階段
[00:01:53.920 --> 00:01:57.120]  這個階段就是以馬奈里
[00:01:57.120 --> 00:01:59.040]  神與人同在
[00:01:59.040 --> 00:02:01.760]  而耶穌就是神與人同在
[00:02:01.760 --> 00:02:03.400]  那會怎樣呢?
[00:02:03.400 --> 00:02:06.840]  馬達光第二章一開始就告訴你
[00:02:06.840 --> 00:02:09.200]  今天我們看的經文就是這裡
[00:02:09.200 --> 00:02:11.160]  鏡頭一拍
[00:02:11.160 --> 00:02:16.560]  就拍攝了幾個博士和一顆星
[00:02:16.560 --> 00:02:21.080]  博士找主耶穌的故事你都很熟悉了
[00:02:21.080 --> 00:02:24.080]  這段經文在這個聖誕主日
[00:02:24.080 --> 00:02:26.760]  其實讓我們再進一步去認識
[00:02:26.760 --> 00:02:28.880]  神與人同在
[00:02:28.880 --> 00:02:35.400]  神與人同在又可以經歷到一些怎樣的事情?
[00:02:35.400 --> 00:02:37.760]  我請大家看第二章的第一節
[00:02:37.760 --> 00:02:39.480]  第二節
[00:02:39.480 --> 00:02:42.280]  那裡說「希臘王執政的時候
[00:02:42.280 --> 00:02:44.840]  耶穌生在猶太的伯利肯
[00:02:44.840 --> 00:02:46.640]  那時有幾個星象家
[00:02:46.640 --> 00:02:48.880]  從東方來到耶路撒冷說
[00:02:48.880 --> 00:02:52.520]  那生下來作猶太人的王的在那裡
[00:02:52.520 --> 00:02:55.080]  我們看見他的星出現
[00:02:55.080 --> 00:02:58.680]  特來朝拜他」
[00:02:58.680 --> 00:03:01.080]  我們比較熟悉的叫法就是叫
[00:03:01.080 --> 00:03:04.600]  東方三博士的那幾個星象學家
[00:03:04.600 --> 00:03:07.960]  這些是古代的天文學家或者術士
[00:03:07.960 --> 00:03:12.720]  他們一生的工作就是對著滿天的星星
[00:03:12.720 --> 00:03:18.000]  自然就會周圍收集有關星星的資訊
[00:03:18.000 --> 00:03:20.640]  在耶穌出生的那一晚
[00:03:20.640 --> 00:03:29.920]  竟然讓他們看到一個前所未有的天文現象
[00:03:29.920 --> 00:03:32.080]  有一顆非常特別的星
[00:03:32.080 --> 00:03:34.640]  根據他們古老的傳說
[00:03:34.640 --> 00:03:38.320]  就是說將來會有一位猶太人的王者
[00:03:38.320 --> 00:03:40.040]  會出生的
[00:03:40.040 --> 00:03:46.960]  這個王者的出現是會有一顆星去代表他的
[00:03:46.960 --> 00:03:48.880]  你有沒有試過喜歡一些東西
[00:03:48.880 --> 00:03:52.720]  喜歡得特意去看看?
[00:03:52.720 --> 00:03:54.480]  好像那三博士那樣
[00:03:54.480 --> 00:03:57.520]  例如你很喜歡看球賽
[00:03:57.520 --> 00:04:00.160]  一直追看、一直有收看
[00:04:00.160 --> 00:04:02.760]  甚至某某球隊的球迷
[00:04:02.760 --> 00:04:03.560]  不單止這樣
[00:04:03.560 --> 00:04:05.920]  你背了所有球員的名字
[00:04:05.920 --> 00:04:09.280]  連領隊教練的名字你都知道、都認識
[00:04:09.280 --> 00:04:12.240]  大字球會的球員的轉會歷史
[00:04:12.240 --> 00:04:16.880]  小字哪個球員他傻傻滾你都知道的
[00:04:16.880 --> 00:04:19.880]  如果有一場十年難得一見的比賽
[00:04:19.880 --> 00:04:23.760]  甚麼號稱最強的魔鬼隊
[00:04:23.760 --> 00:04:25.720]  對星光恩若的銀河艦隊
[00:04:25.720 --> 00:04:27.800]  要在歐洲的決戰
[00:04:27.800 --> 00:04:30.720]  很可能你這個球迷會幻想過
[00:04:30.720 --> 00:04:31.400]  如果可以的話
[00:04:31.400 --> 00:04:36.440]  你都千里迢迢飛去歐洲看這場的決賽
[00:04:36.440 --> 00:04:38.120]  你還要四圍撲飛
[00:04:38.120 --> 00:04:39.440]  四圍去搜尋
[00:04:39.440 --> 00:04:41.080]  上網站去問人
[00:04:41.080 --> 00:04:43.000]  那決賽的飛在哪裏?
[00:04:43.000 --> 00:04:45.400]  我在網上看到球隊的新聞
[00:04:45.400 --> 00:04:49.400]  特來看這球賽
[00:04:49.400 --> 00:04:52.680]  博士或者星象家這些外邦人
[00:04:52.680 --> 00:04:54.720]  他竟然千里迢迢
[00:04:54.720 --> 00:04:57.640]  由老遠的地方來到耶路撒冷
[00:04:57.640 --> 00:05:00.000]  去找這個猶太人的王
[00:05:00.000 --> 00:05:03.400]  要朝拜他、要見他一面
[00:05:03.400 --> 00:05:05.520]  路程很遠,你知不知道?
[00:05:05.520 --> 00:05:09.000]  由他們所在的地方估計是波斯灣
[00:05:09.000 --> 00:05:10.600]  甚至是古印度
[00:05:10.600 --> 00:05:13.480]  要走走走走到耶路撒冷
[00:05:13.480 --> 00:05:16.240]  沒有一年,都半載了
[00:05:16.240 --> 00:05:21.960]  所以顆星應該在很久以前已經不見了
[00:05:21.960 --> 00:05:24.720]  他們按照猶太人的傳說
[00:05:24.720 --> 00:05:27.520]  知道這顆星出現的方位
[00:05:27.520 --> 00:05:32.360]  他們就大概猜到是耶路撒冷這個地方
[00:05:32.360 --> 00:05:33.880]  他們去到耶路撒冷城
[00:05:33.880 --> 00:05:37.040]  來到了,他們就到處問人
[00:05:37.040 --> 00:05:38.160]  在哪裏?在哪裏?
[00:05:38.160 --> 00:05:42.520]  結果就被當時在位的希律王召見
[00:05:42.520 --> 00:05:45.760]  還談了很久
[00:05:45.760 --> 00:05:47.760]  第七、第八節這樣說
[00:05:47.760 --> 00:05:52.680]  希律王講了一些線索給星象學家聽
[00:05:52.680 --> 00:05:55.800]  你們要找那個王者的弟弟
[00:05:55.800 --> 00:05:59.400]  他可能是在伯利恆
[00:05:59.400 --> 00:06:01.760]  但這個都未是最大的發展
[00:06:01.760 --> 00:06:05.120]  你看完二章的九到十一節
[00:06:05.120 --> 00:06:07.280]  那裡說:他們聽命去了
[00:06:07.280 --> 00:06:09.680]  他們在東方看見的那顆星
[00:06:09.680 --> 00:06:11.520]  忽然在他們前頭
[00:06:11.520 --> 00:06:13.880]  領他們到那小孩所在的地方
[00:06:13.880 --> 00:06:16.480]  就在上頭停住了
[00:06:16.480 --> 00:06:20.120]  他們看見那顆星歡喜極了
[00:06:20.120 --> 00:06:21.720]  經文最大的突破就是
[00:06:21.720 --> 00:06:27.680]  原本消失的星星竟然再次出現
[00:06:27.680 --> 00:06:33.640]  那顆星會一直在他們頭頂的夜空上移動
[00:06:33.640 --> 00:06:35.800]  從耶路撒冷走向伯利恆
[00:06:35.800 --> 00:06:37.960]  即是小孩子耶穌暫住的地方
[00:06:37.960 --> 00:06:39.520]  你開始明白為何經文而言
[00:06:39.520 --> 00:06:42.280]  他們看見那顆星是歡喜極了
[00:06:42.280 --> 00:06:43.200]  英文這樣翻譯
[00:06:43.200 --> 00:06:46.880]  Rejoice exceedingly with great joy
[00:06:46.880 --> 00:06:49.200]  非常極度喜樂
[00:06:49.200 --> 00:06:52.480]  這種是前所未有的快樂
[00:06:52.480 --> 00:06:55.640]  我曾經看過一個日本人烹飪的節目
[00:06:55.640 --> 00:07:00.160]  主持人要煮一道用蠔油煮的菜式
[00:07:00.160 --> 00:07:04.520]  他們知道香港有一家老店賣的蠔油非常好吃
[00:07:04.520 --> 00:07:07.560]  但這些蠔油只是供應給酒樓
[00:07:07.560 --> 00:07:10.160]  於是他們竟然飛來香港
[00:07:10.160 --> 00:07:12.760]  下飛機之後立刻去西環
[00:07:12.760 --> 00:07:16.320]  拿著那支蠔油的名字
[00:07:16.320 --> 00:07:17.640]  到處去問人
[00:07:17.640 --> 00:07:18.880]  知不知道在哪裡找到?
[00:07:18.880 --> 00:07:20.800]  知不知道在哪裡找到呢?
[00:07:20.800 --> 00:07:22.560]  結果找到了
[00:07:22.560 --> 00:07:25.640]  開心到不得了
[00:07:25.640 --> 00:07:27.560]  星星會郁
[00:07:27.560 --> 00:07:31.800]  帶領博士去找到
[00:07:31.800 --> 00:07:33.960]  非常開心
[00:07:33.960 --> 00:07:36.600]  但星星會郁其實不足為奇
[00:07:36.600 --> 00:07:39.200]  用我們今天的天文學是不難理解的
[00:07:39.200 --> 00:07:41.640]  四季的夜空看見星星都應該不同
[00:07:41.640 --> 00:07:43.040]  因為夏天看見甚麼座
[00:07:43.040 --> 00:07:44.760]  冬天又看不見
[00:07:44.760 --> 00:07:45.800]  為甚麼?
[00:07:45.800 --> 00:07:48.920]  因為地球是會環繞著太陽轉動的
[00:07:48.920 --> 00:07:52.720]  不同時節、自然、天空見的星體都有分別
[00:07:52.720 --> 00:07:54.440]  當這顆星出現的時候
[00:07:54.440 --> 00:07:55.840]  你便說是季節
[00:07:55.840 --> 00:07:59.560]  或者地球剛好轉回一年前的方位
[00:07:59.560 --> 00:08:01.160]  那就沒甚麼特別了
[00:08:01.160 --> 00:08:03.080]  不過很特別的地方是甚麼?
[00:08:03.080 --> 00:08:04.680]  這顆星是會郁的
[00:08:04.680 --> 00:08:06.520]  基本上我們知道會郁的星星
[00:08:06.520 --> 00:08:08.440]  是在夜空上
[00:08:08.440 --> 00:08:10.920]  在你那一晚會郁的星星
[00:08:10.920 --> 00:08:12.920]  除了流星和彗星之外
[00:08:12.920 --> 00:08:16.200]  都可以因為地球自轉
[00:08:16.200 --> 00:08:22.360]  看上去好像是在東面移動到西面
[00:08:22.360 --> 00:08:25.600]  但是伯利恆和耶路撒冷的方位
[00:08:25.600 --> 00:08:26.560]  如果告訴你
[00:08:26.560 --> 00:08:29.080]  你就會知道有多奇怪
[00:08:29.080 --> 00:08:32.160]  伯利恆是位於耶路撒冷的南面
[00:08:32.160 --> 00:08:34.160]  耶路撒冷在北
[00:08:34.160 --> 00:08:35.840]  伯利恆在南
[00:08:35.840 --> 00:08:39.280]  這顆星是由北走向南
[00:08:39.280 --> 00:08:43.760]  不是由東走向西
[00:08:43.760 --> 00:08:48.400]  即是說是絕無僅有的
[00:08:48.400 --> 00:08:51.840]  你說仍然可以是流星的
[00:08:51.840 --> 00:08:55.520]  但是流星一瞬即逝
[00:08:55.520 --> 00:08:57.400]  不會的
[00:08:57.400 --> 00:08:59.400]  彗星會郁
[00:08:59.400 --> 00:09:01.200]  但是不會停下
[00:09:01.200 --> 00:09:02.120]  即是代表甚麼?
[00:09:02.120 --> 00:09:05.400]  這確實是一個超自然的神跡
[00:09:05.400 --> 00:09:08.560]  是萬物的神在掌管
[00:09:08.560 --> 00:09:10.600]  創造宇宙萬物的神在掌管
[00:09:10.600 --> 00:09:12.840]  在引領
[00:09:12.840 --> 00:09:16.960]  神可以用一切創造物來引導
[00:09:16.960 --> 00:09:20.200]  這班遠道而來真心想找耶穌
[00:09:20.200 --> 00:09:24.160]  遠道而來真心想朝見耶穌的人
[00:09:24.160 --> 00:09:27.880]  讓他們可以找到這位傳說中的王者
[00:09:27.880 --> 00:09:30.080]  其實經文更加讓我們看到
[00:09:30.080 --> 00:09:32.920]  彗星重新出現並且引路
[00:09:32.920 --> 00:09:35.520]  就是神與人同在的明證
[00:09:35.520 --> 00:09:39.440]  「神與人同在,以馬來尼」
[00:09:39.440 --> 00:09:41.880]  正如當年神以雲柱和火柱
[00:09:41.880 --> 00:09:46.640]  引領以色列人走過四十年間的曠野路一樣
[00:09:46.640 --> 00:09:49.760]  這一次神與人同在
[00:09:49.760 --> 00:09:51.520]  神都以天上的新星
[00:09:51.520 --> 00:09:55.240]  帶領人找到祂自己
[00:09:55.240 --> 00:09:58.880]  一生研究星象的星象學家博士
[00:09:58.880 --> 00:10:00.920]  怎會不欣喜若狂呢?
[00:10:00.920 --> 00:10:02.720]  一個如此獨特的星體
[00:10:02.720 --> 00:10:07.680]  引領他找到他要找的王者
[00:10:07.680 --> 00:10:11.160]  我想起自己的一個經歷
[00:10:11.160 --> 00:10:14.520]  有一天晚上我在教會裡工作
[00:10:14.520 --> 00:10:17.960]  心中突然想起一位弟兄
[00:10:17.960 --> 00:10:20.320]  他為人比較內向
[00:10:20.320 --> 00:10:22.920]  對信仰都算認真的
[00:10:22.920 --> 00:10:24.360]  但他常常告訴我
[00:10:24.360 --> 00:10:25.680]  他很少經歷到神
[00:10:25.680 --> 00:10:28.920]  他甚至不感覺到自己經歷過神
[00:10:28.920 --> 00:10:30.120]  當我打電話給他的時候
[00:10:30.120 --> 00:10:31.760]  電話一打通
[00:10:31.760 --> 00:10:32.800]  聽到我的聲音之後
[00:10:32.800 --> 00:10:36.720]  他好像非常歡迎、非常開心的樣子
[00:10:36.720 --> 00:10:39.480]  後來知道原來他最近受了傷
[00:10:39.480 --> 00:10:42.520]  要餓病在家
[00:10:42.520 --> 00:10:44.000]  而之前幾天的下午
[00:10:44.000 --> 00:10:45.840]  我打電話給他之前幾天的下午
[00:10:45.840 --> 00:10:48.320]  剛好是我放假
[00:10:48.320 --> 00:10:51.640]  他其實是打過電話來教會找我
[00:10:51.640 --> 00:10:53.000]  但找不到
[00:10:53.000 --> 00:10:55.120]  他亦沒有留言
[00:10:55.120 --> 00:10:57.840]  我的電話剛好沒有來電紀錄
[00:10:57.840 --> 00:11:01.960]  根本不知道這位弟兄打過來找我
[00:11:01.960 --> 00:11:03.840]  但那一刻
[00:11:03.840 --> 00:11:09.520]  我想起要打電話給他
[00:11:09.520 --> 00:11:12.720]  我正好就是打電話給他
[00:11:12.720 --> 00:11:15.160]  所以他告訴我他找過我
[00:11:15.160 --> 00:11:16.960]  那一刻我感恩
[00:11:16.960 --> 00:11:22.920]  我認知到是神引領我要去找這位弟兄
[00:11:22.920 --> 00:11:27.760]  亦都讓這位弟兄能夠接觸到他想找的舞者
[00:11:27.760 --> 00:11:29.440]  當人尋找神的時候
[00:11:29.440 --> 00:11:30.920]  在靈明有需要的時候
[00:11:30.920 --> 00:11:33.240]  是可以這樣運作的
[00:11:33.240 --> 00:11:36.320]  我對他說:你想經歷神嗎?
[00:11:36.320 --> 00:11:38.440]  神這次就讓你清楚知道
[00:11:38.440 --> 00:11:40.720]  祂正正在看顧著你
[00:11:40.720 --> 00:11:43.760]  祂聽到你的心聲
[00:11:43.760 --> 00:11:48.280]  祂引導我要打電話給你
[00:11:48.280 --> 00:11:52.960]  祂亦都引導你去經歷上帝祂自己
[00:11:52.960 --> 00:11:54.520]  弟兄很開心
[00:11:54.520 --> 00:11:57.520]  很快樂
[00:11:57.520 --> 00:12:03.840]  丙姐妹 這就是爾曼內尼
[00:12:03.840 --> 00:12:07.920]  神與人同在是令人激起的
[00:12:07.920 --> 00:12:10.640]  我們知道的神
[00:12:10.640 --> 00:12:12.320]  祂能夠明白我們的需要
[00:12:12.320 --> 00:12:14.320]  更加樂意讓我們去找到祂
[00:12:14.320 --> 00:12:17.000]  祂引導人去遇見祂
[00:12:17.000 --> 00:12:20.120]  神的同在使人大有喜樂
[00:12:20.120 --> 00:12:22.400]  爾曼內尼使人激起
[00:12:22.400 --> 00:12:25.320]  因為耶穌會引導尋找祂的人
[00:12:25.320 --> 00:12:27.200]  而聖誕的主角耶穌基督
[00:12:27.200 --> 00:12:28.520]  就是爾曼內尼
[00:12:28.520 --> 00:12:32.000]  祂與你同在
[00:12:32.000 --> 00:12:34.200]  即是神與人同在
[00:12:34.200 --> 00:12:41.200]  神與你同在
[00:12:41.200 --> 00:12:44.800]  說起一些劇集
[00:12:44.800 --> 00:12:48.200]  就想起一些皇室鬥爭戲
[00:12:48.200 --> 00:12:51.400]  這些皇室鬥爭戲一直都大受追捧
[00:12:51.400 --> 00:12:52.520]  不說古裝劇
[00:12:52.520 --> 00:12:54.520]  單說幻想式的網劇
[00:12:54.520 --> 00:12:58.400]  例如你聽過的《Game of Thrones》
[00:12:58.400 --> 00:13:01.200]  亦離不開這些鬥爭的劇情
[00:13:01.200 --> 00:13:06.800]  我也說一個皇室鬥爭的故事給你聽
[00:13:06.800 --> 00:13:08.200]  從前有位將軍
[00:13:08.200 --> 00:13:10.400]  他娶了一個異族的女子
[00:13:10.400 --> 00:13:12.720]  生了四兄弟
[00:13:12.720 --> 00:13:13.920]  其中的一個兒子
[00:13:13.920 --> 00:13:17.000]  我們叫他的名字為混血阿希
[00:13:17.000 --> 00:13:18.120]  他在四兄弟當中
[00:13:18.120 --> 00:13:19.520]  最有軍事的天才
[00:13:19.520 --> 00:13:21.720]  又有領袖的風範
[00:13:21.720 --> 00:13:23.520]  而他們所在的國家
[00:13:23.520 --> 00:13:26.320]  原本由一位皇后去統治
[00:13:26.320 --> 00:13:29.000]  皇后本身自己有兩個兒子
[00:13:29.000 --> 00:13:31.400]  大兒子、大王子
[00:13:31.400 --> 00:13:32.920]  是很平庸的
[00:13:32.920 --> 00:13:35.320]  二王子就非常聰明
[00:13:35.320 --> 00:13:36.800]  皇后臨死之前
[00:13:36.800 --> 00:13:39.720]  他傳位給平庸的大王子
[00:13:39.720 --> 00:13:40.720]  你可想而知
[00:13:40.720 --> 00:13:43.400]  聰明的二王子當然是不服
[00:13:43.400 --> 00:13:44.800]  於是兩個王子
[00:13:44.800 --> 00:13:46.000]  以及他身邊的大臣
[00:13:46.000 --> 00:13:49.800]  就為了這個皇位爭個不停
[00:13:49.800 --> 00:13:51.400]  而混血阿希的父親
[00:13:51.400 --> 00:13:54.600]  即是有份參與鬥爭的將軍
[00:13:54.600 --> 00:13:56.720]  就趁機渾水摸魚
[00:13:56.720 --> 00:13:57.920]  幾經鬥爭之後
[00:13:57.920 --> 00:14:01.520]  名義上那個大王子可以做回國王
[00:14:01.520 --> 00:14:02.520]  但實際上
[00:14:02.520 --> 00:14:05.600]  話事人就變成背後撐他腰的
[00:14:05.600 --> 00:14:09.920]  這位將軍混血阿希的父親
[00:14:09.920 --> 00:14:12.920]  二王子的一黨沒有罷休
[00:14:12.920 --> 00:14:15.800]  他們設計殺死了這個將軍
[00:14:15.800 --> 00:14:18.000]  即是混血阿希的父親死了
[00:14:18.000 --> 00:14:20.720]  然後再將這位大王子趕走
[00:14:20.720 --> 00:14:22.800]  取回皇位
[00:14:22.800 --> 00:14:26.200]  但混血阿希絕對不是野兆
[00:14:26.200 --> 00:14:29.600]  他決心為父報仇
[00:14:29.600 --> 00:14:32.000]  他躲在郊外
[00:14:32.000 --> 00:14:35.400]  然後密謀要再反擊
[00:14:35.400 --> 00:14:40.000]  後來他拉攏到西方的強人王國
[00:14:40.000 --> 00:14:42.600]  借助這個西方強人的軍隊
[00:14:42.600 --> 00:14:45.000]  策劃了一連串的軍事行動
[00:14:45.000 --> 00:14:47.800]  最終成功剷除二王子一黨
[00:14:47.800 --> 00:14:49.800]  為父報仇之餘
[00:14:49.800 --> 00:14:52.400]  他也在這個西方王國的支持下
[00:14:52.400 --> 00:14:54.200]  成為了新的王者
[00:14:54.200 --> 00:14:56.200]  開始了一個新的朝代
[00:14:56.200 --> 00:15:01.400]  一做就做了三十多年的國王
[00:15:01.400 --> 00:15:04.200]  我所說的這個不是虛構的
[00:15:04.200 --> 00:15:06.200]  在這個內鬥不斷的國家
[00:15:06.200 --> 00:15:08.000]  就是猶大了
[00:15:08.000 --> 00:15:09.200]  而混血阿希
[00:15:09.200 --> 00:15:12.000]  即是今日我們經文所讀到的希律
[00:15:12.000 --> 00:15:13.600]  西方強人的王國
[00:15:13.600 --> 00:15:16.000]  即是凱撒的羅馬帝國
[00:15:16.000 --> 00:15:18.200]  在耶穌出生前大約三十多年
[00:15:18.200 --> 00:15:20.200]  希律散奪了前朝
[00:15:20.200 --> 00:15:24.000]  以為混了以東人的血統的一半猶太人
[00:15:24.000 --> 00:15:25.600]  取而代之
[00:15:25.600 --> 00:15:28.800]  也被羅馬的凱撒欽點成為
[00:15:28.800 --> 00:15:31.600]  猶太人的王
[00:15:31.600 --> 00:15:35.000]  來到我們今日經文第二章的第一節
[00:15:35.000 --> 00:15:38.000]  希律已經在位超過三十多年了
[00:15:38.000 --> 00:15:39.600]  所以單憑這一段故事
[00:15:39.600 --> 00:15:41.200]  你多少會感受到
[00:15:41.200 --> 00:15:46.400]  耶穌誕生在一個怎樣的時代
[00:15:46.400 --> 00:15:50.000]  混血阿希他再在經文裡出場
[00:15:50.000 --> 00:15:52.800]  那裡說:希律王聽見了就心裡不安
[00:15:52.800 --> 00:15:55.400]  當博士來他很不安
[00:15:55.400 --> 00:15:59.800]  而傳耶路撒冷的居民也是這樣
[00:15:59.800 --> 00:16:01.200]  神的同在會怎樣呢?
[00:16:01.200 --> 00:16:09.600]  神的同在可以令人安而不安
[00:16:09.600 --> 00:16:10.800]  細思極恐
[00:16:10.800 --> 00:16:14.200]  這些都是近期的網絡潮語
[00:16:14.200 --> 00:16:16.600]  人的不安可以來自過去的陰影
[00:16:16.600 --> 00:16:17.600]  別人的恐懼
[00:16:17.600 --> 00:16:19.400]  可以是想像來的
[00:16:19.400 --> 00:16:21.200]  也可以真的潛在
[00:16:21.200 --> 00:16:23.000]  是有危險的
[00:16:23.000 --> 00:16:24.600]  馬太這裡的不安
[00:16:24.600 --> 00:16:26.600]  英文是Troubled
[00:16:26.600 --> 00:16:30.200]  有沒有什麼現在是令到你不安的?
[00:16:30.200 --> 00:16:32.800]  我相信現在最令人不安的消息
[00:16:32.800 --> 00:16:34.000]  不說遠的
[00:16:34.000 --> 00:16:37.200]  一定是那些看不到的病毒
[00:16:37.200 --> 00:16:38.800]  只要你的大廈有人確診
[00:16:38.800 --> 00:16:41.600]  你就會突然間覺得周圍都很危險
[00:16:41.600 --> 00:16:44.400]  一踏出門口就很危險了
[00:16:44.400 --> 00:16:47.200]  不知道在哪裡有人把病毒藏在門柄
[00:16:47.200 --> 00:16:49.000]  藏在電梯
[00:16:49.000 --> 00:16:51.000]  不知道家裡的廁所會不會成為一個
[00:16:51.000 --> 00:16:53.200]  很潛在的危險的場所
[00:16:53.200 --> 00:16:55.000]  誰知道會不會一開了抽氣扇
[00:16:55.000 --> 00:16:58.600]  就把氣溶膠病毒抽進屋裡
[00:16:58.600 --> 00:17:00.600]  不安
[00:17:00.600 --> 00:17:03.600]  Troubled
[00:17:03.600 --> 00:17:07.600]  同樣這個字在原本的聖經裡
[00:17:07.600 --> 00:17:10.200]  也在其他的經節用過
[00:17:10.200 --> 00:17:13.800]  譬如在《馬達福音》說耶穌走在海上的事情
[00:17:13.800 --> 00:17:16.400]  那裡說門徒見到耶穌在海上這樣走
[00:17:16.400 --> 00:17:17.600]  就Troubled
[00:17:17.600 --> 00:17:19.200]  他們驚慌
[00:17:19.200 --> 00:17:20.200]  中文亦叫驚慌
[00:17:20.200 --> 00:17:24.000]  其實都是原文這個不安或者Trouble的字
[00:17:24.000 --> 00:17:26.600]  而另一次用過的就是《約翰福音》
[00:17:26.600 --> 00:17:28.200]  那裡說到
[00:17:28.200 --> 00:17:30.800]  耶穌在最後晚餐
[00:17:30.800 --> 00:17:32.000]  跟門徒說話的時候
[00:17:32.000 --> 00:17:34.000]  祂說
[00:17:34.000 --> 00:17:36.200]  祂心裡很難過
[00:17:36.200 --> 00:17:38.800]  因為有人要出賣祂
[00:17:38.800 --> 00:17:41.400]  難過Troubled
[00:17:41.400 --> 00:17:44.800]  都是跟今天希律王不安
[00:17:44.800 --> 00:17:45.600]  Troubled
[00:17:45.600 --> 00:17:48.400]  那個字是一樣的
[00:17:48.400 --> 00:17:53.400]  安爾不世思極恐
[00:17:53.400 --> 00:17:56.600]  因著一些有可能發生的事情
[00:17:56.600 --> 00:18:01.200]  他人的心是驚慌、憂愁、被Troubled
[00:18:01.200 --> 00:18:04.600]  希律王為什麼安爾不呢?
[00:18:04.600 --> 00:18:06.800]  你想想有幾個外地人進來耶路撒冷
[00:18:06.800 --> 00:18:09.400]  逢人就問
[00:18:09.400 --> 00:18:14.200]  請問剛出生的猶太人的王在哪裡?
[00:18:14.200 --> 00:18:16.800]  是在皇宮裡面還是其他地方?
[00:18:16.800 --> 00:18:20.600]  我們在東方看到他專屬的新星升起來
[00:18:20.600 --> 00:18:27.000]  特地路遠走了一年半來朝見這位猶太人的王
[00:18:27.000 --> 00:18:30.600]  這個問題對於希律王來說非常難
[00:18:30.600 --> 00:18:31.600]  非常不敬
[00:18:31.600 --> 00:18:33.800]  因為中了一個要害
[00:18:33.800 --> 00:18:37.400]  讓人看見他緊張、很緊張的一件事
[00:18:37.400 --> 00:18:40.800]  他一生所抱緊、握緊的一件事
[00:18:40.800 --> 00:18:42.600]  剛才我說過
[00:18:42.600 --> 00:18:44.800]  希律王這個猶太人的王
[00:18:44.800 --> 00:18:48.400]  他的王位是用錢財、用奸計、用武力
[00:18:48.400 --> 00:18:51.000]  用外交的方式
[00:18:51.000 --> 00:18:53.400]  千辛萬苦搶回來的
[00:18:53.400 --> 00:18:55.800]  而且他在位的那三十多年裡
[00:18:55.800 --> 00:18:59.400]  混血壓氣是用暴力、用鐵腕、用刀劍
[00:18:59.400 --> 00:19:02.600]  才防止到猶太人的叛亂
[00:19:02.600 --> 00:19:06.600]  他阻止到有不喜歡自己的政黨去造反
[00:19:06.600 --> 00:19:11.200]  他甚至殺死懷疑要散他位的妻子
[00:19:11.200 --> 00:19:13.000]  和自己親生的兒子
[00:19:13.000 --> 00:19:15.600]  他都殺殺殺殺
[00:19:15.600 --> 00:19:18.300]  他要務求令到自己
