
[00:00:00.000 --> 00:00:02.500]  這個禮拜和下個禮拜講到的內容
[00:02:23.800 --> 00:02:24.800]  第一
[00:02:24.800 --> 00:02:27.300]  門徒訓練不是一套課程
[00:02:27.300 --> 00:02:28.800]  跟你介紹一下
[00:02:28.800 --> 00:02:32.800]  門徒訓練不是一套課程
[00:02:32.800 --> 00:02:36.300]  人類歷史經歷了19世紀20世紀和21世紀
[00:02:36.300 --> 00:02:39.800]  三個世紀超過300年的洗禮之後
[00:02:39.800 --> 00:02:42.300]  由理性主義的抬頭
[00:02:42.300 --> 00:02:44.800]  一直去到知識的傳遞
[00:02:44.800 --> 00:02:47.800]  然後去到後現代的主義的時候
[00:02:47.800 --> 00:02:50.800]  相對社會的影響等等
[00:02:50.800 --> 00:02:52.800]  很複雜的元素的底下
[00:02:52.800 --> 00:02:55.300]  我慢慢慢慢趨向了一件事情
[00:02:55.300 --> 00:02:58.300]  認爲只要我們上課
[00:02:58.300 --> 00:03:00.300]  知識傳遞之後
[00:03:00.300 --> 00:03:01.800]  我們拿了一張shirt
[00:03:01.800 --> 00:03:04.300]  我們就認識那樣東西
[00:03:04.300 --> 00:03:07.300]  這是一個社會客觀的標準
[00:03:07.300 --> 00:03:09.300]  經過考試合格之後
[00:03:09.300 --> 00:03:11.300]  我就認識了那些東西
[00:03:11.300 --> 00:03:12.300]  但是不要忘記
[00:03:12.300 --> 00:03:14.300]  這件事並不是事實
[00:03:14.300 --> 00:03:17.300]  但是這個奴不可破的觀念就影響了我們
[00:03:17.300 --> 00:03:21.300]  我們以爲門徒訓練就是一套課程
[00:03:21.300 --> 00:03:25.300]  甚至乎我們的贈訊會都曾經有一套課程叫門徒訓練
[00:03:25.300 --> 00:03:27.300]  由一位牧舍所編寫的
[00:03:27.300 --> 00:03:29.300]  我們以爲上完十二堂
[00:03:29.300 --> 00:03:31.300]  我們就知道什麼叫門徒
[00:03:31.300 --> 00:03:33.300]  我們就懂得怎麼做門徒
[00:03:33.300 --> 00:03:37.300]  誰不知門徒訓練是生命影響生命的
[00:03:37.300 --> 00:03:39.300]  跟你教習弟兄講一聲
[00:03:39.300 --> 00:03:41.300]  是生命影響生命的
[00:03:41.300 --> 00:03:45.300]  所以你只是參加我們教會崇拜的時候
[00:03:45.300 --> 00:03:47.300]  你見不到這間教會有什麼特別
[00:03:47.300 --> 00:03:49.300]  你說這間教會是一間小組教會
[00:03:49.300 --> 00:03:51.300]  沒有團契沒有主要學校
[00:03:51.300 --> 00:03:53.300]  雖然有課程但不是主要學校
[00:03:53.300 --> 00:03:56.300]  沒有團契雖然有小組
[00:03:56.300 --> 00:03:58.300]  你覺得好像是名稱上不一樣
[00:03:58.300 --> 00:04:00.300]  崇拜就是多一套股
[00:04:00.300 --> 00:04:04.300]  PowerPoint背景會動就是這麼簡單
[00:04:04.300 --> 00:04:06.300]  但是當你參加小組之後就發覺
[00:04:06.300 --> 00:04:07.300]  也殊不簡單
[00:04:07.300 --> 00:04:10.300]  參加小組的人慢慢地上緊
[00:04:10.300 --> 00:04:12.300]  有些人就是半天吊着命地回來
[00:04:12.300 --> 00:04:14.300]  我想再一次宣佈
[00:04:14.300 --> 00:04:16.300]  但是吊着命回來的小組組員
[00:04:16.300 --> 00:04:20.300]  請你儘快在2016年退組不要再參加
[00:04:20.300 --> 00:04:24.300]  與其吊命的不如死去
[00:04:24.300 --> 00:04:26.300]  對不對
[00:04:26.300 --> 00:04:28.300]  吊着命做什麼呢
[00:04:28.300 --> 00:04:30.300]  我代你的組長說
[00:04:30.300 --> 00:04:32.300]  你組長不說出聲我要說
[00:04:32.300 --> 00:04:34.300]  身爲主任牧師就這麼討人討厭
[00:04:34.300 --> 00:04:38.300]  第一個主任也說你這麼討人討厭
[00:04:38.300 --> 00:04:40.300]  你吊着命的要麼就死去
[00:04:40.300 --> 00:04:42.300]  要麼就活來
[00:04:42.300 --> 00:04:43.300]  只有兩個可能
[00:04:43.300 --> 00:04:45.300]  要麼就全時間投入
[00:04:45.300 --> 00:04:47.300]  要麼就死去就算了
[00:04:47.300 --> 00:04:49.300]  不要再吊着命出席你的小組
[00:04:49.300 --> 00:04:51.300]  爲什麼吊着命出席小組
[00:04:51.300 --> 00:04:52.300]  或者這麼說
[00:04:52.300 --> 00:04:54.300]  爲什麼有些人蔘加小組一段時間會走
[00:04:54.300 --> 00:04:56.300]  因爲期望不一樣
[00:04:56.300 --> 00:04:57.300]  他期望什麼呢
[00:04:57.300 --> 00:04:58.300]  他期望在小組裏面
[00:04:58.300 --> 00:05:01.300]  我們受到這三個世紀的洗禮
[00:05:01.300 --> 00:05:03.300]  我們發覺參加任何的東西
[00:05:03.300 --> 00:05:04.300]  我們希望有些什麼
[00:05:04.300 --> 00:05:06.300]  有些渣拿
[00:05:06.300 --> 00:05:08.300]  什麼是渣拿呢
[00:05:08.300 --> 00:05:10.300]  上堂的時候最好有一疊筆記
[00:05:10.300 --> 00:05:12.300]  那麼厚的就很開心了
[00:05:12.300 --> 00:05:14.300]  拿回去看不看得到一回事
[00:05:14.300 --> 00:05:16.300]  最起碼拿回去占卜也好
[00:05:16.300 --> 00:05:17.300]  划算嘛
[00:05:17.300 --> 00:05:19.300]  底面充滿了字的那些
[00:05:19.300 --> 00:05:20.300]  放在那裏就最好
[00:05:20.300 --> 00:05:22.300]  所以參加任何會議也好
[00:05:22.300 --> 00:05:24.300]  我們就算我們自己舉辦會議
[00:05:24.300 --> 00:05:25.300]  我們參加會議
[00:05:25.300 --> 00:05:26.300]  我們完了之後
[00:05:26.300 --> 00:05:27.300]  最流行就問那個講員
[00:05:27.300 --> 00:05:28.300]  有沒有什麼材料啊
[00:05:28.300 --> 00:05:30.300]  有沒有什麼教材啊
[00:05:30.300 --> 00:05:31.300]  有沒有什麼材料可以拿到的
[00:05:31.300 --> 00:05:32.300]  最重要材料
[00:05:32.300 --> 00:05:33.300]  材料很重要的
[00:05:33.300 --> 00:05:35.300]  英文叫Materials
[00:05:35.300 --> 00:05:36.300]  這些很重要的東西
[00:05:36.300 --> 00:05:37.300]  沒有材料死不了
[00:05:37.300 --> 00:05:38.300]  回去怎麼交代啊
[00:05:38.300 --> 00:05:39.300]  拿一疊東西回來
[00:05:39.300 --> 00:05:40.300]  我上完會議之後
[00:05:40.300 --> 00:05:42.300]  那麼厚的材料
[00:05:42.300 --> 00:05:44.300]  放在那裏
[00:05:44.300 --> 00:05:46.300]  可能十世都不看
[00:05:46.300 --> 00:05:48.300]  這次我搬教會
[00:05:48.300 --> 00:05:49.300]  搬office
[00:05:49.300 --> 00:05:51.300]  我終於將我神後院所有筆記
[00:05:51.300 --> 00:05:54.300]  忍痛扔掉
[00:05:54.300 --> 00:05:55.300]  所有筆記
[00:05:55.300 --> 00:05:57.300]  扔掉
[00:05:57.300 --> 00:05:59.300]  你唯一扔的方法就是
[00:05:59.300 --> 00:06:01.300]  看都不看就扔掉
[00:06:01.300 --> 00:06:03.300]  因爲我發覺原來那兩個抽屜
[00:06:03.300 --> 00:06:06.300]  我在青衣十年都沒開過
[00:06:06.300 --> 00:06:07.300]  既然沒開過
[00:06:07.300 --> 00:06:08.300]  那用來做什麼呢
[00:06:08.300 --> 00:06:10.300]  有時候我就是不捨得
[00:06:10.300 --> 00:06:11.300]  突然之間
[00:06:11.300 --> 00:06:15.300]  不捨得都要扔掉
[00:06:15.300 --> 00:06:17.300]  不捨得不肯扔掉
[00:06:17.300 --> 00:06:19.300]  是一種病態
[00:06:19.300 --> 00:06:20.300]  這種病態
[00:06:20.300 --> 00:06:22.300]  是連生命都是這樣
[00:06:22.300 --> 00:06:23.300]  我們生命有些
[00:06:23.300 --> 00:06:24.300]  我們想改
[00:06:24.300 --> 00:06:25.300]  但是不捨得
[00:06:25.300 --> 00:06:26.300]  不捨得所以不改
[00:06:26.300 --> 00:06:27.300]  是不是
[00:06:27.300 --> 00:06:28.300]  我們需要改
[00:06:28.300 --> 00:06:29.300]  我們
[00:06:29.300 --> 00:06:31.300]  策劃小組有不同的期望
[00:06:31.300 --> 00:06:32.300]  所以有些人很快走
[00:06:32.300 --> 00:06:33.300]  有些人吊着命
[00:06:33.300 --> 00:06:34.300]  爲什麼
[00:06:34.300 --> 00:06:35.300]  策劃小組完了之後
[00:06:35.300 --> 00:06:36.300]  沒有渣男
[00:06:36.300 --> 00:06:37.300]  沒有東西有渣男的
[00:06:37.300 --> 00:06:38.300]  沒東西的
[00:06:38.300 --> 00:06:39.300]  回來玩下游戲
[00:06:39.300 --> 00:06:40.300]  唱下歌
[00:06:40.300 --> 00:06:41.300]  走音
[00:06:41.300 --> 00:06:42.300]  跟着
[00:06:42.300 --> 00:06:43.300]  又不是查經
[00:06:43.300 --> 00:06:45.300]  又不是跟你講原文
[00:06:45.300 --> 00:06:48.300]  又不是很深入的講一段經文
[00:06:48.300 --> 00:06:49.300]  跟着大家做了分享
[00:06:49.300 --> 00:06:50.300]  又分享
[00:06:50.300 --> 00:06:51.300]  跟着騎下土
[00:06:51.300 --> 00:06:52.300]  那就散兵了
[00:06:52.300 --> 00:06:53.300]  哇 什麼來的 恐怖啊
[00:06:53.300 --> 00:06:54.300]  但我想告訴你
[00:06:54.300 --> 00:06:55.300]  今天原文講道
[00:06:55.300 --> 00:06:56.300]  原文釋經
[00:06:56.300 --> 00:06:59.300]  你在網上都找到了
[00:06:59.300 --> 00:07:01.300]  基本上你要這些東西
[00:07:01.300 --> 00:07:03.300]  你今天不用回來聽我講道的了
[00:07:03.300 --> 00:07:04.300]  我想告訴你
[00:07:04.300 --> 00:07:05.300]  有什麼原文釋經
[00:07:05.300 --> 00:07:08.300]  在網上沒有的呢
[00:07:08.300 --> 00:07:09.300]  今天有什麼材料
[00:07:09.300 --> 00:07:11.300]  在網上沒有的呢
[00:07:11.300 --> 00:07:12.300]  十年前已經有書預告
[00:07:12.300 --> 00:07:14.300]  凡是做教育界的人士
[00:07:14.300 --> 00:07:16.300]  十年後已經沒有工作了
[00:07:16.300 --> 00:07:17.300]  雖然這本書沒有應驗
[00:07:17.300 --> 00:07:19.300]  但現在基本上都是
[00:07:19.300 --> 00:07:20.300]  你想想
[00:07:20.300 --> 00:07:21.300]  現在我們中學生
[00:07:21.300 --> 00:07:22.300]  早上回去做什麼呢
[00:07:22.300 --> 00:07:24.300]  當然是睡覺
[00:07:24.300 --> 00:07:26.300]  投足精神就是補習
[00:07:26.300 --> 00:07:28.300]  補習就是爲了考試
[00:07:28.300 --> 00:07:29.300]  能夠幫到他考試的是什麼
[00:07:29.300 --> 00:07:31.300]  是補習
[00:07:31.300 --> 00:07:32.300]  你看我們今天名校
[00:07:32.300 --> 00:07:33.300]  爲什麼成爲名校
[00:07:33.300 --> 00:07:34.300]  名校成爲名校
[00:07:34.300 --> 00:07:36.300]  因爲他收集了所有精英進去
[00:07:36.300 --> 00:07:37.300]  去面試的時候
[00:07:37.300 --> 00:07:40.300]  已經把那些智商低的選出去了
[00:07:40.300 --> 00:07:42.300]  所以才成爲名校
[00:07:42.300 --> 00:07:45.300]  名校不是將蠢的人變成聰明
[00:07:45.300 --> 00:07:49.300]  是將聰明的人進來更聰明
[00:07:49.300 --> 00:07:51.300]  兄弟姐妹
[00:07:51.300 --> 00:07:53.300]  那我們迷信是什麼呢
[00:07:53.300 --> 00:07:54.300]  我們迷信以爲
[00:07:54.300 --> 00:07:55.300]  知識傳遞
[00:07:55.300 --> 00:07:57.300]  人就可以改變
[00:07:57.300 --> 00:07:58.300]  知識傳遞
[00:07:58.300 --> 00:08:00.300]  人懂了一件事就會做
[00:08:00.300 --> 00:08:03.300]  這是一個絕大的錯誤
[00:08:03.300 --> 00:08:04.300]  不是我們知道就會做
[00:08:04.300 --> 00:08:06.300]  我們聽了明白就會做
[00:08:06.300 --> 00:08:08.300]  人生命不是這樣
[00:08:08.300 --> 00:08:09.300]  你會發覺
[00:08:09.300 --> 00:08:13.300]  你的學歷和你的品格是不掛鉤的
[00:08:13.300 --> 00:08:14.300]  有人學歷很高
[00:08:14.300 --> 00:08:16.300]  但是品格很低
[00:08:16.300 --> 00:08:17.300]  有人學歷很低
[00:08:17.300 --> 00:08:19.300]  品格很高
[00:08:19.300 --> 00:08:21.300]  兩樣東西是完全不掛鉤的
[00:08:21.300 --> 00:08:22.300]  當然我們明白
[00:08:22.300 --> 00:08:23.300]  有些人學歷高
[00:08:23.300 --> 00:08:24.300]  品格很好
[00:08:24.300 --> 00:08:25.300]  有些人學歷低
[00:08:25.300 --> 00:08:26.300]  品格很差
[00:08:26.300 --> 00:08:27.300]  都有個情況出現了
[00:08:27.300 --> 00:08:31.300]  所以兩個是完全不是一個正比例發生
[00:08:31.300 --> 00:08:33.300]  生命的改變
[00:08:33.300 --> 00:08:35.300]  不是來自知識
[00:08:35.300 --> 00:08:37.300]  單來自知識
[00:08:37.300 --> 00:08:38.300]  聖經說
[00:08:38.300 --> 00:08:41.300]  知識反而令人自高自傲
[00:08:41.300 --> 00:08:44.300]  我以爲我懂
[00:08:44.300 --> 00:08:47.300]  我有一次去一間教會
[00:08:47.300 --> 00:08:51.300]  老遠請我去加拿大分享小組教會
[00:08:51.300 --> 00:08:53.300]  十年前的事
[00:08:53.300 --> 00:08:54.300]  當我一路分享的時候
[00:08:54.300 --> 00:08:55.300]  下面有個長老
[00:08:55.300 --> 00:08:56.300]  我講一句他講一句
[00:08:56.300 --> 00:08:58.300]  我講一句他講一句
[00:08:58.300 --> 00:09:01.300]  火滾一陣你請我來做什麼就你講
[00:09:01.300 --> 00:09:02.300]  你全懂了
[00:09:02.300 --> 00:09:03.300]  我全懂了
[00:09:03.300 --> 00:09:04.300]  我網上看了都知道
[00:09:04.300 --> 00:09:05.300]  我想我們有沒有做過小組教會
[00:09:05.300 --> 00:09:06.300]  沒有
[00:09:06.300 --> 00:09:09.300]  你的識是頭腦上的識
[00:09:09.300 --> 00:09:11.300]  你實際是不懂的
[00:09:11.300 --> 00:09:16.300]  你上網可以看完書怎麼生的弟兄
[00:09:16.300 --> 00:09:18.300]  有片給你
[00:09:18.300 --> 00:09:21.300]  那你懂得生嗎
[00:09:21.300 --> 00:09:23.300]  上網有片給你看
[00:09:23.300 --> 00:09:28.300]  怎麼把眼角膜拔出來換一塊晶片進去
[00:09:28.300 --> 00:09:31.300]  3D圖片逐格介紹
[00:09:31.300 --> 00:09:35.300]  你看完之後是不是就在旺角執業
[00:09:35.300 --> 00:09:36.300]  當然不是
[00:09:36.300 --> 00:09:38.300]  我們完全明白這件事情
[00:09:38.300 --> 00:09:40.300]  我們雖然明白
[00:09:40.300 --> 00:09:42.300]  但我們仍然牢不可破地相信
[00:09:42.300 --> 00:09:45.300]  知識傳遞就可以了
[00:09:45.300 --> 00:09:50.300]  但往往生命影響生命纔是真正的改變
[00:09:50.300 --> 00:09:53.300]  耶穌說我羊知道我聲音
[00:09:53.300 --> 00:09:57.300]  所以作者提出門徒究竟定義是什麼
[00:09:57.300 --> 00:09:59.300]  是來自《馬太福音》四章十九節
[00:09:59.300 --> 00:10:01.300]  我一起讀這段經文
[00:10:01.300 --> 00:10:02.300]  耶穌對他們說
[00:10:02.300 --> 00:10:03.300]  來跟從我
[00:10:03.300 --> 00:10:05.300]  我要叫你們得人如得魚一樣
[00:10:05.300 --> 00:10:07.300]  門徒有三個特徵
[00:10:07.300 --> 00:10:10.300]  第一個特徵就是來跟從我
[00:10:10.300 --> 00:10:15.300]  今天教會充滿了信徒
[00:10:15.300 --> 00:10:20.300]  但有時門徒也是從信徒而來
[00:10:20.300 --> 00:10:22.300]  信徒的定義是什麼
[00:10:22.300 --> 00:10:24.300]  你會發覺很多人我相信耶穌
[00:10:24.300 --> 00:10:26.300]  不過我只是參與了教會
[00:10:26.300 --> 00:10:28.300]  我價值觀你不要動我
[00:10:28.300 --> 00:10:30.300]  我生活習慣你不要動我
[00:10:30.300 --> 00:10:33.300]  我回來崇拜只不過是一個宗教活動
[00:10:33.300 --> 00:10:36.300]  是我生活的一部分
[00:10:36.300 --> 00:10:39.300]  無論牧師說得多聲嘶力竭
[00:10:39.300 --> 00:10:41.300]  旁邊的人多熱情
[00:10:41.300 --> 00:10:43.300]  我的生命都不會改變
[00:10:43.300 --> 00:10:46.300]  我的習慣是不會改變的
[00:10:46.300 --> 00:10:48.300]  這些叫做信徒
[00:10:48.300 --> 00:10:49.300]  愛不愛耶穌
[00:10:49.300 --> 00:10:51.300]  就在乎他靚不靚
[00:10:51.300 --> 00:10:52.300]  祈禱他靚的
[00:10:52.300 --> 00:10:53.300]  我就奉獻多一點
[00:10:53.300 --> 00:10:55.300]  不靚的我就拿走
[00:10:55.300 --> 00:10:58.300]  這些叫做信徒
[00:10:58.300 --> 00:10:59.300]  門徒不一樣
[00:10:59.300 --> 00:11:05.300]  門徒是願意宣稱耶穌基督是他生命的主
[00:11:05.300 --> 00:11:09.300]  成爲了他生活的一切領導
[00:11:09.300 --> 00:11:14.300]  說一聲耶穌是你真正的老闆
[00:11:14.300 --> 00:11:15.300]  請留意
[00:11:15.300 --> 00:11:19.300]  並不等於明天你上班的不是你老闆
[00:11:19.300 --> 00:11:22.300]  你不要回到公司老闆叫你的時候
[00:11:22.300 --> 00:11:23.300]  爲什麼叫我
[00:11:23.300 --> 00:11:24.300]  昨天我回教會牧師告訴我
[00:11:24.300 --> 00:11:25.300]  你不是我老闆
[00:11:25.300 --> 00:11:28.300]  我沒有說過
[00:11:28.300 --> 00:11:31.300]  我是在說你真正的老闆是耶穌
[00:11:31.300 --> 00:11:33.300]  你明天上班的老闆也是你的老闆
[00:11:33.300 --> 00:11:37.300]  不過你有一個更高層次的老闆
[00:11:37.300 --> 00:11:42.300]  你一個更高層次的老闆就是誰
[00:11:42.300 --> 00:11:43.300]  耶穌
[00:11:43.300 --> 00:11:46.300]  耶穌纔是你真正的老闆
[00:11:46.300 --> 00:11:49.300]  我昨天見到一個姐妹
[00:11:49.300 --> 00:11:50.300]  已經十幾年沒有見她
[00:11:50.300 --> 00:11:52.300]  從新加坡來特意約我喝一杯
[00:11:52.300 --> 00:11:55.300]  我聽了她十幾年的經歷
[00:11:55.300 --> 00:11:56.300]  十幾年前我還記得
[00:11:56.300 --> 00:11:58.300]  這個姐妹是一個家庭主婦
[00:11:58.300 --> 00:12:01.300]  好像鄉村一如虎一樣
[00:12:01.300 --> 00:12:03.300]  買菜都不會講價
[00:12:03.300 --> 00:12:07.300]  很專心在家裏照顧三個子女
[00:12:07.300 --> 00:12:11.300]  打扮當然不會是時髦
[00:12:11.300 --> 00:12:13.300]  十幾年前的家庭主婦
[00:12:13.300 --> 00:12:16.300]  當然我不是說所有家庭主婦都是這樣
[00:12:16.300 --> 00:12:17.300]  我是說這個姐妹
[00:12:17.300 --> 00:12:19.300]  十幾年後今天我見到
[00:12:19.300 --> 00:12:20.300]  完全打扮不一樣
[00:12:20.300 --> 00:12:21.300]  談吐不一樣
[00:12:21.300 --> 00:12:22.300]  說話不一樣
[00:12:22.300 --> 00:12:23.300]  換言一生
[00:12:23.300 --> 00:12:25.300]  我問她發生什麼事
[00:12:25.300 --> 00:12:32.300]  她說原來在大概幾年前她離了婚
[00:12:32.300 --> 00:12:34.300]  爲什麼離婚呢
[00:12:34.300 --> 00:12:37.300]  因爲發覺她丈夫外面有女人
[00:12:37.300 --> 00:12:38.300]  不單止有女人
[00:12:38.300 --> 00:12:39.300]  是養了這個女人
[00:12:39.300 --> 00:12:45.300]  還要買一間房子送了給這個女人
[00:12:45.300 --> 00:12:47.300]  她祈禱很久
[00:12:47.300 --> 00:12:51.300]  到最後她丈夫提出離婚
[00:12:51.300 --> 00:12:53.300]  原本她丈夫提出是
[00:12:53.300 --> 00:12:58.300]  一屋兩嬌三人行
[00:12:58.300 --> 00:13:01.300]  當然這件事不可能
[00:13:01.300 --> 00:13:04.300]  無論我個人和信仰都不能夠接受
[00:13:04.300 --> 00:13:09.300]  這個美好的提議
[00:13:09.300 --> 00:13:12.300]  後來她經過祈禱
[00:13:12.300 --> 00:13:15.300]  再次確認
[00:13:15.300 --> 00:13:19.300]  上帝真的要她接受離婚
[00:13:19.300 --> 00:13:22.300]  所以她就和丈夫離婚
[00:13:22.300 --> 00:13:25.300]  她離婚的時候上帝又應許了一件事
[00:13:25.300 --> 00:13:27.300]  他說我要賜福於你
[00:13:27.300 --> 00:13:31.300]  是我的恩典足夠你使用
[00:13:31.300 --> 00:13:33.300]  是上尖下流的傾福於你
[00:13:33.300 --> 00:13:36.300]  是經文來的
[00:13:36.300 --> 00:13:37.300]  她有三個子女
[00:13:37.300 --> 00:13:39.300]  當時兒子在澳洲讀大學
[00:13:39.300 --> 00:13:43.300]  但因爲兒子不是讀完中六纔過去
[00:13:43.300 --> 00:13:46.300]  所以他回不來新加坡升大學
[00:13:46.300 --> 00:13:48.300]  只能夠繼續在澳洲讀
[00:13:48.300 --> 00:13:51.300]  但她丈夫和她離婚的時候
[00:13:51.300 --> 00:13:54.300]  不肯給這個學費
[00:13:54.300 --> 00:13:58.300]  只能夠給她一個家用費
[00:13:58.300 --> 00:14:00.300]  她兒子只有兩個可能的決定
[00:14:00.300 --> 00:14:03.300]  一是退學回來新加坡找工作
[00:14:03.300 --> 00:14:07.300]  二是不知如何繼續讀下去
[00:14:07.300 --> 00:14:09.300]  祈禱之後的一個星期
[00:14:09.300 --> 00:14:11.300]  發生了三件事
[00:14:11.300 --> 00:14:13.300]  第一件事
[00:14:13.300 --> 00:14:16.300]  她家和對面的教會
[00:14:16.300 --> 00:14:18.300]  她在對面馬路的教會
[00:14:18.300 --> 00:14:21.300]  她說爲什麼當教會的人發生
[00:14:21.300 --> 00:14:24.300]  離婚這件事之後
[00:14:24.300 --> 00:14:25.300]  牧師沒有來找她
[00:14:25.300 --> 00:14:26.300]  傳道人沒有來找她
[00:14:26.300 --> 00:14:28.300]  她的姐妹沒有來找她
[00:14:28.300 --> 00:14:30.300]  她很生氣
[00:14:30.300 --> 00:14:31.300]  她和上帝說
[00:14:31.300 --> 00:14:33.300]  我以後不回教會了
[00:14:33.300 --> 00:14:35.300]  有事是沒有人理會的
[00:14:35.300 --> 00:14:37.300]  只是對面馬路
[00:14:37.300 --> 00:14:39.300]  上帝和她說
[00:14:39.300 --> 00:14:42.300]  我特意不讓牧師來找你
[00:14:42.300 --> 00:14:44.300]  不讓傳道人來找你
[00:14:44.300 --> 00:14:45.300]  不讓姐妹來找你
[00:14:45.300 --> 00:14:48.300]  我要你緊緊跟從我
[00:14:48.300 --> 00:14:51.300]  依靠我
[00:14:51.300 --> 00:14:54.300]  她就信服在上帝面前
[00:14:54.300 --> 00:14:55.300]  奇怪的是
[00:14:55.300 --> 00:14:58.300]  未信主的姐妹找她
[00:14:58.300 --> 00:14:59.300]  打來找她
[00:14:59.300 --> 00:15:01.300]  約了她出來喝茶
[00:15:01.300 --> 00:15:02.300]  就和她說
[00:15:02.300 --> 00:15:04.300]  你兒子這樣讀書怎麼辦
[00:15:04.300 --> 00:15:05.300]  不如這樣你放心
[00:15:05.300 --> 00:15:08.300]  我們幫你籌一個教育基金
[00:15:08.300 --> 00:15:13.300]  讓你兒子能夠這幾年的學費無憂
[00:15:13.300 --> 00:15:15.300]  挺好的提議
[00:15:15.300 --> 00:15:18.300]  但她覺得這不是上帝爲她預備的
[00:15:18.300 --> 00:15:19.300]  她就和她說
[00:15:19.300 --> 00:15:20.300]  你放心
[00:15:20.300 --> 00:15:21.300]  上帝會爲我預備的
[00:15:21.300 --> 00:15:22.300]  不需要了
[00:15:22.300 --> 00:15:24.300]  她說十年後
[00:15:24.300 --> 00:15:25.300]  這羣未信主的姐妹
[00:15:25.300 --> 00:15:27.300]  還記得她這樣回答她
[00:15:27.300 --> 00:15:29.300]  姐妹你怎麼死
[00:15:29.300 --> 00:15:30.300]  家裏一個家庭主婦
[00:15:30.300 --> 00:15:31.300]  英文又不厲害
[00:15:31.300 --> 00:15:33.300]  新加坡英文不厲害是很大的事
[00:15:33.300 --> 00:15:35.300]  以英語爲主的地方
[00:15:35.300 --> 00:15:38.300]  一箇中學程度的女人
[00:15:38.300 --> 00:15:40.300]  買菜都不會講教
[00:15:40.300 --> 00:15:43.300]  怎麼養活
[00:15:43.300 --> 00:15:46.300]  同一個星期來第二個提議來了
