
[00:00:00.000 --> 00:00:06.560]  過去二十多年,韓國教會有一個特別的營會
[00:04:33.600 --> 00:04:34.560]  這個不出奇
[00:04:34.560 --> 00:04:37.680]  但我不知道什麼時候有句潮語
[00:04:37.680 --> 00:04:39.280]  我忽然間記得這句潮語
[00:04:39.280 --> 00:04:41.280]  也不知道是什麼時候說過
[00:04:41.280 --> 00:04:42.560]  不知道什麼年代說的
[00:04:42.560 --> 00:04:44.240]  這句潮語就說
[00:04:44.240 --> 00:04:48.160]  打者愛也,愛者就打多幾下
[00:04:48.160 --> 00:04:50.160]  這句說話經常都說的
[00:04:50.160 --> 00:04:51.200]  不知道是否有一段時間
[00:04:51.200 --> 00:04:54.560]  我不知道這句說話是一些情侶
[00:04:54.560 --> 00:04:56.960]  一些夫妻打情罵俏
[00:04:56.960 --> 00:05:00.400]  還是這句說話背後有些真理在當中
[00:05:00.400 --> 00:05:03.760]  就是說如果今天我真的要打你的時候
[00:05:03.760 --> 00:05:08.640]  我的背後可能仍然都有一份愛在裡面
[00:05:08.640 --> 00:05:12.000]  當然這個帶動到這個世代
[00:05:12.000 --> 00:05:14.480]  我們覺得這個說話已經不對
[00:05:14.480 --> 00:05:18.320]  體罰絕對不能夠在學校裡面再出現
[00:05:18.320 --> 00:05:19.680]  如果今天有間學校
[00:05:19.680 --> 00:05:21.200]  忽然間你的兒子被人打
[00:05:21.200 --> 00:05:22.160]  被老師打
[00:05:22.160 --> 00:05:23.600]  我相信將來報紙
[00:05:23.600 --> 00:05:25.040]  立刻又大字標題
[00:05:25.040 --> 00:05:27.200]  某某學校老師打學生
[00:05:27.200 --> 00:05:29.520]  然後局長又出來解話
[00:05:29.520 --> 00:05:30.480]  然後又遊行
[00:05:30.480 --> 00:05:32.080]  然後又CY下台
[00:05:32.080 --> 00:05:33.760]  因為我們會發覺
[00:05:33.760 --> 00:05:36.720]  今天你不能夠再說的就是一句說話
[00:05:36.720 --> 00:05:39.280]  甚至有些國家去到一個極端的地步
[00:05:39.280 --> 00:05:40.880]  在加拿大有人提醒我
[00:05:40.880 --> 00:05:42.640]  如果你在加拿大講道的時候
[00:05:42.640 --> 00:05:44.400]  你千萬不要說體罰
[00:05:44.400 --> 00:05:46.480]  你講都可能會告你的
[00:05:46.480 --> 00:05:49.040]  你還沒打,你講都有人告你
[00:05:49.040 --> 00:05:51.040]  但當我想起我自己小時候
[00:05:51.040 --> 00:05:52.400]  我讀的小學
[00:05:52.400 --> 00:05:54.480]  我記得由三年級開始
[00:05:54.480 --> 00:05:57.600]  一直被老師打,打到六年級
[00:05:57.600 --> 00:05:58.800]  打足四年
[00:05:58.800 --> 00:06:00.080]  為什麼打足四年呢?
[00:06:00.080 --> 00:06:02.400]  因為我是三年級才進這間學校
[00:06:02.400 --> 00:06:05.040]  所以由一入學校已經是打
[00:06:05.040 --> 00:06:06.960]  這間學校是很嚴厲的
[00:06:06.960 --> 00:06:08.320]  是很嚴厲
[00:06:08.320 --> 00:06:09.760]  老師很嚴厲
[00:06:09.760 --> 00:06:11.360]  校長也很嚴厲
[00:06:11.360 --> 00:06:13.440]  所以他的嚴厲的樣子
[00:06:13.440 --> 00:06:16.080]  我到今天都需要心靈醫治
[00:06:16.080 --> 00:06:18.400]  他的樣子我都要記得
[00:06:18.400 --> 00:06:20.240]  真的很兇
[00:06:20.240 --> 00:06:22.320]  但是打完四年之後
[00:06:22.320 --> 00:06:24.320]  我們那一年去考升中試
[00:06:24.320 --> 00:06:26.480]  大家知不知道有升中試
[00:06:26.480 --> 00:06:28.080]  知道的跟我差不多年紀
[00:06:28.080 --> 00:06:30.320]  過多幾年就沒有了
[00:06:30.320 --> 00:06:31.760]  有升中試
[00:06:31.760 --> 00:06:34.000]  結果我們這間學校
[00:06:34.000 --> 00:06:35.200]  這間小學
[00:06:35.200 --> 00:06:37.520]  由名不經傳的一間小學
[00:06:37.520 --> 00:06:39.280]  因為我們那一屆
[00:06:39.280 --> 00:06:40.720]  打了四年之後
[00:06:40.720 --> 00:06:42.800]  然後去考升中試
[00:06:42.800 --> 00:06:44.800]  居然百分之九十幾
[00:06:44.800 --> 00:06:48.480]  是能夠派到心儀的中學
[00:06:48.480 --> 00:06:51.760]  這間小學由名不經傳的小學
[00:06:51.760 --> 00:06:54.000]  忽然之間由那年開始
[00:06:54.000 --> 00:06:55.440]  由我那年開始
[00:06:55.440 --> 00:06:58.320]  去到現在仍然是Bank One的小學
[00:06:58.320 --> 00:07:01.280]  感謝主將回歸給耶穌
[00:07:01.280 --> 00:07:03.520]  但是打了四年
[00:07:03.520 --> 00:07:04.560]  怎麼打呢
[00:07:04.560 --> 00:07:06.560]  你寫錯書上英文課
[00:07:06.560 --> 00:07:09.040]  Page 72你寫錯了又打
[00:07:09.040 --> 00:07:11.760]  這個都算了
[00:07:11.760 --> 00:07:12.880]  最糟糕的是
[00:07:12.880 --> 00:07:14.000]  在運動堂
[00:07:14.000 --> 00:07:15.840]  你跑得慢一點都打
[00:07:15.840 --> 00:07:16.960]  不是吧
[00:07:16.960 --> 00:07:19.440]  真的很嚴厲
[00:07:19.440 --> 00:07:20.960]  但是經過二十幾三十年
[00:07:20.960 --> 00:07:25.200]  有一天我在街上見到校長
[00:07:25.200 --> 00:07:28.720]  當然我認這個校長很容易
[00:07:28.720 --> 00:07:30.640]  因為他打了我四年
[00:07:30.640 --> 00:07:32.720]  都容易認他
[00:07:32.720 --> 00:07:33.680]  一個修女
[00:07:33.680 --> 00:07:34.560]  一個校長
[00:07:34.560 --> 00:07:36.720]  當然我走過去叫校長
[00:07:36.720 --> 00:07:37.760]  誰知他看著我
[00:07:37.760 --> 00:07:39.280]  何志迪
[00:07:39.280 --> 00:07:40.240]  嘩
[00:07:40.240 --> 00:07:41.120]  經過二十幾年
[00:07:41.120 --> 00:07:42.720]  還記得我的中文名
[00:07:42.720 --> 00:07:43.600]  何志迪
[00:07:43.600 --> 00:07:44.320]  嘩
[00:07:44.320 --> 00:07:46.080]  你知道通常校長記得一個學生
[00:07:46.080 --> 00:07:47.040]  兩種學生
[00:07:47.040 --> 00:07:48.080]  一是最乖
[00:07:48.080 --> 00:07:49.120]  一是最頑皮
[00:07:49.120 --> 00:07:52.320]  大家決定我是最乖最頑皮的那四年
[00:07:52.320 --> 00:07:53.360]  接著他問我
[00:07:53.360 --> 00:07:54.640]  何志迪現在做什麼
[00:07:54.640 --> 00:07:55.760]  我現在做牧師
[00:07:55.760 --> 00:07:56.640]  嘩 都好啊
[00:07:56.640 --> 00:07:57.360]  做牧師啊
[00:07:57.360 --> 00:07:58.160]  侍奉天主啊
[00:07:58.160 --> 00:08:00.160]  好啊好啊
[00:08:00.160 --> 00:08:00.880]  管教
[00:08:00.880 --> 00:08:02.640]  對嗎
[00:08:02.640 --> 00:08:03.440]  打了四年
[00:08:03.440 --> 00:08:04.480]  對嗎
[00:08:04.480 --> 00:08:06.000]  當然
[00:08:06.000 --> 00:08:06.960]  打了四年
[00:08:06.960 --> 00:08:08.480]  之後有一天
[00:08:08.480 --> 00:08:09.760]  晚上
[00:08:09.760 --> 00:08:10.800]  有一天晚上
[00:08:10.800 --> 00:08:14.880]  是我自己亦都不能忘記的一個晚上
[00:08:14.880 --> 00:08:16.080]  這個晚上是什麼事呢
[00:08:16.080 --> 00:08:16.720]  就是
[00:08:16.720 --> 00:08:18.640]  那天我們整班
[00:08:18.640 --> 00:08:19.280]  六年班
[00:08:19.280 --> 00:08:20.720]  那時已經是六年班
[00:08:20.720 --> 00:08:21.920]  整班六年班
[00:08:21.920 --> 00:08:23.680]  我們一起出貓
[00:08:23.680 --> 00:08:25.120]  你知道出貓當然要一起出貓
[00:08:25.120 --> 00:08:26.320]  死一起死
[00:08:26.320 --> 00:08:27.520]  當然一起出貓
[00:08:27.520 --> 00:08:30.400]  結果被學校抓到一起出貓
[00:08:30.400 --> 00:08:32.720]  整班不留堂
[00:08:32.720 --> 00:08:34.240]  當時我們出貓是很厲害的
[00:08:34.240 --> 00:08:37.200]  我們出貓就是很高境界
[00:08:37.200 --> 00:08:38.720]  我們整班很高境界
[00:08:38.720 --> 00:08:39.360]  就是
[00:08:39.360 --> 00:08:40.800]  我們是
[00:08:40.800 --> 00:08:42.000]  你知道以前還有一些
[00:08:42.000 --> 00:08:43.680]  Zebra的原子筆記不記得
[00:08:43.680 --> 00:08:45.920]  就是雙頭的斑馬牌原子筆
[00:08:45.920 --> 00:08:46.720]  但這些沒有額頭
[00:08:46.720 --> 00:08:47.680]  額頭就是
[00:08:47.680 --> 00:08:49.280]  就是差不多年紀的
[00:08:49.280 --> 00:08:50.400]  不好意思
[00:08:50.400 --> 00:08:51.200]  就是
[00:08:51.200 --> 00:08:52.960]  這個Zebra的原子筆
[00:08:52.960 --> 00:08:54.320]  是有兩頭的
[00:08:54.320 --> 00:08:55.760]  有紅色有藍色的
[00:08:55.760 --> 00:08:57.200]  我們是去到一個地步
[00:08:57.200 --> 00:08:58.720]  我們夾定一起出貓
[00:08:58.720 --> 00:08:59.440]  就是意思
[00:08:59.440 --> 00:09:01.040]  因為老師不想改卷
[00:09:01.040 --> 00:09:02.400]  要我們自己改
[00:09:02.400 --> 00:09:03.440]  自己改卷就是說
[00:09:03.440 --> 00:09:04.480]  一邊藍色一邊紅色
[00:09:04.480 --> 00:09:06.480]  我們自己做成一支藍色一支紅色
[00:09:06.480 --> 00:09:07.760]  一改馬上
[00:09:07.760 --> 00:09:08.480]  改彈就馬上
[00:09:08.480 --> 00:09:10.080]  又踢又踢
[00:09:10.080 --> 00:09:10.800]  所以變了
[00:09:10.800 --> 00:09:11.680]  有一天抓到我們
[00:09:11.680 --> 00:09:13.360]  整班不留堂
[00:09:13.360 --> 00:09:16.240]  我們那一晚真的沒辦法忘記
[00:09:16.240 --> 00:09:18.560]  校長原本很兇的
[00:09:18.560 --> 00:09:19.840]  但見到整班
[00:09:19.840 --> 00:09:20.880]  他都不知道怎樣打你
[00:09:20.880 --> 00:09:22.160]  整班
[00:09:22.160 --> 00:09:25.360]  於是他就在閥樓堂那邊
[00:09:25.360 --> 00:09:27.200]  居然校長
[00:09:27.200 --> 00:09:29.440]  哭著進黎白課室
[00:09:29.440 --> 00:09:31.840]  我從來沒見過他哭
[00:09:31.840 --> 00:09:33.360]  哭著進課室
[00:09:33.360 --> 00:09:36.160]  看著我們整班學生
[00:09:36.160 --> 00:09:38.000]  在黑板上寫著五個字
[00:09:38.000 --> 00:09:40.560]  到今天我不會忘記這五個字
[00:09:40.560 --> 00:09:41.280]  他說
[00:09:41.280 --> 00:09:45.920]  靜坐思己過
[00:09:45.920 --> 00:09:49.040]  當時我們回望我們六年班
[00:09:49.040 --> 00:09:50.800]  自此那晚之後
[00:09:50.800 --> 00:09:54.080]  我們整班人忽然之間都變乖了
[00:09:54.080 --> 00:09:56.640]  整班人以後就沒再出貓
[00:09:56.640 --> 00:10:00.240]  沒再做任何學校不喜歡的事
[00:10:00.240 --> 00:10:03.040]  結果我們去考會考升中試的時候
[00:10:03.040 --> 00:10:05.120]  我們成績非常之好
[00:10:05.120 --> 00:10:06.800]  個個都很出色
[00:10:06.800 --> 00:10:09.760]  當然這個出色除了打之外
[00:10:09.760 --> 00:10:11.200]  除了閥樓堂之外
[00:10:11.200 --> 00:10:13.840]  亦都在這間學校操我們考試
[00:10:13.840 --> 00:10:16.960]  操到我們簡直是一部機器
[00:10:16.960 --> 00:10:19.280]  我們可以45分鐘做90條數學
[00:10:19.280 --> 00:10:20.400]  是沒問題的
[00:10:20.400 --> 00:10:22.640]  一看著題目就已經懂得寫答案
[00:10:22.640 --> 00:10:26.400]  你想45分鐘怎麼做90條數
[00:10:26.400 --> 00:10:27.280]  沒可能的事
[00:10:27.280 --> 00:10:30.800]  我們操到一看著題目就是答案
[00:10:30.800 --> 00:10:32.480]  很厲害
[00:10:32.480 --> 00:10:34.960]  但這個學校當我回望
[00:10:34.960 --> 00:10:37.200]  如果他不是那麼嚴厲地
[00:10:37.200 --> 00:10:39.600]  對我們這班人那種教導
[00:10:39.600 --> 00:10:44.480]  我相信今天我未必成為了今天這樣的人
[00:10:44.480 --> 00:10:45.920]  我不是強調打
[00:10:45.920 --> 00:10:48.400]  我亦都不是說打是對的
[00:10:48.400 --> 00:10:52.000]  甚至我會覺得靜坐思幾過這五個字
[00:10:52.000 --> 00:10:55.440]  可能是令到我們的生命更多的感動
[00:10:55.440 --> 00:10:56.560]  都不出奇
[00:10:56.560 --> 00:10:58.800]  但如果三年班這個校長哭著
[00:10:58.800 --> 00:11:00.240]  寫著靜坐思幾過
[00:11:00.240 --> 00:11:01.600]  可能我們字都未識讀
[00:11:01.600 --> 00:11:02.800]  都不知甚麼事
[00:11:02.800 --> 00:11:05.040]  以至到未必有它的作用
[00:11:05.040 --> 00:11:06.480]  我不知道
[00:11:06.480 --> 00:11:08.960]  當然希伯學書的作者
[00:11:08.960 --> 00:11:11.520]  他由第一章到第十章
[00:11:11.520 --> 00:11:12.800]  我們經常都說
[00:11:12.800 --> 00:11:15.280]  這個作者對舊約很熟悉
[00:11:15.280 --> 00:11:18.080]  因為他寫封信給一班以色列
[00:11:18.080 --> 00:11:21.280]  以色列百姓對舊約很熟悉
[00:11:21.280 --> 00:11:23.200]  所以這個作者對舊約很熟悉
[00:11:23.200 --> 00:11:25.120]  但另一方面這個作者
[00:11:25.120 --> 00:11:28.080]  他對耶穌基督的認識亦都很深
[00:11:28.080 --> 00:11:29.920]  於是他惠著很希望
[00:11:29.920 --> 00:11:34.560]  以色列民能夠對耶穌基督的認知更深
[00:11:34.560 --> 00:11:38.880]  於是他就將耶穌基督和舊約作一個比較
[00:11:38.880 --> 00:11:44.000]  他說耶穌基督是遠遠超越舊約的眾仙之
[00:11:44.000 --> 00:11:45.920]  舊約的大祭司
[00:11:45.920 --> 00:11:49.440]  超越天使 超越舊約的憲制
[00:11:49.440 --> 00:11:52.080]  超越舊約的所有人物
[00:11:52.080 --> 00:11:54.240]  這個就是這個作者的心意
[00:11:54.240 --> 00:11:56.320]  而當中他亦都有一些警告
[00:11:56.320 --> 00:12:00.320]  警告就是他希望我們能夠小心
[00:12:00.320 --> 00:12:03.520]  我們在人生路上可能會遇到一些困難
[00:12:03.520 --> 00:12:05.280]  可能會遇到一些問題
[00:12:05.280 --> 00:12:07.040]  不過我們要有信心
[00:12:07.040 --> 00:12:09.520]  所以去到第十章結尾的時候
[00:12:09.520 --> 00:12:10.880]  去到結尾的時候
[00:12:10.880 --> 00:12:12.000]  這個作者就說
[00:12:12.000 --> 00:12:15.360]  他說我們惠著走這條人生的路
[00:12:15.360 --> 00:12:17.120]  走這條天國的路
[00:12:17.120 --> 00:12:19.680]  他說切記我們要有信心
[00:12:19.680 --> 00:12:22.800]  當然作者去到第十章結尾
[00:12:22.800 --> 00:12:24.800]  講了信心的原因
[00:12:24.800 --> 00:12:27.440]  一方面他是鼓勵一班基督徒
[00:12:27.440 --> 00:12:29.120]  我們繼續要有信心
[00:12:29.120 --> 00:12:32.800]  同樣他亦都在部署十一章
[00:12:32.800 --> 00:12:34.320]  因為希伯來書十一章
[00:12:34.320 --> 00:12:40.000]  是這個作者將舊約很多很多信心的偉人
[00:12:40.000 --> 00:12:41.920]  逐個名 逐個名 逐個名
[00:12:41.920 --> 00:12:43.920]  放在十一章裏面
[00:12:43.920 --> 00:12:47.120]  以致到當時這個作者去到一個地步
[00:12:47.120 --> 00:12:51.120]  他說舊約的人物太多人物是有信心的
[00:12:51.120 --> 00:12:52.320]  去到最後他說
[00:12:52.320 --> 00:12:55.040]  我都沒有時間去寫這麼多的描述
[00:12:55.040 --> 00:12:56.880]  不如將一些名字寫進去算了
[00:12:56.880 --> 00:12:58.800]  於是他最後草草了事
[00:12:58.800 --> 00:12:59.680]  就寫一些名字進去
[00:12:59.680 --> 00:13:02.160]  這些都是信心偉人來的
[00:13:02.160 --> 00:13:03.680]  去到一個地步
[00:13:03.680 --> 00:13:05.200]  他就提醒我們
[00:13:05.200 --> 00:13:07.840]  他一開始就做了一個定義
[00:13:07.840 --> 00:13:09.840]  這個定義就是信心的定義
[00:13:09.840 --> 00:13:12.960]  他說信心是所望之時的實體
[00:13:12.960 --> 00:13:16.160]  是未見之時的確據
[00:13:16.160 --> 00:13:17.600]  這篇道我已經講了
[00:13:17.600 --> 00:13:18.320]  我不會再講了
[00:13:18.320 --> 00:13:20.080]  因為十一章已經講了
[00:13:20.080 --> 00:13:20.800]  之前講了
[00:13:20.800 --> 00:13:22.720]  大家可以聽回 如果未聽過的
[00:13:22.720 --> 00:13:26.880]  他說信心是所未見之時的確據
[00:13:26.880 --> 00:13:29.360]  是所望之時的實體
[00:13:29.360 --> 00:13:31.200]  意思就是說甚麼叫信心
[00:13:31.200 --> 00:13:33.600]  我想很簡單和大家打一個比喻
[00:13:33.600 --> 00:13:34.800]  我就想問大家
[00:13:34.800 --> 00:13:37.120]  你信不信
[00:13:37.120 --> 00:13:40.960]  今日我右邊的褲袋有包糖
[00:13:40.960 --> 00:13:43.280]  通常我們的反應是立即望一望褲袋
[00:13:43.280 --> 00:13:44.800]  但現在看不到
[00:13:44.800 --> 00:13:48.240]  你信不信我右邊的褲袋有包糖
[00:13:48.240 --> 00:13:52.480]  信不信
[00:13:52.480 --> 00:13:54.080]  你沒有反應了
[00:13:54.080 --> 00:13:57.280]  你對牧師沒甚麼信心
[00:13:57.280 --> 00:14:01.440]  有包糖是不是
[00:14:01.440 --> 00:14:05.040]  現在我將這包糖放進去
[00:14:05.040 --> 00:14:09.120]  我右邊的褲袋
[00:14:09.120 --> 00:14:13.680]  你信不信我右邊的褲袋有包糖
[00:14:13.680 --> 00:14:15.920]  我用不著你信
[00:14:15.920 --> 00:14:17.520]  你已經看到了
[00:14:17.520 --> 00:14:19.120]  信心是甚麼
[00:14:19.120 --> 00:14:23.040]  所望之時 未見之時
[00:14:23.040 --> 00:14:25.280]  信心是未見到的
[00:14:25.280 --> 00:14:27.280]  所以這個作者就是在十一章
[00:14:27.280 --> 00:14:29.120]  將很多舊約的偉人
[00:14:29.120 --> 00:14:30.640]  這班信心的偉人
[00:14:30.640 --> 00:14:32.320]  上帝應許他們一些東西
[00:14:32.320 --> 00:14:33.840]  他們未見到的
[00:14:33.840 --> 00:14:35.920]  未見到的應許的應驗
[00:14:35.920 --> 00:14:36.880]  但他們信
[00:14:36.880 --> 00:14:39.120]  阿伯加罕信 神說你的後裔
[00:14:39.120 --> 00:14:40.720]  好像天上的星 地上的沙
[00:14:40.720 --> 00:14:41.360]  他信
[00:14:41.360 --> 00:14:43.680]  他說你的後裔要從以撒而出
[00:14:43.680 --> 00:14:44.480]  他信
[00:14:44.480 --> 00:14:45.920]  就算信到一個地步
[00:14:45.920 --> 00:14:49.200]  神說阿伯加罕你要獻以撒
[00:14:49.200 --> 00:14:50.880]  他真的要獻以撒
[00:14:50.880 --> 00:14:51.840]  他真的就信
[00:14:51.840 --> 00:14:53.200]  他信到一個地步是甚麼
[00:14:53.200 --> 00:14:54.640]  他信到一個地步就是
[00:14:54.640 --> 00:14:56.480]  如果我獻了以撒
[00:14:56.480 --> 00:14:58.880]  真的一刀斬死他
[00:14:58.880 --> 00:15:00.960]  我們的上帝是可以
[00:15:00.960 --> 00:15:04.240]  令到以撒從死裡復活
[00:15:04.240 --> 00:15:06.640]  嘩 信到這樣
[00:15:06.640 --> 00:15:10.640]  所以這個作者就將很多信心的偉人
[00:15:10.640 --> 00:15:12.320]  擺在我們眼前
[00:15:12.320 --> 00:15:14.720]  我們很多時面對很多的挑戰
[00:15:14.720 --> 00:15:16.320]  甚至面對很多的苦難
[00:15:16.320 --> 00:15:18.080]  面對很多的管教
[00:15:18.080 --> 00:15:19.200]  很多時我們都覺得
[00:15:19.200 --> 00:15:21.280]  為甚麼是我
[00:15:21.280 --> 00:15:22.400]  為甚麼上帝在哪裏
[00:15:22.400 --> 00:15:23.360]  為甚麼是我
[00:15:23.360 --> 00:15:25.040]  在我自己侍奉最低層的時候
[00:15:25.040 --> 00:15:25.920]  我都問過上帝
[00:15:25.920 --> 00:15:27.040]  我上帝說
[00:15:27.040 --> 00:15:28.880]  我都放棄了很多東西
[00:15:28.880 --> 00:15:31.440]  放棄了不做甚麼
[00:15:31.440 --> 00:15:33.920]  我現在是全心侍奉你
[00:15:33.920 --> 00:15:36.880]  為甚麼我會換回來一個這樣的環境
[00:15:36.880 --> 00:15:39.040]  我都試過問過這些問題
[00:15:39.040 --> 00:15:40.640]  所以在過程裏面
[00:15:40.640 --> 00:15:41.520]  去到十一章
[00:15:41.520 --> 00:15:42.720]  他說 喂喂
[00:15:42.720 --> 00:15:44.640]  上帝就要我們有信心
[00:15:44.640 --> 00:15:46.320]  就算你見不到
[00:15:46.320 --> 00:15:47.440]  看不到
[00:15:47.440 --> 00:15:48.560]  不過你要信
[00:15:48.560 --> 00:15:52.240]  你要信上帝給我們每一個的應許
[00:15:52.240 --> 00:15:53.440]  他講完十一章之後
[00:15:53.440 --> 00:15:54.320]  接著十二章
[00:15:54.320 --> 00:15:55.760]  由第一節到第三節
[00:15:55.760 --> 00:15:57.120]  他就作了一個結論
[00:15:57.120 --> 00:15:58.400]  這個結論就是說甚麼
[00:15:58.400 --> 00:16:00.960]  他說我們既有者許多的見證人
[00:16:00.960 --> 00:16:02.720]  如同雲彩圍著我們
[00:16:02.720 --> 00:16:04.720]  就當放下各樣的重擔
[00:16:04.720 --> 00:16:06.480]  脫去容易纏累我們的罪
[00:16:06.480 --> 00:16:07.520]  全心忍耐
[00:16:07.520 --> 00:16:10.240]  不那擺在我們前頭的路程
