
[00:00:00.000 --> 00:00:03.420]  各位弟兄姊妹,主內平安。
[00:03:00.200 --> 00:03:06.320]  因此,我將整個主題定爲做一個溫柔人。
[00:03:06.320 --> 00:03:11.740]  目標很清晰,就是我剛纔從這裏所說的那三方面,
[00:03:11.740 --> 00:03:21.860]  一同去思想,一同去學習,一同突破我們自己的限制,一起行動,做一個溫柔人。
[00:03:21.860 --> 00:03:26.660]  首先,我們要學習對自己約出節制。
[00:03:26.660 --> 00:03:28.940]  經文是這樣提醒我們的,
[00:03:28.940 --> 00:03:33.320]  "溫柔的人有福了,因爲他們必承受地土;
[00:03:33.320 --> 00:03:38.060]  謙和的人有福了,因爲他們必承受土地。"
[00:03:38.060 --> 00:03:47.440]  對自己的約出與節制是建基在這個詞語上,謙和、溫柔。
[00:03:47.440 --> 00:03:52.520]  原文所說的是不傲慢、不尊華。
[00:03:52.520 --> 00:03:56.020]  就是這個希臘文的意思是說,
[00:03:56.020 --> 00:04:04.320]  一個充滿破壞力的野生動物,經過了馴服、訓練之後,
[00:04:04.320 --> 00:04:12.900]  它破壞的力量變爲有用的力量,野獸變爲有用的家禽家畜。
[00:04:12.900 --> 00:04:25.860]  謙和、溫柔的本質,這是受控制而有用的力量,它不會天然出現的,它需要轉變,它需要鍛鍊。
[00:04:25.860 --> 00:04:29.400]  轉變方面是訓練之後的結果。
[00:04:29.400 --> 00:04:35.560]  野牛、蠻牛是非常危險、不能靠近的。
[00:04:35.560 --> 00:04:40.160]  溫柔就是將野牛變爲家牛的力量,
[00:04:40.160 --> 00:04:46.500]  將野蠻人變爲紳士的自我約出、自我節制。
[00:04:46.500 --> 00:04:53.580]  另外一方面,不單只是訓練轉變的弊動,而且是主動的鍛鍊。
[00:04:53.580 --> 00:04:58.980]  我們最熟悉的,中國人最熟悉的其中之一,太極拳。
[00:04:58.980 --> 00:05:08.000]  表面上,招式是柔軟的,但事實上,它柔難克剛,勢量能搏千斤。
[00:05:08.000 --> 00:05:15.040]  強身健體的功用比很多剛進入運動都更好。
[00:05:15.040 --> 00:05:24.220]  國校方面,我們說約出、節制的人很容易被其他人信任。
[00:05:24.220 --> 00:05:32.960]  我們所瞭解、所知道的gentleman,其實這個字就是溫柔的人。
[00:05:32.960 --> 00:05:37.920]  他們都是情緒穩定、節制、受控的君子,
[00:05:37.920 --> 00:05:43.560]  因此他們能被授予權杖與佩劍。
[00:05:43.560 --> 00:05:52.640]  因爲唯有情緒穩定的人纔可以擁有武器、擁有權力。
[00:05:52.640 --> 00:05:58.240]  如果說,上帝對我們每一個兒女都有這樣的要求,
[00:05:58.240 --> 00:06:03.460]  其實從哥林多前書9章25到27節,
[00:06:03.460 --> 00:06:09.280]  我們就可以看到保羅對所有跟隨主的人都有這樣的勸勉。
[00:06:09.280 --> 00:06:14.460]  他說,凡較力爭勝的,諸事都有節制。
[00:06:14.460 --> 00:06:19.660]  我奔跑不像無定向的,我道拳不像打空氣的,
[00:06:19.660 --> 00:06:24.240]  我是功極其身,教身服我。
[00:06:24.240 --> 00:06:29.260]  恐怕我傳福音給別人,自己反被戲劇了。
[00:06:29.260 --> 00:06:33.300]  所以,在我們這個世代,好像不是這樣。
[00:06:33.300 --> 00:06:35.260]  我們這個世代是推崇什麼?
[00:06:35.260 --> 00:06:42.420]  我們推崇衰性而行,真我的本事,我行我素,無須顧慮。
[00:06:42.420 --> 00:06:46.540]  那纔是真丈夫,那纔是硬漢子。
[00:06:46.540 --> 00:06:51.200]  但我們要知道,剛纔我們提過,野牛的力量是很大的,
[00:06:51.200 --> 00:06:55.220]  但它只能盲衝直撞,毫無建樹。
[00:06:55.220 --> 00:06:57.940]  家牛的力量雖然受了限制,
[00:06:57.940 --> 00:07:05.100]  但它能成爲耕田、農耕的一個很好的幫手。
[00:07:05.100 --> 00:07:09.760]  要知道,力量越大,其實責任越大。
[00:07:09.760 --> 00:07:14.260]  責任越大,有時候似的,顧慮會越多。
[00:07:14.260 --> 00:07:19.880]  所以有些人是這樣說的,如果你是未首未尾的,
[00:07:19.880 --> 00:07:24.100]  最後你很可能是一事無成。
[00:07:24.100 --> 00:07:28.920]  但這是真的嗎?這可能是負面的描述。
[00:07:28.920 --> 00:07:30.940]  正面的描述是什麼呢?
[00:07:30.940 --> 00:07:35.620]  正面的描述是,約束自己,免得相擠無辜。
[00:07:35.620 --> 00:07:41.300]  要知道,懂得駕馭自己,纔是生命成熟的表現。
[00:07:41.300 --> 00:07:49.100]  無辜上帝託付我們管理資源的一個很重要的目的。
[00:07:49.100 --> 00:07:52.060]  所以,一切既有個人的努力,
[00:07:52.060 --> 00:07:56.220]  其實也有聖靈對我們工作的幫助。
[00:07:56.220 --> 00:08:01.100]  溫柔、節制,我們都知道,都是聖靈的果子。
[00:08:01.100 --> 00:08:03.820]  他們好像一對雙胞胎。
[00:08:03.820 --> 00:08:08.840]  一個溫柔的人,其實也是逼人有一個節制的人。
[00:08:08.840 --> 00:08:15.040]  他能夠約束自己的慾望,剋制自己的權力,
[00:08:15.040 --> 00:08:17.700]  更願意順服上帝。
[00:08:17.700 --> 00:08:22.020]  我們舉個例子,在《創世紀》裏面十三章,
[00:08:22.020 --> 00:08:25.540]  亞巴拉汗發現自己與羅德的伯人,
[00:08:25.540 --> 00:08:29.500]  他的兩匹的伯人,他們相爭。
[00:08:29.500 --> 00:08:33.540]  然後,如果你是亞巴拉汗,你會怎麼做呢?
[00:08:33.540 --> 00:08:38.900]  我們發現,他沒有俠恩自重,只怪他的侄兒,
[00:08:38.900 --> 00:08:43.260]  也沒有以老買老地欺負羅德。
[00:08:43.260 --> 00:08:46.780]  你們想象一下,其實亞巴拉汗可以這樣說的,
[00:08:46.780 --> 00:08:50.940]  他說羅德羅德,你過來過來,你老爹死得早,
[00:08:50.940 --> 00:08:52.940]  你都是我養大的,
[00:08:52.940 --> 00:08:57.100]  所以你現在的財產都是因爲我而擁有的,
[00:08:57.100 --> 00:09:02.940]  但是你居然縱容你的伯人,來與我的伯人相爭。
[00:09:02.940 --> 00:09:05.820]  你這不是忘恩負義嗎?
[00:09:05.820 --> 00:09:09.620]  你走吧,我不可能留你下來,
[00:09:09.620 --> 00:09:13.940]  你這樣就參戰,奪我的財產,
[00:09:13.940 --> 00:09:17.220]  我以後也不願意見到你了。
[00:09:17.220 --> 00:09:23.620]  如果我去肥屋的地方,那以後肥屋之地沒你份,
[00:09:23.620 --> 00:09:26.340]  你去我不願意去的地方。
[00:09:26.340 --> 00:09:28.340]  可以這樣說的嗎?是不是?
[00:09:28.340 --> 00:09:32.060]  但我們看見,亞巴拉汗沒有這樣做。
[00:09:32.060 --> 00:09:38.860]  亞巴拉汗反而先讓羅德選擇肥屋之地,
[00:09:38.860 --> 00:09:42.300]  亞巴拉汗能約出自己的慾望,
[00:09:42.300 --> 00:09:47.940]  節制自己的權力,甚至是甘心自己退讓。
[00:09:47.940 --> 00:09:51.660]  這恰恰是羅德所缺乏的。
[00:09:51.660 --> 00:09:55.180]  你就知道,羅德最終的墮落,
[00:09:55.180 --> 00:09:58.500]  不是因爲他住在罪惡之都,
[00:09:58.500 --> 00:10:01.380]  而是他沒有約出自己的慾望,
[00:10:01.380 --> 00:10:03.740]  沒有節制自己的權力,
[00:10:03.740 --> 00:10:06.740]  放棄駕馭自己的能力。
[00:10:06.740 --> 00:10:09.460]  這樣一個不甘心實際的人,
[00:10:09.460 --> 00:10:16.500]  當人最後受罪而棄矣,而墮落,是憋人的結果。
[00:10:16.500 --> 00:10:20.340]  弟兄姊妹,我們都活在一個很高度,
[00:10:20.340 --> 00:10:25.060]  爲自己爭取與他人競爭的時代。
[00:10:25.060 --> 00:10:29.460]  社會上很多的東西,很多的價值觀,
[00:10:29.460 --> 00:10:32.220]  都推我們,鼓勵我們去發言,
[00:10:32.220 --> 00:10:37.700]  要表達,要競爭,要爭取,要贏,不能輸。
[00:10:37.700 --> 00:10:41.180]  所以我們每個人都幾乎習慣了,
[00:10:41.180 --> 00:10:44.780]  我有話說,你要聽我講,
[00:10:44.780 --> 00:10:48.500]  我有要求,請你滿足我。
[00:10:48.500 --> 00:10:51.540]  小朋友從小就要被教導,
[00:10:51.540 --> 00:10:55.020]  他們要學什麼?學表達的技巧。
[00:10:55.020 --> 00:10:58.540]  他們要增強他們競爭的心態,
[00:10:58.540 --> 00:11:00.700]  因爲父母都會告訴孩子,
[00:11:00.700 --> 00:11:06.540]  如果你表達比較欠佳,退讓,退輸,
[00:11:06.540 --> 00:11:10.100]  最後你會輸在起跑線。
[00:11:10.100 --> 00:11:13.260]  是真的嗎?可能是。
[00:11:13.260 --> 00:11:17.780]  但是最主要的是,有很多人迷信,
[00:11:17.780 --> 00:11:23.340]  人只要懂得爭取,就能夠有光明的前途。
[00:11:23.340 --> 00:11:27.900]  那其實與羅德的迷信是一樣的,
[00:11:27.900 --> 00:11:32.860]  他以爲只要去到肥沃之地,他就會成功了,
[00:11:32.860 --> 00:11:37.820]  他只要到繁華的城市,他就能成功另一半了。
[00:11:37.820 --> 00:11:42.380]  但真相是什麼?真相是在罪惡的城市裏面,
[00:11:42.380 --> 00:11:48.060]  如果沒有約出節制的能力,就是沉淪的開始。
[00:11:48.060 --> 00:11:52.300]  最終,你如果看聖經裏面的記載,
[00:11:52.300 --> 00:11:58.860]  羅德一家四口都是敗在沒有節制上面,
[00:11:58.860 --> 00:12:02.020]  都是敗在沒有約出自己上面。
[00:12:02.020 --> 00:12:06.660]  弟兄姐妹,今天你是願意做現代的亞巴拉漢,
[00:12:06.660 --> 00:12:10.420]  還是做現代的羅德呢?
[00:12:10.420 --> 00:12:16.500]  如果我們說,要做一個溫柔人,
[00:12:16.500 --> 00:12:20.020]  除了對自己需要約出節制,
[00:12:20.020 --> 00:12:22.180]  與其他人在一起的時候,
[00:12:22.180 --> 00:12:25.260]  我們要懂得尊重溝通。
[00:12:25.260 --> 00:12:27.500]  因爲經文是這樣提醒我們,
[00:12:27.500 --> 00:12:31.740]  溫柔的人有福了,因爲他們必承受地土;
[00:12:31.740 --> 00:12:36.980]  謙和的人有福了,因爲他們必承受土地。
[00:12:36.980 --> 00:12:41.620]  如果我們說,與其他人的溝通、尊重,
[00:12:41.620 --> 00:12:46.900]  是建基於對這個字謙和、溫柔上面。
[00:12:46.900 --> 00:12:51.380]  謙和、溫柔的人,態度是不傲慢、不專橫,
[00:12:51.380 --> 00:12:55.020]  對自己呈現苛責、節制。
[00:12:55.020 --> 00:12:57.420]  所以他與其他人在一起的時候,
[00:12:57.420 --> 00:12:59.660]  就會尊重溝通。
[00:12:59.660 --> 00:13:03.580]  因爲這個希臘文本身有兩個提醒,
[00:13:03.580 --> 00:13:06.860]  告訴我們這個字其實是什麼。
[00:13:06.860 --> 00:13:09.940]  第一,不是中間路線。
[00:13:09.940 --> 00:13:15.740]  謙和不是中間路線,溫柔不是中間路線。
[00:13:15.740 --> 00:13:18.940]  因爲它不是另外一個希臘文的字,
[00:13:18.940 --> 00:13:23.100]  那個字就是中庸了,那個字是恰當、溫和。
[00:13:23.100 --> 00:13:25.900]  但這裏用的字不是這樣。
[00:13:25.900 --> 00:13:31.660]  它其實說的不是一個爲了討好其他人而毫無立場,
[00:13:31.660 --> 00:13:37.380]  它也不是用一箇中間路線來做一個生存的策略。
[00:13:37.380 --> 00:13:44.420]  它不是一個人的性情,而是建基於一個選擇的能力。
[00:13:44.420 --> 00:13:47.620]  因爲他願意約束自己、節制自己,
[00:13:47.620 --> 00:13:52.140]  最後他願意選擇溫和。
[00:13:52.140 --> 00:13:54.620]  所以我們說第二個提醒,
[00:13:54.620 --> 00:13:56.620]  這個希臘文裏面提醒我們,
[00:13:56.620 --> 00:14:01.500]  原來這個字其實是樑上影響生命。
[00:14:01.500 --> 00:14:05.740]  這種選擇最終的目的不是爲了自己快樂,
[00:14:05.740 --> 00:14:07.500]  不是爲了自己得利,
[00:14:07.500 --> 00:14:09.860]  不是爲了自己開心,
[00:14:09.860 --> 00:14:14.300]  而是願意樑上影響其他人。
[00:14:14.300 --> 00:14:16.420]  有兩段經文提醒我們的,
[00:14:16.420 --> 00:14:20.740]  在格林多前書第四章第十八到二十一節。
[00:14:20.740 --> 00:14:25.740]  "有些人自高自大,我以爲我不到你們那裏去,
[00:14:25.740 --> 00:14:28.980]  是願意我帶着行杖到你們那裏去,
[00:14:28.980 --> 00:14:32.460]  還是我存着慈愛溫柔的心呢?"
[00:14:32.460 --> 00:14:36.820]  這裏說的是,保羅說有些人以爲他不會到那邊去,
[00:14:36.820 --> 00:14:40.660]  所以有些事做錯了,還不願意悔改。
[00:14:40.660 --> 00:14:45.220]  所以保羅說,你是願意我帶着行杖去執法你們,
[00:14:45.220 --> 00:14:49.140]  還是我帶着慈愛的心到你們當中呢?
[00:14:49.140 --> 00:14:54.500]  另外一段經文,彼得前書三章第四節。
[00:14:54.500 --> 00:14:57.660]  彼得是這樣提醒弟兄姊妹的,
[00:14:57.660 --> 00:15:01.900]  "若有不信從道理的丈夫,他們雖然不聽道,
[00:15:01.900 --> 00:15:06.940]  也可以因妻子的秉行,必敢乏過來,
[00:15:06.940 --> 00:15:13.140]  只要以裏面存着長久溫柔、安靜的心成爲裝襲,
[00:15:13.140 --> 00:15:16.020]  這在神面前是極寶貴的。"
[00:15:16.020 --> 00:15:21.940]  無論是保羅或者是彼得,無論是老師對學生,
[00:15:21.940 --> 00:15:29.620]  母者對羊羣,妻者對丈夫,面對差異、面對衝突的時候,
[00:15:29.620 --> 00:15:35.660]  我們既不能違背良心、說假話,甚至是視若無睹,
[00:15:35.660 --> 00:15:42.420]  也不能單單指出他人的錯誤,以撇清自己的責任了事。
[00:15:42.420 --> 00:15:48.220]  我們不能說他錯了,然後就好像自己已經完成道德責任一樣,
[00:15:48.220 --> 00:15:55.180]  也不能寧願關係破裂、絕離,也不願意委屈,
[00:15:55.180 --> 00:16:03.180]  更不要恃寵要挾,要求對方肯定要屈服。
[00:16:03.180 --> 00:16:10.220]  聖經提醒我們,要在裏面存着長久溫柔、安靜的心。
[00:16:10.220 --> 00:16:15.380]  當天的妻子和現在的妻子的身份、地位是不同的。
[00:16:15.380 --> 00:16:23.940]  當天的妻子縱然弱勢,
[00:16:23.940 --> 00:16:33.340]  但是她仍然可以用無爲有德的秉行去感化當天咬拳咬勢的丈夫。
[00:16:33.340 --> 00:16:37.860]  老師、母者好像很強勢,是不是?
[00:16:37.860 --> 00:16:42.820]  他們有身份、有地位、有權柄,可以教訓人,
[00:16:42.820 --> 00:16:46.460]  但是保羅彼得都提醒他們,
[00:16:46.460 --> 00:16:55.740]  要只能用溫柔良善的方式去刺透、改變人的傲慢與自恥。
[00:16:55.740 --> 00:17:02.540]  總而言之,謙和溫柔的人處事爲人,
[00:17:02.540 --> 00:17:07.540]  既不是獨上其身,也不是自以爲意。
[00:17:07.540 --> 00:17:12.380]  他們無需與人道氣,也無需傷害其他人,
[00:17:12.380 --> 00:17:20.340]  以顯示自己的主權尊嚴,證明自己的能力,證明自己的對。
[00:17:20.340 --> 00:17:31.580]  甚至他們不會因爲無力,影響他人,以陷進他的憤怒,以自卑自己的當中。
[00:17:31.580 --> 00:17:39.260]  以溫柔、尊重、守候的方式,纔是以上甚爾的方式。
[00:17:39.260 --> 00:17:48.220]  確實它不是最有效的方法,但是卻是能生命、影響生命的方式。
[00:17:48.220 --> 00:17:52.700]  我們可以說,這樣的人,一個溫柔謙和的人,
[00:17:52.700 --> 00:17:57.860]  他是情緒的主人,他不是情緒的腦補。
[00:17:57.860 --> 00:18:05.100]  他既有正確的動機,又有正確的態度,又有正確的方式。
[00:18:05.100 --> 00:18:09.940]  在思想、情感、意志上面,都能完全違心於嫉妒,
[00:18:09.940 --> 00:18:14.340]  不能靠着老我的削棄、衝動行事。
[00:18:14.340 --> 00:18:18.500]  我們舉個例子,摩西這個人,
[00:18:18.500 --> 00:18:23.820]  他經文這樣提醒我們,明書記裏面十二章第三節,
[00:18:23.820 --> 00:18:29.180]  他說,摩西爲人極其謙和,勝過世上的衆人。
[00:18:29.180 --> 00:18:34.780]  這個謙和的字,就是希臘文裏面翻譯過來的那個同一個字。
[00:18:34.780 --> 00:18:44.140]  被聖經肯定的是,摩西,他是不是天生溫柔,他是不是天生謙和呢?
[00:18:44.140 --> 00:18:51.460]  我們看看另外一段經文就知道,摩西本來聖情,他的性格是怎麼樣。
[00:18:51.460 --> 00:18:55.500]  在出埃及記第三章,您和我都熟悉的,
[00:18:55.500 --> 00:18:59.580]  就是摩西長大以後,他出去到地匈當中,
[00:18:59.580 --> 00:19:07.020]  看見那些希臘人,他們被欺負,看見他們中彈,
[00:19:07.020 --> 00:19:11.900]  然後看見一個埃及人要打這些希臘人,
[00:19:11.900 --> 00:19:20.980]  然後他就左右觀看,見沒有人,就把埃及人打死了,藏在土裏面。
[00:19:20.980 --> 00:19:25.900]  當摩西看見自己的族人受到無理的欺負,
[00:19:25.900 --> 00:19:29.900]  他沒有袖手旁觀,這是正確的態度,對嗎?
[00:19:29.900 --> 00:19:35.980]  對,他盼望拯救自己的同胞,這個動機是正確的。
[00:19:35.980 --> 00:19:41.820]  可惜,他採用了錯誤的方式,他用粗暴的方式,
[00:19:41.820 --> 00:19:48.700]  王者變成野獸,這樣的結局其實是讓人大家都很慨嘆。
[00:19:48.700 --> 00:19:56.460]  其實一個王子要幫助一個民衆,很多方式,爲什麼他要用暴力呢?
[00:19:56.460 --> 00:20:02.300]  所以我們說,他是被他的怒火衝昏了他的理智。
[00:20:02.300 --> 00:20:11.860]  所以我們知道,其實對摩西來說,他不是天生謙和,
[00:20:11.860 --> 00:20:18.060]  而是他在錯誤當中,他能覺悟破壞與撕裂,
[00:20:18.060 --> 00:20:27.700]  在失敗當中,他被訓練自我約束,在信靠當中學習節制和謙和。
[00:20:27.700 --> 00:20:35.100]  所以後來,他在白宮無奈,千宮無恥,萬宮無禮的民衆當中,
[00:20:35.100 --> 00:20:39.940]  他仍然能謙謙和和地做帶領的工作。
[00:20:39.940 --> 00:20:44.380]  在沒有憤怒地出手打死人,他有憤怒?有。
[00:20:44.380 --> 00:20:48.660]  他有發脾氣?有,但他沒有再失去控制。
[00:20:48.660 --> 00:20:54.100]  特別,摩西當面對他姐姐哥哥違反的時候,
[00:20:54.100 --> 00:20:59.420]  他能夠不爲自己辯護,就把事情交給上帝。
[00:20:59.420 --> 00:21:06.980]  當摩西控制自己,約束自己的結果,最後上帝是爲他申冤的。
[00:21:06.980 --> 00:21:15.820]  所以在明肅記十二章第七節裏面說,我的伯仁摩西在我全家盡忠。
[00:21:15.820 --> 00:21:19.020]  這是最高的榮譽,是嗎?
[00:21:19.020 --> 00:21:27.700]  弟孫姊妹,在過去這兩年裏面,甚至是三年,人質關係最艱難的時期,
[00:21:27.700 --> 00:21:33.500]  整個香港基本上都因爲社會政治上的事件,
[00:21:33.500 --> 00:21:41.460]  關係撕裂,朋友有言缺,彼此之間進入寒蟬。
[00:21:41.460 --> 00:21:47.060]  弟孫姊妹,時代越僵硬,我們的日子越難過,
[00:21:47.060 --> 00:21:53.820]  我們的孤單的感覺越濃厚,我們越需要抱團取暖,
[00:21:53.820 --> 00:22:02.220]  我們更需要彼此支持,確實意見能否統一是最好的,
[00:22:02.220 --> 00:22:06.820]  如果能統一最好,但是如果我們意見不一樣,
[00:22:06.820 --> 00:22:12.620]  真詞不下,這不是我們人生的常態嗎?
[00:22:12.620 --> 00:22:21.620]  我上次在講道的時候提到,我家裏面最起碼最簡單的洗碗,
[00:22:21.620 --> 00:22:25.660]  我不知道你家裏面洗碗的方式是不是都統一,
[00:22:25.660 --> 00:22:29.620]  我家裏面爸爸媽媽有不同的洗碗方式,
[00:22:29.620 --> 00:22:33.460]  我與太太有不同的洗碗方式。
[00:22:33.460 --> 00:22:39.300]  如果我們說在生活裏面,生活小節,我們都有很多的不同,
[00:22:39.300 --> 00:22:43.940]  爲什麼我們認爲好像我們在這個政治運動當中,
[00:22:43.940 --> 00:22:48.580]  在這個社會運動當中,我們需要有統一的看法呢?
[00:22:48.580 --> 00:22:55.140]  彷彿如果我們這種大家不同的話,就要拼個你死我活,
[00:22:55.140 --> 00:23:00.500]  肯定要對方改變,然後你才覺得心安理得。
[00:23:00.500 --> 00:23:03.420]  這好像不是我們人生的常態,
[00:23:03.420 --> 00:23:10.900]  人生的常態是在我們常常都在差異當中求同存異,
[00:23:10.900 --> 00:23:16.900]  在彼此支持當中互相諒解,互相陪手的合作,
[00:23:16.900 --> 00:23:19.660]  表示不同的意見。
[00:23:19.660 --> 00:23:24.140]  我們在其他的生活的層面裏面,相處是很重要的,
[00:23:24.140 --> 00:23:28.020]  互相彼此遷就是很重要的,
[00:23:28.020 --> 00:23:33.500]  因爲在我們人質關係當中,尊重溝通,
[00:23:33.500 --> 00:23:41.420]  正面的來說,是可以用無爲了得的秉行去改變對方。
[00:23:41.420 --> 00:23:48.180]  退一萬步,負面的來說,儘管我們沒有這種影響對方,
[00:23:48.180 --> 00:23:53.180]  但是我們也可以在這個支離破碎的關係當中,
[00:23:53.180 --> 00:24:00.180]  享受彼此相愛的溫暖,這不是這個時代需要的嗎?
[00:24:00.180 --> 00:24:05.940]  作爲一個溫柔人,不單只是對自己要約出節制,
[00:24:05.940 --> 00:24:08.740]  與其他人要溝通尊重,
[00:24:08.740 --> 00:24:16.220]  更重要的其實是對上帝要根心討靠,信靠。
[00:24:16.220 --> 00:24:21.940]  因爲溫柔的人有福了,因爲他們必承受地土;
[00:24:21.940 --> 00:24:26.060]  謙和的人有福了,因爲他們必承受土地。
[00:24:26.060 --> 00:24:28.700]  根心信靠是什麼呢?
[00:24:28.700 --> 00:24:35.020]  其實你要知道,在耶穌說這一句話的時候,
[00:24:35.020 --> 00:24:42.500]  耶穌是背誦十篇三十七篇裏面第十一節的前半句,
[00:24:42.500 --> 00:24:45.580]  但謙和的人必承受地土,
[00:24:45.580 --> 00:24:50.980]  然後後半句是可以享受豐盛的平安。
[00:24:50.980 --> 00:24:56.900]  如果你還看不明白,其實你要看三十七章前面第九節,
[00:24:56.900 --> 00:25:01.940]  裏面提到的,因爲作惡的必被減除,
[00:25:01.940 --> 00:25:05.740]  但等候耶和華的必承受土地。
[00:25:05.740 --> 00:25:11.940]  原來謙和在這裏,在希伯來文的十篇裏面,
[00:25:11.940 --> 00:25:16.700]  它其實平衡的等於等候耶和華。
[00:25:16.700 --> 00:25:20.060]  所以承受地土不是結局,
[00:25:20.060 --> 00:25:27.740]  它最重要的承受地土的人能有得享平安在第十一節的下半句。
[00:25:27.740 --> 00:25:30.940]  這纔是詩人他很重視的。
[00:25:30.940 --> 00:25:37.500]  你要知道,耶穌很喜歡他找一些大家很熟悉的經文,
[00:25:37.500 --> 00:25:41.820]  然後他告訴你古文是這樣說,
[00:25:41.820 --> 00:25:46.540]  但是我告訴你不是這樣想,大家常常聽是不是?
[00:25:46.540 --> 00:25:51.740]  這段經文其實也是一樣,它是挑戰人的慣性思想,
[00:25:51.740 --> 00:25:58.700]  更新人的信念,將人的焦點放在個人的平安需求上面,
[00:25:58.700 --> 00:26:05.180]  轉移回追求留意上帝要人做什麼。
[00:26:05.180 --> 00:26:10.380]  你要知道三十七篇的主旨是什麼才能解決這個問題,是不是?
[00:26:10.380 --> 00:26:19.020]  三十七篇的主旨是說當行上,不要爲作惡的心懷不平。
[00:26:19.020 --> 00:26:24.380]  那個年代是上咬上報,餓咬餓報的崩潰。
[00:26:24.380 --> 00:26:26.940]  基本上那個信念已經崩潰了,
[00:26:26.940 --> 00:26:33.980]  人要在這個崩潰的年代懂得繼續信靠上帝。
[00:26:33.980 --> 00:26:39.180]  這種信心就是詩篇三十七篇提醒我們的。
[00:26:39.180 --> 00:26:43.740]  當然在耶穌說引用這段經文的時候,
[00:26:43.740 --> 00:26:48.540]  祂不單只是停留在對當時的人的訓勉,
[00:26:48.540 --> 00:26:53.500]  其實你要知道當時那個時代的背景是什麼。
[00:26:53.500 --> 00:26:57.980]  耶穌那個年代的,因爲祂的背景是在猶太國,
[00:26:57.980 --> 00:27:04.300]  在主權586年被捏之後,數八年過去了,
[00:27:04.300 --> 00:27:14.220]  統治這個分散的民族,已經不同的帝國在更替,
[00:27:14.220 --> 00:27:20.540]  但是他們渴望復國的機會沒有出現。
[00:27:20.540 --> 00:27:26.460]  就算在耶穌之前,基本上一百多年前,
[00:27:26.460 --> 00:27:33.740]  有一個馬加比王朝,他能建立了短暫的王朝獨立運動,
[00:27:33.740 --> 00:27:39.100]  但是很快幾十年,就因爲他自己內鬥,
[00:27:39.100 --> 00:27:45.820]  自己鬼打鬼,所以結果給羅馬帝國趁虛而入,
[00:27:45.820 --> 00:27:48.540]  然後他們又一次亡國。
[00:27:48.540 --> 00:27:54.380]  所以當代的民衆其實是很渴望有一位軍事性的,
[00:27:54.380 --> 00:27:58.060]  政治性的,宗教性的,神者性的,
