
[00:00:00.000 --> 00:00:18.000]  首先我問大家一個問題,你為什麼信主呢?你怎樣信主的呢?
[00:05:31.000 --> 00:05:38.000]  主耶穌指出主的門徒的心裡剛硬,
[00:05:38.000 --> 00:05:42.000]  以致他們聽不進去,
[00:05:42.000 --> 00:05:49.000]  不願意相信主耶穌那天已經復活了。
[00:05:49.000 --> 00:05:53.000]  我們要做一個反省,
[00:05:54.000 --> 00:06:05.000]  如果不是親眼看到復活的主,只是聽別人說的話的時候,
[00:06:05.000 --> 00:06:13.000]  我們會不會很肯定不相信主的復活呢?
[00:06:13.000 --> 00:06:20.000]  還有祂所做的事和祂說的話呢?
[00:06:21.000 --> 00:06:28.000]  關鍵是不是我們要親眼看到主耶穌的顯現呢?
[00:06:28.000 --> 00:06:33.000]  關鍵是否我們要肉眼親眼看到主耶穌的顯現呢?
[00:06:33.000 --> 00:06:39.000]  我想大家以下這兩節一同讀出來,因為是很重要的兩節。
[00:06:39.000 --> 00:06:45.000]  以下兩節我們想請大家一起念出來,因為是很重要的兩節經文,十五十六節。
[00:06:46.000 --> 00:07:01.000]  一二三。神又對他們說:你們往普天下去,傳福音給萬民聽,信而受信的人必然得救,不信的必被定罪。
[00:07:02.000 --> 00:07:18.000]  這裡門徒是被主吩咐去傳福音,是給普天下世上所有的人聽,
[00:07:18.000 --> 00:07:26.000]  要讓世人知道他們要做一個很重要的決定,
[00:07:27.000 --> 00:07:36.000]  信而受浸的必然得救,不信的必要被定罪。
[00:07:36.000 --> 00:07:47.000]  我們看到主所說的話果然是成真,因為聖經是這樣說的,
[00:07:48.000 --> 00:08:05.000]  第二十節,門徒出去到處宣傳福音,主和他們同供,用神跡隨著,證實所傳的道。
[00:08:06.000 --> 00:08:29.000]  在《使徒行傳》初期教會的記載當中,我們看到門徒到處傳福音,藉著他們所行的神跡,證明他們所傳的道是真實的。
[00:08:30.000 --> 00:08:55.000]  《使徒行傳》第六章第七節這樣說,神的道興旺起來,在耶路撒冷,門徒數目增加的甚多,也有許多祭司信從了這道。
[00:08:56.000 --> 00:09:10.000]  有一個信而不信的難題,有些情況是信,有些情況是不信。
[00:09:10.000 --> 00:09:22.000]  為什麼門徒聽到摩達拉瑪利亞和其他門徒說看到父主耶穌的時候卻不相信呢?
[00:09:23.000 --> 00:09:43.000]  相反,當門徒去後來傳主的福音的時候,人為什麼聽門徒的話就相信呢?
[00:09:44.000 --> 00:09:56.000]  有什麼不同呢?什麼情況會信,什麼情況會不信呢?關鍵在哪裡呢?
[00:09:57.000 --> 00:10:17.000]  關鍵就是說,門徒如果全心倚靠聖靈,就能夠行神跡,就能夠幫助未信主的人信主,這是神的應許。
[00:10:18.000 --> 00:10:41.000]  因為我們在《史獨行傳》裡面看到,當五旬節聖靈降臨在門徒身上的時候,門徒就得到從上頭而來的能力,
[00:10:42.000 --> 00:10:54.000]  使他們可以行神跡,證明主所講的話是真的。
[00:10:54.000 --> 00:11:05.000]  當我們看第十七十八節兩節經文的時候,我們會不會信呢?請讀出來。
[00:11:06.000 --> 00:11:18.000]  信的人必有神跡隨著他們,就是奉我的名趕鬼,說心方言,手能拿舌,若喝了什麼毒物,也必不受害,手按病人,病人就必好了。
[00:11:18.000 --> 00:11:28.000]  很明顯這些就是神跡,有人對這兩節聖經很懷疑,
[00:11:29.000 --> 00:11:42.000]  其實這些事在聖經裡面是有記載的,因為趕鬼醫病在《史獨行傳》裡面是常見的。
[00:11:43.000 --> 00:12:05.000]  而保羅曾經在一個叫米利大的島上被一隻毒蛇咬到他的手,最後他是安然無恙的,
[00:12:06.000 --> 00:12:20.000]  因為島上的土人都覺得非常奇怪,在他們的認識裡面,可能他們知道咬他的蛇是非常毒的,
[00:12:21.000 --> 00:12:36.000]  為什麼他沒有死呢?這是記載在《史獨行傳》二十八章一至六節裡面。
[00:12:37.000 --> 00:12:54.000]  我們的思想是不是真的有神跡呢?或者在我們心目中好像是一些難以置信的事情發生在我們身上。
[00:12:55.000 --> 00:13:15.000]  我介紹一個人物給大家,這位叫倪拓升,倪拓升是福州人,
[00:13:16.000 --> 00:13:35.000]  是我外父的家鄉,師母是認識倪拓升的姐姐,所以我說的話不是虛無縹緲的,
[00:13:36.000 --> 00:13:47.000]  這個人是我間接認識他的,書裡面提到一個人物,另外一個人物,是我親自跟他有一個很親密的屬靈經驗。
[00:13:47.000 --> 00:14:00.000]  這個倪拓升你看他很健康,
[00:14:01.000 --> 00:14:10.000]  但是當他二十歲的時候,他就染了一個很嚴重的肺病,
[00:14:10.000 --> 00:14:23.000]  這個肺病是當時來說很難醫治的,因為是一九二幾年的事情,
[00:14:24.000 --> 00:14:41.000]  醫生說他沒得救了,醫生幫他拍了一個X光照,
[00:14:42.000 --> 00:14:55.000]  後來他又想叫醫生幫他再拍一次,醫生說不用了,我不想賺你的錢,
[00:14:56.000 --> 00:15:15.000]  我給你看另外一張照片,這張照片是比你的情況更加好的,但是這個人兩個禮拜之後就病死了,
[00:15:16.000 --> 00:15:27.000]  所以倪拓升非常的痛苦,他的胸口非常的痛,
[00:15:27.000 --> 00:15:40.000]  但是他堅持要去服事主,有一天他禱告主,
[00:15:41.000 --> 00:15:54.000]  他突然得到一個啟示叫他起來,於是他就很辛苦的站起來,
[00:15:55.000 --> 00:16:12.000]  神就叫他走路,他從二樓走到地下,那二十五級的樓梯對他來說是非常非常的艱難,
[00:16:13.000 --> 00:16:29.000]  他聽到神的聲音叫他去姊妹的家,他聽到神的聲音跟他講說你去某一位姊妹的家裡,
[00:16:30.000 --> 00:16:47.000]  他突然有能力去到姊妹的家裡,打開門看到有七八個弟兄切切的為他的病祈禱,
[00:16:48.000 --> 00:17:03.000]  正如我們對貧危死亡的弟兄姊妹祈禱一樣,
[00:17:04.000 --> 00:17:19.000]  我們也不知道到底是要求神把他治好還是讓他早點離開,
[00:17:19.000 --> 00:17:29.000]  有些弟兄姊妹就講說其實倪拓升已經死了,
[00:17:30.000 --> 00:17:37.000]  但是他們看到門打開的時候站在門口的都是倪拓升,我相信他們都呆了,
[00:17:37.000 --> 00:17:47.000]  雖然倪拓升是骨瘦如柴,但是他卻是可以行走來到他們家裡坐下,
[00:17:48.000 --> 00:18:00.000]  一個小時裡面一顆聲都沒有,他們都在思想,
[00:18:00.000 --> 00:18:13.000]  為什麼會這樣?倪拓升幾年的病就在那一刻得到醫治,
[00:18:14.000 --> 00:18:27.000]  從以上的例子可以看得到,神蹟並不是發生在未信主的人身上發生的,
[00:18:27.000 --> 00:18:32.000]  更加會在信徒身上發生的,
[00:18:33.000 --> 00:18:45.000]  那些親眼看到主復活的門徒已經離開世界,
[00:18:45.000 --> 00:18:51.000]  那十一個使徒都已經去見了主面,
[00:18:51.000 --> 00:19:02.000]  但是福音卻是藉著歷代的教會傳承下來,
[00:19:03.000 --> 00:19:16.000]  接近兩千年以來,主的門徒雖然不是主復活的目擊證人,
[00:19:16.000 --> 00:19:24.000]  但是主的門徒卻是不斷的將這個福音傳開,
[00:19:25.000 --> 00:19:34.000]  我們不禁要問,當未信主的人聽到他們所傳的道的時候,
[00:19:34.000 --> 00:19:42.000]  這個福音的道是否值得人去相信呢?
[00:19:42.000 --> 00:19:50.000]  讓我們再看一次十五十六節,這兩節很重要的經文,
[00:19:51.000 --> 00:20:00.000]  其中一節是信而受禁的必然得救,
[00:20:00.000 --> 00:20:12.000]  這句話是教會在耶穌基督的統領之下傳承下來的真理,
[00:20:13.000 --> 00:20:21.000]  可以比美另外一節的聖經,是哪一節呢?
[00:20:21.000 --> 00:20:29.000]  施比受更為有福,這都是主耶穌真正的心意,
[00:20:29.000 --> 00:20:38.000]  一個人聽了福音,願意相信主耶穌為救主,是有福的人,
[00:20:39.000 --> 00:20:48.000]  因為主和傳福音救人的信徒同工,
[00:20:48.000 --> 00:20:58.000]  是幫助人看到神蹟,這是神才能夠做的事情,
[00:20:59.000 --> 00:21:11.000]  所以人因此就可以相信耶穌為救主,你有否經歷過神蹟呢?
[00:21:11.000 --> 00:21:21.000]  當然不是一定要被毒蛇咬到死去才算是神蹟,
[00:21:21.000 --> 00:21:28.000]  有時候在身邊發生的事情是意料之外的,
[00:21:29.000 --> 00:21:37.000]  但是你確實能夠經歷到神的真實,
[00:21:37.000 --> 00:21:41.000]  那些可能就是神蹟,
[00:21:41.000 --> 00:21:48.000]  我們雖然不是肉眼看到主耶穌,
[00:21:48.000 --> 00:21:55.000]  但是我們確實能夠看到其他信徒的見證,
[00:21:56.000 --> 00:22:02.000]  甚至看到神蹟發生在他們身上,
[00:22:02.000 --> 00:22:08.000]  證明這個道是真實的,
[00:22:08.000 --> 00:22:15.000]  因此我們會更加相信主,
[00:22:15.000 --> 00:22:22.000]  人信了之後,就應該盡快接受贈禮,
[00:22:23.000 --> 00:22:27.000]  加入教會偽身的侍奉主,
[00:22:27.000 --> 00:22:30.000]  作為結論,
[00:22:30.000 --> 00:22:37.000]  人是可以用心靈去接觸真神的,
[00:22:37.000 --> 00:22:42.000]  只要存著一個單純的信心,
[00:22:42.000 --> 00:22:45.000]  完全的依靠神,
[00:22:45.000 --> 00:22:50.000]  就可以藉著信耶穌而得救,
[00:22:51.000 --> 00:23:02.000]  比那些只有著重於眼見為滿足的人,
[00:23:02.000 --> 00:23:10.000]  是更能夠找到天國之門,
[00:23:10.000 --> 00:23:14.000]  是更有福的人,
[00:23:15.000 --> 00:23:21.000]  我希望大家都能夠成為一個有福的人,
[00:23:21.000 --> 00:23:27.000]  雖然我們肉眼看不到主耶穌,卻相信祂,
[00:23:27.000 --> 00:23:33.000]  因為主耶穌是真真實實的救主,
[00:23:33.000 --> 00:23:38.000]  是值得我們真心相信祂,
[00:23:38.000 --> 00:23:42.000]  我們低頭同心道,
[00:23:43.000 --> 00:23:48.000]  感謝祢給我們寶貴的聖經,
[00:23:48.000 --> 00:23:53.000]  使我們可以知道祢是又真又活的神,
[00:23:53.000 --> 00:24:01.000]  要是不是,神蹟就不能發生在我們身邊,
[00:24:01.000 --> 00:24:04.000]  甚至發生在我們身上,
[00:24:04.000 --> 00:24:09.000]  主啊,我們願意相信主耶穌,
[00:24:10.000 --> 00:24:13.000]  因為祂是真實的救主,
[00:24:13.000 --> 00:24:17.000]  祂所說的話我們要相信,
[00:24:17.000 --> 00:24:22.000]  因為祂所說的話都是真實的,
[00:24:22.000 --> 00:24:27.000]  求主兼顧我們的信心,保守我們,引導我們,
[00:24:27.000 --> 00:24:31.000]  我們真的祈求禱告,是封主耶穌基督的名,
[00:24:31.000 --> 00:24:33.000]  Amen!
