
[00:00:00.000 --> 00:00:04.600]  教會踏入這十八年的年頭
[00:02:10.560 --> 00:02:13.560]  然而天國裡最小的比他還大
[00:02:13.560 --> 00:02:16.560]  從師仔約翰的時候到如今
[00:02:16.560 --> 00:02:18.560]  天國是努力進入的
[00:02:18.560 --> 00:02:20.560]  努力的人就得著了
[00:02:20.560 --> 00:02:24.560]  因為眾先知和律法說預言到約翰為止
[00:02:24.560 --> 00:02:29.560]  你們若肯領袖,這人就是那應當來的伊利亞
[00:02:29.560 --> 00:02:32.560]  有耳可聽的就應當聽
[00:02:32.560 --> 00:02:34.560]  我可用什麼比這世代呢?
[00:02:34.560 --> 00:02:37.560]  好像孩童坐在街市上招呼同伴
[00:02:37.560 --> 00:02:41.560]  說,我們向你們吹笛,你們不跳舞
[00:02:41.560 --> 00:02:44.560]  我們向你們舉哀,你們不隨空
[00:02:44.560 --> 00:02:47.560]  約翰來了,也不吃也不喝
[00:02:47.560 --> 00:02:49.560]  人就說他是被鬼附著的
[00:02:49.560 --> 00:02:52.560]  人子來了,也吃也喝
[00:02:52.560 --> 00:02:55.560]  人又說他是貪食好酒的人
[00:02:55.560 --> 00:02:57.560]  是遂利禍罪人的朋友
[00:02:57.560 --> 00:03:01.560]  但智慧之子,總以智慧為事
[00:03:01.560 --> 00:03:05.560]  其實耶穌在這裡一連串地問很多的問題
[00:03:05.560 --> 00:03:08.560]  但其實都是同一個方向
[00:03:08.560 --> 00:03:10.560]  其實問的問題,問什麼呢?
[00:03:10.560 --> 00:03:13.560]  我先用一個比較簡單的,大家可以理解到
[00:03:13.560 --> 00:03:16.560]  可能有一天,我在超市那裡遇到大家
[00:03:16.560 --> 00:03:19.560]  然後我突然問你們幾條問題
[00:03:19.560 --> 00:03:21.560]  你來超市做什麼?
[00:03:21.560 --> 00:03:23.560]  要買傢俬嗎?
[00:03:23.560 --> 00:03:25.560]  你來超市做什麼?
[00:03:25.560 --> 00:03:27.560]  要買樂器嗎?
[00:03:27.560 --> 00:03:29.560]  你來超市做什麼?
[00:03:29.560 --> 00:03:30.560]  買聖經嗎?
[00:03:30.560 --> 00:03:32.560]  當我這樣問的時候
[00:03:32.560 --> 00:03:34.560]  你會怎樣回答?
[00:03:34.560 --> 00:03:36.560]  搖頭
[00:03:36.560 --> 00:03:40.560]  你沒事吧?
[00:03:40.560 --> 00:03:42.560]  為什麼?
[00:03:42.560 --> 00:03:45.560]  不對的地方
[00:03:45.560 --> 00:03:47.560]  超市是買什麼的?
[00:03:47.560 --> 00:03:51.560]  買菜、罐頭、小小的日用品
[00:03:51.560 --> 00:03:54.560]  報紙也買得到,或者小小的雜誌
[00:03:54.560 --> 00:03:56.560]  是買這些東西的
[00:03:56.560 --> 00:03:58.560]  但當我問你,你來超市做什麼?
[00:03:58.560 --> 00:03:59.560]  買傢俬嗎?
[00:03:59.560 --> 00:04:01.560]  買聖經嗎?
[00:04:01.560 --> 00:04:02.560]  買樂器嗎?
[00:04:02.560 --> 00:04:04.560]  買一些東西是不知道的
[00:04:04.560 --> 00:04:06.560]  可以這樣說
[00:04:06.560 --> 00:04:10.560]  這個地方是買食物的
[00:04:10.560 --> 00:04:13.560]  為什麼你要問這些問題呢?
[00:04:13.560 --> 00:04:15.560]  其實耶穌當時就是這樣
[00:04:15.560 --> 00:04:17.560]  問這些問題
[00:04:17.560 --> 00:04:22.560]  就說你們去曠野要看什麼呢?
[00:04:22.560 --> 00:04:25.560]  你去曠野要看什麼呢?
[00:04:25.560 --> 00:04:29.560]  你是不是在曠野要看風吹動的蘆葦呢?
[00:04:29.560 --> 00:04:31.560]  我猜測一下
[00:04:31.560 --> 00:04:33.560]  蘆葦其實這個就是
[00:04:33.560 --> 00:04:36.560]  耶穌在當時是在預表施洗若寒的
[00:04:36.560 --> 00:04:39.560]  因為原來我上網看蘆葦的作用
[00:04:39.560 --> 00:04:41.560]  蘆葦是很有用的
[00:04:41.560 --> 00:04:44.560]  除了我們教會裡面的蘆葦之外
[00:04:44.560 --> 00:04:46.560]  蘆葦這個植物也是很有用的
[00:04:46.560 --> 00:04:48.560]  用來做什麼呢?原來是用來開路的
[00:04:48.560 --> 00:04:50.560]  在曠野裡面開路
[00:04:50.560 --> 00:04:54.560]  所以當那些人想開路的時候
[00:04:54.560 --> 00:04:58.560]  以前不是要開一些機器嗎?
[00:04:58.560 --> 00:05:00.560]  要很多機械啊
[00:05:00.560 --> 00:05:04.560]  要很多機器等等來開路
[00:05:04.560 --> 00:05:06.560]  但原來不是的
[00:05:06.560 --> 00:05:07.560]  原來是這樣的
[00:05:07.560 --> 00:05:13.560]  蘆葦的根是很長的
[00:05:13.560 --> 00:05:15.560]  而且是很密的
[00:05:15.560 --> 00:05:20.560]  就是說只能夠減弱水邊的浪
[00:05:20.560 --> 00:05:22.560]  應該這麼說
[00:05:22.560 --> 00:05:27.560]  它將在河流上有一些蘆葦的時候
[00:05:27.560 --> 00:05:30.560]  可以幫助沙塵沉澱下去
[00:05:30.560 --> 00:05:35.560]  然後做成一個路段
[00:05:35.560 --> 00:05:37.560]  所以是很有用的
[00:05:37.560 --> 00:05:42.560]  用來比喻施洗若寒為上帝來開道路
[00:05:42.560 --> 00:05:47.560]  耶穌問你在曠野想看什麼?
[00:05:47.560 --> 00:05:49.560]  你在曠野想看蘆葦嗎?
[00:05:49.560 --> 00:05:50.560]  風吹動的蘆葦嗎?
[00:05:50.560 --> 00:05:53.560]  或者你在曠野裡面要看什麼呢?
[00:05:53.560 --> 00:05:56.560]  要看穿細軟衣服的人嗎?
[00:05:56.560 --> 00:05:59.560]  耶穌說細軟衣服的人在皇宮裡面
[00:05:59.560 --> 00:06:01.560]  你在皇宮才看得到
[00:06:01.560 --> 00:06:03.560]  正如我剛才問的問題
[00:06:03.560 --> 00:06:05.560]  你買得到樂器嗎?
[00:06:05.560 --> 00:06:06.560]  你買得到傢俬嗎?
[00:06:06.560 --> 00:06:07.560]  你買得到聖經嗎?
[00:06:07.560 --> 00:06:09.560]  買不到,你去錯地方了
[00:06:09.560 --> 00:06:13.560]  就是說如果你要看細軟
[00:06:13.560 --> 00:06:16.560]  看人穿細軟衣服的
[00:06:16.560 --> 00:06:18.560]  如果我用現在的說話
[00:06:18.560 --> 00:06:21.560]  就是你很想看時裝表演嗎?
[00:06:21.560 --> 00:06:23.560]  或者你很想看一些人穿漂亮的衣服嗎?
[00:06:23.560 --> 00:06:24.560]  你不是去曠野嗎?
[00:06:24.560 --> 00:06:26.560]  你去廣東嗎?
[00:06:26.560 --> 00:06:29.560]  你去什麼城市等等
[00:06:29.560 --> 00:06:33.560]  去那裡你才看到這些穿這些衣服的人
[00:06:33.560 --> 00:06:36.560]  你來曠野明顯看錯地方
[00:06:36.560 --> 00:06:38.560]  然後耶穌又說
[00:06:38.560 --> 00:06:41.560]  你出去究竟是為了什麼?
[00:06:41.560 --> 00:06:43.560]  你想看仙姿嗎?
[00:06:43.560 --> 00:06:47.560]  你看到耶穌其實很有技巧
[00:06:47.560 --> 00:06:49.560]  你想看蘆葦嗎?
[00:06:49.560 --> 00:06:51.560]  你想看人穿什麼衣服嗎?
[00:06:51.560 --> 00:06:52.560]  因為你想看仙姿
[00:06:52.560 --> 00:06:55.560]  耶穌逐步逐步帶人去
[00:06:55.560 --> 00:06:57.560]  開始中了,中了目標
[00:06:57.560 --> 00:06:59.560]  你想看仙姿嗎?
[00:06:59.560 --> 00:07:01.560]  因為當時耶穌在說師弟約翰
[00:07:01.560 --> 00:07:04.560]  你想看仙姿嗎?
[00:07:04.560 --> 00:07:07.560]  在曠野裏面看仙姿嗎?
[00:07:07.560 --> 00:07:09.560]  記不記得曠野是一個什麼地方?
[00:07:09.560 --> 00:07:11.560]  我講過
[00:07:11.560 --> 00:07:17.560]  曠野是一個神特別抽人出來的
[00:07:17.560 --> 00:07:19.560]  然後在曠野裏面
[00:07:19.560 --> 00:07:21.560]  不是懲罰他
[00:07:21.560 --> 00:07:23.560]  不是管教他
[00:07:23.560 --> 00:07:25.560]  他拉他出來曠野做什麼?
[00:07:25.560 --> 00:07:28.560]  單獨跟他說話的地方
[00:07:28.560 --> 00:07:32.560]  曠野是一個單獨神跟人說話的地方
[00:07:32.560 --> 00:07:35.560]  所以耶穌不斷問
[00:07:35.560 --> 00:07:38.560]  你來曠野想看什麼?
[00:07:38.560 --> 00:07:40.560]  其實說的是
[00:07:40.560 --> 00:07:42.560]  你來曠野
[00:07:42.560 --> 00:07:45.560]  一個神跟人說話的地方
[00:07:45.560 --> 00:07:48.560]  你想看什麼?
[00:07:48.560 --> 00:07:52.560]  曠野是一個神跟人說話的地方
[00:07:52.560 --> 00:07:55.560]  去到曠野你一定聽到神的聲音
[00:07:55.560 --> 00:07:58.560]  你亦都應該聽到神的聲音
[00:07:58.560 --> 00:08:02.560]  但是你想去曠野做什麼?
[00:08:02.560 --> 00:08:05.560]  大家好像仍然有些迷惘
[00:08:05.560 --> 00:08:07.560]  不要介意
[00:08:07.560 --> 00:08:10.560]  我覺得這個可能會比較確切
[00:08:10.560 --> 00:08:13.560]  去洗手間你做什麼?
[00:08:13.560 --> 00:08:16.560]  你不會煮飯吃
[00:08:16.560 --> 00:08:18.560]  不會吃東西
[00:08:18.560 --> 00:08:20.560]  那個比喻就是這樣
[00:08:20.560 --> 00:08:22.560]  耶穌說你去曠野
[00:08:22.560 --> 00:08:25.560]  去到曠野應該做曠野應該做的地方
[00:08:25.560 --> 00:08:28.560]  你去其他地方應該去做其他地方的事
[00:08:28.560 --> 00:08:30.560]  所以耶穌在問人
[00:08:30.560 --> 00:08:35.560]  你究竟想來曠野看什麼的時候
[00:08:35.560 --> 00:08:39.560]  其實耶穌是在挑戰當時的人
[00:08:39.560 --> 00:08:41.560]  你來曠野
[00:08:41.560 --> 00:08:43.560]  你好像想看表演
[00:08:43.560 --> 00:08:44.560]  你好像想看人
[00:08:44.560 --> 00:08:46.560]  你好像想看很多的東西
[00:08:46.560 --> 00:08:49.560]  不過曠野不好意思不是看東西
[00:08:49.560 --> 00:08:51.560]  曠野是聽東西的
[00:08:51.560 --> 00:08:53.560]  不過很可惜
[00:08:53.560 --> 00:08:56.560]  那時候那些人沒有聽到
[00:08:56.560 --> 00:08:57.560]  沒有留意
[00:08:57.560 --> 00:09:01.560]  這個我繼續講後面
[00:09:01.560 --> 00:09:06.560]  所以其實耶穌慢慢將焦點收窄
[00:09:06.560 --> 00:09:10.560]  就說你來曠野你想看先知
[00:09:10.560 --> 00:09:12.560]  其實開始收窄
[00:09:12.560 --> 00:09:13.560]  但都還未到
[00:09:13.560 --> 00:09:15.560]  想看先知
[00:09:15.560 --> 00:09:18.560]  但問題是因為當耶穌說
[00:09:18.560 --> 00:09:20.560]  你來曠野你想看先知
[00:09:20.560 --> 00:09:24.560]  但其實你後來看回耶穌所說的
[00:09:24.560 --> 00:09:27.560]  其實耶穌所說的那些人
[00:09:27.560 --> 00:09:29.560]  只是想看先知
[00:09:29.560 --> 00:09:34.560]  但他沒有聽到究竟先知想說什麼
[00:09:34.560 --> 00:09:36.560]  或者先知背後所說的
[00:09:36.560 --> 00:09:39.560]  他想傳達的是一個什麼訊息
[00:09:39.560 --> 00:09:42.560]  所以其實那些人很想去曠野
[00:09:42.560 --> 00:09:43.560]  曠野當時
[00:09:43.560 --> 00:09:46.560]  為什麼那些人會去曠野呢
[00:09:46.560 --> 00:09:48.560]  因為當時那些人聽到
[00:09:48.560 --> 00:09:49.560]  先知約翰在那裡
[00:09:49.560 --> 00:09:50.560]  在那裡說話
[00:09:50.560 --> 00:09:52.560]  或者在曠野裏面
[00:09:52.560 --> 00:09:54.560]  好像有些特別的事情發生
[00:09:54.560 --> 00:09:57.560]  很想去看
[00:09:57.560 --> 00:09:58.560]  但去了看
[00:09:58.560 --> 00:10:00.560]  不外如是
[00:10:00.560 --> 00:10:03.560]  當時的人就是有一個這樣的心態
[00:10:03.560 --> 00:10:04.560]  很想去看東西
[00:10:04.560 --> 00:10:06.560]  耶穌就針對這個心態
[00:10:06.560 --> 00:10:07.560]  你看什麼
[00:10:07.560 --> 00:10:09.560]  你想在曠野裏面看什麼
[00:10:09.560 --> 00:10:12.560]  我可以這樣比喻
[00:10:12.560 --> 00:10:14.560]  現在的教會
[00:10:14.560 --> 00:10:16.560]  特別崇拜
[00:10:16.560 --> 00:10:19.560]  其實比幾十年前的教會
[00:10:19.560 --> 00:10:21.560]  已經有不同的地方
[00:10:21.560 --> 00:10:24.560]  如果你回到教會幾十年
[00:10:24.560 --> 00:10:26.560]  可能你會看到那個分別
[00:10:26.560 --> 00:10:27.560]  那個分別就是說
[00:10:27.560 --> 00:10:29.560]  至少以前的港島
[00:10:29.560 --> 00:10:31.560]  不會有powerpoint
[00:10:31.560 --> 00:10:34.560]  基本上那時候都沒有powerpoint
[00:10:34.560 --> 00:10:35.560]  不會有
[00:10:35.560 --> 00:10:36.560]  第一
[00:10:36.560 --> 00:10:39.560]  就算是很少人會弄一個圖
[00:10:39.560 --> 00:10:41.560]  弄出來給大家看
[00:10:41.560 --> 00:10:45.560]  當時的內容都不會有那麼多花樣
[00:10:45.560 --> 00:10:47.560]  不像我有一次
[00:10:47.560 --> 00:10:51.560]  為了表達異端
[00:10:51.560 --> 00:10:52.560]  大家要留意異端
[00:10:52.560 --> 00:10:53.560]  異端是怎樣
[00:10:53.560 --> 00:10:55.560]  記不記得我當時是做了什麼
[00:10:55.560 --> 00:10:57.560]  破天荒在教會裏面
[00:10:57.560 --> 00:10:59.560]  做了一個烹飪節目
[00:10:59.560 --> 00:11:00.560]  但是亂說
[00:11:00.560 --> 00:11:03.560]  其實很想讓大家知道
[00:11:03.560 --> 00:11:04.560]  其實異端就是這樣
[00:11:04.560 --> 00:11:07.560]  出來扮好pro的
[00:11:07.560 --> 00:11:09.560]  但他裏面說的話
[00:11:09.560 --> 00:11:10.560]  是似層層的
[00:11:10.560 --> 00:11:13.560]  但當你懂得主宰的時候
[00:11:13.560 --> 00:11:16.560]  你一定能切穿我說的話是假的
[00:11:16.560 --> 00:11:17.560]  我是亂說的
[00:11:17.560 --> 00:11:18.560]  但問題是
[00:11:18.560 --> 00:11:21.560]  以前不會有這樣的情況
[00:11:21.560 --> 00:11:23.560]  以前港島是怎樣
[00:11:23.560 --> 00:11:24.560]  站在那裏
[00:11:24.560 --> 00:11:25.560]  立正
[00:11:25.560 --> 00:11:27.560]  然後不斷說
[00:11:27.560 --> 00:11:30.560]  有些是直頭跟著說張讀
[00:11:30.560 --> 00:11:32.560]  不會有那麼多花樣的
[00:11:32.560 --> 00:11:33.560]  現在呢
[00:11:33.560 --> 00:11:37.560]  當然我所說的不是我反對這些表達
[00:11:37.560 --> 00:11:39.560]  因為我都很怕悶
[00:11:39.560 --> 00:11:41.560]  所以我都會玩玩
[00:11:41.560 --> 00:11:44.560]  或者令大家對片廣告深刻一點
[00:11:44.560 --> 00:11:47.560]  不過問題的核心就是
[00:11:47.560 --> 00:11:49.560]  教會現在越來越多東西看
[00:11:49.560 --> 00:11:51.560]  崇拜得很多東西看
[00:11:51.560 --> 00:11:53.560]  或者節目上有很多東西看
[00:11:53.560 --> 00:11:55.560]  不過想問一件事
[00:11:55.560 --> 00:12:00.560]  就是你從前回來教會的時候
[00:12:00.560 --> 00:12:02.560]  你要看什麼
[00:12:02.560 --> 00:12:05.560]  你為了看什麼
[00:12:05.560 --> 00:12:06.560]  你回來教會的時候
[00:12:06.560 --> 00:12:08.560]  你為了看什麼
[00:12:08.560 --> 00:12:09.560]  你為了看什麼
[00:12:09.560 --> 00:12:12.560]  耶穌當時說完施浸若汗的時候
[00:12:12.560 --> 00:12:14.560]  就是說什麼凡婦人所生的
[00:12:14.560 --> 00:12:15.560]  沒有一個兄弟大過來
[00:12:15.560 --> 00:12:16.560]  施洗若汗
[00:12:16.560 --> 00:12:19.560]  之後他說一句話
[00:12:19.560 --> 00:12:21.560]  有耳可聽的
[00:12:21.560 --> 00:12:22.560]  就應當聽
[00:12:22.560 --> 00:12:23.560]  那段話
[00:12:23.560 --> 00:12:25.560]  耶穌應該這樣說
[00:12:25.560 --> 00:12:26.560]  整段經文
[00:12:26.560 --> 00:12:28.560]  首先耶穌問完那些問題
[00:12:28.560 --> 00:12:30.560]  然後就說施洗若汗
[00:12:30.560 --> 00:12:31.560]  因為當講話
[00:12:31.560 --> 00:12:32.560]  你看先知嗎
[00:12:32.560 --> 00:12:33.560]  是的
[00:12:33.560 --> 00:12:34.560]  這個就是先知了
[00:12:34.560 --> 00:12:36.560]  施洗若汗就是先知了
[00:12:36.560 --> 00:12:38.560]  然後就簡介施洗若汗
[00:12:38.560 --> 00:12:40.560]  簡介完了
[00:12:40.560 --> 00:12:42.560]  突然之間耶穌一轉
[00:12:42.560 --> 00:12:45.560]  說了一句話
[00:12:45.560 --> 00:12:48.560]  有耳可聽的
[00:12:48.560 --> 00:12:50.560]  就應當聽
[00:12:50.560 --> 00:12:52.560]  耶穌很有技巧
[00:12:52.560 --> 00:12:55.560]  將大家帶到先知
[00:12:55.560 --> 00:12:57.560]  施洗若汗
[00:12:57.560 --> 00:12:58.560]  然後叮一聲
[00:12:58.560 --> 00:13:01.560]  有耳可聽的就應當聽
[00:13:01.560 --> 00:13:04.560]  耶穌想說一件事
[00:13:04.560 --> 00:13:06.560]  就是
[00:13:06.560 --> 00:13:08.560]  你認識施洗若汗
[00:13:08.560 --> 00:13:10.560]  你知道他的事
[00:13:10.560 --> 00:13:11.560]  不過
[00:13:11.560 --> 00:13:16.560]  你有沒有聽到他說什麼
[00:13:16.560 --> 00:13:18.560]  所以耶穌才說一句
[00:13:18.560 --> 00:13:20.560]  有耳可聽的
[00:13:20.560 --> 00:13:23.560]  就應當聽
[00:13:23.560 --> 00:13:25.560]  耶穌不再跟你說看
[00:13:25.560 --> 00:13:27.560]  問你看什麼
[00:13:27.560 --> 00:13:28.560]  耶穌現在跟你說
[00:13:28.560 --> 00:13:30.560]  你聽什麼
[00:13:30.560 --> 00:13:34.560]  所以
[00:13:34.560 --> 00:13:38.560]  耶穌要我們不是來看
[00:13:38.560 --> 00:13:41.560]  耶穌要我們不要來看
[00:13:41.560 --> 00:13:43.560]  或者不要單來看
[00:13:43.560 --> 00:13:47.560]  你想想在教會裡面可以看到什麼
[00:13:47.560 --> 00:13:53.560]  現在的教會
[00:13:53.560 --> 00:13:55.560]  好像我曾經也說過
[00:13:55.560 --> 00:13:57.560]  如果我回來教會
[00:13:57.560 --> 00:13:59.560]  我很想玩
[00:13:59.560 --> 00:14:01.560]  好玩
[00:14:01.560 --> 00:14:03.560]  說真的
[00:14:03.560 --> 00:14:05.560]  外面更加好玩
[00:14:05.560 --> 00:14:08.560]  那些人什麼旅行團
[00:14:08.560 --> 00:14:10.560]  去什麼主題公園
[00:14:10.560 --> 00:14:11.560]  好玩過教會
[00:14:11.560 --> 00:14:13.560]  很多教會玩什麼
[00:14:13.560 --> 00:14:14.560]  搶椅子
[00:14:14.560 --> 00:14:16.560]  扔手巾
[00:14:16.560 --> 00:14:18.560]  ice-breaking
[00:14:18.560 --> 00:14:20.560]  倒逼
[00:14:20.560 --> 00:14:22.560]  王子
[00:14:22.560 --> 00:14:24.560]  不是評擊你那些低B
[00:14:24.560 --> 00:14:26.560]  你是倒逼不是低B
[00:14:26.560 --> 00:14:28.560]  你說回來教會你想玩
[00:14:28.560 --> 00:14:30.560]  外面更好玩
[00:14:30.560 --> 00:14:34.560]  你回來教會想聽live band
[00:14:34.560 --> 00:14:36.560]  外面水準強很多
[00:14:36.560 --> 00:14:38.560]  我告訴你
[00:14:38.560 --> 00:14:39.560]  練過鼓
[00:14:39.560 --> 00:14:40.560]  今天沒有鼓
[00:14:40.560 --> 00:14:41.560]  那個鼓的聲音都很不同
[00:14:41.560 --> 00:14:45.560]  我一次在一個什麼醫館那裡打鼓
[00:14:45.560 --> 00:14:46.560]  我很喜歡打
[00:14:46.560 --> 00:14:48.560]  我發覺很pro
[00:14:48.560 --> 00:14:50.560]  那些聲音幾清幾靚
[00:14:50.560 --> 00:14:52.560]  所以如果你回教會
[00:14:52.560 --> 00:14:54.560]  你說我想看live band
[00:14:54.560 --> 00:14:56.560]  你出點錢自己出去看
[00:14:56.560 --> 00:14:58.560]  更好看
[00:14:58.560 --> 00:15:00.560]  你回來教會做什麼呢
[00:15:00.560 --> 00:15:02.560]  你回來教會做什麼
[00:15:02.560 --> 00:15:05.560]  耶穌說
[00:15:05.560 --> 00:15:07.560]  你回來教會
[00:15:07.560 --> 00:15:09.560]  其實應該聽
[00:15:09.560 --> 00:15:12.560]  聽聖經裡面
[00:15:12.560 --> 00:15:13.560]  講完裡面
[00:15:13.560 --> 00:15:15.560]  或者每一首詩歌裡面
[00:15:15.560 --> 00:15:18.560]  究竟在跟你說什麼訊息
[00:15:18.560 --> 00:15:20.560]  究竟在跟你說什麼訊息
[00:15:20.560 --> 00:15:22.560]  還有你怎樣回應
[00:15:22.560 --> 00:15:24.560]  甚至就是說
[00:15:24.560 --> 00:15:28.560]  神要我們聽多過看
[00:15:28.560 --> 00:15:30.560]  甚至有些人可能說
[00:15:30.560 --> 00:15:34.560]  只是來看神蹟
[00:15:34.560 --> 00:15:36.560]  但也沒有細察到
[00:15:36.560 --> 00:15:39.560]  究竟神蹟背後
[00:15:39.560 --> 00:15:43.560]  神要我們聽什麼話
[00:15:43.560 --> 00:15:45.560]  我們沒有聽到
[00:15:45.560 --> 00:15:48.560]  神要我們聽的一些話
[00:15:48.560 --> 00:15:50.560]  好像現在
[00:15:50.560 --> 00:15:52.560]  大家都有WhatsApp
[00:15:52.560 --> 00:15:54.560]  或者Facebook
[00:15:54.560 --> 00:15:56.560]  其實當你看完WhatsApp
[00:15:56.560 --> 00:15:57.560]  看完Facebook
[00:15:57.560 --> 00:15:59.560]  你不回應其實已經不是很好
[00:15:59.560 --> 00:16:00.560]  你又不click like
[00:16:00.560 --> 00:16:01.560]  你又不回應
[00:16:01.560 --> 00:16:03.560]  人家傳個訊息出來
[00:16:03.560 --> 00:16:05.560]  你又不回應
[00:16:05.560 --> 00:16:07.560]  不知道你收不收到
[00:16:07.560 --> 00:16:09.560]  其實WhatsApp
[00:16:09.560 --> 00:16:10.560]  收到WhatsApp
[00:16:10.560 --> 00:16:11.560]  看到Facebook
[00:16:11.560 --> 00:16:12.560]  你不click like
[00:16:12.560 --> 00:16:14.560]  你不回應已經不是很好
[00:16:14.560 --> 00:16:16.560]  神跟你說的訊息
[00:16:16.560 --> 00:16:18.560]  你都不回應
[00:16:18.560 --> 00:16:20.560]  你說
[00:16:20.560 --> 00:16:21.560]  所以跟你鄰居說
[00:16:21.560 --> 00:16:24.560]  有沒有搞錯
[00:16:24.560 --> 00:16:28.560]  再跟你鄰居說
[00:16:28.560 --> 00:16:29.560]  不是說你
[00:16:29.560 --> 00:16:30.560]  說我
[00:16:30.560 --> 00:16:31.560]  不是說你
[00:16:31.560 --> 00:16:33.560]  說我
[00:16:33.560 --> 00:16:38.560]  所以今天耶穌
[00:16:38.560 --> 00:16:41.560]  很想問我們一條問題
[00:16:41.560 --> 00:16:44.560]  你們從前回到教會
[00:16:44.560 --> 00:16:46.560]  是要看什麼
[00:16:46.560 --> 00:16:48.560]  你們從前回到教會
[00:16:48.560 --> 00:16:51.560]  是要看什麼
[00:16:51.560 --> 00:16:52.560]  耶穌之後
[00:16:52.560 --> 00:16:53.560]  說出當時那些人
[00:16:53.560 --> 00:16:55.560]  怎樣回應呢
[00:16:55.560 --> 00:16:56.560]  神透過先知
[00:16:56.560 --> 00:16:58.560]  向當時人發出的訊息
[00:16:58.560 --> 00:16:59.560]  並且當時人
[00:16:59.560 --> 00:17:01.560]  普遍有一個問題
[00:17:01.560 --> 00:17:03.560]  耶穌第一樣說的問題
[00:17:03.560 --> 00:17:05.560]  就是人當時怎樣回應
[00:17:05.560 --> 00:17:06.560]  神透過先知
[00:17:06.560 --> 00:17:09.560]  向當時人發出的訊息呢
[00:17:09.560 --> 00:17:10.560]  經文是這樣的
[00:17:10.560 --> 00:17:12.560]  那段說話是16到17節
[00:17:12.560 --> 00:17:14.560]  就是我可以用什麼給小孩呢
[00:17:14.560 --> 00:17:16.560]  讓孩童坐在街市上
[00:17:16.560 --> 00:17:17.560]  招呼同伴
[00:17:17.560 --> 00:17:18.560]  說我們向你們吹笛
[00:17:18.560 --> 00:17:19.560]  你們不跳舞
[00:17:19.560 --> 00:17:20.560]  我們向你們舉安
[00:17:20.560 --> 00:17:21.560]  你們不隨空
[00:17:21.560 --> 00:17:22.560]  意思就是說
[00:17:22.560 --> 00:17:23.560]  通常那些人
[00:17:23.560 --> 00:17:25.560]  以前你一聽到笛聲
