
[00:00:00.000 --> 00:00:06.400]  慶平:今年新年第一次講到,聽這段經文我覺得靈石啞,可能真是天父要跟我們講,
[00:03:46.000 --> 00:03:54.000]  最後還要再說背景,肥立比教會按照學者估計,應該是外邦人為主的教會,
[00:03:54.000 --> 00:04:01.000]  所以書信裡面比較少提到猶太人虧他什麼手,不用說,他們不是那些人,
[00:04:01.000 --> 00:04:08.000]  所以比較少觸及那些問題,所以教會整體來說應該是外邦人為主的教會,
[00:04:08.000 --> 00:04:14.000]  而這封書是什麼時候寫的呢?學者估計應該是比較後期的,當然沒辦法定案,
[00:04:14.000 --> 00:04:19.000]  但是基本上他們有這樣的看法,比較後期,很可能去到什麼呢?
[00:04:19.000 --> 00:04:24.000]  去到《仕途行傳》28章,即是去到羅馬的時候寫的,
[00:04:24.000 --> 00:04:31.000]  所以是比較保羅生命或者他坐牢的歷程,比較後期一些的監獄書信,
[00:04:31.000 --> 00:04:36.000]  這些是這本書的背景,我們看回經文的正文,
[00:04:36.000 --> 00:04:42.000]  「弟兄們,我願意你們知道,我所遭遇的事,更叫福音興旺。」
[00:04:42.000 --> 00:04:47.000]  今天的主題是什麼?尾段連接下去也可以,我再讀一次,
[00:04:47.000 --> 00:04:52.000]  「弟兄們,我願意你們知道,我所遭遇的事,更叫福音興旺。」
[00:04:52.000 --> 00:04:57.000]  然後跳下去最後,「總叫基督在我身上照常顯大。」
[00:04:57.000 --> 00:05:01.000]  順不順?聽起來是順的,一頭一尾搭上去是順的,
[00:05:01.000 --> 00:05:05.000]  因為事實上順的整個主題都包在這裡了,
[00:05:05.000 --> 00:05:10.000]  就算有那麼患難的事情,福音都可以興旺,為什麼呢?
[00:05:10.000 --> 00:05:15.000]  因為基督在我身上總是照常顯大,
[00:05:15.000 --> 00:05:18.000]  我今天想重點講一件事,這裡提到,
[00:05:18.000 --> 00:05:22.000]  「願意你們知道,我所遭遇的事」是什麼事?
[00:05:22.000 --> 00:05:27.000]  剛才講過了,就是坐牢這件事,坐牢是不是好事?
[00:05:27.000 --> 00:05:31.000]  當然不是好事,但是就算是不好事,
[00:05:31.000 --> 00:05:36.000]  但是福音照可以興旺,基督可以照常在我身上顯大,
[00:05:36.000 --> 00:05:40.000]  我想講,接下來香港社會會不會艱難?
[00:05:40.000 --> 00:05:44.000]  估計都艱難,不用你說了,一般市民都覺得艱難,
[00:05:44.000 --> 00:05:50.000]  接下來是會艱難的,但是福音都可以興旺,照常顯大,
[00:05:50.000 --> 00:05:54.000]  其實要想起幾十年前香港教會都喊過救命,
[00:05:54.000 --> 00:05:59.000]  幾十年前我剛剛信主的時候,有些信念書走出來,
[00:05:59.000 --> 00:06:01.000]  還記得九龍城浸信會開會,
[00:06:01.000 --> 00:06:05.000]  全國九龍城浸信會滿了人去講信念書,
[00:06:05.000 --> 00:06:07.000]  不過其實過了幾十年沒有人講,
[00:06:07.000 --> 00:06:10.000]  那時候說要努力傳揚福音,歷史的主,
[00:06:10.000 --> 00:06:14.000]  就算多麼的迫不及待,仰望神恩典繼續帶領,
[00:06:14.000 --> 00:06:17.000]  有沒有人當年有去過九龍城浸信會?
[00:06:17.000 --> 00:06:21.000]  有沒有聽過信念書發佈,那時候很多大牧師都在講,
[00:06:21.000 --> 00:06:26.000]  當然我那時候是一個小孩,去九龍城浸信會聽,
[00:06:26.000 --> 00:06:30.000]  幾十年過去,當時教會有很多人移民,
[00:06:30.000 --> 00:06:34.000]  教會說斷層,牧師都去了其他地方,
[00:06:34.000 --> 00:06:37.000]  教會主要的領袖,
[00:06:37.000 --> 00:06:41.000]  不知道你有沒有印象,三十多年前有這樣的情況,
[00:06:41.000 --> 00:06:45.000]  但是無論如何,就算是艱難也好,不艱難也好,
[00:06:45.000 --> 00:06:47.000]  福音可以照常興旺,
[00:06:47.000 --> 00:06:50.000]  基督在我們生命當中照常顯大,
[00:06:50.000 --> 00:06:54.000]  我今天很想和你說,不是那個環境的問題,
[00:06:54.000 --> 00:06:57.000]  是我們的問題,不是那個環境很順利,
[00:06:57.000 --> 00:07:00.000]  很順利我們可以軟弱跌倒,
[00:07:00.000 --> 00:07:03.000]  很艱難我們可以很興旺,
[00:07:03.000 --> 00:07:06.000]  其實都不關事,關誰的事,關我們事,
[00:07:06.000 --> 00:07:09.000]  我們信不信靠主,我們是否依靠神,
[00:07:09.000 --> 00:07:12.000]  關那件事,不是關那個環境事,
[00:07:12.000 --> 00:07:15.000]  由頭講清楚一點,無論如何,
[00:07:15.000 --> 00:07:18.000]  基督照常在我身上顯大,
[00:07:18.000 --> 00:07:21.000]  今天最重要告訴你,照常顯大,
[00:07:21.000 --> 00:07:24.000]  即是信也好,不信也好,都照常,
[00:07:24.000 --> 00:07:27.000]  其實都是一樣,照常顯大,
[00:07:27.000 --> 00:07:30.000]  今天重點告訴你,我想說,
[00:07:30.000 --> 00:07:34.000]  坐牢這件事,願意弟兄姊妹,
[00:07:34.000 --> 00:07:39.000]  以致我的受罪困所在御刑全軍和其餘的人當中,
[00:07:39.000 --> 00:07:42.000]  顯明是為基督的緣故,
[00:07:42.000 --> 00:07:44.000]  我今天也要和你分享這件事,
[00:07:44.000 --> 00:07:49.000]  有些人有艱難,有不順利,或者有困難,
[00:07:49.000 --> 00:07:53.000]  其實外面的人,或者你身邊的弟兄姊妹,
[00:07:53.000 --> 00:07:56.000]  甚至不信的人是放在眼裡的,
[00:07:56.000 --> 00:07:58.000]  看著你的,
[00:07:58.000 --> 00:08:03.000]  那些不信主的人,御刑全軍是外邦宏軍隊,
[00:08:03.000 --> 00:08:06.000]  即是那些外邦人軍隊,不信主的人,
[00:08:06.000 --> 00:08:10.000]  和其餘的人,周圍的人,其實都看在眼裡的,
[00:08:10.000 --> 00:08:12.000]  但是他們會看見什麼呢?
[00:08:12.000 --> 00:08:15.000]  已經顯明是為基督的緣故,
[00:08:15.000 --> 00:08:17.000]  今天也想提一件事,
[00:08:17.000 --> 00:08:20.000]  我們自己有時面對艱難危險,
[00:08:20.000 --> 00:08:22.000]  有時聽弟兄姊妹分享都會,
[00:08:22.000 --> 00:08:24.000]  我這份工作老闆超壞,
[00:08:24.000 --> 00:08:30.000]  又妒忌我帥,於是被我Paypal鬼低分,
[00:08:30.000 --> 00:08:33.000]  我的同事又妒忌我厲害,
[00:08:33.000 --> 00:08:36.000]  有時你會這樣,你可能有時覺得是,
[00:08:36.000 --> 00:08:40.000]  下一份工作,老闆都妒忌他帥,
[00:08:40.000 --> 00:08:43.000]  又好像循環,
[00:08:43.000 --> 00:08:45.000]  我先分一件事,
[00:08:45.000 --> 00:08:48.000]  其實你有看見,旁邊的人也會看見,
[00:08:48.000 --> 00:08:50.000]  或者弟兄姊妹也會幫助你看見,
[00:08:50.000 --> 00:08:52.000]  不信主的人也會看見,
[00:08:52.000 --> 00:08:55.000]  究竟那件事是不是為基督的緣故,
[00:08:55.000 --> 00:09:00.000]  還是自己拿來碎,留心看,
[00:09:00.000 --> 00:09:02.000]  什麼意思?
[00:09:02.000 --> 00:09:05.000]  有些苦難其實是你自己拿來的,
[00:09:05.000 --> 00:09:08.000]  不是為基督的緣故,
[00:09:08.000 --> 00:09:11.000]  你又不勤力又不努力,
[00:09:11.000 --> 00:09:14.000]  又肅骨又卸膊,
[00:09:14.000 --> 00:09:17.000]  於是老闆不是很看你,
[00:09:17.000 --> 00:09:20.000]  這是正常自然現象,
[00:09:20.000 --> 00:09:24.000]  其實別人也會看見你是為基督的緣故,
[00:09:24.000 --> 00:09:26.000]  還是自己拿來,
[00:09:26.000 --> 00:09:28.000]  求神幫助你,
[00:09:28.000 --> 00:09:29.000]  人不單止一個,
[00:09:29.000 --> 00:09:31.000]  這裡說到預迎全軍,
[00:09:31.000 --> 00:09:33.000]  其餘的人也是看見的,
[00:09:33.000 --> 00:09:34.000]  所以我們開放心靈,
[00:09:34.000 --> 00:09:38.000]  聽聽弟兄姊妹或者身邊人的意見,
[00:09:38.000 --> 00:09:41.000]  幫助我們理解自己現在所面對的困難,
[00:09:41.000 --> 00:09:42.000]  究竟是什麼緣故,
[00:09:42.000 --> 00:09:44.000]  今天我還想額外說多一件事,
[00:09:44.000 --> 00:09:46.000]  最近所發生的事情,
[00:09:46.000 --> 00:09:48.000]  經常都有弟兄姊妹,
[00:09:48.000 --> 00:09:50.000]  近這半年想問,
[00:09:50.000 --> 00:09:53.000]  為什麼那個牧師是這樣,
[00:09:53.000 --> 00:09:55.000]  為什麼那間教會又這樣,
[00:09:55.000 --> 00:09:57.000]  那個又這樣,
[00:09:57.000 --> 00:10:00.000]  其實最近這半年,
[00:10:00.000 --> 00:10:02.000]  回到教會幾十年,
[00:10:02.000 --> 00:10:03.000]  索性也有這個現象,
[00:10:03.000 --> 00:10:07.000]  為什麼我老闆又說自己的基督徒這麼壞,
[00:10:07.000 --> 00:10:11.000]  為什麼那個牧師又被人抓去超級市場,
[00:10:11.000 --> 00:10:13.000]  有時間不喜歡看報紙,
[00:10:13.000 --> 00:10:15.000]  這裡拆開一點,
[00:10:15.000 --> 00:10:16.000]  我其實也說過,
[00:10:16.000 --> 00:10:17.000]  不過我忘記了,
[00:10:17.000 --> 00:10:18.000]  再說一次,
[00:10:18.000 --> 00:10:22.000]  牧師傳道犯罪多數被揭穿,
[00:10:22.000 --> 00:10:24.000]  所以千萬不要犯,
[00:10:24.000 --> 00:10:26.000]  什麼意思呢,
[00:10:26.000 --> 00:10:27.000]  我們特別容易揭穿,
[00:10:27.000 --> 00:10:29.000]  不是我們犯罪技巧低,
[00:10:29.000 --> 00:10:31.000]  固然是,
[00:10:31.000 --> 00:10:34.000]  但同一時間容易揭穿的原因是天父愛我們,
[00:10:34.000 --> 00:10:37.000]  明白那個原理嗎,
[00:10:37.000 --> 00:10:39.000]  原理是天父特別愛他的僕人,
[00:10:39.000 --> 00:10:41.000]  所以我們犯罪軟弱的話,
[00:10:41.000 --> 00:10:43.000]  明明那些罪應該很多人都犯,
[00:10:43.000 --> 00:10:45.000]  不會被人發現,
[00:10:45.000 --> 00:10:48.000]  但我們那些叫做斷症,
[00:10:48.000 --> 00:10:50.000]  經常都斷症,
[00:10:50.000 --> 00:10:53.000]  沒辦法就斷症,
[00:10:53.000 --> 00:10:54.000]  原因是什麼呢,
[00:10:54.000 --> 00:10:57.000]  天父要用這些罪行赤裸躺開,
[00:10:57.000 --> 00:11:01.000]  免得你長期陷在網羅之中被捆綁,
[00:11:01.000 --> 00:11:03.000]  而沒有悔改,
[00:11:03.000 --> 00:11:06.000]  而被天父最後終結審判你,
[00:11:06.000 --> 00:11:07.000]  明白嗎,
[00:11:07.000 --> 00:11:08.000]  反過來,
[00:11:08.000 --> 00:11:10.000]  你犯罪被人發現,
[00:11:10.000 --> 00:11:11.000]  於是通了天,
[00:11:11.000 --> 00:11:13.000]  你真誠認罪悔改,
[00:11:13.000 --> 00:11:15.000]  就不再被網羅限制,
[00:11:15.000 --> 00:11:17.000]  那就自由釋放,
[00:11:17.000 --> 00:11:18.000]  那天父是不是愛你,
[00:11:18.000 --> 00:11:19.000]  愛你,
[00:11:19.000 --> 00:11:21.000]  不愛的人會怎樣,
[00:11:21.000 --> 00:11:24.000]  任憑他們存著邪僻的心,
[00:11:24.000 --> 00:11:25.000]  那你就任憑,
[00:11:25.000 --> 00:11:26.000]  那你就任犯,
[00:11:26.000 --> 00:11:27.000]  所以你不要開心,
[00:11:27.000 --> 00:11:30.000]  其實我虧空供款幾十年了,
[00:11:30.000 --> 00:11:32.000]  都還沒發現,
[00:11:32.000 --> 00:11:34.000]  你不要覺得自己沾沾自喜,
[00:11:34.000 --> 00:11:36.000]  你有機會聽到我這樣說,
[00:11:36.000 --> 00:11:37.000]  你快點認罪悔改,
[00:11:37.000 --> 00:11:38.000]  明白嗎,
[00:11:38.000 --> 00:11:40.000]  免得你一會又去到審判的時候,
[00:11:40.000 --> 00:11:43.000]  你沒辦法逃避,
[00:11:43.000 --> 00:11:44.000]  明白嗎,
[00:11:44.000 --> 00:11:45.000]  所以求神幫助我們,
[00:11:45.000 --> 00:11:46.000]  一定要出去,
[00:11:46.000 --> 00:11:47.000]  說回那個時候,
[00:11:47.000 --> 00:11:49.000]  很多時候都會說,
[00:11:49.000 --> 00:11:51.000]  為什麼那間教會這樣,
[00:11:51.000 --> 00:11:52.000]  那個弟兄這樣,
[00:11:52.000 --> 00:11:53.000]  那個什麼,
[00:11:53.000 --> 00:11:55.000]  有時候有些人出片給我看,
[00:11:55.000 --> 00:11:56.000]  為什麼那個牧師說這些,
[00:11:56.000 --> 00:11:57.000]  那個什麼,
[00:11:57.000 --> 00:11:58.000]  一般來說,
[00:11:58.000 --> 00:11:59.000]  我都是怕死人,
[00:11:59.000 --> 00:12:01.000]  一會兒我都會說怕死這件事,
[00:12:01.000 --> 00:12:02.000]  我都不comment,
[00:12:02.000 --> 00:12:03.000]  為什麼我又沒看前文,
[00:12:03.000 --> 00:12:04.000]  又沒看後理,
[00:12:04.000 --> 00:12:06.000]  只是給我一分多鐘看,
[00:12:06.000 --> 00:12:07.000]  我又不認識他,
[00:12:07.000 --> 00:12:10.000]  但是我今天想說的重點是什麼呢,
[00:12:10.000 --> 00:12:11.000]  我們自己都要判斷,
[00:12:11.000 --> 00:12:13.000]  我們自己都要理解一件事,
[00:12:13.000 --> 00:12:16.000]  究竟這件事是正常還是不正常,
[00:12:16.000 --> 00:12:17.000]  還是不關事,
[00:12:17.000 --> 00:12:19.000]  剛才說過有三個category,
[00:12:19.000 --> 00:12:20.000]  正常,
[00:12:20.000 --> 00:12:21.000]  不正常,
[00:12:21.000 --> 00:12:22.000]  不關事,
[00:12:22.000 --> 00:12:23.000]  即是怎樣,牧師,
[00:12:23.000 --> 00:12:25.000]  即是你說見到那個,
[00:12:25.000 --> 00:12:27.000]  嘩,那個教徒這麼壞,
[00:12:27.000 --> 00:12:28.000]  做了什麼,
[00:12:28.000 --> 00:12:29.000]  或者那間教會這麼壞,
[00:12:29.000 --> 00:12:30.000]  做了這樣的事情,
[00:12:30.000 --> 00:12:31.000]  或者做了這樣,
[00:12:31.000 --> 00:12:32.000]  好了,
[00:12:32.000 --> 00:12:34.000]  這件事當然是正常,
[00:12:34.000 --> 00:12:35.000]  只是不正常,
[00:12:35.000 --> 00:12:38.000]  全香港教會只有那幾間做,
[00:12:38.000 --> 00:12:40.000]  或者那個都不知道什麼牧師,
[00:12:40.000 --> 00:12:41.000]  說了什麼,
[00:12:41.000 --> 00:12:42.000]  或者去了高買,
[00:12:42.000 --> 00:12:43.000]  那你想想,
[00:12:43.000 --> 00:12:44.000]  正常的,
[00:12:44.000 --> 00:12:45.000]  牧師是這麼壞,
[00:12:45.000 --> 00:12:46.000]  是不是這樣,
[00:12:46.000 --> 00:12:48.000]  或者真的不正常,
[00:12:48.000 --> 00:12:49.000]  見到這個是這樣,
[00:12:49.000 --> 00:12:51.000]  那個是不正常,
[00:12:51.000 --> 00:12:53.000]  或者你老闆是教徒,
[00:12:53.000 --> 00:12:54.000]  但是他又很壞,
[00:12:54.000 --> 00:12:55.000]  很刻薄,
[00:12:55.000 --> 00:12:57.000]  很小器,
[00:12:57.000 --> 00:12:58.000]  但是你想想,
[00:12:58.000 --> 00:12:59.000]  教徒大部分來說,
[00:12:59.000 --> 00:13:00.000]  是這樣還是不是這樣,
[00:13:00.000 --> 00:13:02.000]  不正常也沒有辦法,
[00:13:02.000 --> 00:13:03.000]  有些不正常,
[00:13:03.000 --> 00:13:04.000]  間中有個不正常,
[00:13:04.000 --> 00:13:05.000]  不正常,
[00:13:05.000 --> 00:13:07.000]  都說明那個叫不正常,
[00:13:07.000 --> 00:13:08.000]  你還想我怎樣,
[00:13:08.000 --> 00:13:09.000]  那個是不正常,
[00:13:09.000 --> 00:13:10.000]  頭三,
[00:13:10.000 --> 00:13:11.000]  正常,
[00:13:11.000 --> 00:13:12.000]  不正常,
[00:13:12.000 --> 00:13:14.000]  我自己的看法是什麼呢,
[00:13:14.000 --> 00:13:15.000]  大部分是正常的,
[00:13:15.000 --> 00:13:16.000]  應該是,
[00:13:16.000 --> 00:13:17.000]  大部分那些叫正常,
[00:13:17.000 --> 00:13:18.000]  是不是,
[00:13:18.000 --> 00:13:19.000]  小部分那些,
[00:13:19.000 --> 00:13:21.000]  很小部分那些叫不正常,
[00:13:21.000 --> 00:13:23.000]  如果很少很少才發生的,
[00:13:23.000 --> 00:13:24.000]  那些叫極之不正常,
[00:13:24.000 --> 00:13:25.000]  明白嗎,
[00:13:25.000 --> 00:13:26.000]  我們自己都會分辨,
[00:13:26.000 --> 00:13:27.000]  有時是正常的,
[00:13:27.000 --> 00:13:28.000]  不正常的,
[00:13:28.000 --> 00:13:29.000]  你自己分辨,
[00:13:29.000 --> 00:13:30.000]  那個基督徒這麼壞,
[00:13:30.000 --> 00:13:31.000]  做了這麼壞見證的事情,
[00:13:31.000 --> 00:13:32.000]  不正常,
[00:13:32.000 --> 00:13:35.000]  我額外想說,
[00:13:35.000 --> 00:13:36.000]  有些叫不關事,
[00:13:36.000 --> 00:13:38.000]  為什麼那個基督徒不說,
[00:13:38.000 --> 00:13:40.000]  你問牧師為什麼不給意見,
[00:13:40.000 --> 00:13:41.000]  我不懂,
[00:13:41.000 --> 00:13:42.000]  沒有人給意見,
[00:13:42.000 --> 00:13:44.000]  譬如你問牧師,
[00:13:44.000 --> 00:13:45.000]  給個號碼來,
[00:13:45.000 --> 00:13:46.000]  哪個股票會升,
[00:13:46.000 --> 00:13:47.000]  你問我,
[00:13:47.000 --> 00:13:48.000]  你真是拿來死,
[00:13:48.000 --> 00:13:49.000]  拿來壞,
[00:13:49.000 --> 00:13:50.000]  你問我,
[00:13:50.000 --> 00:13:51.000]  給個號碼來,
[00:13:51.000 --> 00:13:52.000]  你不是拿來壞,
[00:13:52.000 --> 00:13:53.000]  我不懂這些,
[00:13:53.000 --> 00:13:54.000]  你問我也沒用,
[00:13:54.000 --> 00:13:55.000]  我不懂,
[00:13:55.000 --> 00:13:56.000]  明白嗎,
[00:13:56.000 --> 00:13:57.000]  不關事,
[00:13:57.000 --> 00:13:58.000]  有些人不關事,
[00:13:58.000 --> 00:13:59.000]  我給你是善利,
[00:13:59.000 --> 00:14:00.000]  我不會給,
[00:14:00.000 --> 00:14:01.000]  不關事,
[00:14:01.000 --> 00:14:02.000]  正常,
[00:14:02.000 --> 00:14:03.000]  不正常,
[00:14:03.000 --> 00:14:04.000]  還有一些不關事,
[00:14:04.000 --> 00:14:05.000]  不關事,
[00:14:05.000 --> 00:14:06.000]  不關我事,
[00:14:06.000 --> 00:14:07.000]  我不懂說,
[00:14:07.000 --> 00:14:08.000]  不懂,
[00:14:08.000 --> 00:14:09.000]  真的不懂,
[00:14:09.000 --> 00:14:10.000]  沒得說,
[00:14:10.000 --> 00:14:11.000]  正常,
[00:14:11.000 --> 00:14:13.000]  所以求神也幫助我們分辨,
[00:14:13.000 --> 00:14:15.000]  究竟事情是怎樣,
[00:14:15.000 --> 00:14:17.000]  但我想在這裡提到,
[00:14:17.000 --> 00:14:19.000]  保羅被囚這件事,
[00:14:19.000 --> 00:14:21.000]  對於那時候的人來說,
[00:14:21.000 --> 00:14:22.000]  是顯出衝擊的,
[00:14:22.000 --> 00:14:24.000]  因為那些人覺得這麼壞,
[00:14:24.000 --> 00:14:25.000]  他被人抓了,
[00:14:25.000 --> 00:14:26.000]  當然是犯那些事,
[00:14:26.000 --> 00:14:27.000]  在這個圈子裡面,
[00:14:27.000 --> 00:14:29.000]  是會有爭議的,
[00:14:29.000 --> 00:14:31.000]  會被人攻擊的,
[00:14:31.000 --> 00:14:33.000]  會被人說他,
[00:14:33.000 --> 00:14:35.000]  保羅會是這樣,
[00:14:35.000 --> 00:14:38.000]  但這件事又不完全是這樣,
[00:14:38.000 --> 00:14:41.000]  第十四句,
[00:14:41.000 --> 00:14:43.000]  「多半因我所受的困所,
[00:14:43.000 --> 00:14:44.000]  就禿順不移,
[00:14:44.000 --> 00:14:45.000]  越發放膽,
[00:14:45.000 --> 00:14:48.000]  全講上帝的福音,
[00:14:48.000 --> 00:14:49.000]  上帝的道,
[00:14:49.000 --> 00:14:51.000]  無所懼怕。」
[00:14:51.000 --> 00:14:52.000]  請留意這裡說到,
[00:14:52.000 --> 00:14:53.000]  它的後果是什麼呢?
[00:14:53.000 --> 00:14:54.000]  是多半,
[00:14:54.000 --> 00:14:55.000]  即是正常,
[00:14:55.000 --> 00:14:56.000]  多半,
[00:14:56.000 --> 00:14:58.000]  受的困所,
[00:14:58.000 --> 00:14:59.000]  就禿順不移,
[00:14:59.000 --> 00:15:01.000]  放膽傳神的道,
[00:15:01.000 --> 00:15:02.000]  無所懼怕,
[00:15:02.000 --> 00:15:03.000]  不過停一停,
[00:15:03.000 --> 00:15:05.000]  多半,
[00:15:05.000 --> 00:15:07.000]  即是什麼?
[00:15:07.000 --> 00:15:08.000]  還有,
[00:15:08.000 --> 00:15:10.000]  小半,
[00:15:10.000 --> 00:15:11.000]  小半有多小半,
[00:15:11.000 --> 00:15:12.000]  我又不知道,
[00:15:12.000 --> 00:15:14.000]  但也有一些,
[00:15:14.000 --> 00:15:17.000]  或者有一大堆,
[00:15:17.000 --> 00:15:20.000]  所以又不是說沒有,
[00:15:20.000 --> 00:15:21.000]  即是說,
[00:15:21.000 --> 00:15:22.000]  如果同樣道理來說,
[00:15:22.000 --> 00:15:24.000]  多半禿順不移,
[00:15:24.000 --> 00:15:25.000]  也有小半,
[00:15:25.000 --> 00:15:26.000]  可能軟弱,
[00:15:26.000 --> 00:15:27.000]  信心跌倒,
[00:15:27.000 --> 00:15:28.000]  會覺得,
[00:15:28.000 --> 00:15:29.000]  怎麼保羅都這樣,
[00:15:29.000 --> 00:15:30.000]  我們還是小心一點,
[00:15:30.000 --> 00:15:32.000]  跟保羅劃清界線,
[00:15:32.000 --> 00:15:33.000]  有距離,
[00:15:33.000 --> 00:15:34.000]  諸如此類的,
[00:15:34.000 --> 00:15:36.000]  是存在的,
[00:15:36.000 --> 00:15:37.000]  稍後會再說多一點,
[00:15:37.000 --> 00:15:39.000]  是有分黨結爭,
[00:15:39.000 --> 00:15:40.000]  結黨紛爭,
[00:15:40.000 --> 00:15:41.000]  如果不是,
[00:15:41.000 --> 00:15:43.000]  這些就是出現結黨紛爭的原因,
[00:15:43.000 --> 00:15:45.000]  但是這樣的話,
[00:15:45.000 --> 00:15:47.000]  有時我們只可以這樣說,
[00:15:47.000 --> 00:15:49.000]  保羅也是這樣,
[00:15:49.000 --> 00:15:50.000]  沒辦法,
[00:15:50.000 --> 00:15:51.000]  有時這個情況,
[00:15:51.000 --> 00:15:54.000]  不理想的情況,
[00:15:54.000 --> 00:15:55.000]  只可以這樣說,
[00:15:55.000 --> 00:15:56.000]  地上是有存在的,
[00:15:56.000 --> 00:15:59.000]  我也想多說一個觀念,
[00:15:59.000 --> 00:16:03.000]  我們有時找到一些,
[00:16:03.000 --> 00:16:05.000]  不是很尋常的東西,
[00:16:05.000 --> 00:16:08.000]  也不能推翻正常的東西,
[00:16:08.000 --> 00:16:09.000]  我想再說,
[00:16:09.000 --> 00:16:10.000]  什麼意思呢,
[00:16:10.000 --> 00:16:12.000]  如果自然科學來說,
[00:16:12.000 --> 00:16:14.000]  有些人讀科學,
[00:16:14.000 --> 00:16:15.000]  自然科學,
[00:16:15.000 --> 00:16:17.000]  理論如果這樣,
[00:16:17.000 --> 00:16:19.000]  找到一個對比就推翻了,
[00:16:19.000 --> 00:16:20.000]  科學人士,
