
[00:00:00.000 --> 00:00:03.600]  神的兒女縱然心中持定
[00:09:53.800 --> 00:09:54.800]  這裡是在說
[00:09:54.800 --> 00:09:56.000]  告訴你
[00:09:56.000 --> 00:09:58.600]  是,我們會發揮我們的角色
[00:09:58.600 --> 00:10:00.400]  活出我們的照明
[00:10:00.400 --> 00:10:02.400]  發揮我們的長處
[00:10:02.400 --> 00:10:04.400]  不過到最後能不能夠成功
[00:10:04.400 --> 00:10:06.400]  不是在你手中
[00:10:06.400 --> 00:10:07.800]  不是掌握在你那裡
[00:10:07.800 --> 00:10:09.800]  那個果效有沒有
[00:10:09.800 --> 00:10:11.600]  不是你去決定的
[00:10:11.600 --> 00:10:13.200]  所以放在我們的人生裡面
[00:10:13.200 --> 00:10:14.600]  你會看到
[00:10:14.600 --> 00:10:17.400]  有時候我們都覺得自己很乖
[00:10:17.400 --> 00:10:19.000]  安分守己
[00:10:19.000 --> 00:10:21.400]  一直努力做好自己的本分
[00:10:21.400 --> 00:10:23.400]  無論是工作、家庭
[00:10:23.400 --> 00:10:24.800]  對事、對人
[00:10:24.800 --> 00:10:27.400]  我們都黑手記跡
[00:10:27.400 --> 00:10:29.800]  就是有些突然間發生的事情
[00:10:29.800 --> 00:10:32.800]  令我們的東西都變了
[00:10:32.800 --> 00:10:34.400]  適應不了
[00:10:34.400 --> 00:10:35.600]  很多年的努力
[00:10:35.600 --> 00:10:39.000]  好像徒勞無功白費了
[00:10:39.000 --> 00:10:40.800]  好像奧運一樣
[00:10:40.800 --> 00:10:44.400]  現在都不知道今年能否搞到七月
[00:10:44.400 --> 00:10:46.600]  建了那些場館
[00:10:46.600 --> 00:10:49.200]  建了那些奧運村
[00:10:49.200 --> 00:10:52.200]  預備好的各國的運動員
[00:10:52.200 --> 00:10:55.600]  可以付諸流水
[00:10:55.600 --> 00:10:57.000]  認識一個弟兄做生意的
[00:10:57.000 --> 00:10:59.800]  他本來談成了一個大計劃
[00:10:59.800 --> 00:11:01.600]  很好的機會
[00:11:01.600 --> 00:11:02.800]  可以大展鴻圖
[00:11:02.800 --> 00:11:05.400]  但就是新冠肺炎來到
[00:11:05.400 --> 00:11:06.800]  不單止這個大計劃
[00:11:06.800 --> 00:11:07.800]  發揮不了
[00:11:07.800 --> 00:11:08.400]  做不了
[00:11:08.400 --> 00:11:09.600]  去不了
[00:11:09.600 --> 00:11:11.200]  連他原本的本業
[00:11:11.200 --> 00:11:15.000]  他自己的工作都大受影響
[00:11:15.000 --> 00:11:16.200]  他去問
[00:11:16.200 --> 00:11:20.200]  神啊,我已經很努力參與
[00:11:20.200 --> 00:11:21.600]  會奉獻
[00:11:21.600 --> 00:11:22.800]  我亦都自問我活出
[00:11:22.800 --> 00:11:24.400]  我在工作裏面的見證
[00:11:24.400 --> 00:11:26.600]  對我的下屬
[00:11:26.600 --> 00:11:29.400]  都是很寬大
[00:11:29.400 --> 00:11:31.200]  很照顧他們
[00:11:31.200 --> 00:11:32.800]  現在我的工作這樣
[00:11:32.800 --> 00:11:36.000]  我怎樣再照顧他們
[00:11:36.000 --> 00:11:36.400]  你想想
[00:11:36.400 --> 00:11:39.000]  如果我們只是懂得道德秩序的話
[00:11:39.000 --> 00:11:40.000]  我們就馬上想
[00:11:40.000 --> 00:11:41.000]  是不是我做錯了事
[00:11:41.000 --> 00:11:42.800]  神你罰我
[00:11:42.800 --> 00:11:46.000]  我們會很容易鐵螺這個思想
[00:11:46.000 --> 00:11:47.400]  創造的神學真的教我們
[00:11:47.400 --> 00:11:50.400]  還有其他的角度
[00:11:50.400 --> 00:11:51.800]  在這裏告訴我們
[00:11:51.800 --> 00:11:56.800]  可以是功能遇上物質秩序那種碰撞
[00:11:56.800 --> 00:12:02.800]  可以是神的定時臨到你
[00:12:02.800 --> 00:12:04.400]  如果這樣說的話
[00:12:04.400 --> 00:12:05.800]  努力沒有回報
[00:12:05.800 --> 00:12:07.200]  活出照明又沒有果效
[00:12:07.200 --> 00:12:08.800]  很痛苦
[00:12:08.800 --> 00:12:12.000]  可以令人鬱鬱不得志
[00:12:12.000 --> 00:12:16.000]  有宣教士預備了很多年出工場
[00:12:16.000 --> 00:12:18.400]  前年出發了
[00:12:18.400 --> 00:12:20.200]  讀了很多年的語文
[00:12:20.200 --> 00:12:22.400]  預備了一個跨文化的適應
[00:12:22.400 --> 00:12:23.600]  為了工場
[00:12:23.600 --> 00:12:27.200]  安排好在香港一切要放下的事情
[00:12:27.200 --> 00:12:31.400]  就飛去新的地方開始宣教
[00:12:31.400 --> 00:12:32.200]  但是不到一年
[00:12:32.200 --> 00:12:33.600]  因為疫情又要折返
[00:12:33.600 --> 00:12:35.200]  回到香港
[00:12:35.200 --> 00:12:37.800]  還不知道什麼時候才可以回去
[00:12:37.800 --> 00:12:40.200]  你覺得那個宣教士會想些什麼呢?
[00:12:40.200 --> 00:12:41.400]  神我預備了這麼久
[00:12:41.400 --> 00:12:43.000]  你又呼召我去發揮
[00:12:43.000 --> 00:12:44.400]  回應你的照明
[00:12:44.400 --> 00:12:47.600]  為什麼我會遇上這樣的事
[00:12:47.600 --> 00:12:48.600]  他可能仍然在想
[00:12:48.600 --> 00:12:50.000]  我什麼時候可以回去
[00:12:50.000 --> 00:12:51.800]  我在這裡做什麼
[00:12:51.800 --> 00:12:53.400]  我可不可以繼續
[00:12:53.400 --> 00:12:56.400]  快點去做這個宣教的工作
[00:12:56.400 --> 00:12:58.000]  那種掙扎
[00:12:58.000 --> 00:12:59.400]  大概你可以想像
[00:12:59.400 --> 00:13:00.400]  在你的人生裡
[00:13:00.400 --> 00:13:02.800]  有時候你會遇到
[00:13:02.800 --> 00:13:03.600]  如果是這樣的話
[00:13:03.600 --> 00:13:07.000]  這種定時真的很惡
[00:13:07.000 --> 00:13:10.200]  而在物質秩序裡的定時
[00:13:10.200 --> 00:13:12.000]  最厲害的版本
[00:13:12.000 --> 00:13:14.600]  就是一切都完
[00:13:14.600 --> 00:13:21.600]  死亡
[00:13:21.600 --> 00:13:24.600]  死亡是說命運的問題
[00:13:24.600 --> 00:13:28.000]  眾人的命運都是一樣
[00:13:28.000 --> 00:13:30.000]  這裡提到有幾種人
[00:13:30.000 --> 00:13:31.400]  不如你又幫我讀
[00:13:31.400 --> 00:13:32.600]  預備起
[00:13:32.600 --> 00:13:35.800]  眾人的命運都是一樣的
[00:13:35.800 --> 00:13:37.600]  一樣的可能
[00:13:37.600 --> 00:13:39.400]  好人與壞人
[00:13:39.400 --> 00:13:44.600]  一體力與不一體力
[00:13:44.600 --> 00:13:47.400]  所動於的都是一樣的
[00:13:47.400 --> 00:13:48.800]  好人同樣
[00:13:48.800 --> 00:13:50.600]  罪人也同樣
[00:13:50.600 --> 00:13:52.200]  一體力同樣
[00:13:52.200 --> 00:13:55.000]  壞人一體力也同樣
[00:13:55.000 --> 00:13:56.800]  人人都可以死
[00:13:56.800 --> 00:13:58.800]  每個人的結局都是一樣
[00:13:58.800 --> 00:14:00.000]  無論你是什麼人
[00:14:00.000 --> 00:14:04.400]  你都會面臨這個完結
[00:14:04.400 --> 00:14:05.200]  你是怎樣的人
[00:14:05.200 --> 00:14:06.200]  做了什麼事
[00:14:06.200 --> 00:14:08.800]  你不會因為做了什麼事而不用死
[00:14:08.800 --> 00:14:09.800]  你立刻抗議
[00:14:09.800 --> 00:14:10.200]  不是
[00:14:10.200 --> 00:14:12.600]  聖經有記過兩個人不用死的
[00:14:12.600 --> 00:14:14.800]  你記不記得是哪兩個?
[00:14:14.800 --> 00:14:16.600]  以諾與神同行
[00:14:16.600 --> 00:14:18.400]  當然是神接他
[00:14:18.400 --> 00:14:20.400]  接著是以利亞
[00:14:20.400 --> 00:14:23.000]  火馬火車在旋風裡接他升天
[00:14:23.000 --> 00:14:25.000]  很威風
[00:14:25.000 --> 00:14:28.800]  是他好像沒有跟我們一樣
[00:14:28.800 --> 00:14:31.200]  閉上眼睛去死
[00:14:31.200 --> 00:14:34.200]  但他仍然和我們一樣
[00:14:34.200 --> 00:14:36.000]  他離開了神所創造的
[00:14:36.000 --> 00:14:38.800]  日光之下的世界
[00:14:38.800 --> 00:14:40.400]  在那一刻
[00:14:40.400 --> 00:14:43.400]  他的生命到了那裡就停了
[00:14:43.400 --> 00:14:46.200]  在地上的生命停了
[00:14:46.200 --> 00:14:48.400]  沒有人例外
[00:14:48.400 --> 00:14:52.200]  眾人的命運都是一樣的
[00:14:52.200 --> 00:14:54.200]  那就是很唏噓
[00:14:54.200 --> 00:14:56.400]  所以有人就會想
[00:14:56.400 --> 00:14:57.400]  既然是這樣
[00:14:57.400 --> 00:14:59.800]  為什麼我要做好人?
[00:14:59.800 --> 00:15:02.000]  為什麼我要做義人?
[00:15:02.000 --> 00:15:04.800]  為什麼我要去獻祭去侍奉神?
[00:15:04.800 --> 00:15:07.200]  為什麼我要不要隨便去敬畏神?
[00:15:07.200 --> 00:15:08.000]  不用做這些
[00:15:08.000 --> 00:15:10.400]  人人都是一死
[00:15:10.400 --> 00:15:12.200]  於是第三節
[00:15:12.200 --> 00:15:13.400]  傳道者說
[00:15:13.400 --> 00:15:15.200]  下半部分說
[00:15:15.200 --> 00:15:18.200]  世人開始心裡充滿邪惡
[00:15:18.200 --> 00:15:19.800]  一生心懷狂妄
[00:15:19.800 --> 00:15:21.000]  不理那麼多
[00:15:21.000 --> 00:15:25.800]  我想怎樣就怎樣
[00:15:25.800 --> 00:15:28.600]  這就是一生持守果孝
[00:15:28.600 --> 00:15:33.600]  而得不到滿足的情況
[00:15:33.600 --> 00:15:35.200]  無論最終
[00:15:35.200 --> 00:15:36.200]  我們一生努力的
[00:15:36.200 --> 00:15:38.800]  你不知道結局是怎樣
[00:15:38.800 --> 00:15:40.800]  回到第一節
[00:15:40.800 --> 00:15:42.600]  下半部分提到
[00:15:42.600 --> 00:15:43.600]  你得到的是什麼
[00:15:43.600 --> 00:15:44.600]  你不知道
[00:15:44.600 --> 00:15:46.200]  無論是別人的哀哀
[00:15:46.200 --> 00:15:47.400]  無論是哀
[00:15:47.400 --> 00:15:48.800]  或者別人去記恨你
[00:15:48.800 --> 00:15:50.400]  無論是恨
[00:15:50.400 --> 00:15:51.600]  或者怎樣淋到你
[00:15:51.600 --> 00:15:53.000]  你都是不領悟
[00:15:53.000 --> 00:15:55.600]  原文是不知道
[00:15:55.600 --> 00:15:58.400]  你沒有辦法掌握
[00:15:58.400 --> 00:16:00.800]  其實我們可以體會到一點
[00:16:00.800 --> 00:16:02.400]  你可能認識一些人
[00:16:02.400 --> 00:16:04.400]  甚至可能是你自己
[00:16:04.400 --> 00:16:06.200]  一生很愛主
[00:16:06.200 --> 00:16:09.000]  一生很努力去信靠神
[00:16:09.000 --> 00:16:09.800]  在家中
[00:16:09.800 --> 00:16:10.600]  在教會
[00:16:10.600 --> 00:16:11.400]  在你的工作
[00:16:11.400 --> 00:16:12.200]  在任何地方
[00:16:12.200 --> 00:16:14.800]  你都活出一個好的見證
[00:16:14.800 --> 00:16:16.600]  但也不代表你自己
[00:16:16.600 --> 00:16:19.600]  一路辛苦長大的孩子
[00:16:19.600 --> 00:16:24.000]  必然平順地走在信主的路上
[00:16:24.000 --> 00:16:25.200]  就算信主也好
[00:16:25.200 --> 00:16:28.000]  他是不是一路很緊緊跟隨主
[00:16:28.000 --> 00:16:29.400]  就算緊緊跟隨主
[00:16:29.400 --> 00:16:32.000]  又回教會又侍奉
[00:16:32.000 --> 00:16:33.200]  他的一生是怎樣
[00:16:33.200 --> 00:16:35.000]  你都控制不了
[00:16:35.000 --> 00:16:36.200]  所以一生的果效
[00:16:36.200 --> 00:16:37.600]  總而言之
[00:16:37.600 --> 00:16:40.400]  就不是在我們的掌握當中
[00:16:40.400 --> 00:16:42.600]  而是在神的手中
[00:16:42.600 --> 00:16:44.000]  是掌握在神的手上
[00:16:44.000 --> 00:16:45.600]  祂安排的定時
[00:16:45.600 --> 00:16:49.000]  和人生的歷練給每一個人
[00:16:49.000 --> 00:16:51.000]  所以如果你在這樣的狀況
[00:16:51.000 --> 00:16:54.200]  孩子小時候跟你回教會
[00:16:54.200 --> 00:16:57.400]  長大後他不肯回
[00:16:57.400 --> 00:16:59.000]  你可能會有自責
