
[00:00:00.000 --> 00:00:04.360]  接下來我們會講一個新的講道系列
[00:07:38.840 --> 00:07:42.160]  他就分這三個四十年
[00:07:42.160 --> 00:07:44.400]  人生有多少個四十年?
[00:07:44.400 --> 00:07:45.640]  你有多少個?
[00:07:45.640 --> 00:07:46.960]  兩個了好嗎?
[00:07:46.960 --> 00:07:48.760]  你想不想有三個?
[00:07:48.760 --> 00:07:50.320]  先想一想
[00:07:50.320 --> 00:07:52.360]  現在的指數這麼貴
[00:07:52.360 --> 00:07:54.120]  今場是不是好事呢?
[00:07:54.120 --> 00:07:55.400]  無論如何
[00:07:55.400 --> 00:07:59.760]  你覺得摩西是什麼時候寫這幾句話呢?
[00:07:59.760 --> 00:08:02.800]  我們覺得可能不會是頭那四十年
[00:08:02.800 --> 00:08:05.680]  頭那四十年在皇宮那裡
[00:08:05.680 --> 00:08:07.880]  會不會是中間那四十年呢?
[00:08:07.880 --> 00:08:09.440]  放羊的時候
[00:08:09.440 --> 00:08:11.800]  不是很悽慘
[00:08:11.800 --> 00:08:14.280]  很可能我們覺得他應該是
[00:08:14.280 --> 00:08:15.680]  最後那四十年
[00:08:15.680 --> 00:08:17.520]  和那班活躍的以色列人
[00:08:17.520 --> 00:08:22.000]  一起在礦業裡面兜兜轉轉那段時間
[00:08:22.000 --> 00:08:24.480]  去寫這首詩
[00:08:24.480 --> 00:08:27.240]  人生的階段是不是在兜轉期
[00:08:27.240 --> 00:08:29.800]  還是在哪個期呢?
[00:08:29.800 --> 00:08:32.120]  你會寫什麼詩呢?
[00:08:32.120 --> 00:08:35.000]  一首這麼唏噓的詩
[00:08:35.000 --> 00:08:39.840]  有人就用了兩個圖畫去描寫
[00:08:39.840 --> 00:08:41.920]  摩西的人生
[00:08:41.920 --> 00:08:43.240]  一幅圖畫就說
[00:08:43.240 --> 00:08:46.520]  他的人生就好像剝花生一樣
[00:08:46.520 --> 00:08:47.800]  剝花生
[00:08:47.800 --> 00:08:50.320]  一大包花生去剝
[00:08:50.320 --> 00:08:53.400]  但是要得到一小小的花生
[00:08:53.400 --> 00:08:55.600]  要剝很多的殼
[00:08:55.600 --> 00:08:57.040]  意思就是摩西的人生
[00:08:57.040 --> 00:08:58.680]  需要付出很大的努力
[00:08:58.680 --> 00:08:59.800]  很大的代價
[00:08:59.800 --> 00:09:01.760]  才能得到一點點的收穫
[00:09:01.760 --> 00:09:04.040]  我不知道這是不是你的人生
[00:09:04.040 --> 00:09:07.720]  這一堆花生殼就是摩西的代價
[00:09:07.720 --> 00:09:10.440]  有沒有人喜歡剝花生呢?
[00:09:10.440 --> 00:09:11.440]  有的吧
[00:09:11.440 --> 00:09:12.640]  喜歡吃花生
[00:09:12.640 --> 00:09:14.920]  OK啦 剝花生是不是
[00:09:14.920 --> 00:09:17.960]  但是有另一幅圖畫就描述他的下半生
[00:09:17.960 --> 00:09:21.080]  摩西的下半生是什麼?
[00:09:21.080 --> 00:09:22.480]  是剝洋蔥
[00:09:22.480 --> 00:09:23.800]  看得對嗎?
[00:09:23.800 --> 00:09:25.840]  有首歌叫做「洋蔥」的
[00:09:25.840 --> 00:09:29.080]  看不看得到?
[00:09:29.080 --> 00:09:30.040]  大家沒有唱過這首歌
[00:09:30.040 --> 00:09:31.720]  那些國語歌可能是吧
[00:09:31.720 --> 00:09:34.080]  那些洋蔥歌很難唱
[00:09:34.080 --> 00:09:36.320]  他滿懷希望要入迦南
[00:09:36.320 --> 00:09:38.840]  但是就好像剝洋蔥一樣
[00:09:38.840 --> 00:09:41.240]  一層一層地去剝
[00:09:41.240 --> 00:09:44.280]  又被酸 又流眼淚
[00:09:44.280 --> 00:09:48.920]  剝到最後留下的都是滿面眼淚
[00:09:48.920 --> 00:09:50.080]  這兩幅圖畫
[00:09:50.080 --> 00:09:51.880]  人們就說這是摩西的人生
[00:09:51.880 --> 00:09:52.840]  加起來
[00:09:52.840 --> 00:09:54.560]  他花了很多的時間
[00:09:54.560 --> 00:09:55.720]  他付出很多時間
[00:09:55.720 --> 00:09:58.160]  又過得很快
[00:09:58.160 --> 00:10:02.320]  但得來的是滿面的淚水
[00:10:02.320 --> 00:10:07.320]  剛才那首詩歌就用了這兩幅圖畫去畫出來
[00:10:07.320 --> 00:10:08.080]  不知道你有沒有覺得
[00:10:08.080 --> 00:10:10.600]  你自己都付出了很多的努力
[00:10:10.600 --> 00:10:11.840]  花了很多的時間
[00:10:11.840 --> 00:10:15.960]  去追求一些的成功或者幸福
[00:10:15.960 --> 00:10:17.920]  但是轉眼間
[00:10:17.920 --> 00:10:19.680]  就好像剛才那首詩一樣
[00:10:19.680 --> 00:10:24.920]  轉眼又成功就變成成空
[00:10:24.920 --> 00:10:28.360]  最後換來的都是茫茫碌碌
[00:10:28.360 --> 00:10:31.400]  但又好像碌碌無為
[00:10:31.400 --> 00:10:36.640]  而你的日子又如飛而去
[00:10:36.640 --> 00:10:38.280]  哇 說到大家真的很唏噓
[00:10:38.280 --> 00:10:39.400]  真的很絕望
[00:10:39.400 --> 00:10:41.000]  這首詩是一個絕望詩
[00:10:41.000 --> 00:10:41.760]  我們給它一個名字
[00:10:41.760 --> 00:10:42.800]  如果是改一個名字
[00:10:42.800 --> 00:10:45.360]  好像很絕望一樣
[00:10:45.360 --> 00:10:47.160]  今天我想其實不用那麼絕望
[00:10:47.160 --> 00:10:49.960]  但是神問你一個問題
[00:10:49.960 --> 00:10:52.280]  神問你現在
[00:10:52.280 --> 00:10:54.200]  茫茫碌碌
[00:10:54.200 --> 00:10:56.800]  在忙什麼
[00:10:56.800 --> 00:10:58.200]  你在忙什麼
[00:10:58.200 --> 00:11:00.360]  當我們今天說要善用時間的時候
[00:11:00.360 --> 00:11:03.200]  第一個最大的威脅
[00:11:03.200 --> 00:11:07.120]  就是可能你很忙亂
[00:11:07.120 --> 00:11:09.560]  你會不會都被你的忙碌
[00:11:09.560 --> 00:11:11.760]  去佔據了你的生命
[00:11:11.760 --> 00:11:12.360]  他告訴你
[00:11:12.360 --> 00:11:17.160]  不要被忙碌的生活方式去支配你自己
[00:11:17.160 --> 00:11:19.640]  因為詩篇第39篇第6節
[00:11:19.640 --> 00:11:20.960]  他就這樣說
[00:11:20.960 --> 00:11:24.800]  神說世人來來往往只是幻影
[00:11:24.800 --> 00:11:28.520]  他們忙亂也是虛空
[00:11:28.520 --> 00:11:33.000]  積贊財寶卻不知誰來收取
[00:11:33.000 --> 00:11:35.880]  當然積贊財寶當然是用來自己花的
[00:11:35.880 --> 00:11:38.280]  你花了多少
[00:11:38.280 --> 00:11:40.040]  你拿到很多很多的時候
[00:11:40.040 --> 00:11:42.840]  你說給下一代他又花了多少
[00:11:42.840 --> 00:11:46.960]  你忙忙碌碌神問你忙些什麼
[00:11:46.960 --> 00:11:49.480]  不知忙碌是否忙你的寫照
[00:11:49.480 --> 00:11:52.800]  我覺得忙現在是我們現代人的生活寫照
[00:11:52.800 --> 00:11:56.120]  但今天神要提醒你就是忙OK的
[00:11:56.120 --> 00:11:58.600]  但是不要亂
[00:11:58.600 --> 00:11:59.920]  忙但是不要亂
[00:11:59.920 --> 00:12:00.640]  什麼意思
[00:12:00.640 --> 00:12:02.200]  因為如果你亂的時候
[00:12:02.200 --> 00:12:03.160]  你忙完
[00:12:03.160 --> 00:12:04.800]  每個人都忙
[00:12:04.800 --> 00:12:05.640]  但是你不要亂
[00:12:05.640 --> 00:12:06.920]  他說你亂的時候
[00:12:06.920 --> 00:12:09.440]  你的生活作息會亂
[00:12:09.440 --> 00:12:11.920]  或者你熬夜
[00:12:11.920 --> 00:12:13.360]  天昏地暗
[00:12:13.360 --> 00:12:14.840]  不睡覺
[00:12:14.840 --> 00:12:19.520]  你的優先次序會亂
[00:12:19.520 --> 00:12:21.000]  應該做的就不要去做
[00:12:21.000 --> 00:12:23.280]  不應該做的就拿很多時間去做
[00:12:23.280 --> 00:12:25.240]  你的價值觀會亂
[00:12:25.240 --> 00:12:26.960]  很多東西會亂的
[00:12:26.960 --> 00:12:28.520]  這個世界很多東西令你很亂
[00:12:28.520 --> 00:12:31.040]  你不知道什麼是真什麼是假
[00:12:31.040 --> 00:12:35.000]  有時亂令你頭髮亂
[00:12:35.000 --> 00:12:36.840]  有沒有誰的頭髮很亂
[00:12:36.840 --> 00:12:39.680]  先梳一下不然你太忙亂了
[00:12:39.680 --> 00:12:43.400]  忙亂也會令你很尷尬
[00:12:43.400 --> 00:12:44.320]  你生活很尷尬
[00:12:44.320 --> 00:12:45.960]  為什麼我試過
[00:12:45.960 --> 00:12:48.920]  以前我工作的時候
[00:12:48.920 --> 00:12:51.600]  我有一次去轉工去面試
[00:12:51.600 --> 00:12:56.040]  面試的時候當然是穿好一點
[00:12:56.040 --> 00:12:58.280]  起碼恤衫西褲
[00:12:58.280 --> 00:13:01.360]  那份工作還要求打領帶
[00:13:01.360 --> 00:13:03.080]  那我就打領帶
[00:13:03.080 --> 00:13:04.880]  我就要去面試
[00:13:04.880 --> 00:13:08.480]  面試之前我要帶我兩個女兒去Day Care
[00:13:08.480 --> 00:13:09.800]  我記得我還要帶她去Day Care
[00:13:09.800 --> 00:13:11.320]  因為那時候還小
[00:13:11.320 --> 00:13:12.280]  帶她去Day Care的時候
[00:13:12.280 --> 00:13:12.920]  因為她們還小
[00:13:12.920 --> 00:13:13.960]  我就要泊車
[00:13:13.960 --> 00:13:17.400]  不是一開門她們自己走不行
[00:13:17.400 --> 00:13:19.160]  那時候要抱著她們
[00:13:19.160 --> 00:13:21.960]  不是抱起碼要帶她們進去
[00:13:21.960 --> 00:13:23.960]  但在那一剎那的時候
[00:13:23.960 --> 00:13:27.040]  我就發覺自己很尷尬
[00:13:27.040 --> 00:13:28.040]  為什麼呢
[00:13:28.040 --> 00:13:31.520]  因為恤衫打領帶西褲
[00:13:31.520 --> 00:13:34.960]  我發現自己那雙鞋是很神奇的鞋
[00:13:34.960 --> 00:13:36.040]  大家都知道
[00:13:36.040 --> 00:13:37.800]  原來我穿著人字拖
[00:13:37.800 --> 00:13:39.200]  還沒換
[00:13:39.200 --> 00:13:40.120]  真的很尷尬
[00:13:40.120 --> 00:13:41.400]  那時候太忙亂
[00:13:41.400 --> 00:13:46.040]  你知道小時候是很忙亂
[00:13:46.040 --> 00:13:47.480]  我是體會得到的
[00:13:47.480 --> 00:13:49.680]  因為我那時候經常穿著拖鞋
[00:13:49.680 --> 00:13:51.000]  不知道怎麼辦
[00:13:51.000 --> 00:13:53.600]  是不是我應該馬上回家換鞋再送她
[00:13:53.600 --> 00:13:54.480]  還是怎樣
[00:13:54.480 --> 00:13:55.960]  為什麼先送她
[00:13:55.960 --> 00:14:00.960]  那時候很忙亂
[00:14:00.960 --> 00:14:03.640]  你們有時候也會問人
[00:14:03.640 --> 00:14:05.800]  最近怎樣忙不忙
[00:14:05.800 --> 00:14:08.600]  我做牧師很多時候也會這樣問
[00:14:08.600 --> 00:14:11.680]  牧師最近怎樣忙不忙
[00:14:11.680 --> 00:14:15.680]  老實跟你說這個問題很難回答
[00:14:15.680 --> 00:14:20.480]  告訴你不忙好像很沒意思
[00:14:20.480 --> 00:14:23.360]  但有時候真的不是忙
[00:14:23.360 --> 00:14:24.200]  怎樣回答你
[00:14:24.200 --> 00:14:26.360]  忙就好像我很有價值
[00:14:26.360 --> 00:14:27.880]  忙就好像很重要
[00:14:27.880 --> 00:14:28.760]  你問我忙不忙
[00:14:28.760 --> 00:14:31.080]  我一定會說很忙
[00:14:31.080 --> 00:14:32.360]  不過沒什麼可以做
[00:14:32.360 --> 00:14:34.120]  不可以這樣
[00:14:34.120 --> 00:14:35.040]  有時候很難回答
[00:14:35.040 --> 00:14:38.520]  所以下次不要問牧師忙不忙
[00:14:38.520 --> 00:14:39.760]  真的很難回答你
[00:14:39.760 --> 00:14:40.880]  怎樣也好
[00:14:40.880 --> 00:14:42.800]  好像這個世界告訴你
[00:14:42.800 --> 00:14:44.840]  你跟老闆說你不忙
[00:14:44.840 --> 00:14:46.720]  是不行的
[00:14:46.720 --> 00:14:48.080]  忙就好像有價值
[00:14:48.080 --> 00:14:51.280]  忙就好像有勇氣
[00:14:51.280 --> 00:14:53.520]  這是世界觀
[00:14:53.520 --> 00:14:55.320]  但聖經不是這樣說的
[00:14:55.320 --> 00:14:56.520]  聖經不是告訴你
[00:14:56.520 --> 00:14:59.840]  忙亂就是不行
[00:14:59.840 --> 00:15:00.520]  為什麼
[00:15:00.520 --> 00:15:02.440]  你看看我們摩西
[00:15:02.440 --> 00:15:04.360]  摩西最中間那一年
[00:15:04.360 --> 00:15:05.120]  他做什麼
[00:15:05.120 --> 00:15:06.480]  最中間那四十年
[00:15:06.480 --> 00:15:09.040]  剛才我們說他摘草
[00:15:09.040 --> 00:15:11.440]  去了米甸放羊
[00:15:11.440 --> 00:15:12.640]  一放就放了四十年
[00:15:12.640 --> 00:15:14.520]  他這四十年有什麼做
[00:15:14.520 --> 00:15:16.160]  就放羊
[00:15:16.160 --> 00:15:17.280]  是不是很忙
[00:15:17.280 --> 00:15:18.480]  應該不會吧
[00:15:18.480 --> 00:15:19.680]  你最多早出晚歸
[00:15:19.680 --> 00:15:21.840]  帶羊去那裡
[00:15:21.840 --> 00:15:23.320]  你也在那裡
[00:15:23.320 --> 00:15:26.600]  我覺得應該不會很忙
[00:15:26.600 --> 00:15:28.360]  這是唯一工作
[00:15:28.360 --> 00:15:30.960]  他沒有其他工作
[00:15:30.960 --> 00:15:32.360]  應該不是很忙
[00:15:32.360 --> 00:15:33.440]  但他不是很忙的時候
[00:15:33.440 --> 00:15:34.080]  這四十年
[00:15:34.080 --> 00:15:37.160]  其實整個摩西人生
[00:15:37.160 --> 00:15:39.560]  最有價值的是這四十年
[00:15:39.560 --> 00:15:40.400]  因為這四十年
[00:15:40.400 --> 00:15:43.480]  他能夠在主裡面有安息
[00:15:43.480 --> 00:15:44.520]  後面那四十年
[00:15:44.520 --> 00:15:46.160]  如果不是中間那四十年
[00:15:46.160 --> 00:15:47.000]  他後面那四十年
[00:15:47.000 --> 00:15:49.320]  基本上幾年就玩完
[00:15:49.320 --> 00:15:51.680]  他熬不過神給他的使命
[00:15:51.680 --> 00:15:53.120]  這麼大的重擔
[00:15:53.120 --> 00:15:53.920]  他那四十年
[00:15:53.920 --> 00:15:54.840]  在中間那四十年
[00:15:54.840 --> 00:15:56.840]  能夠在主裡面安息
[00:15:56.840 --> 00:15:57.880]  跟主再親近
[00:15:57.880 --> 00:16:01.240]  再反省自己在皇宮的生活
[00:16:01.240 --> 00:16:02.720]  八十歲的時候被呼召
[00:16:02.720 --> 00:16:04.640]  所以這四十年是最有價值的
[00:16:04.640 --> 00:16:06.560]  不是他後面跟那些以色列人
[00:16:06.560 --> 00:16:07.880]  在那邊拼
[00:16:07.880 --> 00:16:10.760]  又地震又降火又災禍
[00:16:10.760 --> 00:16:11.920]  好像很刺激
[00:16:11.920 --> 00:16:13.120]  但他最有價值的
[00:16:13.120 --> 00:16:15.720]  應該是中間那四十年
[00:16:15.720 --> 00:16:17.320]  所以世界給我們的觀念是
[00:16:17.320 --> 00:16:19.000]  你忙你就有價值
[00:16:19.000 --> 00:16:20.200]  這個不是
[00:16:20.200 --> 00:16:21.160]  神給我們的價值就是
[00:16:21.160 --> 00:16:23.400]  你在主裡面能夠有安息
[00:16:23.400 --> 00:16:26.360]  你在神裡面有安穩
[00:16:26.360 --> 00:16:28.440]  你就是有價值
[00:16:28.440 --> 00:16:32.720]  跟世界不同
[00:16:32.720 --> 00:16:34.600]  忙碌
[00:16:34.600 --> 00:16:37.560]  如果你今天忙到一個很亂的地步
[00:16:37.560 --> 00:16:40.560]  你都覺得很亂
[00:16:40.560 --> 00:16:42.080]  上帝都想跟你說
[00:16:42.080 --> 00:16:45.880]  你會有三個非常不良的症狀
[00:16:45.880 --> 00:16:47.280]  可能現在還沒有
[00:16:47.280 --> 00:16:49.360]  但是你會一直忙下去
[00:16:49.360 --> 00:16:51.120]  長期的時候一定會有
[00:16:51.120 --> 00:16:52.600]  第一件事是什麼呢
[00:16:52.600 --> 00:16:56.680]  第一件事就是失去你生命的熱誠
[00:16:56.680 --> 00:16:59.320]  生命的熱誠就是因為你太忙
[00:16:59.320 --> 00:17:03.320]  你就沒時間去處理你內心的那種世界
[00:17:03.320 --> 00:17:05.200]  這個世界外面很多事發生
[00:17:05.200 --> 00:17:06.360]  很多新聞
[00:17:06.360 --> 00:17:11.200]  但你內心的世界你沒有去進入過去
[00:17:11.200 --> 00:17:12.320]  是一個黑洞一樣
[00:17:12.320 --> 00:17:13.640]  你不知道你裡面是怎樣
[00:17:13.640 --> 00:17:15.520]  你的負面情緒被壓抑
[00:17:15.520 --> 00:17:17.680]  你所有的抱怨對不滿
[00:17:17.680 --> 00:17:19.880]  你的苦毒你沒有去處理
[00:17:19.880 --> 00:17:21.800]  你壓制著
[00:17:21.800 --> 00:17:23.880]  但是我要告訴你
[00:17:23.880 --> 00:17:26.160]  你負面的情緒沒有處理
[00:17:26.160 --> 00:17:29.000]  你不要想著你會有正面的情緒
[00:17:29.000 --> 00:17:32.520]  你不要想著你會開心快樂
[00:17:32.520 --> 00:17:35.320]  你會很正能量
[00:17:35.320 --> 00:17:36.000]  很熱情
[00:17:36.000 --> 00:17:37.240]  對生命很火熱
[00:17:37.240 --> 00:17:37.760]  你不會
[00:17:37.760 --> 00:17:42.840]  因為你裡面的負能量在蠶食著你
