
[00:00:00.000 --> 00:00:03.340]  各位差餉節目,我們開始星期三的茶經
[00:05:23.480 --> 00:05:25.480]  是他成長的地方
[00:05:25.480 --> 00:05:27.480]  所以他就問我可以去郵帶一個城
[00:05:27.480 --> 00:05:29.480]  可不可以呢
[00:05:29.480 --> 00:05:31.480]  他再求神
[00:05:31.480 --> 00:05:33.480]  指出一個確定的地點
[00:05:33.480 --> 00:05:35.480]  神就很清楚地說
[00:05:35.480 --> 00:05:37.480]  你可以去什麼呢
[00:05:37.480 --> 00:05:39.480]  就是去希伯倫
[00:05:39.480 --> 00:05:41.480]  希伯倫就是在
[00:05:41.480 --> 00:05:43.480]  巴勒斯坦地最高的城鎮
[00:05:43.480 --> 00:05:45.480]  大概海拔
[00:05:45.480 --> 00:05:47.480]  三千多尺
[00:05:47.480 --> 00:05:49.480]  在耶路撒冷
[00:05:49.480 --> 00:05:51.480]  我很熟悉的西南面
[00:05:51.480 --> 00:05:53.480]  大概是十九公里
[00:05:53.480 --> 00:05:55.480]  是耶路撒冷
[00:05:55.480 --> 00:05:57.480]  去別士巴的主要通道
[00:05:57.480 --> 00:05:59.480]  是一個非常非常古老的城市
[00:05:59.480 --> 00:06:01.480]  裡面就列了
[00:06:01.480 --> 00:06:03.480]  這些經文
[00:06:03.480 --> 00:06:05.480]  也是郵帶之派的中心點
[00:06:05.480 --> 00:06:07.480]  所以神
[00:06:07.480 --> 00:06:09.480]  都叫他去希伯倫
[00:06:09.480 --> 00:06:11.480]  你留意到大衛得到神的祝福
[00:06:11.480 --> 00:06:13.480]  是什麼原因呢
[00:06:13.480 --> 00:06:15.480]  就是他經常
[00:06:15.480 --> 00:06:17.480]  去求問神的心意
[00:06:17.480 --> 00:06:19.480]  也都會盡
[00:06:19.480 --> 00:06:21.480]  按神的心意而行
[00:06:21.480 --> 00:06:23.480]  這個是很重要的
[00:06:23.480 --> 00:06:25.480]  記不記得無悔當初
[00:06:25.480 --> 00:06:27.480]  就是大衛他逃亡的時候
[00:06:27.480 --> 00:06:29.480]  要救姬依拉人
[00:06:29.480 --> 00:06:31.480]  求問神究竟我可不可以去
[00:06:31.480 --> 00:06:33.480]  打飛利時人救姬依拉
[00:06:33.480 --> 00:06:35.480]  神說可以
[00:06:35.480 --> 00:06:37.480]  後來他的跟隨者反對
[00:06:37.480 --> 00:06:39.480]  但大衛不是去滅聲
[00:06:39.480 --> 00:06:41.480]  再一次去求問神
[00:06:41.480 --> 00:06:43.480]  所以求問是很重要
[00:06:43.480 --> 00:06:45.480]  今天
[00:06:45.480 --> 00:06:47.480]  記住我們是有思考的
[00:06:47.480 --> 00:06:49.480]  我們要籌算
[00:06:49.480 --> 00:06:51.480]  我們要計劃
[00:06:51.480 --> 00:06:53.480]  我們要分析
[00:06:53.480 --> 00:06:55.480]  我們要去尋索
[00:06:55.480 --> 00:06:57.480]  這些事情我們要做
[00:06:57.480 --> 00:06:59.480]  但和我們求問神是沒有衝突的
[00:06:59.480 --> 00:07:01.480]  至少不會有大衝突
[00:07:01.480 --> 00:07:03.480]  我們不會
[00:07:03.480 --> 00:07:05.480]  求問神什麼都不用做
[00:07:05.480 --> 00:07:07.480]  絕對不是
[00:07:07.480 --> 00:07:09.480]  其實
[00:07:09.480 --> 00:07:11.480]  神給我們有思考的能力
[00:07:11.480 --> 00:07:13.480]  所以神也給我們有智慧
[00:07:13.480 --> 00:07:15.480]  給我們去做事
[00:07:15.480 --> 00:07:17.480]  很簡單舉一個例子
[00:07:17.480 --> 00:07:19.480]  我個人不是很贊成
[00:07:19.480 --> 00:07:21.480]  那些人是不寫廣章
[00:07:21.480 --> 00:07:23.480]  比如我站在台上
[00:07:23.480 --> 00:07:25.480]  聖靈就可以感動我
[00:07:25.480 --> 00:07:27.480]  我不否定這些
[00:07:27.480 --> 00:07:29.480]  但也有一個危機
[00:07:29.480 --> 00:07:31.480]  不是聖靈感動你
[00:07:31.480 --> 00:07:33.480]  而是你慣常
[00:07:33.480 --> 00:07:35.480]  你會講很多東西
[00:07:35.480 --> 00:07:37.480]  我會在《鴨沙龍》那一段
[00:07:37.480 --> 00:07:39.480]  跟大家再分析
[00:07:39.480 --> 00:07:41.480]  所以我到現在每一次的講道
[00:07:41.480 --> 00:07:43.480]  我都會出廣章
[00:07:43.480 --> 00:07:45.480]  就是說我預備講章的時候
[00:07:45.480 --> 00:07:47.480]  我預備我看《色經書》
[00:07:47.480 --> 00:07:49.480]  我研究神的話語的時候
[00:07:49.480 --> 00:07:51.480]  聖靈都會感動我
[00:07:51.480 --> 00:07:53.480]  所以你留意到
[00:07:53.480 --> 00:07:55.480]  我們仍然是要仰望神
[00:07:55.480 --> 00:07:57.480]  但不代表我不需要去思考
[00:07:57.480 --> 00:07:59.480]  不需要去分析
[00:07:59.480 --> 00:08:01.480]  這時候最重要是
[00:08:01.480 --> 00:08:03.480]  我們採取一切實際行動之先
[00:08:03.480 --> 00:08:07.480]  一定要多些去祈禱
[00:08:07.480 --> 00:08:09.480]  確定了神的心意
[00:08:09.480 --> 00:08:11.480]  才會行動
[00:08:11.480 --> 00:08:13.480]  如果不是神的心意的時候
[00:08:13.480 --> 00:08:15.480]  神是會阻止的
[00:08:15.480 --> 00:08:17.480]  不讓這件事發生
[00:08:17.480 --> 00:08:19.480]  又或者就算我們行差了
[00:08:19.480 --> 00:08:21.480]  神都會來帶去幫我們
[00:08:21.480 --> 00:08:23.480]  憐憫我們扭轉這個局勢
[00:08:23.480 --> 00:08:25.480]  記不記得我們講
[00:08:25.480 --> 00:08:27.480]  歷戰的時候講什麼
[00:08:27.480 --> 00:08:29.480]  就是後來
[00:08:29.480 --> 00:08:33.480]  大衛幫菲律師的王
[00:08:33.480 --> 00:08:35.480]  打贏了很多地方要打仗
[00:08:35.480 --> 00:08:37.480]  後來菲律師王要他
[00:08:37.480 --> 00:08:39.480]  一起去打猶大之派
[00:08:39.480 --> 00:08:41.480]  那就慘了
[00:08:41.480 --> 00:08:43.480]  他拒絕又不是
[00:08:43.480 --> 00:08:45.480]  不拒絕又不是
[00:08:45.480 --> 00:08:47.480]  但神就會使那四個其他的首領
[00:08:47.480 --> 00:08:49.480]  去懷疑大衛的忠誠
[00:08:49.480 --> 00:08:51.480]  於是就不讓他打仗
[00:08:51.480 --> 00:08:53.480]  就解救了大衛
[00:08:53.480 --> 00:08:55.480]  所以這個很重要
[00:08:55.480 --> 00:08:57.480]  你留意到大衛
[00:08:57.480 --> 00:08:59.480]  在他踏出政治舞台
[00:08:59.480 --> 00:09:01.480]  最重要的第一步的時候
[00:09:01.480 --> 00:09:03.480]  他不是去徵詢民意
[00:09:03.480 --> 00:09:05.480]  他不是去問一些謀臣
[00:09:05.480 --> 00:09:07.480]  拿意見
[00:09:07.480 --> 00:09:09.480]  也不是去聽妻子的話
[00:09:09.480 --> 00:09:11.480]  當然聽妻子的話
[00:09:11.480 --> 00:09:13.480]  是有很大祝福的
[00:09:13.480 --> 00:09:15.480]  而是先去求問神
[00:09:15.480 --> 00:09:17.480]  因為他深信
[00:09:17.480 --> 00:09:19.480]  神為他安排的
[00:09:19.480 --> 00:09:21.480]  會是最好的
[00:09:21.480 --> 00:09:23.480]  所以今天尋求神的心意
[00:09:23.480 --> 00:09:25.480]  是成為我們人生
[00:09:25.480 --> 00:09:27.480]  一個關鍵時刻的每一步
[00:09:27.480 --> 00:09:29.480]  所以要學習
[00:09:29.480 --> 00:09:31.480]  先靜
[00:09:31.480 --> 00:09:33.480]  而後動
[00:09:33.480 --> 00:09:35.480]  我們先等候神
[00:09:35.480 --> 00:09:37.480]  然後才去行動
[00:09:37.480 --> 00:09:39.480]  就像剛才那首歌
[00:09:39.480 --> 00:09:41.480]  同時我們也相信神賦予我們
[00:09:41.480 --> 00:09:43.480]  常識智慧
[00:09:43.480 --> 00:09:45.480]  讓我們有過去的歷練
[00:09:45.480 --> 00:09:47.480]  和累積而來的經驗
[00:09:47.480 --> 00:09:49.480]  和探究
[00:09:49.480 --> 00:09:51.480]  但我們仍然需要求神
[00:09:51.480 --> 00:09:53.480]  去幫助我們
[00:09:53.480 --> 00:09:55.480]  修正和確認
[00:09:55.480 --> 00:09:57.480]  我們看看
[00:09:57.480 --> 00:09:59.480]  詩篇16篇第33節
[00:09:59.480 --> 00:10:01.480]  和16篇第3節
[00:10:01.480 --> 00:10:03.480]  先放在懷裡
[00:10:03.480 --> 00:10:05.480]  定是由耶和華
[00:10:05.480 --> 00:10:07.480]  你所做的要交託耶和華
[00:10:07.480 --> 00:10:09.480]  你所謀的就必成
[00:10:09.480 --> 00:10:11.480]  原來今天我們需要交託耶和華
[00:10:11.480 --> 00:10:13.480]  然後神會引導我們
[00:10:13.480 --> 00:10:15.480]  當大衛很清楚神的心意之後
[00:10:15.480 --> 00:10:17.480]  他就採取行動
[00:10:17.480 --> 00:10:19.480]  我們看看16二記下
[00:10:19.480 --> 00:10:21.480]  第2章第2到第3節
[00:10:41.480 --> 00:10:47.480]  這裏我們看到大衛要離開菲利士地
[00:10:47.480 --> 00:10:49.480]  我們先看看背景
[00:10:49.480 --> 00:10:51.480]  大衛在菲利士地逗留了多久呢
[00:10:51.480 --> 00:10:55.480]  逗留了一年四個月
[00:10:55.480 --> 00:11:01.480]  而且他已經得到當地人對他的歡迎
[00:11:01.480 --> 00:11:05.480]  信任和愛戴
[00:11:05.480 --> 00:11:09.480]  現在他們要帶著一班人
[00:11:09.480 --> 00:11:11.480]  一個大部份人都不太熟悉
[00:11:11.480 --> 00:11:13.480]  不太知道當地人
[00:11:13.480 --> 00:11:15.480]  會不會接納他們的希伯倫
[00:11:15.480 --> 00:11:17.480]  而且不要忘記
[00:11:17.480 --> 00:11:19.480]  上次我們看到
[00:11:19.480 --> 00:11:21.480]  短短一年四個月
[00:11:21.480 --> 00:11:23.480]  有很多很多的勇士專才
[00:11:23.480 --> 00:11:25.480]  已經來投靠大衛
[00:11:25.480 --> 00:11:29.480]  大衛已經慢慢認罪了一大班人
[00:11:29.480 --> 00:11:31.480]  成為一個強大的軍隊
[00:11:31.480 --> 00:11:33.480]  而且是很厲害的人
[00:11:33.480 --> 00:11:35.480]  有些還是變亞敏派
[00:11:35.480 --> 00:11:37.480]  是索羅的兄弟
[00:11:37.480 --> 00:11:39.480]  成為一個大軍
[00:11:39.480 --> 00:11:41.480]  然後要離開熟悉的地方
[00:11:41.480 --> 00:11:43.480]  這一定不容易
[00:11:43.480 --> 00:11:45.480]  很簡單舉個例子
[00:11:45.480 --> 00:11:47.480]  你有沒有試過搬屋
[00:11:47.480 --> 00:11:49.480]  可能搬屋不是搬很遠
[00:11:49.480 --> 00:11:51.480]  但你都覺得煩
[00:11:51.480 --> 00:11:53.480]  又要扔東西又要去
[00:11:53.480 --> 00:11:55.480]  還有一個情況
[00:11:55.480 --> 00:11:57.480]  特別是香港來的弟兄姊妹
[00:11:57.480 --> 00:12:01.480]  如果我們要離開一個我們熟悉的地方
[00:12:01.480 --> 00:12:03.480]  但是我們覺得這個地方
[00:12:03.480 --> 00:12:05.480]  可能不利於我們
[00:12:05.480 --> 00:12:07.480]  會有很大的困難
[00:12:07.480 --> 00:12:09.480]  雖然我們不捨得
[00:12:09.480 --> 00:12:11.480]  我們要離開去到一個陌生的地方
[00:12:11.480 --> 00:12:13.480]  我們都要冒這個險
[00:12:13.480 --> 00:12:15.480]  但是
[00:12:15.480 --> 00:12:17.480]  如果你是一個很平順的警方
[00:12:17.480 --> 00:12:19.480]  是很好
[00:12:19.480 --> 00:12:21.480]  很安穩之下
[00:12:21.480 --> 00:12:23.480]  又沒有困難
[00:12:23.480 --> 00:12:25.480]  至少未來看到的前途
[00:12:25.480 --> 00:12:27.480]  又不是那麼間歇的話
[00:12:27.480 --> 00:12:29.480]  要你離開就委實不容易
[00:12:29.480 --> 00:12:31.480]  所以為什麼阿巴拉罕
[00:12:31.480 --> 00:12:33.480]  被稱為信心之父
[00:12:33.480 --> 00:12:35.480]  阿巴拉罕居住在
[00:12:35.480 --> 00:12:37.480]  很熟悉的吾爾
[00:12:37.480 --> 00:12:39.480]  但是當他
[00:12:39.480 --> 00:12:41.480]  70歲有多
[00:12:41.480 --> 00:12:43.480]  是一個老年人
[00:12:43.480 --> 00:12:45.480]  但是神要他離開他熟悉
[00:12:45.480 --> 00:12:47.480]  而且很繁榮的地方
[00:12:47.480 --> 00:12:49.480]  甚至去一個
[00:12:49.480 --> 00:12:51.480]  他自己都不知道的地方
[00:12:51.480 --> 00:12:53.480]  但是他都肯離開的時候
[00:12:53.480 --> 00:12:55.480]  這個就需要很大的信心
[00:12:55.480 --> 00:12:57.480]  所以他被稱為信心之父
[00:12:57.480 --> 00:12:59.480]  其中一個因素就是這樣
[00:12:59.480 --> 00:13:01.480]  聖經的作者在這裡就指出
[00:13:01.480 --> 00:13:03.480]  大衛要和耶和有密切的關係
[00:13:03.480 --> 00:13:05.480]  這個就是他
[00:13:05.480 --> 00:13:07.480]  成功和蒙福的要素
[00:13:07.480 --> 00:13:09.480]  而且要我們注意到
[00:13:09.480 --> 00:13:11.480]  就是大衛作王
[00:13:11.480 --> 00:13:13.480]  並不是在乎
[00:13:13.480 --> 00:13:15.480]  他自己個人的努力
[00:13:15.480 --> 00:13:17.480]  和機遇
[00:13:17.480 --> 00:13:19.480]  所以有這個機會的互動
[00:13:19.480 --> 00:13:21.480]  更加不是他
[00:13:21.480 --> 00:13:23.480]  能夠有野心經營之下
[00:13:23.480 --> 00:13:25.480]  可以成就到這些事情
[00:13:25.480 --> 00:13:27.480]  原來就是按照神的
[00:13:27.480 --> 00:13:29.480]  計劃推行
[00:13:29.480 --> 00:13:31.480]  然後得到這個結果
[00:13:31.480 --> 00:13:33.480]  經文記載宗教性
[00:13:33.480 --> 00:13:35.480]  是強過政治性的
[00:13:35.480 --> 00:13:37.480]  所以我們應該
[00:13:37.480 --> 00:13:39.480]  牢牢的記住在心裏面
[00:13:39.480 --> 00:13:41.480]  就是要仰望
[00:13:41.480 --> 00:13:43.480]  依靠我們的神
[00:13:43.480 --> 00:13:45.480]  我們看看曾言第三章的第五
[00:13:45.480 --> 00:13:47.480]  到第六節
[00:13:57.480 --> 00:13:59.480]  所以求神幫助我們
[00:13:59.480 --> 00:14:01.480]  在未來日子裏面
[00:14:01.480 --> 00:14:03.480]  我們仍然有很多事情要去探索
[00:14:03.480 --> 00:14:05.480]  可能有些轉變
[00:14:05.480 --> 00:14:07.480]  但我們都需要去仰望
[00:14:07.480 --> 00:14:09.480]  依靠我們的神
[00:14:09.480 --> 00:14:11.480]  接著我們看到大衛
[00:14:11.480 --> 00:14:13.480]  再一次被告
[00:14:13.480 --> 00:14:15.480]  第二章第四節
[00:14:15.480 --> 00:14:23.480]  很短短的
[00:14:23.480 --> 00:14:25.480]  半節的經文
[00:14:25.480 --> 00:14:27.480]  就看到了
[00:14:27.480 --> 00:14:29.480]  記錯了大衛
[00:14:29.480 --> 00:14:31.480]  是被猶大人來高立
[00:14:31.480 --> 00:14:33.480]  猶大人基本
[00:14:33.480 --> 00:14:35.480]  就是居住在猶大山地裏面的居民
[00:14:35.480 --> 00:14:37.480]  範圍大概
[00:14:37.480 --> 00:14:39.480]  就是由百里行
[00:14:39.480 --> 00:14:41.480]  一直延伸到
[00:14:41.480 --> 00:14:43.480]  希伯倫
[00:14:43.480 --> 00:14:45.480]  住在這裏的人漸漸就說清楚
[00:14:45.480 --> 00:14:47.480]  那些人是什麼呢
[00:14:47.480 --> 00:14:49.480]  就是猶大人
[00:14:49.480 --> 00:14:51.480]  這個猶大家的人
[00:14:51.480 --> 00:14:53.480]  包括什麼呢
[00:14:53.480 --> 00:14:55.480]  就是大衛的家族
[00:14:55.480 --> 00:14:57.480]  因爲大衛是猶大之派
[00:14:57.480 --> 00:14:59.480]  所以當掃羅被殺
[00:14:59.480 --> 00:15:01.480]  大衛又日漸興盛的時候
[00:15:01.480 --> 00:15:03.480]  於是他家鄉的人
[00:15:03.480 --> 00:15:05.480]  就會怎樣呢
[00:15:05.480 --> 00:15:07.480]  忍耳爲榮
[00:15:07.480 --> 00:15:09.480]  我們鄉裏面
[00:15:09.480 --> 00:15:11.480]  出了個名人
[00:15:11.480 --> 00:15:13.480]  可以做王
[00:15:13.480 --> 00:15:15.480]  於是就加入這個被告行列裏面
[00:15:15.480 --> 00:15:17.480]  監古而思今
[00:15:17.480 --> 00:15:19.480]  你看今天都是一樣的
[00:15:19.480 --> 00:15:21.480]  當年梁振英
[00:15:21.480 --> 00:15:23.480]  一做了特首
[00:15:23.480 --> 00:15:25.480]  突然間
[00:15:25.480 --> 00:15:27.480]  親戚多了很多
[00:15:27.480 --> 00:15:29.480]  兩條村都是
[00:15:29.480 --> 00:15:31.480]  還有一個身世很可憐的
[00:15:31.480 --> 00:15:33.480]  就是在
[00:15:33.480 --> 00:15:35.480]  跳水的奧運裏面
[00:15:35.480 --> 00:15:37.480]  拿到金牌的
[00:15:37.480 --> 00:15:39.480]  那個是什麼呢
[00:15:39.480 --> 00:15:41.480]  這個就是很厲害的
[00:15:41.480 --> 00:15:43.480]  金牌得主
[00:15:43.480 --> 00:15:45.480]  傳紅時
[00:15:45.480 --> 00:15:47.480]  當他得到金牌之後
[00:15:47.480 --> 00:15:49.480]  他家裏就成爲打卡勝地
[00:15:49.480 --> 00:15:51.480]  還有就是他爆紅之後
[00:15:51.480 --> 00:15:53.480]  爆出了很多很多
[00:15:53.480 --> 00:15:55.480]  認親認戚的人
[00:15:55.480 --> 00:15:57.480]  打算盤都未必打得完
[00:15:57.480 --> 00:15:59.480]  那些是你
[00:15:59.480 --> 00:16:01.480]  姑姑姐姐的
[00:16:01.480 --> 00:16:03.480]  阿嬸那個什麼什麼
[00:16:03.480 --> 00:16:05.480]  突然間多了很多這些人
[00:16:05.480 --> 00:16:07.480]  所以你看到現實就是這樣
[00:16:07.480 --> 00:16:09.480]  是很可悲的
[00:16:09.480 --> 00:16:11.480]  窮在路邊無人問
[00:16:11.480 --> 00:16:13.480]  富在深山又遠親
[00:16:13.480 --> 00:16:15.480]  所以無怪乎也都有很多人
[00:16:15.480 --> 00:16:17.480]  會來帶去
[00:16:17.480 --> 00:16:19.480]  向上爬
[00:16:19.480 --> 00:16:21.480]  不要忘記
[00:16:21.480 --> 00:16:23.480]  大家記不記得四年前
[00:16:23.480 --> 00:16:25.480]  或者幾年前的運動會
[00:16:25.480 --> 00:16:27.480]  都有另外一個十幾歲
[00:16:27.480 --> 00:16:29.480]  的小女孩很小
[00:16:29.480 --> 00:16:31.480]  跳水都是拿到金牌的
[00:16:31.480 --> 00:16:33.480]  但是
[00:16:33.480 --> 00:16:35.480]  現在又如何呢
[00:16:35.480 --> 00:16:37.480]  所以有時候他們都很可悲
[00:16:37.480 --> 00:16:39.480]  求神幫助我們
[00:16:39.480 --> 00:16:41.480]  不要來帶去怎樣呢
[00:16:41.480 --> 00:16:43.480]  只會錦上添花這個很重要
[00:16:43.480 --> 00:16:45.480]  這一次跟過往很不同
[00:16:45.480 --> 00:16:47.480]  蘇勒和大衛
[00:16:47.480 --> 00:16:49.480]  基本上都是由
[00:16:49.480 --> 00:16:51.480]  神委派薩姆爾
[00:16:51.480 --> 00:16:53.480]  去高立他
[00:16:53.480 --> 00:16:55.480]  蘇勒是公開被高立
[00:16:55.480 --> 00:16:57.480]  但是薩姆爾是靜悄悄
