
[00:00:00.000 --> 00:00:02.400]  在基督教的傳統裏面
[00:01:19.220 --> 00:01:19.740]  二
[00:01:19.740 --> 00:01:21.280]  也就是尋找
[00:01:21.280 --> 00:01:22.140]  在裏面
[00:01:22.140 --> 00:01:25.760]  莫強於我們有機會
[00:01:25.760 --> 00:01:26.840]  有喫喝
[00:01:26.840 --> 00:01:27.800]  有快樂的時間
[00:01:27.800 --> 00:01:32.980]  我們懂得在休閒當中
[00:01:32.980 --> 00:01:35.060]  享受神所賜的百物
[00:01:35.060 --> 00:01:35.820]  當然
[00:01:35.820 --> 00:01:36.640]  不是因爲這樣的緣故
[00:01:36.640 --> 00:01:39.000]  所以下個節目纔講到享受百物
[00:01:39.000 --> 00:01:40.540]  我就耗費
[00:01:40.540 --> 00:01:41.060]  花費
[00:01:41.060 --> 00:01:43.020]  甚至浪費了
[00:01:43.020 --> 00:01:46.940]  讓我們有機會在這裏找些平衡也是好的
[00:01:46.940 --> 00:01:48.260]  所以剛剛那樣說
[00:01:48.260 --> 00:01:53.480]  不是要去製造節日裏面消費的內疚
[00:01:53.480 --> 00:01:55.400]  我覺得不是很必須的
[00:01:55.400 --> 00:01:57.600]  當然有時有一些提醒是好的
[00:01:57.600 --> 00:02:00.900]  我們是不是做了一些不必要的事情呢
[00:02:00.900 --> 00:02:02.980]  我們也要留意的
[00:02:02.980 --> 00:02:04.800]  但最後這麼看
[00:02:04.800 --> 00:02:06.900]  在我們成長這麼久裏面
[00:02:06.900 --> 00:02:12.280]  聖誕節已經是我們腦子裏面有一些特定的習慣了
[00:02:12.280 --> 00:02:14.320]  當然也是放假的
[00:02:14.320 --> 00:02:16.040]  也有休息的
[00:02:16.040 --> 00:02:17.640]  一羣朋友聚在一起
[00:02:17.640 --> 00:02:18.680]  有喫有喝
[00:02:18.680 --> 00:02:20.000]  有機會有禮物
[00:02:20.000 --> 00:02:20.660]  自送
[00:02:20.660 --> 00:02:22.160]  對愛的人表達的心意
[00:02:22.160 --> 00:02:23.120]  真是好事
[00:02:23.120 --> 00:02:25.080]  當然會牽涉到某些
[00:02:25.080 --> 00:02:26.480]  這類型的事情
[00:02:26.480 --> 00:02:28.400]  離不開一些消費
[00:02:28.400 --> 00:02:31.680]  離不開一些我們很高興的時候
[00:02:31.680 --> 00:02:34.680]  離不開我們自然想到一家人在一起
[00:02:34.680 --> 00:02:36.560]  其實我很喜歡很奇妙的
[00:02:36.560 --> 00:02:37.400]  在香港裏面
[00:02:37.400 --> 00:02:38.820]  我們中國人的做冬
[00:02:38.820 --> 00:02:40.160]  就跟着聖誕一樣
[00:02:40.160 --> 00:02:41.760]  很多東西好像
[00:02:41.760 --> 00:02:42.960]  沒有刻意
[00:02:42.960 --> 00:02:44.480]  但自然又結合在一起
[00:02:44.480 --> 00:02:46.480]  那些時間特別多的機會
[00:02:46.480 --> 00:02:48.240]  一家人走在一起
[00:02:48.240 --> 00:02:52.520]  但是當我們在整個背景裏面成長
[00:02:52.520 --> 00:02:55.040]  真的那些不是一件不好的事情
[00:02:55.040 --> 00:02:56.360]  請留意
[00:02:56.360 --> 00:02:59.960]  但我想起第一個聖誕節
[00:02:59.960 --> 00:03:01.920]  想起第一個聖誕節的時候
[00:03:01.920 --> 00:03:05.800]  似乎第一個聖誕節的第一個家庭
[00:03:05.800 --> 00:03:09.760]  經歷的又不必然是我們剛剛剛纔的這些事情
[00:03:09.760 --> 00:03:11.840]  正在經歷的不是這些事情
[00:03:11.840 --> 00:03:13.400]  有聖經我們看一看聖經
[00:03:13.400 --> 00:03:14.400]  我們剛纔看
[00:03:14.400 --> 00:03:18.040]  二章第一節裏面在講
[00:03:18.040 --> 00:03:19.360]  回來的問題
[00:03:19.360 --> 00:03:21.720]  第一節說的是當那些日子
[00:03:21.720 --> 00:03:25.600]  那些日子我的聖經版本叫該殺亞古士督
[00:03:25.600 --> 00:03:28.680]  有些會翻譯爲凱撒屋大維
[00:03:28.680 --> 00:03:29.200]  OK
[00:03:29.200 --> 00:03:32.960]  始終都是譯名羅馬帝國的皇帝
[00:03:32.960 --> 00:03:33.880]  總之
[00:03:33.880 --> 00:03:35.240]  如果完全不懂那麼緊要
[00:03:35.240 --> 00:03:36.720]  總之某個皇帝
[00:03:36.720 --> 00:03:37.840]  做什麼事呢
[00:03:37.840 --> 00:03:41.080]  有之下來叫天下人民都報名上策
[00:03:41.080 --> 00:03:42.560]  報名上策是什麼來的
[00:03:42.560 --> 00:03:43.280]  不好意思
[00:03:43.280 --> 00:03:44.280]  這些聖經翻譯
[00:03:44.280 --> 00:03:45.520]  在現在裏面來講
[00:03:45.520 --> 00:03:47.360]  應該就叫做人口調查
[00:03:47.360 --> 00:03:47.680]  OK
[00:03:47.680 --> 00:03:49.120]  Census
[00:03:49.120 --> 00:03:50.640]  不過
[00:03:50.640 --> 00:03:52.920]  在羅馬時代的人口調查
[00:03:52.920 --> 00:03:55.080]  和我們現在香港經歷的不同
[00:03:55.080 --> 00:03:57.520]  我們現在香港經歷的固然是五年十年
[00:03:57.520 --> 00:03:58.400]  有一次
[00:03:58.400 --> 00:03:59.520]  然後我們收到
[00:03:59.520 --> 00:04:02.120]  終於會有人上你家
[00:04:02.120 --> 00:04:04.160]  有調查員約了時間
[00:04:04.160 --> 00:04:05.400]  要穿上jacket
[00:04:05.400 --> 00:04:07.800]  上來要在門口覈對身份
[00:04:07.800 --> 00:04:08.760]  才準進來
[00:04:08.760 --> 00:04:09.960]  然後再有訪問
[00:04:09.960 --> 00:04:10.560]  是不是
[00:04:10.560 --> 00:04:11.720]  是
[00:04:11.720 --> 00:04:14.080]  政府的人來咒我們
[00:04:14.080 --> 00:04:16.040]  不過那個時候是這樣嗎
[00:04:16.040 --> 00:04:16.400]  沒有
[00:04:16.400 --> 00:04:17.400]  反轉的
[00:04:17.400 --> 00:04:19.200]  是你來咒皇帝的
[00:04:19.200 --> 00:04:19.920]  皇帝
[00:04:19.920 --> 00:04:20.840]  什麼叫皇帝呢
[00:04:20.840 --> 00:04:21.880]  就是你咒我
[00:04:21.880 --> 00:04:24.720]  不是我咒你
[00:04:24.720 --> 00:04:26.200]  在耶穌出生的時候
[00:04:26.200 --> 00:04:28.560]  羅馬帝國要做人口統計
[00:04:28.560 --> 00:04:29.960]  命令是這樣下的
[00:04:29.960 --> 00:04:31.600]  大家回家鄉
[00:04:31.600 --> 00:04:33.640]  我的官就在這裏等你
[00:04:33.640 --> 00:04:35.120]  是這樣的事
[00:04:35.120 --> 00:04:36.800]  所以
[00:04:36.800 --> 00:04:38.920]  約瑟瑪利亞
[00:04:38.920 --> 00:04:41.480]  當然這裏已經skip了一些前面
[00:04:41.480 --> 00:04:43.160]  第一章一大串
[00:04:43.160 --> 00:04:44.760]  那時候瑪利亞已經是
[00:04:44.760 --> 00:04:46.320]  作爲同貞類感人
[00:04:46.320 --> 00:04:47.120]  懷孕的情況下
[00:04:47.120 --> 00:04:48.120]  都跳了
[00:04:48.120 --> 00:04:50.360]  在那個時候約瑟這個
[00:04:50.360 --> 00:04:52.600]  其實未正式結婚就帶着
[00:04:52.600 --> 00:04:53.960]  一個已經大肚子
[00:04:53.960 --> 00:04:55.440]  可能世人都很奇怪
[00:04:55.440 --> 00:04:56.520]  你是不是未婚懷孕
[00:04:56.520 --> 00:05:01.040]  但是無法說得清楚狀態的一對夫婦
[00:05:01.040 --> 00:05:03.520]  就要回家鄉
[00:05:03.520 --> 00:05:04.680]  就要回家鄉
[00:05:04.680 --> 00:05:05.480]  如果在七八年前
[00:05:05.480 --> 00:05:07.200]  你曾經看過一部電影
[00:05:07.200 --> 00:05:08.960]  中文叫聖誕頌的
[00:05:08.960 --> 00:05:09.800]  Nativity
[00:05:09.800 --> 00:05:11.560]  我們教會也有包場
[00:05:11.560 --> 00:05:13.000]  我們去看的
[00:05:13.000 --> 00:05:15.040]  那次還去了旺角那邊看
[00:05:15.040 --> 00:05:15.800]  不知道爲什麼
[00:05:15.800 --> 00:05:17.040]  港島好像沒有的
[00:05:17.040 --> 00:05:18.720]  我們還一起去看
[00:05:18.720 --> 00:05:20.320]  那套電影被譽爲
[00:05:20.320 --> 00:05:24.080]  相對地沒有那麼浮誇的
[00:05:24.080 --> 00:05:27.320]  也現代一點點表達的聖誕頌
[00:05:27.320 --> 00:05:29.120]  我記得當時在那裏看
[00:05:29.120 --> 00:05:32.280]  有很多的鏡頭
[00:05:32.280 --> 00:05:34.160]  其實是沒有人說話的
[00:05:34.160 --> 00:05:35.400]  就是拍着
[00:05:35.400 --> 00:05:37.440]  約瑟瑪利亞
[00:05:37.440 --> 00:05:38.600]  在曠野裏面
[00:05:38.600 --> 00:05:39.920]  騎着鹿
[00:05:39.920 --> 00:05:41.520]  怎樣走
[00:05:41.520 --> 00:05:42.040]  怎樣走
[00:05:42.040 --> 00:05:43.080]  怎樣大風
[00:05:43.080 --> 00:05:44.200]  怎樣日曬
[00:05:44.200 --> 00:05:45.480]  怎樣夜晚
[00:05:45.480 --> 00:05:46.720]  夜晚要找地方睡
[00:05:46.720 --> 00:05:47.840]  其實沒有地方睡的
[00:05:47.840 --> 00:05:48.680]  你明白嗎
[00:05:48.680 --> 00:05:49.840]  就在路上
[00:05:49.840 --> 00:05:52.240]  我也不知道叫路邊還是大平地
[00:05:52.240 --> 00:05:53.720]  就這樣
[00:05:53.720 --> 00:05:54.480]  就是直地
[00:05:54.480 --> 00:05:55.280]  就日曬
[00:05:55.280 --> 00:05:58.040]  一個這樣的處境
[00:05:58.040 --> 00:05:59.000]  一般相信
[00:05:59.000 --> 00:06:01.520]  當日也是這樣的
[00:06:01.520 --> 00:06:02.520]  因爲你不相信
[00:06:02.520 --> 00:06:03.920]  你看回耶穌要講自己
[00:06:03.920 --> 00:06:06.200]  人子都沒有枕頭的地方
[00:06:06.200 --> 00:06:08.240]  他和後來的門徒
[00:06:08.240 --> 00:06:09.440]  四位去報道的時候
[00:06:09.440 --> 00:06:11.280]  其實那個時代的人
[00:06:11.280 --> 00:06:12.400]  要去
[00:06:12.400 --> 00:06:13.800]  就是所謂叫
[00:06:13.800 --> 00:06:15.440]  我們現在叫旅行
[00:06:15.440 --> 00:06:17.640]  就是帶他們一個地方去一個地方
[00:06:17.640 --> 00:06:19.480]  其實真的不會像我們現在旅行
[00:06:19.480 --> 00:06:21.720]  一早可以訂機票
[00:06:21.720 --> 00:06:23.200]  訂好酒店
[00:06:23.200 --> 00:06:25.000]  預訂交通周據
[00:06:25.000 --> 00:06:26.600]  沒有的
[00:06:26.600 --> 00:06:29.040]  有少量的乾糧就一路走
[00:06:29.040 --> 00:06:29.680]  走到半路
[00:06:29.680 --> 00:06:31.160]  沒去到要去的城
[00:06:31.160 --> 00:06:35.120]  就真的就這樣要睡
[00:06:35.120 --> 00:06:36.760]  約瑟瑪利亞都是夫婦
[00:06:36.760 --> 00:06:38.080]  就是這樣的處境
[00:06:38.080 --> 00:06:39.360]  一路走
[00:06:39.360 --> 00:06:42.240]  但是瑪利亞是大柱套
[00:06:42.240 --> 00:06:43.480]  大柱套
[00:06:43.480 --> 00:06:45.640]  約瑟瑪利亞也不是一個大戶人家
[00:06:45.640 --> 00:06:46.920]  是一個木匠
[00:06:46.920 --> 00:06:52.320]  一個靠着自己手作去生活的人
[00:06:52.320 --> 00:06:53.400]  成長的鄉下
[00:06:53.400 --> 00:06:54.240]  達薩勒
[00:06:54.240 --> 00:06:57.920]  本來也不是一個富庶的城市
[00:06:57.920 --> 00:07:00.040]  是一個窮鄉僻壤
[00:07:00.040 --> 00:07:02.560]  他一路要走回去那裏
[00:07:02.560 --> 00:07:03.400]  一路去
[00:07:03.400 --> 00:07:05.080]  就去到瑪利亞
[00:07:05.080 --> 00:07:07.160]  當然大家就很易熟能詳
[00:07:07.160 --> 00:07:08.760]  於是瑪利亞那裏
[00:07:08.760 --> 00:07:09.480]  真的
[00:07:09.480 --> 00:07:12.480]  新人重口急着要生小孩就進去了
[00:07:12.480 --> 00:07:13.480]  結果就找不到地方
[00:07:13.480 --> 00:07:14.200]  我沒有客店
[00:07:14.200 --> 00:07:15.040]  沒有了
[00:07:15.040 --> 00:07:16.040]  結果就去馬槽
[00:07:16.040 --> 00:07:21.840]  在馬槽就生了
[00:07:21.840 --> 00:07:24.720]  我不知道這幾年我們的商場
[00:07:24.720 --> 00:07:25.760]  聖誕燈飾
[00:07:25.760 --> 00:07:27.520]  是不是有些景物進去裏面
[00:07:27.520 --> 00:07:30.400]  還有沒有放聖景的東西
[00:07:30.400 --> 00:07:31.560]  甚少是吧
[00:07:31.560 --> 00:07:31.920]  不好意思
[00:07:31.920 --> 00:07:34.640]  我這麼問是因爲我發現我每年聖誕
[00:07:34.640 --> 00:07:37.520]  不是很有機會去公司行商場的
[00:07:37.520 --> 00:07:39.080]  頂多走過一次
[00:07:39.080 --> 00:07:40.040]  就是出過一次
[00:07:40.040 --> 00:07:42.720]  就可能有很多了
[00:07:42.720 --> 00:07:43.240]  沒什麼的
[00:07:43.240 --> 00:07:45.200]  我看你們的發現都沒什麼的
[00:07:45.200 --> 00:07:46.280]  以前都有的
[00:07:46.280 --> 00:07:48.320]  或者偶然都會碰到一下的
[00:07:48.320 --> 00:07:49.520]  所謂擺聖景
[00:07:49.520 --> 00:07:52.440]  擺聖景就是出世的處境
[00:07:52.440 --> 00:07:53.480]  出世的處境
[00:07:53.480 --> 00:07:54.600]  有幾個博士
[00:07:54.600 --> 00:07:56.160]  但永遠都要擺三個
[00:07:56.160 --> 00:07:57.880]  聖經有幾個博士
[00:07:57.880 --> 00:07:58.640]  不知道幾個
[00:07:58.640 --> 00:08:01.200]  然後就是約瑟拉瑪利亞
[00:08:01.200 --> 00:08:02.880]  接着要打燈
[00:08:02.880 --> 00:08:04.120]  打燈就照着
[00:08:04.120 --> 00:08:06.000]  但又不知道爲什麼每一次那個位置
[00:08:06.000 --> 00:08:06.920]  就是那個BB
[00:08:06.920 --> 00:08:07.760]  就是耶穌的位置
[00:08:07.760 --> 00:08:10.160]  就像個雀巢一樣的馬槽
[00:08:10.160 --> 00:08:11.240]  我很費解的
[00:08:11.240 --> 00:08:12.640]  就是爲什麼會是這樣
[00:08:12.640 --> 00:08:14.200]  像個雀巢一樣的
[00:08:14.200 --> 00:08:16.080]  然後可能附近有一些天使
[00:08:16.080 --> 00:08:18.840]  這類的聖景會擺一下的
[00:08:18.840 --> 00:08:20.240]  但是這類的聖景
[00:08:20.240 --> 00:08:24.160]  又讓我們一直對耶穌出世的處境
[00:08:24.160 --> 00:08:26.080]  帶來很多誤會的
[00:08:26.080 --> 00:08:26.800]  誤會的
[00:08:26.800 --> 00:08:29.720]  就算我們剛纔說的那部電影Nativity
[00:08:29.720 --> 00:08:30.520]  都被人說
[00:08:30.520 --> 00:08:33.400]  有些地方可能不一定是這樣的
[00:08:33.400 --> 00:08:34.240]  不一定是這樣的
[00:08:34.240 --> 00:08:35.640]  當日
[00:08:35.640 --> 00:08:37.320]  就是馬槽
[00:08:37.320 --> 00:08:37.960]  想起馬槽
[00:08:37.960 --> 00:08:40.200]  你會想起什麼
[00:08:40.200 --> 00:08:42.160]  想起馬槽當然想起馬了
[00:08:42.160 --> 00:08:43.560]  當然我們很快會想起
[00:08:43.560 --> 00:08:46.200]  你有機會在博福林看到的那些馬槽
[00:08:46.200 --> 00:08:47.800]  或者可能元朗
[00:08:47.800 --> 00:08:50.280]  有些地方都有些騎術學校
[00:08:50.280 --> 00:08:52.280]  你會想起那些馬槽
[00:08:52.280 --> 00:08:54.640]  但當日耶穌出世的馬槽是不是這樣的呢
[00:08:54.640 --> 00:08:56.040]  真的不是這樣的
[00:08:56.040 --> 00:08:56.960]  真的不是這樣的
[00:08:56.960 --> 00:08:58.120]  完全沒有
[00:08:58.120 --> 00:09:00.240]  有沒有鴉鴉頭他們都不知道
[00:09:00.240 --> 00:09:02.160]  你要明白一件事
[00:09:02.160 --> 00:09:03.880]  那時候的目的最重要就是
[00:09:03.880 --> 00:09:05.600]  他們不要走失
[00:09:05.600 --> 00:09:06.160]  你明白嗎
[00:09:06.160 --> 00:09:07.480]  最重要是四邊夾得住
[00:09:07.480 --> 00:09:09.520]  不要被羊和馬跑走
[00:09:09.520 --> 00:09:10.840]  有錢的做到
[00:09:10.840 --> 00:09:11.960]  鴉鴉頭是好的
[00:09:11.960 --> 00:09:13.240]  沒有的可能都沒有的
[00:09:13.240 --> 00:09:14.680]  就是夾住他
[00:09:14.680 --> 00:09:16.560]  所以在活動裏面
[00:09:16.560 --> 00:09:17.920]  有鴉鴉頭
[00:09:17.920 --> 00:09:19.920]  但不知道爲什麼鴉鴉頭中間有個洞
[00:09:19.920 --> 00:09:22.840]  剛剛那個星就射了個燈照着耶穌
[00:09:22.840 --> 00:09:23.440]  有些人都說
[00:09:23.440 --> 00:09:26.520]  用不着這麼誇那個景
[00:09:26.520 --> 00:09:28.480]  當日應該是沒有這樣的機會
[00:09:28.480 --> 00:09:29.400]  沒有這樣的機會
[00:09:29.400 --> 00:09:30.720]  但我們想起馬槽
[00:09:30.720 --> 00:09:32.360]  自然會是這樣的
[00:09:32.360 --> 00:09:33.360]  我自己成長
[00:09:33.360 --> 00:09:35.040]  我小孩不是
[00:09:35.040 --> 00:09:38.120]  我到中學才進到基督教學校裏面
[00:09:38.120 --> 00:09:40.640]  一路小學是完全沒有接觸過
[00:09:40.640 --> 00:09:43.240]  關於所謂講耶穌的東西
[00:09:43.240 --> 00:09:46.680]  我第一次當有機會聽牧師講的時候
[00:09:46.680 --> 00:09:48.480]  或者接觸這些信息的時候
[00:09:48.480 --> 00:09:52.400]  我腦海裏面第一時間就想起飄零宴的
[00:09:52.400 --> 00:09:53.920]  你們還懂嗎
[00:09:53.920 --> 00:09:55.240]  剛纔那幫人不太知道的
[00:09:55.240 --> 00:09:56.240]  海迪啊
[00:09:56.240 --> 00:09:57.840]  迷途迷途孤煙
[00:09:57.840 --> 00:09:58.840]  美德貴家
[00:09:58.840 --> 00:09:59.560]  赤小固焉
[00:09:59.560 --> 00:10:01.560]  大家有沒有看過這些
[00:10:01.560 --> 00:10:02.920]  當年是會唱哂的
[00:10:02.920 --> 00:10:04.600]  這件事是不是很厲害
[00:10:04.600 --> 00:10:06.000]  我一講起馬槽
[00:10:06.000 --> 00:10:07.560]  就想起那些
[00:10:07.560 --> 00:10:10.160]  海迪在阿爾卑斯山和爺爺一起住
[00:10:10.160 --> 00:10:12.320]  然後就幫他剷那些草
[00:10:12.320 --> 00:10:13.520]  很漂亮的乾草
[00:10:13.520 --> 00:10:14.600]  扔了一堆
[00:10:14.600 --> 00:10:16.600]  於是拿大布包着他
[00:10:16.600 --> 00:10:18.320]  海迪這個妹妹就會跳上去
[00:10:18.320 --> 00:10:19.600]  就彈啊彈啊
[00:10:19.600 --> 00:10:20.320]  很開心
[00:10:20.320 --> 00:10:24.360]  然後在屋頂叫出去叫爺爺
[00:10:24.360 --> 00:10:25.880]  我第一次聽到關於馬槽
[00:10:25.880 --> 00:10:27.240]  我就在想這些東西
[00:10:27.240 --> 00:10:29.640]  我就會想到這些東西
[00:10:29.640 --> 00:10:30.960]  但現實
[00:10:30.960 --> 00:10:34.400]  據考古的學者
[00:10:34.400 --> 00:10:35.760]  正經的研究
[00:10:35.760 --> 00:10:38.520]  當日不可能是這樣
[00:10:38.520 --> 00:10:39.720]  不可能是這樣
[00:10:39.720 --> 00:10:41.720]  而在那個時代的馬槽
[00:10:41.720 --> 00:10:44.880]  更加不會有人去搞衛生的
[00:10:44.880 --> 00:10:48.120]  有乾草應該咬了喫了
[00:10:48.120 --> 00:10:49.880]  而竟然可以扔下來的那些
[00:10:49.880 --> 00:10:52.240]  可能竟然踩過很多次
[00:10:52.240 --> 00:10:53.240]  出世的馬槽
[00:10:53.240 --> 00:10:54.480]  也都應該是會
[00:10:54.480 --> 00:10:56.960]  同着各樣的大小異變
[00:10:56.960 --> 00:10:59.280]  混爲一堆的
[00:10:59.280 --> 00:11:02.680]  每個人就像現代的一些地方
[00:11:02.680 --> 00:11:05.120]  拿着水喉噴水清潔
[00:11:05.120 --> 00:11:06.880]  完全沒有這件事
[00:11:06.880 --> 00:11:10.480]  在水喉裏面
[00:11:10.480 --> 00:11:12.520]  小便就小便了
[00:11:12.520 --> 00:11:14.000]  你這樣想的時候
[00:11:14.000 --> 00:11:16.080]  站在我們香港人的衛生標準
[00:11:16.080 --> 00:11:18.880]  這個不可能是產房的
[00:11:18.880 --> 00:11:20.840]  產房的那個是
[00:11:20.840 --> 00:11:22.200]  馬尼亞就是這樣的情況
[00:11:22.200 --> 00:11:23.760]  生了耶穌
[00:11:23.760 --> 00:11:24.480]  生了之後
[00:11:24.480 --> 00:11:27.280]  完全不符合任何衛生標準
[00:11:27.280 --> 00:11:29.400]  在大便旁邊
[00:11:29.400 --> 00:11:30.920]  在這樣的狀態
[00:11:30.920 --> 00:11:32.440]  耶穌出生
[00:11:32.440 --> 00:11:34.480]  當然要用幾分鐘去講
[00:11:34.480 --> 00:11:37.120]  不是要猛的告訴你耶穌多淒涼
[00:11:37.120 --> 00:11:38.320]  我們現在喫得好不好
[00:11:38.320 --> 00:11:39.760]  不是這意思
[00:11:39.760 --> 00:11:43.680]  而是當我們現在習慣了的聖誕節
[00:11:43.680 --> 00:11:44.640]  是這樣過的
[00:11:44.640 --> 00:11:47.120]  我們的主角可能圍繞着很多消費
[00:11:47.120 --> 00:11:47.680]  買賣
[00:11:47.680 --> 00:11:48.600]  飲食
[00:11:48.600 --> 00:11:51.520]  或者我們習慣了某一套的時候
[00:11:51.520 --> 00:11:53.640]  其實第一個聖誕節
[00:11:53.640 --> 00:11:56.480]  耶穌的出生真的不是這樣
[00:11:56.480 --> 00:11:58.920]  耶穌的出生不是這樣
[00:11:58.920 --> 00:11:59.800]  或者你在聽的時候
[00:11:59.800 --> 00:12:00.960]  你腦海裏在想
[00:12:00.960 --> 00:12:02.040]  以牧師今日
[00:12:02.040 --> 00:12:04.160]  我們剛纔讀的本月金句
[00:12:04.160 --> 00:12:05.000]  二刷孝順那裏
[00:12:05.000 --> 00:12:06.360]  那裏很厲害的嘛
[00:12:06.360 --> 00:12:08.160]  奇妙策士全能的君
[00:12:08.160 --> 00:12:10.480]  爲什麼會這麼出生呢
[00:12:10.480 --> 00:12:11.240]  是啊
[00:12:11.240 --> 00:12:14.120]  聖造的東西就是這麼奇妙
[00:12:14.120 --> 00:12:17.040]  我們宣認我們知道耶穌是君王
[00:12:17.040 --> 00:12:18.320]  萬王之王
[00:12:18.320 --> 00:12:21.360]  但是當年祂不是在希律家
[00:12:21.360 --> 00:12:23.040]  這個帝王家出生
[00:12:23.040 --> 00:12:25.560]  祂是在牧將家
[00:12:25.560 --> 00:12:27.280]  在這樣的處境
[00:12:27.280 --> 00:12:31.320]  這樣要趕着去做人口登記
[00:12:31.320 --> 00:12:34.680]  這樣在趕路到半路的環境裏面
[00:12:34.680 --> 00:12:37.360]  耶穌就出生了
[00:12:37.360 --> 00:12:42.480]  耶穌主動選擇了貧窮和卑微
[00:12:42.480 --> 00:12:44.880]  大家記得《聖經》有沒有啊
[00:12:44.880 --> 00:12:46.680]  以後小小《非日比書》
[00:12:46.680 --> 00:12:49.040]  我相信大家都會熟悉
[00:12:49.040 --> 00:12:52.400]  因爲我自己也常常喜歡引用
[00:12:52.400 --> 00:12:54.400]  《非日比書》第二章
[00:13:02.000 --> 00:13:05.880]  《非日比書》第二章第五節固然是在說一個很重要的
[00:13:05.880 --> 00:13:07.720]  你們當以基督耶穌的心爲心
[00:13:07.720 --> 00:13:10.840]  但是同樣地
[00:13:10.840 --> 00:13:12.600]  第六節有很多聖經研究說
[00:13:12.600 --> 00:13:16.160]  這個應該是初期教會其中一個信經
[00:13:16.160 --> 00:13:16.760]  其中一個信經
[00:13:16.760 --> 00:13:18.840]  但是沒有成爲後來我們的信經
[00:13:18.840 --> 00:13:20.640]  是說耶穌基督有沒有這麼特別
[00:13:20.640 --> 00:13:21.920]  刻本有神的形象
[00:13:21.920 --> 00:13:24.240]  不以自己與神同等爲強調的
[00:13:24.240 --> 00:13:25.320]  反倒虛企
[00:13:25.320 --> 00:13:27.120]  取了什麼形象啊
[00:13:27.120 --> 00:13:28.400]  奴僕的形象
[00:13:28.400 --> 00:13:29.720]  成爲人的樣式
[00:13:29.720 --> 00:13:31.400]  沒有人的樣子就自己卑微
[00:13:31.400 --> 00:13:32.520]  全心信服
[00:13:32.520 --> 00:13:35.480]  以至於且死在十字架上
[00:13:35.480 --> 00:13:36.040]  後面還有
[00:13:36.040 --> 00:13:38.000]  但是先說到這裏
[00:13:38.000 --> 00:13:40.680]  本來耶穌是很堅的
[00:13:40.680 --> 00:13:42.720]  但是反倒虛企
[00:13:42.720 --> 00:13:44.920]  取了奴僕的形象
[00:13:44.920 --> 00:13:48.080]  耶穌竟然是這樣
